Bengali,Kannada
চুম্বকীয় বক্ররেখা,ಡಿಮ್ಯಾಗ್ನೆಟೈಸ್ಡ್ ಕರ್ವ್
demagnetizer,ಡಿಮ್ಯಾಗ್ನೆಟೈಸರ್
demodulation,ಡಿಮೋಡ್ಯುಲೇಶನ್
ঘন যানজট,ದಟ್ಟವಾದ ದಟ್ಟಣೆ
ঘনত্ব পরিমাপক,ಸಾಂದ್ರತೆ ಮಾಪಕ
"ঘনত্ব, ঘনত্ব","ಸಾಂದ್ರತೆ, ಸಾಂದ್ರತೆ"
অবচয় স্তর,ಸವಕಳಿ ಮಟ್ಟ
অবক্ষয় অঞ্চল,ಸವಕಳಿ ವಲಯ
ডিপোলারাইজেশন,ಡಿಪೋಲರೈಸೇಶನ್
depolarized,ಡಿಪೋಲರೈಸ್ಡ್
ডিপোলারাইজার,ಡಿಪೋಲರೈಸರ್
"ক্ষেত্রের গভীরতা, ক্ষেত্রের তীব্রতা","ಕ್ಷೇತ್ರದ ಆಳ, ಕ್ಷೇತ್ರದ ತೀವ್ರತೆ"
"derived polarogram, derived polarogram","ಪಡೆದ ಪೋಲರೋಗ್ರಾಮ್, ಪಡೆದ ಪೋಲರೋಗ್ರಾಮ್"
উদ্ভূত,ಪಡೆಯಲಾಗಿದೆ
"descending, descending","ಅವರೋಹಣ, ಅವರೋಹಣ"
"descent, decent","ಅವರೋಹಣ, ಅವರೋಹಣ"
"বর্ণনা, নির্মাণ, আঁকা","ವಿವರಿಸಿ, ನಿರ್ಮಿಸಿ, ಸೆಳೆಯಿರಿ"
হর,ಛೇದಕ
"ডিজাইন করা, ডিজাইন করা (n.) ডিজাইন করা, ডিজাইন করা (n.)","ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಗೊಳಿಸಲು (n.) ವಿನ್ಯಾಸಕ್ಕೆ, ವಿನ್ಯಾಸಕ್ಕೆ (n.)"
ধ্বংস,ವಿನಾಶ
ধ্বংসাত্মক হস্তক্ষেপ,ವಿನಾಶಕಾರಿ ಹಸ್ತಕ್ಷೇಪ
"ধ্বংসাত্মক, ধ্বংসাত্মক","ವಿನಾಶಕಾರಿ, ವಿನಾಶಕಾರಿ"
"সনাক্তকরণ, সনাক্তকরণ","ಗುರುತಿಸುವಿಕೆ, ಪತ್ತೆ"
সংগ্রাহক,ಸಂಗ್ರಾಹಕ
নির্ণয়বাদ,ನಿರ್ಣಾಯಕತೆ
নির্ধারক,ನಿರ್ಣಯಕ
সংকল্প,ನಿರ್ಣಯ
নির্ধারণ,ನಿರ್ಧರಿಸಲು
নির্ধারিত,ನಿರ್ಧರಿಸಲಾಗುತ್ತದೆ
ডিউটরন,ಡ್ಯೂಟೆರಾನ್
"প্রকাশ করা, বিকাশ করা, বিকাশ করা","ವ್ಯಕ್ತಪಡಿಸಿ, ಅಭಿವೃದ್ಧಿಪಡಿಸಿ, ಅಭಿವೃದ್ಧಿಪಡಿಸಿ"
"বিকাশকারী, বিকাশকারী","ಡೆವಲಪರ್, ಡೆವಲಪರ್"
"উন্নয়ন, উন্নয়ন","ಅಭಿವೃದ್ಧಿ, ಅಭಿವೃದ್ಧಿ"
বিচ্যুতি,ವಿಚಲನ
শিশির,ಇಬ್ಬನಿ
শিশির বিন্দু,ಇಬ್ಬನಿ ಬಿಂದು
দক্ষিণ মেরুকরণকারী,ದಕ್ಷಿಣ ಧ್ರುವೀಕರಣ
ডায়গনিস্টিক পরীক্ষা,ರೋಗನಿರ್ಣಯ ಪರೀಕ್ಷೆ
তির্যক,ಕರ್ಣೀಯ
চিত্র,ರೇಖಾಚಿತ್ರ
চিত্র,ರೇಖಾಚಿತ್ರ
ডায়াল,ಡಯಲ್ ಮಾಡಿ
ডায়ম্যাগনেটিক,ಕಾಂತೀಯ
"ডায়ম্যাগনেটোলজি, ডায়ম্যাগনেটিক উপাদান","ಡಯಾಮ್ಯಾಗ್ನೆಟಾಲಜಿ, ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು"
diamagnetism,ಕಾಂತೀಯತೆ
ব্যাস,ವ್ಯಾಸ
diametrically বিপরীত,ವ್ಯಾಸದ ವಿರುದ್ಧ
"হীরা, হীরা","ವಜ್ರ, ವಜ್ರ"
মধ্যচ্ছদা ডায়াফ্রাম,"ಡಯಾಫ್ರಾಮ್, ಡಯಾಫ್ರಾಮ್"
তাপ বিনিময় করা,ಶಾಖ ವಿನಿಮಯ
তাপ বিনিময় করা,ಶಾಖ ವಿನಿಮಯ
"ডায়াটোনিক স্বরগ্রাম, ডায়াটোনিক স্বরাগ্রাম","ಡಯಾಟೋನಿಕ್ ಸ್ವರಗ್ರಾಮ್, ಡಯಾಟೋನಿಕ್ ಸ್ವರಗ್ರಾಮ್"
"বিভাজন, আধা শিল্প","ವಿಭಜನೆ, ಅರೆ ಕಲೆ"
ডাইক্রোমেট কোষ,ಡೈಕ್ರೋಮೇಟ್ ಕೋಶ
"দ্বিধাবিভক্তি, ভিজ্যুয়াল ডিকোটমি, লেভেল ডিকোটমি","ದ್ವಂದ್ವ, ದೃಶ್ಯ ದ್ವಿಗುಣ, ಮಟ್ಟದ ದ್ವಿಗುಣ"
ডিক্টাফোন,ಡಿಕ್ಟಾಫೋನ್
অস্তরক,ಡೈಎಲೆಕ್ಟ್ರಿಕ್
ডাইলেট্রিক্স,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ಸ್
ডিজেল চক্র,ಡೀಸೆಲ್ ಸೈಕಲ್
ফাঁক,ಅಂತರ
"ডিফারেনশিয়াল ফ্রিকোয়েন্সি, ডিভিয়েশন ফ্রিকোয়েন্সি","ಡಿಫರೆನ್ಷಿಯಲ್ ಫ್ರೀಕ್ವೆನ್ಸಿ, ವಿಚಲನ ಆವರ್ತನ"
"ডিফারেনশিয়াল, ডিফারেনশিয়াল, ডিফারেনশিয়াল, ডিফারেনশিয়াল, ইন্টারস্টিশিয়াল, ডিফারেনশিয়াল","ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಇಂಟರ್ಸ್ಟಿಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್"
ডিফারেনশিয়াল শোষণ,ಭೇದಾತ್ಮಕ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
পার্থক্য পরিবর্ধক,ಡಿಸ್ಟಿಂಕ್ಷನ್ ಆಂಪ್ಲಿಫೈಯರ್
"অনুপ্রবেশকারী ক্যালোরিমিটার, অনুপ্রবেশকারী ক্যালোরিমিটার","ಪೆನೆಟ್ರೇಟಿವ್ ಕ್ಯಾಲೋರಿಮೀಟರ್, ಪೆನೆಟ್ರೇಟಿವ್ ಕ್ಯಾಲೋರಿಮೀಟರ್"
ডিফারেনশিয়াল ক্যাপাসিটর,ಡಿಫರೆನ್ಷಿಯಲ್ ಕೆಪಾಸಿಟರ್
ডিফারেনশিয়াল জোন,ಭೇದಾತ್ಮಕ ವಲಯ
ডিফারেনশিয়াল ডিফিউশন,ಭೇದಾತ್ಮಕ ಪ್ರಸರಣ
আঙ্গক,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
ডিফারেনশিয়াল বিলুপ্তি সহগ,ಡಿಫರೆನ್ಷಿಯಲ್ ಅಳಿವಿನ ಗುಣಾಂಕ
ইন্টারমিটার আয়নকরণ চেম্বার,ಇಂಟರ್ಮೀಟರ್ ಅಯಾನೀಕರಣ ಚೇಂಬರ್
ডিফারেনশিয়াল আইসোটোপ পদ্ধতি,ಡಿಫರೆನ್ಷಿಯಲ್ ಐಸೊಟೋಪ್ ವಿಧಾನ
ডিফারেনশিয়াল বেগ,ಭೇದಾತ್ಮಕ ವೇಗ
পার্থক্য করা,ಪ್ರತ್ಯೇಕಿಸಿ
"পার্থক্য করা, পার্থক্য করা","ವಿಭಿನ್ನ, ವಿಭಿನ್ನ"
"পার্থক্য, পার্থক্য","ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ"
বিবর্তন,ವಿವರ್ತನೆ
ডিফ্র্যাক্টোমিটার,ಡಿಫ್ರಾಕ್ಟೋಮೀಟರ್
"diffused, diffused","ಪ್ರಸರಣ, ಪ್ರಸರಣ"
বিচ্ছুরিত,ಹರಡಿದೆ
বিস্তার,ಪ್ರಸರಣ
diffusivity,ಡಿಫ್ಯೂಸಿವಿಟಿ
"অঙ্ক, ব্যাস, আঙুল","ಅಂಕೆ, ವ್ಯಾಸ, ಬೆರಳು"
ডিজিটাল রেকর্ডিং,ಡಿಜಿಟಲ್ ರೆಕಾರ್ಡಿಂಗ್
ডিজিটাল ভোল্টমিটার,ಡಿಜಿಟಲ್ ವೋಲ್ಟ್ಮೀಟರ್
দ্বি-আইসোটোপিক উপাদান,ದ್ವಿ-ಐಸೋಟೋಪಿಕ್ ಅಂಶಗಳು
বিস্তার,ಪ್ರಸರಣ
সম্প্রসারণ বিকৃতি,ವಿಸ್ತರಣೆ ವಿರೂಪ
এক্সোমিটার,ಎಕ್ಸೋಮೀಟರ್
ভিসফারিনি,ವಿಸ್ಫಾರಿಣಿ
"এক্সটেনশন, দৈর্ঘ্য-প্রস্থ, মাত্রা, শক্তি","ವಿಸ್ತರಣೆ, ಉದ್ದ-ಅಗಲ, ಆಯಾಮ, ಶಕ್ತಿ"
মাত্রিক,ಆಯಾಮದ
মাত্রিকতা,ಆಯಾಮ
বীমা ইউনিট,ವಿಮಾ ಘಟಕ
মাত্রাহীন মাত্রা,ಆಯಾಮವಿಲ್ಲದ ಆಯಾಮ
"অবচয়, হ্রাস","ಸವಕಳಿ, ಕಡಿತ"
উজ্জ্বল,ವಿಕಿರಣ
ডায়োড,ಡಯೋಡ್
diopter,ಡಯೋಪ್ಟರ್
প্রতিসরণ জোন,ವಕ್ರೀಭವನ ವಲಯ
প্রতিসরণকারী লেন্স,ವಕ್ರೀಭವನದ ಮಸೂರ
"bow down, bow down, trough","ಬಾಗಿ, ಬಾಗಿ, ತೊಟ್ಟಿ"
পতনের কোণ,ಪತನದ ಕೋನ
ডাইপোল,ದ್ವಿಧ್ರುವಿ
বাইপোলার স্তর,ಬೈಪೋಲಾರ್ ಪದರ
ডিরাক ডেল্টা ফাংশন,ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ
"সোজা, সোজা, সোজা, সরাসরি, বিপরীত","ನೇರ, ನೇರ, ನೇರ, ನೇರ, ವಿರುದ್ಧ"
অনুলোম পারস্পরিক সম্পর্ক,ಅನುಲೋಮ್ ಪರಸ್ಪರ ಸಂಬಂಧ
সরাসরি বর্তমান,ಏಕಮುಖ ವಿದ್ಯುತ್
সরাসরি,ನೇರ
"সরাসরি প্রভাব, সরাসরি প্রভাব","ನೇರ ಹೊಡೆತ, ನೇರ ಹೊಡೆತ"
"দিক, দিক","ನಿರ್ದೇಶನ, ನಿರ್ದೇಶನ"
নির্দেশমূলক,ದಿಕ್ಕಿನ
স্থান স্থিতিশীলতা,ಬಾಹ್ಯಾಕಾಶ ಸ್ಥಿರತೆ
"ডিকোসিন, ডিকোসিন","ಡಿಕೋಸಿನ್, ಡಿಕೋಸಿನ್"
"দিকনির্দেশনামূলক, দিকনির্দেশক, দিকনির্দেশনামূলক","ದಿಕ್ಕು, ದಿಕ್ಕು, ದಿಕ್ಕು"
দিকনির্দেশনা,ದಿಕ್ಕು
সাধারণ জালি,ಸಾಮಾನ್ಯ ಜಾಲರಿ
সোজা লাইন,ಸರಳ ರೇಖೆ
অনুক্রমিক অনুপাত,ಅನುಕ್ರಮ ಅನುಪಾತ
সরাসরি পদ্ধতি,ನೇರ ವಿಧಾನ
অভিমুখ,ನಿರ್ದೇಶನ
সরাসরি পড়ার ডিভাইস,ನೇರ ಓದುವ ಸಾಧನ
আগে টেলিস্কোপ,ಮುಂದೆ ದೂರದರ್ಶಕ
"বস্তু, বৃত্ত, চাকতি, চাকতি","ವಸ್ತು, ವೃತ್ತ, ಡಿಸ್ಕ್, ಡಿಸ್ಕ್"
"নিমজ্জন, ইফিউশন, ব্লিচিং","ಇಮ್ಮರ್ಶನ್, ಎಫ್ಯೂಷನ್, ಬ್ಲೀಚಿಂಗ್"
জল নিমজ্জন,ನೀರಿನ ಇಮ್ಮರ್ಶನ್
"discontinuity, discontinuity, fracture","ಸ್ಥಗಿತ, ಸ್ಥಗಿತ, ಮುರಿತ"
অবিচ্ছিন্ন,ನಿರಂತರ
"গবেষণা, অনুসন্ধান","ಸಂಶೋಧನೆ, ಹುಡುಕಾಟ"
অসঙ্গতি,ವ್ಯತ್ಯಾಸ
কণা,ಕಣಗಳು
"অবতল অ্যান্টেনা, ডিশ অ্যান্টেনা","ಕಾನ್ಕೇವ್ ಆಂಟೆನಾ, ಡಿಶ್ ಆಂಟೆನಾ"
"dissollution, granulation","ಕರಗುವಿಕೆ, ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್"
দ্রবীভূত ধ্রুবক,ವಿಸರ್ಜನೆ ಸ್ಥಿರ
অপচয় শক্তি,ಪ್ರಸರಣ ಶಕ್ತಿ
দ্রবীভূত অর্ধ-জীবন,ವಿಸರ್ಜನೆಯ ಅರ್ಧ-ಜೀವಿತಾವಧಿ
দ্রবীভূত পরিসীমা,ವಿಸರ್ಜನೆಯ ದರ್ಜೆ
"স্থানচ্যুতি, স্থানচ্যুতি, স্থানচ্যুতি, স্থানচ্যুতি","ಡಿಸ್ಲೊಕೇಶನ್, ಡಿಸ್ಲೊಕೇಶನ್, ಡಿಸ್ಲೊಕೇಶನ್, ಡಿಸ್ಲೊಕೇಶನ್"
"ফল্ট লাইন, ফল্ট কোর","ತಪ್ಪು ರೇಖೆ, ದೋಷದ ತಿರುಳು"
ফল্ট লুপ,ತಪ್ಪು ಲೂಪ್
"ব্যাধি, ব্যাধি, ব্যাধি","ಅಸ್ವಸ್ಥತೆ, ಅಸ್ವಸ್ಥತೆ, ಅಸ್ವಸ್ಥತೆ"
বিশৃঙ্খলা,ಅವ್ಯವಸ್ಥೆ
"বিভ্রান্তি, বিভ্রান্তি","ಗೊಂದಲ, ಗೊಂದಲ"
"dispersed, dispersed","ಚದುರಿದ, ಚದುರಿದ"
"dispersion, scattering","ಪ್ರಸರಣ, ಚದುರುವಿಕೆ"
প্রক্ষিপ্ত,ಉತ್ಕ್ಷೇಪಕ
dispersant,ಚೆದುರಿದ
প্রতিফলন,ಪ್ರತಿಫಲನ
উত্পাটন,ಸ್ಥಳಾಂತರ
প্রদর্শনী,ಪ್ರದರ್ಶನ
কনসোল,ಕನ್ಸೋಲ್
বিচ্ছিন্নকরণ শক্তি,ಬಿಡಿಸಿಕೊಳ್ಳುವ ಶಕ್ತಿ
অসম,ಅಸಮಾನ
ক্ষয় সহগ,ಕೊಳೆಯುವ ಗುಣಾಂಕ
ক্ষয়কারী,ನಾಶಕಾರಿ
ক্ষয় সিস্টেম,ಕೊಳೆತ ವ್ಯವಸ್ಥೆ
বিভাজ্য,ಬೇರ್ಪಡಿಸಬಹುದಾದ
পৃথক,ಬೇರ್ಪಡಿಸಲಾಗಿದೆ
স্বভাব,ಇತ್ಯರ್ಥ
সামঞ্জস্যহীনতা,ಅಸಂಗತತೆ
দূরত্ব,ದೂರ
দূরবর্তী,ದೂರದ
"স্বতন্ত্র, স্বতন্ত্র, স্বতন্ত্র, অভিব্যক্তিপূর্ণ","ವಿಭಿನ್ನ, ವಿಭಿನ್ನ, ವಿಭಿನ್ನ, ಅಭಿವ್ಯಕ್ತಿಶೀಲ"
বৈষম্য,ತಾರತಮ್ಯ
পৃথক সম্পত্তি,ಪ್ರತ್ಯೇಕ ಆಸ್ತಿ
"পার্থক্য করা, পার্থক্য করা","ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ"
বিকৃত,ವಿಕೃತ
বিকৃতি,"ವಿರೂಪ, ವಿರೂಪ"
বিকৃতি স্থিতিস্থাপকতা,ವಿರೂಪ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
বিতরণ করা পরিবর্ধক,ವಿತರಿಸಿದ ಆಂಪ್ಲಿಫಯರ್
"বিতরণ, বিতরণ","ವಿತರಣೆ, ವಿತರಣೆ"
"বন্টন নিয়ম, বন্টন নিয়ম","ವಿತರಣಾ ನಿಯಮ, ವಿತರಣಾ ನಿಯಮ"
ঝামেলা,ಅಡಚಣೆ
"পীড়িত, বিঘ্নিত ভারসাম্য","ತೊಂದರೆಗೊಳಗಾದ, ತೊಂದರೆಗೊಳಗಾದ ಸಮತೋಲನ"
বিরক্তিকর শক্তি,ಗೊಂದಲದ ಶಕ್ತಿ
"অহনিক, দিবাচর, দিবা, দৈনিক","ಅಹ್ನಿಕ್, ದಿವಾಚಾರ್, ದಿವಾ, ಡೈಲಿ"
দৈনিক গতি,ದೈನಂದಿನ ವೇಗ
দ্বিজাতিক,ದ್ವಿಗುಣ
"নষ্ট করা, নষ্ট করা","ವಿಸರ್ಜಿಸು, ವಿಸರ್ಜಿಸು"
"divergence, divergence, divergence","ಭಿನ್ನತೆ, ಭಿನ್ನತೆ, ಭಿನ್ನತೆ"
ভিন্নমুখী,ವಿಭಿನ್ನ
ডাইভারশন,ತಿರುವು
"বিভক্ত, বিভক্ত","ವಿಂಗಡಿಸಲಾಗಿದೆ, ವಿಂಗಡಿಸಲಾಗಿದೆ"
"বিভাগ, বিভাগ, বিভাগ","ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ"
আয়নোস্ফিয়ারের D স্তর,ಅಯಾನುಗೋಳದ ಡಿ ಪದರ
"অঞ্চল, প্রদেশ, অঞ্চল, ডোমেইন","ಪ್ರದೇಶ, ಪ್ರಾಂತ್ಯ, ಪ್ರದೇಶ, ಡೊಮೇನ್"
"গম্বুজ, গম্বুজ","ಗುಮ್ಮಟ, ಗುಮ್ಮಟ"
প্রভাবশালী অবস্থান,ಪ್ರಭಾವಿ ಸ್ಥಾನ
দাতা স্তর,ದಾನಿ ಮಟ್ಟ
মাদিত চুক্তি,ಮ್ಯಾಡಿಟ್ ಒಪ್ಪಂದ
"ভেজাল, ভেজাল","ಕಲಬೆರಕೆ, ಕಲಬೆರಕೆ"
ডপলার এফেক্ট,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
"ডোজ, ডোজ","ಡೋಸೇಜ್, ಡೋಸೇಜ್"
কোয়ান্টোমিটার,ಕ್ವಾಂಟೊಮೀಟರ್
"ডটেড, ডটেড","ಚುಕ್ಕೆ, ಚುಕ್ಕೆ"
"ডবল, ডিপ্লয়েড, পেয়ার, ডুয়াল, কমন, ডিকোটোমাস","ದ್ವಂದ್ವ, ಡಿಪ್ಲಾಯ್ಡ್, ಜೋಡಿ, ಉಭಯ, ಸಾಮಾನ್ಯ, ದ್ವಿಮುಖ"
ডবল বন্ড,ಡಬಲ್ ಬಾಂಡ್
বাইকনভেক্স লেন্স,ಬೈಕಾನ್ವೆಕ್ಸ್ ಲೆನ್ಸ್
বাইকনভেক্স লেন্স,ಬೈಕಾನ್ವೆಕ್ಸ್ ಲೆನ್ಸ್
বাইনারি ডিফারেনশিয়াল,ಬೈನರಿ ಡಿಫರೆನ್ಷಿಯಲ್
ডবল ionization,ಡಬಲ್ ಅಯಾನೀಕರಣ
ডবল অণু,ಎರಡು ಅಣು
দ্বিগুণ নির্ভুলতা,ಡಬಲ್ ನಿಖರತೆ
ডবল প্রতিসরণ,ಡಬಲ್ ವಕ್ರೀಭವನ
ডবল সিরিজ,ಡಬಲ್ ಸರಣಿ
জোড়া তারা,ಜೋಡಿ ನಕ್ಷತ್ರಗಳು
দ্বিগুণ,ದುಪ್ಪಟ್ಟು
অ্যাক্রোম্যাটিক লেন্স জোড়া,ವರ್ಣರಹಿತ ಲೆನ್ಸ್ ಜೋಡಿ
"diffusion, expansion","ಪ್ರಸರಣ, ವಿಸ್ತರಣೆ"
দ্বিগুণ চার্জযুক্ত কণা,ದುಪ್ಪಟ್ಟು ಚಾರ್ಜ್ಡ್ ಕಣ
উভচর দূষিত,ಉಭಯಚರ ಭ್ರಷ್ಟ
ডবল আয়নিত,ಡಬಲ್ ಅಯಾನೀಕೃತ
নিম্নগামী,ಕೆಳಕ್ಕೆ
ট্র্যাকশন আকরিক আকরিক আধা কমপ্যাক্ট,ಎಳೆತ ಅದಿರು ಅರೆ ಕಾಂಪ್ಯಾಕ್ಟ್
ট্র্যাকশন বল,ಎಳೆತ ಬಲ
"বাহ, প্রবাহ, অপোধ, প্রবাহ (খনি), পাঞ্জ (খাদ্য), স্থানচ্যুতি","ವಾಹ್, ಹರಿವು, ಅಪೋಧ್, ಡ್ರಿಫ್ಟ್ (ಗಣಿಗಾರಿಕೆ), ಪಂಜ್ (ಆಹಾರ), ಸ್ಥಳಾಂತರ"
স্রোতধারা,ಹರಿಯುವ ಸ್ಟ್ರೀಮ್
কর্মক্ষম,ಕಾರ್ಯಾಚರಣೆ
পরিবাহী ভোল্টেজ,ವಹನ ವೋಲ್ಟೇಜ್
ছোট বল,ಸಣ್ಣ ಚೆಂಡು
হঠাৎ বিরতি,ಹಠಾತ್ ವಿರಾಮ
"বিন্দু, মাইক্রো পয়েন্ট, ফোঁটা","ಚುಕ್ಕೆ, ಸೂಕ್ಷ್ಮ ಬಿಂದು, ಹನಿ"
পতন,ಪತನ
শুষ্ক,ಒಣ
শুকনো শুকনো হাইগ্রোমিটার,ಒಣ ಒಣ ಹೈಗ್ರೋಮೀಟರ್
ব্যর্থ যোগাযোগ,ವಿಫಲ ಸಂಪರ್ಕ
"ডবল অপারেশন, ডুয়াল অপারেশন","ಎರಡು ಕಾರ್ಯಾಚರಣೆ, ಎರಡು ಕಾರ್ಯಾಚರಣೆ"
নালী,ನಾಳ
প্রসার্য,ಕರ್ಷಕ
প্রসার্য,ಕರ್ಷಕ
আবছা,ಮಂದ
নিঃশব্দ,ಮ್ಯೂಟ್ ಮಾಡಿ
জবানবন্দি,ನಿಕ್ಷೇಪ
বামন তারা,ವಾಮನ್ ತಾರಾ
ডবল অক্ষ,ಎರಡು ಅಕ್ಷ
গতিশীল,ಕ್ರಿಯಾತ್ಮಕ
গতিশীল,ಕ್ರಿಯಾತ್ಮಕ
"গতিবিদ্যা, গতিবিদ্যা","ಡೈನಾಮಿಕ್ಸ್, ಡೈನಾಮಿಕ್ಸ್"
ডায়নামো,ಡೈನಮೋ
খাওয়া,ಊಟ ಮಾಡು
"পৃথিবী, পৃথিবী","ಭೂಮಿ, ಭೂಮಿ"
ভূমিকম্পের তীব্রতা,ಭೂಕಂಪದ ತೀವ್ರತೆ
পৃথিবী উপগ্রহ,ಭೂಮಿಯ ಉಪಗ್ರಹ
পৃথিবী সংযোগ ব্যবস্থা,ಭೂಮಿಯ ಸಂಪರ್ಕ ವ್ಯವಸ್ಥೆ
স্থল তারের,ನೆಲದ ತಂತಿ
"কেন্দ্র, কেন্দ্রবিন্দু","ಕೇಂದ್ರ, ಕೇಂದ್ರಾಭಿಮುಖ"
উদ্ভটতা,ವಿಕೇಂದ್ರೀಯತೆ
অগ্রগামী,ಶ್ರೇಣಿ
প্রতিধ্বনি,ಪ್ರತಿಧ್ವನಿ
ধৃষ্টতা,ಊಹೆ
বিপ্লব বৃত্তাকার স্থানাঙ্ক,ಕ್ರಾಂತಿ ವೃತ್ತಾಕಾರದ ನಿರ್ದೇಶಾಂಕಗಳು
ঘূর্ণি,ಸುಂಟರಗಾಳಿ
প্রান্ত দোষ,ಅಂಚಿನ ದೋಷ
মূল প্রভাব,ಪ್ರಮುಖ ಪರಿಣಾಮ
এডিসন কোষ,ಎಡಿಸನ್ ಕೋಶ
সম্পাদনা,ತಿದ್ದು
কার্যকর,ಪರಿಣಾಮಕಾರಿ
দক্ষতা,ದಕ್ಷತೆ
প্রয়াস,ಪ್ರಯತ್ನ
স্রাব,ವಿಸರ್ಜನೆ
"রূপক, eigen","ಸಾಂಕೇತಿಕ, ಐಜೆನ್"
অষ্টভুজ,ಅಷ್ಟಭುಜಾಕೃತಿ
আইনস্টাইন-বোস বন্টন আইন,ಐನ್ಸ್ಟೈನ್-ಬೋಸ್ ವಿತರಣಾ ಕಾನೂನು
তাত্ক্ষণিক প্রভাব,ತತ್ಕ್ಷಣದ ಪರಿಣಾಮ
আইনস্টাইনিয়াম,ಐನ್ಸ್ಟೈನಿಯಮ್
আইনস্টাইন স্মোলুচভস্কি সমীকরণ,ಐನ್ಸ್ಟೈನ್ ಸ್ಮೊಲುಚೋವ್ಸ್ಕಿ ಸಮೀಕರಣ
আইনস্টাইন-জনসংখ্যা,ಐನ್ಸ್ಟೈನ್-ಜನಸಂಖ್ಯೆ
তাড়ানো,ಹೊರಹಾಕುವಿಕೆ
ইজেক্টর ক্যাপসুল,ಎಜೆಕ್ಟರ್ ಕ್ಯಾಪ್ಸುಲ್
ইজেক্টর,ಎಜೆಕ್ಟರ್
ক্লিয়ারেন্স বোর্ড,ಕ್ಲಿಯರೆನ್ಸ್ ಬೋರ್ಡ್
বিপরীত ক্যাপাসিট্যান্স,ವಿಲೋಮ ಧಾರಣ
ইলাস্টিক,ಸ್ಥಿತಿಸ್ಥಾಪಕ
"ইলাস্টিক প্রতিক্রিয়া প্রভাব, ইলাস্টিক পোস্টেরিয়র","ಸ್ಥಿತಿಸ್ಥಾಪಕ ಭಂಗಿ ಪರಿಣಾಮ, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಭಂಗಿ"
দোলক শরীর,ಆಂದೋಲಕ ದೇಹ
স্থিতিস্থাপকতা,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
"ইলাস্টিকোমিটার, ইলাস্টিকোমিটার","ಸ್ಥಿತಿಸ್ಥಾಪಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಮಾಪಕ"
ইলাস্টিক নমনীয়তা,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಮೃದುತ್ವ
আয়নোস্ফিয়ারের ই-স্তর,ಅಯಾನುಗೋಳದ ಇ-ಪದರ
ইলেকট্রেট,ಎಲೆಕ್ಟ್ರೆಟ್
"বৈদ্যুতিক, বৈদ্যুতিক","ವಿದ್ಯುತ್, ವಿದ್ಯುತ್"
বিদ্যুৎ,ವಿದ್ಯುತ್
"বিদ্যুতায়ন, চার্জিং","ವಿದ್ಯುದೀಕರಣ, ಚಾರ್ಜಿಂಗ್"
বিদ্যুতায়িত,ವಿದ್ಯುದೀಕರಣಗೊಂಡಿದೆ
"চার্জিত কণা, চার্জিত কণা","ಚಾರ್ಜ್ಡ್ ಕಣ, ಚಾರ್ಜ್ಡ್ ಕಣ"
ইলেক্ট্রোঅ্যাকোস্টিক,ಎಲೆಕ್ಟ್ರೋಕಾಸ್ಟಿಕ್
ইলেক্ট্রো-শব্দবিদ্যা,ಎಲೆಕ್ಟ್ರೋ-ಅಕೌಸ್ಟಿಕ್ಸ್
ইলেক্ট্রো-থার্মাল,ಎಲೆಕ್ಟ್ರೋ-ಥರ್ಮಲ್
ইলেক্ট্রোকেমিক্যাল,ಎಲೆಕ್ಟ್ರೋಕೆಮಿಕಲ್
সমতুল্য,ಸಮಾನ
ইলেক্ট্রোড,ವಿದ್ಯುದ್ವಾರ
তড়িৎগতিবিদ্যা,ಎಲೆಕ್ಟ್ರೋಡೈನಾಮಿಕ್ಸ್
ইলেক্ট্রোডাইনামিক প্রভাব,ಎಲೆಕ್ಟ್ರೋಡೈನಾಮಿಕ್ ಪರಿಣಾಮ
গ্যালভানিক বিচ্ছিন্নতা,ಗಾಲ್ವನಿಕ್ ಪ್ರತ್ಯೇಕತೆ
ইলেক্ট্রোলাইট,ವಿದ್ಯುದ್ವಿಚ್ಛೇದ್ಯ
