Marathi,Odiya
ब्लास्टोकोल,ବ୍ଲେଷ୍ଟୋକଲ୍ |
ब्लास्टोसिस्ट,ବ୍ଲେଷ୍ଟୋସିଷ୍ଟ |
ब्लास्टोमेर,ବ୍ଲେଷ୍ଟୋମେରେ |
ब्लास्टुला,ବ୍ଲାଷ୍ଟୁଲା
मिश्रित,ରକ୍ତସ୍ରାବ
आंधळे थैली,ଅନ୍ଧ ଥଳ
अंधुक बिंदू,ଅନ୍ଧ ସ୍ଥାନ
रक्त गठ्ठा घटक,ରକ୍ତ ଜମାଟ କାରକ |
रक्तवाहिन्या,ରକ୍ତ କରପ୍ୟୁସଲ୍ |
रक्त प्रवाह,ରକ୍ତ ପ୍ରବାହ
रक्त गट,ରକ୍ତ ଗୋଷ୍ଠୀ
रक्त सीरम,ରକ୍ତ ଶର୍ମକ
रक्त वाहिनी,ରକ୍ତବସ୍ଥ
ब्लडस्ट्रीम,ରକ୍ତ ପ୍ରବାହ
ब्लॉटिंग,ସ୍ୱଳ୍ପ ବ୍ଲୋପିଂ
ब्लू बेबी सिंड्रोम,ନୀଳ ଶିଶୁ ସିଣ୍ଡ୍ରୋମ |
निळा बेरी,ନୀଳ ବିରି
निळा हिरवा एकपेशीय वनस्पती,ନୀଳ ସବୁଜ ଆଲଗା |
निळा क्रांती,ବ୍ଲୁ ବିପ୍ଳବ
निळा देवमासा,ନୀଳ ବାଘ
निळा अंत बंधन,ନୀଳ ଶେଷ ଲିଗେସନ୍ |
दृष्टी अस्पष्ट,ଦର୍ଶନର ଅସ୍ପଷ୍ଟ |
बॉबकॅट,ବବକାଟ |
शरीर,ଶରୀର
शरीर (सोमाटिक) सेल,ଶରୀର (ସୋମାଟିକ୍) ସେଲ୍ |
शरीरातील द्रव,ଶରୀରର ତରଳ ପଦାର୍ଥ |
बोअरहाविया,Beerhaavia
बोग,ବଗ୍
बोल वर्म,ବୋଲ୍ ପୋକ
बोलस,ବ୍ଲାସ୍ |
बॉम्ब कॅलरीओमीटर,ବୋମା କ୍ୟାରିଓନୋମିଟର |
बॉम्बे बदक,ବମ୍ବେ ଡକ୍ |
बॉम्बेक्स,Bombyx
अस्थिमज्जा,ଅସ୍ଥି ମଜ୍ଜ
बोनलिया,ବୋନେଲିଆ |
हाडांचा चक्रव्यूह,ବାଇନ୍ ଲାବିରିନ୍ଥ |
हाडांची रचना,ବଣିକଣ ଗଠନ |
बुक गिल,ବୁକ୍ ଗିଲ୍ |
सीमा खड्डा,ବୁଣାଯାଇଥିବା ଗର୍ତ୍ତ
वनस्पतिशास्त्र,ଉଦ୍ଭିଦ ବିଜ୍ଞାନ
वनस्पति उद्यान,ବଟାନିକାଲ୍ ଗାର୍ଡେନ୍ |
वनस्पति नामांकन,ଉଦ୍ଭିଦୀୟ ନାମକ |
वनस्पतिशास्त्रज्ञ,ଉଦ୍ଭିଦଦାତା
वनस्पतिशास्त्र,ଉଦ୍ଭିଦ
अडथळा प्रभाव,ବୋତଲଗୁଡିକ ପ୍ରଭାବ |
तळाशी रहिवासी,ତଳ ବାସିନ୍ଦା |
तळाशी निवासी,ତଳ ବାସସ୍ଥାନ
बोगेनविले,ବଗିନିଭିଆ |
बोमन कॅप्सूल,ବୋମାନ କ୍ୟାପସୁଲ୍ |
बोमनची ग्रंथी,ବୋମାନର ଗ୍ରନ୍ଥି |
ब्रॅकेट बुरशी,ବ୍ରାକେଟ୍ ଫଙ୍ଗି |
Cract,ବ୍ରାଣ୍ଡ
ब्रॅकेट,ବ୍ରାକ୍ଟେଟ୍ |
ब्रॅक्टिओट,ବ୍ରାକ୍ଟିଲେଟ୍ |
ब्रॅक्टिओल,ବ୍ରାକ୍ଟୋଲ
मेंदू,ମସ୍ତିଷ୍କ
ब्रेन बॉक्स,ମସ୍ତିଷ୍କ ବାକ୍ସ
ब्रेन डेड,ମସ୍ତିଷ୍କ ମୃତ
ब्रेन गँगलियन,ମସ୍ତିଷ୍କ ଗ୍ୟାଙ୍ଗଲିଅନ୍ |
ब्रेन स्टेम,ମସ୍ତିଷ୍କ ଷ୍ଟେମ୍ |
शाखा,ଶାଖା
ब्रांचिओस्टोमा,ଶାଖାସୀମା
ब्राझिन,ବ୍ରାଜ୍କେ
ब्रेड मोल्ड,ରୁଟି ଛାଞ୍ଚ |
आईचे दूध,ସ୍ତନ୍ୟପାନ |
ब्रीडर,ପ୍ରଜନକ
प्रजनन जीवशास्त्र,ଜୀବବିଜ୍ଞାନ ପ୍ରଜନନ |
मद्य उत्पादक बुरशी,ବ୍ଲେର୍ ଖମୀର |
पूल,ସେତୁ
चमकदार फील्ड मायक्रोस्कोप,ଉଜ୍ଜ୍ୱଳ କ୍ଷେତ୍ର ମାଇକ୍ରୋସ୍କୋପ୍ |
ठिसूळ तारा,ଭଗ୍ନ ଷ୍ଟାର
ब्रॉड बीन,ବ୍ରଡ୍ ବିନ୍ |
ब्रोकोली,ବ୍ରୋକୋଲି
ब्रॉन्किओल,ବ୍ରୋଙ୍କିଅଲ
ब्राँकायटिस,ବ୍ରୋଙ୍କାଇଟିସ୍
ब्रॉन्कोडायलेटर औषध,ବ୍ରୋସମ୍ବଲାଟୋର drug ଷଧ |
ब्रूड,Etod
ब्रूड,Etod
ब्रूड परजीवी,ବ୍ରୁଡ୍ ପାରିତିମତା |
ब्रूड पाउच,ବ୍ରୋଡ୍ ଥଳି
मटनाचा रस्सा,ବ୍ରଥ
तपकिरी अस्वल,ବାଦାମୀ ଭାଲୁ
तपकिरी गंज,ବ୍ରାଉନ୍ କଳଙ୍କିତ |
ब्राउझर,ବ୍ରାଉଜର୍
ब्रश-बॉर्डर सिलेटेड एपिथेलियम,ବ୍ରଶ୍-ସୀମା ସିଲିଟ୍ ଏପିଥେଲିୟମ୍ |
ब्रुसेल्स स्प्राउट,ବ୍ରୁସେଲ୍ସ ସ୍ପ୍ରୁଟ୍ |
ब्रायोफिलम,ବ୍ରାଇୋଫିଲମ୍
ब्रायोफिटा,ବ୍ରାଇଓଫାଇଟା |
ब्रायोफाइट,ବ୍ରାଇଓଫାଇଟ୍ |
ब्रायोप्सिडा,Brypsida
बुबो,ବୁବୋ |
बकल पोकळी,ବୁକାଲ ଗୁହାଳ
बुक्को-फॅरेन्जियल पोकळी,ବୁକ୍କୋ-ଫିରାଙ୍ଗିଆଲ୍ ଗୁହାଳ |
नवोदित,ବଡିଙ୍ଗ
बफर बायकार्बोनेट,ବଫର୍ ବାଇକାର୍ବୋନେଟ୍ |
बफर,ବଫର୍
मोकळी जागा,ବଫର୍ ଜୋନ୍
बफरिंग Action क्शन,ବଫର କାର୍ଯ୍ୟ
बुफो,ବୁଫୋ |
बल्ब,ବଲ୍ବ
बल्बिल,ବଲ୍ବିଲ୍ |
बल्बो मूत्रमार्ग ग्रंथी,ବଲବୋ ୟୁରେଥ୍ରାଲ୍ ଗ୍ରନ୍ଥି |
मोठ्या प्रमाणात प्रवाह,ବହୁଳ ପ୍ରବାହ |
बल्फॉर्म सेल,ଷଣ୍ .ର କକ୍ଷ |
बंबल मधमाशी,ବମ୍ବେ ମହୁମାଛି
बंडल शाखा,ବଣ୍ଡଲ୍ ଶାଖା |
बंडल म्यान,ବଣ୍ଡଲ୍ ଶୋଥ୍ |
बंडल म्यान सेल,ବଣ୍ଡଲ୍ ଖଣ୍ଡ କକ୍ଷ |
उधळपट्टी,ବୁଏନସି
हुशार घनता सेंट्रीफ्यूगेशन,ବୁଏଟିଆଣ୍ଟ୍ ବନ୍ସିଟି ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
आनंददायक घनता,ବୁୟାଣ୍ଟ ଘନତା |
बर्गेन,ବରଗନ୍
बुरुज,ପୁରା ବୁଲିବା
बुश,ବୁଦା
बुटेआ मोनोस्पर्मा,Butea monosterma |
बुथस,Buthuss
बट्रेस (सूजलेला स्टेम बेस),ବଟ୍ରେସ୍ (ଫୁଲିଯାଇଥିବା ଷ୍ଟେମ୍ ବେସ୍)
उप-उत्पादन,ଉତ୍ପାଦ ଦ୍ୱାରା
सी-पेप्टाइड,ସି-ପେପ୍ଟାଇଡ୍ |
कॅक्टस,କାକଟସ୍ |
कॅडमियम प्रदूषण,କ୍ୟାଡମିୟମ୍ ପ୍ରଦୂଷଣ |
कॅड्यूकस,କ୍ୟାଡୁକସ୍ |
Caicum,ଗାଁ
Caenorhabditits Elgans,କେନୋରଥବାଇଟିସ୍ ଏଲେନ୍ମାନେ |
सेझियम,ସେସିୟମ୍
कॅफिन,କଫିନ୍
कॅल्केरियस स्पिक्यूल,କଲାକେଡ୍ ସ୍ପିକୁଲ୍ |
कॅल्केरियस शेल,କାଲାଗାରିଓଲ୍ ସେଲ୍ |
कॅल्किफेरस ग्रंथी,କାଲ୍କୁଲିସିଅର୍ ଗ୍ରନ୍ଥି |
कॅल्सीफिकेशन,କାଲସିଫିକେସନ୍ |
कॅल्सिटोनिन,କାଲ୍କଟୋନିନ୍ |
कॅल्शियम,କ୍ୟାଲସିୟମ୍
कॅल्शियम ब्रिज,ଚିକାୟଣ ବ୍ରିଜ୍
कॅल्शियम कार्बोनेट,କ୍ୟାଲସିୟମ୍ କାର୍ବୋନେଟ୍ |
कॅलेंडुला,କ୍ୟାଲେଣ୍ଡୋୁଲା |
कॉलिपस,କଲିଫୁସ୍
कॉलस,କୁଲସ୍
कॉलस संस्कृती,କଲମ ସଂସ୍କୃତି
कोलोकाशिया,କଲକାକାସିଆ
कॅलोट्स,କ୍ୟାଲୋଟ୍ସ
कॅलोट्रोपिस,କେବ୍ଲୋପିସିସ୍
कॅलोट्रोपिस प्रोसेरा,କ୍ୟାଟେଲ୍ରୋପିସ୍ ପ୍ରୋକେରା |
केल्विन सायकल,କଲଭିନ ଚକ୍ର
कॅलिसिनिया,କାଲାଇକେଲୀ
कॅलेक्स,କାଲିକ୍ସ
कॅलेक्स,କାଲିକ୍ସ
कॅंब्रियन कालावधी,କାମ୍ରିଆନ୍ ଅବଧି |
कॅमेलस,ଓଲସ୍
Comulfage,କାମୁଫ୍ଲେଜ୍ |
कॅम्पेनेल्स,କ୍ୟାମ୍ପାନେଲ୍ସ |
कॅनाबिनोइड,କାନାବିଏଡ୍ |
कॅनालिकुलस,କେନାଲିକୁଲସ୍ |
कर्करोग,କର୍କଟ
कर्करोग (सामान्य खेकडा),କର୍କଟ (ସାଧାରଣ କ୍ରାବ)
कँडीटुफ्ट,କ୍ୟାଣ୍ଡାଇଟ୍ୟୁଫ୍ଟ |
ऊस साखर,ବାଡ଼ି ଚିନି |
कॅनिडे,Kaniida
कॅनिन (दात),କଏନ୍ (ଦାନ୍ତ)
कॅनिस परिचित,CANIS FirsiRis
कॅन्ना,କାନନା |
भांग सॅटिवा,କାନନିସ୍ ସତିଭା |
छत,ଛାତ
कॅपेसिटेशन,କ୍ୟାପିଲିଟେସନ୍
केशिका,କାପେଲର
केशिका,କ୍ୟାପିଟାରି
केशिका अभिसरण,କ୍ୟାପିଲାରୀ ପ୍ରଚାର
कॅपिटुलम,କ୍ୟାପିଟଲମ୍ |
कॅपरिस,କ୍ୟାପିଟିସ୍
कॅपिंग,କ୍ୟାପିଂ
कॅप्सिड,କ୍ୟାପ୍ସାଇଡ୍
कॅप्सोमेर,Sposomere
कॅप्सूल,Capsule
कार्बॅमिनोहेमोग्लोबिन,କାର୍ବାମିନୋହୋବୋଗୋଲୋବିନ |
कार्बोहायड्रेट,କାର୍ବୋହାଇଡ୍ରେଟ୍ |
कार्बन डाय ऑक्साइड,ଅଙ୍ଗାରକାମ୍ଳ
कार्बन डिसल्फाइड,କାର୍ବନ ବିବିଧତା |
कार्बन रेणू,କାର୍ବନ ମଲକ୍ୟୁ |
कार्बोनेट,କାର୍ବନେଟ |
कार्बॉनिक acid सिड,କାର୍ବନିକ୍ ଏସିଡ୍ |
कार्बोनिक अ‍ॅनहायड्रॅस,କାର୍ବୋନିକ୍ ଆନିହୁଡି |
कार्बनिफेरस कालावधी,କାର୍ବନିଷ୍ଠର ଅବଧି
कारबॉक्सिल,କାର ବକ୍ସଲାଇଟ୍ |
कार्बॉक्सिल ग्रुप,କାର ବକ୍ସଲିଲ ଗୋଷ୍ଠୀ |
कार्बोक्लेझ,କାର ବକ୍ସଲାଇଜ୍ |
कार्बोक्लेशन,କାର ବକ୍ସଲେସନ୍ |
कारचारोडन,କାରକାରୋଡନ୍ |
कार्सिनोजेनेसिस,କାର୍କିନୋ ଗୋଜେନ୍ସ
कार्सिनोजेनिक,କାର୍କିନୋଜେନିକ୍ |
कार्सिनोमा,କର୍କିନୋମା
ह्रदयाचा चक्र,ହ୍ୟାଣ୍ଡିଆକ୍ ଚକ୍ର
कार्डियाक ग्लायकोसाइड,କାର୍ସିଆକ୍ ଗ୍ଲାଇକାଇଡ୍ |
हृदयाचे स्नायू,ହୃଦ୍ ମାସିକ ମାଂସପେଶୀ |
कार्डियाक पेसमेकर,କାର୍ସିଆକ୍ ପେସମେକର୍ |
कार्डोस्कोप,କୃତଜ୍ଞତା
कार्निवोरा,କାର୍ନିଭୋରା |
मांसाहारी,କାର୍ନିଭୋର
मांसाहारी,କାର୍ନିଭୋରସ୍ |
मांसाहारी विमान,କାର୍ନିଭୋରସ୍ ବିମାନ |
मांसाहारी चतुष्पाद,କାର୍ନିଭୋରସ୍ ଚତୁର୍ଭୁଜ |
कॅरोटीन,କାରୋଟୋନେନ
कॅरोटीनोइड,କାରୋଟିନୋଏଡ୍
कार्पल,କାର୍ପାଲ |
कार्पेल,କାର୍ପେଲ
कार्पस,କାର୍ପସ୍ |
कॅरेजेन,କାର୍ଗେନ୍
वाहक यंत्रणा,ବାହକ ଯାନ୍ତ୍ରିକତା |
वाहून नेण्याची क्षमता,କ୍ଷମତା ବହନ କରିବା |
कार्टिलेजेनस फिश,କାର୍ଟିଲାଜେନସ୍ ମାଛ |
कार्टिलेगिनस,କାର୍ଟିଲାଗମସ୍
कार्न्कल,କ୍ଲିନବି
कॅरिओगामी,କ୍ୟାରିଗାମି |
कॅरिओफिलॅसी,କାର୍ୟାବିନ୍ଲେଣ୍ଟ୍ସ |
कॅरिओफिलेसियस,କାରୋଫିଲସ୍
कॅरिओपिसिस,କାରୋପ୍ସିସ୍ |
केसिन,କେନ୍
कॅस्परियन पट्टी,କାସପର୍ିଆନ୍ ଷ୍ଟ୍ରିପ୍ |
कॅसिया,କ୍ୟାସିୟା
कॅसोवरी,କାଜରୋଗରୀ
एरंडेल,କାଷ୍ଟର |
कॅसुरिना,କାସୁରିନା |
कॅसुरिना अल्नस,କାସୁଆରିନା ଆଲସ୍ |
कॅटाबोलिझम,କାଟାବୋଲିଜିମ୍ |
कॅटलॅस,କାଟାଲାସ୍
कॅटलॉग,କାଟାଲଗ୍ |
कॅटॅलिसिस,କାଟାଲିସିସ୍ |
उत्प्रेरक,କାଟାଲାଇଷ୍ଟ |
उत्प्रेरक कन्व्हर्टर,କାଟାଲାଇଟିକ୍ କନଭର୍ଟର୍ |
मोतीबिंदू,ମୋତିଆବିନ୍ଦୁ
आपत्ती,ବିପର୍ଯ୍ୟୟ |
कॅटेकोलामाइन,କ୍ୟାଟେନେକ୍ଲାମାଇନ୍
कॅटेकोलोमाइन संप्रेरक,Catecomine Hormon
कॅथेट्रायझेशन,କାଟୀଟିଅନ୍ସ |
केशन,ଯୋଡ
कॅटकिन,କ୍ୟାଟେକିନ୍ |
कॅटला,କ୍ୟାଲାଲା |
मांजरीचे नेल (बिग्नोनिया-गोंगुइस कॅटी),ବିଲେଇର ନଖ (ଦ୍ୱନ୍ଦ୍ୱ-ଅନଗୁଏସ୍ କ୍ୟାଟି)
गुरेढोरे चरणे,ଗୋରୁ ଚରିବା |
गुरेढोरे गुरेढोरे,ଗୋରୁ ରାଞ୍ଚି |
गुरेढोरे रुमेन,ଗୋରୁର ଶାସକ |
गुरांची शैली,ଗୋରୁର ଶ style ଳୀ
पुच्छर कशेरुका,କାଉଡାଲ୍ ମେରୁବ୍ରା |
COUDEX,ପୁଶୂୟ
कार्यकारण एजंट,କାରଣ ଏଜେଣ୍ଟ
सेड्रस देवोदर (देवदार),Cedrus delodara (cedar)
सेलिस्ट्रेल्स,ସେଲାଷ୍ଟ୍ରାଲେସ୍
सेल जीवशास्त्रज्ञ,କକ୍ଷ ଜୋଲୋଗ୍ରାସିଷ୍ଟ |
सेल जीवशास्त्र,କକ୍ଷ ଜୀବ ବିଜ୍ଞାନ |
सेल चक्र,ସେଲ୍ ଚକ୍ର
सेल वाढ,ସେଲ୍ ବିସ୍ତାର କରନ୍ତୁ |
सेल लिफाफा,କକ୍ଷ ଲିଭୋପା |
सेल फ्रॅक्शनेशन,ସେଲ ଭଗ୍ନାଂଶ
सेल होमोजेनेट,ସେଲ୍ ହୋମୋଜେନେଟ୍ |
सेल मध्यस्थ प्रतिकारशक्ती,ସେଲ୍ ମଧ୍ୟସ୍ଥି ପ୍ରତିରକ୍ଷା |
पेशी आवरण,ହେଲ୍ ମେମ୍ବ୍ରେନ୍ |
सेल प्रसार,କକ୍ଷ ପ୍ରବନ୍ଧ
सेल रचना,କକ୍ଷ ଗଠନ
सेल सिद्धांत,ସେଲ୍ ସିଦ୍ଧାନ୍ତ |
पेशी भित्तिका,କକ୍ଷ କାନ୍ଥ
सेलोफेन पडदा,ସେଲୋଫାସ୍ ମେମ୍ବ୍ରେନ୍ |
सेल्युले,ସଲୁଲା |
सेल्युलर संरक्षण,ସେଲ୍ୟୁଲାର୍ ପ୍ରତିରକ୍ଷା |
सेल्युलर एनर्जी ट्रान्सफर-सिस्टम,ସେଲୁଲାର୍ ଶକ୍ତି ସ୍ଥାନାନ୍ତର- ସିଷ୍ଟମ |
सेल्युलर एंजाइम,ସେଲୁଲାର୍ ଏନଜାଇମ୍ |
सेल्युलर पातळी,ସେଲୁଲାର୍ ସ୍ତର |
सेल्युलर ऑक्सिडेशन,ସେଲ୍ୟୁଲାର ଅକ୍ସିଡେସନ୍ |
सेल्युलर पूल,ସେଲୁଲାର୍ ପୁଲ୍ |
सेल्युलोज,ସେଲୁଲୋଜ୍ |
सेल्युलोज मायक्रोफिब्रिल,ସେଲୁଲୋଜ୍ ମାଇକ୍ରୋଫିବ୍ରିଲ୍ |
सिमेंटम,ସିମ୍ପମ୍
सेन्चरस,ସେଞ୍ଚ୍ରସ୍
सेनोझोइक युग,ସେନୋଜିକ୍ ଯୁଗ |
जनगणना,ଜନଗଣନା
जनगणना,ଜନଗଣନା
सेंटीमोर्गन,ସେଣ୍ଟିମଗାନ୍ଗାନ୍ |
सेंटीपीडा ऑर्बिक्युलरिस,ସେଣ୍ଟିପେଡା ଅର୍ବିପିଓଲାରାଇଣ୍ଡସ୍ |
मध्य अक्ष,କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ
मध्यवर्ती सेल,କେନ୍ଦ୍ରୀୟ ସେଲ୍ |
मध्यवर्ती कोअर,କେନ୍ଦ୍ରୀୟ କୋର |
मध्यवर्ती मत,କେନ୍ଦ୍ରୀୟ ଡଗମା |
केंद्रीय औषध संशोधन संस्था,ସେଣ୍ଟ୍ରାଲ୍ ଡ୍ରଗ୍ ଗବେଷଣା ପ୍ରତିଷ୍ଠାନ |
मध्य फील्ड,କେନ୍ଦ୍ରୀୟ କ୍ଷେତ୍ର |
सेंट्रल लॅक्टेल,ସେଣ୍ଟ୍ରାଲ୍ ଲାକଟେର |
मध्यवर्ती मज्जासंस्था,କେନ୍ଦ୍ରୀୟ ସ୍ନାୟୁ ପ୍ରଣାଳୀ |
मध्यवर्ती सल्कस,କେନ୍ଦ୍ରୀୟ ସଲ୍କସ୍ |
सेंट्रीफ्यूगेशन,ଶତକଡ଼ା
सेंट्रीओल,ସେଣ୍ଟ୍ରିଓନ୍ |
सेन्ट्रोमेर,ସେଣ୍ଟ୍ରମେରେ |
सेन्ट्रोसोम,ସେଣ୍ଟ୍ରୋକ୍
सेन्टरोस्फीअर,ସେଣ୍ଟ୍ରୋସପେରେ
सेफलोचॉर्डेट,ସେଫାହୋକର୍ଡେଟ୍
सेफलोचॉर्डेट्स,ସେଫାହୋକର୍ଡେଟ୍ |
सेफलोस्पोरिन,ସେଫିଫୋଲୋରିନ୍ |
सेफॅलोथोरॅक्स,ସେଫାହାଲୋହୋରାକ୍ସ |
सेराटोफिलॅसी,ସେରାଟଫାଇଲେଫୋନ୍
धान्य धान्य,ଶସ୍ୟ ଶସ୍ୟ |
सेरेबेलर पेडनकल,ସେରବେଲବ୍ଲକାରୀ ପେଡୁଙ୍କଲ୍ |
सेरेबेलम,SeerBebelum
सेरेब्रल अ‍ॅक्विडक्ट,ମୁଦ୍ରା ସଂକୀର୍ଣ୍ଣ
सेरेब्रल कॉर्टेक्स,ମସ୍ତିଷ୍କ କର୍ଟେକ୍ସ |
सेरेब्रल गोलार्ध,ମସ୍ତିଷ୍କ ଗୋଲାର୍ଦ୍ଧ
सेरेब्रल वेंट्रिकल,ମସ୍ତିଷ୍କ ଭେଣ୍ଟ୍ରିକଲ୍ |
सेरेब्रोस्पाइनल फ्लुइड (सीएसएफ),ସେରେବ୍ରୋସ୍ପିନାଲ ଫ୍ଲୁଇଡ୍ (CSF)
सेरेब्रम,ସେରିବ୍ରମ୍
प्रमाणित बियाणे,ସାର୍ଟିଫାଏଡ୍ ବିହନ |
सेर्यूमेनस ग्रंथी,Cermouss Ginland |
गर्भाशय ग्रीवा,ଗର୍ଭାଶୟ
गर्भाशय ग्रीवा कॅप,ଗର୍ଭାଶୟ କ୍ୟାପ୍ |
गर्भाशय ग्रीवा,ଗର୍ଭାଶୟ ମେରୁବ୍ରା |
गर्भाशय ग्रीवा,ଗର୍ଭାଶୟ
सेझियम क्लोराईड,ସେସିୟମ୍ କ୍ଲୋରାଇଡ୍ |
सेसपूल,Cesspool |
Cetasians,ସେଟସେସ୍
चेटोप्टेरस,ଚାଇଟୋପ୍ଟର
चालझा,ଚେଲାଜା |
चालझा,ଚେଲାଜା |
चालझल एंड,ଚାଲାଜାଲ୍ ଶେଷ
चालिना,ଚାଲିନା
गिरगिट (चामेलियन),ଚାମଲେନ୍ (ଚାଷେଲେଓନ୍)
चक्रोइड,ଚାନ୍କ୍ରଏଡ୍
चॅनल,ଚ୍ୟାନେଲ୍ |
चॅनल,ଚ୍ୟାନେଲ୍ |
चैपरॉन,ଚାପେରନ୍ |
चारा,ଚାରା
वैशिष्ट्यपूर्ण वनस्पती,ଚରିତ୍ରଗତ ଉଦ୍ଭିଦ |
कोळसा,ଅଙ୍ଗାର
चार्गॅफचा नियम,ଚାର୍ଗାଫ୍ ର ନିୟମ |
चार्ज युग्मित डिव्हाइस (सीसीडी),ଚାର୍ଜ ହୋଇଥିବା ଉପକରଣ (CCD)
चार्जिंग,ଚାର୍ଜ କରିବା
Chasmogamous,ଚୋସ୍ ଗଜାଗମସ୍ |
चॅटमालस,ଚାଥାମାଲସ୍ |
चेलोन,ଚେଲୋନିଅ |
रासायनिक विश्लेषक,ରାସାୟନିକ ଆନାଲିଜର୍ |
रासायनिक बंध,ରାସାୟନିକ ବଣ୍ଡ |
रासायनिक ब्रेकडाउन,ରାସାୟନିକ ଭାଙ୍ଗିବା
रासायनिक जटिलता,ରାସାୟନିକ ଜଟିଳତା |
रासायनिक वातावरण,ରାସାୟନିକ ପରିବେଶ |
रासायनिक उत्क्रांती,ରାସାୟନିକ ବିବର୍ତ୍ତନ |
रासायनिक पद्धत,ରାସାୟନିକ ପଦ୍ଧତି |
रासायनिक म्युटागेन,ରାସାୟନିକ ମୁଟାଗେନ୍ |
रासायनिक मूळ,ରାସାୟନିକ ଉତ୍ପତ୍ତି |
रासायनिक ऑक्सिजनची मागणी,ରାସାୟନିକ ଅମ୍ଳଜାନ ଚାହିଦା |
रासायनिक क्षमता,ରାସାୟନିକ ସମ୍ଭାବନା |
रासायनिक स्कॅल्पेल,ରାସାୟନିକ ସ୍କାଲପେଲ୍ |
रासायनिक सिग्नल,ରାସାୟନିକ ସଙ୍କେତ |
रासायनिक Synapse,ରାସାୟନିକ ସିନାପ୍ |
केमिओमोटिक गृहीतक,କେମିସ ଲାଗୁଏଣ୍ଟିକ୍ ଅନୁମାନ |
केमिस्ट,ରସାୟନ ବିଜ୍ଞାନୀ
रसायनशास्त्र,ରସାୟନ ବିଜ୍ଞାନ |
केमोसिंथेसिस,କେମୋସେସିସ୍
केमो-ऑटोरोफिक बॅक्टेरिया,କେମୋ-ଆକ୍ରୁପ୍ଫିକ୍ ଜୀବାଣୁ |
केमोनॅस्टी,ଚମକ
केमोसिंथेसिस,କେମୋସେସିସ୍
केमोसिंथेटिक ऑटोट्रोफ,କେମୋସେଣ୍ଟିକ୍ ଅଟୋୋଟ୍ରୋଫ୍ |
केमोसिंथेटिक बॅक्टेरिया,କେମୋସଫେଟିକ୍ ବ୍ୟାକ୍ଟେରିଆ |
केमोटॅक्सिस,ରେମୋଟାକ୍ସିସ୍
केमोटाक्सोनॉमी,କେମାଟୋଟୋନୋମି |
केमोथेरपी,କେମୋଥେରାପି |
चेनोपोडियासी,ଚାନୋପୋନିସିଆେ |
Chiasmata,ଚିୟାସମାଟି
चियास्मना प्रकार गृहीतक,ଚିଆମାସ୍ ଟାଇପ୍ ହାଇପୋଟେସିସ୍ |
चिकुंगुनिया,ଚିକିଙ୍ଗୁନିଆ
चिकोरी,ଫିଟିସ୍ |
बालपण,ପିଲାଦିନ
मिरची मोझॅक विषाणू,ଚିଲି ମୋସାକ୍ ଭାଇରସ୍ |
सिंचोना ऑफिसिनलिस,ସିନ୍ନୋହା ଅଫିସିଆଲ୍ |
चिरोप्टेरोफिली,ଚିରୋପରୋପିଫିକଲି |
चिटिन,ଚିଟିନ |
चिटिनस,ଚିତ୍ତାକର୍ଷକ |
क्लॅमिडीया ट्रॅकोमॅटिस,ଚାମାଇମିଆ ଟ୍ରାକୋମାଟିସ୍ |
क्लेमिडियासिस,ଚାମାଇଡିଆସ୍
क्लेमिडोमोनास,ଚମୋନିଡୋନାସ୍
क्लोरॅम्फेनिकॉल,କ୍ଲୋରମ୍ହଲିକଲ |
क्लोरेला,ଚଲୋ ତେଲେଲା |
क्लोरेन्चायमा,ଚ୍ଲିଲେୟା
क्लोराईड सेल,କ୍ଲୋରାଇଡ୍ କକ୍ଷ |
क्लोरीन,କ୍ଲୋରାଇନ୍ |
क्लोरोफ्लूरो कार्बन (सीएफसीएस),କ୍ଲୋରୋଫୁଲୋରୋ କାର୍ବନ (CFCS)
क्लोरोफॉर्म,କ୍ଲୋରୋଫର୍ମ |
क्लोरोफिसी,କ୍ଲୋରୋଫିସେସିୟା |
क्लोरोफाइट पूर्वज,କ୍ଲୋରୋଫାଇଟ ପୂର୍ବଜ
क्लोरोसिस,ଚୋରୋରୋସାଇସ୍
क्लोरोसिस,ଚୋରୋରୋସାଇସ୍
चॅनोसाइट,ଚାନୋସେଟର |
कोलेसीस्टोकिनेसिस,ଚଲେକ୍ଟିଷ୍ଟୋକାଇନ୍ସିସ୍ |
कोलेसीस्टोकिनिन,ଚଲେକ୍ଟିଷ୍ଟୋକିନିନ୍ |
कोलेस्ट्रॉल,କୋଲେଷ୍ଟ୍ରଲ
कोलिनेर्जिक,କୋଲିନର୍ସଗିକ୍
चोंड्रिच्थे,ଚଳାଚଳ
चोंड्रिन,ଚୋଣ୍ଡ୍ରିନ୍
चोंड्रोसाइट,ଚାଳିତ ଚାଳିତ |
Chordae टेंडिने,କୋର୍ଡା ଟେଣ୍ଡିନା |
Chordata,କିରିଡା
कोरिओलॅंटोइक प्लेसेंटा,ଚୋରିଓଲାଲ୍ଟାଟିକ୍ ପ୍ଲେଣ୍ଟା |
कोरियन,ସୁନ୍ଦରତା
