English,Tamil
Coding rate,குறியீட்டு வீதம்
Coding technique,குறியீட்டு நுட்பம்
Coefficient,குணகம்
Coercivity,கட்டாய
Coherent modulation,ஒத்திசைவான பண்பேற்றம்
Coil,சுருள்
Collaboration,இணைந்து
Collapse,சரிவு
Collector,ஆட்சியர்
Collector current,கலெக்டர் மின்னோட்டம்
Collector to base conductance,அடிப்படை நடத்தைக்கு கலெக்டர்
Collector-base junction,கலெக்டர்-பேஸ் சந்தி
Colour,நிறம்
Colour analyzer,வண்ண பகுப்பாய்வி
Colour balance,வண்ண சமநிலை
Colour burst,வண்ண வெடிப்பு
Colour chart,வண்ண விளக்கப்படம்
Colour combination,வண்ண சேர்க்கை
Colour constant,வண்ண மாறிலி
Colour control      (chrome control),வண்ண கட்டுப்பாடு (குரோம் கட்டுப்பாடு)
Colour depth,வண்ண ஆழம்
Colour fatigue,வண்ண சோர்வு
Colour filter,வண்ண வடிகட்டி
Colour killer circuit,வண்ண கொலையாளி சுற்று
Colour kinescope,வண்ண கினெஸ்கோப்
Colour mixer,வண்ண கலவை
Colour pattern,வண்ண முறை
Colour perception,வண்ண கருத்து
Colour picture screen,வண்ண படத் திரை
Colour space,வண்ண இடம்
Colour subcarrier,வண்ண துணைக் கேரியர்
Colour temperature,வண்ண வெப்பநிலை
Colour transmission,வண்ண பரிமாற்றம்
Colour tube,வண்ண குழாய்
Colouration,நிறம்
Colourless,நிறமற்ற
Combination,சேர்க்கை
Combiner,காம்பினர்
Combining process,இணைக்கும் செயல்முறை
Combustion,எரிப்பு
Command,கட்டளை
Commencement,தொடக்க
Commercial broadcasting,வணிக ஒளிபரப்பு
Commercial television,வணிக தொலைக்காட்சி
Common collector circuit,பொதுவான கலெக்டர் சுற்று
Communication,தொடர்பு
Communication satellite,தொடர்பு செயற்கைக்கோள்
Community radio centre,சமூக வானொலி மையம்
Community radio station,சமூக வானொலி நிலையம்
Compact disc (CD),சிறிய வட்டு (குறுவட்டு)
Compact disc player,காம்பாக்ட் டிஸ்க் பிளேயர்
Compander,காம்பண்டர்
Companding,வளர்ப்பது
Compatibility,பொருந்தக்கூடிய தன்மை
Compatible,இணக்கமான
Compiler,கம்பைலர்
Complementary,நிரப்பு
Complementary transistor,நிரப்பு டிரான்சிஸ்டர்
Complex wave,சிக்கலான அலை
Component,கூறு
Composite,கூட்டு
Composite circuit,கலப்பு சுற்று
Composite digital,கூட்டு டிஜிட்டல்
Composite radio frequency signal,கூட்டு ரேடியோ அதிர்வெண் சமிக்ஞை
Composite signal,கலப்பு சமிக்ஞை
Composite video,கூட்டு வீடியோ
Composite video signal,கலப்பு வீடியோ சமிக்ஞை
Composition,கலவை
Compressed data,சுருக்கப்பட்ட தரவு
Compressed digitized video,சுருக்கப்பட்ட டிஜிட்டல் வீடியோ
Compressed video,சுருக்கப்பட்ட வீடியோ
Compression,சுருக்க
Compression artifact,சுருக்க கலைப்பொருள்
Compression hazard,சுருக்க ஆபத்து
Compression technique,சுருக்க நுட்பம்
Compressor,அமுக்கி
Compute,கணக்கிடுங்கள்
Computer,கணினி
Computer based multimedia,கணினி அடிப்படையிலான மல்டிமீடியா
Computer programming,கணனி செய்நிரலாக்கம்
Computer technology,கணினி தொழில்நுட்பம்
Concave lens,குழிவான லென்ஸ்
Concave mirror,குழிவான கண்ணாடி
Concealment,மறைத்தல்
Concentrated,செறிவு
Concentration,செறிவு
Concentric lens,செறிவு லென்ஸ்
Condenser microphone,மின்தேக்கி மைக்ரோஃபோன்
Condition of equilibrium,சமநிலையின் நிலை
Conduction,கடத்தல்
Conduction current,கடத்தல் மின்னோட்டம்
Conductivity,கடத்துத்திறன்
Conductor,நடத்துனர்
Configuration,உள்ளமைவு
Connection,இணைப்பு
Connectivity,இணைப்பு
Connector,இணைப்பு
Consistency,நிலைத்தன்மையும்
Consistently,தொடர்ந்து
Console,கன்சோல்
Constant,மாறிலி
Constant  amplitude,நிலையான வீச்சு
Contact microphone,மைக்ரோஃபோனை தொடர்பு கொள்ளவும்
Container format,கொள்கலன் வடிவம்
Contamination,மாசுபாடு
Content,உள்ளடக்கம்
Contiguous,தொடர்ச்சியான
Continuity,தொடர்ச்சி
Continuity booth,தொடர்ச்சியான சாவடி
Continuity knob,தொடர்ச்சியான குமிழ்
Continuous,தொடர்ச்சியான
Continuous arc,தொடர்ச்சியான வளைவு
Continuous wave,தொடர்ச்சியான அலை
Contour line,விளிம்பு வரி
Contour plan,விளிம்பு திட்டம்
Contract,ஒப்பந்த
Contraction,சுருள்
Contrast ratio,கான்ட்ராஸ்ட் விகிதம்
Control circuit,கட்டுப்பாட்டு சுற்று
Control electrode,கட்டுப்பாட்டு மின்முனை
Control equipment,கட்டுப்பாட்டு உபகரணங்கள்
Control grid,கட்டுப்பாட்டு கட்டம்
Control line,கட்டுப்பாட்டு வரி
Control panel,கட்டுப்பாட்டு குழு
Control room,கட்டுப்பாட்டு அறை
Control table,கட்டுப்பாட்டு அட்டவணை
Control tower,கட்டுப்பாட்டு கோபுரம்
Controller,கட்டுப்படுத்தி
Convergence,ஒன்றிணைத்தல்
Convergent lens,ஒருங்கிணைந்த லென்ஸ்
Convertor,மாற்றி
Convex lens,குவிந்த லென்ஸ்
Convolution,மாற்றுதல்
Convolution coded,கன்வெர்யூஷன் குறியிடப்பட்டது
Convolutional interleave,மாற்றும் இடைக்கணிப்பு
Convolutional interleaving,மாற்றும் இடைக்கணிப்பு
Cookie,குக்கீ
Cookier,குக்கியர்
Coprocessor,கோப்ரோசசர்
Cord,தண்டு
Corona,கொரோனா
Corona discharge,கொரோனா வெளியேற்றம்
Correlation,தொடர்பு
Cosine component,கொசைன் கூறு
Cosine wave,கொசைன் அலை
Cosmic noise,அண்ட சத்தம்
Counter,கவுண்டர்
Counter clockwise,எதிர் கடிகார திசையில்
Coupler,கப்ளர்
Coupling,இணைப்பு
Coupling condenser,இணைப்பு மின்தேக்கி
Coupling network,இணைப்பு நெட்வொர்க்
Coupling resistance,இணைப்பு எதிர்ப்பு
Covalent bond,சக பிணைப்பு
Coverage,பாதுகாப்பு
Crash,செயலிழப்பு
Critical band,சிக்கலான இசைக்குழு
Critical condition,சிக்கலான நிலை
Critical coupling,சிக்கலான இணைப்பு
Critical frequency,சிக்கலான அதிர்வெண்
Critical parameter,சிக்கலான அளவுரு
Crocodile clip,முதலை கிளிப்
Cross fading,குறுக்கு மறைதல்
Cross modulation,குறுக்கு பண்பேற்றம்
Cross talk,குறுக்கு பேச்சு
Crossfade,கிராஸ்ஃபேட்
Cryptography,குறியாக்கவியல்
Crystal,படிக
Crystal filter,படிக வடிகட்டி
Cue,கியூ
Cue marks,கியூ மதிப்பெண்கள்
Cueing device,கியூயிங் சாதனம்
Current drain,தற்போதைய வடிகால்
Current meter,தற்போதைய மீட்டர்
Current transformer,மின்சார மின்மாற்றி
Cursor,கர்சர்
Curve,வளைவு
Cut off frequency,அதிர்வெண் துண்டிக்கவும்
Cutter,கட்டர்
Cyber cafe,கணணி மையம்
Cyber security,சைபர் பாதுகாப்பு
Cyber space,மின்வெளி
Cycle,மிதிவண்டி
Cyclic,சுழற்சி
D.c. component,டி.சி. கூறு
D.c. plate power,டி.சி. தட்டு சக்தி
D.c. restoration,டி.சி. மறுசீரமைப்பு
Damper diode,டம்பர் டையோடு
Damping,டம்பிங்
Dark,இருள்
Data,தகவல்கள்
Data broadcasting,தரவு ஒளிபரப்பு
Data compression,தரவு சுருக்க
Data drilling,தரவு துளையிடுதல்
Data encryption,தரவு குறியாக்கம்
Data file,தரவு கோப்பு
Data handling,தரவு கையாளுதல்
Data mining,தரவு சுரங்க
Data processing,தகவல் செயல்முறை
Data processor,தரவு செயலி
Data reduced bit system,தரவு குறைக்கப்பட்ட பிட் சிஸ்டம்
Data service,தரவு சேவை
Data sheet,தரவுத்தாள்
Data storage,தரவு சேமிப்பு
Data stream,தரவு ஸ்ட்ரீம்
Data transformation,தரவு மாற்றம்
Data transmission,தரவு பரிமாற்றம்
Database,தரவுத்தளம்
Datacasting,டேட்டா காஸ்டிங்
Datagram,டேட்டாகிராம்
DB meter,டிபி மீட்டர்
Dead air,இறந்த காற்று
Dead short circuit,இறந்த குறுகிய சுற்று
Dead spot,இறந்த இடம்
Deadlock,முட்டுக்கட்டை
Debug programme,பிழைத்திருத்த திட்டம்
Debugging,பிழைத்திருத்தம்
Decay of sound,ஒலியின் சிதைவு
Decibel (dB),டெசிபல் (டி.பி.)
Decimal,தசம
Decimal code,தசம குறியீடு
Decimal digit,தசம இலக்க
Deciphering,புரிந்துகொள்ளுதல்
Decoder,டிகோடர்
Decoding,டிகோடிங்
Decoding in digital transmission,டிஜிட்டல் டிரான்ஸ்மிஷனில் டிகோடிங்
Decompression,டிகம்பரஷ்ஷன்
Decoupling,துண்டித்தல்
Decoupling circuit,துண்டிப்பு சுற்று
Decoupling network,பிணைப்பு நெட்வொர்க்
Decryption,மறைகுறியாக்கம்
Dedicated line,அர்ப்பணிக்கப்பட்ட வரி
De-embedding,டி-என்டிங்
De-emphasis,டி-எம்பேசிஸ்
Default,இயல்புநிலை
Defect in quality,தரத்தில் குறைபாடு
Defective,குறைபாடுள்ள
Defective unit,குறைபாடுள்ள அலகு
Definition,வரையறை
Deflection,விலகல்
Deformation,சிதைவு
Defragmentation,Defragmentation
De-gaussing coil,டி-காஸிங் சுருள்
Degree,பட்டம்
De-interleaver,டி-இன்டர்லீவர்
Delay line,தாமதக் கோடு
Delay time,தாமத நேரம்
Delayed frame memory,தாமதமான பிரேம் நினைவகம்
Delayed scanning,தாமதமாக ஸ்கேனிங்
Delayed synchronization signal,தாமதமான ஒத்திசைவு சமிக்ஞை
Delivery,டெலிவரி
Delivery system,விநியோக அமைப்பு
Demodulation,டெமோடுலேஷன்
Demodulator card,டெமோடுலேட்டர் அட்டை
Demultiplexer,டெமுல்டிப்ளெக்சர்
Depth of field,வயலின் ஆழம்
Descending,இறங்கு
Design specification,வடிவமைப்பு விவரக்குறிப்பு
Desktop,டெஸ்க்டாப்
Detector output,கண்டறிதல் வெளியீடு
Deviation,விலகல்
Device,சாதனம்
Device driver,சாதன இயக்கி
Diagnostics,பரிசோதனை
Diagram,வரைபடம்
Dialog track,உரையாடல் டிராக்
Diameteral mode,விட்டம் பயன்முறை
Diamond stylus,டயமண்ட் ஸ்டைலஸ்
Diaphragm,உதரவிதானம்
Diaphragmatic absorber,உதரவிதான உறிஞ்சி
Dichotic listening,டைகோடிக் கேட்பது
Dielectric,மின்கடத்தா
Dielectric break- down,மின்கடத்தா இடைவெளி- கீழே
Dielectric loss,மின்கடத்தா இழப்பு
Difference frequency,வேறுபாடு அதிர்வெண்
Difference frequency distortion (DFD),வேறுபாடு அதிர்வெண் விலகல் (டி.எஃப்.டி)
Difference tone,வித்தியாசமான தொனி
Differential amplifier,வேறுபட்ட பெருக்கி
Diffraction,மாறுபாடு
Diffuser,டிஃப்பியூசர்
Digit,இலக்கு
Digital,டிஜிடல்
Digital artifact,டிஜிட்டல் கலைப்பொருள்
Digital audio,டிஜிட்டல் ஆடியோ
Digital audio filter,டிஜிட்டல் ஆடியோ வடிகட்டி
Digital audio work station,டிஜிட்டல் ஆடியோ பணி நிலையம்
Digital camera,எண்ணியல் படக்கருவி
Digital computer,டிஜிட்டல் கணினி
Digital data,டிஜிட்டல் தரவு
Digital editing,டிஜிட்டல் எடிட்டிங்
Digital exciter,டிஜிட்டல் உற்சாகம்
Digital filter,டிஜிட்டல் வடிகட்டி
Digital frame synchronizer,டிஜிட்டல் பிரேம் ஒத்திசைவு
Digital heritage,டிஜிட்டல் பாரம்பரியம்
Digital image,டிஜிட்டல் படம்
Digital library,டிஜிட்டல் நூலகம்
Digital meter,டிஜிட்டல் மீட்டர்
Digital modulation,டிஜிட்டல் பண்பேற்றம்
Digital multiplex,டிஜிட்டல் மல்டிபிளக்ஸ்
Digital network,டிஜிட்டல் நெட்வொர்க்
Digital output,டிஜிட்டல் வெளியீடு
Digital playback,டிஜிட்டல் பிளேபேக்
Digital Radio Mondiale (DRM),டிஜிட்டல் ரேடியோ மொண்டியல் (டிஆர்எம்)
Digital recording,டிஜிட்டல் பதிவு
Digital revolution,டிஜிட்டல் புரட்சி
Digital signal,டிஜிட்டல் சிக்னல்
Digital signal processing (DSP),டிஜிட்டல் சிக்னல் செயலாக்கம் (டிஎஸ்பி)
Digital signature,டிஜிட்டல் கையொப்பம்
Digital technology,டிஜிட்டல் தொழில்நுட்பம்
Digital to analog converter,அனலாக் மாற்றி டிஜிட்டல்
Digital video,டிஜிட்டல் வீடியோ
Digital voltmeter,டிஜிட்டல் வோல்ட்மீட்டர்
Digitalization,டிஜிட்டல் மயமாக்கல்
Digitization,டிஜிட்டல் மயமாக்கல்
Digitized video,டிஜிட்டல் செய்யப்பட்ட வீடியோ
Digitizer,டிஜிட்டல்சர்
Dim,மங்கலான
Dimension,பரிமாணம்
Dimmer,மங்கலான
Diode,டையோடு
Dip,டிப்
Diplexer,டிப்ளெக்ஸர்
Dipole antenna,இருமுனை ஆண்டெனா
Direct broadcast,நேரடி ஒளிபரப்பு
Direct current (d c),நேரடி மின்னோட்டம் (டி சி)
Direct pick up,நேரடி எடுப்பது
Direct reading instrument,நேரடி வாசிப்பு கருவி
Direct recording,நேரடி பதிவு
Directional antenna,திசை ஆண்டெனா
Directional coupler,திசை கப்ளர்
Directional microphone,திசை மைக்ரோஃபோன்
Directivity,வழிகாட்டுதல்
Directory,அடைவு
Disable,முடக்கவும்
Disc antenna,வட்டு ஆண்டெனா
Disc based storage,வட்டு அடிப்படையிலான சேமிப்பு
Discrete,தனித்துவமான
Disk,வட்டு
Disk drive,வட்டு இயக்கி
Disk quota,வட்டு ஒதுக்கீடு
Diskette,டிஸ்கெட்
Dislocation,இடப்பெயர்வு
Dispersion,சிதறல்
Displacement,இடம்பெயர்வு
Display,காட்சி
Display unit (console),காட்சி அலகு (கன்சோல்)
Dissipation,சிதறல்
Dissonance,அதிருப்தி
Distilled water,வடிகட்டிய நீர்
Distortion,சிதைவு
Distribution,விநியோகம்
Distribution amplifier,விநியோக பெருக்கி
Division,பிரிவு
Divisor,வகுப்பான்
Document,ஆவணம்
Dolby digital,டால்பி டிஜிட்டல்
Domain,களம்
Domain controller,டொமைன் கன்ட்ரோலர்
Doppler effect,டாப்ளர் விளைவு
Double pole (dipole),இரட்டை கம்பம் (இருமுனை)
Double pole single throw switch,இரட்டை துருவ ஒற்றை வீசுதல் சுவிட்ச்
Double sided disk,இரட்டை பக்க வட்டு
Doublet,இரட்டிப்பாகும்
Down coming wave,கீழே வரும் அலை
Down stream,டவுன் ஸ்ட்ரீம்
Downlink,டவுனிங்க்
Download,பதிவிறக்க Tamil
Downloading,பதிவிறக்குகிறது
Drawing,வரைதல்
Drilling bit,துளையிடும் பிட்
Drilling machine,துளையிடும் இயந்திரம்
Drive,இயக்கி
Drum,டிரம்
Dry bulb temperature,உலர்ந்த விளக்கை வெப்பநிலை
Dry cell,உலர் செல்
Dry solder,உலர் சாலிடர்
Dual channel mode,இரட்டை சேனல் பயன்முறை
Dubbing,டப்பிங்
Dud,டட்
Dump,டம்ப்
Duplex,டூப்ளக்ஸ்
Duration,காலம்
Dust,தூசி
Dust bug,தூசி பிழை
Dust proof,தூசி ஆதாரம்
Duster,டஸ்டர்
Dynamic,மாறும்
Dynamic bit allocation,டைனமிக் பிட் ஒதுக்கீடு
Dynamic intermodulation distortion (DIM),மாறும் இடைநிலை விலகல் (மங்கலான)
Dynamic quantization,மாறும் அளவு
Dynamic range,மாறும் வரம்பு
Dynamic range control,மாறும் வரம்பு கட்டுப்பாடு
Dynamo,டைனமோ
Ear phone,காது தொலைபேசி
Earth,பூமி
Earth bulge,பூமி வீக்கம்
Earth resistance,பூமி எதிர்ப்பு
Earth rod,பூமியின் தடி
Earth satellite,பூமி செயற்கைக்கோள்
Earth station,பூமி நிலையம்
Earth terminal,பூமி முனையம்
Earthing,பூமி
Echo,எதிரொலி
Echo chamber,எதிரொலி அறை
Eddy current,எடி நடப்பு
Eddy current loss,எடி தற்போதைய இழப்பு
Edgewise meter,எட்ஜ்வைஸ் மீட்டர்
Editing,எடிட்டிங்
Effective antenna height,பயனுள்ள ஆண்டெனா உயரம்
Effective antenna length,பயனுள்ள ஆண்டெனா நீளம்
Effective voltage,பயனுள்ள மின்னழுத்தம்
Efficiency,திறன்
Elasticity,நெகிழ்ச்சி
Electric discharge,மின்சாரம்
Electric field,மின்சார புலம்
Electric flash,மின்சார ஃபிளாஷ்
Electric heater,மின்சார ஹீட்டர்
Electric meter,மின்சார மீட்டர்
Electric motor,மின்சார மோட்டார்
Electric shock,மின்சார அதிர்ச்சி
Electric spark,மின்சார தீப்பொறி
Electrical appliance,மின் சாதனம்
Electrical noise,மின் சத்தம்
Electrical storm,மின் புயல்
Electrically operated musical instrument,மின்சாரம் இயக்கப்படும் இசைக்கருவி
Electricity,மின்சாரம்
Electricity supply,மின்சாரம் வழங்கல்
Electrodynamic,மின்முனைகாட்சி
Electrolytic capacitor,மின்னாற்பகுப்பு மின்தேக்கி
Electromagnetic,மின்காந்த
Electromagnetic disturbance,மின்காந்த இடையூறு
Electromagnetic interferrence,மின்காந்த குறுக்கீடு
Electromagnetic spectrum,மின்காந்த நிறமாலை
Electromagnetic wave,மின்காந்த அலை
Electromagnetic wave propagtion,மின்காந்த அலை பிரச்சாரம்
Electron multiple phototube,எலக்ட்ரான் பல ஒளிச்சேர்க்கை
Electronic calculator,மின்னணு கால்குலேட்டர்
Electronic data processing (EDP),மின்னணு தரவு செயலாக்கம் (ஈடிபி)
Electronic mail (e-mail),மின்னணு அஞ்சல் (மின்னஞ்சல்)
Electronic switching system,மின்னணு மாறுதல் அமைப்பு
Electronics,மின்னணுவியல்
Electroplating,மின்முனை
Electrostatic,மின்னியல்
Elevation,உயரம்
Embedded,பதிக்கப்பட்ட
Embedded audio,உட்பொதிக்கப்பட்ட ஆடியோ
Embedded system,உட்பொதிக்கப்பட்ட அமைப்பு
Emblem,சின்னம்
Emerging trends,வளர்ந்து வரும் போக்குகள்
Emission,உமிழ்வு
Emitter,உமிழ்ப்பான்
Emitter follower,உமிழ்ப்பான் பின்தொடர்பவர்
Emitter terminal,உமிழ்ப்பான் முனையம்
Emitter-base-junction,உமிழ்ப்பான்-அடிப்படை-சந்திப்பு
Enable,இயக்கு
Enamelled wire,பற்சிப்பி கம்பி
Encipher,என்கிப்பர்
Enclosure,அடைப்பு
Encode,குறியாக்கம்
Encoder,குறியாக்கி
Encoding,குறியாக்கம்
Encryption,குறியாக்கம்
End mark,இறுதி குறி
End user,கடைசி பயனாளி
Energy,ஆற்றல்
Energy dispersal,ஆற்றல் பரவல்
Energy distribution,ஆற்றல் விநியோகம்
Enforcement,அமலாக்கம்
Engine,இயந்திரம்
Engineer,பொறியாளர்
Engineering,பொறியியல்
Engineering store,பொறியியல் கடை
Engraving,வேலைப்பாடு
Enhance,மேம்படுத்தவும்
Ensemble,குழுமம்
Enter key,விசையை உள்ளிடவும்
Enterprise architecture,நிறுவன கட்டமைப்பு
Enthalpy,என்டல்பி
Entropy,என்ட்ரோபி
Entropy coding,என்ட்ரோபி குறியீட்டு முறை
Entropy redundancy,என்ட்ரோபி பணிநீக்கம்
Equalising,சமன்
Equalization,சமநிலை
Equalizer,சமநிலைப்படுத்தி
Equipment,உபகரணங்கள்
Equipment cover,உபகரணங்கள் கவர்
Equivalent,இணையான
Erase,அழிக்கவும்
Erase head,தலையை அழிக்கவும்
Erosion,அரிப்பு
Erratic,ஒழுங்கற்ற
Error,பிழை
Error control coding,பிழை கட்டுப்பாட்டு குறியீட்டு முறை
Error correction,பிழை திருத்தம்
Error detection,பிழை கண்டறிதல்
Error handling,பிழை கையாளுதல்
Error probability,பிழை நிகழ்தகவு
Ethernet,ஈத்தர்நெட்
Ethernet cable,ஈத்தர்நெட் கேபிள்
Eugenics,யூஜெனிக்ஸ்
Evacuate,வெளியேற்றம்
Exchange,பரிமாற்றம்
Exciter,உற்சாகம்
Execute,செயல்படுத்த
Execution time,மரணதண்டனை நேரம்
Exhaust,வெளியேற்ற
Exit,வெளியேறு
Expanded,விரிவாக்கப்பட்டது
Expansion valve,விரிவாக்கம் வால்வு
Experiment,பரிசோதனை
Expert system,நிபுணர் அமைப்பு
Explore,ஆராயுங்கள்
Explorer,ஆய்வுப்பணி
Expo(exhibition),எக்ஸ்போ (கண்காட்சி)
Extension of power supply,மின்சாரம் வழங்கல்
External control,வெளிப்புற கட்டுப்பாடு
External memory,வெளிப்புற நினைவகம்
External storage,வெளிப்புற சேமிப்பு
External thread,வெளிப்புற நூல்
Extract,பிரித்தெடுக்கவும்
Extranet,எக்ஸ்ட்ராநெட்
Fabricate,புனையல்
Facet,முகம்
Facsimile,முகநூல்
Factor,காரணி
Fade,மங்கல்
Fade in,மங்கவும்
Fade out,மங்கிவிடும்
Fader,மங்கலான
Fading,மறைதல்
Fading zone,மங்கலான மண்டலம்
Fantom (=phantom),பேண்டம் (= பாண்டம்)
Fast fourier transform (FFT) algorithm,ஃபாஸ்ட் ஃபோரியர் டிரான்ஸ்ஃபார்ம் (எஃப்எஃப்டி) வழிமுறை
Fatal error,ஆபத்தான பிழை
Fault,தவறு
Feature,அம்சம்
Feed,தீவனம்
Feedback,பின்னூட்டம்
Feedback amplifier,கருத்து பெருக்கி
Feedback circuit,கருத்து சுற்று
Feedback voltage,கருத்து மின்னழுத்தம்
Feeder,ஊட்டி
Feeder cable,ஊட்டி கேபிள்
Feeder hut,ஊட்டி குடிசை
Feeder line,ஊட்டி வரி
Feeder system,ஊட்டி அமைப்பு
Feeder wire,ஊட்டி கம்பி
Fibre,ஃபைபர்
Fibre optics,ஃபைபர் ஒளியியல்
Fidelity,நம்பகத்தன்மை
Fidelity range extension,நம்பகத்தன்மை வரம்பு நீட்டிப்பு
Field,புலம்
Field drive,புலம் இயக்கி
Field effect transistor,புல விளைவு டிரான்சிஸ்டர்
Field strength,புல வலிமை
Field strength meter,புல வலிமை மீட்டர்
Field strength survey,கள வலிமை ஆய்வு
Figure,படம்
Figure of merit,தகுதியின் எண்ணிக்கை
Filament,இழை
File,கோப்பு
File server,கோப்பு சேவையகம்
File system,கோப்பு முறை
Filler,நிரப்பு
Film recorder,ஃபிலிம் ரெக்கார்டர்
Film speed,பட வேகம்
Filter,வடிகட்டி
Filter choke,வடிகட்டி மூச்சுத்திணறல்
Filter circuit,வடிகட்டி சுற்று
Filtering,வடிகட்டுதல்
Fine tuning control,சிறந்த ட்யூனிங் கட்டுப்பாடு
Finite field,வரையறுக்கப்பட்ட புலம்
Fire wall,தீ சுவர்
Firefox,பயர்பாக்ஸ்
Firing angle,துப்பாக்கி சூடு கோணம்
Firmware,ஃபார்ம்வேர்
Fittings,பொருத்துதல்கள்
Fixed point chart,நிலையான புள்ளி விளக்கப்படம்
Fixed point item,நிலையான புள்ளி உருப்படி
Flash,ஃபிளாஷ்
Flat,தட்டையானது
Flicker,ஃப்ளிக்கர்
Flip flop,ஃபிளிப் ஃப்ளாப்
Float valve,மிதவை வால்வு
Floating,மிதக்கும்
Floating  battery,மிதக்கும் பேட்டரி
Floating point,மிதவைப்புள்ளி
Floating port,மிதக்கும் துறைமுகம்
Flood light,ஒளி வெள்ளம்
Flood lighting,வெள்ள விளக்குகள்
Floor,தரை
Floppy,நெகிழ்
Flow chart,ஓட்ட விளக்கப்படம்
Fluctuation,ஏற்ற இறக்கம்
Fluid,திரவம்
Fluorescent lamp,ஃப்ளோரசன்ட் விளக்கு
Fluorescent tube,ஃப்ளோரசன்ட் குழாய்
Flutter,படபடப்பு
Flux,ஃப்ளக்ஸ்
Flux linkage,ஃப்ளக்ஸ் இணைப்பு
FM network,எஃப்எம் நெட்வொர்க்
FM tower,எஃப்.எம் கோபுரம்
Focus,கவனம் செலுத்துங்கள்
Focus control,கவனம் கட்டுப்பாடு
Focussing,கவனம் செலுத்துகிறது
Focussing magnet,கவனம் செலுத்தும் காந்தம்
Fog,மூடுபனி
Foil,படலம்
Fold back,பின்பக்கம் மடி
Folded dipole,மடிந்த இருமுனை
Folder,கோப்புறை
Footage,காட்சிகள்
Footer,அடிக்குறிப்பு
Forced oscillation,கட்டாய ஊசலாட்டம்
Forced ventilation,கட்டாய காற்றோட்டம்
Forced vibration,கட்டாய அதிர்வு
Forge,ஃபார்ஜ்
Format,வடிவம்
Format shifting,வடிவம் மாற்றும்
Format tunes,வடிவமைப்பு தாளங்கள்
Formatting,வடிவமைப்பு
Forward bias,முன்னோக்கி சார்பு
Forward biased,முன்னோக்கி பக்கச்சார்பானது
Forward current,முன்னோக்கி மின்னோட்டம்
Forward direction,முன்னோக்கி திசை
Forward resistance,முன்னோக்கி எதிர்ப்பு
Fourier transform,ஃபோரியர் உருமாற்றம்
Fractal,பின்னல்
Fragmentation,துண்டாக்கும்
Frame,சட்டகம்
Frame formatting,பிரேம் வடிவமைப்பு
Frame synchroniser,பிரேம் ஒத்திசைவு
Framing,ஃப்ரேமிங்
Free electron,இலவச எலக்ட்ரான்
Free space loss,இலவச இட இழப்பு
Free space path loss,இலவச விண்வெளி பாதை இழப்பு
Frequency,அதிர்வெண்
Frequency allocation,அதிர்வெண் ஒதுக்கீடு
Frequency changer,அதிர்வெண் மாற்றி
Frequency converter,அதிர்வெண் மாற்றி
Frequency counter,அதிர்வெண் கவுண்டர்
Frequency distortion,அதிர்வெண் சிதைவு
Frequency divider,அதிர்வெண் வகுப்பி
Frequency domain,அதிர்வெண் களம்
Frequency doubler,அதிர்வெண் இரட்டிப்பு
Frequency modulation,அதிர்வெண் பண்பேற்றம்
Frequency monitor,அதிர்வெண் மானிட்டர்
Frequency multiplex,அதிர்வெண் மல்டிபிளக்ஸ்
Frequency multiplier,அதிர்வெண் பெருக்கி
Frequency range,அதிர்வெண் வரம்பு
Frequency response,அதிர்வெண் பதில்
Frequency shift,அதிர்வெண் மாற்றம்
Frequency spectrum,அதிர்வெண் நிறமாலை
Frequency synthesizer,அதிர்வெண் சின்தசைசர்
Frequency tolerance,அதிர்வெண் சகிப்புத்தன்மை
Frequency translator box,அதிர்வெண் மொழிபெயர்ப்பாளர் பெட்டி
Frequency variation,அதிர்வெண் மாறுபாடு
Fresnel zone,ஃப்ரெஸ்னல் மண்டலம்
Fringe-area,விளிம்பு பகுதி
Front porch,முன் தாழ்வாரம்
Full adder,முழு சேர்க்கை
Full wave rectification,முழு அலை திருத்தம்
Full wave rectifier,முழு அலை திருத்தி
Function,செயல்பாடு
Function key,செயல்பாடு விசை
Functional testing,செயல்பாட்டு சோதனை
Fundamental,அடிப்படை
Fundamental frequency,அடிப்படை அதிர்வெண்
Fundamental velocity,அடிப்படை வேகம்
Funnel,புனல்
Fuse,உருகி
Fuse wire,உருகி கம்பி
Fuzzy logic,தெளிவற்ற தர்க்கம்
Gain,ஆதாயம்
Gain control,கட்டுப்பாட்டில் கொண்டுவா
Galois field,கலோயிஸ் புலம்
Gamut,கம்யூட்
Gang condenser,கும்பல் மின்தேக்கி
Gap,இடைவெளி
Gateway,நுழைவாயில்
Gauge,பாதை
Gaussian curve,காஸியன் வளைவு
Gaussian white noise,காஸியன் வெள்ளை சத்தம்
Generator,ஜெனரேட்டர்
Generic name,பொதுப்பெயர்
Geostationary satellite,புவிசார் செயற்கைக்கோள்
Geosynchronous satellite,புவிசார் ஒத்திசைவு செயற்கைக்கோள்
Glitch,தடுமாற்றம்
Graphic art,கிராஃபிக் கலை
Graphic equalizer,கிராஃபிக் சமநிலைப்படுத்தி
Graphics,கிராபிக்ஸ்
Graticule,கிராடிகுல்
Gravitational acceleration,ஈர்ப்பு முடுக்கம்
Gray scale,சாம்பல் அளவு
Grid,கட்டம்
Grid bias,கட்டம் சார்பு
