Odiya,Assamese
ନିର୍ଦ୍ଦେଶିତ ରେଖା |,নিৰ্দেশিত ৰেখা
ଦିଗଦର୍ଶନ,দিশগত ব্যুৎপত্তি
ଦିଗ କୋସାଇନ୍ |,দিশ কোচাইন
maxima ର ଦିଗ,maxima ৰ দিশ
ପ୍ରୋଜେକ୍ଟର ଦିଗ,প্ৰক্ষেপণৰ দিশ
ଦିଗ ଅନୁପାତ |,দিশ অনুপাত
ନିର୍ଦ୍ଦେଶକ ସର୍କଲ୍ |,পৰিচালক বৃত্ত
ନିର୍ଦ୍ଦେଶକ କ୍ଷେତ୍ର,পৰিচালক ক্ষেত্ৰ
ପ୍ରତ୍ୟକ୍ଷ ଉତ୍ପାଦ |,প্ৰত্যক্ষ উৎপাদন
ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ |,প্ৰত্যক্ষ প্ৰমাণ
ପ୍ରତ୍ୟକ୍ଷ ଅନୁପାତ |,প্ৰত্যক্ষ অনুপাত
ଡାଇରେକ୍ଟ୍ରିକ୍ସ,ডাইৰেক্টিক্স
ପ୍ରତ୍ୟକ୍ଷ ରାଶି |,প্ৰত্যক্ষ যোগফল
ବିଚ୍ଛିନ୍ନ ସେଟ୍ |,disconncted ছেটসমূহ
ବନ୍ଦ,বিচ্ছিন্নতা
ଡେରିଭେଟିଭ୍ ର ବିଚ୍ଛିନ୍ନତା |,ডেৰাইভেটিভৰ বিচ্ছিন্নতা
ପ୍ରଥମ ପ୍ରକାରର ବିଚ୍ଛିନ୍ନତା |,প্ৰথম ধৰণৰ বিচ্ছিন্নতা
ଦ୍ୱିତୀୟ ପ୍ରକାରର ବିଚ୍ଛିନ୍ନତା |,দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা
ନିରନ୍ତର ବଣ୍ଟନ |,বিচ্ছিন্ন বিতৰণ
ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ,বিচ্ছিন্ন কাৰ্য্য
ବିଚ୍ଛିନ୍ନ ଭେରିଏଟ୍ |,বিচ্ছিন্ন ভেৰিয়েট
ବିଚ୍ଛିନ୍ନ,বিচ্ছিন্ন
ପୃଥକ ବଣ୍ଟନ |,বিচ্ছিন্ন বিতৰণ
ପୃଥକ ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |,বিচ্ছিন্ন সম্ভাৱনা বিতৰণ
ପୃଥକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,বিচ্ছিন্ন যাদৃচ্ছিক চলক
ପୃଥକ ନମୁନା ସ୍ଥାନ |,বিচ্ছিন্ন নমুনা স্থান
ପୃଥକ ସେଟ୍ |,বিচ্ছিন্ন গোট
ପୃଥକ ସ୍ଥାନ |,বিচ্ছিন্ন স্থান
ପୃଥକ ଟପୋଲୋଜି |,বিচ্ছিন্ন টপোলজি
ଭିନ୍ନ ଭିନ୍ନତା |,বিচ্ছিন্ন ভিন্নতা
ଭେଦଭାବ,বৈষম্যমূলক
ଭେଦଭାବ ବିଶ୍ଳେଷଣ (= ଭେଦଭାବ ବିଶ୍ଳେଷଣ),বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ)
ଅସନ୍ତୁଷ୍ଟ,disjoint
ଘଟଣାଗୁଡ଼ିକୁ ଅସନ୍ତୁଷ୍ଟ କରନ୍ତୁ |,অসংলগ্ন পৰিঘটনা
ବିଚ୍ଛିନ୍ନ ସେଟ୍ |,disjoint sets
ଅସନ୍ତୁଷ୍ଟ ସଂଘ,disjoint union
ବିଚ୍ଛିନ୍ନତା |,বিচ্ছিন্নতা
ବିଚ୍ଛେଦ |,বিক্ষিপ্ততা
ବିଚ୍ଛେଦ ଚାର୍ଟ |,বিক্ষিপ্ততা লেখচিত্ৰ
ବିଚ୍ଛେଦ ସ୍ଥିର |,বিক্ষিপ্ততা ধ্ৰুৱক
ବିଚ୍ଛେଦ ଚିତ୍ର |,বিক্ষিপ্ততা ডায়েগ্ৰাম
ବିଚ୍ଛେଦ ମ୍ୟାଟ୍ରିକ୍ସ (= କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ),বিক্ষিপ্ততা মেট্ৰিক্স (=সচল মেট্ৰিক্স)
ବିସ୍ଥାପନ,স্থানচ্যুতি
ପ୍ରଦର୍ଶନ,প্ৰদৰ্শন
ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ (= କନସୋଲ୍),প্ৰদৰ্শন একক (=কনছল)
ଭିନ୍ନ,অসদৃশ
ବିଚ୍ଛିନ୍ନ ଶକ୍ତି |,অপচয়কাৰী শক্তি
ଦୂରତା କାର୍ଯ୍ୟ,দূৰত্বৰ ফলন
ଦୂରତା ମଡ୍ୟୁଲସ୍,দূৰত্ব মডুলাছ
ବଣ୍ଟନ ମୁକ୍ତ ପଦ୍ଧତି |,বিতৰণ-মুক্ত পদ্ধতি
ବଣ୍ଟନ ନିୟମ |,বিতৰণ আইন
ବିଭାଜନ,বিচ্ছিন্নতা
ବିଭେଦ,বিচ্ছিন্নতা
ଭିନ୍ନତା ଥିଓରେମ୍ |,বিচ্ছিন্নতা উপপাদ্য
ବିବିଧ,divergent
ବିବିଧ କ୍ରମ |,বিচ্ছিন্ন শৃংখলা
ବିଭାଜିତ ପାର୍ଥକ୍ୟ |,বিভক্ত পাৰ্থক্য
ବିଭାଜନତା,বিভাজনযোগ্যতা
ବିଭାଜନଯୋଗ୍ୟ,ভাগ কৰিব পৰা
ବିଭାଜନ,বিভাজন
ବିଭାଜନ ଆଲଗୋରିଦମ |,বিভাজন এলগৰিদম
ବିଭାଜନ ରିଙ୍ଗ |,ডিভিজন ৰিং
ଡୋଡେକାଗନ୍ |,ডোডেকাগন
dodecahedron,ডোডেকাহেড্ৰন
ଡୋମେନ୍,ডমেইন
ଏକ ଫଙ୍କସନ୍ ର ଡୋମେନ୍,এটা ফাংচনৰ ডমেইন
ପରିଭାଷାର ଡୋମେନ୍ |,সংজ্ঞাৰ ডমেইন
ଅସ୍ତିତ୍ୱର ଡୋମେନ୍ |,অস্তিত্বৰ ক্ষেত্ৰ
ପ୍ରାଧାନ୍ୟ ରଣନୀତି |,প্ৰধান কৌশল
ଡୋପଲର ପ୍ରଭାବ,ডপলাৰ ইফেক্ট
ବିନ୍ଦୁ ଉତ୍ପାଦ |,ডট প্ৰডাক্ট
ବିନ୍ଦୁ ବକ୍ର,বিন্দুযুক্ত বক্ৰ
ଦ୍ୱିଗୁଣ ଭିନ୍ନତା |,ডাবল পাৰ্থক্য
ଦୁଇଗୁଣ ବଣ୍ଟନ,ডাবল ঘাতীয় বিতৰণ
ଡବଲ୍ ହେଲିକ୍ସ |,ডাবল হেলিক্স
ଡବଲ୍ ଇଣ୍ଟିଗ୍ରାଲ୍ |,ডাবল ইন্টিগ্ৰেল
ଡବଲ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,ডাবল ইন্টিগ্ৰেচন
ଦୁଇଥର ସୀମା |,ডাবল লিমিট
ଦୁଇଥର ନମୁନା ସଂଗ୍ରହ ଯୋଜନା |,ডাবল নমুনা সংগ্ৰহৰ পৰিকল্পনা
ଡବଲ୍ କ୍ରମ |,ডাবল ক্ৰম
ଡବଲ୍ ସିରିଜ୍ |,ডাবল ছিৰিজ
ଡବଲ୍ ସଫିକ୍ସ ନୋଟେସନ୍ |,ডাবল প্ৰত্যয় সংকেত
ଦୁଇଥର ସମନ୍ୱୟ |,ডাবল যোগফল
ତଳ ତ୍ୱରଣ,তললৈ ত্বৰণ
ନିମ୍ନ ବିସ୍ଥାପନ |,তললৈ স্থানান্তৰিত হোৱা
ନିମ୍ନ ଗତି,তললৈ গতি
ତଳ ବେଗ,তললৈ যোৱা বেগ
ଡ୍ରାଗ୍,টানি নিয়া
ଡ୍ରାଗ୍ ଫୋର୍ସ |,টানিব পৰা বল
ଡୁଆଲ୍ |,দ্বৈত
ଦ୍ୱ ual ତ ଆଧାର |,দ্বৈত ভিত্তি
ଡୁଆଲ୍ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |,ডুৱেল ইনাৰ প্ৰডাক্ট
ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |,ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
ଡୁଆଲ୍ ଅପରେସନ୍ |,ডুৱেল অপাৰেচন
ଦ୍ୱ ual ତ ସମସ୍ୟା |,দ্বৈত সমস্যা
ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ ଆଲଗୋରିଦମ |,ডুৱেল ছিমপ্লেক্স এলগৰিদম
ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ କ techni ଶଳ |,ডুৱেল ছিমপ্লেক্স কৌশল
ଡୁଆଲ୍ ସ୍ପେସ୍ |,দ্বৈত স্থান
ଡୁଆଲ୍ ଭେରିଏବଲ୍ |,ডুৱেল ভেৰিয়েবল
ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |,দ্বৈত ভেক্টৰ স্থান
ଡମି ଇଣ୍ଡେକ୍ସ,ডামি সূচী
ଡମି ସବସ୍କ୍ରିପ୍ଟ |,ডামি চাবস্ক্ৰিপ্ট
ଡମି ସଫିକ୍ସ |,ডামি প্ৰত্যয়
ଡମି ଭେରିଏବଲ୍ |,ডামি চলক
ନକଲ ପ୍ରକ୍ରିୟା |,ডুপ্লিকেটৰ প্ৰক্ৰিয়া
ଗତିଶୀଳ |,গতিশীল
ଗତିଶୀଳ ସିଷ୍ଟମ୍ |,গতিশীল ব্যৱস্থা
ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |,গতিশীল চাহিদা কাৰ্য্য
ଗତିଶୀଳ ମଡେଲ୍ |,গতিশীল আৰ্হি
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |,ডাইনামিক প্ৰগ্ৰেমিং
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |,ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ techni ଶଳ |,ডাইনামিক প্ৰগ্ৰেমিং কৌশল
ଗତିଶୀଳତା |,গতিশীলতা
ଏକ କଣିକାର ଗତିଶୀଳତା |,এটা কণিকাৰ গতিশীলতা
କଠିନ ଶରୀରର ଗତିଶୀଳତା |,কঠিন বস্তুৰ গতিশীলতা
ପୃଥିବୀ,পৃথিৱী
ଭୂକମ୍ପ ତୀବ୍ରତା |,ভূমিকম্পৰ তীব্ৰতা
ବିଚିତ୍ରତା |,কেন্দ্ৰীয়তা
ଚନ୍ଦ୍ରଗ୍ରହଣ,গ্ৰহণ
ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |,অৰ্থনৈতিক পূৰ্বাভাস
ଅର୍ଥନୀତିଜ୍ଞ,অৰ্থনীতিবিদ
ଅର୍ଥନୀତି,অৰ্থনীতি
ଅର୍ଥନୀତି,অৰ্থনীতি
ଧାର,প্ৰান্ত
ଏକ ଉନ୍ମୁକ୍ତ ସେଟ୍ ର ଧାର |,উত্তল সমষ্টিৰ প্ৰান্ত
ଦକ୍ଷତା କାରକ |,দক্ষতা কাৰক
eigen ଉପାଦାନ |,eigen মৌল
eigen କାର୍ଯ୍ୟ,eigen ফাংচন
eigen ମୂଲ୍ୟ,eigen মান
eigen ମୂଲ୍ୟ ସମୀକରଣ |,eigen মান সমীকৰণ
ଇଜେନ ଭେକ୍ଟର |,eigen ভেক্টৰ
ଇଲାଷ୍ଟିକ୍ |,ইলাষ্টিক
ଇଲାଷ୍ଟିକ୍ ସ୍ଥିର |,ইলাষ্টিক ধ্ৰুৱক
ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |,ইলাষ্টিক ভাৰসাম্য
ନମନୀୟତା,ইলাষ্টিকতা
ଇଲାସ୍ଟିସିଟି ଭୂପୃଷ୍ଠ |,ইলাষ্টিক পৃষ্ঠ
ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |,ইলেক্ট্ৰনিক কম্পিউটাৰ
ଉପାଦାନ,উপাদান
ପ୍ରାଥମିକ ସ୍ତମ୍ଭ କାର୍ଯ୍ୟ,প্ৰাথমিক স্তম্ভ কাৰ্য্য
ପ୍ରାଥମିକ ଘଟଣା |,প্ৰাথমিক পৰিঘটনা
ପ୍ରାଥମିକ କାର୍ଯ୍ୟ,মৌলিক ফলন
ପ୍ରାଥମିକ କାର୍ଯ୍ୟ,প্ৰাথমিক কাৰ্য্য
ପ୍ରାଥମିକ ଫଳାଫଳ,প্ৰাথমিক ফলাফল
ପ୍ରାଥମିକ ସମ୍ଭାବନା ନିୟମ |,মৌলিক সম্ভাৱনা নিয়ম
ପ୍ରାଥମିକ ଧାଡି କାର୍ଯ୍ୟ,প্ৰাথমিক শাৰীৰ কাৰ্য্য
ହଟାନ୍ତୁ |,নিষ্কাশন
ବର୍ଜନ ପ୍ରକ୍ରିୟା |,এনিমেচন পদ্ধতি
ଏଲିପ୍ସ,উপবৃত্তাকাৰ
ଏଲିପସଏଡ୍ |,উপবৃত্তাকাৰ
ଏଲିପସାଇଡ୍ |,উপবৃত্তাকাৰ
ଏଲିପସଏଡାଲ୍ ଭୂପୃଷ୍ଠ |,উপবৃত্তাকাৰ পৃষ্ঠ
ବ lip ଶିଷ୍ଟ୍ୟ ଶରୀର,উপবৃত্তাকাৰ দেহ
ଏମ୍ବେଡିଂ,এম্বেডিং
ନିର୍ଗମନ,নিৰ্গমন
ପରୀକ୍ଷାମୂଳକ ତଥ୍ୟ |,অভিজ্ঞতাভিত্তিক তথ্য
ପରୀକ୍ଷାମୂଳକ ସୂତ୍ର |,অভিজ্ঞতাভিত্তিক সূত্ৰ
ପରୀକ୍ଷାମୂଳକ ସମ୍ଭାବନା |,অভিজ্ঞতাভিত্তিক সম্ভাৱনা
ପରୀକ୍ଷାମୂଳକ ସମ୍ପର୍କ |,অভিজ্ঞতাভিত্তিক সম্পৰ্ক
ଖାଲି ସେଟ୍ |,খালী ছেট
ଆବଦ୍ଧ,আবদ্ধ কৰা হৈছে
ଏନକୋଡିଂ,এনকোডিং
ଏଣ୍ଡୋମୋର୍ଫିଜିମ୍ |,এণ্ডোমৰ্ফিজম
ଶେଷ ବିନ୍ଦୁ,শেষ বিন্দু
ଶ୍ରେଣୀ ବ୍ୟବଧାନର ଶେଷ ବିନ୍ଦୁ |,শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু
ଶକ୍ତି,শক্তি
ଶକ୍ତି ଗତି ଉପାଦାନ |,শক্তি গতিবেগ উপাদান
ଭେରିଏବଲ୍ ଏଣ୍ଟର୍ କରିବା,চলক প্ৰৱেশ কৰা
ଗଣନାକାରୀ ସେଟ୍ |,গণনাযোগ্য গোট
ଗଣନା,গণনা
ସମାନ,সমান
ସମାନତା,সমতা
ସମାନ ସମ୍ଭାବନା |,সমানে সম্ভাৱনা আছে
ସମାନ ସମ୍ଭାବ୍ୟତା ଚୟନ ପଦ୍ଧତି (= epsem),সমান সম্ভাৱনা নিৰ্বাচন পদ্ধতি (=epsem)
ସମାନ,সমান কৰা
ସମୀକରଣ,সমীকৰণ
ପ୍ରଥମ ଡିଗ୍ରୀର ସମୀକରଣ |,প্ৰথম ডিগ্ৰীৰ সমীকৰণ
ଦ୍ୱିତୀୟ ଡିଗ୍ରୀର ସମୀକରଣ |,দ্বিতীয় ডিগ্ৰীৰ সমীকৰণ
ତୃତୀୟ ଡିଗ୍ରୀର ସମୀକରଣ |,তৃতীয় ডিগ্ৰীৰ সমীকৰণ
ସମୀକରଣ,বিষুৱৰেখা
ସମାନ୍ତରାଳ |,সমঅবিৰত
ସମାନ୍ତରାଳ |,সমপক্ষীয়
ସନ୍ତୁଳନ,ভাৰসাম্যতা
ଶକ୍ତିର ସନ୍ତୁଳନ |,বলৰ ভাৰসাম্যতা
ସନ୍ତୁଳନ ବିନ୍ଦୁ |,ভাৰসাম্য বিন্দু
ସମାନତା,সমতুল্যতা
ସମାନତା ଶ୍ରେଣୀ,সমতুল্যতা শ্ৰেণী
ସମାନତା ସମ୍ପର୍କ,সমতুল্যতা সম্পৰ্ক
ସମାନ,সমান্তৰাল
ସମାନ ମ୍ୟାଟ୍ରିକ୍ସ |,সমতুল্য মেট্ৰিক্স
ସମାନ ସେଟ୍ |,সমতুল্য গোট
ergodicity,ergodicity
ତ୍ରୁଟି,আঁসোৱাহ
ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |,ভুল বিশ্লেষণ
ତ୍ରୁଟି କୋଡ୍,ভুল ক&#39;ড
ତ୍ରୁଟି ଗୁଣବତ୍ତା,ভুল সহগ
ହାରାହାରି ବର୍ଗର ତ୍ରୁଟି |,গড় বৰ্গৰ ভুল
ପ୍ରଥମ ପ୍ରକାରର ତ୍ରୁଟି |,প্ৰথম ধৰণৰ ভুল
ଦ୍ୱିତୀୟ ପ୍ରକାରର ତ୍ରୁଟି |,দ্বিতীয় প্ৰকাৰৰ ভুল
ସମ୍ଭାବନାରୁ ରକ୍ଷା ପାଇବା |,পলায়নৰ সম্ভাৱনা
ବେଗରୁ ରକ୍ଷା ପାଇବା |,পলায়নৰ বেগ
E. Schmidt ର orthogonalization ପ୍ରକ୍ରିୟା |,ই শ্বমিটৰ অৰ্থগনালাইজেচন প্ৰক্ৰিয়া
ନିର୍ଦ୍ଦିଷ୍ଟ ବୃତ୍ତ,বৰ্ণনা কৰা বৃত্ত
ଜରୁରୀ |,আৱশ্যকীয়
ମୂଳତ unique ଅନନ୍ୟ |,মূলতঃ অনন্য
ଆକଳନ,অনুমানিক
ଆକଳନ ପଦ୍ଧତି,অনুমান পদ্ধতি
ଇଉକ୍ଲିଡିଆନ୍ ସଂଯୋଜନା |,ইউক্লিডীয় স্থানাংক
ଇଉକ୍ଲିଡିଆନ୍ ଡୋମେନ୍ |,ইউক্লিডীয় ডমেইন
ଇଉକ୍ଲିଡିଆନ୍ ଜ୍ୟାମିତି |,ইউক্লিডীয় জ্যামিতি
ଇଉକ୍ଲିଡିଆନ୍ n- ସ୍ପେସ୍ |,ইউক্লিডীয় n-স্থান
ଇଉକ୍ଲିଡାନ୍ ବିମାନ |,ইউক্লিডীয় সমতল
ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |,অইলাৰৰ উপপাদ্য
ମୂଲ୍ୟାଙ୍କନ କର,মূল্যায়ন কৰা
ଏପରିକି,যুগ্ম
ଏପରିକି ବକ୍ର,আনকি বক্ৰতাও
ଏପରିକି ଫଙ୍କସନ୍,আনকি কাৰ্য্যও
ଏପରିକି ଏକାଧିକ |,আনকি একাধিক
ଯୁଗ୍ମ ସଂଖ୍ୟା,যুগ্ম সংখ্যা
ଏପରିକି ଅଦ୍ଭୁତ ସମୃଦ୍ଧତା |,আনকি অদ্ভুত প্ৰতিসমতাও
ଏପରିକି ପର୍ମୁଟେସନ୍ |,আনকি ক্ৰমবিন্যাসও
ଇଭେଣ୍ଟ,কাৰ্যক্ৰম
ଏପରିକି ଶବ୍ଦ,আনকি শব্দটোও
ସଠିକ୍,সঠিক
ସଠିକ୍ ଚି-ବର୍ଗ ପରୀକ୍ଷା |,সঠিক কাই-স্কেয়াৰ পৰীক্ষা
ପ୍ରକୃତ ଭିନ୍ନତା |,সঠিক পাৰ্থক্য
ସଠିକ୍ ସମୀକରଣ |,সঠিক সমীকৰণ
ଉଦାହରଣ |,উদাহৰণ
ବିନିମୟ,বিনিময়
ସମ୍ପୁର୍ଣ୍ଣ ଘଟଣା |,বিস্তৃত ইভেন্ট
ଅସ୍ତିତ୍ୱ axiom |,অস্তিত্বৰ স্বতন্ত্ৰতা
ଅସ୍ତିତ୍ୱ ସମ୍ଭାବନା (= ଏକ ପ୍ରାଥମିକ ସମ୍ଭାବନା),অস্তিত্বৰ সম্ভাৱনা(= a priori probability)
ଅସ୍ତିତ୍ୱ ଥିଓରେମ୍ |,অস্তিত্ব উপপাদ্য
ଏକ୍ସୋଜେନସ୍ ଭେରିଏବଲ୍ |,বহিৰ্জাতীয় চলক
ବିସ୍ତାର,সম্প্ৰসাৰণ
ଆଶା କାର୍ଯ୍ୟ,প্ৰত্যাশা কাৰ্য্য
ଆଶା କରାଯାଉଥିବା ଫ୍ରିକ୍ୱେନ୍ସି |,আশা কৰা কম্পাঙ্ক
ଆଶା କରାଯାଉଥିବା ମୂଲ୍ୟ,আশা কৰা মূল্য
ପରୀକ୍ଷଣ |,পৰীক্ষণ
ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି |,পৰীক্ষামূলক ভুল
ବ୍ୟାଖ୍ୟା,ব্যাখ্যা
ସ୍ପଷ୍ଟ ସମୀକରଣ |,স্পষ্ট সমীকৰণ
ସ୍ପଷ୍ଟ ଫର୍ମ |,স্পষ্ট ৰূপ
ସ୍ପଷ୍ଟ କାର୍ଯ୍ୟ,স্পষ্ট ফলন
ସ୍ପଷ୍ଟ ସମାଧାନ |,স্পষ্ট সমাধান
ପ୍ରଦର୍ଶକ,ঘাতক
ସୂକ୍ଷ୍ମ ବକ୍ର,ঘাতীয় বক্ৰ
ସୂକ୍ଷ୍ମ ସାନ୍ଧ୍ରତା କାର୍ଯ୍ୟ |,ঘাতীয় ঘনত্ব ফলন
ସୂକ୍ଷ୍ମ ବଣ୍ଟନ |,ঘাতীয় বিতৰণ
ସୂକ୍ଷ୍ମ ସମୀକରଣ |,ঘাতীয় সমীকৰণ
ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ,ঘাতীয় ফলন
ତ୍ୱରିତ ଅଭିବୃଦ୍ଧି |,ঘাতীয় বৃদ্ধি
ସୂକ୍ଷ୍ମ ନିୟମ |,ঘাতীয় নিয়ম
ସୂକ୍ଷ୍ମ ମାନଚିତ୍ର,ঘাতীয় মানচিত্ৰ
ସୂକ୍ଷ୍ମ କ୍ରମ |,ঘাতীয় শৃংখলা
ଅଭିବ୍ୟକ୍ତି,অভিব্যক্তি
ବିସ୍ତାରିତ ବ୍ୟବଧାନ |,বৰ্ধিত ব্যৱধান
ବିସ୍ତୃତ ପ୍ରକୃତ ରେଖା |,বৰ্ধিত বাস্তৱ ৰেখা
ବିସ୍ତୃତ ପ୍ରକୃତ ସଂଖ୍ୟା ସିଷ୍ଟମ୍ |,বৰ্ধিত বাস্তৱ সংখ্যা ব্যৱস্থা
ଏକ ମ୍ୟାପିଂର ବିସ୍ତାର,এটা মেপিঙৰ সম্প্ৰসাৰণ
ବାହ୍ୟ କୋଣ,বাহ্যিক কোণ
ବାହ୍ୟ କ୍ଷେତ୍ର,বাহিৰৰ অংশ
ବାହ୍ୟ ବିନ୍ଦୁ,বাহ্যিক বিন্দু
ବାହ୍ୟ,বাহ্যিক
ଟ୍ରେଣ୍ଡ ମୂଲ୍ୟର ଏକ୍ସଟ୍ରାପୋଲେସନ୍ |,ট্ৰেণ্ড ভেলুৰ এক্সট্ৰাপ&#39;লেচন
ଅତିରିକ୍ତ କ techni ଶଳ |,এক্সট্ৰাপলেচন কৌশল
ଅତ୍ୟଧିକ ମୂଲ୍ୟ,চৰম মান
ଅତ୍ୟଧିକ,চৰম
ଚରମ ବିନ୍ଦୁ |,চৰম বিন্দু
କନଭକ୍ସ ସେଟ୍ ର ଚରମ ବିନ୍ଦୁ |,উত্তল সমষ্টিৰ চৰম বিন্দু
ଏକ କାର୍ଯ୍ୟର ଚରମ,এটা ফলনৰ চৰম
ଅତ୍ୟଧିକ ସମ୍ପତ୍ତି,চৰম সম্পত্তি
ମୁହଁ,চেহেৰা
ମୁଖ ମୂଲ୍ୟ,মুখৰ মূল্য
କାରକ,কাৰক
ଫ୍ୟାକ୍ଟର୍ ବିଶ୍ଳେଷଣ |,কাৰক বিশ্লেষণ
କାରଖାନା,ফ্যাক্টৰ কৰা হৈছে
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |,ফেক্টৰিয়েল
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ଡିଜାଇନ୍ |,ফেক্টৰিয়েল ডিজাইন
କାରକକରଣ,ফ্যাক্টৰাইজেচন
କାରକ,ফ্যাক্টৰাইজ
ନ୍ୟାୟ ଖେଳ |,ন্যায্য খেল
ମିଥ୍ୟା,মিছা
ପରିବାର,পৰিয়াল
ବୃତ୍ତର ପରିବାର |,বৃত্তৰ পৰিয়াল
ପାରିବାରିକ ବକ୍ର,পৰিয়ালৰ বক্ৰতা
କାର୍ଯ୍ୟଗୁଡ଼ିକର ପରିବାର |,কাৰ্য্যসমূহৰ পৰিয়াল
ରେଖା ପରିବାର |,ৰেখাৰ পৰিয়াল
ଫ୍ୟାକ୍ସମାଇଲ୍ |,ফেক্সিমিল
F- ବଣ୍ଟନ |,F-বিতৰণ
ସମ୍ଭବ ମ basic ଳିକ ସମାଧାନ |,সম্ভৱপৰ মৌলিক সমাধান
ସମ୍ଭବ ସମାଧାନ,সম্ভৱপৰ সমাধান
ଫେରନ୍ତୁ,মতামত
ଫର୍ମାଟ୍ ନୀତି |,ফাৰ্মেট নীতি
ଫର୍ମାଟଙ୍କ ତତ୍ତ୍। |,ফাৰ্মেটৰ উপপাদ্য
ଫର୍ମୀ-ଡାଇରାକ୍ ପରିସଂଖ୍ୟାନ |,ফাৰ্মি-ডিৰাকৰ পৰিসংখ্যা
ଫିବୋନାକ୍ସି ସଂଖ୍ୟା |,ফিবোনাচি নম্বৰ
ଫିବୋନାକ୍ସି ସିରିଜ୍ |,ফিবোনাচি ছিৰিজ
କ୍ଷେତ୍ର,ক্ষেত্ৰ
ଅନ୍ତିମ ବେଗ,চূড়ান্ত বেগ
ସୀମିତ,সসীম
ସୀମିତ ଆଧାର |,সসীম ভিত্তি
ସୀମିତ ଦଶମିକ |,সসীম দশমিক
ସୀମିତ ପାର୍ଥକ୍ୟ |,সসীম পাৰ্থক্য
ସୀମିତ ପାର୍ଥକ୍ୟ ପଦ୍ଧତି |,সসীম পাৰ্থক্য পদ্ধতি
ସୀମିତ ପରିମାଣ,সসীম মাত্ৰিক
ସୀମିତ ଡାଇମେନ୍ସନାଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |,সসীম মাত্ৰিক ভেক্টৰ স্থান
ସୀମିତ ଖେଳ |,সসীম খেল
ସୀମିତ ଜ୍ୟାମିତି |,সসীম জ্যামিতি
ସୀମିତ ଛକ,সসীম ছেদ
ସୀମିତ ଅନେକ |,সসীম বহুত
ସୀମିତ ମାର୍କୋଭ୍ ଶୃଙ୍ଖଳା |,সসীম মাৰ্কভ শৃংখল
ସୂକ୍ଷ୍ମତା ପ୍ରମାଣ |,সসীমতা প্ৰমাণ
ସୀମିତ ସଂଖ୍ୟା,সসীম সংখ্যা
ସୀମିତ ଜନସଂଖ୍ୟା |,সসীম জনসংখ্যা
ସୀମିତ ସମ୍ଭାବନା |,সসীম সম্ভাৱনা
ସୀମିତ କ୍ରମ |,সসীম শৃংখলা
ସୀମିତ ସେଟ୍ |,সসীম গোট
ସୀମିତ ବେଗ |,সসীম বেগ
ସୀମିତ ଭଲ୍ୟୁମ୍,সসীম আয়তন
ଫିଟିଂ,ফিটিং
ବକ୍ରର ଫିଟ୍,বক্ৰৰ ফিটিং
ସିଧା ଲାଇନର ଫିଟ୍,সৰলৰেখাৰ ফিটিং
ସ୍ଥିର ବିନ୍ଦୁ ଥିଓରେମ୍ |,স্থিৰ বিন্দু উপপাদ্য
ସ୍ଥିର ନମୁନା |,স্থিৰ নমুনা
ଉଡ଼ାଣ ବେଗ,উৰণৰ বেগ
ଭାସମାନ ବିନ୍ଦୁ ଗଣିତ |,ভাসমান বিন্দু গাণিতিক
