Odiya,English
କମ୍ପ୍ୟୁଟର ଗ୍ରାଫିକ୍ସ,computer graphics
କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ,computer instruction
କମ୍ପ୍ୟୁଟର ଭାଷା,computer language
କମ୍ପ୍ୟୁଟର ନେଟୱାର୍କ,computer network
କମ୍ପ୍ୟୁଟର ବିଜ୍ଞାନ,computer science
କମ୍ପ୍ୟୁଟର ସୁରକ୍ଷା,computer security
କମ୍ପ୍ୟୁଟର ସିମୁଲେଟନ୍ |,computer simulaton
କମ୍ପ୍ୟୁଟର ବିଶେଷଜ୍ଞ |,computer specialist
କମ୍ପ୍ୟୁଟରୀକରଣ,computerisation
କମ୍ପ୍ୟୁଟରବାଦୀ,computerist
କମ୍ପ୍ୟୁଟରୀକରଣ,computerize
ଗଣନା,computing
ଧାରଣା,concept
ସମନ୍ୱୟ,concurrency
ସମବାୟ,concurrent
କଣ୍ଡିଶନ୍ ଭେରିଏବଲ୍,condition variable
ସର୍ତ୍ତମୂଳକ ଅପରେଟର୍ |,conditional operator
ସର୍ତ୍ତମୂଳକ ଷ୍ଟେଟମେଣ୍ଟ,conditional statement
କଣ୍ଡକ୍ଟର |,conductor
ସମ୍ମିଳନୀ,conferencing
ଗୋପନୀୟତା,confidentiality
ବିନ୍ୟାସ,configuration
ଯାତାୟାତ,congestion
ସଂଯୋଗ,conjunction
ସଂଯୋଗ ଗତି,connect speed
ସଂଯୋଗ,connection
ସଂଯୋଗ କମ୍ ଯୋଗାଯୋଗ |,connection less communication
ସଂଯୋଗ ପ୍ରକାଶନ,connection release
ସଂଯୋଗ,connectivity
ସଂଯୋଜକ |,connector
ଲଗାତାର,consecutive
ପରିଣାମ,consequent
କୋନସୋଲ,console
ଏକୀକରଣ,consolidation
ସ୍ଥିର,constant
ନିରନ୍ତର ନିର୍ଦ୍ଦେଶ,constant instruction
ପ୍ରତିବନ୍ଧକ,constraint
ନିର୍ମାଣକାରୀ,constructor
ପାତ୍ର,container
ବିଷୟବସ୍ତୁ,content
ପ୍ରସଙ୍ଗ,context
ପ୍ରସଙ୍ଗ ମୁକ୍ତ ବ୍ୟାକରଣ (CFG),context free grammar (CFG)
ପ୍ରସଙ୍ଗ ସୁଇଚ୍ |,context switch
ପରିସ୍ଥିତି,contingency
ସଂକୋଚନ,contraction
ବିପରୀତ,contrast
ନିୟନ୍ତ୍ରଣ,control
ନିୟନ୍ତ୍ରଣ କ୍ଷେତ୍ର,control area
ନିୟନ୍ତ୍ରଣ ବିଟ୍ |,control bit
ନିୟନ୍ତ୍ରଣ ବସ୍,control bus
କଣ୍ଟ୍ରୋଲ୍ କାର୍ଡ |,control card
କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |,control circuit
ନିୟନ୍ତ୍ରଣ ଚକ୍ର,control cycle
ନିୟନ୍ତ୍ରଣ ଇଞ୍ଜିନିୟରିଂ |,control engineering
ନିୟନ୍ତ୍ରଣ କି,control key
ତର୍କକୁ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |,control logic
କଣ୍ଟ୍ରୋଲ୍ ଲୁପ୍ |,control loop
ନିୟନ୍ତ୍ରଣ ଚିହ୍ନ,control mark
ନିୟନ୍ତ୍ରଣ କାର୍ଯ୍ୟ,control operation
କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |,control panel
ନିୟନ୍ତ୍ରଣ ସଙ୍କେତ,control signal
କଣ୍ଟ୍ରୋଲ୍ ସୁଇଚ୍ |,control switch
କଣ୍ଟ୍ରୋଲ୍ ଟେପ୍ |,control tape
ନିୟନ୍ତ୍ରଣ ଟର୍ମିନାଲ୍ |,control terminal
କଣ୍ଟ୍ରୋଲ୍ ୟୁନିଟ୍ (CU),control unit (CU)
ସମ୍ମିଶ୍ରଣ |,convergence
ବାର୍ତ୍ତାଳାପ |,conversation
ବାର୍ତ୍ତାଳାପ ସମୟ ବାଣ୍ଟିବା |,conversational time sharing
ରୂପାନ୍ତର,conversion
ରୂପାନ୍ତରକାରୀ |,converter
କୁକର ଥିଓରେମ୍ |,Cook's theorem
ସହ-ସଞ୍ଚାଳକ |,co-processor
କପି କରନ୍ତୁ |,copy
କପିରାଇଟ୍,copyright
କର୍ଡ,cord
କର୍ଡଲେସ୍ ଟେଲିଫୋନ୍ |,cordless telephone
କରୋଲାରୀ,corollary
ସଂଶୋଧନ,correction
ଦୁର୍ନୀତିଗ୍ରସ୍ତ,corrupted
ଗଣନା,count
କାଉଣ୍ଟର,counter
ଦେଶ କୋଡ୍,country code
କୋଭାରିଆନ୍ସ |,covariance
କଭରେଜ୍ |,coverage
ଦୁର୍ଘଟଣା,crash
ଜଟିଳ ପଥ,critical path
ଜଟିଳ ପଥ ପଦ୍ଧତି (CPM),critical path method (CPM)
କ୍ରସ୍ ଚେକ୍ |,cross check
କ୍ରସ୍ କମ୍ପାଇଲର୍,cross compiler
କ୍ରସ୍ ଅଗ୍ନି,cross fire
କ୍ରସ୍ ଟକ୍ |,cross talk
କ୍ରିପ୍ଟୋଗ୍ରାଫିକ୍,cryptographic
କ୍ରିପ୍ଟୋଗ୍ରାଫି,cryptography
ମୁଦ୍ରା ପ୍ରତୀକ,currency symbol
ସାମ୍ପ୍ରତିକ ଡିରେକ୍ଟୋରୀ |,current directory
ସାମ୍ପ୍ରତିକ ୱିଣ୍ଡୋ |,current window
କର୍ସର୍,cursor
ବକ୍ର,curve
କାଟି ପେଷ୍ଟ କରନ୍ତୁ |,cut and paste
କଟ୍ ପଦ୍ଧତି |,cut method
ସାଇବର,cyber
ସାଇବର କାଫେ,cyber café
ସାଇବର ନଗଦ,cyber cash
ସାଇବର ଅପରାଧ |,cyber crime
ସାଇବର ଡେଲିକ୍ସ |,cyber delics
ସାଇବର ନିୟମ |,cyber law
ସାଇବର ସେକ୍ସ |,cyber sex
ସାଇବରନାଟିକ୍ସ |,cybernatics
ସାଇବରନେସନ୍ |,cybernation
ଚକ୍ର,cycle
ଚକ୍ର ସ୍ମୃତି,cycle memory
ଚକ୍ର ଚୋରୀ |,cycle steal
ଚକ୍ର ସମୟ,cycle time
ଚକ୍ରବର୍ତ୍ତୀ,cyclic
ଡେମନ୍ |,daemon
ଡେଜି ଚକ,daisy wheel
ଡାଟା ଆଡମିନିଷ୍ଟ୍ରେଟର୍,data administrator
ତଥ୍ୟ ଆବଣ୍ଟନ,data allocation
ଡାଟା କ୍ଷେତ୍ର,data area
ଡାଟା ଆରେ,data array
ଡାଟା ଆଧାର,data base
ଡାଟା ବ୍ରେକ୍ |,data break
ଡାଟା ବସ୍,data bus
ଡାଟା ବାହକ,data carrier
ଡାଟା ସେଲ୍ |,data cell
ଡାଟା ଚ୍ୟାନେଲ୍ |,data channel
ତଥ୍ୟ ଯୋଗାଯୋଗ |,data communication
ଡାଟା ସଙ୍କୋଚନ |,data compression
ଡାଟା ଫିଲ୍ଡ |,data field
ଡାଟା ଫାଇଲ୍ |,data file
ତଥ୍ୟ ପ୍ରବାହ,data flow
ଡାଟା ପ୍ରବାହ ଚାର୍ଟ,data flow Chart
ଡାଟା କ୍ରମ,data hierarchy
ତଥ୍ୟ ସ୍ତର,data level
ଡାଟା ଲାଇବ୍ରେରୀ |,data library
ଡାଟା ଲିଙ୍କ୍ ସ୍ତର |,data link layer
ଡାଟା ଲିଙ୍କ୍ ସ୍ତର (DLL),data link layer (DLL)
ତଥ୍ୟ ପରିଚାଳନା,data management
ଡାଟା ମନିପୁଲେସନ୍ |,data manipulation
ଡାଟା ମନିପୁଲେସନ୍ ଭାଷା (DML),data manipulation language (DML)
ଡାଟା ମୋଡେମ୍ |,data modem
ତଥ୍ୟ ପରିବର୍ତ୍ତନ,data modification
ଡାଟା ନେଟୱାର୍କ |,data network
ଡାଟା ଅପରେସନ୍,data operation
ତଥ୍ୟ ସଂଗଠନ,data organization
ଡାଟା ଆଉଟପୁଟ୍,data output
ଡାଟା ପଥ,data path
ଡାଟା ପ୍ରିପ୍ରେସନ୍ |,data prepration
ଡାଟା ଗୋପନୀୟତା,data privacy
ଡାଟା ସଞ୍ଚାଳକ,data processor
ତଥ୍ୟ ସୁରକ୍ଷା,data protection
ଡାଟା ରେକର୍ଡ |,data record
ତଥ୍ୟ ପୁନରୁଦ୍ଧାର,data retrieval
ଡାଟା ରୁଟିନ୍ |,data routine
ଡାଟା ସୁରକ୍ଷା,data security
ଡାଟା ସେଟ୍ |,data set
ଡାଟା ସଙ୍କେତ,data signal
ଡାଟା ସିଙ୍କ୍ |,data sink
ତଥ୍ୟ ଉତ୍ସ,data source
ତଥ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,data specification
ଡାଟା ଷ୍ଟେସନ୍ |,data station
ତଥ୍ୟ ସଂରକ୍ଷଣ,data storage
ଡାଟା ଷ୍ଟୋରେଜ୍ ଗଠନ,data storage structure
ତଥ୍ୟ ଗଠନ,data structure
ଡାଟା ସୁଇଚ୍ |,data switch
ଡାଟା ଟେବୁଲ୍ |,data table
ଡାଟା ଟର୍ମିନାଲ୍ |,data terminal
ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍,data transcription
ତଥ୍ୟ ସ୍ଥାନାନ୍ତର,data transfer
ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ |,data transmission
ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ଚ୍ୟାନେଲ୍ |,data transmission Channel
ଡାଟା ପ୍ରକାର,data type
ଡାଟା ୟୁନିଟ୍,data unit
ଡାଟା ବ ation ଧତା |,data validation
ଡାଟାବେସ୍,database
ଡାଟାବେସ୍ ଆଡମିନିଷ୍ଟ୍ରେସନ୍ |,database adminstration
ଡାଟାବେସ୍ ଡିଜାଇନ୍ |,database design
ଡାଟାବେସ୍ ପରିଚାଳନା ସିଷ୍ଟମ୍ |,database management system
datagrav,datagrav
ଡାଟମ୍ |,datum
ଡେଡ୍ ଜୋନ୍ |,dead zone
ଅବରୋଧ,deadlock
ଅବରୋଧ ରୋକିବା |,deadlock prevention
ତ୍ରୁଟିନିବାରଣ,debug
ନିଷ୍ପତ୍ତି ବାକ୍ସ,decision box
ନିଷ୍ପତ୍ତି ଗ୍ରହଣ ପ୍ରକ୍ରିୟା,decision making process
ନିଷ୍ପତ୍ତି ସମର୍ଥନ ପ୍ରଣାଳୀ |,decision support system
ନିଷ୍ପତ୍ତି ବୃକ୍ଷ |,decision tree
ଡିକୋଡର୍ |,decoder
ବିଚ୍ଛେଦ ନୀତି |,decomposition principle
ଡିକ୍ରିପ୍ସନ୍,decryption
ଉତ୍ସର୍ଗୀକୃତ ଚ୍ୟାନେଲ |,dedicated channel
ଉତ୍ସର୍ଗୀକୃତ ପୋର୍ଟ |,dedicated port
ପ୍ରତିରକ୍ଷା ତଥ୍ୟ ନେଟୱାର୍କ (DDN),defence data network (DDN)
ପ୍ରତିରକ୍ଷା ସୂଚନା ପ୍ରଣାଳୀ |,defence information system
ବିଭାଜନ,defragmentation
ବିଳମ୍ବ,delay
ବିଳମ୍ବ କାଉଣ୍ଟର,delay counter
ବିଳମ୍ବ ସମୟ,delay time
ଡିଲିଟ୍ କରନ୍ତୁ |,delete
ବିଲୋପ ରେକର୍ଡ,deletion record
ଡିଲିମିଟର,delimiter
ଡେଲଟା ମଡ୍ୟୁଲେସନ୍,delta modulation
ପେଜିଂ ଚାହିଦା |,demand paging
ଡେମୋ,demo
demodulation,demodulation
demultiplexer,demultiplexer
ନାମକରଣ,denormalization
ଘନତା,density
ନିର୍ଭରଶୀଳତା |,dependency
ନିର୍ଭରଶୀଳ ଏକକ |,dependent unit
dequeue,dequeue
ଡିଫରେନ୍ସିଂ,dereferencing
ଡେରିଭେସନ୍ ଗଛ |,derivation tree
ପ୍ରାପ୍ତ କ୍ଷେତ୍ର,derived field
ଅବତରଣ କ୍ରମ |,descending sort
ଡିଜାଇନ୍,design
ଡେସ୍କ କାଲକୁଲେଟର,desk calculator
ଡେସ୍କ ଟପ୍ କମ୍ପ୍ୟୁଟର |,desk top computer
ଡେସ୍କଟପ୍ ଉପସ୍ଥାପନା,desktop presentation
ଡେସ୍କଟପ୍ ପ୍ରକାଶନ (DTP),desktop publishing (DTP)
ଡେସ୍କଟପ୍ ଭିଡିଓ,desktop video
ଗନ୍ତବ୍ୟସ୍ଥଳ ଠିକଣା,destination address
ବିନାଶକାରୀ |,destructer
ନିର୍ଣ୍ଣୟକାରୀ ସ୍ୱୟଂଚାଳିତ |,deterministric automats
ବିକାଶକାରୀ,developer
ବିକାଶ ବ୍ୟବସ୍ଥା,development system
ଉପକରଣ,device
ଉପକରଣ ନିୟନ୍ତ୍ରଣ ଏକକ,device control unit
ଉପକରଣ ନିୟନ୍ତ୍ରକ,device controller
ଉପକରଣ ପରିଚାଳନା,device management
ଉପକରଣ ମୋଡ୍,device mode
ନିରାକରଣ,diagnosis
ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ସିଷ୍ଟମ୍ |,diagnostic system
ନିଦାନ,diagnostics
ଚିତ୍ର,diagram
ଡାଏଲ୍ କରନ୍ତୁ |,dial
ଡାଏଲ୍ ଲାଇନ୍ |,dial line
ଡାଏଲ୍ ସ୍ୱର,dial tone
ଡାଏଲ୍ ଅପ୍ କରନ୍ତୁ |,dial up
ସଂଳାପ,dialog
ଡାୟଲଗ୍ ବକ୍ସ,dialog box
ଡାଏଲଅପ୍ ମୋଡେମ୍ |,dialup modem
ହୀରା,diamension
ଅଭିଧାନ,dictionary
ଭିନ୍ନତା,differentiation
ଡିଜିଟାଲ୍ |,digital
ଡିଜିଟାଲ୍ ଚ୍ୟାନେଲ୍ |,digital channel
ଡିଜିଟାଲ୍ ସର୍କିଟ୍ |,digital circuit
ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |,digital computer
ଡିଜିଟାଲ୍ ତଥ୍ୟ |,digital data
ଡିଜିଟାଲ୍ ସୁବିଧା,digital facility
ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |,digital filter
ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |,digital library
ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍,digital modulation
ଡିଜିଟାଲ୍ ମନିଟର |,digital monitor
ଡିଜିଟାଲ୍ ଚିତ୍ର |,digital picture
ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |,digital signature
ଡିଜିଟାଲ୍ ସୁଇଚ୍ |,digital switch
ଡିଜିଟାଲ୍ ଟୁ ଆନାଗଲ୍ (D / A) କନଭର୍ଟର |,digital to analog (D/A) converter
ଡିଜିଟାଇଜେସନ୍,digitization
ଡିଜିଟାଇଜେସନ୍,digitize
ଡିଜିଟାଇଜର୍,digitizer
ଡାୟୋଡ୍,diode
ସିଧାସଳଖ |,direct
ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା,direct address
ସିଧାସଳଖ ରୂପାନ୍ତର |,direct conversion
ସିଧାସଳଖ ଯୋଡି |,direct coupling
ସିଧାସଳଖ ସ୍ମୃତି ପ୍ରବେଶ (DMA),direct memory access (DMA)
ସିଧାସଳଖ ମେମୋରୀ ଆକସେସ୍ (DMA),direct memory acess (DMA)
ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |,direct method
ନିର୍ଦ୍ଦେଶନାମା,directive
ଡିରେକ୍ଟୋରୀ,directory
ଡିରେକ୍ଟୋରୀ ସର୍ଭର |,directory server
ଡିରେକ୍ଟୋରୀ ସେବା,directory service
ଅକ୍ଷମ କରନ୍ତୁ |,disable
ସଙ୍କେତ ଅକ୍ଷମ କରିବା |,disabling signal
ସଂଯୋଗ ବିଚ୍ଛିନ୍ନ କରନ୍ତୁ |,disconnect
ବିଚ୍ଛିନ୍ନ,discrete
ଡିସ୍କ,disk
ଡିସ୍କ ଠିକଣା,disk address
ଡିସ୍କ ଆରେ,disk array
ଡିସ୍କ କ୍ଷମତା,disk capacity
ଡିସ୍କ ଡ୍ରାଇଭ,disk drive
ଡିସ୍କ ଫାଇଲ୍ |,disk file
ଡିସ୍କ ମେମୋରୀ,disk memory
ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DOS),disk operating system (DOS)
ଡିସ୍କ ପ୍ୟାକ୍ |,disk pack
ଡିସ୍କ ସର୍ଭର |,disk server
ଡିସ୍କ ସଂରକ୍ଷଣ,disk storage
ଡିସ୍କେଟ୍ |,diskette
ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,display file
ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,display image
ନିଷ୍କାସନ,disposal
ଦୂରତା,distance
ଦୂରତା କାର୍ଯ୍ୟ,distance function
ବିକୃତି,distortion
ବଣ୍ଟିତ |,distributed
ବଣ୍ଟିତ ତଥ୍ୟ |,distributed data
ବଣ୍ଟିତ ସର୍ଭର |,distributed server
ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |,distributed system
ବଣ୍ଟନକାରୀ,distributive
ଡକ୍ୟୁମେଣ୍ଟ୍,document
ଡକ୍ୟୁମେଣ୍ଟ ପୁନରୁଦ୍ଧାର ହେଲା |,document retrieved
ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |,document window
ଡକ୍ୟୁମେଣ୍ଟେସନ୍,documentation
ଡୋମେନ୍,domain
ଡୋମେନ୍ ନାମ,domain name
ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |,dot matrix printer
ତଳକୁ,down
ଡାଉନ୍ ଲିଙ୍କ୍ |,down link
ଡାଉନ୍ ଲୋଡିଙ୍ଗ୍ |,down loading
ଡାଉନ୍ ଟାଇମ୍ |,down time
ଡ୍ରାଗ୍,dragging
DRAM (ଗତିଶୀଳ RAM),DRAM (dynamic RAM)
drift,drift
ଡ୍ରାଇଭର |,driver
ଡ୍ରପ୍,drop
ତାଲିକା ବାକ୍ସ ଡ୍ରପ୍ କରନ୍ତୁ |,drop down list box
ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |,drum drive
ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |,drum printer
ଡ୍ରମ୍ ୟୁନିଟ୍ |,drum unit
ଡୁଆଲ୍ |,dual
ଦ୍ୱ ual ତ ଘନତା |,dual density
ଡମି ଠିକଣା,dummy address
ଡମ୍ପିଂ,dump
ଡୁପ୍ଲେକ୍ସ ସର୍କିଟ |,duplex circuit
ନକଲ,duplexing
ନକଲ,duplicate
DVD R / W,DVD R/W
DVD ROM,DVD ROM
ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ,dynamic instruction
ଗତିଶୀଳ ସ୍ମୃତି,dynamic memory
ଗତିଶୀଳତା |,dynamics
EBCDIC |,EBCDIC
ଇ-ବ୍ୟବସାୟ |,e-business
ଇକୋ,echo
ଇ-ବାଣିଜ୍ୟ |,e-commerce
ସମ୍ପାଦନ କରନ୍ତୁ |,edit
ସମ୍ପାଦକ,editor
ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,educational technology
EEP ରୋମ୍,EEP rom
ପ୍ରଭାବଶାଳୀ ଠିକଣା (ଭାସମାନ ଠିକଣା),effective address (floating address)
ପ୍ରଭାବଶାଳୀ ଅପରେଣ୍ଡ୍ ଠିକଣା |,effective operand address
ପ୍ରଭାବଶାଳୀ ପ୍ରଣାଳୀ |,effective procedure
ପ୍ରଭାବଶାଳୀ UID (ବ୍ୟବହାରକାରୀ ପରିଚୟ),effective UID (user identification)
ପ୍ରଭାବଶାଳୀ ଟ୍ରାନ୍ସମିସନ୍ ଅପରେଣ୍ଡ୍ |,efffective transmission operand
ଆଠ-ବିଟ୍ ବାଇଟ୍ |,eight-bit byte
ଇ-ଶିକ୍ଷା,e-learning
ନିର୍ବାଚନ-ଆଲଗିର୍ଥମ୍ |,election-algirthm
ଇଲେକ୍ଟ୍ରିକ୍ ମେଲିଂ (ଇ-ମେଲ୍),electric mailing (e-mail)
ଇଲେକ୍ଟ୍ରିକ୍ ପ୍ରିଣ୍ଟର୍,electric printer
ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |,electrical accounting machine
ଇଲେକ୍ଟ୍ରୋନିକ୍ |,electronic
ଇଲେକ୍ଟ୍ରୋନିକ୍ କ୍ଲିୟରାନ୍ସ ସିଷ୍ଟମ୍ (ECS),electronic clearance system (ECS)
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଆଦାନ ପ୍ରଦାନ (EDI),electronic data interchange (EDI)
ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,electronic data processing
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଫାଇଲ୍,electronic filing
ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ସିଷ୍ଟମ୍ (EFTS),electronic funds transfer System (EFTS)
ବ electronic ଦ୍ୟୁତିକ ପତ୍ରିକା,electronic journals
ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |,electronic publishing
ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |,electronic switch
ଉପାଦାନ,element
ଇ-ମେଲ୍ |,e-mail
ଈମୈଲ ଠିକଣା,e-mail address
ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |,embedded system
ଏମ୍ବେଡିଂ,embedding
ନିର୍ଗତ ଦମ୍ପତି ତର୍କ (ECL),emitter couple logic (ECL)
ଖାଲି ଷ୍ଟାକ |,empty stack
ଖାଲି ଷ୍ଟ୍ରିଙ୍ଗ୍ |,empty string
ଅନୁକରଣ,emulation
ଏନକାପସୁଲେସନ୍ |,encapsulation
ଏନକାଇଫର୍,encipher
ଏନକୋଡ୍,encode
ଏନକୋଡର୍ |,encoder
ସଂଗୁପ୍ତ ତଥ୍ୟ,encrepted data
ଏନକ୍ରିପ୍ଟିଂ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |,encripting file system
ଏନକ୍ରିପସନ୍,encryption
ବ୍ଲକର ଶେଷ,end of block
ଫାଇଲର ଶେଷ (EOF),end of file (EOF)
ଶେଷ-ଉପଭୋକ୍ତା |,end-user
ପ୍ରବେଶ କର |,enter
ଏଣ୍ଟର୍-କି,enter-key
ଏଣ୍ଟରପ୍ରାଇଜ୍ ସର୍ଭର |,enterprise server
ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |,enterprise system
ସଂସ୍ଥା,entity
ସଂସ୍ଥା-ସମ୍ପର୍କ |,entity-relationship
ପ୍ରବେଶ ସମୟ,entry time
ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |,entry variable
ଅସଂଖ୍ୟ |,enumerable
ପରିବେଶ,environment
ଯୁଗ,epoch
EPROM,EPROM
ଏପସିଲନ୍ ବନ୍ଦ |,epsilon closure
ସମାନତା,equalizer
ଉପକରଣ,equipment
ସମାନତା ଶ୍ରେଣୀ,equivalence class
ସମାନତା ସମ୍ପର୍କ,equivalence relation
ଲିଭାନ୍ତୁ,erase
ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍,error correcting code
ତ୍ରୁଟି ସଂଶୋଧନ,error correction
ତ୍ରୁଟି ଚିହ୍ନଟ,error detection
ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ,error handling
ତ୍ରୁଟି ସନ୍ଦେଶ |,error message
ତ୍ରୁଟି ହାର,error rate
ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର,error recovery
ତ୍ରୁଟି ରୁଟିନ୍ |,error routine
ପଳାୟନ ଚରିତ୍ର |,escape character
ଇଥରନେଟ୍ |,ethernet
ଇଭେଣ୍ଟ,event
ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |,event chain
ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |,event control
ଇଭେଣ୍ଟ କାଉଣ୍ଟର,event counter
ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |,exception handling
ଅଦଳବଦଳ ଡିସ୍କ ସଂରକ୍ଷଣ ସ୍ଥାନ |,exchangeable disk storage
ବହିଷ୍କାର,exclusion
ସ୍ୱତନ୍ତ୍ର କିମ୍ବା (XOR),exclusive Or (XOR)
ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍,executable program
କାର୍ଯ୍ୟନିର୍ବାହୀ ବିବୃତ୍ତି,executive statement
ସମ୍ପୁର୍ଣ୍ଣ ସନ୍ଧାନ |,exhaustive search
ବିଦ୍ୟମାନ ଅଛି |,exist
ପ୍ରସ୍ଥାନ,exit
ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |,expert system
ଅଭିବ୍ୟକ୍ତି,expression
ବିସ୍ତୃତ ଗ୍ରାଫିକ୍ ଆରେ (XGA),extended graphic array (XGA)
ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS),extended industry standard (EIS)
ବିସ୍ତୃତ ଯନ୍ତ୍ର,extended machine
ବିସ୍ତୃତ ସ୍ମୃତି,extended memory
ବିସ୍ତୃତ ସଠିକତା |,extended precision
ବିସ୍ତୃତ ସର୍ଟିଂ,extended sorting
ବାହ୍ୟ କଲ୍,external call
ବାହ୍ୟ ତ୍ରୁଟି |,external error
ବାହ୍ୟ କାର୍ଯ୍ୟ,external function
ବାହ୍ୟ ବାଧା,external interrupt
ବାହ୍ୟ ସ୍ମୃତି,external memory
ବାହ୍ୟ ସ୍ମୃତି,external memory
ବାହ୍ୟ ମୋଡେମ୍ |,external modem
ବାହ୍ୟ ସନ୍ଦର୍ଭ,external reference
ବାହ୍ୟ ସନ୍ଧାନ |,external searching
ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ,external storage device
ନିଷ୍କାସନ,extraction
ବହିଷ୍କାର,extrapolation
ଚେହେରା-ଅକ୍ଷର ପ୍ରିଣ୍ଟର୍ |,face-character printer
ବିଫଳ-ନିରାପଦ କାର୍ଯ୍ୟ,fail-safe operation
ବିଫଳତା ହାର,failure rate
ବିଫଳତା ପୁନରୁଦ୍ଧାର,failure recovery
ମିଥ୍ୟା କୋଡ୍,false code
ମିଥ୍ୟା ତ୍ରୁଟି |,false error
ପ୍ରଶଂସକ,fan-in
ପ୍ରଶଂସକ,fan-out
ଆକର୍ଷଣୀୟ I / O ଉପକରଣ |,fascimile I/O device
ଦ୍ରୁତ ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ (FFT),fast fourier transform (FFT)
ସାଂଘାତିକ ତ୍ରୁଟି |,fatal error
ତ୍ରୁଟି ଚିହ୍ନଟ,fault detection
ତ୍ରୁଟି ନିଦାନ,fault diagnosis
ଦୋଷ ସହନଶୀଳତା |,fault tolerance
ଫ୍ୟାକ୍ସ,fax
ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |,fax message
FDC,FDC
ବ feature ଶିଷ୍ଟ୍ୟ ଚିହ୍ନଟ,feature detection
ଫିଡ୍ ଚକ୍ର |,feed cycle
ମତାମତ,feedback
ଫିଡର୍ |,feeder
ଆଣ |,fetch
ଫାଇବୋନାକ୍ସି ସନ୍ଧାନ |,fibonacci search
ଫାଇବୋନାକ୍ସି କ୍ରମ |,fibonacci sequence
ଫାଇବୋନାକ୍ସି ସିରିଜ୍ |,fibonacci series
ଫାଇବର ଅପ୍ଟିକ୍ସ |,fibre optics
ଫିଡୋ ନେଟ୍ |,fido net
କ୍ଷେତ୍ର,field
ପଞ୍ଚମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟରଗୁଡିକ |,fifth generation computers
ଫାଇଲ୍ |,file
