Hindi,Bengali
कैथोड किरण नलिका प्रदर्श,ক্যাথোড রে টিউব প্রদর্শন
कोष्ठिका,সেল
कोष्ठिकीय चल टेलीफोन जालक्रम,সেলুলার মোবাইল টেলিফোন নেটওয়ার্ক
कोष्ठिकीय रेडियो,সেলুলার অনুপাত
कोष्ठिकीय विदारण,সেলুলার বিভাজন
केन्द्रण,কেন্দ্রিক
केन्द्र रेखा,কেন্দ্র লাইন
केन्द्रीय नियंत्रण एकक,কেন্দ্রীয় নিয়ন্ত্রণ ইউনিট
केन्द्रीकृत स्वचालित संदेश लेखा,কেন্দ্রীয় স্বয়ংক্রিয় বার্তা অ্যাকাউন্টিং
केन्द्रीकृत आँकड़ा संसाथन,কেন্দ্রীভূত ডেটা প্রসেসিং
केन्द्रीकृत जालक्रम,কেন্দ্রীভূত নেটওয়ার্ক
केन्द्रीय स्मृति,কেন্দ্রীয় স্মৃতি
केन्द्रीय कार्यालय,কেন্দ্রীয় কার্যালয়
केन्द्रीय कार्यालय कूट,কেন্দ্রীয় অফিস কোড
केन्द्रीय कार्यालय कार्य आदेश,কেন্দ্রীয় অফিস কাজের আদেশ
केन्द्रीय संसाधन एकक,কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট
केन्द्रीय संसाधन एकक पाश,কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট লুপ
केन्द्रीय संसाधित्र,কেন্দ্রীয় প্রসেসর
केन्द्रीय क्रमवीक्षण पाश,সেন্ট্রাল স্ক্যানিং লুপ
नियंत्रण केन्द्र,কেন্দ্রীয় স্টেশন (= নিয়ন্ত্রণ স্টেশন)
केन्द्रीय कार्यालय कार्य आदेश,কেন্দ্রীয় অফিস কাজের আদেশ
प्रमाणीकृत टेप,প্রত্যয়িত টেপ
टिकली,চাদ
टिकलीरहित टेप,চ্যাডলেস টেপ
शृंखला,চেইন
शृंखला योजना क्रमादेश,চেইন সংযোজন প্রোগ্রাম
शृंखला कूट,চেইন কোড
शृंखलित संचिका,শৃঙ্খলিত ফাইল
शृंखलित सूची,শৃঙ্খলিত তালিকা
शृंखलित अभिलेख,শৃঙ্খলিত রেকর্ড
शृंखलन,চেইনিং
शृंखलन अधिप्रवाह,ওভারফ্লো শৃঙ্খলা
शृंखलन खोज,চেইন অনুসন্ধান
शृंखला खड़ी,চেইন লিঙ্ক
शृंखला अनुरक्षण क्रमादेश,চেইন রক্ষণাবেক্ষণ প্রোগ্রাম
शृंखला मुद्रित्र,চেইন প্রিন্টার
परिवर्तन संप्रतीक,চরিত্র পরিবর্তন করুন
परिवर्तन सन्निक्षेप,ডাম্প পরিবর্তন করুন
परिवर्तन संचिका,ফাইল পরিবর্তন করুন
परिवर्तन अभिलेख,রেকর্ড পরিবর্তন
परिवर्तन चिह्न,সাইন পরিবর্তন করুন
परिवर्तन टेप,টেপ পরিবর্তন করুন
"चैनल, प्रणाल",চ্যানেল
प्रणाल अनुकूलित्र,চ্যানেল অ্যাডাপ্টার
प्रणाल पता शब्द,চ্যানেল ঠিকানা শব্দ
प्रणाल संलग्न,চ্যানেল-সংযুক্ত
प्रणाल संलग्न केन्द्र,চ্যানেল-সংযুক্ত স্টেশন
प्रणाल बैंक,চ্যানেল ব্যাংক
प्रणाल व्यस्त टोन,চ্যানেল ব্যস্ত সুর
प्रणाल क्षमता,চ্যানেল ক্ষমতা
प्रणाल समादेश,চ্যানেল কমান্ড
प्रणाल समादेश शब्द,চ্যানেল কমান্ড শব্দ
प्रणाल नियंत्रक,চ্যানেল নিয়ামক
प्रणाल नियंत्रण शब्द,চ্যানেল নিয়ন্ত্রণ শব্দ
प्रणाल आँकड़े,চ্যানেল ডেটা
प्रणाल सिरा,চ্যানেল শেষ
प्रणाल त्रुटि,চ্যানেল ত্রুটি
प्रणाल प्रसुप्ति,চ্যানেল বিলম্ব
प्रणाल आच्छद,চ্যানেল মাস্ক
प्रणाल अधिभार,চ্যানেল ওভারলোড
प्रणाल मुद्रित्र,চ্যানেল প্রিন্টার
प्रणाल क्रमादेश,চ্যানেল প্রোগ্রাম
प्रणाल क्रमादेश अनुवाद,চ্যানেল প্রোগ্রাম অনুবাদ
प्रणाल पंक्ति,চ্যানেল সারি
प्रणाल विश्वसनीयता,চ্যানেল নির্ভরযোগ্যতা
प्रणाल सेवा एकक,চ্যানেল পরিষেবা ইউনিট
प्रणाल समुच्चय,চ্যানেল সেট
प्रणाल अवस्थिति शब्द,চ্যানেলের স্থিতি শব্দ
प्रणाल तुल्यकालित्र,চ্যানেল সিঙ্ক্রোনাইজার
प्रणाल-प्रणाल अनुकूलित्र,চ্যানেল থেকে চ্যানেল অ্যাডাপ্টার
संप्रतीक,চরিত্র
संप्रतीक पताभिगमन,চরিত্র ঠিকানা
संप्रतीक विन्यास,চরিত্রের ব্যবস্থা
संप्रतीक कोडांतरण,চরিত্র সমাবেশ
संप्रतीक मुद्रित्र,চরিত্র-এ-টাইম প্রিন্টার
संप्रतीक एकांतरदर्श,চরিত্র ঝলক
संप्रतीक परिसीमा,চরিত্রের সীমানা
संप्रतीक कोष्ठिका,চরিত্র সেল
संप्रतीक जाँच,চরিত্র চেক
संप्रतीक कूट,চরিত্র কোড
संप्रतीक अभिविन्यास,চরিত্র কনফিগারেশন
संप्रतीक अधिसंख्यन,চরিত্রের ভিড়
संप्रतीक आँकड़ा प्रकार,চরিত্রের ডেটা টাইপ
संप्रतीक-विलोपी संप्रतीक,চরিত্র-বিনোদন-চরিত্র
संप्रतीक विसीमक,চরিত্র ডিলিমিটার
संप्रतीक सघनता,চরিত্রের ঘনত্ব
संप्रतीक युक्ति नियंत्रण,চরিত্র ডিভাইস নিয়ন্ত্রণ
संप्रतीक प्रदर्श युक्ति,চরিত্র প্রদর্শন ডিভাইস
संप्रतीक प्रदर्श अंतक,চরিত্র প্রদর্শন টার্মিনাল
संप्रतीक कोर,চরিত্র প্রান্ত
संप्रतीक अवयव,চরিত্র উপাদান
संप्रतीक उत्सर्जक,চরিত্র ইমিটার
संप्रतीक त्रुटि-दर,চরিত্র ত্রুটি হার
संप्रतीक व्यंजक,চরিত্রের প্রকাশ
संप्रतीक पूरण,চরিত্র পূরণ
संप्रतीक संरूप स्मृति,চরিত্রের ফর্ম্যাট মেমরি
संप्रतीक जनक,চরিত্র জেনারেটর
संप्रतीक-सूचना-दर,চরিত্রের তথ্য হার
संप्रतीक अनुदेश,চরিত্র নির্দেশনা
अभिलक्षणिक,বৈশিষ্ট্য
अभिलक्षणकि विरूपण,বৈশিষ্ট্যযুক্ত বিকৃতি
अभिलक्षणिक प्रतिबाधा,বৈশিষ্ট্যযুক্ত প্রতিবন্ধকতা
संप्रतीक कुंजी,চরিত্র কী
संप्रतीक माध्य एन्ट्रॉपी,চরিত্র মানে এনট্রপি
संप्रतीक माध्य एन्ट्रॉपी,চরিত্রের অর্থ তথ্য সামগ্রী = চরিত্রের অর্থ এনট্রপি)
संप्रतीक अभिविन्यस्त,চরিত্রমুখী
संप्रतीक रूपरेखा,চরিত্রের রূপরেখা
संप्रतीक स्थिति,চরিত্রের অবস্থান
संप्रतीक मुद्रित्र,চরিত্র প্রিন্টার
संप्रतीक पठित्र,চরিত্র পাঠক
संप्रतीक अभिज्ञान,চরিত্র স্বীকৃতি
संप्रतीक संबंध,চরিত্রের সম্পর্ক
संप्रतीक पंक्ति,চরিত্র সারি
संप्रतीक समुच्चय,অক্ষর সেট
संप्रतीक आमाप,চরিত্রের আকার
संप्रतीक विषम,চরিত্র skew
संप्रतीक रज्जु,চরিত্রের স্ট্রিং
संप्रतीक रज्जु अचर,চরিত্রের স্ট্রিং ধ্রুবক
संप्रतीक चिह्निका,চরিত্র স্ট্রোক
संप्रतीक शैली,চরিত্র শৈলী
संप्रतीक उपसमुच्चय,চরিত্র উপসেট
संप्रतीक टेप,চরিত্র টেপ
संचित्र,চার্ট
संचित्र निर्माण,চার্ট তৈরি
संचित्र पठित्र,চার্ট পাঠক
न्याधार,চ্যাসিস
न्याधार समायोजन,চ্যাসিস অ্যাসেম্বলি
शैबिशैव सन्निकटन,চেবিশেভ আনুমানিক
जाँच द्वयंक,বিট চেক করুন
जाँच बस,বাস চেক করুন
जाँच पत्रक,কার্ড পরীক্ষা করো
जाँच संप्रतीक,চরিত্র পরীক্ষা করুন
जाँच कूट,কোড পরীক্ষা করুন
जाँच प्रतिबंध,শর্ত পরীক্ষা করুন
जाँच निदानी,ডায়াগনস্টিক পরীক্ষা করুন
जाँच अंक,অংকের চেক
जाँच सूचक,সূচক পরীক্ষা করুন
जाँच सूचक अनुदेश,সূচক নির্দেশ পরীক্ষা করুন
जाँच क्रमादेश,কর্মসূচি পরীক্ষা করা হচ্ছে
जाँच तकनीक,চেক কৌশল
जाँच कुंजी,পরীক্ষামূলক চাবি
जाँच अंक,নম্বর চেক করুন (= ডিজিট পরীক্ষা করুন)
दोषमार्जन,দেখুন (= ডিবাগ)
दोषमार्जन नेमका,রুটিন দেখুন
जाँच बिन्दु,চেক পয়েন্ট
जाँच बिन्दु आँकड़ा समुच्चय,পয়েন্ট ডেটা সেট চেক করুন
जाँच बिन्दु सन्निक्षेप,চেক পয়েন্ট ডাম্প
जाँच बिन्दु अभिलेख,চেক পয়েন্ট রেকর্ড
जाँच बिन्दु पुनः प्रारंभन,চেক পয়েন্ট পুনরায় চালু করুন
जाँच बिन्दु नेमका,পয়েন্ট রুটিন চেক করুন
जाँच बिन्दु शॉटन,চেক পয়েন্ট বাছাই
जाँच समस्या,সমস্যা পরীক্ষা করুন
जाँच पंजी,নিবন্ধন করুন
जाँच पुनः आरंभन कुंजी,রিসেট কী পরীক্ষা করুন
जाँच नेमका,রুটিন পরীক্ষা করুন
जाँच पंक्ति,সারি পরীক্ষা করুন
जाँच हल,সমাধান পরীক্ষা করুন
जाँच योग,যোগফল পরীক্ষা করুন
जाँच जोड़,মোট পরীক্ষা করুন
जाँच शब्द,শব্দ পরীক্ষা করুন
संतति खंड,শিশু বিভাগ
स्तंभ द्वि-आधारी,চাইনিজ বাইনারি (কলাম বাইনারি)
"चिप, एटलिका",চিপ
चिप वाहक,চিপ ক্যারিয়ার
चिप सूक्ष्म संसाधित्र,চিপ মাইক্রোপ্রসেসর
चिप प्रक्रम,চিপ প্রক্রিয়া
चिप पंजी स्थापत्य कला,চিপ রেজিস্টার আর্কিটেকচার
चिप वरण,চিপ নির্বাচন করুন
चयन युक्ति,পছন্দ ডিভাইস
"बीज लेख, साइफर",গোপনীয় কোড
कूटलिखित आँकड़े,সাইফার পাঠ্য (= এনসিফারড ডেটা)
परिपथ,সার্কিট
परिपथ पट्ट,সার্কিট বোর্ড
परिपथ विच्छेदक,সার্কিট ব্রেকার
परिपथ पत्रक,সার্কিট কার্ড
परिपथ कोटि,সার্কিট গ্রেড
परिपथ लोड,সার্কিট লোড
परिपथ आदेश,সার্কিট অর্ডার
परिपथ विश्वसनीयता,সার্কিট নির্ভরযোগ্যতা
परिपथ स्विच,সার্কিট সুইচ
परिपथ स्विचित संबंधन,সার্কিট-স্যুইচড সংযোগ
परिपथ स्विचन,সার্কিট বদল
परिपथ स्विचन एकक,সার্কিট স্যুইচিং ইউনিট
परिपथ एकक कोडांतरण,সার্কিট ইউনিট সমাবেশ
वृत्तीय चयकन,বৃত্তাকার বাফারিং
वृतीय सूची,বিজ্ঞপ্তি তালিকা
वृतीय विस्थापन,বিজ্ঞপ্তি শিফট
परिसंचारी पंजी,সার্কুলেটিং রেজিস্টার
परिसंचारी भंडारण,সঞ্চালন স্টোরেজ
उल्लेख,উদ্ধৃতি
परिनिधान,ক্ল্যাডিং
वर्ग,ক্লাস
वर्ग 5 कार्यालय,ক্লাস 5 অফিস
वर्ग अवस्था,শ্রেণি শর্ত
वर्गिकरण,শ্রেণিবদ্ধকরণ
"मार्जन प्रचालन, मार्जन संक्रिया",পরিষ্কার অপারেশন
मार्जन,স্পষ্ট
रिक्त क्षेत्र,পরিষ্কার অঞ্চল
रिक्त क्षेत्र,সাফ ব্যান্ড (= পরিষ্কার অঞ্চল
स्पष्ट प्रणाल,চ্যানেল সাফ করুন
स्पष्ट आँकड़े,উপাত্ত মুছে ফেল
प्रदर्श निरसन,পরিষ্কার প্রদর্শন
भंडारण निरसन,পরিষ্কার মেমরি (= সাফ স্টোরেজ)
स्पष्ट आँकड़ा सत्र,সাফ সেশন
भंडारण निरसन,সাফ স্টোরেজ
कर्तन,ক্লিপিং
कालद परिपथ,ঘড়ি
कालद परिपथ,ঘড়ি সার্কিট
कालद गणित्र,ঘড়ি কাউন্টার
कालद आवृति,ঘড়ির ফ্রিকোয়েন্সি
समायोजन,ক্লকিং
कालद अन्तरायन,ঘড়ির বাধা
कालद स्पंद,ঘড়ির পালস
कालद दर,ঘড়ি হার
कालद,ক্লক রেজিস্টার (= টাইমার)
कालद संकेत,ঘড়ি সংকেত
कालद अनुकार,ঘড়ি সিমুলেশন
कालद समय,ঘড়ির সময়
कालद पथ,ঘড়ি ট্র্যাক
अन्तर्वर्गिकरण,শ্রেণিবদ্ধকরণ বন্ধ
संवृति सरणी,বন্ধ অ্যারে
संवृत संचिका,বন্ধ ফাইল
संवृत पाश,বদ্ধ চক্র
संवृत पाश (नियन्त्रण) तंत्र,বন্ধ লুপ (নিয়ন্ত্রণ) সিস্টেম
संवृत नेमका,বন্ধ রুটিন
परसेवी प्रचालन,বন্ধ দোকান অপারেশন
संवृत उपनेमका,বন্ধ সাব্রুটাইন
संवृत उपयोक्ता समूह,ক্লোজড-ব্যবহারকারী গ্রুপ
दृढ़तः युग्मित,ঘনিষ্ঠভাবে মিলিত
अंतक समापन,একটি টার্মিনাল বন্ধ
संचिका समापन,একটি ফাইল বন্ধ
गुच्छ,ক্লাস্টার
गुच्छ विश्लेषण,ক্লাস্টার বিশ্লেষণ
गुच्छ नियंत्रक,ক্লাস্টার নিয়ামক
गुच्छ नियंत्रक आसंथि,ক্লাস্টার কন্ট্রোলার নোড
गुच्छ नियंत्रक एकक,ক্লাস্টার নিয়ন্ত্রণ ইউনিট
गुच्छित संचिका,ক্লাস্টার্ড ফাইল
गुच्छन कलन-विधि,ক্লাস্টারিং অ্যালগরিদম
संलयन,সমবেত হত্তয়া
लेपित पत्रक,প্রলিপ্ত কার্ড
समाक्ष केबल,কোক্সিয়াল কেবল
कोबोल,কোবোল
कोबोल संप्रतीक,কোবোল চরিত্র
कोबोल क्रमादेशन,কোবোল প্রোগ্রামিং
कोडासिल,কোডাসিল
"कूट, कोड",কোড
कूट क्षेत्र,কোড অঞ্চল
कूट शृंखला,কোড চেইন
कूट जाँच,কোড চেক
कूट लिखित अंकगणितीय आँकड़े,কোডেড গাণিতিক ডেটা
कूटलिखित संप्रतीक समुच्चय,কোডেড চরিত্র সেট
कूटलिखित रूपांतरित्र,কোডেড রূপান্তরকারী
कूटलिखित दशमलव संकेतन-पद्धति,কোডেড দশমিক স্বরলিপি
कूटाश्रित तंत्र,কোড নির্ভর সিস্টেম
कूटलिखित आलेखिकी,কোডেড গ্রাফিক্স
कूटलिखित प्रतिबिम्ब स्थान,কোডেড ইমেজ স্পেস
कूटनिदेशी संप्रतीक,কোড ডিরেক্টিং চরিত্র
कूट लिखित क्रमादेश,কোডড প্রোগ্রাম
कूट लिखित निरूपण,কোডেড উপস্থাপনা
कूटलिखित विराम,কোডেড স্টপ
कूट अवयव,কোড উপাদান
कूटविस्तार संप्रतीक,কোড এক্সটেনশন চরিত্র
कूट फ्रेम,কোড ফ্রেম
कूट छिद्र,কোড হোল
कूट स्वतन्त्र आँकड़ा संचार,কোড-স্বতন্ত্র ডেটা যোগাযোগ
कूट स्वतन्त्र तंत्र,কোড-স্বতন্ত্র সিস্টেম
कूट स्वतंत्र तंत्र,"কোড-সংবেদনশীল সিস্টেম (= কোড-ইন- নির্ভরশীল
 পদ্ধতি)"
कूट कुंजी,কোড কী
कूट स्तर,কোড স্তর
कूट रेखा,কোড লাইন
कूट रेखा सूचक,কোড লাইন সূচক
कूट बिन्दु अनुवादक,কোড পয়েন্ট অনুবাদক
कूट स्थिति,কোড অবস্থান
कोडित्र,কোডার
कूटाश्रित तंत्र,কোড-সংবেদনশীল সিস্টেম (= কোড-নির্ভর সিস্টেম)
कूट समुच्चय,কোড সেট
कूट-पारदर्शी आँकड़ा संचार,কোড- স্বচ্ছ ডেটা যোগাযোগ
कूटाश्रित तंत्र,"কোড-স্বচ্ছ সিস্টেম (= কোড নির্ভর
 পদ্ধতি)"
कूट मान,কোড মান
कूट शब्द,কোড শব্দ
"कूटलेखन, कोडन",কোডিং
कूटलेखन जाँच,কোডিং চেক
कूटलेखन फार्म,কোডিং ফর্ম
कूटलेखन योजना,কোডিং স্কিম
कूटलेखन पर्ण,কোডিং শীট
गुणांक एकक,সহগ ইউনিট
संसक्त माडुलन तंत्र,সুসংগত মড্যুলেশন সিস্টেম
संसक्त प्रावस्था-विस्थापन कुंजीयन,সুসংগত ফেজ শিফট কীিং
"तथ' अवयव, संपात परिपथ",কাকতালীয় সার্কিট (= এবং উপাদান)
तथा' अवयव,কাকতালীয় উপাদান (= এবং উপাদান)
संपात त्रुटि,কাকতালীয় ত্রুটি
तथा' अवयव,কাকতালিক গেট (এবং উপাদান)
संपात-धारा वरण,কাকতালীয়-বর্তমান নির্বাচন
प्रारंभ दोष,ঠান্ডা দোষ
प्रारंभन,ঠান্ডা শুরু (= শুরু)
समानुक्रमण,কোলেট
समानुक्रमी अनुक्रम,কোলেটিং সিকোয়েন্স
समानुक्रमी शॉटन,কোলেটিং বাছাই
समानुक्रमित्र,কোলেটর
संघट्ट,সংঘর্ষ
स्तंभ,কলাম
स्तंभ द्विआधारी,কলাম বাইনারি
स्तंभ विस्थापन,কলাম সরানো
"संचय, संयोजन",সংমিশ্রণ
संयोजन परिपथ,"সংমিশ্রণমূলক
 সার্কিট"
संयोजन तर्क,"সংমিশ্রণমূলক
 যুক্তি"
संयोजन तर्क अवयव,"সংমিশ্রণমূলক
 যুক্তি উপাদান"
संयोजन नाभि,সংমিশ্রণ হাব
संयोजी जालक्रम,সংমিশ্রণ নেটওয়ার্ক
संयोजी परिपथ,"সংমিশ্রণ
 সার্কিট"
संयुक्त वितरण फ्रेम,"সম্মিলিত
 বিতরণ
 ফ্রেম"
संयुक्त शीर्ष,সম্মিলিত মাথা
संयुक्त पठन/लेखन शीर्ष,সম্মিলিত পড়ুন/লিখুন মাথা
संयुक्त केन्द्र,সম্মিলিত স্টেশন
संयोजक,কম্বাইনার
"समादेश, कमांड",কমান্ড
समादेश और नियंत्रण तंत्र,"কমান্ড এবং
 নিয়ন্ত্রণ ব্যবস্থা"
समादेश शृंखला,কমান্ড চেইন
समादेश नियंत्रण क्रमादेश,কমান্ড নিয়ন্ত্রণ প্রোগ্রাম
समादेशक द्विक शब्द,কমান্ড ডাবল ওয়ার্ড
समादेश प्रकार्य,কমান্ড ফাংশন
समादेश निर्वचक,কমান্ড দোভাষী
समादेश भाषा,কমান্ড ভাষা
समादेश सूची,কমান্ড তালিকা
समादेश नाम,কমান্ড নাম
समादेश सूचक,কমান্ড পয়েন্টার
समादेश संसाधन,"কমান্ড
 প্রক্রিয়াজাতকরণ"
समादेश संसाधित्र,কমান্ড প্রসেসর
समादेश पुनः प्रयास,কমান্ড পুনরায় চেষ্টা করুন
समादेश कथन,কমান্ড বিবৃতি
समादेश तंत्र,কমান্ড সিস্টেম
टिप्पणी,মন্তব্য
टिप्पणी क्षेत्र,মন্তব্য ক্ষেত্র
टिप्पणी कथन,মন্তব্য বিবৃতি
वाणिज्य अनुप्रयोग,বাণিজ্যিক আবেদন
वाणिज्य संप्रतीक,বাণিজ্যিক চরিত্র
वाणिज्य अनुदेश समुच्चय,বাণিজ্যিক নির্দেশাবলী সেট
सार्व क्षेत्र,সাধারণ এলাকা
सार्व खंडक,সাধারণ ব্লক
साधारण व्यवसायमूलक (कोबोल),সাধারণ ব্যবসায়-ভিত্তিক (সিওবিএল)
सार्ववाहक,সার্বজনীন বাহক
सार्ववाहक ब्यूरो,সাধারণ ক্যারিয়ার ব্যুরো
सार्व समादेश भाषा,সাধারণ কমান্ড ভাষা
सार्व संचार अनुकूलित्र,সাধারণ যোগাযোগ অ্যাডাপ্টার
सार्व नियंत्रण,সাধারণ নিয়ন্ত্রণ
सार्व नियंत्रण स्विचन व्यवस्था,সাধারণ নিয়ন্ত্রণ স্যুইচিং ব্যবস্থা
सार्व नियंत्र तंत्र,সাধারণ নিয়ন্ত্রণ ব্যবস্থা
सार्व त्रुटि,সাধারণ ত্রুটি
सार्व क्षेत्र,সাধারণ ক্ষেত্র
सार्व नाभि,সাধারণ হাব
सार्वभाषा,সাধারণ ভাষা
सार्वभाषा कूट,সাধারণ ভাষা কোড
सार्व नेमका,সাধারণ রুটিন
सार्व खंड़,সাধারণ বিভাগ
सार्व प्रक्रिया सामग्री,সাধারণ সফ্টওয়্যার
सार्व भंडारण क्षेत्र,সাধারণ স্টোরেজ অঞ্চল
सार्व लक्ष्य यंत्र,সাধারণ টার্গেট মেশিন
सार्व उपयोक्ता परिपथ,সাধারণ ব্যবহারকারী সার্কিট
सार्व उपयोक्ता जालक्रम,সাধারণ ব্যবহারকারী নেটওয়ার্ক
सामुदायिकता,সাম্প্রদায়িকতা
संचारी शब्द संसाधन उपकरण,ওয়ার্ড-প্রসেসিং সরঞ্জাম যোগাযোগ করা
संचार,যোগাযোগ
संचार अनुकूलित्र,যোগাযোগ অ্যাডাপ্টার
संचार प्रणाल,যোগাযোগ মাধ্যম
संचार सार्ववाहक,যোগাযোগ সাধারণ ক্যারিয়ার
संचार नियंत्रण संप्रतीक,যোগাযোগ নিয়ন্ত্রণ চরিত্র
संचार नियंत्रक,যোগাযোগ নিয়ামক
संचार नियंत्रक आसंधि,যোগাযোগ নিয়ামক নোড
संचार नियन्त्रण एकक,যোগাযোগ নিয়ন্ত্রণ ইউনিট
संचार आँकड़ा तंत्र,যোগাযোগ ডেটা সিস্টেম
संचार अंतरापृष्ठ,যোগাযোগ ইন্টারফেস
संचार लाइन,যোগাযোগ লাইন
संचार लाइन अनुकूलित्र,যোগাযোগ লাইন অ্যাডাপ্টার
संचार लाइन अभिलक्षण,যোগাযোগ লাইনের বৈশিষ্ট্য
संचार कड़ी,যোগাযোগ লিঙ্ক
संचार मिश्रण,যোগাযোগ মিশ্রণ
संचार विधा नियंत्रण,যোগাযোগ মোড নিয়ন্ত্রণ
संचार मोडेम,যোগাযোগ মডেম
संचार जालक्रम,যোগাযোগ নেটওয়ার্ক
संचार केन्द्र,যোগাযোগ কেন্দ্র
संचार अभिकलित्र,যোগাযোগ কম্পিউটার
संचार नियंत्रक,যোগাযোগ নিয়ামক
संचार उपग्रह,যোগাযোগ স্যাটেলাইট
संचार सुरक्षा उपकरण,যোগাযোগ সুরক্ষা সরঞ্জাম
संचार प्रक्रिया सामग्री,যোগাযোগ সফ্টওয়্যার
संचार उपतन्त्र,যোগাযোগ সাবসিস্টেম
संचार अंतक,যোগাযোগ টার্মিনাল
संचार सिद्धांत,যোগাযোগ তত্ত্ব
समुदाय स्वचालित केन्द्र,সম্প্রদায় স্বয়ংক্রিয় বিনিময়
समुदाय डायल कार्यालय,সম্প্রদায় ডায়াল অফিস
क्रम विनिमयक स्पंद,কমিটেটর পালস
संहनन कलन-विधि,কমপ্যাকশন অ্যালগরিদম
संपीडन प्रसारण,তুলনা করা
संपीडन प्रसारित्र,কম্প্যান্ডর
संपीडन प्रसारित्र पथभ्रंशन,কম্প্যান্ডর মিসট্র্যাকিং
सहचर भंडार पूर्तिकर,"সঙ্গী দোকান
 ব্যাকআপ"
"तुलनित्र, तुलनक",তুলনামূলক
तुलनक अन्वेषिका,তুলনামূলক তদন্ত
तुलनित्र,"তুলনা ইউনিট
 (= তুলনামূলক)"
तुलना संक्रिया,"তুলনা
 অপারেশন"
तुलना संकारक,"তুলনা
 অপারেটর"
तुलना परीक्षण,তুলনা পরীক্ষা
"सुसंगति, संगतता",সামঞ্জস্যতা
सुसंगति परीक्षण,সামঞ্জস্যতা পরীক্ষা
सुसंगत,উপযুক্ত
सुसंगत कालभागी तंत्र,"সামঞ্জস্যপূর্ণ সময়
 শেয়ারিং সিস্টেম"
अनुभाषण,সংকলন
अनुभाषण सहाय,সংকলন সহায়তা
अनुभाषण,সংকলন
अनुभाषण अवधि,সময়কাল সংকলন
अनुभआषण प्रावस्था,সংকলন পর্ব
अनुभाषक,সংকলক
अनुभाषक-अनुभाषक,সংকলক-সংকলক
अनुभाषक निर्देश तंत्र,সংকলক পরিচালনা ব্যবস্থা
अनुभाषक निर्देश,সংকলক নির্দেশিকা
अनुभाषक जनक,সংকলক জেনারেটর
अनुभाषक अंतरापृष्ठ,সংকলক ইন্টারফেস
अनुभाषक भाषा,সংকলক ভাষা
अनुभाषक विकल्प,সংকলক বিকল্প
अनुभाषण काल,সময় সংকলন
अनुभाषण काल निदानिकी,সময় ডায়াগনস্টিকস সংকলন করুন
अनुभाषण काल कथन,সময় বিবৃতি সংকলন করুন
अनुभाषण अवधि,সময়কাল সংকলন
अनुभाषण प्रावस्था,সংকলন পর্ব
अनुभाषक,সংকলন প্রোগ্রাম (= অভিযোগকারী)
अनुभाषण काल,সময় সংকলন
पूरक,পরিপূরক
पूरक संक्रिया,পরিপূরক অপারেশন
पूरक संकारक,পরিপূরক অপারেটর
पूरक आधार,পরিপূরক বেস
पूरकित संख्या-पद्धति,পরিপূরক সংখ্যা সিস্টেম
पूरकित्र,পরিপূরক
पूरकीकरण,পরিপূরক
नव-पूरक,পরিপূরক অন-নাইন
एक-पूरक,এক উপর পরিপূরক
दस-पूरक,পরিপূরক অন টেন
दो-पूरक,পরিপূরক অন-টু
संपूर्ण हस्तंगत,সম্পূর্ণ বহন
पूर्णता जाँच,সম্পূর্ণতা চেক
संपूर्ण संक्रिया,সম্পূর্ণ অপারেশন
संपूर्ण नेमका,সম্পূর্ণ রুটিন
पूर्ति कूट,সমাপ্তি কোড
सम्मिश्र अचर,জটিল ধ্রুবক
सम्मिश्र आंकड़,জটিল ডেটা
सम्मिश्र आँकड़ा प्रकार,জটিল ডেটা টাইপ
सम्मिश्र निर्णयन अनुकार,জটিল সিদ্ধান্ত গ্রহণ সিমুলেশন
जटिलता सिद्धांत,জটিলতা তত্ত্ব
सम्मिश्र संख्या,জটিল সংখ্যা
घटक,উপাদান
घटक पता,উপাদান ঠিকানা
घटक संसाधित्र,উপাদান প্রসেসর
संयुक्त कन्सोल,যৌগিক কনসোল
संयोजित परिपथ,কমপোজিটেড সার্কিট
संयुक्त बाह्य प्रतीक कोश,যৌগিক বাহ্যিক প্রতীক অভিধান
संयुक्त प्रतिरूपक,যৌগিক মডিউল
संयुक्त प्रतिरूपक आँकड़ा समुच्चय,যৌগিক মডিউল ডেটা সেট
संयुक्त संकारक,যৌগিক অপারেটর
संयोजन संचिका,রচনা ফাইল
संयुक्त प्रतिबंध,যৌগিক অবস্থা
संयुक्त तर्कसंगत अवयव,যৌগিক যৌক্তিক উপাদান
संयुक्त कथन,যৌগিক বিবৃতি
संपीडन,সংকুচিত
संपीडित्र,সংক্ষেপক
मध्यमार्गी जाल,সমঝোতা নেট
अभिकलनीयता,গণনাযোগ্যতা
अभिकलनीय फलन,গণনাযোগ্য ফাংশন
अभिकलन,গণনা
अभिकलनात्मक जटिलता,গণনীয় জটিলতা
अभिकलनात्मक भाषाविज्ञान,গণনীয় ভাষাতত্ত্ব
अभिकलनात्मक निदर्श,গণনা মডেল
अभिकलनात्मक स्थायित्व,গণনা স্থায়িত্ব
अभिकलन सीमित,গণনা সীমাবদ্ধ
अभिकलन विद्या,গণনা মোড
"कंप्यूटर, अभिकलित्र",কম্পিউটার
