Assamese,Kannada
ডাটা টেবুল,ಡೇಟಾ ಟೇಬಲ್
ডাটা টাৰ্মিনেল,ಡೇಟಾ ಟರ್ಮಿನಲ್
ডাটা ট্ৰান্সক্ৰিপচন,ಡೇಟಾ ಪ್ರತಿಲೇಖನ
ডাটা ট্ৰেন্সফাৰ,ಡೇಟಾ ವರ್ಗಾವಣೆ
ডাটা ট্ৰেন্সমিছন,ಡೇಟಾ ಪ್ರಸರಣ
ডাটা ট্ৰেন্সমিছন চেনেল,ಡೇಟಾ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಚಾನಲ್
তথ্যৰ ধৰণ,ಡೇಟಾ ಪ್ರಕಾರ
ডাটা ইউনিট,ಡೇಟಾ ಘಟಕ
তথ্য বৈধকৰণ,ಡೇಟಾ ಮೌಲ್ಯೀಕರಣ
ডাটাবেছ,ಡೇಟಾಬೇಸ್
ডাটাবেছ প্ৰশাসন,ಡೇಟಾಬೇಸ್ ಆಡಳಿತ
ডাটাবেছ ডিজাইন,ಡೇಟಾಬೇಸ್ ವಿನ್ಯಾಸ
ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা,ಡೇಟಾಬೇಸ್ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ
ডাটাগ্ৰাভ,ಡಾಟಾಗ್ರಾವ್
ডাটাম,ದತ್ತಾಂಶ
ডেড জ&#39;ন,ಸತ್ತ ವಲಯ
ডেডলক,ಬಿಕ್ಕಟ್ಟು
ডেডলক প্ৰতিৰোধ,ಡೆಡ್ಲಾಕ್ ತಡೆಗಟ್ಟುವಿಕೆ
ডিবাগ কৰক,ಡೀಬಗ್
সিদ্ধান্ত বাকচ,ನಿರ್ಧಾರ ಪೆಟ್ಟಿಗೆ
সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া,ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ
সিদ্ধান্ত সমৰ্থন ব্যৱস্থা,ನಿರ್ಧಾರ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ
সিদ্ধান্ত গছ,ನಿರ್ಧಾರ ಮರ
ডিকোডাৰ,ಡಿಕೋಡರ್
পচন নীতি,ವಿಘಟನೆಯ ತತ್ವ
ডিক্ৰিপচন,ಡೀಕ್ರಿಪ್ಶನ್
ডেডিকেটেড চেনেল,ಮೀಸಲಾದ ಚಾನಲ್
নিবেদিত বন্দৰ,ಮೀಸಲಾದ ಬಂದರು
প্ৰতিৰক্ষা ডাটা নেটৱৰ্ক (DDN),ರಕ್ಷಣಾ ದತ್ತಾಂಶ ಜಾಲ (DDN)
প্ৰতিৰক্ষা তথ্য ব্যৱস্থা,ರಕ್ಷಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
ডিফ্ৰেগমেণ্টেচন,ಡಿಫ್ರಾಗ್ಮೆಂಟೇಶನ್
পলম কৰা,ವಿಳಂಬ
বিলম্ব কাউণ্টাৰ,ವಿಳಂಬ ಕೌಂಟರ್
বিলম্বৰ সময়,ವಿಳಂಬ ಸಮಯ
বিলোপ,ಅಳಿಸಿ
ডিলিচন ৰেকৰ্ড,ಅಳಿಸುವಿಕೆ ದಾಖಲೆ
সীমা নিৰ্ধাৰণকাৰী,ಡಿಲಿಮಿಟರ್
ডেল্টা মডুলেচন,ಡೆಲ್ಟಾ ಮಾಡ್ಯುಲೇಶನ್
ডিমাণ্ড পেজিং,ಬೇಡಿಕೆ ಪೇಜಿಂಗ್
ডেমো,ಡೆಮೊ
ডিমডুলেচন,ಡಿಮೋಡ್ಯುಲೇಶನ್
ডিমাল্টিপ্লেক্সাৰ,ಡಿಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್
ডিনৰ্মেলাইজেচন,ಅಸಾಧಾರಣೀಕರಣ
ঘনত্ব,ಸಾಂದ್ರತೆ
নিৰ্ভৰশীলতা,ಅವಲಂಬನೆ
নিৰ্ভৰশীল একক,ಅವಲಂಬಿತ ಘಟಕ
ডিকিউ,ಡಿಕ್ಯೂ
ডিৰেফাৰেন্সিং,ಅವಲಂಬನೆ
ব্যুৎপত্তি গছ,ವ್ಯುತ್ಪನ್ನ ಮರ
ব্যুৎপত্তি কৰা ক্ষেত্ৰ,ಪಡೆದ ಕ್ಷೇತ್ರ
অৱনমিত সজাই পৰাই তোলা,ಅವರೋಹಣ ರೀತಿಯ
ডিজাইন,ವಿನ್ಯಾಸ
ডেস্ক কেলকুলেটৰ,ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್
ডেস্ক টপ কম্পিউটাৰ,ಡೆಸ್ಕ್ ಟಾಪ್ ಕಂಪ್ಯೂಟರ್
ডেস্কটপ উপস্থাপন,ಡೆಸ್ಕ್ಟಾಪ್ ಪ್ರಸ್ತುತಿ
ডেস্কটপ প্ৰকাশন (DTP),ಡೆಸ್ಕ್‌ಟಾಪ್ ಪಬ್ಲಿಷಿಂಗ್ (ಡಿಟಿಪಿ)
ডেস্কটপ ভিডিঅ&#39;,ಡೆಸ್ಕ್ಟಾಪ್ ವೀಡಿಯೊ
গন্তব্যস্থানৰ ঠিকনা,ತಲುಪಬೇಕಾದ ವಿಳಾಸ
ধ্বংসকাৰী,ವಿಧ್ವಂಸಕ
ডিটাৰ্মিনিষ্ট্ৰিক অটোমেটসমূহ,ಡಿಟರ್ಮಿನಿಸ್ಟ್ರಿಕ್ ಆಟೊಮ್ಯಾಟ್‌ಗಳು
ডেভেলপাৰ,ಡೆವಲಪರ್
উন্নয়ন ব্যৱস্থা,ಅಭಿವೃದ್ಧಿ ವ್ಯವಸ್ಥೆ
ডিভাইচ,ಸಾಧನ
ডিভাইচ নিয়ন্ত্ৰণ একক,ಸಾಧನ ನಿಯಂತ್ರಣ ಘಟಕ
ডিভাইচ নিয়ন্ত্ৰক,ಸಾಧನ ನಿಯಂತ್ರಕ
ডিভাইচ ব্যৱস্থাপনা,ಸಾಧನ ನಿರ್ವಹಣೆ
ডিভাইচ ধৰণ,ಸಾಧನ ಮೋಡ್
নিদান,ರೋಗನಿರ್ಣಯ
ডায়েগনষ্টিক চিষ্টেম,ರೋಗನಿರ್ಣಯ ವ್ಯವಸ್ಥೆ
ডায়েগনষ্টিকছ,ರೋಗನಿರ್ಣಯ
ডায়েগ্ৰাম,ರೇಖಾಚಿತ್ರ
ডায়েল কৰক,ಡಯಲ್ ಮಾಡಿ
ডায়েল লাইন,ಡಯಲ್ ಲೈನ್
ডায়েল টোন,ಡಯಲ್ ಟೋನ್
ডায়েল আপ কৰক,ಡಯಲ್ ಅಪ್ ಮಾಡಿ
সংলাপ,ಸಂವಾದ
সংলাপ বাকচ,ಸಂವಾದ ಪೆಟ್ಟಿಗೆ
ডায়েলআপ মডেম,ಡಯಲಪ್ ಮೋಡೆಮ್
ব্যাস,ವ್ಯಾಸ
অভিধান,ನಿಘಂಟು
পাৰ্থক্য,ವ್ಯತ್ಯಾಸ
ডিজিটেল,ಡಿಜಿಟಲ್
ডিজিটেল চেনেল,ಡಿಜಿಟಲ್ ಚಾನಲ್
ডিজিটেল বৰ্তনী,ಡಿಜಿಟಲ್ ಸರ್ಕ್ಯೂಟ್
ডিজিটেল কম্পিউটাৰ,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
ডিজিটেল ডাটা,ಡಿಜಿಟಲ್ ಡೇಟಾ
ডিজিটেল সুবিধা,ಡಿಜಿಟಲ್ ಸೌಲಭ್ಯ
ডিজিটেল ফিল্টাৰ,ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್
ডিজিটেল লাইব্ৰেৰী,ಡಿಜಿಟಲ್ ಲೈಬ್ರರಿ
ডিজিটেল মডুলেচন,ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಶನ್
ডিজিটেল মনিটৰ,ಡಿಜಿಟಲ್ ಮಾನಿಟರ್
ডিজিটেল ছবি,ಡಿಜಿಟಲ್ ಚಿತ್ರ
ডিজিটেল স্বাক্ষৰ,ಡಿಜಿಟಲ್ ಸಹಿ
ডিজিটেল চুইচ,ಡಿಜಿಟಲ್ ಸ್ವಿಚ್
ডিজিটেলৰ পৰা এনালগলৈ (D/A) ৰূপান্তৰক,ಡಿಜಿಟಲ್ ಟು ಅನಲಾಗ್ (D/A) ಪರಿವರ್ತಕ
ডিজিটাইজেচন,ಡಿಜಿಟಲೀಕರಣ
ডিজিটেলাইজ কৰক,ಡಿಜಿಟೈಜ್ ಮಾಡಿ
ডিজিটাইজাৰ,ಡಿಜಿಟೈಸರ್
ডাইঅ&#39;ড,ಡಯೋಡ್
পোনপটীয়া,ನೇರ
প্ৰত্যক্ষ ঠিকনা,ನೇರ ವಿಳಾಸ
প্ৰত্যক্ষ ৰূপান্তৰ,ನೇರ ಪರಿವರ್ತನೆ
প্ৰত্যক্ষ সংযোজন,ನೇರ ಜೋಡಣೆ
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)
প্ৰত্যক্ষ স্মৃতিশক্তি প্ৰৱেশ (DMA),ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)
প্ৰত্যক্ষ পদ্ধতি,ನೇರ ವಿಧಾನ
নিৰ্দেশনা,ನಿರ್ದೇಶನ
ডাইৰেকটৰী,ಡೈರೆಕ್ಟರಿ
ডাইৰেকটৰি চাৰ্ভাৰ,ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್
ডাইৰেকটৰি সেৱা,ಡೈರೆಕ್ಟರಿ ಸೇವೆ
অক্ষম,ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು
সংকেত নিষ্ক্ৰিয় কৰা,ಸಂಕೇತವನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವುದು
সংযোগ বিচ্ছিন্ন কৰক,ಸಂಪರ್ಕ ಕಡಿತಗೊಳಿಸಿ
বিচ্ছিন্ন,ಪ್ರತ್ಯೇಕವಾದ
ডিস্ক,ಡಿಸ್ಕ್
ডিষ্কৰ ঠিকনা,ಡಿಸ್ಕ್ ವಿಳಾಸ
ডিষ্ক এৰে,ಡಿಸ್ಕ್ ಅರೇ
ডিষ্কৰ ক্ষমতা,ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ
ডিষ্ক ড্ৰাইভ,ಡಿಸ್ಕ್ ಡ್ರೈವ್
ডিষ্ক নথিপত্ৰ,ಡಿಸ್ಕ್ ಫೈಲ್
ডিষ্ক মেমৰি,ಡಿಸ್ಕ್ ಮೆಮೊರಿ
ডিষ্ক কাৰ্য্যকৰপ্ৰণালী (DOS),ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DOS)
ডিষ্ক পেক,ಡಿಸ್ಕ್ ಪ್ಯಾಕ್
ডিষ্ক চাৰ্ভাৰ,ಡಿಸ್ಕ್ ಸರ್ವರ್
ডিষ্ক সংৰক্ষণ,ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ
ডিস্কেট,ಡಿಸ್ಕೆಟ್
ফাইল প্ৰদৰ্শন কৰক,ಪ್ರದರ್ಶನ ಫೈಲ್
ছবি প্ৰদৰ্শন কৰক,ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ
নিষ্পত্তি,ವಿಲೇವಾರಿ
দূৰত্ব,ದೂರ
দূৰত্বৰ ফলন,ದೂರ ಕಾರ್ಯ
বিকৃতি,ಅಸ್ಪಷ್ಟತೆ
বিতৰণ কৰা হৈছে,ವಿತರಣೆ
বিতৰণ কৰা তথ্য,ವಿತರಿಸಿದ ಡೇಟಾ
বিতৰণ কৰা চাৰ্ভাৰ,ವಿತರಿಸಿದ ಸರ್ವರ್
বিতৰণ কৰা ব্যৱস্থা,ವಿತರಿಸಿದ ವ್ಯವಸ್ಥೆ
বিতৰণমূলক,ವಿತರಕ
নথিপত্ৰ,ದಾಖಲೆ
নথিপত্ৰ উদ্ধাৰ কৰা হৈছে,ಡಾಕ್ಯುಮೆಂಟ್ ಹಿಂಪಡೆಯಲಾಗಿದೆ
নথিপত্ৰ উইন্ডো,ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ
নথিপত্ৰ,ದಸ್ತಾವೇಜನ್ನು
ডমেইন,ಡೊಮೇನ್
ডমেইনৰ নাম,ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು
ডট মেট্ৰিক্স প্ৰিন্টাৰ,ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್
তললৈ,ಕೆಳಗೆ
ডাউন লিংক,ಕೆಳಗೆ ಲಿಂಕ್
ডাউন লোডিং,ಡೌನ್ ಲೋಡ್ ಆಗುತ್ತಿದೆ
ডাউন টাইম,ಕಡಿಮೆ ಸಮಯ
ড্ৰেগিং কৰা,ಎಳೆಯುವುದು
DRAM (ডাইনামিক ৰেম),DRAM (ಡೈನಾಮಿಕ್ RAM)
ড্ৰিফ্ট,ಡ್ರಿಫ್ಟ್
ড্ৰাইভাৰ,ಚಾಲಕ
টোপাল,ಬಿಡಿ
ড্ৰপ ডাউন তালিকা বাকচ,ಡ್ರಾಪ್ ಡೌನ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್
ড্ৰাম ড্ৰাইভ,ಡ್ರಮ್ ಡ್ರೈವ್
ড্ৰাম প্ৰিন্টাৰ,ಡ್ರಮ್ ಪ್ರಿಂಟರ್
ড্ৰাম ইউনিট,ಡ್ರಮ್ ಘಟಕ
দ্বৈত,ದ್ವಂದ್ವ
দ্বৈত ঘনত্ব,ಉಭಯ ಸಾಂದ್ರತೆ
ডামি ঠিকনা,ನಕಲಿ ವಿಳಾಸ
ভাণ্ডাৰ,ಡಂಪ್
ডুপ্লেক্স বৰ্তনী,ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಸರ್ಕ್ಯೂಟ್
ডুপ্লেক্সিং,ಡ್ಯುಪ್ಲೆಕ್ಸಿಂಗ್
ডুপ্লিকেট কৰক,ನಕಲು
ডিভিডি R/W,DVD R/W
DVD ROM,ಡಿವಿಡಿ ರಾಮ್
গতিশীল নিৰ্দেশনা,ಡೈನಾಮಿಕ್ ಸೂಚನೆ
গতিশীল স্মৃতিশক্তি,ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ
গতিশীলতা,ಡೈನಾಮಿಕ್ಸ್
ইবিচিডিআইচি,EBCDIC
ই-ব্যৱসায়,ಇ-ವ್ಯವಹಾರ
প্ৰতিধ্বনি,ಪ್ರತಿಧ್ವನಿ
ই-কমাৰ্চ,ಇ-ಕಾಮರ್ಸ್
সম্পাদনা কৰক,ತಿದ್ದು
সম্পাদক,ಸಂಪಾದಕ
শৈক্ষিক প্ৰযুক্তি,ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ
ইইপি ৰম,ಇಇಪಿ ರೋಮ್
ফলপ্ৰসূ ঠিকনা (ভাসমান ঠিকনা),ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ (ತೇಲುವ ವಿಳಾಸ)
ফলপ্ৰসূ অপাৰেণ্ড ঠিকনা,ಪರಿಣಾಮಕಾರಿ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ
ফলপ্ৰসূ পদ্ধতি,ಪರಿಣಾಮಕಾರಿ ವಿಧಾನ
ফলপ্ৰসূ UID (ব্যৱহাৰকাৰী চিনাক্তকৰণ),ಪರಿಣಾಮಕಾರಿ UID (ಬಳಕೆದಾರ ಗುರುತಿಸುವಿಕೆ)
ফলপ্ৰসূ সংক্ৰমণ অপাৰেণ্ড,ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯ
আঠ-বিট বাইট,ಎಂಟು-ಬಿಟ್ ಬೈಟ್
ই-লাৰ্নিং,ಇ ಕಲಿಕೆ
নিৰ্বাচন-algirthm,ಚುನಾವಣಾ ಅಲ್ಜಿರ್ತಮ್
বৈদ্যুতিক মেইলিং (ই-মেইল),ಎಲೆಕ್ಟ್ರಿಕ್ ಮೇಲಿಂಗ್ (ಇ-ಮೇಲ್)
বৈদ্যুতিক প্ৰিন্টাৰ,ವಿದ್ಯುತ್ ಮುದ್ರಕ
বৈদ্যুতিক একাউণ্টিং মেচিন,ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ
ইলেক্ট্ৰনিক,ಎಲೆಕ್ಟ್ರಾನಿಕ್
ইলেক্ট্ৰনিক ক্লিয়াৰেন্স চিষ্টেম (ECS),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕ್ಲಿಯರೆನ್ಸ್ ಸಿಸ್ಟಮ್ (ECS)
ইলেক্ট্ৰনিক ডাটা বিনিময় (EDI),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಇಂಟರ್ಚೇಂಜ್ (EDI)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
ইলেক্ট্ৰনিক ফাইলিং,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫೈಲಿಂಗ್
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಹಣ ವರ್ಗಾವಣೆ ವ್ಯವಸ್ಥೆ (EFTS)
ইলেক্ট্ৰনিক জাৰ্নেল,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ನಿಯತಕಾಲಿಕಗಳು
ইলেক্ট্ৰনিক প্ৰকাশন,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಾಶನ
ইলেক্ট্ৰনিক চুইচ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್
উপাদান,ಅಂಶ
ই-মেইল,ಇಮೇಲ್
ই-মেইল ঠিকনা,ಇಮೇಲ್ ವಿಳಾಸ
এম্বেডেড চিস্টেম,ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್
এম্বেডিং,ಎಂಬೆಡಿಂಗ್
এমিটাৰ কাপল লজিক (ECL),ಹೊರಸೂಸುವ ಜೋಡಿ ತರ್ಕ (ECL)
খালী ষ্টেক,ಖಾಲಿ ಸ್ಟಾಕ್
খালী ষ্ট্ৰিং,ಖಾಲಿ ಸ್ಟ್ರಿಂಗ್
অনুকৰণ,ಅನುಕರಣೆ
এনকেপচুলেচন,ಆವರಿಸುವಿಕೆ
encipher,ಎನ್ಸೈಫರ್
এনকোড কৰক,ಎನ್ಕೋಡ್
এনকোডাৰ,ಎನ್ಕೋಡರ್
এনক্ৰেপ্ট কৰা তথ্য,ಎನ್‌ಕ್ರಿಪ್ಟ್ ಮಾಡಿದ ಡೇಟಾ
নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা,ಎನ್ಕ್ರಿಪ್ಟಿಂಗ್ ಫೈಲ್ ಸಿಸ್ಟಮ್
এনক্ৰিপচন,ಗೂಢಲಿಪೀಕರಣ
ব্লকৰ শেষ,ಬ್ಲಾಕ್ನ ಅಂತ್ಯ
ফাইলৰ শেষ (EOF),ಕಡತದ ಅಂತ್ಯ (EOF)
শেষ ব্যৱহাৰকাৰী,ಬಳಕೆದಾರ
প্ৰৱেশ কৰা,ನಮೂದಿಸಿ
এণ্টাৰ-কি,ನಮೂದಿಸಿ-ಕೀಲಿ
এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ,ಎಂಟರ್ಪ್ರೈಸ್ ಸರ್ವರ್
উদ্যোগ ব্যৱস্থা,ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ
সত্তা,ಘಟಕ
সত্তা-সম্পৰ্ক,ಅಸ್ತಿತ್ವ-ಸಂಬಂಧ
প্ৰৱেশৰ সময়,ಪ್ರವೇಶ ಸಮಯ
প্ৰৱেশ চলক,ಪ್ರವೇಶ ವೇರಿಯಬಲ್
গণনাযোগ্য,ಎಣಿಸಬಹುದಾದ
পৰিৱেশ,ಪರಿಸರ
যুগ,ಯುಗ
EPROM,EPROM
এপ্সিলন বন্ধ কৰা,ಎಪ್ಸಿಲಾನ್ ಮುಚ್ಚುವಿಕೆ
ইকুৱেলাইজাৰ,ಈಕ್ವಲೈಜರ್
সঁজুলি,ಉಪಕರಣ
সমতুল্যতা শ্ৰেণী,ಸಮಾನತೆಯ ವರ್ಗ
সমতুল্যতা সম্পৰ্ক,ಸಮಾನತೆಯ ಸಂಬಂಧ
মচি পেলাওক,ಅಳಿಸಿಹಾಕು
ক&#39;ড সংশোধন কৰাত ত্ৰুটি,ಕೋಡ್ ಸರಿಪಡಿಸುವಲ್ಲಿ ದೋಷ
ভুল সংশোধন,ದೋಷ ತಿದ್ದುಪಡಿ
ভুল ধৰা পেলোৱা,ದೋಷ ಪತ್ತೆ
ভুল নিয়ন্ত্ৰণ,ದೋಷ ನಿರ್ವಹಣೆ
ভুল বাৰ্তা,ತಪ್ಪು ಸಂದೇಶ
ভুলৰ হাৰ,ದೋಷ ದರ
ত্ৰুটি পুনৰুদ্ধাৰ,ದೋಷ ಚೇತರಿಕೆ
ভুল ৰুটিন,ದೋಷ ದಿನಚರಿ
পলায়ন চৰিত্ৰ,ಪಾರು ಪಾತ್ರ
ইথাৰনেট,ಈಥರ್ನೆಟ್
কাৰ্যক্ৰম,ಘಟನೆ
ইভেন্ট শৃংখল,ಈವೆಂಟ್ ಸರಣಿ
ইভেন্ট নিয়ন্ত্ৰণ,ಈವೆಂಟ್ ನಿಯಂತ್ರಣ
ইভেন্ট কাউণ্টাৰ,ಈವೆಂಟ್ ಕೌಂಟರ್
ব্যতিক্ৰম নিয়ন্ত্ৰণ,ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ
বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ,ಬದಲಾಯಿಸಬಹುದಾದ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ
বৰ্জন,ಹೊರಗಿಡುವಿಕೆ
একচেটিয়া বা (XOR),ವಿಶೇಷ ಅಥವಾ (XOR)
এক্সিকিউটেবল প্ৰগ্ৰেম,ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ
কাৰ্য্যবাহী বিবৃতি,ಕಾರ್ಯಕಾರಿ ಹೇಳಿಕೆ
বিস্তৃত অনুসন্ধান,ಸಮಗ್ರ ಹುಡುಕಾಟ
উপলব্ধ,ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ
প্ৰস্থান,ನಿರ್ಗಮಿಸಿ
বিশেষজ্ঞ ব্যৱস্থা,ತಜ್ಞ ವ್ಯವಸ್ಥೆ
অভিব্যক্তি,ಅಭಿವ್ಯಕ್ತಿ
সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA),ವಿಸ್ತೃತ ಗ್ರಾಫಿಕ್ ಅರೇ (XGA)
বৰ্ধিত উদ্যোগ মানদণ্ড (EIS),ವಿಸ್ತೃತ ಉದ್ಯಮ ಗುಣಮಟ್ಟ (EIS)
বৰ্ধিত মেচিন,ವಿಸ್ತೃತ ಯಂತ್ರ
বৰ্ধিত স্মৃতিশক্তি,ವಿಸ್ತೃತ ಸ್ಮರಣೆ
বৰ্ধিত নিখুঁততা,ವಿಸ್ತೃತ ನಿಖರತೆ
বৰ্ধিত সজাই পৰাই তোলা,ವಿಸ್ತೃತ ವಿಂಗಡಣೆ
বাহ্যিক কল,ಬಾಹ್ಯ ಕರೆ
বাহ্যিক ভুল,ಬಾಹ್ಯ ದೋಷ
বাহ্যিক কাৰ্য্য,ಬಾಹ್ಯ ಕಾರ್ಯ
বাহ্যিক বাধা,ಬಾಹ್ಯ ಅಡಚಣೆ
বাহ্যিক স্মৃতিশক্তি,ಬಾಹ್ಯ ಸ್ಮರಣೆ
বাহ্যিক স্মৃতিশক্তি,ಬಾಹ್ಯ ಸ್ಮರಣೆ
বাহ্যিক মডেম,ಬಾಹ್ಯ ಮೋಡೆಮ್
বাহ্যিক উল্লেখ,ಬಾಹ್ಯ ಉಲ್ಲೇಖ
বাহ্যিক অনুসন্ধান,ಬಾಹ್ಯ ಹುಡುಕಾಟ
বাহ্যিক সংৰক্ষণ ডিভাইচ,ಬಾಹ್ಯ ಶೇಖರಣಾ ಸಾಧನ
নিষ্কাশন,ಹೊರತೆಗೆಯುವಿಕೆ
বহিঃপ্ৰক্ষেপণ,ಹೊರತೆಗೆಯುವಿಕೆ
মুখ-আখৰ প্ৰিন্টাৰ,ಮುಖ ಅಕ್ಷರ ಮುದ್ರಕ
বিফল-নিৰাপদ কাৰ্য্য,ವಿಫಲ-ಸುರಕ್ಷಿತ ಕಾರ್ಯಾಚರಣೆ
বিফলতাৰ হাৰ,ವಿಫಲತೆಯ ದರ
বিফলতা পুনৰুদ্ধাৰ,ವೈಫಲ್ಯ ಚೇತರಿಕೆ
মিছা ক&#39;ড,ತಪ್ಪು ಕೋಡ್
মিছা ভুল,ತಪ್ಪು ದೋಷ
ফেন-ইন,ಫ್ಯಾನ್-ಇನ್
ফেন-আউট,ಫ್ಯಾನ್ ಔಟ್
fascimile I/O ডিভাইচ,ಫ್ಯಾಸಿಮೈಲ್ I/O ಸಾಧನ
দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT),ವೇಗದ ಫೋರಿಯರ್ ರೂಪಾಂತರ (FFT)
মাৰাত্মক ভুল,ಗಂಭೀರವಾದ ತಪ್ಪು
ত্ৰুটি ধৰা পেলোৱা,ದೋಷ ಪತ್ತೆ
দোষ নিদান,ದೋಷ ರೋಗನಿರ್ಣಯ
দোষ সহনশীলতা,ದೋಷಸಹಿಷ್ಣುತೆ
ফেক্স,ಫ್ಯಾಕ್ಸ್
ফেক্স বাৰ্তা,ಫ್ಯಾಕ್ಸ್ ಸಂದೇಶ
এফ ডি চি,FDC
বৈশিষ্ট্য ধৰা পেলোৱা,ವೈಶಿಷ್ಟ್ಯ ಪತ್ತೆ
ফিড চক্ৰ,ಆಹಾರ ಚಕ್ರ
মতামত,ಪ್ರತಿಕ್ರಿಯೆ
ফিডাৰ,ಫೀಡರ್
লৈ অনা,ತರಲು
fibonacci অনুসন্ধান,ಫಿಬೊನಾಕಿ ಹುಡುಕಾಟ
fibonacci ক্ৰম,ಫಿಬೊನಾಕಿ ಅನುಕ್ರಮ
fibonacci শৃংখলা,ಫಿಬೊನಾಕಿ ಸರಣಿ
ফাইবাৰ অপটিক্স,ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್
ফিডো নেট,ಫಿಡೋ ನಿವ್ವಳ
ক্ষেত্ৰ,ಕ್ಷೇತ್ರ
পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ,ಐದನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್‌ಗಳು
ফাইল,ಕಡತ
ফাইল অভিগম পদ্ধতি,ಫೈಲ್ ಪ್ರವೇಶ ವಿಧಾನ
ফাইল আবণ্টন টেবুল,ಫೈಲ್ ಹಂಚಿಕೆ ಕೋಷ್ಟಕ
ফাইল সংকোচন,ಫೈಲ್ ಕಂಪ್ರೆಷನ್
ফাইল কপি কৰা,ಫೈಲ್ ನಕಲು
ফাইল বিন্যাস,ಫೈಲ್ ಲೇಔಟ್
ফাইল মাৰ্জ কৰক,ಫೈಲ್ ವಿಲೀನ
ফাইল পুনৰুদ্ধাৰ,ಫೈಲ್ ಚೇತರಿಕೆ
নথিপত্ৰ সংৰক্ষণ,ಫೈಲ್ ಸಂಗ್ರಹಣೆ
নথিপত্ৰ গঠন,ಫೈಲ್ ರಚನೆ
নথিপত্ৰপ্ৰণালী,ಕಡತ ವ್ಯವಸ್ಥೆ
