Malayalam,Telugu
ഡൈനാമിക് സ്റ്റോപ്പ്,డైనమిక్ స్టాప్
ചലനാത്മക സംഭരണം,డైనమిక్ నిల్వ
"ചലനാത്മക സംഭരണം
 പങ്കുവയ്ക്കല്","డైనమిక్ నిల్వ
 కేటాయింపు"
"ചലനാത്മക
 ഉറക്കുഴൂട്ട","డైనమిక్
 సబ్‌ట్రౌటిన్"
"ചലനാത്മക പിന്തുണ
 ഏര്പ്പാട്","డైనమిక్ మద్దతు
 వ్యవస్థ"
"ഡൈനാമിക് സിസ്റ്റം
 മാതൃക","డైనమిక్ సిస్టమ్
 మోడల్"
"ചലനാത്മക വെർച്വൽ
 മെമ്മറി സംവിധാനം","డైనమిక్ వర్చువల్
 మెమరీ సిస్టమ్"
എക്കോ പരിശോധന,ఎకో చెక్
എക്കോ അടിച്ചമർ,ఎకో సప్రెసర్
"സാമ്പത്തികസ്ഥരം
 അപേക്ഷ","ఎకోనొమెట్రిక్
 అప్లికేషన్"
"സാമ്പത്തികസ്ഥരം
 മാതൃക","ఎకోనొమెట్రిక్
 మోడల్"
"സാന്വത്തികമായ
 അപേക്ഷ","ఆర్థిక
 అప్లికేషన్"
"സാമ്പത്തിക ശാസ്ത്രം
 കമ്പ്യൂട്ടിംഗ്","ఆర్థిక శాస్త్రం
 కంప్యూటింగ్"
"സാമ്പത്തിക ശാസ്ത്രം
 കമ്പ്യൂട്ടിംഗ്
 നെറ്റ്വർക്ക്","ఆర్థిక శాస్త్రం
 కంప్యూటింగ్
 నెట్‌వర్క్"
അറ്റം,అంచు
എഡ്ജ് നോക്കിലെ കാർഡ്,ఎడ్జ్ నోచ్డ్ కార్డ్
എഡ്ജ് പഞ്ച് കാർഡ്,ఎడ్జ్ పంచ్ కార్డ్
തിരുത്തുക,సవరణ
"തിരുത്തുക സംവിധാനം
 പകർച്ച","సవరణ దర్శకత్వం
 ప్రసార"
എഡിറ്റുചെയ്ത പകർപ്പ്,సవరించిన కాపీ
എഡിറ്റിംഗ് പ്രതീകം,క్యారెక్టర్ ఎడిటింగ్
ഡാറ്റ എഡിറ്റുചെയ്യുന്നു,డేటాను సవరించడం
"എഡിറ്റിംഗ്
 വിവരം","ఎడిటింగ్
 సమాచారం"
എഡിറ്റിംഗ് സെഷൻ,ఎడిటింగ్ సెషన్
എഡിറ്റിംഗ് സ്റ്റേറ്റ്മെന്റ്,ఎడిటింగ్ స్టేట్మెంట్
എഡിറ്റിംഗ് ചിഹ്നം,సవరణ చిహ్నం
പതിപ്പ് നമ്പർ,ఎడిషన్ సంఖ్య
മോഡ് എഡിറ്റുചെയ്യുക,మోడ్ సవరణ
എഡിറ്റർ,ఎడిటర్
എഡിറ്റർ സവിശേഷത,ఎడిటర్ ఫీచర్
"എഡിറ്റർ മൈക്രോ
 കന്വൂട്ടര്","ఎడిటర్ మైక్రో
 కంప్యూటర్"
എഡിറ്റർ പ്രോഗ്രാം,ఎడిటర్ ప్రోగ్రామ్
ഘട്ടം എഡിറ്റുചെയ്യുക,దశను సవరించండి
"വിദ്യാഭ്യാസപത്രം
സാങ്കേതികവിദ","విద్య
సాంకేతికం"
എഡൽ കോരേറ്റ്,Edulcorate
ഫലപ്രദമായ ബൈറ്റ്,సమర్థవంతమైన బైట్
"ഫലപ്രദമായ ഡാറ്റ
 കൈമാറ്റ നിരക്ക്","ప్రభావవంతమైన డేటా
 బదిలీ రేటు"
"ഫലപ്രദമായ ഇരട്ട
 വാക്ക്","ప్రభావవంతమైన డబుల్
 పదం"
ഫലപ്രദമായ അർദ്ധ-വാക്ക്,సగం పదం ప్రభావవంతంగా ఉంటుంది
"സഫലമായ
 നിര്ദ്ദേശം","ప్రభావవంతమైనది
 సూచన"
"ഫലപ്രദമായ പ്രവർത്തനം
 അഭിസംബോധന ചെയ്യുക","ప్రభావవంతమైన ఒపెరాండ్
 చిరునామా"
"സഫലമായ
 ഗതി","ప్రభావవంతమైనది
 విధానం"
ഫലപ്രദമായ വേഗത,ప్రభావవంతమైన వేగం
"സഫലമായ
 പകർച്ച
 വേഗത","ప్రభావవంతమైనది
 ప్రసార
 వేగం"
ഫലപ്രദമായ വാക്ക്,ప్రభావవంతమైన పదం
"ഫലപ്രദമായ വാക്ക്
 സ്ഥാപിക്കല്","ప్రభావవంతమైన పదం
 స్థానం"
എട്ട് ബിറ്റ് ബൈറ്റ്,ఎనిమిది-బిట్ బైట్
"ഒരു രീതിയിലും
 വാര്ത്താവിനിമയം","ఎలాగైనా
 కమ్యూనికేషన్"
"ഒരു രീതിയിലും
 ശസ്തകിയ","ఎలాగైనా
 ఆపరేషన్"
പുറത്തുകടക്കുക,కీని తొలగించండి
ഇലാസ്റ്റിക് ബഫർ,సాగే బఫర్
"വൈദ്യുത
 അക്കൌണ്ടിംഗ്
 യന്തം","విద్యుత్
 అకౌంటింగ్
 యంత్రం"
"ഇലക്ട്രിക്കൽ സർക്യൂട്ട്
 വിശകലന പരിപാടി","ఎలక్ట్రికల్ సర్క్యూట్
 విశ్లేషణ కార్యక్రమం"
"വൈദ്യുതപരമായി
 മാറ്റം വരുത്തുന്നതിന് മെമ്മറി","విద్యుత్తు
 మార్చగల మెమరీ"
"വൈദ്യുതകാഗ്നെറ്റിക്
 അനുയോജ്യത","విద్యుదయస్కాంత
 అనుకూలత"
"വൈദ്യുതകാഗ്നെറ്റിക്
 കാലതാമസം","విద్యుదయస్కాంత
 సమయం ఆలస్యం"
"വൈദ്യുതകാഗ്നെറ്റിക്
 റിലേ ചെയ്യുക","విద్యుదయస్కాంత
 రిలే"
"ഇലക്ട്രോമെചാനിക്കൽ
 ഇംപാക്റ്റ് പ്രിന്റിംഗ്","ఎలెక్ట్రోమెకానికల్
 ఇంపాక్ట్ ప్రింటింగ్"
"ഇലക്ട്രോമെചാനിക്കൽ
 പ്ലെറ്റർ","ఎలెక్ట్రోమెకానికల్
 ప్లాటర్"
"ഇലക്ട്രോമെചാനിക്കൽ
 സ്കാൻ ചെയ്യുന്നു","ఎలెక్ట్రోమెకానికల్
 స్కానింగ్"
"ഇലക്ട്രോമെചാനിക്കൽ
 സംവിധാനം സ്വിച്ചുചെയ്യുന്നു","ఎలెక్ట్రోమెకానికల్
 స్విచింగ్ సిస్టమ్"
ഇലക്ട്രോമെചാനിക്കൽ കളിപ്പാട്ടം,ఎలెక్ట్రోమెకానికల్ బొమ్మ
"ഇലക്ട്രോൺ-ബീം
 റെക്കാര്ഡുചെയ്യല്","ఎలక్ట్రాన్-బీమ్
 రికార్డింగ్"
"ഇലക്ട്രോണിക്
 അക്കൌണ്ടിംഗ്
 യന്തം","ఎలక్ట్రానిక్
 అకౌంటింగ్
 యంత్రం"
"ഇലക്ട്രോണിക്
 ഓട്ടോമാറ്റിക്
 കൈമാറുക","ఎలక్ట్రానిక్
 ఆటోమేటిక్
 మార్పిడి"
"ഇലക്ട്രോണിക്
 കണക്കുകൂട്ടല് യന്തം","ఎలక్ట్రానిక్
 కాలిక్యులేటర్"
"ഇലക്ട്രോണിക് കാർഡ്
 പട്ടികയുണ്ടാക്കുക","ఎలక్ట్రానిక్ నగదు
 రిజిస్టర్"
"ഇലക്ട്രോണിക് ചാർട്ട്
 വായനക്കാരൻ","ఎలక్ట్రానిక్ చార్ట్
 రీడర్"
"ഇലക്ട്രോണിക് ഡാറ്റ
നടപടി","ఎలక్ట్రానిక్ డేటా
ప్రాసెసింగ్"
"ഇലക്ട്രോണിക് ഡാറ്റ
 നടപടി
 യന്തം","ఎలక్ట్రానిక్ డేటా
 ప్రాసెసింగ్
 యంత్రం"
"ഇലക്ട്രോണിക് ഡാറ്റ
 നടപടി
 ഏര്പ്പാട്","ఎలక్ట్రానిక్ డేటా
 ప్రాసెసింగ్
 వ్యవస్థ"
ഇലക്ട്രോണിക് പൂരിപ്പിക്കൽ,ఎలక్ట్రానిక్ ఫిల్లింగ్
"ഇലക്ട്രോണിക് ഫണ്ടുകൾ
 കൈമാറ്റം സിസ്റ്റം","ఎలక్ట్రానిక్ ఫండ్స్
 బదిలీ వ్యవస్థ"
ഇലക്ട്രോണിക് മെയിലിംഗ്,ఎలక్ట్రానిక్ మెయిలింగ్
"ഇലക്ട്രോണിക് സന്ദേശം
 സേവനം","ఎలక్ట్రానిక్ సందేశం
 సేవ"
"ഇലക്ട്രോണിക് സന്ദേശം
 ഏര്പ്പാട്","ఎలక్ట్రానిక్ సందేశం
 వ్యవస్థ"
ഇലക്ട്രോണിക് പ്രിന്റർ,ఎలక్ట్రానిక్ ప్రింటర్
ഇലക്ട്രോണിക് സ്കെയിലുകൾ,ఎలక్ట్రానిక్ ప్రమాణాలు
"ഇലക്ട്രോണിക്
 സ്ഥിതിവിവരമശാല
 യന്തം","ఎలక్ట్రానిక్
 గణాంక
 యంత్రం"
ഇലക്ട്രോണിക് സ്വിച്ച്,ఎలక్ట్రానిక్ స్విచ్
"ഇലക്ട്രോണിക്
 സംവിധാനം സ്വിച്ചുചെയ്യുന്നു","ఎలక్ట్రానిక్
 స్విచింగ్ సిస్టమ్"
"ഇലക്ട്രോണിക്
 വിവര്ത്തകന്","ఎలక్ట్రానిక్
 అనువాదకుడు"
ഇലക്ട്രോണിക് ട്യൂട്ടർ,ఎలక్ట్రానిక్ ట్యూటర్
"ഇലക്ട്രോസ്റ്റാറ്റിക്
 വ്യതിചലനം","ఎలెక్ట్రోస్టాటిక్
 విక్షేపం"
"ഇലക്ട്രോസ്റ്റാറ്റിക്
 പ്രിന്റർ","ఎలెక్ట్రోస్టాటిక్
 ప్రింటర్"
"ഇലക്ട്രോസ്റ്റാറ്റിക്
 അച്ചടി","ఎలెక్ట్రోస్టాటిక్
 ముద్రణ"
"ഇലക്ട്രോസ്റ്റാറ്റിക്
 ശേഖരണം","ఎలెక్ట్రోస్టాటిక్
 నిల్వ"
മൂലകം,మూలకం
പ്രാഥമിക ഇനം,ప్రాథమిక అంశం
"മൂലകം
 പ്രീറെസെയിവർ
 വിശകലന","ప్రాథమిక
 ప్రెసివర్ మరియు
 ఎనలైజర్"
"മൂലകം
 മുഖഭാവം","మూలకం
 వ్యక్తీకరణ"
മൂലകം സ്ട്രിംഗ്,ఎలిమెంట్ స్ట్రింగ్
"മൂലകം വേരിയബിൾ
എലിമിനേഷൻ ഘടകം","ఎలిమెంట్ వేరియబుల్
ఎలిమినేషన్ కారకం"
അല്ലെങ്കിൽ ക്ലോസ്,లేకపోతే నిబంధన
അല്ലെങ്കിൽ ക്ലോസ് വകുപ്പ്,లేకపోతే నిబంధన నియమం
ഉക്കോളജിക്കൽ,ధైర్యం
അടിയന്തര പരിപാലനം,అత్యవసర నిర్వహణ
"അടിയന്തരാവസ്ഥ
 പരിപാലനം
 കാലം","అత్యవసర పరిస్థితి
 నిర్వహణ
 సమయం"
"പുറപ്പെടുവിച്ചു
 തര്ക്കശാസ്തം","ఉద్గారిణి కపుల్డ్
 లాజిక్"
ശൂന്യമായ മാധ്യമം,ఖాళీ మాధ్యమం
ശൂന്യമായ സ്ട്രിംഗ്,ఖాళీ స్ట్రింగ్
അനുകലിക്കുക,అనుకరించే
അനുകലനം,ఎమ్యులేషన్
"എമുലേറ്റർ
 തലമുറ","ఎమ్యులేటర్
 తరం"
കഴിവുണ്ടാക്കുക,ఎనేబుల్
പ്രവർത്തനക്ഷമമുള്ള,ప్రారంభించబడింది
പ്രവർത്തനക്ഷമമാക്കിയ മൊഡ്യൂൾ,ప్రారంభించబడిన మాడ్యూల్
പ്രാപ്തമാക്കി പേജ് തെറ്റ്,ప్రారంభించబడిన పేజీ లోపం
പൾസ് പ്രവർത്തനക്ഷമമാക്കുക,పల్స్ ప్రారంభించండి
സിഗ്നൽ പ്രവർത്തനക്ഷമമാക്കുന്നു,సిగ్నల్‌ను ప్రారంభించడం
എസിഷർ,ఎన్‌సిఫర్
എമിസെറഡ് ഡാറ്റ,డేటాను ఎన్‌సిఫర్డ్
എൻകോഡ്,ఎన్కోడ్
എൻകോഡുചെയ്ത പോയിന്റ്,ఎన్కోడ్ పాయింట్
എൻകോഡുചെയ്ത ചോദ്യം,ఎన్కోడ్ చేసిన ప్రశ్న
എൻകോഡർ,ఎన్కోడర్
എൻക്രിപ്ഷൻ,గుప్తీకరణ
"ചുറ്റും അവസാനിക്കുക
 കടംവാങ്ങുക","చుట్టూ ముగుస్తుంది
 రుణం"
ചുറ്റും അവസാനിക്കുക,క్యారీ చుట్టూ ముగుస్తుంది
ഷിഫ്റ്റിന് ചുറ്റും അവസാനിക്കുക,షిఫ్ట్ చుట్టూ ముగుస్తుంది
അവസാന ഡാറ്റ ചിഹ്നം,డేటా చిహ్నాన్ని ముగించండి
അവസാനിപ്പിക്കൽ അവസാനിപ്പിക്കുക,తుది వక్రీకరణ
അവസാന ഉപകരണം,ముగింపు పరికరం
അവസാനം അടയാളപ്പെടുത്തുക,ముగింపు గుర్తు
വിലാസത്തിന്റെ അവസാനം,చిరునామా ముగింపు
ബ്ലോക്കിന്റെ അവസാനം,బ్లాక్ ముగింపు
"ഡാറ്റയുടെ അവസാനം
 സൂചകം","డేటా ముగింపు
 సూచిక"
അന്തിമ ഓഫീസ്,ముగింపు కార్యాలయం
ഫയൽ ലേബലിന്റെ അവസാനം,ఫైల్ లేబుల్ ముగింపు
ഫയൽ മാർക്കിന്റെ അവസാനം,ఫైల్ మార్క్ ముగింపు
ഫാമിന്റെ അവസാനം,పొలం ముగింపు
"മീഡിയം അവസാനിക്കുക
 കഥാപാതം","మాధ్యమం ముగింపు
 పాత్ర"
"സന്ദേശത്തിന്റെ അവസാനം
 കോഡ്","సందేశం ముగింపు
 కోడ్"
"റെക്കോർഡിന്റെ അവസാനം
 വാക്ക്","రికార్డ్ ముగింపు
 పదం"
വാചകത്തിന്റെ അവസാനം,టెక్స్ట్ ముగింపు
"എഞ്ചിനീയറിംഗ്
 ഗ്രാഫിക്സ്","ఇంజనీరింగ్
 గ్రాఫిక్స్"
"മെച്ചപ്പെടുത്താവുന്ന
 ഭാഷ","మెరుగుపరచదగినది
 భాష"
പവേശിക്കുക,నమోదు చేయండి
"നൽകുക / അന്വേഷിക്കുക
 മാതിരി","నమోదు/విచారణ
 మోడ్"
കീ നൽകുക,కీని నమోదు చేయండి
എന്റർപ്രൈസ് നമ്പർ,ఎంటర్ప్రైజ్ సంఖ్య
എന്റിറ്റി ആശയം,ఎంటిటీ కాన్సెప్ట్
എൻട്രി ബ്ലോക്ക്,ఎంట్రీ బ్లాక్
പ്രവേശന അവസ്ഥ,ప్రవేశ పరిస్థితి
പ്രവേശന സ്ഥിരത,ఎంట్రీ స్థిరాంకం
എൻട്രി എക്സ്പ്രഷൻ,ప్రవేశ వ్యక్తీకరణ
പ്രവേശന നിർദ്ദേശം,ప్రవేశ సూచన
എൻട്രി പേര്,ఎంట్రీ పేరు
എൻട്രി പോയിന്റ്,ఎంట్రీ పాయింట్
പ്രവേശന ഭാഗം,ప్రవేశ భాగం
എൻട്രി സോർട്ടിംഗ്,ఎంట్రీ సార్టింగ్
പ്രവേശന ചിഹ്നം,ప్రవేశ చిహ్నం
പ്രവേശന സമയം,ప్రవేశ సమయం
പ്രവേശന മൂല്യം,ప్రవేశ విలువ
പ്രവേശന വേരിയബിൾ,ఎంట్రీ వేరియబుల్
"എൻവലപ്പ് കാലതാമസം
 വളച്ചൊടിക്കൽ","ఎన్వలప్ ఆలస్యం
 వక్రీకరణ"
പരിസ്ഥിതി,పర్యావరణం
"പരിസ്ഥിതി
 വിവരണം
 പ്രസ്താവന","పర్యావరణం
 వివరణ
 ప్రకటన"
"പരിസ്ഥിതി
 ഡിവിഷൻ","పర్యావరణం
 విభజన"
"പരിസ്ഥിതി
 പോയിന്തം","పర్యావరణం
 పాయింటర్"
എപിലോഗ്,ఎపిలాగ్
"എപ്രോം
(വസ്ത്രധാരണം ചെയ്യാവുന്ന
 പ്രോഗ്രാം ചെയ്യാവുന്ന
 വായിക്കാൻ മാത്രം
 മെമ്മറി)","Eprom
(ఎరేజబుల్
 ప్రోగ్రామబుల్
 చదవడానికి మాత్రమే
 జ్ఞాపకశక్తి)"
"തുല്യ നേട്ടം
 സകാരമുറി","సమాన లాభం
 గది"
സമവാക്രം,ఈక్వలైజర్
സജ്ജീകരണം,పరికరాలు
ഉപകരണ ചാർജ്,పరికరాల ఛార్జ్
ഉപകരണ ക്ലോക്ക്,పరికరాల గడియారం
"സജ്ജീകരണം
 അനുയോജ്യത","పరికరాలు
 అనుకూలత"
ഉപകരണ പരാജയം,పరికరాల వైఫల్యం
ഉപകരണങ്ങൾ,పరికరాల వైపు
തുലവിവരണം,సమానత్వం
"തുലവിവരണം
 ശസ്തകിയ","సమానత్వం
 ఆపరేషన్"
"തുല്യ ബൈനറി
 അക്ക ഘടകം","సమానమైన బైనరీ
 అంకెల కారకం"
"തുല്യമായ നാല്
 വയർ സിസ്റ്റം","సమానమైన నాలుగు
 వైర్ సిస్టమ్"
രക്വിവോക്കേഷൻ,సమానం
"വസാമാക്കാനാവാത്ത
 പ്രോഗ്രാം ചെയ്യാവുന്ന
 വായിക്കാൻ മാത്രം
 സ്മരണം","Erasable
 ప్రోగ్రామబుల్
 చదవడానికి మాత్రమే
 మెమరీ"
മായ്ക്കാവുന്ന സംഭരണം,ఎరేజబుల్ స్టోరేజ్
തുടച്ചുമാറ്റുക,చెరిపివేయండి
പ്രതീകം മായ്ക്കുക,పాత్రను తొలగించండి
മധുരം മായ്ക്കുക,తల తొలగించండి
എർലാംഗ്,ఎర్లాంగ్
പിശക് വിശകലനം,లోపం విశ్లేషణ
പിശക് പരിശോധന,లోపం తనిఖీ
"പിശക് ശരിയാക്കുന്നു
 കോഡ്","సరిదిద్దడం లోపం
 కోడ్"
തെറ്റ് തിരുത്തൽ,లోపం దిద్దుబాటు
പിശക് കണ്ടെത്തൽ,లోపం గుర్తించడం
പിശക് ഡയഗ്നോസ്റ്റിക്സ്,లోపం విశ్లేషణ
പിശക് വീണ്ടും ശ്രമിക്കുക,లోపం పునరావృతం
പിശക് സിഗ്നൽ,లోపం సిగ్నల్
പിശക് സ്പാൻ,లోపం స్పాన్
പിശക് ടേപ്പ്,లోపం టేప్
ഒഴിവാക്കുക പ്രതീകം,ఎస్కేప్ క్యారెక్టర్
രക്ഷപ്പെടുക,ఎస్కేప్ కోడ్
"ഇ-സമയം (വധശിക്ഷ
 സമയം)","ఇ-టైమ్ (అమలు
 సమయం)"
യൂലെറിയൻ പാത,యులేరియన్ మార్గం
ഇലൂറിന്റെ രീതി,ఐలర్ యొక్క పద్ధతి
പാരിറ്റി പരിശോധന പോലും,పారిటీ చెక్ కూడా
ഇവന്റ് ശൃംഖല,ఈవెంట్ గొలుసు
ഇവന്റ് പൂർത്തിയാക്കൽ,ఈవెంట్ పూర్తి
"ഇവന്റ് നിയന്ത്രണം
 ഉപരോധിക്കുക","ఈవెంట్ నియంత్రణ
 బ్లాక్"
ഇവന്റ് പോസ്റ്റിംഗ്,ఈవెంట్ పోస్టింగ్
ഇവന്റ് ആരംഭിക്കുന്നു,ఈవెంట్ ప్రారంభం
ഇവന്റ് വേരിയബിൾ,ఈవెంట్ వేరియబుల్
ശേഷി കവിയുക,సామర్థ్యాన్ని మించిపోతుంది
"ഗേറ്റ് ഒഴികെ
 (= എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ
 ഗേറ്റ്)","గేట్ తప్ప
 (= ప్రత్యేకమైన లేదా
 గేట్)"
ഒഴിവാക്കല്,మినహాయింపు
ഒഴിവാക്കൽ പിശക്,మినహాయింపు లోపం
ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ,మినహాయింపు నిర్వహణ
ഒഴിവാക്കൽ സന്ദേശം,మినహాయింపు సందేశం
"ഒഴിവാക്കല്
 റിപ്പോർട്ടുചെയ്യുക","మినహాయింపు
 నివేదించడం"
"പ്രവർത്തനം ഒഴികെ
 (= എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ
 പ്രവർത്തനം)","ఆపరేషన్ తప్ప
 (= ప్రత్యేకమైన లేదా
 ఆపరేషన్)"
"അധിക 64 ബൈനറി
 നൃത്തം","అదనపు 64 బైనరీ
 సంజ్ఞామానం"
അധിക അമ്പത്,అదనపు యాభై
അധിക നൊട്ടേഷൻ,అదనపు సంజ్ఞామానం
അധിക മൂന്ന് കോഡ്,అదనపు మూడు కోడ్
"കൈമാറ്റം ചെയ്യാവുന്ന ഡിസ്ക്
 ശേഖരണം","మార్పిడి డిస్క్
 నిల్వ"
കൈമാറ്റം,మార్పిడి ప్రాంతం
"കൈമാറ്റം
 സൗകര്യം","మార్పిడి ప్రాంతం
 సౌకర్యం"
എക്സ്ചേഞ്ച് ബഫറിംഗ്,ఎక్స్ఛేంజ్ బఫరింగ్
എക്സ്ചേഞ്ച് ക്ലാസ്,ఎక్స్ఛేంజ్ క్లాస్
"കൈമാറുക
 നിര്ദ്ദേശം","మార్పిడి
 సూచన"
മെമ്മറി എക്സ്ചേഞ്ച്,ఎక్స్ఛేంజ్ మెమరీ
എക്സ്ചേഞ്ച് സേവനം,మార్పిడి సేవ
തുറക്കുക,మార్పిడి క్రమబద్ధీకరణ
കൈമാറ്റം,ఎక్స్ఛేంజ్ సార్టింగ్
"എക്സ്ചേഞ്ച്-ടെസ്റ്റ്
 സ്ട്രിംഗ്","ఎక్స్ఛేంజ్-టెస్ట్
 స్ట్రింగ్"
ഒഴിവാക്കല്,మినహాయింపు
ഒഴിവാക്കല്,మినహాయింపు లేదా
എക്സ്ക്ലൂസീവ്-അല്ലെങ്കിൽ,ఎక్స్‌క్లూజివ్-లేదా
"എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ
 മൂലകം","ప్రత్యేకమైన లేదా
 మూలకం"
എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ ഗേറ്റ്,ప్రత్యేకమైన లేదా గేట్
പ്രത്യേക റഫറൻസ്,ప్రత్యేకమైన సూచన
എക്സ്ക്ലൂസീവ് സെഗ്മെന്റ്,ప్రత్యేకమైన విభాగం
"നടപ്പിലാക്കാൻ
 കാരപരിപാടി","ఎక్జిక్యూటబుల్
 ప్రోగ్రామ్"
"നടപ്പിലാക്കാൻ
 പ്രസ്താവന","ఎక్జిక్యూటబుల్
 ప్రకటన"
കൊല്ലുക,అమలు చేయండి
കീ എക്സിക്യൂട്ട് ചെയ്യുക,కీని అమలు చేయండి
ഘട്ടം നടപ്പിലാക്കുക,దశను అమలు చేయండి
പ്രസ്താവന നടപ്പിലാക്കുക,ప్రకటనను అమలు చేయండి
നടപ്പാക്കല്,అమలు
വധശിക്ഷ,అమలు చక్రం
"നിർവ്വഹണ പിശക്
 കണ്ടുപിടിക്കല്","అమలు లోపం
 డిటెక్షన్"
നിർവ്വഹണ പാത,అమలు మార్గం
വധശിക്ഷ സമയം,అమలు సమయం
എക്സിക്യൂട്ടീവ് പ്രോഗ്രാം,ఎగ్జిక్యూటివ్ ప్రోగ్రామ్
എക്സിക്യൂട്ടീവ് പതിവ്,ఎగ్జిక్యూటివ్ రొటీన్
"എക്സിക്യൂട്ടീവ്
 പരിശോധകന്","ఎగ్జిక్యూటివ్
 పర్యవేక్షకుడు"
എക്സിക്യൂട്ടീവ് സിസ്റ്റം,ఎగ్జిక్యూటివ్ సిస్టమ్
വിപുലീകരിച്ച ബാച്ച്,విస్తరించిన బ్యాచ్
വിദഗ്ദ്ധ സംവിധാനം,నిపుణుల వ్యవస్థ
"എക്സ്പോണൻഷ്യൽ
 വിതരണ","ఎక్స్‌పోనెన్షియల్
 పంపిణీ"
"എക്സ്പോണൻഷ്യൽ പരാജയം
 നിയമം","ఘాతాంక వైఫల్యం
 చట్టం"
എക്സ്പോണന്റ് ഭാഗം,ఘాతాంక భాగం
"വിപുലീകൃത കോർ
 ശേഖരണം","విస్తరించిన కోర్
 నిల్వ"
"വിപുലീകൃത എൻട്രി
 തീരുമാന പട്ടിക","విస్తరించిన ప్రవేశం
 నిర్ణయం పట్టిక"
"സമയം നീട്ടി
 സ്കെയിൽ","పొడిగించిన సమయం
 స్కేల్"
"വിപുലീകരിക്കാവുന്ന
 ഭാഷ","ఎక్స్‌టెన్సిబుల్
 భాష"
വിപുലീകരിക്കാവുന്ന സംവിധാനം,ఎక్స్‌టెన్సిబుల్ సిస్టమ్
മറുഫോണ്,పొడిగింపు
"മറുഫോണ്
 കഥാപാതം","పొడిగింపు
 పాత్ర"
വിപുലീകരണ മെമ്മറി,పొడిగింపు మెమరీ
വിപുലീകരണ സ്റ്റേഷൻ,పొడిగింపు స్టేషన్
ബാഹ്യ ലേബൽ,బాహ్య లేబుల్
ബാഹ്യ ലേബൽ,బాహ్య లేబుల్
ബാഹ്യ കോൾ,బాహ్య కాల్
ബാഹ്യ കാലതാമസം,బాహ్య ఆలస్యం
"ബാഹ്യ ഉപകരണം
 അഭിസംബോധന ചെയ്യുക","బాహ్య పరికరం
 చిరునామా"
ബാഹ്യ പിശക്,బాహ్య లోపం
ബാഹ്യ പ്രവർത്തനം,బాహ్య ఫంక్షన్
"ബാഹ്യ തടസ്സം
 തടയുക","బాహ్య అంతరాయం
 నిరోధించండి"
"പുറമേയുള്ള
 തടസ്സം","బాహ్య
 అంతరాయం"
"ബാഹ്യ തടസ്സം
 നില വാക്ക്","బాహ్య అంతరాయం
 స్థితి పదం"
ബാഹ്യരേഖ,బాహ్య పంక్తి
"ബാഹഘകം
 നിർദ്ദിഷ്ട സൂചിക","బాహ్యంగా
 పేర్కొన్న సూచిక"
"ബാഹ്യമായി സംഭരിച്ചിരിക്കുന്നു
 കാരപരിപാടി","బాహ్యంగా నిల్వ చేయబడింది
 ప్రోగ్రామ్"
ബാഹ്യ മെമ്മറി,బాహ్య మెమరీ
ബാഹ്യ ലയനം,బాహ్య విలీనం
ബാഹ്യ മോഡൽ,బాహ్య మోడల్
ബാഹ്യ മോഡം,బాహ్య మోడెమ్
ബാഹ്യ പേര്,బాహ్య పేరు
ബാഹ്യ നമ്പർ,బాహ్య సంఖ్య
ബാഹ്യ നമ്പറിംഗ് പ്ലാൻ,బాహ్య సంఖ్య ప్రణాళిక
"ബാഹ്യ നമ്പർ
 ആവര്ത്തനം","బాహ్య సంఖ్య
 పునరావృతం"
"ബാഹ്യ പേജ്
 അഭിസംബോധന ചെയ്യുക","బాహ్య పేజీ
 చిరునామా"
ബാഹ്യ നടപടിക്രമം,బాహ్య విధానం
"ബാഹ്യ പ്രോഗ്രാം
 പാരാമീറ്റർ","బాహ్య ప్రోగ్రామ్
 పరామితి"
ബാഹ്യ റഫറൻസ്,బాహ్య సూచన
ബാഹ്യ സ്കീമ,బాహ్య స్కీమా
ബാഹ്യ തരം,బాహ్య క్రమబద్ధీకరణ
ബാഹ്യ തരംതിരിക്കൽ,బాహ్య సార్టింగ్
ബാഹ്യ പ്രസ്താവന,బాహ్య ప్రకటన
ബാഹ്യ സംഭരണം,బాహ్య నిల్వ
ബാഹ്യ ചിഹ്നം,బాహ్య చిహ్నం
"ബാഹ്യ ചിഹ്നം
 നിഘണ്ടു","బాహ్య చిహ్నం
 నిఘంటువు"
"ബാഹ്യ യൂണിറ്റ്
 തിരിച്ചറിയല്","బాహ్య-యూనిట్
 ఐడెంటిఫైయర్"
എക്സ്ട്രാക്ട് ചെയ്യുക,సారం
നിർദ്ദേശം എക്സ്ട്രാക്റ്റുചെയ്യുക,సూచనలను సేకరించండి
വേർതിരിച്ചെടുക്കൽ,వెలికితీత
എക്സ്ട്രാക്ടർ,ఎక్స్ట్రాక్టర్
പുറമെയുള്ള മഷി,అదనపు సిరా
തീവ്ര ദിനചര്യ,అంత్య దినచర్య
"മുഖാമുഖം
 പ്രിന്റർ","ఫేస్-క్యారెక్టర్
 ప్రింటర్"
