Odiya,Malayalam
"ନିରନ୍ତର, ନିରନ୍ତର |","തുടർച്ച, തുടർച്ച"
ରାଜ୍ୟ ନିରନ୍ତର |,സംസ്ഥാന തുടർച്ച
"ନିରନ୍ତର, ଅବିଭକ୍ତ, ଭଙ୍ଗା, ନିରନ୍ତର, ନିରନ୍ତର |","തുടർച്ചയായ, അഖണ്ഡമായ, അഖണ്ഡമായ, തുടർച്ചയായ, തുടർച്ചയായ"
ନିରନ୍ତର |,തുടർച്ച
"ସଙ୍କୋଚନ କରିବାକୁ, ସଙ୍କୋଚନ କରିବାକୁ (ver।)","കംപ്രസ് ചെയ്യുക, കംപ്രസ് ചെയ്യുക (ver.)"
ସଙ୍କୋଚନ,ചുരുങ്ങുക
ସଂକୋଚନ,സങ്കോചം
କାଉଣ୍ଟର-କକ୍ଷପଥ ଦିଗ |,എതിർ പരിക്രമണ ദിശ
ସମ୍ପର୍କୀୟ ଶରୀର,ബന്ധു ശരീരം
"ବିପରୀତ, ବିପରୀତ","വൈരുദ്ധ്യം, വൈരുദ്ധ്യം"
ନିୟନ୍ତ୍ରଣ,നിയന്ത്രണം
ସଂକଳନ,സംവഹനം
ପୋଷ୍ଟ ପଠାଇବା |,അറിയിക്കുന്നു പോസ്റ്റ്
ଭାସ୍କୁଲାର,രക്തക്കുഴലുകൾ
ନିୟମିତ ପରମାଣୁ ଓଜନ |,സാധാരണ ആറ്റോമിക ഭാരം
"ଏକତ୍ର କରିବାକୁ, ଏକତ୍ର କରିବାକୁ |","ഒത്തുചേരുക, ഒത്തുചേരുക"
"ସମ୍ମିଶ୍ରଣ, ସମ୍ମିଶ୍ରଣ |","ഒത്തുചേരൽ, ഒത്തുചേരൽ"
ଲେନ୍ସ କନଭର୍ଜିଙ୍ଗ୍ |,ഒത്തുചേരുന്ന ലെൻസ്
"ବିପରୀତ, ବିପରୀତ","എതിർ, എതിർ"
VICA ବିପରୀତ |,VICA തിരിച്ചും
ରୂପାନ୍ତର,പരിവർത്തനം
ରୂପାନ୍ତରିତ |,പരിവർത്തനം ചെയ്തു
ରୂପାନ୍ତରକାରୀ |,കൺവെർട്ടർ
ପରିବର୍ତ୍ତନଶୀଳ ଲେନ୍ସ |,മാറ്റാവുന്ന ലെൻസ്
ଉନ୍ମୁକ୍ତ,കുത്തനെയുള്ള
ସଂକଳନ,convexity
ଉନ୍ମୁକ୍ତ,കുത്തനെയുള്ള
biconvex,ബൈകോൺവെക്സ്
କୁଲାଣ୍ଟ,കൂളന്റ്
"ରେଫ୍ରିଜାଣ୍ଟ, ଚିଲର୍","റഫ്രിജറന്റ്, ചില്ലർ"
କୁଲିଜ୍ ଟ୍ୟୁବ୍ |,കൂളിഡ്ജ് ട്യൂബ്
ଥଣ୍ଡା,തണുപ്പിക്കൽ
କୁଲାଣ୍ଟ,കൂളന്റ്
ସହଯୋଗୀ ଘଟଣା |,സഹകരണ പ്രതിഭാസം
"ସଂଯୋଜନା, ସଂଯୋଜନା","ഏകോപിപ്പിക്കുക, ഏകോപിപ്പിക്കുക"
ନିର୍ଦ୍ଦେଶକ ଅକ୍ଷ,ഡയറക്ടർ അച്ചുതണ്ട്
ପ୍ଲାନାର୍ |,പ്ലാനർ
ସମତଳତା |,പരന്നത
"କପି, କପି, କପି","പകർത്തുക, പകർത്തുക, പകർത്തുക"
ମୂଳ,കാമ്പ്
ମୂଳ ଇଲେକ୍ଟ୍ରନ୍ |,കോർ ഇലക്ട്രോൺ
କୋରିଓଲିସ୍ ତ୍ୱରଣ |,കോറിയോലിസ് ത്വരണം
କୋରିଓଲିସ୍ ଫୋର୍ସ |,കോറിയോലിസ് ശക്തി
"କିରିଟ୍, କରୋନା","കിരിത്, കൊറോണ"
corona australis,കൊറോണ ഓസ്ട്രേലിയ
କରୋନା ବୋରାଲିସ୍ |,കൊറോണ ബൊറിയലിസ്
ସ ar ର ପ୍ରଜ୍ୱଳନ |,സൗരജ്വാല
ଗ୍ରାନୁଲ୍ |,തരികൾ
ଗ୍ରାନୁଲାର୍ |,ഗ്രാനുലാർ
"ସଠିକ୍, ସଠିକ୍","ശരി, ശരി"
ସଂସୋଧିତ,പുതുക്കിയ
"ସଂଶୋଧନ, ସଂଶୋଧନ","തിരുത്തൽ, ഭേദഗതി"
ସହ-ସମ୍ପର୍କ,സഹ ബന്ധം
"to correspond, to correspond","പൊരുത്തപ്പെടുത്തുക, പൊരുത്തപ്പെടുത്തുക"
ସଙ୍ଗଠନର ନିୟମ |,അസോസിയേഷന്റെ നിയമങ്ങൾ
ସାଥୀ,അകമ്പടി
କୋସାଇନ୍ ନିୟମ |,കോസൈൻ നിയമം
ସ୍ଥାନ ପ୍ରଚୁରତା |,സ്ഥല സമൃദ്ധി
ବ୍ରହ୍ମାଣ୍ଡ,കോസ്മിക്
ସ୍ପେସ୍ ରଶ୍ମି ବିସ୍ଫୋରଣ |,ബഹിരാകാശ രശ്മി പൊട്ടിത്തെറിച്ചു
"ସ୍ପେସ୍ ରଶ୍ମି, ମହାଜାଗତିକ ରଶ୍ମି |","ബഹിരാകാശ രശ്മി, കോസ്മിക് കിരണങ്ങൾ"
ସ୍ପେସ୍ ବୃଷ୍ଟି,ബഹിരാകാശ മഴ
ସ୍ଥାନ,സ്ഥലം
ବ୍ରହ୍ମାଣ୍ଡ,കോസ്മിക്
"ବ୍ରହ୍ମାଣ୍ଡ ବିଜ୍ଞାନ, ବ୍ରହ୍ମାଣ୍ଡ ବିଜ୍ଞାନ |","പ്രപഞ്ചശാസ്ത്രം, പ്രപഞ്ചശാസ്ത്രം"
ମହାକାଶଚାରୀ,ബഹിരാകാശ സഞ്ചാരി
ମହାକାଶଚାରୀ,ബഹിരാകാശ ശാസ്ത്രം
"ବ୍ରହ୍ମାଣ୍ଡ, ବ୍ରହ୍ମାଣ୍ଡ","പ്രപഞ്ചം, പ്രപഞ്ചം"
କୁଲମ୍ବ |,കൂലംബ്
କୁଲୋମି କ୍ଷେତ୍ର |,കൂലോമി ഏരിയ
କୁଲୋମିଟର |,കൂലോമീറ്റർ
"ଗଣନା, ଗଣନା, ଗଣନା, ଗଣନା","എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക"
"ଗଣନା, ଓଲଟା ଗଣନା |","എണ്ണൽ, വിപരീത എണ്ണൽ"
"କାଲକୁଲେଟର, କାଉଣ୍ଟର, ପ୍ୟାନେଲ୍ |","കാൽക്കുലേറ്റർ, കൌണ്ടർ, പാനൽ"
ଓଲଟା,എതിർ ഘടികാരദിശയിൽ
"ଓଲଟା କରେଣ୍ଟ, କାଉଣ୍ଟର କରେଣ୍ଟ୍ |","റിവേഴ്സ് കറന്റ്, കൌണ്ടർ കറന്റ്"
ବିଦ୍ୟୁତ୍ ଶକ୍ତି ବିରୋଧୀ |,ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സിനെ എതിർക്കുന്നു
ପ୍ରତିନିଧୀ,ഡെപ്യൂട്ടേഷൻ
ଓଲଟା ଟର୍ସ |,റിവേഴ്സ് ടോർസോ
ଗଣନା ହାର,കൗണ്ട് നിരക്ക്
"ଗଣନା, ଗଣନା-ସଂଖ୍ୟା, ଗଣନା, ଗଣନା |","എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക"
ବଳ ଯୋଡି |,നിർബന്ധ ജോഡി
ଯୋଡି,കപ്പിൾഡ്
କପଲର୍,കപ്ലർ
ଯୋଡି,ഇണചേരൽ
"ଉଦ୍ଦିଷ୍ଟ ଦିଗ, ପଥ, ମାର୍ଗ","ഉദ്ദേശിച്ച ദിശ, പാത, വഴി"
ସମନ୍ୱୟ,കോവാലൻസി
ସମନ୍ୱୟ,കോവാലൻസി
ସହଯୋଗୀ,സഹകാരി
କୋଭାରିଆନ୍ସ |,സഹവർത്തിത്വം
ସମ୍ମିଳିତ,അനുരൂപമായ
"କଭରେଜ୍ କ୍ଷେତ୍ର, ପ୍ରସାରଣ କ୍ଷେତ୍ର |","കവറേജ് ഏരിയ, ബ്രോഡ്കാസ്റ്റ് ഏരിയ"
କଭର ସିଟ୍ |,കവർ ഷീറ്റ്
ଚାଟର୍,സംസാരം
ପ୍ରଜନନ ହାର,പ്രത്യുൽപാദന ശക്തിയുടെ തോത്
ସାମାନ୍ୟ ବିକୃତି |,നേരിയ വികലത
ଶିଖର,കൊടുമുടി
"ମାନଦଣ୍ଡ, ମାନଦଣ୍ଡ","മാനദണ്ഡം, മാനദണ്ഡം"
ଗୁରୁତର,വിമർശനാത്മകം
ସମାଲୋଚନା,വിമർശനം
ମକର ରାଶି କ୍ଲିପ୍ |,കാപ്രിക്കോൺ ക്ലിപ്പ്
ଅନ୍ଧକାରର ଅନ୍ଧକାର ରାଜ୍ୟ |,വഞ്ചകരുടെ ഇരുണ്ട രാജ്യം
କ୍ରସ୍-ହାଇବ୍ରିଡ୍ ହାଇବ୍ରିଡାଇଜେସନ୍ |,ക്രോസ്-ഹൈബ്രിഡ് ഹൈബ്രിഡൈസേഷൻ
କ୍ରସ୍ ବ୍ୟାଣ୍ଡ ଯୋଗାଯୋଗ |,ക്രോസ് ബാൻഡ് ആശയവിനിമയം
ଅପ୍ରାସଙ୍ଗିକ ଚରିତ୍ର ବ୍ୟକ୍ତିତ୍ୱ |,അപ്രസക്തമായ സ്വഭാവ വ്യക്തിത്വം
କ୍ରସ୍ ସମ୍ପର୍କ,ക്രോസ് ബന്ധങ്ങൾ
ଅତିକ୍ରମ କରୁଥିବା ଅଞ୍ଚଳ |,കടന്ന പ്രദേശം
ସର୍ବନିମ୍ନ ଅବରାଟେସନ୍ ଲେନ୍ସ |,ഏറ്റവും കുറഞ്ഞ വ്യതിയാന ലെൻസ്
କ୍ରସ୍ ଉତ୍ପାଦ |,ക്രോസ് ഉൽപ്പന്നം
ଅପ୍ରାସଙ୍ଗିକ ସଙ୍କେତ |,അപ്രസക്തമായ സിഗ്നൽ
ଚଟାଣର ଏନକାଉଣ୍ଟର |,നിലകളുടെ കയ്യേറ്റം
ସ୍ଥାନାନ୍ତରଣ କ୍ଷେତ୍ର,സംക്രമണ മേഖല
ସ୍ଥାନାନ୍ତରଣ ବିନ୍ଦୁ,പരിവർത്തന പോയിന്റ്
ବିନିମୟ ମୂଲ୍ୟ,വിനിമയ മൂല്യം
ଭେକ୍ଟର-ଉତ୍ପାଦ ଭେକ୍ଟର-ଉତ୍ପାଦ |,വെക്റ്റർ-പ്രൊഡക്ട് വെക്റ്റർ ഉൽപ്പന്നം
"କ୍ରସ୍ ବିଭାଗ, କ୍ରସ୍ ବିଭାଗ |","ക്രോസ് സെക്ഷൻ, ക്രോസ് സെക്ഷൻ"
"ଏକାଧିକ ଶବ୍ଦ, ହାଇବ୍ରିଡ୍ ଶବ୍ଦ |","ഒന്നിലധികം പദങ്ങൾ, ഹൈബ്രിഡ് പദം"
କ୍ରସ୍ ତାର,ക്രോസ് വയർ
"ମୁକୁଟ ଅପ୍ଟିକାଲ ଗ୍ଲାସ, ମୁକୁଟ ଅପ୍ଟିକାଲ ଗ୍ଲାସ |","ക്രൗൺ ഒപ്റ്റിക്കൽ ഗ്ലാസ്, ക്രൗൺ ഒപ്റ്റിക്കൽ ഗ്ലാസ്"
ଥଣ୍ଡା ମିଶ୍ରଣ,തണുപ്പിക്കൽ മിശ്രിതം
ନିମ୍ନ ତାପମାତ୍ରା ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,കുറഞ്ഞ താപനില ഇലക്ട്രോണിക്സ്
ହାଇପୋଥର୍ମିଆ |,ഹൈപ്പോഥെർമിയ
କ୍ରିଏଜେନିକ୍ ଲାବୋରେଟୋରୀ |,ക്രയോജനിക് ലബോറട്ടറി
nimratapiki,നിമ്രതാപികി
ଫ୍ରିଜ୍ ଗେଜ୍ |,ഫ്രീസിങ് ഗേജ്
କ୍ରିଓମେଟ୍ରିକ୍ ସ୍ଥିର |,ക്രയോമെട്രിക് സ്ഥിരാങ്കം
ସ୍ଫଟିକ୍,ക്രിസ്റ്റൽ
"ସ୍ଫଟିକ୍, ଫାଇବ୍ରସ୍ |","സ്ഫടികമായ, നാരുകളുള്ള"
"ସ୍ଫଟିକୀକରଣ, ସ୍ଫଟିକୀକରଣ, ସ୍ଫଟିକୀକରଣ |","ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ"
ସ୍ଫଟିକ୍ ବ scientist ଜ୍ଞାନିକ |,ക്രിസ്റ്റൽ ശാസ്ത്രജ്ഞൻ
ସ୍ଫଟିକ୍-ଗଠନମୂଳକ |,ക്രിസ്റ്റൽ ഘടനാപരമായ
ସ୍ଫଟିକ୍ ଗଠନ,ക്രിസ്റ്റൽ ഘടന
"କ୍ରିଷ୍ଟାଲୋଗ୍ରାଫି, ସ୍ଫଟିକ୍ ବିଜ୍ଞାନ |","ക്രിസ്റ്റലോഗ്രഫി, ക്രിസ്റ്റൽ സയൻസ്"
ଜଟଣୀ ସ୍ଥାନାନ୍ତର କାର୍ଯ୍ୟ |,ലാറ്റിസ് ട്രാൻസ്ഫർ ഓപ്പറേഷൻ
ସ୍ଫଟିକ୍ ଦୁର୍ଗନ୍ଧ |,ക്രിസ്റ്റൽ സ്മഡ്ജ്
କ୍ୟୁବ୍ କ୍ୟୁବ୍ |,ക്യൂബ് ക്യൂബ്
"କ୍ୟୁବ୍, କ୍ୟୁବ୍, କ୍ୟୁବ୍, ତ୍ରିରଙ୍ଗା, କ୍ୟୁବ୍, ତ୍ରିରଙ୍ଗା |","ക്യൂബ്, ക്യൂബ്, ക്യൂബ്, ത്രികോണം, ക്യൂബ്, ത്രികോണം"
ଘନ ଖଣ୍ଡ,ക്യൂബിക് പിളർപ്പ്
କକ୍ଷପଥ,പരിക്രമണപഥം
ସଂକଳନ,സഞ്ചിത
କ୍ୟୁରି ସ୍ଥିର |,ക്യൂറി സ്ഥിരം
କ୍ୟୁରି ଇଫେକ୍ଟ |,ക്യൂറി പ്രഭാവം
"କ୍ୟୁରି ପଏଣ୍ଟ, କ୍ୟୁରି ତାପମାତ୍ରା, କ୍ୟୁରି ଡିମାଗ୍ନେଟାଇଜେସନ୍ ପଏଣ୍ଟ |","ക്യൂറി പോയിന്റ്, ക്യൂറി താപനില, ക്യൂറി ഡീമാഗ്നെറ്റൈസേഷൻ പോയിന്റ്"
କ୍ୟୁରି,ക്യൂറി
stream ରଣା,ധാര
ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି,സ്ട്രീമിലെ ന്യൂനപക്ഷം
ବଣ୍ଟନ,വിതരണ
ବକ୍ରତା,വക്രത
ବକ୍ର ବକ୍ର ରେଖା |,കർവ് കർവ് ലൈൻ
ବକ୍ର,വളഞ്ഞ
ବକ୍ର ଦଣ୍ଡିକା |,കർവ് ബാർ
ବକ୍ର ପୃଷ୍ଠା |,വളഞ്ഞ പേജ്
ଅଭିବୃଦ୍ଧି ବକ୍ର,വളർച്ച വക്രം
curvilinear,വളഞ്ഞത്
"ପର୍ଫୋରେଟର, କାଟିବା |","perforator, മുറിക്കൽ"
ଶେଷ ଜୋନ୍ |,അവസാന മേഖല
ଶେଷ ଆବୃତ୍ତି,അവസാന ആവൃത്തി
ଶେଷ ବିନ୍ଦୁ,അവസാന പോയിന്റ്
ଟର୍ମିନାଲ୍ ପଏଣ୍ଟ ବେଗ |,ടെർമിനൽ പോയിന്റ് വേഗത
ଟର୍ମିନାଲ୍ ଭୋଲଟେଜ୍,ടെർമിനൽ വോൾട്ടേജ്
"ପ୍ରଦର୍ଶନକାରୀ, ପ୍ରଦର୍ଶନକାରୀ","അവതാരകൻ, അവതാരകൻ"
ସାଇବରନେଟିକ୍ସ |,സൈബർനെറ്റിക്സ്
"ଚକ୍ର, ଚକ୍ର, ଚକ୍ର","സൈക്കിൾ, സൈക്കിൾ, സൈക്കിൾ"
ପ୍ରତି ସେକେଣ୍ଡରେ ଚକ୍ର |,സെക്കൻഡിൽ സൈക്കിളുകൾ
"ସାଇକ୍ଲିକ୍, ସାଇକ୍ଲିକ୍ |","ചാക്രിക, ചാക്രിക"
ସ୍ପିନ୍,കറങ്ങുക
ସାଇକ୍ଲିକ୍ ପେଣ୍ଡୁଲମ୍ |,ചാക്രിക പെൻഡുലം
ସାଇକ୍ଲୋଟ୍ରନ୍ |,സൈക്ലോട്രോൺ
ସାଇକ୍ଲୋଟ୍ରନ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,സൈക്ലോട്രോൺ ഫ്രീക്വൻസി
"ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡର","സിലിണ്ടർ, സിലിണ്ടർ"
"ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡର ଆକୃତି, ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡର |","സിലിണ്ടർ, സിലിണ്ടർ ആകൃതി, സിലിണ്ടർ, സിലിണ്ടർ"
ସିଲିଣ୍ଡର ହାରମୋନିକ୍ |,സിലിണ്ടർ ഹാർമോണിക്
ଓଦା,നനഞ്ഞു
ସରଳ ହରମୋନିକ୍ ଦୋହରିବା |,നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ആന്ദോളനം
ଡ୍ୟାମ୍ପର୍ |,ഡാംപർ
ଡାନିଏଲ୍ ସେଲ୍ |,ഡാനിയൽ സെൽ
ଅନ୍ଧାର,ഇരുണ്ട്
"ଦାନ କରାଯାଇଥିବା ସମ୍ବଳ, ଅଧିନସ୍ଥ ଉତ୍ସ, ଟ୍ରଷ୍ଟ ଉତ୍ସ |","സംഭാവന ചെയ്ത വിഭവങ്ങൾ, കീഴിലുള്ള വിഭവങ്ങൾ, ട്രസ്റ്റ് ഉറവിടങ്ങൾ"
"କ୍ଷୟ ଉତ୍ପାଦକ, କ୍ଷୀର ଉତ୍ପାଦିତ, ପିତାମାତା, ବଂଶଧର |","വിഘടിപ്പിക്കുന്ന നിർമ്മാതാവ്, ഉൽപ്പാദിപ്പിക്കുന്ന പാൽ, മാതാപിതാക്കൾ, സന്തതി"
ଡେଭିସନ୍ ଗରମ ପରୀକ୍ଷଣ |,ഡേവിസൺ ഹോട്ടർ പരീക്ഷണം
D.C. (ନିର୍ଦ୍ଦେଶନାମା),D.C. (ഡയറക്ടീവ്)
ନିଷ୍କ୍ରିୟ ଅଂଶ |,നിഷ്ക്രിയ ഭാഗം
ନୀରବ ସ୍ଥାନ |,നിശബ്ദ സ്ഥലം
de bragli ତରଙ୍ଗଦ eng ର୍ଘ୍ୟ |,ഡി ബ്രാഗ്ലി തരംഗദൈർഘ്യം
ଦେବେ ଚରିତ୍ରଗତ ତାପମାତ୍ରା |,Debye സ്വഭാവ താപനില
"ଡେବି ଲମ୍ବ, ଡେବି ଦୂରତା |","ഡെബൈ നീളം, ഡെബി ദൂരം"
debt ଣ-ଛୁଟି,കടം-അവധി
କ୍ଷୟ,ക്ഷയം
କ୍ଷୟ ସୂଚକାଙ୍କ |,ശോഷണ സൂചിക
diluent,നേർപ്പിക്കുന്ന
retard,മന്ദബുദ്ധി
ବିରାମ ସମୟ,സമയം താൽക്കാലികമായി നിർത്തുക
ଡେସିବଲ୍ |,ഡെസിബെൽ
ଡେସିବେଲୋମିଟର |,ഡെസിബെലോമീറ്റർ
"ଦଶମିକ, ଦଶମିକ","ദശാംശം, ദശാംശം"
ବର୍ଗୀକରଣ,വർഗ്ഗീകരണം
"ଉତ୍ତେଜନା, ବିପ୍ଳବ, କାର୍ଯ୍ୟ, ହ୍ରାସ |","പ്രക്ഷോഭം, വിപ്ലവം, ഏറ്റെടുക്കൽ, തകർച്ച"
ଆଇସୋମେଟ୍ରିକ୍ ସର୍କଲ୍ |,ഐസോമെട്രിക് സർക്കിൾ
ଡିକୋଡର୍ |,ഡീകോഡർ
"ବିଚ୍ଛେଦ, ବିଲୋପ |","വിഘടനം, പിരിച്ചുവിടൽ"
ସଙ୍କୋଚନ |,ഡീകംപ്രഷൻ
ପ୍ରଦୂଷଣ,അണുവിമുക്തമാക്കൽ
ଅଳଙ୍କାର |,അലങ്കാരം
ସଂଯୋଗ,സംയോജനം
ହ୍ରାସ କାର୍ଯ୍ୟ,പ്രവർത്തനം കുറയുന്നു
ପାଣିପାଗ,കാലാവസ്ഥ
ଉଲ୍ଲଂଘନ |,ലംഘനം
ଉପଫ୍ଲୋର |,സബ്ഫ്ലോർ
ଗଭୀର ସ୍ଥାନ,ആഴമുള്ള സ്ഥലം
derivation,വ്യുൽപ്പന്നം
"ତ୍ରୁଟି, ତ୍ରୁଟି, କ୍ଷତି, ଅଭାବ |","വൈകല്യം, പിശക്, ക്ഷതം, കുറവ്"
ଭୁଲ,തെറ്റായ
ରୋଗ ପ୍ରତିରୋଧକ ଶକ୍ତି |,പ്രതിരോധശേഷി
ସୀମିତ ଦ୍ୱାର |,ലിമിറ്റർ വാതിൽ
"ସଂଜ୍ଞା, ସ୍ୱଚ୍ଛତା, ନିଷ୍ଠା","നിർവചനം, വ്യക്തത"
deflect,വ്യതിചലിപ്പിക്കുക
ଡିଫ୍ଲେକ୍ଟର୍ |,deflector
"ବିଘ୍ନ, ବିଘ୍ନ","വ്യതിചലനം, വ്യതിചലനം"
ତ୍ରୁଟିପୂର୍ଣ୍ଣ ଧ୍ୟାନ |,ഡിഫ്ലെക്റ്റീവ് ഫോക്കസ്
ଡିଫ୍ଲେକ୍ସନ୍-ଡବଲ୍ ଦର୍ପଣ |,വ്യതിചലനം-ഇരട്ട കണ്ണാടി
ଡିଫ୍ଲେକ୍ସନ୍ ଜୋନ୍ |,വ്യതിചലന മേഖല
ମାଧ୍ୟାକର୍ଷଣ ପ୍ରଭାବିତ ବିଘ୍ନ |,ഗുരുത്വാകർഷണം ബാധിച്ച വ്യതിചലനം
ଡିଫ୍ଲେକ୍ସନ୍ ପ୍ଲେଟ୍ |,ചുരുക്കെഴുത്ത് പ്ലേറ്റുകൾ
ଧ୍ୟାନ ଦିଅନ୍ତୁ |,ശ്രദ്ധ കേന്ദ്രീകരിക്കുക
ବିକଳାଙ୍ଗତା |,വൈകല്യം
"ବିକୃତି, ବିକୃତି","വക്രീകരണം, വക്രീകരണം"
ଭିଗାସନ୍ |,വിഗാസൺ
"ଦୁଷ୍କର୍ମ, ଅବସାଦ |","ധിക്കാരം, ധിക്കാരം"
"ଅପବିତ୍ର ହେବାକୁ (ver।), ଅବକ୍ଷୟ (n।), ଅବକ୍ଷୟ (v।)","അശുദ്ധമാക്കുക (ver.), തരംതാഴ്ത്തുക (n.), തരംതാഴ്ത്തപ്പെടുക (v.)"
ବର୍ଜ୍ୟବସ୍ତୁ,മാലിന്യ വാതകം
"ଘୃଣ୍ୟତା, ଆଫାସିଆ, ବଞ୍ଚିତତା, ବଞ୍ଚିତତା |","വ്യതിചലനം, അഫാസിയ, ഇല്ലായ്മ, ഇല്ലായ്മ"
ସନ୍ତୋଷଜନକ,സന്തോഷിപ്പിക്കുന്നത്
"ଡିଗ୍ରୀ, ଡିଗ୍ରୀ, ପରିମାଣ, ଡିଗ୍ରୀ, ଡିଗ୍ରୀ, ପରିମାଣ, ସଂଖ୍ୟା","ബിരുദം, ബിരുദം, മാഗ്നിറ്റ്യൂഡ്, ഡിഗ്രി, ഡിഗ്രി, അളവ്, ന്യൂമറേറ്റർ"
ଏକାଗ୍ରତା-ଭଲ୍ୟୁମ୍,ഏകാഗ്രത-വോളിയം
ବିଚ୍ଛେଦ ପରିମାଣ |,ഡിസോസിയേഷൻ അളവ്
ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ,സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം. സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം
ଆୟନାଇଜେସନ୍ ପରିମାଣ |,അയോണൈസേഷന്റെ അളവ്
ପୋଲାରାଇଜେସନ୍ ର ତୀବ୍ରତା |,ധ്രുവീകരണത്തിന്റെ വ്യാപ്തി
ସଠିକତା ପରିମାଣ,കൃത്യതയുടെ അളവ്
ଡିହମାଇଡିଫିକେସନ୍,dehumidification
deionization,ഡീയോണൈസേഷൻ
ବିଳମ୍ବ,കാലതാമസം
belated,വൈകി
ଲୋକାଲାଇଜେସନ୍,പ്രാദേശികവൽക്കരണം
ଡେଲଟା ଫଙ୍କସନ୍,ഡെൽറ്റ പ്രവർത്തനം
demagnetization,demagnetization
demagnetized ବକ୍ର,demagnetized curve
demagnetizer,demagnetizer
demodulation,demodulation
ଘନ କୁହୁଡି |,ഇടതൂർന്ന തിരക്ക്
ଘନତା ଗେଜ,സാന്ദ്രത ഗേജ്
"ଘନତା, ଘନତା","സാന്ദ്രത, സാന്ദ്രത"
ଅବନତି ସ୍ତର,മൂല്യത്തകർച്ച നില
ହ୍ରାସ ଜୋନ୍ |,ശോഷണ മേഖല
ଡିପୋଲାରାଇଜେସନ୍,ഡിപോളറൈസേഷൻ
ଡିପୋଲାରାଇଜଡ୍ |,ഡിപോളറൈസ്ഡ്
ଡିପୋଲାରାଇଜର,ഡിപോളറൈസർ
"କ୍ଷେତ୍ରର ଗଭୀରତା, କ୍ଷେତ୍ରର ଗମ୍ଭୀରତା |","ഫീൽഡിന്റെ ആഴം, ഫീൽഡിന്റെ തീവ്രത"
"ଉତ୍ପନ୍ନ ପୋଲାରୋଗ୍ରାମ୍, ଉତ୍ପନ୍ନ ପୋଲାରୋଗ୍ରାମ୍ |","ഉരുത്തിരിഞ്ഞ പോളറോഗ്രാം, ഉരുത്തിരിഞ്ഞ ധ്രുവഗ്രാം"
ପ୍ରାପ୍ତ,ഉരുത്തിരിഞ്ഞത്
"ଅବତରଣ, ଅବତରଣ","ഇറക്കം, ഇറക്കം"
"ବଂଶ, ବଂଶ","ഇറക്കം, ഇറക്കം"
"ବର୍ଣ୍ଣନା, ନିର୍ମାଣ, ଚିତ୍ର","വിവരിക്കുക, നിർമ്മിക്കുക, വരയ്ക്കുക"
ଭେଦ,ഡിനോമിനേറ്റർ
"ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (n।) ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (n।)","രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.) രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.)"
ବିନାଶ,നാശം
ବିନାଶକାରୀ ହସ୍ତକ୍ଷେପ |,വിനാശകരമായ ഇടപെടൽ
"ବିନାଶକାରୀ, ବିନାଶକାରୀ |","വിനാശകരമായ, വിനാശകരമായ"
"ପରିଚୟ, ଚିହ୍ନଟ","തിരിച്ചറിയൽ, കണ്ടെത്തൽ"
ସଂଗ୍ରହକାରୀ,കളക്ടർ
ନିର୍ଣ୍ଣୟ,നിർണായകവാദം
ନିର୍ଣ୍ଣୟକାରୀ,നിർണ്ണയിക്കുന്നയാൾ
ନିଷ୍ଠା,ദൃഢനിശ്ചയം
ନିର୍ଣ୍ଣୟ କରିବାକୁ,നിർണ്ണയിക്കാൻ
ସ୍ଥିର ହୋଇଛି,നിശ്ചയിച്ചു
ଡିଟେରନ୍,ഡ്യൂറ്ററോൺ
"ପ୍ରକାଶ, ବିକାଶ, ବିକାଶ","പ്രകടിപ്പിക്കുക, വികസിപ്പിക്കുക, വികസിപ്പിക്കുക"
"ବିକାଶକାରୀ, ବିକାଶକାରୀ","ഡെവലപ്പർ, ഡെവലപ്പർ"
"ବିକାଶ, ବିକାଶ","വികസനം, വികസനം"
ବ୍ୟତିକ୍ରମ,വ്യതിയാനം
କାକର,മഞ്ഞു
