Assamese,Odiya
শস্যৰ পৰিপূৰক,ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |
১.সংমিশ্ৰিত ২.জটিল,1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ
সমষ্টিবাসী,ବିଧାନସଭା
সুৰ-ৰচনা,ରଚନା
পচন সাৰ,କମ୍ପୋଷ୍ଟ
যৌগিক আগ্ৰহ,ଯ ound ଗିକ ଆଗ୍ରହ |
গণনা,ଗଣନା
1. কম্পিউটাৰ 2. কম্পিউটাৰ,1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର
১/ ঘনত্ব ২. ঘনত্ব,1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା
১.অপ্টিমাইজাৰ ২.ৰিভাইটালাইজাৰ,1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ
পৰিবাহীতা,କଣ୍ଡକ୍ଟିଭିଟି
1. বিন্যাস 2. বিন্যাস,1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ
1. অনুকূলতা 2. সংৰূপ 3. অনুকূলতা,1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |
১.সংহতি ২.সংকৰকৰণ,1. ଏକୀକରଣ 2. ହାଇବ୍ରିଡାଇଜେସନ୍ |
সংযোজন,ସଂଯୋଗ
1. যোগকৰণ 2. সংযোগী,1. ଯୋଗୀ 2. ସଂଯୋଜକ |
সুৰক্ষা,ସୁରକ୍ଷା
একত্ৰীকৰণ,ଏକୀକରଣ
১.উপাদান ২.উপাদান,1. ଉପାଦାନ 2. ଉପାଦାନଗୁଡ଼ିକ |
গ্ৰাহক,ଗ୍ରାହକ
সেৱন,ବ୍ୟବହାର
দূষণ কৰা,ପ୍ରଦୂଷଣ
কনট্যুৰ ৰোপণ,କଣ୍ଟୁର ରୋପଣ |
কনট্যুৰ ৰেখা,ବିଷୟବସ୍ତୁ ରେଖା |
১/ ঠিকাদাৰী খেতি ২.ঠিকাদাৰী খেতি ৩.চুক্তিবদ্ধ কৃষি,1. ଚୁକ୍ତିନାମା ଚାଷ 2. ଚୁକ୍ତିନାମା ଚାଷ 3. ଚୁକ୍ତିନାମା ଚାଷ |
নিয়ন্ত্ৰিত বায়ুমণ্ডলীয় সংৰক্ষণ,ନିୟନ୍ତ୍ରିତ ବାୟୁମଣ୍ଡଳ ସଂରକ୍ଷଣ |
সমবায় বেংক,ସମବାୟ ବ୍ୟାଙ୍କ
সমবায় সমিতিৰ সদস্য,ସମବାୟ ସମାଜର ସଦସ୍ୟ |
গুলমাৱন,ଗୁଲମାଭାନ୍ |
ঘনকীয়,କ୍ୟୁବ୍
১.দলপুঞ্জ ২.কৰোলা,1. ଡାଲପୁଞ୍ଜ 2. କରୋଲା |
১.কৰ্টেক্স ২.কৰ্টেক্স,1. କର୍ଟେକ୍ସ 2. କର୍ଟେକ୍ସ
খৰচ,ମୂଲ୍ୟ
কুটিলডন,କୋଟିଲଡନ୍ |
ক্ৰেডিট কমিটি,କ୍ରେଡିଟ୍ କମିଟି
১/ ঋণ দিয়া ২.ক্ৰেডিট,1. ending ଣ 2. କ୍ରେଡିଟ୍
১/ ঋণদাতা ২.পাওনাদাৰ,1. ender ଣଦାତା 2. କ୍ରେଡିଟର୍
1. শিখৰ 2. শিখৰ 3. শিখৰ,1. କ୍ରେଷ୍ଟ 2. ଭର୍ଟେକ୍ସ 3. ସ୍ପାୟର୍ |
প্ৰত্যাহাৰ,ପ୍ରତ୍ୟାହାର
বিপদ,ସମସ୍ୟା
পৰীক্ষা,ପରୀକ୍ଷା
জটিল অৱস্থা,ଗୁରୁତର
শস্যৰ বীমা,ଫସଲ ବୀମା |
শস্যৰ ঋণ,ଫସଲ loan ଣ
১.শস্য ২.শস্য,1. ଫସଲ 2. ଫସଲ
খেতি কৰা অঞ্চল,ଚାଷ କ୍ଷେତ୍ର
ক্ৰছ অসঙ্গতিপূৰ্ণ,କ୍ରସ୍ ଅସଙ୍ଗତ |
1. মুকুট 2. শিখৰ (উদ্ভিদ),1. ମୁକୁଟ 2. ଶିଖର (ଉଦ୍ଭିଦ)
কোমল কণা,ନରମ କଣିକା |
খোলা,ଭୂତଳ
1. ক্ৰিপ্টোগাম 2. নন-ফ্ল&#39;ৰিফৰ্ম,1. କ୍ରିପ୍ଟୋଗାମ 2. ଅଣ-ଫ୍ଲୋରିଫର୍ମ |
ছাঁটনি (ফল),ଛେଦନ (ଫଳ)
কলম,କଲମ
জাত জাত,କୃଷି ପ୍ରକାର
১.ট্ৰেকচন ২.কৃষি ৩.খেতি কৰা,1. ଟ୍ରାକ୍ସନ୍ 2. କୃଷି 3. ଚାଷ
১/ কৃষক ২/ খেতিয়ক,1. କୃଷକ 2. କୃଷକ
১.খেতি ২.খেতি ৩.পালন,1. ଚାଷ 2. ଚାଷ 3. ପାଳିବା |
১.সম্পদ ২.প্ৰস্তুতি,1. ଉତ୍ସ 2. ପ୍ରସ୍ତୁତି
১.কুন্তলন ২.কুঞ্চন,1. କୁଣ୍ଟାଲାନ୍ 2. କୁଞ୍ଚନ୍ |
মুদ্ৰা,ସ୍ଥିତି
১.এপিডাৰ্মিছ ২.কিউটিকল,1. ଏପିଡର୍ମିସ୍ 2. କଟିକଲ୍ |
1. কলম 2. কাটি 3. কাটি 4. কাটি 5. কাটিব,1. କଲମ 2. କାଟିବା 3. କାଟିବା 4. କାଟିବା 5. କାଟିବା |
১.কৃমিৰ কৰ্পাছ ২.চিষ্ট ৩.চিষ্ট ৪.বিকৃত গোট ৫.নিওপ্লাজম,1. ପୋକ କର୍ପସ୍ 2. ସିଷ୍ଟ 3. ସିଷ୍ଟ 4. ବିକୃତ ଲମ୍ପ 5. ନିଓପ୍ଲାଜମ୍ |
চাইট&#39;ক্ৰ&#39;ম,ସାଇଟୋକ୍ରୋମ୍ |
কোষ সংযোজন,କକ୍ଷ ଯୋଡି
কোষৰ প্ৰজনন,କକ୍ଷ ପ୍ରଜନନ |
কোষৰ জিনীয় বিজ্ঞান,କୋଷ ଜେନେଟିକ୍ସ |
চাইট’প্লাজমিক বিভাজন,ସାଇଟୋପ୍ଲାଜାମିକ୍ ବିଭାଜନ |
কোষ জীৱবিজ্ঞান,କୋଷ ଜୀବ ବିଜ୍ଞାନ |
কোষৰ লাইছিছ,ସେଲ୍ ଲାଇସିସ୍ |
১) চাইট’মিৰ ২) কোষৰ বিভাজন,1. ସାଇଟୋମେର୍ 2. ସେଲ୍ ସେଗମେଣ୍ଟେସନ୍ |
চাইট’প্লাজম,ସାଇଟୋପ୍ଲାଜମ୍ |
১/ দুগ্ধজাত সামগ্ৰী ২.দুগ্ধজাত সামগ্ৰী,1. ଦୁଗ୍ଧ 2. ଦୁଗ୍ଧ
দুগ্ধ উদ্যোগ,ଦୁଗ୍ଧ ଶିଳ୍ପ
১.বান্ধ ২.প্ৰজননকাৰী,1. ବନ୍ଧ 2. ପ୍ରଜନକ
দিন নিৰপেক্ষ উদ্ভিদ,ଦିନ ସଂପୂର୍ଣ୍ଣ ଉଦ୍ଭିଦ |
ফুল ফুলাৰ পিছদিনা,ଫୁଲର ଦିନ ପରେ |
সম্পূৰ্ণ ফুল ফুলাৰ পিছত দিন,ପୂର୍ଣ୍ଣ ଫୁଲର ଦିନ ପରେ |
অদক্ষতা,ଅପାରଗତା |
ডিকেলচিফিকেশন,decalcification
1. dislodge 2. dislodge কৰা,1. ସ୍ଥାନାନ୍ତର 2. ସ୍ଥାନାନ୍ତର
পচি যোৱা,କ୍ଷୟ
পৰ্ণপাতী,ପତଳା
১.দশমিক ২.দশমিক,1. ଦଶମିକ 2. ଦଶମିକ
হীনমন্যতা,ତୁଚ୍ଛତା
অনুৰণ (মাটি),ଅନୁରାନ୍ (ମୃତ୍ତିକା)
বিপুষ্পন,ଭିପୁଷ୍ପନ୍ |
বিলিং,ବିଲିଂ
বনাঞ্চল ধ্বংস কৰা,ଜଙ୍ଗଲ ନଷ୍ଟ
বদনাম,ଅପମାନ
অৱক্ষয়,ଅବନତି |
অংশ দিন,ପାର୍ଟ ଦିନ
১.পৰিমাণ ২.অংশ,1. ପରିମାଣ 2. ଭାଗ
ডিহিচেন্স,ଅବହେଳା |
খোলা আঁতৰোৱা,ହଳ ଅପସାରଣ |
খোলা আঁতৰোৱা,ହଳ ଅପସାରଣ |
পানীলগা,ଡିହାଇଡ୍ରେସନ୍
জলহীন,ଆନ୍ହାଇଡ୍ରସ୍
দাবী কৰা,ଚାହିଦା
১.ডিনেচাৰেচন ২.গুণন,1. ଅବନତି 2. ଗୁଣନ
ডেনুডেচন,ନିନ୍ଦା
1. জমা (মাটি) 2. জমা (অৰ্থনীতি),1. ଜମା (ମୃତ୍ତିକା) 2. ଜମା (ଅର୍ଥନୀତି)
জমা,ଜମା
১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস,1. ଅବନତି 2. ଅବନତି
ডিচেলাইনেচন,ନିଷ୍କାସନ
১/ পানী শুকুৱাই লোৱা ২/ পানীলগা,1. ଜଳ ଶୁଖିବା 2. ଡିହାଇଡ୍ରେସନ୍ |
1. ডিজাইন 2. ডিজাইন,1. ଡିଜାଇନ୍ 2. ଡିଜାଇନ୍
শুকান,ଶୁଖୁଆ |
কাৰ্ণেল আঁতৰোৱা,କର୍ଣ୍ଣଲ ଅପସାରଣ
ডি-ইণ্টাৰকেলেচন,ଡି-ଇଣ୍ଟରକାଲେସନ୍ |
সংযোজন,ସଂଯୋଗ
১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন,1. ପୁରୁଷ ମଞ୍ଜରୀ ନିଷ୍କାସନ (ମକା) 2. ବଲାର୍ ନିଷ୍କାସନ |
বল্লাৰ বা কুন্দন কাটিব পৰা,ବଲାର୍ କିମ୍ବା କୁନ୍ଦନ କାଟିବା |
নিৰ্ণায়ক,ନିର୍ଣ୍ଣୟକାରୀ
বিমুদ্ৰাকৰণ,ମୂଲ୍ୟ ହ୍ରାସ
ডি-ভেজিটেট,ଡି-ଶାକାହାରୀ |
বিচ্যুতি,ବ୍ୟତିକ୍ରମ
দুণ্ডণ,ଦୁଇଥର |
নিদান,ନିରାକରଣ
ভিন্ন পৰিপক্কতা,ଭିନ୍ନ ପରିପକ୍ .ତା |
bifurcation,ବିଭାଜନ
1. দ্বিবিষাক্ত (বীজ),1. ଡିକୋଟିଲଡନ୍ 2. ଡିକୋଟିଲଡନ୍ (ବିହନ)
পিঠিৰ ৰোগ,ପିଠି ରୋଗ
১.প্ৰসাৰণ ২.প্ৰসাৰণ,1. ବିଭାଜନ 2. ବିଭେଦ |
হজম ক্ষমতা,ହଜମ ଯୋଗ୍ୟତା |
ডাইহাইব্ৰিড,ଡିହାଇବ୍ରିଡ୍ |
১.বান্ধ ২.নলা ৩.পৰিয়াল,1. ଡ୍ୟାମ୍ 2. ଡ୍ରେନ୍ 3. ପରିବାର |
সামান্য,ଅଳ୍ପ
১.একপত্নী ২.একপত্নী,1. ଏକମାତ୍ର 2. ଏକମାତ୍ର |
ডিপ্লয়ড,ଡିପ୍ଲଏଡ୍ |
১.দ্বিগুণী ২.দ্বিগুণী,1. ଡିପ୍ଲଏଡ୍ 2. ଡିପ୍ଲଏଡ୍ |
ডাইপোল,ଡିପୋଲ୍
১.নিষ্কাশন ২.কলি আঁতৰোৱা,1. ନିଷ୍କାସନ 2. ବୁଡ୍ ଅପସାରଣ |
১.হালোৱা হাল বাই ২.ঘূৰোৱা,1. ହଳ ହଳ କରିବା 2. ଘୂର୍ଣ୍ଣନ |
ৰেহাই,ରିହାତି
বীজাণুনাশক,ନିରାକରଣ
১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা,1. ବିଚ୍ଛେଦ 2. ବିଛାଇବା |
1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স,1. ବିଛାଇବା 2. ଭିନ୍ନତା |
বৈচিত্ৰ্যতা,ବିବିଧକରଣ
বৈচিত্ৰময় কৃষি,ବିବିଧ କୃଷି |
dna পদক্ষেপ,dna step
ডি এন এ ৰিচিভাৰ,DNA | ରସିଦ
ডক ভাড়া,ଡକ୍ ନିଯୁକ୍ତି |
কাৰ্যকৰী,ପ୍ରଭାବଶାଳୀ |
নিদ্ৰাহীনতা,ଶୋଇବା
১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা,1. ପରିମାଣ 2. ଡୋଜ୍ 3. ଡୋଜ
ডাবল চিগম&#39;ইড বক্ৰ,ଡବଲ୍ ସିଗମଏଡ୍ ବକ୍ର
1. gust 2. টানিব পৰা,1. ଗସ୍ତ 2. ବିସ୍ତାର
1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট,1. ନିଷ୍କାସନ ଡ୍ରେନ୍ 2. ପ୍ରବାହିତ
নিষ্কাশন,ଜଳ ନିଷ୍କାସନ
ট্ৰেকচন,ଟ୍ରାକ୍ସନ୍
1. ঔষধ দিয়া 2. তিয়াই পেলোৱা,1. medicine ଷଧ ଦିଅ
প্ৰসাধন সামগ্ৰী (বীজ),ପ୍ରସାଧନ ସାମଗ୍ରୀ (ମଞ୍ଜି)
1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ,1. ଆଗର୍ 2. ଅସ୍ଥାୟୀ ଦୋଷ 3. ଡ୍ରିଲ୍ 4. ଆଗର୍ |
১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল,1. ଛିଦ୍ର 2. ଡ୍ରିଲ୍ 3. ଡ୍ରିଲ୍ |
১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া,1. ଡ୍ରିଲିଂ 2. ଡ୍ରିଲ ସହିତ ବୁଣିବା 3. ଡ୍ରିଲ ସହିତ ing ାଳିବା |
ড্ৰিপ জলসিঞ্চন,ଡ୍ରପ୍ ଜଳସେଚନ
শুকান খেতি কৰা,ଶୁଖିଲା ଚାଷ
১.ধূলি ২.বুকনি,1. ଧୂଳି 2. ବୁକନି |
১.ডাষ্টাৰ ২.বিকিৰণকাৰী,1. ଧୂଳି 2. ଛିନ୍ନଛତ୍ରକାରୀ |
ছটিয়াই দিয়া,ଛିଞ୍ଚିବା ପାଇଁ |
১.বামন ২.ৱামন,1. ବଧୂ 2. ଭାମନା |
বামন পিৰামিড,ଭାମନା ପିରାମିଡ୍ |
বামিণী ভৱন,ଭାମିନୀ ଭବନ
পৰিৱেশ বিজ্ঞান,ପରିବେଶ
অৰ্থনীতি,ଅର୍ଥନୀତି
অৰ্থনৈতিক দক্ষতা,ଅର୍ଥନ efficiency ତିକ ଦକ୍ଷତା |
পৰিস্থিতিগত ধৰণ,ପରିସ୍ଥିତି ପ୍ରକାର |
অতিৰিক্ত স্তৰযুক্ত,ଅତିରିକ୍ତ ସ୍ତରୀୟ |
কোমল,ନରମ
soil বিজ্ঞান,ମୃତ୍ତିକା ବିଜ୍ଞାନ |
1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা,1. ବ୍ରିଜ୍ 2. ଏଡିଙ୍ଗ୍ 3. ଷ୍ଟ୍ରାଣ୍ଡ୍ ବନ୍ଦ |
খাদ্যৰ অংশ,ଖାଦ୍ୟ ଅଂଶ
চাহিদাৰ স্থিতিস্থাপকতা,ଚାହିଦା
উৎপাদন স্থিতিস্থাপকতা,ଉତ୍ପାଦନ ଇଲାସ୍ଟିସିଟି |
ইলেক্ট্ৰ&#39;লাইছিছ,ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |
বাষ্পীভৱন,ବାଷ୍ପୀକରଣ
১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ,1. ଡିକାପିଟେଟର୍ 2. ଷ୍ଟେରିଲାଇଜର୍ 3. ଡେକାପିଟେଟର୍ 4. ଷ୍ଟେରିଲାଇଜର |
১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী,1. ୱେର୍ ବାଣ୍ଡି 2. ଷ୍ଟ୍ରବାବାଣ୍ଡି |
ভ্ৰূণ,ଭ୍ରୁଣ
১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান,1. ଭ୍ରୁଣ ବିଜ୍ଞାନ 2. ପଦାର୍ଥ ବିଜ୍ଞାନ |
1. প্ৰস্থান 2. প্ৰস্থান,1. ପ୍ରସ୍ଥାନ 2. ପ୍ରସ୍ଥାନ
ইমালচাইফায়াৰ,ଏମୁଲେସିଫାୟର୍ |
অন্তৰ্জাতীয়,ଏଣ୍ଡୋଜେନସ୍ |
ইন্ট্ৰা-পইণ্ট ডিভিজন,ଆନ୍ତ a- ବିନ୍ଦୁ ବିଭାଜନ |
অন্তঃপৰজীৱী,ଆନ୍ତ a- ପରଜୀବୀ |
এণ্ডোস্পাৰ্ম,ଏଣ୍ଡୋସ୍ପର୍ମ |
উদ্যোগ,ଉଦ୍ୟୋଗ
পতংগবিজ্ঞান,ଏଣ୍ଟୋମୋଲୋଜି |
পৰিৱেশ,ପରିବେଶ
১.এনজাইম ২.এনজাইম,1. ଏନଜାଇମ୍ 2. ଏନଜାଇମ୍ |
ক্লাষ্টাৰ গ্ৰাফটিং,କ୍ଲଷ୍ଟର ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |
১.এপিফাইট ২.এপিফাইট,1. ଏପିଫାଇଟ୍ 2. ଏପିଫାଇଟ୍ |
ন্যায়,ଇକ୍ୱିଟି
নিৰ্মূলকৰণ,ବିଲୋପ
প্ৰয়োজনীয় পুষ্টিকৰ উপাদান,ଜରୁରୀ ପୋଷକ ତତ୍ତ୍ୱ |
1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন,1. ମାପ 2. ଡେଇଁବା 3. ମୂଲ୍ୟାଙ୍କନ |
সূক্ষ্মতা,ସୁନ୍ଦରତା
সুজাননিক,ସୁଜନିକ୍ |
মূল্যায়ন,ମୂଲ୍ୟାଙ୍କନ
ভাপ গেজ,ବାଷ୍ପ ଗେଜ୍ |
বাষ্পীভৱন,ବାଷ୍ପୀକରଣ
চিৰন্তন বিপ্লৱ,ଅନନ୍ତ ବିପ୍ଳବ |
১.চিৰসেউজ ২.চিৰসেউজ,1. ଚିର ସବୁଜ 2. ଚିର ସବୁଜ |
বিকাশ,ବିକାଶ
কাটি পেলোৱা,ବିଛିନ୍ନ ହେବା
পৰীক্ষয় (উৰ্বৰতা),ପାରିକଶାୟ (ଉର୍ବରତା)
শোষণ,ଶୋଷଣ
১.অন্বেষণ ২.অন্বেষণ,1. ଅନୁସନ୍ଧାନ 2. ଅନୁସନ୍ଧାନ
১.এক্সট্ৰুচন ২.নিগমন,1. ନିର୍ବାହ 2. ନିର୍ଗମନ
নয়ন,ଆଖି
1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ,1. କାରକ 2. ଉପାଦାନ 3. କାରକ 4. ଉତ୍ସ |
কাৰক উৎপাদনশীলতা,କାରକ ଉତ୍ପାଦକତା |
ট্ৰেডছমেনৰ ৰেহাই,ବ୍ୟବସାୟୀଙ୍କ ରିହାତି
ফেক্টৰিয়েল ব্লক ডিজাইন,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ବ୍ଲକ୍ ଡିଜାଇନ୍ |
বিকল্প,ବିକଳ୍ପ
১.পট্টি ২.পালিহাৰ,1. ପାଟି 2. ପାଲିହାର |
গোটেই অংশ,ମୋଟ
ক্ষেত্ৰ মূল্যায়ন,କ୍ଷେତ୍ର ମୂଲ୍ୟାଙ୍କନ |
ফাৰ্ম বাজেট,ଚାଷ ବଜେଟ୍
কৃষি ব্যৱসায়,କୃଷି ବ୍ୟବସାୟ
ক্ষেত্ৰ পৰিকল্পনা,କ୍ଷେତ୍ର ଯୋଜନା
১.কৃষক ২.কৃষক,1. କୃଷକ 2. କୃଷକ
১.কৃষি ২.খেতি কৰা,1. କୃଷି 2. ଚାଷ
সংঘৰ্ষ,ଧକ୍କା |
একাধিক প্ৰজনন,ଏକାଧିକ ପ୍ରଜନନ |
কিম্বন,fermentation
উৰ্বৰতা,ଉର୍ବରତା |
সাৰ,ସାର
সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা,ସାର ବ୍ୟବହାର ଦକ୍ଷତା |
আঁহযুক্ত,ଫାଇବ୍ରସ୍ |
১.পাম ২.এলেকা ৩.অৱস্থান,1. ଚାଷ 2. କ୍ଷେତ୍ର 3. ସ୍ଥାନ
মাটিৰ পানী ধৰি ৰখা,ମୃତ୍ତିକା ଜଳ ଧାରଣ
ক্ষেত্ৰ প্ৰদৰ্শন,କ୍ଷେତ୍ର ପ୍ରଦର୍ଶନ
1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা,1. ଅସ୍ଥିରତା 2. ସ୍ଥିରତା 3. ସ୍ଥିରତା |
1. প্লাৱন 2. গৰ্ভধাৰণ,1. ଅବନତି 2. ଗର୍ଭଧାରଣ
ফ্ল&#39; ডায়াগ্ৰাম,ପ୍ରବାହ ଚିତ୍ର
খাদ্য মূল্য,ଖାଦ୍ୟ ମୂଲ୍ୟ
পশুখাদ্য,ଖାଇବାକୁ |
পুৰ্বানুমান,ପୂର୍ବାନୁମାନ
অৰণ্য,ଜଙ୍ଗଲ
বনানীকৰণ,ବୃକ୍ଷରୋପଣ
১.তাদপৰ্ণ ২.ফৰ্ম,1. ତାଡପର୍ନ୍ 2. ଫର୍ମ |
হিম প্ৰতিৰোধী,ବରଫ ପ୍ରତିରୋଧକ |
১.পালা ২.ব্লাইট,1. ପାଲା 2. ବ୍ଲାଇଟ୍ |
1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন,1. ଫ୍ରିଜ୍
অনুষ্ঠান,କାର୍ଯ୍ୟ
১/ ফলৰ পতন ২.ফলৰ পতন,1. ଫଳ ପତନ 2. ଫଳ ପତନ |
ফল হৈ পৰে,ଫଳ ପାଅ |
1. ধূমপান 2. ধূমপান,1. ଧୂମପାନ
ভেঁকুৰনাশক,ଫଙ୍ଗିସାଇଡ୍ |
এন্টিফাংগেল,ଆଣ୍ଟିଫଙ୍ଗାଲ୍ |
ভেঁকুৰ,କବକ
১.খুদ ২.সীতা,1. ଖୁଦ୍ 2. ସୀତା |
1. সংযোজন 2. সংযোজন,1. ଫ୍ୟୁଜନ୍ 2. ଫ୍ୟୁଜନ୍ |
কপাহী উল,ସୂତା ଲୋମ
লোমশ,ଲୋମଶାଳୀ |
১/ গছৰ ঘা ২.পিতিকা,1. ବୃକ୍ଷ ଅଲସର 2. ପିଟିକା |
1. গেমেট 2. গেমেট,1. ଗ୍ୟାମେଟସ୍
১.বাৰী ২.বাগিচা,1. ଉଦ୍ୟାନ 2. ଉଦ୍ୟାନ
১.পান্সাল ২.হাইড্ৰমিটাৰ,1. ପାନ୍ସଲ୍ 2. ହାଇଡ୍ରୋମିଟର |
জিন সংগ্ৰহ,ଜିନ୍ ସଂଗ୍ରହ
জিন টেগন,ଜିନ୍ ଟ୍ୟାଗନ୍ |
বংশাৱলী,ବଂଶାନୁକ୍ରମିକ
জিন মেপ,ଜିନ୍ ମାନଚିତ୍ର
জেনেটিক্স,ଜେନେଟିକ୍ସ
১/ জিনম ২.সাংগেনে,1. ଜେନୋମ୍ 2. ସାଙ୍ଗେନ |
সঞ্জিনী সংগ্ৰহ,ସଞ୍ଜିନୀ ସଂଗ୍ରହ |
জিনমিক্স,ଜେନୋମିକ୍ସ
জিন প্ৰকাৰ,ଜେନୋଟାଇପ୍
১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ,1. ଜିନ୍ ଗଠନ 2. ଜିନ୍ ପ୍ରକାର |
বংশ,ଲିନେଜ୍ |
১. প্ৰজাতি ২. বংশ,ବଂଶ 2. ବଂଶ
১.বীজাণু ২.বীজাণু,1. ଜର୍ମ 2. ଜର୍ମ
বীজাণুনাশক,ଜୀବାଣୁ
অংকুৰণ,ଅଙ୍କୁର
১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম,1. ଜର୍ମପ୍ଲାସ୍ 2. ଜର୍ମପ୍ଲାସ୍ |
জিবেৰেলিক এচিড,ଗିବରେଲିକ୍ ଏସିଡ୍ |
গোটাওক,ସଂଗ୍ରହ
তুষ,ତୁଷ
১/ গ্লুটেন ২,1. ଗ୍ଲୁଟେନ୍ 2. ଗ୍ଲୁଟନ୍ |
গ্লাইকোলাইছিছ,ଗ୍ଲାଇକୋଲିସିସ୍
বঢ়িয়া,ଭଲ
সোণালী বিপ্লৱ,ସୁବର୍ଣ୍ଣ ବିପ୍ଳବ |
1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস,1. ବର୍ଗୀକରଣ 2. ବର୍ଗୀକରଣ 3. ସ୍ତରକରଣ
1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ,1. ଗ୍ରାଫ୍ଟେଡ୍ ପ୍ଲାଣ୍ଟ 2. ପେନୁମ୍ବ୍ରାଲ୍ ପ୍ଲାଣ୍ଟ |
কলম অসামঞ্জস্যপূৰ্ণ,କଲମ ଅସଙ୍ଗତ |
গ্ৰানা,ଗ୍ରାନା
গ্ৰেনুলেচন,ଗ୍ରାନ୍ୟୁଲେସନ୍
সেউজীয়া গোবৰ,ସବୁଜ ଖତ
সেউজ বিপ্লৱ,ସବୁଜ ବିପ୍ଳବ |
বৃদ্ধি আৰু বিকাশ,ଅଭିବୃଦ୍ଧି ଏବଂ ବିକାଶ
১/ আঁঠুৰ ৰোগ,1. ଗୁଣ୍ଡ ରୋଗ
বিষমযৌন,ହେଟେରୋଜକ୍ସୁଆଲ୍ |
1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ,1. ପ୍ରକୃତି 2. ପ୍ରକୃତି 3. ରୂପଗୁନା 4. ଦୃଶ୍ୟ |
১.অলা ২.কৰকাপাট ৩.কৰ্কা,1. ଓଲା 2. କରକାପତ୍ 3. କର୍କା |
ৰোমিলৱাচ,ରୋମିଲୱାଚ୍ |
চেলাইন চিষ্ট,ସାଲାଇନ୍ ସିଷ୍ଟ୍ |
harrow,harrow
১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক,1. ଅମଳ ସୂଚକାଙ୍କ 2. ଅମଳ ସୂଚକାଙ୍କ |
১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন,1. ଅମଳ 2. ଅମଳ ହୋଇଥିବା ଫସଲ 3. ସମାପ୍ତ ଫସଲ 4. ଅମଳ |
১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা,1. କାଟିବା 2. ଅମଳ 3. ଅମଳ କରିବା |
১/ কণী পৰা ২) কণী বল,1. ଅଣ୍ଡା ଦେବା 2. ଅଣ୍ଡା ବଳ |
শুকান ঘাঁহ,ଶୁଖିଲା ଘାସ |
শুকান খাদ্য,ଶୁଖିଲା ଫିଡ୍ |
গঞ্জি,ganji
কুঁৱলী,କୁହୁଡି
কুঁৱলীময়,ଦୁର୍ବଳ
১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা,1. ବାଲି 2. ସୀତା 3. ମୁଣ୍ଡକ 4. ଶୀର୍ଷ 5. ମୁଣ୍ଡ 6. ସିରା |
খাঁজৰ শেষ,ଗଭୀରର ଶେଷ
