Gujarati,Assamese
Exarch,Exarch
એક્સિલર્ચ,এক্সাইলাৰ্ক
ફલાંગિસ્ટ,ফেলেংগিষ্ট
પિતાની જમીન,পিতৃ ভূমি
પિતાની જમીન,পিতৃ ভূমি
ફેરિયા,ফেৰিয়া
ફેટીશ,ফেটিছ
સામન્તી હોલ્ડિંગ્સ,সামন্তীয় হোল্ডিংছ
સામંતવાદ (= સામંતશાહી વ્યવસ્થા),সামন্তবাদ (=সামন্তীয় ব্যৱস্থা)
સામંતશાહી વ્યવસ્થા,সামন্তীয় ব্যৱস্থা
સામંતશાહી,সামন্তীয়
ફિદેઇ ડિફેન્સર (=વિશ્વાસના રક્ષક),ফিডেই ডিফেন্সৰ (=বিশ্বাসৰ ৰক্ষক)
ફીફ,ফিফ
ફીલ્ડ સિસ્ટમ,ক্ষেত্ৰ ব্যৱস্থা
પંદરમો કર,পোন্ধৰতম কৰ
આકૃતિ વડા,চিত্ৰৰ মূৰ
ફિન ડી siecle,ফিন ডি ছিকেল
અગ્નિ ખાનાર,জুই খোৱা
ફાઇવ માઇલ એક્ટ,পাঁচ মাইল আইন
ધ્વજ,পতাকা
ફ્લેમેન ડાયાલિસ,ফ্লেমেন ডায়েলিছ
ફ્લેમેન માર્શેલીસ,ফ্লেমেন মাৰ্চিয়ালিছ
જ્વલંત મશાલ,জ্বলি থকা টৰ্চ
ફ્લૅન્ક,ফ্লেংক
flanking ચળવળ,ফ্লেংকিং মুভমেণ্ট
વિકસતી સંસ્કૃતિ,ফুলি উঠা সভ্যতা
પ્રવાહવાદી માન્યતા,নদীবাদী বিশ্বাস
લોક દેવ,লোক দেৱতা
લોક દેવી,লোক দেৱী
લોક સ્મૃતિ,লোক স্মৃতি
લોક પૌરાણિક કથા (=લોકકથા),লোক মিথ (=folklore)
ઘાસચારો,খাদ্য বিচাৰি ফুৰা
ધાડ,আক্ৰমণ
ફોરબિયર,পূৰ্বপুৰুষ
વડવા,পূৰ্বপুৰুষ
અગ્રદૂત,আগশাৰীৰ
નિરાશ આશા,নিঃসংগ আশা
રચનાત્મક તબક્કો,গঠনমূলক পৰ্যায়
કિલ્લો,দুৰ্গ
કિલ્લેબંધી,দুৰ্গ নিৰ্মাণ
ફોર્ટિફાઇડ નગર,দুৰ্গম চহৰ
કિલ્લો,দুৰ্গ
ફોર્ચ્યુના,ফৰ্তুনা
ફોરમ રોમનમ,ফ&#39;ৰাম ৰোমানম
ફ્રાન્સિસ્કન,ফ্ৰান্সিস্কান
ફ્રેન્કલીન,ফ্ৰেংকলিন
ભાઈચારો યુદ્ધ,ভাতৃঘাতী যুদ্ধ
મફત ચર્ચ,ফ্ৰী চাৰ্চ
ફ્રીહોલ્ડર,ফ্ৰীহোল্ডাৰ
ફ્રીલાન્સ સૈનિક,ফ্ৰীলান্স সৈনিক
ફ્રીલાન્સ સૈનિક,ফ্ৰীলান্স সৈনিক
ફ્રીમેન,ফ্ৰীমেন
ફ્રીમેન,ফ্ৰীমেন
મફત પાસ,ফ্ৰীপাছ
ફ્રેન્ચ ક્રાંતિ,ফৰাচী বিপ্লৱ
તપસ્વી,ফ্ৰাইয়াৰ
ફ્રિયાશિયન ભાડૂતી,ফ্ৰিয়াছিয়ান ভাড়াতীয়া
સરહદી માણસ,সীমান্ত&#39;এ মানুহ
ગેલિયન,গেলিয়ন
ગેલિકન (=ગેલિકનવાદી),গ্যালিকান (=গ্যালিকানিষ্ট)
ગેલિકનિઝમ,গ্যালিকানিজম
ગેરિસન,গেৰিছন
ગૌલ,গল
ગાઉન્ટલેટ,গাউণ্টলেট
ગાઉન્ટલેટ,গাউণ্টলেট
ગાઝેબો,গেজেবো
ગાઝેબો,গেজেবো
ગાઝેબો,গেজেবো
વંશાવળી ઇતિહાસ,বংশাৱলীৰ ইতিহাস
વંશાવળી રેકોર્ડ,বংশাৱলীৰ ৰেকৰ্ড
વંશાવળી કોષ્ટક,বংশাৱলীৰ তালিকা
વંશાવળી વૃક્ષ,বংশাৱলীৰ গছ
વંશાવળી,বংশাৱলী
વંશાવળી,বংশাৱলী
જનરેશન,প্ৰজন্ম
નરસંહાર,গণহত্যা
બિનજાતીય,অনা-ইহুদী
બિનજાતીય,অনা-ইহুদী
બિનજાતીય,অনা-ইহুদী
બિનજાતીય,অনা-ইহুদী
ઘેટ્ટો,গেট্টো
ઘેટ્ટો,গেট্টো
ગીબેટ,গিবেট
ગિલ્ડ (=ગિલ્ડ),গিল্ড (=গিল্ড)
ગ્લેડીએટર,গ্লেডিয়েটাৰ
ભવ્ય ક્રાંતિ,গৌৰৱময় বিপ্লৱ
ગોલ્ડન હોર્ડ,গোল্ডেন হৰ্ড
ગ્રાન્ડ એલાયન્સ,গ্ৰেণ্ড এলায়েন্স
ગ્રાન્ડી,গ্ৰেণ্ডী
ગ્રાન્ડ સિગ્નર,গ্ৰেণ্ড চাইন&#39;ৰ
ગ્રાન્ડ સિગ્નર,গ্ৰেণ্ড চাইন&#39;ৰ
મહાન ગૃહ યુદ્ધ,মহান গৃহযুদ্ধ
મહાન પ્રસ્થાન (બુદ્ધનું),মহান প্ৰস্থান (বুদ্ধৰ)
બૃહદ ભારત,বৃহত্তৰ ভাৰত
ગ્રેટ હેલાસ,গ্ৰেট হেলাছ
મહાન લોકોનું મોટું ટોળું,গ্ৰেট হৰ্ড
મહાન ત્યાગ (= મહાન પ્રસ્થાન),মহান পৰিত্যাগ (=মহান প্ৰস্থান)
ગ્રેટ સીલ,গ্ৰেট ছিল
ગ્રેટ ટ્રૅક,গ্ৰেট ট্ৰেক
મહાન વાહન,গ্ৰেট ভেহিকেল
ચીનની મહાન દિવાલ,চীনৰ গ্ৰেট ৱাল
ગ્રીવ,গ্ৰেভ
ગાર્ડ-ચેમ્બર,গাৰ্ড-চেম্বাৰ
ગાર્ડ-ચેમ્બર,গাৰ্ড-চেম্বাৰ
ગાર્ડ-ચેમ્બર,গাৰ্ড-চেম্বাৰ
ગુપ્તા,গুপ্তাছ
હેગિઓગ્રાફી,হেজিঅ’গ্ৰাফী
હેગિઓગ્રાફી,হেজিঅ’গ্ৰাফী
હેગિઓલોજી,হেজিঅ’লজি
હેગિઓલોજી,হেজিঅ’লজি
ખાનગી પ્રેક્ષકોનો હોલ,ব্যক্তিগত দৰ্শকৰ হল
જાહેર પ્રેક્ષકોનો હોલ,ৰাজহুৱা দৰ্শকৰ হল
હેચમેન્ટ,হেচমেণ্ট
વિધર્મી,হেথেন
વિધર્મી,হেথেন
હીથેનિઝમ,হেথেনিজম
હેગીરા (હેજેરા),হেগিৰা (হেজেৰা)
હેલેનિઝમ,হেলেনিজম
હેલોટ,হেলট
હેરાલ્ડ્રી,হেৰাল্ড্ৰি
ધરોહર,ঐতিহ্য
હિયેરોગ્લિફિક રેખીય અક્ષરો,হাইৰ’গ্লিফিক ৰৈখিক আখৰ
હિયેરોગ્લિફિક સ્ક્રિપ્ટ,হাইৰ&#39;গ্লিফিক লিপি
ઉચ્ચ ચર્ચ,হাই চাৰ্চ
ઉચ્ચ લેન્ડર,হাই লেণ্ডাৰ
હિંદુ ધર્મ,হিন্দু ধৰ্ম
ઈતિહાસકાર,ইতিহাসবিদ
ઈતિહાસકાર,ইতিহাসবিদ
ઐતિહાસિક ભૌતિકવાદ,ঐতিহাসিক বস্তুবাদ
ઐતિહાસિક યુગ,ঐতিহাসিক যুগ
ઐતિહાસિક સરહદ,ঐতিহাসিক সীমান্ত
ઇતિહાસકાર,ইতিহাসবিদ
ઇતિહાસકાર,ইতিহাসবিদ
ઇતિહાસલેખન,ইতিহাস লেখা
ઇતિહાસલેખન,ইতিহাস লেখা
ઇતિહાસ,ইতিহাস
હિટ્ટાઇટ સામ્રાજ્ય,হিট্টী সাম্ৰাজ্য
પવિત્ર જોડાણ,পবিত্ৰ মিত্ৰতা
પવિત્ર શહેર,পবিত্ৰ নগৰ
પવિત્ર શહેર,পবিত্ৰ নগৰ
પવિત્ર ભૂમિ,পবিত্ৰ ভূমি
પવિત્ર ભૂમિ,পবিত্ৰ ভূমি
પવિત્ર લીગ,হলি লীগ
પવિત્ર લીગ,হলি লীগ
પવિત્ર રોમન સામ્રાજ્ય (=ધ એમ્પાયર),পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire)
પવિત્ર સમુદ્ર,পবিত্ৰ সাগৰ
પવિત્ર સમુદ્ર,পবিত্ৰ সাগৰ
પવિત્ર યુદ્ધ,পবিত্ৰ যুদ্ধ
પવિત્ર યુદ્ધ,পবিত্ৰ যুদ্ধ
ગૃહ સરકાર,গৃহ চৰকাৰ
હોમગાર્ડ,হোম গাৰ্ড
વતન,গৃহভূমি
ઘરનો નિયમ,গৃহ শাসন
હોમ રૂલ,হোম ৰুল
લોકોનું મોટું ટોળું,হৰ্ড
લોકોનું મોટું ટોળું,হৰ্ড
પ્રતિકૂળ દેશ,শত্ৰুতাপূৰ্ণ দেশ
પ્રતિકૂળ જમીન,শত্ৰুতাপূৰ্ণ ভূমি
ગરમ પીછો,hot pursuit
ઘર,ঘৰ
ઘર,ঘৰ
હાઉસ ઓફ કોમન્સ,হাউচ অৱ কমনছ
હાઉસ ઓફ લોર્ડ્સ,হাউচ অৱ লৰ্ডছ
હાઉસ ઓફ રિપ્રેઝન્ટેટિવ્સ,প্ৰতিনিধি সদন
હ્યુગ્યુનોટ્સ,হুগুয়েনট
માનવતાવાદ,মানৱতাবাদ
માનવતાવાદી,মানৱতাবাদী
સો યસર્સ વોર,শত Yesrs&#39; যুদ্ধ
હુંકર,হাংকাৰ
ઇબાદત ખાના (ઇબાદતનું ઘર),ইবাদাত খানা (পূজাৰ ঘৰ)
આઇકોનોક્લાસ્ટ,আইকনক্লাষ্ট
મૂર્તિપૂજક,মূৰ্তিপূজক
ઇલાહી યુગ,ইলাহি যুগ
ગેરકાયદેસર યુદ્ધ,অবৈধ যুদ্ধ
પ્રકાશિત હસ્તપ્રત,আলোকিত পাণ্ডুলিপি
સચિત્ર હસ્તપ્રત,সচিত্ৰ পাণ্ডুলিপি
સચિત્ર હસ્તપ્રત,সচিত্ৰ পাণ্ডুলিপি
ઇમામ (ઇમામ),ইমাম (ইমাউম)
ઈમામત,ইমামত
ઈમામત,ইমামত
ઈમામબારહ,ইমাম্বৰা
શાહી,ইম্পেৰিয়েল
શાહી શહેર,ইম্পেৰিয়েল চিটি
સામ્રાજ્યવાદ,সাম্ৰাজ্যবাদ
શાહી પસંદગી,ইম্পেৰিয়েল পছন্দ
અવ્યવસ્થિતતા,নীতিহীনতা
ઢોંગી,ভণ্ড
કેદ,কাৰাবাস
કેદ,কাৰাবাস
આક્રમણ,আক্ৰমণ
આક્રમણ કરનાર,আক্ৰমণকাৰী
સ્વતંત્રતા,স্বাধীনতা
સ્વતંત્રતા દિવસ,স্বাধীনতা দিৱস
સ્વતંત્રતા હોલ,স্বাধীনতা প্ৰেক্ষাগৃহ
ભારતીય અમેરિકન (=રેડ ઇન્ડિયન=અમેરિકન ભારતીય),ভাৰতীয় আমেৰিকান (=ৰেড ইণ্ডিয়ান=আমেৰিকান ইণ্ডিয়ান)
ઈન્ડિયન હોમ રૂલ લીગ,ইণ্ডিয়ান হোম ৰুল লীগ
ઔદ્યોગિક ક્રાંતિ,ঔদ্যোগিক বিপ্লৱ
બેવફાઈ,কাফিৰ
બેવફાઈ,কাফিৰ
ઘૂસણખોરી,অনুপ্ৰৱেশ
ઘૂસણખોર,অনুপ্ৰৱেশকাৰী
માહિતી આપનાર,তথ্যদাতা
માહિતી આપનાર,তথ্যদাতা
બાતમીદાર,তথ্যদাতা
બાતમીદાર,তথ্যদাতা
પ્રવેશ,প্ৰৱেশ
પ્રવેશ,প্ৰৱেশ
પ્રવેશ,প্ৰৱেশ
વસવાટ,বাসস্থান
રહેવાસી,বাসিন্দা
વારસો,উত্তৰাধিকাৰ
વારસો,উত্তৰাধিকাৰ
વારસો,উত্তৰাধিকাৰ
શિલાલેખ,শিলালিপি
ચિહ્ન,চিহ্ন
પ્રવેશનું સાધન,যোগদানৰ যন্ত্ৰ
સરકારનું સાધન,চৰকাৰৰ আহিলা
બળવો (બળવો),বিদ্ৰোহ (বিদ্ৰোহ)
બળવાખોર,বিদ্ৰোহী
બળવો,বিদ্ৰোহ
બળવો,বিদ্ৰোহ
એકીકરણ,সংহতি
રેકોર્ડની અખંડિતતા,ৰেকৰ্ডৰ অখণ্ডতা
રાજ્યોની અખંડિતતા,ৰাজ্যসমূহৰ অখণ্ডতা
ઇન્ટેલિજેન્ટ્સિયા (બુદ્ધિશાળી),বুদ্ধিমান (Intelligentzia)
મધ્યસ્થી,মধ্যস্থতা
મધ્યસ્થી,মধ্যস্থতাকাৰী
મધ્યસ્થી,মধ্যস্থতাকাৰী
આંતરરાષ્ટ્રીયવાદ,আন্তৰ্জাতিকতাবাদ
આંતરરાષ્ટ્રીયવાદ,আন্তৰ্জাতিকতাবাদ
આંતરરાષ્ટ્રીયવાદી,আন্তৰ্জাতিকতাবাদী
આંતરીક યુદ્ધ,আন্তঃসংযোগী যুদ্ধ
ઈન્ટરની,ইণ্টাৰনী
ઈન્ટરની,ইণ্টাৰনী
ઈન્ટરની કેમ્પ,ইণ্টাৰনী শিবিৰ
નજરબંધ,আৱদ্ধ কৰি ৰখা
નજરબંધ,আৱদ্ধ কৰি ৰখা
નજરબંધ,আৱদ্ধ কৰি ৰখা
ઈન્ટર્નસિયો,Internuncio
દુભાષિયા,ব্যাখ্যাকৰোতা
દુભાષિયા,ব্যাখ্যাকৰোতা
દુભાષિયા,ব্যাখ্যাকৰোতা
હસ્તક્ષેપ,হস্তক্ষেপ
ઇન્ટેસ્ટેસી,ইনটেষ্টেচি
ઇન્ટેસ્ટેટ,ইনটেষ্টেট
ષડયંત્ર,কুটিলতা
ઘુસણખોર,অনুপ্ৰৱেশকাৰী
ઘુસણખોર,অনুপ্ৰৱেশকাৰী
ઘુસણખોરી,অনুপ্ৰৱেশ
આક્રમણ,আক্ৰমণ
આક્રમણ,আক্ৰমণ
રોકાણ કરો,বিনিয়োগ কৰা
રોકાણ કરો,বিনিয়োগ কৰা
રોકાણ કરો,বিনিয়োগ কৰা
રોકાણ કરો,বিনিয়োগ কৰা
રોકાણ,বিনিয়োগ
રોકાણ,বিনিয়োগ
રોકાણ,বিনিয়োগ
રોકાણ સમારોહ,বিনিয়োগ অনুষ্ঠান
રાષ્ટ્રીયતા સાથે રોકાણ કરો,জাতীয়তাৰ সৈতে বিনিয়োগ কৰক
અજેય આર્મડા,অজেয় আৰ্মাডা
ઉલ્લંઘન (રાજ્યની),অলংঘনীয়তা (ৰাষ্ট্ৰৰ)
ઉલ્લંઘન રાજ્ય,অলংঘিত অৱস্থা
અભેદ્ય કિલ્લો,অক্ষম দুৰ্গ
આયર્ન યુગ,লোৰ যুগ
લોખંડનો પડદો,লোহাৰ পৰ্দা
આયર્ન ગાર્ડ,লোহাৰ ৰক্ষক
આયર્ન રાશન,লোহাৰ ৰেচন
આયર્ન બાજુઓ,লোহাৰ কাষ
આયર્ન ટીપેડ તીર,লোহাৰ টিপযুক্ত কাঁড়
ઇસ્થમિયન રમતો,ইষ্টমিয়ান খেল
જેનિસરી,জেনিছাৰী
દરવાન,জেনিটৰ
દરવાન,জেনিটৰ
જેવલિન,জেভেলিন
જિમ ક્રો કાયદા,জিম ক&#39;ৰ&#39; ল&#39;ছ
જિંગો,জিংগো
જિંગો,জিংগো
જિંગો,জিংগো
જિન્ગોઇઝમ,জিংগোবাদ
સંયુક્ત કાર્યવાહી,যৌথ ব্যৱস্থা
સંયુક્ત નિયંત્રણ,যৌথ নিয়ন্ত্ৰণ
સંયુક્ત કબજો,যৌথ দখল
જ્યુરી,জুৰী
માત્ર કારણ,মাত্ৰ কাৰণ
રાખવું,ৰাখক
આર્કાઇવ્સ કીપર,আৰ্কাইভৰ ৰক্ষক
કેટલ-ડ્રમ,কেটলি-ড্ৰাম
મુખ્ય શબ્દ,মূল শব্দ
રાજા,ৰজা
રાજ્ય,ৰাজ্য
કિંગલેટ,কিংলেট
રાજા નિર્માતા,ৰজা নিৰ্মাতা
કિંગશિપ,ৰজাৰ পদ
કિંગશિપ,ৰজাৰ পদ
રસોડા નો કબાટ,পাকঘৰৰ কেবিনেট
નાઈટ,ৰজা
રાજાપણું,ৰজাৰত্ব
Kinghts હોસ્પિટલર્સ,Kinghts হস্পিতালৰ লোক
સેન્ટ જ્હોનના નાઈટ્સ,নাইটছ অৱ চেণ্ট জন
નાઈટ ટેમ્પ્લર,নাইট টেম্পলাৰ
કુ ક્લક્સ ક્લાન (KKK),কু ক্লাক্স ক্লান (KKK)
કુમિન્તાંગ,কুমিনতাং
સમાજ,লেইটি
લાન્સ,লেন্স
લેન્સર,লেন্সাৰ
બાદમાં ગુપ્તા,পিছলৈ গুপ্তাছ
કાયદેસર વારસદાર,বৈধ উত্তৰাধিকাৰী
અધર્મ (= અવ્યવસ્થા),আইন-শৃংখলাহীনতা (=বিকাৰ)
અધર્મ (= અવ્યવસ્થા),আইন-শৃংখলাহীনতা (=বিকাৰ)
કાયદાના સ્વામીઓ,আইন প্ৰভুসকল
ધર્મનિષ્ઠાનો કાયદો,ধৰ্মপৰায়ণতাৰ নিয়ম
લીગ ઓફ નેશન્સ,লীগ অৱ নেচনছ
વારસો (=વીસિયત),লিগেচি (=উইল)
વારસો (=વીસિયત),লিগেচি (=উইল)
કાનૂની વારસદાર,আইনী উত্তৰাধিকাৰী
લેગેટ,লেগেট
લેગેટ,লেগেট
લેગેટ,লেগেট
દંતકથા,কিংবদন্তী
દંતકથા,কিংবদন্তী
લીજન,লিজিয়ন
લીજન,লিজিয়ন
લીજન ઓફ ઓનર,লিজিয়ন অৱ অনাৰ
લેસ મેજેસ્ટી (=લેસે મેજેસ્ટી),লেচে মহিমা (=lese majeste)
ઓછા રાજ્યો,ক্ষুদ্ৰ ৰাজ্য
વિશ્વાસના પત્રો,বিশ্বাসযোগ্যতাৰ পত্ৰ
લીગ-સ્વામી,লিয়েজ-লৰ্ড
લીગે માણસ,লিয়েজ মানুহ
લીગે માણસ,লিয়েজ মানুহ
આજીવન કેદ,আজীৱন কাৰাদণ্ড
વંશ,বংশ
લિટલ ઈંગ્લેન્ડર,লিটিল ইংলেণ্ডৰ
નાનું વાહન (= ઓછું વાહન),লিটল ভেহিকেল (=ক্ষুদ্ৰ বাহন)
દરિયા કિનારે રાજ્ય,উপকূলীয় অৱস্থা
ઉપાસના,লিটাৰ্জী
ઉપાસના,লিটাৰ্জী
સ્થાનિક નિષ્ઠા,স্থানীয় আনুগত্য
સ્થાનિક-સ્વ સરકાર,স্থানীয়-আত্ম চৰকাৰ
લાંબી સંસદ,দীঘলীয়া সংসদ
નીચા દેશો,নিম্ন দেশ
વફાદાર,অনুগত
વફાદારી,আনুগত্য
મેકિયાવેલિયન નીતિ,মেকিয়াভেলিয়ান নীতি
મેગ્ના કાર્ટા,মেগনা কাৰ্টা
મેગ્નમ કોન્સિલિયમ,মেগনাম কনচিলিয়াম
માલુમ નિષેધ,মালুম প্ৰহিবিটাম
મેન્ડમસ,মাণ্ডামছ
આદેશ,আদেশ
"આદેશ, વર્ગ &#39;A&#39;","আদেশ, ক্লাছ &#39;ক&#39;।"
"આદેશ, વર્ગ &#39;બી&#39;","আদেশ, ক্লাছ &#39;খ&#39;।"
"આદેશ, વર્ગ &#39;C&#39;","আদেশ, শ্ৰেণী &#39;গ&#39;।"
આદેશ સિસ્ટમ,আদেশ ব্যৱস্থা
ફરજિયાત રાજ્ય,বাধ্যতামূলক ৰাজ্য
મેંગોનેલ,মেংগোনেল
મેનિફેસ્ટો,ইস্তাহাৰ
દાવપેચ,কৌশল
મેન ઓફ વોર,যুদ্ধৰ মানুহ
મનોર,মেন&#39;ৰ
મનોર,মেন&#39;ৰ
માનવશક્તિ,মানুহ-শক্তি
માનવશક્તિ,মানুহ-শক্তি
મેન્યુમિશન,মানুমিচন
મનુમિત,মনুমিত
હસ્તપ્રત,পাণ্ডুলিপি
હસ્તપ્રત,পাণ্ডুলিপি
હસ્તપ્રત,পাণ্ডুলিপি
લૂંટારા,মাৰাউডাৰ
દરિયાઈ પટ્ટો,সামুদ্ৰিক বেল্ট
દરિયાઈ સંસ્કૃતિ,সামুদ্ৰিক সভ্যতা
દરિયાઈ ધ્વજ,সামুদ্ৰিক পতাকা
દરિયાઈ સત્તાઓ,সামুদ্ৰিক শক্তিসমূহ
દરિયાઈ સાર્વભૌમત્વ,সামুদ্ৰিক সাৰ্বভৌমত্ব
દરિયાઈ યુદ્ધ,সামুদ্ৰিক যুদ্ধ
માર્ક્વિસ,মাৰ্কিছ
માર્ક્વિસેટ,মাৰ্কিজেট
લશ્કરી કાયદો,সামৰিক আইন
માર્શલ રેસ,যুদ্ধ দৌৰ
શહીદ,শ্বহীদ
હત્યાકાંડ,হত্যাকাণ্ড
દાવપેચનો સમૂહ,কৌশলৰ ভৰ
માસ્ટર-એટ-આર્મ્સ,মাষ্টাৰ-এট-আৰ্মছ
વિધિના માસ્ટર,অনুষ্ঠানৰ মাষ্টাৰ
ઘરના માસ્ટર,মাষ্টাৰ অৱ হাউচহ’ল্ড
ઘોડાનો માસ્ટર,ঘোঁৰাৰ মাষ্টাৰ
રોલ્સનો માસ્ટર,মাষ্টাৰ অৱ দ্য ৰোলছ
મેચ,মিল থকা
મેચ,মিল থকা
મેચલોક,মেচলক
વૈવાહિક જોડાણ,বৈবাহিক মিত্ৰতা
ભૂમધ્ય શક્તિઓ,ভূমধ্যসাগৰীয় শক্তিসমূহ
મેન્શેવિક,মেনশ্বেভিক
ભાડૂતી સૈન્ય,ভাড়াতীয়া সেনাবাহিনী
ભાડૂતી સૈનિક,ভাড়াতীয়া সৈনিক
વેપારી,ব্যৱসায়ী
મધ્યમ વય,মধ্যযুগ
મધ્ય પૂર્વ,মৈদ্ধ পূৰ্ব
મધ્ય માર્ગ,মধ্যম অংশ
મધ્ય માર્ગ,মধ্যম পথ
મધ્ય માર્ગ (=મધ્યમ અભ્યાસક્રમ),মধ্যম পথ (=মধ্যম পথ)
સ્થળાંતર,প্ৰব্ৰজনকাৰী
સ્થળાંતર,প্ৰব্ৰজন
સ્થળાંતર,প্ৰব্ৰজন
સ્થળાંતર,প্ৰব্ৰজন
લશ્કરવાદ,সামৰিকতাবাদ
લશ્કરવાદ,সামৰিকতাবাদ
લશ્કરવાદ,সামৰিকতাবাদ
લશ્કરવાદ,সামৰিকতাবাদ
લશ્કરવાદી,সামৰিকবাদী
લશ્કરવાદી,সামৰিকবাদী
લશ્કરીકરણ,সামৰিককৰণ
લશ્કરીકરણ,সামৰিককৰণ
લશ્કરીકરણ,সামৰিককৰণ
લશ્કરી વ્યૂહરચનાકાર (= વ્યૂહરચનાકાર),সামৰিক কৌশলবিদ (=কৌশলবিদ)
લશ્કરી વ્યૂહરચનાકાર (= વ્યૂહરચનાકાર),সামৰিক কৌশলবিদ (=কৌশলবিদ)
લશ્કરી રણનીતિ (= વ્યૂહરચના),সামৰিক কৌশল (=কৌশল)
મિલિશિયા,মিলিচীয়া
મિલિશિયા,মিলিচীয়া
કુશાસન,অপশাসন
લિંક ખૂટે છે,লিংক হেৰাই গৈছে
મિશન,উদ্দেশ্য
મિશન,উদ্দেশ্য
મિશન,উদ্দেশ্য
મિશ્ર જાતિ,মিশ্ৰ জাতিৰ
આધુનિક ઇતિહાસ,আধুনিক ইতিহাস
મોડસ વિવેન્ડી,মডাছ ভিভেণ্ডি
મોનાકિઝમ,মনাচিজম
રાજા,মনাৰ্ক
રાજા,মনাৰ্ক
રાજાશાહી,ৰাজতন্ত্ৰবাদ
રાજાશાહી,ৰাজতন্ত্ৰবাদ
રાજાશાહી,ৰাজতন্ত্ৰবাদী
રાજાશાહી,ৰাজতন্ত্ৰ
મઠ,মঠ
મઠ,মঠ
મઠ,মঠ
સાધુવાદ,মঠ-মন্দিৰ
સાધુવાદ,মঠ-মন্দিৰ
સાધુ,সন্ন্যাসী
માતૃ દેશ,মাতৃ দেশ
માતૃભૂમિ,মাতৃভূমি
સંસદની માતા,সংসদৰ মাতৃ
મકરાકર્સ,মাকৰেকাৰছ
મમી,মামী
મ્યુઝિયમ,সংগ্ৰাহালয়
મસ્કેટ,মাস্কেট
મસ્કિટિયર,মাস্কেটিয়াৰ
મસ્કેટ્રી,মাস্কেট্ৰি
મસ્કેટ્રી,মাস্কেট্ৰি
માસ્ટર માસ્ટર,মাষ্টাৰ মাষ্টাৰ
મસ્ટર-રોલ,মাষ্টাৰ-ৰোল
મસ્ટર-રોલ,মাষ্টাৰ-ৰোল
વિદ્રોહ,বিদ্ৰোহ
બળવો અધિનિયમ,বিদ্ৰোহ আইন
રહસ્ય જહાજ,ৰহস্য জাহাজ
વર્ણનાત્મક,বৰ্ণনা
રાષ્ટ્ર,জাতি
મૂળ,স্থানীয়
મૂળ રાજ્ય,থলুৱা ৰাজ্য
પ્રાકૃતિકતા,প্ৰকৃতিবাদ
કુદરતી અધિકારો,প্ৰাকৃতিক অধিকাৰ
નાઝી,নাজী
નાઝી ક્રાંતિ,নাজী বিপ্লৱ
નાઝીવાદ,নাজীবাদ
પૂર્વની નજીક,পূবৰ ওচৰত
હબસી,নিগ্ৰো
નેગ્રોફિલ,নেগ্ৰ&#39;ফিল
નેગ્રોફિલિઝમ,নিগ্ৰোফিলিজম
નેગ્રોફોબિયા,নিগ্ৰোফ’বিয়া
તટસ્થ,নিৰপেক্ষ
તટસ્થ દેશ,নিৰপেক্ষ দেশ
નવી ડીલ,নিউ ডিল
નવી દુનિયા,নতুন পৃথিৱী
ખાનદાની,আভিজাত্য
નોબલ,নোবেল
નોબલ,নোবেল
વિચરતી,যাযাবৰী
વિચરતી ટોળું,যাযাবৰী গোট
વિચરતી,যাযাবৰীতা
બિન-આક્રમકતા કરાર,অ-আগ্ৰাসন চুক্তি
બિન-આક્રમકતા સંધિ,অ-আগ্ৰাসন চুক্তি
બિન-યુદ્ધરહિત રાજ્ય,অযুদ্ধপ্ৰায় অৱস্থা
અસહકાર,অসহযোগিতা
અસહકાર આંદોલન,অসহযোগ আন্দোলন
સામે,আগফালৰ অংশ
સામે,আগফালৰ অংশ
લોકશાહી (=મોબોક્રસી),অক্ল&#39;ক্ৰেচি (=মব&#39;ক্ৰেচি)
ઓક્લોક્રેટ,অক্লক্ৰেট
સત્તાવાર દસ્તાવેજ,চৰকাৰী নথি
જૂની દુનિયા,পুৰণি পৃথিৱী
ઓલિગાર્કી,অলিগাৰ্চি
આક્રમણ,আক্ৰমণ
ઓપન વાટાઘાટ,মুকলি আলোচনা
ખુલ્લો પ્રશ્ન,মুকলি প্ৰশ্ন
ઓપન રેકોર્ડ્સ,ৰেকৰ্ডসমূহ খোলা
ઓરિએન્ટ,অৰিয়েণ্ট
પ્રાચ્યવાદ,প্ৰাচ্যবাদ
પ્રાચ્યવાદ,প্ৰাচ্যবাদ
પ્રાચ્યવાદી,প্ৰাচ্যবিদ
મૂળ,মূলত
મૂળ,মূলত
ઓર્થોગ્રાફી,অৰ্থগ্ৰাফী
દુશ્મનાવટનો ફાટી નીકળવો,শত্ৰুতাৰ প্ৰাদুৰ্ভাৱ
આઉટ પોસ્ટ,আউট-পোষ্ট
ઓવર-લોર્ડ,অভাৰ-লৰ্ড
ઓવર-રાઈડ,অভাৰ-ৰাইড
ઓવર-રાઈડ,অভাৰ-ৰাইড
મૂર્તિપૂજક,পৌত্তলিক
મૂર્તિપૂજક,পৌত্তলিক
મૂર્તિપૂજક,পৌত্তলিকতাবাদ
મૂર્તિપૂજક,পৌত্তলিকতাবাদ
પેગોડા,পেগোডা
પેગોડા,পেগোডা
પેગોડા,পেগোডা
મહેલ ષડયંત્ર,প্ৰাসাদৰ কুটিলতা
