Odiya,Malayalam
ପ୍ରକୃତ ସଂଖ୍ୟାଗୁଡ଼ିକର ନିରନ୍ତର (= ପ୍ରକୃତ ସଂଖ୍ୟାଗୁଡ଼ିକର ସେଟ୍),യഥാർത്ഥ സംഖ്യകളുടെ തുടർച്ച (= യഥാർത്ഥ സംഖ്യകളുടെ കൂട്ടം)
ନିରନ୍ତର ସିଦ୍ଧାନ୍ତ |,തുടർച്ചയായ സിദ്ധാന്തം
ବିଷୟବସ୍ତୁ ସଂଯୋଗ,കോണ്ടൂർ ഇന്റഗ്രേഷൻ
ସଂକୋଚନ ମ୍ୟାପିଂ |,സങ്കോച മാപ്പിംഗ്
ପ୍ରତିବାଦ,വൈരുദ്ധ്യം
ପ୍ରତିବାଦକାରୀ |,വിരുദ്ധമായ
ନିୟନ୍ତ୍ରଣ,നിയന്ത്രണം
ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ,നിയന്ത്രണ ചാർട്ട്
ହାରାହାରି ପାଇଁ ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |,ശരാശരിക്കുള്ള നിയന്ത്രണ ചാർട്ട്
ତ୍ରୁଟି ପାଇଁ ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |,വൈകല്യങ്ങൾക്കുള്ള നിയന്ത്രണ ചാർട്ട്
ପରିସର ପାଇଁ ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |,ശ്രേണികൾക്കുള്ള നിയന്ത്രണ ചാർട്ട്
ଭେରିଏବଲ୍ ପାଇଁ କଣ୍ଟ୍ରୋଲ୍ ଚାର୍ଟ |,വേരിയബിളുകൾക്കുള്ള നിയന്ത്രണ ചാർട്ട്
ଏକତ୍ର କର |,ഒത്തുചേരുന്നു
ଅର୍ଥରେ ସମ୍ମିଶ୍ରଣ |,അർത്ഥത്തിൽ ഒത്തുചേരൽ
ଅର୍ଥ ବର୍ଗରେ ସମ୍ମିଶ୍ରଣ |,ശരാശരി ചതുരത്തിൽ കൂടിച്ചേരൽ
ସମ୍ଭାବ୍ୟତାରେ ସମ୍ମିଶ୍ରଣ |,സംഭാവ്യതയിൽ ഒത്തുചേരൽ
ସମ୍ମିଶ୍ରଣ ସୀମା |,ഒത്തുചേരൽ പരിധി
ସମ୍ମିଶ୍ରଣ ବ୍ୟାସାର୍ଦ୍ଧ |,ഒത്തുചേരൽ ആരം
ସମ୍ମିଶ୍ରଣ ଅଞ୍ଚଳ |,ഒത്തുചേരൽ മേഖല
ସମ୍ମିଳିତ,ഒത്തുചേരുന്ന
ସମ୍ମିଳିତ କ୍ରମ |,ഒത്തുചേരൽ ക്രമം
ସମ୍ମିଳିତ କ୍ରମ |,ഒത്തുചേരൽ പരമ്പര
କଥାବାର୍ତ୍ତା |,സംസാരിക്കുക
ବିପରୀତରେ |,തിരിച്ചും
ରୂପାନ୍ତର ଭଗ୍ନାଂଶ |,പരിവർത്തന അംശം
ରୂପାନ୍ତର ସାରଣୀ |,പരിവർത്തന പട്ടിക
ଉନ୍ମୁକ୍ତ,കുത്തനെയുള്ള
ଉନ୍ମୁକ୍ତ ଶରୀର |,കുത്തനെയുള്ള ശരീരം
ଉନ୍ମୁକ୍ତ ମିଶ୍ରଣ |,കോൺവെക്സ് കോമ്പിനേഷൻ
ଉନ୍ମୁକ୍ତ କଭର (= ଉନ୍ମୁକ୍ତ ହଲ୍),കുത്തനെയുള്ള കവർ (=കോൺവെക്സ് ഹൾ)
ଉନ୍ମୁକ୍ତ କାର୍ଯ୍ୟ,കോൺവെക്സ് ഫംഗ്ഷൻ
ଉନ୍ମୁକ୍ତ ର line ଖ୍ୟ ମିଶ୍ରଣ |,കോൺവെക്സ് ലീനിയർ കോമ്പിനേഷനുകൾ
ଉନ୍ମୁକ୍ତ ର line ଖ୍ୟ ପ୍ରୋଗ୍ରାମିଂ |,കോൺവെക്സ് ലീനിയർ പ്രോഗ്രാമിംഗ്
ଉନ୍ମୁକ୍ତ ମେଟ୍ରିକ୍ ସ୍ପେସ୍ |,കോൺവെക്സ് മെട്രിക് സ്പേസ്
କନଭକ୍ସ ପଲିହେଡ୍ରନ୍ |,കുത്തനെയുള്ള ബഹുമുഖം
ଉନ୍ମୁକ୍ତ ପ୍ରୋଗ୍ରାମିଂ |,കോൺവെക്സ് പ്രോഗ്രാമിംഗ്
ଉନ୍ମୁକ୍ତ ଅଞ୍ଚଳ |,കുത്തനെയുള്ള പ്രദേശം
ଉନ୍ମୁକ୍ତ ସେଟ୍ |,കുത്തനെയുള്ള സെറ്റ്
ସଂକଳ୍ପ,കൺവ്യൂഷൻ
ସଂକଳନ ଅବିଚ୍ଛେଦ୍ୟ |,convolution integral
କନଭୋଲ୍ୟୁସନ୍ ଥିଓରେମ୍ (= ଫାଲ୍ଟଙ୍ଗ ଥିଓରେମ୍),കൺവ്യൂഷൻ സിദ്ധാന്തം (= ഫാൾട്ടംഗ് സിദ്ധാന്തം)
ସଂଯୋଜନା,ഏകോപിപ്പിക്കുക
ଅକ୍ଷକୁ ସଂଯୋଜନା କରନ୍ତୁ |,കോർഡിനേറ്റ് അക്ഷം
ଜ୍ୟାମିତିକୁ ସଂଯୋଜନା କରନ୍ତୁ |,കോർഡിനേറ്റ് ജ്യാമിതി
ବିମାନକୁ ସଂଯୋଜନା କରନ୍ତୁ |,കോർഡിനേറ്റ് വിമാനം
ସଂଯୋଜନା,കോർഡിനേറ്റുകൾ
ସଂଯୋଜନା ପ୍ରଣାଳୀ |,കോർഡിനേറ്റ് സിസ്റ്റം
କପର୍ନିକାନ୍ ସିଷ୍ଟମ୍ |,കോപ്പർനിക്കൻ സിസ്റ്റം
କପ୍ଲାନାର୍ |,കോപ്ലനാർ
କପ୍ଲାନାର୍ ଫୋର୍ସ |,കോപ്ലനാർ ശക്തികൾ
କପଲାନାରିଟି |,കോപ്ലനാരിറ്റി
କପ୍ରିମ ସଂଖ୍ୟା,കോപ്രൈം നമ്പറുകൾ
ସଂଶୋଧନ କାରକ |,തിരുത്തൽ ഘടകം
ସଠିକ୍ ସମାଧାନ |,ശരിയായ പരിഹാരം
ସମ୍ପର୍କ,പരസ്പരബന്ധം
ସଂଶୋଧନ ଗୁଣବତ୍ତା,പരസ്പരബന്ധം ഗുണകം
ସମ୍ପର୍କ ଚିତ୍ର,പരസ്പരബന്ധം ഡയഗ്രം
ସମ୍ପର୍କ କାର୍ଯ୍ୟ,പരസ്പരബന്ധം പ്രവർത്തനം
ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ |,പരസ്പരബന്ധം മാട്രിക്സ്
ସମ୍ପର୍କ ଅନୁପାତ |,പരസ്പര ബന്ധ അനുപാതം
କରରେଲୋଗ୍ରାମ୍ |,കോറെലോഗ്രാം
କରେଲୋଗ୍ରାମ୍ ବିଶ୍ଳେଷଣ |,കോറലോഗ്രാം വിശകലനം
ଅନୁରୂପ,പൊരുത്തപ്പെടുത്തുക
ଚିଠିର ନୀତି |,കത്തിടപാടുകളുടെ തത്വം
ଅନୁରୂପ କୋଣ |,അനുബന്ധ കോൺ
ଅନୁରୂପ ପାର୍ଶ୍ୱ |,അനുബന്ധ വശം
କୋସେଟ,കോസെറ്റ്
କୋସାଇନ୍,കോസൈൻ
କୋସାଇନ୍ ନିୟମ |,കോസൈൻ നിയമം
ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,ചെലവ് വിശകലനം
ମୂଲ୍ୟ ସର୍ବାଧିକ,ചെലവ് പരമാവധിയാക്കൽ
ଗଣନା ଯୋଗ୍ୟତା,എണ്ണൽ സിദ്ധാന്തം
ଗଣନାଯୋଗ୍ୟ,എണ്ണാവുന്ന
ଗଣନାଯୋଗ୍ୟ ଯୋଗୀତା |,കണക്കാക്കാവുന്ന അഡിറ്റിവിറ്റി
ଗଣନାଯୋଗ୍ୟ ଆଧାର |,എണ്ണാവുന്ന അടിസ്ഥാനം
ଗଣନାଯୋଗ୍ୟ ଆଧାର |,എണ്ണാവുന്ന അടിസ്ഥാനം
ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |,എണ്ണാവുന്ന സെറ്റ്
ଅସଂଖ୍ୟ |,എണ്ണിയാലൊടുങ്ങാത്തത്
କାଉଣ୍ଟର,കൗണ്ടർ
ଘଣ୍ଟା ବୁଲାଇ କାଉଣ୍ଟର କରନ୍ତୁ |,എതിർ ഘടികാരദിശയിൽ
କାଉଣ୍ଟର ଉଦାହରଣ |,എതിർ ഉദാഹരണം
କୋଭାରିଆନ୍ସ |,സഹവർത്തിത്വം
କୋଭାରିଆନ୍ସ ନିୟମ |,സഹവർത്തിത്വ നിയമം
କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ |,കോവേരിയൻസ് മാട്രിക്സ്
କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |,സഹവർത്തിത്വ രീതി
କୋଭାରିଆନ୍ସ କ techni ଶଳ |,സഹവർത്തിത്വ സാങ്കേതികത
କ୍ରାମରଙ୍କ ନିୟମ |,ക്രാമർ ഭരണം
କ୍ରାମର-ରାଓ ଅସମାନତା |,ക്രാമർ-റാവു അസമത്വം
ମାନଦଣ୍ଡ କାର୍ଯ୍ୟ (= ଅବଜେକ୍ଟିଭ୍ ଫଙ୍କସନ୍),മാനദണ്ഡ പ്രവർത്തനം (=ഒബ്ജക്റ്റീവ് ഫംഗ്‌ഷൻ)
ଜଟିଳ କୋଣ,നിർണായക ആംഗിൾ
ଜଟିଳ ବିନ୍ଦୁ |,നിര്ണ്ണായക ബിന്ദു
କାର୍ଯ୍ୟର ଜଟିଳ ବିନ୍ଦୁ |,പ്രവർത്തനത്തിന്റെ നിർണായക പോയിന്റ്
ଜଟିଳ ମୂଲ୍ୟ,നിർണായക മൂല്യം
ଜଟିଳ ବେଗ,നിർണായക വേഗത
କ୍ରସ୍ ସମ୍ପର୍କ କାର୍ଯ୍ୟ,ക്രോസ് കോറിലേഷൻ ഫംഗ്ഷൻ
କ୍ରସ୍ ଉତ୍ପାଦ |,ക്രോസ് ഉൽപ്പന്നം
କ୍ରସ୍ ଅନୁପାତ,ക്രോസ് റേഷ്യോ
କ୍ରସ୍ ବିଭାଗ,ക്രോസ് സെക്ഷനിംഗ്
କ୍ରିପ୍ଟ,ക്രിപ്റ്റ്
କ୍ୟୁବ୍,ക്യൂബ്
କ୍ୟୁବ୍ ନମ୍ବର |,ക്യൂബ് നമ്പർ
କ୍ୟୁବ୍ ମୂଳ |,ക്യൂബ് റൂട്ട്
ଘନ,ക്യൂബിക്
ଘନ,ക്യൂബിക്കൽ
ଘନ ସମୀକରଣ |,ക്യൂബിക് സമവാക്യം
ଘନ ଇଞ୍ଚ,ക്യൂബിക് ഇഞ്ച്
ଘନ ମିଟର,ക്യുബിക് മീറ്റർ
ଘନ ପାରାବୋଲା |,ക്യൂബിക് പരവലയം
ଘନ ମୂଳ,ക്യൂബിക് റൂട്ട്
ଘନ ଶବ୍ଦ,ക്യൂബിക് കാലാവധി
କ୍ୟୁବାଇଡ୍ |,ക്യൂബോയിഡ്
ସଂକଳନ,സഞ്ചിത
ସଂକଳନ ବକ୍ର,ക്യുമുലേറ്റീവ് കർവ്
ସଂକଳନ ବଣ୍ଟନ କାର୍ଯ୍ୟ,സഞ്ചിത വിതരണ പ്രവർത്തനം
ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି |,സഞ്ചിത ആവൃത്തി
ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଫଙ୍କସନ୍,ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഫംഗ്‌ഷൻ
ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ |,ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ്
ସଂକଳନ ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ,ക്യുമുലേറ്റീവ് പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
କର୍ଲ,ചുരുളൻ
ସମ୍ମିଶ୍ରଣର କର୍ଲ |,പൊരുത്തം
ଭେକ୍ଟରର କର୍,വെക്റ്ററിന്റെ ചുരുളൻ
କୁଞ୍ଚିତ ବ୍ରାକେଟ୍ |,ചുരുണ്ട ബ്രാക്കറ്റ്
ସାମ୍ପ୍ରତିକ,നിലവിലെ
ସାମ୍ପ୍ରତିକ ବିନ୍ଦୁ |,നിലവിലെ പോയിന്റ്
ବକ୍ରତା,വക്രത
ବକ୍ର ପ୍ରଭାବ,വക്രത പ്രഭാവം
ବକ୍ର,വളവ്
ବକ୍ର ରେଖା,വളഞ്ഞ രേഖ
ବକ୍ର ଅନୁସନ୍ଧାନ,കർവ് ട്രേസിംഗ്
curvilinear asymptote |,വളഞ്ഞ അസിംപ്റ്റോട്ട്
curvilinear coordinates,curvilinear കോർഡിനേറ്റുകൾ
କର୍ଭିଲାଇନ୍ ରିଗ୍ରେସନ୍ |,കർവിലീനിയർ റിഗ്രഷൻ
cusp,കൂമ്പാരം
ଚକ୍ର,ചക്രം
ଚକ୍ରବର୍ତ୍ତୀ ପରିବର୍ତ୍ତନ |,ചാക്രിക വ്യതിയാനം
ସାଇକ୍ଲିକ୍ କ୍ରସ୍ ଉତ୍ପାଦ |,സൈക്ലിക് ക്രോസ് ഉൽപ്പന്നം
ଚକ୍ରବର୍ତ୍ତୀ ଚାହିଦା |,ചാക്രിക ആവശ്യം
ଚକ୍ରବର୍ତ୍ତୀ ଅଭିବ୍ୟକ୍ତି |,ചാക്രിക പദപ്രയോഗം
ଚକ୍ରବର୍ତ୍ତୀ ଗୋଷ୍ଠୀ |,ചാക്രിക ഗ്രൂപ്പ്
ଚକ୍ରବ୍ୟୁହ,ചാക്രിക ക്രമമാറ്റം
ସାଇକ୍ଲୋଏଡ୍ |,സൈക്ലോയ്ഡ്
ସିଲିଣ୍ଡର,സിലിണ്ടർ
ସିଲିଣ୍ଡର,സിലിണ്ടർ
ସିଲିଣ୍ଡର ପୃଷ୍ଠ,സിലിണ്ടർ ഉപരിതലം
ସାଇଫର୍,സൈഫർ
D&#39;alembert ର ନୀତି |,ഡി അലംബെർട്ടിന്റെ തത്വം
ଡ୍ୟାମ୍ପଡ୍ ହାରମୋନିକ୍ ଫଙ୍କସନ୍ |,നനഞ്ഞ ഹാർമോണിക് പ്രവർത്തനം
ଡମ୍ପିଂ ସ୍ଥିର |,സ്ഥിരമായ ഈർപ്പം
ତଥ୍ୟ,ഡാറ്റ
ତଥ୍ୟ ଉତ୍ପତ୍ତି,ഡാറ്റ ഉത്ഭവം
ଡାଟା ପ୍ରକ୍ରିୟାକରଣ ପ୍ରଣାଳୀ |,ഡാറ്റ പ്രോസസ്സിംഗ് സിസ്റ്റം
ଡାଟା ସଞ୍ଚାଳକ,ഡാറ്റ പ്രോസസ്സർ
ତଥ୍ୟ ଫର୍ଦ୍ଦ,ഡാറ്റ ഷീറ്റ്
ଡିକାଗନ୍ |,ദശാഭുജം
ଚିତ୍ର,ദശാഗ്രാം
ଡ଼େସିମିଟର |,ദശാമീറ്റർ
କ୍ଷୟ ସ୍ଥିର |,സ്ഥിരമായ ക്ഷയം
କ୍ଷୟ ବକ୍ର,ശോഷണ വക്രം
ଭଲ କାର୍ଯ୍ୟ,മാന്യമായ പ്രവർത്തനം
ଡେସିଗ୍ରାମ୍ |,ഡെസിഗ്രാം
decile,ദശാംശം
ଦଶମିକ,ദശാംശം
ଦଶମିକ କୋଡ୍,ദശാംശ കോഡ്
ଦଶମିକ କୋଡେଡ୍ ଅଙ୍କ |,ദശാംശ കോഡ് ചെയ്ത അക്കം
ଦଶମିକ ବିସ୍ତାର,ദശാംശ വികാസം
ଦଶମିକ ଭଗ୍ନାଂଶ,ദശാംശ അംശം
ଦଶମିକ ଟିପ୍ପଣୀ |,ദശാംശ നൊട്ടേഷൻ
ଦଶମିକ ସଂଖ୍ୟାକରଣ ବ୍ୟବସ୍ଥା |,ദശാംശ സംഖ്യാ സംവിധാനം
ଦଶମିକ ବିନ୍ଦୁ |,ദശാംശ
ଦଶମିକ ସ୍କେଲ,ദശാംശ സ്കെയിൽ
ଦଶମିକ ସିଷ୍ଟମ୍ |,ദശാംശ വ്യവസ്ഥ
ଡ଼ିସିମିଟର |,ഡെസിമീറ്റർ
ଡିସିଫର୍ କରିବା |,മനസ്സിലാക്കുന്നു
ନିଷ୍ପତ୍ତି ମଡେଲ୍,തീരുമാന മാതൃക
ନିଷ୍ପତ୍ତି ସିଦ୍ଧାନ୍ତ |,തീരുമാന സിദ്ധാന്തം
ନିଷ୍ପତ୍ତି ଭେରିଏବଲ୍ |,തീരുമാനം വേരിയബിൾ
ଡିକୋଡର୍ |,ഡീകോഡർ
ଡିକୋଡିଂ,ഡീകോഡിംഗ്
ବିଭାଜିତ ସେଟ୍ |,വിഘടിപ്പിക്കാവുന്ന സെറ്റ്
ହ୍ରାସ,കുറയുന്നു
କାର୍ଯ୍ୟ ହ୍ରାସ,പ്രവർത്തനം കുറയുന്നു
ଡେଡେକିଣ୍ଡଙ୍କ କଟ୍ |,Dedekind ന്റെ കട്ട്
ଡେଡେକିଣ୍ଡଙ୍କ ତତ୍ତ୍। |,ഡെഡെകിൻഡിന്റെ സിദ്ധാന്തം
ହ୍ରାସ କର |,അനുമാനിക്കുക
deductive ପଦ୍ଧତି |,കിഴിവ് രീതി
ତ୍ରୁଟିଯୁକ୍ତ,വികലമായ
ସମୀକରଣକୁ ବ୍ୟାଖ୍ୟା କରେ,സമവാക്യം നിർവചിക്കുന്നു
ନିର୍ଦ୍ଦିଷ୍ଟ ଅବିଚ୍ଛେଦ୍ୟ |,നിശ്ചിത അവിഭാജ്യ
ନିର୍ଦ୍ଦିଷ୍ଟ ମ୍ୟାଟ୍ରିକ୍ସ |,നിശ്ചിത മാട്രിക്സ്
ସଂଜ୍ଞା,നിർവചനം
ବିକୃତି ବକ୍ର,രൂപഭേദം വക്രം
ବିକୃତ ପୃଷ୍ଠ,രൂപഭേദം വരുത്തിയ ഉപരിതലം
ଅବନତି,അപചയം
ଟ୍ରାନ୍ସପୋରେସନ୍ ସମସ୍ୟାରେ ଅବନତି |,ഗതാഗത പ്രശ്‌നങ്ങളിലെ അപചയം
ଡିଗ୍ରୀ,ഡിഗ്രി
ଭିନ୍ନକ୍ଷମ ସମୀକରଣର ଡିଗ୍ରୀ |,ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ബിരുദം
ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ,സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം
ବହୁଜନର ଡିଗ୍ରୀ |,ബഹുപദത്തിന്റെ ബിരുദം
ପଡୋଶୀ ବିଲୋପ,ഇല്ലാതാക്കിയ അയൽപക്കം
ଡେଲଟା ଫଙ୍କସନ୍,ഡെൽറ്റ പ്രവർത്തനം
ଚାହିଦା ଏବଂ ଉପଯୋଗିତା ବକ୍ର,ഡിമാൻഡും യൂട്ടിലിറ്റി വക്രവും
ଚାହିଦା ସମୀକରଣ |,ഡിമാൻഡ് സമവാക്യം
ଚାହିଦା କାର୍ଯ୍ୟ,ഡിമാൻഡ് ഫംഗ്ഷൻ
ଜନସଂଖ୍ୟା ଅଧ୍ୟୟନ |,ജനസംഖ്യാ പഠനം
ଜନସଂଖ୍ୟା,ജനസംഖ്യാശാസ്ത്രം
ଡି ମୋଭ୍ରେଙ୍କ ଥିଓରେମ୍ |,ഡി മോവ്രെയുടെ സിദ്ധാന്തം
ପ୍ରଦର୍ଶନ,പ്രകടിപ്പിക്കുക
ପ୍ରଦର୍ଶନ,പ്രകടനം
ପ୍ରଦର୍ଶନକାରୀ ଜ୍ୟାମିତି |,പ്രദർശന ജ്യാമിതി
ଭେଦ,ഡിനോമിനേറ്റർ
ଘନ ସେଟ୍ |,ഇടതൂർന്ന സെറ്റ്
ଘନତା,സാന്ദ്രത
ଅଗଣିତ ସେଟ୍ |,എണ്ണമറ്റ സെറ്റ്
ଭେରିଏବଲ୍ ଛାଡିବା,പുറപ്പെടുന്ന വേരിയബിളുകൾ
ନିର୍ଭରଶୀଳ ଘଟଣା |,ആശ്രിത സംഭവം
ନିର୍ଭରଶୀଳ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,ആശ്രിത റാൻഡം വേരിയബിൾ
ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |,ആശ്രിത വേരിയബിൾ
ନିର୍ଭରଶୀଳ ଭେରିଏଟ୍ |,ആശ്രിത വേരിയേറ്റ്
ଉଦାସୀନତା କୋଣ,വിഷാദം ആംഗിൾ
derivation,വ്യുൽപ്പന്നം
derivative,ഡെറിവേറ്റീവ്
ଉତ୍ପନ୍ନ କ୍ରମ |,ഉരുത്തിരിഞ്ഞ പരമ്പര
ନିର୍ମିତ ସେଟ୍ |,ഉരുത്തിരിഞ്ഞ സെറ്റ്
ଅବତରଣ,അവരോഹണം
ଅବତରଣ କ୍ରମ |,അവരോഹണ ക്രമം
ଅବତରଣ କ୍ରମ |,അവരോഹണ പരമ്പര
ବର୍ଣ୍ଣନାକାରୀ ଜ୍ୟାମିତି |,വിവരണാത്മക ജ്യാമിതി
ବର୍ଣ୍ଣନାକାରୀ ମଡେଲ୍ |,വിവരണാത്മക മാതൃക
ବର୍ଣ୍ଣନାକାରୀ ପରିସଂଖ୍ୟାନ |,വിവരണാത്മക സ്ഥിതിവിവരക്കണക്കുകൾ
ଡିଜାଇନ୍,ഡിസൈൻ
ପରୀକ୍ଷଣର ଡିଜାଇନ୍ |,പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന
ଡେସ୍କ କାଲକୁଲେଟର,ഡെസ്ക് കാൽക്കുലേറ്റർ
ଚିହ୍ନଟ,കണ്ടെത്തൽ
ନିର୍ଣ୍ଣୟକାରୀ,ഡിറ്റർമിനന്റ്
ନିର୍ଣ୍ଣୟକାରୀ ପଦବୀ |,ഡിറ്റർമിനന്റ് റാങ്ക്
ନିର୍ଣ୍ଣୟ କର |,നിർണ്ണയിക്കുക
ସ୍ଥିରିକୃତ ମଡେଲ୍ |,നിർണ്ണായക മാതൃക
ନିର୍ଣ୍ଣୟକାରୀ ସମସ୍ୟା |,നിർണ്ണായക പ്രശ്നം
ବ୍ୟତିକ୍ରମ,വ്യതിയാനം
ବିଘ୍ନ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |,വ്യതിയാനം ഗുണകം
ଡାଏଡିକ୍ ସିଷ୍ଟମ୍ |,ഡയാഡിക് സിസ്റ്റം
ତ୍ରିକୋଣୀୟ,ഡയഗണൽ
ଏକ ମାଟ୍ରିକ୍ସର ଡାଇଗୋନାଲାଇଜେସନ୍ |,ഒരു മാട്രിക്സിന്റെ ഡയഗണലൈസേഷൻ
ତ୍ରିକୋଣୀୟ ମ୍ୟାଟ୍ରିକ୍ସ |,ഡയഗണൽ മാട്രിക്സ്
ତ୍ରିକୋଣୀୟ ସମାନତା |,ഡയഗണൽ സമാനത
ଚିତ୍ର,ഡയഗ്രം
ଚିତ୍ରନାଟ୍ୟ ପଦ୍ଧତି |,ഡയഗ്രമാറ്റിക് രീതി
ଚିତ୍ରନାଟ୍ୟ ଉପସ୍ଥାପନା |,ഡയഗ്രമാറ്റിക് അവതരണം
ବ୍ୟାସ,വ്യാസം
ଏକ ସେଟ୍ ର ବ୍ୟାସ |,ഒരു സെറ്റിന്റെ വ്യാസം
ହୀରା ବିପରୀତ |,വിപരീതമായി
ଡାଇସ୍ ଥ୍ରୋ |,പകിട എറിയുക
ଦ୍ୱିପାକ୍ଷିକ ବର୍ଗୀକରଣ |,ദ്വിമുഖ വർഗ്ഗീകരണം
ଡିଚୋଟୋମି,ദ്വിമുഖം
ଅଭିଧାନ କ୍ରମ |,നിഘണ്ടു ക്രമം
ପାର୍ଥକ୍ୟ ଗଣନା,വ്യത്യാസം കണക്കുകൂട്ടൽ
ପାର୍ଥକ୍ୟ ସମୀକରଣ,വ്യത്യാസ സമവാക്യം
ପାର୍ଥକ୍ୟ ସୂତ୍ର,വ്യത്യാസം ഫോർമുല
ପାର୍ଥକ୍ୟ ପଦ୍ଧତି |,വ്യത്യാസം രീതി
ସେଟ୍ ର ପାର୍ଥକ୍ୟ |,സെറ്റുകളുടെ വ്യത്യാസം
ଭିନ୍ନକ୍ଷମ |,വ്യത്യസ്തമായ
ଭିନ୍ନକ୍ଷମ ବକ୍ର,വ്യത്യസ്തമായ വക്രം
ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ,വ്യത്യസ്തമായ പ്രവർത്തനം
ଭିନ୍ନକ୍ଷମ |,വ്യത്യസ്തമായ
ଭିନ୍ନକ୍ଷମ ଗଣନା,ഡിഫറൻഷ്യൽ കാൽക്കുലസ്
ଭିନ୍ନକ୍ଷମ ଗୁଣବତ୍ତା |,ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്
ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |,ഡിഫറൻഷ്യൽ സമവാക്യം
ଭିନ୍ନକ୍ଷମ ଫର୍ମ |,ഡിഫറൻഷ്യൽ ഫോം
ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |,ഡിഫറൻഷ്യൽ ഫോർമുല
ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
ଭିନ୍ନକ୍ଷମ ଜ୍ୟାମିତି |,ഡിഫറൻഷ്യൽ ജ്യാമിതി
ଉଚ୍ଚ କ୍ରମର ଭିନ୍ନତା |,ഉയർന്ന ക്രമത്തിന്റെ വ്യത്യാസം
ଭିନ୍ନ ଭିନ୍ନ ଭାଗ,ഡിഫറൻഷ്യൽ ഘടകം
ଭିନ୍ନ କର |,വേർതിരിക്കുക
ଭିନ୍ନତା,വ്യത്യാസം
ଭିନ୍ନତା ସୂତ୍ର |,ഡിഫറൻഷ്യേഷൻ ഫോർമുല
ଭେକ୍ଟରର ଭିନ୍ନତା |,വെക്റ്ററിന്റെ വ്യത്യാസം
ବିସ୍ତାର,വ്യാപനം
ସଂଖ୍ୟା,അക്കം
ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
ଡିଜିଟାଲ୍ ତଥ୍ୟ |,ഡിജിറ്റൽ ഡാറ്റ
ପରିମାପ,മാനം
ପରିମାପ,മാനം
ପରିମାପହୀନ |,അളവില്ലാത്ത
ଏକ ସମୀକରଣର ଆକାର,ഒരു സമവാക്യത്തിന്റെ അളവ്
ଡାଇଓଫାଣ୍ଟାଇନ୍ ସମୀକରଣ |,diophantine സമവാക്യം
ଡିପ୍ ଆଙ୍ଗଲ୍,മുക്കി കോൺ
ଡିପୋଲାର୍ କୋର୍ଡିନେଟ୍ |,ഡിപോളാർ കോർഡിനേറ്റുകൾ
ଡିପୋଲ୍,ദ്വിധ്രുവം
ଡିପିରାମିଡ୍ (ବିପିରାମିଡ୍),ഡിപിരമിഡ് (ബൈപിരമിഡ്)
ଡାଇରାକ୍ ଡେଲଟା କାର୍ଯ୍ୟ |,ഡിറാക് ഡെൽറ്റ ഫംഗ്‌ഷൻ
ସିଧାସଳଖ ସାଧାରଣ ଟାଙ୍ଗେଣ୍ଟ |,നേരിട്ടുള്ള പൊതു ടാൻജെന്റ്
ନିର୍ଦ୍ଦେଶିତ କୋଣ,സംവിധാനം ആംഗിൾ
ନିର୍ଦ୍ଦେଶିତ ରେଖା |,സംവിധാനം ചെയ്ത ലൈൻ
ଦିଗଦର୍ଶନ,ദിശാസൂചന ഡെറിവേറ്റീവ്
ଦିଗ କୋସାଇନ୍ |,ദിശ കോസൈൻ
maxima ର ଦିଗ,മാക്സിമയുടെ ദിശ
