Odiya,Tamil
ଅପ୍ଟିକାଲ୍ ଆଲାଇନମେଣ୍ଟ୍,ஒளியியல் சீரமைப்பு
ଅପ୍ଟିକାଲ୍ ଆଲାଇନମେଣ୍ଟ୍ ସ୍ତମ୍ଭ,ஒளியியல் சீரமைப்பு நெடுவரிசை
ବୋର୍ନ ଆନୁମାନିକତା |,போர்ன் தோராயம்
ଜନ୍ମ ହବର୍ ଚକ୍ର |,பிறந்த ஹேபர் சுழற்சி
ବାର୍-ମେୟର ସିଦ୍ଧାନ୍ତ |,பார்ன்-மேயர் கோட்பாடு
ଓପେନହାଇମର ଆନୁମାନିକ ଜନ୍ମ |,பிறந்த ஓபன்ஹெய்மர் தோராயம்
ଜନ୍ମିତ ଫାଉନ୍ କାର୍ମାନ୍ ସିଦ୍ଧାନ୍ତ |,பிறந்த ஃபான் கார்மன் கோட்பாடு
ବୋରନ୍ ସେଲ୍ |,போரான் செல்
bauermann ପ୍ରଭାବ,bauermann விளைவு
ବୋଷ ଆଇନଷ୍ଟାଇନ କଣ୍ଡେନ୍ସେସନ |,போஸ் ஐன்ஸ்டீன் ஒடுக்கம்
ବୋଷ-କଣିକା |,போஸ்-துகள்
ବସ୍ ଆଇନ୍ଷ୍ଟାଇନ୍ ଗ୍ୟାସ୍ |,போஸ் ஐன்ஸ்டீன் வாயு
ବୋଷ-ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |,போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
ବୋସନ,போஸான்
ସବସର୍ଫେସ୍ ଗର୍ତ୍ତ ଭିନ୍ନକ୍ଷମ ନିପିଡ୍ |,மேற்பரப்பு துளை வேறுபாடு நிப்பிட்
"ତାଲିଭାଇ ମିକ୍ସର୍, ତାଲିୱାଟକ୍ |","தலைவாயு மிக்சர், தாலிவடக்"
ଉପସାଗର ଶୁଖିବା |,மேற்பரப்பு உலர்த்துதல்
ପ୍ଲାନାର୍ ରିଜୋନାନ୍ସ |,பிளானர் அதிர்வு
ଉପସର୍ଗ ଭରଣ ପଦ୍ଧତି |,மேற்பரப்பு நிரப்பும் முறை
ଉପସାଗର ବଳ |,நிலத்தடி படை
କ୍ୱିଣ୍ଟେଟ୍ କ୍ୱାର୍କ |,குயின்டெட் குவார்க்
"ଡେଇଁବା, ଡେଇଁବା |","குதி, குதி"
ସୀମାବଦ୍ଧ ପରିମାଣ |,எல்லைக்குட்பட்ட பரிமாணங்கள்
ବନ୍ଧା ଆବେଗ |,கட்டுப்பட்ட பேரார்வம்
ବନ୍ଧା ଇଲେକ୍ଟ୍ରନ୍ |,பிணைக்கப்பட்ட எலக்ட்ரான்
ସୀମିତ କଣିକା |,கட்டுப்பட்ட துகள்
ବନ୍ଧିତ ଅବସ୍ଥା |,கட்டுப்பட்ட நிலை
"ସୀମା, ସୀମା (ଏଡି।), ମାର୍ଜିନାଲ (v।)","வரம்பு, வரம்பு (பதிப்பு), விளிம்பு (வி.)"
ସୀମା ସ୍ତର |,எல்லை நிலை
ସୀମା ସ୍ତରର ଶକ୍ତି ସମୀକରଣ |,எல்லை நிலை ஆற்றல் சமன்பாடு
ସୀମା ସ୍ତର ସମୀକରଣ |,எல்லை நிலை சமன்பாடு
ସୀମା ସ୍ତରର ଶବ୍ଦ |,எல்லை நிலை சத்தம்
ଦୃଶ୍ୟ ପ୍ରଦିପ |,சீமந்த் பிரதீப்
ମାର୍ଜିନାଲ୍ ମାର୍କର,விளிம்பு குறிப்பான்
ଚାପକୁ ସୀମିତ କରନ୍ତୁ |,மன அழுத்தத்தை கட்டுப்படுத்துங்கள்
ସୀମା ସ୍ତର ନିୟନ୍ତ୍ରଣ |,எல்லை நிலை கட்டுப்பாடு
"ଧନୁ ରାଶି, ଗାଜ୍","தனுசு, காஸ்"
ତୀରଗୁଡିକ,வளைவுகள்
ଜାହାଜ ତରଙ୍ଗ,படகோட்டம் அலை
ତୀରନ୍ଦାଜ,வில்வித்தை
ବାଇଶି-ନାପ୍ କ୍ୟାମେରା |,ஐம்பத்திரண்டு தூக்க கேமரா
ତୀରନ୍ଦାଜ,வில்வித்தை
ବାକ୍ସ କାର୍ ଚାପ,பெட்டி கார் பட்டா
"ବକ୍ସ କମ୍ପାସ୍, ବକ୍ସ ପଏଣ୍ଟର୍ |","பக்ஸ் காம்பஸ், பாக்ஸ் பாயிண்டர்"
ଟଙ୍କା କାର,பக்ஸ் கார்
ବକ୍ସ କାର୍ ସର୍କିଟ |,பெட்டி கார் சுற்று
ବଏଲର ଗରମ,கொதிகலன் வெப்பமூட்டும்
ବୋଇଲର ନିୟମ |,பாயின் சட்டம்
ବଏଲର ଗରମ,கொதிகலன் வெப்பமூட்டும்
ବ୍ରା ଭେକ୍ଟର୍,ப்ரா திசையன்
ସଂକୀର୍ଣ୍ଣ ବକ୍ର,குறுகிய வளைவு
କ୍ଷୁଦ୍ର ଅକ୍ଷର ପ୍ରିଜିମ୍ |,குறுகிய எழுத்து ப்ரிஸம்
ବ୍ରାକେଟ୍-ଶ୍ରେଣୀ,அடைப்புக்குறி வகுப்பு
ଗର୍ବ ସମୀକରଣ |,தற்பெருமை சமன்பாடு
ଗର୍ବ ନିୟମ |,தற்பெருமை விதி
ଗର୍ବ ସମ୍ପର୍କ |,தற்பெருமை உறவு
ଗର୍ବ,bragg சிதறல்
ବ୍ରଗ୍ ସ୍ପେକ୍ଟ୍ରୋମିଟର |,ப்ராக் ஸ்பெக்ட்ரோமீட்டர்
ଗର୍ବ-ଧୂସର କୋଟର୍ |,bragg-grey coater
ଗର୍ବ-ଧୂସର କୋଟର ସିଦ୍ଧାନ୍ତ |,bragg-grey coater கோட்பாடு
ଗର୍ବ-ତଳ |,bragg-bottom
ଗର୍ବ-ଫାଙ୍କ |,தற்பெருமை இடைவெளி
ଅନ୍ତର୍ନିହିତ ତାର,பின்னிப் பிணைந்த கம்பி
ବ୍ରେକ୍ ଘୋଡା ଶକ୍ତି,பிரேக் குதிரைத்திறன்
ବ୍ରେକ୍ ଅର୍ଥ ହେଉଛି ପ୍ରଭାବଶାଳୀ ଚାପ |,பிரேக் என்றால் பயனுள்ள அழுத்தம்
ବ୍ରେକ୍ ପାରାଚ୍ୟୁଟ୍ |,பிரேக் பாராசூட்
ବ୍ରେକ୍ ତାପଜ ଦକ୍ଷତା |,பிரேக் வெப்ப திறன்
ବ୍ରେକ୍ କ୍ଲାସ୍,பிரேக் வகுப்பு
ବ୍ରେକ୍ ରକେଟ୍,பிரேக் ராக்கெட்
ବ୍ରାମା ସଙ୍କୋଚକ |,பிரமா அமுக்கி
ଶାଖା ସର୍କିଟ |,கிளை சுற்று
ଶାଖା ପ୍ରତିରୋଧ,கிளை மின்மறுப்பு
ଶାଖା ନିର୍ଦ୍ଦେଶାବଳୀ |,கிளை வழிமுறைகள்
ଶାଖା ବିନ୍ଦୁ |,கிளை புள்ளி
ଶାଖା,கிளைகள்
ଶାଖା ଶୃଙ୍ଖଳା |,கிளை சங்கிலி
ଶାଖା ଅନୁପାତ |,கிளை விகிதம்
ଶାଖା ପ୍ରକ୍ରିୟା |,கிளை செயல்முறை
ଶାଖା ଅନୁପାତ |,கிளை விகிதம்
ଶାଖା ନିୟମ |,கிளை விதி
"ସାହସୀ ଲାଟାଇସ୍, ସାହସୀ ଲାଟାଇସ୍ |","துணிச்சலான லட்டு, துணிச்சலான லட்டு"
"ପିତ୍ତଳ ବ୍ରାଜିଂ, ପିତ୍ତଳ ବିକ୍ରୟ |","பித்தளை பிரேசிங், பித்தளை சாலிடரிங்"
ପରୀକ୍ଷଣ ବୋର୍ଡ |,பரிசோதனை குழு
ବିଚ୍ଛିନ୍ନତା |,துண்டித்தல்
ବ୍ରେକ ସଂଯୋଜକ,இணைப்பு உடைப்பு
ଫାଟ ଲକ୍ଷଣ |,விரிசல் அறிகுறிகள்
ବ୍ରେକ୍ ଅଫ୍ ସଂଯୋଜକ |,முறிவு இணைப்பு
ବ୍ୟବଧାନ କାର୍ଯ୍ୟ,இடைவெளி செயல்பாடு
ବ୍ୟବଧାନ କିଙ୍ଗ,இடைவெளி விசை
ପଳାୟନ,ஓடிப்போன
"ଭଙ୍ଗା ଡାୟୋଡ୍, ଜେନେର୍ ଜାୟୋଡ୍ |","எலும்பு முறிவு டையோடு, ஜீனர் ஜியோட்"
ପ୍ରତିବନ୍ଧକ ଭାଙ୍ଗିବା |,மின்தடையை உடைத்தல்
ବ୍ରେକ୍ ଆଉଟ୍,முறிவு
ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |,உடைக்கும் மின்னழுத்தம்
ଶକ୍ତି ଭାଙ୍ଗିବା |,உடைக்கும் பலம்
ଫାଟ,விரிசல்
"ପ୍ରଜନକ ରିଆକ୍ଟର, ପ୍ରଜନକ ଆଣବିକ ଚୁଲା, ପ୍ରଜନକ ଚୁଲା |","ப்ரீடர் ரியாக்டர், ப்ரீடர் நியூக்ளியர் ஃபர்னஸ், பிரீடர் ஃபர்னஸ்"
"ରିଟାର୍ଡାଣ୍ଟ ବିକିରଣ, ବ୍ରାମଷ୍ଟ୍ରାଲଙ୍ଗ |","retardant கதிர்வீச்சு, bramstralung"
ବ୍ରୁଷ୍ଟର୍-ଆଙ୍ଗଲ୍ |,brewster-angle
ବ୍ରୁଷ୍ଟର୍ ଫ୍ରିଙ୍ଗ୍ |,ப்ரூஸ்டர் விளிம்பு
ବୁଷ୍ଟର୍ ନିୟମ |,பூஸ்டர் விதிகள்
ମେରୁ,மேரு
ବ୍ରିଜ୍ &#39;T&#39; ଜାଲ୍ |,பாலம் &#39;டி&#39; கண்ணி
ବ୍ରିଜ୍ ସର୍କିଟ୍ |,பாலம் சுற்று
ସେତୁ ସଂଯୋଗ,பாலம் இணைப்பு
ବ୍ରିଜ୍ ଯୋଡି ଆମ୍ପ୍ଲିଫାୟର୍ |,பாலம் இணைந்த பெருக்கி
"ବ୍ରିଜ୍ ପଦ୍ଧତି, ବ୍ରିଜ୍ ପଦ୍ଧତି |","பாலம் முறை, பாலம் முறை"
ବ୍ରିଜ୍ ମଡ୍ୟୁଲେଟର,பாலம் மாடுலேட்டர்
ବ୍ରିଜ୍ ବିଭାଜନ ସିଦ୍ଧାନ୍ତ |,பாலம் பிரிக்கும் கோட்பாடு
ବ୍ରିଜ୍ &#39;ଟି&#39; ଆଟେନୁଏଟର୍ |,பிரிட்ஜ் செய்யப்பட்ட &#39;டி&#39; அட்டென்யூட்டர்
ବ୍ରିଜ୍ ଲିଙ୍କ୍ ଲାଇନ୍ |,பாலம் இணைப்பு வரி
ସେତୁ ବନ୍ଧ,பாலம் பிணைப்பு
ବ୍ରିଜ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,பாலம் பெருக்கி
ସେତୁ ଲାଭ,பாலம் ஆதாயம்
ବ୍ରିଜ୍ ଗୋଷ୍ଠୀ |,பாலம் குழு
ବ୍ରିଜ୍ କ୍ଷତି,பாலம் இழப்பு
ବ୍ରିଜମ୍ୟାନ୍ ପ୍ରଭାବ |,பிரிட்ஜ்மேன் விளைவு
"ଉଜ୍ଜ୍ୱଳ, ଚମତ୍କାର, ଚମତ୍କାର |","பிரகாசமான, பளபளப்பான, திகைப்பூட்டும்"
ପ୍ରଭାସ ଚଳଚ୍ଚିତ୍ର |,பிரபாஸ் படம்
ଉଜ୍ଜ୍ୱଳ ରେଖା ସ୍ପେକ୍ଟ୍ରମ୍ |,பிரகாசமான வரி நிறமாலை
"ଲାଇଟ୍-ବ୍ୟାଣ୍ଡ ମଡେଲ୍, ଲାଇଟ୍-ବ୍ୟାଣ୍ଡ ଇକୋ |","லைட்-பேண்ட் மாதிரி, லைட்-பேண்ட் எதிரொலி"
ଆଲୋକିତ ନାଡ,ஒளிரும் துடிப்பு
"ଦିୟୁଟି, ପ୍ରଭାସ |","தியுதி, பிரபா"
ଉଜ୍ଜ୍ୱଳତା ନିୟନ୍ତ୍ରଣ |,பிரகாசம் கட்டுப்பாடு
ନିଷେଧର ଆଲୋକ,தடை வெளிச்சம்
ଉଜ୍ଜ୍ୱଳତା ସ୍କେଲ,பிரகாச அளவு
ଉଜ୍ଜ୍ୱଳ ଉତ୍ତାପ |,கதிரியக்க வெப்பம்
ବ୍ରିଲୁଭାନ୍ ପ୍ରବାହ |,பிருளுவன் ஓட்டம்
brilluwan କାର୍ଯ୍ୟ,brilluvan செயல்பாடு
ବ୍ରିଲୁଭାନ୍ ଛିନ୍ନଛତ୍ର |,பிருளுவன் சிதறல்
ବ୍ରିଲୁୱାନ୍ ଅଞ୍ଚଳ |,பிருலுவான் பகுதி
ଇଟାଭାଟି,செங்கல்காரன் ஸ்பைக்
ବ୍ରିଟିଶ ଷ୍ଟାଣ୍ଡାର୍ଡ କ୍ୟାଣ୍ଡେଲ |,பிரிட்டிஷ் நிலையான மெழுகுவர்த்தி
ଭଗ୍ନ,உடையக்கூடிய
ଭଙ୍ଗା ଭଙ୍ଗା |,உடையக்கூடிய எலும்பு முறிவு
ଭଗ୍ନ ପଦାର୍ଥ |,உடையக்கூடிய பொருள்
ଭଗ୍ନ ଗରମ |,உடையக்கூடிய வெப்பம்
ଚତୁରତା,உடையக்கூடிய தன்மை
ଷ୍ଟୁଡିଓ ଆଲୋକ,ஸ்டுடியோ விளக்குகள்
ପ୍ରଶସ୍ତ ବ୍ୟାଣ୍ଡ ଏମ୍ପ୍ଲିଫାୟର୍ |,பரந்த பட்டை பெருக்கி
ଚଉଡା ବ୍ୟାଣ୍ଡ କ୍ଲିଷ୍ଟ୍ରାନ୍ |,பரந்த பேண்ட் கிளைஸ்ட்ரான்
"ପ୍ରିଥୁ ବ୍ୟାଣ୍ଡ ଏନ। M. R. ସ୍ପେକ୍ଟ୍ରୋମିଟର, ପୃଥିବୀ ବନ୍ଧ n। M. R. ସ୍ପେକ୍ଟ୍ରୋମିଟର","பிருது இசைக்குழு என். திரு. ஸ்பெக்ட்ரோமீட்டர், எர்த்பேண்ட் என். திரு. ஸ்பெக்ட்ரோமீட்டர்"
ବିସ୍ତୃତ ବିକିରଣ ବିମ୍ ଅବଶୋଷଣ |,பரந்த கதிர்வீச்சு கற்றை உறிஞ்சுதல்
ପୃଥିବୀ ବିମ୍ କ୍ଷୟ |,பூமி கற்றை சிதைவு
ପ୍ରଶସ୍ତ ନାଡ |,பரந்த துடிப்பு
ବିସ୍ତୃତ ରେଜୋନାନ୍ସ |,பரந்த அதிர்வு
ସମାନ୍ତରାଳ ସ୍ଥିତି (ବି-ଅବସ୍ଥାନ),செவ்வக நிலை (பி-நிலை)
ବିସ୍ତୃତ ଟ୍ୟୁନିଂ |,விரிவான டியூனிங்
ବ୍ୟାପକ ଉପଭୋଗ |,பரந்த இன்பம்
ପ୍ରସାରଣ ପ୍ରୟୋଗଗୁଡ଼ିକ |,ஒளிபரப்பு பயன்பாடுகள்
ବିସ୍ତାର କ୍ଷେତ୍ର,பரவலான பகுதி
ପ୍ରସାରଣ ଦିନ |,ஒளிபரப்பு நாள்
ପ୍ରସାରଣ,ஒளிபரப்பு
ପ୍ରଶସ୍ତ ଅବଶୋଷଣ ରେଖା |,பரந்த உறிஞ்சுதல் வரி
ବିସ୍ତୃତ ସ୍ତର |,விரிவான நிலை
ପରବର୍ତ୍ତୀ ସମୟରେ,பக்கவாட்டு சார்ந்த
oblique antenna ଆରେ |,சாய்ந்த ஆண்டெனா வரிசை
"ଟ୍ରାନ୍ସଭର୍ସ ଧକ୍କା, ପାର୍ଶ୍ୱବର୍ତ୍ତୀ ପ୍ରଭାବ |","குறுக்கு மோதல், பக்கவாட்டு தாக்கம்"
ବ୍ରୋଗଲି ସୂତ୍ର |,ப்ரோக்லி சூத்திரம்
ସେଗମେଣ୍ଟେଡ୍ ବକ୍ର,பிரிக்கப்பட்ட வளைவு
ଭଙ୍ଗା ରେଖା |,உடைந்த கோடு
ବାଦାମୀ ଉତ୍ତାପ ପରୀକ୍ଷା |,பழுப்பு வெப்ப சோதனை
ବ୍ରାଉନି ଗତି |,பிரவுனி இயக்கம்
ବ୍ରାଉନି-ସ୍ପିଡ୍ |,பழுப்பு வேகம்
ବ୍ରାଉନି କଣିକା |,பிரவுனி துகள்கள்
"ଭାଙ୍ଗ, ଭାଙ୍ଗ","உடை, உடை"
ପ୍ରଜନନ ଅନୁପାତ,கருவுறுதல் விகிதம்
"ଓଲଟା ଆଣ୍ଟେନା, ବ୍ରୁସ୍ ଆଣ୍ଟେନା |","தலைகீழ் ஆண்டெனா, புரூஸ் ஆண்டெனா"
"କୁଚି, ବୁରୁଶ, କୁର୍ଚ, ଗୁଲମ୍ |","குச்சி, புருஷ், குர்ச், குல்ம்"
ଯୋଗାଯୋଗ କ୍ଷତି |,Burruss தொடர்பு இழப்பு
"କର୍ଚ କଣ୍ଟାକ୍ଟ ପ୍ରତିରୋଧ, ବୁରୁଶ ଯୋଗାଯୋଗ ପ୍ରତିରୋଧ |","கார்ச் காண்டாக்ட் ரெசிஸ்டன்ஸ், புருஷ் காண்டாக்ட் ரெசிஸ்டன்ஸ்"
"କୁର୍ଚ ବ୍ଲାଇଟ୍ ମେସିନ୍, ବୁରୁଶ୍ ବ୍ଲାଇଟ୍ ମେସିନ୍ |","குர்ச் ப்ளைட் மெஷின், புருஷ் ப்ளைட் மெஷின்"
ବୁରୁଶ ବୁଡ ପକାଇବା |,புருஷ் மூழ்குதல்
"ବୁରୁଶ-ଧାରକ, କୁର୍ଚ-ଧାରକ |","புருஷ் வைத்திருப்பவர், குர்ச் வைத்திருப்பவர்"
"କୁର୍ଚ ମେସିନ୍, ବୁରୁଶ୍ ମେସିନ୍ |","குர்ச் மெஷின், புருஷ் மெஷின்"
"କୁଚ୍ ଚିହ୍ନ, ବୁରୁଶ୍ ଚିହ୍ନ |","கட்ச் அடையாளம், புருஷ் அடையாளம்"
ବିଟି-ଆରୋଗ୍ୟ ହୋଇଥିବା ସ୍ଫଟିକ୍ |,பிடி-குணப்படுத்தப்பட்ட படிகம்
"ବବୁଲ୍, ବବୁଲ୍ (ଏଡି।), ବବୁଲ୍ (ver।)","குமிழி, குமிழி (பதிப்பு), குமிழி (ver.)"
ବବୁଲ୍ ବସନ୍ତ ସ୍କ୍ରୁ |,குமிழி வசந்த திருகு
ବବୁଲ୍ ସେଲ୍ |,குமிழி செல்
ବବୁଲ୍ ଓଭରଭୋଲଟେଜ୍ |,குமிழி அதிக மின்னழுத்தம்
ବବୁଲ୍ ପଏଣ୍ଟ |,குமிழி புள்ளி
ବବୁଲ୍ ଡଙ୍ଗା |,குமிழி படகு
ବବୁଲ୍ ପରୀକ୍ଷା |,குமிழி சோதனை
ବବୁଲ୍ ସ୍ତମ୍ଭ |,குமிழி நெடுவரிசை
ବବୁଲ୍ ଦର୍ଶକ ପ୍ରିଜିମ୍ |,குமிழி பார்வையாளர் ப்ரிஸம்
ବବୁଲ୍ ଭିସ୍କୋମିଟର |,குமிழி விஸ்கோமீட்டர்
ଯବକାଚ,பூதக்கண்ணாடி
ଫଳପ୍ରଦତା,உமிழ்தல்
ବବୁଲ୍ ପଦ୍ଧତି |,குமிழி முறை
ବ୍ୟାଟେରୀ କ୍ଷତିପୂରଣ,ஈடுசெய்யும் பேட்டரி
କ୍ଷତିପୂରଣ ସର୍କିଟ |,ஈடுசெய்யும் சுற்று
retrograde ରାଶିଫଳ |,பிற்போக்கு ஜாதகம்
ଭୋଲଟେଜ୍ କ୍ଷତିପୂରଣ,மின்னழுத்தத்தை ஈடுசெய்யும்
ସଂକୋଚନ,சுருக்கம்
ପୁନ apse ପ୍ରକାଶ,மறுபிறப்பு மறுபிறப்பு
ସଂକୋଚନ ଭାର,சுருக்க சுமை
ସଂକୋଚନ ଅନୁମାନ |,சுருக்க கருதுகோள்
"ଆମ୍ଫୋଟେରିକ୍ ପ୍ରତିରୋଧ, ବଫର୍ |","ஆம்போடெரிக் எதிர்ப்பு, தாங்கல்"
"amp- ପ୍ରତିରୋଧ କାର୍ଯ୍ୟ, ବଫର୍ ଆକ୍ସନ୍ |","amp-resistance action, buffer action"
ବଫର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,தாங்கல் பெருக்கி
ସାଧାରଣ ପ୍ରତିରୋଧକତା |,பொதுவான எதிர்ப்புத்திறன்
ବଫର୍ ସିଟ୍ |,தாங்கல் தாள்
"ଆମ୍ପି-ପ୍ରତିରୋଧକ ନିୟନ୍ତ୍ରକ, ବଫର୍ ନିୟାମକ |","amp-resistance controller, buffer regulation"
"ଆମ୍ବିଏଣ୍ଟ୍ ପ୍ରତିରୋଧ ସୂଚକାଙ୍କ, ବଫର୍ ଇଣ୍ଡେକ୍ସ |","சுற்றுப்புற எதிர்ப்புக் குறியீடு, இடையகக் குறியீடு"
ବଫର୍ ବିନିଯୋଗ |,தாங்கல் முதலீடு
ବଫର୍ ଯାଞ୍ଚ |,இடையக சோதனை
ବଫର୍ ପ୍ରସ୍ଥାନ,இடையக வெளியேறு
"ପରିବେଶ ପ୍ରତିରୋଧ ଅନୁପାତ, ବଫର୍ ଅନୁପାତ |","அலைவீச்சு மின்தடை விகிதம், தாங்கல் விகிதம்"
ବଫର୍ ଉତ୍ତର |,தாங்கல் பதில்
ବଫର୍ ବସନ୍ତ |,தாங்கல் வசந்தம்
ବଫର୍ ଷ୍ଟୋରେଜ୍ |,தாங்கல் சேமிப்பு
ବଫର୍ ଟ୍ୟୁବ୍ |,தாங்கல் குழாய்
ବଏଏଣ୍ଟ୍ ପ୍ରତିରୋଧକ |,மிதக்கும் எதிர்ப்பு
ବଫର୍ କମ୍ପାଇଲର୍,தாங்கல் தொகுப்பி
ସାଧାରଣ ପ୍ରତିରୋଧ |,பொதுவான எதிர்ப்பு
"ବ oy ଜୟନ୍ତ ପ୍ରତିରୋଧ, ବଫରିଂ କ୍ଷମତା, ବଫରିଂ କ୍ଷମତା |","மிதவை எதிர்ப்பு, தாங்கல் திறன், தாங்கல் திறன்"
ତ୍ରୁଟି,வளைவு
ବରଦାନ,பர்தன்
ବୃଦ୍ଧି ଅବଧି,வளரும் காலம்
"ବ factor ାଇବା କାରକ, ଫ୍ୟାକ୍ଟରିଙ୍ଗ ଫ୍ୟାକ୍ଟର୍ |","அதிகரிக்கும் காரணி, காரணி காரணி"
ଆକାଶବାଣୀ,ஒலியியல்
ଆଭ୍ୟନ୍ତରୀଣ ଯାଞ୍ଚ |,உள் சோதனை
ବିଲ୍ଟ-ଇନ୍ ଆଣ୍ଟେନା |,உள்ளமைக்கப்பட்ட ஆண்டெனா
ବିଲ୍ଟ-ଇନ୍ ରିଚାର୍ଜ ଉପକରଣ |,உள்ளமைக்கப்பட்ட ரீசார்ஜ் சாதனம்
ବଲ୍ବ,பல்பு
ବଲ୍ବ ଏକ୍ସପୋଜର,பல்பு வெளிப்பாடு
ବଲ୍ବ କଭର |,பல்பு கவர்
ବଲ୍ବ ଗ୍ଲାସ୍ |,பல்பு கண்ணாடி
ବଲ୍ବ ଦାନ୍ତ,பல்பு பல்
ବଲ୍ବ ଟ୍ୟୁବ୍ |,பல்பு குழாய்
ଏମ୍ବୋସିଂ ମେକାନିଜିମ୍ (ଲୁପ୍ ସିଷ୍ଟମ୍),புடைப்பு பொறிமுறை (லூப் சிஸ்டம்)
"bulge test, bulge test","bulge test, bulge test"
ଏମର୍ଜେ |,வெளிப்படு
"ଭଲ୍ୟୁମ୍, ବଲ୍କ, ମାସ, ମାସ, ଫଙ୍କସନ୍ |","தொகுதி, மொத்த, நிறை, நிறை, செயல்பாடு"
ଭଲ୍ୟୁମ୍ ପ୍ରତିକ୍ରିୟା,தொகுதி பதில்
ଜନସଂଖ୍ୟା ପ୍ରଭାବ,மக்கள் தொகை விளைவு
ଜନ ପ୍ରଭାବ ଉପକରଣ |,வெகுஜன விளைவு சாதனம்
ଭଲ୍ୟୁମ୍ ଇଲାସ୍ଟିସିଟି |,தொகுதி நெகிழ்ச்சி
ଜନସଂଖ୍ୟା ରେକର୍ଡର୍ |,மக்கள் தொகை பதிவாளர்
ବଲ୍କ ଫ୍ୟାକ୍ଟର୍ |,மொத்த காரணி
"ବଲ୍କ ହେଡ୍, ସୁରକ୍ଷା ବ୍ୟାଘାତକାରୀ |","மொத்த தலை, பாதுகாப்பு சீர்குலைப்பான்"
ଭଲ୍ୟୁମ୍ ଆଜୀବନ |,தொகுதி வாழ்நாள்
ଭଲ୍ୟୁମ୍ ଇଲାସ୍ଟିସିଟି କୋଏଫିସିଏଣ୍ଟ୍ |,தொகுதி நெகிழ்ச்சி குணகம்
ମାକ୍ରୋ ଲାଇଟ୍ ଡ୍ରାଇଭର |,மேக்ரோ லைட் டிரைவர்
ଜନସଂଖ୍ୟା ସମ୍ପତ୍ତି,மக்கள் சொத்து
ବହୁ ସମ୍ପତ୍ତି ପ୍ରତିରୋଧ |,வெகுஜன சொத்து எதிர்ப்பு
ଭଲ୍ୟୁମ୍ ବିକୃତି,தொகுதி விலகல்
ଭଲ୍ୟୁମ୍ ଟ୍ରେଣ୍ଡ୍,தொகுதி போக்கு
ସର୍ବାଧିକ ତାପମାତ୍ରା,அதிகபட்ச வெப்பநிலை
ଷଣ୍,புல்ஹார்ன்
"bulge, bulge","bulge, bulge"
bulge contact,வீக்கம் தொடர்பு
"ଗୁଣ୍ଡ, ଗୁଣ୍ଡ (n।), କ୍ଲଷ୍ଟର ହେବାକୁ (ver।)","கொத்து, கொத்து (n.), கொத்தாக இருக்க வேண்டும் (ver.)"
କ୍ଲଷ୍ଟର ଇଲେକ୍ଟ୍ରନ୍ ବିମ୍ |,கொத்தாக எலக்ட்ரான் கற்றை
ଗୁଣ୍ଡ,கொத்து
ଗୁଚି କୋଟର୍ |,கொத்து பூச்சு
କ୍ଲଷ୍ଟର କ୍ଷେତ୍ର,கொத்து பகுதி
ବିମ୍ ଗୋଷ୍ଠୀ |,பீம் குழு
ବନ୍ ତ୍ରୁଟି ସିନ୍ଥେସିସ୍ |,பன் பிழை தொகுப்பு
ବନସେନ୍ ସେଲ୍ |,பன்சென் செல்
ବନ୍ସେନ୍ ଡିସଚାର୍ଜ ଉପକରଣ |,பன்சென் டிஸ்சார்ஜ் கருவி
"ବନ୍ସେନ୍ ର ଆଇସ୍ କ୍ୟାଲୋରିମିଟର, ବନ୍ସେନ୍ ର ଆଇସ୍ ଥର୍ମୋମିଟର |","Bunsen&#39;s Ice Calorimeter, Bunsen&#39;s Ice Thermometer"
ବନ୍ସେନ୍ ଭୋଲ୍ଟମିଟର |,பன்சன் வோல்ட்மீட்டர்
ବୋଇତ,மிதப்பு
ବୁଏନ୍ସି ରୁମ୍ |,மிதக்கும் அறை
ବ oy ଧତା,"மிதப்பு, மிதப்பு"
ବୁଏନ୍ସି ରୂପାନ୍ତର |,மிதப்பு மாற்றம்
ଅଶାନ୍ତିର କୋଣ |,கொந்தளிப்பு கோணம்
ଟ୍ରିଗର ପଏଣ୍ଟ |,தூண்டுதல் புள்ளி
ବରଗଡ ସର୍କିଟ |,பர்கர் சுற்று
ବରଗଡ ମଡେଲ୍ |,பர்கர் மாதிரி
ବରଗଡ ଭେକ୍ଟର |,பர்கர் திசையன்
ଚୋର ଘଣ୍ଟି,திருடன் மணி
ଗ୍ରାଉଣ୍ଡ୍ ଆଣ୍ଟେନା |,தரையிறக்கப்பட்ட ஆண்டெனா
ପୂର୍ଣ୍ଣ ଇଗ୍ନିସନ୍ ସୂଚକ |,முழு பற்றவைப்பு காட்டி
ପୂର୍ଣ୍ଣ ଇଗ୍ନିସନ୍ |,முழு பற்றவைப்பு
"ବର୍ଣ୍ଣର୍, ଇଗ୍ନିଟର","எரிப்பான், பற்றவைப்பான்"
ଜାଳେଣି ବିନ୍ଦୁ |,எரிப்பு புள்ளி
