Punjabi,Assamese
ਵਿਰੋਧੀ,বিৰোধ
ਘੜੀ ਦੇ ਉਲਟ,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত
ਵਿਰੋਧੀ ਉਦਾਹਰਨ,কাউণ্টাৰ উদাহৰণ
ਸਹਿਵਿਹਾਰ,সহাৱস্থান
ਸਹਿਪ੍ਰਸਤੀ ਕਾਨੂੰਨ,সহাৱস্থান আইন
ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ,সহাৱস্থান মেট্ৰিক্স
ਸਹਿਵਿਹਾਰ ਵਿਧੀ,সহাৱস্থান পদ্ধতি
ਸਹਿਵਿਹਾਰ ਤਕਨੀਕ,সহাৱস্থান কৌশল
ਕ੍ਰੈਮਰ ਦਾ ਨਿਯਮ,ক্ৰেমাৰৰ নিয়ম
ਕ੍ਰੇਮਰ-ਰਾਓ ਅਸਮਾਨਤਾ,ক্ৰেমাৰ-ৰাওৰ বৈষম্য
ਮਾਪਦੰਡ ਫੰਕਸ਼ਨ (= ਉਦੇਸ਼ ਫੰਕਸ਼ਨ),মাপকাঠী ফলন (=উদ্দেশ্যমূলক ফলন)
ਨਾਜ਼ੁਕ ਕੋਣ,জটিল কোণ
ਨਾਜ਼ੁਕ ਬਿੰਦੂ,জটিল বিন্দু
ਫੰਕਸ਼ਨ ਦਾ ਨਾਜ਼ੁਕ ਬਿੰਦੂ,কাৰ্য্যৰ জটিল বিন্দু
ਨਾਜ਼ੁਕ ਮੁੱਲ,জটিল মূল্য
ਨਾਜ਼ੁਕ ਗਤੀ,জটিল বেগ
ਕਰਾਸ ਕੋਰਿਲੇਸ਼ਨ ਫੰਕਸ਼ਨ,ক্ৰছ কোৰিলেচন ফাংচন
ਕਰਾਸ ਉਤਪਾਦ,ক্ৰছ প্ৰডাক্ট
ਕਰਾਸ ਅਨੁਪਾਤ,ক্ৰছ ৰেচিঅ&#39;
ਕਰਾਸ ਸੈਕਸ਼ਨਿੰਗ,ক্ৰছ ছেকচনিং
ਕ੍ਰਿਪਟ,crypt
ਘਣ,ঘনক
ਘਣ ਨੰਬਰ,ঘনক সংখ্যা
ਘਣ ਜੜ੍ਹ,ঘনক মূল
ਘਣ,ঘন
ਘਣ,ঘনকীয়
ਘਣ ਸਮੀਕਰਨ,ঘন সমীকৰণ
ਘਣ ਇੰਚ,ঘন ইঞ্চি
ਘਣ ਮੀਟਰ,ঘন মিটাৰ
ਕਿਊਬਿਕ ਪੈਰਾਬੋਲਾ,ঘন প্যাৰাবোলা
ਘਣ ਜੜ੍ਹ,ঘনমূল
ਘਣ ਮਿਆਦ,ঘন পদ
ਘਣ,ঘনকীয়
ਸੰਚਤ,ক্ৰমবৰ্ধমান
ਸੰਚਤ ਕਰਵ,ক্ৰমবৰ্ধমান বক্ৰ
ਸੰਚਤ ਵੰਡ ਫੰਕਸ਼ਨ,ক্ৰমবৰ্ধমান বিতৰণ ফলন
ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ,ক্ৰমবৰ্ধমান কম্পাঙ্ক
ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਫੰਕਸ਼ਨ,ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন
ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਗ੍ਰਾਫ,ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ
ਸੰਚਤ ਸੰਭਾਵਨਾ ਫੰਕਸ਼ਨ,ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন
ਕਰਲ,curl
ਇਕਸਾਰਤਾ ਦਾ curl,কাৰ্ল অৱ দ্য কংগ্ৰুৱেন্স
ਵੈਕਟਰ ਦਾ curl,ভেক্টৰৰ কাৰ্ল
ਕਰਲੀ ਬਰੈਕਟ,কোঁচা বন্ধনী
ਮੌਜੂਦਾ,সোঁত
ਮੌਜੂਦਾ ਬਿੰਦੂ,বৰ্তমান বিন্দু
ਵਕਰਤਾ,বক্ৰতা
ਵਕਰ ਪ੍ਰਭਾਵ,বক্ৰতা প্ৰভাৱ
ਕਰਵ,বক্ৰ
ਕਰਵ ਲਾਈਨ,বক্ৰ ৰেখা
ਕਰਵ ਟਰੇਸਿੰਗ,বক্ৰ ট্ৰেচিং
curvilinear asymptote,বক্ৰৰেখাৰ এছিম্পটট
ਕਰਵਿਲੀਨੀਅਰ ਕੋਆਰਡੀਨੇਟਸ,বক্ৰৰেখা স্থানাংক
ਕਰਵਿਲੀਨੀਅਰ ਰਿਗਰੈਸ਼ਨ,বক্ৰৰেখাৰ ৰিগ্ৰেছন
cusp,cusp
ਚੱਕਰ,চক্ৰ
ਚੱਕਰੀ ਪਰਿਵਰਤਨ,চক্ৰীয় তাৰতম্য
ਚੱਕਰੀ ਕਰਾਸ ਉਤਪਾਦ,চক্ৰীয় ক্ৰছ উৎপাদন
ਚੱਕਰ ਦੀ ਮੰਗ,চক্ৰীয় চাহিদা
ਚੱਕਰੀ ਸਮੀਕਰਨ,চক্ৰীয় প্ৰকাশ
ਚੱਕਰੀ ਗਰੁੱਪ,চক্ৰীয় গোট
ਚੱਕਰੀ ਕ੍ਰਮਵਾਰ,চক্ৰীয় ক্ৰমবিন্যাস
ਸਾਈਕਲੋਇਡ,চাইক্ল&#39;ইড
ਸਿਲੰਡਰ,চিলিণ্ডাৰ
ਸਿਲੰਡਰ ਵਾਲਾ,নলাকাৰ
ਸਿਲੰਡਰ ਸਤਹ,নলাকাৰ পৃষ্ঠ
ਸਾਈਫਰ,চাইফাৰ
D&#39;alembert ਦੇ ਅਸੂਲ,D&#39;alembert ৰ নীতি
ਗਿੱਲਾ ਹਾਰਮੋਨਿਕ ਫੰਕਸ਼ਨ,ডেম্পড হাৰমনিক ফাংচন
ਲਗਾਤਾਰ ਗਿੱਲਾ,ডেম্পিং ধ্ৰুৱক
ਡਾਟਾ,তথ্য
ਡਾਟਾ ਉਤਪਤੀ,তথ্যৰ উৎপত্তি
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ ਸਿਸਟਮ,তথ্য প্ৰক্ৰিয়াকৰণ ব্যৱস্থা
ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ,ডাটা প্ৰচেছৰ
ਡਾਟਾ ਸ਼ੀਟ,ডাটা শ্বীট
ਡੇਕਗਨ,decagon
decagram,ডেকাগ্ৰাম
decameter,ডেকামিটাৰ
ਸੜਨ ਨਿਰੰਤਰ,ক্ষয় ধ্ৰুৱক
ਸੜਨ ਵਕਰ,ক্ষয় বক্ৰ
ਵਿਨੀਤ ਫੰਕਸ਼ਨ,ডিচেন্ট ফাংচন
ਡੇਸੀਗ੍ਰਾਮ,ডেচিগ্ৰাম
decile,ডেচিল
ਦਸ਼ਮਲਵ,দশমিক
ਦਸ਼ਮਲਵ ਕੋਡ,দশমিক ক&#39;ড
ਦਸ਼ਮਲਵ ਕੋਡਿਡ ਅੰਕ,দশমিক ক&#39;ডযুক্ত অংক
ਦਸ਼ਮਲਵ ਵਿਸਥਾਰ,দশমিক প্ৰসাৰণ
ਦਸ਼ਮਲਵ ਅੰਸ਼,দশমিক ভগ্নাংশ
ਦਸ਼ਮਲਵ ਸੰਕੇਤ,দশমিক সংকেত
ਦਸ਼ਮਲਵ ਨੰਬਰਿੰਗ ਸਿਸਟਮ,দশমিক সংখ্যাকৰণ ব্যৱস্থা
ਦਸ਼ਮਲਵ ਬਿੰਦੂ,দশমিক বিন্দু
ਦਸ਼ਮਲਵ ਸਕੇਲ,দশমিক স্কেল
ਦਸ਼ਮਲਵ ਸਿਸਟਮ,দশমিক ব্যৱস্থা
ਡੈਸੀਮੀਟਰ,ডেচিমিটাৰ
ਸਮਝਣਾ,ডিচিফাৰ কৰা
ਫੈਸਲੇ ਦਾ ਮਾਡਲ,সিদ্ধান্তৰ আৰ্হি
ਫੈਸਲੇ ਦੀ ਥਿਊਰੀ,সিদ্ধান্ত তত্ত্ব
ਫੈਸਲਾ ਵੇਰੀਏਬਲ,সিদ্ধান্ত চলক
ਡੀਕੋਡਰ,ডিকোডাৰ
ਡੀਕੋਡਿੰਗ,ডিকোডিং
ਸੜਨਯੋਗ ਸੈੱਟ,পচনযোগ্য ছেট
ਘਟ ਰਿਹਾ ਹੈ,হ্ৰাস পাইছে
ਘਟਦੀ ਫੰਕਸ਼ਨ,হ্ৰাস পোৱা কাৰ্য্য
Dedekind ਦੇ ਕੱਟ,ডেডেকিণ্ডৰ কাট
Dedekind ਦਾ ਪ੍ਰਮੇਯ,ডেডেকাইণ্ডৰ উপপাদ্য
ਦਾ ਅਨੁਮਾਨ,deduce
ਕਟੌਤੀ ਵਿਧੀ,ডিডক্টিভ পদ্ধতি
ਨੁਕਸਦਾਰ,ত্ৰুটিপূৰ্ণ
ਪਰਿਭਾਸ਼ਿਤ ਸਮੀਕਰਨ,সমীকৰণ সংজ্ঞায়িত কৰা
ਨਿਸ਼ਚਿਤ ਅਟੁੱਟ,নিৰ্দিষ্ট অখণ্ড
ਨਿਸ਼ਚਿਤ ਮੈਟ੍ਰਿਕਸ,নিৰ্দিষ্ট মেট্ৰিক্স
ਪਰਿਭਾਸ਼ਾ,সংজ্ঞা
deformation ਕਰਵ,বিকৃতি বক্ৰ
ਵਿਗੜਿਆ ਸਤਹ,বিকৃত পৃষ্ঠ
ਪਤਨ,অৱক্ষয়
ਆਵਾਜਾਈ ਦੀਆਂ ਸਮੱਸਿਆਵਾਂ ਵਿੱਚ ਵਿਗਾੜ,ট্ৰেন্সপ&#39;ৰেচন সমস্যাত অৱক্ষয়
ਡਿਗਰੀ,ডিগ্ৰী
ਅੰਤਰ ਸਮੀਕਰਨ ਦੀ ਡਿਗਰੀ,অৱভেদ্য সমীকৰণৰ ডিগ্ৰী
ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ,স্বাধীনতাৰ মাত্ৰা
ਬਹੁਪਦ ਦੀ ਡਿਗਰੀ,বহুপদৰ ডিগ্ৰী
ਆਂਢ-ਗੁਆਂਢ ਨੂੰ ਹਟਾਇਆ,মচি পেলোৱা চুবুৰী
ਡੈਲਟਾ ਫੰਕਸ਼ਨ,ডেল্টা ফাংচন
ਮੰਗ ਅਤੇ ਉਪਯੋਗਤਾ ਵਕਰ,চাহিদা আৰু উপযোগিতা বক্ৰ
ਮੰਗ ਸਮੀਕਰਨ,চাহিদা সমীকৰণ
ਮੰਗ ਫੰਕਸ਼ਨ,চাহিদা কাৰ্য্য
ਜਨਸੰਖਿਆ ਅਧਿਐਨ,জনগাঁথনিগত অধ্যয়ন
ਜਨਸੰਖਿਆ,ডেম&#39;গ্ৰাফী
De Moivre ਦਾ ਸਿਧਾਂਤ,ডি মইভ্ৰেৰ উপপাদ্য
ਪ੍ਰਦਰਸ਼ਨ,প্ৰদৰ্শন
ਪ੍ਰਦਰਸ਼ਨ,প্ৰদৰ্শন
ਪ੍ਰਦਰਸ਼ਨੀ ਜਿਓਮੈਟਰੀ,প্ৰদৰ্শনমূলক জ্যামিতি
ਭਾਅ,হৰ
ਸੰਘਣਾ ਸੈੱਟ,ঘন গোট
ਘਣਤਾ,ঘনত্ব
ਗਿਣਤੀਯੋਗ ਸੈੱਟ,denumerable set
ਰਵਾਨਗੀ ਵੇਰੀਏਬਲ,প্ৰস্থানকাৰী চলকসমূহ
ਨਿਰਭਰ ਘਟਨਾ,নিৰ্ভৰশীল ইভেন্ট
ਨਿਰਭਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,নিৰ্ভৰশীল যাদৃচ্ছিক চলক
ਨਿਰਭਰ ਵੇਰੀਏਬਲ,নিৰ্ভৰশীল চলক
ਨਿਰਭਰ ਪਰਿਵਰਤਨ,নিৰ্ভৰশীল ভিন্নতা
ਡਿਪਰੈਸ਼ਨ ਕੋਣ,ডিপ্ৰেছন এংগেল
ਵਿਉਤਪੱਤੀ,ব্যুৎপত্তি
ਡੈਰੀਵੇਟਿਵ,ডেৰাইভেটিভ
ਪ੍ਰਾਪਤ ਲੜੀ,ব্যুৎপন্ন শৃংখলা
ਪ੍ਰਾਪਤ ਸੈੱਟ,ব্যুৎপত্তি কৰা গোট
ਉਤਰਦੇ ਹੋਏ,অৱতৰণ কৰা
ਘਟਦੇ ਕ੍ਰਮ,অৱনমিত ক্ৰম
ਘਟਦੀ ਲੜੀ,অৱনমিত শৃংখলা
ਵਰਣਨਯੋਗ ਜਿਓਮੈਟਰੀ,বৰ্ণনাত্মক জ্যামিতি
ਵਰਣਨਯੋਗ ਮਾਡਲ,বৰ্ণনাত্মক আৰ্হি
ਵਰਣਨਯੋਗ ਅੰਕੜੇ,বৰ্ণনাত্মক পৰিসংখ্যা
ਡਿਜ਼ਾਈਨ,ডিজাইন
ਪ੍ਰਯੋਗ ਦੇ ਡਿਜ਼ਾਈਨ,পৰীক্ষাৰ ডিজাইন
ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ,ডেস্ক কেলকুলেটৰ
ਖੋਜ,ধৰা পেলোৱা
ਨਿਰਣਾਇਕ,নিৰ্ণায়ক
ਨਿਰਣਾਇਕ ਦਰਜਾ,নিৰ্ণায়ক ৰেংক
ਨਿਰਧਾਰਤ ਕਰੋ,নিৰ্দ্ধাৰণ কৰা
ਨਿਰਣਾਇਕ ਮਾਡਲ,নিৰ্ধাৰিত আৰ্হি
ਨਿਰਣਾਇਕ ਸਮੱਸਿਆ,নিৰ্ধাৰিত সমস্যা
ਭਟਕਣਾ,বিচ্যুতি
ਭਟਕਣਾ ਗੁਣਾਂਕ,বিচ্যুতি সহগ
ਡਾਇਡਿਕ ਸਿਸਟਮ,ডায়েডিক ব্যৱস্থা
ਵਿਕਰਣ,তিৰ্যক
ਇੱਕ ਮੈਟ੍ਰਿਕਸ ਦਾ ਵਿਕਰਣੀਕਰਨ,এটা মেট্ৰিক্সৰ তিৰ্যকীকৰণ
ਵਿਕਰਣ ਮੈਟ੍ਰਿਕਸ,তিৰ্যক মেট্ৰিক্স
ਵਿਕਰਣ ਸਮਾਨਤਾ,তিৰ্যক সাদৃশ্য
ਚਿੱਤਰ,ডায়েগ্ৰাম
ਚਿੱਤਰਕਾਰੀ ਢੰਗ,ডায়েগ্ৰামমেটিক পদ্ধতি
ਚਿੱਤਰਕਾਰੀ ਪੇਸ਼ਕਾਰੀ,ডায়াগ্ৰামমেটিক উপস্থাপন
ਵਿਆਸ,ব্যাস
ਇੱਕ ਸੈੱਟ ਦਾ ਵਿਆਸ,এটা গোটৰ ব্যাস
ਵਿਆਸ ਦੇ ਉਲਟ,ডায়েমেট্ৰিকভাৱে বিপৰীত
ਪਾਸਾ ਸੁੱਟਣਾ,পাশা নিক্ষেপ
ਵਿਭਾਜਨ ਵਰਗੀਕਰਣ,দ্বৈত শ্ৰেণীবিভাজন
ਦੁਵਿਧਾ,দ্বৈতবিভাজন
ਡਿਕਸ਼ਨਰੀ ਆਰਡਰ,অভিধানৰ ক্ৰম
ਅੰਤਰ ਕੈਲਕੂਲਸ,পাৰ্থক্য কেলকুলাছ
ਅੰਤਰ ਸਮੀਕਰਨ,পাৰ্থক্য সমীকৰণ
ਅੰਤਰ ਫਾਰਮੂਲਾ,পাৰ্থক্য সূত্ৰ
ਅੰਤਰ ਢੰਗ,পাৰ্থক্য পদ্ধতি
ਸੈੱਟ ਦਾ ਅੰਤਰ,গোটৰ পাৰ্থক্য
ਵੱਖ ਕਰਨ ਯੋਗ,ভিন্নতামূলক
ਵਿਭਿੰਨ ਕਰਵ,ভিন্নতাযোগ্য বক্ৰ
ਵੱਖ ਕਰਨ ਯੋਗ ਫੰਕਸ਼ਨ,ডিফাৰেন্সিয়েবল ফাংচন
ਅੰਤਰ,ডিফাৰেন্সিয়েল
ਵਿਭਾਜਨ ਕੈਲਕੂਲਸ,ডিফাৰেন্সিয়েল কেলকুলাছ
ਵਿਭਿੰਨ ਗੁਣਾਂਕ,ডিফাৰেন্সিয়েল সহগ
ਅੰਤਰ ਸਮੀਕਰਨ,অৱভেদ্য সমীকৰণ
ਵਿਭਿੰਨ ਰੂਪ,ভিন্নতামূলক ৰূপ
ਅੰਤਰ ਫਾਰਮੂਲਾ,ডিফাৰেন্সিয়েল সূত্ৰ
ਅੰਤਰ ਫੰਕਸ਼ਨ,ডিফাৰেন্সিয়েল ফাংচন
ਵਿਭਿੰਨ ਜਿਓਮੈਟਰੀ,ডিফাৰেন্সিয়েল জ্যামিতি
ਉੱਚ ਕ੍ਰਮ ਦਾ ਅੰਤਰ,উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল
ਫਰਕ ਭਾਗ,ডিফাৰেন্সিয়েল ভাগফল
ਵੱਖਰਾ,পাৰ্থক্য কৰা
ਭਿੰਨਤਾ,পাৰ্থক্য
ਵਿਭਿੰਨਤਾ ਫਾਰਮੂਲਾ,পাৰ্থক্য সূত্ৰ
ਵੈਕਟਰ ਦਾ ਅੰਤਰ,ভেক্টৰৰ পাৰ্থক্য
ਫੈਲਾ,প্ৰসাৰণ
ਅੰਕ,অংক
ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ,ডিজিটেল কম্পিউটাৰ
ਡਿਜ਼ੀਟਲ ਡਾਟਾ,ডিজিটেল ডাটা
ਮਾਪ,মাত্ৰা
ਆਯਾਮ,মাত্ৰাগততা
ਅਯਾਮ ਰਹਿਤ,মাত্ৰাহীন
ਇੱਕ ਸਮੀਕਰਨ ਦਾ ਮਾਪ,সমীকৰণৰ মাত্ৰা
diophantine ਸਮੀਕਰਨ,ডাইফেন্টাইন সমীকৰণ
ਡਿੱਪ ਕੋਣ,ডিপ এংগেল
ਡਿਪੋਲਰ ਕੋਆਰਡੀਨੇਟਸ,ডাইপোলাৰ স্থানাংক
dipole,ডাইপোল
ਡਿਪਾਈਰਾਮਿਡ (ਬਾਈਪਾਈਰਾਮਿਡ),ডাইপিৰামিড (bipyramid)
ਡਾਇਰਾਕ ਡੈਲਟਾ ਫੰਕਸ਼ਨ,Dirac ডেল্টা ফাংচন
ਸਿੱਧੀ ਸਾਂਝੀ ਸਪਰਸ਼,প্ৰত্যক্ষ সাধাৰণ স্পৰ্শক
ਨਿਰਦੇਸ਼ਿਤ ਕੋਣ,নিৰ্দেশিত কোণ
ਨਿਰਦੇਸ਼ਿਤ ਲਾਈਨ,নিৰ্দেশিত ৰেখা
ਦਿਸ਼ਾਤਮਕ ਡੈਰੀਵੇਟਿਵ,দিশগত ব্যুৎপত্তি
ਦਿਸ਼ਾ ਕੋਸਾਈਨ,দিশ কোচাইন
ਅਧਿਕਤਮ ਦੀ ਦਿਸ਼ਾ,maxima ৰ দিশ
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦੀ ਦਿਸ਼ਾ,প্ৰক্ষেপণৰ দিশ
ਦਿਸ਼ਾ ਅਨੁਪਾਤ,দিশ অনুপাত
ਡਾਇਰੈਕਟਰ ਸਰਕਲ,পৰিচালক বৃত্ত
ਨਿਰਦੇਸ਼ਕ ਖੇਤਰ,পৰিচালক ক্ষেত্ৰ
ਸਿੱਧਾ ਉਤਪਾਦ,প্ৰত্যক্ষ উৎপাদন
ਸਿੱਧਾ ਸਬੂਤ,প্ৰত্যক্ষ প্ৰমাণ
ਸਿੱਧਾ ਅਨੁਪਾਤ,প্ৰত্যক্ষ অনুপাত
directrix,ডাইৰেক্টিক্স
ਸਿੱਧੀ ਰਕਮ,প্ৰত্যক্ষ যোগফল
ਡਿਸਕਨੈਕਟ ਕੀਤੇ ਸੈੱਟ,disconncted ছেটসমূহ
ਨਿਰੰਤਰਤਾ,বিচ্ছিন্নতা
ਡੈਰੀਵੇਟਿਵ ਦੀ ਖੰਡਨਤਾ,ডেৰাইভেটিভৰ বিচ্ছিন্নতা
ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ,প্ৰথম ধৰণৰ বিচ্ছিন্নতা
ਦੂਜੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ,দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা
ਲਗਾਤਾਰ ਵੰਡ,বিচ্ছিন্ন বিতৰণ
ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,বিচ্ছিন্ন কাৰ্য্য
ਲਗਾਤਾਰ ਪਰਿਵਰਤਨ,বিচ্ছিন্ন ভেৰিয়েট
ਵੱਖਰਾ,বিচ্ছিন্ন
ਵੱਖਰੀ ਵੰਡ,বিচ্ছিন্ন বিতৰণ
ਵੱਖਰੀ ਸੰਭਾਵਨਾ ਵੰਡ,বিচ্ছিন্ন সম্ভাৱনা বিতৰণ
ਵੱਖਰਾ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,বিচ্ছিন্ন যাদৃচ্ছিক চলক
ਵੱਖ ਨਮੂਨਾ ਸਪੇਸ,বিচ্ছিন্ন নমুনা স্থান
ਵੱਖਰਾ ਸੈੱਟ,বিচ্ছিন্ন গোট
ਵੱਖਰੀ ਸਪੇਸ,বিচ্ছিন্ন স্থান
ਡਿਸਕਰੀਟ ਟੌਪੋਲੋਜੀ,বিচ্ছিন্ন টপোলজি
ਵੱਖ ਵੱਖ,বিচ্ছিন্ন ভিন্নতা
ਵਿਤਕਰਾ ਕਰਨ ਵਾਲਾ,বৈষম্যমূলক
ਪੱਖਪਾਤੀ ਵਿਸ਼ਲੇਸ਼ਣ (= ਵਿਤਕਰੇ ਵਾਲਾ ਵਿਸ਼ਲੇਸ਼ਣ),বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ)
ਟੁੱਟਣਾ,disjoint
ਵੱਖ-ਵੱਖ ਘਟਨਾਵਾਂ,অসংলগ্ন পৰিঘটনা
ਵੱਖ-ਵੱਖ ਸੈੱਟ,disjoint sets
ਯੂਨੀਅਨ ਨੂੰ ਤੋੜੋ,disjoint union
ਵਿਛੋੜਾ,বিচ্ছিন্নতা
ਫੈਲਾਅ,বিক্ষিপ্ততা
ਫੈਲਾਅ ਚਾਰਟ,বিক্ষিপ্ততা লেখচিত্ৰ
ਫੈਲਾਅ ਸਥਿਰ,বিক্ষিপ্ততা ধ্ৰুৱক
ਫੈਲਾਅ ਚਿੱਤਰ,বিক্ষিপ্ততা ডায়েগ্ৰাম
ਡਿਸਪਰਸ਼ਨ ਮੈਟਰਿਕਸ (=ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ),বিক্ষিপ্ততা মেট্ৰিক্স (=সচল মেট্ৰিক্স)
ਵਿਸਥਾਪਨ,স্থানচ্যুতি
ਡਿਸਪਲੇ,প্ৰদৰ্শন
ਡਿਸਪਲੇ ਯੂਨਿਟ (=ਕੰਸੋਲ),প্ৰদৰ্শন একক (=কনছল)
ਭਿੰਨ,অসদৃশ
dissipative ਤਾਕਤਾਂ,অপচয়কাৰী শক্তি
ਦੂਰੀ ਫੰਕਸ਼ਨ,দূৰত্বৰ ফলন
ਦੂਰੀ ਮਾਡਿਊਲਸ,দূৰত্ব মডুলাছ
ਵੰਡ-ਮੁਕਤ ਢੰਗ,বিতৰণ-মুক্ত পদ্ধতি
ਵੰਡਣ ਵਾਲਾ ਕਾਨੂੰਨ,বিতৰণ আইন
ਵੱਖ ਕਰਨਾ,বিচ্ছিন্নতা
ਭਿੰਨਤਾ,বিচ্ছিন্নতা
ਵਿਭਿੰਨਤਾ ਪ੍ਰਮੇਯ,বিচ্ছিন্নতা উপপাদ্য
ਵੱਖਰੇ,divergent
ਵੱਖ-ਵੱਖ ਲੜੀ,বিচ্ছিন্ন শৃংখলা
ਵੰਡਿਆ ਅੰਤਰ,বিভক্ত পাৰ্থক্য
ਵੰਡਣਯੋਗਤਾ,বিভাজনযোগ্যতা
ਵੰਡਣਯੋਗ,ভাগ কৰিব পৰা
ਵੰਡ,বিভাজন
ਡਿਵੀਜ਼ਨ ਐਲਗੋਰਿਦਮ,বিভাজন এলগৰিদম
ਡਿਵੀਜ਼ਨ ਰਿੰਗ,ডিভিজন ৰিং
dodecagon,ডোডেকাগন
dodecahedron,ডোডেকাহেড্ৰন
ਡੋਮੇਨ,ডমেইন
ਇੱਕ ਫੰਕਸ਼ਨ ਦਾ ਡੋਮੇਨ,এটা ফাংচনৰ ডমেইন
ਪਰਿਭਾਸ਼ਾ ਦਾ ਡੋਮੇਨ,সংজ্ঞাৰ ডমেইন
ਮੌਜੂਦਗੀ ਦਾ ਡੋਮੇਨ,অস্তিত্বৰ ক্ষেত্ৰ
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਰਣਨੀਤੀ,প্ৰধান কৌশল
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,ডপলাৰ ইফেক্ট
ਬਿੰਦੀ ਉਤਪਾਦ,ডট প্ৰডাক্ট
ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ,বিন্দুযুক্ত বক্ৰ
ਡਬਲ ਫਰਕ,ডাবল পাৰ্থক্য
ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ,ডাবল ঘাতীয় বিতৰণ
ਡਬਲ ਹੈਲਿਕਸ,ডাবল হেলিক্স
ਡਬਲ ਅਟੁੱਟ,ডাবল ইন্টিগ্ৰেল
ਡਬਲ ਏਕੀਕਰਣ,ডাবল ইন্টিগ্ৰেচন
ਡਬਲ ਸੀਮਾ,ডাবল লিমিট
ਡਬਲ ਨਮੂਨਾ ਯੋਜਨਾ,ডাবল নমুনা সংগ্ৰহৰ পৰিকল্পনা
ਡਬਲ ਕ੍ਰਮ,ডাবল ক্ৰম
ਡਬਲ ਸੀਰੀਜ਼,ডাবল ছিৰিজ
ਡਬਲ ਪਿਛੇਤਰ ਸੰਕੇਤ,ডাবল প্ৰত্যয় সংকেত
ਡਬਲ ਸਮੇਸ਼ਨ,ডাবল যোগফল
ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ,তললৈ ত্বৰণ
ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ,তললৈ স্থানান্তৰিত হোৱা
ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ,তললৈ গতি
ਹੇਠਾਂ ਵੱਲ ਗਤੀ,তললৈ যোৱা বেগ
ਖਿੱਚੋ,টানি নিয়া
ਡਰੈਗ ਫੋਰਸ,টানিব পৰা বল
ਦੋਹਰਾ,দ্বৈত
ਦੋਹਰਾ ਆਧਾਰ,দ্বৈত ভিত্তি
ਦੋਹਰਾ ਅੰਦਰੂਨੀ ਉਤਪਾਦ,ডুৱেল ইনাৰ প্ৰডাক্ট
ਦੋਹਰੀ ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ,ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
ਦੋਹਰਾ ਕਾਰਵਾਈ,ডুৱেল অপাৰেচন
ਦੋਹਰੀ ਸਮੱਸਿਆ,দ্বৈত সমস্যা
ਦੋਹਰਾ ਸਿੰਪਲੈਕਸ ਐਲਗੋਰਿਦਮ,ডুৱেল ছিমপ্লেক্স এলগৰিদম
ਦੋਹਰੀ ਸਿੰਪਲੈਕਸ ਤਕਨੀਕ,ডুৱেল ছিমপ্লেক্স কৌশল
ਦੋਹਰੀ ਸਪੇਸ,দ্বৈত স্থান
ਦੋਹਰਾ ਵੇਰੀਏਬਲ,ডুৱেল ভেৰিয়েবল
ਦੋਹਰੀ ਵੈਕਟਰ ਸਪੇਸ,দ্বৈত ভেক্টৰ স্থান
ਡਮੀ ਸੂਚਕਾਂਕ,ডামি সূচী
ਡਮੀ ਸਬਸਕ੍ਰਿਪਟ,ডামি চাবস্ক্ৰিপ্ট
ਡਮੀ ਪਿਛੇਤਰ,ডামি প্ৰত্যয়
ਡਮੀ ਵੇਰੀਏਬਲ,ডামি চলক
