Gujarati,Punjabi
કીમો-ઓટોરોફિક બેક્ટેરિયા,ਕਰਮੋ-ਆਟੋਰੋਫਿਕ ਬੈਕਟਰੀਆ
ચિત્તભ્રમ,ਚੇਮੋ
ચોરસિન્થેસિસ,Chemosyinthessisis
કીમોસિન્થેટીક ot ટોટ્રોફ,ChemosytThettic Antotroph
બેક્ટેરિયા,ChemosyThetistic ਬੈਕਟੀਰੀਆ
કીમોટાક્સીસ,ChamotaxIs
ગેમોટાએક્સોનોમી,ਮੈਕੋਟੈਕਸੋਨੋਮੀ
કીમોથોરાપરાણી,ਕੀਮੋਥੈਰੇਪੀ
ચેતિયો,ਚੇਨੋਪੋਡੀਆਸੈ
ચિયાસ્માતા,ਸੀਸੀਮੈਟਾ
ચિયાસ્ના પ્રકાર પૂર્વધારણા,ਚਿਆਸਮਨਾ ਕਿਸਮ ਦੀ ਕਲਪਨਾ
કોયડો,Chickunguniya
જંગલક,ਚਿਕਰੀ
બાળપણ,ਬਚਪਨ
મરચાંની મોઝેક વાયરસ,ਮਿਰਚ ਮੋਜ਼ੇਕ ਵਿਸ਼ਾਣੂ
સિંચોના,ਸਿਨੋਲੋ ਕਾਂਟੀ
કથિતપણે,ਕਾਇਰੋਪ੍ਰਾਈਲੀਲੀ
ચિત્ત,ਚਿਤਿਨ
શણગારું,Chitinous
ક્લેમીડિયા ટ્રેકોમેટિસ,ਕਲੇਮੀਡੀਆ ਟ੍ਰੈਕੋਮਾਇਟੀ
કલહર,Chlamydiasis
રંગબદ,ਕਲੇਮੀਡੋਬੋਨਸ
ક્લોરમ્ફેનિકોલ,ਚਲੋਰਾਮੈਂਥਿਕੋਲ
કળણ,Chloorell
કળશ,Chlorechyma
કળ,ਕਲੋਰਾਈਡ ਸੈੱਲ
ક્લોરિન,ਕਲੋਰੀਨ
ક્લોરોફ્લોરો કાર્બન (સીએફસી),ਕਲੋਰੋਫਲੋੋਰੋ ਕਾਰਬਨ (ਸੀ.ਐੱਫ.ਸੀ.)
કળણ,ਕਲੋਰੋਫਾਰਮ
હરિતદ્રવ્ય,ਕਲੋਰੋਫਾਈਸੈ
હરિતદ્રવ્ય પૂર્વજ,ਕਲੋਰੋਫਾਇਟ ਪੂਰਵਜ
હરિતદ્રવ્ય,ਕਲੋਰੋਸਿਸ
હરિતદ્રવ્ય,ਕਲੋਰੋਸਿਸ
ચોઆનોસાઇટ,ChooNocyte
ચોલેસિસ્ટોકિનેસિસ,ਕੋਲੇਸੀਸਟੋਕਾਈਨਿਸ
ચોલેસિસ્ટોકિન,ਕੋਲੇਸੀਸਟੋਕਿਨਿਨ
કોલેસ્ટરોલ,ਕੋਲੇਸਟ੍ਰੋਲ
Ergતરતી,Cholinergic
ચ ond ન્ડ્રિચાઇઝ,ਚਾਂਡ੍ਰਿਚਾਇਥੀਜ਼
કોથળી,Chondrin
કોથળી,Chondrocyte
કોર્દાની,ਕੋਰੀਡੇ ਟੈਂਡੀਨ
દંભી,ਚੌਰਡਟਾ
કોરિઓએલેન્ટોઇક પ્લેસેન્ટા,ਕੋਰਿਓਲੈਂਟੋਟਿਕ ਪਲੇਸੈਂਟਾ
સુગરો,Chorion
કોરિઓનિક કોર્ટીકોટ્રોપિન,Chorionic ਕੋਰਟਿਕੋਟ੍ਰੋਪਿਨ
કોરિઓનિક ગોનાડોટ્રોપિન,Chorionic Gonadotropin
કોરિઓનિક થાઇરોટ્રોપિન,Chorionic ਥਾਈਰੋਟਰੋਪਿਨ
સોપગરી,Choroid
ક્રોમેટિડ,Chrimindidd
ક્રોમેટિન ફાઇબર,ਕ੍ਰੋਮੈਟਿਨ ਫਾਈਬਰ
ક્રોમટિન,ਕ੍ਰੋਮੈਟਿਨ
ક્રોધાહિત તકનીક,ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫਿਕ ਤਕਨੀਕ
ક્રોમશલિઓ,ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
ક્રોમેટોફોર,ਕ੍ਰੋਮੋਮੈਟੋਫੋਫੋਰ
ક્રોમોજેનિક સબસ્ટ્રેટ,ਕ੍ਰੋਮੋਜਿਨਿਕ ਘਟਾਓਣਾ
રંગબકીનો રંગ,ਕ੍ਰੋਮੋਨਮਾ
ક્રોમોફોર,ਕ੍ਰੋਮੋਫੋਰ
ક્રોમોપ્લાસ્ટ,ਕ੍ਰੋਮੋਪਲਾਸਟ
રંગસૂત્રીય વિક્ષેપ,ਕ੍ਰੋਮੋਸੋਮਲ ਅਸਬਰਾਬੰਦ
રંગસૂત્રીય ખામી,ਕ੍ਰੋਮੋਸੋਮਲ ਨੁਕਸ
રંગસૂત્ર મેપિંગ,ਕ੍ਰੋਮੋਸੋਮ ਮੈਪਿੰਗ
આનુવંશિકતાના રંગસૂત્ર સિદ્ધાંત,ਖਰਮੇ ਦਾ ਕ੍ਰੋਮੋਸੋਮ ਥਿ .ਰੀ
વારસોની રંગસૂત્ર સિદ્ધાંત,ਵਿਰਾਸਤ ਦਾ ਕ੍ਰੋਮੋਸੋਮ ਥਿ .ਰੀ
લાંબી શ્વાસનળીનો સોજો,ਦੀਰਘ ਸੋਜ਼ਸ਼
ક્રોનિક માયોઇડ લ્યુકેમિયા,ਦੀਰਘ ਮਾਇਓਡ ਲੂਕਿਮੀਆ
સંવાદિતા,ਕ੍ਰੋਨਿਕਲ
કાલક્રમથી,ਇਤਿਹਾਸਕ ਤੌਰ ਤੇ
ક્રાયસન્થેમમ સિનેરિયલફોલિયમ,ਕ੍ਰਾਈਸੈਂਥੇਮਮ ਸਿਨੇਰਾਅਫੀਲੀਅਮ
ક્રાયસન્થેમમ સૂચક,ਕ੍ਰਾਈਸੈਂਥੇਮਮ ਇੰਡੀਮ
ક્રાયન્થેમમ રોઝમ,ਕ੍ਰਾਇੰਸ਼ਨਮਮ ਰੋਸਮ
ક્રાયસોફિટા,ਕ੍ਰਾਈਸੋਫ਼ਟਾ
શૃંગ્રણ,ਕ੍ਰਾਈਸੋਫਾਈ
રખડુ,Chylomicron
કિલ્લો,Chyme
એક જાતની એક જાત,Chymotrypsin
સિકડા,ਸਿਕਦਾ
સિસર એરિએટિનમ,ਸਾਇਅਰ ਏਰੀਟਿਨਮ
તડતી માછલી,Cichlid ਮੱਛੀ
સી-આડી,ਸੀ-ਹੋਰੀਜੋਨ
કોથળી,ਸੀਲਿਆ
સિલિઅરી સંસ્થા,ਗਿਲਿਅਰੀ ਸਰੀਰ
સિલિઅરી ગેંગલીયન,ਸਿਲੇਰੀ ਗੈਂਗਲੀਅਨ
સિલિઅરી આંદોલન,ਸਿਲਾਈਡਰੀ ਲਹਿਰ
સિલનનું,ਗਿਲੀਆਰੀ
છીંકવું,ਸੀਲੀਏਟ
સિલિયમ (સિલિયા),Cilia (Cilia)
સિંહાન,ਸਿਨੋਨਾ
એક જાતની cતી,ਸਿਓਨਾ
ઉદ્ધત,ਸਿਪ੍ਰੋਫਲੋਕਸਸੀਨ
પરિભ્રમણ,ਗੇੜ
પરિમાણીય પદ્ધતિ,ਸਰਕੂਲੇਟਰੀ ਸਿਸਟਮ
પરિણીકરણ,ਘੇਰੋਪੈਫਜੀਲ ਕਮਿਸਰ
Rલટા,ਸਿਰਹੋਜ਼
સિરોસિસ,ਸਿਰੋਸਿਸ
આતુરતા,Cir cirhousous
કળશ,Cterna
સિંટો,Cistrann
સાઇટ્રોલિન,ਸਿਟਰਲਾਈਨ
સાઇટ્રસ ફળ,ਨਿੰਬੂ ਫਲ
અણગમો,ਕਲੈਡੀਜਿਸਟਿਕਸ
કવડો,ਕਲੇਡਡ
કળ,ਕਲੋਡੋਫੋਰਾ
ક્લેરિયસ ગેરેપિનસ,ਕਲੇਰੀਆ ਗਾਰਸੀਪਿਨਸ
વર્ગ,ਕਲਾਸ
વર્ગ,ਕਲਾਸ
વર્ગીકરણ,ਵਰਗੀਕਰਣ
કણક,ਕਲੇਵਿਸ
ખરબચડું,ਕਲੇਵਿਕਲ
નિરુપયોગી,ਕਪੜੇ
માટી,ਮਿੱਟੀ
Clોંગ,ਕਲੇਵੇਜ ਫੁਰੋ
રખડતું,ਕਲੇਸ਼
ક્લેમટિસ,ਕਲੇਮੇਟਿਸ
વાતાવરણ,ਮੌਸਮ
હવામાન ક્ષેત્ર,ਮੌਸਮ ਜ਼ੋਨ
આબોહવા પરિમાણ,ਜਲਵਾਯੂ
પરાકાષ્ઠા સમુદાય,ਸਿਖਰ ਤੇ ਕਮਿ Community ਨਿਟੀ
ફરવું,ਚੜਾਈ
ચડવું,ਚੜ੍ਹਨਾ
નળીઓનો સમય,ਕਲੀਨਿਕਲ ਅਵਧੀ
ઝેર,ਕਲਿਟੇਲਰ
કોતરણી,ਕਲਾਈਟਲਮ
ઉપદેશક,ਕਲਾਕਾਰ
ઉપદેશ,ਕਲਿਟਰਿਸ
ગટુદ,ਕਲੋਕਾ
કળદાર દેડકા,ਕਲੋਨਲ ਡੱਡੂ
કલમનો પ્રચાર,ਕਲੋਨਲ ਪ੍ਰਸਾਰ
ગઠ્ઠો પસંદગી,ਕਲੋਨਲ ਚੋਣ
ક્લોન,ਕਲੋਨ
ચોરસ,ਕਲੋਨਿੰਗ
લગ્ન,ਵਿਆਹ ਨੂੰ ਬੰਦ ਕਰੋ
બંધ પદ્ધતિ,ਬੰਦ ਸਿਸਟਮ
તલવાર,ਕਲੋਸਟ੍ਰਿਡਿਅਮ
તલવાર,ਕਲੋਸਟ੍ਰਿਡਿਅਮ ਬੋਟਲਿ iiialium ਜ਼ੀਅਮ
ગંઠકો,ਕਲੋਟ ਬੁਸਟਰ
લોહીનો ગંઠાઈ જવા,ਖੂਨ ਦੀ ਜੰਮਣਾ
ક્વોવર બીન,ਕਲੋਵਰ ਬੀਨ
પાંદડાનાં નમૂનારૂપ,ਕਲੋਵਰ-ਪੱਤਾ ਮਾਡਲ
રંગદ્રવ્ય માછલી,ਕਲੋਨ ਫਿਸ਼
સંવેદનશીલ લોકો,ਸੀਨੀਡੀਆਕਾਰ
સંવેદનશીલ,Cnidblast
કોશિશ કરવી,ਸਹਿਣਸ਼ੀਲਤਾ
બરછટ ગોઠવણ નોબ,ਮੋਟੇ ਐਡਜਸਟਮੈਂਟ ਨੋਬ
બરછટ રેતી,ਮੋਟੇ ਰੇਤ
દરિયાકાંઠાનો ગુઘો,ਤੱਟਵਰਤੀ ਡੀਸ
દરિયાકાંઠાની સંસ્કૃતિ ફાર્મ,ਤੱਟਵਰਤੀ ਪ੍ਰਤ ਸਭਿਆਚਾਰ ਫਾਰਮ
કોથળી,ਕੋਬਾਲਟ
કોકેન,ਕੋਕੀਨ
કોકીડિઓસિસ,ਕੋਕਸੀਡੀਓਸਿਸ
કોકડો,COCCUS
Cyાળ,ਕੋਸੈਕੈਕਸ
કોચલી,ਕੋਚਲਿਆ
કોચલી,ਕੋਚਲਿਆ
કોપરો,ਕੋਕੂਨ
આનુવંશિક કાર્યક્રમ,ਕੋਡ ਜੈਨੇਟਿਕ ਪ੍ਰੋਗਰਾਮ
કોડીન,ਕੋਡਾਈਨ
સંજ્ codા,ਕੋਡਿੰਗ
સંજ્ codા,ਕੋਡਿੰਗ
સંજ્ codા,ਕੋਡਿੰਗ
સંહિતાશાળા,ਕੋਡਿੰਗ ਸਟ੍ਰੈਂਡ
સહયોગ,ਕੋਡੋਮਾਈਨੈਂਸ
કોડ,ਕੋਡੋਨ
સંવાદિતા,ਕੋਇਰੇਟਰਰੇਟ
કોયલેંટન,ਕੋਲੇਨਟਰੋਨ
કિલ્લેક ગેંગલીયન,ਸੇਲੀਆਕ ਗੈਂਗਲੀਅਨ
સંલગ્ન,ਕੋਲੀਮੈਟ
સંલગ્ન,ਕੋਮਲ
સંવાદિતા,ਕੋਨੇਮਿਕ ਐਪੀਥੀਲਿਅਮ
સંયોગ પ્રવાહી,ਕੋਮਲ ਤਰਲ
કોયલોકો,Coelomo SAC
ષડયંત્ર,ਕੋਨੋਵਿਟਿਕ
સહસંવેદન,ਕੋਨੋਪੋਡੀਆਸੈ
કોનઝાઇમ,ਸਿੱਕੇ
સમતળ ઉત્ક્રાંતિ,ਸਹਿ-ਵਿਕਾਸ
સમતૈલી,ਸਹਿ-ਵਿਗਾੜ
સહયોગી,ਸਹਿ-ਕਾਰਕ
સુશોભન,ਏਕਤਾ
સુસંગત બળ,ਸਹਿਣਸ਼ੀਲਤਾ
સંકુચિત સિદ્ધાંત,ਸਹਿਯੋਗੀ ਸਿਧਾਂਤ
સંવાદિતા-સંક્રમણ,ਏਕਤਾ-ਤਣਾਅ-ਪਾਰਦਰਸ਼ੀ
સમૂહ,ਕੋਹੋਰਟ
સર્પાકાર અથવા હેલ્લીલી રીતે બંધાયેલ,ਰਾਇਕੁਲਰ ਜਾਂ ਹੈਲੀਕਲੀ
કોઇલ કરેલું,ਕੋਇਲਡ
કોઇ,ਕੋਇਟਸ
કોઇટસ ઇન્ટરપ્ટસ (ઉપાડ),CITUs ਇੰਟਰਫੋਟਸ (ਕ withdrawal ਵਾਉਣ)
કોયડો,ਕੋਲਚਿਨ
પાનખર,ਕੋਲਚਿਕਮ ਆਟੋਮੈਨੇਲ
ઠંડું,ਠੰਡੇ ਲਹੂ ਨਾਲ
ઠંડા રણ,ਠੰਡੇ ਮਾਰੂਥਲ
ઠંડા રીસેપ્ટર,ਕੋਲਡ ਰੀਸੈਪਟਰ
કોલપેટરન,ਕੋਲੀਓਪਲੇਨ
કોયડો,ਕੋਲੀਓਪੈਟਾਈਲ
કોયડો,ਕੋਲੀੋਰਹਿਜ਼ਾ
કોલસ,ਕੋਲੇਸ
કોથળી,ਕੋਲੇਜਨ
કોલેજન ફાઇબર,ਕੋਲੇਜਨ ਫਾਈਬਰ
કોઠાર,ਕਾਲਰ
સઘન ગ્રંથિ,ਜਮਾਂਦਰੂ ਗਲੈਂਡ
ટ્યુબ્યુલ એકત્રિત કરવું,ਤੁਲੇ ਨੂੰ ਇਕੱਠਾ ਕਰਨਾ
નળી એકત્રિત કરવું,ਡੈਕਟ ਨੂੰ ਇਕੱਠਾ ਕਰਨਾ
કોલેટોટ્રિકમ,ਕੁਲੋਟ੍ਰਿਚਮ
કોતરણી,ਕੋਲੋਬਲਾਸਟ ਸੈੱਲ
કોથળી,ਕੋਲੋਇਡ
Collલટી,ਕੋਲੋਇਡਲ
કોલોકસિયા,ਕੋਲੋਕੈਸੀਆ
કોલો,ਕੋਲਨ
વસાહતી સ્વરૂપ,ਬਸਤੀਵਾਦੀ ਰੂਪ
વસાહતી નાસ્ટોક,ਬਸਤੀਵਾਦੀ ਨੋਂਕੋਕ
વસાહતીકરણ,ਬਸਤੀਕਰਨ
વસાહત,ਕਲੋਨੀ
કોયડો,ਕੋਲੋਸਟ੍ਰਮ
રંગબેરંગીતા,ਰੰਗ ਅੰਨ੍ਹੇਪਣ
ઘન રંગ,ਕਾਲਮ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
બર્ટિની,ਬਰਟਿਨੀ ਦਾ ਕਾਲਮ
કતાર ઉપસંહાર,ਕਾਲਮਨਰ ਐਪੀਥੀਲਿਅਮ
કાંસકો,ਕੰਘੀ ਪਲੇਟ
સંયુક્ત રોગપ્રતિકારક ઉણપ સિન્ડ્રોમ,ਸੰਯੁਕਤ ਇਮਿ .ਨ ਦੀ ਘਾਟ ਸਿੰਡਰੋਮ
સંયુક્ત વજન,ਸੰਯੁਕਤ ਭਾਰ
કાંસકો,ਕੰਘੇ-ਜੈਲੀ
દહન,ਜਲਣ
દહન પ્રક્રિયા,ਜਲਣ ਪ੍ਰਕਿਰਿਆ
અલ્પવિરામ,ਕਾਮੇ
સંપ્રદાય,ਰਿਮੈਂਸੀਵਾਦ
સંવેદનશીલ વહાણ,ਕਾਮੀਸਚਰਲ ਭਾਂਡੇ
સામાન્ય પૂર્વજ,ਆਮ ਪੂਰਵਜ
સામાન્ય કેરોટિડ ધમની,ਆਮ ਕੈਰੋਟਿਡ ਆਰਟਰੀ
સામાન્ય ભારતીય દેડકો,ਆਮ ਭਾਰਤੀ ਮੋੜ
સમુદાય વિવિધતા,ਕਮਿ Community ਨਿਟੀ ਵਿਭਿੰਨਤਾ
સામૂહિક ક્રિયાપ્રતિક્રિયા,ਕਮਿ Community ਨਿਟੀ ਗੱਲਬਾਤ
સંકલન,ਸੰਕੁਚਨ
સહયોગી કોષ,ਸਾਥੀ ਸੈੱਲ
તુલનાત્મક શરીરરચના,ਤੁਲਨਾਤਮਕ ਸਰੀਰ ਵਿਗਿਆਨ
તુલનાત્મક આકારશાસ્ત્ર,ਤੁਲਨਾਤਮਕ ਰੂਪ ਵਿਗਿਆਨ
સુસંગતતા,ਅਨੁਕੂਲਤਾ
સુસંગતતા,ਅਨੁਕੂਲਤਾ
વળતર આપનાર પુનર્જન,ਮੁਆਵਜ਼ਾ
સક્ષમ કોષ,ਸਮਰੱਥ ਸੈੱਲ
સક્ષમ યજમાન,ਸਮਰੱਥ ਹੋਸਟ
હરીફાઈ,ਮੁਕਾਬਲਾ
સ્પર્ધાત્મક અવરોધ,ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਰੋਕਥਾਮ
સ્પર્ધાત્મક અવરોધક,ਮੁਕਾਬਲੇ ਵਾਲੇ ਇਨਿਹਿਬਟਰ
પૂરતા પ્રમાણમાં,ਪੂਰਕਤਾ
પૂરક ફિલ્ટર,ਪੂਰਕ ਫਿਲਟਰ
પૂરક જનીન,ਪੂਰਕ ਜੀਨ
પૂરક જોડી,ਪੂਰਕ ਜੋੜੀ
સંપૂર્ણ પાચનતંત્ર,ਪੂਰਾ ਪਾਚਨ ਟ੍ਰੈਕਟ
સંપૂર્ણ જોડાણ,ਪੂਰਾ ਲਿੰਕ
સંપૂર્ણ ઓક્સિડેશન,ਮੁਕੰਮਲ ਆਕਸੀਕਰਨ
સંકુલ,ਗੁੰਝਲਦਾਰ
સંકુલ,ਗੁੰਝਲਦਾਰ
સંકુલ,ਗੁੰਝਲਦਾਰ
સંકુલ,ਗੁੰਝਲਦਾਰ ਟਿਸ਼ੂ
સંયુક્ત,ਕੰਪੋਜ਼ਿਟ
સંયોજન,ਮਿਸ਼ਰਿਤ ਕੋਰੀਬ
સંયોજન ઉપકલા,ਮਿਸ਼ਰਿਤ ਐਪੀਥੀਹਾਈਲ
ચિત્ત,ਮਿਸ਼ਰਿਤ ਅੱਖਾਂ
ચિત્ત,ਮਿਸ਼ਰਿਤ ਅੰਬੈਲ
ફરજિયાત કાર્યવાહી,ਮਜਬੂਰੀ ਕਾਰਵਾਈ
ગણતરીત્મક જીવવિજ્ologyાન,ਕੰਪਿ ut ਟੇਸ਼ਨਲ ਜੀਵ-ਵਿਗਿਆਨ
એક્ષ - રે કે અલ્ટ્રા - સાઉન્ડ નો ઉપયોગ કરીને માનવ શરીર અને બીજા પદાર્થ વચ્ચે થઈને રજુ કરવાની પદ્ધતિ,ਕੰਪਿ ut ਟਿਡ ਟੋਮੋਗ੍ਰਾਫੀ
કમ્પ્યુટર,ਕੰਪਿ Computer ਟਰ ਸਕਰੀਨ
કેન્દ્રિત પેશાબ,ਮਕੁਰਾਂ ਦਾ ਕੇਂਦਰਿਤ
એકાગ્રતા,ਧਿਆਨ ਟਿਕਾਉਣਾ
એકાગ્રતા ent ાળ,ਇਕਾਗਰਤਾ ਗਰੇਡੀਐਂਟ
કલ્પના,ਸੰਕਲਪ
ઘનતા,ਸੰਘਣੇਪਣ
ઘનતા,ਸੰਘਣੇਪਣ
ઘનીકરણ ડિકન્ડેન્સએશન ચક્ર,ਸੰਘਣੇਤਾ ਵਿਧੀ ਚੱਕਰ
ઘનીકૃત રાજ્ય,ਸੰਘਣੀ ਰਾਜ
કન્ડેન્સર લેન્સ,ਕੰਡੈਂਸਰ ਲੈਂਜ਼
શરતી,ਸ਼ਰਤ
શરતી,ਸ਼ਰਤ
ચેતાની આવેગ,ਨਸ ਪ੍ਰਭਾਵ ਦਾ ਸੰਚਾਲਨ
પાણીનું વહન,ਪਾਣੀ ਦੀ ਸੰਚਾਲਨ
વાહક ઇલેક્ટ્રોલાઇટ જેલ,ਕੰਡਕੈਕਟਿਵ ਇਲੈਕਟ੍ਰੋਲਾਈਟ ਜੈੱਲ
શંકુ,ਕੋਨ
અનુરૂપ,ਅਨੁਕੂਲ
સંવાદદાતા,ਪ੍ਰੇਸ਼ਾਨ
જન્મજાત,ਜਮਾਂਦਰੂ
શંકાસ્પદ,ਕੌਨਲ ਰੂਟ
શંક્વાકાર,ਕੋਨਿਕਲ
સંવેદનશીલતા,ਕਨਾਇਡੀਆ
શંકુ,ਕੋਨੀਫੋਰ
ઉશ્કેરવું,ਕਨਫੈਸੀ
સંક્રાસ થતા,ਕੋਨਿਫਰੋਫਿਡਾ
જોડીને વેસ્ક્યુલર બંડલ,ਭਾਂਤ ਭਾਂਤ ਭੰਗ
સંયુક્ત,ਕੀਤਾ
જોડાણ,ਸੰਜੋਗ
નેત્રસ્તર,ਕੰਨਜੰਵਾਵਾ
સંયોજક પેશી,ਸੰਜੋਗ ਟਿਸ਼ੂ
સંલગ્ન પેશી,ਕਨੈਕਟਿਵ ਟਿਸ਼ੂ
કોનેલનો પ્રયોગ,ਕੁਨੈਲ ਦਾ ਤਜਰਬਾ
સંરક્ષણ વન,ਸੰਭਾਲ ਜੰਗਲਾਤ
રૂ conserv,ਕੰਜ਼ਰਵੇਸ਼ਨਲ ਟਿਲੇਜ
સ્થિરતા,ਸਥਿਰਤਾ
અંગ,ਸੰਵਿਧਾਨ
રચનાત્મક ઉત્સુક,ਗਠਿਤ ਪਾਚਕ
ગ્રાહક,ਖਪਤਕਾਰ
સંપર્ક અવરોધ,ਸੰਪਰਕ ਰੋਕ
ચેપી રોગ,ਛੂਤ ਵਾਲੀ ਬਿਮਾਰੀ
ચેપ લગાડવો,ਦੂਸ਼ਿਤ
દૂષણ,ਗੰਦਗੀ
સમકાલીન જીવવિજ્ologyાન,ਸਮਕਾਲੀ ਜੀਵ ਵਿਗਿਆਨ
ખંડ,ਮਹਾਂਦੀਪ
સમોચ્ચ ખેડાણ,ਸਮਤਲ
સંકોચનીયતા,ਇਕਰਾਰਨਾਮਾ
સંકોચન -રેસા,ਇਕਰਾਰਨਾਮੇ ਦੇ ਫਾਈਬਰ
સંકોચનશીલ પ્રોટીન,ਇਕਰਾਰਨਾਮੇ ਦੇ ਪ੍ਰੋਟੀਨ
સંકોચનશીલ પ્રતિભાવ,ਇਕਰਾਰਨਾਮੇ ਦਾ ਜਵਾਬ
સંકોચનશીલ વેક્યુલ,ਇਕਰਾਰਨਾਮੇ ਦੀ ਖਾਲੀ ਥਾਂ
વિપરીત એજન્ટ,ਕੰਟਰਸਸਟ ਏਜੰਟ
વિપરીત એજન્ટ,ਕੰਟਰਸਸਟ ਏਜੰਟ
વિપરીત એજન્ટ,ਕੰਟਰਸਸਟ ਏਜੰਟ
વિરોધાભાસી લક્ષણ,ਵਿਪਰੀਤ ਗੁਣ
કેન્દ્રગમન બળ,ਸੈਂਟਰਿਫੁਗਲ ਫੋਰਸ
અંકુશ,ਕੰਟਰੋਲ ਕਾਰਕ
નિયંત્રિત પ્રયોગ,ਨਿਯੰਤਰਿਤ ਪ੍ਰਯੋਗ
સનદ,ਕੋਨਸ
બિનઅનુસ,ਕੌਨਸ ਆਰਟਰੀਓਸਸ
પરંપરાગત ખેડૂત,ਰਵਾਇਤੀ ਖੇਤ
એકીકૃત,ਸੰਨਿਆਸ
એકત્રીત,ਪਰਿਵਰਤਨ
કન્વર્જન્ટ (ઇવોલ્યુશન),ਪਰਿਵਰਤਨ (ਵਿਕਾਸ)
ઉન્માદ,ਕਨਵੋਲਵੂਲਸੀ
સંકળાયેલ નળીલા,ਪੱਕਾ ਟਿ ule ਬਲੇ
સંકલન,ਤਾਲਮੇਲ
કોપોલિમર,ਕੋਪੋਲਮਰ
તાંબાનું,ਤਾਂਬਾ
કોપરો,ਕੋਪਰੂਲੀਟ
કોથળી,ਕਾਪੀਰੋਫਿਲਸ
સંવેદનશીલ,ਕਾੱਪੀ
સંયોજન,ਕਾੱਪੀ
સંયોજન,ਕਾੱਪੀ
મંતવ્ય પ p પ,ਕਪੂਲਟਰੀ ਪੈਡ
પરવાળા ખલાસી સમુદાય,ਕੋਰਲ ਰੀਫ ਕਮਿ Community ਨਿਟੀ
પરવાળા,ਕੋਰਲ
ટોપડી,ਕੋਰਡੇਟ
મૂળ ક્ષેત્ર,ਕੋਰ ਖੇਤਰ
મુખ્ય ક્ષેત્ર,ਕੋਰ ਜ਼ੋਨ
ભમરો,ਕੋਰਪ੍ਰੈਸਰ
કોઠાર,ਕੋਰਿਪੋਸਫਾਈਨ
ક corંગું,ਦਰੱਖਤ ਦਾ ਸੱਕ
ક corમ્બીયમ,ਕਾਰ੍ਕ ਕੰਬਿਅਮ
ક corલટુ,ਕਾਰ੍ਕ ਪੇਚ
કોતર,ਕੋਰਮ
મકાઈ,ਮੱਕੀ ਦਾ ਬੋਰਡ
કોથળી,ਕੌਰਨੀਆ
કોમળ -કોષ,ਕੋਰਨੇਗੇਨ ਸੈੱਲ
કોર્નિયલ લેન્સ,ਕੋਰਨੇਲ ਲੈਂਜ਼
કોથળી,ਕੋਰੋਲਾ
કોથળી,ਕੋਰੋਨਾ
કોરોના પ્રવેશ -એન્ઝાઇમ,ਕੋਨਾ ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ ਪਾਚਕ
કોરોના રેડિટા,ਕੋਰੋਨਾ ਰੇਡੀਏਟਾ
કોરોનરીઆ,ਕੋਰੋਨਰੀਆ
હૃદય ધમની,ਕੋਰੋਨਰੀ ਆਰਟਰੀ
કોથળીની ધમની બાયપાસ,ਕੋਰੋਨਰੀ ਆਰਟਰੀ ਬਾਈਪਾਸ
શબ,ਕੋਰੋਨਰੀ ਆਰਟਰੀ ਦੀ ਬਿਮਾਰੀ
કોથળી,ਕੋਰੋਨਰੀ ਸਲੈਕਸ
કોર્પોરા કેવરનોસા (શિશ્ન),ਕਾਰਪੋਰਾ ਕਾਵਰਨੋਸਾ (ਲਿੰਗ ਦਾ)
કોરિડ્રિગેમિના,ਕਾਰਪੋਰਾ ਚਾਵਡ੍ਰਿਗਮਿਨਾ
મઠ,ਕਾਰਪਸ
કોર્પસ અલ્બીકન્સ,ਕਾਰਪਸ ਐਲਬਿਕਸ
પાન,ਕਾਰਪਸ ਕਾਲੋਸਮ
કોરપસ લ્યુટયમ,ਕਾਰਪਸ ਲਯੂਟਮ
કોર્પોસ સ્પોન્જિઓઝમ,ਕਾਰਪੋਸੀਓਸਮ
કોરપસ સ્ટ્રિએટમ,ਕਾਰਪਸ ਸਟ੍ਰੇਟਮ
ક્ષીણ,ਕੋਰੋਡ
કોતરણી,ਕੋਰਟੇਕਸ
કોર્ટિકલ નેફ્રોન,ਕੋਰਟੀਕਲ ਨੇਫਰਨ
કોરીકોરોન,ਕੋਰਟੀਕੋਸਟੀਟਰੋਨ
કોર્ટિકોટ્રોફિક,ਕੋਰਟੀਕੋਫਿਕ
કોટારી,ਕੋਰਟੀਸੋਲ
કોટારી,ਕੋਰਟੀਸੋਨ
કોતરણી,ਕੋਰਵੋਸ
કોરીમબ,ਕੋਰੀਮ
સર્વસામાન્ય મૂળ,ਬ੍ਰਹਿਮੰਡ ਮੂਲ
બ્રહ્માંડ,ਬ੍ਰਹਿਮੰਡੀ ਰੇ
સમાપ્રમ,ਕੋਸ਼ਨ
વિશ્વવ્યાપક સિદ્ધાંત,ਕੋਸਮੋਜ਼ੋਆਨ ਸਿਧਾਂਤ
સુતરાઉ,ਕਪਾਹ ਦਾ ਬੋਲਾ ਕੀੜਾ
સલાહ,ਕਾਉਂਸਲਿੰਗ
