Hindi,Assamese
वर्णलेख,ক্ৰমেট&#39;গ্ৰাম
"वर्णमापी, क्रोमोमीटर","ৰংমাপক, ক্ৰম&#39;মিটাৰ"
"वर्ण मूलक, क्रोमोफोर",ক্ৰম’ফ’ৰ
"वर्ण-मंडल, क्रोमोस्फियर","ক্ৰম’স্ফিয়াৰ, ক্ৰম’স্ফিয়াৰ"
"समयलेखी, क्रोनोग्राफ, काललेखी","ক্ৰ’ন’গ্ৰাফ, ক্ৰ’ন’গ্ৰাফ, ক্ৰ’ন’গ্ৰাফ"
"कालमापी, क्रोनोमीटर",ক্ৰ&#39;নোমিটাৰ
"सिनेमा, चलचित्र","চলচ্চিত্ৰ, চলচ্চিত্ৰ"
चलचित्रकी,চিনেমাট&#39;গ্ৰাফী
"शून्य, सिफर","শূন্য, চাইফাৰ"
अववृत्तन,পুনৰাবৃত্তি
परिपथ,বৰ্তনী
परिपथिकी,বৰ্তনী
"वृत्तकार, वृत्तीय","বৃত্তাকাৰ, বৃত্তাকাৰ"
परिसंचारी,প্ৰচলিত
"परिसंचरण, परिसंचारण","circulation, প্ৰচলন"
परिसंचारक,চাৰ্কুলেটৰ
परिधिक,পৰিধিৰ
परिन्यूक्लीय इलेक्ट्रॉन,নিউক্লিয়াৰ ইলেক্ট্ৰন
परिभू उपग्रह,পৰিভু উপগ্ৰহ
नागरिक आवृत्ति बैंड,অসামৰিক কম্পাঙ্ক বেণ্ড
"परिनिधान, अधिपट्टन","পোছাক, দখল"
बंधन,বান্ধোন
क्लेपेरॉन समीकरण,ক্লেপেইৰন সমীকৰণ
"चिरसम्मत, चिरप्रतिष्ठित, क्लासिकी","ক্লাছিক, ক্লাছিক, ক্লাছিক"
"अंतराल, निष्कासन (सं.)","ব্যৱধান, আঁতৰোৱা (adj.)"
विदलन,ক্লিভেজ
जलवायु,জলবায়ু
आरोह,মাউন্ট
"ज्वरमापी, डाक्टरी थर्मामीटर","পাইৰ&#39;মিটাৰ, চিকিৎসা থাৰ্মোমিটাৰ"
कालद वोल्टता,ঘড়ীৰ ভল্টেজ
दक्षिणावर्त,ঘড়ীৰ কাঁটাৰ দিশত
बंद परिपथ,বন্ধ বৰ্তনী
बंद-परिपथ टेलीविज़न,বন্ধ-চাৰ্কিট টেলিভিছন
"सुसंकुलित, निविड संकुलित","টানকৈ পেক কৰা, টানকৈ পেক কৰা"
सुसंकुलित संरचना,ভালদৰে পেকেজ কৰা গঠন
निकटतम उपगमन,নিকটতম এপ্ৰ&#39;চ
निविडतम संकुलित,শেহতীয়াকৈ পেক কৰা হৈছে
समीप दृश्य,বন্ধ দৃশ্য
"मेघ, बादल, अभ्र, धब्बे","ডাৱৰ, ডাৱৰ, অস্পষ্টতা, দাগ"
गुच्छ,মুঠি
"स्थूल, मोटा, कच्चा, घटिया, अपरिष्कृत","মোটা, মোটা, খাৰুৱা, অমান্য, অপৰিশোধিত"
स्थूल क्रिस्टली,মেক্ৰ&#39; স্ফটিক
"तट, लक्ष्यघर (रेडार)","উপকূল, লক্ষ্য ঘৰ (Radar)"
"आवरण, लेप, कोट, विलेप","আৱৰণ, কোট, কোট, আৱৰণ"
"विलेपन, लेप करना, कोट करना कोटिंग","আৱৰণ, আৱৰণ, আৱৰণ"
समाक्ष,coax
"कोड, संकेत, संकेतावलि, संहिता, कूट","ক&#39;ড, চিহ্ন, ক&#39;ড, ক&#39;ড, ক&#39;ড"
कोडित,ক&#39;ড কৰা হৈছে
कोडन स्पंद,ক&#39;ডিং পালছ
गुणांक,সহগ
निग्रह,সংযম
निग्राहिता,ছাচপেন্স
"संबद्धता, संसक्तता","affiliation, সংযুক্ততা"
"संबद्ध, संसक्त","সংযুক্ত, সংযুক্ত"
संसंजन,সংহতি
संसंजी,sansanji
कुंडली,ৰাশিফল
कुंडलित,কুণ্ডলীযুক্ত
"कुंडलीकरण, कुंडलीभवन, कुंडलन","কইলিং, কইল বিল্ডিং, কইলিং"
संपाट,চেপেটা
शीत,ঠাণ্ডা
निम्नताप उत्सर्जन,কম উষ্ণতাৰ নিৰ্গমন
अवतापीय न्यूट्रॉन,উপতাপীয় নিউট্ৰন
निपात्य अवस्था,ডেচিমেচন
"संपार्श्विक, शाखिक, शाखज","জামিন, শাখা, শাখা"
"संयोजक, समानुक्रमित्र, कोलेटर","সমন্বয়ক, সমন্বয়ক, সমন্বয়ক"
संग्रह,সংগ্ৰহ
"सामूहिक, समष्टीय","সামূহিক, জনসংখ্যা"
"संग्राहक, कलेक्टर, संग्राही","সংগ্ৰাহক, সংগ্ৰাহক, সংগ্ৰাহক"
संघट्टनी कण,সংঘৰ্ষ কণা
समांतरण,সমান্তৰাল
"समांतरित, एकदिशीकृत","সমান্তৰাল, একদিশীয়"
समांतरित्र,সমান্তৰাল চতুৰ্ভুজ
संरेख,প্ৰান্তিককৰণ
संरेखता,প্ৰান্তিককৰণ
"संघट्ट, टक्कर, संघटन","সংঘৰ্ষ, সংঘৰ্ষ, সংঘৰ্ষ"
कोलॉइडी,কলয়ড
"वर्णमापी, कलरीमीटर","ৰংমাপক, ৰংমাপক"
वर्णान्धता,ৰঙৰ অন্ধতা
वर्ण,চৰিত্ৰ
"स्तंभ, कॉलम","স্তম্ভ, স্তম্ভ"
"कॉमा, रोमगुच्छ, पूंछ, पुच्छ","কমা, টাফ্ট, ঠেং, ঠেং"
"संयोग, संयोजन, संचय","সংমিশ্ৰণ, সংমিশ্ৰণ, সঞ্চয়"
संयुक्त स्वर,সংমিশ্ৰিত স্বৰবৰ্ণ
संयुक्त स्वर,সংমিশ্ৰিত স্বৰবৰ্ণ
दाह्यता,দায়িত্ব
दहन,দহন
व्यापारिक फेराइट,বাণিজ্যিক ফেৰাইট
"साधारण, सामान्य, सार्व, सर्वनिष्ठ, उभयनिष्ठ","সাধাৰণ, সাধাৰণ, সাধাৰণ, সাধাৰণ, সাধাৰণ"
संचार,যোগাযোগ
"दिक्परिवर्तन, दत्त परिवर्तन, क्रमविनिमय","ডাইভাৰচন, ডেটাম পৰিৱৰ্তন, পাৰ্মিউটেচন"
"क्रमविनिमेयक, दिक्परिवर्तक, कम्यूटेटर","কমিউটেটৰ, কমিউটেটৰ, কমিউটেটৰ"
"तुलनित्र, कम्पेरेटर","তুলনাকাৰী, তুলনাকাৰী"
तुलना,তুলনা কৰা
"कुतुबनुमा, दिक्सूचक, कम्पास","কম্পাছ, কম্পাছ, কম্পাছ"
"सुसंगति, संगतता, निषेच्यता, संयोज्यता","সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা"
"क्षतिपूर्ति करना, प्रतिकार करना","ক্ষতিপূৰণ দিয়া, প্ৰতিশোধ লোৱা"
"क्षतिपूर्ति, प्रतिकार, प्रतिपूरण","ক্ষতিপূৰণ, ক্ষতিপূৰণ, ক্ষতিপূৰণ"
प्रतिकारित्र,প্ৰতিকাৰৰ ব্যৱস্থা
"संकलन, अनुभाषण","সংকলন, ব্যাখ্যা"
"संकलन, अनुभाषण","সংকলন, ব্যাখ্যা"
पूरकता,পৰিপূৰকতা
पूरक,পৰিপূৰক
पूर्ण,সম্পূৰ্ণ কৰা
संपूरित कोश,সম্পূৰ্ণ কোষ
पूर्ण माडुलन,সম্পূৰ্ণ মডুলেচন
"सम्मिश्र, जटिल, संकुल","জটিল, জটিল, পেকেজ"
जटिल परमाणु,জটিল পৰমাণু
सम्मिश्र फलन,জটিল ফলন
संरूप,ফৰ্মেট
जटिल क्रियाविधि,জটিল ব্যৱস্থা
अनुवृत्ति,খতিয়ান লোৱা
"घटक, संबद्ध घटक","উপাদান, সংশ্লিষ্ট উপাদান"
"संयुक्त, मिश्र","সংমিশ্ৰিত, সংমিশ্ৰিত"
"मिश्र, आमिश्र, संयक्त, विवत्त, यौगिक","মিশ্ৰিত, মিশ্ৰিত, সংযুক্ত, বিত্ত, যৌগ"
"असरल लोलक, पिंड लोलक",asral পেণ্ডুলাম
"संपीड (सं.), संपीडन (क्रि.)","সংকোচন (সম্পা.), সংকোচন (v.)"
संपीडित,সংকোচিত কৰা হৈছে
संपीड्यता,সংকোচন ক্ষমতা
संपीड्य,সংকোচনযোগ্য
संपीडन,সংকোচন
"संपीडित्र, संपीडनी","কম্প্ৰেছাৰ, কম্প্ৰেছাৰ"
"कॉम्पटन इलेक्ट्रॉन, प्रतिक्षिप्त इलेक्ट्रॉन","কম্পটন ইলেক্ট্ৰন, প্ৰতিভাৰসাম্যপূৰ্ণ ইলেক্ট্ৰন"
अभिकलन,গণনা
अभिकलनी,গণনামূলক
"कंप्यूटर, अभिकलित्र, अभिकलक","কম্পিউটাৰ, কম্পিউটাৰ, কম্পিউটাৰ"
अवतल,অৱতল
उभयावतल,দ্বি উত্তল
"सांद्र करना, गाढ़आ करना, सान्द्र (सं.), संकेन्द्रित करना (क्रि.)","ঘনীভূত কৰা, ঘন কৰা, ঘনীভূত কৰা (adj.), ঘনীভূত কৰা (v.)"
"सांद्रित, गाढ़आ, संकेन्द्रित","ঘনীভূত, ঘনীভূত, ঘনীভূত"
"सांद्रण, गाढ़आपन, सांद्रता, संकेन्द्रण","ঘনত্ব, ঘনত্ব, ঘনত্ব, ঘনত্ব"
"एककेन्द्रीय, संकेन्द्री","এককেন্দ্ৰিক, সমকেন্দ্ৰিক"
संकल्पना,ধাৰণা
संकल्पनात्मक,ধাৰণাগত
"अनुस्तरता, संवादिता","ঘনিষ্ঠতা, যোগাযোগ"
"सुसंगत, अनुस्तरी, सुस्वर",সমন্বিত
"संगामी, अनुगामी","সমকালীন, পিছপৰা"
"संघनन, द्रवण","ঘনীভূতকৰণ, ঘনীভূতকৰণ"
"संघनित करना, द्रवित होना, द्रवित करना","ঘনীভূত কৰা, তৰলীকৃত কৰা, তৰলীকৃত কৰা"
"संघनित, द्रवित, संहत","ঘনীভূত, তৰলীকৃত, সংকুচিত"
"द्रवणित्र, संधारित्र, संग्राही","কণ্ডেন্সাৰ, কেপাচিটৰ, সংগ্ৰাহক"
"प्रतिबंध, शर्त, दशा, अवस्था, परिस्थिति","অৱস্থা, অৱস্থা, অৱস্থা, অৱস্থা"
चालकत्व,পৰিবাহীতা
चालक,ড্ৰাইভাৰ
चालन,ড্ৰাইভিং
चालकता,পৰিবাহীতা
विश्वास्यता,ফিডেলিটি
"विन्यास, संरूपण","বিন্যাস, বিন্যাস"
विन्यासी,বিন্যাস
संनाभि,কনফ&#39;কেল
"सर्वांगसमता, द्विप्रचालरेखा-कुल, समशेषता","সমন্বয়, দ্বিমেৰুত্ব, সমতা"
"सर्वांगसम, समशेष","congruent, একেধৰণৰ"
शांकव,কনিক
"संयुग्मी (वि.), संयुग्मन होना (क्रि.)","to conjugate (v.), সংযোগ কৰা (ver.)"
पार्श्व संबद्ध,পাৰ্শ্বীয় সংযুক্ত
"माला संबद्ध, श्रेणी संबद्ध",শৃংখল সম্পৰ্কীয়
संबंधक लाइन,সংযোগকাৰী লাইন
संबंधन,সংযোগ
"अनुयोजक, संबंधक","পৃষ্ঠপোষক, সংযোগকাৰী"
क्रमागत,একেৰাহে
संरक्षी,পৃষ্ঠপোষক
संरक्षी,পৃষ্ঠপোষক
"संगति, अवरोध, गाढ़आपन, गाढ़ता","স্থায়িত্ব, স্থায়িত্ব, বেধ, বেধ"
"संगत, अविरोधी","সামঞ্জস্যপূৰ্ণ, বিপৰীত"
संवादिता,কথোপকথনমূলক
संवादी,কথোপকথনমূলক
स्थिरता,স্থিৰতা
"नियत, स्थिर, अचल, अपरिवर्ती, एकसमान","স্থিৰ, স্থিৰ, স্থাৱৰ, অপৰিৱৰ্তিত, একেধৰণৰ"
कॉन्स्टैन्टन,কনষ্টেন্টান
सतत प्रवाह,অবিৰত প্ৰবাহ
अपेरणांक,সহচলক সংখ্যা
परिपथ के अभिलाक्षणिक,বৰ্তনীটোৰ বৈশিষ্ট্য
तारा-मंडल,নক্ষত্ৰমণ্ডল
"रचना, संघटन, गठन","ৰচনা, ৰচনা, গঠন"
व्यवरुद्ध गति,বাধ্যতামূলক গতি
व्यवरोध,বাধা
संकीर्णन,সংকীৰ্ণ হোৱা
संपोषी व्यतिकरण,বহনক্ষম হস্তক্ষেপ
उपभुक्त ऊर्जा,ব্যৱহৃত শক্তি
"संस्पर्श, संपर्क, स्पर्श","স্পৰ্শ, স্পৰ্শ, স্পৰ্শ"
"संस्पर्शित्र, संपर्कक","যোগাযোগ, যোগাযোগ"
संदूषण,দূষণ কৰা
"अंतर्वस्तु, अंश, आधेय","বিষয়বস্তু, অংশ, আধা"
"सातत्य, सातत्य","continuum, ধাৰাবাহিকতা"
अवस्था-सातत्य,অৱস্থাৰ ধাৰাবাহিকতা
"संतत, अखंड, अविछिन्न, अविरत, सतत","অবিৰত, অবিচ্ছেদ্য, অবিচ্ছেদ্য, অবিৰত, অবিৰত"
सातत्यक,ধাৰাবাহিকতা
"संकुचित करना, संकुचित होना (क्रि.)","সংকোচন কৰা, সংকোচন কৰা (ver.)"
संकुचित,সংকোচন
संकुचन,সংকোচন
प्रतिकक्षीय दिशा,প্ৰতি-কক্ষপথৰ দিশ
प्रतिसम्बन्धित पिंड,আপেক্ষিক শৰীৰ
"विपर्यास, व्यतिरेक","কনট্ৰাষ্ট, কনট্ৰাষ্ট"
नियंत्रण,নিয়ন্ত্ৰণ
संवहन,সংবহন
संवहन-पद,কনভেয়িং পোষ্ট
संवहनी,ভেছকুলাৰ
रूढ़ परमाणु भार,নিয়মীয়া পাৰমাণৱিক ওজন
"अभिसरित करना, अभिसरित होना","to converge, অভিসৰণ কৰা"
"अभिसरण, अभिसारिता","অভিসৰণ, অভিসৰণ"
अभिसरणकारी लेन्स,কনভাৰ্জিং লেন্স
"विलोम, विपरीत","বিপৰীত, বিপৰীত"
विलोमतः,VICA বিপৰীতে
रूपांतरण,ৰূপান্তৰ
रूपान्तरित,ৰূপান্তৰিত
परिवर्तक,ৰূপান্তৰক
परिवर्तनीय लेन्स,কনভাৰ্টিবল লেন্স
उत्तल,উত্তল
उत्तलता,উত্তলতা
उत्तलावतल,উত্তল
उभयोत्तल,দ্বি উত্তল
शीतक,শীতল পদাৰ্থ
"शीतक यंत्र, शीतित्र","শিতলকাৰী, চিলাৰ"
कूलिज नलिका,কুলিজ টিউব
शीतन,শীতল কৰা
शीतक,শীতল পদাৰ্থ
सहकारी परिघटना,সমবায়ৰ পৰিঘটনা
"निर्देशी, निर्देशांक","স্থানাংক, স্থানাংক"
निर्देशक अक्ष,পৰিচালক অক্ষ
समतलीय,সমতল
समतलीयता,সমতলতা
"प्रतिलिपिकरण, प्रतिलिपि, प्रति","কপি, কপি, কপি"
क्रोड,মুখ্য
क्रोडीय इलेक्ट्रॉन,কোৰ ইলেক্ট্ৰন
कोरिऑलिस त्वरण,ক’ৰিঅ’লিছ ত্বৰণ
कोरिऑलिस बल,ক&#39;ৰিঅ&#39;লিছ বল
"किरीट, कोरोना","কিৰিট, কৰোনা"
कोरोना ऑस्ट्रेलिस,কৰ&#39;না অষ্ট্ৰেলিয়া
कोरोना बोरिएलिस,corona borealis
किरीटीय सौर ज्वाला,সৌৰ জ্বলন
कणिका,গ্ৰেনুল
"कणिकामय, कणिका",গ্ৰেনুলাৰ
"संशुद्ध, सही","শুদ্ধ, শুদ্ধ"
संशोधित,সংশোধিত
"संशुद्धि, संशोधन","সংশোধন, সংশোধন"
सहसंबंध,সহ - সম্পৰ্ক
"संगत होना, तदनरूपी होना","to correspond, to correspond"
संगति-नियम,সংঘৰ নিয়মাৱলী
संगत,সংগীত
कोसाइन नियम,কোচাইন নিয়ম
अंतरिक्षी बाहुल्य,স্থানৰ প্ৰাচুৰ্য্য
ब्रह्मांडीय,মহাজাগতিক
अंतरिक्ष किरणी प्रस्फोट,মহাকাশ ৰশ্মি ফাটি গ’ল
"अंतरिक्ष किरण, कॉस्मिक किरण","মহাকাশ ৰশ্মি, মহাজাগতিক ৰশ্মি"
अंतरिक्ष किरणवर्षण,মহাকাশৰ বৰষুণ
अंतरिक्ष,স্থান
ब्रह्मांडिकीय,মহাজাগতিক
"ब्रह्मांडिकी, ब्रह्मांड-विज्ञान","ব্ৰহ্মাণ্ডবিজ্ঞান, ব্ৰহ্মাণ্ডবিজ্ঞান"
अंतरिक्षयात्री,মহাকাশচাৰী
अंतरिक्षयानिकी,মহাকাশ বিজ্ঞান
"कॉसमस, ब्रह्मांड","cosmos, বিশ্বব্ৰহ্মাণ্ড"
कूलॉम,কুলম্ব
कूलॉमी क्षेत्र,কুলোমি এলেকা
कूलॉमीटर,কুলোমিটাৰ
"गिनती, गणना, गणनांक, काउंट","গণনা, গণনা, গণনা, গণনা"
"अवगणनांक, विलोम गणन","গণনা, বিপৰীত গণনা"
"गणित्र, काउंटर, फलक","কেলকুলেটৰ, কাউণ্টাৰ, পেনেল"
वामावर्त,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত
"विपरीत धारा, प्रति प्रवाह","ৰিভাৰ্ছ কাৰেণ্ট, কাউণ্টাৰ কাৰেণ্ট"
विरोधी विद्युतवाहक-बल,বিপৰীতমুখী বিদ্যুৎ গতিশীল বল
प्रतियुक्ति,ডেপুটেচন
"प्रतितोल, धड़आ",ৰিভাৰ্ছ টৰ্চ
गणन-दर,গণনাৰ হাৰ
"गणनांक, गणन-संख्या, गिनती, गणना","গণনা, গণনা-সংখ্যা, গণনা, গণনা"
बल-युग्म,বল যোৰ
युग्मित,সংযুক্ত
युग्मक,কাপলাৰ
युग्मन,কাপলিং
"अभीष्ट दिशा, पथ, मार्ग","উদ্দেশ্যপ্ৰণোদিত দিশ, পথ, পথ"
सहसंयोजकता,সহযোগীতা
सहसंयोजकता,সহযোগীতা
सहसंयोजक,সহযোগী
सहप्रसरण,সহাৱস্থান
सहपरिवर्ती,সমান্তৰাল
"व्याप्ति क्षेत्र, प्रसारण क्षेत्र","কভাৰেজ এলেকা, সম্প্ৰচাৰ এলেকা"
आवरण-पट्टिका,কভাৰ শ্বীট
चटचटाहट,chatter
जनन दर,উৰ্বৰতাৰ হাৰ
"मंद विरूपण, विसर्पण",সামান্য বিকৃতি
"शिखर, कलगी",শিখৰ
"कसौटी, निकष","মাপকাঠী, মাপকাঠী"
क्रांतिक,জটিল অৱস্থা
क्रांतिकता,সমালোচনাত্মকতা
मकर क्लिप,মকৰ ৰাশিৰ ক্লিপ
क्रुक्स का अदीप्त प्रदेश,কুটিলৰ অন্ধকাৰ ৰাজ্য
"क्रॉस, संकर संकरण",ক্ৰছ-হাইব্ৰিড হাইব্ৰিডাইজেচন
"क्रॉस बैंड, परस्पर संचार",ক্ৰছ বেণ্ড যোগাযোগ
अप्रासंगिक वर्ण व्यक्तिकरण,অপ্রাসংগিক চৰিত্ৰৰ ব্যক্তিত্ব
क्रॉस संबंधन,ক্ৰছ টাই
क्रॉसित क्षेत्र,ক্ৰছ কৰা এলেকা
अल्पतम विपथी लेन्स,লেষ্ট এবেৰেচন লেন্স
तिर्यक् उत्पाद,ক্ৰছ প্ৰডাক্ট
अप्रासंगिक सिग्नल,অপ্রাসংগিক সংকেত
तलों का अतिक्रमण,মজিয়াৰ বেদখল
संक्रमण क्षेत्र,ট্ৰেঞ্জিচন জ&#39;ন
संक्रमण बिंदु,ট্ৰেঞ্জিচন পইণ্ট
विनिमय मान,বিনিময় মূল্য
"वेक्टर-गुणनफल, सदिश गुणनफल",ভেক্টৰ-উৎপাদন ভেক্টৰ-উৎপাদন
"अनुप्रस्थ काट, अनुप्रस्थ परिच्छेद","ক্ৰছ ছেকচন, ক্ৰছ ছেকচন"
"गुणित पद, संकरपद","একাধিক টাৰ্ম, হাইব্ৰিড টাৰ্ম"
क्रॉस तार,ক্ৰছ তাঁৰ
"क्राऊन चाक्षुष काँच, क्राऊन प्रकाशिक काँच","মুকুট অপটিকেল গ্লাছ, মুকুট অপটিকেল গ্লাছ"
शीतजन मिश्रण,শীতল কৰা মিশ্ৰণ
निम्नताप इलेक्ट्रॉनिकी,কম উষ্ণতাৰ ইলেক্ট্ৰনিকছ
निम्नतापी,হাইপোথাৰ্মিয়া
निम्नतापिकी प्रयोगशाला,ক্ৰাইজেনিক লেবৰেটৰী
निम्रतापिकी,নিম্ৰতাপিকি
हिमांकमापी,ফ্ৰীজিং গেজ
हिमांकमितीय स्थिरांक,ক্ৰাইমেট্ৰিক ধ্ৰুৱক
क्रिस्टल,স্ফটিক
"क्रिस्टलीय, रवेदार","স্ফটিকীয়, আঁহযুক্ত"
"क्रिस्टलन, क्रिस्टलीकरण, क्रिस्टलीभवन","স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ"
"क्रिस्टल वैज्ञानिक, क्रिस्टल विज्ञानवेत्ता",স্ফটিক বিজ্ঞানী
क्रिस्टल-संरचनात्मक,স্ফটিক-গাঁথনিগত
क्रिस्टल संरचनात्मक,স্ফটিক গঠন
"क्रिस्टलिकी, क्रिस्टल विज्ञान","স্ফটিকবিজ্ঞান, স্ফটিক বিজ্ঞান"
जालक स्थानांतरण संक्रिया,জালি স্থানান্তৰ কাৰ্য্য
क्रिस्टल श्मश्रु,স্ফটিক স্মাজ
"घन, क्यूब",ঘনক ঘনক
"घन, घनाकृति, घनीय, त्रिघात, घनीय, त्रिसमलंबाक्ष","ঘন, ঘন, ঘন, ত্ৰিভুজ, ঘন, ত্ৰিভুজ"
घनीय विदलन,ঘন বিভাজন
कक्षिका,কক্ষপথ
संचयी,ক্ৰমবৰ্ধমান
क्यूरी नियतांक,curie ধ্ৰুৱক
क्यूरी प्रभाव,কুৰি ইফেক্ট
"क्यूरी बिन्दु, क्यूरी तापांक, क्यूरी विचुबकतांक","কুৰি পইণ্ট, কুৰি তাপমাত্ৰা, কুৰি বিচুম্বকীয়কৰণ পইণ্ট"
क्यूरी,curie
धारा,নিজৰা
धारा का अल्पांश,সংখ্যালঘু ধাৰা
विरतीकरण,বিতৰণ
वक्रता,বক্ৰতা
"वक्र, वक्र रेखा",বক্ৰ বক্ৰ ৰেখা
वक्रित,বক্ৰ
वक्र दंड,বক্ৰ বাৰ
वक्र पृष्ठ,বক্ৰ পৃষ্ঠা
वृद्धि-वक्र,বৃদ্ধিৰ বক্ৰ
वक्ररेखी,বক্ৰৰেখা
"छेदक अंतक, छाड़न","ছিদ্ৰকাৰী, কাটিব পৰা"
अंतक क्षेत्र,শেষৰ মণ্ডল
अंतक आवृत्ति,শেষ কম্পাঙ্ক
अंतकीय बिंदु,শেষ বিন্দু
अंतकीय बिंदु वेग,টাৰ্মিনেল পইণ্ট বেগ
अंतक वोल्टता,টাৰ্মিনেল ভল্টেজ
"कर्तित्र, कर्तक","পৰিৱেশনকাৰী, পৰিবেশক"
साइबरनेटिक्स,চাইবাৰনেটিক্স
"चक्र, आवर्तन, साइकिल","চক্ৰ, চক্ৰ, চক্ৰ"
साइकिल प्रति सेकंड,প্ৰতি ছেকেণ্ডত চক্ৰ
"चक्रीय, चक्रिक","চক্ৰীয়, চক্ৰীয়"
चक्रण,ঘূৰ্ণন
चक्रजीय लोलक,চক্ৰীয় পেণ্ডুলাম
साइक्लोट्रॉन,চাইক্লট্ৰন
साइक्लोट्रॉन आवृत्ति,চাইক্লট্ৰন কম্পাঙ্ক
"बेलन, सिलिन्डर","চিলিণ্ডাৰ, চিলিণ্ডাৰ"
"बलेनाकार, सिलिन्डराकार, बेलनी, सिलिन्डरी","নলাকাৰ, চিলিণ্ডাৰৰ আকৃতি, চিলিণ্ডাৰ, চিলিণ্ডাৰ"
सिलिंडरी हार्मोनिक,চিলিণ্ডাৰ হাৰমনিক
अवमंदित,তিতি যোৱা
अवमंदित सरल आवर्त दोलन,ডেম্প কৰা সৰল হাৰমনিক দোলন
अवमंदक,ডেম্পাৰ
डेन्यल सेल,ডেনিয়েল কোষ
अदीप्त,অন্ধকাৰ
"दत्त संसाधन, उपात्त संसाधन, न्यास संसाधन","সম্পদ সম্পদ, সম্পদ সম্পদ, বিশ্বাস সম্পদ"
"विघटन उत्पादक, दुहिता उत्पादत, मूलज, संतति","পচন উৎপাদক, গাখীৰ উৎপাদিত, পিতৃ-মাতৃ, বংশধৰ"
डैविसन गर्मर प्रयोग,ডেভিছন হটাৰ পৰীক্ষা
डी. सी. (दिष्टधारा),ডি.চি.(নিৰ্দেশনা)
निष्क्रिय भाग,নিষ্ক্ৰিয় অংশ
मूक स्थल,নিস্তব্ধ দাগ
दे ब्राग्ली तरंग दैर्घ्य,de bragli তৰংগদৈৰ্ঘ্য
डेबाई अभिलाक्षणिक ताप,ডেবাই বৈশিষ্ট্যপূৰ্ণ তাপমাত্ৰা
"डेबाई दैर्घ्य, डेबाई दूरी","দেবায় দৈৰ্ঘ্য, দেবায় দূৰত্ব"
डेबाई-विश्रांति काल,debt-recess
क्षय,পচি যোৱা
क्षयांक,ক্ষয় সূচকাংক
मंदक,পাতলকাৰী
मंदन,retard
अभिविराम काल,বিৰতি সময়
डेसिबेल,ডেচিবেল
डेसिबेलमापी,ডেচিবেলোমিটাৰ
"दशमलव, दशमिक","দশমিক, দশমিক"
विवर्गीकरण,শ্ৰেণীবিভাজন
"दिक्पात, क्रांति, उपक्रम, डिक्लिनेशन","উত্তাল, বিপ্লৱ, উদ্যোগ, অৱক্ষয়"
समक्रांतिक वृत्त,সমমিতি বৃত্ত
"कूटवाचक, विकोडक",ডিকোডাৰ
"अपघटन, वियोजन","পচন, দ্ৰৱীভূত"
विसंपीडन,ডিকম্প্ৰেছন
विसंदूषण,বিশুদ্ধকৰণ
अलंकरण,অলংকাৰ
वियुग्मन,সংযোজন
ह्रासमान फलन,ডিমিনিচিং ফাংচন
अपक्षय,বতৰৰ পৰিৱৰ্তন
विप्रबलन,উলংঘা
अधस्थ तल,উপমহলা
गहन अंतरिक्ष,গভীৰ স্থান
व्युत्तेजन,ব্যুৎপত্তি
"दोष, त्रुटि, क्षति, कमी","দোষ, ভুল, ক্ষতি, অভাৱ"
सदोष,ভুল কৰা
प्रतिरक्षा,ৰোগ প্ৰতিৰোধ ক্ষমতা
सीमक द्वारक,লিমিটাৰ দুৱাৰ
"परिभाषा, स्पष्टता, निश्चय","সংজ্ঞা, স্পষ্টতা"
विक्षेपित करना,বিচ্যুত কৰক
विक्षेपक,ডিফ্লেক্টৰ
"विक्षेप, विक्षेपण","বিক্ষেপণ, বিক্ষেপণ"
विक्षेपी विफोकसन,বিক্ষিপ্ত ফোকাচ
विक्षेप-द्विगुणन दर्पण,ডিফ্লেকচন-ডাবলেট মিৰ&#39;ৰ
विक्षेपक क्षेत्र,বিক্ষেপণ অঞ্চল
गुरुत्व-प्रभावित विक्षेप,মাধ্যাকৰ্ষণ-প্ৰভাৱিত বিক্ষেপণ
विक्षेप पट्टिकाएँ,বিক্ষেপণ প্লেট
विफ़ओकसन,ধ্যান কেন্দ্ৰিত
विरूप्यता,বিকৃতি
"विरूपण, विकृति","বিকৃতি, বিকৃতি"
विगैसन,ভিগাছন
"अपभ्रष्टता, अपह्रास","debauchery, অশ্লীলতা"
"अपभ्रष्ट होना (क्रि.), अपभ्रष्ट (सं.), अपह्रासित (वि.)","অশুচি কৰা (ver.), অৱক্ষয় কৰা (n.), অৱক্ষয় কৰা (v.)"
अपभ्रष्ट गैस,পেলনীয়া গেছ
"अपभ्रंशन, अपह्रासन, व्यपजनन, विपोषण","aberration, aphasia, বঞ্চনা, বঞ্চনা"
वितोषी,সন্তুষ্টিদায়ক
"डिग्री, अंश, परिमाण, घात, कोटि, मात्रा, अंशांक","ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, লৱ"
सांद्रता-मात्रा,ঘনত্ব-আয়তন
वियोजन-मात्रा,বিচ্ছিন্নতা পৰিমাণ
