Assamese,Kannada
১/ পৰিষ্কাৰ কৰা ২.স্ক্ৰাব কৰা ৩. পৰিষ্কাৰ কৰা ৪.বিশুদ্ধকৰণ,1. ಶುಚಿಗೊಳಿಸುವಿಕೆ 2. ಸ್ಕ್ರಬ್ಬಿಂಗ್ 3. ಸ್ವಚ್ಛಗೊಳಿಸುವಿಕೆ 4. ಶುದ್ಧೀಕರಣ
স্থায়ী পৰগাছা,ನಿರಂತರ ಪರಾಗಸ್ಪರ್ಶ
ক্ৰুচিফেৰাছ ফল,ಶಿಲುಬೆಯ ಹಣ್ಣು
জলবায়ু,ಹವಾಮಾನ
জলবায়ুবিজ্ঞান,ಹವಾಮಾನಶಾಸ್ತ್ರ
shear,ಬರಿಯ
গোট (মাটি),ಉಂಡೆ (ಜೇಡಿಮಣ್ಣು)
ক্ল&#39;ন,ತದ್ರೂಪಿ
১.ডাৱৰ ২.ডাৱৰ,1.ಮೋಡಗಳು 2.ಮೋಡಗಳು
ক্লাম্প,ಗೊಂಚಲು
মুঠি,ಗುಂಪನ್ನು
১.মোটা ২.ৰুক্ষ ৩.কেঁচা ৪.ৰুক্ষ,1. ಒರಟು 2. ಒರಟು 3. ಕಚ್ಚಾ 4. ಒರಟು
১.আৱৰণ ২.চামৰাৰ টুকুৰা,1. ಕವರ್ 2. ಲೆಥೆರೆಟ್
কয়া,ಕೋಯಾ
১/ কো-এনজাইম ২.কো-এনজাইম,1. ಕೋಎಂಜೈಮ್ 2. ಸಹ-ಕಿಣ್ವ
সংহতি,ಒಗ್ಗಟ್ಟು
১/ আঁহ (পাট পাট) ২) নাৰিকল মোটা,1. ಫೈಬರ್ (ಸೆಣಬು) 2. ತೆಂಗಿನಕಾಯಿ ಒರಟು
মুলংকুৰ চোলা,ಮುಳಂಕೂರು ಚೋಳ
,
কলয়ড (মাটি),ಕೊಲೊಯ್ಡ್ (ಮಣ್ಣು)
১.স্তম্ভ ২.কলমেলা,1.ಕಾಲಮ್ 2.ಕೊಲುಮೆಲ್ಲಾ
১/ শাস্তি ২.স্তম্ভ ৩.স্তম্ভ,1. ಪೆನಾಲ್ಟಿ 2. ಕಾಲಮ್ 3. ಕಾಲಮ್
কমিউনিয়ন,ಕಮ್ಯುನಿಯನ್
বাণিজ্যিক বেংক,ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್
১/ পণ্য ২/ ব্যৱসায়িক সামগ্ৰী,1. ಸರಕು 2. ಸರಕು
সমুদায়,ಸಮುದಾಯ
সংকোচন (মাটিৰ),ಸಂಕೋಚನ (ಮಣ್ಣಿನ)
1. সামঞ্জস্যতা 2. সামঞ্জস্যতা,1. ಹೊಂದಾಣಿಕೆ 2. ಹೊಂದಾಣಿಕೆ
সামঞ্জস্যতা,ಹೊಂದಾಣಿಕೆ
১/ ক্ষতিপূৰণ ২/ ক্ষতিপূৰণ,1. ಪರಿಹಾರ 2. ಪರಿಹಾರ
প্ৰতিযোগিতামূলক পাৰস্পৰিক ক্ৰিয়া,ಸ್ಪರ್ಧಾತ್ಮಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ
শস্যৰ পৰিপূৰক,ಪೂರಕ ಬೆಳೆ
১.সংমিশ্ৰিত ২.জটিল,1.ಸಂಯೋಜಿತ 2.ಸಂಕೀರ್ಣ
সমষ্টিবাসী,ಘಟಕ
সুৰ-ৰচনা,ಸಂಯೋಜನೆ
পচন সাৰ,ಗೊಬ್ಬರ
যৌগিক আগ্ৰহ,ಚಕ್ರಬಡ್ಡಿ
গণনা,ಗಣನೆ
1. কম্পিউটাৰ 2. কম্পিউটাৰ,1. ಕಂಪ್ಯೂಟರ್ 2. ಕಂಪ್ಯೂಟರ್
১/ ঘনত্ব ২. ঘনত্ব,1. ಏಕಾಗ್ರತೆ 2. ಏಕಾಗ್ರತೆ
১.অপ্টিমাইজাৰ ২.ৰিভাইটালাইজাৰ,1. ಆಪ್ಟಿಮೈಜರ್ 2. ರಿವೈಟಲೈಸರ್
পৰিবাহীতা,ವಾಹಕತೆ
1. বিন্যাস 2. বিন্যাস,1. ಕಾನ್ಫಿಗರೇಶನ್ 2. ಕಾನ್ಫಿಗರೇಶನ್
1. অনুকূলতা 2. সংৰূপ 3. অনুকূলতা,1. ಅನುಸರಣೆ 2. ಸಂರಚನೆ 3. ಅನುಸರಣೆ
১.সংহতি ২.সংকৰকৰণ,1. ಏಕೀಕರಣ 2. ಹೈಬ್ರಿಡೈಸೇಶನ್
সংযোজন,ಸಂಯೋಗ
1. যোগকৰণ 2. সংযোগী,1. ಸಂಯೋಜಕ 2. ಸಂಯೋಜಕ
সুৰক্ষা,ರಕ್ಷಣೆ
একত্ৰীকৰণ,ಬಲವರ್ಧನೆ
১.উপাদান ২.উপাদান,1. ಪದಾರ್ಥ 2. ಪದಾರ್ಥಗಳು
গ্ৰাহক,ಗ್ರಾಹಕ
সেৱন,ಬಳಕೆ
দূষণ কৰা,ಮಾಲಿನ್ಯ
কনট্যুৰ ৰোপণ,ಬಾಹ್ಯರೇಖೆ ನೆಟ್ಟ
কনট্যুৰ ৰেখা,ಬಾಹ್ಯರೇಖೆ ರೇಖೆ
১/ ঠিকাদাৰী খেতি ২.ঠিকাদাৰী খেতি ৩.চুক্তিবদ্ধ কৃষি,1. ಗುತ್ತಿಗೆ ಕೃಷಿ 2. ಗುತ್ತಿಗೆ ಕೃಷಿ 3. ಗುತ್ತಿಗೆ ಕೃಷಿ
নিয়ন্ত্ৰিত বায়ুমণ্ডলীয় সংৰক্ষণ,ನಿಯಂತ್ರಿತ ವಾತಾವರಣದ ಶೇಖರಣೆ
সমবায় বেংক,ಸಹಕಾರಿ ಬ್ಯಾಂಕ್
সমবায় সমিতিৰ সদস্য,ಸಹಕಾರ ಸಂಘದ ಸದಸ್ಯ
গুলমাৱন,ಗುಲ್ಮಾವನ್
ঘনকীয়,ಘನಾಕೃತಿಯ
১.দলপুঞ্জ ২.কৰোলা,1. ದಾಲ್ಪುಂಜ್ 2. ಕೊರೊಲ್ಲಾ
১.কৰ্টেক্স ২.কৰ্টেক্স,1. ಕಾರ್ಟೆಕ್ಸ್ 2. ಕಾರ್ಟೆಕ್ಸ್
খৰচ,ವೆಚ್ಚ
কুটিলডন,ಕೋಟಿಲ್ಡನ್
ক্ৰেডিট কমিটি,ಕ್ರೆಡಿಟ್ ಸಮಿತಿ
১/ ঋণ দিয়া ২.ক্ৰেডিট,1. ಸಾಲ ನೀಡಿಕೆ 2. ಕ್ರೆಡಿಟ್
১/ ঋণদাতা ২.পাওনাদাৰ,1. ಸಾಲದಾತ 2. ಸಾಲಗಾರ
1. শিখৰ 2. শিখৰ 3. শিখৰ,1. ಕ್ರೆಸ್ಟ್ 2. ಶೃಂಗ 3. ಶಿಖರ
প্ৰত্যাহাৰ,ಹಿಂತೆಗೆದುಕೊಳ್ಳುವಿಕೆ
বিপদ,ಸಮಸ್ಯೆ
পৰীক্ষা,ಪರೀಕ್ಷೆ
জটিল অৱস্থা,ನಿರ್ಣಾಯಕ
শস্যৰ বীমা,ಬೆಳೆ ವಿಮೆ
শস্যৰ ঋণ,ಬೆಳೆ ಸಾಲ
১.শস্য ২.শস্য,1. ಬೆಳೆ 2. ಬೆಳೆ
খেতি কৰা অঞ্চল,ಕೃಷಿ ಪ್ರದೇಶ
ক্ৰছ অসঙ্গতিপূৰ্ণ,ಅಡ್ಡ ಹೊಂದಾಣಿಕೆಯಾಗುವುದಿಲ್ಲ
1. মুকুট 2. শিখৰ (উদ্ভিদ),1. ಕಿರೀಟ 2. ಪಿನಾಕಲ್ (ಸಸ್ಯ)
কোমল কণা,ಮೃದು ಕಣಗಳು
খোলা,ಕ್ರಸ್ಟ್
1. ক্ৰিপ্টোগাম 2. নন-ফ্ল&#39;ৰিফৰ্ম,1. ಕ್ರಿಪ್ಟೋಗಮ್ 2. ಫ್ಲೋರಿಫಾರ್ಮ್ ಅಲ್ಲದ
ছাঁটনি (ফল),ಕತ್ತರಿಸು (ಹಣ್ಣು)
কলম,ಪೆನ್ನು
জাত জাত,ತಳಿ ವೈವಿಧ್ಯ
১.ট্ৰেকচন ২.কৃষি ৩.খেতি কৰা,1. ಎಳೆತ 2. ಕೃಷಿ 3. ಬೇಸಾಯ
১/ কৃষক ২/ খেতিয়ক,1. ರೈತ 2. ಕೃಷಿಕ
১.খেতি ২.খেতি ৩.পালন,1. ಸಾಗುವಳಿ 2. ಸಾಗುವಳಿ 3. ಪಾಲನೆ
১.সম্পদ ২.প্ৰস্তুতি,1.ಸಂಪನ್ಮೂಲ 2.ತಯಾರಿಕೆ
১.কুন্তলন ২.কুঞ্চন,1.ಕುಂತಲನ್ 2.ಕುಂಚೋನ್
মুদ্ৰা,ಭಂಗಿ
১.এপিডাৰ্মিছ ২.কিউটিকল,1. ಎಪಿಡರ್ಮಿಸ್ 2. ಹೊರಪೊರೆ
1. কলম 2. কাটি 3. কাটি 4. কাটি 5. কাটিব,1. ಪೆನ್ 2. ಕತ್ತರಿಸುವುದು 3. ಕತ್ತರಿಸುವುದು 4. ಕತ್ತರಿಸುವುದು 5. ಕತ್ತರಿಸುವುದು
১.কৃমিৰ কৰ্পাছ ২.চিষ্ট ৩.চিষ্ট ৪.বিকৃত গোট ৫.নিওপ্লাজম,1. ವರ್ಮ್ ಕಾರ್ಪಸ್ 2. ಚೀಲ 3. ಚೀಲ 4. ವಿರೂಪಗೊಂಡ ಗಡ್ಡೆ 5. ನಿಯೋಪ್ಲಾಸಂ
চাইট&#39;ক্ৰ&#39;ম,ಸೈಟೋಕ್ರೋಮ್
কোষ সংযোজন,ಜೀವಕೋಶದ ಜೋಡಣೆ
কোষৰ প্ৰজনন,ಜೀವಕೋಶದ ಸಂತಾನೋತ್ಪತ್ತಿ
কোষৰ জিনীয় বিজ্ঞান,ಜೀವಕೋಶದ ತಳಿಶಾಸ್ತ್ರ
চাইট’প্লাজমিক বিভাজন,ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ವಿಭಾಗ
কোষ জীৱবিজ্ঞান,ಜೀವಕೋಶದ ಜೀವಶಾಸ್ತ್ರ
কোষৰ লাইছিছ,ಜೀವಕೋಶದ ವಿಘಟನೆ
১) চাইট’মিৰ ২) কোষৰ বিভাজন,1. ಸೈಟೋಮಿಯರ್ 2. ಕೋಶ ವಿಭಜನೆ
চাইট’প্লাজম,ಸೈಟೋಪ್ಲಾಸಂ
১/ দুগ্ধজাত সামগ্ৰী ২.দুগ্ধজাত সামগ্ৰী,1. ಡೈರಿ 2. ಡೈರಿ
দুগ্ধ উদ্যোগ,ಡೈರಿ ಉದ್ಯಮ
১.বান্ধ ২.প্ৰজননকাৰী,1. ಅಣೆಕಟ್ಟು 2. ತಳಿಗಾರ
দিন নিৰপেক্ষ উদ্ভিদ,ದಿನ ಸಂಪೂರ್ಣ ಸಸ್ಯ
ফুল ফুলাৰ পিছদিনা,ಹೂಬಿಡುವ ನಂತರ ದಿನ
সম্পূৰ্ণ ফুল ফুলাৰ পিছত দিন,ಪೂರ್ಣ ಹೂಬಿಡುವ ನಂತರ ದಿನ
অদক্ষতা,ಅಸಮರ್ಥತೆ
ডিকেলচিফিকেশন,ಡಿಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
1. dislodge 2. dislodge কৰা,1. ಹೊರಹಾಕು 2. ಹೊರಹಾಕು
পচি যোৱা,ಕೊಳೆತ
পৰ্ণপাতী,ಪತನಶೀಲ
১.দশমিক ২.দশমিক,1. ದಶಮಾಂಶ 2. ದಶಮಾಂಶ
হীনমন্যতা,ಕೀಳರಿಮೆ
অনুৰণ (মাটি),ಅನುರಾನ್ (ಮಣ್ಣು)
বিপুষ্পন,ವಿಪುಷ್ಪನ್
বিলিং,ಬಿಲ್ಲಿಂಗ್
বনাঞ্চল ধ্বংস কৰা,ಅರಣ್ಯನಾಶ
বদনাম,ಅವಮಾನ
অৱক্ষয়,ಅವನತಿ
অংশ দিন,ಭಾಗ ದಿನ
১.পৰিমাণ ২.অংশ,1. ಪ್ರಮಾಣ 2. ಭಾಗ
ডিহিচেন্স,ಅಳಿವು
খোলা আঁতৰোৱা,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
খোলা আঁতৰোৱা,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
পানীলগা,ನಿರ್ಜಲೀಕರಣ
জলহীন,ಜಲರಹಿತ
দাবী কৰা,ಬೇಡಿಕೆ
১.ডিনেচাৰেচন ২.গুণন,1. ಡಿನಾಟರೇಶನ್ 2. ಗುಣಾಕಾರ
ডেনুডেচন,ನಿಂದನೆ
1. জমা (মাটি) 2. জমা (অৰ্থনীতি),1. ಠೇವಣಿ (ಮಣ್ಣು) 2. ಠೇವಣಿ (ಅರ್ಥಶಾಸ್ತ್ರ)
জমা,ಠೇವಣಿ
১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস,1. ಸವಕಳಿ 2. ಸವಕಳಿ
ডিচেলাইনেচন,ನಿರ್ಲವಣೀಕರಣ
১/ পানী শুকুৱাই লোৱা ২/ পানীলগা,1. ನೀರು ಒಣಗಿಸುವುದು 2. ನಿರ್ಜಲೀಕರಣ
1. ডিজাইন 2. ডিজাইন,1. ವಿನ್ಯಾಸ 2. ವಿನ್ಯಾಸ
শুকান,ಒಣ
কাৰ্ণেল আঁতৰোৱা,ಕರ್ನಲ್ ತೆಗೆಯುವಿಕೆ
ডি-ইণ্টাৰকেলেচন,ಡಿ-ಇಂಟರ್ಕಲೇಶನ್
সংযোজন,ಸಂಯೋಗ
১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন,1. ಗಂಡು ಮಂಜರಿ ಉದ್ಧರಣ (ಮೆಕ್ಕೆಜೋಳ) 2. ಬಲ್ಲರ್ ಹೊರತೆಗೆಯುವಿಕೆ
বল্লাৰ বা কুন্দন কাটিব পৰা,ಬಲ್ಲರ್ ಅಥವಾ ಕುಂದನ್ ಕತ್ತರಿಸುವುದು
নিৰ্ণায়ক,ನಿರ್ಣಯಕ
বিমুদ্ৰাকৰণ,ಅಪಮೌಲ್ಯೀಕರಣ
ডি-ভেজিটেট,ಸಸ್ಯರಹಿತ
বিচ্যুতি,ವಿಚಲನ
দুণ্ডণ,ದುಪ್ಪಟ್ಟು
নিদান,ರೋಗನಿರ್ಣಯ
ভিন্ন পৰিপক্কতা,ವಿಭಿನ್ನ ಪ್ರಬುದ್ಧತೆ
bifurcation,ಕವಲೊಡೆಯುವಿಕೆ
1. দ্বিবিষাক্ত (বীজ),1. ಡೈಕೋಟಿಲ್ಡನ್ 2. ಡೈಕೋಟಿಲ್ಡನ್ (ಬೀಜ)
পিঠিৰ ৰোগ,ಬೆನ್ನು ರೋಗ
১.প্ৰসাৰণ ২.প্ৰসাৰণ,1. ಪ್ರಸರಣ 2. ಪ್ರಸರಣ
হজম ক্ষমতা,ಜೀರ್ಣಸಾಧ್ಯತೆ
ডাইহাইব্ৰিড,ಡೈಹೈಬ್ರಿಡ್
১.বান্ধ ২.নলা ৩.পৰিয়াল,1. ಅಣೆಕಟ್ಟು 2. ಚರಂಡಿ 3. ಕುಟುಂಬ
সামান্য,ಅತ್ಯಲ್ಪ
১.একপত্নী ২.একপত্নী,1. ಏಕಪತ್ನಿ 2. ಏಕಪತ್ನಿ
ডিপ্লয়ড,ಡಿಪ್ಲಾಯ್ಡ್
১.দ্বিগুণী ২.দ্বিগুণী,1. ಡಿಪ್ಲಾಯ್ಡ್ 2. ಡಿಪ್ಲಾಯ್ಡ್
ডাইপোল,ದ್ವಿಧ್ರುವಿ
১.নিষ্কাশন ২.কলি আঁতৰোৱা,1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಬಡ್ ತೆಗೆಯುವಿಕೆ
১.হালোৱা হাল বাই ২.ঘূৰোৱা,1. ನೇಗಿಲು ಉಳುಮೆ 2. ನೂಲುವ
ৰেহাই,ರಿಯಾಯಿತಿ
বীজাণুনাশক,ಸೋಂಕುಗಳೆತ
১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা,1. ಪ್ರಸರಣ 2. ಸ್ಕ್ಯಾಟರಿಂಗ್
1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স,1. ಚದುರುವಿಕೆ 2. ವ್ಯತ್ಯಾಸ
বৈচিত্ৰ্যতা,ವೈವಿಧ್ಯೀಕರಣ
বৈচিত্ৰময় কৃষি,ವೈವಿಧ್ಯಮಯ ಕೃಷಿ
dna পদক্ষেপ,ಡಿಎನ್ಎ ಹೆಜ್ಜೆ
ডি এন এ ৰিচিভাৰ,ಡಿಎನ್ಎ ರಿಸೀವರ್
ডক ভাড়া,ಡಾಕ್ ಬಾಡಿಗೆ
কাৰ্যকৰী,ಪರಿಣಾಮಕಾರಿ
নিদ্ৰাহীনতা,ಸುಪ್ತಾವಸ್ಥೆ
১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা,1. ಪ್ರಮಾಣ 2. ಡೋಸೇಜ್ 3. ಡೋಸೇಜ್
ডাবল চিগম&#39;ইড বক্ৰ,ಡಬಲ್ ಸಿಗ್ಮೋಯ್ಡ್ ಕರ್ವ್
1. gust 2. টানিব পৰা,1. ಬಿರುಗಾಳಿ 2. ಹಿಗ್ಗಿಸಿ
1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট,1. ಎಕ್ಸಾಸ್ಟ್ ಡ್ರೈನ್ 2. ಎಫ್ಲುಯೆಂಟ್
নিষ্কাশন,ಒಳಚರಂಡಿ
ট্ৰেকচন,ಎಳೆತ
1. ঔষধ দিয়া 2. তিয়াই পেলোৱা,1. ಔಷಧಿ ಕೊಡು 2. ಕುಡಿಸು
প্ৰসাধন সামগ্ৰী (বীজ),ಸೌಂದರ್ಯವರ್ಧಕಗಳು (ಬೀಜಗಳು)
1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ,1. ಆಗರ್ 2. ಆಳವಿಲ್ಲದ ದೋಷ 3. ಡ್ರಿಲ್ 4. ಆಗರ್
১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল,1. ರಂಧ್ರ 2. ಡ್ರಿಲ್ 3. ಡ್ರಿಲ್
১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া,1. ಕೊರೆಯುವುದು 2. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಬಿತ್ತನೆ 3. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಸುರಿಯುವುದು
ড্ৰিপ জলসিঞ্চন,ಹನಿ ನೀರಾವರಿ
শুকান খেতি কৰা,ಒಣ ಬೇಸಾಯ
১.ধূলি ২.বুকনি,1.ಧೂಳು 2.ಬುಕ್ನೆ
১.ডাষ্টাৰ ২.বিকিৰণকাৰী,1. ಡಸ್ಟರ್ 2. ಸ್ಕ್ಯಾಟರರ್
ছটিয়াই দিয়া,ಚಿಮುಕಿಸಲು
১.বামন ২.ৱামন,1. ಕುಬ್ಜ 2. ವಾಮನ
বামন পিৰামিড,ವಾಮನ ಪಿರಮಿಡ್
বামিণী ভৱন,ವಾಮಿನಿ ಭವನ
পৰিৱেশ বিজ্ঞান,ಪರಿಸರ ವಿಜ್ಞಾನ
অৰ্থনীতি,ಅರ್ಥಶಾಸ್ತ್ರ
অৰ্থনৈতিক দক্ষতা,ಆರ್ಥಿಕ ದಕ್ಷತೆ
পৰিস্থিতিগত ধৰণ,ಸಾಂದರ್ಭಿಕ ಪ್ರಕಾರ
অতিৰিক্ত স্তৰযুক্ত,ಹೆಚ್ಚುವರಿ ಶ್ರೇಣೀಕೃತ
কোমল,ಮೃದು
soil বিজ্ঞান,ಮಣ್ಣಿನ ವಿಜ್ಞಾನ
1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা,1. ಸೇತುವೆ 2. ಅಂಚು 3. ಸ್ಟ್ರಾಂಡ್ ಮುಚ್ಚುವಿಕೆ
খাদ্যৰ অংশ,ಆಹಾರ ಭಾಗ
চাহিদাৰ স্থিতিস্থাপকতা,ಬೇಡಿಕೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
উৎপাদন স্থিতিস্থাপকতা,ಉತ್ಪಾದನಾ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
ইলেক্ট্ৰ&#39;লাইছিছ,ವಿದ್ಯುದ್ವಿಭಜನೆ
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್
বাষ্পীভৱন,ಆವಿಯಾಗುವಿಕೆ
১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ,1. ಶಿರಚ್ಛೇದಕ 2. ಕ್ರಿಮಿನಾಶಕ 3. ಶಿರಚ್ಛೇದಕ 4. ಕ್ರಿಮಿನಾಶಕ
১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী,1. ವೀರ್ ಬಂಡಿ 2. ಸ್ಟ್ರಾಬಂಡಿ
ভ্ৰূণ,ಭ್ರೂಣ
১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান,1. ಭ್ರೂಣಶಾಸ್ತ್ರ 2. ಭೌತಶಾಸ್ತ್ರ
1. প্ৰস্থান 2. প্ৰস্থান,1. ನಿರ್ಗಮನ 2. ನಿರ್ಗಮನ
ইমালচাইফায়াৰ,ಎಮಲ್ಸಿಫೈಯರ್
অন্তৰ্জাতীয়,ಅಂತರ್ವರ್ಧಕ
ইন্ট্ৰা-পইণ্ট ডিভিজন,ಇಂಟ್ರಾ ಪಾಯಿಂಟ್ ವಿಭಾಗ
অন্তঃপৰজীৱী,ಒಳ-ಪರಾವಲಂಬಿ
এণ্ডোস্পাৰ্ম,ಎಂಡೋಸ್ಪರ್ಮ್
উদ্যোগ,ಉದ್ಯಮ
পতংগবিজ্ঞান,ಕೀಟಶಾಸ್ತ್ರ
পৰিৱেশ,ಪರಿಸರ
১.এনজাইম ২.এনজাইম,1. ಕಿಣ್ವ 2. ಕಿಣ್ವ
ক্লাষ্টাৰ গ্ৰাফটিং,ಕ್ಲಸ್ಟರ್ ಕಸಿ
১.এপিফাইট ২.এপিফাইট,1. ಎಪಿಫೈಟ್ 2. ಎಪಿಫೈಟ್
ন্যায়,ಈಕ್ವಿಟಿ
নিৰ্মূলকৰণ,ನಿವಾರಣೆ
প্ৰয়োজনীয় পুষ্টিকৰ উপাদান,ಅಗತ್ಯ ಪೋಷಕಾಂಶಗಳು
1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন,1. ಅಳತೆ 2. ಜಂಪ್ 3. ಮೌಲ್ಯಮಾಪನ
সূক্ষ্মতা,ಕೈಚಳಕ
সুজাননিক,ಸುಜನ್ನಿಕ್
মূল্যায়ন,ಮೌಲ್ಯಮಾಪನ
ভাপ গেজ,ಉಗಿ ಮಾಪಕ
বাষ্পীভৱন,ಆವಿಯಾಗುವಿಕೆ
চিৰন্তন বিপ্লৱ,ಶಾಶ್ವತ ಕ್ರಾಂತಿ
১.চিৰসেউজ ২.চিৰসেউজ,1. ನಿತ್ಯಹರಿದ್ವರ್ಣ 2. ನಿತ್ಯಹರಿದ್ವರ್ಣ
বিকাশ,ಅಭಿವೃದ್ಧಿ
কাটি পেলোৱা,ಕತ್ತರಿಸಿದ
পৰীক্ষয় (উৰ্বৰতা),ಪರೀಕ್ಷಯ್ (ಫಲವತ್ತತೆ)
শোষণ,ಶೋಷಣೆ
১.অন্বেষণ ২.অন্বেষণ,1. ಅನ್ವೇಷಣೆ 2. ಪರಿಶೋಧನೆ
১.এক্সট্ৰুচন ২.নিগমন,1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಹೊರಸೂಸುವಿಕೆ
নয়ন,ಕಣ್ಣು
1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ,1. ಅಂಶ 2. ಘಟಕ 3. ಅಂಶ 4. ಸಂಪನ್ಮೂಲ
কাৰক উৎপাদনশীলতা,ಅಂಶ ಉತ್ಪಾದಕತೆ
ট্ৰেডছমেনৰ ৰেহাই,ವ್ಯಾಪಾರಿಯ ರಿಯಾಯಿತಿ
ফেক্টৰিয়েল ব্লক ডিজাইন,ಅಪವರ್ತನೀಯ ಬ್ಲಾಕ್ ವಿನ್ಯಾಸ
বিকল্প,ಪರ್ಯಾಯ
১.পট্টি ২.পালিহাৰ,1. ಪಟ್ಟಿ 2. ಪಲಿಹಾರ್
গোটেই অংশ,ಒಟ್ಟು
ক্ষেত্ৰ মূল্যায়ন,ಕ್ಷೇತ್ರ ಮೌಲ್ಯಮಾಪನ
ফাৰ্ম বাজেট,ಕೃಷಿ ಬಜೆಟ್
কৃষি ব্যৱসায়,ಕೃಷಿ ವ್ಯಾಪಾರ
ক্ষেত্ৰ পৰিকল্পনা,ಕ್ಷೇತ್ರ ಯೋಜನೆ
১.কৃষক ২.কৃষক,1. ರೈತ 2. ರೈತ
১.কৃষি ২.খেতি কৰা,1. ಕೃಷಿ 2. ಕೃಷಿ
সংঘৰ্ষ,ಘರ್ಷಣೆ
একাধিক প্ৰজনন,ಬಹು ಸಂತಾನೋತ್ಪತ್ತಿ
কিম্বন,ಹುದುಗುವಿಕೆ
উৰ্বৰতা,ಫಲವತ್ತತೆ
সাৰ,ಗೊಬ್ಬರ
সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা,ರಸಗೊಬ್ಬರ ಬಳಕೆಯ ದಕ್ಷತೆ
আঁহযুক্ত,ನಾರಿನಂತಿರುವ
১.পাম ২.এলেকা ৩.অৱস্থান,1. ಫಾರ್ಮ್ 2. ಪ್ರದೇಶ 3. ಸ್ಥಳ
মাটিৰ পানী ধৰি ৰখা,ಮಣ್ಣಿನ ನೀರನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವುದು
ক্ষেত্ৰ প্ৰদৰ্শন,ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ
1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা,1. ನಿಶ್ಚಲತೆ 2. ಸ್ಥಿರೀಕರಣ 3. ಸ್ಥಿರೀಕರಣ
1. প্লাৱন 2. গৰ্ভধাৰণ,1. ಮುಳುಗುವಿಕೆ 2. ಒಳಸೇರಿಸುವಿಕೆ
ফ্ল&#39; ডায়াগ্ৰাম,ನಿರ್ವಹಣಾ ಚಿತ್ರ
খাদ্য মূল্য,ಆಹಾರ ಮೌಲ್ಯ
পশুখাদ্য,ಮೇವು
পুৰ্বানুমান,ಮುನ್ಸೂಚನೆ
অৰণ্য,ಅರಣ್ಯ
বনানীকৰণ,ಅರಣ್ಯೀಕರಣ
১.তাদপৰ্ণ ২.ফৰ্ম,1. ತಾಡ್ಪರ್ನ್ 2. ಫಾರ್ಮ್
হিম প্ৰতিৰোধী,ಹಿಮ ನಿರೋಧಕ
১.পালা ২.ব্লাইট,1. ಪಾಲಾ 2. ಬ್ಲೈಟ್
1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন,1. ಹೆಪ್ಪುಗಟ್ಟಿದ 2. ಹೆಪ್ಪುಗಟ್ಟಿದ
অনুষ্ঠান,ಕಾರ್ಯ
১/ ফলৰ পতন ২.ফলৰ পতন,1. ಹಣ್ಣಿನ ಪತನ 2. ಹಣ್ಣಿನ ಪತನ
ফল হৈ পৰে,ಹಣ್ಣಾಗುತ್ತವೆ
1. ধূমপান 2. ধূমপান,1. ಧೂಮೀಕರಣ 2. ಧೂಮೀಕರಣ
ভেঁকুৰনাশক,ಶಿಲೀಂಧ್ರನಾಶಕ
