Malayalam,Gujarati
1. കൃഷി 2. കൃഷി 3. വളർത്തൽ,1. ખેતી 2. ખેતી 3. ઉછેર
1.വിഭവം 2.തയ്യാറെടുപ്പ്,1.સંસાધન 2.તૈયારી
1.കുന്തളൻ 2.കുഞ്ചോൻ,1.કુંતલન 2.કુંચોન
ഭാവം,મુદ્રા
1. പുറംതൊലി 2. പുറംതൊലി,1. બાહ્ય ત્વચા 2. ક્યુટિકલ
1. പേന 2. മുറിക്കൽ 3. മുറിക്കൽ 4. മുറിക്കൽ 5. മുറിക്കൽ,1. પેન 2. કટિંગ 3. કટીંગ 4. કટીંગ 5. કટીંગ
1. വിര കോർപ്പസ് 2. സിസ്റ്റ് 3. സിസ്റ്റ് 4. വികലമായ മുഴ 5. നിയോപ്ലാസം,1. કૃમિ કોર્પસ 2. ફોલ્લો 3. ફોલ્લો 4. વિકૃત ગઠ્ઠો 5. નિયોપ્લાઝમ
സൈറ്റോക്രോം,સાયટોક્રોમ
സെൽ കപ്ലിംഗ്,કોષ જોડાણ
കോശ പുനരുൽപാദനം,સેલ પ્રજનન
സെൽ ജനിതകശാസ്ത്രം,સેલ જીનેટિક્સ
സൈറ്റോപ്ലാസ്മിക് ഡിവിഷൻ,સાયટોપ્લાઝમિક વિભાજન
സെൽ ബയോളജി,સેલ બાયોલોજી
സെൽ ലിസിസ്,સેલ લિસિસ
1. സൈറ്റോമിയർ 2. സെൽ സെഗ്മെന്റേഷൻ,1. સાયટોમેર 2. કોષ વિભાજન
സൈറ്റോപ്ലാസം,સાયટોપ્લાઝમ
1. ഡയറി 2. ഡയറി,1. ડેરી 2. ડેરી
ക്ഷീര വ്യവസായം,ડેરી ઉદ્યોગ
1. ഡാം 2. ബ്രീഡർ,1. ડેમ 2. સંવર્ધક
ദിവസം സമ്പൂർണ്ണ പ്ലാന്റ്,ડે એબ્સોલ્યુટ પ્લાન્ટ
പൂവിടുമ്പോൾ ദിവസം,ફૂલો પછીનો દિવસ
മുഴുവൻ പൂവിടുമ്പോൾ ഒരു ദിവസം,સંપૂર્ણ ફૂલો પછીનો દિવસ
കാര്യക്ഷമതയില്ലായ്മ,બિનકાર્યક્ષમતા
ഡീകാൽസിഫിക്കേഷൻ,decalcification
1. ഡിസ്ലോഡ്ജ് 2. ഡിസ്ലോഡ്ജ്,1. ડિસ્લોજ 2. ડિસ્લોજ
ക്ഷയം,સડો
ഇലപൊഴിയും,પાનખર
1. ദശാംശം 2. ദശാംശം,1. દશાંશ 2. દશાંશ
അപകർഷത,હીનતા
അനുരൻ (മണ്ണ്),અનુરાન (માટી)
വിപുഷ്പൻ,વિપુષ્પન
ബില്ലിംഗ്,બિલિંગ
വനനശീകരണം,વનનાબૂદી
അപമാനം,અપમાન
തരംതാഴ്ത്തൽ,અધોગતિ
ഭാഗം ദിവസം,ભાગ દિવસ
1. അളവ് 2. ഭാഗം,1. જથ્થો 2. ભાગ
അപചയം,અવક્ષય
തൊണ്ട നീക്കം,કુશ્કી દૂર કરવી
തൊണ്ട നീക്കം,કુશ્કી દૂર કરવી
നിർജ്ജലീകരണം,નિર્જલીકરણ
ജലരഹിതമായ,નિર્જળ
ആവശ്യം,માંગ
1. ഡീനാറ്ററേഷൻ 2. ഗുണനം,1. વિકૃતિકરણ 2. ગુણાકાર
അപകീർത്തിപ്പെടുത്തൽ,નિંદા
1. നിക്ഷേപം (മണ്ണ്) 2. നിക്ഷേപം (സാമ്പത്തികശാസ്ത്രം),1. થાપણ (માટી) 2. થાપણ (અર્થશાસ્ત્ર)
നിക്ഷേപം,જમા
1. മൂല്യത്തകർച്ച 2. മൂല്യത്തകർച്ച,1. અવમૂલ્યન 2. અવમૂલ્યન
ഉപ്പുനീക്കം,ડિસેલિનેશન
1. വെള്ളം ഉണക്കൽ 2. നിർജ്ജലീകരണം,1. પાણી સુકાઈ જવું 2. નિર્જલીકરણ
1. ഡിസൈൻ 2. ഡിസൈൻ,1. ડિઝાઇન 2. ડિઝાઇન
വരണ്ട,સુકા
കേർണൽ നീക്കം,કર્નલ દૂર કરવું
ഡി-ഇന്റർകലേഷൻ,ડી-ઇન્ટરકલેશન
സംയോജനം,જોડાણ
1. ആൺ മഞ്ജരി വേർതിരിച്ചെടുക്കൽ (ചോളം) 2. ബല്ലാർ വേർതിരിച്ചെടുക്കൽ,1. પુરુષ મંજરી નિષ્કર્ષણ (મકાઈ) 2. બલ્લાર નિષ્કર્ષણ
ബല്ലാർ അല്ലെങ്കിൽ കുന്ദൻ മുറിക്കൽ,બલ્લાર અથવા કુંદન કટીંગ
നിർണ്ണയിക്കുന്നയാൾ,નિર્ધારક
മൂല്യച്യുതി,અવમૂલ્યન
സസ്യഭക്ഷണം,ડી-વનસ્પતિ
വ്യതിയാനം,વિચલન
ഇരട്ടി,ડબલ
രോഗനിർണയം,નિદાન
വ്യത്യസ്ത പക്വത,વિવિધ પરિપક્વતા
വിഭജനം,વિભાજન
1. ഡൈക്കോട്ടിലിഡൺ 2. ഡൈക്കോട്ടിലിഡൺ (വിത്ത്),1. ડાઇકોટાઇલ્ડન 2. ડિકોટાઇલ્ડન (બીજ)
പുറം രോഗം,પીઠનો રોગ
1. ഡിഫ്യൂഷൻ 2. ഡിഫ്യൂഷൻ,1. પ્રસરણ 2. પ્રસરણ
ദഹനക്ഷമത,પાચનક્ષમતા
ഡൈഹൈബ്രിഡ്,દ્વિસંકર
1. ഡാം 2. ഡ്രെയിൻ 3. കുടുംബം,1. ડેમ 2. ડ્રેઇન 3. કુટુંબ
തുച്ഛമായ,અલ્પ
1. ഏകഭാര്യ 2. ഏകഭാര്യ,1. મોનોગેમસ 2. મોનોગેમસ
ഡിപ്ലോയിഡ്,ડિપ્લોઇડ
1. ഡിപ്ലോയിഡ് 2. ഡിപ്ലോയിഡ്,1. ડિપ્લોઇડ 2. ડિપ્લોઇડ
ദ്വിധ്രുവം,દ્વિધ્રુવ
1. വേർതിരിച്ചെടുക്കൽ 2. ബഡ് നീക്കം,1. નિષ્કર્ષણ 2. બડ દૂર કરવું
1. പ്ലോ പ്ലോവിംഗ് 2. സ്പിന്നിംഗ്,1. હળ ખેડવું 2. કાંતવું
കിഴിവ്,ડિસ્કાઉન્ટ
അണുനശീകരണം,જીવાણુ નાશકક્રિયા
1. ഡിസ്പർഷൻ 2. ചിതറിക്കൽ,1. વિખેરવું 2. છૂટાછવાયા
1.ചിതറിക്കൽ 2.വ്യതിയാനം,1.સ્કેટરિંગ 2.વિવિધતા
വൈവിധ്യവൽക്കരണം,વૈવિધ્યકરણ
വൈവിധ്യമാർന്ന കൃഷി,વૈવિધ્યસભર કૃષિ
ഡിഎൻഎ ഘട്ടം,ડીએનએ પગલું
ഡിഎൻഎ റിസീവർ,ડીએનએ રીસીવર
ഡോക്ക് വാടകയ്ക്ക്,ગોદી ભાડે
ഫലപ്രദമായ,અસરકારક
സുഷുപ്തി,નિષ્ક્રિયતા
1. അളവ് 2. അളവ് 3. അളവ്,1. જથ્થો 2. માત્રા 3. માત્રા
ഇരട്ട സിഗ്മോയിഡ് കർവ്,ડબલ સિગ્મોઇડ વળાંક
1. കാറ്റ് 2. നീട്ടുക,1. ગસ્ટ 2. સ્ટ્રેચ
1. എക്‌സ്‌ഹോസ്റ്റ് ഡ്രെയിൻ 2. മലിനജലം,1. એક્ઝોસ્ટ ડ્રેઇન 2. પ્રવાહ
ഡ്രെയിനേജ്,ડ્રેનેજ
ട്രാക്ഷൻ,ટ્રેક્શન
1. മരുന്ന് കൊടുക്കുക 2. നനയ്ക്കുക,1. દવા આપો 2. ભીંજાવો
സൗന്ദര്യവർദ്ധക വസ്തുക്കൾ (വിത്തുകൾ),સૌંદર્ય પ્રસાધનો (બીજ)
1. ആഗർ 2. ആഴം കുറഞ്ഞ തകരാർ 3. ഡ്രിൽ 4. ആഗർ,1. ઓગર 2. છીછરા ફોલ્ટ 3. ડ્રીલ 4. ઓગર
1. ദ്വാരം 2. ഡ്രിൽ 3. ഡ്രിൽ,1. છિદ્ર 2. કવાયત 3. કવાયત
1. ഡ്രില്ലിംഗ് 2. ഡ്രിൽ ഉപയോഗിച്ച് വിതയ്ക്കൽ 3. ഡ്രിൽ ഉപയോഗിച്ച് ഒഴിക്കുക,1. ડ્રિલિંગ 2. ડ્રિલ વડે વાવણી 3. ડ્રિલ વડે રેડવું
ഡ്രിപ്പ് ഇറിഗേഷൻ,ટપક સિંચાઈ
ഉണങ്ങിയ കൃഷി,સૂકી ખેતી
1.പൊടി 2.ബുക്നെ,1.ધૂળ 2.બુકની
1. ഡസ്റ്റർ 2. സ്കാറ്ററർ,1. ડસ્ટર 2. સ્કેટરર
തളിക്കാൻ,છંટકાવ કરવા માટે
1. വാമനൻ 2. വാമനൻ,1. વામન 2. વામન
വാമന പിരമിഡ്,વામન પિરામિડ
വാമിനി ഭവൻ,વામિની ભવન
പരിസ്ഥിതി ശാസ്ത്രം,ઇકોલોજી
ഇക്കണോമെട്രിക്സ്,અર્થશાસ્ત્ર
സാമ്പത്തിക കാര്യക്ഷമത,આર્થિક કાર્યક્ષમતા
സാഹചര്യ തരം,પરિસ્થિતિગત પ્રકાર
അധിക-സ്ട്രാറ്റിഫൈഡ്,વધારાનું સ્તરીકરણ
മൃദുവായ,નરમ
മണ്ണ് ശാസ്ത്രം,માટી વિજ્ઞાન
1. ബ്രിഡ്ജിംഗ് 2. എഡ്ജിംഗ് 3. സ്ട്രാൻഡ് ക്ലോഷർ,1. બ્રિજિંગ 2. એજિંગ 3. સ્ટ્રાન્ડ ક્લોઝર
ഭക്ഷണ ഭാഗം,ખોરાકનો ભાગ
ഡിമാൻഡിന്റെ ഇലാസ്തികത,માંગની સ્થિતિસ્થાપકતા
ഉത്പാദന ഇലാസ്തികത,ઉત્પાદન સ્થિતિસ્થાપકતા
വൈദ്യുതവിശ്ലേഷണം,વિદ્યુત વિચ્છેદન-વિશ્લેષણ
ഇലക്ട്രോഫോറെസിസ്,ઇલેક્ટ્રોફોરેસિસ
ആവിയായി,બાષ્પીભવન
1. ശിരഛേദം 2. വന്ധ്യംകരണം 3. ശിരഛേദം 4. വന്ധ്യംകരണം,1. શિરચ્છેદ કરનાર 2. જંતુમુક્ત કરનાર 3. શિરચ્છેદ કરનાર 4. જંતુમુક્ત કરનાર
1. വീർ ബാൻഡി 2. സ്ട്രോബണ്ടി,1. વિયર બંડી 2. સ્ટ્રોબંદી
ഭ്രൂണം,ગર્ભ
1. ഭ്രൂണശാസ്ത്രം 2. ഭൗതികശാസ്ത്രം,1. ગર્ભવિજ્ઞાન 2. ભૌતિકશાસ્ત્ર
1. പുറത്തുകടക്കുക 2. പുറത്തുകടക്കുക,1. બહાર નીકળો 2. બહાર નીકળો
എമൽസിഫയർ,ઇમલ્સિફાયર
അന്തർജനകമായ,અંતર્જાત
ഇൻട്രാ പോയിന്റ് ഡിവിഷൻ,આંતર-બિંદુ વિભાગ
ഇൻട്രാ-പാരാസിറ്റിക്,આંતર-પરજીવી
എൻഡോസ്പേം,એન્ડોસ્પર્મ
എന്റർപ്രൈസ്,એન્ટરપ્રાઇઝ
കീടശാസ്ത്രം,કીટશાસ્ત્ર
പരിസ്ഥിതി,પર્યાવરણ
1. എൻസൈം 2. എൻസൈം,1. એન્ઝાઇમ 2. એન્ઝાઇમ
ക്ലസ്റ്റർ ഗ്രാഫ്റ്റിംഗ്,ક્લસ્ટર કલમ બનાવવી
1. എപ്പിഫൈറ്റ് 2. എപ്പിഫൈറ്റ്,1. એપિફાઇટ 2. એપિફાઇટ
ഇക്വിറ്റി,ઇક્વિટી
ഉന്മൂലനം,નાબૂદી
അവശ്യ പോഷകങ്ങൾ,આવશ્યક પોષક તત્વો
1. അളവ് 2. ജമ്പ് 3. വിലയിരുത്തൽ,1. માપન 2. જમ્પ 3. આકારણી
സൂക്ഷ്മത,સુંદરતા
സുജനിക്,સુજનનિક
മൂല്യനിർണ്ണയം,મૂલ્યાંકન
സ്റ്റീം ഗേജ്,વરાળ માપક
ബാഷ്പീകരണ പ്രചോദനം,બાષ્પીભવન
ശാശ്വത വിപ്ലവം,શાશ્વત ક્રાંતિ
1. നിത്യഹരിതം 2. നിത്യഹരിതം,1. સદાબહાર 2. સદાબહાર
വികസനം,વિકાસ
വിച്ഛേദിക്കുക,કાપી નાખવું
പരീക്ഷയ് (ഫെർട്ടിലിറ്റി),પરિક્ષય (ફર્ટિલિટી)
ചൂഷണം,શોષણ
1. പര്യവേക്ഷണം 2. പര്യവേക്ഷണം,1. અન્વેષણ 2. અન્વેષણ
1. എക്സ്ട്രൂഷൻ 2. എമിഷൻ,1. ઉત્સર્જન 2. ઉત્સર્જન
കണ്ണ്,આંખ
1. ഘടകം 2. ഘടകം 3. ഘടകം 4. റിസോഴ്സ്,1. પરિબળ 2. ઘટક 3. પરિબળ 4. સંસાધન
ഘടകം ഉത്പാദനക്ഷമത,પરિબળ ઉત્પાદકતા
വ്യാപാരിയുടെ കിഴിവ്,વેપારીનું ડિસ્કાઉન્ટ
ഫാക്‌ടോറിയൽ ബ്ലോക്ക് ഡിസൈൻ,ફેક્ટોરિયલ બ્લોક ડિઝાઇન
ബദൽ,વૈકલ્પિક
1. പട്ടി 2. പലിഹാർ,1. પટ્ટી 2. પાલિહાર
മൊത്തത്തിലുള്ള,સ્થૂળ
ഫീൽഡ് മൂല്യനിർണ്ണയം,ક્ષેત્ર મૂલ્યાંકન
കാർഷിക ബജറ്റിംഗ്,ફાર્મ બજેટિંગ
കാർഷിക ബിസിനസ്സ്,કૃષિ વ્યવસાય
ഫീൽഡ് ആസൂത്രണം,ક્ષેત્ર આયોજન
1. കർഷകൻ 2. കർഷകൻ,1. ખેડૂત 2. ખેડૂત
1. കൃഷി 2. കൃഷി,1. ખેતી 2. ખેતી
കൂട്ടിയിടി,અથડામણ
ഒന്നിലധികം പ്രജനനം,બહુવિધ સંવર્ધન
അഴുകൽ,આથો
ഫെർട്ടിലിറ്റി,ફળદ્રુપતા
വളം,ખાતર
വളം ഉപയോഗം കാര്യക്ഷമത,ખાતર ઉપયોગ કાર્યક્ષમતા
നാരുകളുള്ള,તંતુમય
1. ഫാം 2. ഏരിയ 3. സ്ഥലം,1. ફાર્મ 2. વિસ્તાર 3. સ્થાન
മണ്ണ് വെള്ളം പിടിക്കൽ,માટી પાણી હોલ્ડિંગ
ഫീൽഡ് പ്രദർശനം,ક્ષેત્ર પ્રદર્શન
1. ഇമ്മൊബിലൈസേഷൻ 2. ഫിക്സേഷൻ 3. ഫിക്സേഷൻ,1. સ્થિરીકરણ 2. ફિક્સેશન 3. ફિક્સેશન
1. വെള്ളപ്പൊക്കം 2. ഇംപ്രെഗ്നേഷൻ,1. પાણી ભરવું 2. ગર્ભાધાન
ഒഴുക്ക് ഡയഗ്രം,પ્રવાહ રેખાકૃતિ
ഭക്ഷണ മൂല്യം,ખોરાક મૂલ્ય
കാലിത്തീറ്റ,ચારો
പ്രവചനം,આગાહી
വനം,વન
വനവൽക്കരണം,વનીકરણ
1. ടാഡ്പാർൺ 2. ഫോം,1. તડપાર્ન 2. ફોર્મ
മഞ്ഞ് പ്രതിരോധം,હિમ પ્રતિરોધક
1. പാലാ 2. ബ്ലൈറ്റ്,1. પાલા 2. બ્લાઈટ
1. മരവിച്ച 2. മരവിച്ച,1. સ્થિર 2. સ્થિર
പ്രവർത്തനം,કાર્ય
1. ഫ്രൂട്ട് ഫാൾ 2. ഫ്രൂട്ട് ഫാൾ,1. ફ્રુટ ફોલ 2. ફ્રુટ ફોલ
ഫലമായിത്തീരുന്നു,ફળ બની જાય છે
1. ഫ്യൂമിഗേഷൻ 2. ഫ്യൂമിഗേഷൻ,1. ધૂણી 2. ધૂણી
കുമിൾനാശിനി,ફૂગનાશક
ആന്റിഫംഗൽ,ફૂગપ્રતિરોધી
കുമിൾ,ફૂગ
1. ഖുദ് 2. സീത,1. ખુદ 2. સીતા
1. ഫ്യൂഷൻ 2. ഫ്യൂഷൻ,1. ફ્યુઝન 2. ફ્યુઝન
പഞ്ഞി,કપાસ ઉન
രോമമുള്ള,રુવાંટીવાળું
1. ട്രീ അൾസർ 2. പിടിക,1. ઝાડનું અલ્સર 2. પિટિકા
1. ഗേമറ്റുകൾ 2. ഗെയിമറ്റുകൾ,1. ગેમેટ્સ 2. ગેમેટ્સ
1. പൂന്തോട്ടം 2. പൂന്തോട്ടം,1. બગીચો 2. બગીચો
1. പൻസാൽ 2. ഹൈഡ്രോമീറ്റർ,1. પંસલ 2. હાઇડ્રોમીટર
ജീൻ ശേഖരണം,જનીન સંગ્રહ
ജീൻ ടാഗൺ,જીન ટેગોન
വംശാവലി,વંશાવળી
ജീൻ മാപ്പ്,જનીન નકશો
ജനിതകശാസ്ത്രം,જીનેટિક્સ
1. ജീനോം 2. സംഗീൻ,1. જીનોમ 2. સંગેન
സഞ്ജിനി ശേഖരം,સંજીની કલેક્શન
ജനിതകശാസ്ത്രം,જીનોમિક્સ
ജനിതകരൂപം,જીનોટાઇપ
1. ജീൻ ഘടന 2. ജീൻ തരം,1. જનીન માળખું 2. જનીન પ્રકાર
വംശാവലി,લિનેજ
1. ജനുസ്സ് 2. വംശം,1. જીનસ 2. વંશ
1. ബീജം 2. ബീജം,1. જીવાણુ 2. જીવાણુ
അണുനാശിനി,જીવાણુનાશક
മുളപ്പിക്കൽ,અંકુરણ
1. ജെർംപ്ലാസ്ം 2. ജെർംപ്ലാസം,1. જર્મપ્લાઝમ 2. જર્મપ્લાઝમ
ഗിബ്ബെറലിക് ആസിഡ്,ગીબેરેલિક એસિડ
പെറുക്കുക,ઉગાડવું
തുഷ്,ટશ
1. ഗ്ലൂറ്റൻ 2. ഗ്ലൂട്ടണി,1. ગ્લુટેન 2. ખાઉધરાપણું
ഗ്ലൈക്കോളിസിസ്,ગ્લાયકોલિસિસ
കൊള്ളാം,સરસ
സുവർണ്ണ വിപ്ലവം,સુવર્ણ ક્રાંતિ
1. വർഗ്ഗീകരണം 2. വർഗ്ഗീകരണം 3. വർഗ്ഗീകരണം,1. વર્ગીકરણ 2. વર્ગીકરણ 3. સ્તરીકરણ
1. ഒട്ടിച്ച ചെടി 2. പെൻബ്രൽ ചെടി,1. કલમી છોડ 2. પેનમ્બ્રલ પ્લાન્ટ
പേന പൊരുത്തമില്ലാത്ത,પેન અસંગત
ഗ്രാന,ગ્રેના
ഗ്രാനുലേഷൻ,દાણાદાર
പച്ചിലവളം,લીલું ખાતર
ഹരിത വിപ്ലവം,હરિયાળી ક્રાંતિ
വളർച്ചയും വികസനവും,વૃદ્ધિ અને વિકાસ
1. മോണരോഗം,1. ગમ રોગ
ഭിന്നലിംഗക്കാരൻ,વિષમલિંગી
1. പ്രകൃതി 2. പ്രകൃതി 3. രൂപഗുണ 4. ഭാവം,1. પ્રકૃતિ 2. પ્રકૃતિ 3. રૂપગુણ 4. દેખાવ
1. ഓല 2. കർക്കപ്പട്ട് 3. കർക്ക,1. ઓલા 2. કરકપાટ 3. કાર્કા
റോമിൽ വാച്ച്,રોમિલવોચ
സലൈൻ സിസ്റ്റ്,ખારા ફોલ્લો
ഹാരോ,હેરો
1. വിളവെടുപ്പ് സൂചിക 2. വിളവെടുപ്പ് സൂചിക,1. હાર્વેસ્ટિંગ ઈન્ડેક્સ 2. હાર્વેસ્ટિંગ ઈન્ડેક્સ
1. വിളവെടുപ്പ് 2. വിളവെടുത്ത വിള 3. പൂർത്തിയായ വിള 4. വിളവ്,1. લણણી 2. લણણી કરેલ પાક 3. સમાપ્ત પાક 4. ઉપજ
1. പറിക്കൽ 2. വിളവെടുപ്പ് 3. പറിക്കൽ,1. તોડવું 2. લણણી 3. તોડવું
1. മുട്ടയിടൽ 2. മുട്ട ശക്തി,1. એગ લેઇંગ 2. એગ ફોર્સ
ഉണങ്ങിയ പുല്ല്,સૂકું ઘાસ
ഉണങ്ങിയ തീറ്റ,શુષ્ક ફીડ
ഗഞ്ചി,ગંજી
മൂടൽമഞ്ഞ്,ઝાકળ
മൂടൽമഞ്ഞ്,ધૂંધળું
1. ബാലി 2. സിത്ത 3. മുണ്ടക് 4. ടോപ്പ് 5. തല 6. സിറ,1. બાલી 2. સિત્ત 3. મુંડક 4. ટોપ 5. હેડ 6. સિરા
തോടിന്റെ അവസാനം,ખાંચનો અંત
മുകളിൽ അരിവാൾകൊണ്ടു,ટોચ કાપણી
വേലി,વાડ
കസ്റ്റഡി,કસ્ટડીમાં
കുണ്ഡലിനി,કુંડલિની
ഹെമറ്റൈറ്റ്,હેમેટાઇટ
1. സസ്യം 2. സസ്യം,1. ઔષધિ 2. ઔષધિ
1.ബൊട്ടാണിക്കൽ ശേഖരം 2.ബൊട്ടാണിക്കൽ മ്യൂസിയം,1.બોટનિકલ કલેક્શન 2.બોટનિકલ મ્યુઝિયમ
കളനാശിനി,હર્બિસાઇડ
പാരമ്പര്യം,આનુવંશિકતા
പാരമ്പര്യം,આનુવંશિકતા
ബൈസെക്ഷ്വൽ,ઉભયલિંગી
ഹെറ്ററോക്രോമാറ്റിക്,હેટરોક્રોમેટિક
heterofertilization,હેટરોફર્ટિલાઇઝેશન
1. ഹൈബ്രിഡോസ് 2. ഹെറ്ററോസിസ്,1. હાઇબ્રિડોઝ 2. હેટેરોસિસ
സെക്സ്ക്രോമസോമുകൾ,લૈંગિક રંગસૂત્રો
വളർത്തി,ઉછેર
ഹെക്സാഡെസിമൽ,હેક્સાડેસિમલ
തണുത്ത സുഷുപ്തി,ઠંડી નિષ્ક્રિયતા
ഉയർന്ന സാന്ദ്രത നടീൽ,ઉચ્ચ ઘનતા વાવેતર
1. പിൻഡ്ലക്ക് 2. കുന്ന് (നെല്ല്),1. પિંડલક 2. ટેકરી (ડાંગર)
ഹിസ്റ്റോഗ്രാം,હિસ્ટોગ્રામ
ഹൈടെക് ഹോർട്ടികൾച്ചർ,ઉચ્ચ તકનીકી બાગાયત
1.തൈര് 2. കൂട്,1. દહીં 2. મધપૂડો
1. കളനിയന്ത്രണം 2. കളനിയന്ത്രണം,1. નીંદણ 2. નીંદણ
പിടിക്കുന്നു,હોલ્ડિંગ
സ്വകാര്യ ഫാം,ખાનગી ફાર્મ
ഹോമിയോസ്റ്റാസിസ്,હોમિયોસ્ટેસિસ
മാതൃഭൂമി,વતન
ഏകതാനത,એકરૂપતા
1. ഏകതാനമായ 2. ഏകതാനമായ,1. સજાતીય 2. સજાતીય
സഹതാപം,સહાનુભૂતિશીલ
ഹോമോസൈഗസ്,સજાતીય
1. ഖുറിക്ക 2. ഭക്ഷണ പാത്രം 3. ഹാപ്പർ,1. ઘુર્લિકા 2. ખાદ્યપદાર્થો 3. હાપર
1. പാളി 2. ചക്രവാളം,1. સ્તર 2. ક્ષિતિજ
ഹോർട്ടികൾച്ചറൽ വിളകൾ,બાગાયતી પાક
1. ഹോർട്ടികൾച്ചർ 2. ഹോർട്ടികൾച്ചർ 3. ഹോർട്ടികൾച്ചർ 4. ഹോർട്ടികൾച്ചർ,1. બાગાયત 2. બાગાયત 3. બાગાયત 4. બાગાયત
