Bengali,Assamese
ডিস্ক ক্ষমতা,ডিষ্কৰ ক্ষমতা
তথ্য ধারণ করে যে চাকতি,ডিষ্ক ড্ৰাইভ
ডিস্ক ফাইল,ডিষ্ক নথিপত্ৰ
ডিস্ক মেমরি,ডিষ্ক মেমৰি
ডিস্ক অপারেটিং সিস্টেম (DOS),ডিষ্ক কাৰ্য্যকৰপ্ৰণালী (DOS)
ডিস্ক প্যাক,ডিষ্ক পেক
ডিস্ক সার্ভার,ডিষ্ক চাৰ্ভাৰ
ডিস্ক স্টোরেজ,ডিষ্ক সংৰক্ষণ
ডিস্কেট,ডিস্কেট
প্রদর্শন ফাইল,ফাইল প্ৰদৰ্শন কৰক
প্রদর্শন চিত্র,ছবি প্ৰদৰ্শন কৰক
নিষ্পত্তি,নিষ্পত্তি
দূরত্ব,দূৰত্ব
দূরত্ব ফাংশন,দূৰত্বৰ ফলন
বিকৃতি,বিকৃতি
বিতরণ করা,বিতৰণ কৰা হৈছে
বিতরণ করা তথ্য,বিতৰণ কৰা তথ্য
বিতরণ করা সার্ভার,বিতৰণ কৰা চাৰ্ভাৰ
বিতরণ ব্যবস্থা,বিতৰণ কৰা ব্যৱস্থা
বিতরণকারী,বিতৰণমূলক
নথি,নথিপত্ৰ
নথি উদ্ধার করা হয়েছে,নথিপত্ৰ উদ্ধাৰ কৰা হৈছে
নথি উইন্ডো,নথিপত্ৰ উইন্ডো
ডকুমেন্টেশন,নথিপত্ৰ
ডোমেইন,ডমেইন
ডোমেন নাম,ডমেইনৰ নাম
ডট ম্যাট্রিক্স প্রিন্টার,ডট মেট্ৰিক্স প্ৰিন্টাৰ
নিচে,তললৈ
ডাউন লিঙ্ক,ডাউন লিংক
ডাউন লোড হচ্ছে,ডাউন লোডিং
ডাউন সময়,ডাউন টাইম
টেনে আনা,ড্ৰেগিং কৰা
DRAM (গতিশীল RAM),DRAM (ডাইনামিক ৰেম)
প্রবাহ,ড্ৰিফ্ট
ড্রাইভার,ড্ৰাইভাৰ
ড্রপ,টোপাল
ড্রপ ডাউন তালিকা বাক্স,ড্ৰপ ডাউন তালিকা বাকচ
ড্রাম ড্রাইভ,ড্ৰাম ড্ৰাইভ
ড্রাম প্রিন্টার,ড্ৰাম প্ৰিন্টাৰ
ড্রাম ইউনিট,ড্ৰাম ইউনিট
দ্বৈত,দ্বৈত
দ্বৈত ঘনত্ব,দ্বৈত ঘনত্ব
ডামি ঠিকানা,ডামি ঠিকনা
ডাম্প,ভাণ্ডাৰ
ডুপ্লেক্স সার্কিট,ডুপ্লেক্স বৰ্তনী
ডুপ্লেক্সিং,ডুপ্লেক্সিং
নকল,ডুপ্লিকেট কৰক
ডিভিডি R/W,ডিভিডি R/W
ডিভিডি রম,DVD ROM
গতিশীল নির্দেশ,গতিশীল নিৰ্দেশনা
গতিশীল মেমরি,গতিশীল স্মৃতিশক্তি
গতিবিদ্যা,গতিশীলতা
ইবিসিডিআইসি,ইবিচিডিআইচি
ই-ব্যবসা,ই-ব্যৱসায়
প্রতিধ্বনি,প্ৰতিধ্বনি
ই-কমার্স,ই-কমাৰ্চ
সম্পাদনা,সম্পাদনা কৰক
সম্পাদক,সম্পাদক
শিক্ষাবিষয়ক প্রযুক্তি,শৈক্ষিক প্ৰযুক্তি
ইইপি রম,ইইপি ৰম
কার্যকর ঠিকানা (ভাসমান ঠিকানা),ফলপ্ৰসূ ঠিকনা (ভাসমান ঠিকনা)
কার্যকর অপারেন্ড ঠিকানা,ফলপ্ৰসূ অপাৰেণ্ড ঠিকনা
কার্যকর পদ্ধতি,ফলপ্ৰসূ পদ্ধতি
কার্যকর ইউআইডি (ব্যবহারকারী সনাক্তকরণ),ফলপ্ৰসূ UID (ব্যৱহাৰকাৰী চিনাক্তকৰণ)
কার্যকরী ট্রান্সমিশন অপারেন্ড,ফলপ্ৰসূ সংক্ৰমণ অপাৰেণ্ড
আট-বিট বাইট,আঠ-বিট বাইট
ই-লার্নিং,ই-লাৰ্নিং
নির্বাচন-সংলগ্নতা,নিৰ্বাচন-algirthm
বৈদ্যুতিক মেইলিং (ই-মেইল),বৈদ্যুতিক মেইলিং (ই-মেইল)
বৈদ্যুতিক প্রিন্টার,বৈদ্যুতিক প্ৰিন্টাৰ
বৈদ্যুতিক অ্যাকাউন্টিং মেশিন,বৈদ্যুতিক একাউণ্টিং মেচিন
বৈদ্যুতিক,ইলেক্ট্ৰনিক
ইলেকট্রনিক ক্লিয়ারেন্স সিস্টেম (ECS),ইলেক্ট্ৰনিক ক্লিয়াৰেন্স চিষ্টেম (ECS)
ইলেকট্রনিক ডেটা ইন্টারচেঞ্জ (EDI),ইলেক্ট্ৰনিক ডাটা বিনিময় (EDI)
ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
ইলেকট্রনিক ফাইলিং,ইলেক্ট্ৰনিক ফাইলিং
ইলেকট্রনিক ফান্ড ট্রান্সফার সিস্টেম (EFTS),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
ইলেকট্রনিক জার্নাল,ইলেক্ট্ৰনিক জাৰ্নেল
ইলেকট্রনিক প্রকাশনা,ইলেক্ট্ৰনিক প্ৰকাশন
ইলেকট্রনিক সুইচ,ইলেক্ট্ৰনিক চুইচ
উপাদান,উপাদান
ই-মেইল,ই-মেইল
ই-মেইল ঠিকানা,ই-মেইল ঠিকনা
এমবেডেড সিস্টেম,এম্বেডেড চিস্টেম
এমবেডিং,এম্বেডিং
ইমিটার কাপল লজিক (ইসিএল),এমিটাৰ কাপল লজিক (ECL)
খালি স্ট্যাক,খালী ষ্টেক
খালি স্ট্রিং,খালী ষ্ট্ৰিং
অনুকরণ,অনুকৰণ
encapsulation,এনকেপচুলেচন
এনসিফার,encipher
এনকোড,এনকোড কৰক
এনকোডার,এনকোডাৰ
এনক্রিপ্ট করা তথ্য,এনক্ৰেপ্ট কৰা তথ্য
এনক্রিপ্টিং ফাইল সিস্টেম,নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা
জোড়া লাগানো,এনক্ৰিপচন
ব্লকের শেষ,ব্লকৰ শেষ
ফাইলের শেষ (EOF),ফাইলৰ শেষ (EOF)
শেষ ব্যবহারকারী,শেষ ব্যৱহাৰকাৰী
প্রবেশ করা,প্ৰৱেশ কৰা
এন্টার কী,এণ্টাৰ-কি
এন্টারপ্রাইজ সার্ভার,এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ
এন্টারপ্রাইজ সিস্টেম,উদ্যোগ ব্যৱস্থা
সত্তা,সত্তা
সত্তা-সম্পর্ক,সত্তা-সম্পৰ্ক
প্রবেশের সময়,প্ৰৱেশৰ সময়
এন্ট্রি ভেরিয়েবল,প্ৰৱেশ চলক
গণনাযোগ্য,গণনাযোগ্য
পরিবেশ,পৰিৱেশ
যুগ,যুগ
EPROM,EPROM
epsilon বন্ধ,এপ্সিলন বন্ধ কৰা
সমানকারী,ইকুৱেলাইজাৰ
সরঞ্জাম,সঁজুলি
সমতা শ্রেণী,সমতুল্যতা শ্ৰেণী
সমতা সম্পর্ক,সমতুল্যতা সম্পৰ্ক
মুছে ফেলা,মচি পেলাওক
ত্রুটি সংশোধন কোড,ক&#39;ড সংশোধন কৰাত ত্ৰুটি
ত্রুটি সংশোধন,ভুল সংশোধন
ত্রুটি সনাক্তকরণ,ভুল ধৰা পেলোৱা
শিল্প খাত,ভুল নিয়ন্ত্ৰণ
ভুল বার্তা,ভুল বাৰ্তা
ত্রুটি হার,ভুলৰ হাৰ
ত্রুটি পুনরুদ্ধার,ত্ৰুটি পুনৰুদ্ধাৰ
ত্রুটির রুটিন,ভুল ৰুটিন
পালাবার চরিত্র,পলায়ন চৰিত্ৰ
ইথারনেট,ইথাৰনেট
ঘটনা,কাৰ্যক্ৰম
ইভেন্ট চেইন,ইভেন্ট শৃংখল
ঘটনা নিয়ন্ত্রণ,ইভেন্ট নিয়ন্ত্ৰণ
ইভেন্ট কাউন্টার,ইভেন্ট কাউণ্টাৰ
ব্যতিক্রম হ্যান্ডলিং,ব্যতিক্ৰম নিয়ন্ত্ৰণ
বিনিময়যোগ্য ডিস্ক স্টোরেজ,বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ
বর্জন,বৰ্জন
একচেটিয়া বা (XOR),একচেটিয়া বা (XOR)
এক্সিকিউটেবল প্রোগ্রাম,এক্সিকিউটেবল প্ৰগ্ৰেম
নির্বাহী বিবৃতি,কাৰ্য্যবাহী বিবৃতি
সম্পূর্ণ অনুসন্ধান,বিস্তৃত অনুসন্ধান
বিদ্যমান,উপলব্ধ
প্রস্থান,প্ৰস্থান
দক্ষ পদ্ধতি,বিশেষজ্ঞ ব্যৱস্থা
অভিব্যক্তি,অভিব্যক্তি
বর্ধিত গ্রাফিক অ্যারে (XGA),সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA)
বর্ধিত শিল্প মান (EIS),বৰ্ধিত উদ্যোগ মানদণ্ড (EIS)
বর্ধিত মেশিন,বৰ্ধিত মেচিন
বর্ধিত মেমরি,বৰ্ধিত স্মৃতিশক্তি
বর্ধিত নির্ভুলতা,বৰ্ধিত নিখুঁততা
বর্ধিত বাছাই,বৰ্ধিত সজাই পৰাই তোলা
বাহ্যিক কল,বাহ্যিক কল
বাহ্যিক ত্রুটি,বাহ্যিক ভুল
বাহ্যিক ফাংশন,বাহ্যিক কাৰ্য্য
বাহ্যিক বাধা,বাহ্যিক বাধা
বাহ্যিক স্মৃতি,বাহ্যিক স্মৃতিশক্তি
বাহ্যিক স্মৃতি,বাহ্যিক স্মৃতিশক্তি
বাহ্যিক মডেম,বাহ্যিক মডেম
বাহ্যিক রেফারেন্স,বাহ্যিক উল্লেখ
বাহ্যিক অনুসন্ধান,বাহ্যিক অনুসন্ধান
বাহ্যিক স্টোরেজ ডিভাইস,বাহ্যিক সংৰক্ষণ ডিভাইচ
নিষ্কাশন,নিষ্কাশন
এক্সট্রাপোলেশন,বহিঃপ্ৰক্ষেপণ
মুখ-চরিত্রের প্রিন্টার,মুখ-আখৰ প্ৰিন্টাৰ
ব্যর্থ-নিরাপদ অপারেশন,বিফল-নিৰাপদ কাৰ্য্য
ব্যর্থতার হার,বিফলতাৰ হাৰ
ব্যর্থতা পুনরুদ্ধার,বিফলতা পুনৰুদ্ধাৰ
মিথ্যা কোড,মিছা ক&#39;ড
মিথ্যা ত্রুটি,মিছা ভুল
ফ্যান-ইন,ফেন-ইন
ফ্যান-আউট,ফেন-আউট
ফ্যাসিমাইল I/O ডিভাইস,fascimile I/O ডিভাইচ
ফাস্ট ফোরিয়ার ট্রান্সফর্ম (FFT),দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT)
মারাত্মক ত্রুটি,মাৰাত্মক ভুল
ত্রুটি সনাক্তকরণ,ত্ৰুটি ধৰা পেলোৱা
ত্রুটি নির্ণয়,দোষ নিদান
দোষ সহনশীলতা,দোষ সহনশীলতা
ফ্যাক্স,ফেক্স
ফ্যাক্স বার্তা,ফেক্স বাৰ্তা
এফডিসি,এফ ডি চি
বৈশিষ্ট্য সনাক্তকরণ,বৈশিষ্ট্য ধৰা পেলোৱা
ফিড চক্র,ফিড চক্ৰ
প্রতিক্রিয়া,মতামত
ফিডার,ফিডাৰ
আনা,লৈ অনা
ফিবোনাচি অনুসন্ধান,fibonacci অনুসন্ধান
ফিবোনাচি ক্রম,fibonacci ক্ৰম
ফিবোনাচি সিরিজ,fibonacci শৃংখলা
ফাইবার অপটিক,ফাইবাৰ অপটিক্স
ফিডো নেট,ফিডো নেট
ক্ষেত্র,ক্ষেত্ৰ
পঞ্চম প্রজন্মের কম্পিউটার,পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ
ফাইল,ফাইল
ফাইল অ্যাক্সেস পদ্ধতি,ফাইল অভিগম পদ্ধতি
ফাইল বরাদ্দ টেবিল,ফাইল আবণ্টন টেবুল
ফাইল কম্প্রেশন,ফাইল সংকোচন
ফাইল কপি করা,ফাইল কপি কৰা
ফাইল বিন্যাস,ফাইল বিন্যাস
ফাইল মার্জ,ফাইল মাৰ্জ কৰক
ফাইল পুনরুদ্ধার,ফাইল পুনৰুদ্ধাৰ
ফাইল স্টোরেজ,নথিপত্ৰ সংৰক্ষণ
ফাইল গঠন,নথিপত্ৰ গঠন
নথি ব্যবস্থা,নথিপত্ৰপ্ৰণালী
ফাইল স্থানান্তর,ফাইল স্থানান্তৰ
ফাইল ট্রান্সফার প্রোটোকল (FTP),নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP)
ছাঁকনি,ফিল্টাৰ
চূড়ান্ত অবস্থা,চূড়ান্ত অৱস্থা
অনুসন্ধান,সন্ধান কৰা
সসীম রাষ্ট্র মেশিন,সসীম অৱস্থাৰ যন্ত্ৰ
আগুন প্রাচীর,জুইৰ দেৱাল
ফার্মওয়্যার,ফাৰ্মৱেৰ
আগে আসলে আগে পাবেন,প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক
প্রথম প্রজন্মের কম্পিউটার,প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ
ফার্স্ট ইন ফার্স্ট আউট (ফিফো),প্ৰথম ইন প্ৰথম আউট (FIFO)
প্রথম আদেশ যুক্তি,প্ৰথম ক্ৰমৰ যুক্তি
প্রথম আদেশ তত্ত্ব,প্ৰথম ক্ৰমৰ তত্ত্ব
স্থির পার্টিশন,স্থিৰ বিভাজন
পতাকা,পতাকা
নমনীয় ডিস্ক,নমনীয় ডিষ্ক
ফ্লপি ডিস্ক,ফ্লপি ডিস্ক
ফ্লপি ডিস্ক ড্রাইভ (এফডিডি),ফ্লপি ডিষ্ক ড্ৰাইভ (Fdd)
ফ্লো চার্ট,ফ্ল&#39; চাৰ্ট
নিয়ন্ত্রণ প্রবাহ,নিয়ন্ত্ৰণৰ প্ৰবাহ
ফ্লাশ,ফ্লাছ
ফোল্ডার,ফোল্ডাৰ
ফন্ট,ফন্ট
ফন্ট পরিবার,ফন্ট পৰিয়াল
বিদেশী চাবি,বিদেশী চাবি
ফর্ম,প্ৰপত্ৰ
অানুষ্ঠানিক ভাষা,আনুষ্ঠানিক ভাষা
আনুষ্ঠানিক ব্যবস্থা,আনুষ্ঠানিক ব্যৱস্থা
বিন্যাস,ফৰ্মেট
বিন্যাস,ফৰ্মেটিং
ফরট্রান,fortran
ফরট্রান প্রোগ্রামিং,fortra প্ৰগ্ৰেমিং
ফরোয়ার্ড স্ল্যাশ,ফৰৱাৰ্ড স্লেছ
চতুর্থ প্রজন্মের কম্পিউটার,চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ
টুকরা,খণ্ড
ফ্রেম,ফ্ৰেম
বিনামূল্যে নেট,মুক্ত নেট
ফ্রি সফটওয়্যার ফাউন্ডেশন,মুক্ত চফ্টৱেৰ ভেটি
বিনামূল্যে সঞ্চয়স্থান,বিনামূলীয়া সংৰক্ষণ
বিনামূল্যের,ফ্ৰীৱেৰ
সামনের অংশ,আগশাৰীৰ
সম্মুখ প্যানেল,ফ্ৰন্ট পেনেল
ফাংশন,অনুষ্ঠান
ফাংশন কী,ফাংচন কি&#39;
ফাংশন রেফারেন্স,ফাংচন ৰেফাৰেন্স
কার্যকরী নির্ভরতা,কাৰ্য্যকৰী নিৰ্ভৰশীলতা
কার্যকরী পরীক্ষা,কাৰ্য্যকৰী পৰীক্ষণ
ঝাপসা যুক্তিবিজ্ঞান,অস্পষ্ট যুক্তি
ঝাপসা সেট,অস্পষ্ট ছেট
লাভ করা,লাভ কৰা
খেলা গাছ,খেলা গছ
ফাঁক চরিত্র,ফাঁক চৰিত্ৰ
আবর্জনা,আৱৰ্জনা
আবর্জনা সংগ্রহ,জাবৰ সংগ্ৰহ
আবর্জনা সংগ্রহ,জাবৰ সংগ্ৰহ
আবর্জনার মধ্যে আবর্জনা আউট (GIGO),জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO)
গেট,গেট
প্রবেশপথ,গেটৱে
সাধারণ প্রোগ্রাম,সাধাৰণ কাৰ্যসূচী
সাধারণ প্রোগ্রাম,সাধাৰণ কাৰ্যসূচী
সাধারণ উদ্দেশ্য কম্পিউটার,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
সাধারণ উদ্দেশ্য কম্পিউটার,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
সাধারণ রেজিস্টার,সাধাৰণ পঞ্জীয়ন
সাধারণীকরণ,সাধাৰণীকৰণ
সাধারণীকরণ,সাধাৰণীকৰণ
সাধারণ-উদ্দেশ্য ভাষা,সাধাৰণ উদ্দেশ্যৰ ভাষা
সাধারণ উদ্দেশ্য অপারেটিং সিস্টেম,সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem
সাধারণ-উদ্দেশ্য নিবন্ধক,সাধাৰণ উদ্দেশ্যৰ পঞ্জীয়ন
উৎপন্ন ত্রুটি,সৃষ্টি কৰা ভুল
উৎপন্ন ফাংশন,জেনেৰেটিং ফাংচন
জেনেরিক ক্লাস,জেনেৰিক ক্লাছ
জেনেরিক ফাংশন,জেনেৰিক ফাংচন
জেনেরিক নাম,জেনেৰিক নাম
গিগো,gigo
বিশ্বব্যাপী,সাৰ্বজনীন
গ্লোবাল কোড,গ্লোবেল ক&#39;ড
গ্লোবাল লক,গ্লোবেল লক
বিশ্বব্যাপী নেটওয়ার্ক,গ্লোবেল নেটৱৰ্ক
বিশ্বব্যাপী নেটওয়ার্ক,গ্লোবেল নেটৱৰ্ক
বিশ্বব্যাপী ব্যবহারকারী,গ্লোবেল ব্যৱহাৰকাৰী
বিশ্ব পরিবর্তনশীল,গ্লোবেল ভেৰিয়েবল
বিশ্বায়ন,বিশ্বায়ন
গোফার,gopher
গোফার ক্লায়েন্ট,gopher ক্লায়েন্ট
গোফার সার্ভার,gopher চাৰ্ভাৰ
গোফার সাইট,gopher চাইট
গোফার স্থান,gopher স্থান
সাবলীল পতন,graceful অৱক্ষয়
ব্যাকরণ পরীক্ষক,ব্যাকৰণ পৰীক্ষক
ব্যাকরণ মার্জিত প্রস্থান,ব্যাকৰণ graceful প্ৰস্থান
সর্বমোট,সৰ্বমুঠ
চিত্রলেখ,গ্ৰাফ
গ্রাফ প্লটিং,গ্ৰাফ প্লটিং
গ্রাফিক চরিত্র,গ্ৰাফিক চৰিত্ৰ
গ্রাফিক নিয়ামক,গ্রাফিক নিয়ন্ত্রক
গ্রাফিক তথ্য কাঠামো,গ্ৰাফিক ডাটা গঠন
গ্রাফিক ডিসপ্লে প্রোগ্রাম,গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম
গ্রাফিক ডিসপ্লে রেজোলিউশন,গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন
গ্রাফিক ভাষা,গ্ৰাফিক ভাষা
গ্রাফিক ভাষা,গ্ৰাফিক ভাষা
গ্রাফিক প্যানেল,গ্ৰাফিক পেনেল
গ্রাফিকাল অ্যানিমেশন,গ্ৰাফিকেল এনিমেচন
গ্রাফিক্যাল ইন্টারফেস ফরম্যাট (GIF),চিত্ৰাঙ্কিত আন্তঃপৃষ্ঠ বিন্যাস (GIF)
গ্রাফিক্যাল ইউজার ইন্টারফেস (GUI),চিত্ৰাঙ্কিত ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI)
গ্রাফিক্স,গ্রাফিক্স
গ্রাফিক্স অ্যাপ্লিকেশন,গ্ৰাফিক্স এপ্লিকেচন
গ্রাফিক্স কার্সার,গ্ৰাফিক্স কাৰ্চাৰ
গ্রাফিক্স মোড,গ্ৰাফিক্স মোড
গ্রাফিক্স প্যাকেজ,গ্ৰাফিক্স পেকেজ
গ্রাফিক্স সফটওয়্যার,গ্ৰাফিক্স চফ্টৱেৰ
গ্রাফিক্স সফটওয়্যার,গ্ৰাফিক্স চফ্টৱেৰ
গ্রাফিক্স সফটওয়্যার প্যাকেজ,গ্ৰাফিক্স চফ্টৱেৰ পেকেজ
ধূসর স্কেল,ধূসৰ স্কেল
লোভী পদ্ধতি,লোভী পদ্ধতি
grep,grep
গ্রিড,গ্ৰিড
গ্রিড চার্ট,গ্ৰীড চাৰ্ট
গ্রিড কম্পিউটিং,গ্ৰীড কম্পিউটিং
গ্রিড মড্যুলেশন,গ্ৰীড মডুলেচন
স্থল তরঙ্গ,মাটিৰ তৰংগ
দল,গোট
গ্রুপ ঠিকানা,গোটৰ ঠিকনা
শঙ্ঘবদ্ধ কোড,গ্ৰুপ ক&#39;ড
গ্রুপ যোগাযোগ,গোটৰ যোগাযোগ
গ্রুপ যোগাযোগ,গোটৰ যোগাযোগ
গ্রুপ সনাক্তকরণ,গোট চিনাক্তকৰণ
দলের নাম,গোটৰ নাম
গ্রুপওয়্যার,গ্ৰুপৱেৰ
বৃদ্ধি,বৃদ্ধি
প্রহরী,ৰক্ষা কৰা
নির্দেশিত মিডিয়া,নিৰ্দেশিত মাধ্যম
বন্দুক,গুনজিপ
টাট্টু,হেক কৰক
হ্যাকার,হেকাৰ
হ্যাকারের অভিধান,hacker&#39;s অভিধান
অর্ধেক যোগকারী,হাফ এডাৰ
অর্ধেক সেতু,আধা দলং
অর্ধেক দ্বৈত,হাফ ডুপ্লেক্স
হাফ ডুপ্লেক্স লাইন,হাফ ডুপ্লেক্স লাইন
হাফ ডুপ্লেক্স মোড,হাফ ডুপ্লেক্স মোড
অর্ধেক তীব্রতা,আধা তীব্ৰতা
অর্ধেক রাউটার,হাফ ৰাউটাৰ
অর্ধেক বিয়োগকারী,আধা বিয়োগকাৰী
অর্ধেক টোনিং,হাফ টোনিং
অর্ধেক শব্দ,আধা শব্দ
বন্ধুত্বপূর্ণ চক্র,hamiltonious চক্ৰ
হ্যামিং কোড,হামিং কোড
হাত,হাত
হাত কপি,হাতৰ কপি
হাতল,চম্ভালা
হ্যান্ডলিং,হেণ্ডলিং
স্তব্ধ,ওলমা
সুখী নেট,সুখী নেট
হার্ড কপি ডিভাইস,হাৰ্ড কপি ডিভাইচ
হার্ড ডিস্ক,হাৰ্ড ডিস্ক
হার্ড ডিস্ক ক্র্যাশ,হাৰ্ড ডিষ্ক ক্ৰেচ
কঠিন ত্রুটি,কঠিন ভুল
হার্ডওয়্যার প্রবাহ নিয়ন্ত্রণ,হাৰ্ডৱেৰ প্ৰবাহ নিয়ন্ত্ৰণ
সুরেলা,হাৰমনিক
সুরেলা গড়,হাৰমনিক গড়
হ্যাশ,hash
হ্যাশ ডায়াগ্রাম,হেচ ডায়াগ্ৰাম
হ্যাশ টেবিল,হেচ টেবুল
হ্যাশিং কৌশল,হেচিং কৌশল
হেডার,হেডাৰ
গাদা,ঢেৰ
গাদা সাজানোর,heap sort
সাহায্য,সহায়
সাহায্য পর্দা,সহায় পৰ্দা
হেল্পনেট,হেল্পনেট
হার্টজ,হাৰ্টজ
হিউরিস্টিক,heuristic
হিউরিস্টিক পদ্ধতি,হিউৰিষ্টিক পদ্ধতি
হেক্সাডেসিমেল সংখ্যা,ষড়দশমিক সংখ্যা
লুকানো লাইন,লুকাই থকা ৰেখা
অনুক্রমিক ডেটা বেস,স্তৰভিত্তিক তথ্য ভিত্তি
অনুক্রমিক ফাইল সিস্টেম,স্তৰভিত্তিক নথিপত্ৰপ্ৰণালী
অনুক্রমিক টপোগ্রাফি,স্তৰভিত্তিক ভূ-প্ৰকৃতি
উচ্চ স্তরের ভাষা,উচ্চ পৰ্যায়ৰ ভাষা
উচ্চ মেমরি এলাকা,উচ্চ স্মৃতিশক্তি এলেকা
উচ্চ পারদর্শিতা,উচ্চ পৰিৱেশন
আঘাত,মৰা
লক্ষ্যভেদ হার,হিট হাৰ
আক্রমণ অনুপাত,হিট ৰেচিঅ&#39;
গর্ত,ফুটা
হোম ডিরেক্টরি,হোম ডাইৰেকটৰী
হোম পেজ,হোম পেজ
সমজাতীয় স্থানাঙ্ক,সমজাতীয় স্থানাংক
খোঁড়ান,জঁপিওৱা
হপ গণনা,হপ গণনা
শিং,শিঙ
হোস্ট কম্পিউটার,গৃহস্থ কম্পিউটাৰ
হোস্ট কম্পিউটার,গৃহস্থ কম্পিউটাৰ
হোস্ট ভাষা,গৃহস্থ ভাষা
গরম চাবি,হট কী
হাইপার টেক্সট মার্কআপ ভাষা (HTML),হাইপাৰ টেক্সট মাৰ্কআপ ভাষা (HTML)
অনুমান,অনুমান
আমি পোদ,মই পড
I/O বাফার,I/O বাফাৰ
I/O পোর্ট,I/O পৰ্টে
I/O ইউনিট,I/O একক
শনাক্তকারী,চিনাক্তকৰ্তা
পরিচয়,পৰিচয়
ইমেজ,ছৱি
ছবি সনাক্তকারী যন্ত্র,ইমেজ চেন্সৰ
প্রভাব প্রিন্টার,ইমপেক্ট প্ৰিন্টাৰ
প্রতিবন্ধকতা,ইম্পিডেন্স
অপরিহার্য প্রোগ্রাম ভাষা,আৱশ্যকীয় প্ৰগ্ৰেম ভাষা
অপরিহার্য বিবৃতি,আৱশ্যকীয় বক্তব্য
অন্তর্নিহিত ঠিকানা,অন্তৰ্নিহিত ঠিকনা
অসম্ভব ঘটনা,অসম্ভৱ পৰিঘটনা
নিষ্ক্রিয় নোড,নিষ্ক্ৰিয় ন&#39;ড
অসঙ্গতি,অসামঞ্জস্যতা
বৃদ্ধি,বৃদ্ধি কৰক
সূচক,সূচী
সূচক ডেটা আইটেম,সূচী তথ্য বস্তু
ইনডেক্স ফাইল,সূচী নথিপত্ৰ
সূচক রেজিস্টার,সূচী পঞ্জীয়ন
সূচক অনুক্রমিক,সূচী ক্ৰমিক
সূচিবদ্ধ ঠিকানা,সূচীভুক্ত ঠিকনাকৰণ
সূচিবদ্ধ ভাষা,সূচীভুক্ত ভাষা
ইনডেক্সড সিকোয়েন্স ফাইল,সূচীভুক্ত ক্ৰম নথিপত্ৰ
সূচীকৃত অনুক্রমিক স্কেস পদ্ধতি (ISAM),সূচীভুক্ত ক্ৰমিক sccess পদ্ধতি (ISAM)
পরোক্ষ সম্বোধন,পৰোক্ষ সম্বোধন
তথ্যবিদ্যা,তথ্যবিজ্ঞান
তথ্য,তথ্য
তথ্য বিট,তথ্য বিট
তথ্য ব্যবস্থাপনা,তথ্য ব্যৱস্থাপনা
তথ্য ব্যবস্থাপনা সিস্টেম (IMS),তথ্য ব্যৱস্থাপনা ব্যৱস্থা (IMS)
তথ্য আহরণ,তথ্য উদ্ধাৰ কৰা
তথ্য পদ্ধতি,তথ্য ব্যৱস্থা
তথ্য প্রযুক্তি (আইটি),তথ্য প্ৰযুক্তি (IT)
অবকাঠামো ব্যবস্থাপনা,আন্তঃগাঁথনি ব্যৱস্থাপনা
উত্তরাধিকার,উত্তৰাধিকাৰ
উত্তরাধিকারসূত্রে প্রাপ্ত ত্রুটি,উত্তৰাধিকাৰী সূত্ৰে পোৱা ভুল
প্রাথমিক,প্ৰাৰম্ভিক
প্রাথমিক ঠিকানা,প্ৰাৰম্ভিক ঠিকনা
প্রারম্ভিক অবস্থা,প্ৰাৰম্ভিক অৱস্থা
আরম্ভ,আৰম্ভণি
ইঙ্কজেট প্রিন্টার,ইংক জেট প্ৰিন্টাৰ
অসংখ্য,অসংখ্য
i-নোড টেবিল,i-node টেবুল
অকার্যকর সময়,অকাৰ্য্যকৰী সময়
ইনপুট বাফার রেজিস্টার,ইনপুট বাফাৰ ৰেজিষ্টাৰ
ইনপুট আউটপুট প্রসেসর (I/O প্রসেসর),ইনপুট আউটপুট প্ৰচেছৰ (I/O প্ৰচেছৰ)
ইনপুট আউটপুট রেজিস্টার (I/O রেজিস্টার),ইনপুট আউটপুট ৰেজিষ্টাৰ (I/O ৰেজিষ্টাৰ)
