Marathi,Malayalam
संरक्षण डेटा नेटवर्क (DDN),പ്രതിരോധ ഡാറ്റ ശൃംഖല (DDN)
संरक्षण माहिती प्रणाली,പ്രതിരോധ വിവര സംവിധാനം
डीफ्रॅगमेंटेशन,defragmentation
विलंब,കാലതാമസം
विलंब काउंटर,കാലതാമസം കൗണ്ടർ
विलंब वेळ,കാലതാമസം സമയം
हटवा,ഇല്ലാതാക്കുക
हटवणे रेकॉर्ड,ഇല്ലാതാക്കൽ രേഖ
परिसीमक,ഡിലിമിറ്റർ
डेल्टा मॉड्युलेशन,ഡെൽറ്റ മോഡുലേഷൻ
मागणी पेजिंग,ഡിമാൻഡ് പേജിംഗ്
डेमो,ഡെമോ
demodulation,demodulation
demultiplexer,demultiplexer
विकृतीकरण,ഡീനോർമലൈസേഷൻ
घनता,സാന്ദ്രത
अवलंबित्व,ആശ്രിതത്വം
अवलंबून युनिट,ആശ്രിത യൂണിറ്റ്
पंक्ती,dequeue
संदर्भ देणे,dereferencing
व्युत्पन्न झाड,ഡെറിവേഷൻ ട്രീ
व्युत्पन्न फील्ड,ഉരുത്തിരിഞ്ഞ ഫീൽഡ്
उतरत्या क्रमवारी,അവരോഹണ തരം
डिझाइन,ഡിസൈൻ
डेस्क कॅल्क्युलेटर,ഡെസ്ക് കാൽക്കുലേറ്റർ
डेस्कटॉप संगणक,ഡെസ്ക്ടോപ്പ് കമ്പ്യൂട്ടർ
डेस्कटॉप सादरीकरण,ഡെസ്ക്ടോപ്പ് അവതരണം
डेस्कटॉप प्रकाशन (DTP),ഡെസ്ക്ടോപ്പ് പബ്ലിഷിംഗ് (DTP)
डेस्कटॉप व्हिडिओ,ഡെസ്ക്ടോപ്പ് വീഡിയോ
गंतव्य पत्ता,ലക്ഷ്യസ്ഥാന വിലാസം
विनाशक,വിനാശകൻ
निर्धारक ऑटोमॅट्स,ഡിറ്റർമിനിസ്‌ട്രിക് ഓട്ടോമാറ്റുകൾ
विकसक,ഡെവലപ്പർ
विकास प्रणाली,വികസന സംവിധാനം
साधन,ഉപകരണം
डिव्हाइस नियंत्रण युनिट,ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്
डिव्हाइस नियंत्रक,ഉപകരണ കൺട്രോളർ
डिव्हाइस व्यवस्थापन,ഉപകരണ മാനേജ്മെന്റ്
डिव्हाइस मोड,ഉപകരണ മോഡ്
निदान,രോഗനിർണയം
निदान प्रणाली,ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം
निदान,ഡയഗ്നോസ്റ്റിക്സ്
आकृती,ഡയഗ്രം
डायल,ഡയൽ ചെയ്യുക
डायल लाइन,ഡയൽ ലൈൻ
डायल टोन,ഡയൽ ടോണ്
डायल करा,ഡയൽ അപ്
संवाद,ഡയലോഗ്
डायलॉग बॉक्स,ഡയലോഗ് ബോക്സ്
डायलअप मॉडेम,ഡയലപ്പ് മോഡം
आकारमान,വ്യാസം
शब्दकोश,നിഘണ്ടു
भिन्नता,വ്യത്യാസം
डिजिटल,ഡിജിറ്റൽ
डिजिटल चॅनेल,ഡിജിറ്റൽ ചാനൽ
डिजिटल सर्किट,ഡിജിറ്റൽ സർക്യൂട്ട്
डिजिटल संगणक,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
डिजिटल डेटा,ഡിജിറ്റൽ ഡാറ്റ
डिजिटल सुविधा,ഡിജിറ്റൽ സൗകര്യം
डिजिटल फिल्टर,ഡിജിറ്റൽ ഫിൽട്ടർ
डिजिटल लायब्ररी,ഡിജിറ്റൽ ലൈബ്രറി
डिजिटल मॉड्यूलेशन,ഡിജിറ്റൽ മോഡുലേഷൻ
डिजिटल मॉनिटर,ഡിജിറ്റൽ മോണിറ്റർ
डिजिटल चित्र,ഡിജിറ്റൽ ചിത്രം
डिजिटल स्वाक्षरी,ഡിജിറ്റൽ ഒപ്പ്
डिजिटल स्विच,ഡിജിറ്റൽ സ്വിച്ച്
डिजिटल ते अॅनालॉग (D/A) कनवर्टर,ഡിജിറ്റൽ ടു അനലോഗ് (D/A) കൺവെർട്ടർ
डिजिटायझेशन,ഡിജിറ്റൈസേഷൻ
डिजीटल करा,ഡിജിറ്റൈസ് ചെയ്യുക
डिजिटायझर,ഡിജിറ്റൈസർ
डायोड,ഡയോഡ്
थेट,നേരിട്ട്
थेट पत्ता,നേരിട്ടുള്ള വിലാസം
थेट रूपांतरण,നേരിട്ടുള്ള പരിവർത്തനം
थेट जोडणी,നേരിട്ടുള്ള സംയോജനം
डायरेक्ट मेमरी ऍक्सेस (DMA),ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)
डायरेक्ट मेमरी ऍक्सेस (DMA),ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)
थेट पद्धत,നേരിട്ടുള്ള രീതി
निर्देश,നിർദ്ദേശം
निर्देशिका,ഡയറക്ടറി
निर्देशिका सर्व्हर,ഡയറക്ടറി സെർവർ
निर्देशिका सेवा,ഡയറക്ടറി സേവനം
अक्षम करा,പ്രവർത്തനരഹിതമാക്കുക
सिग्नल अक्षम करणे,സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു
डिस्कनेक्ट करा,വിച്ഛേദിക്കുക
स्वतंत्र,വ്യതിരിക്തമായ
डिस्क,ഡിസ്ക്
डिस्क पत्ता,ഡിസ്ക് വിലാസം
डिस्क अॅरे,ഡിസ്ക് അറേ
डिस्क क्षमता,ഡിസ്ക് ശേഷി
डिस्क ड्राइव्ह,ഡിസ്ക് ഡ്രൈവ്
डिस्क फाइल,ഡിസ്ക് ഫയൽ
डिस्क मेमरी,ഡിസ്ക് മെമ്മറി
डिस्क ऑपरेटिंग सिस्टम (DOS),ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DOS)
डिस्क पॅक,ഡിസ്ക് പായ്ക്ക്
डिस्क सर्व्हर,ഡിസ്ക് സെർവർ
डिस्क स्टोरेज,ഡിസ്ക് സംഭരണം
डिस्केट,ഡിസ്കെറ്റ്
फाइल प्रदर्शित करा,ഫയൽ പ്രദർശിപ്പിക്കുക
प्रतिमा प्रदर्शित करा,ചിത്രം പ്രദർശിപ്പിക്കുക
विल्हेवाट,നിർമാർജനം
अंतर,ദൂരം
अंतर कार्य,ദൂരം പ്രവർത്തനം
विकृती,വളച്ചൊടിക്കൽ
वितरित केले,വിതരണം ചെയ്തു
वितरित डेटा,വിതരണം ചെയ്ത ഡാറ്റ
वितरित सर्व्हर,വിതരണം ചെയ്ത സെർവർ
वितरित प्रणाली,വിതരണം ചെയ്ത സംവിധാനം
वितरणात्मक,വിതരണക്കാരൻ
दस्तऐवज,പ്രമാണം
दस्तऐवज पुनर्प्राप्त,പ്രമാണം വീണ്ടെടുത്തു
दस्तऐवज विंडो,പ്രമാണ വിൻഡോ
दस्तऐवजीकरण,പ്രമാണീകരണം
डोमेन,ഡൊമെയ്ൻ
डोमेनचे नाव,ഡൊമെയ്ൻ നാമം
डॉट मॅट्रिक्स प्रिंटर,ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ
खाली,താഴേക്ക്
डाउन लिंक,ഡൗൺ ലിങ്ക്
डाउन लोडिंग,ഡൗൺലോഡ് ചെയ്യുന്നു
खाली वेळ,സമയക്കുറവ്
ड्रॅग करणे,വലിച്ചിടുന്നു
DRAM (डायनॅमिक रॅम),DRAM (ഡൈനാമിക് റാം)
वाहून जाणे,ഡ്രിഫ്റ്റ്
चालक,ഡ്രൈവർ
थेंब,ഡ്രോപ്പ്
ड्रॉप डाउन सूची बॉक्स,ഡ്രോപ്പ് ഡൗൺ ലിസ്റ്റ് ബോക്സ്
ड्रम ड्राइव्ह,ഡ്രം ഡ്രൈവ്
ड्रम प्रिंटर,ഡ്രം പ്രിന്റർ
ड्रम युनिट,ഡ്രം യൂണിറ്റ്
दुहेरी,ഇരട്ട
दुहेरी घनता,ഇരട്ട സാന്ദ്രത
डमी पत्ता,ഡമ്മി വിലാസം
डंप,തള്ളുക
डुप्लेक्स सर्किट,ഡ്യുപ്ലെക്സ് സർക്യൂട്ട്
डुप्लेक्सिंग,ഡ്യൂപ്ലെക്സിംഗ്
नक्कल,തനിപ്പകർപ്പ്
DVD R/W,ഡിവിഡി R/W
डीव्हीडी रॉम,ഡിവിഡി റോം
डायनॅमिक सूचना,ചലനാത്മക നിർദ്ദേശം
डायनॅमिक मेमरी,ഡൈനാമിക് മെമ്മറി
गतिशीलता,ചലനാത്മകത
EBCDIC,EBCDIC
ई-व्यवसाय,ഇ-ബിസിനസ്
प्रतिध्वनी,പ്രതിധ്വനി
ई-कॉमर्स,ഇ-കൊമേഴ്‌സ്
सुधारणे,തിരുത്തുക
संपादक,എഡിറ്റർ
शैक्षणिक तंत्रज्ञान,വിദ്യാഭ്യാസ സാങ്കേതികവിദ്യ
ईईपी रोम,ഇഇപി റോം
प्रभावी पत्ता (फ्लोटिंग पत्ता),ഫലപ്രദമായ വിലാസം (ഫ്ലോട്ടിംഗ് വിലാസം)
प्रभावी ऑपरेंड पत्ता,ഫലപ്രദമായ പ്രവർത്തന വിലാസം
प्रभावी प्रक्रिया,ഫലപ്രദമായ നടപടിക്രമം
प्रभावी UID (वापरकर्ता ओळख),ഫലപ്രദമായ യുഐഡി (ഉപയോക്തൃ തിരിച്ചറിയൽ)
प्रभावी ट्रान्समिशन ऑपरेंड,ഫലപ്രദമായ ട്രാൻസ്മിഷൻ പ്രവർത്തനം
आठ-बिट बाइट,എട്ട്-ബിറ്റ് ബൈറ്റ്
ई-लर्निंग,ഇലക്ട്രോണിക് പഠനം
निवडणूक-अल्गिर्म,തിരഞ്ഞെടുപ്പ്-അൽഗിർതം
इलेक्ट्रिक मेलिंग (ई-मेल),ഇലക്ട്രിക് മെയിലിംഗ് (ഇ-മെയിൽ)
इलेक्ट्रिक प्रिंटर,ഇലക്ട്രിക് പ്രിന്റർ
इलेक्ट्रिकल अकाउंटिंग मशीन,ഇലക്ട്രിക്കൽ അക്കൗണ്ടിംഗ് മെഷീൻ
इलेक्ट्रॉनिक,ഇലക്ട്രോണിക്
इलेक्ट्रॉनिक क्लिअरन्स सिस्टम (ECS),ഇലക്ട്രോണിക് ക്ലിയറൻസ് സിസ്റ്റം (ECS)
इलेक्ट्रॉनिक डेटा इंटरचेंज (EDI),ഇലക്ട്രോണിക് ഡാറ്റ ഇന്റർചേഞ്ച് (EDI)
इलेक्ट्रॉनिक डेटा प्रोसेसिंग,ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്
इलेक्ट्रॉनिक फाइलिंग,ഇലക്ട്രോണിക് ഫയലിംഗ്
इलेक्ट्रॉनिक निधी हस्तांतरण प्रणाली (EFTS),ഇലക്ട്രോണിക് ഫണ്ട് ട്രാൻസ്ഫർ സിസ്റ്റം (EFTS)
इलेक्ट्रॉनिक जर्नल्स,ഇലക്ട്രോണിക് ജേണലുകൾ
इलेक्ट्रॉनिक प्रकाशन,ഇലക്ട്രോണിക് പ്രസിദ്ധീകരണം
इलेक्ट्रॉनिक स्विच,ഇലക്ട്രോണിക് സ്വിച്ച്
घटक,ഘടകം
ई-मेल,ഇ-മെയിൽ
ई-मेल पत्ता,ഈ - മെയില് വിലാസം
एम्बेडेड प्रणाली,എംബഡഡ് സിസ്റ്റം
एम्बेडिंग,ഉൾച്ചേർക്കൽ
एमिटर कपल लॉजिक (ECL),എമിറ്റർ ദമ്പതികളുടെ യുക്തി (ECL)
रिक्त स्टॅक,ശൂന്യമായ സ്റ്റാക്ക്
रिक्त स्ट्रिंग,ശൂന്യമായ ചരട്
अनुकरण,അനുകരണം
encapsulation,എൻക്യാപ്സുലേഷൻ
कूटलेखन,എൻസിഫർ
एन्कोड,എൻകോഡ്
एन्कोडर,എൻകോഡർ
एन्क्रिप्ट केलेला डेटा,എൻക്രിപ്റ്റ് ചെയ്ത ഡാറ്റ
एन्क्रिप्टिंग फाइल सिस्टम,എൻക്രിപ്റ്റിംഗ് ഫയൽ സിസ്റ്റം
एनक्रिप्शन,എൻക്രിപ്ഷൻ
ब्लॉकचा शेवट,ബ്ലോക്കിന്റെ അവസാനം
फाइलचा शेवट (EOF),ഫയലിന്റെ അവസാനം (EOF)
अंतिम वापरकर्ता,അന്തിമ ഉപയോക്താവ്
प्रविष्ट करा,നൽകുക
एंटर-की,എന്റർ-കീ
एंटरप्राइझ सर्व्हर,എന്റർപ്രൈസ് സെർവർ
एंटरप्राइझ प्रणाली,എന്റർപ്രൈസ് സിസ്റ്റം
अस्तित्व,സ്ഥാപനം
अस्तित्व-संबंध,സ്ഥാപന-ബന്ധം
प्रवेश वेळ,പ്രവേശന സമയം
एंट्री व्हेरिएबल,എൻട്രി വേരിയബിൾ
असंख्य,എണ്ണാവുന്നത്
वातावरण,പരിസ്ഥിതി
युग,യുഗം
EPROM,EPROM
एप्सिलॉन बंद करणे,എപ്സിലോൺ അടച്ചുപൂട്ടൽ
तुल्यकारक,സമനില
उपकरणे,ഉപകരണങ്ങൾ
समतुल्य वर्ग,തുല്യതാ ക്ലാസ്
समतुल्य संबंध,തുല്യതാ ബന്ധം
पुसून टाका,മായ്ക്കുക
कोड दुरुस्त करताना त्रुटी,കോഡ് തിരുത്തുന്നതിൽ പിശക്
त्रुटी सुधारणे,തെറ്റ് തിരുത്തൽ
त्रुटी शोधणे,പിശക് കണ്ടെത്തൽ
त्रुटी हाताळणी,പിശക് കൈകാര്യം ചെയ്യൽ
त्रुटी संदेश,പിശക് സന്ദേശം
त्रुटी दर,പിശക് നിരക്ക്
त्रुटी पुनर्प्राप्ती,പിശക് വീണ്ടെടുക്കൽ
त्रुटी नित्यक्रम,പിശക് പതിവ്
सुटलेले पात्र,രക്ഷപ്പെടുന്ന സ്വഭാവം
इथरनेट,ഇഥർനെറ്റ്
कार्यक्रम,സംഭവം
कार्यक्रम साखळी,ഇവന്റ് ചെയിൻ
घटना नियंत्रण,ഇവന്റ് നിയന്ത്രണം
कार्यक्रम काउंटर,ഇവന്റ് കൗണ്ടർ
अपवाद हाताळणी,ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ
एक्सचेंज करण्यायोग्य डिस्क स्टोरेज,കൈമാറ്റം ചെയ്യാവുന്ന ഡിസ്ക് സംഭരണം
बहिष्कार,ഒഴിവാക്കൽ
अनन्य किंवा (XOR),എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ (XOR)
एक्झिक्युटेबल प्रोग्राम,എക്സിക്യൂട്ടബിൾ പ്രോഗ്രാം
कार्यकारी विधान,എക്സിക്യൂട്ടീവ് പ്രസ്താവന
संपूर्ण शोध,സമഗ്രമായ തിരയൽ
अस्तित्वात आहे,നിലവിലുണ്ട്
बाहेर पडा,പുറത്ത്
तज्ञ प्रणाली,വിദഗ്ധ സംവിധാനം
अभिव्यक्ती,ആവിഷ്കാരം
विस्तारित ग्राफिक अॅरे (XGA),വിപുലീകൃത ഗ്രാഫിക് അറേ (XGA)
विस्तारित उद्योग मानक (EIS),വിപുലമായ വ്യവസായ നിലവാരം (EIS)
विस्तारित मशीन,വിപുലീകരിച്ച യന്ത്രം
विस्तारित मेमरी,വിപുലീകരിച്ച മെമ്മറി
विस्तारित अचूकता,വിപുലമായ കൃത്യത
विस्तारित वर्गीकरण,വിപുലീകരിച്ച സോർട്ടിംഗ്
बाह्य कॉल,ബാഹ്യ കോൾ
बाह्य त्रुटी,ബാഹ്യ പിശക്
बाह्य कार्य,ബാഹ്യ പ്രവർത്തനം
बाह्य व्यत्यय,ബാഹ്യ തടസ്സം
बाह्य मेमरी,ബാഹ്യ മെമ്മറി
बाह्य मेमरी,ബാഹ്യ മെമ്മറി
बाह्य मोडेम,ബാഹ്യ മോഡം
बाह्य संदर्भ,ബാഹ്യ റഫറൻസ്
बाह्य शोध,ബാഹ്യ തിരയൽ
बाह्य स्टोरेज डिव्हाइस,ബാഹ്യ സംഭരണ ഉപകരണം
काढणे,വേർതിരിച്ചെടുക്കൽ
एक्सट्रापोलेशन,എക്സ്ട്രാപോളേഷൻ
चेहरा-वर्ण प्रिंटर,മുഖപ്രകൃതി പ്രിന്റർ
अयशस्वी-सुरक्षित ऑपरेशन,പരാജയപ്പെടാത്ത പ്രവർത്തനം
अपयशाचा दर,പരാജയതോത്
अपयश पुनर्प्राप्ती,പരാജയം വീണ്ടെടുക്കൽ
खोटा कोड,തെറ്റായ കോഡ്
खोटी चूक,തെറ്റായ പിശക്
फॅन-इन,ഫാൻ-ഇൻ
बाहेर,ഫാൻ ഔട്ട്
फॅसिमाईल I/O डिव्हाइस,ഫാസിമൈൽ I/O ഉപകരണം
फास्ट फोरियर ट्रान्सफॉर्म (FFT),ഫാസ്റ്റ് ഫോറിയർ ട്രാൻസ്ഫോർമേഷൻ (FFT)
गंभीर त्रुटी,മാരകമായ തെറ്റ്
दोष शोधणे,തെറ്റ് കണ്ടെത്തൽ
दोष निदान,തെറ്റ് രോഗനിർണയം
चुकीची सहनशीलता,തെറ്റ് സഹിഷ്ണുത
फॅक्स,ഫാക്സ്
फॅक्स संदेश,ഫാക്സ് സന്ദേശം
FDC,FDC
वैशिष्ट्य शोध,സവിശേഷത കണ്ടെത്തൽ
फीड सायकल,ഫീഡ് സൈക്കിൾ
अभिप्राय,പ്രതികരണം
फीडर,ഫീഡർ
आणणे,കൊണ്ടുവരിക
फिबोनाची शोध,ഫിബൊനാച്ചി തിരയൽ
फिबोनाची क्रम,ഫിബൊനാച്ചി സീക്വൻസ്
फिबोनाची मालिका,ഫിബൊനാച്ചി പരമ്പര
फायबर ऑप्टिक्स,ഫൈബർ ഒപ്റ്റിക്സ്
फिडो नेट,ഫിഡോ നെറ്റ്
फील्ड,വയൽ
पाचव्या पिढीचे संगणक,അഞ്ചാം തലമുറ കമ്പ്യൂട്ടറുകൾ
फाइल,ഫയൽ
फाइल प्रवेश पद्धत,ഫയൽ ആക്സസ് രീതി
फाइल वाटप सारणी,ഫയൽ അലോക്കേഷൻ പട്ടിക
फाइल कॉम्प्रेशन,ഫയൽ കംപ്രഷൻ
फाइल कॉपी करणे,ഫയൽ പകർത്തൽ
फाइल लेआउट,ഫയൽ ലേഔട്ട്
फाइल विलीनीकरण,ഫയൽ ലയിപ്പിക്കുക
फाइल पुनर्प्राप्ती,ഫയൽ വീണ്ടെടുക്കൽ
फाइल स्टोरेज,ഫയൽ സംഭരണം
फाइल संरचना,ഫയൽ ഘടന
फाइल सिस्टम,ഫയൽ സിസ്റ്റം
फाइल हस्तांतरण,ഫയൽ കൈമാറ്റം
फाइल ट्रान्सफर प्रोटोकॉल (FTP),ഫയൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (FTP)
फिल्टर,ഫിൽട്ടർ
अंतिम स्थिती,അന്തിമ അവസ്ഥ
शोधणे,കണ്ടെത്തുക
मर्यादित राज्य मशीन,പരിമിതമായ സംസ്ഥാന യന്ത്രം
आग भिंत,അഗ്നി മതിൽ
फर्मवेअर,ഫേംവെയർ
प्रथम येणाऱ्यास प्रथम सेवा,ആദ്യം വരുന്നവർക്ക് ആദ്യം നൽകുക
पहिल्या पिढीचा संगणक,ആദ്യ തലമുറ കമ്പ്യൂട്ടർ
फर्स्ट इन फर्स्ट आउट (FIFO),ഫസ്റ്റ് ഇൻ ഫസ്റ്റ് ഔട്ട് (FIFO)
प्रथम ऑर्डर तर्क,ആദ്യ ഓർഡർ യുക്തി
प्रथम ऑर्डर सिद्धांत,ആദ്യ ക്രമ സിദ്ധാന്തം
निश्चित विभाजन,നിശ്ചിത പാർട്ടീഷൻ
झेंडा,പതാക
लवचिक डिस्क,ഫ്ലെക്സിബിൾ ഡിസ്ക്
फ्लॉपी डिस्क,ഫ്ലോപ്പി ഡിസ്ക്
फ्लॉपी डिस्क ड्राइव्ह (Fdd),ഫ്ലോപ്പി ഡിസ്ക് ഡ്രൈവ് (Fdd)
प्रवाह चार्ट,ഫ്ലോ ചാർട്ട്
नियंत्रण प्रवाह,നിയന്ത്രണത്തിന്റെ ഒഴുക്ക്
फ्लश,ഫ്ലഷ്
फोल्डर,ഫോൾഡർ
फॉन्ट,ഫോണ്ട്
फॉन्ट कुटुंब,ഫോണ്ട് കുടുംബം
परदेशी की,വിദേശ കീ
फॉर्म,രൂപം
औपचारिक भाषा,ഔപചാരിക ഭാഷ
औपचारिक प्रणाली,ഔപചാരിക സംവിധാനം
स्वरूप,ഫോർമാറ്റ്
स्वरूपन,ഫോർമാറ്റിംഗ്
फोरट्रान,ഫോർട്രാൻ
फोरट्रान प्रोग्रामिंग,ഫോർട്രാൻ പ്രോഗ്രാമിംഗ്
पुढे झुकणारी तिरकी रेष,ഫോർവേഡ് സ്ലാഷ്
चौथ्या पिढीचा संगणक,നാലാം തലമുറ കമ്പ്യൂട്ടർ
तुकडा,ശകലം
फ्रेम,ഫ്രെയിം
मोफत नेट,സ്വതന്ത്ര വല
मोफत सॉफ्टवेअर फाउंडेशन,സ്വതന്ത്ര സോഫ്റ്റ്‌വെയർ ഫൌണ്ടേഷൻ
विनामूल्य संचयन,സൗജന്യ സംഭരണം
फ्रीवेअर,ഫ്രീവെയർ
समोरचे टोक,ഫ്രണ്ട് എൻഡ്
समोरची बाजू,ഫ്രണ്ട് പാനൽ
कार्य,പ്രവർത്തനം
फंक्शन की,ഫംഗ്ഷൻ കീ
कार्य संदर्भ,ഫംഗ്ഷൻ റഫറൻസ്
कार्यात्मक अवलंबित्व,പ്രവർത്തനപരമായ ആശ്രിതത്വം
कार्यात्मक चाचणी,ഫങ്ഷണൽ ടെസ്റ്റിംഗ്
अस्पष्ट तर्क,അവ്യക്തമായ യുക്തി
अस्पष्ट संच,അവ്യക്തമായ സെറ്റ്
मिळवणे,നേട്ടം
खेळाचे झाड,കളി മരം
अंतर वर्ण,വിടവ് പ്രതീകം
कचरा,മാലിന്യം
कचरा गोळा करणे,മാലിന്ന്യ ശേഖരണം
कचरा गोळा करणे,മാലിന്ന്യ ശേഖരണം
कचरा बाहेर कचरा (GIGO),മാലിന്യത്തിൽ മാലിന്യം (GIGO)
गेट,ഗേറ്റ്
प्रवेशद्वार,കവാടം
सामान्य कार्यक्रम,പൊതു പരിപാടി
सामान्य कार्यक्रम,പൊതു പരിപാടി
सामान्य उद्देश संगणक,പൊതു ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ
सामान्य उद्देश संगणक,പൊതു ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ
सामान्य नोंदणी,പൊതു രജിസ്റ്റർ
सामान्यीकरण,പൊതുവൽക്കരണം
सामान्यीकरण,പൊതുവൽക്കരണം
सामान्य हेतूची भाषा,പൊതു-ഉദ്ദേശ്യ ഭാഷ
सामान्य उद्देश ऑपरेटिंग सिस्टम,പൊതു-ഉദ്ദേശ്യ പ്രവർത്തന സംവിധാനം
सामान्य-उद्देश रजिस्टर,പൊതു-ഉദ്ദേശ്യ രജിസ്റ്റർ
व्युत्पन्न त्रुटी,സൃഷ്ടിച്ച പിശക്
निर्मिती कार्य,ഫംഗ്ഷൻ സൃഷ്ടിക്കുന്നു
सामान्य वर्ग,ജനറിക് ക്ലാസ്
सामान्य कार्य,പൊതു പ്രവർത്തനം
सामान्य नाव,പൊതുവായ പേര്
gigo,ജിഗോ
जागतिक,ആഗോള
जागतिक कोड,ആഗോള കോഡ്
जागतिक लॉक,ആഗോള ലോക്ക്
जागतिक नेटवर्क,ആഗോള ശൃംഖല
जागतिक नेटवर्क,ആഗോള ശൃംഖല
जागतिक वापरकर्ता,ആഗോള ഉപയോക്താവ്
जागतिक चल,ആഗോള വേരിയബിൾ
जागतिकीकरण,ആഗോളവൽക്കരണം
गोफर,ഗോഫർ
गोफर क्लायंट,ഗോഫർ ക്ലയന്റ്
गोफर सर्व्हर,ഗോഫർ സെർവർ
गोफर साइट,ഗോഫർ സൈറ്റ്
गोफर जागा,ഗോഫർ സ്പേസ്
मोहक अध:पतन,ഭംഗിയുള്ള തരംതാഴ്ത്തൽ
व्याकरण तपासक,വ്യാകരണ പരിശോധകൻ
व्याकरण डौलदार निर्गमन,വ്യാകരണം ഗംഭീരമായ എക്സിറ്റ്
एकूण,ആകെ തുക
आलेख,ഗ്രാഫ്
आलेख प्लॉटिंग,ഗ്രാഫ് പ്ലോട്ടിംഗ്
ग्राफिक वर्ण,ഗ്രാഫിക് സ്വഭാവം
ग्राफिक नियंत्रक,ഗ്രാഫിക് കൺട്രോളർ
ग्राफिक डेटा संरचना,ഗ്രാഫിക് ഡാറ്റ ഘടന
ग्राफिक प्रदर्शन कार्यक्रम,ഗ്രാഫിക് ഡിസ്പ്ലേ പ്രോഗ്രാം
ग्राफिक प्रदर्शन रिझोल्यूशन,ഗ്രാഫിക് ഡിസ്പ്ലേ റെസലൂഷൻ
ग्राफिक भाषा,ഗ്രാഫിക് ഭാഷ
ग्राफिक भाषा,ഗ്രാഫിക് ഭാഷ
ग्राफिक पॅनेल,ഗ്രാഫിക് പാനൽ
ग्राफिकल अॅनिमेशन,ഗ്രാഫിക്കൽ ആനിമേഷൻ
ग्राफिकल इंटरफेस स्वरूप (GIF),ഗ്രാഫിക്കൽ ഇന്റർഫേസ് ഫോർമാറ്റ് (GIF)
ग्राफिकल यूजर इंटरफेस (GUI),ഗ്രാഫിക്കൽ യൂസർ ഇന്റർഫേസ് (GUI)
ग्राफिक्स,ഗ്രാഫിക്സ്
ग्राफिक्स अनुप्रयोग,ഗ്രാഫിക്സ് ആപ്ലിക്കേഷൻ
ग्राफिक्स कर्सर,ഗ്രാഫിക്സ് കഴ്സർ
ग्राफिक्स मोड,ഗ്രാഫിക്സ് മോഡ്
ग्राफिक्स पॅकेज,ഗ്രാഫിക്സ് പാക്കേജ്
ग्राफिक्स सॉफ्टवेअर,ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ
ग्राफिक्स सॉफ्टवेअर,ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ
ग्राफिक्स सॉफ्टवेअर पॅकेज,ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ പാക്കേജ്
राखाडी स्केल,ഗ്രേ സ്കെയിൽ
लोभी पद्धत,അത്യാഗ്രഹ രീതി
grep,grep
ग्रिड,ഗ്രിഡ്
ग्रिड चार्ट,ഗ്രിഡ് ചാർട്ട്
ग्रिड संगणन,ഗ്രിഡ് കമ്പ്യൂട്ടിംഗ്
ग्रिड मॉड्यूलेशन,ഗ്രിഡ് മോഡുലേഷൻ
जमिनीची लाट,ഗ്രൗണ്ട് വേവ്
गट,ഗ്രൂപ്പ്
गट पत्ता,ഗ്രൂപ്പ് വിലാസം
गट कोड,ഗ്രൂപ്പ് കോഡ്
गट संवाद,ഗ്രൂപ്പ് ആശയവിനിമയം
गट संवाद,ഗ്രൂപ്പ് ആശയവിനിമയം
गट ओळख,ഗ്രൂപ്പ് തിരിച്ചറിയൽ
गटाचे नाव,ഗ്രൂപ്പ് പേര്
ग्रुपवेअर,ഗ്രൂപ്പ്വെയർ
वाढ,വളർച്ച
रक्षक,കാവൽ
मार्गदर्शित माध्यम,മാർഗനിർദേശം നൽകിയ മാധ്യമങ്ങൾ
गनझिप,വെടിയുണ്ട
खाच,ഹാക്ക്
हॅकर,ഹാക്കർ
हॅकरचा शब्दकोश,ഹാക്കറുടെ നിഘണ്ടു
अर्धा जोडणारा,പകുതി ആഡർ
अर्धा पूल,പകുതി പാലം
अर्धा डुप्लेक्स,പകുതി ഡ്യൂപ്ലക്സ്
अर्धा डुप्लेक्स लाइन,പകുതി ഡ്യൂപ്ലെക്സ് ലൈൻ
अर्धा डुप्लेक्स मोड,പകുതി ഡ്യുപ്ലെക്സ് മോഡ്
अर्धी तीव्रता,പകുതി തീവ്രത
अर्धा राउटर,പകുതി റൂട്ടർ
