Kannada,English
ಡೈನಾಮಿಕ್ ಪರೀಕ್ಷೆ,Dynamic testing
ಡೈನಾಮಿಕ್ ವಿಡಿಯೋ ರಾಂಡಮ್ ಆಕ್ಸೆಸ್ ಮೆಮೊರಿ (DVRAM),"Dynamic video random access memory
 (DVRAM)"
ಡೈನಮೋ,Dynamo
ಡೈನಮೋಮೀಟರ್,Dynamometer
ಡೈನಿಟ್ರಾನ್ ಆಂದೋಲಕ,Dynatron oscillator
"ಆರಂಭಿಕ ಪರಿಣಾಮ, ಆರಂಭಿಕ ಪರಿಣಾಮ",Early effect
ಇ ಒಂದು ರೋಮ್,EAROM (electrically alternate ROM)
ಭೂಮಿಯ ಸಂಪರ್ಕ,Earth
ನೆಲದ ನಿಲ್ದಾಣ,Earth station
ಎಬರ್ಸ್-ಮೌಲ್-ಸಮೀಕರಣ,Ebers-Moll-equation
ಎಬರ್ಸ್-ಮೌಲ್-ಮಾಡೆಲ್,Ebers-Moll-Model
ಪ್ರತಿಧ್ವನಿ,Echo
ಪ್ರತಿಧ್ವನಿ ವಿರೋಧಿ,Echo suppressor
ಎಡ್ಡಿ ಕರೆಂಟ್,Eddy current
ಸ್ಟ್ರಾಂಡ್ ಕನೆಕ್ಟರ್,Edge connector
ಕೋರ್ ಡಿಟೆಕ್ಟರ್,Edge detector
ಕೋರ್ ಟ್ರಿಗ್ಗರ್ ಫ್ಲಿಪ್ ಫ್ಲಾಪ್,Edge trigger flip flop
ಕೋರ್ ಪ್ರಚೋದಕ ತಾಳ,Edge -triggered latch
ಎಡಿಸನ್ ಪರಿಣಾಮ,Edison effect
ಸಂಪಾದಕ,Editor
ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ,Effective area
ಪರಿಣಾಮಕಾರಿ ಪ್ರವಾಹ,Effective current
ಪರಿಣಾಮಕಾರಿ ನೆಲದ ತ್ರಿಜ್ಯ,Effective earth radius
ಪರಿಣಾಮಕಾರಿ ಎತ್ತರ,Effective height
ಪರಿಣಾಮಕಾರಿ ಉದ್ದ,Effective length
ಪರಿಣಾಮಕಾರಿ ದ್ರವ್ಯರಾಶಿ,Effective mass
ಪರಿಣಾಮಕಾರಿ ವಿಕಿರಣ ಶಕ್ತಿ,Effective radiated power
ಪರಿಣಾಮಕಾರಿ ವೋಲ್ಟೇಜ್,Effective voltage
ದಕ್ಷತೆ,Efficiency
ಇ.ಇ.ಪಿ. ರಾಮ್,EFP ROM
ಐಕಾನಲ್ ಸಮೀಕರಣ,Eiconal equation
ವಿಲೋಮ ಧಾರಣ,Elastance
ಇ-ಪದರ,E-layer
ವಿದ್ಯುತ್,Electric current
ವಿದ್ಯುತ್ ಕ್ಷೇತ್ರ,Electric field
ವಿದ್ಯುತ್ ಕ್ಷೇತ್ರದ ತೀವ್ರತೆ,Electric field strength
ವಿದ್ಯುತ್ ಪ್ರವಾಹ ರೇಖೆಗಳು,Electric line of force
ವಿದ್ಯುತ್ ಸಾಮರ್ಥ್ಯ,Electric potential
ವಿದ್ಯುದಾಘಾತ,Electric shock
ಎಲೆಕ್ಟ್ರೋ-ಬೆಸುಗೆ,Electric solder
ವಿದ್ಯುತ್ ತರಂಗ,Electric wave
ವಿದ್ಯುತ್ ಉದ್ದ,Electrical length
ವಿದ್ಯುತ್ ಶಕ್ತಿ,Electrical power
ವಿದ್ಯುತ್,Electricity
ಇಸಿಜಿ,Electro cardiograph (ECG)
ವಿದ್ಯುತ್ ಡೈನಮೋ ಮೀಟರ್,Electro dynamometer
ವಿದ್ಯುದ್ವಾರ,Electrode
ಎಲೆಕ್ಟ್ರೋಡ್ ಕರೆಂಟ್,Electrode current
ವಿದ್ಯುದ್ವಿಭಜನೆ,Electroluminescence
ಎಲೆಕ್ಟ್ರೋಲುಮಿನೆಸೆಂಟ್ ಪ್ರದರ್ಶನ,Electroluminescent display
ಗಾಲ್ವನಿಕ್ ಪ್ರತ್ಯೇಕತೆ,Electrolysis
ವಿದ್ಯುದ್ವಿಚ್ಛೇದ್ಯ,Electrolyte
ಎಲೆಕ್ಟ್ರೋಲೈಟಿಕ್ ಕೆಪಾಸಿಟರ್,Electrolytic capacitor
ಎಲೆಕ್ಟ್ರೋಲೈಟಿಕ್ ಕೆಪಾಸಿಟರ್,Electrolytic capacitor
ವಿದ್ಯುತ್ಕಾಂತ,Electromagnet
ವಿದ್ಯುತ್ಕಾಂತೀಯ ಶಕ್ತಿ,Electromagnetic energy
ವಿದ್ಯುತ್ಕಾಂತೀಯ ಇಂಡಕ್ಷನ್,Electromagnetic induction
"ವಿದ್ಯುತ್ಕಾಂತೀಯ ಹಸ್ತಕ್ಷೇಪ, EMI",Electromagnetic interference (EMI)
ವಿದ್ಯುತ್ಕಾಂತೀಯ ತರಂಗಾಂತರ,Electromagnetic spectrum
ವಿದ್ಯುತ್ಕಾಂತೀಯ ತರಂಗ,Electromagnetic waves
ವಿದ್ಯುತ್ಕಾಂತೀಯತೆ,Electromagnetism
ಎಲೆಕ್ಟ್ರೋ ಮೆಕ್ಯಾನಿಕಲ್ ಫಿಲ್ಟರ್,Electromechanical filter
ಎಲೆಕ್ಟ್ರೋಮೀಟರ್,Electrometer
ವಿದ್ಯುತ್ಕಾಂತ ಶಕ್ತಿ,Electromotive force
ಎಲೆಕ್ಟ್ರಾನ್,Electron
ಎಲೆಕ್ಟ್ರಾನ್ ಕಿರಣ,Electron beam
ಎಲೆಕ್ಟ್ರಾನ್ ಚಾರ್ಜ್,Electron charge
ಎಲೆಕ್ಟ್ರಾನ್ ಹೊರಸೂಸುವಿಕೆ,Electron emission
ಎಲೆಕ್ಟ್ರಾನ್ ಹರಿವು,Electron flow
ಎಲೆಕ್ಟ್ರಾನ್ ಅನಿಲ,Electron gas
ಎಲೆಕ್ಟ್ರಾನ್ ಸಾಧನ,Electron gun
ಎಲೆಕ್ಟ್ರಾನ್ ರಂಧ್ರ ಜೋಡಿ,Electron hole pair
ಎಲೆಕ್ಟ್ರಾನ್ ಸೂಕ್ಷ್ಮದರ್ಶಕ,Electron microscope
ಎಲೆಕ್ಟ್ರಾನ್ ಕಕ್ಷೆ,Electron orbit
ಎಲೆಕ್ಟ್ರಾನ್ ಶೆಲ್,Electron shell
ಎಲೆಕ್ಟ್ರಾನ್ ವೋಲ್ಟ್,Electron volt
ಎಲೆಕ್ಟ್ರಾನ್ ತರಂಗ ಟ್ಯೂಬ್,Electron wave tube
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಚಾರ್ಜ್,Electronic charge
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಒತ್ತಡ,Electronic data interchange (EDI)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,Electronic data processing (EDP)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕೀ,Electronic key
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲ್ (ಇ-ಮೇಲ್),Electronic mail (E-mail)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ದ್ರವ್ಯರಾಶಿ,Electronic mass
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಂಖ್ಯಾಶಾಸ್ತ್ರ,Electronic numerical
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚಿಂಗ್,Electronic switching
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ವೋಲ್ಟ್ಮೀಟರ್,Electronic voltmeter
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಟ್ಯೂನ್ ರಿಸೀವರ್,Electronically tuned receiver (ETR)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್ ಉದ್ಯಮ ಸಂಘ,Electronics industry association (EIA)
ಎಲೆಕ್ಟ್ರೋಪ್ಲೇಟಿಂಗ್,Electroplating
ಎಲೆಕ್ಟ್ರೋಸ್ಕೋಪ್,Electroscope
ವಿದ್ಯುತ್ಕಾಂತೀಯತೆ,Electrostatic deflection
ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಹರಿವು,Electrostatic flux
ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಸಂರಕ್ಷಕ,Electrostatic shield
ಅಂಶ,Element
ಅಪ್ಗ್ರೇಡ್,Elevation
ಪ್ರಗತಿ ಕೋನ,Elevation angle
ದೀರ್ಘವೃತ್ತದ ಪ್ರತಿಫಲಕ,Ellipsodial reflector
ದೀರ್ಘವೃತ್ತದ ಫಿಲ್ಟರ್,Elliptical filter
ದೀರ್ಘವೃತ್ತದ ಧ್ರುವ,Elliptical polarisation
ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್,Embedded system
ಅಬ್ಸಿಡಿಕ್ ಕೋಡ್,EMCDIC code
ಹೊರಸೂಸುವವನು,Emitter
ಹೊರಸೂಸುವ ದೃಷ್ಟಿಕೋನ ಸಂರಚನೆ,Emitter bias configuration
ಹೊರಸೂಸುವ ಬೈಪಾಸ್ ಕೆಪಾಸಿಟರ್,Emitter bypass capacitor
ಹೊರಸೂಸುವ ಗುಣಲಕ್ಷಣಗಳು,Emitter characteristics
ಹೊರಸೂಸುವ ಸಂಯೋಜಿತ ಆಂಪ್ಲಿಫಯರ್,Emitter coupled amplifier
ಹೊರಸೂಸುವ ಪ್ರಸರಣ,Emitter diffusion
ಹೊರಸೂಸುವ ಹಿಂಬಾಲಕ,Emitter follower
ಹೊರಸೂಸುವ ಪ್ರತಿರೋಧಕ,Emitter resister
ಹೊರಸೂಸುವ ಸ್ಥಿರೀಕೃತ ದೃಷ್ಟಿಕೋನ ಸಂರಚನೆ,Emitter stabilized bias configuration
ಹೊರಸೂಸುವ ಮೂಲ ಜಂಕ್ಷನ್,Emitter-base junction
"ಎಮಿಟರ್ ಕಪಲ್ಡ್ ಲಾಜಿಕ್, ECL",Emitter-coupled logic (ECL)
ಯಾಂತ್ರಿಕೃತ,Emulator
ಸಕ್ರಿಯಗೊಳಿಸಿ,Enable
ಆವರಿಸುವಿಕೆ,Encapsulation
ಕೊಡಿಟ್ರಾ,Encoder
ಗೂಢಲಿಪೀಕರಣ,Encryption
ವೃತ್ತಾಕಾರದ ಲಾಭ,End around carry
ಪರಿವರ್ತನೆ,End of conversion (EOC)
ವ್ಯವಸ್ಥಿತ,End of file (EOF)
ವೃತ್ತಾಕಾರದ ಸ್ಥಳಾಂತರ,End-around shift
ಉದ್ದದ ಆಂಟೆನಾ,End-fire antenna
ರೇಖಾಂಶದ ರಚನೆ,End-fire arrays
ಶಕ್ತಿ,Energy
ಶಕ್ತಿ ಬಾರ್,Energy band
ಬ್ಯಾಂಡ್ ಅಂತರ,Energy gap
ಶಕ್ತಿಯ ಮಟ್ಟ,Energy level
ಶಕ್ತಿ ಮಟ್ಟದ ರೇಖಾಚಿತ್ರ,Energy level diagram
ವರ್ಧಿತ ವಿಸ್ತರಿತ ಮಾಸ್ ನಿರ್ದಿಷ್ಟತೆ,"Enhanced expanded memory specification
(EEMS)"
ಹೆಚ್ಚಿದ ಲೇಖನ ರಿಜಿಸ್ಟ್ರಾರ್,Enhanced graphics adapter (EGA)
ಬೆಳವಣಿಗೆ,Enhancement
ಬೆಳವಣಿಗೆಯ ಮಾದರಿ,Enhancement type
ವರ್ಧಿತ ಮೊಸ್ಫೆಟ್,Enhancement typeMOSFET
ಎಂಟ್ರೊಪಿ,Entropy
ಹೊದಿಕೆ ಡಿಮೋಡ್ಯುಲೇಟರ್,Envelope demodulator
ಪರಿಸರ,Environment
"ಎಪಿಟಾಕ್ಸಿ ಬೆಳವಣಿಗೆ, ಆರೋಹಣ ಬೆಳವಣಿಗೆ",Epitaxial growth
"ಎಪಿಟ್ರಾಶಿಯಲ್ ಪದರ, ಆರೋಹಣ ಪದರ",Epitaxial layer
"ಎಪಿಟಾಕ್ಸಿ, ಅತಿಕ್ರಮಣ",Epitaxy
ಎಪಾಕ್ಸಿ ಫೈಬರ್ ಗಾಜಿನ ಮಟ್ಟ,Epoxy-fiber glass laminate
EP-ROM,EPROM
ಎಪ್ಸಿಲಾನ್,Epsilon
ಸಮೀಕರಣ,Equalisation
ಸಮೀಕರಣ ಸರ್ಕ್ಯೂಟ್,Equalising circuit
ಸಮಾನತೆ,Equality
ಸಮೀಕರಣ,Equalization
ಈಕ್ವಲೈಜರ್ ಫಿಲ್ಟರ್,Equalizer filter
ಸಮೀಕರಣ,Equation
ಸಮಭಾಜಕ ಸಮತಲ,Equatorial plane
ಐಸೊಪೊಟೆನ್ಷಿಯಲ್ ಲೈನ್,Equipotential line
equipotential ಪುಟ,Equipotential surface
ಸಮಾನ ಸರ್ಕ್ಯೂಟ್,Equivalent circuit
ಸಮಾನ ಇನ್ಪುಟ್ ಶಬ್ದ ಜನರೇಟರ್,Equivalent input noise generator
ಸಮಾನವಾದ ಇನ್ಪುಟ್ ಶಬ್ದ ಪ್ರತಿರೋಧ,Equivalent input noise resistance
ಸಮಾನವಾದ ಐಸೊಟೋಪಿಕ್ ವಿಕಿರಣ ಶಕ್ತಿ,Equivalent isotropic radiated power (ETRP)
ಅಳಿಸಿ,Erase
ಶಕ್ತಿ ಪ್ರಕ್ರಿಯೆ,Ergodic process
ದೋಷ ನಿಯಂತ್ರಣ ಕೋಡಿಂಗ್,Error control coding
ದೋಷ ತಿದ್ದುಪಡಿ ಕೋಡ್,Error correcting code
ದೋಷ ಪತ್ತೆ ಕೋಡ್,Error detecting code
ದೋಷ ನಿರ್ವಹಣೆ,Error handling
ದೋಷ ದರ,Error rate
ದೋಷ ವೋಲ್ಟೇಜ್,Error voltage
ದೋಷ ಆಂಪ್ಲಿಫಯರ್,Error amplifier
ಇಸಾಕಿ ಡಯೋಡ್,ESAKI diode
ಎಚ್ಚಣೆ,Etching
ಈಥರ್ನೆಟ್,Ethernet
ಯೂಲರ್ ಪ್ರಮೇಯ,Euler's Theorem
ವೈಶಾಲ್ಯ ಕಡಿತ ಮೋಡ್,Evanescent mode
ಆವಿಯಾಗುವಿಕೆ ಪ್ರಕ್ರಿಯೆ,Evaporation process
ಇ-ವೆಕ್ಟರ್,E-vector
ಸಮಾನತೆ,Even parity
ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ,Exception handling
ಹೆಚ್ಚುವರಿ ಶಬ್ದ ಅನುಪಾತ,Excess noise ratio (ENR)
ಟ್ರಿಪಲ್ ಕೋಡ್,Excess-3-code
ಪ್ರಚೋದನೆ ಕೋಷ್ಟಕ,Excitation table
ಪ್ರತಿಧ್ವನಿ XOR ಗೇಟ್,Exclusive-OR-gate
ಮರಣದಂಡನೆ ಸಾಫ್ಟ್ವೇರ್,Executions software
ಮರಣದಂಡನೆ ಚಲನೆ,Executions speed
ಮರಣದಂಡನೆ ಸಮಯ,Executions time
ವಿಶೇಷವಾದ ನಾರ್ ಗೇಟ್,EX-NOR gate (exclusive NOR)
ಪ್ರಸಾರಕ,Expander
ಘಾತೀಯ ಕೊಳೆತ,Exponential decay
ಘಾತೀಯ ಡಯೋಡ್,Exponential diode
ಘಾತೀಯ ಫೋರಿಯರ್ ಸರಣಿ,Exponential fourier series
ಘಾತೀಯ ಕಾರ್ಯ,Exponential function
ಬಾಹ್ಯ ಆವರ್ತನ ಪ್ರತಿರೋಧ,External frequency compensation
ಅತಿ ಹೆಚ್ಚಿನ ಆವರ್ತನ,Extremely high frequency (EHF)
ಹೆಚ್ಚಿನ ಸಾಮರ್ಥ್ಯ,Extremely high tension (EHT)
ಬಹಳ ಕಡಿಮೆ ಆವರ್ತನ,Extremely low frequency (ELF)
ತೂರಲಾಗದ ಅರೆವಾಹಕ,Extrinsic semiconductor
ಫೈಲ್ ತೆರೆಯಿರಿ,F.O. (opening a file)
ಅರೆವಾಹಕ ತಯಾರಿಕೆ,Fabrication of semiconductor
ಫ್ಯಾಬ್ರಿ ಪೆರೋ ರೆಸೋನೇಟರ್,Fabry-pirot resonator
ಫಲಕ,Face
ಗುಣಕ,Factor
ಅಪವರ್ತನೀಯ,Factorial
ಮಂತ್ರಾಕ್ಷತೆ,Fade out
ಕ್ಷೀಣತೆ,Fading
ಕ್ಷೀಣತೆ,Fading
ಫಾಹಿ ಏಕಪಕ್ಷೀಯ ಪ್ರವೇಶಸಾಧ್ಯತೆ ಮಾಪಕ,FAHY simplex permeability meter
ವೈಫಲ್ಯ,Failure
ವಿಫಲ ಮೋಡ್,Failure mode
ವಿಫಲತೆಯ ದರ,Failure rate
ಫೇರ್ ಚೈಲ್ಡ್ ಸೆಮಿಕಂಡಕ್ಟರ್,Fair child semiconductors
ಶರತ್ಕಾಲದ ಅವಧಿ,Fall time
ಪತಿ ಕಾಲಡ್ ಕೋರ್,Falling clock edge
ಪ್ಯಾಟ್ ಕೋರ್,Falling edge
ಕುಸಿತ,Fallout
ಸುಳ್ಳು,FALSE
ಮಡಿಸಿದ ಕಾಗದ,Fan fold paper
ಇನ್ಪುಟ್,Fan-in
ಸಂಚಿಕೆ ಸಂಖ್ಯೆ,Fan-out
ಫರಾದ್,Farad
ಫ್ಯಾರಡೆ ಪರಿಣಾಮ,Faraday effect
ಫ್ಯಾರಡೆ ತಿರುಗುವಿಕೆ,Faraday rotation
ಫ್ಯಾರಡೆ ಪರದೆ,Faraday screen
ಫ್ಯಾರಡೆ ಸ್ಥಿರ,Faraday's constant
ಫ್ಯಾರಡೆ ಕಾನೂನು,Faraday's law
ಪ್ರತಿಕೃತಿ,Facsimile
ಪ್ರತಿಕೃತಿ ರಿಸೀವರ್,Facsimile receiver
ಪ್ರತಿಕೃತಿ ಸಂವಹನಕಾರ,Facsimile transmitter
ಪ್ರತಿಕೃತಿ,Facsinite
ಪ್ರತಿಕೃತಿ ಸಂಕೇತ,Facsinite signal
ಚೂಪಾದ ಕೋರ್,Fast edge
ತ್ವರಿತ ನಾಲ್ಕು ರೂಪಾಂತರ,Fast fourier transform
ಹಡಗು ರಶೀದಿ ದಿನಕಾರಿ,Fast recovery rectifier
ಫೈಲ್ ಹಂಚಿಕೆ ವೇಳಾಪಟ್ಟಿ,FAT (file allocation table)
ಗಂಭೀರವಾದ ತಪ್ಪು,Fatal error
ಮೂಲ ಫೈಲ್,Father file
ಇನ್ಪುಟ್,Fau-in
"ತಪ್ಪು, ತಪ್ಪು",Fault
ದೋಷ ವಿಶ್ಲೇಷಣೆ,Fault analysis
ತಪ್ಪು ರೇಟಿಂಗ್,Fault grading
ದೋಷ ಸ್ಥಳೀಕರಣ,Fault localization
ಸ್ಥಳೀಯ ಸೇತುವೆ ದೋಷ,Fault localizing bridge
ದೋಷ ಫಿಲ್ಟರ್ ಟಾಗಲ್,Fault node toggle
ಪತನ ಸಹಿಷ್ಣುತೆ,Fault tolerance
ಫ್ಯಾನೋ ಅಲ್ಗಾರಿದಮ್,Fauo's alogrithm
ಸಂಚಿಕೆ ಸಂಖ್ಯೆ,Fau-out
ಸಂಚಿಕೆ ಸಂಖ್ಯೆ ಮರ,Fau-out tree
ಫ್ಯಾಕ್ಸ್,Fax
ಫೈಲ್ ಸಂಯೋಜನೆ,Fc (combining file)
ಎಫ್ ಕನೆಕ್ಟರ್,F-connector
ಆವರ್ತನ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್,FDM (frequency division multiplexer)
FEC ಕೋಡ್,FEC code
ಫೆಡರಲ್ ಕಮ್ಯುನಿಕೇಷನ್ಸ್ ಕಮಿಷನ್,Federal communications commission (FCC)
ಮರುಹೂಡಿಕೆ ಲೂಪ್ ಲಾಭ,Feedback loop gain
ದುರ್ಬಲಗೊಂಡ ಕಾಂತೀಯ ವಸ್ತು,Feebly magnetic material
ಇನ್ಪುಟ್,Feed
ಮರುಹೂಡಿಕೆ ಇಳುವರಿ,Feed back gain
ಜೀವನಾಂಶ ನಷ್ಟ,Feed through loss
ಮರುಹೂಡಿಕೆ,Feedback
ಮರುಹೂಡಿಕೆ ಆಂಪ್ಲಿಫಯರ್,Feedback amplifier
ಮರುಪರಿಚಯ ಅಸ್ಪಷ್ಟತೆ,Feedback amplifier distortion
ಮರುಹೂಡಿಕೆ ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ,Feedback block diagram
ಮರುಹೂಡಿಕೆಯ ಸ್ಟ್ರೀಮ್ ರೇಖಾಚಿತ್ರ,Feedback current diagram
ಮರುಸ್ಥಾಪನೆ ಲೂಪ್,Feedback loop
ಮರುಹೂಡಿಕೆ ಆಂದೋಲಕ,Feedback oscillator
ಮರುಹೂಡಿಕೆ ರೇಸ್,Feedback racing
ಮರುಹೂಡಿಕೆ ಸ್ಥಳಾಂತರ ನೋಂದಣಿ,Feedback shift-register
ಮರುಹೂಡಿಕೆ ತತ್ವ ರೇಖಾಚಿತ್ರ,Feedback theory diagram
ಮರುಪರಿಚಯ ವೋಲ್ಟೇಜ್ ರೇಖಾಚಿತ್ರ,Feedback voltage diagram
ಫೆರ್ಮಿ ಮಟ್ಟ,Fermi level
ಫೆರಿಕ್ ಇಂಡಕ್ಟರ್,Ferric induction
ಫೆರೈಟ್,Ferrite
ಫೆರೈಟ್ ಆಂಟೆನಾ,Ferrite antenna
ಫೆರೈಟ್ ಕಳೆ,Ferrite bealt
ಫೆರೈಟ್ ಸ್ಪಿನ್ನರ್,Ferrite circulator
ಫೆರೈಟ್ ವಿಭಜಕ,Ferrite isolator
ಫೆರೈಟ್ ಲೈನ್ ವಿಸ್ತರಣೆ,Ferrite line width
ಫೆರೈಟ್-ಕೋರ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,Ferrite-core transformer
ಫೆರೋ ಕ್ರೋಮ್ ಟೇಪ್,Ferro-chrome tape
ಫೆರೋಮ್ಯಾಗ್ನೆಟಿಸಮ್,Ferromagnetism
ವಿಧಿ,FET
ಫೀಲ್ಡ್ ಎಫೆಕ್ಟ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ (FET),FET (field-effect transistor)
ಫ್ಯಾಟ್ ಬೂಸ್ಟರ್,FET amplifier
fret ಪೂರಕ ಸಮ್ಮಿತಿ,FET complementary symmetry
ಕೊಬ್ಬು ಸವಕಳಿ ಮೋಡ್,FET depletion mode
"ವಿಧಿ ದ್ವಂದ್ವ ದ್ವಾರ, ದ್ವಂದ್ವ ದ್ವಾರ",FET dual gate
ಕೊಬ್ಬಿನ ಬೆಳವಣಿಗೆಯ ಮೋಡ್,FET enhancement mode
fret ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ,FET frequency response
ಫ್ಯಾಟ್ ಗ್ರಾಫಿಕ್ ವಿಶ್ಲೇಷಣೆ,FET graphical analysis
ಫೇಟ್ ಇನ್ವೆಸ್ಟ್ಮೆಂಟ್ ಸುರಕ್ಷತೆ,FET input protection
ಕೊಬ್ಬಿನ ವಿಲೋಮ,FET inverter
ವಿಧಿಯ ಒಪ್ಪಂದ,FET junction
ಕೊಬ್ಬಿನ ಮೊಸ್ಫೆಟ್,FET MOSFET
ಕೊಬ್ಬಿನ ವಾಹಕತೆ,FET trans conductance
ಮಲಗುವ ಸಮಯ,Fetch time
ಫೈಲ್ ಆಮದು,FI (importing a file)
ಫೈಬರ್,Fiber
ಫೈಬರ್ ಕನೆಕ್ಟರ್,Fiber connector
ಫೈಬರ್ ವಿತರಿಸಿದ ಡೇಟಾ ಇಂಟರ್ಫೇಸ್,Fiber distributed data interface (FDDI)
ಫೈಬರ್ ಗ್ಲಾಸ್,Fiber glass
ಫೈಬರ್ ಆಪ್ಟಿಕ್ ಲಿಂಕ್,Fiber optic link
ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ವಿಂಡೋ,Fiber optics propagation window
ಫೈಬರ್ ಲೈಟ್ ಡಿಟೆಕ್ಟರ್,Fiber photo detector
ಫೈಬರ್ ಬಂಧ,Fiber splicing
ಫಿಬೊನಾಕಿ ಸಂಖ್ಯೆಗಳು,Fibonocci numbers
ವರ್ಚುವಲ್ ಶಬ್ದ ಜನರೇಟರ್,Fictitious noise generator
ಸ್ವೀಕರಿಸುವವರ ನಿಷ್ಠೆ,Fidelity of receiver
ನಕಲಿ,Fidelity
ಪ್ರದೇಶ ನೆರವು,Field aiding
ಕ್ಷೇತ್ರ ಪರಿಣಾಮ ಸಾಧನ,Field effect device
ಕ್ಷೇತ್ರ ಪರಿಣಾಮ ಸ್ವಿಚ್,Field effect switch
ಕ್ಷೇತ್ರ ಪರಿಣಾಮಕಾರಿ ಟ್ರಾನ್ಸಿಸ್ಟರ್,Field effect transistor
ಕ್ಷೇತ್ರ ಹೊರಸೂಸುವಿಕೆ,Field emission
ಸೀಸದ ದೇಹ,Field forward system
ಕ್ಷೇತ್ರ ಆವರ್ತನ,Field frequency
ಕ್ಷೇತ್ರದ ತೀವ್ರತೆ,Field intensity
ಕ್ಷೇತ್ರ ಪ್ರೋಗ್ರಾಂ ಲಾಜಿಕ್ ಅರೇ,Field programmable logic array (FPLA)
ಕ್ಷೇತ್ರ ಪರೀಕ್ಷೆ,Field test
ಕ್ಷೇತ್ರ ರದ್ದತಿ,Fields cancelling
FIFO ಮೆಮೊರಿ,FIFO memory
ದಕ್ಷತೆ ಸೂಚ್ಯಂಕ,Figure of merit
ಕಡತ,File
ಫೈಲ್ ಫಿಲ್ಲರ್,File backup
ಫೈಲ್ ಆಜ್ಞೆ,File command
ಫೈಲ್ ಸರ್ವರ್,File server
ಲೇಯರ್ ಕೆಪಾಸಿಟರ್,Film capacitor
ಲೇಯರ್ ರೆಸಿಸ್ಟರ್,Film type register
ಫಿಲ್ಟರ್,Filter
ಫಿಲ್ಟರ್ ಗುಣಲಕ್ಷಣಗಳು,Filter characteristic
ಫಿಲ್ಟರ್ ಸರ್ಕ್ಯೂಟ್,Filter circuit
ಸಂಗ್ರಹಣೆ,Filter communication data
ಫಿಲ್ಟರ್ ವಿನ್ಯಾಸ,Filter design
ಸಂವಹನ ಡೇಟಾ,Filter link
ಫಿಲ್ಟರ್ ವಿಧಾನ,Filter method
ಫಿಲ್ಟರ್ ಪುನರ್ನಿರ್ಮಾಣ,Filter reconstruction
ಅಂತಿಮ ಜೋಡಣೆ,Final assembly
ಫಿಂಗರ್ ಪ್ರಿಂಟ್,Finger print
ಸೀಮಿತ ಹಠಾತ್ ವರದಿ ಮಾಡುವ ಫಿಲ್ಟರ್,Finite impulse response filter
ಸೀಮಿತ ನಿಯತಾಂಕ,Finite parameters
ಸೀಮಿತ ಸ್ಥಿತಿಯ ಯಂತ್ರ,Finite state machine
ಗುಂಡಿನ ಕೋನ,Firing angle
ಫರ್ಮ್ವೇರ್,Firmware
ಮೊದಲ ಅಂಕಿ ಪದ,First data word
ಮೊದಲ ಆರ್ಡರ್ ಪ್ರಾಶ್,First order loop
ಫಿಶರ್ ಲೂಪ್ ಪರೀಕ್ಷೆ,Fisher loop test
ನಿರಂತರ,Fixed
ಸ್ಥಿರ ಅಟೆನ್ಯೂಯೇಟರ್,Fixed attenuator
ಸ್ಥಿರ ದೃಷ್ಟಿಕೋನ,Fixed bias
ಸ್ಥಿರ ಕ್ಯಾಲ್ಕುಲೇಟರ್,Fixed counter
ಸ್ಥಿರ ಪ್ರದೇಶ,Fixed field
ನಿಯೋಜನೆ ಯಂತ್ರ,Fixed instruction machine
ನಿಗದಿತ ಸಮಯ ನಿಯಂತ್ರಕ,Fixed timer
ಧ್ವಜ,Flag
ಚಾಚುಪಟ್ಟಿ,Flange
ಫ್ಲಾಪ್ ಅಟೆನ್ಯೂಯೇಟರ್,Flap attenuator
ಅಬ್ಬರದ,Flash
ಹೊಳಪು ಪರಿವರ್ತಕ,Flash converter
ಹೊಳಪು,Flashing
