Assamese,Malayalam
১.শস্য ২.শস্য,1. വിള 2. വിള
খেতি কৰা অঞ্চল,കൃഷി പ്രദേശം
ক্ৰছ অসঙ্গতিপূৰ্ণ,ക്രോസ് പൊരുത്തമില്ലാത്ത
1. মুকুট 2. শিখৰ (উদ্ভিদ),1. കിരീടം 2. പിനാക്കിൾ (സസ്യം)
কোমল কণা,മൃദുവായ കണങ്ങൾ
খোলা,പുറംതോട്
1. ক্ৰিপ্টোগাম 2. নন-ফ্ল&#39;ৰিফৰ্ম,1. ക്രിപ്‌റ്റോഗാം 2. നോൺ-ഫ്ലോറിഫോം
ছাঁটনি (ফল),അരിവാൾ (പഴം)
কলম,പേന
জাত জাত,കൃഷി ഇനം
১.ট্ৰেকচন ২.কৃষি ৩.খেতি কৰা,1. ട്രാക്ഷൻ 2. കൃഷി 3. കൃഷി
১/ কৃষক ২/ খেতিয়ক,1. കർഷകൻ 2. കൃഷിക്കാരൻ
১.খেতি ২.খেতি ৩.পালন,1. കൃഷി 2. കൃഷി 3. വളർത്തൽ
১.সম্পদ ২.প্ৰস্তুতি,1.വിഭവം 2.തയ്യാറെടുപ്പ്
১.কুন্তলন ২.কুঞ্চন,1.കുന്തളൻ 2.കുഞ്ചോൻ
মুদ্ৰা,ഭാവം
১.এপিডাৰ্মিছ ২.কিউটিকল,1. പുറംതൊലി 2. പുറംതൊലി
1. কলম 2. কাটি 3. কাটি 4. কাটি 5. কাটিব,1. പേന 2. മുറിക്കൽ 3. മുറിക്കൽ 4. മുറിക്കൽ 5. മുറിക്കൽ
১.কৃমিৰ কৰ্পাছ ২.চিষ্ট ৩.চিষ্ট ৪.বিকৃত গোট ৫.নিওপ্লাজম,1. വിര കോർപ്പസ് 2. സിസ്റ്റ് 3. സിസ്റ്റ് 4. വികലമായ മുഴ 5. നിയോപ്ലാസം
চাইট&#39;ক্ৰ&#39;ম,സൈറ്റോക്രോം
কোষ সংযোজন,സെൽ കപ്ലിംഗ്
কোষৰ প্ৰজনন,കോശ പുനരുൽപാദനം
কোষৰ জিনীয় বিজ্ঞান,സെൽ ജനിതകശാസ്ത്രം
চাইট’প্লাজমিক বিভাজন,സൈറ്റോപ്ലാസ്മിക് ഡിവിഷൻ
কোষ জীৱবিজ্ঞান,സെൽ ബയോളജി
কোষৰ লাইছিছ,സെൽ ലിസിസ്
১) চাইট’মিৰ ২) কোষৰ বিভাজন,1. സൈറ്റോമിയർ 2. സെൽ സെഗ്മെന്റേഷൻ
চাইট’প্লাজম,സൈറ്റോപ്ലാസം
১/ দুগ্ধজাত সামগ্ৰী ২.দুগ্ধজাত সামগ্ৰী,1. ഡയറി 2. ഡയറി
দুগ্ধ উদ্যোগ,ക്ഷീര വ്യവസായം
১.বান্ধ ২.প্ৰজননকাৰী,1. ഡാം 2. ബ്രീഡർ
দিন নিৰপেক্ষ উদ্ভিদ,ദിവസം സമ്പൂർണ്ണ പ്ലാന്റ്
ফুল ফুলাৰ পিছদিনা,പൂവിടുമ്പോൾ ദിവസം
সম্পূৰ্ণ ফুল ফুলাৰ পিছত দিন,മുഴുവൻ പൂവിടുമ്പോൾ ഒരു ദിവസം
অদক্ষতা,കാര്യക്ഷമതയില്ലായ്മ
ডিকেলচিফিকেশন,ഡീകാൽസിഫിക്കേഷൻ
1. dislodge 2. dislodge কৰা,1. ഡിസ്ലോഡ്ജ് 2. ഡിസ്ലോഡ്ജ്
পচি যোৱা,ക്ഷയം
পৰ্ণপাতী,ഇലപൊഴിയും
১.দশমিক ২.দশমিক,1. ദശാംശം 2. ദശാംശം
হীনমন্যতা,അപകർഷത
অনুৰণ (মাটি),അനുരൻ (മണ്ണ്)
বিপুষ্পন,വിപുഷ്പൻ
বিলিং,ബില്ലിംഗ്
বনাঞ্চল ধ্বংস কৰা,വനനശീകരണം
বদনাম,അപമാനം
অৱক্ষয়,തരംതാഴ്ത്തൽ
অংশ দিন,ഭാഗം ദിവസം
১.পৰিমাণ ২.অংশ,1. അളവ് 2. ഭാഗം
ডিহিচেন্স,അപചയം
খোলা আঁতৰোৱা,തൊണ്ട നീക്കം
খোলা আঁতৰোৱা,തൊണ്ട നീക്കം
পানীলগা,നിർജ്ജലീകരണം
জলহীন,ജലരഹിതമായ
দাবী কৰা,ആവശ്യം
১.ডিনেচাৰেচন ২.গুণন,1. ഡീനാറ്ററേഷൻ 2. ഗുണനം
ডেনুডেচন,അപകീർത്തിപ്പെടുത്തൽ
1. জমা (মাটি) 2. জমা (অৰ্থনীতি),1. നിക്ഷേപം (മണ്ണ്) 2. നിക്ഷേപം (സാമ്പത്തികശാസ്ത്രം)
জমা,നിക്ഷേപം
১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস,1. മൂല്യത്തകർച്ച 2. മൂല്യത്തകർച്ച
ডিচেলাইনেচন,ഉപ്പുനീക്കം
১/ পানী শুকুৱাই লোৱা ২/ পানীলগা,1. വെള്ളം ഉണക്കൽ 2. നിർജ്ജലീകരണം
1. ডিজাইন 2. ডিজাইন,1. ഡിസൈൻ 2. ഡിസൈൻ
শুকান,വരണ്ട
কাৰ্ণেল আঁতৰোৱা,കേർണൽ നീക്കം
ডি-ইণ্টাৰকেলেচন,ഡി-ഇന്റർകലേഷൻ
সংযোজন,സംയോജനം
১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন,1. ആൺ മഞ്ജരി വേർതിരിച്ചെടുക്കൽ (ചോളം) 2. ബല്ലാർ വേർതിരിച്ചെടുക്കൽ
বল্লাৰ বা কুন্দন কাটিব পৰা,ബല്ലാർ അല്ലെങ്കിൽ കുന്ദൻ മുറിക്കൽ
নিৰ্ণায়ক,നിർണ്ണയിക്കുന്നയാൾ
বিমুদ্ৰাকৰণ,മൂല്യച്യുതി
ডি-ভেজিটেট,സസ്യഭക്ഷണം
বিচ্যুতি,വ്യതിയാനം
দুণ্ডণ,ഇരട്ടി
নিদান,രോഗനിർണയം
ভিন্ন পৰিপক্কতা,വ്യത്യസ്ത പക്വത
bifurcation,വിഭജനം
1. দ্বিবিষাক্ত (বীজ),1. ഡൈക്കോട്ടിലിഡൺ 2. ഡൈക്കോട്ടിലിഡൺ (വിത്ത്)
পিঠিৰ ৰোগ,പുറം രോഗം
১.প্ৰসাৰণ ২.প্ৰসাৰণ,1. ഡിഫ്യൂഷൻ 2. ഡിഫ്യൂഷൻ
হজম ক্ষমতা,ദഹനക്ഷമത
ডাইহাইব্ৰিড,ഡൈഹൈബ്രിഡ്
১.বান্ধ ২.নলা ৩.পৰিয়াল,1. ഡാം 2. ഡ്രെയിൻ 3. കുടുംബം
সামান্য,തുച്ഛമായ
১.একপত্নী ২.একপত্নী,1. ഏകഭാര്യ 2. ഏകഭാര്യ
ডিপ্লয়ড,ഡിപ്ലോയിഡ്
১.দ্বিগুণী ২.দ্বিগুণী,1. ഡിപ്ലോയിഡ് 2. ഡിപ്ലോയിഡ്
ডাইপোল,ദ്വിധ്രുവം
১.নিষ্কাশন ২.কলি আঁতৰোৱা,1. വേർതിരിച്ചെടുക്കൽ 2. ബഡ് നീക്കം
১.হালোৱা হাল বাই ২.ঘূৰোৱা,1. പ്ലോ പ്ലോവിംഗ് 2. സ്പിന്നിംഗ്
ৰেহাই,കിഴിവ്
বীজাণুনাশক,അണുനശീകരണം
১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা,1. ഡിസ്പർഷൻ 2. ചിതറിക്കൽ
1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স,1.ചിതറിക്കൽ 2.വ്യതിയാനം
বৈচিত্ৰ্যতা,വൈവിധ്യവൽക്കരണം
বৈচিত্ৰময় কৃষি,വൈവിധ്യമാർന്ന കൃഷി
dna পদক্ষেপ,ഡിഎൻഎ ഘട്ടം
ডি এন এ ৰিচিভাৰ,ഡിഎൻഎ റിസീവർ
ডক ভাড়া,ഡോക്ക് വാടകയ്ക്ക്
কাৰ্যকৰী,ഫലപ്രദമായ
নিদ্ৰাহীনতা,സുഷുപ്തി
১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা,1. അളവ് 2. അളവ് 3. അളവ്
ডাবল চিগম&#39;ইড বক্ৰ,ഇരട്ട സിഗ്മോയിഡ് കർവ്
1. gust 2. টানিব পৰা,1. കാറ്റ് 2. നീട്ടുക
1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট,1. എക്‌സ്‌ഹോസ്റ്റ് ഡ്രെയിൻ 2. മലിനജലം
নিষ্কাশন,ഡ്രെയിനേജ്
ট্ৰেকচন,ട്രാക്ഷൻ
1. ঔষধ দিয়া 2. তিয়াই পেলোৱা,1. മരുന്ന് കൊടുക്കുക 2. നനയ്ക്കുക
প্ৰসাধন সামগ্ৰী (বীজ),സൗന്ദര്യവർദ്ധക വസ്തുക്കൾ (വിത്തുകൾ)
1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ,1. ആഗർ 2. ആഴം കുറഞ്ഞ തകരാർ 3. ഡ്രിൽ 4. ആഗർ
১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল,1. ദ്വാരം 2. ഡ്രിൽ 3. ഡ്രിൽ
১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া,1. ഡ്രില്ലിംഗ് 2. ഡ്രിൽ ഉപയോഗിച്ച് വിതയ്ക്കൽ 3. ഡ്രിൽ ഉപയോഗിച്ച് ഒഴിക്കുക
ড্ৰিপ জলসিঞ্চন,ഡ്രിപ്പ് ഇറിഗേഷൻ
শুকান খেতি কৰা,ഉണങ്ങിയ കൃഷി
১.ধূলি ২.বুকনি,1.പൊടി 2.ബുക്നെ
১.ডাষ্টাৰ ২.বিকিৰণকাৰী,1. ഡസ്റ്റർ 2. സ്കാറ്ററർ
ছটিয়াই দিয়া,തളിക്കാൻ
১.বামন ২.ৱামন,1. വാമനൻ 2. വാമനൻ
বামন পিৰামিড,വാമന പിരമിഡ്
বামিণী ভৱন,വാമിനി ഭവൻ
পৰিৱেশ বিজ্ঞান,പരിസ്ഥിതി ശാസ്ത്രം
অৰ্থনীতি,ഇക്കണോമെട്രിക്സ്
অৰ্থনৈতিক দক্ষতা,സാമ്പത്തിക കാര്യക്ഷമത
পৰিস্থিতিগত ধৰণ,സാഹചര്യ തരം
অতিৰিক্ত স্তৰযুক্ত,അധിക-സ്ട്രാറ്റിഫൈഡ്
কোমল,മൃദുവായ
soil বিজ্ঞান,മണ്ണ് ശാസ്ത്രം
1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা,1. ബ്രിഡ്ജിംഗ് 2. എഡ്ജിംഗ് 3. സ്ട്രാൻഡ് ക്ലോഷർ
খাদ্যৰ অংশ,ഭക്ഷണ ഭാഗം
চাহিদাৰ স্থিতিস্থাপকতা,ഡിമാൻഡിന്റെ ഇലാസ്തികത
উৎপাদন স্থিতিস্থাপকতা,ഉത്പാദന ഇലാസ്തികത
ইলেক্ট্ৰ&#39;লাইছিছ,വൈദ്യുതവിശ്ലേഷണം
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,ഇലക്ട്രോഫോറെസിസ്
বাষ্পীভৱন,ആവിയായി
১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ,1. ശിരഛേദം 2. വന്ധ്യംകരണം 3. ശിരഛേദം 4. വന്ധ്യംകരണം
১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী,1. വീർ ബാൻഡി 2. സ്ട്രോബണ്ടി
ভ্ৰূণ,ഭ്രൂണം
১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান,1. ഭ്രൂണശാസ്ത്രം 2. ഭൗതികശാസ്ത്രം
1. প্ৰস্থান 2. প্ৰস্থান,1. പുറത്തുകടക്കുക 2. പുറത്തുകടക്കുക
ইমালচাইফায়াৰ,എമൽസിഫയർ
অন্তৰ্জাতীয়,അന്തർജനകമായ
ইন্ট্ৰা-পইণ্ট ডিভিজন,ഇൻട്രാ പോയിന്റ് ഡിവിഷൻ
অন্তঃপৰজীৱী,ഇൻട്രാ-പാരാസിറ്റിക്
এণ্ডোস্পাৰ্ম,എൻഡോസ്പേം
উদ্যোগ,എന്റർപ്രൈസ്
পতংগবিজ্ঞান,കീടശാസ്ത്രം
পৰিৱেশ,പരിസ്ഥിതി
১.এনজাইম ২.এনজাইম,1. എൻസൈം 2. എൻസൈം
ক্লাষ্টাৰ গ্ৰাফটিং,ക്ലസ്റ്റർ ഗ്രാഫ്റ്റിംഗ്
১.এপিফাইট ২.এপিফাইট,1. എപ്പിഫൈറ്റ് 2. എപ്പിഫൈറ്റ്
ন্যায়,ഇക്വിറ്റി
নিৰ্মূলকৰণ,ഉന്മൂലനം
প্ৰয়োজনীয় পুষ্টিকৰ উপাদান,അവശ്യ പോഷകങ്ങൾ
1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন,1. അളവ് 2. ജമ്പ് 3. വിലയിരുത്തൽ
সূক্ষ্মতা,സൂക്ഷ്മത
সুজাননিক,സുജനിക്
মূল্যায়ন,മൂല്യനിർണ്ണയം
ভাপ গেজ,സ്റ്റീം ഗേജ്
বাষ্পীভৱন,ബാഷ്പീകരണ പ്രചോദനം
চিৰন্তন বিপ্লৱ,ശാശ്വത വിപ്ലവം
১.চিৰসেউজ ২.চিৰসেউজ,1. നിത്യഹരിതം 2. നിത്യഹരിതം
বিকাশ,വികസനം
কাটি পেলোৱা,വിച്ഛേദിക്കുക
পৰীক্ষয় (উৰ্বৰতা),പരീക്ഷയ് (ഫെർട്ടിലിറ്റി)
শোষণ,ചൂഷണം
১.অন্বেষণ ২.অন্বেষণ,1. പര്യവേക്ഷണം 2. പര്യവേക്ഷണം
১.এক্সট্ৰুচন ২.নিগমন,1. എക്സ്ട്രൂഷൻ 2. എമിഷൻ
নয়ন,കണ്ണ്
1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ,1. ഘടകം 2. ഘടകം 3. ഘടകം 4. റിസോഴ്സ്
কাৰক উৎপাদনশীলতা,ഘടകം ഉത്പാദനക്ഷമത
ট্ৰেডছমেনৰ ৰেহাই,വ്യാപാരിയുടെ കിഴിവ്
ফেক্টৰিয়েল ব্লক ডিজাইন,ഫാക്‌ടോറിയൽ ബ്ലോക്ക് ഡിസൈൻ
বিকল্প,ബദൽ
১.পট্টি ২.পালিহাৰ,1. പട്ടി 2. പലിഹാർ
গোটেই অংশ,മൊത്തത്തിലുള്ള
ক্ষেত্ৰ মূল্যায়ন,ഫീൽഡ് മൂല്യനിർണ്ണയം
ফাৰ্ম বাজেট,കാർഷിക ബജറ്റിംഗ്
কৃষি ব্যৱসায়,കാർഷിക ബിസിനസ്സ്
ক্ষেত্ৰ পৰিকল্পনা,ഫീൽഡ് ആസൂത്രണം
১.কৃষক ২.কৃষক,1. കർഷകൻ 2. കർഷകൻ
১.কৃষি ২.খেতি কৰা,1. കൃഷി 2. കൃഷി
সংঘৰ্ষ,കൂട്ടിയിടി
একাধিক প্ৰজনন,ഒന്നിലധികം പ്രജനനം
কিম্বন,അഴുകൽ
উৰ্বৰতা,ഫെർട്ടിലിറ്റി
সাৰ,വളം
সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা,വളം ഉപയോഗം കാര്യക്ഷമത
আঁহযুক্ত,നാരുകളുള്ള
১.পাম ২.এলেকা ৩.অৱস্থান,1. ഫാം 2. ഏരിയ 3. സ്ഥലം
মাটিৰ পানী ধৰি ৰখা,മണ്ണ് വെള്ളം പിടിക്കൽ
ক্ষেত্ৰ প্ৰদৰ্শন,ഫീൽഡ് പ്രദർശനം
1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা,1. ഇമ്മൊബിലൈസേഷൻ 2. ഫിക്സേഷൻ 3. ഫിക്സേഷൻ
1. প্লাৱন 2. গৰ্ভধাৰণ,1. വെള്ളപ്പൊക്കം 2. ഇംപ്രെഗ്നേഷൻ
ফ্ল&#39; ডায়াগ্ৰাম,ഒഴുക്ക് ഡയഗ്രം
খাদ্য মূল্য,ഭക്ഷണ മൂല്യം
পশুখাদ্য,കാലിത്തീറ്റ
পুৰ্বানুমান,പ്രവചനം
অৰণ্য,വനം
বনানীকৰণ,വനവൽക്കരണം
১.তাদপৰ্ণ ২.ফৰ্ম,1. ടാഡ്പാർൺ 2. ഫോം
হিম প্ৰতিৰোধী,മഞ്ഞ് പ്രതിരോധം
১.পালা ২.ব্লাইট,1. പാലാ 2. ബ്ലൈറ്റ്
1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন,1. മരവിച്ച 2. മരവിച്ച
অনুষ্ঠান,പ്രവർത്തനം
১/ ফলৰ পতন ২.ফলৰ পতন,1. ഫ്രൂട്ട് ഫാൾ 2. ഫ്രൂട്ട് ഫാൾ
ফল হৈ পৰে,ഫലമായിത്തീരുന്നു
1. ধূমপান 2. ধূমপান,1. ഫ്യൂമിഗേഷൻ 2. ഫ്യൂമിഗേഷൻ
ভেঁকুৰনাশক,കുമിൾനാശിനി
এন্টিফাংগেল,ആന്റിഫംഗൽ
ভেঁকুৰ,കുമിൾ
১.খুদ ২.সীতা,1. ഖുദ് 2. സീത
1. সংযোজন 2. সংযোজন,1. ഫ്യൂഷൻ 2. ഫ്യൂഷൻ
কপাহী উল,പഞ്ഞി
লোমশ,രോമമുള്ള
১/ গছৰ ঘা ২.পিতিকা,1. ട്രീ അൾസർ 2. പിടിക
1. গেমেট 2. গেমেট,1. ഗേമറ്റുകൾ 2. ഗെയിമറ്റുകൾ
১.বাৰী ২.বাগিচা,1. പൂന്തോട്ടം 2. പൂന്തോട്ടം
১.পান্সাল ২.হাইড্ৰমিটাৰ,1. പൻസാൽ 2. ഹൈഡ്രോമീറ്റർ
জিন সংগ্ৰহ,ജീൻ ശേഖരണം
জিন টেগন,ജീൻ ടാഗൺ
বংশাৱলী,വംശാവലി
জিন মেপ,ജീൻ മാപ്പ്
জেনেটিক্স,ജനിതകശാസ്ത്രം
১/ জিনম ২.সাংগেনে,1. ജീനോം 2. സംഗീൻ
সঞ্জিনী সংগ্ৰহ,സഞ്ജിനി ശേഖരം
জিনমিক্স,ജനിതകശാസ്ത്രം
জিন প্ৰকাৰ,ജനിതകരൂപം
১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ,1. ജീൻ ഘടന 2. ജീൻ തരം
বংশ,വംശാവലി
১. প্ৰজাতি ২. বংশ,1. ജനുസ്സ് 2. വംശം
১.বীজাণু ২.বীজাণু,1. ബീജം 2. ബീജം
বীজাণুনাশক,അണുനാശിനി
অংকুৰণ,മുളപ്പിക്കൽ
১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম,1. ജെർംപ്ലാസ്ം 2. ജെർംപ്ലാസം
জিবেৰেলিক এচিড,ഗിബ്ബെറലിക് ആസിഡ്
গোটাওক,പെറുക്കുക
তুষ,തുഷ്
১/ গ্লুটেন ২,1. ഗ്ലൂറ്റൻ 2. ഗ്ലൂട്ടണി
গ্লাইকোলাইছিছ,ഗ്ലൈക്കോളിസിസ്
বঢ়িয়া,കൊള്ളാം
সোণালী বিপ্লৱ,സുവർണ്ണ വിപ്ലവം
1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস,1. വർഗ്ഗീകരണം 2. വർഗ്ഗീകരണം 3. വർഗ്ഗീകരണം
1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ,1. ഒട്ടിച്ച ചെടി 2. പെൻബ്രൽ ചെടി
কলম অসামঞ্জস্যপূৰ্ণ,പേന പൊരുത്തമില്ലാത്ത
গ্ৰানা,ഗ്രാന
গ্ৰেনুলেচন,ഗ്രാനുലേഷൻ
সেউজীয়া গোবৰ,പച്ചിലവളം
সেউজ বিপ্লৱ,ഹരിത വിപ്ലവം
বৃদ্ধি আৰু বিকাশ,വളർച്ചയും വികസനവും
১/ আঁঠুৰ ৰোগ,1. മോണരോഗം
বিষমযৌন,ഭിന്നലിംഗക്കാരൻ
1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ,1. പ്രകൃതി 2. പ്രകൃതി 3. രൂപഗുണ 4. ഭാവം
১.অলা ২.কৰকাপাট ৩.কৰ্কা,1. ഓല 2. കർക്കപ്പട്ട് 3. കർക്ക
ৰোমিলৱাচ,റോമിൽ വാച്ച്
চেলাইন চিষ্ট,സലൈൻ സിസ്റ്റ്
harrow,ഹാരോ
১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক,1. വിളവെടുപ്പ് സൂചിക 2. വിളവെടുപ്പ് സൂചിക
১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন,1. വിളവെടുപ്പ് 2. വിളവെടുത്ത വിള 3. പൂർത്തിയായ വിള 4. വിളവ്
১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা,1. പറിക്കൽ 2. വിളവെടുപ്പ് 3. പറിക്കൽ
১/ কণী পৰা ২) কণী বল,1. മുട്ടയിടൽ 2. മുട്ട ശക്തി
শুকান ঘাঁহ,ഉണങ്ങിയ പുല്ല്
শুকান খাদ্য,ഉണങ്ങിയ തീറ്റ
গঞ্জি,ഗഞ്ചി
কুঁৱলী,മൂടൽമഞ്ഞ്
কুঁৱলীময়,മൂടൽമഞ്ഞ്
১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা,1. ബാലി 2. സിത്ത 3. മുണ്ടക് 4. ടോപ്പ് 5. തല 6. സിറ
খাঁজৰ শেষ,തോടിന്റെ അവസാനം
শীৰ্ষ ছাঁটনি,മുകളിൽ അരിവാൾകൊണ്ടു
বেৰা,വേലി
জিম্মাত ৰখা,കസ്റ്റഡി
কুণ্ডলিনী,കുണ്ഡലിനി
হেমাটাইট,ഹെമറ്റൈറ്റ്
১.বনৌষধি ২.বনৌষধি,1. സസ്യം 2. സസ്യം
১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়,1.ബൊട്ടാണിക്കൽ ശേഖരം 2.ബൊട്ടാണിക്കൽ മ്യൂസിയം
ঘাঁহনিনাশক,കളനാശിനി
বংশগততা,പാരമ്പര്യം
বংশগততা,പാരമ്പര്യം
উভলিংগী,ബൈസെക്ഷ്വൽ
হেটেৰ&#39;ক্ৰ&#39;মেটিক,ഹെറ്ററോക്രോമാറ്റിക്
হেটেৰ&#39;ফাৰ্টিলাইজেচন,heterofertilization
১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ,1. ഹൈബ്രിഡോസ് 2. ഹെറ്ററോസിസ്
লিংগক্ৰম&#39;জম,സെക്സ്ക്രോമസോമുകൾ
লালন-পালন কৰা,വളർത്തി
হেক্সাডেচিমেল,ഹെക്സാഡെസിമൽ
ঠাণ্ডা নিদ্ৰা,തണുത്ത സുഷുപ്തി
উচ্চ ঘনত্বৰ ৰোপণ কৰা,ഉയർന്ന സാന്ദ്രത നടീൽ
১.পিণ্ডলক ২.পাহাৰ (ধান),1. പിൻഡ്ലക്ക് 2. കുന്ന് (നെല്ല്)
হিষ্টোগ্ৰাম,ഹിസ്റ്റോഗ്രാം
হাই টেক উদ্যান শস্য,ഹൈടെക് ഹോർട്ടികൾച്ചർ
১.দৈ ২.মৌচাক,1.തൈര് 2. കൂട്
1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা,1. കളനിയന്ത്രണം 2. കളനിയന്ത്രണം
ধৰি ৰখা,പിടിക്കുന്നു
ব্যক্তিগত পাম,സ്വകാര്യ ഫാം
হোমিঅ&#39;ষ্টেছিছ,ഹോമിയോസ്റ്റാസിസ്
গৃহভূমি,മാതൃഭൂമി
সমতা,ഏകതാനത
1. সমজাতীয় 2. সমজাতীয়,1. ഏകതാനമായ 2. ഏകതാനമായ
সহানুভূতিশীল,സഹതാപം
সমযোজী,ഹോമോസൈഗസ്
১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ,1. ഖുറിക്ക 2. ഭക്ഷണ പാത്രം 3. ഹാപ്പർ
১.স্তৰ ২.দিগন্ত,1. പാളി 2. ചക്രവാളം
উদ্যান শস্য,ഹോർട്ടികൾച്ചറൽ വിളകൾ
১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য,1. ഹോർട്ടികൾച്ചർ 2. ഹോർട്ടികൾച്ചർ 3. ഹോർട്ടികൾച്ചർ 4. ഹോർട്ടികൾച്ചർ
