English,Odiya
Excitation wave,ଉତ୍ତେଜନା ତରଙ୍ଗ
Excitatory mechanism,ଉତ୍ତେଜକ ପ୍ରଣାଳୀ |
Excite,"ଉତ୍ସାହିତ କରିବା, ଶକ୍ତି ଦେବା |"
Excited atom,ଉତ୍ତେଜିତ ପରମାଣୁ |
Excited atom density,ଉତ୍ତେଜିତ ପରମାଣୁ ଘନତା |
Excited electron,ଉତ୍ସାହିତ ଇଲେକ୍ଟ୍ରନ୍ |
Excited field loud speaker,ଉତ୍ସାହିତ ଫିଲ୍ଡ ଲାଉଡ ସ୍ପିକର |
Excited ion,ଉତ୍ସାହିତ ଆୟନ |
Excited molecule,ଉତ୍ତେଜିତ ଅଣୁଗୁଡ଼ିକ |
Excited state,ଭାବପ୍ରବଣ ଅବସ୍ଥା |
Excited vibrational state,ଉତ୍ତେଜିତ କମ୍ପନ ଅବସ୍ଥା |
Exciter,ଉତ୍ତେଜକ ପ୍ରଣାଳୀ |
Exciter of sound,"ଧ୍ୱନି ଉତ୍ପାଦକ, ଧ୍ୱନି ଉତ୍ସ |"
Exciting collision,ଉତ୍ସାହଜନକ ପ୍ରଭାବ
Excition current,ରୋମାଞ୍ଚକର କରେଣ୍ଟ୍ |
Exciton,ଉତ୍ତେଜନା
Exciton band,ଏକ୍ଜିଟନ୍ ବ୍ୟାଣ୍ଡ |
Excitron,ଉତ୍ତେଜନା
Exclusion principle,ବହିଷ୍କାର ନିୟମ |
Exclusive (states),ନିର୍ଦ୍ଦିଷ୍ଟ |
Exclusive circuit,ଏକକ ସର୍କିଟ |
Execution time,ନିଷ୍ପାଦନ ସମୟ
Executive routine,ନିୟନ୍ତ୍ରକ ରୁଟିନ୍ |
Executive system,ପରିଚାଳନା ପ୍ରଣାଳୀ
Exhaus valve,ନିଷ୍କାସନ ଭଲଭ୍ |
Exhaust fan,ନିଷ୍କାସିତ ପ୍ରଶଂସକ |
Exhaust pump,"ଭାକ୍ୟୁମ୍ ପମ୍ପ, ଲକ୍ସାଟିଭ୍ ପମ୍ପ |"
Exhaust stroke,"ଲକ୍ସାଟିଭ୍ ପର୍ଯ୍ୟାୟ, କ୍ୟାଥାରସିସ୍ ଷ୍ଟ୍ରୋକ୍, ନିଶ୍ୱାସ ପ୍ରଶ୍ୱାସ |"
Exhaust tube,ଲକ୍ସାଟିଭ୍ ଟ୍ୟୁବ୍ |
Exhaust velocity,କ୍ୟାଥାରସିସ୍ ବେଗ |
Exhaustion,"ବହିଷ୍କାର, କ୍ୟାଥାରସିସ୍, ବହିଷ୍କାର, ବିଲୋପ |"
Exit,ସମସ୍ୟା
Exit angle,ଆଉଟପୁଟ୍ କୋଣ
Exit aperture,ଆଉଟପୁଟ୍ ଆଉଟଲେଟ୍
Exit channel spin,"ଆଉଟପୁଟ୍ ଚ୍ୟାନେଲ୍ ସ୍ପିନ୍, ଆଉଟପୁଟ୍ ଚ୍ୟାନେଲ୍ ସ୍ପିନ୍ |"
Exit pupil (of an instrument),ଆଉଟପୁଟ୍ ଆଉଟଲେଟ୍
Exit pupil point,"ପ୍ରସ୍ଥାନ ପଏଣ୍ଟ, ପ୍ରସ୍ଥାନ ପଏଣ୍ଟ"
Exit window,ଆଉଟପୁଟ୍ ୱିଣ୍ଡୋ
Exoergic process,ଶକ୍ତି ଦକ୍ଷ ପ୍ରକ୍ରିୟା |
Exosphere,ବାହ୍ୟ
Exothermal,"ଅତିରିକ୍ତ, ଉତ୍ତାପ ଉତ୍ସାହଜନକ |"
Exothermic process,ବାହ୍ୟ ପ୍ରକ୍ରିୟା
Exothermic reaction,ବାହ୍ୟ ପ୍ରତିକ୍ରିୟା
Exotic fuel,ଅସାଧାରଣ ଇନ୍ଧନ |
Expand,ବିସ୍ତାର କରିବାକୁ
Expanded,ପ୍ରସାରଣ
Expanded centre plan,ରିଙ୍ଗ୍ ଫର୍ମ ସେଣ୍ଟର୍ ପ୍ରଦର୍ଶନ |
Expanded contrast,ବିସ୍ତାରିତ ବିପରୀତ |
Expanded film,ପ୍ରସାରିତ ଚଳଚ୍ଚିତ୍ର |
Expanded magnetic field,ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର ବିସ୍ତାର
Expanded scope (=expanded trace),"ବର୍ଦ୍ଧିତ ନିର୍ଦ୍ଦେଶାବଳୀ, ବର୍ଦ୍ଧିତ ଚିହ୍ନ |"
Expanded sweep,ବିସ୍ତାରିତ ବିସ୍ତାର
Expanded trace (=expanded scope),"ବର୍ଦ୍ଧିତ ଚିହ୍ନ, ବର୍ଦ୍ଧିତ ମଡେଲ୍ |"
Expander,ପ୍ରସାରଣକାରୀ |
Expanding magnetic field,ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର ବିସ୍ତାର
Expandor,ଏକ୍ସଟେନସର୍ |
Expanse,ବିସ୍ତାର
Expansion,"ବିସ୍ତାର, ବିସ୍ତାର"
Expansion chamber,"ଏକ୍ସଟେନ୍ସନ୍ ସେଲ୍, ଏକ୍ସଟେନ୍ସନ୍ ରୁମ୍ |"
Expansion coil,ପ୍ରସାର କୁଣ୍ଡଲି |
Expansion fan,ବିସ୍ତାର ପ୍ରଶଂସକ |
Expansion ratio,ବିସ୍ତାର ଅନୁପାତ |
Expansion stroke,ବିସ୍ତାର ଷ୍ଟ୍ରୋକ |
Expansion trubine,ଭିନ୍ନତା ଟର୍ବାଇନ୍ |
Expansion valve,ବିସ୍ତାର ଭଲଭ୍ |
Expansion wave (=rarefaction wave),ପ୍ରସାର ତରଙ୍ଗ |
Expansive flow,ଭିନ୍ନତା ପ୍ରବାହ |
Expansivity,ବିସ୍ତାର ଯୋଗ୍ୟତା |
Expergic,ଶକ୍ତି ଉତ୍ସାହୀ |
Experiment,ପରୀକ୍ଷଣ |
Experimental,"ପରୀକ୍ଷାମୂଳକ, ପରୀକ୍ଷାମୂଳକ |"
Experimental basis,ପରୀକ୍ଷାମୂଳକ ଆଧାର |
Experimental error,"ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି, ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି |"
Experimental flight (=test flight),ପରୀକ୍ଷାମୂଳକ ବିମାନ ଚଳାଚଳ |
Experimental group,ବ୍ୟବହାର ପାଇଁ ଗୋଷ୍ଠୀ |
Experimental mean pitch,ପରୀକ୍ଷାମୂଳକ ଅର୍ଥ ବ୍ୟବଧାନ |
Experimental optimization,ପରୀକ୍ଷାମୂଳକ ଅପ୍ଟିମାଇଜେସନ୍ |
Experimental physics,ପରୀକ୍ଷାମୂଳକ ପଦାର୍ଥ ବିଜ୍ଞାନ |
Experimental proof,ପରୀକ୍ଷାମୂଳକ ପ୍ରମାଣ |
Experimental reactor,ପରୀକ୍ଷାମୂଳକ ରିଆକ୍ଟର |
Experimental science,ପରୀକ୍ଷାମୂଳକ ବିଜ୍ଞାନ |
Experimental situation,ପରୀକ୍ଷାମୂଳକ ଅବସ୍ଥା |
Experimental value,ପରୀକ୍ଷାମୂଳକ ମୂଲ୍ୟ
Experimentalist,ଉପଯୋଗୀ |
Experimentation,"ପରୀକ୍ଷାମୂଳକ କାର୍ଯ୍ୟ, ପରୀକ୍ଷଣ |"
Experimenter,ଉପଯୋଗକର୍ତ୍ତା |
Explement,ସପ୍ଲିମେଣ୍ଟାରୀ
Explicit eigen function,ଇଜେନ୍ ଫଙ୍କସନ୍ ସଫା କର |
Explicit equation,ସ୍ୱଚ୍ଛ ସମୀକରଣ
Explicit form,ସ୍ପଷ୍ଟ ଭାବରେ
Explicit function,ସ୍ୱଚ୍ଛ କାର୍ଯ୍ୟ
Explicit model,ସ୍ୱଚ୍ଛ ମଡେଲ୍ |
Exploding atom,ପରମାଣୁ ବିସ୍ଫୋରଣ |
Exploring coil,"କୁଣ୍ଡଲି, ଅନୁସନ୍ଧାନକାରୀ କୁଣ୍ଡଲି ଖୋଜ |"
Exploring electrode,ଅନୁସନ୍ଧାନ ଇଲେକ୍ଟ୍ରୋଡ୍ |
Explosion,"ବିସ୍ଫୋରଣ, ବିସ୍ଫୋରଣ |"
Explosion spectrum,ବିସ୍ଫୋରଣ ସ୍ପେକ୍ଟ୍ରମ୍ |
Explosive blast,ବିସ୍ଫୋରଣ ବିସ୍ଫୋରଣ |
Explosive bomb,ବିସ୍ଫୋରଣକାରୀ ବୋମା
Explosive compound,ବିସ୍ଫୋରକ ଯ ound ଗିକ |
Explosive decompression,ବିସ୍ଫୋରକ ସଙ୍କୋଚନ |
Explosive disintegration,ବିସ୍ଫୋରକ ବିଚ୍ଛିନ୍ନତା |
Exponent,ପ୍ରଦର୍ଶକ
Exponential,"exponential, exponential"
Exponential absorption,ସୂକ୍ଷ୍ମ ଅବଶୋଷଣ |
Exponential ampllifier,ସୂକ୍ଷ୍ମ ଏମ୍ପ୍ଲିଫାୟର୍ |
Exponential approximation,ସୂକ୍ଷ୍ମ ଆନୁମାନିକତା |
Exponential atmosphere,ସୂକ୍ଷ୍ମ ବାତାବରଣ |
Exponential channel,ସୂକ୍ଷ୍ମ ସିଷ୍ଟମ୍ |
Exponential curve,ସୂକ୍ଷ୍ମ ବକ୍ର
Exponential decay,କ୍ଷୟକ୍ଷତି କ୍ଷୟ |
Exponential density function,ସୂକ୍ଷ୍ମ ସମ୍ଭାବନା କାର୍ଯ୍ୟ |
Exponential distribution,ସୂକ୍ଷ୍ମ ବଣ୍ଟନ |
Exponential equation,ସୂକ୍ଷ୍ମ ସମୀକରଣ |
Exponential experiment,exponentiation ପରୀକ୍ଷଣ |
Exponential function,ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ
Exponential growth,"ସୂକ୍ଷ୍ମ ଅଭିବୃଦ୍ଧି, ସୂକ୍ଷ୍ମ ଅଭିବୃଦ୍ଧି |"
Exponential horn,ସୂକ୍ଷ୍ମ ଶିଙ୍ଗ |
Exponential index,ସୂଚକ ସୂଚକ |
Exponential law,ସୂକ୍ଷ୍ମ ନିୟମ |
Exponential limit,ସୂକ୍ଷ୍ମ ସୀମା |
Exponential operator,ସୂକ୍ଷ୍ମ ଅପରେଟର୍ |
Exponential relationship,ସୂକ୍ଷ୍ମ ସମ୍ପର୍କ |
Exponential theorem,ସୂକ୍ଷ୍ମ ତତ୍ତ୍। |
Exponential transformissional line,ସୂକ୍ଷ୍ମ ପ୍ରସାରଣ ରେଖା |
Exponential well,Exponenti ସମ୍ଭାବ୍ୟ କୂଅ |
Exposed film,ପ୍ରକାଶିତ ଚଳଚ୍ଚିତ୍ର
Exposed stem,ଖୋଲା ବାର
Exposed target,ଖୋଲା ଲକ୍ଷ୍ୟ
Exposure,"ଏକ୍ସପୋଜର, ଏକ୍ସପୋଜର, ଏକ୍ସପୋଜର, ଏକ୍ସପୋଜର |"
Exposure control system,ଏକ୍ସପୋଜର ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |
Exposure counter,ଏକ୍ସପୋଜର କାଲକୁଲେଟର
Exposure dose,"exudation dose, occlusion dose"
Exposure dose rate,"ଇଜେକସନ ଡୋଜ ହାର, ଇଜେକସନ ଡୋଜ ହାର |"
Exposure meter,କ୍ୟାଲୋରୀମିଟର |
Exposure sclae,କଭର୍ ସ୍କେଲ୍ |
Exposure time,ଏକ୍ସପୋଜର ସମୟ |
Expression,"ଅଭିବ୍ୟକ୍ତି, ଅଭିବ୍ୟକ୍ତି, ମୁଖର ଅଭିବ୍ୟକ୍ତି, ଅଭିବ୍ୟକ୍ତି |"
Extended anion,"ପ୍ରଶସ୍ତ ଆୟନ, ଚଉଡା ଆୟନ |"
Extended atmosphere,ବିସ୍ତାରିତ ବୃତ୍ତ |
Extended dislocation,ବ୍ୟାପକ ଦୋଷ |
Extended domain,ବିସ୍ତାରିତ ପ୍ରଦେଶ |
Extended double zepp antenna,ଚଉଡା ବିଜପାଲିନ୍ ଆଣ୍ଟେନା |
Extended interval,ବିସ୍ତାରିତ ବ୍ୟବଧାନ |
Extended phase rule,ବର୍ଦ୍ଧିତ ପର୍ଯ୍ୟାୟ ନିୟମ |
Extended point transformation,ବିସ୍ତାରିତ ପଏଣ୍ଟ ରୂପାନ୍ତର |
Extended range propagation,ବିସ୍ତୃତ ପରିସର ପ୍ରସାରଣ |
Extended real line,ବର୍ଦ୍ଧିତ ପ୍ରକୃତ ରେଖା |
Extended spectrum,ବିସ୍ତାରିତ ସ୍ପେକ୍ଟ୍ରମ୍ |
Extended stellar system,ପ୍ରଶସ୍ତ ତାରକା ପ୍ରଣାଳୀ |
Extender,ବିସ୍ତାରକ |
Extension,"ବିସ୍ତାର, ବିସ୍ତାର, ବିସ୍ତାର, ବିସ୍ତାର, ବିସ୍ତାର |"
Extension cord,"ଏକ୍ସଟେନ୍ସନ୍ କର୍ଡ, ଏକ୍ସଟେନ୍ସନ୍ କର୍ଡ |"
Extension effect,ବିସ୍ତାର ପ୍ରଭାବ
Extension field,ପରିସର
Extension in phase,କଳାର ବିବରଣୀ
Extension line,ବିସ୍ତୃତ ରେଖା
Extension loudspeaker,ଦୂର ଶ୍ରାବୀ ଲାଉଡ ସ୍ପିକର |
Extension mast,ସମ୍ପ୍ରସାରଣ ମାଷ୍ଟ
Extensional wave,ବିସ୍ତାର ତରଙ୍ଗ |
Extensive air shower,ବିସ୍ତୃତ ବାୟୁମଣ୍ଡଳୀୟ ବୃଷ୍ଟିପାତ |
Extensive band sysgtem,ପ୍ରଶସ୍ତ ବ୍ୟାଣ୍ଡ ସିଷ୍ଟମ୍ |
Extensive properties,"ସମ୍ପ୍ରସାରଣ ଗୁଣ, ପରିମାଣିକ ଗୁଣ, ପରିମାଣିକ ଗୁଣ |"
Extensive shower (=Augar shower),"ପ୍ରଶସ୍ତ ସାୱାର, ଓଜ ସାୱାର |"
Extensometer,"ଲମ୍ବ, ମ୍ୟାଗ୍ନିଫାୟର୍, ଏକ୍ସଟେନ୍ସୋମିଟର |"
Extensor,ପ୍ରସାରଣକାରୀ
Extent,"ପରିମାଣ, ପରିସର"
Exterior planet,ବାହ୍ୟ ଗ୍ରହ
External conical refreactione,ବାହ୍ୟ କୋଣ ପ୍ରତିଫଳନ |
External conversion,ବାହ୍ୟ ରୂପାନ୍ତର
External couple,ବାହ୍ୟ ଶକ୍ତି ଯୁଗଳ |
External distance,ବାହ୍ୟ ଦୂରତା |
External field,ବାହ୍ୟ ଜୋନ୍
External force,ବାହ୍ୟ ଶକ୍ତି ଯୁଗଳ |
External impact,ବାହ୍ୟ ପ୍ରଭାବ ବାହ୍ୟ ପ୍ରଭାବ
External indicator,ବାହ୍ୟ ସୂଚକ
External inhibition txternal,ବାହ୍ୟ ଦମନ
External irrotational motion,ବାହ୍ୟ ଘୂର୍ଣ୍ଣନ ଗତି
External lobe,ବାହ୍ୟ ଲୋବ |
External radiation,ବାହ୍ୟ ବିକିରଣ
External wave function,ବାହ୍ୟ ତରଙ୍ଗ କାର୍ଯ୍ୟ
External work,ବାହ୍ୟ କାର୍ଯ୍ୟ
Externally compensated,"ବାହ୍ୟ ସଂପନ୍ନ, ବାହ୍ୟ ପ୍ରତିକୂଳ |"
Externally divided,ବାହ୍ୟ ବିଭାଜିତ |
Extgernally heated arc,ବାହ୍ୟ ଗରମ ଆର୍କ |
Extinct natural radionuclide,ବିଲୁପ୍ତ ପ୍ରାକୃତିକ ବିଚ୍ଛିନ୍ନତା |
Extinction,"ବିଲୁପ୍ତ, ବିନାଶ"
Extinction coefficient,"ବିଲୁପ୍ତ କୋଏଫିସିଣ୍ଟେଣ୍ଟ, ବିଲୁପ୍ତ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |"
Extinction potential,ବିଲୁପ୍ତ ହେବାର ସମ୍ଭାବନା |
Extinction voltage,ଡିସଚାର୍ଜ ଭୋଲଟେଜ୍
Extinctometer,"ଭୋଲ୍ଟମିଟର, ବିଲୁପ୍ତ"
Extra half plane,ଅତିରିକ୍ତ ଅଧା ମହଲା |
Extra hight tension,ବହୁତ ଉଚ୍ଚ ସମ୍ଭାବନା |
Extra-axial point,ଅଣ-ରେଖା ବିନ୍ଦୁ |
Extralerrestrial origin,"ଅତିରିକ୍ତ ଉତ୍ପତ୍ତି, ଅତିରିକ୍ତ ଉତ୍ପତ୍ତି |"
Extraneous charge,ବାହ୍ୟ ଚାର୍ଜ
Extraneous current,ବାହ୍ୟ କରେଣ୍ଟ
Extraneous force (=external force),ବାହ୍ୟ ଶକ୍ତି
Extraneous nosie,ବାହ୍ୟ ଶବ୍ଦ
Extranuclear clectron,ଅତିରିକ୍ତ ଆଣବିକ ଇଲେକ୍ଟ୍ରନ୍ |
Extranuclear force,ଅତିରିକ୍ତ ନ୍ୟୁକ୍ଲିୟସ୍ |
Extranuclear structure,ଅତିରିକ୍ତ ପରମାଣୁ ଗଠନ
Extraordinary,"ଅସାଧାରଣ, ଅସାଧାରଣ"
Extraordinary index,ଅସାଧାରଣ ବନାନ |
Extraordinary ray,ଅସାଧାରଣ ବିମ୍ |
Extraordinary wave,ଅସାଧାରଣ ତରଙ୍ଗ |
Extraplanetary space,ଗ୍ରହ ସ୍ଥାନ |
Extrapolate value,ଅତିରିକ୍ତ ମୂଲ୍ୟ
Extrapolated,ବାହାରକୁ ଯାଉଥିବା
Extrapolated end point,ଆଉଟଫ୍ଲୋ ଏଣ୍ଡପଏଣ୍ଟ |
Extrapolated range,"ଏକ୍ସଟ୍ରୁଡ୍ ରେଞ୍ଜ, ଏକ୍ସଟ୍ରୁଡ୍ ରେଞ୍ଜ |"
Extrapolation,ବହିଷ୍କାର
Extrapolation distance (=augmentation distance),ଅତିରିକ୍ତ ଦୂରତା |
Extrapolation ionization chamber,ଏକ୍ସଟ୍ରାପୋଲେସନ୍ ଆୟନାଇଜେସନ୍ ଚାମ୍ବର |
Extrapolation operator,ବହିଷ୍କାର ଅପରେଟର
Extrapolation technique,ଅତିରିକ୍ତ କ techni ଶଳ |
Extraterrestrial,"ପାର୍ଥିବତର, ଭୁମେଟର |"
Extraterrestrial matter,ଅତିରିକ୍ତ ବସ୍ତୁ
Extreme line of equilibrium,ଅତ୍ୟଧିକ ସନ୍ତୁଳନ ରେଖା |
Extreme single particle shell model,ଅତ୍ୟଧିକ ଏକକ କଣିକା ସେଲ ମଡେଲ୍ |
Extreme vaule,ଶିଖର ମୂଲ୍ୟ
Extrinsic,ବାହ୍ୟ
Extrinsic base resistance,ବାହ୍ୟ ଆଧାର ପ୍ରତିରୋଧ |
Extrinsic conducivity,"ଅତିରିକ୍ତ କଣ୍ଡକ୍ଟିଭିଟି, ଏକ୍ସୋଜେନସ୍ କଣ୍ଡକ୍ଟିଭିଟି |"
Extrinsic control,ବାହ୍ୟ ନିୟନ୍ତ୍ରଣ
Extrinsic factor,"ବାହ୍ୟ କାରକ, ବାହ୍ୟ କାରକ |"
Extrinsic properties,ବାହ୍ୟ ସମ୍ପତ୍ତି
Extrinsic semiconductor,ଅପ୍ରାକୃତିକ ସେମିକଣ୍ଡକ୍ଟର |
Eye,"ଆଖି, ଆଖି"
Eye glass,ଉପ ଆଖି |
Eye lens,ଅଭିନେତ୍ରୀ ଲେନ୍ସ |
Eye relief,ଆଖି ଦୂରତା |
Eye-piece,ଚକ୍ଷୁ
Eye-piece scale,"ଚକ୍ଷୁ ସ୍କେଲ, ଚକ୍ଷୁ ସ୍କେଲ |"
Eye-piece sllide,ଆଖି ମାପ
Eyelet,akshaika
F meson,F meson
F-centre,"F- କେନ୍ଦ୍ର, ରଙ୍ଗ-କେନ୍ଦ୍ର |"
F-layer,"F- ସ୍ତର, F- ସ୍ତର |"
F-m altimeter,fm (ଫ୍ରିକ୍ୱେନ୍ସି ମୋଡ୍ୟୁଲେସନ୍) ଉଚ୍ଚତା |
F-m detector,fm (ଫ୍ରିକ୍ୱେନ୍ସି ମୋଡ୍ୟୁଲେସନ୍) ଡିଟେକ୍ଟର |
F-m radio altimeter,"fm ରେଡିଓ ଉଚ୍ଚତା, ଭୂମି ସୂଚକ |"
F-number,f- ସଂଖ୍ୟା
F-value (of a l ens),F- ମୂଲ୍ୟ
F.D.S. law,FDS ନିୟମ |
F1-layer of ionosphere,F-ionosphere ସ୍ତର |
F2-layer on ionosphere,F2 - ଆୟନୋସାଇଫର୍ ସ୍ତର |
Fabricating plnat,ଫ୍ୟାବ୍ରିକେସନ୍ ପ୍ଲାଣ୍ଟ |
Face,"ମୁହଁ, ପାର୍ଶ୍ୱ, ଆଗ, ମୁହଁ, ମୁହଁ, ମୁହଁ |"
Face centered,ଫଳକ କେନ୍ଦ୍ରିତ |
Face centered cube,ମୁଖ-କେନ୍ଦ୍ରିତ କ୍ୟୁବ୍ |
Face centred cubic metals,ମୁଖ-କେନ୍ଦ୍ରିତ ଘନ ଧାତୁ |
Face diagonal,ଚେହେରା ତ୍ରିକୋଣୀୟ |
Fachner fraction,ଫେକନର୍ ଭଗ୍ନାଂଶ |
Facom,"ଫାସମ୍, କାଲାଟୁଲ୍ |"
Facsimile,ପ୍ରତିକୃତି
Facsimile charts,ନକଲ ଚାର୍ଟ
Facsimile recorder,ନକଲ ରେକର୍ଡର୍
Facsimile transmission,ନକଲ ଯୋଗାଯୋଗ |
Factor,"ଫ୍ୟାକ୍ଟର୍, ଫ୍ୟାକ୍ଟର୍, ଫ୍ୟାକ୍ଟର୍, କ୍ଲଜ୍, ଫ୍ୟାକ୍ଟର୍, ଗୁଣକର୍ତ୍ତା |"
Factor of momentum,ଗତି କାରକ |
Factor of safety,ସୁରକ୍ଷା କାରକ |
Facula,ବ electrical ଦୁତିକ
Facular plage (=romosperic facula),କ୍ରୋମୋସଫେରିକ୍ ଇଲେକ୍ଟ୍ରୋଡାଇନାମିକ୍ସ |
Fade in,ତୀକ୍ଷ୍ଣ
Fade out,ଲାକୁନା
Fader,ଏପିଡର୍ମିସ୍ |
Fading,ଆଘାତ
Fading margin,denudation ଜଟିଳ |
Fahrenheit scale,ଫାରେନ୍ହାଇଟ୍ ତାପମାତ୍ରା |
Fail-safe control,ତ୍ରୁଟି ସୁରକ୍ଷା ନିୟନ୍ତ୍ରଣ |
Failure,"ବିଫଳତା, ବିଫଳତା |"
Faint glow,ଅଳ୍ପ ଆଲୋକ
Fairchild,ମେଳା
Fairchild flight analyser,ଫେୟାରଚିଲ୍ଡ ଫ୍ଲାଇଟ୍ ଆନାଲିଜର୍ |
Fairing,"ଟ୍ରାକ୍ସନ୍ ଗ୍ରାସୀ, ମେଳା |"
Faithful record,ପ୍ରକୃତ ରେକର୍ଡ |
Faithful reproduction,ଟଡଅପ୍ ପୁନ oduc ପ୍ରକାଶନ |
Fall away section,recessive ଧାରା |
Fall of potential,ସମ୍ଭାବ୍ୟ ଡ୍ରପ୍ |
Fall time,"ପତନ ଅବଧି, ପତନ ଅବଧି |"
Fall-out,ଭୁଶୁଡ଼ିବା |
Fallacy,ଭ୍ରାନ୍ତି |
Falling drop method,ଫେଡ୍ ପଏଣ୍ଟ ପଦ୍ଧତି |
Falling hall viscosity method,ଫାଥୀ ଟ୍ୟୁବର୍ ଭିସ୍କୋସିଟି ପଦ୍ଧତି |
Falling sphere viscometer,ପାଇ ବଲ୍ ଭିସ୍କୋମିଟର |
False balance,ତ୍ରୁଟିଯୁକ୍ତ
False echoes,ମିଥ୍ୟା ଇକୋ |
False equilibrium,"ଭର୍ଚୁଆଲ୍ ସନ୍ତୁଳନ, ଭର୍ଚୁଆଲ୍ ସନ୍ତୁଳନ |"
False horizon,ଭର୍ଚୁଆଲ୍ ରାଶି
Family of characteristics,ବ total ଶିଷ୍ଟ୍ୟ ସମୁଦାୟ
Fan antenna,ପଶୁ ଆଣ୍ଟେନା |
Fan beam,ପଶୁ ବିମ୍ |
Fan marker,ପଶୁ ବିକନ |
Fan top rediator,ଫ୍ୟାନ୍ ଟପ୍ ରେଡିଏଟର |
Fan-in,ଇନପୁଟ୍
Fan-in circuit,ଇନପୁଟ୍ ସର୍କିଟ୍ |
Fan-out,ସଂଖ୍ୟା ସଂଖ୍ୟା
Fan-out cirdcuit,ଆଉଟପୁଟ୍ ସର୍କିଟ୍
Fanned beam antenna,ୱିଙ୍ଗ୍ ବିମ୍ ଆଣ୍ଟେନା |
Fanny )=cook screw),କର୍କ ସ୍କ୍ରୁ |
Far field,ଦୁର୍ଗମ ଅଞ୍ଚଳ |
Far infrared,ଦୂର ଇନଫ୍ରାଡ୍ |
Far infrared maser,ଦୂର ଇନଫ୍ରାଡ୍ ମେଜର |
Far print (of eye),ଦୂର-ବିନ୍ଦୁ |
Far region (=Fraunhofer region),Fraunhofer ଅଞ୍ଚଳ |
Far ultraviolet,ବହୁତ ଅଲ୍ଟ୍ରାଟୋଇଲେଟ୍ |
Far-end cross talk,ଦୂରରୁ ଅପ୍ରାସଙ୍ଗିକ ସଙ୍କେତ |
Farad,ଫାରାଦ (ଏକକ)
Faraday,ଫାରାଡେ (ୟୁନିଟ୍)
Faraday cage,ଫାରାଡେ କେଜ୍ |
Faraday dark space,ଫାରାଡେ ଅନ୍ଧକାର ଅଞ୍ଚଳ |
Faraday disc,ଫାରାଡେ ସର୍କଲ୍ |
Faraday effect,ଫାରାଡେଙ୍କ ପ୍ରଭାବ |
Faraday ice pail experiment,faraday ର ତୁଷାରପାତ ପରୀକ୍ଷଣ |
Faraday refractive indices,ଫାରାଡେ ପ୍ରତିକ୍ରିୟାଶୀଳ ସୂଚକାଙ୍କ |
Faraday rotation,ଫାରାଡେ ଘୂର୍ଣ୍ଣନ |
Faraday rotation isolator,ଫାରାଡେ ରୋଟେସନ୍ ଆଇସୋଲେଟର |
Faraday-Tyndall beam,ଫାରାଡେ-ଟାଇଣ୍ଡଲ୍ ବିମ୍ |
Faraday's law of electrolysis,ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍ ର ଫାରାଡେ ନିୟମ |
Faradic current,ଫାରାଡିଆନ୍ କରେଣ୍ଟ୍ |
Farey dissection,ଅଗ୍ରଭାଗ
Farey point,ଦୂର ବିନ୍ଦୁ |
Farey series,ଭଡା ବର୍ଗ
Fascimile,ପ୍ରତିକୃତି
Fascimile receiver,ପ୍ରତିକୃତି ରସିଭର୍ |
Fascimile recording,ପ୍ରତିକୃତି ରେକର୍ଡିଂ |
Fascimile signal,ନକଲ ସଙ୍କେତ
Fast,"ଦ୍ରୁତ, ଦ୍ରୁତ, ଦ୍ରୁତ, ଦ୍ରୁତ, ଦ୍ରୁତ, ଦ୍ରୁତ |"
Fast amplilfier,ଦ୍ରୁତ ଏମ୍ପ୍ଲିଫାୟର୍ |
Fast axis,ଜାହାଜ ଅକ୍ଷ
Fast circuit,ଜାହାଜ ସର୍କିଟ |
Fast electron,ଦ୍ରୁତ ଗତିଶୀଳ ଇଲେକ୍ଟ୍ରନ୍ |
Fast fission,ଦ୍ରୁତ ଖଣ୍ଡ ବିଖଣ୍ଡନ |
Fast fission effect,ଦ୍ରୁତ ଖଣ୍ଡ ବିଖଣ୍ଡନ ପ୍ରଭାବ |
Fast fission factor,ଦ୍ରୁତ ଫିସନ୍ ଫ୍ୟାକ୍ଟର୍ |
Fast groove,ଶୀଘ୍ର ସ୍ଲଟ୍ |
Fast ionisation chamber,ଦ୍ରୁତ ଆୟନାଇଜେସନ୍ ଚାମ୍ବର |
Fast magnetic,ଦ୍ରୁତ ଚୁମ୍ବକୀୟ ଧ୍ୱନି ବନ୍ଦ |
Fast motion effect,ଦ୍ରୁତ ଗତି ପ୍ରଭାବ
Fast neutron,ଦ୍ରୁତ ନିଉଟ୍ରନ୍ |
Fast neutron range,ଦ୍ରୁତ ନିଉଟ୍ରନ୍ କମ୍ପ୍ଲେକ୍ସ |
Fast neutron reactor,ଦ୍ରୁତ ନିଉଟ୍ରନ୍ ରିଆକ୍ଟର |
