Marathi,Punjabi
"कॉम्प्टन इलेक्ट्रॉन, प्रतिसंतुलित इलेक्ट्रॉन","ਕੰਪਟਨ ਇਲੈਕਟ੍ਰੌਨ, ਵਿਰੋਧੀ ਸੰਤੁਲਿਤ ਇਲੈਕਟ੍ਰੌਨ"
गणना,ਗਣਨਾ
संगणकीय,ਕੰਪਿਊਟੇਸ਼ਨਲ
"संगणक, संगणक, संगणक","ਕੰਪਿਊਟਰ, ਕੰਪਿਊਟਰ, ਕੰਪਿਊਟਰ"
अवतल,ਅਤਰ
द्विउत्तल,biconcave
"एकाग्र करणे, घट्ट करणे, एकाग्र करणे (adj.), एकाग्र करणे (v.)","ਧਿਆਨ ਕੇਂਦਰਿਤ ਕਰਨਾ, ਸੰਘਣਾ ਕਰਨਾ, ਧਿਆਨ ਕੇਂਦਰਤ ਕਰਨਾ (adj.), ਧਿਆਨ ਕੇਂਦਰਤ ਕਰਨਾ (v.)"
"एकाग्र, एकाग्र, एकाग्र","ਕੇਂਦ੍ਰਿਤ, ਕੇਂਦਰਿਤ, ਕੇਂਦ੍ਰਿਤ"
"एकाग्रता, एकाग्रता, एकाग्रता, एकाग्रता","ਇਕਾਗਰਤਾ, ਇਕਾਗਰਤਾ, ਇਕਾਗਰਤਾ, ਇਕਾਗਰਤਾ"
"एककेंद्री, केंद्रीत","ਇੱਕ ਕੇਂਦਰਿਤ, ਕੇਂਦਰਿਤ"
संकल्पना,ਸੰਕਲਪ
वैचारिक,ਸੰਕਲਪਿਕ
"जवळीक, संवाद","ਨੇੜਤਾ, ਸੰਚਾਰ"
सुसंवाद,ਤਾਲਮੇਲ
"समवर्ती, अनुगामी","ਸਮਕਾਲੀ, ਪਿਛਾਂਹ"
"संक्षेपण, संक्षेपण","ਸੰਘਣਾਪਣ, ਸੰਘਣਾਪਣ"
"घनीभूत करणे, द्रव करणे, द्रव करणे","ਸੰਘਣਾ ਕਰਨਾ, ਤਰਲ ਕਰਨਾ, ਤਰਲ ਕਰਨਾ"
"घनरूप, द्रवरूप, संक्षिप्त","ਸੰਘਣਾ, ਤਰਲ, ਸੰਕੁਚਿਤ"
"कंडेनसर, कॅपेसिटर, कलेक्टर","ਕੰਡੈਂਸਰ, ਕੈਪੇਸੀਟਰ, ਕੁਲੈਕਟਰ"
"स्थिती, स्थिती, स्थिती, स्थिती","ਹਾਲਤ, ਹਾਲਤ, ਹਾਲਤ, ਹਾਲਤ"
वाहकता,ਚਾਲਕਤਾ
चालक,ਡਰਾਈਵਰ
ड्रायव्हिंग,ਗੱਡੀ ਚਲਾਉਣਾ
वाहकता,ਚਾਲਕਤਾ
निष्ठा,ਵਫ਼ਾਦਾਰੀ
"कॉन्फिगरेशन, कॉन्फिगरेशन","ਸੰਰਚਨਾ, ਸੰਰਚਨਾ"
कॉन्फिगरेशन,ਸੰਰਚਨਾ
confocal,confocal
"एकरूपता, द्विध्रुवीयता, समानता","ਇਕਸਾਰਤਾ, ਦੋਧਰੁਵੀਤਾ, ਸਮਾਨਤਾ"
"एकरूप, समान","ਇਕਸਾਰ, ਸਮਾਨ"
कोनिक,ਕੋਨਿਕ
"संयुग्मित करणे (v.), संयुग्मित होणे (ver.)","ਸੰਯੁਕਤ ਹੋਣਾ (v.), ਸੰਯੁਕਤ ਹੋਣਾ (ਵਰ.)"
लॅटरल असोसिएटेड,ਲੇਟਰਲ ਐਸੋਸੀਏਟਿਡ
साखळी संबंधित,ਚੇਨ ਸਬੰਧਤ
कनेक्टर लाइन,ਕੁਨੈਕਟਰ ਲਾਈਨ
कनेक्शन,ਕੁਨੈਕਸ਼ਨ
"प्रायोजक, कनेक्टर","ਸਪਾਂਸਰ, ਕਨੈਕਟਰ"
सलग,ਲਗਾਤਾਰ
संरक्षक,ਸਰਪ੍ਰਸਤ
संरक्षक,ਸਰਪ੍ਰਸਤ
"सुसंगतता, सुसंगतता, जाडी, जाडी","ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ, ਮੋਟਾਈ, ਮੋਟਾਈ"
"सुसंगत, विरुद्ध","ਅਨੁਕੂਲ, ਉਲਟ"
संवादात्मक,ਗੱਲਬਾਤ
संवादात्मक,ਗੱਲਬਾਤ
स्थिरता,ਸਥਿਰਤਾ
"स्थिर, स्थिर, अचल, न बदलणारा, एकसमान","ਸਥਿਰ, ਸਥਿਰ, ਅਚੱਲ, ਨਾ ਬਦਲਣ ਵਾਲਾ, ਇਕਸਾਰ"
कॉन्स्टंटन,ਕਾਂਸਟੈਂਟਨ
सतत प्रवाह,ਲਗਾਤਾਰ ਵਹਾਅ
covariate संख्या,covariate ਨੰਬਰ
सर्किटची वैशिष्ट्ये,ਸਰਕਟ ਦੇ ਗੁਣ
नक्षत्र,ਤਾਰਾਮੰਡਲ
"रचना, रचना, रचना","ਰਚਨਾ, ਰਚਨਾ, ਰਚਨਾ"
प्रतिबंधित गती,ਸੀਮਤ ਗਤੀ
मर्यादा,ਪਾਬੰਦੀ
अरुंद करणे,ਤੰਗ ਕਰਨਾ
शाश्वत हस्तक्षेप,ਸਥਾਈ ਦਖਲਅੰਦਾਜ਼ੀ
ऊर्जा वापरली,ਊਰਜਾ ਖਪਤ
"स्पर्श, स्पर्श, स्पर्श","ਛੋਹਵੋ, ਛੋਹਵੋ, ਛੋਹਵੋ"
"संपर्क, संपर्क","ਸੰਪਰਕ, ਸੰਪਰਕ"
दूषित होणे,ਗੰਦਗੀ
"सामग्री, भाग, अर्धा","ਸਮੱਗਰੀ, ਹਿੱਸਾ, ਅੱਧਾ"
"सातत्य, सातत्य","ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ"
राज्य सातत्य,ਰਾਜ ਨਿਰੰਤਰਤਾ
"अखंड, अखंड, अखंड, अखंड, अखंड","ਨਿਰੰਤਰ, ਅਟੁੱਟ, ਅਟੁੱਟ, ਨਿਰੰਤਰ, ਨਿਰੰਤਰ"
सातत्य,ਨਿਰੰਤਰਤਾ
"संकुचित करणे, संकुचित करणे (ver.)","ਸੰਕੁਚਿਤ ਕਰਨਾ, ਸੰਕੁਚਿਤ ਕਰਨਾ (ਵਰਤ.)"
संकुचित,ਸੁੰਗੜਨਾ
आकुंचन,ਸੰਕੁਚਨ
काउंटर-ऑर्बिटल दिशा,ਵਿਰੋਧੀ-ਔਰਬਿਟਲ ਦਿਸ਼ਾ
संबंधित शरीर,ਰਿਸ਼ਤੇਦਾਰ ਸਰੀਰ
"कॉन्ट्रास्ट, कॉन्ट्रास्ट","ਉਲਟ, ਉਲਟ"
नियंत्रण,ਕੰਟਰੋਲ
संवहन,ਸੰਚਾਲਨ
पोचवणारी पोस्ट,ਪਹੁੰਚਾਉਣ ਵਾਲੀ ਪੋਸਟ
रक्तवहिन्यासंबंधीचा,ਨਾੜੀ
नियमित अणु वजन,ਨਿਯਮਤ ਪਰਮਾਣੂ ਭਾਰ
"अभिसरण करणे, अभिसरण करणे","ਕਨਵਰਜ ਕਰਨਾ, ਕਨਵਰਜ ਕਰਨਾ"
"अभिसरण, अभिसरण","ਕਨਵਰਜੈਂਸ, ਕਨਵਰਜੈਂਸ"
अभिसरण लेन्स,ਕਨਵਰਜਿੰਗ ਲੈਂਸ
"विरुद्ध, विरुद्ध","ਉਲਟ, ਉਲਟ"
VICA उलट,VICA ਉਲਟ
रूपांतरण,ਤਬਦੀਲੀ
रूपांतरित,ਤਬਦੀਲੀ
कनवर्टर,ਪਰਿਵਰਤਕ
परिवर्तनीय लेन्स,ਪਰਿਵਰਤਨਸ਼ੀਲ ਲੈਂਸ
उत्तल,ਉੱਤਲ
बहिर्वक्रता,convexity
उत्तल,ਉੱਤਲ
द्विउत्तल,biconvex
शीतलक,ਕੂਲਰ
"थंडगार, थंडगार","ਠੰਡਾ, ਚਿਲਰ"
कूलिज ट्यूब,ਕੂਲੀਜ ਟਿਊਬ
थंड करणे,ਕੂਲਿੰਗ
शीतलक,ਕੂਲਰ
सहकारी घटना,ਸਹਿਕਾਰੀ ਵਰਤਾਰੇ
"समन्वय, समन्वय","ਤਾਲਮੇਲ, ਤਾਲਮੇਲ"
दिग्दर्शक अक्ष,ਨਿਰਦੇਸ਼ਕ ਧੁਰਾ
प्लॅनर,ਪਲੈਨਰ
सपाटपणा,ਸਮਤਲਤਾ
"कॉपी, कॉपी, कॉपी","ਕਾਪੀ, ਕਾਪੀ, ਕਾਪੀ"
कोर,ਕੋਰ
कोर इलेक्ट्रॉन,ਕੋਰ ਇਲੈਕਟ੍ਰੋਨ
कोरिओलिस प्रवेग,ਕੋਰੀਓਲਿਸ ਪ੍ਰਵੇਗ
कोरिओलिस बल,ਕੋਰੀਓਲਿਸ ਬਲ
"किरीट, कोरोना","ਕਿਰਿਤ, ਕੋਰੋਨਾ"
कोरोना ऑस्ट्रेलिया,ਕੋਰੋਨਾ ਆਸਟ੍ਰੇਲੀਆ
कोरोना बोरेलिस,corona borealis
सौर भडकणे,ਸੂਰਜੀ ਭੜਕਣ
ग्रेन्युल,ਗ੍ਰੈਨਿਊਲ
दाणेदार,ਦਾਣੇਦਾਰ
"बरोबर, बरोबर","ਸਹੀ, ਸਹੀ"
सुधारित,ਸੋਧੇ
"सुधारणा, सुधारणा","ਸੁਧਾਰ, ਸੋਧ"
सह - संबंध,ਸਹਿ - ਸਬੰਧ
"पत्रव्यवहार करणे, पत्रव्यवहार करणे","ਮੇਲ ਕਰਨ ਲਈ, ਮੇਲ ਕਰਨ ਲਈ"
असोसिएशनचे नियम,ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਨਿਯਮ
साथीदार,ਸੰਗਤਿ
कोसाइन नियम,ਕੋਸਾਈਨ ਨਿਯਮ
जागा विपुलता,ਸਪੇਸ ਭਰਪੂਰਤਾ
वैश्विक,ਬ੍ਰਹਿਮੰਡੀ
अंतराळ किरण फुटला,ਸਪੇਸ ਰੇ ਬਰਸਟ
"अंतराळ किरण, वैश्विक किरण","ਸਪੇਸ ਰੇ, ਬ੍ਰਹਿਮੰਡੀ ਕਿਰਨ"
जागा पर्जन्य,ਸਪੇਸ ਵਰਖਾ
जागा,ਸਪੇਸ
वैश्विक,ਬ੍ਰਹਿਮੰਡੀ
"कॉस्मॉलॉजी, कॉस्मॉलॉजी","ਬ੍ਰਹਿਮੰਡ ਵਿਗਿਆਨ, ਬ੍ਰਹਿਮੰਡ ਵਿਗਿਆਨ"
अंतराळवीर,ਪੁਲਾੜ ਯਾਤਰੀ
अंतराळविज्ञान,ਪੁਲਾੜ ਵਿਗਿਆਨ
"कॉसमॉस, ब्रह्मांड","ਬ੍ਰਹਿਮੰਡ, ਬ੍ਰਹਿਮੰਡ"
कूलॉम्ब,coulomb
कुलोमी क्षेत्र,ਕੁਲੋਮੀ ਖੇਤਰ
क्युलोमीटर,ਕੂਲਮੀਟਰ
"मोजणे, मोजणे, मोजणे, मोजणे","ਗਿਣਤੀ, ਗਿਣਤੀ, ਗਿਣਤੀ, ਗਿਣਤੀ"
"मोजणी, उलट मोजणी","ਗਿਣਤੀ, ਉਲਟ ਗਿਣਤੀ"
"कॅल्क्युलेटर, काउंटर, पॅनेल","ਕੈਲਕੁਲੇਟਰ, ਕਾਊਂਟਰ, ਪੈਨਲ"
घड्याळाच्या उलट दिशेने,ਘੜੀ ਦੇ ਉਲਟ
"रिव्हर्स करंट, काउंटर करंट","ਰਿਵਰਸ ਕਰੰਟ, ਕਾਊਂਟਰ ਕਰੰਟ"
विरोधी इलेक्ट्रोमोटिव्ह शक्ती,ਵਿਰੋਧੀ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
प्रतिनियुक्ती,ਡੈਪੂਟੇਸ਼ਨ
उलट धड,ਉਲਟਾ ਧੜ
गणना दर,ਗਿਣਤੀ ਦੀ ਦਰ
"मोजणे, मोजणे-संख्या, मोजणे, मोजणे","ਗਿਣਤੀ, ਗਿਣਤੀ-ਸੰਖਿਆ, ਗਿਣਤੀ, ਗਿਣਤੀ"
सक्तीची जोडी,ਫੋਰਸ ਜੋੜਾ
जोडलेले,ਜੋੜਿਆ
जोडणारा,ਜੋੜਨ ਵਾਲਾ
जोडणी,ਜੋੜੀ
"इच्छित दिशा, मार्ग, मार्ग","ਉਦੇਸ਼ ਦਿਸ਼ਾ, ਮਾਰਗ, ਰਸਤਾ"
सहसंयोजकता,covalency
सहसंयोजकता,covalency
सहकारी,ਸਹਿਯੋਗੀ
सहप्रसरण,ਸਹਿਵਿਹਾਰ
सहवर्ती,ਸਮਕਾਲੀ
"कव्हरेज क्षेत्र, प्रसारण क्षेत्र","ਕਵਰੇਜ ਖੇਤਰ, ਪ੍ਰਸਾਰਣ ਖੇਤਰ"
कव्हर शीट,ਕਵਰ ਸ਼ੀਟ
बडबड,ਬਕਵਾਸ
प्रजनन दर,ਜਣਨ ਦਰ
किंचित विकृती,ਮਾਮੂਲੀ ਵਿਗਾੜ
शिखर,ਸਿਖਰ
"निकष, निकष","ਮਾਪਦੰਡ, ਮਾਪਦੰਡ"
गंभीर,ਨਾਜ਼ੁਕ
गंभीरता,ਆਲੋਚਨਾ
मकर क्लिप,ਮਕਰ ਕਲਿੱਪ
बदमाशांचे गडद साम्राज्य,ਬਦਮਾਸ਼ਾਂ ਦਾ ਹਨੇਰਾ ਰਾਜ
क्रॉस क्रॉस हायब्रिडायझेशन,ਕਰਾਸ ਕਰਾਸ ਹਾਈਬ੍ਰਿਡਾਈਜੇਸ਼ਨ
क्रॉस बँड संप्रेषण,ਕਰਾਸ ਬੈਂਡ ਸੰਚਾਰ
असंबद्ध व्यक्तिचित्रण,ਅਪ੍ਰਸੰਗਿਕ ਚਰਿੱਤਰ ਦਾ ਰੂਪ
क्रॉस संबंध,ਕਰਾਸ ਸਬੰਧ
ओलांडलेले क्षेत्र,ਪਾਰ ਕੀਤਾ ਖੇਤਰ
किमान विकृती लेन्स,ਘੱਟੋ-ਘੱਟ ਵਿਗਾੜ ਲੈਂਸ
क्रॉस उत्पादन,ਕਰਾਸ ਉਤਪਾਦ
असंबद्ध सिग्नल,ਅਪ੍ਰਸੰਗਿਕ ਸਿਗਨਲ
मजल्यांचे अतिक्रमण,ਫਰਸ਼ਾਂ ਦਾ ਕਬਜ਼ਾ
संक्रमण क्षेत्र,ਤਬਦੀਲੀ ਜ਼ੋਨ
संक्रमण बिंदू,ਤਬਦੀਲੀ ਬਿੰਦੂ
विनिमय मूल्य,ਵਟਾਂਦਰਾ ਮੁੱਲ
वेक्टर-उत्पादन वेक्टर-उत्पादन,ਵੈਕਟਰ-ਉਤਪਾਦ ਵੈਕਟਰ-ਉਤਪਾਦ
"क्रॉस सेक्शन, क्रॉस सेक्शन","ਕਰਾਸ ਭਾਗ, ਕਰਾਸ ਭਾਗ"
"एकाधिक संज्ञा, संकरित संज्ञा","ਮਲਟੀਪਲ ਮਿਆਦ, ਹਾਈਬ੍ਰਿਡ ਮਿਆਦ"
क्रॉस वायर,ਕਰਾਸ ਤਾਰ
"क्राउन ऑप्टिकल ग्लास, क्राउन ऑप्टिकल ग्लास","ਤਾਜ ਆਪਟੀਕਲ ਗਲਾਸ, ਤਾਜ ਆਪਟੀਕਲ ਗਲਾਸ"
थंड मिश्रण,ਠੰਢਾ ਮਿਸ਼ਰਣ
कमी तापमान इलेक्ट्रॉनिक्स,ਘੱਟ ਤਾਪਮਾਨ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
हायपोथर्मिया,ਹਾਈਪੋਥਰਮੀਆ
क्रायोजेनिक प्रयोगशाळा,cryogenic ਪ੍ਰਯੋਗਸ਼ਾਲਾ
निम्रतापिकी,ਨਿਮਰਤਾਪਿਕੀ
अतिशीत गेज,ਜੰਮਣ ਗੇਜ
क्रायोमेट्रिक स्थिरांक,ਕ੍ਰਾਇਓਮੈਟ੍ਰਿਕ ਸਥਿਰ
क्रिस्टल,ਕ੍ਰਿਸਟਲ
"स्फटिक, तंतुमय","ਕ੍ਰਿਸਟਲਿਨ, ਰੇਸ਼ੇਦਾਰ"
"क्रिस्टलायझेशन, क्रिस्टलायझेशन, क्रिस्टलायझेशन","crystallization, crystallization, crystallization"
क्रिस्टल शास्त्रज्ञ,ਕ੍ਰਿਸਟਲ ਵਿਗਿਆਨੀ
क्रिस्टल-स्ट्रक्चरल,ਕ੍ਰਿਸਟਲ-ਢਾਂਚਾਗਤ
क्रिस्टल रचना,ਕ੍ਰਿਸਟਲ ਬਣਤਰ
"क्रिस्टलोग्राफी, क्रिस्टल सायन्स","ਕ੍ਰਿਸਟਲੋਗ੍ਰਾਫੀ, ਕ੍ਰਿਸਟਲ ਵਿਗਿਆਨ"
जाळी हस्तांतरण ऑपरेशन,ਜਾਲੀ ਤਬਾਦਲਾ ਕਾਰਵਾਈ
क्रिस्टल धुसफूस,ਕ੍ਰਿਸਟਲ ਧੱਬਾ
घन घन,ਘਣ ਘਣ
"घन, घन, घन, त्रिकोण, घन, त्रिकोण","ਘਨ, ਘਨ, ਘਨ, ਤਿਕੋਣ, ਘਣ, ਤਿਕੋਣ"
क्यूबिक क्लीवेज,ਕਿਊਬਿਕ ਕਲੀਵੇਜ
कक्षीय,ਔਰਬਿਟਲ
संचयी,ਸੰਚਤ
क्युरी स्थिरांक,ਕਿਊਰੀ ਸਥਿਰ
क्युरी इफेक्ट,ਕਿਊਰੀ ਪ੍ਰਭਾਵ
"क्युरी पॉइंट, क्युरी टेम्परेचर, क्युरी डिमॅग्नेटायझेशन पॉइंट","ਕਿਊਰੀ ਪੁਆਇੰਟ, ਕਿਊਰੀ ਤਾਪਮਾਨ, ਕਿਊਰੀ ਡੀਮੈਗਨੇਟਾਈਜ਼ੇਸ਼ਨ ਪੁਆਇੰਟ"
क्युरी,ਕਿਊਰੀ
प्रवाह,ਸਟ੍ਰੀਮ
प्रवाहाचा अल्पसंख्याक,ਧਾਰਾ ਦੀ ਘੱਟ ਗਿਣਤੀ
वितरण,ਵੰਡ
वक्रता,ਵਕਰਤਾ
वक्र वक्र रेषा,ਕਰਵ ਕਰਵ ਲਾਈਨ
वक्र,ਕਰਵ
वक्र बार,ਕਰਵ ਪੱਟੀ
वक्र पृष्ठ,ਕਰਵ ਸਫ਼ਾ
वाढ वक्र,ਵਿਕਾਸ ਵਕਰ
वक्र,curvilinear
"छिद्र शेवट, कटिंग","perforator, ਕੱਟਣਾ"
शेवटचा झोन,ਅੰਤ ਜ਼ੋਨ
शेवटची वारंवारता,ਅੰਤ ਦੀ ਬਾਰੰਬਾਰਤਾ
शेवटचा बिंदू,ਅੰਤ ਬਿੰਦੂ
टर्मिनल बिंदू वेग,ਟਰਮੀਨਲ ਬਿੰਦੂ ਦੀ ਗਤੀ
टर्मिनल व्होल्टेज,ਟਰਮੀਨਲ ਵੋਲਟੇਜ
"कलाकार, कलाकार","ਕਰਤਾ, ਪ੍ਰਦਰਸ਼ਨ ਕਰਨ ਵਾਲਾ"
सायबरनेटिक्स,ਸਾਈਬਰਨੇਟਿਕਸ
"सायकल, सायकल, सायकल","ਚੱਕਰ, ਚੱਕਰ, ਚੱਕਰ"
सायकल प्रति सेकंद,ਚੱਕਰ ਪ੍ਰਤੀ ਸਕਿੰਟ
"चक्रीय, चक्रीय","ਚੱਕਰਵਾਤੀ, ਚੱਕਰੀ"
फिरकी,ਸਪਿਨ
चक्रीय लोलक,ਚੱਕਰੀ ਪੈਂਡੂਲਮ
सायक्लोट्रॉन,ਸਾਈਕਲੋਟ੍ਰੋਨ
सायक्लोट्रॉन वारंवारता,ਸਾਈਕਲੋਟ੍ਰੋਨ ਬਾਰੰਬਾਰਤਾ
"सिलेंडर, सिलेंडर","ਸਿਲੰਡਰ, ਸਿਲੰਡਰ"
"दंडगोलाकार, सिलेंडर आकार, सिलेंडर, सिलेंडर","ਸਿਲੰਡਰ, ਸਿਲੰਡਰ ਸ਼ਕਲ, ਸਿਲੰਡਰ, ਸਿਲੰਡਰ"
सिलेंडर हार्मोनिक,ਸਿਲੰਡਰ ਹਾਰਮੋਨਿਕ
ओलसर,ਗਿੱਲਾ
ओलसर साधे हार्मोनिक दोलन,ਗਿੱਲੀ ਸਧਾਰਨ ਹਾਰਮੋਨਿਕ ਔਸਿਲੇਸ਼ਨ
डम्पर,ਡੈਪਰ
डॅनियल सेल,ਡੈਨੀਅਲ ਸੈੱਲ
गडद,ਹਨੇਰ
"दान केलेली संसाधने, अधीनस्थ संसाधने, ट्रस्ट संसाधने","ਦਾਨ ਕੀਤੇ ਸਰੋਤ, ਅਧੀਨ ਸਰੋਤ, ਟਰੱਸਟ ਸਰੋਤ"
"विघटन उत्पादक, दूध उत्पादित, पालक, संतती","ਸੜਨ ਵਾਲਾ ਉਤਪਾਦਕ, ਦੁੱਧ ਪੈਦਾ ਕਰਨ ਵਾਲਾ, ਮਾਤਾ-ਪਿਤਾ, ਸੰਤਾਨ"
डेव्हिसन अधिक गरम प्रयोग,ਡੇਵਿਸਨ ਗਰਮ ਪ੍ਰਯੋਗ
D.C. (निर्देशक),ਡੀ.ਸੀ. (ਡਾਇਰੈਕਟਿਵ)
निष्क्रिय भाग,ਪੈਸਿਵ ਹਿੱਸਾ
शांत जागा,ਚੁੱਪ ਸਥਾਨ
डी ब्रॅगली तरंगलांबी,ਡੀ ਬ੍ਰਾਗਲੀ ਤਰੰਗ-ਲੰਬਾਈ
Debye वैशिष्ट्यपूर्ण तापमान,Debye ਵਿਸ਼ੇਸ਼ਤਾ ਦਾ ਤਾਪਮਾਨ
"Debye लांबी, Debye अंतर","ਡੇਬੀ ਲੰਬਾਈ, ਡੇਬਾਈ ਦੂਰੀ"
कर्ज-विराम,ਕਰਜ਼ਾ-ਵਿਰਾਮ
क्षय,ਸੜਨ
क्षय निर्देशांक,ਸੜਨ ਸੂਚਕਾਂਕ
सौम्य,ਪਤਲਾ
मंद होणे,ਪਿੱਛੇ ਹਟਣਾ
विराम वेळ,ਵਿਰਾਮ ਸਮਾਂ
डेसिबल,ਡੈਸੀਬਲ
डेसिबेलोमीटर,ਡੈਸੀਬੇਲੋਮੀਟਰ
"दशांश, दशांश","ਦਸ਼ਮਲਵ, ਦਸ਼ਮਲਵ"
वर्गीकरण,ਵਰਗੀਕਰਨ
"उलथापालथ, क्रांती, उपक्रम, घट","ਉਥਲ-ਪੁਥਲ, ਇਨਕਲਾਬ, ਉੱਦਮ, ਪਤਨ"
सममितीय वर्तुळ,isometric ਚੱਕਰ
डिकोडर,ਡੀਕੋਡਰ
"विघटन, विघटन","ਸੜਨ, ਭੰਗ"
डीकंप्रेशन,decompression
निर्जंतुकीकरण,ਗੰਦਗੀ
अलंकार,ਸਜਾਵਟ
संयुग्मन,ਸੰਜੋਗ
कमी करणारे कार्य,ਘਟਾਉਣ ਵਾਲਾ ਫੰਕਸ਼ਨ
हवामान,ਮੌਸਮ
उल्लंघन,ਉਲੰਘਣਾ
उपमजला,ਸਬਫਲੋਰ
खोल जागा,ਡੂੰਘੀ ਸਪੇਸ
व्युत्पत्ती,ਵਿਉਤਪੱਤੀ
"दोष, त्रुटी, नुकसान, कमतरता","ਨੁਕਸ, ਗਲਤੀ, ਨੁਕਸਾਨ, ਕਮੀ"
चुकीचे,ਗਲਤ
प्रतिकारशक्ती,ਇਮਿਊਨਿਟੀ
मर्यादा दरवाजा,ਸੀਮਾ ਦਰਵਾਜ਼ਾ
"व्याख्या, स्पष्टता","ਪਰਿਭਾਸ਼ਾ, ਸਪਸ਼ਟਤਾ, ਦ੍ਰਿੜ੍ਹਤਾ"
विचलित करणे,ਉਲਟਾਉਣਾ
डिफ्लेक्टर,ਡਿਫਲੈਕਟਰ
"विक्षेपण, विक्षेपण","ਭਟਕਣਾ, ਭਟਕਣਾ"
विचलित फोकस,ਖਰਾਬ ਫੋਕਸ
विक्षेपन-दुहेरी आरसा,deflection-doublet mirror
विक्षेपण क्षेत्र,ਡਿਫਲੈਕਸ਼ਨ ਜ਼ੋਨ
गुरुत्वाकर्षण-प्रभावित विक्षेपण,ਗੁਰੂਤਾ-ਪ੍ਰਭਾਵਿਤ ਵਿਘਨ
संक्षेप प्लेट्स,ਸੰਖੇਪ ਪਲੇਟਾਂ
लक्ष केंद्रित,ਫੋਕਸ
विकृती,ਵਿਕਾਰ
"विकृती, विकृती","ਵਿਗਾੜ, ਵਿਗਾੜ"
विगासन,ਵਿਗਾਸਨ
"धिक्कार, लबाडी","debauchery, debauchery"
"अपवित्र (ver.), degraded (n.), degraded (v.)","ਅਪਵਿੱਤਰ ਹੋਣਾ (ਵਰ.), ਅਪਮਾਨਿਤ (ਐਨ.), ਘਟੀਆ (ਵੀ.)"
कचरा वायू,ਗੈਸ ਦੀ ਰਹਿੰਦ
"विकृती, वाचा, वंचितता, वंचितता","aberration, aphasia, deprivation, deprivation"
समाधानकारक,ਸੰਤੁਸ਼ਟੀਜਨਕ
"पदवी, पदवी, परिमाण, पदवी, पदवी, प्रमाण, अंश","ਡਿਗਰੀ, ਡਿਗਰੀ, ਵਿਸ਼ਾਲਤਾ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਮਾਤਰਾ, ਅੰਕ"
एकाग्रता - मात्रा,ਇਕਾਗਰਤਾ-ਆਵਾਜ਼
पृथक्करण प्रमाण,ਵਿਭਾਜਨ ਮਾਤਰਾ
स्वातंत्र्याची डिग्री. स्वातंत्र्याची डिग्री,ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ. ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ
आयनीकरणाचे प्रमाण,ionization ਦੀ ਮਾਤਰਾ
ध्रुवीकरणाचे परिमाण,ਧਰੁਵੀਕਰਨ ਦੀ ਤੀਬਰਤਾ
अचूकतेचे प्रमाण,ਸ਼ੁੱਧਤਾ ਦੀ ਮਾਤਰਾ
आर्द्रीकरण,dehumidification
डीआयनीकरण,ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ
विलंब,ਦੇਰੀ
उशीर झालेला,ਦੇਰੀ ਨਾਲ
स्थानिकीकरण,ਸਥਾਨੀਕਰਨ
डेल्टा फंक्शन,ਡੈਲਟਾ ਫੰਕਸ਼ਨ
विचुंबकीकरण,demagnetization
चुंबकीय वक्र,demagnetized ਕਰਵ
डिमॅग्नेटायझर,demagnetizer
demodulation,demodulation
दाट गर्दी,ਸੰਘਣੀ ਭੀੜ
घनता मापक,ਘਣਤਾ ਗੇਜ
"घनता, घनता","ਘਣਤਾ, ਘਣਤਾ"
घसारा पातळी,ਘਟਾਓ ਪੱਧਰ
क्षीणता क्षेत्र,ਡਿਪਲੇਸ਼ਨ ਜ਼ੋਨ
अध्रुवीकरण,depolarization
depolarized,depolarized
डिपोलायझर,ਡੀਪੋਲਰਾਈਜ਼ਰ
"फील्डची खोली, फील्डची तीव्रता","ਖੇਤਰ ਦੀ ਡੂੰਘਾਈ, ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ"
"व्युत्पन्न polarogram, व्युत्पन्न polarogram","derived polarogram, derived polarogram"
साधित,ਲਿਆ ਗਿਆ
"उतरते, उतरते","ਉਤਰਦਾ, ਉਤਰਦਾ"
"वंश, वंश","ਵੰਸ਼, ਉਤਰਾਧਿਕਾਰੀ"
"वर्णन करा, तयार करा, काढा","ਵਰਣਨ ਕਰੋ, ਬਣਾਓ, ਖਿੱਚੋ"
भाजक,ਭਾਅ
"रचना करणे, रचना करणे (n.) रचना करणे, रचना करणे (n.)","ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (n.) ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (n.)"
नाश,ਤਬਾਹੀ
विध्वंसक हस्तक्षेप,ਵਿਨਾਸ਼ਕਾਰੀ ਦਖਲਅੰਦਾਜ਼ੀ
