Telugu,English
ఒడంబడిక,Covenant
కవర్,Cover
కవరేజ్,Coverage
కవరింగ్ లెటర్,Covering letter
కవరింగ్ మెమో,Covering memo
గమనిక,Covering note
క్రాష్ ప్రోగ్రామ్,Crash programme
క్రీము పొర,Creamy layer
సృష్టి,Creation
సృజనాత్మక,Creative
సృజనాత్మకత,Creativity
క్రీచ్,Creche
క్రెడెన్షియల్స్ కమిట్,Credentials committe
విశ్వసనీయత,Credibility
క్రెడిట్,Credit
విశ్వసనీయమైనది,Creditable
క్రెడిట్ సలహా,Credit advice
క్రెడిట్ మరియు పొదుపు సమాజం,Credit and thrift society
క్రెడిట్ కార్డు,Credit card
ఋణ వసతులు,Credit facilities
క్రెడిట్ ఎంట్రీ,Credit entry
క్రెడిట్ గమనిక,Credit note
రుణదాత,Creditor
శ్మశానవాటిక,Cremation
శ్మశానవాటిక గ్రౌండ్,Cremation ground
సిబ్బంది,Crew
నేరం,Crime
నమ్మకంతో నేరస్థుడిని ఉల్లంఘించడం,Criminal breach of trust
క్రిమినల్ కోర్ట్,Criminal court
నేర నిర్లక్ష్యం,Criminal negligence
క్రిమినల్ నేరం,Criminal offence
క్రిమినల్ ప్రొసీజర్ కోడ్,Criminal procedure code
సంక్షోభం,Crisis
సంక్షోభ నిర్వహణ,Crisis management
ప్రమాణం,Criterion
విమర్శ,Criticism
క్రాస్,Cross
క్రాస్ బ్రీడ్,Cross breed
క్రాస్ చెకింగ్,Cross checking
క్రాస్డ్ చెక్,Crossed cheque
క్రాస్ ఎగ్జామినేషన్,Cross examination
ఆధార సూచిక,Cross reference
క్రాస్ ఓటింగ్,Cross voting
కీలకమైన తేదీ,Crucial date
ముడి,Crude
అపరాధ నరహత్య,Culpable homicide
అపరాధి,Culprit
సాగు,Cultivation
సాంస్కృతిక మార్పిడి కార్యక్రమం,Cultural exchange programme
సంచిత,Cumulative
కరెన్సీ,Currency
ద్రవ్య మారకం,Currency exchange
కరెన్సీ గమనిక,Currency note
ప్రస్తుత,Current
వాడుక ఖాతా,Current account
ప్రస్తుత విధులు,Current duties
ప్రస్తుత సెషన్,Current session
కరికులం విటే,Curriculum vitae
కర్లేట్,Curtail
సంరక్షకుడు,Custodian
కస్టడీ,Custody
ఆచారం,Custom
ఆచారం,Custom
ఆచారం,Customary
ఆచారం విధానం,Customary procedure
కస్టమ్ డ్యూటీ,Custom duty
కస్టమర్,Customer
కస్టమర్ ఫ్రెండ్లీ,Customer friendly
అనుకూల పరీక్ష,Custom examination
కత్తిరించండి,Cut down
కట్ మోషన్,Cut motion
తేదీని కత్తిరించండి,Cut off date
చక్రం,Cycle
రోజువారీ,Daily
రోజువారీ భత్యం,Daily allowance
రోజువారీ డైరీ,Daily diary
రోజువారీ రిజిస్టర్,Daily register
రోజువారీ నివేదిక,Daily report
దినచర్య,Daily routine
రోజువారీ వేతనాలు,Daily wages
డాక్ స్టేజ్,Dak stage
డాక్ ట్రే,Dak tray
నష్టం,Damage
నష్టాలు,Damages
ప్రమాదకరమైనది,Dangerous
ధైర్యం,Daring
సమాచారం,Data
డేటా బ్యాంక్,Data bank
డేటా బేస్,Data base
వివరాల సేకరణ,Data collection
డేటా దాణా,Data feeding
డేటా ప్రాసెసింగ్,Data processing
తేదీ,Date
రాక తేదీ,Date of arrival
పుట్టిన తేది,Date of birth
బయలుదేరే తేదీ,Date of departure
ఉత్సర్గ తేదీ,Date of discharge
పరిపక్వత తేదీ,Date of maturity
రశీదు తేదీ,Date of receipt
తేదీ స్టాంప్,Date stamp
రోజు పండితుడు,Day scholar
డే షిఫ్ట్,Day shift
దయ యొక్క రోజులు,Days of grace
రోజు నుండి రోజు పని,Day to day work
డెడ్ ఖాతా,Dead account
గడువు,Dead line
డెడ్లాక్,Deadlock
డెడ్ స్టాక్ రిజిస్టర్,Dead stock register
చనిపోయిన బరువు,Dead weight
ఒప్పందం,Deal
వ్యవహార సహాయకుడు,Dealing assistant
వ్యవహారం,Dealing
మరణ వార్షికోత్సవం,Death anniversary
ప్రియమైన భత్యం,Dearness allowance
మరణ ప్రయోజనం,Death benefit
డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ,Death-cum-retirement gratuity
సేవలో మరణం,Death in service
Deauthorizatioin,Deauthorizatioin
డెబార్,Debar
డెబిట్,Debit
డెబిట్ సలహా,Debit advice
అప్పు,Debt
రుణ నిర్వహణ,Debt management
రుణగ్రహీత,Debtor
మరణించిన,Deceased
మర్యాద,Decency
వికేంద్రీకరణ,Decentralization
నిర్ణయాత్మక కారకం,Deciding factor
నిర్ణయం,Decision
నిర్ణయం తీసుకోవడం,Decision making
నిర్ణయం తీసుకునే ప్రక్రియ,Decision making process
ప్రకటన,Declaration
ఆదాయ ప్రకటన,Declaration of income
ప్రకటించిన విలువ,Declared value
ప్రమాణం చేయండి,Declare on oath
డీకోడ్,Decode
డీకోంట్రోల్,Decontrol
డెకోరం,Decorum
తగ్గుదల,Decrease
డిక్రీ,Decree
అంకితం,Dedication
మినహాయింపు,Deductible
మినహాయింపు,Deduction
మూలం వద్ద మినహాయింపు,Deduction at source
జీతం నుండి మినహాయింపు,Deduction from salary
దస్తావేజు,Deed
తనఖా యొక్క దస్తావేజు,Deed of mortgage
డీమ్డ్ విశ్వవిద్యాలయం,Deemed university
Deface,Deface
వాస్తవ,De facto
డీప్లేషన్,Defalcation
పరువు నష్టం,Defamation
డిఫాల్ట్,Default
డిఫాల్టర్,Defaulter
లోపభూయిష్ట,Defective
రక్షణ,Defence
రక్షణ న్యాయవాది,Defence counsel
రక్షణ ఉత్పత్తి,Defence production
ప్రతివాది,Defendant
వాయిదా వేయండి,Defer
వాయిదా వేసిన వ్యయం,Deferred expenditure
ధిక్కరణ,Defiance
లోటు,Deficit
లోటు బడ్జెట్,Deficit budget
నిర్వచించండి,Define
ధిక్కరించండి,Defy
క్షీణత,Degradation
డిగ్రీ,Degree
Dejure,Dejure
ఆలస్యం,Delay
ప్రతినిధి,Delegate
అప్పగించిన అధికారం,Delegated authority
ప్రతినిధి బృందం,Delegation
అధికారాల ప్రతినిధి బృందం,Delegation of powers
తొలగించు,Delete
తొలగింపు,Deletion
ఉద్దేశపూర్వకంగా,Deliberately
చర్చ,Deliberation
రుచికరమైన,Delicencing
డీలిమిటేషన్,Delimitation
బట్వాడా,Deliver
డెలివరీ,Delivery
డిమాండ్,Demand
డిమాండ్ గమనిక,Demand note
సరిహద్దు,Demarcation
డెమి-అఫీషియల్,Demi-official
ప్రజాస్వామ్యం,Democracy
ప్రదర్శన,Demonstration
అవమానం,Demoralization
డెమరేజ్,Demurrage
తిరస్కరణ,Denial
విలువ కలిగిన,Denomination
డి నోవో,De novo
తిరస్కరించండి,Deny
బయలుదేరండి,Depart
విభాగం,Department
డిపార్ట్‌మెంటల్,Departmental
డిపార్ట్‌మెంటల్ చర్య,Departmental action
డిపార్ట్‌మెంటల్ ఎంక్వైరీ,Departmental enquiry
విభాగ దర్యాప్తు,Departmental investigation
డిపార్ట్‌మెంటల్ అవకతవకలు,Departmental irregularity
డిపార్ట్‌మెంటల్ లైబ్రరీ,Departmental library
విభాగ నిర్లక్ష్యం,Departmental negligence
విభాగ అనుమతి,Departmental permission
డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్,Departmental qualifying examination
నిష్క్రమణ,Departure
డిపెండెన్సీ సర్టిఫికేట్,Dependency certificate
ఆధారపడి ఉంటుంది,Dependent
ఆధారపడిన పిల్లలు,Dependent children
మోహరించేందుకు,Deploy
డిపోనెంట్,Deponent
బహిష్కరణ,Deportation
డిసెజ్,Depose
డిపాజిట్,Deposit
డిపో,Depot
తరుగుదల,Depreciation
అణగారిన తరగతి,Depressed class
కోల్పోతారు,Deprive
డిప్యుటేషన్,Deputation
డిప్యుటేషన్ భత్యం,Deputation allowance
డిప్యూటీ,Deputy
పునర్నిర్మించబడింది,Deregistered
విధి యొక్క విడదీయడం,Dereliction of duty
డెజర్వేషన్,Dereservation
అవమానకరమైన,Derogation
అవమానకరమైన,Derogatory
అవమానకరమైన వ్యాఖ్య,Derogatory remark
వారసుడు,Descendant
వివరణ,Description
అర్హమైనది,Deserving
రూపకల్పన,Design
నియమించండి,Designate
హోదా,Designation
డెస్పాచ్,Despatch
డెస్పాచ్ నోట్,Despatch note
డెస్పాచ్ రిజిస్టర్,Despatch register
గమ్యం,Destination
నిరాశ్రయుల,Destitute
వివరాలు,Detail
వివరంగా,Detailed
గుర్తించడం,Detect
నిర్బంధ,Detention
డిటెనూ,Detenu
సంకల్పం,Determination
నిరోధం,Deterrence
హాని,Detriment
హానికరం,Detrimental
విలువ తగ్గింపు,Devaluation
వినాశనం,Devastation
అభివృద్ధి,Development
విడదీయండి,Deviate
పరికరం,Device
భక్తి,Devotion
రోగ నిర్ధారణ,Diagnose
రేఖాచిత్రం,Diagram
డైరీ,Diary
డిక్టేషన్,Dictation
చనిపోతుంది,Dies non
ఆహారం,Diet
డైజెస్ట్,Digest
గౌరవప్రదమైన,Dignified
గౌరవం,Dignity
డైగ్రెషన్,Digression
డైలేటరీ,Dilatory
సందిగ్ధత,Dilemma
శ్రద్ధ,Diligent
పరిమాణం,Dimension
డిప్లొమా,Diploma
దౌత్యం,Diplomacy
దౌత్య రోగనిరోధక శక్తి,Diplomatic immunity
డైరెక్ట్,Direct
ప్రత్యక్ష పోటీ,Direct competition
ప్రత్యక్ష ఇంటర్వ్యూ,Direct interview
దిశ,Direction
డైరెక్టరీ,Directory
ప్రత్యక్ష నియామకం,Direct recruit
అనుమతించవద్దు,Disallow
వైకల్యం,Disability
వికలాంగుడు,Disabled person
డిసేబుల్మెంట్ ప్రయోజనం,Disablement benefit
ప్రతికూలత,Disadvantage
అంగీకరించలేదు,Disagree
అనుమతించబడలేదు,Disallowed
నిరాకరణ,Disapproval
విపత్తు,Disaster
విపత్తూ నిర్వహణ,Disaster management
రద్దు,Disband
పంపిణీ,Disbursement
విస్మరించండి,Discard
ఉత్సర్గ,Discharge
ఉత్సర్గ స్లిప్,Discharge slip
క్రమశిక్షణా చర్య,Disciplinary action
క్రమశిక్షణా విధానం,Disciplinary procedure
క్రమశిక్షణ,Discipline
నిరాకరణ,Disclaim
బహిర్గతం,Disclosure
అసంతృప్తి,Discontent
నిలిపివేత,Discontinuance
నిలిపివేయండి,Discontinue
అసమ్మతి,Discord
డిస్కౌంట్,Discount
కనుగొనండి,Discover
అపఖ్యాతి,Discredit
వ్యత్యాసం,Discrepancy
అభీష్టానుసారం,Discretion
విచక్షణ మంజూరు,Discretionary grant
విచక్షణ శక్తి,Discretionary power
వివక్ష,Discrimination
చర్చ,Discussion
నిజాయితీ,Dishonest
అవమానం,Dishonour
విచ్ఛిన్నం,Disintegration
డిస్క్,Disk
తొలగుట,Dislocation
నమ్మకద్రోహం,Disloyal
రద్దుచేసే,Dismiss
తొలగింపు,Dismissal
తొలగింపు విధానం,Dismissal procedure
అవిధేయత,Disobey
రుగ్మత,Disorder
అస్తవ్యస్తత,Disorganise
అసమానత,Disparity
డిస్పాచ్ విభాగం,Dispatch section
పంపిణీ చేయదగినది,Dispensable
చెదరగొట్టండి,Disperse
స్థానభ్రంశం,Displaced
ప్రదర్శన,Display
అసంతృప్తి,Displeasure
పారవేయడం,Disposal
పారవేసేందుకు,Dispose of
స్థానభ్రంశం,Disposition
తొలగింపు,Dispossess
వివాదం,Dispute
అనర్హత,Disqualification
విస్మరించండి,Disregard
అంతరాయం,Disruption
అసంతృప్తి,Dissatisfaction
అసమ్మతి,Dissent
అపచారం,Disservice
డిసోసియేట్,Dissociate
రద్దు,Dissolution
కరిగించండి,Dissolve
దూరవిద్య,Distance learning
డిస్టిలరీ,Distillery
విభిన్న,Distinct
వేరు,Distinguish
వక్రీకరణ,Distortion
బాధ,Distress
పంపిణీ,Distribute
పంపిణీ,Distribution
జిల్లా,District
జిల్లా కేంద్రం,District centre
భంగం,Disturbance
డిట్టో,Ditto
మళ్లింపు,Diversion
డివిడెండ్,Dividend
విభజన,Division
విడాకులు,Divorce
డాకెట్,Docket
వైద్యుడు,Doctor
పత్రం,Document
డాక్యుమెంటరీ సాక్ష్యం,Documentary evidence
డాక్యుమెంటేషన్,Documentation
నివాసం,Domicile
నివాస ధృవీకరణ పత్రం,Domicile certificate
ఆధిపత్యం,Dominant
విరాళం,Donation
డోసియర్,Dossier
సందేహాస్పదంగా,Doubtful
డోవ్ టైలింగ్,Dove tailing
డౌన్ గ్రేడ్,Down grade
ముసాయిదా,Draft
ముసాయిదా ప్రత్యుత్తరం,Draft reply
తీవ్రమైన కొలత,Drastic measure
డ్రా,Draw
డ్రాయర్,Drawer
డ్రాయింగ్,Drawing
కరువు,Drought
పొడి ప్రమోషన్,Dry promotion
ద్వంద్వ ఛార్జ్,Dual charge
ద్వంద్వ పౌరసత్వం,Dual citizenship
గడువు,Due
తగిన శ్రద్ధ,Due diligence
బకాయిలు,Dues
సరిగా,Duly
నకిలీ,Duplicate
వ్యవధి,Duration
డ్యూరెస్,Duress
విధి,Duty
విధి భత్యం,Duty allowance
డ్యూటీ చార్ట్,Duty chart
డ్యూటీ సెలవు,Duty leave
డ్యూటీ రూమ్,Duty room
డైయింగ్ డిక్లరేషన్,Dying declaration
డైనమిక్స్,Dynamics
కేటాయింపు,Earmark
సంపాదించిన సెలవు,Earned leave
ఆదాయాలు,Earnings
పర్యావరణ అనుకూలమైనది,Eco-friendly
ఎకాలజీ,Ecology
ఆర్థిక,Economic
ఆర్థిక దోపిడీ,Economical exploitation
ఆర్థిక వ్యవస్థ,Economy
ఎకానమీ తరగతి,Economy class
ఎడిటింగ్,Editing
ఎడిషన్,Edition
సంపాదకీయం,Editorial
చదువు,Education
విద్యా వృత్తి,Educational career
ఎడ్యుకేషనల్ ఇన్స్టిట్యూట్,Educational institute
అర్హతలు,Educational qualification
ప్రభావం,Effect
ప్రభావవంతమైనది,Effective
ప్రభావవంతమైన తేదీ,Effective date
ప్రభావాలు,Effects
సమర్థత,Efficacy
సామర్థ్యం,Efficiency
సమర్థవంతమైనది,Efficient
ఎజెక్ట్మెంట్,Ejectment
విస్తృతమైన,Elaborate
సాపేక్ష,Elapse
ఎన్నుకోబడిన ప్రతినిధి,Elected representative
ఎన్నికల,Election
ఎలక్టోరల్ కాలేజీ,Electoral college
ఓటర్లు,Electorate
విద్యుదీకరణ,Electrification
ఎలక్ట్రానిక్ మీడియా,Electronic media
ప్రాథమిక,Elementary
అర్హత,Eligibility
అర్హత పరీక్ష,Eligibility test
ఎలిమినేషన్,Elimination
వాగ్ధాటి,Eloquence
ఇబ్బంది,Embarrass
అపహరణ,Embezzlement
చిహ్నం,Emblem
ఎంబోసింగ్ సీల్,Embossing seal
అత్యవసర పరిస్థితి,Emergency
అత్యవసర ఉపశమనం,Emergency relief
ఎమర్జెంట్,Emergent
వలస,Emigration
ఎమోల్యూమెంట్స్,Emoluments
ఎంపానెల్మెంట్,Empanelment
సానుభూతిగల,Empathy
ఉద్యోగం,Employ
ఉద్యోగి,Employee
ఉద్యోగుల భాగస్వామ్యం,Employee participation
ఉద్యోగి సహకారం,Employee’s contribution
ఉద్యోగి యొక్క ప్రావిడెంట్ ఫండ్,Employee’s provident fund
యజమాని,Employer
ఉపాధి,Employment
ఉపాధి మార్పిడి,Employment exchange
ఉపాధి నోటీసు,Employment notice
ఉపాధి కార్యాలయం,Employment office
సాధికారత,Empower
సాధికారత,Empowerment
అమలు,Enact
చట్టం,Enactment
ఎన్ బ్లాక్,En bloc
ENCASH,Encash
పరివేష్టిత,Enclose
ప్రోత్సాహం,Encouragement
ఆక్రమణ,Encroachment
ఎన్‌కంబ్రాన్స్,Encumbrance
ఎండోర్స్,Endorse
ఎండోమెంట్,Endowment
ముగింపు ఉత్పత్తి,End product
శక్తి,Energy
అమలు,Enforce
నిమగ్నమవ్వండి,Engage
మెరుగుదల,Enhancement
ఆంథ్యం,Enjoin
ఎన్ మాస్సే,En masse
విచారణ,Enquiry
నమోదు,Enrol
నమోదు (= నమోదు),Enrolment (=enrollment)
నమోదు సంఖ్య,Enrolment number
దారిలో,Enroute
తరువాత,Ensuing
నిర్ధారించడానికి,Ensure
నమోదు చేయండి,Enter
ఎంటర్ప్రైజ్,Enterprise
వినోదం,Entertain
వినోదం,Entertainment
అర్హత,Entitle
అర్హత,Entitled
అర్హత,Entitlement
ప్రవేశం,Entrance
ప్రవేశం,Entrant
ప్రవేశం,Entry
ప్రవేశ స్థాయి ఉద్యోగం,Entry level job
గణన,Enumeration
పర్యావరణం,Environment
రాయబారి,Envoy
అంటువ్యాధి,Epidemic
ఎపిటోమ్,Epitome
సమానత్వం,Equality
సమతౌల్య,Equilibrium
పరికరాలు,Equipment
ఈక్విటీ,Equity
సమానం,Equivalent
సమస్యాత్మక,Equivocal
నిర్మూలించేందుకు,Eradicate
లోపటా,Errata
లోపం,Error
ఎస్కలేషన్,Escalation
ఎస్కార్ట్,Escort
అవసరం,Essential
స్థాపన,Establishment
అంచనా,Estimate
అంచనా ఖర్చు,Estimated cost
నీతి,Ethics
మర్యాద,Etiquette
తరలింపు,Evacuation
తప్పించుకుంటుంది,Evade
మూల్యాంకనం,Evaluation
సరి సంఖ్య,Even number
చివరికి,Eventual
తొలగింపు,Eviction
సాక్ష్యం,Evidence
పరిణామం,Evolve
ఖచ్చితమైనది,Exact
పరీక్ష,Examination
ఎగ్జామినే,Examinee
ఎగ్జామినర్,Examiner
ఉదాహరణ,Example
తవ్వకం,Excavation
అద్భుతమైన,Excellent
మినహాయింపు,Exception
అసాధారణమైనది,Exceptional
అదనపు,Excess
మార్పిడి,Exchange
ఖజానా,Exchequer
ఎక్సైజ్ (= ఎక్సైజ్ డ్యూటీ),Excise (=excise duty)
మినహాయించండి,Exclude
ప్రత్యేకమైనది,Exclusive
సాకు,Excuse
అమలు చేయండి,Execute
ఎగ్జిక్యూటివ్,Executive
కార్య నిర్వాహక కమిటీ,Executive committee
ఎగ్జిక్యూటివ్ పవర్,Executive power
ఎగ్జిక్యూటివ్స్,Executives
ఎగ్జిక్యూటివ్ సిబ్బంది,Executive staff
మినహాయింపు,Exempt
మినహాయింపు,Exemption
వ్యాయామం,Exercise
మాజీ గ్రాటియా,Ex-gratia
మాజీ గ్రాటియా చెల్లింపు,Ex-gratia payment
ఎగ్జాస్ట్,Exhaust
సమగ్ర,Exhaustive
ప్రదర్శన,Exhibit
బహిర్గతం,Exigency
ఎక్సిమ్ పాలసీ,Exim policy
బయటకి దారి,Exit
నిష్క్రమణ ఇంటర్వ్యూ,Exit interview
నిష్క్రమణ విధానం,Exit policy
ఎగ్జిట్ పోల్,Exit poll
మాజీ ఉద్యోగి,Ex-officio
ఎక్సోనెరేట్,Exonerate
విస్తరణ,Expansion
మాజీ పార్టే,Ex-parte
బహిష్కరణ,Expatriation
ప్రయోజనకరమైన,Expedient
వేగవంతం చేయండి,Expedite
బహిర్గతం,Expel
వ్యయం,Expenditure
అనుభవం,Experience
ప్రయోగం,Experiment
నిపుణుడు,Expert
గడువు,Expiry
గడువు తీరు తేదీ,Expiry date
వివరణ,Explanation
స్పష్టంగా,Explicit
దోపిడీ,Exploitation
అన్వేషించండి,Explore
పేలుడు,Explosion
ఎగుమతి,Export
మాజీ పోస్ట్ వాస్తవం,Ex-post facto
ఎక్స్‌ప్రెస్,Express
వ్యక్తీకరణ,Expression
బహిష్కరణ,Expulsion
ఎక్స్‌క్గెన్స్,Expunge
విస్తరించండి,Extend
విస్తృతమైన,Extent
బాహ్య,External
దోపిడీ,Extortion
అదనపు,Extra
సారం,Extract
అసాధారణ,Extraordinary
విపరీత,Extravagant
ఉగ్రవాది,Extremist
ఎక్స్‌ట్రావర్ట్,Extrovert
కంటి సాక్షి,Eye witness
కల్పించండి,Fabricate
ముఖ విలువ,Face value
సులభతరం,Facilitate
సౌకర్యం,Facility
ఫేస్‌సిమైల్,Facsimile
వాస్తవం,Fact
కక్షవాదం,Factionalism
కారకం,Factor
ఫ్యాక్టరీ,Factory
వాస్తవం,Factual
అధ్యాపకులు,Faculty
విఫలం,Fail
ఫెయిర్,Fair
విశ్వాసం,Faith
నకిలీ,Fake
కుటుంబం,Family
కరువు,Famine
ఛార్జీల,Fare
వీడ్కోలు,Farewell
వ్యవసాయం,Farming
అలసట,Fatigue
తప్పు,Fault
అనుకూలంగా,Favour
సాధ్యత,Feasibility
సమాఖ్య,Federation
రుసుము,Fee
తిరిగి ఫీడ్ చేయండి,Feed back
భావన,Feeling
ఫెసిట్,Felicitate
తోటి,Fellow
ఫెలోషిప్,Fellowship
స్త్రీ,Female
సారవంతమైన,Fertile
కల్పిత,Fictitious
విశ్వసనీయత,Fidelity
ఫీల్డ్,Field
మూర్తి,Figure
ఫైల్,File
దాఖలు,Filing
చిత్రం,Film
చివరి,Final
ఫైనాన్స్,Finance
ఆర్థిక,Financial
ఫైనాన్షియర్,Financier
కనుగొన్నవి,Findings
మంచిది,Fine
లలిత కళలు,Fine arts
ఫింగర్ ప్రింట్,Finger print
తయారైన వస్తువులు,Finished goods
అగ్ని,Fire
కాల్పులు,Firing
సంస్థ,Firm
ప్రథమ చికిత్స,First aid
మొదటి తరగతి,First class
మొదటి విభాగం,First division
మొదటి సమాచార నివేదిక,First information report
ఆర్థిక,Fiscal
మత్స్య సంపద,Fisheries
సరిపోతుంది,Fit
ఫిట్‌నెస్,Fitness
పరిష్కరించండి,Fix
స్థిరీకరణ,Fixation
స్థిర,Fixed
జెండా,Flag
ఫ్లాప్,Flap
ఫ్లాట్,Flat
నౌకాదళం,Fleet
వశ్యత,Flexibility
ఫ్లైట్,Flight
వరద ఉపశమనం,Flood relief
అంతస్తు,Floor
ప్రవాహం,Flow
హెచ్చుతగ్గులు,Fluctuation
ఫెసిడ్,Foeticide
ఫోల్డర్,Folder
ఫోలియో,Folio
అనుసరించండి,Follow
క్రింది,Following
అనుచరుడు,Follower
ఫోమెంట్,Foment
ఫుట్ నోట్,Foot note
బలవంతపు శ్రమ,Forced labour
సూచన,Forecast
ముందస్తు తీర్మానం,Foregone conclusion
విదేశీ,Foreign
ఫోర్‌మాన్,Foreman
మధ్యాహ్నం,Forenoon
దూరదృష్టి,Foresight
ముందుమాట,Foreword
ఓడిపోండి,Forfeit
నకిలీ,Forged
ఫోర్జరీ,Forgery
రూపం,Form
ఫార్మల్,Formal
ఫార్మాట్,Format
మాజీ,Former
ఫార్ములా,Formula
వెంటనే,Forthwith
ముందుకు,Forward
ఫార్వార్డింగ్ లెటర్,Forwarding letter
ఫౌండేషన్,Foundation
భిన్నం,Fraction
ఫ్రాంచైజ్,Franchise
మోసం,Fraud
ఉచితం,Free
ఫ్రీజ్,Freeze
సరుకు,Freight
తరచుదనం,Frequency
ఇంధనం,Fuel
పూర్తి స్థాయిలో,Full-scale
ఫంక్షన్,Function
ఫండ్,Fund
ఫండమెంటలిజం,Fundamentalism
ఫర్నిష్,Furnish
తరువాతి చర్య,Further action
లాభదాయకమైన ఉపాధి,Gainful employment
లాభదాయకమైన వృత్తి,Gainful occupation
ప్రవేశ అనుమతి,Gate pass
గెజిట్,Gazetted
గెజిటెడ్ హాలిడే,Gazetted holiday
జనరల్,General
సాధారణ పరిపాలన,General administration
సాధారణ శరీరం,General body
సాధారణ ఎన్నికలు,General election
సాధారణ సమావేశం,General meeting
సాధారణ అభ్యాసం,General practice
సాధారణ విధానం,General procedure
సాధారణ నియమం,General rule
జనరల్ వార్డ్,General ward
తరం,Generation
మేధావి,Genius
నిజమైన,Genuine
బహుమతి,Gift
సారాంశం,Gist
గ్లోబల్ టెండర్,Global tender
పదకోశం,Glossary
లక్ష్యం,Goal
కిందికి వెళ్ళు,Godown
గోల్డెన్ హ్యాండ్‌షేక్ (= గోల్డెన్ పారాచూట్),Golden handshake(=golden parachute)
మంచిది,Good
మంచి ప్రవర్తన,Good conduct
మంచి విశ్వాసం,Good faith
మంచి కార్యాలయాలు,Good offices
గుడ్విల్,Goodwill
పరిపాలన,Govern
పాలన,Governance
ప్రభుత్వం,Government
భారత ప్రభుత్వం,Government of India
భారత ప్రభుత్వం,Government of India Concern
భారత ప్రభుత్వం,Government of India Undertaking
ప్రభుత్వ ప్రెస్,Government press
ప్రభుత్వ ఉద్యోగులు నిబంధనలు నిర్వహిస్తారు,Government servants conduct rules
ప్రభుత్వ సేవ,Government service
గ్రేడేషన్,Gradation
గ్రేడ్,Grade
గ్రేడింగ్,Grading
ఉన్నత విద్యావంతుడు,Graduate
గ్రాడ్యుయేట్ వేతనాలు,Graduated wages
గ్రాడ్యుయేట్ ట్రైనీ,Graduate trainee
అంటుకట్టుట,Graft
సంపూర్ణ మొత్తము,Grand total
గ్రాంట్,Grant
గ్రాంట్-ఇన్-ఎయిడ్,Grant-in-aid
ద్రాక్ష,Grapevine
గ్రాఫ్,Graph
గ్రాఫాలజీ,Graphology
కృతజ్ఞత,Grateful
గ్రాట్యుటీ,Gratuity
గ్రీన్ హ్యాండ్,Green hand
గ్రీటింగ్,Greeting
ఉపద్రవము,Grievance
భయంకరమైన,Grievous
స్థూల,Gross
స్థూల మొత్తం,Gross amount
స్థూల దుష్ప్రవర్తన,Gross misconduct
స్థూల నిర్లక్ష్యం,Gross negligence
స్థూల లాభం,Gross profit
స్థూల ఆదాయం,Gross revenue
స్థూల మొత్తం,Gross total
నేలలేనిది,Groundless
గ్రౌండ్ అద్దె,Ground rent
మైదానాలు,Grounds
సమూహం,Group
సమూహం మరియు గ్రేడింగ్,Grouping and grading
హామీ,Guarantee
హామీ,Guarantor
గార్డు,Guard
గార్డు ఫైల్,Guard file
సంరక్షకుడు,Guardian
గెస్ట్ హౌస్,Guest house
గైడ్,Guide
మార్గదర్శకాలు,Guidelines
అపరాధం,Guilt
అలవాటు,Habit
అలవాటు,Habitual
సగం హాలిడే,Half-holiday
సగం పే,Half pay
హాల్,Hall
హాల్ట్,Halt
చెయ్యి,Hand
హ్యాండ్‌బిల్,Handbill
హ్యాండ్‌బుక్,Handbook
హ్యాండిక్యాప్,Handicap
హ్యాండిల్,Handle
చేనేత,Handloom
హ్యాండీ,Handy
అప్పగించు,Hand-over
చేతివ్రాత,Handwriting
వేధింపులు,Harassment
నౌకాశ్రయం,Harbour
కఠినమైన శ్రమ,Hard labour
హార్డ్వేర్,Hardware
కష్టపడి పనిచేయడం,Hard working
లాగడం,Haulage
హాకర్,Hawker
హజార్డ్,Hazard
తల,Head
ప్రధాన కార్యాలయం,Head office
ప్రధాన కార్యాలయం,Headquarter
ఆరోగ్య నిర్ధారణ పత్రము,Health certificate
వినికిడి,Hearing
వినికిడి,Hearsay
భారీ వాహనం,Heavy vehicle
వారసుడు,Heir
పట్టుకుంది,Held up
ఇక్కడ,Herewith
వారసత్వం,Heritage
సోపానక్రమం,Hierarchy
అధిక అధికారం,Higher authority
ఉన్నత స్థాయి,High grade
ఉన్నతమైన స్థానం,High level
అధిక స్థాయి నిర్ణయం,High level decision
ముఖ్యాంశాలు,Highlights
అధిక అధికారి,High official
అధిక ప్రీయోర్టీ,High priorty
ఉన్నత పాఠశాల,High school
హిందీ వెర్షన్,Hindi version
హైర్,Hire
నియామకం,Hiring
చరిత్ర షీట్,History sheet
హోర్డింగ్,Hoarding
పట్టుకొని,Holding
సెలవు,Holiday
నివాళి,Homage
హోమ్,Home
నరహత్య,Homicide
నిజాయితీ,Honest
గౌరవార్థం,Honorarium
గౌరవ,Honorary
గౌరవం,Honour
వసతిగృహం,Hostel
విరుద్ధమైన,Hostile
ఇంటి అద్దె,House rent
ఇంటి అద్దె భత్యం,House rent allowance
ఇంటి పన్ను,House tax
గృహ,Housing
హౌసింగ్ సొసైటీ,Housing society
హ్యూ మరియు ఏడుపు,Hue and cry
హ్యూమన్,Humane
మానవ హక్కులు,Human rights
