Bengali,Punjabi
কনভেনশন সংসদ,ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ
কপারহেডস (=শান্তি গণতন্ত্রী),ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ)
কপিহোল্ড,ਕਾਪੀਹੋਲਡ
কর্ডনিং,ਘੇਰਾਬੰਦੀ
করোনা,ਕਰੋਨਾ
রাজ্যাভিষেক,ਤਾਜਪੋਸ਼ੀ
রাজ্যাভিষেক পাথর,ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ
কর্পাস,ਕਾਰਪਸ
কর্সেয়ার,Corsair
কর্সেয়ার,Corsair
কাঁচুলি (= কর্সেলেট),ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ)
কর্টেস,ਕੋਰਟੇਸ
কোটার (=কোটিয়ার),ਕੋਟਰ (=ਕੋਟੀਅਰ)
কোটার (=কোটিয়ার),ਕੋਟਰ (=ਕੋਟੀਅਰ)
কাউন্ট প্যালাটিনেট,ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ
দেশের বাড়ি,ਦੇਸ਼ ਦਾ ਘਰ
কাউন্টি,ਕਾਉਂਟੀ
কাউন্টি বরো,ਕਾਉਂਟੀ ਬੋਰੋ
কাউন্টি আদালত,ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ
কাউন্টি প্যালাটাইন,ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ
আদালত,ਅਦਾਲਤ
আদালত,ਅਦਾਲਤ
আদালতের সার্কুলার,ਅਦਾਲਤੀ ਸਰਕੂਲਰ
আদালতের শিষ্টাচার,ਅਦਾਲਤੀ ਸ਼ਿਸ਼ਟਾਚਾਰ
দরবারী,ਦਰਬਾਰੀ
ক্যাসেশন আদালত,ਕੇਸੇਸ਼ਨ ਦੀ ਅਦਾਲਤ
কোর্ট অফ ডিরেক্টরস (EIC),ਕੋਰਟ ਆਫ਼ ਡਾਇਰੈਕਟਰਜ਼ (EIC)
মালিকদের আদালত,ਮਾਲਕਾਂ ਦੀ ਅਦਾਲਤ
দরবারের কবি,ਦਰਬਾਰੀ ਕਵੀ
চুক্তিবদ্ধ ক্যামেরোনিয়ান,ਨੇਮਬੱਧ ਕੈਮਰੋਨੀਅਨ
মুকুট,ਤਾਜ
মুকুট,ਤਾਜ
মুকুট,ਤਾਜ
মুকুট জমি,ਤਾਜ ਜ਼ਮੀਨ
মুকুট জমি,ਤਾਜ ਜ਼ਮੀਨ
ক্রাউন প্রিন্স,ਕ੍ਰਾਊਨ ਪ੍ਰਿੰਸ
ক্রুসেড,ਕਰੂਸੇਡ
ক্রুসেডার,ਕਰੂਸੇਡਰ
ক্রিপ্টোগ্রাম,ਕ੍ਰਿਪਟੋਗ੍ਰਾਮ
কুইরাস,ਕੁਇਰਾਸ
কুইরাসিয়ার,ਕੁਇਰਾਸੀਅਰ
কাল্ট দেবতা,ਪੰਥ ਦੇਵਤਾ
কুরিয়া,ਕਰਿਆ
কুরিয়া,ਕਰਿਆ
জারবাদ,ਜ਼ਾਰਵਾਦ
অন্ধকার মহাদেশ,ਹਨੇਰਾ ਮਹਾਂਦੀਪ
বিচারের দিন,ਨਿਰਣੇ ਦਾ ਦਿਨ
বিচারের দিন,ਨਿਰਣੇ ਦਾ ਦਿਨ
যাজক,ਡੀਨ
দশক,ਦਹਾਕਾ
ডেনারিয়াস,ਡੇਨਾਰੀਅਸ
ক্ষমতাচ্যুত রাজা,ਬਰਖਾਸਤ ਬਾਦਸ਼ਾਹ
নষ্ট করা,ਉਜਾੜ
বিলুপ্তি,ਬਰਬਾਦੀ
ডিথ্রোন,Dethrone
ডায়ডেম,ਡਾਇਡੇਮ
ডায়ডেম,ਡਾਇਡੇਮ
ডায়ডেম,ਡਾਇਡੇਮ
ডায়াসিয়া,ਡਾਇਸੀਆ
ডিকাস্টেরিয়াম,ਡਿਕੈਸਟਰੀਅਮ
ডিলুভিয়ালিস্ট,ਦਿਲੁਵੀਆਵਾਦੀ
ডায়োসিস,ਡਾਇਓਸਿਸ
ডায়োসিস,ਡਾਇਓਸਿਸ
নির্দেশিকা (=নির্দেশনা),ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
নির্দেশিকা (=নির্দেশনা),ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
দিরহাম,ਦਿਰਹਾਮ
অবিশ্বাসী,ਬੇਵਫ਼ਾ
অবিশ্বাসী,ਬੇਵਫ਼ਾ
ভুলের মতবাদ,ਭੁੱਲ ਦਾ ਸਿਧਾਂਤ
দলিল,ਦਸਤਾਵੇਜ਼
দালিলিক প্রমাণ,ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ
গম্বুজের বই,ਡੋਮੇਸਡੇ ਬੁੱਕ
কনস্টানটাইনের দান,Constantine ਦਾ ਦਾਨ
নিয়তি,ਕਿਆਮਤ
ডাওগার রানী,ਦਾਜ ਦੀ ਰਾਣੀ
ড্রাগন,ਡਰੈਗਨ
ড্রোমেডারিয়ান,ਡਰੋਮੇਡੇਰੀਅਨ
ড্রোমেডারি,ਡਰੋਮੇਡਰੀ
ড্রমন্ড,ਡਰੋਮੰਡ
দ্বৈত,ਦੋਹਰਾ
দ্বৈত জোট,ਦੋਹਰਾ ਗਠਜੋੜ
ডুয়েল এন্টেন্টে,ਦੋਹਰੀ entente
দ্বৈত ব্যবস্থা (= দ্বৈত সরকার),ਦੋਹਰੀ ਪ੍ਰਣਾਲੀ (= ਦੋਹਰੀ ਸਰਕਾਰ)
ডিউক,ਡਿਊਕ
ডুমা,ਡੂਮਾ
বামন অবতার,ਬੌਣਾ ਅਵਤਾਰ
রাজবংশ,ਰਾਜਵੰਸ਼
রাজবংশ,ਰਾਜਵੰਸ਼
ঈগল,ਇੱਲ
বুড়ো মানুষ,ਬਜ਼ੁਰਗ ਆਦਮੀ
আর্ল,ਅਰਲ
প্রাচীনত্ব,ਅਰਲਡਮ
প্রারম্ভিক গুপ্ত,ਸ਼ੁਰੂਆਤੀ ਗੁਪਤਾ
প্রারম্ভিক (ঐতিহাসিক) সাইট,ਸ਼ੁਰੂਆਤੀ (ਇਤਿਹਾਸਕ) ਸਾਈਟਾਂ
প্রারম্ভিক বৈদিক যুগ,ਸ਼ੁਰੂਆਤੀ ਵੈਦਿਕ ਕਾਲ
ইক্লেসিয়া,ਉਪਦੇਸ਼ਕ
পুনরুদ্ধারের আদেশ,ਬਹਾਲੀ ਦਾ ਹੁਕਮ
আট ভাঁজ পথ,ਅੱਠ ਗੁਣਾ ਮਾਰਗ
প্রবীণ,ਬਜ਼ੁਰਗ
বয়স্ক রাষ্ট্রনায়ক (=জেনরো),ਬਜ਼ੁਰਗ ਰਾਜਨੇਤਾ (=ਜੀਨਰੋ)
হাতির ছাগু,ਹਾਥੀ ਬੱਕਰਾ
এগারো বছরের অত্যাচার,ਗਿਆਰਾਂ ਸਾਲਾਂ ਦਾ ਜ਼ੁਲਮ
Elysae (=Elysee),ਐਲੀਸੀ (=ਐਲੀਸੀ)
ঘের আন্দোলন,ਘੇਰਾਬੰਦੀ ਅੰਦੋਲਨ
এনসাইক্লিক্যাল,ਐਨਸਾਈਕਲਿਕ
বিশ্বকোষবাদী আন্দোলন,ਐਨਸਾਈਕਲੋਪੀਡਿਸਟ ਲਹਿਰ
Entente,ਐਂਟੇਨਟੇ
Entente cordiale,ਏਨਟੇਂਟ ਕੋਰਡਿਆਲ
সিংহাসন,ਰਾਜਗੱਦੀ
এনট্যুরেজ,ਦਲ
এফোদ,ਏਫ਼ੋਦ
ইফোর,ਈਫੋਰ
মহাকাব্য যুগ,ਮਹਾਂਕਾਵਿ ਯੁੱਗ
মহাকাব্যিক নায়ক,ਮਹਾਂਕਾਵਿ ਹੀਰੋ
এপিগ্রাফ,ਐਪੀਗ੍ਰਾਫ
এপিস্কোপ্যাসি,ਐਪੀਸਕੋਪੇਸੀ
এপিস্কোপেট,ਐਪੀਸਕੋਪੇਟ
পর্ব,ਪ੍ਰਸੰਗ
যুগ,ਯੁਗ
যুগ তৈরির ঘটনা,ਯੁੱਗ ਬਣਾਉਣ ਵਾਲੀ ਘਟਨਾ
যুগ সৃষ্টিকারী মানুষ,ਯੁਗ-ਰਚਨ ਵਾਲਾ ਮਨੁੱਖ
উপনাম,ਉਪਨਾਮ
ইকুয়েরি,ਇਕਵੇਰੀ
ইকুয়েরি,ਇਕਵੇਰੀ
অশ্বারোহী মূর্তি,ਘੋੜਸਵਾਰ ਦੀ ਮੂਰਤੀ
যুগ,ਯੁੱਗ
এরগাস্টুলাম,ਅਰਗਸਟੁਲਮ
ইউক্যারিস্ট,ਯੂਕੇਰਿਸਟ
ধর্মপ্রচার,ਈਵੈਂਜਲਿਜ਼ਮ
ধর্মপ্রচার আন্দোলন,ਖੁਸ਼ਖਬਰੀ ਦੀ ਲਹਿਰ
ধর্মপ্রচারক,ਪ੍ਰਚਾਰਕ
Exarch,Exarch
এক্সিল্যার্ক,Exilarch
ফালাঙ্গিস্ট,ਫਲੰਗਿਸਟ
পিতার জমি,ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ
পিতার জমি,ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ
ফেরিয়া,ਫੇਰੀਆ
ফেটিশ,ਫੈਟਿਸ਼
সামন্ত জোত,ਜਾਗੀਰਦਾਰੀ
সামন্ততন্ত্র (=সামন্ততন্ত্র),ਜਾਗੀਰਦਾਰੀ (=ਸਾਮੰਤੀ ਸਿਸਟਮ)
সামন্ততান্ত্রিক ব্যবস্থা,ਜਗੀਰੂ ਸਿਸਟਮ
সামন্ত,ਜਾਗੀਰਦਾਰ
ফিদেই রক্ষাকারী (=বিশ্বাসের রক্ষক),ਫਿਦੀ ਡਿਫੈਂਸਰ (= ਵਿਸ਼ਵਾਸ ਦਾ ਰਖਵਾਲਾ)
ফিফ,Fief
ক্ষেত্র ব্যবস্থা,ਫੀਲਡ ਸਿਸਟਮ
পঞ্চদশ কর,ਪੰਦਰਵਾਂ ਟੈਕਸ
ফিগার হেড,ਚਿੱਤਰ ਸਿਰ
ফিন ডি siecle,ਫਿਨ ਡੀ ਸੀਕਲ
আগুন ভক্ষক,ਅੱਗ ਖਾਣ ਵਾਲਾ
পাঁচ মাইল আইন,ਪੰਜ ਮੀਲ ਐਕਟ
পতাকা,ਝੰਡਾ
ফ্ল্যামেন ডায়ালিস,ਫਲੇਮੇਨ ਡਾਇਲਿਸ
ফ্ল্যামেন মার্শালিস,ਫਲੇਮੇਨ ਮਾਰਸ਼ਲਿਸ
জ্বলন্ত মশাল,ਬਲਦੀ ਮਸ਼ਾਲ
ফ্ল্যাঙ্ক,ਫਲੈਂਕ
ফ্ল্যাঙ্কিং আন্দোলন,ਫਲੈਂਕਿੰਗ ਅੰਦੋਲਨ
বিকশিত সভ্যতা,ਵਧਦੀ ਹੋਈ ਸੱਭਿਅਤਾ
fluvialistic বিশ্বাস,ਪ੍ਰਵਾਹਵਾਦੀ ਵਿਸ਼ਵਾਸ
লোকদেবতা,ਲੋਕ ਦੇਵਤਾ
লোকদেবী,ਲੋਕ ਦੇਵੀ
লোক স্মৃতি,ਲੋਕ ਯਾਦ
লোককথা (=লোককাহিনী),ਲੋਕ-ਕਥਾ (=ਲੋਕ ਕਥਾ)
চারণ,ਚਾਰਾ
অভিযান,ਧੜਾਧੜ
পূর্বাবস্থায়,ਪਹਿਲਾਂ ਤੋਂ
পূর্বপুরুষ,ਪੂਰਵਜ
অগ্রদূত,ਅਗਲਾ
অসহায় আশা,ਉਦਾਸ ਉਮੀਦ
গঠনমূলক পর্যায়,ਰਚਨਾਤਮਕ ਪੜਾਅ
দুর্গ,ਕਿਲਾ
দুর্গ,ਕਿਲਾਬੰਦੀ
সুরক্ষিত শহর,ਕਿਲਾਬੰਦ ਸ਼ਹਿਰ
দুর্গ,ਕਿਲ੍ਹਾ
ফরচুনা,Fortuna
ফোরাম রোমানাম,ਫੋਰਮ ਰੋਮਨਮ
ফ্রান্সিসকান,ਫਰਾਂਸਿਸਕਨ
ফ্র্যাঙ্কলিন,ਫਰੈਂਕਲਿਨ
ভ্রাতৃঘাতী যুদ্ধ,ਭਰਾਤਰੀ ਜੰਗ
বিনামূল্যে চার্চ,ਮੁਫ਼ਤ ਚਰਚ
ফ্রিহোল্ডার,ਫਰੀਹੋਲਡਰ
ফ্রিল্যান্স সৈনিক,ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ
ফ্রিল্যান্স সৈনিক,ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ
ফ্রিম্যান,ਫ੍ਰੀਮੈਨ
ফ্রিম্যান,ਫ੍ਰੀਮੈਨ
ফ্রিপাস,ਫ੍ਰੀਪਾਸ
ফরাসি বিপ্লব,ਫਰਾਂਸੀਸੀ ਕ੍ਰਾਂਤੀ
ভদ্র,ਤਪੱਸਿਆ
ফ্রিশিয়ান ভাড়াটে,ਫਰਿਆਸੀਅਨ ਕਿਰਾਏਦਾਰ
সীমান্তের মানুষ,ਸਰਹੱਦੀ ਆਦਮੀ
গ্যালিওন,ਗੈਲੀਓਨ
গ্যালিকান (=গ্যালিকানিস্ট),ਗੈਲੀਕਨ (=ਗੈਲੀਕਨਿਸਟ)
গ্যালিকানিজম,ਗੈਲੀਕਨਵਾਦ
গ্যারিসন,ਗੈਰੀਸਨ
গল,ਗੌਲ
গান্টলেট,ਗੌਂਟਲੇਟ
গান্টলেট,ਗੌਂਟਲੇਟ
গাজেবো,ਗਾਜ਼ੇਬੋ
গাজেবো,ਗਾਜ਼ੇਬੋ
গাজেবো,ਗਾਜ਼ੇਬੋ
বংশগত ইতিহাস,ਵੰਸ਼ਾਵਲੀ ਇਤਿਹਾਸ
বংশগত রেকর্ড,ਵੰਸ਼ਾਵਲੀ ਰਿਕਾਰਡ
বংশগত সারণী,ਵੰਸ਼ਾਵਲੀ ਸਾਰਣੀ
বংশগত গাছ,ਵੰਸ਼ਾਵਲੀ ਰੁੱਖ
বংশতালিকা,ਵੰਸ਼ਾਵਲੀ
বংশতালিকা,ਵੰਸ਼ਾਵਲੀ
প্রজন্ম,ਪੀੜ੍ਹੀ
গণহত্যা,ਨਸਲਕੁਸ਼ੀ
বিধর্মী,ਗ਼ੈਰ-ਯਹੂਦੀ
বিধর্মী,ਗ਼ੈਰ-ਯਹੂਦੀ
বিধর্মী,ਗ਼ੈਰ-ਯਹੂਦੀ
বিধর্মী,ਗ਼ੈਰ-ਯਹੂਦੀ
ঘেটো,ਘੇਟੋ
ঘেটো,ਘੇਟੋ
গিবত,ਗਿੱਬਟ
গিল্ড (=গিল্ড),ਗਿਲਡ (=ਗਿਲਡ)
গ্ল্যাডিয়েটার,ਗਲੇਡੀਏਟਰ
গৌরবময় বিপ্লব,ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ
গোল্ডেন হোর্ড,ਗੋਲਡਨ ਹੋਰਡ
মহাজোট,ਮਹਾਨ ਗਠਜੋੜ
গ্র্যান্ডি,ਗ੍ਰੈਂਡੀ
গ্র্যান্ড সাইনর,ਗ੍ਰੈਂਡ ਸਾਈਨਰ
গ্র্যান্ড সাইনর,ਗ੍ਰੈਂਡ ਸਾਈਨਰ
মহান গৃহযুদ্ধ,ਮਹਾਨ ਸਿਵਲ ਯੁੱਧ
মহান প্রস্থান (বুদ্ধের),ਮਹਾਨ ਵਿਦਾਇਗੀ (ਬੁੱਧ ਦਾ)
বৃহত্তর ভারত,ਗ੍ਰੇਟਰ ਇੰਡੀਆ
গ্রেট হেলাস,ਮਹਾਨ Hellas
গ্রেট হোর্ড,ਮਹਾਨ ਭੀੜ
মহান ত্যাগ (= মহান প্রস্থান),ਮਹਾਨ ਤਿਆਗ (= ਮਹਾਨ ਰਵਾਨਗੀ)
মহান সীল,ਮਹਾਨ ਸੀਲ
মহান Trak,ਮਹਾਨ ਟ੍ਰੈਕ
দারুণ যানবাহন,ਮਹਾਨ ਵਾਹਨ
চীনের মহাপ্রাচীর,ਚੀਨ ਦੀ ਮਹਾਨ ਕੰਧ
গ্রীভ,ਗ੍ਰੀਵ
গার্ড-চেম্বার,ਗਾਰਡ-ਚੰਬਰ
গার্ড-চেম্বার,ਗਾਰਡ-ਚੰਬਰ
গার্ড-চেম্বার,ਗਾਰਡ-ਚੰਬਰ
গুপ্ত,ਗੁਪਤਾ
হ্যাজিওগ্রাফি,ਹੈਜੀਓਗ੍ਰਾਫੀ
হ্যাজিওগ্রাফি,ਹੈਜੀਓਗ੍ਰਾਫੀ
হ্যাজিওলজি,ਹੈਜੀਓਲੋਜੀ
হ্যাজিওলজি,ਹੈਜੀਓਲੋਜੀ
ব্যক্তিগত দর্শকদের হল,ਨਿੱਜੀ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ
পাবলিক দর্শক হল,ਜਨਤਕ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ
হ্যাচমেন্ট,ਹੈਚਮੈਂਟ
বিধর্মী,ਈਥਨ
বিধর্মী,ਈਥਨ
হিথেনিজম,ਹੇਥਨਿਜ਼ਮ
হেগিরা (হেজেরা),ਹੇਗੀਰਾ (ਹੀਜਰਾ)
হেলেনবাদ,ਹੇਲੇਨਿਜ਼ਮ
হেলট,ਹੇਲੋਟ
হেরাল্ড্রি,ਹੇਰਾਲਡਰੀ
ঐতিহ্য,ਵਿਰਾਸਤ
হায়ারোগ্লিফিক রৈখিক অক্ষর,ਹਾਇਰੋਗਲਿਫਿਕ ਰੇਖਿਕ ਅੱਖਰ
হায়ারোগ্লিফিক লিপি,ਹਾਇਰੋਗਲਿਫਿਕ ਲਿਪੀ
উচ্চ গির্জা,ਉੱਚ ਚਰਚ
উচ্চ ল্যান্ডার,ਉੱਚ ਲੈਂਡਰ
হিন্দুধর্ম,ਹਿੰਦੂ ਧਰਮ
ঐতিহাসিক,ਇਤਿਹਾਸਕਾਰ
ঐতিহাসিক,ਇਤਿਹਾਸਕਾਰ
ঐতিহাসিক বস্তুবাদ,ਇਤਿਹਾਸਕ ਪਦਾਰਥਵਾਦ
ঐতিহাসিক যুগ,ਇਤਿਹਾਸਕ ਯੁੱਗ
ঐতিহাসিক সীমান্ত,ਇਤਿਹਾਸਕ ਸਰਹੱਦ
ইতিহাসবিদ,ਇਤਿਹਾਸਕਾਰ
ইতিহাসবিদ,ਇਤਿਹਾਸਕਾਰ
ইতিহাস রচনা,ਇਤਿਹਾਸਕਾਰੀ
ইতিহাস রচনা,ਇਤਿਹਾਸਕਾਰੀ
ইতিহাস,ਇਤਿਹਾਸ
হিট্টাইট সাম্রাজ্য,ਹਿੱਟੀ ਸਾਮਰਾਜ
পবিত্র জোট,ਪਵਿੱਤਰ ਗਠਜੋੜ
পবিত্র শহর,ਪਵਿੱਤਰ ਸ਼ਹਿਰ
পবিত্র শহর,ਪਵਿੱਤਰ ਸ਼ਹਿਰ
পবিত্র ভূমি,ਪਵਿੱਤਰ ਧਰਤੀ
পবিত্র ভূমি,ਪਵਿੱਤਰ ਧਰਤੀ
পবিত্র লীগ,ਹੋਲੀ ਲੀਗ
পবিত্র লীগ,ਹੋਲੀ ਲੀਗ
পবিত্র রোমান সাম্রাজ্য (= সাম্রাজ্য),ਪਵਿੱਤਰ ਰੋਮਨ ਸਾਮਰਾਜ (= ਸਾਮਰਾਜ)
পবিত্র সাগর,ਪਵਿੱਤਰ ਸਾਗਰ
পবিত্র সাগর,ਪਵਿੱਤਰ ਸਾਗਰ
জেহাদ,ਪਵਿੱਤਰ ਜੰਗ
জেহাদ,ਪਵਿੱਤਰ ਜੰਗ
হোম সরকার,ਗ੍ਰਹਿ ਸਰਕਾਰ
ঘরের রক্ষক,ਹੋਮ ਗਾਰਡ
স্বদেশ,ਹੋਮਲੈਂਡ
স্বায়ত্তশাসন,ਘਰੇਲੂ ਨਿਯਮ
স্বায়ত্তশাসন,ਹੋਮ ਰੂਲ
Horde,ਹੋਰਡ
Horde,Horde
শত্রু দেশ,ਦੁਸ਼ਮਣ ਦੇਸ਼
প্রতিকূল ভূমি,ਵਿਰੋਧੀ ਜ਼ਮੀਨ
গরম সাধনা,ਗਰਮ ਪਿੱਛਾ
গৃহ,ਘਰ
গৃহ,ਘਰ
হাউস অফ কমন্স,ਹਾਊਸ ਆਫ ਕਾਮਨਜ਼
হাউস অফ লর্ডস,ਲਾਰਡਸ ਦਾ ਘਰ
হাউস অফ রিপ্রেজেন্টেটিভস,ਪ੍ਰਤੀਨਿਧ ਸਦਨ
Huguenots,ਹਿਊਗਨੋਟਸ
মানবতাবাদ,ਮਾਨਵਵਾਦ
মানবতাবাদী,ਮਾਨਵਵਾਦੀ
শত ইয়েসের যুদ্ধ,ਸੌ ਯਸਰਸ ਦੀ ਜੰਗ
হুংকার,ਹੰਕਾਰ
ইবাদত খানা (উপাসনা ঘর),ਇਬਾਦਤ ਖਾਨਾ (ਪੂਜਾ ਘਰ)
আইকনোক্লাস্ট,ਆਈਕੋਨੋਕਲਾਸਟ
মূর্তিপূজক,ਮੂਰਤੀਕਾਰ
ইলাহী যুগ,ਇਲਾਹੀ ਯੁੱਗ
অবৈধ যুদ্ধ,ਗੈਰ-ਕਾਨੂੰਨੀ ਜੰਗ
আলোকিত পাণ্ডুলিপি,ਪ੍ਰਕਾਸ਼ਿਤ ਖਰੜੇ
সচিত্র পাণ্ডুলিপি,ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ
সচিত্র পাণ্ডুলিপি,ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ
ইমাম (ইমাম),ਇਮਾਮ (ਇਮਾਮ)
ইমামতি,ਇਮਾਮਤ
ইমামতি,ਇਮਾਮਤ
ইমামবাড়া,ਇਮਾਮਬਾਰਾ
ইম্পেরিয়াল,ਸ਼ਾਹੀ
ইম্পেরিয়াল সিটি,ਸ਼ਾਹੀ ਸ਼ਹਿਰ
সাম্রাজ্যবাদ,ਸਾਮਰਾਜਵਾਦ
ইম্পেরিয়াল পছন্দ,ਸ਼ਾਹੀ ਤਰਜੀਹ
ইমপলিসি,ਅਵਿਵਸਥਾ
প্রতারক,ਪਾਖੰਡੀ
কারাবাস,ਕੈਦ
কারাবাস,ਕੈਦ
অনুপ্রবেশ,ਘੁਸਪੈਠ
অনুপ্রবেশকারী,ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ
স্বাধীনতা,ਸੁਤੰਤਰਤਾ
স্বাধীনতা দিবস,ਅਜਾਦੀ ਦਿਵਸ
স্বাধীনতা হল,ਸੁਤੰਤਰਤਾ ਹਾਲ
ভারতীয় আমেরিকান (=লাল ভারতীয়=আমেরিকান ভারতীয়),ਭਾਰਤੀ ਅਮਰੀਕਨ (= ਲਾਲ ਭਾਰਤੀ = ਅਮਰੀਕੀ ਭਾਰਤੀ)
ইন্ডিয়ান হোম রুল লিগ,ਇੰਡੀਅਨ ਹੋਮ ਰੂਲ ਲੀਗ
শিল্প বিপ্লব,ਉਦਯੋਗਿਕ ਕ੍ਰਾਂਤੀ
কাফের,ਬੇਵਫ਼ਾਈ
কাফের,ਬੇਵਫ਼ਾਈ
অনুপ্রবেশ,ਘੁਸਪੈਠ
অনুপ্রবেশকারী,ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ
তথ্যদাতা,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
তথ্যদাতা,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
তথ্যদাতা,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
তথ্যদাতা,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
প্রবেশ,ਪ੍ਰਵੇਸ਼
প্রবেশ,ਪ੍ਰਵੇਸ਼
প্রবেশ,ਪ੍ਰਵੇਸ਼
বাসস্থান,ਨਿਵਾਸ
বাসিন্দা,ਵਾਸੀ
উত্তরাধিকার,ਵਿਰਾਸਤ
উত্তরাধিকার,ਵਿਰਾਸਤ
উত্তরাধিকার,ਵਿਰਾਸਤ
শিলালিপি,ਸ਼ਿਲਾਲੇਖ
চিহ্ন,ਨਿਸ਼ਾਨ
যোগদানের যন্ত্র,ਪਹੁੰਚ ਦਾ ਸਾਧਨ
সরকারের যন্ত্র,ਸਰਕਾਰ ਦਾ ਸਾਧਨ
বিদ্রোহ (বিদ্রোহ),ਬਗਾਵਤ (ਵਿਦਰੋਹ)
বিদ্রোহী,ਵਿਦਰੋਹੀ
বিদ্রোহ,ਬਗਾਵਤ
বিদ্রোহ,ਬਗਾਵਤ
মিশ্রণ,ਏਕੀਕਰਣ
রেকর্ডের অখণ্ডতা,ਰਿਕਾਰਡ ਦੀ ਇਕਸਾਰਤਾ
রাজ্যের অখণ্ডতা,ਰਾਜਾਂ ਦੀ ਅਖੰਡਤਾ
ইন্টেলিজেন্টসিয়া (বুদ্ধিমত্তা),ਬੁੱਧੀਜੀਵੀ (ਇੰਟੈਲੀਜੈਂਟਜ਼ੀਆ)
মধ্যস্থতা,ਵਿਚੋਲਗੀ
মধ্যস্থতাকারী,ਅੰਤਰਜਾਮੀ
মধ্যস্থতাকারী,ਵਿਚੋਲਾ
আন্তর্জাতিকতাবাদ,ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦ
আন্তর্জাতিকতাবাদ,ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦ
আন্তর্জাতিকতাবাদী,ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦੀ
আন্তঃযুদ্ধ,ਇੰਟਰਸੀਨ ਯੁੱਧ
ইন্টার্নী,ਇੰਟਰਨੀ
ইন্টারনি,ਇੰਟਰਨੀ
ইন্টারনি ক্যাম্প,ਇੰਟਰਨੀ ਕੈਂਪ
অন্তরীণ,ਨਜ਼ਰਬੰਦੀ
অন্তরীণ,ਨਜ਼ਰਬੰਦੀ
অন্তরীণ,ਨਜ਼ਰਬੰਦੀ
ইন্টারনুনসিও,ਇੰਟਰਨਨਸੀਓ
দোভাষী,ਦੁਭਾਸ਼ੀਏ
দোভাষী,ਦੁਭਾਸ਼ੀਏ
দোভাষী,ਦੁਭਾਸ਼ੀਏ
হস্তক্ষেপ,ਦਖਲ
ইন্টেস্ট্যাসি,ਅੰਤਰਜਾਮੀ
ইনটেস্টেট,ਇੰਟੇਸਟੇਟ
চক্রান্ত,ਸਾਜ਼ਸ਼
অনুপ্রবেশকারী,ਘੁਸਪੈਠੀਏ
অনুপ্রবেশকারী,ਘੁਸਪੈਠੀਏ
অনধিকারপ্রবেশ,ਘੁਸਪੈਠ
আক্রমণ,ਹਮਲਾ
আক্রমণ,ਹਮਲਾ
বিনিয়োগ করুন,ਨਿਵੇਸ਼ ਕਰੋ
বিনিয়োগ করুন,ਨਿਵੇਸ਼ ਕਰੋ
বিনিয়োগ করুন,ਨਿਵੇਸ਼ ਕਰੋ
বিনিয়োগ করুন,ਨਿਵੇਸ਼ ਕਰੋ
ইনভেস্টিচার,ਨਿਵੇਸ਼
ইনভেস্টিচার,ਨਿਵੇਸ਼
ইনভেস্টিচার,ਨਿਵੇਸ਼
বিনিয়োগ অনুষ্ঠান,ਨਿਵੇਸ਼ ਸਮਾਰੋਹ
জাতীয়তার সাথে বিনিয়োগ করুন,ਕੌਮੀਅਤ ਦੇ ਨਾਲ ਨਿਵੇਸ਼ ਕਰੋ
অজেয় আরমাদা,ਅਜਿੱਤ ਆਰਮਾਡਾ
অমান্যতা (রাষ্ট্রের),ਅਸਹਿਣਸ਼ੀਲਤਾ (ਰਾਜ ਦੀ)
লঙ্ঘন রাষ্ট্র,ਉਲੰਘਣਾ ਰਾਜ
অভেদ্য দুর্গ,ਅਭੁੱਲ ਕਿਲ੍ਹਾ
