Assamese,Odiya
ইলেক্ট্ৰ&#39;প্লেটিং,ଇଲେକ୍ଟ୍ରୋପ୍ଲେଟିଂ
ইলেক্ট্ৰস্কোপ,ଇଲେକ୍ଟ୍ରୋସ୍କୋପ୍ |
বিদ্যুৎচুম্বকত্ব,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟତା |
ইলেক্ট্ৰষ্টেটিক ফ্লাক্স,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଫ୍ଲକ୍ସ |
ইলেক্ট্ৰষ্টেটিক সংৰক্ষক,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ସଂରକ୍ଷଣକାରୀ |
উপাদান,ଉପାଦାନ
বিকশিত কৰা,ଉନ୍ନୟନ
উন্নতিৰ কোণ,ଉନ୍ନତି କୋଣ
উপবৃত্তাকাৰ প্ৰতিফলক,ଏଲିପସଏଡାଲ୍ ପ୍ରତିଫଳକ |
উপবৃত্তাকাৰ ফিল্টাৰ,ଏଲିପସଏଡାଲ୍ ଫିଲ୍ଟର୍ |
উপবৃত্তাকাৰ মেৰু,ଏଲିପସାଇଡ୍ ପୋଲ |
এম্বেডেড চিস্টেম,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
abssidic ক&#39;ড,ଅବସିଡିକ୍ କୋଡ୍ |
এমিটাৰ,ନିର୍ଗତ
এমিটাৰ অৰিয়েণ্টেচন কনফিগাৰেচন,ନିର୍ଗତକାରୀ ବିନ୍ୟାସକରଣ
এমিটাৰ বাইপাছ কেপাচিটৰ,ନିର୍ଗତ ବାଇପାସ୍ କ୍ୟାପେସିଟର୍ |
নিৰ্গমনকাৰী বৈশিষ্ট্য,ନିର୍ଗତ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
এমিটাৰ কাপল্ড এম্প্লিফায়াৰ,ଏମିଟର ଯୋଡି ଆମ୍ପ୍ଲିଫାୟର୍ |
এমিটাৰ প্ৰসাৰণ,ନିର୍ଗତ ବିସ୍ତାର
এমিটাৰ ট্ৰেইলিং,ଏମିଟର ଟ୍ରେଲିଂ |
এমিটাৰ ৰেজিষ্টৰ,ନିର୍ଗତ ପ୍ରତିରୋଧକ |
এমিটাৰ স্থিতিশীল অৰিয়েণ্টেচন কনফিগাৰেচন,ନିର୍ଗତ ସ୍ଥିର ଆଭିମୁଖ୍ୟ ବିନ୍ୟାସ
এমিটাৰ বেচ জংচন,ଏମିଟର ବେସ୍ ଜଙ୍କସନ |
"এমিটাৰ কাপল্ড লজিক, ইচিএল","ନିର୍ଗତ ଯୁକ୍ତ ତର୍କ, ECL |"
যান্ত্ৰিক,ଯାନ୍ତ୍ରିକ
সক্ষম কৰা,ସକ୍ଷମ କରନ୍ତୁ |
এনকেপচুলেচন,ଏନକାପସୁଲେସନ୍ |
কোদিত্ৰা,Koditra
এনক্ৰিপচন,ଏନକ୍ରିପସନ୍
বৃত্তাকাৰ লাভ,ବୃତ୍ତାକାର ଲାଭ |
ৰূপান্তৰ,ରୂପାନ୍ତର
প্ৰণালীবদ্ধ,ପ୍ରଣାଳୀ
বৃত্তাকাৰ বিচ্যুতি,ବୃତ୍ତାକାର ବିସ୍ଥାପନ |
দীৰ্ঘায়িত এন্টেনা,ଦ୍ରାଘିମା ଆଣ୍ଟେନା |
দীৰ্ঘায়িত এৰে,ଦ୍ରାଘିମା ଆରେ |
শক্তি,ଶକ୍ତି
শক্তি বাৰ,ଶକ୍ତି ଦଣ୍ଡ
বেণ্ড গেপ,ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |
শক্তিৰ স্তৰ,ଶକ୍ତି ସ୍ତର
শক্তিৰ স্তৰৰ ডায়েগ্ৰাম,ଶକ୍ତି ସ୍ତରର ଚିତ୍ର
উন্নত প্ৰসাৰিত ভৰ নিৰ্দিষ্টকৰণ,ବର୍ଦ୍ଧିତ ମାସ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
বৃদ্ধি কৰা প্ৰবন্ধ পঞ্জীয়ক,ବର୍ଦ୍ଧିତ ଆର୍ଟିକିଲ୍ ରେଜିଷ୍ଟ୍ରାର୍ |
বৃদ্ধি,ଅଭିବୃଦ୍ଧି |
বৃদ্ধিৰ ধৰণ,ଅଭିବୃଦ୍ଧି pattern ାଞ୍ଚା
উন্নত Mosfet,ବର୍ଦ୍ଧିତ ମୋସଫେଟ୍ |
এণ্ট্ৰপি,ଏଣ୍ଟ୍ରପି
খাম ডিমডুলেটৰ,ଏନଭଲପ୍ ଡେମୋଡ୍ୟୁଲେଟର |
পৰিৱেশ,ପରିବେଶ
"এপিটেক্সি বৃদ্ধি, আৰোহী বৃদ্ধি","epitaxy ଅଭିବୃଦ୍ଧି, ବୃଦ୍ଧି ବୃଦ୍ଧି |"
"এপিট্ৰেকিয়াল স্তৰ, আৰোহী স্তৰ","epitracheal ସ୍ତର, ଆରୋହଣ ସ୍ତର |"
"এপিটাক্সি, অভাৰৰাইডিং","epitaxy, overriding |"
ইপক্সি-ফাইবাৰ গ্লাছৰ স্তৰ,ଇପୋକ୍ସି-ଫାଇବର ଗ୍ଲାସ୍ ସ୍ତର |
ইপি-ৰম,EP-ROM |
এপ্সিলন,ଏପସିଲନ୍ |
সমতা স্থাপন,ସମାନତା
সমতা বৰ্তনী,ସମାନତା ସର୍କିଟ |
সমতা,ସମାନତା |
সমীকৰণ,ସମୀକରଣ
ইকুৱেলাইজাৰ ফিল্টাৰ,ସମାନତା ଫିଲ୍ଟର୍ |
সমীকৰণটো,ସମୀକରଣ
বিষুৱীয় সমতল,ସମୀକରଣ ବିମାନ |
সমবিভৱ ৰেখা,isopotential ରେଖା |
সমবিভৱ পৃষ্ঠা,ସମାନ୍ତରାଳ ପୃଷ୍ଠା |
সমতুল্য বৰ্তনী,ସମାନ ସର୍କିଟ |
সমতুল্য ইনপুট শব্দ জেনেৰেটৰ,ସମାନ ଇନପୁଟ୍ ଶବ୍ଦ ଜେନେରେଟର |
সমতুল্য ইনপুট শব্দ প্ৰতিৰোধ ক্ষমতা,ସମାନ ଇନପୁଟ୍ ଶବ୍ଦ ପ୍ରତିରୋଧ |
সমতুল্য সমস্থানিক বিকিৰণ শক্তি,ସମାନ ଆଇସୋଟୋପିକ୍ ବିକିରଣ ଶକ୍ତି |
বিলোপ,ଡିଲିଟ୍ କରନ୍ତୁ |
শক্তি প্ৰক্ৰিয়া,ଶକ୍ତି ପ୍ରକ୍ରିୟା
ত্ৰুটি নিয়ন্ত্ৰণ ক&#39;ডিং,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ କୋଡିଂ |
ভুল সংশোধন ক&#39;ড,ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍ |
ভুল ধৰা পেলোৱা ক&#39;ড,ତ୍ରୁଟି ଚିହ୍ନଟ କୋଡ୍
ভুল নিয়ন্ত্ৰণ,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ
ভুলৰ হাৰ,ତ୍ରୁଟି ହାର
ভুল ভল্টেজ,ତ୍ରୁଟି ଭୋଲଟେଜ୍ |
ভুল পৰিবৰ্ধক,ତ୍ରୁଟି ଏମ୍ପ୍ଲିଫାୟର୍ |
isaki ডাইঅ&#39;ড,ଇସାକି ଡାୟୋଡ୍ |
এচিং,ଇଚିଂ
ইথাৰনেট,ଇଥରନେଟ୍ |
অইলাৰৰ উপপাদ্য,ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |
প্ৰসাৰণ হ্ৰাস ধৰণ,ପ୍ରଶସ୍ତତା ହ୍ରାସ ମୋଡ୍ |
বাষ্পীভৱন প্ৰক্ৰিয়া,ବାଷ୍ପୀକରଣ ପ୍ରକ୍ରିୟା |
ই-ভেক্টৰ,ଇ-ଭେକ୍ଟର୍ |
সমতা,ସମାନତା
ব্যতিক্ৰম নিয়ন্ত্ৰণ,ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |
অতিৰিক্ত শব্দ অনুপাত,ଅତିରିକ୍ତ ଶବ୍ଦ ଅନୁପାତ |
ট্ৰিপল ক&#39;ড,ଟ୍ରିପଲ୍ କୋଡ୍
উদ্দীপনা টেবুল,ଉତ୍ସାହ ସାରଣୀ |
echo XOR গেট,ଇକୋ XOR ଗେଟ୍ |
এক্সিকিউচন চফ্টৱেৰ,ନିଷ୍ପାଦନ ସଫ୍ଟୱେର୍
নিষ্পাদন পদক্ষেপ,ନିଷ୍ପାଦନ ପଦକ୍ଷେପ
নিষ্পাদন সময়,ନିଷ୍ପାଦନ ସମୟ
একচেটিয়া ন&#39;ৰ গেট,ଏକ୍ସକ୍ଲୁସିଭ୍ ନୋର ଗେଟ୍ |
সম্প্ৰচাৰক,ପ୍ରସାରଣକାରୀ
ঘাতীয় ক্ষয়,କ୍ଷୟକ୍ଷତି କ୍ଷୟ |
ঘাতীয় ডাইঅ&#39;ড,ସୂକ୍ଷ୍ମ ଡାୟୋଡ୍ |
ঘাতীয় ফুৰিয়েৰ শৃংখলা,ଏକ୍ସପେନ୍ସେନାଲ୍ ଫୁରିଅର୍ ସିରିଜ୍ |
ঘাতীয় ফলন,ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ
বাহ্যিক কম্পাঙ্ক ৰেজিষ্টেন্স,ବାହ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିରୋଧ |
অতি উচ্চ কম্পাঙ্ক,ବହୁତ ଉଚ୍ଚ ଫ୍ରିକ୍ୱେନ୍ସି |
উচ্চ সম্ভাৱনা,ଉଚ୍ଚ ସମ୍ଭାବନା |
অতি কম কম্পাঙ্ক,ବହୁତ ଛୋଟ ଫ୍ରିକ୍ୱେନ୍ସି |
অভেদ্য অৰ্ধপৰিবাহী,ଅପ୍ରାକୃତିକ ସେମିକଣ୍ଡକ୍ଟର |
ফাইলটো খোলক,ଫାଇଲ୍ ଖୋଲ |
অৰ্ধপৰিবাহী নিৰ্মাণ,ସେମିକଣ୍ଡକ୍ଟର ଗଠନ
fabri পেরো অনুনাদক,ଫାବ୍ରି ପେରୋ ରିଜୋନେଟର |
পেনেল,ପ୍ୟାନେଲ୍ |
বহুগুণক,ଗୁଣକ
ফেক্টৰিয়েল,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |
lacunae,ଲାକୁନା
ক্ষীণকৰণ,ଆଘାତ
ক্ষীণকৰণ,ଆଘାତ
ফাহি একপক্ষীয় পাৰ্যমান্যতা জোখা,ଫାହି ଏକପାଖିଆ ଅନୁମତି ମାପକାରୀ |
বিফল হোৱা,ବିଫଳତା
বিফল ধৰণ,ବିଫଳ ମୋଡ୍ |
বিফলতাৰ হাৰ,ବିଫଳତା ହାର
ফেয়াৰ চাইল্ড অৰ্ধপৰিবাহী,ମେଳା ଶିଶୁ ସେମିକଣ୍ଡକ୍ଟର |
পতনৰ সময়,ପତନ ଅବଧି
পাতি কালাদ কোৰ,ପାଟି କାଲାଡ୍ କୋର |
পেট কোৰ,ପ୍ୟାଟ୍ କୋର୍ |
পতন হোৱা,ଭୁଶୁଡ଼ିବା |
মিছা,ମିଥ୍ୟା
ভাঁজ কৰা কাগজ,ଫୋଲଡ୍ କାଗଜ |
ইনপুট,ଇନପୁଟ୍
ইছ্যু নম্বৰ,ସଂଖ୍ୟା ସଂଖ୍ୟା
ফাৰাড,farad
ফাৰাডে ইফেক্ট,ଦୂର ପ୍ରଭାବ
ফাৰাডে ঘূৰণ,ଫାରାଡେ ଘୂର୍ଣ୍ଣନ |
faraday স্ক্ৰীণ,ଦୂର ପରଦା |
faraday ধ্ৰুৱক,ଫାରାଡେ ସ୍ଥିର |
ফেৰাডেৰ আইন,ଫାରାଡେଙ୍କ ନିୟମ |
প্ৰতিৰূপ,ପ୍ରତିକୃତି
প্ৰতিলিপি গ্ৰাহক,ପ୍ରତିକୃତି ରସିଭର୍ |
প্ৰতিলিপি যোগাযোগকাৰী,ପ୍ରତିକୃତି ଯୋଗାଯୋଗକାରୀ |
প্ৰতিৰূপ,ପ୍ରତିକୃତି
প্ৰতিলিপি সংকেত,ନକଲ ସଙ୍କେତ
চোকা কোৰ,ତୀକ୍ଷ୍ଣ ମୂଳ |
দ্ৰুত fourier ৰূপান্তৰ,ଶୀଘ୍ର ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ |
জাহাজৰ ৰচিদ দিনকাৰি,ଜାହାଜ ରସିଦ ଡିଙ୍କାରୀ |
ফাইল আবণ্টনৰ সময়সূচী,ଫାଇଲ୍ ଆବଣ୍ଟନ କାର୍ଯ୍ୟସୂଚୀ |
মাৰাত্মক ভুল,ସାଂଘାତିକ ତ୍ରୁଟି |
মূল নথিপত্ৰ,ପ୍ୟାରେଣ୍ଟ୍ ଫାଇଲ୍ |
ইনপুট,ଇନପୁଟ୍
"দোষ, দোষ","ଦୋଷ, ଦୋଷ"
দোষ বিশ্লেষণ,ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |
দোষ ৰেটিং,ତ୍ରୁଟି ମୂଲ୍ୟାୟନ
দোষ স্থানীয়কৰণ,ତ୍ରୁଟି ଲୋକାଲାଇଜେସନ୍ |
দোষ স্থানীয় দলং,ତ୍ରୁଟି ସ୍ଥାନୀୟ ସେତୁ |
দোষ ফিল্টাৰ টগল কৰক,ତ୍ରୁଟି ଫିଲ୍ଟର ଟୋଗଲ୍ |
পতন সহনশীলতা,ସହନଶୀଳତା
ফানোৰ এলগৰিদম,ଫାନୋର ଆଲଗୋରିଦମ |
ইছ্যু নম্বৰ,ସଂଖ୍ୟା ସଂଖ୍ୟା
ইছ্যু নম্বৰ গছ,ସଂଖ୍ୟା ଗଛ ଦିଅ |
ফেক্স,ଫ୍ୟାକ୍ସ
ফাইলৰ সংমিশ্ৰণ,ଫାଇଲ୍ ମିଶ୍ରଣ |
F সংযোগকাৰী,F ସଂଯୋଜକ |
কম্পাঙ্ক বিভাজন মাল্টিপ্লেক্সাৰ,ଫ୍ରିକ୍ୱେନ୍ସି ଡିଭିଜନ୍ ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |
এফ ই চি ক&#39;ড,FEC କୋଡ୍
ফেডাৰেল কমিউনিকেচন কমিছন,ଫେଡେରାଲ୍ ଯୋଗାଯୋଗ ଆୟୋଗ |
পুনৰ বিনিয়োগ লুপ লাভ,ପୁନ rein ନିବେଶ ଲୁପ୍ ଲାଭ |
ক্ষীণ কৰা চুম্বকীয় পদাৰ্থ,ଆଘାତପ୍ରାପ୍ତ ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |
ইনপুট,ଇନପୁଟ୍
পুনৰ বিনিয়োগৰ উৎপাদন,ପୁନ vest ନିବେଶ ଅମଳ |
জীৱিকাৰ ক্ষতি,ରୋଜଗାର କ୍ଷତି
পুনৰ বিনিয়োগ,ପୁନ vest ନିବେଶ
পুনৰ বিনিয়োগ এম্প্লিফায়াৰ,ପୁନ rein ନିବେଶ ଏମ୍ପ୍ଲିଫାୟର୍ |
পুনৰ প্ৰৱৰ্তন বিকৃতি,ପୁନ tr ଉତ୍ପାଦନ ବିକୃତି |
পুনৰ বিনিয়োগ ব্লক ডায়াগ্ৰাম,ପୁନ rein ନିବେଶ ବ୍ଲକ ଚିତ୍ର |
পুনৰ বিনিয়োগৰ ধাৰা ডায়েগ্ৰাম,ପୁନ rein ନିବେଶ ଷ୍ଟ୍ରିମ୍ ଚିତ୍ର |
পুনৰুদ্ধাৰ লুপ,ପୁନ st ସ୍ଥାପନ ଲୁପ୍ |
পুনৰ বিনিয়োগ দোলক,ପୁନ rein ନିବେଶ ଓସିଲେଟର |
পুনৰ বিনিয়োগৰ দৌৰ,ପୁନ rein ନିବେଶ ଦ race ଡ଼ |
পুনৰ বিনিয়োগ স্থানচ্যুতি পঞ্জীয়ন,ପୁନ in ନିବେଶ ବିସ୍ଥାପନ ରେଜିଷ୍ଟର |
পুনৰ বিনিয়োগ নীতিৰ ডায়েগ্ৰাম,ପୁନ vest ବିନିଯୋଗ ନୀତି ଚିତ୍ର |
পুনৰ প্ৰৱৰ্তন ভল্টেজ ডায়াগ্ৰাম,ପୁନ tr ଉତ୍ପାଦନ ଭୋଲଟେଜ୍ ଚିତ୍ର |
ফাৰ্মি স্তৰ,ଫର୍ମୀ ସ୍ତର |
ফেৰিক ইণ্ডাক্টৰ,ଫେରିକ୍ ଇନଡକ୍ଟର |
ফেৰাইট,ଫେରାଇଟ୍ |
ফেৰাইট এন্টেনা,ଫେରାଇଟ୍ ଆଣ୍ଟେନା |
ফেৰাইট অপতৃণ,ଫେରିଟ୍ ତୃଣ |
ফেৰাইট স্পিনাৰ,ଫେରାଇଟ୍ ସ୍ପିନର୍ |
ফেৰাইট বিভাজক,ଫେରାଇଟ୍ ବିଛିନ୍ନକାରୀ |
ফেৰাইট লাইন সম্প্ৰসাৰণ,ଫେରାଇଟ୍ ଲାଇନ୍ ଏକ୍ସଟେନ୍ସନ୍ |
ফেৰাইট-কোৰ ট্ৰেন্সফৰ্মাৰ,ଫେରାଇଟ୍-କୋର୍ ଟ୍ରାନ୍ସଫର୍ମର |
ferro ক্ৰম টেপ,ଫେରୋ କ୍ରୋମ୍ ଟେପ୍ |
ফেৰ&#39;মেগনেটিজম,ferromagnetism
ভাগ্য,ଭାଗ୍ୟ
ফিল্ড ইফেক্ট ট্ৰেঞ্জিষ্টৰ (FET),ଫିଲ୍ଡ ଇଫେକ୍ଟ ଟ୍ରାନଜିଷ୍ଟର (FET)
ফেট বুষ্টাৰ,ଫ୍ୟାଟ୍ ବୁଷ୍ଟର୍ |
fret পৰিপূৰক প্ৰতিসমতা,ଫ୍ରେଟ୍ ସଂପନ୍ନ ସମୃଦ୍ଧତା |
চৰ্বি হ্ৰাসৰ ধৰণ,ଫ୍ୟାଟ୍ ହ୍ରାସ ମୋଡ୍ |
"ভাগ্য দ্বৈততা গেট, দ্বৈততা গেট","ଭାଗ୍ୟ ଦ୍ୱ ual ତ ଦ୍ୱାର, ଦ୍ୱ ual ତ ଦ୍ୱାର |"
চৰ্বি বৃদ্ধিৰ ধৰণ,ଚର୍ବି ବୃଦ୍ଧି ଧାରା |
&#39;ফ্ৰেট ফ্ৰিকুৱেন্সি ৰেচপন্স&#39;,ଫ୍ରେଟ୍ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |
চৰ্বি গ্ৰাফিক বিশ্লেষণ,ଫ୍ୟାଟ୍ ଗ୍ରାଫିକ୍ ବିଶ୍ଳେଷଣ |
FATE বিনিয়োগৰ সুৰক্ষা,ଭାଗ୍ୟ ନିବେଶ ନିରାପତ୍ତା |
চৰ্বি ওলোটা,ଚର୍ବି ଓଲଟା |
ভাগ্য চুক্তি,ଭାଗ୍ୟ ଚୁକ୍ତି
চৰ্বিযুক্ত mosfet,ଚର୍ବି ମସଫେଟ |
চৰ্বিৰ পৰিবাহীতা,ଫ୍ୟାଟ୍ କଣ୍ଡକ୍ଟିଭିଟି |
টোপনিৰ সময়,ଶୋଇବା ସମୟ |
ফাইল আমদানি,ଫାଇଲ୍ ଆମଦାନି |
আঁহ,ଫାଇବର
ফাইবাৰ সংযোগকাৰী,ଫାଇବର ସଂଯୋଜକ |
ফাইবাৰ বিতৰণ কৰা তথ্য আন্তঃপৃষ্ঠ,ଫାଇବର ବଣ୍ଟିତ ଡାଟା ଇଣ୍ଟରଫେସ୍ |
ফাইবাৰ গ্লাছ,ଫାଇବର ଗ୍ଲାସ |
ফাইবাৰ অপটিক লিংক,ଫାଇବର ଅପ୍ଟିକ୍ ଲିଙ୍କ୍ |
ফাইবাৰ অপটিক্স ট্ৰেন্সমিছন উইণ্ড&#39;,ଫାଇବର ଅପ୍ଟିକ୍ସ ଟ୍ରାନ୍ସମିସନ୍ ୱିଣ୍ଡୋ |
ফাইবাৰ লাইট ডিটেক্টৰ,ଫାଇବର ଲାଇଟ୍ ଡିଟେକ୍ଟର୍ |
ফাইবাৰ বণ্ডিং,ଫାଇବର ବନ୍ଧନ |
ফিবোনাচি সংখ্যা,ଫାଇବୋନାକ୍ସି ସଂଖ୍ୟା |
ভাৰ্চুৱেল শব্দ উৎপাদক,ଭର୍ଚୁଆଲ୍ ଶବ୍ଦ ଜେନେରେଟର |
গ্ৰাহকৰ নিষ্ঠা,ପ୍ରାପ୍ତକର୍ତ୍ତାଙ୍କ ବିଶ୍ୱସ୍ତତା |
জালিয়াতি,ଜାଲିଆତି
এলেকা সহায়ক,କ୍ଷେତ୍ର ସହାୟତା
ফিল্ড ইফেক্ট ডিভাইচ,କ୍ଷେତ୍ର ପ୍ରଭାବ ଉପକରଣ
ফিল্ড ইফেক্ট চুইচ,ଫିଲ୍ଡ ଇଫେକ୍ଟ ସୁଇଚ୍
ফিল্ড ইফেক্টিভ ট্ৰেঞ্জিষ্টৰ,କ୍ଷେତ୍ର ପ୍ରଭାବଶାଳୀ ଟ୍ରାନଜିଷ୍ଟର |
ক্ষেত্ৰ নিৰ্গমন,କ୍ଷେତ୍ର ନିର୍ଗମନ |
সীহৰ শৰীৰ,ସୀସା ଶରୀର |
ফিল্ড ফ্ৰিকুৱেন্সি,କ୍ଷେତ୍ର ଆବୃତ୍ତି
ক্ষেত্ৰৰ তীব্ৰতা,କ୍ଷେତ୍ରର ତୀବ୍ରତା |
ফিল্ড প্ৰগ্ৰেম লজিক এৰে,ଫିଲ୍ଡ ପ୍ରୋଗ୍ରାମ୍ ଲଜିକ୍ ଆରେ |
ক্ষেত্ৰ পৰীক্ষা,କ୍ଷେତ୍ର ପରୀକ୍ଷା
ফিল্ড বাতিল কৰা,କ୍ଷେତ୍ର ପ୍ରତ୍ୟାହାର
FIFO মেমৰি,FIFO ସ୍ମୃତି
দক্ষতা সূচকাংক,ଦକ୍ଷତା ସୂଚକାଙ୍କ
ফাইল,ଫାଇଲ୍ |
ফাইল ভৰোৱা,ଫାଇଲ୍ ଫିଲର୍ |
file কমাণ্ড,ଫାଇଲ୍ କମାଣ୍ଡ୍ |
নথিপত্ৰ চাৰ্ভাৰ,ଫାଇଲ୍ ସର୍ଭର |
স্তৰৰ কেপাচিটৰ,ସ୍ତର କ୍ୟାପେସିଟର୍ |
স্তৰৰ ৰেজিষ্টৰ,ସ୍ତର ପ୍ରତିରୋଧକ |
ফিল্টাৰ,ଫିଲ୍ଟର୍
ফিল্টাৰৰ বৈশিষ্ট্যসমূহ,ଫିଲ୍ଟର ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
ফিল্টাৰ বৰ্তনী,ଫିଲ୍ଟର ସର୍କିଟ |
সংগ্ৰহ,ସଂଗ୍ରହ
ফিল্টাৰ ডিজাইন,ଫିଲ୍ଟର ଡିଜାଇନ୍
যোগাযোগ তথ্য,ଯୋଗାଯୋଗ ତଥ୍ୟ
ফিল্টাৰ পদ্ধতি,ଫିଲ୍ଟର ପଦ୍ଧତି |
ফিল্টাৰ পুনৰ্গঠন,ଫିଲ୍ଟର ପୁନ struction ନିର୍ମାଣ |
চূড়ান্ত একত্ৰীকৰণ,ଅନ୍ତିମ ସମାବେଶ |
আঙুলিৰ ছাপ,ଫିଙ୍ଗର ପ୍ରିଣ୍ଟ |
সসীম আৱেগিক প্ৰতিবেদন ফিল্টাৰ,ସୀମିତ ଇମ୍ପ୍ଲୁସିଭ୍ ରିପୋର୍ଟିଂ ଫିଲ୍ଟର୍ |
সসীম প্ৰাচল,ସୀମିତ ପାରାମିଟର |
সসীম অৱস্থাৰ যন্ত্ৰ,ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |
ফায়াৰিং এংগেল,ଫାୟାରିଙ୍ଗ୍ କୋଣ |
ফাৰ্মৱেৰ,ଫର୍ମୱେୟାର |
প্ৰথম চিত্ৰ শব্দ,ପ୍ରଥମ ଚିତ୍ର ଶବ୍ଦ |
প্ৰথম ক্ৰমৰ প্ৰাচ,ପ୍ରଥମ ଅର୍ଡର ପ୍ରଶ୍ |
ফিচাৰ লুপ পৰীক্ষা,ଫିସର୍ ଲୁପ୍ ପରୀକ୍ଷା |
নেৰানেপেৰা,ସ୍ଥିର
ফিক্সড এটেনুৱেটৰ,ସ୍ଥିର ଆଟେନୁଏଟର୍ |
ফিক্সড অৰিয়েণ্টেচন,ସ୍ଥିର ଆଭିମୁଖ୍ୟ
ফিক্সড কেলকুলেটৰ,ସ୍ଥିର କାଲକୁଲେଟର
নিৰ্দিষ্ট এলেকা,ସ୍ଥିର କ୍ଷେତ୍ର |
এচাইনমেণ্ট মেচিন,ଆସାଇନମେଣ୍ଟ ମେସିନ୍ |
নিৰ্দিষ্ট সময় নিয়ন্ত্ৰক,ସ୍ଥିର ସମୟ ନିୟନ୍ତ୍ରକ |
পতাকা,ପତାକା
ফ্লেংগ,ଫ୍ଲେଞ୍ଜ୍
ফ্লেপ এটেনুৱেটৰ,ଫ୍ଲାପ୍ ଆଟେନୁଏଟର୍ |
flamboyant,ଜ୍ୱଳନ୍ତ
উজ্জ্বলতা ৰূপান্তৰক,ଉଜ୍ଜ୍ୱଳତା ରୂପାନ୍ତରକାରୀ |
উজ্জ্বলতা,ଚମକ
ফ্লেট ফ্ল&#39;ৰ স্কেনিং,ଫ୍ଲାଟ ଫ୍ଲୋର ସ୍କାନିଂ |
সমতল কুণ্ডলী,ଫ୍ଲାଟ କୋଇଲ୍ |
ফ্লেট ফাইল,ଫ୍ଲାଟ ଫାଇଲ୍ |
ফ্লেট ফিল্টাৰ,ଫ୍ଲାଟ ଫିଲ୍ଟର |
ফ্লেট পেক,ଫ୍ଲାଟ ପ୍ୟାକ୍ |
সমতল ফিতা কেবল,ଫ୍ଲାଟ ରିବନ୍ କେବୁଲ୍ |
ফ্লেট টপ নমুনা সংগ্ৰহ,ଫ୍ଲାଟ ଟପ୍ ନମୁନା |
F-স্তৰ,F- ସ୍ତର |
F-স্তৰীয় আয়নমণ্ডল,F- ସ୍ତର ଆୟନୋସାଇଫର୍ |
ফ্লেমিং,ଫ୍ଲେମିଂ
ফ্লেমিং আৰু ক্লিণ্টন ডাইভাৰ্জেন্স মেথড,ଫ୍ଲେମିଂ ଏବଂ କ୍ଲିଣ୍ଟନ୍ ଡାଇଭର୍ଜେନ୍ସ ପଦ୍ଧତି |
flutter,ut ୁଲା
flutter শব্দ,ଶବ୍ଦ ଶବ୍ଦ
ফ্লাটাৰ ফটোমিটাৰ,ଫ୍ଲଟର୍ ଫୋଟୋମିଟର |
ফ্লিপ ফ্লপ,ଫ୍ଲିପ୍ ଫ୍ଲପ୍
ফ্লিপ ফ্লপ এচিনক্ৰ&#39;নাছ বিনিয়োগ,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଅସନ୍ତୁଳିତ ବିନିଯୋଗ |
ফ্লিপ ফ্লপৰ বৈশিষ্ট্যসমূহ,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ବ acter ଶିଷ୍ଟ୍ୟଗୁଡିକ |
ফ্লিপ ফ্লপ কল সংকেত,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ କଲ୍ ସିଗ୍ନାଲ୍ |
ফ্লিপ ফ্লপ টাইমলাইন,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଟାଇମଲାଇନ୍ |
ফ্লিপ ফ্লপ কোৰ-ট্ৰিগাৰ কৰা হৈছে,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ କୋର୍-ଟ୍ରିଗର୍ |
ফ্লিপ ফ্লপ jK ট্ৰিগাৰ,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ jK ଟ୍ରିଗର |
ফ্লিপ ফ্লপ লেচ,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଲ୍ୟାଚ୍ |
