Hindi,English
बेतरतीब बेरद्दा ढोंका चिनाई,Uncoursed random rubble masonry
बेतरतीब चौकोर रद्देदार ढोका चिनाई,Uncoursed squared rubble masonry
तहखाना,Undercroft
अपूरित संरंध्रता,Unfilled porosity
सम्प्रवाह,Uniform flow
एकल ढाँचे की तरह का पाड़,Unit frame type scaffold
अनउत्पादक कार्य,Unproductive work
असंतृप्त मृदा,Unsaturated soil
अधीर प्रवाह,Unsteady flow
ऊपरी सुघट्यता सीमा,Upper plastic limit
द्रोणी वाहिका,Valley gutter
चापछद,Vault
सायबान,Vetarium
संवाहन,Ventilation
रोशनदान,Ventilator
बरामदा,Veramdah
ड्योढ़ी,Vestibule
विला,Villa
