Gujarati,Punjabi
નિર્દેશિત કોણ,ਨਿਰਦੇਸ਼ਿਤ ਕੋਣ
નિર્દેશિત રેખા,ਨਿਰਦੇਸ਼ਿਤ ਲਾਈਨ
દિશાત્મક વ્યુત્પન્ન,ਦਿਸ਼ਾਤਮਕ ਡੈਰੀਵੇਟਿਵ
દિશા કોસાઇન,ਦਿਸ਼ਾ ਕੋਸਾਈਨ
મેક્સિમાની દિશા,ਅਧਿਕਤਮ ਦੀ ਦਿਸ਼ਾ
પ્રક્ષેપણની દિશા,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦੀ ਦਿਸ਼ਾ
દિશા ગુણોત્તર,ਦਿਸ਼ਾ ਅਨੁਪਾਤ
ડિરેક્ટર વર્તુળ,ਡਾਇਰੈਕਟਰ ਸਰਕਲ
દિગ્દર્શક ક્ષેત્ર,ਨਿਰਦੇਸ਼ਕ ਖੇਤਰ
સીધું ઉત્પાદન,ਸਿੱਧਾ ਉਤਪਾਦ
સીધો પુરાવો,ਸਿੱਧਾ ਸਬੂਤ
સીધું પ્રમાણ,ਸਿੱਧਾ ਅਨੁਪਾਤ
ડાયરેક્ટ્રીક્સ,directrix
સીધી રકમ,ਸਿੱਧੀ ਰਕਮ
ડિસ્કનેક્ટ થયેલ સેટ,ਡਿਸਕਨੈਕਟ ਕੀਤੇ ਸੈੱਟ
નિરંતરતા,ਨਿਰੰਤਰਤਾ
વ્યુત્પન્નતાની વિરામ,ਡੈਰੀਵੇਟਿਵ ਦੀ ਖੰਡਨਤਾ
પ્રથમ પ્રકારની અવ્યવસ્થા,ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ
બીજા પ્રકારની અવ્યવસ્થા,ਦੂਜੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ
અવ્યવસ્થિત વિતરણ,ਲਗਾਤਾਰ ਵੰਡ
અવ્યવસ્થિત કાર્ય,ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
અવ્યવસ્થિત વિવિધતા,ਲਗਾਤਾਰ ਪਰਿਵਰਤਨ
અલગ,ਵੱਖਰਾ
સ્વતંત્ર વિતરણ,ਵੱਖਰੀ ਵੰਡ
સ્વતંત્ર સંભાવના વિતરણ,ਵੱਖਰੀ ਸੰਭਾਵਨਾ ਵੰਡ
અલગ રેન્ડમ ચલ,ਵੱਖਰਾ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
અલગ નમૂના જગ્યા,ਵੱਖ ਨਮੂਨਾ ਸਪੇਸ
સ્વતંત્ર સમૂહ,ਵੱਖਰਾ ਸੈੱਟ
અલગ જગ્યા,ਵੱਖਰੀ ਸਪੇਸ
સ્વતંત્ર ટોપોલોજી,ਡਿਸਕਰੀਟ ਟੌਪੋਲੋਜੀ
અલગ અલગ,ਵੱਖ ਵੱਖ
ભેદભાવપૂર્ણ,ਵਿਤਕਰਾ ਕਰਨ ਵਾਲਾ
ભેદભાવપૂર્ણ વિશ્લેષણ (=ભેદભાવપૂર્ણ વિશ્લેષણ),ਪੱਖਪਾਤੀ ਵਿਸ਼ਲੇਸ਼ਣ (= ਵਿਤਕਰੇ ਵਾਲਾ ਵਿਸ਼ਲੇਸ਼ਣ)
વિચ્છેદ,ਟੁੱਟਣਾ
અસંબંધિત ઘટનાઓ,ਵੱਖ-ਵੱਖ ਘਟਨਾਵਾਂ
ડિસજોઇન્ટ સેટ,ਵੱਖ-ਵੱਖ ਸੈੱਟ
જોડાણ તોડી નાખવું,ਯੂਨੀਅਨ ਨੂੰ ਤੋੜੋ
વિભાજન,ਵਿਛੋੜਾ
વિક્ષેપ,ਫੈਲਾਅ
વિક્ષેપ ચાર્ટ,ਫੈਲਾਅ ਚਾਰਟ
વિક્ષેપ સતત,ਫੈਲਾਅ ਸਥਿਰ
વિક્ષેપ રેખાકૃતિ,ਫੈਲਾਅ ਚਿੱਤਰ
વિક્ષેપ મેટ્રિક્સ (=કોવરિઅન્સ મેટ્રિક્સ),ਡਿਸਪਰਸ਼ਨ ਮੈਟਰਿਕਸ (=ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ)
વિસ્થાપન,ਵਿਸਥਾਪਨ
પ્રદર્શન,ਡਿਸਪਲੇ
ડિસ્પ્લે યુનિટ (=કન્સોલ),ਡਿਸਪਲੇ ਯੂਨਿਟ (=ਕੰਸੋਲ)
ભિન્ન,ਭਿੰਨ
વિઘટનકારી દળો,dissipative ਤਾਕਤਾਂ
અંતર કાર્ય,ਦੂਰੀ ਫੰਕਸ਼ਨ
અંતર મોડ્યુલસ,ਦੂਰੀ ਮਾਡਿਊਲਸ
વિતરણ-મુક્ત પદ્ધતિ,ਵੰਡ-ਮੁਕਤ ਢੰਗ
વિતરણ કાયદો,ਵੰਡਣ ਵਾਲਾ ਕਾਨੂੰਨ
અલગ થવું,ਵੱਖ ਕਰਨਾ
વિચલન,ਭਿੰਨਤਾ
વિચલન પ્રમેય,ਵਿਭਿੰਨਤਾ ਪ੍ਰਮੇਯ
જુદીજુદી,ਵੱਖਰੇ
અલગ શ્રેણી,ਵੱਖ-ਵੱਖ ਲੜੀ
વિભાજિત તફાવત,ਵੰਡਿਆ ਅੰਤਰ
વિભાજ્યતા,ਵੰਡਣਯੋਗਤਾ
વિભાજ્ય,ਵੰਡਣਯੋਗ
વિભાગ,ਵੰਡ
વિભાજન અલ્ગોરિધમ,ਡਿਵੀਜ਼ਨ ਐਲਗੋਰਿਦਮ
ડિવિઝન રિંગ,ਡਿਵੀਜ਼ਨ ਰਿੰਗ
ડોડેકાગોન,dodecagon
ડોડેકાહેડ્રોન,dodecahedron
ડોમેન,ਡੋਮੇਨ
ફંક્શનનું ડોમેન,ਇੱਕ ਫੰਕਸ਼ਨ ਦਾ ਡੋਮੇਨ
વ્યાખ્યાનું ક્ષેત્ર,ਪਰਿਭਾਸ਼ਾ ਦਾ ਡੋਮੇਨ
અસ્તિત્વનું ક્ષેત્ર,ਮੌਜੂਦਗੀ ਦਾ ਡੋਮੇਨ
પ્રભાવશાળી વ્યૂહરચના,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਰਣਨੀਤੀ
ડોપ્લર અસર,ਡੋਪਲਰ ਪ੍ਰਭਾਵ
ડોટ ઉત્પાદન,ਬਿੰਦੀ ਉਤਪਾਦ
ડોટેડ વળાંક,ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ
ડબલ તફાવત,ਡਬਲ ਫਰਕ
ડબલ ઘાતાંકીય વિતરણ,ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ
ડબલ હેલિક્સ,ਡਬਲ ਹੈਲਿਕਸ
ડબલ અભિન્ન,ਡਬਲ ਅਟੁੱਟ
ડબલ એકીકરણ,ਡਬਲ ਏਕੀਕਰਣ
ડબલ મર્યાદા,ਡਬਲ ਸੀਮਾ
ડબલ સેમ્પલિંગ પ્લાન,ਡਬਲ ਨਮੂਨਾ ਯੋਜਨਾ
ડબલ ક્રમ,ਡਬਲ ਕ੍ਰਮ
ડબલ શ્રેણી,ਡਬਲ ਸੀਰੀਜ਼
ડબલ પ્રત્યય સંકેત,ਡਬਲ ਪਿਛੇਤਰ ਸੰਕੇਤ
ડબલ સમીકરણ,ਡਬਲ ਸਮੇਸ਼ਨ
નીચે તરફ પ્રવેગક,ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ
નીચે તરફનું વિસ્થાપન,ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ
નીચેની ગતિ,ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ
નીચે તરફનો વેગ,ਹੇਠਾਂ ਵੱਲ ਗਤੀ
ખેંચો,ਖਿੱਚੋ
ખેંચો બળ,ਡਰੈਗ ਫੋਰਸ
દ્વિ,ਦੋਹਰਾ
બેવડા આધાર,ਦੋਹਰਾ ਆਧਾਰ
દ્વિ આંતરિક ઉત્પાદન,ਦੋਹਰਾ ਅੰਦਰੂਨੀ ਉਤਪਾਦ
ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા,ਦੋਹਰੀ ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ
ડ્યુઅલ ઓપરેશન,ਦੋਹਰਾ ਕਾਰਵਾਈ
બેવડી સમસ્યા,ਦੋਹਰੀ ਸਮੱਸਿਆ
ડ્યુઅલ સિમ્પ્લેક્સ અલ્ગોરિધમ,ਦੋਹਰਾ ਸਿੰਪਲੈਕਸ ਐਲਗੋਰਿਦਮ
ડ્યુઅલ સિમ્પ્લેક્સ તકનીક,ਦੋਹਰੀ ਸਿੰਪਲੈਕਸ ਤਕਨੀਕ
બેવડી જગ્યા,ਦੋਹਰੀ ਸਪੇਸ
દ્વિ ચલ,ਦੋਹਰਾ ਵੇਰੀਏਬਲ
ડ્યુઅલ વેક્ટર જગ્યા,ਦੋਹਰੀ ਵੈਕਟਰ ਸਪੇਸ
બનાવટી અનુક્રમણિકા,ਡਮੀ ਸੂਚਕਾਂਕ
ડમી સબસ્ક્રીપ્ટ,ਡਮੀ ਸਬਸਕ੍ਰਿਪਟ
બનાવટી પ્રત્યય,ਡਮੀ ਪਿਛੇਤਰ
ડમી ચલ,ਡਮੀ ਵੇਰੀਏਬਲ
ડુપ્લિકેટર પ્રક્રિયા,ਡੁਪਲੀਕੇਟਰ ਪ੍ਰਕਿਰਿਆ
ગતિશીલ,ਗਤੀਸ਼ੀਲ
ગતિશીલ સિસ્ટમ,ਗਤੀਸ਼ੀਲ ਸਿਸਟਮ
ગતિશીલ માંગ કાર્ય,ਗਤੀਸ਼ੀਲ ਮੰਗ ਫੰਕਸ਼ਨ
ગતિશીલ મોડેલ,ਗਤੀਸ਼ੀਲ ਮਾਡਲ
ગતિશીલ પ્રોગ્રામિંગ,ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
ગતિશીલ પ્રોગ્રામિંગ અભિગમ,ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਪਹੁੰਚ
ગતિશીલ પ્રોગ્રામિંગ તકનીક,ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਤਕਨੀਕ
ગતિશીલતા,ਗਤੀਸ਼ੀਲਤਾ
કણની ગતિશીલતા,ਇੱਕ ਕਣ ਦੀ ਗਤੀਸ਼ੀਲਤਾ
કઠોર શરીરની ગતિશીલતા,ਸਖ਼ਤ ਸਰੀਰ ਦੀ ਗਤੀਸ਼ੀਲਤਾ
પૃથ્વી,ਧਰਤੀ
ભૂકંપની તીવ્રતા,ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ
તરંગીતા,ਸਨਕੀਤਾ
ગ્રહણ,ਗ੍ਰਹਿਣ
ઇકોનોમેટ્રિક આગાહી,ਆਰਥਿਕ ਪੂਰਵ ਅਨੁਮਾਨ
અર્થશાસ્ત્રી,ਅਰਥ ਸ਼ਾਸਤਰੀ
અર્થશાસ્ત્ર,ਅਰਥ ਗਣਿਤ
અર્થશાસ્ત્ર,ਅਰਥ ਸ਼ਾਸਤਰ
ધાર,ਕਿਨਾਰਾ
બહિર્મુખ સમૂહની ધાર,ਇੱਕ ਕਨਵੈਕਸ ਸੈੱਟ ਦਾ ਕਿਨਾਰਾ
કાર્યક્ષમતા પરિબળ,ਕੁਸ਼ਲਤਾ ਕਾਰਕ
eigen તત્વ,eigen ਤੱਤ
eigen કાર્ય,eigen ਫੰਕਸ਼ਨ
eigen મૂલ્ય,eigen ਮੁੱਲ
eigen મૂલ્ય સમીકરણ,eigen ਮੁੱਲ ਸਮੀਕਰਨ
ઇજન વેક્ટર,eigen ਵੈਕਟਰ
સ્થિતિસ્થાપક,ਲਚਕੀਲੇ
સ્થિતિસ્થાપક સ્થિર,ਲਚਕੀਲੇ ਸਥਿਰ
સ્થિતિસ્થાપક સંતુલન,ਲਚਕੀਲੇ ਸੰਤੁਲਨ
સ્થિતિસ્થાપકતા,ਲਚਕਤਾ
સ્થિતિસ્થાપકતા સપાટી,ਲਚਕੀਲਾ ਸਤਹ
ઇલેક્ટ્રોનિક કમ્પ્યુટર,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ
તત્વ,ਤੱਤ
પ્રાથમિક કૉલમ કામગીરી,ਮੁੱਢਲੀ ਕਾਲਮ ਕਾਰਵਾਈ
પ્રાથમિક ઘટના,ਮੁੱਢਲੀ ਘਟਨਾ
પ્રાથમિક કાર્ય,ਮੁੱਢਲੀ ਫੰਕਸ਼ਨ
પ્રાથમિક કામગીરી,ਮੁੱਢਲੀ ਕਾਰਵਾਈ
પ્રાથમિક પરિણામ,ਮੁੱਢਲਾ ਨਤੀਜਾ
પ્રાથમિક સંભાવના કાયદો,ਮੁਢਲੀ ਸੰਭਾਵਨਾ ਕਾਨੂੰਨ
પ્રાથમિક પંક્તિ કામગીરી,ਮੁੱਢਲੀ ਕਤਾਰ ਕਾਰਵਾਈ
નાબૂદ,ਨੂੰ ਖਤਮ
નાબૂદી પ્રક્રિયા,ਖ਼ਤਮ ਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ
લંબગોળ,ਅੰਡਾਕਾਰ
લંબગોળ,ਅੰਡਾਕਾਰ
લંબગોળ,ਅੰਡਾਕਾਰ
લંબગોળ સપાટી,ਅੰਡਾਕਾਰ ਸਤਹ
લંબગોળ શરીર,ਅੰਡਾਕਾਰ ਸਰੀਰ
એમ્બેડિંગ,ਏਮਬੈਡਿੰਗ
ઉત્સર્જન,ਨਿਕਾਸ
પ્રયોગમૂલક ડેટા,ਅਨੁਭਵੀ ਡਾਟਾ
પ્રયોગમૂલક સૂત્ર,ਅਨੁਭਵੀ ਫਾਰਮੂਲਾ
પ્રયોગમૂલક સંભાવના,ਅਨੁਭਵੀ ਸੰਭਾਵਨਾ
પ્રયોગમૂલક સંબંધ,ਅਨੁਭਵੀ ਸਬੰਧ
ખાલી સેટ,ਖਾਲੀ ਸੈੱਟ
બંધ,ਨੱਥੀ
એન્કોડિંગ,ਇੰਕੋਡਿੰਗ
એન્ડોમોર્ફિઝમ,endomorphism
અંતિમ બિંદુ,ਅੰਤ ਬਿੰਦੂ
વર્ગ અંતરાલનો અંતિમ બિંદુ,ਕਲਾਸ ਅੰਤਰਾਲ ਦਾ ਅੰਤ ਬਿੰਦੂ
ઊર્જા,ਊਰਜਾ
ઊર્જા ગતિ ઘટક,ਊਰਜਾ ਮੋਮੈਂਟਮ ਕੰਪੋਨੈਂਟ
ચલ દાખલ કરી રહ્યા છીએ,ਵੇਰੀਏਬਲ ਦਾਖਲ ਕਰਨਾ
અસંખ્ય સમૂહ,ਅਣਗਿਣਤ ਸੈੱਟ
ગણતરી,ਗਣਨਾ
સમાન,ਬਰਾਬਰ
સમાનતા,ਸਮਾਨਤਾ
સમાન શક્યતા,ਬਰਾਬਰ ਸੰਭਾਵਨਾ
સમાન સંભાવના પસંદગી પદ્ધતિ (=epsem),ਬਰਾਬਰ ਸੰਭਾਵਨਾ ਚੋਣ ਵਿਧੀ (= epsem)
સમાન,ਬਰਾਬਰ
સમીકરણ,ਸਮੀਕਰਨ
પ્રથમ ડિગ્રીનું સમીકરણ,ਪਹਿਲੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ
બીજી ડિગ્રીનું સમીકરણ,ਦੂਜੀ ਡਿਗਰੀ ਦਾ ਸਮੀਕਰਨ
ત્રીજી ડિગ્રીનું સમીકરણ,ਤੀਜੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ
વિષુવવૃત્ત,ਭੂਮੱਧ
સમાન,ਬਰਾਬਰ
સમભુજ,ਬਰਾਬਰ
સંતુલન,ਸੰਤੁਲਨ
દળોનું સંતુલન,ਤਾਕਤਾਂ ਦਾ ਸੰਤੁਲਨ
સંતુલન બિંદુ,ਸੰਤੁਲਨ ਬਿੰਦੂ
સમાનતા,ਸਮਾਨਤਾ
સમાનતા વર્ગ,ਸਮਾਨਤਾ ਵਰਗ
સમાનતા સંબંધ,ਸਮਾਨਤਾ ਸਬੰਧ
સમકક્ષ,ਬਰਾਬਰ
સમકક્ષ મેટ્રિક્સ,ਬਰਾਬਰ ਮੈਟ੍ਰਿਕਸ
સમકક્ષ સમૂહ,ਬਰਾਬਰ ਸੈੱਟ
એર્ગોડિસિટી,ergodicity
ભૂલ,ਗਲਤੀ
ભૂલ વિશ્લેષણ,ਗਲਤੀ ਵਿਸ਼ਲੇਸ਼ਣ
ભૂલ કોડ,ਗਲਤੀ ਕੋਡ
ભૂલ ગુણાંક,ਗਲਤੀ ਗੁਣਾਂਕ
સરેરાશ ચોરસની ભૂલ,ਮੱਧ ਵਰਗ ਦੀ ਗਲਤੀ
પ્રથમ પ્રકારની ભૂલ,ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਗਲਤੀ
બીજા પ્રકારની ભૂલ,ਦੂਜੀ ਕਿਸਮ ਦੀ ਗਲਤੀ
બચવાની સંભાવના,ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ
એસ્કેપ વેગ,ਬਚਣ ਦੀ ਗਤੀ
ઇ. શ્મિટની ઓર્થોગોનાલાઈઝેશન પ્રક્રિયા,ਈ. ਸ਼ਮਿਟ ਦੀ ਆਰਥੋਗੋਨਲਾਈਜ਼ੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ
લખાયેલ વર્તુળ,ਲਿਖਿਆ ਚੱਕਰ
આવશ્યક,ਜ਼ਰੂਰੀ
અનિવાર્યપણે અનન્ય,ਅਸਲ ਵਿੱਚ ਵਿਲੱਖਣ
અંદાજ,ਅੰਦਾਜ਼ਾ
અંદાજ પદ્ધતિ,ਅੰਦਾਜ਼ਾ ਵਿਧੀ
યુક્લિડિયન સંકલન,ਯੂਕਲੀਡੀਅਨ ਕੋਆਰਡੀਨੇਟ
યુક્લિડિયન ડોમેન,ਯੂਕਲੀਡੀਅਨ ਡੋਮੇਨ
યુક્લિડિયન ભૂમિતિ,ਯੂਕਲੀਡੀਅਨ ਜਿਓਮੈਟਰੀ
યુક્લિડિયન એન-સ્પેસ,ਯੂਕਲੀਡੀਅਨ ਐਨ-ਸਪੇਸ
યુક્લિડિયન પ્લેન,ਯੂਕਲੀਡੀਅਨ ਜਹਾਜ਼
યુલરનું પ્રમેય,ਯੂਲਰ ਦਾ ਸਿਧਾਂਤ
મૂલ્યાંકન,ਪੜਤਾਲ
સમ,ਵੀ
પણ વળાંક,ਵੀ ਕਰਵ
સમ કાર્ય,ਵੀ ਫੰਕਸ਼ਨ
બહુવિધ પણ,ਇੱਥੋਂ ਤੱਕ ਕਿ ਕਈ
બેકી સંખ્યા,ਸਮ ਸੰਖਿਆ
સમ વિષમ સમપ્રમાણતા,ਵੀ ਅਜੀਬ ਸਮਰੂਪਤਾ
પણ ક્રમચય,ਵੀ ਕ੍ਰਮ-ਕ੍ਰਮ
ઘટના,ਘਟਨਾ
સમ મુદત,ਵੀ ਮਿਆਦ
ચોક્કસ,ਸਹੀ
ચોક્કસ ચી-સ્ક્વેર ટેસ્ટ,ਸਹੀ ਚੀ-ਵਰਗ ਟੈਸਟ
ચોક્કસ તફાવત,ਸਹੀ ਅੰਤਰ
ચોક્કસ સમીકરણ,ਸਹੀ ਸਮੀਕਰਨ
ઉદાહરણ,ਉਦਾਹਰਨ
વિનિમય,ਵਟਾਂਦਰਾ
સંપૂર્ણ ઘટના,ਸੰਪੂਰਨ ਘਟਨਾ
અસ્તિત્વ સ્વયંસિદ્ધ,ਮੌਜੂਦਗੀ axiom
અસ્તિત્વની સંભાવના (= પ્રાથમિક સંભાવના),ਮੌਜੂਦਗੀ ਦੀ ਸੰਭਾਵਨਾ (= ਇੱਕ ਤਰਜੀਹੀ ਸੰਭਾਵਨਾ)
અસ્તિત્વ પ્રમેય,ਮੌਜੂਦਗੀ ਦਾ ਸਿਧਾਂਤ
બાહ્ય ચલ,exogenous ਵੇਰੀਏਬਲ
વિસ્તરણ,ਵਿਸਥਾਰ
અપેક્ષા કાર્ય,ਉਮੀਦ ਫੰਕਸ਼ਨ
અપેક્ષિત આવર્તન,ਉਮੀਦ ਕੀਤੀ ਬਾਰੰਬਾਰਤਾ
અપેક્ષિત મૂલ્ય,ਅਨੁਮਾਨਿਤ ਮੁੱਲ
પ્રયોગ,ਪ੍ਰਯੋਗ
પ્રાયોગિક ભૂલ,ਪ੍ਰਯੋਗਾਤਮਕ ਗਲਤੀ
સમજૂતી,ਵਿਆਖਿਆ
સ્પષ્ટ સમીકરણ,ਸਪਸ਼ਟ ਸਮੀਕਰਨ
સ્પષ્ટ સ્વરૂપ,ਸਪੱਸ਼ਟ ਰੂਪ
સ્પષ્ટ કાર્ય,ਸਪਸ਼ਟ ਫੰਕਸ਼ਨ
સ્પષ્ટ ઉકેલ,ਸਪੱਸ਼ਟ ਹੱਲ
ઘાત,ਘਾਤਕ
ઘાતાંકીય વળાંક,ਘਾਤਕ ਵਕਰ
ઘાતાંકીય ઘનતા કાર્ય,ਘਾਤਕ ਘਣਤਾ ਫੰਕਸ਼ਨ
ઘાતાંકીય વિતરણ,ਘਾਤਕ ਵੰਡ
ઘાતાંકીય સમીકરણ,ਘਾਤਕ ਸਮੀਕਰਨ
ઘાતાંકીય કાર્ય,ਘਾਤਕ ਫੰਕਸ਼ਨ
ઘાતાંકીય વૃદ્ધિ,ਘਾਤਕ ਵਾਧਾ
ઘાતાંકીય કાયદો,ਘਾਤਕ ਕਾਨੂੰਨ
ઘાતાંકીય નકશો,ਘਾਤਕ ਨਕਸ਼ਾ
ઘાતાંકીય શ્રેણી,ਘਾਤਕ ਲੜੀ
અભિવ્યક્તિ,ਸਮੀਕਰਨ
વિસ્તૃત અંતરાલ,ਵਿਸਤ੍ਰਿਤ ਅੰਤਰਾਲ
વિસ્તૃત વાસ્તવિક રેખા,ਵਿਸਤ੍ਰਿਤ ਅਸਲ ਲਾਈਨ
વિસ્તૃત વાસ્તવિક સંખ્યા સિસ્ટમ,ਵਿਸਤ੍ਰਿਤ ਅਸਲ ਨੰਬਰ ਸਿਸਟਮ
મેપિંગનું વિસ્તરણ,ਇੱਕ ਮੈਪਿੰਗ ਦਾ ਵਿਸਥਾਰ
બાહ્ય કોણ,ਬਾਹਰੀ ਕੋਣ
બાહ્ય વિસ્તાર,ਬਾਹਰੀ ਖੇਤਰ
બાહ્ય બિંદુ,ਬਾਹਰੀ ਬਿੰਦੂ
બાહ્ય,ਬਾਹਰੀ
વલણ મૂલ્યનું એક્સ્ટ્રાપોલેશન,ਰੁਝਾਨ ਮੁੱਲ ਦਾ ਐਕਸਟਰਪੋਲੇਸ਼ਨ
એક્સ્ટ્રાપોલેશન તકનીક,ਐਕਸਟਰਪੋਲੇਸ਼ਨ ਤਕਨੀਕ
આત્યંતિક મૂલ્ય,ਅਤਿ ਮੁੱਲ
આત્યંતિક,ਅਤਿ
આત્યંતિક બિંદુ,ਅਤਿ ਬਿੰਦੂ
બહિર્મુખ સમૂહનો આત્યંતિક બિંદુ,ਕਨਵੈਕਸ ਸੈੱਟ ਦਾ ਚਰਮ ਬਿੰਦੂ
કાર્યની સીમા,ਇੱਕ ਫੰਕਸ਼ਨ ਦੀ ਸੀਮਾ
આત્યંતિક મિલકત,ਅਤਿ ਦੀ ਸੰਪਤੀ
ચહેરો,ਚਿਹਰਾ
ફેસ વેલ્યુ,ਅੰਕਿਤ ਮੁੱਲ
પરિબળ,ਕਾਰਕ
પરિબળ વિશ્લેષણ,ਕਾਰਕ ਵਿਸ਼ਲੇਸ਼ਣ
કારણભૂત,ਕਾਰਕ
ફેક્ટોરિયલ,ਕਾਰਕ ਸੰਬੰਧੀ
ફેક્ટોરિયલ ડિઝાઇન,ਫੈਕਟੋਰੀਅਲ ਡਿਜ਼ਾਈਨ
ફેક્ટરીકરણ,ਕਾਰਕੀਕਰਨ
ફેક્ટરાઇઝ,ਫੈਕਟਰੀਜ਼
વાજબી રમત,ਨਿਰਪੱਖ ਖੇਡ
ખોટું,ਗਲਤ
કુટુંબ,ਪਰਿਵਾਰ
વર્તુળોનું કુટુંબ,ਚੱਕਰ ਦੇ ਪਰਿਵਾਰ
કુટુંબ વણાંકો,ਪਰਿਵਾਰ ਵਕਰ
કાર્યોનું કુટુંબ,ਫੰਕਸ਼ਨਾਂ ਦਾ ਪਰਿਵਾਰ
રેખાઓનું કુટુંબ,ਲਾਈਨਾਂ ਦਾ ਪਰਿਵਾਰ
પ્રતિકૃતિ,ਨਕਲ
F-વિતરણ,F-ਵੰਡ
શક્ય મૂળભૂત ઉકેલ,ਸੰਭਵ ਬੁਨਿਆਦੀ ਹੱਲ
શક્ય ઉકેલ,ਸੰਭਵ ਹੱਲ
પાછા ફીડ,ਸੁਝਾਅ
ફર્મેટ સિદ્ધાંત,ਫਰਮੈਟ ਸਿਧਾਂਤ
ફર્મેટનું પ્રમેય,ਫਰਮੈਟ ਦਾ ਸਿਧਾਂਤ
ફર્મી-ડીરાક આંકડા,ਫਰਮੀ-ਡੀਰਾਕ ਅੰਕੜੇ
ફિબોનાકી નંબર,ਫਿਬੋਨਾਚੀ ਨੰਬਰ
ફિબોનાકી શ્રેણી,ਫਿਬੋਨਾਚੀ ਲੜੀ
ક્ષેત્ર,ਖੇਤਰ
અંતિમ વેગ,ਅੰਤਮ ਵੇਗ
મર્યાદિત,ਸੀਮਿਤ
મર્યાદિત આધાર,ਸੀਮਿਤ ਆਧਾਰ
મર્યાદિત દશાંશ,ਸੀਮਿਤ ਦਸ਼ਮਲਵ
મર્યાદિત તફાવત,ਸੀਮਤ ਅੰਤਰ
મર્યાદિત તફાવત પદ્ધતિ,ਸੀਮਿਤ ਅੰਤਰ ਢੰਗ
મર્યાદિત પરિમાણીય,ਸੀਮਿਤ ਆਯਾਮੀ
મર્યાદિત પરિમાણીય વેક્ટર જગ્યા,ਸੀਮਿਤ ਅਯਾਮੀ ਵੈਕਟਰ ਸਪੇਸ
મર્યાદિત રમત,ਸੀਮਿਤ ਖੇਡ
મર્યાદિત ભૂમિતિ,ਸੀਮਿਤ ਜਿਓਮੈਟਰੀ
મર્યાદિત આંતરછેદ,ਸੀਮਿਤ ਇੰਟਰਸੈਕਸ਼ਨ
મર્યાદિત ઘણા,ਸੀਮਿਤ ਬਹੁਤ ਸਾਰੇ
મર્યાદિત માર્કોવ સાંકળ,ਸੀਮਿਤ ਮਾਰਕੋਵ ਚੇਨ
મર્યાદિતતા પુરાવો,ਸੀਮਿਤਤਾ ਦਾ ਸਬੂਤ
મર્યાદિત સંખ્યા,ਸੀਮਤ ਸੰਖਿਆ
મર્યાદિત વસ્તી,ਸੀਮਤ ਆਬਾਦੀ
મર્યાદિત સંભાવના,ਸੀਮਤ ਸੰਭਾਵਨਾ
મર્યાદિત શ્રેણી,ਸੀਮਿਤ ਲੜੀ
મર્યાદિત સમૂહ,ਸੀਮਿਤ ਸੈੱਟ
મર્યાદિત વેગ,ਸੀਮਤ ਵੇਗ
મર્યાદિત વોલ્યુમ,ਸੀਮਤ ਵਾਲੀਅਮ
ફિટિંગ,ਫਿਟਿੰਗ
વળાંકનું ફિટિંગ,ਕਰਵ ਦੀ ਫਿਟਿੰਗ
સીધી રેખાનું ફિટિંગ,ਸਿੱਧੀ ਲਾਈਨ ਦੀ ਫਿਟਿੰਗ
નિશ્ચિત બિંદુ પ્રમેય,ਸਥਿਰ ਬਿੰਦੂ ਥਿਊਰਮ
નિશ્ચિત નમૂના,ਸਥਿਰ ਨਮੂਨਾ
ફ્લાઇટ વેગ,ਉਡਾਣ ਦੀ ਗਤੀ
