Punjabi,Marathi
1. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 2. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 3. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ,1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग
ਨਿਯੰਤਰਿਤ ਵਾਯੂਮੰਡਲ ਸਟੋਰੇਜ਼,नियंत्रित वातावरणीय संचयन
ਸਹਿਕਾਰੀ ਬੈਂਕ,सहकारी बँक
ਸਹਿਕਾਰੀ ਸਭਾ ਦੇ ਮੈਂਬਰ,सहकारी संस्था सदस्य
ਗੁਲਮਾਵਨ,गुलमावन
ਘਣ,चौकोनी तुकडे
1. ਦਲਪੁੰਜ 2. ਕੋਰੋਲਾ,1. दालपुंज 2. कोरोला
1. ਕਾਰਟੈਕਸ 2. ਕਾਰਟੈਕਸ,1. कॉर्टेक्स 2. कॉर्टेक्स
ਲਾਗਤ,खर्च
cotyledon,cotyledon
ਕ੍ਰੈਡਿਟ ਕਮੇਟੀ,क्रेडिट समिती
1. ਉਧਾਰ 2. ਕ੍ਰੈਡਿਟ,1. कर्ज देणे 2. क्रेडिट
1. ਰਿਣਦਾਤਾ 2. ਲੈਣਦਾਰ,1. सावकार 2. कर्जदार
1. ਕਰੈਸਟ 2. ਸਿਰਾ 3. ਸਪਾਇਰ,1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर
ਵਾਪਸੀ,मागे घेणे
ਸਮੱਸਿਆ,समस्या
ਟੈਸਟ,चाचणी
ਨਾਜ਼ੁਕ,गंभीर
ਫਸਲ ਬੀਮਾ,पीक विमा
ਫਸਲ ਕਰਜ਼ਾ,पीक कर्ज
1. ਫਸਲ 2. ਫਸਲ,1. पीक 2. पीक
ਕਾਸ਼ਤ ਖੇਤਰ,लागवड क्षेत्र
ਪਾਰ ਅਸੰਗਤ,क्रॉस विसंगत
1. ਤਾਜ 2. ਸਿਖਰ (ਪੌਦਾ),1. मुकुट 2. शिखर (वनस्पती)
ਨਰਮ ਕਣ,मऊ कण
ਛਾਲੇ,कवच
1. ਕ੍ਰਿਪਟੋਗਾਮ 2. ਗੈਰ-ਫਲੋਰੀਫਾਰਮ,1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म
ਛਾਂਟੀ (ਫਲ),छाटणी (फळ)
ਕਲਮ,पेन
ਕਿਸਮ ਦੀ ਕਿਸਮ,वाणाची विविधता
1. ਟ੍ਰੈਕਸ਼ਨ 2. ਖੇਤੀਬਾੜੀ 3. ਖੇਤੀ,1. कर्षण 2. शेती 3. शेती
1. ਕਿਸਾਨ 2. ਕਾਸ਼ਤਕਾਰ,1. शेतकरी 2. शेती करणारा
1. ਕਾਸ਼ਤ 2. ਕਾਸ਼ਤ 3. ਪਾਲਣ,1. मशागत 2. मशागत 3. संगोपन
1.ਸਰੋਤ 2.ਤਿਆਰੀ,1. संसाधन 2. तयारी
1.ਕੁੰਤਲਨ 2.ਕੁੰਚਨ,1.कुंतलन 2.कुंचोन
ਆਸਣ,पवित्रा
1. ਐਪੀਡਰਰਮਿਸ 2. ਛੱਲੀ,1. एपिडर्मिस 2. क्यूटिकल
1. ਕਲਮ 2. ਕੱਟਣਾ 3. ਕੱਟਣਾ 4. ਕੱਟਣਾ 5. ਕੱਟਣਾ,1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग
1. ਕੀੜਾ ਸਰੀਰ 2. ਸਿਸਟ 3. ਗੰਢ 4. ਵਿਗੜਿਆ ਗੰਢ 5. ਨਿਓਪਲਾਜ਼ਮ,1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम
cytochrome,सायटोक्रोम
ਸੈੱਲ ਜੋੜਨਾ,सेल जोडणी
ਸੈੱਲ ਪ੍ਰਜਨਨ,सेल पुनरुत्पादन
ਸੈੱਲ ਜੈਨੇਟਿਕਸ,सेल आनुवंशिकी
cytoplasmic ਡਿਵੀਜ਼ਨ,सायटोप्लाज्मिक विभागणी
ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨ,सेल जीवशास्त्र
ਸੈੱਲ lysis,सेल lysis
1. ਸਾਇਟੋਮੇਰ 2. ਸੈੱਲ ਸੈਗਮੈਂਟੇਸ਼ਨ,1. सायटोमेर 2. सेल सेगमेंटेशन
cytoplasm,सायटोप्लाझम
1. ਡੇਅਰੀ 2. ਡੇਅਰੀ,1. दुग्धव्यवसाय 2. दुग्धव्यवसाय
ਡੇਅਰੀ ਉਦਯੋਗ,डेअरी उद्योग
1. ਡੈਮ 2. ਬਰੀਡਰ,1. धरण 2. ब्रीडर
ਦਿਨ ਦਾ ਸੰਪੂਰਨ ਪੌਦਾ,दिवस निरपेक्ष वनस्पती
ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,फुलांच्या नंतर दिवस
ਪੂਰੇ ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,पूर्ण फुलांच्या नंतरचा दिवस
ਅਕੁਸ਼ਲਤਾ,अकार्यक्षमता
decalcification,decalcification
1. ਡਿਸਲੋਜ 2. ਡਿਸਲੋਜ,1. डिस्लॉज 2. डिस्लॉज
ਸੜਨ,क्षय
ਪਤਝੜ,पर्णपाती
1. ਦਸ਼ਮਲਵ 2. ਦਸ਼ਮਲਵ,1. दशांश 2. दशांश
ਘਟੀਆਪਨ,कनिष्ठता
ਅਨੁਰਾਨ (ਮਿੱਟੀ),अनुरन (माती)
ਵਿਪੁਸ਼ਪਨ,विपुष्पन
ਬਿਲਿੰਗ,बिलिंग
ਕਟਾਈ,जंगलतोड
ਬਦਨਾਮੀ,बदनामी
ਪਤਨ,ऱ्हास
ਭਾਗ ਦਿਨ,भाग दिवस
1. ਮਾਤਰਾ 2. ਹਿੱਸਾ,1. प्रमाण 2. भाग
dehiscence,विघटन
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,भुसा काढणे
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,भुसा काढणे
ਡੀਹਾਈਡਰੇਸ਼ਨ,निर्जलीकरण
ਨਿਹਾਈਡ੍ਰਸ,निर्जल
ਮੰਗ,मागणी
1. ਵਿਨਾਸ਼ਕਾਰੀ 2. ਗੁਣਾ,1. विकृतीकरण 2. गुणाकार
ਖੰਡਨ,निंदा
1. ਜਮ੍ਹਾ (ਮਿੱਟੀ) 2. ਜਮ੍ਹਾ (ਆਰਥਿਕਤਾ),1. ठेव (माती) 2. ठेव (अर्थशास्त्र)
ਜਮ੍ਹਾ,ठेव
1. ਘਟਾਓ 2. ਘਟਾਓ,1. घसारा 2. घसारा
ਡੀਸਲੀਨੇਸ਼ਨ,डिसेलिनेशन
1. ਪਾਣੀ ਸੁਕਾਉਣਾ 2. ਡੀਹਾਈਡਰੇਸ਼ਨ,1. पाणी कोरडे होणे 2. निर्जलीकरण
1. ਡਿਜ਼ਾਈਨ 2. ਡਿਜ਼ਾਈਨ,1. डिझाइन 2. डिझाइन
ਸੁੱਕਣ ਵਾਲਾ,कोरडे
ਕਰਨਲ ਹਟਾਉਣ,कर्नल काढणे
ਡੀ-ਇੰਟਰਕਲੇਸ਼ਨ,डी-इंटरकलेशन
ਸੰਜੋਗ,संयुग्मन
1. ਨਰ ਮੰਜਰੀ ਐਕਸਟਰੈਕਸ਼ਨ (ਮੱਕੀ) 2. ਬੱਲਰ ਐਕਸਟਰੈਕਸ਼ਨ,1. नर मांजरी उतारा (मका) 2. बल्लार उतारा
ਬੱਲਰ ਜਾਂ ਕੁੰਦਨ ਕੱਟਣਾ,बल्लार किंवा कुंदन कटिंग
ਨਿਰਧਾਰਕ,निर्धारक
devaluation,अवमूल्यन
de-vegetate,वनस्पती काढून टाकणे
ਭਟਕਣਾ,विचलन
ਡਬਲ,दुप्पट
ਨਿਦਾਨ,निदान
ਵੱਖਰੀ ਪਰਿਪੱਕਤਾ,भिन्न परिपक्वता
ਵੰਡ,दुभाजक
1. ਡਾਇਕੋਟਾਈਲਡਨ 2. ਡਾਇਕੋਟਾਈਲਡਨ (ਬੀਜ),1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे)
ਪਿੱਠ ਦੀ ਬਿਮਾਰੀ,पाठीचा आजार
1. ਫੈਲਾਅ 2. ਪ੍ਰਸਾਰ,1. प्रसार 2. प्रसार
ਪਾਚਨ ਸਮਰੱਥਾ,पचनक्षमता
ਡਾਇਹਾਈਬ੍ਰਿਡ,dihybrid
1. ਡੈਮ 2. ਡਰੇਨ 3. ਪਰਿਵਾਰ,1. धरण 2. नाला 3. कुटुंब
ਮਾਮੂਲੀ,अल्प
1. ਮੋਨੋਗੈਮਸ 2. ਮੋਨੋਗੈਮਸ,1. एकपत्नी 2. एकपत्नी
ਡਿਪਲੋਇਡ,द्विगुणित
1. ਡਿਪਲੋਇਡ 2. ਡਿਪਲੋਇਡ,1. डिप्लोइड 2. डिप्लोइड
dipole,द्विध्रुव
1. ਕੱਢਣਾ 2. ਬਡ ਹਟਾਉਣਾ,1. उतारा 2. अंकुर काढणे
1. ਹਲ ਵਾਹੁਣਾ 2. ਕਤਾਈ,1. नांगरणी 2. कताई
ਛੂਟ,सवलत
ਕੀਟਾਣੂਨਾਸ਼ਕ,निर्जंतुकीकरण
1. ਫੈਲਾਅ 2. ਖਿੰਡਾਉਣਾ,1. फैलाव 2. विखुरणे
1. ਖਿੰਡਾਉਣਾ 2. ਪਰਿਵਰਤਨ,1.विखुरणे 2.विविधता
ਵਿਭਿੰਨਤਾ,विविधीकरण
ਵਿਭਿੰਨ ਖੇਤੀਬਾੜੀ,वैविध्यपूर्ण शेती
ਡੀਐਨਏ ਕਦਮ,डीएनए पाऊल
ਡੀ.ਐਨ.ਏ ਪ੍ਰਾਪਤਕਰਤਾ,डीएनए प्राप्तकर्ता
ਡੌਕ ਕਿਰਾਏ &#39;ਤੇ,डॉक भाड्याने
ਅਸਰਦਾਰ,प्रभावी
ਸੁਸਤਤਾ,सुप्तता
1. ਮਾਤਰਾ 2. ਖੁਰਾਕ 3. ਖੁਰਾਕ,1. प्रमाण 2. डोस 3. डोस
ਡਬਲ ਸਿਗਮੋਇਡ ਕਰਵ,दुहेरी सिग्मॉइड वक्र
1. ਝੱਖੜ 2. ਖਿੱਚੋ,1. झोडप 2. ताणणे
1. ਐਗਜ਼ੌਸਟ ਡਰੇਨ 2. ਗੰਦਾ ਪਾਣੀ,1. एक्झॉस्ट ड्रेन 2. सांडपाणी
ਡਰੇਨੇਜ,ड्रेनेज
ਖਿੱਚ,कर्षण
1. ਦਵਾਈ ਦਿਓ 2. ਭਿੱਜੋ,1. औषध द्या 2. भिजवा
ਕਾਸਮੈਟਿਕਸ (ਬੀਜ),सौंदर्य प्रसाधने (बिया)
1. auger 2. ਘੱਟ ਨੁਕਸ 3. ਡ੍ਰਿਲ 4. auger,1. औगर 2. उथळ फॉल्ट 3. ड्रिल 4. औगर
1. ਮੋਰੀ 2. ਡ੍ਰਿਲ 3. ਡ੍ਰਿਲ,1. भोक 2. ड्रिल 3. ड्रिल
1. ਡ੍ਰਿਲਿੰਗ 2. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਬਿਜਾਈ 3. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਡੋਲ੍ਹਣਾ,1. ड्रिलिंग 2. ड्रिलसह पेरणी 3. ड्रिलसह ओतणे
ਤੁਪਕਾ ਸਿੰਚਾਈ,ठिबक सिंचन
ਸੁੱਕੀ ਖੇਤੀ,कोरडी शेती
1.ਧੂੜ 2.ਬੁਕਨੀ,1.धूळ 2.बुकनी
1. ਡਸਟਰ 2. ਸਕੈਟਰਰ,1. डस्टर 2. स्कॅटरर
ਛਿੜਕਣ ਲਈ,शिंपडणे
1. ਬੌਣਾ 2. ਵਾਮਨ,1. बटू 2. वामन
ਵਾਮਨ ਪਿਰਾਮਿਡ,वामन पिरॅमिड
ਵਾਮਿਨੀ ਭਵਨ,वामिनी भवन
ਵਾਤਾਵਰਣ,पर्यावरणशास्त्र
ਅਰਥ ਗਣਿਤ,अर्थमिति
ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ,आर्थिक कार्यक्षमता
ਸਥਿਤੀ ਦੀ ਕਿਸਮ,परिस्थितीजन्य प्रकार
ਵਾਧੂ ਪੱਧਰੀ,अतिरिक्त-स्तरीकृत
ਨਰਮ,मऊ
ਮਿੱਟੀ ਵਿਗਿਆਨ,माती विज्ञान
1. ਬ੍ਰਿਜਿੰਗ 2. ਕਿਨਾਰਾ 3. ਸਟ੍ਰੈਂਡ ਕਲੋਜ਼ਰ,1. ब्रिजिंग 2. एजिंग 3. स्ट्रँड क्लोजर
ਭੋਜਨ ਦਾ ਹਿੱਸਾ,अन्न भाग
ਮੰਗ ਦੀ ਲਚਕਤਾ,मागणीची लवचिकता
ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ,उत्पादन लवचिकता
ਇਲੈਕਟ੍ਰੋਲਾਈਸਿਸ,इलेक्ट्रोलिसिस
ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ,इलेक्ट्रोफोरेसीस
ਵਾਸ਼ਪੀਕਰਨ,बाष्पीभवन
1. ਡੀਕੈਪੀਟੇਟਰ 2. ਨਸਬੰਦੀ 3. ਡੀਕੈਪੀਟੇਟਰ 4. ਨਸਬੰਦੀ,1. शिरच्छेद करणारा 2. निर्जंतुक करणारा 3. शिरच्छेद करणारा 4. निर्जंतुक करणारा
1. ਵੀਰ ਬੰਦੀ 2. ਤੂੜੀ,1. विर बंदी 2. स्ट्रॉबंडी
ਭਰੂਣ,गर्भ
1. ਭਰੂਣ ਵਿਗਿਆਨ 2. ਭੌਤਿਕ ਵਿਗਿਆਨ,1. भ्रूणशास्त्र 2. भौतिकशास्त्र
1. ਨਿਕਾਸ 2. ਨਿਕਾਸ,1. बाहेर पडा 2. बाहेर पडा
emulsifier,emulsifier
ਅੰਤਰਜਾਤੀ,अंतर्जात
ਅੰਤਰ-ਪੁਆਇੰਟ ਡਿਵੀਜ਼ਨ,आंतर-बिंदू विभागणी
ਅੰਤਰ-ਪਰਜੀਵੀ,आंतर-परजीवी
ਐਂਡੋਸਪਰਮ,एंडोस्पर्म
ਉੱਦਮ,उपक्रम
ਕੀਟ ਵਿਗਿਆਨ,कीटकशास्त्र
ਵਾਤਾਵਰਣ,वातावरण
1. ਐਨਜ਼ਾਈਮ 2. ਐਨਜ਼ਾਈਮ,1. एन्झाइम 2. एन्झाइम
ਕਲੱਸਟਰ ਗ੍ਰਾਫਟਿੰਗ,क्लस्टर ग्राफ्टिंग
1. ਐਪੀਫਾਈਟ 2. ਐਪੀਫਾਈਟ,1. एपिफाइट 2. एपिफाइट
ਇਕੁਇਟੀ,इक्विटी
ਖਾਤਮਾ,निर्मूलन
ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ,आवश्यक पोषक
1. ਮਾਪ 2. ਜੰਪ 3. ਮੁਲਾਂਕਣ,1. मापन 2. उडी 3. मूल्यांकन
ਚੁਸਤ,चातुर्य
ਸੁਜਾਨਿਕ,सुजननिक
ਮੁਲਾਂਕਣ,मूल्यमापन
ਭਾਫ਼ ਗੇਜ,स्टीम गेज
evaportranspiration,बाष्पीभवन
ਸਦੀਵੀ ਇਨਕਲਾਬ,शाश्वत क्रांती
1. ਸਦਾਬਹਾਰ 2. ਸਦਾਬਹਾਰ,1. सदाहरित 2. सदाहरित
ਵਿਕਾਸ,विकास
ਬੰਦ ਕਰ ਦਿਓ,कापला
ਪਰੀਕਸ਼ਯ (ਜਣਨ ਸ਼ਕਤੀ),परिक्षय (प्रजनन क्षमता)
ਸ਼ੋਸ਼ਣ,शोषण
1. ਖੋਜ 2. ਖੋਜ,1. अन्वेषण 2. अन्वेषण
1. ਐਕਸਟਰਿਊਸ਼ਨ 2. ਨਿਕਾਸ,1. एक्सट्रूजन 2. उत्सर्जन
ਆਈ,डोळा
1. ਫੈਕਟਰ 2. ਕੰਪੋਨੈਂਟ 3. ਫੈਕਟਰ 4. ਸਰੋਤ,1. घटक 2. घटक 3. घटक 4. संसाधन
ਕਾਰਕ ਉਤਪਾਦਕਤਾ,घटक उत्पादकता
ਵਪਾਰੀ ਦੀ ਛੋਟ,व्यापारी सवलत
ਫੈਕਟੋਰੀਅਲ ਬਲਾਕ ਡਿਜ਼ਾਈਨ,फॅक्टोरियल ब्लॉक डिझाइन
ਵਿਕਲਪਕ,पर्यायी
1. ਪੱਟੀ 2. ਪਾਲੀਹਾਰ,1. पट्टी 2. पालिहार
ਕੁੱਲ,स्थूल
ਖੇਤਰ ਦਾ ਮੁਲਾਂਕਣ,फील्ड मूल्यांकन
ਖੇਤੀ ਬਜਟ,शेती बजेट
ਖੇਤੀਬਾੜੀ ਕਾਰੋਬਾਰ,कृषी व्यवसाय
ਖੇਤਰ ਦੀ ਯੋਜਨਾਬੰਦੀ,क्षेत्र नियोजन
1. ਕਿਸਾਨ 2. ਕਿਸਾਨ,1. शेतकरी 2. शेतकरी
1. ਖੇਤੀ 2. ਖੇਤੀ,1. शेती 2. शेती
ਟੱਕਰ,टक्कर
ਮਲਟੀਪਲ ਪ੍ਰਜਨਨ,एकाधिक प्रजनन
ਫਰਮੈਂਟੇਸ਼ਨ,किण्वन
ਜਣਨ,प्रजनन क्षमता
ਖਾਦ,खत
ਖਾਦ ਵਰਤਣ ਦੀ ਕੁਸ਼ਲਤਾ,खत वापर कार्यक्षमता
ਰੇਸ਼ੇਦਾਰ,तंतुमय
1. ਫਾਰਮ 2. ਖੇਤਰ 3. ਸਥਾਨ,1. शेत 2. क्षेत्रफळ 3. ठिकाण
ਮਿੱਟੀ ਦੇ ਪਾਣੀ ਨੂੰ ਰੱਖਣ,माती पाणी धारण
ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ,फील्ड प्रात्यक्षिक
1. ਸਥਿਰਤਾ 2. ਫਿਕਸੇਸ਼ਨ 3. ਫਿਕਸੇਸ਼ਨ,1. स्थिरीकरण 2. फिक्सेशन 3. फिक्सेशन
1. ਡੁੱਬਣਾ 2. ਗਰਭਪਾਤ,1. पूर 2. गर्भाधान
ਵਹਾਅ ਚਿੱਤਰ,प्रवाह चित्र
ਭੋਜਨ ਮੁੱਲ,अन्न मूल्य
ਚਾਰਾ,चारा
ਪੂਰਵ ਅਨੁਮਾਨ,अंदाज
ਜੰਗਲ,वन
ਜੰਗਲਾਤ,वनीकरण
1. ਤਾਦਪਰਨ 2. ਰੂਪ,1. तडपर्न 2. फॉर्म
ਠੰਡ ਰੋਧਕ,दंव प्रतिरोधक
1. ਪਾਲਾ 2. ਝੁਲਸ,1. पाला 2. अनिष्ट
1. ਜੰਮਿਆ ਹੋਇਆ 2. ਜੰਮਿਆ ਹੋਇਆ,1. गोठलेले 2. गोठलेले
ਫੰਕਸ਼ਨ,कार्य
1. ਫਰੂਟ ਫਾਲ 2. ਫਰੂਟ ਫਾਲ,1. फ्रुट फॉल 2. फ्रुट फॉल
ਫਲ ਬਣ,फळ बनणे
1. ਧੁਨੀ 2. ਧੁੰਦ,1. फ्युमिगेशन 2. फ्युमिगेशन
ਉੱਲੀਨਾਸ਼ਕ,बुरशीनाशक
ਐਂਟੀਫੰਗਲ,बुरशीविरोधी
ਉੱਲੀ,बुरशी
1. ਖੁਦਾ 2. ਸੀਤਾ,1. खुद 2. सीता
1. ਫਿਊਜ਼ਨ 2. ਫਿਊਜ਼ਨ,1. फ्यूजन 2. फ्यूजन
ਕਪਾਹ ਉੱਨ,कापूस लोकर
ਵਾਲਾਂ ਵਾਲਾ,केसाळ
1. ਰੁੱਖ ਦਾ ਫੋੜਾ 2. ਪਿਟਿਕਾ,1. झाडाचा व्रण 2. पिटिका
1. ਗੇਮੇਟਸ 2. ਗੇਮੇਟਸ,1. गेमेट्स 2. गेमेट्स
1. ਬਾਗ 2. ਬਾਗ,1. बाग 2. बाग
1. ਪੰਸਲ 2. ਹਾਈਡਰੋਮੀਟਰ,1. पानसाल 2. हायड्रोमीटर
ਜੀਨ ਸੰਗ੍ਰਹਿ,जनुक संग्रह
ਜੀਨ ਟੈਗਨ,जीन टॅगन
ਵੰਸ਼ਾਵਲੀ,वंशावळी
ਜੀਨ ਨਕਸ਼ਾ,जनुक नकाशा
ਜੈਨੇਟਿਕਸ,अनुवांशिक
1. ਜੀਨੋਮ 2. ਸੰਗੀਨ,1. जीनोम 2. सांगेन
ਸੰਜੀਨੀ ਸੰਗ੍ਰਹਿ,संजिनी कलेक्शन
ਜੀਨੋਮਿਕਸ,जीनोमिक्स
ਜੀਨੋਟਾਈਪ,जीनोटाइप
1. ਜੀਨ ਬਣਤਰ 2. ਜੀਨ ਦੀ ਕਿਸਮ,1. जीन स्ट्रक्चर 2. जीन प्रकार
ਲਿੰਗ,लिनेज
1. ਜੀਨਸ 2. ਵੰਸ਼,1. वंश 2. वंश
1. ਜਰਮ 2. ਕੀਟਾਣੂ,1. जंतू 2. जंतू
ਕੀਟਾਣੂਨਾਸ਼ਕ,जंतूनाशक
ਉਗਣਾ,उगवण
1. ਜਰਮਪਲਾਜ਼ਮ 2. ਜਰਮਪਲਾਜ਼ਮ,1. जर्मप्लाझम 2. जर्मप्लाझम
gibberellic ਐਸਿਡ,गिबेरेलिक ऍसिड
ਇਕੱਠਾ ਕਰਨਾ,गोळा करणे
ਤੁਸ਼,तुष
1. ਗਲੁਟਨ 2. ਪੇਟੂ,1. ग्लूटेन 2. खादाड
glycolysis,ग्लायकोलिसिस
ਵਧੀਆ,छान
ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ,सुवर्ण क्रांती
1. ਵਰਗੀਕਰਨ 2. ਵਰਗੀਕਰਨ 3. ਪੱਧਰੀਕਰਨ,1. वर्गीकरण 2. वर्गीकरण 3. स्तरीकरण
1. ਗ੍ਰਾਫਟਡ ਪੌਦਾ 2. ਪੇਨਮਬਰਲ ਪਲਾਂਟ,1. कलमी वनस्पती 2. पेनम्ब्रल वनस्पती
ਕਲਮ ਅਸੰਗਤ,पेन विसंगत
ਗ੍ਰਾਨਾ,ग्राना
ਦਾਣੇ,दाणेदार
ਹਰੀ ਖਾਦ,हिरवे खत
ਹਰੀ ਕ੍ਰਾਂਤੀ,हरित क्रांती
ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ,वाढ आणि विकास
1. ਮਸੂੜਿਆਂ ਦੀ ਬਿਮਾਰੀ,1. हिरड्या रोग
ਵਿਪਰੀਤ ਲਿੰਗੀ,विषमलिंगी
1. ਪ੍ਰਕ੍ਰਿਤੀ 2. ਕੁਦਰਤ 3. ਰੂਪਗੁਣਾ 4. ਦਿੱਖ,1. प्रकृति 2. निसर्ग 3. रूपगुण 4. रूप
1. ਓਲਾ 2. ਕਰਕਪਟ 3. ਕਰਕਾ,1. ओला 2. कर्कपट 3. कर्का
ਰੋਮਿਲਵਾਚ,रोमिलवॉच
ਖਾਰੇ ਗੱਠ,खारट गळू
ਹੈਰੋ,हॅरो
1. ਵਾਢੀ ਸੂਚਕਾਂਕ 2. ਵਾਢੀ ਸੂਚਕਾਂਕ,1. कापणी निर्देशांक 2. कापणी निर्देशांक
1. ਵਾਢੀ 2. ਵਾਢੀ ਹੋਈ ਫ਼ਸਲ 3. ਮੁਕੰਮਲ ਫ਼ਸਲ 4. ਝਾੜ,1. कापणी 2. काढणी केलेले पीक 3. पूर्ण झालेले पीक 4. उत्पन्न
1. ਵੱਢਣਾ 2. ਵਾਢੀ 3. ਵੱਢਣਾ,1. तोडणे 2. कापणी करणे 3. तोडणे
1. ਅੰਡਾ ਦੇਣਾ 2. ਅੰਡੇ ਦੀ ਤਾਕਤ,1. अंडी घालणे 2. अंडी फोर्स
ਸੁੱਕਾ ਘਾਹ,सुकलेले गवत
ਸੁੱਕੀ ਫੀਡ,कोरडे खाद्य
ਗੰਜੀ,गंजी
ਧੁੰਦ,धुके
ਧੁੰਦਲਾ,धुके
1. ਬਲੀ 2. ਸੀਤਾ 3. ਮੁੰਡਕ 4. ਸਿਖਰ 5. ਸਿਰ 6. ਸਿਰਾ,1. बाली 2. सित्त 3. मुंडक 4. शीर्ष 5. डोके 6. सिरा
ਝਰੀ ਦਾ ਅੰਤ,खोबणीचा शेवट
ਚੋਟੀ ਦੀ ਛਾਂਟੀ,शीर्ष रोपांची छाटणी
ਵਾੜ,कुंपण
ਹਿਰਾਸਤ,ताब्यात
ਕੁੰਡਲਨੀ,कुंडलिनी
hematite,हेमॅटाइट
1. ਜੜੀ ਬੂਟੀ 2. ਜੜੀ ਬੂਟੀ,1. औषधी वनस्पती 2. औषधी वनस्पती
1.ਬੋਟੈਨੀਕਲ ਕਲੈਕਸ਼ਨ 2.ਬੋਟੈਨੀਕਲ ਮਿਊਜ਼ੀਅਮ,1.बॉटनिकल कलेक्शन 2.बॉटनिकल म्युझियम
ਜੜੀ-ਬੂਟੀਆਂ ਨਾਸ਼ਕ,तणनाशक
ਖ਼ਾਨਦਾਨੀ,आनुवंशिकता
ਖ਼ਾਨਦਾਨੀ,आनुवंशिकता
ਲਿੰਗੀ,उभयलिंगी
heterochromatic,heterochromatic
heterofertilization,heterofertilization
1. ਹਾਈਬ੍ਰਿਡੋਜ਼ 2. ਹੇਟਰੋਸਿਸ,1. हायब्रिडोज 2. हेटेरोसिस
ਸੈਕਸਕ੍ਰੋਮੋਸੋਮ,सेक्सक्रोमोसोम
ਪਾਲਣ ਪੋਸ਼ਣ,पालनपोषण
ਹੈਕਸਾਡੈਸੀਮਲ,हेक्साडेसिमल
ਠੰਡੀ ਸੁਸਤਤਾ,थंड सुप्तता
ਉੱਚ ਘਣਤਾ ਲਾਉਣਾ,उच्च घनता लागवड
1. ਪਿਂਡਲਕ 2. ਪਹਾੜੀ (ਝੋਨਾ),1. पिंडलक 2. टेकडी (भात)
ਹਿਸਟੋਗ੍ਰਾਮ,हिस्टोग्राम
ਉੱਚ ਤਕਨੀਕੀ ਬਾਗਬਾਨੀ,उच्च तंत्रज्ञान फलोत्पादन
1. ਦਹੀਂ 2. ਛਪਾਕੀ,1. दही 2. पोळ्या
1. ਨਦੀਨ 2. ਨਦੀਨ,1. खुरपणी 2. खुरपणी
ਹੋਲਡ,धारण
ਪ੍ਰਾਈਵੇਟ ਫਾਰਮ,खाजगी शेत
ਹੋਮਿਓਸਟੈਸਿਸ,होमिओस्टॅसिस
ਵਤਨ,जन्मभुमी
ਸਮਰੂਪਤਾ,एकजिनसीपणा
1. ਸਮਰੂਪ 2. ਸਮਰੂਪ,1. एकसंध 2. एकसंध
ਹਮਦਰਦ,सहानुभूती
ਸਮਰੂਪ,एकसंध
1. ਖੁਰਲਿਕਾ 2. ਭੋਜਨ ਦਾ ਡੱਬਾ 3. ਹੈਪਰ,1. खुर्लिका 2. अन्न कंटेनर 3. हापर
1. ਪਰਤ 2. ਹੋਰਾਈਜ਼ਨ,1. थर 2. क्षितिज
ਬਾਗਬਾਨੀ ਫਸਲ,बागायती पिके
1. ਬਾਗਬਾਨੀ 2. ਬਾਗਬਾਨੀ 3. ਬਾਗਬਾਨੀ 4. ਬਾਗਬਾਨੀ,1. फलोत्पादन 2. फलोत्पादन 3. फलोत्पादन 4. फलोत्पादन
