Malayalam,Gujarati
ബാലിസ്റ്റിക് സെൻസിറ്റിവിറ്റി,બેલિસ્ટિક સંવેદનશીલતા
ബാലിസ്റ്റിക് ടെസ്റ്റ്,બેલિસ્ટિક પરીક્ષણ
പ്രൊജക്ഷൻ,પ્રક્ષેપણ
സ്വതന്ത്ര പാത,મફત માર્ગ
വിക്ഷേപണ വാഹനം,લોન્ચ વાહન
ബാലിസ്റ്റിക് തരംഗം,બેલિસ્ટિક તરંગ
ബാലിസ്റ്റിക് കാറ്റ്,બેલિસ્ટિક પવન
"ബാലിസ്റ്റിക്സ്, ആയുധം","બેલિસ્ટિક્સ, હથિયાર"
"പ്രൊജക്റ്റൈൽ ചൂട്, പ്രൊജക്റ്റൈൽ ചൂട്","અસ્ત્ર ગરમી, અસ્ત્ર ગરમી"
ബലൂൺ ശബ്ദം,બલૂનનો અવાજ
ബാലനെറ്റ്,બેલોનેટ
"ബലൂൺ, ബലൂൺ","બલૂન, બલૂન"
ബലൂൺ ഫോട്ടോഗ്രാഫി,બલૂન ફોટોગ્રાફી
ബലൂൺ ചിത്രങ്ങൾ,બલૂન ચિત્રો
ബലൂൺ ടയർ,બલૂન ટાયર
"ബലൂൺ-വഹിക്കുന്ന, ബലൂൺ-വഹിക്കുന്ന","બલૂન-બોર્ન, બલૂન-બોર્ન"
ബാലറ്റ്,મતપત્ર
ബാൽമർ നിർത്തലാക്കൽ,બાલ્મર બંધ
ബാൽമർ ഫോർമുല,બાલ્મર ફોર્મ્યુલા
ബാൽമർ പരിധി,બાલ્મર મર્યાદા
ബാൽമർ സീരീസ്,બાલ્મર શ્રેણી
ബാൽമർ പോസ്റ്റ്,બાલ્મેર પોસ્ટ
"എസ്എസ്, ബലൂൺ","SS, બલૂન"
ബനാഖ് ബീജഗണിതം,બનાખ બીજગણિત
ബനാന ക്യാരക്ടർ ട്യൂബ്,બનાના કેરેક્ટર ટ્યુબ
ബനാന ജാക്ക്,બનાના જેક
ബനാന പ്ലഗ്,બનાના પ્લગ
"ബാൻഡ്, ബാൻഡ്, ബാൻഡ്, സംഘം","બેન્ડ, બેન્ડ, બેન્ડ, ટોળું"
സ്ഫോടനം,વિસ્ફોટ
ബാൻഡ് ബ്രേക്ക്,બેન્ડ બ્રેક
ബാൻഡ് ചുരുങ്ങൽ,બેન્ડ સંકોચન
ബാൻഡ് കർവ്,બેન્ડ વળાંક
പട്ടാകോർ എനർജി,પટ્ટકોર એનર્જી
ബാൻഡ് റിമൂവർ ഫിൽട്ടർ,બેન્ડ રીમુવર ફિલ્ટર
ബാൻഡ് വിടവ്,બેન્ડ ગેપ
ബാൻഡ് ഗ്രൂപ്പ്,બેન્ડ જૂથ
ബാൻഡ് ടോപ്പ്,બેન્ડ ટોચ
ബാൻഡ് പരിമിതപ്പെടുത്തുന്ന പ്രവർത്തനം,બેન્ડ મર્યાદિત કાર્ય
ബാൻഡ് ഒറിജിനൽ,બેન્ડ મૂળ
ബാൻഡ് പാർക്ക് ആംപ്ലിഫയർ,બેન્ડ પાર્ક એમ્પ્લીફાયર
ബാൻഡ് പാർക്ക് സവിശേഷതകൾ,બેન્ડ પાર્ક લાક્ષણિકતાઓ
ബാൻഡ് തുല്യ പ്രതികരണം,બેન્ડ પર પ્રતિસાદ
ബാൻഡ് പരമ്പര,બેન્ડ શ્રેણી
ബാൻഡ് വർക്ക്,બેન્ડ કામ
ബാൻഡ് ക്രമം,બેન્ડ ક્રમ
ബാൻഡ് ആകൃതി,બેન્ડ આકાર
ബാൻഡ് സ്പെക്ട്രം,બેન્ડ સ્પેક્ટ્રમ
ബാൻഡ് വിപുലീകരണം,બેન્ડ વિસ્તરણ
ബാൻഡ് വിപുലീകരണ ട്യൂണിംഗ് നിയന്ത്രണം,બેન્ડ વિસ્તરણ ટ્યુનિંગ નિયંત્રણ
ബാൻഡ് റിമൂവർ ഫിൽട്ടർ,બેન્ડ રીમુવર ફિલ્ટર
ബാൻഡ് ശക്തി,બેન્ડ તાકાત
ബാൻഡ് സ്വിച്ച്,બેન્ડ સ્વીચ
ബോർഡ് ശരീരം,બોર્ડ બોડી
സോളിഡുകളുടെ ബോർഡ് സിദ്ധാന്തം,ઘન પદાર્થોનો બોર્ડ સિદ્ધાંત
ബെൽറ്റ് തരം,બેલ્ટ પ્રકાર
ബാൻഡ് വീതി,બેન્ડ પહોળાઈ
ബാംഗ്-ബാംഗ് നിയന്ത്രണം,બેંગ-બેંગ નિયંત્રણ
പതാക പരിമിതപ്പെടുത്തുന്ന അടയാളം,ધ્વજ મર્યાદિત ચિહ્ન
ബോർഡ് പരിമിതമായ സിഗ്നൽ ഇടം,બોર્ડ મર્યાદિત સિગ્નલ જગ્યા
ബാൻഡ് തുല്യ പ്രതികരണം,બેન્ડ પર પ્રતિસાદ
ബാൻഡ് വിടവ് ഊർജ്ജം,બેન્ડ ગેપ ઊર્જા
വേവ് ബോർഡ് വീതി,તરંગ બોર્ડની પહોળાઈ
"അറേ, കുളം, തീരം, തീരം, ബാങ്ക്","એરે, પૂલ, કિનારો, કિનારો, બેંક"
വിളക്ക് ബീം,લેમ્પ બીમ
ബാങ്ക് കോയിൽ,બેંક કોઇલ
"സ്തംഭം, വടി, കോബ്, സില്ലി, ഡാൻഡ്; വടി, ബാർ, ബാർ, മതിൽ, ബാർ, ലൈൻ, ലൈൻ, ടെസ്റ്റ് ലൈൻ, എഡ്ജ്","થાંભલો, લાકડી, કોબ, સિલી, દાંડ; લાકડી, બાર, બાર, દિવાલ, બાર, રેખા, રેખા, પરીક્ષણ રેખા, ધાર"
"വടി, ആഡർ ടെസ്റ്റ്",લાકડી અને ઉમેરનાર પરીક્ષણ
സ്ട്രിപ്പ് ജനറേറ്റർ,સ્ટ્રીપ જનરેટર
ബാർ കാന്തം,બાર ચુંબક
വരയുള്ള ചിത്രം,પટ્ટાવાળી ચિત્રમ
പെൻഡുലം,લોલક લોલક
പെനാൽറ്റി റിലേ,પેનલ્ટી રિલે
ബാർദീൻ കൂപ്പർ ഷ്രിഫർ തത്വം (BCS ഡോക്ട്രിൻ),બાર્ડીન કૂપર શ્રીફર સિદ્ધાંત (બીસીએસ સિદ્ધાંત)
ബാർഡീൻ തത്വം,બાર્ડીન સિદ્ધાંત
വ്യക്തമായ ചാരുത,સ્પષ્ટ વશીકરણ
പ്രതിഫലനരഹിത റിയാക്ടർ,પ્રતિબિંબ વિનાનું રિએક્ટર
ബാരിറ്റോൺ പ്രസംഗം,બેરીટોન ભાષણ
ബാർഖൗസെൻ പ്രഭാവം,barkhausen અસર
ബാർഖൗസെൻ ചാട്ടം,barkhausen જમ્પ
ബാർലോ സൈക്കിൾ,બાર્લો ચક્ર
കളപ്പുര,કોઠાર
ബാർനെറ്റ് രീതി,બાર્નેટ પદ્ધતિ
വായു മർദ്ദം ഫ്യൂസ്,હવાનું દબાણ ફ્યુઝ
വായു മർദ്ദം ഗ്രാഫ്,હવાનું દબાણ ગ્રાફ
"ബാരോഗ്രാഫ്, ബാരോഗ്രാഫ്","બેરોગ્રાફ, બેરોગ્રાફ"
ബാരോമീറ്റർ,બેરોમીટર
ബാരോമീറ്റർ രീതി,બેરોમીટર પદ્ધતિ
ബാരോമീറ്റർ ട്യൂബ്,બેરોમીટર ટ્યુબ
ബാരോമെട്രിക് സവിശേഷതകൾ,બેરોમેટ્રિક લાક્ષણિકતાઓ
ബാരോമീറ്റർ കണ്ടൻസർ,બેરોમીટર કન્ડેન્સર
സമ്മർദ്ദ ഫോർമുല,દબાણ સૂત્ર
വായു മർദ്ദം ഗ്രേഡിയന്റ്,હવાનું દબાણ ઢાળ
ബാരോമെട്രിക് ഉയരം,બેરોમેટ્રિક ઊંચાઈ
വായു സമ്മർദ്ദ നിരീക്ഷണം,હવાના દબાણનું નિરીક્ષણ
മർദ്ദം ലോഡ്,દબાણ લોડ
അന്തരീക്ഷമർദ്ദം,વાતાવરણ નુ દબાણ
വായു മർദ്ദം ഗ്രേഡിയന്റ്,હવાનું દબાણ ઢાળ
വായു സമ്മർദ്ദ പ്രവണത,હવાનું દબાણ વલણ
വായു മർദ്ദ തരംഗം,હવાનું દબાણ તરંગ
അന്തരീക്ഷമർദ്ദം,વાતાવરણ નુ દબાણ
വായു മർദ്ദം വായ,હવાનું દબાણ મોં
സമ്മർദ്ദ പ്രതിരോധം,દબાણ પ્રતિકાર
ബാരോമീറ്റർ,બેરોમીટર
"കാർഷ് മണ്ഡലം, ബാരോ മണ്ഡലം","કર્ષ મંડળ, બેરો મંડળ"
സമ്മർദ്ദം ചെലുത്തി,દબાણયુક્ત
ന്യൂമാറ്റിക് സ്വിച്ച്,વાયુયુક્ત સ્વીચ
സമ്മർദ്ദം ട്രോമ,દબાણનો આઘાત
ഫ്ലാഷ് കണക്റ്റർ,ફ્લેશ કનેક્ટર
കൊടുങ്കാറ്റ് കണക്ഷൻ,તોફાન જોડાણ
ബാർ സർപ്പിളം,બાર સર્પાકાર
ബാരൽ സ്പ്രേ,બેરલ સ્પ્રે
ബാരേറ്റർ,બેરેટર
ബാരേറ്റർ ഇംപ്ലാന്റേഷൻ,બેરેટ ઇમ્પ્લાન્ટેશન
"തടസ്സം, തടസ്സം, ആണവ തടസ്സം, സ്തര","અવરોધ, અવરોધ, પરમાણુ અવરોધ, પટલ"
തടസ്സം ഊർജ്ജം,અવરોધ ઊર્જા
തടസ്സ മേഖല,અવરોધ ઝોન
തടസ്സത്തിന്റെ ഉയരം,અવરોધની ઊંચાઈ
തടസ്സം നില,અવરોધ સ્તર
ബാരിയർ ലെവൽ കപ്പാസിറ്റൻസ്,અવરોધ સ્તરની ક્ષમતા
ബാരിയർ ലെവൽ സെൽ,અવરોધ સ્તર કોષ
ബാർട്ട്ലെറ്റ് ഫോഴ്സ്,બાર્ટલેટ ફોર્સ
ബാരിയോൺ,બેરિયન
ബാരിയോൺ-പള്ളി,બેરીઓન-ચર્ચ
ബാരിയോൺ നമ്പർ,બેરીઓન નંબર
ബാരിയോൺ അനുരണനം,બેરીઓન રેઝોનન્સ
ബേരിയം ആറ്റം ആറ്റം,બેરિયમ અણુ અણુ
ഗുരുമണ്ഡലം,ગુરુમંડળ
"അടിസ്ഥാന ഗ്രാം തന്മാത്ര, അടിസ്ഥാന മോൾ","આધાર ગ્રામ-પરમાણુ, આધાર છછુંદર"
താഴത്തെ നില,ભોંય તળીયુ
നിർദ്ദേശ വിലാസം,સૂચના સરનામું
അടിസ്ഥാന ബാൻഡ്,આધાર બેન્ડ
അടിസ്ഥാന ശിക്ഷ,આધાર દંડ
താഴെയുള്ള രോമം,નીચે ઉતારવું
അടിസ്ഥാന കളക്ടർ കൺവെൻഷൻ,આધાર કલેક્ટર સંમેલન
ആധാർ ശങ്കയ്,આધાર શંકય
അടിസ്ഥാന മാറ്റം,આધાર ફેરફાર
അടിസ്ഥാന ട്രാക്ഷൻ,આધાર ટ્રેક્શન
അടിസ്ഥാന ഇലക്ട്രോഡ്,આધાર ઇલેક્ટ્રોડ
അടിസ്ഥാന വിനിമയം,આધાર વિનિમય
"ബേസ് എക്സ്ചേഞ്ച് കപ്പാസിറ്റി, ബേസ് എക്സ്ചേഞ്ച് കപ്പാസിറ്റി","આધાર વિનિમય ક્ષમતા, આધાર વિનિમય ક્ષમતા"
അടിസ്ഥാന സിനിമ,આધાર ફિલ્મ
കോർ ടീം,મુખ્ય ટીમ
അടിസ്ഥാന ശക്തി,આધાર શક્તિ
അടിസ്ഥാന-ഉയരം അനുപാതം,આધાર-ઊંચાઈ ગુણોત્તર
ഇൻസുലേറ്റിംഗ് ബേസ്,ઇન્સ્યુલેટીંગ આધાર
"അടിസ്ഥാനരേഖ, നിർദ്ദേശ രേഖ","આધારરેખા, સૂચના રેખા"
അടിസ്ഥാന മൂല്യം,આધારરેખા મૂલ્ય
"ലോഹമല്ലാത്ത, അടിസ്ഥാന ലോഹം","નોનમેટલ, બેઝ મેટલ"
അടിസ്ഥാന മോഡുലേഷൻ,આધાર મોડ્યુલેશન
ആധാർ നമ്പർ,આધાર નંબર
അടിസ്ഥാന പ്രദേശം,આધાર વિસ્તાર
അടിസ്ഥാന പ്രതിരോധം,આધાર પ્રતિકાર
അടിസ്ഥാന മോതിരം,આધાર રિંગ
അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം,બેઝ એક્સ્ટેંશન પ્રતિકાર
അടിസ്ഥാന ടെർമിനൽ,આધાર ટર્મિનલ
അടിസ്ഥാന ട്രാൻസ്മിഷൻ ഗുണകം,આધાર ટ્રાન્સમિશન ગુણાંક
അടിസ്ഥാന വോൾട്ടേജ്,આધાર વોલ્ટેજ
ആന്തരിക അടിത്തറ,આંતરિક આધાર
അടിസ്ഥാന സർക്യൂട്ട്,બેઝલાઇન સર્કિટ
ബേസ്-ലോഡഡ് ആന്റിന,બેઝ-લોડેડ એન્ટેના
ബാഹ്യ അടിത്തറ,બાહ્ય આધાર
അടിസ്ഥാന സ്റ്റോക്ക് സിസ്റ്റം,બેઝ સ્ટોક સિસ્ટમ
അടിസ്ഥാന,પાયાની
അടിസ്ഥാന ആവൃത്തി,મૂળભૂત આવર્તન
അടിസ്ഥാന മെറ്റൽ റക്റ്റിഫയർ,મૂળભૂત મેટલ રેક્ટિફાયર
അടിസ്ഥാന ഫോട്ടോഗ്രാഫി തത്വങ്ങൾ,મૂળભૂત ફોટોગ્રાફી સિદ્ધાંતો
ഏറ്റവും കുറഞ്ഞ ആവർത്തന നിരക്ക്,સૌથી નીચો પુનરાવર્તન દર
അടിസ്ഥാന സൗകര്യങ്ങൾ,ઈન્ફ્રાસ્ટ્રક્ચર
അടിസ്ഥാന തരംഗ പ്രതിഭാസം,આધાર તરંગની ઘટના
അടിസ്ഥാനം,પાયો
ആണവ അടിത്തറ,પરમાણુ આધાર
ബാസ്ക്കറ്റ് കോയിൽ,ટોપલી કોઇલ
ക്രാൻബെറി തൊപ്പി,ક્રેનબેરી કેપ
"ബൈസ് ദണ്ഡ്, മന്ദ്ര ദണ്ഡ്","બૈસ દંડ, મન્દ્રા દંડ"
"മന്ദ്ര വർദ്ധനവ്, ബാസ് വർദ്ധനവ്","મંડ્રા વધારો, બાસ વધારો"
ബാസ് ക്ലാരിനെറ്റ്,બાસ ક્લેરનેટ
"ബാസ്‌ക്ലെഫ്, എഫ് ക്ലെഫ്","Basclef, F clef"
ബാസ് നഷ്ടപരിഹാരം,બાસ વળતર
ബാസ് കൺട്രോളർ,બાસ નિયંત્રક
"മന്ദ്ര മോഡിഫയർ, ബാസ് മോഡിഫയർ","મન્દ્રા મોડિફાયર, બાસ મોડિફાયર"
"റിഫ്ലക്ടർ ഫിൽറ്റർ, ബാസ് റിഫ്ലക്ടർ ഫിൽട്ടർ","રિફ્લેક્ટર ફિલ્ટર, બાસ રિફ્લેક્ટર ફિલ્ટર"
"ബാസ് ഡ്രം, വലിയ ഡ്രം","બાસ ડ્રમ, મોટા ડ્રમ"
"മന്ദ്ര ഫ്ലൂട്ട്, ബാസ് ഫ്ലൂട്ട്","મન્દ્રા વાંસળી, બાસ વાંસળી"
"മന്ദർ സ്വർ ലൗഡ് സ്പീക്കർ, ഊഫർ","મંદાર સ્વર લાઉડસ્પીકર, ઓફર"
"മന്ദർ സ്വര റിഫ്ലെക്സ്, ബാസ് റിഫ്ലെക്സ്","મંદાર સ્વરા રીફ્લેક્સ, બાસ રીફ્લેક્સ"
അടിസ്ഥാന റിവേഴ്സിബിൾ റെസിസ്റ്റർ,બેસ રિવર્સિબલ રેઝિસ્ટર
"ബാസ് പ്രതികരണം, ചന്ദ്രന്റെ പ്രതികരണം","બાસ પ્રતિભાવ, ચંદ્ર પ્રતિભાવ"
മന്ദ്ര വാതിൽ,મન્દ્રા દરવાજો
ബാസ് ട്യൂബ,બાસ ટ્યૂબા
ശബ്ദ ട്യൂണിംഗ്,ધ્વનિ ટ્યુનિંગ
"ബൈസ്, മന്ദ്രസ്വർ","બાઈસ, મંદરસવર"
മന്ദ്രസ്വർ ബാരിറ്റോൺ,મંદસ્વર બેરીટોન
"മന്ദ്ര നഷ്ടപരിഹാരം, ബൈസ് നഷ്ടപരിഹാരം","મન્દ્રા કમ્પેન્સેટરી, બાઈસ કોમ્પેન્સેટરી"
"ബാസൽ, മന്ദ്ര","બસલ, મન્દ્રા"
"ഗാൻ ഫീഡർ, ബാച്ച് ഫീഡർ","ગાન ફીડર, બેચ ફીડર"
"എണ്ണൽ, ടീം കോമ്പോസിഷൻ","ગણતરી, ટીમ રચના"
ഷീറ്റ്-ബൈൻഡിംഗ്,શીટ-બંધનકર્તા
"ജലസംഭരണി, ജലസംഭരണി, ഹീറ്റർ, ചൂടാക്കൽ പാത്രം, കുളി","કુંડ, કુંડ, હીટર, હીટિંગ પોટ, સ્નાન"
അക്രോമാറ്റിക്,વર્ણહીન
"ക്രോഡോസ്ഫിയർ, ബാത്തിസ്ഫിയർ","ક્રોડોસ્ફિયર, બાથિસ્ફિયર"
"ബാത്തിതെർമോഗ്രാഫ്, ആഴത്തിലുള്ള തെർമോമീറ്റർ","બાથિથર્મોગ્રાફ, ડીપ થર્મોમીટર"
പീക്ക്-എ-ബൂ സിസ്റ്റം,પીક-એ-બૂ સિસ્ટમ
സൈഡ് ബാറ്ററികൾ,બાજુની બેટરીઓ
ഗ്രേഡഡ് ബാറ്ററികൾ,ગ્રેડ કરેલી બેટરી
ബാറ്ററി,બેટરી
ബാറ്ററി ചാർജർ,બેટરી ચાર્જર
ബാറ്ററി ഇലക്ട്രോലൈറ്റ്,બેટરી ઇલેક્ટ્રોલાઇટ
ബാറ്ററി ഗേജ്,બેટરી ગેજ
ബാറ്ററിയിൽ പ്രവർത്തിക്കുന്ന ഹെഡ്‌ഫോണുകൾ,બેટરી સંચાલિત હેડફોન
യുദ്ധഭൂമി നിരീക്ഷണ റഡാർ,યુદ્ધભૂમિ સર્વેલન્સ રડાર
തൂവൽ ആന്റിന,પીછા એન્ટેના
ബൗഡ്,બૉડ
ബോഡോ കോഡ്,બોડો કોડ
"അറേ, ചേമ്പർ, ഉൾക്കടൽ, സമുദ്രം","એરે, ચેમ્બર, ખાડી, સમુદ્ર"
ബയണറ്റ് സോക്കറ്റ്,બેયોનેટ સોકેટ
വിളക്കുമാടം,દીવાદાંડી
ബീക്കൺ പാത,બીકન પાથ
ബീക്കൺ ലൈറ്റ്,બીકન લાઇટ
ബീക്കൺ അവതരണം,બીકન પ્રસ્તુતિ
"ബീക്കൺ-ബ്ലഡ്, ബീക്കൺ റെഡ്","બીકન-બ્લડ, બીકન રેડ"
ബീക്കൺ ഹൈജാക്കിംഗ്,બીકન હાઇજેકિંગ
ബീക്കൺ ട്രാൻസ്‌പോണ്ടർ,બીકન ટ્રાન્સપોન્ડર
"മാണിക, ബീഡ്","મણિકા, બીડ"
മാണിക തെർമിസ്റ്റർ,મણિકા થર્મિસ્ટર
"ബീം, ബീം, ബീം, ട്രംപ്","બીમ, બીમ, બીમ, ટ્રમ્પ"
കണികാ ബീം,કણ બીમ
ബീം ഏരിയൽ,બીમ એરિયલ
"ബീം വിന്യാസം, ക്യാമറ വിന്യാസം","બીમ સંરેખણ, કેમેરા સંરેખણ"
ബീം കോൺ,બીમ કોણ
"ബീം പ്രതിരോധം, ബീം പ്രതിരോധം","બીમ પ્રતિકાર, બીમ પ્રતિકાર"
ബീം അറ്റൻവേറ്റർ,બીમ એટેન્યુએટર
പെനൽ-ബെന്റ്,દંડાત્મક વલણ
ബീം ഫ്ലെക്സർ,બીમ ફ્લેક્સર
ബീം ബെൻഡിംഗ്,બીમ બેન્ડિંગ
ബീം കോമ്പസ്,"બેરોમીટર, બીમ હોકાયંત્ર"
ബീം ഒത്തുചേരൽ,બીમ કન્વર્જન્સ
ബീം കപ്ലിംഗ്,બીમ કપ્લીંગ
ബീം കപ്ലിംഗ്,બીમ કપ્લીંગ
ബീം സ്ട്രീം,બીમ સ્ટ્રીમ
ബാർ വക്രത,બાર વક્રતા
ബീം ട്യൂബ്,બીમ ટ્યુબ
ബീം വ്യതിചലനം,બીમ વિચલન
ബീം ദ്വാരം,બીમ છિદ્ર
ബീം പ്രതിരോധം,બીમ અવબાધ
ബീം പോയിന്റർ,બીમ પોઇન્ટર
ബീം വിറയൽ,બીમ જીટર
ഗ്രാനുലാർ ആന്ദോളനങ്ങൾ,દાણાદાર ઓસિલેશન
ശിക്ഷാ സംവിധാനം,દંડની પદ્ધતિ
ബീം മോഡുലേഷൻ,બીમ મોડ્યુલેશન
ബീം വേവ്,બીમ તરંગ
പെനാൽറ്റി തൂക്കുക,દંડ તોલવું
ആറ്റോമിക് ബീം,અણુ બીમ
ബീം ചിത്രം,બીમ છબી
ബീം പ്ലാസ്മ ആംപ്ലിഫയർ,બીમ પ્લાઝ્મા એમ્પ્લીફાયર
ബീം പവർ ട്യൂബ്,બીમ પાવર ટ્યુબ
ബീം പ്രൊജക്റ്റൈൽ,બીમ અસ્ત્ર
ബീം ആരോഹണം,ચડતા બીમ
ബീം ദിശ,બીમ દિશા
ബീം കയറ്റം,બીમ ચઢાણ
ബീം സെപ്പറേറ്റർ,બીમ વિભાજક
ബീം സിഗ്നൽ,બીમ સિગ્નલ
ബീം സ്പ്ലിറ്ററും കോർഡിനേറ്ററും,બીમ સ્પ્લિટર અને કોઓર્ડિનેટર
ബീം വിഭജന സംവിധാനം,બીમ વિભાજન સિસ્ટમ
ബീം വിഭജനം,બીમ વિભાજન
ബീം വികാസം,બીમ વિસ્તરણ
ബീം സ്വിച്ചിംഗ്,બીમ સ્વિચિંગ
ബീം സ്വിച്ചിംഗ് കൺവെർട്ടർ,બીમ સ્વિચિંગ કન્વર્ટર
ബീം പരസ്പരബന്ധം,બીમ પારસ્પરિકતા
ബീം ട്രാൻസ്മിഷൻ,બીમ ટ્રાન્સમિશન
ബീം കെണി,બીમ ટ્રેપ
ബീം ഇലക്ട്രോൺ ട്യൂബ്,બીમ ઇલેક્ટ્રોન ટ્યુબ
"ബീം വോൾട്ടേജ്, ആക്സിലറേഷൻ വോൾട്ടേജ്","બીમ વોલ્ટેજ, પ્રવેગક વોલ્ટેજ"
"ബീം വേവ് ഗൈഡ്, ബീം വേവ് ഗൈഡ്","બીમ વેવગાઈડ, બીમ વેવગાઈડ"
ബീം വിപുലീകരണ പിശക്,બીમ એક્સ્ટેંશન ભૂલ
"ബീം ആംഗിൾ, അപ്പേർച്ചർ ആംഗിൾ, വെർട്ടെക്സ് ആംഗിൾ","બીમ કોણ, બાકોરું કોણ, શિરોબિંદુ કોણ"
ബാർ കോളം,બાર કૉલમ
"decman, decagon bearing","decman, decagon બેરિંગ"
"ബെയറിംഗ് നിർദ്ദേശങ്ങൾ, ഡെക്മാൻ നിർദ്ദേശങ്ങൾ","બેરિંગ સૂચનાઓ, ડેકમેન સૂચનાઓ"
"ഡെക്ക്മാൻ ഡീവിയേഷൻ ഇൻഡിക്കേറ്റർ, ബെയറിംഗ് ഡിവിയേഷൻ ഇൻഡിക്കേറ്റർ","ડેકમેન વિચલન સૂચક, બેરિંગ વિચલન સૂચક"
ആംഗിൾ പൊട്ടൻഷിയോമീറ്റർ,કોણ પોટેંશિયોમીટર
"ബെയറിംഗ് റെസല്യൂഷൻ, ഡെക്മാൻ റെസലൂഷൻ","બેરિંગ રિઝોલ્યુશન, ડેકમેન રિઝોલ્યુશન"
ഡയഗണൽ ട്രാൻസ്മിഷൻ യൂണിറ്റ്,ડાયગોનલ ટ્રાન્સમિશન યુનિટ
"ഡോൾ, വിസ്പൻഡ്","ડોલ, વિસ્પંડ"
അടി ആവൃത്തി,હરાવ્યું આવર્તન
ഫ്രീക്വൻസി ഓസിലേറ്റർ അടിക്കുക,બીટ ફ્રીક્વન્સી ઓસિલેટર
ബീറ്റ്-ഫ്രീക്വൻസി ഓസിലേറ്റർ സിസ്റ്റം,બીટ-ફ્રિકવન્સી ઓસિલેટર સિસ્ટમ
ബീറ്റ്-ഫ്രീക്വൻസി ഘടകം,બીટ-ફ્રિકવન્સી ઘટક
ഷോക്ക് പ്രസ്ഥാനം,આઘાત ચળવળ
സ്പന്ദിക്കുന്ന ശബ്ദം,વાઇબ્રેટિંગ અવાજ
വൈബ്രേറ്റിംഗ് ടോൺ ഡിറ്റക്ടർ,વાઇબ્રેટિંગ ટોન ડિટેક્ટર
"പൾസേഷൻ റിസപ്ഷൻ, ഹെറ്ററോഡൈൻ സ്വീകരണം","પલ્સેશન રિસેપ્શન, હેટરોડિન રિસેપ્શન"
വിസ്പർ-ടോൺ,વ્હીસ્પર-ટોન
സ്പന്ദിക്കുന്ന തരംഗം,ધબકતી તરંગ
വിഷാദം,હતાશાજનક
ഡി-പൾസേഷൻ ഇൻസ്ട്രുമെന്റേഷൻ,ડી-પલ્સેશન ઇન્સ્ટ્રુમેન્ટેશન
"ഇടിമുഴക്കം, മിടിക്കൽ","ધબકવું, ધબકવું"
വൈബ്രേറ്റിംഗ് ഓസിലേറ്റർ,વાઇબ્રેટિંગ ઓસિલેટર
ഞെട്ടിക്കുന്ന ഞാങ്ങണ,આઘાત રીડ
ഫാൻ ബീം,ચાહક બીમ
ബെക്വറൽ റേ,બેકરેલ રે
ബെക്വറൽ പ്രഭാവം,બેકરેલ અસર
ബെക്വറൽ (റേഡിയോ ആക്ടിവിറ്റി യൂണിറ്റ്),બેકરેલ (કિરણોત્સર્ગીતાનું એકમ)
ബീപ്പ്,બીપ
ബീപ്പർ,બીપર
പരുക്കൻ ശബ്ദം,રફ વોકલ્સ
ബീവേഴ്സ് ലിപ്സൺ സ്ട്രിപ്പ്,Beavers Lipson સ્ટ્રીપ
ബിൽബി ലെവൽ,બિલ્બી સ્તર
മണി,બેલ
ബെല്ലിനോഗ്രാം,બેલિનોગ્રામ
മണി വളവ്,ઘંટડી વળાંક
മണി ഭരണി,ઘંટડી બરણી
മണി ബട്ടൺ,બેલ બટન
മണി വളവ്,ઘંટડી વળાંક
മണിക്കൂർഗ്ലാസ് വിതരണം,કલાકગ્લાસ વિતરણ
മണി ക്ലോക്ക്,ઘંટડી ઘડિયાળ
തുരുത്തി,બેલો
സ്ട്രിപ്പ് സ്കാനർ,સ્ટ્રીપ સ્કેનર
സ്ട്രാപ്പ് ടെൻഷൻ,પટ્ટા તણાવ
ബനാഖ് ദൂരം,બનાખ અંતર
"ബെഞ്ച്, വേദിക, ബെഞ്ച്","બેંચ, વેદિકા, બેંચ"
ബെഞ്ച്-പിശക്,બેન્ચ-ભૂલ
ബെഞ്ച് ഫോട്ടോമീറ്റർ,બેન્ચ ફોટોમીટર
"വളയുക, ബങ്ക് (എഡി.), തിരിയാൻ (പതിപ്പ്)","વાળવું, નાસી જવું (ઇડી.), વળવું (વેર.)"
വളയുന്ന ഘടകം,બેન્ડિંગ તત્વ
വളയുന്ന ട്രാൻസ്ഡ്യൂസർ,બેન્ડિંગ ટ્રાન્સડ્યુસર
ബാങ്കൻ,બેંકન
വളയുന്ന ഊർജ്ജം,બેન્ડિંગ એનર્જી
വളയുന്ന ആവൃത്തി,બેન્ડિંગ આવર્તન
ബാങ്കൻ ഉറപ്പാണ്,બેંકન ખાતરી કરો
വളയുന്ന നിമിഷം,વળાંકની ક્ષણ
ലെൻസ് ബെൻഡിംഗ്,લેન્સ બેન્ડિંગ
വളയുന്ന ശക്തി,બેન્ડિંગ તાકાત
ബാങ്കൻ പിറ്റ്ബാൽ,બેંકન પીટબલ
വളയുന്ന പരിശോധന,બેન્ડિંગ ટેસ્ટ
വളയുന്ന ടോർക്ക്,બેન્ડિંગ ટોર્ક
വളയുന്ന വൈബ്രേഷൻ,બેન્ડિંગ કંપન
വളയുന്ന തരംഗം,બેન્ડિંગ તરંગ
ബെനിറ്റോ,બેનિટો
മടക്കിയ പിഴ,ફોલ્ડ પેનલ્ટી
