English,Assamese
Home Guard,হোম গাৰ্ড
Homeland,গৃহভূমি
Home rule,গৃহ শাসন
Home Rule,হোম ৰুল
Horde,হৰ্ড
Horde,হৰ্ড
Hostile country,শত্ৰুতাপূৰ্ণ দেশ
Hostile land,শত্ৰুতাপূৰ্ণ ভূমি
hot pursuit,hot pursuit
House,ঘৰ
House,ঘৰ
House of Commons,হাউচ অৱ কমনছ
House of Lords,হাউচ অৱ লৰ্ডছ
House of Representatives,প্ৰতিনিধি সদন
Huguenots,হুগুয়েনট
Humanism,মানৱতাবাদ
Humanist,মানৱতাবাদী
Hundred Yesrs' War,শত Yesrs&#39; যুদ্ধ
Hunker,হাংকাৰ
Ibadat Khana (House of Worship),ইবাদাত খানা (পূজাৰ ঘৰ)
Iconoclast,আইকনক্লাষ্ট
Idolater,মূৰ্তিপূজক
Ilahi era,ইলাহি যুগ
Illegal war,অবৈধ যুদ্ধ
Illuminated manuscript,আলোকিত পাণ্ডুলিপি
Illustrated manuscript,সচিত্ৰ পাণ্ডুলিপি
Illustrated manuscript,সচিত্ৰ পাণ্ডুলিপি
Imam (Immaum),ইমাম (ইমাউম)
Imamate,ইমামত
Imamate,ইমামত
Imambarah,ইমাম্বৰা
Imperial,ইম্পেৰিয়েল
Imperial city,ইম্পেৰিয়েল চিটি
Imperialism,সাম্ৰাজ্যবাদ
Imperial preference,ইম্পেৰিয়েল পছন্দ
Impolicy,নীতিহীনতা
Impostor,ভণ্ড
Imprisonment,কাৰাবাস
Imprisonment,কাৰাবাস
Incursion,আক্ৰমণ
Incursionist,আক্ৰমণকাৰী
Independence,স্বাধীনতা
Independence day,স্বাধীনতা দিৱস
Independence Hall,স্বাধীনতা প্ৰেক্ষাগৃহ
Indian Amerian (=Red Indian=American Indian),ভাৰতীয় আমেৰিকান (=ৰেড ইণ্ডিয়ান=আমেৰিকান ইণ্ডিয়ান)
Indian Home Rule League,ইণ্ডিয়ান হোম ৰুল লীগ
Industrial Revolution,ঔদ্যোগিক বিপ্লৱ
Infidel,কাফিৰ
Infidel,কাফিৰ
Infiltration,অনুপ্ৰৱেশ
Infiltrator,অনুপ্ৰৱেশকাৰী
Informant,তথ্যদাতা
Informant,তথ্যদাতা
Informer,তথ্যদাতা
Informer,তথ্যদাতা
Ingress,প্ৰৱেশ
Ingress,প্ৰৱেশ
Ingress,প্ৰৱেশ
Inhabitance,বাসস্থান
Inhabitant,বাসিন্দা
Inheritance,উত্তৰাধিকাৰ
Inheritance,উত্তৰাধিকাৰ
Inheritance,উত্তৰাধিকাৰ
Inscription,শিলালিপি
Insignia,চিহ্ন
Instrument of Accession,যোগদানৰ যন্ত্ৰ
Instrument of Government,চৰকাৰৰ আহিলা
Insurgence (insurgency),বিদ্ৰোহ (বিদ্ৰোহ)
Insurgent,বিদ্ৰোহী
Insurrection,বিদ্ৰোহ
Insurrection,বিদ্ৰোহ
Integration,সংহতি
Integrity of records,ৰেকৰ্ডৰ অখণ্ডতা
Integrity of states,ৰাজ্যসমূহৰ অখণ্ডতা
Intelligentsia (Intelligentzia),বুদ্ধিমান (Intelligentzia)
Intercession,মধ্যস্থতা
Intercessor,মধ্যস্থতাকাৰী
Intermediary,মধ্যস্থতাকাৰী
Internationalism,আন্তৰ্জাতিকতাবাদ
Internationalism,আন্তৰ্জাতিকতাবাদ
Internationalist,আন্তৰ্জাতিকতাবাদী
Internecine war,আন্তঃসংযোগী যুদ্ধ
Internee,ইণ্টাৰনী
Internee,ইণ্টাৰনী
Internee camp,ইণ্টাৰনী শিবিৰ
Internment,আৱদ্ধ কৰি ৰখা
Internment,আৱদ্ধ কৰি ৰখা
Internment,আৱদ্ধ কৰি ৰখা
Internuncio,Internuncio
Interpreter,ব্যাখ্যাকৰোতা
Interpreter,ব্যাখ্যাকৰোতা
Interpreter,ব্যাখ্যাকৰোতা
Intervention,হস্তক্ষেপ
Intestacy,ইনটেষ্টেচি
Intestate,ইনটেষ্টেট
Intrigue,কুটিলতা
Intruder,অনুপ্ৰৱেশকাৰী
Intruder,অনুপ্ৰৱেশকাৰী
Intrusion,অনুপ্ৰৱেশ
Invasion,আক্ৰমণ
Invasion,আক্ৰমণ
Invest,বিনিয়োগ কৰা
Invest,বিনিয়োগ কৰা
Invest,বিনিয়োগ কৰা
Invest,বিনিয়োগ কৰা
Investiture,বিনিয়োগ
Investiture,বিনিয়োগ
Investiture,বিনিয়োগ
Investiture ceremony,বিনিয়োগ অনুষ্ঠান
Invest with nationality,জাতীয়তাৰ সৈতে বিনিয়োগ কৰক
Invincible Armada,অজেয় আৰ্মাডা
Inviolateness (of state),অলংঘনীয়তা (ৰাষ্ট্ৰৰ)
Inviolate state,অলংঘিত অৱস্থা
Invulnerable castle,অক্ষম দুৰ্গ
Iron age,লোৰ যুগ
Iron curtain,লোহাৰ পৰ্দা
Iron guard,লোহাৰ ৰক্ষক
Iron rations,লোহাৰ ৰেচন
Iron sides,লোহাৰ কাষ
Iron tipped arrow,লোহাৰ টিপযুক্ত কাঁড়
Isthmian games,ইষ্টমিয়ান খেল
Janissary,জেনিছাৰী
Janitor,জেনিটৰ
Janitor,জেনিটৰ
Javelin,জেভেলিন
Jim Crow Laws,জিম ক&#39;ৰ&#39; ল&#39;ছ
Jingo,জিংগো
Jingo,জিংগো
Jingo,জিংগো
Jingoism,জিংগোবাদ
Joint action,যৌথ ব্যৱস্থা
Joint control,যৌথ নিয়ন্ত্ৰণ
Joint occupancy,যৌথ দখল
Jury,জুৰী
Just cause,মাত্ৰ কাৰণ
Keep,ৰাখক
Keeper of Archives,আৰ্কাইভৰ ৰক্ষক
Kettle-drum,কেটলি-ড্ৰাম
Key word,মূল শব্দ
King,ৰজা
Kingdom,ৰাজ্য
Kinglet,কিংলেট
King maker,ৰজা নিৰ্মাতা
Kingship,ৰজাৰ পদ
Kingship,ৰজাৰ পদ
Kitchen cabinet,পাকঘৰৰ কেবিনেট
Knight,ৰজা
Kinghthood,ৰজাৰত্ব
Kinghts hospitalers,Kinghts হস্পিতালৰ লোক
Knights of Saint John,নাইটছ অৱ চেণ্ট জন
Knight Templar,নাইট টেম্পলাৰ
Ku Klux Klan (K.K.K.),কু ক্লাক্স ক্লান (KKK)
Kumintang,কুমিনতাং
Laity,লেইটি
Lance,লেন্স
Lancer,লেন্সাৰ
Later Guptas,পিছলৈ গুপ্তাছ
Lawful heir,বৈধ উত্তৰাধিকাৰী
Lawlessness (=disorder),আইন-শৃংখলাহীনতা (=বিকাৰ)
Lawlessness (=disorder),আইন-শৃংখলাহীনতা (=বিকাৰ)
Law lords,আইন প্ৰভুসকল
Law of Piety,ধৰ্মপৰায়ণতাৰ নিয়ম
League of Nations,লীগ অৱ নেচনছ
Legacy (=bequest),লিগেচি (=উইল)
Legacy (=bequest),লিগেচি (=উইল)
Legal heir,আইনী উত্তৰাধিকাৰী
Legate,লেগেট
Legate,লেগেট
Legate,লেগেট
Legend,কিংবদন্তী
Legend,কিংবদন্তী
Legion,লিজিয়ন
Legion,লিজিয়ন
Legion of Honour,লিজিয়ন অৱ অনাৰ
Lese majesty (=lese majeste),লেচে মহিমা (=lese majeste)
Lesser states,ক্ষুদ্ৰ ৰাজ্য
Letters of credence,বিশ্বাসযোগ্যতাৰ পত্ৰ
Liege-lord,লিয়েজ-লৰ্ড
Liege man,লিয়েজ মানুহ
Liege man,লিয়েজ মানুহ
Life imprisonment,আজীৱন কাৰাদণ্ড
Lineage,বংশ
Little Englander,লিটিল ইংলেণ্ডৰ
Little Vehicle (=lesser vehicle),লিটল ভেহিকেল (=ক্ষুদ্ৰ বাহন)
Littoral state,উপকূলীয় অৱস্থা
Liturgies,লিটাৰ্জী
Liturgy,লিটাৰ্জী
Local allegiance,স্থানীয় আনুগত্য
Local-self government,স্থানীয়-আত্ম চৰকাৰ
Long Parliament,দীঘলীয়া সংসদ
Low Countries,নিম্ন দেশ
Loyal,অনুগত
Loyalty,আনুগত্য
Machiavellian policy,মেকিয়াভেলিয়ান নীতি
Magna Carta,মেগনা কাৰ্টা
Magnum Concillium,মেগনাম কনচিলিয়াম
Malum prohibitum,মালুম প্ৰহিবিটাম
Mandamus,মাণ্ডামছ
Mandate,আদেশ
"Mandate, class 'A'","আদেশ, ক্লাছ &#39;ক&#39;।"
"Mandate, class 'B'","আদেশ, ক্লাছ &#39;খ&#39;।"
"Mandate, class 'C'","আদেশ, শ্ৰেণী &#39;গ&#39;।"
Mandate system,আদেশ ব্যৱস্থা
Mandatory state,বাধ্যতামূলক ৰাজ্য
Mangonel,মেংগোনেল
Manifesto,ইস্তাহাৰ
Manoeuvres,কৌশল
Man-of-war,যুদ্ধৰ মানুহ
Manor,মেন&#39;ৰ
Manor,মেন&#39;ৰ
Man-power,মানুহ-শক্তি
Man-power,মানুহ-শক্তি
Manumission,মানুমিচন
Manumit,মনুমিত
Manuscript,পাণ্ডুলিপি
Manuscript,পাণ্ডুলিপি
Manuscript,পাণ্ডুলিপি
Marauder,মাৰাউডাৰ
Maritime belt,সামুদ্ৰিক বেল্ট
Maritime civilization,সামুদ্ৰিক সভ্যতা
Maritime flag,সামুদ্ৰিক পতাকা
Maritime powers,সামুদ্ৰিক শক্তিসমূহ
Maritime soverignty,সামুদ্ৰিক সাৰ্বভৌমত্ব
Maritime war,সামুদ্ৰিক যুদ্ধ
Marquis,মাৰ্কিছ
Marquisate,মাৰ্কিজেট
Martial law,সামৰিক আইন
Martial races,যুদ্ধ দৌৰ
Martyr,শ্বহীদ
Massacre,হত্যাকাণ্ড
Mass of manoeuvre,কৌশলৰ ভৰ
Master-at-arms,মাষ্টাৰ-এট-আৰ্মছ
Master of ceremonies,অনুষ্ঠানৰ মাষ্টাৰ
Master of Household,মাষ্টাৰ অৱ হাউচহ’ল্ড
Master of the Horse,ঘোঁৰাৰ মাষ্টাৰ
Master of the Rolls,মাষ্টাৰ অৱ দ্য ৰোলছ
Match,মিল থকা
Match,মিল থকা
Matchlock,মেচলক
Matrimonial alliance,বৈবাহিক মিত্ৰতা
Mediterranian powers,ভূমধ্যসাগৰীয় শক্তিসমূহ
Menshevik,মেনশ্বেভিক
Mercenary army,ভাড়াতীয়া সেনাবাহিনী
Mercenary soldier,ভাড়াতীয়া সৈনিক
Merchantman,ব্যৱসায়ী
Middle ages,মধ্যযুগ
Middle East,মৈদ্ধ পূৰ্ব
Middle passage,মধ্যম অংশ
Middle path,মধ্যম পথ
Middle way (=middle course),মধ্যম পথ (=মধ্যম পথ)
Migrant,প্ৰব্ৰজনকাৰী
Migration,প্ৰব্ৰজন
Migration,প্ৰব্ৰজন
Migration,প্ৰব্ৰজন
Militarism,সামৰিকতাবাদ
Militarism,সামৰিকতাবাদ
Militarism,সামৰিকতাবাদ
Militarism,সামৰিকতাবাদ
Militarist,সামৰিকবাদী
Militarist,সামৰিকবাদী
Militarization,সামৰিককৰণ
Militarization,সামৰিককৰণ
Militarization,সামৰিককৰণ
Military tactician (=tactician),সামৰিক কৌশলবিদ (=কৌশলবিদ)
Military tactician (=tactician),সামৰিক কৌশলবিদ (=কৌশলবিদ)
Military tactics (=tactics),সামৰিক কৌশল (=কৌশল)
Militia,মিলিচীয়া
Militia,মিলিচীয়া
Misrule,অপশাসন
Missing link,লিংক হেৰাই গৈছে
Mission,উদ্দেশ্য
Mission,উদ্দেশ্য
Mission,উদ্দেশ্য
Mixed race,মিশ্ৰ জাতিৰ
modern history,আধুনিক ইতিহাস
Modus vivendi,মডাছ ভিভেণ্ডি
Monachism,মনাচিজম
Monarch,মনাৰ্ক
Monarch,মনাৰ্ক
Monarchism,ৰাজতন্ত্ৰবাদ
Monarchism,ৰাজতন্ত্ৰবাদ
Monarchist,ৰাজতন্ত্ৰবাদী
Monarchy,ৰাজতন্ত্ৰ
Monastery,মঠ
Monastery,মঠ
Monastery,মঠ
Monasticism,মঠ-মন্দিৰ
Monasticism,মঠ-মন্দিৰ
Monk,সন্ন্যাসী
Mother country,মাতৃ দেশ
Motherland,মাতৃভূমি
Mother of Parliaments,সংসদৰ মাতৃ
Muckrakers,মাকৰেকাৰছ
Mummy,মামী
Museum,সংগ্ৰাহালয়
Musket,মাস্কেট
Musketeer,মাস্কেটিয়াৰ
Musketry,মাস্কেট্ৰি
Musketry,মাস্কেট্ৰি
Muster master,মাষ্টাৰ মাষ্টাৰ
Muster-roll,মাষ্টাৰ-ৰোল
Muster-roll,মাষ্টাৰ-ৰোল
Mutiny,বিদ্ৰোহ
Mutiny Act,বিদ্ৰোহ আইন
Mystery ship,ৰহস্য জাহাজ
Narrative,বৰ্ণনা
Nation,জাতি
Native,স্থানীয়
Native state,থলুৱা ৰাজ্য
Naturalism,প্ৰকৃতিবাদ
Natural rights,প্ৰাকৃতিক অধিকাৰ
Nazi,নাজী
Nazi revolution,নাজী বিপ্লৱ
Nazism,নাজীবাদ
Near East,পূবৰ ওচৰত
Negro,নিগ্ৰো
Negrophil,নেগ্ৰ&#39;ফিল
Negrophilism,নিগ্ৰোফিলিজম
Negrophobia,নিগ্ৰোফ’বিয়া
Neutral,নিৰপেক্ষ
Neutral country,নিৰপেক্ষ দেশ
New Deal,নিউ ডিল
New World,নতুন পৃথিৱী
Nobility,আভিজাত্য
Noble,নোবেল
Noble,নোবেল
Nomad,যাযাবৰী
Nomadic horde,যাযাবৰী গোট
Nomadism,যাযাবৰীতা
Non-aggression pact,অ-আগ্ৰাসন চুক্তি
Non-aggression treaty,অ-আগ্ৰাসন চুক্তি
Non-belligerent state,অযুদ্ধপ্ৰায় অৱস্থা
Non-co-operation,অসহযোগিতা
Non co-operation movement,অসহযোগ আন্দোলন
Obverse,আগফালৰ অংশ
Obverse,আগফালৰ অংশ
Ochlocracy (=mobocracy),অক্ল&#39;ক্ৰেচি (=মব&#39;ক্ৰেচি)
Ochlocrat,অক্লক্ৰেট
Official document,চৰকাৰী নথি
Old world,পুৰণি পৃথিৱী
Oligarchy,অলিগাৰ্চি
Onslaught,আক্ৰমণ
Open negotiation,মুকলি আলোচনা
Open question,মুকলি প্ৰশ্ন
Open records,ৰেকৰ্ডসমূহ খোলা
Orient,অৰিয়েণ্ট
Orientalism,প্ৰাচ্যবাদ
Orientalism,প্ৰাচ্যবাদ
Orientalist,প্ৰাচ্যবিদ
Origin,মূলত
Origin,মূলত
Orthography,অৰ্থগ্ৰাফী
Outbreak of hostilities,শত্ৰুতাৰ প্ৰাদুৰ্ভাৱ
Out-post,আউট-পোষ্ট
Over-lord,অভাৰ-লৰ্ড
Over-ride,অভাৰ-ৰাইড
Over-ride,অভাৰ-ৰাইড
Pagan,পৌত্তলিক
Pagan,পৌত্তলিক
Paganism,পৌত্তলিকতাবাদ
Paganism,পৌত্তলিকতাবাদ
Pagoda,পেগোডা
Pagoda,পেগোডা
Pagoda,পেগোডা
Palace intrigues,প্ৰাসাদৰ কুটিলতা
Palatinate,পেলেটিনেট
Palm-leaf,কল-পাত
Palm Sunday,পাম দেওবাৰ
Panegyrist,পেনেগিৰিষ্ট
Panic,ত্ৰাস
Panic,ত্ৰাস
Panic-monger,আতংক-মংগাৰ
Papacy,পোপৰ পদ
Papacy,পোপৰ পদ
Papacy,পোপৰ পদ
Papacy,পোপৰ পদ
Papal bull,পোপৰ ম&#39;হ
Papalism,পোপবাদ
Papalism,পোপবাদ
Papalist,পোপবাদী
Papal state,পোপৰ ৰাজ্য
Papism (=papistry),পেপিজম (=পেপিষ্ট্ৰি)
Papist,পেপিষ্ট
Papyrus,পেপিৰাছ
Parable,দৃষ্টান্ত
Paramount,পেৰামাউণ্ট
Paramountcy (=paramount power),Paramountcy (=পৰম শক্তি)
Paramount lady,পেৰামাউণ্ট লেডী
Paramount lord,পৰম প্ৰভু
Parchment,পাৰ্চমেণ্ট
Parchment,পাৰ্চমেণ্ট
Parchment,পাৰ্চমেণ্ট
Pardon,ক্ষমা কৰিব
Parleys,পাৰ্লিছ
Parleys,পাৰ্লিছ
Parliament (=parlement),সংসদ (=সংসদ)
Parliament,সংসদ
Parliament,সংসদ
Parliament,সংসদ
Parliament Act,সংসদ আইন
Parliamentarian,সংসদ সদস্য
Parliamentarian,সংসদ সদস্য
Parliamentary agent,সংসদীয় এজেণ্ট
Parnellism,পাৰ্নেলিজম
Parole,পেৰ’ল
Parole,পেৰ’ল
Parricide,পেৰিচাইড
Parricide,পেৰিচাইড
Partisan,পাৰ্টিছান
Partisan,পাৰ্টিছান
Partisan,পাৰ্টিছান
Pass,উত্তীৰ্ণ
Pass word (=watch word),পাছ ৱৰ্ড (=watch word)
Patriarch,পেট্ৰিয়াৰ্ক
Patriarchs,পিতৃপুৰুষসকল
Patrician,পেট্ৰিচিয়ান
Patrimony,পৈতৃকত্ব
Pax Britannica,পেক্স ব্ৰিটানিকা
Pax Romana,পেক্স ৰোমানা
Pedigree,বংশবৃক্ষ
Pedigree,বংশবৃক্ষ
Pedigreed person,বংশবৃক্ষ ব্যক্তি
Peer,সহকৰ্মী
Peer,সহকৰ্মী
Peerage,পিৰেজ
Peerage,পিৰেজ
Peerage,পিৰেজ
Peers of Ireland,আয়াৰলেণ্ডৰ সমনীয়া
Peers of Scotland,স্কটলেণ্ডৰ সমনীয়া
Peninsular Campaign,উপদ্বীপীয় অভিযান
Peninsular war,উপদ্বীপীয় যুদ্ধ
Pennant,পেনেণ্ট
People's Charter (=National Charter),জনসাধাৰণৰ চনদ (=ৰাষ্ট্ৰীয় চনদ)
People's front (=popular front),জনমূখ (=জনপ্ৰিয় ফ্ৰণ্ট)
Perfidy,পাৰ্ফিডি
Period,সময়কাল
Period,সময়কাল
Periphery,পেৰিফেৰী
Permanent Settlement,স্থায়ী বন্দোবস্ত
Perpetual fief,চিৰন্তন ফিফ
Phalanx,ফালানক্স
Phalanx,ফালানক্স
Phraoh,ফ্ৰাউন
Pictogram,চিত্ৰচিত্ৰ
Pictograph,পিক্টোগ্ৰাফ
Pictograph,পিক্টোগ্ৰাফ
Pilgrim,তীৰ্থযাত্ৰী
Pilgrim fathers,তীৰ্থযাত্ৰী পিতৃসকল
Pillage,লুটপাত
Pillage,লুটপাত
Pillar,স্তম্ভ
Pillar Edicts (of Ashoka),স্তম্ভ আদেশ (অশোকৰ)
Pillar Edicts (of Ashoka),স্তম্ভ আদেশ (অশোকৰ)
Pillar Edicts (of Ashoka),স্তম্ভ আদেশ (অশোকৰ)
Pirate,পাইৰেট
Pirate,পাইৰেট
Pitched battle,পিটচড যুদ্ধ
Plot,পটভূমি
Polis,পলিছ
Polis,পলিছ
Politarch,পলিটাৰ্চ
Political Agent,ৰাজনৈতিক এজেন্ট
Political asylum,ৰাজনৈতিক আশ্ৰয়
Political Resident,ৰাজনৈতিক আৱাসী
Political terrorism,ৰাজনৈতিক সন্ত্ৰাসবাদ
Poll tax,ভোটগ্ৰহণ কৰ
Pontoon,পণ্টুন
Premier,প্ৰধানমন্ত্ৰী
Premier,প্ৰধানমন্ত্ৰী
Premiership,প্ৰিমিয়াৰ লীগ
Presidency,ৰাষ্ট্ৰপতিত্ব
Presidency,ৰাষ্ট্ৰপতিত্ব
President,ৰাষ্ট্ৰপতি
President,ৰাষ্ট্ৰপতি
Presidium,প্ৰেচিডিয়াম
Prime Minister,প্ৰধানমন্ত্ৰী
Primogeniture,প্ৰাইমোজেনিচাৰ
Prince,প্ৰিন্স
Prince,প্ৰিন্স
Prince Bishop,প্ৰিন্স বিচপ
Prince Consort,প্ৰিন্স কনচৰ্ট
Prince Regent,প্ৰিন্স ৰিজেণ্ট
Pince regnant,পিন্স ৰেগনেণ্ট
Princess Regent,ৰাজকুমাৰী ৰিজেণ্ট
Princess Royal,ৰাজকুমাৰী ৰয়েল
Principality,প্ৰিন্সিপালিটি
Principality,প্ৰিন্সিপালিটি
Principality,প্ৰিন্সিপালিটি
Prize,পুৰষ্কাৰ
Prize,পুৰষ্কাৰ
Prize money,পুৰস্কাৰৰ ধন
Professional soldier,পেছাদাৰী সৈনিক
Promise,প্ৰতিশ্ৰুতি
Promontory fort,প্ৰমন্টৰী দুৰ্গ
Protectorate,প্ৰটেক্টৰেট
Protectorate,প্ৰটেক্টৰেট
Protectorate,প্ৰটেক্টৰেট
Protégé,Protégé
Provenance,উৎপত্তিস্থল
Provenance,উৎপত্তিস্থল
Provenance system,প্ৰভেনেন্স ব্যৱস্থা
Pro-zionist,জিয়নিষ্ট সমৰ্থক
Public enemy,ৰাজহুৱা শত্ৰু
Public enemy,ৰাজহুৱা শত্ৰু
Punctations,বিৰাম চিহ্ন
Punic wars,পুনিক যুদ্ধ
Puritan,পিউৰিটান
Putsch,পুচ্চ
Quadriga,কোৱাড্ৰিগা
Quadruple alliance,চতুৰ্ভুজ মিত্ৰতা
Quaker,কোৱাকাৰ
Queen,ৰাণী
Queen consort,ৰাণী কনচৰ্ট
Queen dowager,ৰাণী বিধৱা
Queendom,কুইনডম
Queendom,কুইনডম
Queen mother,ৰাণী মা
Queen regnant,ৰাণী ৰাজত্ব কৰা
Quisling,কুইছলিং
Quisling,কুইছলিং
Quit rent,ভাড়া এৰি দিয়ক
Quiver,কুইভাৰ
Quo warranto,Quo warranto
Race,জাতি
Racial supremacy,বৰ্ণবাদী আধিপত্য
Rack,ৰেক
Rack,ৰেক
Raid,অভিযান
Raid,অভিযান
Rampart,ৰেমপাৰ্ট
Rampart,ৰেমপাৰ্ট
Ransack,ৰেনছাক
Ransom,মুক্তিপণ
Ransom,মুক্তিপণ
Ravage,ৰেভেজ
Ravages,ৰেভেজ
Realm,ৰাজ্য
Rear guard,ৰিয়াৰ গাৰ্ড
Rear guard action,ৰিয়াৰ গাৰ্ডৰ একচন
Rebel,বিদ্ৰোহী
Rebellion,বিদ্ৰোহ
Recognition of insurgency,বিদ্ৰোহৰ স্বীকৃতি
Reconduction,পুনৰ পৰিবাহী
Reconnaissance,গোপনীয়তা
Reconstruction,পুনৰ্গঠন
Record,নথিভুক্ত
Record office,ৰেকৰ্ড অফিচ
Record retirement,অৱসৰৰ অভিলেখ
Red shirts,ৰঙা চাৰ্ট
Reformation,সংস্কাৰ
Refugee,শৰণাৰ্থী
Regalia,ৰেগালিয়া
Regalia,ৰেগালিয়া
Regalia,ৰেগালিয়া
Regency,ৰিজেন্সি
Regent,ৰিজেণ্ট
Regent queen,ৰিজেণ্ট কুইন
Regicide,ৰেজিচাইড
Regicides,ৰেজিচাইড
Regime,শাসন ব্যৱস্থা
Regime,শাসন ব্যৱস্থা
Region,অঞ্চল
Regnal year,ৰেগনাল বছৰ
Regnant,ৰেগনেণ্ট
Regnum,ৰেগনাম
Reich,ৰাইচ
Reign,ৰাজত্ব কৰক
Reign,ৰাজত্ব কৰক
Reigning family,ৰাজত্ব কৰা পৰিয়াল
Reign of terror,আতংকৰ ৰাজত্ব
Reign of terror,আতংকৰ ৰাজত্ব
Reinforce,শক্তিশালী কৰক
Reinforcement,শক্তিবৰ্ধক
Reinstatement,পুনৰ নিযুক্তি
Reinvest,পুনৰ বিনিয়োগ কৰক
Relay post,ৰিলে পোষ্ট
Relay route,ৰিলেৰ পথ
Relay system,ৰিলে ব্যৱস্থা
Release,মুক্তি দিয়া
Release,মুক্তি দিয়া
Renunciation,ত্যাগ
Renunciation,ত্যাগ
Repertory (=inventory),ৰেপাৰ্টৰী (=ইনভেণ্টৰী)
Repository,ভঁৰাল
Repository,ভঁৰাল
Republic,ৰিপাব্লিক
Republic Day,গণৰাজ্য দিৱস
Rescript,পুনৰ লিপিবদ্ধ কৰক
Rescript,পুনৰ লিপিবদ্ধ কৰক
Resident,বাসিন্দা
Restoration,পুনৰুদ্ধাৰ
Resurrection,পুনৰুত্থান
Resurrection,পুনৰুত্থান
Retreat,পশ্চাদপসৰণ
Reverse (of a coin),ওলোটা (এটা মুদ্ৰাৰ)
Revolt,বিদ্ৰোহ
Revolution,বিপ্লৱ
"Revolution, French","বিপ্লৱ, ফৰাচী"
Revolution Glorious,বিপ্লৱ গৌৰৱময়
"Revolution, Industrial","বিপ্লৱ, ঔদ্যোগিক"
Rising,ৰাইজিং
Rotten-borough,পচি যোৱা-বৰো
Rough Riders,ৰাফ ৰাইডাৰ
Round-heads,ঘূৰণীয়া মূৰ
Rout,ৰাউট
Royal audience,ৰয়েল দৰ্শক
Royal charter,ৰয়েল চাৰ্টাৰ
Royal crest,ৰয়েল ক্ৰেষ্ট
Royal crest,ৰয়েল ক্ৰেষ্ট
Royal decree,ৰয়েল ডিক্রী
Rubric,ৰুব্ৰীক
Ruins,ধ্বংসাৱশেষ
Runner,দৌৰবিদ
Sabotage,ভেঙুচালি কৰা
Sabre,ছাবেৰ
Sabres,চেব্ৰেছ
Sacrifice,ত্যাগ
Sacrifice,ত্যাগ
Sacrifice,ত্যাগ
Safe conduct,নিৰাপদ আচৰণ
Safeguard,সুৰক্ষা
Safeguard,সুৰক্ষা
Safeguarding duties,সুৰক্ষাৰ কৰ্তব্য
Sally,চেলি
Sally-port,চেলি-পৰ্ট
Sceptre,ৰাজদণ্ড
Scimitar,স্কিমিটাৰ
Second estate,দ্বিতীয় বাগিচা
Sect,পন্থা
Sect,পন্থা
Seizure,বাজেয়াপ্ত
Seizure,বাজেয়াপ্ত
Senate,চেনেট
Senate,চেনেট
Senate,চেনেট
Senate,চেনেট
Serf (=bordar or villein),Serf (=bordar বা villein)
Serf (=bordar or villein),Serf (=bordar বা villein)
Serfdom (serfhood or serfage),দাসত্ব (serfhood বা serfage)
Serfdom (serfhood or serfage),দাসত্ব (serfhood বা serfage)
Shadow king,ছাঁ ৰজা
Ship Money,জাহাজৰ ধন
Shock troops (=storm troops),শ্বক সৈন্য (=ধুমুহা সৈন্য)
Short Parliament,চুটি সংসদ
Skirmish,স্কিমিছ
Slave,দাস
Slavery,দাসত্ব
Slavery,দাসত্ব
Soldier statesman,সৈনিক ৰাষ্ট্ৰনেতা
Spear,বৰশী
Spear-head,বৰশীৰ মূৰ
Sphere,গোলক
Sphragistics,স্ফ্ৰেজিষ্টিকছ
Spoils system,ব্যৱস্থা নষ্ট কৰে
Squire,স্কোৱায়াৰ
Squire,স্কোৱায়াৰ
Squirearchy,স্কুয়াৰআৰ্চি
Squirearchy,স্কুয়াৰআৰ্চি
Standard,মানদণ্ড
Standard-bearer,ষ্টেণ্ডাৰ্ড-বাহক
Standing army,থিয় হৈ থকা সেনাবাহিনী
Standing orders,ষ্টেণ্ডিং অৰ্ডাৰ
Standing orders,ষ্টেণ্ডিং অৰ্ডাৰ
Statesman,ৰাষ্ট্ৰনেতা
Stone inscription,শিলৰ শিলালিপি
Storm troops,ধুমুহাৰ সৈন্য
Stratagem,কৌশল
Strategy,কৌশল
Strategy,কৌশল
Strategy,কৌশল
Stratocracy,ষ্ট্ৰেট’ক্ৰেচি
Strife,বিবাদ
Strife,বিবাদ
Strong hold,শক্তিশালী ধৰি ৰখা
Strong hold,শক্তিশালী ধৰি ৰখা
Subsidiary talliance,সহযোগী টেলায়েন্স
Succession,উত্তৰাধিকাৰ
Successor,উত্তৰাধিকাৰী
Suffrage,ভোটাধিকাৰ
Suffragist,ভোটাধিকাৰী
Sultanate,চুলতানত্ব
Sultanate period,চুলতানত্বৰ যুগ
Surrender,সমৰ্পণ
Suzerain,চুজেৰেইন
Suzerain state,চুজেৰেইন ৰাজ্য
Swordsman,তৰোৱালধাৰী
Tammany Society,টামমানী ছ&#39;চাইটি
Tempered sword,টেম্পাৰড তৰোৱাল
Tenant,ভাড়াতীয়া
Tenant,ভাড়াতীয়া
Territory,অঞ্চল
Territory,অঞ্চল
Territory government,টেৰিটৰী চৰকাৰ
Terrorism,সন্ত্ৰাসবাদ
Third estate,তৃতীয় বাগিচা
Three estates,তিনিটা বাগিচা
Toll,টোল
Toll house,টোল হাউচ
Tomb,সমাধিস্থল
Tory,ট&#39;ৰী
Totem,টটেম
Tower,টাৱাৰ
