English,Bengali
Callus,কলাস
Callus culture,কলাস সংস্কৃতি
Colocacia,কলোকাসিয়া
Calotes,ক্যালোটেস
Calotropis,ক্যালোট্রপিস
Calotropis procera,ক্যালোট্রপিস প্রোকেরা
Calvin cycle,ক্যালভিন চক্র
Calycineae,ক্যালিসিনিয়া
Calyx,ক্যালিক্স
Calyx,ক্যালিক্স
Cambrian period,ক্যামব্রিয়ান পিরিয়ড
Camelus,উট
Camouflage,ক্যামোফ্লেজ
Campaneles,ক্যাম্পানেলস
Canabinoid,কানাবিনয়েড
Canaliculus,ক্যানালিকুলাস
Cancer,ক্যান্সার
Cancer (common crab),ক্যান্সার (সাধারণ কাঁকড়া)
Candytuft,ক্যান্ডিটুফ্ট
Cane sugar,আখ
Canidae,ক্যানিডে
Canine (teeth),কাইনিন (দাঁত)
Canis familiaris,ক্যানিস পরিচিত
Canna,ক্যানা
Cannabis sativa,গাঁজা স্যাটিভা
Canopy,ক্যানোপি
Capacitation,ক্যাপাসিটেশন
Capillarity,কৈশিক
Capillary,কৈশিক
Capillary circulation,কৈশিক সঞ্চালন
Capitulum,ক্যাপিটুলাম
Capparis,ক্যাপারি
Capping,ক্যাপিং
Capsid,ক্যাপসিড
Capsomere,ক্যাপসোমির
Capsule,ক্যাপসুল
Carbaminohaemoglobin,কার্বামিনোহেমোগ্লোবিন
Carbohydrate,কার্বোহাইড্রেট
Carbon dioxide,কার্বন - ডাই - অক্সাইড
Carbon disulphide,কার্বন ডিসলফাইড
Carbon molecule,কার্বন অণু
Carbonate,কার্বনেট
Carbonic acid,কার্বনিক এসিড
Carbonic anhydrase,কার্বনিক এনহাইড্রাস
Carboniferous period,কার্বনিফেরাস সময়কাল
Carboxyl,কার্বক্সাইল
Carboxyl group,কার্বক্সাইল গ্রুপ
Carboxylase,কার্বোক্সিলেস
Carboxylation,কার্বোক্সিলেশন
Carcharodon,কারচারোডন
Carcinogenesis,কার্সিনোজেনেসিস
Carcinogenic,কার্সিনোজেনিক
Carcinoma,কার্সিনোমা
Cardiac cycle,কার্ডিয়াক চক্র
Cardiac glycoside,কার্ডিয়াক গ্লাইকোসাইড
Cardiac muscle,কার্ডিয়াক পেশী
Cardiac pacemaker,কার্ডিয়াক পেসমেকার
Cardioscope,কার্ডিওস্কোপ
Carnivora,কার্নিভোরা
Carnivore,কার্নিভোর
Carnivorous,মাংসাশী
Carnivorous plane,মাংসাশী বিমান
Carnivorous quadruped,মাংসাশী চতুর্ভুজ
Carotene,ক্যারোটিন
Carotenoid,ক্যারোটিনয়েড
Carpal,কার্পাল
Carpel,কার্পেল
Carpus,কার্পাস
Carrageen,ক্যারেজেন
Carrier mechanism,ক্যারিয়ার প্রক্রিয়া
Carrying capacity,বহন ক্ষমতা
Cartilagenous fish,কার্টিলজেনাস ফিশ
Cartilaginous,কার্টিলাজিনাস
Caruncle,কারঙ্কেল
Caryogamy,ক্যারিওগামি
Caryophyllaceae,ক্যারিওফিলেসি
Caryophyllaceous,ক্যারিওফিলাসিয়াস
Caryopsis,ক্যারিওপিসিস
Casein,কেসিন
Casparian strip,ক্যাস্পারিয়ান স্ট্রিপ
Cassia,ক্যাসিয়া
Cassowary,ক্যাসোয়ারি
Castor,ক্যাস্টর
Casuarina,ক্যাসুয়ারিনা
Casuarina alnus,ক্যাসুয়ারিনা অ্যালনাস
Catabolism,ক্যাটাবোলিজম
Catalase,ক্যাটালাস
Catalogue,ক্যাটালগ
Catalysis,ক্যাটালাইসিস
Catalyst,প্রভাবক
Catalytic convertor,অনুঘটক রূপান্তরকারী
Cataract,ছানি
Catastrophe,বিপর্যয়
Catecholamine,কেটোলামাইন
Catecholomine hormone,কেটেকলোমাইন হরমোন
Cathetrization,ক্যাথেট্রাইজেশন
Cation,কেশন
Catkin,ক্যাটকিন
Catla,ক্যাটলা
Cat's nail (Bignonia-unguis cati),বিড়ালের পেরেক (বিগনোনিয়া-আওগুইস ক্যাটি)
Cattle grazing,গবাদি পশু চারণ
Cattle ranch,গবাদি পশু পাল
Cattle's rumen,গবাদি পশুদের রুমেন
Cattle's style,গবাদি পশুদের স্টাইল
Caudal vertebra,শৈশব ভার্টেব্রা
Caudex,Chudex
Causal agent,কার্যকারণ এজেন্ট
Cedrus deodara (cedar),সিড্রাস দেওদার (সিডার)
Celastrales,সেলাস্ট্রেলস
Cell biologist,সেল জীববিজ্ঞানী
Cell biology,কোষ বিদ্যা
Cell cycle,কোষ চক্র
Cell enlargement,সেল বৃদ্ধি
Cell envelope,সেল খাম
Cell fractionation,সেল ভগ্নাংশ
Cell homogenate,সেল হোমোজেনেট
Cell mediated immunity,সেল মধ্যস্থতা অনাক্রম্যতা
Cell membrane,কোষের ঝিল্লি
Cell proliferation,কোষের বিস্তার
Cell structure,সেল গঠন
Cell theory,কোষ তত্ত্ব
Cell wall,কোষ প্রাচীর
Cellophane membrane,সেলোফেন ঝিল্লি
Cellulae,সেলুলি
Cellular defence,সেলুলার প্রতিরক্ষা
Cellular energy transfer-system,সেলুলার শক্তি স্থানান্তর-সিস্টেম
Cellular enzyme,সেলুলার এনজাইম
Cellular level,কোষ স্তরে
Cellular oxidation,সেলুলার জারণ
Cellular pool,সেলুলার পুল
Cellulose,সেলুলোজ
Cellulose microfibril,সেলুলোজ মাইক্রোফাইব্রিল
Cementum,সিমেন্টাম
Cenchrus,সেনাগ্রাস
Cenozoic era,Cenozoic যুগ
Census,জনগণনা
Census,জনগণনা
Centimorgan,সেন্টিমোরগান
Centipeda orbicularis,সেন্টিপিডা অরবিকুলারিস
Central axis,কেন্দ্রীয় অক্ষ
Central cell,কেন্দ্রীয় সেল
Central core,ভিতরের গুরুত্বপূর্ণ অংশ
Central dogma,কেন্দ্রীয় মতবাদ
Central Drug Research institute,কেন্দ্রীয় ওষুধ গবেষণা ইনস্টিটিউট
Central field,কেন্দ্রীয় ক্ষেত্র
Central lacteal,কেন্দ্রীয় ল্যাকটিয়াল
Central nervous system,কেন্দ্রীয় স্নায়ুতন্ত্র
Central sulcus,কেন্দ্রীয় খাঁজ
Centrifugation,সেন্ট্রিফিউগেশন
Centriole,সেন্ট্রিওল
Centromere,সেন্ট্রোমিয়ার
Centrosome,সেন্ট্রোসোম
Centrosphere,সেন্ট্রোস্ফিয়ার
Cephalochordate,সিফালোকর্ডেট
Cephalochordates,সিফালোকর্ডেটস
Cephalosporin,সিফালোস্পোরিন
Cephalothorax,সিফালোথোরাক্স
Ceratophyllaceae,সেরাটোফিলেসি
Cereal grain,শস্য দানা
Cerebellar peduncle,সেরিবিলার পেডুনল
Cerebellum,সেরিবেলাম
Cerebral aqueduct,সেরিব্রাল অ্যাকুয়েডাক্ট
Cerebral cortex,সেরিব্রাল কর্টেক্স
Cerebral hemisphere,সেরিব্রাল গোলার্ধের
Cerebral ventricle,সেরিব্রাল ভেন্ট্রিকল
Cerebrospinal fluid (CSF),সেরিব্রোস্পাইনাল তরল (সিএসএফ)
Cerebrum,সেরিব্রাম
Certified seed,প্রত্যয়িত বীজ
Cerumenous gland,সারুমিনাস গ্রন্থি
Cervical,জরায়ু
Cervical cap,সার্ভিকাল ক্যাপ
Cervical vertebra,সার্ভিকাল ভার্টিব্রা
Cervix,জরায়ু
Cesium chloride,সিসিয়াম ক্লোরাইড
Cesspool,সেসপুল
Cetaceans,Cetaceans
Chaetopterus,চেটোপটারাস
Chalaza,চালাজা
Chalaza,চালাজা
Chalazal end,চালাজাল শেষ
Chalina,চালিনা
Chameleon (chamaeleon),গিরগিটি (চামেলিয়ন)
Chancroid,চ্যানক্রোড
Channel,চ্যানেল
Channel,চ্যানেল
Chaperon,চ্যাপারন
Chara,চর
Characteristic vegetation,বৈশিষ্ট্যযুক্ত উদ্ভিদ
Charcoal,কাঠকয়লা
Chargaff's rule,চারগ্যাফের নিয়ম
Charge coupled device (CCD),চার্জ কাপলড ডিভাইস (সিসিডি)
Charging,চার্জিং
Chasmogamous,চ্যাসমোগামাস
Chathamalus,চ্যাথামালাস
Chelone,চেলোন
Chemical analyzer,রাসায়নিক বিশ্লেষক
Chemical bond,রাসায়নিক বন্ড
Chemical breakdown,রাসায়নিক ব্রেকডাউন
Chemical complexity,রাসায়নিক জটিলতা
Chemical environment,রাসায়নিক পরিবেশ
Chemical evolution,রাসায়নিক বিবর্তন
Chemical method,রাসায়নিক পদ্ধতি
Chemical mutagen,রাসায়নিক মিউটেজেন
Chemical origin,রাসায়নিক উত্স
Chemical oxygen demand,রাসায়নিক অক্সিজেন চাহিদা
Chemical potential,রাসায়নিক সম্ভাবনা
Chemical scalpel,রাসায়নিক স্ক্যাল্পেল
Chemical signal,রাসায়নিক সংকেত
Chemical synapse,রাসায়নিক সিনপাস
Chemiosmotic hypothesis,কেমিওসমোটিক হাইপোথিসিস
Chemist,রসায়নবিদ
Chemistry,রসায়ন
Chemosynthesis,কেমোসিন্থেসিস
Chemo-autorophic bacteria,কেমো-অটোরোফিক ব্যাকটিরিয়া
Chemonasty,কেমোনস্টি
Chemosynthesis,কেমোসিন্থেসিস
Chemosynthetic autotroph,কেমোসিন্থেটিক অটোট্রফ
Chemosynthetic bacteria,কেমোসিন্থেটিক ব্যাকটিরিয়া
Chemotaxis,কেমোট্যাক্সিস
Chemotaxonomy,কেমোট্যাক্সোনমি
Chemotherapy,কেমোথেরাপি
Chenopodiaceae,চেনোপোডিয়াসি
Chiasmata,চিয়াসমাটা
Chiasmna type hypothesis,চিয়াস্মনা টাইপ হাইপোথিসিস
Chickunguniya,চিকুনগুনিয়া
Chicory,চিকোরি
Childhood,শৈশব
Chili mosaic virus,মরিচ মোজাইক ভাইরাস
Cinchona officinalis,সিনচোনা অফিসিনালিস
Chiropterophily,চিরোপটারফিলি
Chitin,চিটিন
Chitinous,চিটিনাস
Chlamydia trachomatis,ক্ল্যামিডিয়া ট্র্যাচোমেটিস
Chlamydiasis,ক্ল্যামিডিয়াসিস
Chlamydomonas,ক্ল্যামিডোমোনাস
Chloramphenicol,ক্লোরামফেনিকোল
Chlorella,ক্লোরেলা
Chlorenchyma,ক্লোরেনচাইমা
Chloride cell,ক্লোরাইড সেল
Chlorine,ক্লোরিন
Chlorofluoro carbon (CFCs),ক্লোরোফ্লুওরো কার্বন (সিএফসিএস)
Chloroform,ক্লোরোফর্ম
Chlorophyceae,ক্লোরোফাইসি
Chlorophyte ancestor,ক্লোরোফাইট পূর্বপুরুষ
Chlorosis,ক্লোরোসিস
Chlorosis,ক্লোরোসিস
Choanocyte,কোওনোসাইট
Cholecystokinesis,Cholecystokinesis
Cholecystokinin,কোলেসিস্টোকিনিন
Cholesterol,কোলেস্টেরল
Cholinergic,কোলিনার্জিক
Chondrichthyes,Chondrichthyes
Chondrin,কনড্রিন
Chondrocyte,কনড্রোসাইট
Chordae tendinae,কর্ডে টেন্ডিনা
Chordata,কর্ডাটা
Chorioallantoic placenta,Chorioallantoic প্ল্যাসেন্টা
Chorion,কোরিওন
Chorionic corticotropin,কোরিওনিক কর্টিকোট্রপিন
Chorionic gonadotropin,কোরিওনিক গোনাডোট্রপিন
Chorionic thyrotropin,কোরিওনিক থাইরোট্রপিন
Choroid,কোরয়েড
Chromatid,ক্রোমাটিড
Chromatin fibre,ক্রোমাটিন ফাইবার
Chromatin,ক্রোমাটিন
Chromatographic technique,ক্রোমাটোগ্রাফিক কৌশল
Chromatography,ক্রোমাটোগ্রাফি
Chromatophore,ক্রোমাটোফোর
Chromogenic substrate,ক্রোমোজেনিক সাবস্ট্রেট
Chromonema,ক্রোমোনেমা
Chromophore,ক্রোমোফোর
Chromoplast,ক্রোমোপ্লাস্ট
Chromosomal aberration,ক্রোমোসোমাল ক্ষয়
Chromosomal defect,ক্রোমোসোমাল ত্রুটি
Chromosome mapping,ক্রোমোজোম ম্যাপিং
Chromosome theory of heredity,বংশের ক্রোমোজোম তত্ত্ব
Chromosome theory of inheritance,উত্তরাধিকার ক্রোমোজোম তত্ত্ব
Chronic bronchitis,দুরারোগ্য ব্রংকাইটিস
Chronic myoid leukaemia,দীর্ঘস্থায়ী মাইয়েড লিউকেমিয়া
Chronicle,ক্রনিকল
Chronologically,কালানুক্রমিকভাবে
Chrysanthemum cinerarialfolium,ক্রিস্যান্থেমাম সিনেরিয়ালফোলিয়াম
Chrysanthemum indicum,ক্রিস্যান্থেমাম সূচক
Chryanthemum roseum,ক্রাইথেমাম রোজাম
Chrysophyta,ক্রিসোফাইটা
Chrysophyte,ক্রিসোফাইট
Chylomicron,চিলোমিক্রন
Chyme,চিম
Chymotrypsin,Chymotrypsin
Cicada,সিকদা
Cicer arietinum,সিসার অ্যারিটিনাম
Cichlid fish,সিচলিড ফিশ
C-horizone,সি-হরিজোন
Cilia,সিলিয়া
Ciliary body,Ciliary শরীর
Ciliary ganglion,সিলারি গ্যাংলিওন
Ciliary movement,সিলারি মুভমেন্ট
Ciliary,সিলারি
Ciliate,সিলিয়েট
Cilium (cilia),সিলিয়াম (সিলিয়া)
Cinchona,সিনচোনা
Ciona,সিওনা
Ciprofloxacin,সিপ্রোফ্লোকসাকিন
Circulation,প্রচলন
Circulatory system,সংবহনতন্ত্র
Circumoesophageal commissure,সারসোমোফেজিয়াল কমিসার
Cirrhose,সিরহোজ
Cirrhosis,সিরোসিস
Cirrhous,সিরহৌস
Cisterna,সিস্টারনা
Cistron,সিস্ট্রন
Citrulline,সিট্রুলাইন
Citrus fruit,লেবু জাতীয় ফল
Cladistics,দখল
Cladode,ক্লেডোড
Cladophora,ক্লাডোফোরা
Clarias gariepinus,ক্লারিয়াস গ্যারিপিনাস
Class,ক্লাস
Class,ক্লাস
Classification,শ্রেণিবদ্ধকরণ
Claviceps,Clavicesps
Clavicle,হাতল
Clawless digit,নখর অঙ্ক
Clay,ক্লে
Cleavage furrow,বিদারণ খাঁজ কাটা
Cleistogamous,ক্লিস্টোগ্যামাস
Clematis,ক্লেমেটিস
Climate,জলবায়ু
Climate zone,জলবায়ু অঞ্চল
Climatic parameter,জলবায়ু পরামিতি
Climax community,ক্লাইম্যাক্স সম্প্রদায়
Climber,লতা
Climbing,আরোহণ
Clinical period,ক্লিনিকাল পিরিয়ড
Clitellar,ক্লিটেলার
Clitellum,ক্লিটেলাম
Clitoria,ভগাঙ্কুর
Clitoris,ভগাঙ্কুর
Cloaca,ক্লোচা
Clonal frog,ক্লোনাল ব্যাঙ
Clonal propagation,ক্লোনাল প্রচার
Clonal selection,ক্লোনাল নির্বাচন
Clone,ক্লোন
Cloning,ক্লোনিং
Close marriage,বিবাহ বন্ধ করুন
Closed system,বন্ধ সিস্টেম
Clostridium,ক্লোস্ট্রিডিয়াম
Clostridium butylicium,ক্লোস্ট্রিডিয়াম বুটিলিসিয়াম
Clot buster,ক্লট বাস্টার
Clotting of blood,রক্ত জমাট বাঁধা
Clover bean,ক্লোভার বিন
Clover-leaf model,ক্লোভার-পাতা মডেল
Clown fish,ক্লাউন ফিশ
Cnidarians,Cnidarians
Cnidoblast,Cnidoblast
Coacervate,Coaservate
Coarse adjustment knob,মোটা সমন্বয় গিঁট
Coarse sand,মোটা বালি
Coastal dune,উপকূলীয় une
Coastal prawn culture farm,উপকূলীয় চিংড়ি সংস্কৃতি খামার
Cobalt,কোবাল্ট
Cocaine,কোকেন
Coccidiosis,কোক্সিডিওসিস
Coccus,কোকাস
Coccyx,কোকসেক্স
Cochlea,কোচলিয়া
Cochlea,কোচলিয়া
Cocoon,কোকুন
Coded genetic programme,কোডেড জেনেটিক প্রোগ্রাম
Codeine,কোডাইন
Coding,কোডিং
Coding,কোডিং
Coding,কোডিং
Coding strand,কোডিং স্ট্র্যান্ড
Codominance,কোডমিনেন্স
Codon,কোডন
Coelenterate,Colenterate
Coelenteron,কোয়েলেন্টারন
Coeliac ganglion,সিলিয়াক গ্যাংলিওন
Coelomate,কোয়েলোমেট
Coelome,কোয়েলোম
Coelomic epithelium,কোয়েলোমিক এপিথেলিয়াম
Coelomic fluid,কোয়েলমিক তরল
Coelomo sac,কোয়েলোমো স্যাক
Coenocytic,কোয়েনোসাইটিক
Coenopodiaceae,Coenopodeaceae
Coenzyme,কোএনজাইম
Co-evolution,সহ-বিবর্তন
Co-extinction,সহ-বিলুপ্তি
Co-factor,সহ-গুণক
Cohesion,সংহতি
Cohesion force,সংহতি শক্তি
Cohesion theory,সংহতি তত্ত্ব
Cohesion-tension-transpiration,সংহতি-টান-ট্রান্সপায়ারেশন
Cohort,সহযোগিতা
Coiled spirally or helically,সর্পিল বা হেলিক্যালি কয়েলড
Coiled,কয়েলড
Coitus,কোয়েটস
Coitus interruptus (withdrawal),কোয়েটস ইন্টারপ্রেটাস (প্রত্যাহার)
Colchicine,কোলচিসিন
Colchicum autumnale,কোলচিকাম শারদীয়
Cold blooded,ঠান্ডা মাথায়
Cold desert,ঠান্ডা মরুভূমি
Cold receptor,কোল্ড রিসেপ্টর
Coleopteran,কোলিওপটারান
Coleoptile,কোলিওপটাইল
Coleorhiza,কোলিওরহিজা
Coleus,কোলিয়াস
Collagen,কোলাজেন
Collagen fibre,কোলাজেন ফাইবার
Collar,কলার
Collateral gland,জামানত গ্রন্থি
Collecting tubule,টিউবুল সংগ্রহ করা
Collecting duct,সংগ্রহ নালী
Colletotrichum,কোলেটোট্রিচাম
Colloblast cell,কলোব্লাস্ট সেল
Colloid,কোলয়েড
Colloidal,কোলয়েডাল
Colocasia,কলোকাসিয়া
Colon,কোলন
Colonial form,Colon পনিবেশিক ফর্ম
Colonial nostoc,Colon পনিবেশিক নস্টোক
Colonization,উপনিবেশ
Colony,কলোনী
Colostrum,কলস্ট্রাম
Colour blindness,রঙ অন্ধত্ব
Column chromatography,কলাম ক্রোমাটোগ্রাফি
Column of Bertini,বার্টিনি কলাম
Columnar epithelium,কলামার এপিথেলিয়াম
Comb plate,চিরুনি প্লেট
Combined immune deficiency syndrome,সম্মিলিত প্রতিরোধের ঘাটতি সিন্ড্রোম
Combined weight,সম্মিলিত ওজন
Comb-jelly,কম্ব-জেলি
Combustion,দহন
Combustion process,দহন প্রক্রিয়া
Comma,কমা
Commensalism,কমেন্সালিজম
Commissural vessel,কমিসুরাল জাহাজ
Common ancestor,সাধারণ পূর্বপুরুষ
Common carotid artery,সাধারণ ক্যারোটিড ধমনী
Common Indian toad,সাধারণ ভারতীয় তুষার
Community diversity,সম্প্রদায় বৈচিত্র্য
Community interaction,সম্প্রদায় মিথস্ক্রিয়া
Compaction,সংযোগ
Companion cell,সঙ্গী সেল
Comparative anatomy,তুলনামূলক অ্যানাটমি
Comparative morphology,তুলনামূলক আকারবিজ্ঞান
Compatibility,সামঞ্জস্যতা
Compatibility,সামঞ্জস্যতা
Compensatory regeneration,ক্ষতিপূরণ পুনর্জন্ম
Competent cell,সক্ষম সেল
Competent host,সক্ষম হোস্ট
Competition,প্রতিযোগিতা
Competitive inhibition,প্রতিযোগিতামূলক বাধা
Competitive inhibitor,প্রতিযোগিতামূলক বাধা
Complementarity,পরিপূরক
Complementary filter,পরিপূরক ফিল্টার
Complementary gene,পরিপূরক জিন
Complementary pair,পরিপূরক জুটি
Complete digestive tract,সম্পূর্ণ হজম ট্র্যাক্ট
Complete linkage,সম্পূর্ণ লিঙ্কেজ
Complete oxidation,সম্পূর্ণ জারণ
Complex,জটিল
Complex,জটিল
Complex,জটিল
Complex tissue,জটিল টিস্যু
Composite,সংমিশ্রণ
Compound corymb,যৌগিক Corymb
Compound epithelium,যৌগিক এপিথেলিয়াম
Compound eyes,যৌগিক চোখ
Compound umbel,যৌগিক আম্বেল
Compulsive action,বাধ্যতামূলক ক্রিয়া
Computational biology,গণনা জীববিজ্ঞান
Computed tomography,গণিত টমোগ্রাফি
Computer screen,কম্পিউটারের পর্দা
Concentrated urine,ঘন প্রস্রাব
Concentration,একাগ্রতা
Concentration gradient,ঘনত্ব গ্রেডিয়েন্ট
Conception,ধারণা
Condensation,ঘনীভবন
Condensation,ঘনীভবন
Condensation decondensation cycle,কনডেনসেশন ডিকোনডেনসেশন চক্র
Condensed state,ঘনীভূত অবস্থা
Condenser lens,কনডেন্সার লেন্স
Conditional,শর্তসাপেক্ষ
Conditional,শর্তসাপেক্ষ
Conduction of nerve impulse,স্নায়ু প্রবণতা চালনা
Conduction of water,জল চালনা
Conductive electrolyte gel,পরিবাহী ইলেক্ট্রোলাইট জেল
Cone,শঙ্কু
Conform,মেনে চলা
Conformer,কনফর্মার
Congenital,জন্মগত
Conical root,শঙ্কু মূল
Conical,শঙ্কু
Conidia,কনিডিয়া
Conifer,শঙ্কু
Conifereae,কনিফেরিয়া
Coniferopsida,কনিফেরোপিডিড
Conjoint vascular bundle,সংযুক্ত ভাস্কুলার বান্ডিল
Conjugated,সংযুক্ত
Conjugation,সংমিশ্রণ
Conjunctiva,কনজেক্টিভা
Conjunctive tissue,কনজেক্টিভ টিস্যু
Connective tissue,যোজক কলা
Connell's experiment,কনেলের পরীক্ষা
Conservation forestry,সংরক্ষণ বনায়ন
Conservational tillage,রক্ষণশীল জমায়েত
Constancy,স্থিরতা
Constituent,উপাদান
Constitutive enzyme,গঠনমূলক এনজাইম
Consumer,গ্রাহক
Contact inhibition,যোগাযোগ বাধা
Contagious disease,সংক্রামক রোগ
Contaminate,দূষিত
Contamination,দূষণ
Contemporary biology,সমসাময়িক জীববিজ্ঞান
Continent,মহাদেশ
Contour ploughing,কনট্যুর লাঙ্গল
Contractibility,চুক্তিবদ্ধতা
Contractile fiber,সংকোচনের ফাইবার
Contractile protein,সংকোচনের প্রোটিন
Contractile response,সংকোচনের প্রতিক্রিয়া
Contractile vacuole,সংকোচনের শূন্যস্থান
Contrast agent,বিপরীতে এজেন্ট
Contrast agent,বিপরীতে এজেন্ট
Contrast agent,বিপরীতে এজেন্ট
Contrasting trait,বৈপরীত্য বৈশিষ্ট্য
Centrifugal force,অপকেন্দ্র বল
Control factor,নিয়ন্ত্রণ ফ্যাক্টর
Controlled experiment,নিয়ন্ত্রিত পরীক্ষা
Conus,কনস
Conus arteriosus,কনস আর্টেরিয়াস
Conventional tillage,প্রচলিত চাষ
Converged,রূপান্তরিত
Convergent,কনভার্জেন্ট
Convergent (evolution),অভিসারী বিবর্তন)
Convolvulaceae,কনভলভুলাসেই
Convoluted tubule,সংশ্লেষিত টিউবুল
Coordination,সমন্বয়
Copolymer,কপোলিমার
Copper,তামা
Coprolite,কপ্রোলাইট
Coprophilous,কপ্রোফিলাস
Copulate,কপুলেট
Copulation,Collution
Copulation,Collution
Copulatory pad,কপুলেটরি প্যাড
Coral reef community,প্রবাল রিফ সম্প্রদায়
Coral,প্রবাল
Cordate,কর্ডেট
Core area,প্রধান অঞ্চল
Core zone,কোর জোন
Corepressor,কোরপ্রেসর
Coriphosphine,কোরিফসফাইন
Cork,কর্ক
Cork cambium,কর্ক ক্যাম্বিয়াম
Cork screw,কর্ক স্ক্রু
Corm,Corm
Corn borer,কর্ন বোরার
Cornea,কর্নিয়া
Corneagen cell,কর্নেজেন সেল
Corneal lens,কর্নিয়াল লেন্স
Corolla,করোলা
Corona,করোনা
Corona penetrating enzyme,করোনা অনুপ্রবেশকারী এনজাইম
Corona radiata,করোনা রেডিয়াটা
Coronarieae,করোনারিয়া
Coronary artery,করোনারি ধমনী
Coronary artery bypass,করোনারি আর্টারি বাইপাস
Coronary artery disease,করোনারি আর্টারি ডিজিজ
Coronary sulcus,করোনারি সালকাস
Corpora cavernosa (of penis),কর্পোরা ক্যাভারনোসা (লিঙ্গ)
Corpora quadrigemina,কর্পোরা কোয়াড্রিজমিনা
Corpus,কর্পাস
Corpus albicans,কর্পাস অ্যালবিকানস
Corpus callosum,কর্পাস ক্যাল্লোসাম
Corpus luteum,কর্পাস লিউটিয়াম
Corpus spongiosum,কর্পাস স্পঞ্জিওসাম
Corpus striatum,কর্পাস স্ট্রিয়েটাম
Corrode,Corrode
Cortex,কর্টেক্স
Cortical nephron,কর্টিকাল নেফ্রন
Corticosterone,কর্টিকোস্টেরন
Corticotrophic,কর্টিকোট্রফিক
Cortisol,করটিসল
Cortisone,কর্টিসোন
Corvus,করভাস
Corymb,Corymb
Cosmic origin,মহাজাগতিক উত্স
Cosmic ray,মহাজাগতিক রায়
Cosmid,মহাজাগতিক
Cosmozoan theory,কসমোজোয়ান তত্ত্ব
Cotton bollworm,সুতি বলওয়ার্ম
Counselling,পরামর্শ
Counter-current system,কাউন্টার-বর্তমান সিস্টেম
Cousin marriage,কাজিন বিয়ে
Covalent bond,সমযোজী বন্ধন
Cover,আবরণ
Covering epithelium,এপিথেলিয়াম covering েকে রাখা
Cowper's gland,কাউপারের গ্রন্থি
Coxa,কক্সা
Coxa,কক্সা
Coxal bone,কক্সাল হাড়
Coxal process,কক্সাল প্রক্রিয়া
Crack,ক্র্যাক
Cracker blasting,ক্র্যাকার ব্লাস্টিং
Cranial bone,ক্রেনিয়াল হাড়
Cranial meninges,ক্রেনিয়াল মেনিনজেস
Cranial nerve,করোটিসঙ্ক্রান্ত নার্ভ
Craniosacral outflow,ক্র্যানিওস্যাক্রাল বহির্মুখ
Cranium,ক্রেনিয়াম
Crassulacean acid metabolism,ক্র্যাসুলাসিয়ান অ্যাসিড বিপাক
Cray fish,ক্রে মাছ
Creatinine,ক্রিয়েটিনিন
Creature,প্রাণী
Creeper,লতা
Crenulation,ক্রেনুলেশন
Crenulation,ক্রেনুলেশন
Cretaceous period,ক্রিটেসিয়াস পিরিয়ড
Cretinism,ক্রিটিনিজম
Cri-du-chat syndrome,ক্রি-ডু-চ্যাট সিন্ড্রোম
Cristae,ক্রিস্টে
Critical link species,সমালোচনামূলক লিঙ্ক প্রজাতি
Critical process,সমালোচনামূলক প্রক্রিয়া
Critically endangered species,সমালোচনামূলকভাবে বিপন্ন প্রজাতি
Crop,ফসল
Crop engineering,ক্রপ ইঞ্জিনিয়ারিং
Cropland,ক্রপল্যান্ড
Cross,ক্রস
Cross breeding,ক্রস ব্রিডিং
Cross-bridge,ক্রস ব্রিজ
Cross linked,ক্রস লিঙ্ক
Cross pollinated,ক্রস পরাগায়িত
Cross pollination,ক্রস পরাগায়ন
Crossing over,অতিক্রম করা
Crotalaria,ক্রোটালারিয়া
Croton,ক্রোটন
Crown gall tumor,ক্রাউন গ্যাল টিউমার
Crown grafting,ক্রাউন গ্রাফটিং
Cruciform,ক্রুশফর্ম
Crude birth rate,অশোধিত জন্ম হার
Crude death rate,অপরিশোধিত মৃত্যুর হার
Crustacean,ক্রাস্টাসিয়ান
Cry IA c,ক্রাই আইয়া গ
Cry IIA b,কান্না আইআইএ খ
Cryopreservation,ক্রিওপ্রিজারেশন
Cryosurgery,ক্রিওসার্জারি
Cryptic,ক্রিপ্টিক
Cryptic appearance,ক্রিপ্টিক চেহারা
Cryptic color,ক্রিপ্টিক রঙ
Cryptically - coloured,ক্রিপ্টালি - রঙিন
Cryptogamae,ক্রিপ্টোগামা
Cryptogamia,ক্রিপ্টোগামিয়া
Crypts of Lieberkuhn,লাইবারকুহনের ক্রিপ্টস
Crystal,স্ফটিক
Crystalline,স্ফটিক
Ctenophorans,স্টেনোফোরানস
Ctenophore,স্টেনোফোর
Ctenoplana,স্টেনোপ্লানা
Cuckoo,কোকিল
Cucumber,শসা
Cucurbit,কুকুর্বিট
Cucurbita,কুকবিতা
Culm,কাল্ম
Cultivar,চাষকারী
Cultivated crop,চাষ করা ফসল
Cultivated plant,চাষ করা উদ্ভিদ
Cultural or accelerated eutrophication,সাংস্কৃতিক বা ত্বরান্বিত ইউট্রোফিকেশন
Culture,সংস্কৃতি
Cumulus oophorus,কামুলাস ওফোরাস
Cupressus torulosa,কাপ্রেসাস টোরুলোসা
Cupula,কাপুলা
Cupule,কাপুল
Curcumin,কার্কুমিন
Cursorial,কার্সোরিয়াল
Curvembryae,কার্ভেমব্রাই
