Malayalam,Marathi
സംഭാവ്യതയിൽ ഒത്തുചേരൽ,संभाव्यतेमध्ये अभिसरण
ഒത്തുചേരൽ പരിധി,अभिसरण मर्यादा
ഒത്തുചേരൽ ആരം,अभिसरण त्रिज्या
ഒത്തുചേരൽ മേഖല,अभिसरण प्रदेश
ഒത്തുചേരുന്ന,अभिसरण
ഒത്തുചേരൽ ക്രമം,अभिसरण क्रम
ഒത്തുചേരൽ പരമ്പര,अभिसरण मालिका
സംസാരിക്കുക,संभाषण
തിരിച്ചും,उलट
പരിവർത്തന അംശം,रूपांतरण अपूर्णांक
പരിവർത്തന പട്ടിക,रूपांतरण सारणी
കുത്തനെയുള്ള,उत्तल
കുത്തനെയുള്ള ശരീരം,उत्तल शरीर
കോൺവെക്സ് കോമ്പിനേഷൻ,उत्तल संयोजन
കുത്തനെയുള്ള കവർ (=കോൺവെക്സ് ഹൾ),उत्तल आवरण (=उत्तल हल)
കോൺവെക്സ് ഫംഗ്ഷൻ,उत्तल कार्य
കോൺവെക്സ് ലീനിയർ കോമ്പിനേഷനുകൾ,बहिर्वक्र रेखीय संयोजन
കോൺവെക്സ് ലീനിയർ പ്രോഗ്രാമിംഗ്,बहिर्वक्र रेखीय प्रोग्रामिंग
കോൺവെക്സ് മെട്രിക് സ്പേസ്,बहिर्वक्र मेट्रिक जागा
കുത്തനെയുള്ള ബഹുമുഖം,बहिर्वक्र पॉलीहेड्रॉन
കോൺവെക്സ് പ്രോഗ്രാമിംഗ്,बहिर्वक्र प्रोग्रामिंग
കുത്തനെയുള്ള പ്രദേശം,बहिर्वक्र प्रदेश
കുത്തനെയുള്ള സെറ്റ്,बहिर्वक्र संच
കൺവ്യൂഷൻ,गोंधळ
convolution integral,convolution अविभाज्य
കൺവ്യൂഷൻ സിദ്ധാന്തം (= ഫാൾട്ടംഗ് സിദ്ധാന്തം),कन्व्होल्युशन प्रमेय (= फाल्टुंग प्रमेय)
ഏകോപിപ്പിക്കുക,समन्वय
കോർഡിനേറ്റ് അക്ഷം,समन्वय अक्ष
കോർഡിനേറ്റ് ജ്യാമിതി,समन्वय भूमिती
കോർഡിനേറ്റ് വിമാനം,समन्वय विमान
കോർഡിനേറ്റുകൾ,समन्वय
കോർഡിനേറ്റ് സിസ്റ്റം,समन्वय प्रणाली
കോപ്പർനിക്കൻ സിസ്റ്റം,कोपर्निकन प्रणाली
കോപ്ലനാർ,कॉप्लनर
കോപ്ലനാർ ശക്തികൾ,coplanar सैन्याने
കോപ്ലനാരിറ്റി,समतलता
കോപ്രൈം നമ്പറുകൾ,कॉप्राइम क्रमांक
തിരുത്തൽ ഘടകം,सुधारणा घटक
ശരിയായ പരിഹാരം,योग्य उपाय
പരസ്പരബന്ധം,सहसंबंध
പരസ്പരബന്ധം ഗുണകം,सहसंबंध गुणांक
പരസ്പരബന്ധം ഡയഗ്രം,सहसंबंध आकृती
പരസ്പരബന്ധം പ്രവർത്തനം,सहसंबंध कार्य
പരസ്പരബന്ധം മാട്രിക്സ്,सहसंबंध मॅट्रिक्स
പരസ്പര ബന്ധ അനുപാതം,सहसंबंध गुणोत्तर
കോറെലോഗ്രാം,कोरेलोग्राम
കോറലോഗ്രാം വിശകലനം,कोरेलोग्राम विश्लेषण
പൊരുത്തപ്പെടുത്തുക,पत्रव्यवहार
കത്തിടപാടുകളുടെ തത്വം,पत्रव्यवहार तत्त्व
അനുബന്ധ കോൺ,संबंधित कोन
അനുബന്ധ വശം,संबंधित बाजू
കോസെറ്റ്,coset
കോസൈൻ,कोसाइन
കോസൈൻ നിയമം,कोसाइन कायदा
ചെലവ് വിശകലനം,खर्च विश्लेषण
ചെലവ് പരമാവധിയാക്കൽ,खर्च कमाल करणे
എണ്ണൽ സിദ്ധാന്തം,गणनाक्षमता स्वयंसिद्ध
എണ്ണാവുന്ന,मोजण्यायोग्य
കണക്കാക്കാവുന്ന അഡിറ്റിവിറ്റി,मोजण्यायोग्य अतिरिक्तता
എണ്ണാവുന്ന അടിസ്ഥാനം,मोजण्यायोग्य आधार
എണ്ണാവുന്ന അടിസ്ഥാനം,मोजण्यायोग्य आधार
എണ്ണാവുന്ന സെറ്റ്,मोजण्यायोग्य संच
എണ്ണിയാലൊടുങ്ങാത്തത്,मोजण्यायोग्य असीम
കൗണ്ടർ,काउंटर
എതിർ ഘടികാരദിശയിൽ,घड्याळाच्या उलट दिशेने
എതിർ ഉദാഹരണം,काउंटर उदाहरण
സഹവർത്തിത്വം,सहप्रसरण
സഹവർത്തിത്വ നിയമം,सहप्रसरण कायदा
കോവേരിയൻസ് മാട്രിക്സ്,सहप्रसरण मॅट्रिक्स
സഹവർത്തിത്വ രീതി,सहप्रवाह पद्धत
സഹവർത്തിത്വ സാങ്കേതികത,सहप्रवाह तंत्र
ക്രാമർ ഭരണം,क्रेमरचा नियम
ക്രാമർ-റാവു അസമത്വം,क्रेमर-राव असमानता
മാനദണ്ഡ പ്രവർത്തനം (=ഒബ്ജക്റ്റീവ് ഫംഗ്‌ഷൻ),निकष कार्य (=उद्देशीय कार्य)
നിർണായക ആംഗിൾ,गंभीर कोन
നിര്ണ്ണായക ബിന്ദു,गंभीर मुद्दा
പ്രവർത്തനത്തിന്റെ നിർണായക പോയിന്റ്,कार्याचा गंभीर मुद्दा
നിർണായക മൂല്യം,गंभीर मूल्य
നിർണായക വേഗത,गंभीर वेग
ക്രോസ് കോറിലേഷൻ ഫംഗ്ഷൻ,क्रॉस सहसंबंध कार्य
ക്രോസ് ഉൽപ്പന്നം,क्रॉस उत्पादन
ക്രോസ് റേഷ്യോ,क्रॉस रेशो
ക്രോസ് സെക്ഷനിംഗ്,क्रॉस सेक्शनिंग
ക്രിപ്റ്റ്,क्रिप्ट
ക്യൂബ്,घन
ക്യൂബ് നമ്പർ,घन संख्या
ക്യൂബ് റൂട്ട്,घनमूळ
ക്യൂബിക്,घन
ക്യൂബിക്കൽ,घन
ക്യൂബിക് സമവാക്യം,घन समीकरण
ക്യൂബിക് ഇഞ്ച്,घन इंच
ക്യുബിക് മീറ്റർ,क्यूबिक मीटर
ക്യൂബിക് പരവലയം,घन पॅराबोला
ക്യൂബിക് റൂട്ട്,घनमूळ
ക്യൂബിക് കാലാവധി,क्यूबिक टर्म
ക്യൂബോയിഡ്,घनदाट
സഞ്ചിത,संचयी
ക്യുമുലേറ്റീവ് കർവ്,संचयी वक्र
സഞ്ചിത വിതരണ പ്രവർത്തനം,संचयी वितरण कार्य
സഞ്ചിത ആവൃത്തി,संचयी वारंवारता
ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഫംഗ്‌ഷൻ,संचयी वारंवारता कार्य
ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ്,संचयी वारंवारता आलेख
ക്യുമുലേറ്റീവ് പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,संचयी संभाव्यता कार्य
ചുരുളൻ,कर्ल
പൊരുത്തം,एकरूपता च्या कर्ल
വെക്റ്ററിന്റെ ചുരുളൻ,वेक्टरचा कर्ल
ചുരുണ്ട ബ്രാക്കറ്റ്,कुरळे कंस
നിലവിലെ,वर्तमान
നിലവിലെ പോയിന്റ്,वर्तमान बिंदू
വക്രത,वक्रता
വക്രത പ്രഭാവം,वक्रता प्रभाव
വളവ്,वक्र
വളഞ്ഞ രേഖ,वक्र रेषा
കർവ് ട്രേസിംഗ്,वक्र ट्रेसिंग
വളഞ്ഞ അസിംപ്റ്റോട്ട്,curvilinear asymptote
curvilinear കോർഡിനേറ്റുകൾ,वक्र निर्देशांक
കർവിലീനിയർ റിഗ്രഷൻ,वक्र प्रतिगमन
കൂമ്പാരം,कुसप
ചക്രം,सायकल
ചാക്രിക വ്യതിയാനം,चक्रीय भिन्नता
സൈക്ലിക് ക്രോസ് ഉൽപ്പന്നം,चक्रीय क्रॉस उत्पादन
ചാക്രിക ആവശ്യം,चक्रीय मागणी
ചാക്രിക പദപ്രയോഗം,चक्रीय अभिव्यक्ती
ചാക്രിക ഗ്രൂപ്പ്,चक्रीय गट
ചാക്രിക ക്രമമാറ്റം,चक्रीय क्रमपरिवर्तन
സൈക്ലോയ്ഡ്,सायक्लोइड
സിലിണ്ടർ,सिलेंडर
സിലിണ്ടർ,दंडगोलाकार
സിലിണ്ടർ ഉപരിതലം,दंडगोलाकार पृष्ठभाग
സൈഫർ,सायफर
ഡി അലംബെർട്ടിന്റെ തത്വം,D&#39;alembert च्या तत्त्व
നനഞ്ഞ ഹാർമോണിക് പ്രവർത്തനം,ओलसर हार्मोनिक फंक्शन
സ്ഥിരമായ ഈർപ്പം,ओलसर सतत
ഡാറ്റ,डेटा
ഡാറ്റ ഉത്ഭവം,डेटा उत्पत्ती
ഡാറ്റ പ്രോസസ്സിംഗ് സിസ്റ്റം,डेटा प्रोसेसिंग सिस्टम
ഡാറ്റ പ്രോസസ്സർ,डेटा प्रोसेसर
ഡാറ്റ ഷീറ്റ്,माहिती पत्रक
ദശാഭുജം,दशभुज
ദശാഗ്രാം,डेकग्राम
ദശാമീറ്റർ,decameter
സ്ഥിരമായ ക്ഷയം,क्षय स्थिर
ശോഷണ വക്രം,क्षय वक्र
മാന്യമായ പ്രവർത്തനം,सभ्य कार्य
ഡെസിഗ്രാം,डेसिग्राम
ദശാംശം,decile
ദശാംശം,दशांश
ദശാംശ കോഡ്,दशांश कोड
ദശാംശ കോഡ് ചെയ്ത അക്കം,दशांश कोड केलेला अंक
ദശാംശ വികാസം,दशांश विस्तार
ദശാംശ അംശം,दशांश अपूर्णांक
ദശാംശ നൊട്ടേഷൻ,दशांश अंकन
ദശാംശ സംഖ്യാ സംവിധാനം,दशांश क्रमांक प्रणाली
ദശാംശ,दशांश चिन्ह
ദശാംശ സ്കെയിൽ,दशांश स्केल
ദശാംശ വ്യവസ്ഥ,दशांश प्रणाली
ഡെസിമീറ്റർ,डेसिमीटर
മനസ്സിലാക്കുന്നു,उलगडणे
തീരുമാന മാതൃക,निर्णय मॉडेल
തീരുമാന സിദ്ധാന്തം,निर्णय सिद्धांत
തീരുമാനം വേരിയബിൾ,निर्णय व्हेरिएबल
ഡീകോഡർ,डिकोडर
ഡീകോഡിംഗ്,डीकोडिंग
വിഘടിപ്പിക്കാവുന്ന സെറ്റ്,विघटनशील संच
കുറയുന്നു,कमी होत आहे
പ്രവർത്തനം കുറയുന്നു,कमी होणारे कार्य
Dedekind ന്റെ കട്ട്,Dedekind च्या कट
ഡെഡെകിൻഡിന്റെ സിദ്ധാന്തം,डेडेकिंडचे प्रमेय
അനുമാനിക്കുക,तर्क
കിഴിവ് രീതി,वजावटी पद्धत
വികലമായ,सदोष
സമവാക്യം നിർവചിക്കുന്നു,परिभाषित समीकरण
നിശ്ചിത അവിഭാജ്യ,निश्चित अविभाज्य
നിശ്ചിത മാട്രിക്സ്,निश्चित मॅट्रिक्स
നിർവചനം,व्याख्या
രൂപഭേദം വക്രം,विकृत वक्र
രൂപഭേദം വരുത്തിയ ഉപരിതലം,विकृत पृष्ठभाग
അപചയം,अध:पतन
ഗതാഗത പ്രശ്‌നങ്ങളിലെ അപചയം,वाहतूक समस्यांमध्ये अधोगती
ഡിഗ്രി,पदवी
ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ബിരുദം,विभेदक समीकरणाची डिग्री
സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം,स्वातंत्र्याची डिग्री
ബഹുപദത്തിന്റെ ബിരുദം,बहुपदीची पदवी
ഇല്ലാതാക്കിയ അയൽപക്കം,हटवलेले अतिपरिचित क्षेत्र
ഡെൽറ്റ പ്രവർത്തനം,डेल्टा फंक्शन
ഡിമാൻഡും യൂട്ടിലിറ്റി വക്രവും,मागणी आणि उपयुक्तता वक्र
ഡിമാൻഡ് സമവാക്യം,मागणी समीकरण
ഡിമാൻഡ് ഫംഗ്ഷൻ,मागणी कार्य
ജനസംഖ്യാ പഠനം,लोकसंख्याशास्त्रीय अभ्यास
ജനസംഖ്യാശാസ്ത്രം,लोकसंख्या
ഡി മോവ്രെയുടെ സിദ്ധാന്തം,डी मोइव्रेचे प्रमेय
പ്രകടിപ്പിക്കുക,प्रात्यक्षिक
പ്രകടനം,प्रात्यक्षिक
പ്രദർശന ജ്യാമിതി,प्रात्यक्षिक भूमिती
ഡിനോമിനേറ്റർ,भाजक
ഇടതൂർന്ന സെറ്റ്,दाट संच
സാന്ദ്രത,घनता
എണ്ണമറ്റ സെറ്റ്,संख्यात्मक संच
പുറപ്പെടുന്ന വേരിയബിളുകൾ,निर्गमन चल
ആശ്രിത സംഭവം,अवलंबून घटना
ആശ്രിത റാൻഡം വേരിയബിൾ,अवलंबित यादृच्छिक चल
ആശ്രിത വേരിയബിൾ,अवलंबून व्हेरिएबल
ആശ്രിത വേരിയേറ്റ്,अवलंबून भिन्नता
വിഷാദം ആംഗിൾ,उदासीनता कोन
വ്യുൽപ്പന്നം,व्युत्पत्ती
ഡെറിവേറ്റീവ്,व्युत्पन्न
ഉരുത്തിരിഞ്ഞ പരമ്പര,व्युत्पन्न मालिका
ഉരുത്തിരിഞ്ഞ സെറ്റ്,व्युत्पन्न संच
അവരോഹണം,उतरत्या
അവരോഹണ ക്രമം,उतरत्या क्रमाने
അവരോഹണ പരമ്പര,उतरत्या मालिका
വിവരണാത്മക ജ്യാമിതി,वर्णनात्मक भूमिती
വിവരണാത്മക മാതൃക,वर्णनात्मक मॉडेल
വിവരണാത്മക സ്ഥിതിവിവരക്കണക്കുകൾ,वर्णनात्मक आकडेवारी
ഡിസൈൻ,डिझाइन
പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന,प्रयोगाची रचना
ഡെസ്ക് കാൽക്കുലേറ്റർ,डेस्क कॅल्क्युलेटर
കണ്ടെത്തൽ,शोध
ഡിറ്റർമിനന്റ്,निर्धारक
ഡിറ്റർമിനന്റ് റാങ്ക്,निर्धारक रँक
നിർണ്ണയിക്കുക,ठरवणे
നിർണ്ണായക മാതൃക,निर्धारक मॉडेल
നിർണ്ണായക പ്രശ്നം,निर्धारक समस्या
വ്യതിയാനം,विचलन
വ്യതിയാനം ഗുണകം,विचलन गुणांक
ഡയാഡിക് സിസ്റ്റം,डायडिक प्रणाली
ഡയഗണൽ,कर्ण
ഒരു മാട്രിക്സിന്റെ ഡയഗണലൈസേഷൻ,मॅट्रिक्सचे विकर्णीकरण
ഡയഗണൽ മാട്രിക്സ്,कर्ण मॅट्रिक्स
ഡയഗണൽ സമാനത,कर्ण समानता
ഡയഗ്രം,आकृती
ഡയഗ്രമാറ്റിക് രീതി,रेखाचित्र पद्धत
ഡയഗ്രമാറ്റിക് അവതരണം,रेखाचित्रात्मक सादरीकरण
വ്യാസം,व्यास
ഒരു സെറ്റിന്റെ വ്യാസം,संचाचा व्यास
വിപരീതമായി,diametrically विरुद्ध
പകിട എറിയുക,फासे फेकणे
ദ്വിമുഖ വർഗ്ഗീകരണം,द्विभाजक वर्गीकरण
ദ്വിമുഖം,द्विविभाजन
നിഘണ്ടു ക്രമം,शब्दकोश क्रम
വ്യത്യാസം കണക്കുകൂട്ടൽ,फरक कॅल्क्युलस
വ്യത്യാസ സമവാക്യം,फरक समीकरण
വ്യത്യാസം ഫോർമുല,फरक सूत्र
വ്യത്യാസം രീതി,फरक पद्धत
സെറ്റുകളുടെ വ്യത്യാസം,संचांचा फरक
വ്യത്യസ്തമായ,वेगळे करण्यायोग्य
വ്യത്യസ്തമായ വക്രം,भिन्नता वक्र
വ്യത്യസ്തമായ പ്രവർത്തനം,भिन्न कार्य
വ്യത്യസ്തമായ,भिन्नता
ഡിഫറൻഷ്യൽ കാൽക്കുലസ്,विभेदक कॅल्क्युलस
ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്,विभेदक गुणांक
ഡിഫറൻഷ്യൽ സമവാക്യം,विभेदक समीकरण
ഡിഫറൻഷ്യൽ ഫോം,विभेदक फॉर्म
ഡിഫറൻഷ്യൽ ഫോർമുല,विभेदक सूत्र
ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ,विभेदक कार्य
ഡിഫറൻഷ്യൽ ജ്യാമിതി,विभेदक भूमिती
ഉയർന്ന ക്രമത്തിന്റെ വ്യത്യാസം,उच्च ऑर्डरचा फरक
ഡിഫറൻഷ്യൽ ഘടകം,विभेदक भागफल
വേർതിരിക്കുക,वेगळे करणे
വ്യത്യാസം,भिन्नता
ഡിഫറൻഷ്യേഷൻ ഫോർമുല,भिन्नता सूत्र
വെക്റ്ററിന്റെ വ്യത്യാസം,वेक्टर भेद
വ്യാപനം,प्रसार
അക്കം,अंक
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,डिजिटल संगणक
ഡിജിറ്റൽ ഡാറ്റ,डिजिटल डेटा
മാനം,परिमाण
മാനം,आयाम
അളവില്ലാത്ത,आकारहीन
ഒരു സമവാക്യത്തിന്റെ അളവ്,समीकरणाचे परिमाण
diophantine സമവാക്യം,डायफॅन्टाइन समीकरण
മുക്കി കോൺ,बुडविणे कोन
ഡിപോളാർ കോർഡിനേറ്റുകൾ,द्विध्रुवीय समन्वय
ദ്വിധ്രുവം,द्विध्रुव
ഡിപിരമിഡ് (ബൈപിരമിഡ്),dipyramid (bipyramid)
ഡിറാക് ഡെൽറ്റ ഫംഗ്‌ഷൻ,डायरॅक डेल्टा फंक्शन
നേരിട്ടുള്ള പൊതു ടാൻജെന്റ്,थेट सामान्य स्पर्शिका
സംവിധാനം ആംഗിൾ,निर्देशित कोन
സംവിധാനം ചെയ്ത ലൈൻ,निर्देशित ओळ
ദിശാസൂചന ഡെറിവേറ്റീവ്,दिशात्मक व्युत्पन्न
ദിശ കോസൈൻ,दिशा कोसाइन
മാക്സിമയുടെ ദിശ,मॅक्सिमाची दिशा
പ്രൊജക്ഷന്റെ ദിശ,प्रक्षेपणाची दिशा
ദിശ അനുപാതം,दिशा गुणोत्तर
ഡയറക്ടർ സർക്കിൾ,संचालक मंडळ
ഡയറക്ടർ മണ്ഡലം,दिग्दर्शक क्षेत्र
നേരിട്ടുള്ള ഉൽപ്പന്നം,थेट उत्पादन
നേരിട്ടുള്ള തെളിവ്,थेट पुरावा
നേരിട്ടുള്ള അനുപാതം,थेट प्रमाण
ഡയറക്‌ട്രിക്സ്,डायरेक्टिक्स
നേരിട്ടുള്ള തുക,थेट बेरीज
വിച്ഛേദിച്ച സെറ്റുകൾ,डिस्कनेक्ट केलेले संच
നിർത്തലാക്കൽ,अखंडता
ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ,डेरिव्हेटिव्हचे खंडन
ആദ്യ തരത്തിലുള്ള നിർത്തലാക്കൽ,पहिल्या प्रकारची अखंडता
രണ്ടാമത്തെ തരത്തിലുള്ള നിർത്തലാക്കൽ,दुस-या प्रकारची अखंडता
തുടർച്ചയായ വിതരണം,अखंड वितरण
തുടർച്ചയായ പ്രവർത്തനം,अखंड कार्य
തുടർച്ചയായ വേരിയേറ്റ്,अखंड भिन्नता
വ്യതിരിക്തമായ,स्वतंत्र
വ്യതിരിക്തമായ വിതരണം,स्वतंत्र वितरण
ഡിസ്ക്രീറ്റ് പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ,स्वतंत्र संभाव्यता वितरण
ഡിസ്ക്രീറ്റ് റാൻഡം വേരിയബിൾ,स्वतंत्र यादृच्छिक चल
വ്യതിരിക്ത സാമ്പിൾ സ്ഥലം,स्वतंत्र नमुना जागा
വ്യതിരിക്തമായ സെറ്റ്,स्वतंत्र संच
വ്യതിരിക്ത സ്ഥലം,स्वतंत्र जागा
വ്യതിരിക്ത ടോപ്പോളജി,स्वतंत्र टोपोलॉजी
വ്യതിരിക്തമായ വ്യതിയാനം,भिन्न भिन्नता
വിവേചനം,भेदभाव करणारा
വിവേചനപരമായ വിശകലനം (=വിവേചന വിശകലനം),भेदभावपूर्ण विश्लेषण (=भेदभाव विश्लेषण)
വേർപിരിയുക,तोडणे
പരസ്പരവിരുദ്ധമായ സംഭവങ്ങൾ,विसंगत घटना
വിഭജന സെറ്റുകൾ,विभक्त संच
അവ്യക്തമായ യൂണിയൻ,युनियन तोडणे
വിച്ഛേദനം,वियोग
വിസരണം,फैलाव
ഡിസ്പേർഷൻ ചാർട്ട്,फैलाव चार्ट
വിസരണം സ്ഥിരമായ,फैलाव स्थिर
ഡിസ്പർഷൻ ഡയഗ്രം,फैलाव आकृती
ഡിസ്പർഷൻ മാട്രിക്സ് (=കോവേരിയൻസ് മാട്രിക്സ്),फैलाव मॅट्रिक्स (=सहप्रसरण मॅट्रिक्स)
സ്ഥാനമാറ്റാം,विस्थापन
ഡിസ്പ്ലേ,प्रदर्शन
ഡിസ്പ്ലേ യൂണിറ്റ് (=കൺസോൾ),डिस्प्ले युनिट (=कन्सोल)
സമാനതകളില്ലാത്ത,भिन्न
വിഘടിപ്പിക്കുന്ന ശക്തികൾ,विघटनशील शक्ती
ദൂരം പ്രവർത്തനം,अंतर कार्य
ദൂരം മോഡുലസ്,अंतर मॉड्यूलस
വിതരണ രഹിത രീതി,वितरण-मुक्त पद्धत
വിതരണ നിയമം,वितरण कायदा
വ്യതിചലിക്കുക,वळवणे
വ്യതിചലനം,विचलन
വ്യതിചലന സിദ്ധാന്തം,भिन्नता प्रमेय
വ്യത്യസ്തമായ,भिन्न
വ്യത്യസ്‌ത പരമ്പര,भिन्न मालिका
വിഭജിച്ച വ്യത്യാസം,विभाजित फरक
വിഭജനം,विभाज्यता
ഹരിക്കാവുന്ന,विभाज्य
ഡിവിഷൻ,विभागणी
ഡിവിഷൻ അൽഗോരിതം,विभाजन अल्गोरिदम
ഡിവിഷൻ റിംഗ്,विभागणी रिंग
ഡോഡെകഗൺ,डोडेकॅगॉन
ഡോഡെകാഹെഡ്രോൺ,dodecahedron
ഡൊമെയ്ൻ,डोमेन
ഒരു ഫംഗ്ഷന്റെ ഡൊമെയ്ൻ,फंक्शनचे डोमेन
നിർവചനത്തിന്റെ ഡൊമെയ്ൻ,व्याख्या डोमेन
അസ്തിത്വത്തിന്റെ ഡൊമെയ്ൻ,अस्तित्वाचे क्षेत्र
പ്രബലമായ തന്ത്രം,प्रबळ धोरण
ഡോപ്ലർ പ്രഭാവം,डॉपलर प्रभाव
ഡോട്ട് ഉൽപ്പന്നം,डॉट उत्पादन
കുത്തുകളുള്ള വക്രം,ठिपके असलेला वक्र
ഇരട്ട വ്യത്യാസം,दुहेरी फरक
ഇരട്ട എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ,दुहेरी घातांकीय वितरण
ഇരട്ട ഹെലിക്സ്,दुहेरी हेलिक्स
ഇരട്ട ഇന്റഗ്രൽ,दुहेरी अविभाज्य
ഇരട്ട സംയോജനം,दुहेरी एकत्रीकरण
ഇരട്ട പരിധി,दुहेरी मर्यादा
ഇരട്ട സാമ്പിൾ പ്ലാൻ,दुहेरी नमुना योजना
ഇരട്ട ക്രമം,दुहेरी क्रम
ഇരട്ട പരമ്പര,दुहेरी मालिका
ഇരട്ട പ്രത്യയ നൊട്ടേഷൻ,दुहेरी प्रत्यय नोटेशन
ഇരട്ട സംഗ്രഹം,दुहेरी बेरीज
താഴേക്കുള്ള ത്വരണം,अधोगामी प्रवेग
താഴേക്കുള്ള സ്ഥാനചലനം,खालच्या दिशेने विस्थापन
താഴേക്കുള്ള ചലനം,खालची गती
താഴേക്കുള്ള വേഗത,खालचा वेग
വലിച്ചിടുക,ड्रॅग
ഡ്രാഗ് ഫോഴ്സ്,ड्रॅग फोर्स
ഇരട്ട,दुहेरी
ഇരട്ട അടിസ്ഥാനം,दुहेरी आधार
ഇരട്ട ആന്തരിക ഉൽപ്പന്നം,दुहेरी आतील उत्पादन
ഡ്യുവൽ ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം,दुहेरी रेखीय प्रोग्रामिंग समस्या
ഇരട്ട പ്രവർത്തനം,दुहेरी ऑपरेशन
ഇരട്ട പ്രശ്നം,दुहेरी समस्या
ഡ്യുവൽ സിംപ്ലക്സ് അൽഗോരിതം,ड्युअल सिम्प्लेक्स अल्गोरिदम
ഡ്യുവൽ സിംപ്ലക്സ് ടെക്നിക്,ड्युअल सिम्प्लेक्स तंत्र
ഡ്യുവൽ സ്പേസ്,दुहेरी जागा
ഡ്യുവൽ വേരിയബിൾ,दुहेरी व्हेरिएबल
ഡ്യുവൽ വെക്റ്റർ സ്പേസ്,दुहेरी वेक्टर जागा
ഡമ്മി സൂചിക,डमी निर्देशांक
ഡമ്മി സബ്സ്ക്രിപ്റ്റ്,डमी सबस्क्रिप्ट
ഡമ്മി പ്രത്യയം,डमी प्रत्यय
ഡമ്മി വേരിയബിൾ,डमी व्हेरिएबल
ഡ്യൂപ്ലിക്കേറ്റർ പ്രക്രിയ,डुप्लिकेट प्रक्रिया
ചലനാത്മകം,गतिमान
ചലനാത്മക സംവിധാനം,गतिशील प्रणाली
ഡൈനാമിക് ഡിമാൻഡ് ഫംഗ്ഷൻ,डायनॅमिक मागणी कार्य
ഡൈനാമിക് മോഡൽ,डायनॅमिक मॉडेल
ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,डायनॅमिक प्रोग्रामिंग
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം,डायनॅमिक प्रोग्रामिंग दृष्टीकोन
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്,डायनॅमिक प्रोग्रामिंग तंत्र
ചലനാത്മകത,गतिशीलता
ഒരു കണത്തിന്റെ ചലനാത്മകത,कणाची गतिशीलता
ദൃഢമായ ശരീരങ്ങളുടെ ചലനാത്മകത,कठोर शरीराची गतिशीलता
ഭൂമി,पृथ्वी
ഭൂകമ്പ തീവ്രത,भूकंपाची तीव्रता
ഉത്കേന്ദ്രത,विलक्षणता
ഗ്രഹണം,ग्रहण
ഇക്കണോമെട്രിക് പ്രവചനം,अर्थमितीय अंदाज
സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ,अर्थशास्त्री
ഇക്കണോമെട്രിക്സ്,अर्थमिति
സാമ്പത്തികശാസ്ത്രം,अर्थशास्त्र
അറ്റം,धार
ഒരു കുത്തനെയുള്ള സെറ്റിന്റെ അറ്റം,बहिर्वक्र संचाची किनार
കാര്യക്ഷമത ഘടകം,कार्यक्षमता घटक
ഈജൻ മൂലകം,eigen घटक
ഈജൻ പ്രവർത്തനം,eigen फंक्शन
ഈജൻ മൂല്യം,eigen मूल्य
ഈജൻ മൂല്യ സമവാക്യം,eigen मूल्य समीकरण
ഈജൻ വെക്റ്റർ,इजेन वेक्टर
ഇലാസ്റ്റിക്,लवचिक
ഇലാസ്റ്റിക് സ്ഥിരാങ്കം,लवचिक स्थिरांक
ഇലാസ്റ്റിക് സന്തുലിതാവസ്ഥ,लवचिक समतोल
ഇലാസ്തികത,लवचिकता
ഇലാസ്തികത ഉപരിതലം,लवचिकता पृष्ठभाग
ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ,इलेक्ट्रॉनिक संगणक
ഘടകം,घटक
പ്രാഥമിക നിര പ്രവർത്തനം,प्राथमिक स्तंभ ऑपरेशन
പ്രാഥമിക സംഭവം,प्राथमिक घटना
പ്രാഥമിക പ്രവർത്തനം,प्राथमिक कार्य
പ്രാഥമിക പ്രവർത്തനം,प्राथमिक ऑपरेशन
പ്രാഥമിക ഫലം,प्राथमिक परिणाम
പ്രാഥമിക സാധ്യത നിയമം,प्राथमिक संभाव्यता कायदा
പ്രാഥമിക വരി പ്രവർത്തനം,प्राथमिक पंक्ती ऑपरेशन
ഇല്ലാതെയാക്കുവാൻ,दूर करणे
ഒഴിവാക്കൽ നടപടിക്രമം,निर्मूलन प्रक्रिया
ദീർഘവൃത്തം,लंबवर्तुळ
