Telugu,Punjabi
సిలియరీ బాడీ,ਗਿਲਿਅਰੀ ਸਰੀਰ
సిలియరీ గ్యాంగ్లియన్,ਸਿਲੇਰੀ ਗੈਂਗਲੀਅਨ
సిలియరీ కదలిక,ਸਿਲਾਈਡਰੀ ਲਹਿਰ
సిలియరీ,ਗਿਲੀਆਰੀ
సిలియేట్,ਸੀਲੀਏਟ
గోళ్ళు,Cilia (Cilia)
సిన్చోనా,ਸਿਨੋਨਾ
సియోనా,ਸਿਓਨਾ
సిప్రోఫ్లోక్సాసిన్,ਸਿਪ੍ਰੋਫਲੋਕਸਸੀਨ
ప్రసరణ,ਗੇੜ
ప్రసరణ వ్యవస్థ,ਸਰਕੂਲੇਟਰੀ ਸਿਸਟਮ
సర్కోఎసోఫాగియల్ కమీషర్,ਘੇਰੋਪੈਫਜੀਲ ਕਮਿਸਰ
సిరోస్,ਸਿਰਹੋਜ਼
సిరోసిస్,ਸਿਰੋਸਿਸ
సిరస్,Cir cirhousous
సిస్టెర్నా,Cterna
సిస్ట్రాన్,Cistrann
సిట్రూలిన్,ਸਿਟਰਲਾਈਨ
సిట్రస్ పండు,ਨਿੰਬੂ ਫਲ
క్లాడిస్టిక్స్,ਕਲੈਡੀਜਿਸਟਿਕਸ
క్లాడోడ్,ਕਲੇਡਡ
క్లాడోఫోరా,ਕਲੋਡੋਫੋਰਾ
క్లారియాస్ గారిపినస్,ਕਲੇਰੀਆ ਗਾਰਸੀਪਿਨਸ
తరగతి,ਕਲਾਸ
తరగతి,ਕਲਾਸ
వర్గీకరణ,ਵਰਗੀਕਰਣ
క్లావిసెప్స్,ਕਲੇਵਿਸ
క్లావికిల్,ਕਲੇਵਿਕਲ
పంజా లేని అంకె,ਕਪੜੇ
మట్టి,ਮਿੱਟੀ
క్లీవేజ్ కణుపు,ਕਲੇਵੇਜ ਫੁਰੋ
క్లిస్టోగామస్,ਕਲੇਸ਼
క్లెమాటిస్,ਕਲੇਮੇਟਿਸ
వాతావరణం,ਮੌਸਮ
వాతావరణ జోన్,ਮੌਸਮ ਜ਼ੋਨ
వాతావరణ పరామితి,ਜਲਵਾਯੂ
క్లైమాక్స్ కమ్యూనిటీ,ਸਿਖਰ ਤੇ ਕਮਿ Community ਨਿਟੀ
అధిరోహకుడు,ਚੜਾਈ
ఎక్కడం,ਚੜ੍ਹਨਾ
క్లినికల్ కాలం,ਕਲੀਨਿਕਲ ਅਵਧੀ
క్లిటెల్లార్,ਕਲਿਟੇਲਰ
క్లిటెల్లమ్,ਕਲਾਈਟਲਮ
క్లిటోరియా,ਕਲਾਕਾਰ
స్త్రీగుహ్యాంకురము,ਕਲਿਟਰਿਸ
క్లోకా,ਕਲੋਕਾ
క్లోనల్ ఫ్రాగ్,ਕਲੋਨਲ ਡੱਡੂ
క్లోనల్ ప్రచారం,ਕਲੋਨਲ ਪ੍ਰਸਾਰ
క్లోనల్ ఎంపిక,ਕਲੋਨਲ ਚੋਣ
క్లోన్,ਕਲੋਨ
క్లోనింగ్,ਕਲੋਨਿੰਗ
దగ్గరి వివాహం,ਵਿਆਹ ਨੂੰ ਬੰਦ ਕਰੋ
క్లోజ్డ్ సిస్టమ్,ਬੰਦ ਸਿਸਟਮ
క్లోస్ట్రిడియం,ਕਲੋਸਟ੍ਰਿਡਿਅਮ
క్లోస్ట్రిడియం బ్యూటిలిసియం,ਕਲੋਸਟ੍ਰਿਡਿਅਮ ਬੋਟਲਿ iiialium ਜ਼ੀਅਮ
క్లాట్ బస్టర్,ਕਲੋਟ ਬੁਸਟਰ
రక్తం గడ్డకట్టడం,ਖੂਨ ਦੀ ਜੰਮਣਾ
క్లోవర్ బీన్,ਕਲੋਵਰ ਬੀਨ
క్లోవర్-లీఫ్ మోడల్,ਕਲੋਵਰ-ਪੱਤਾ ਮਾਡਲ
విదూషకుడు చేప,ਕਲੋਨ ਫਿਸ਼
Cnidarians,ਸੀਨੀਡੀਆਕਾਰ
Cnidoblist,Cnidblast
కోజర్వేట్,ਸਹਿਣਸ਼ੀਲਤਾ
ముతక సర్దుబాటు నాబ్,ਮੋਟੇ ਐਡਜਸਟਮੈਂਟ ਨੋਬ
ముతక ఇసుక,ਮੋਟੇ ਰੇਤ
తీరప్రాంత డూన్,ਤੱਟਵਰਤੀ ਡੀਸ
వంశము,ਤੱਟਵਰਤੀ ਪ੍ਰਤ ਸਭਿਆਚਾਰ ਫਾਰਮ
కోబాల్ట్,ਕੋਬਾਲਟ
కొకైన్,ਕੋਕੀਨ
కోకిడియోసిస్,ਕੋਕਸੀਡੀਓਸਿਸ
కోకస్,COCCUS
కోకిక్స్,ਕੋਸੈਕੈਕਸ
కోక్లియా,ਕੋਚਲਿਆ
కోక్లియా,ਕੋਚਲਿਆ
కోకన్,ਕੋਕੂਨ
కోడెడ్ జన్యు కార్యక్రమం,ਕੋਡ ਜੈਨੇਟਿਕ ਪ੍ਰੋਗਰਾਮ
కోడైన్,ਕੋਡਾਈਨ
కోడింగ్,ਕੋਡਿੰਗ
కోడింగ్,ਕੋਡਿੰਗ
కోడింగ్,ਕੋਡਿੰਗ
కోడింగ్ స్ట్రాండ్,ਕੋਡਿੰਗ ਸਟ੍ਰੈਂਡ
కోడోమైనాన్స్,ਕੋਡੋਮਾਈਨੈਂਸ
కోడాన్,ਕੋਡੋਨ
సహకారం,ਕੋਇਰੇਟਰਰੇਟ
కోలెంటెరాన్,ਕੋਲੇਨਟਰੋਨ
సెలియక్ గ్యాంగ్లియన్,ਸੇਲੀਆਕ ਗੈਂਗਲੀਅਨ
కోలోమేట్,ਕੋਲੀਮੈਟ
కోలోమ్,ਕੋਮਲ
కోలోమిక్ ఎపిథీలియం,ਕੋਨੇਮਿਕ ਐਪੀਥੀਲਿਅਮ
కోయిలోమిక్ ఫ్లూయిడ్,ਕੋਮਲ ਤਰਲ
కోలోమో సాక్,Coelomo SAC
కోనోసైటిక్,ਕੋਨੋਵਿਟਿਕ
కోనోపోడియాసి,ਕੋਨੋਪੋਡੀਆਸੈ
కోఎంజైమ్,ਸਿੱਕੇ
సహ పరిణామం,ਸਹਿ-ਵਿਕਾਸ
సహ-విస్తరణ,ਸਹਿ-ਵਿਗਾੜ
సహ-కారకం,ਸਹਿ-ਕਾਰਕ
సమన్వయం,ਏਕਤਾ
సమన్వయ శక్తి,ਸਹਿਣਸ਼ੀਲਤਾ
సమన్వయ సిద్ధాంతం,ਸਹਿਯੋਗੀ ਸਿਧਾਂਤ
సమన్వయ-టెన్షన్-ట్రాన్స్పిరేషన్,ਏਕਤਾ-ਤਣਾਅ-ਪਾਰਦਰਸ਼ੀ
కోహోర్ట్,ਕੋਹੋਰਟ
స్పైరల్‌గా లేదా హెలిక్‌గా కాయిల్డ్,ਰਾਇਕੁਲਰ ਜਾਂ ਹੈਲੀਕਲੀ
కాయిల్డ్,ਕੋਇਲਡ
కోయిటస్,ਕੋਇਟਸ
కోయిటస్ అంతరాయం (ఉపసంహరణ),CITUs ਇੰਟਰਫੋਟਸ (ਕ withdrawal ਵਾਉਣ)
కొల్చిసిన్,ਕੋਲਚਿਨ
కొల్చికమ్ శరదృతువు,ਕੋਲਚਿਕਮ ਆਟੋਮੈਨੇਲ
కోల్డ్ బ్లడెడ్,ਠੰਡੇ ਲਹੂ ਨਾਲ
కోల్డ్ ఎడారి,ਠੰਡੇ ਮਾਰੂਥਲ
కోల్డ్ రిసెప్టర్,ਕੋਲਡ ਰੀਸੈਪਟਰ
కోలియోప్టెరాన్,ਕੋਲੀਓਪਲੇਨ
కోలియోప్టైల్,ਕੋਲੀਓਪੈਟਾਈਲ
కోలియోర్హిజా,ਕੋਲੀੋਰਹਿਜ਼ਾ
కోలియస్,ਕੋਲੇਸ
కొల్లాజెన్,ਕੋਲੇਜਨ
కొల్లాజెన్ ఫైబర్,ਕੋਲੇਜਨ ਫਾਈਬਰ
కాలర్,ਕਾਲਰ
అనుషంగిక గ్రంథి,ਜਮਾਂਦਰੂ ਗਲੈਂਡ
గొట్టం సేకరించడం,ਤੁਲੇ ਨੂੰ ਇਕੱਠਾ ਕਰਨਾ
వాహిక సేకరణ,ਡੈਕਟ ਨੂੰ ਇਕੱਠਾ ਕਰਨਾ
కొల్లెటోట్రిచమ్,ਕੁਲੋਟ੍ਰਿਚਮ
కొలోబ్లాస్ట్ సెల్,ਕੋਲੋਬਲਾਸਟ ਸੈੱਲ
ఘర్షణ,ਕੋਲੋਇਡ
ఘర్షణ,ਕੋਲੋਇਡਲ
కోలోకాసియా,ਕੋਲੋਕੈਸੀਆ
పెద్దప్రేగు,ਕੋਲਨ
వలస రూపం,ਬਸਤੀਵਾਦੀ ਰੂਪ
కలోనియల్ నోస్టాక్,ਬਸਤੀਵਾਦੀ ਨੋਂਕੋਕ
వలసరాజ్యం,ਬਸਤੀਕਰਨ
కాలనీ,ਕਲੋਨੀ
కొలొస్ట్రమ్,ਕੋਲੋਸਟ੍ਰਮ
రంగు అంధత్వం,ਰੰਗ ਅੰਨ੍ਹੇਪਣ
కాలమ్ క్రోమాటోగ్రఫీ,ਕਾਲਮ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
బెర్టిని కాలమ్,ਬਰਟਿਨੀ ਦਾ ਕਾਲਮ
స్తంభ ఎపిథీలియం,ਕਾਲਮਨਰ ਐਪੀਥੀਲਿਅਮ
దువ్వెన ప్లేట్,ਕੰਘੀ ਪਲੇਟ
సంయోజక్రియ,ਸੰਯੁਕਤ ਇਮਿ .ਨ ਦੀ ਘਾਟ ਸਿੰਡਰੋਮ
సంయుక్త బరువు,ਸੰਯੁਕਤ ਭਾਰ
దువ్వెన-జెల్లీ,ਕੰਘੇ-ਜੈਲੀ
దహన,ਜਲਣ
దహన ప్రక్రియ,ਜਲਣ ਪ੍ਰਕਿਰਿਆ
కామా,ਕਾਮੇ
ప్రారంభం,ਰਿਮੈਂਸੀਵਾਦ
కమీసురల్ నౌక,ਕਾਮੀਸਚਰਲ ਭਾਂਡੇ
సాధారణ పూర్వీకుడు,ਆਮ ਪੂਰਵਜ
సాధారణ కరోటిడ్ ధమని,ਆਮ ਕੈਰੋਟਿਡ ਆਰਟਰੀ
కామన్ ఇండియన్ టోడ్,ਆਮ ਭਾਰਤੀ ਮੋੜ
కమ్యూనిటీ వైవిధ్యం,ਕਮਿ Community ਨਿਟੀ ਵਿਭਿੰਨਤਾ
కమ్యూనిటీ ఇంటరాక్షన్,ਕਮਿ Community ਨਿਟੀ ਗੱਲਬਾਤ
సంపీడనం,ਸੰਕੁਚਨ
కంపానియన్ సెల్,ਸਾਥੀ ਸੈੱਲ
తులనాత్మక శరీర నిర్మాణ శాస్త్రం,ਤੁਲਨਾਤਮਕ ਸਰੀਰ ਵਿਗਿਆਨ
తులనాత్మక పదనిర్మాణం,ਤੁਲਨਾਤਮਕ ਰੂਪ ਵਿਗਿਆਨ
అనుకూలత,ਅਨੁਕੂਲਤਾ
అనుకూలత,ਅਨੁਕੂਲਤਾ
పరిహార పునరుత్పత్తి,ਮੁਆਵਜ਼ਾ
సమర్థ సెల్,ਸਮਰੱਥ ਸੈੱਲ
సమర్థ హోస్ట్,ਸਮਰੱਥ ਹੋਸਟ
పోటీ,ਮੁਕਾਬਲਾ
పోటీ నిరోధం,ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਰੋਕਥਾਮ
పోటీ నిరోధకం,ਮੁਕਾਬਲੇ ਵਾਲੇ ਇਨਿਹਿਬਟਰ
పరిపూరత,ਪੂਰਕਤਾ
కాంప్లిమెంటరీ ఫిల్టర్,ਪੂਰਕ ਫਿਲਟਰ
పరిపూరకరమైన జన్యువు,ਪੂਰਕ ਜੀਨ
పరిపూరకరమైన జత,ਪੂਰਕ ਜੋੜੀ
పూర్తి జీర్ణవ్యవస్థ,ਪੂਰਾ ਪਾਚਨ ਟ੍ਰੈਕਟ
పూర్తి అనుసంధానం,ਪੂਰਾ ਲਿੰਕ
పూర్తి ఆక్సీకరణ,ਮੁਕੰਮਲ ਆਕਸੀਕਰਨ
క్లిష్టమైన,ਗੁੰਝਲਦਾਰ
క్లిష్టమైన,ਗੁੰਝਲਦਾਰ
క్లిష్టమైన,ਗੁੰਝਲਦਾਰ
సంక్లిష్ట కణజాలం,ਗੁੰਝਲਦਾਰ ਟਿਸ਼ੂ
మిశ్రమ,ਕੰਪੋਜ਼ਿਟ
కాంపౌండ్ కోరిఎంబి,ਮਿਸ਼ਰਿਤ ਕੋਰੀਬ
సమ్మేళనం ఎపిథీలియం,ਮਿਸ਼ਰਿਤ ਐਪੀਥੀਹਾਈਲ
కాంపౌండ్ కళ్ళు,ਮਿਸ਼ਰਿਤ ਅੱਖਾਂ
సమ్మేళనం అంబెల్,ਮਿਸ਼ਰਿਤ ਅੰਬੈਲ
కంపల్సివ్ చర్య,ਮਜਬੂਰੀ ਕਾਰਵਾਈ
గణన జీవశాస్త్రం,ਕੰਪਿ ut ਟੇਸ਼ਨਲ ਜੀਵ-ਵਿਗਿਆਨ
కంప్యూటెడ్ టోమోగ్రఫీ,ਕੰਪਿ ut ਟਿਡ ਟੋਮੋਗ੍ਰਾਫੀ
కంప్యూటర్ స్క్రీన్,ਕੰਪਿ Computer ਟਰ ਸਕਰੀਨ
సాంద్రీకృత మూత్రం,ਮਕੁਰਾਂ ਦਾ ਕੇਂਦਰਿਤ
ఏకాగ్రత,ਧਿਆਨ ਟਿਕਾਉਣਾ
ఏకాగ్రత ప్రవణత,ਇਕਾਗਰਤਾ ਗਰੇਡੀਐਂਟ
భావన,ਸੰਕਲਪ
సంగ్రహణ,ਸੰਘਣੇਪਣ
సంగ్రహణ,ਸੰਘਣੇਪਣ
సంగ్రహణ డీకోండెన్సేషన్ చక్రం,ਸੰਘਣੇਤਾ ਵਿਧੀ ਚੱਕਰ
ఘనీకృత రాష్ట్రం,ਸੰਘਣੀ ਰਾਜ
కండెన్సర్ లెన్స్,ਕੰਡੈਂਸਰ ਲੈਂਜ਼
షరతులతో,ਸ਼ਰਤ
షరతులతో,ਸ਼ਰਤ
నాడిలో ప్రేరణ,ਨਸ ਪ੍ਰਭਾਵ ਦਾ ਸੰਚਾਲਨ
నీటి ప్రసరణ,ਪਾਣੀ ਦੀ ਸੰਚਾਲਨ
కండక్టివ్ ఎలక్ట్రోలైట్ జెల్,ਕੰਡਕੈਕਟਿਵ ਇਲੈਕਟ੍ਰੋਲਾਈਟ ਜੈੱਲ
కోన్,ਕੋਨ
అనుగుణంగా,ਅਨੁਕੂਲ
కన్ఫార్మర్,ਪ੍ਰੇਸ਼ਾਨ
పుట్టుకతో వచ్చేది,ਜਮਾਂਦਰੂ
శంఖాకార మూలం,ਕੌਨਲ ਰੂਟ
శంఖాకార,ਕੋਨਿਕਲ
కోనిడియా,ਕਨਾਇਡੀਆ
కోనిఫెర్,ਕੋਨੀਫੋਰ
కోనిఫెరే,ਕਨਫੈਸੀ
కోనిఫెరోప్సిడా,ਕੋਨਿਫਰੋਫਿਡਾ
కన్ఫాయింట్ వాస్కులర్ బండిల్,ਭਾਂਤ ਭਾਂਤ ਭੰਗ
సంయోగం,ਕੀਤਾ
సంయోగం,ਸੰਜੋਗ
కంజుంక్టివా,ਕੰਨਜੰਵਾਵਾ
కంజుక్టివ్ టిష్యూ,ਸੰਜੋਗ ਟਿਸ਼ੂ
బంధన కణజాలము,ਕਨੈਕਟਿਵ ਟਿਸ਼ੂ
కొన్నెల్ యొక్క ప్రయోగం,ਕੁਨੈਲ ਦਾ ਤਜਰਬਾ
పరిరక్షణ అటవీ,ਸੰਭਾਲ ਜੰਗਲਾਤ
కన్జర్వేషనల్ టైజ్,ਕੰਜ਼ਰਵੇਸ਼ਨਲ ਟਿਲੇਜ
స్థిరాంకం,ਸਥਿਰਤਾ
రాజ్యాంగం,ਸੰਵਿਧਾਨ
నిర్మాణాత్మక ఎంజైమ్,ਗਠਿਤ ਪਾਚਕ
వినియోగదారు,ਖਪਤਕਾਰ
సంప్రదింపు నిరోధం,ਸੰਪਰਕ ਰੋਕ
అంటు వ్యాధి,ਛੂਤ ਵਾਲੀ ਬਿਮਾਰੀ
కలుషితం,ਦੂਸ਼ਿਤ
కాలుష్యం,ਗੰਦਗੀ
సమకాలీన జీవశాస్త్రం,ਸਮਕਾਲੀ ਜੀਵ ਵਿਗਿਆਨ
ఖండం,ਮਹਾਂਦੀਪ
ఆకృతి దున్నుతున్నది,ਸਮਤਲ
కాంట్రాక్టిబిలిటీ,ਇਕਰਾਰਨਾਮਾ
సంకోచ ఫైబర్,ਇਕਰਾਰਨਾਮੇ ਦੇ ਫਾਈਬਰ
సంకోచ ప్రోటీన్,ਇਕਰਾਰਨਾਮੇ ਦੇ ਪ੍ਰੋਟੀਨ
సంకోచ ప్రతిస్పందన,ਇਕਰਾਰਨਾਮੇ ਦਾ ਜਵਾਬ
సంకోచ వాక్యూల్,ਇਕਰਾਰਨਾਮੇ ਦੀ ਖਾਲੀ ਥਾਂ
కాంట్రాస్ట్ ఏజెంట్,ਕੰਟਰਸਸਟ ਏਜੰਟ
కాంట్రాస్ట్ ఏజెంట్,ਕੰਟਰਸਸਟ ਏਜੰਟ
కాంట్రాస్ట్ ఏజెంట్,ਕੰਟਰਸਸਟ ਏਜੰਟ
విరుద్ధమైన లక్షణం,ਵਿਪਰੀਤ ਗੁਣ
సెంట్రిఫ్యూగల్ ఫోర్స్,ਸੈਂਟਰਿਫੁਗਲ ਫੋਰਸ
నియంత్రణ కారకం,ਕੰਟਰੋਲ ਕਾਰਕ
నియంత్రిత ప్రయోగం,ਨਿਯੰਤਰਿਤ ਪ੍ਰਯੋਗ
కోనస్,ਕੋਨਸ
కోనస్ ఆర్టెరియోసస్,ਕੌਨਸ ਆਰਟਰੀਓਸਸ
సాంప్రదాయ పండించడం,ਰਵਾਇਤੀ ਖੇਤ
కలుస్తుంది,ਸੰਨਿਆਸ
కన్వర్జెంట్,ਪਰਿਵਰਤਨ
భోగశనకు సంబంధించిన,ਪਰਿਵਰਤਨ (ਵਿਕਾਸ)
Cancolvulaceae,ਕਨਵੋਲਵੂਲਸੀ
మెలికలు తిరిగిన గొట్టం,ਪੱਕਾ ਟਿ ule ਬਲੇ
సమన్వయ,ਤਾਲਮੇਲ
కోపాలిమర్,ਕੋਪੋਲਮਰ
రాగి,ਤਾਂਬਾ
కోప్రోలైట్,ਕੋਪਰੂਲੀਟ
కోప్రొఫిలస్,ਕਾਪੀਰੋਫਿਲਸ
కంపోలేట్ చేయండి,ਕਾੱਪੀ
కాపులేషన్,ਕਾੱਪੀ
కాపులేషన్,ਕਾੱਪੀ
కాపులేటరీ ప్యాడ్,ਕਪੂਲਟਰੀ ਪੈਡ
పగడపు రీఫ్ కమ్యూనిటీ,ਕੋਰਲ ਰੀਫ ਕਮਿ Community ਨਿਟੀ
పగడపు,ਕੋਰਲ
కార్డేట్,ਕੋਰਡੇਟ
కోర్ ప్రాంతం,ਕੋਰ ਖੇਤਰ
కోర్ జోన్,ਕੋਰ ਜ਼ੋਨ
కోర్ప్రెస్సర్,ਕੋਰਪ੍ਰੈਸਰ
కొరిఫాస్ఫిన్,ਕੋਰਿਪੋਸਫਾਈਨ
కార్క్,ਦਰੱਖਤ ਦਾ ਸੱਕ
కార్క్ కాంబియం,ਕਾਰ੍ਕ ਕੰਬਿਅਮ
కార్క్ స్క్రూ,ਕਾਰ੍ਕ ਪੇਚ
కార్మ్,ਕੋਰਮ
మొక్కజొన్న బోరర్,ਮੱਕੀ ਦਾ ਬੋਰਡ
కార్నియా,ਕੌਰਨੀਆ
కార్నిజెన్ సెల్,ਕੋਰਨੇਗੇਨ ਸੈੱਲ
కార్నియల్ లెన్స్,ਕੋਰਨੇਲ ਲੈਂਜ਼
కొరోల్లా,ਕੋਰੋਲਾ
కరోనా,ਕੋਰੋਨਾ
కరోనా చొచ్చుకుపోయే ఎంజైమ్,ਕੋਨਾ ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ ਪਾਚਕ
కరోనా రేడియేటా,ਕੋਰੋਨਾ ਰੇਡੀਏਟਾ
కరోనారియే,ਕੋਰੋਨਰੀਆ
కొరోనరీ ఆర్టరీ,ਕੋਰੋਨਰੀ ਆਰਟਰੀ
కొరోనరీ ఆర్టరీ బైపాస్,ਕੋਰੋਨਰੀ ਆਰਟਰੀ ਬਾਈਪਾਸ
కొరోనరీ ఆర్టరీ డిసీజ్,ਕੋਰੋਨਰੀ ਆਰਟਰੀ ਦੀ ਬਿਮਾਰੀ
కొరోనరీ సల్కస్,ਕੋਰੋਨਰੀ ਸਲੈਕਸ
కార్పోరా కావెర్నోసా (పురుషాంగం),ਕਾਰਪੋਰਾ ਕਾਵਰਨੋਸਾ (ਲਿੰਗ ਦਾ)
కార్పోరా క్వాడ్రిజెమినా,ਕਾਰਪੋਰਾ ਚਾਵਡ੍ਰਿਗਮਿਨਾ
కార్పస్,ਕਾਰਪਸ
కార్పస్ అల్బికాన్స్,ਕਾਰਪਸ ਐਲਬਿਕਸ
కార్పస్ కాలోసమ్,ਕਾਰਪਸ ਕਾਲੋਸਮ
కార్పస్ లూటియం,ਕਾਰਪਸ ਲਯੂਟਮ
కార్పస్ స్పాంజియోసమ్,ਕਾਰਪੋਸੀਓਸਮ
కార్పస్ స్ట్రియాటం,ਕਾਰਪਸ ਸਟ੍ਰੇਟਮ
క్షీణించింది,ਕੋਰੋਡ
కార్టెక్స్,ਕੋਰਟੇਕਸ
కార్టికల్ నెఫ్రాన్,ਕੋਰਟੀਕਲ ਨੇਫਰਨ
కార్టికోస్టెరాన్,ਕੋਰਟੀਕੋਸਟੀਟਰੋਨ
కార్టికోట్రోఫిక్,ਕੋਰਟੀਕੋਫਿਕ
కార్టిసాల్,ਕੋਰਟੀਸੋਲ
కార్టిసోన్,ਕੋਰਟੀਸੋਨ
కార్వస్,ਕੋਰਵੋਸ
Corymb,ਕੋਰੀਮ
విశ్వ మూలం,ਬ੍ਰਹਿਮੰਡ ਮੂਲ
కాస్మిక్ రే,ਬ੍ਰਹਿਮੰਡੀ ਰੇ
కాస్మిడ్,ਕੋਸ਼ਨ
కాస్మోజోవాన్ సిద్ధాంతం,ਕੋਸਮੋਜ਼ੋਆਨ ਸਿਧਾਂਤ
కాటన్ బోల్వార్మ్,ਕਪਾਹ ਦਾ ਬੋਲਾ ਕੀੜਾ
కౌన్సెలింగ్,ਕਾਉਂਸਲਿੰਗ
కౌంటర్-కరెంట్ సిస్టమ్,ਵਿਰੋਧੀ ਪ੍ਰਣਾਲੀ
కజిన్ వివాహం,ਚਚੇਰਾ ਭਰਾ ਵਿਆਹ
సమయోజనీయ బంధం,ਸਹਿਕਾਰਤਾ
కవర్,ਕਵਰ
ఎపిథీలియం కవర్,ਐਪੀਥੀਲੀਅਮ ਨੂੰ covering ੱਕਣਾ
కౌపర్స్ గ్రంథి,ਕਾਉਪਰ ਦੀ ਗਲੈਂਡ
కాక్సా,ਕੋਕਸ਼ਾ
కాక్సా,ਕੋਕਸ਼ਾ
కాక్సల్ ఎముక,ਕੋਕਸਾਲ ਹੱਡੀ
కాక్సల్ ప్రక్రియ,ਕੋਕਸਾਲ ਪ੍ਰਕਿਰਿਆ
క్రాక్,ਕਰੈਕ
క్రాకర్ బ్లాస్టింగ్,ਕਰੈਕਰ ਬਲੇਸਟਿੰਗ
కపాల ఎముక,ਕਰੈਨਿਅਲ ਹੱਡੀ
కపాల మెనింజెస్,ਕ੍ਰੇਨੀਅਲ ਮੈਨਿੰਜ
కపాల నాడి,ਕਰੈਨਿਅਲ ਨਰਵ
క్రానియోసాక్రాల్ low ట్‌ఫ్లో,ਕ੍ਰੇਨੀਆੋਸਕਲ ਆਉਟਫਲੋ
కపాలం,ਕ੍ਰੈਨਿਅਮ
క్రాసూలేసియన్ యాసిడ్ జీవక్రియ,ਕ੍ਰਾਸੁਲਾਸਾਨ ਐਸਿਡ ਮੈਟਾਬੋਲਿਜ਼ਮ
క్రే ఫిష్,ਕਰੇਫਿਸ਼
క్రియేటినిన్,ਕਰੀਏਟੀਨਾਈਨ
జీవి,ਜੀਵ
లత,ਕਰੀਪਰ
క్రెన్యులేషన్,ਕਾਨਾ
క్రెన్యులేషన్,ਕਾਨਾ
క్రెటేషియస్ కాలం,ਕ੍ਰਿਸਟਸੀਅਸ ਪੀਰੀਅਡ
క్రెటినిజం,ਕ੍ਰਿਟੀਨੀਵਾਦ
క్రి-డు-చాట్ సిండ్రోమ్,ਕ੍ਰਿਪਾ-ਡੂ-ਚੈਟ ਸਿੰਡਰੋਮ
క్రిస్టే,ਕਰਸਟੇ
క్లిష్టమైన లింక్ జాతులు,ਨਾਜ਼ੁਕ ਲਿੰਕ ਸਪੀਸੀਜ਼
క్లిష్టమైన ప్రక్రియ,ਨਾਜ਼ੁਕ ਪ੍ਰਕਿਰਿਆ
విమర్శనాత్మకంగా అంతరించిపోతున్న జాతులు,ਆਲੋਚਨਾਤਮਕ ਤੌਰ 'ਤੇ ਖ਼ਤਰੇ ਵਾਲੀਆਂ ਕਿਸਮਾਂ
పంట,ਫਸਲ
పంట ఇంజనీరింగ్,ਫਸਲੀ ਇੰਜੀਨੀਅਰਿੰਗ
పంట భూములు,ਕ੍ਰੌਲੈਂਡ
క్రాస్,ਕਰਾਸ
క్రాస్ బ్రీడింగ్,ਕਰਾਸ ਪ੍ਰਜਨਨ
క్రాస్-బ్రిడ్జ్,ਕਰਾਸ-ਬ੍ਰਿਜ
క్రాస్ లింక్,ਕਰਾਸ ਨਾਲ ਜੁੜਿਆ
క్రాస్ పరాగసంపర్కం,ਪਰਾਗ ਲਗਾਇਆ
క్రాస్ పరాగసంపర్కం,ਕਰਾਸ ਪਰਾਗਿਤਣ
దాటి వెళ్ళడం,ਪਾਰ ਕਰ ਰਿਹਾ ਹੈ
క్రోటేరియా,ਕਰਾਟਾਲੀਆ
క్రోటన్,ਕਰੌਟਨ
కిరీటం పిత్తాశయం కణితి,ਤਾਜ ਗੈਲ ਟਿ or ਮਰ
కిరీటం అంటుకట్టుట,ਤਾਜ ਗ੍ਰੈਫਟਿੰਗ
క్రుసిఫాం,ਕਰੂਸੀਫਾਰਮ
ముడి జనన రేటు,ਕੱਚੇ ਜਨਮ ਦੀ ਦਰ
ముడి మరణం రేటు,ਕੱਚੀ ਮੌਤ ਦਰ
క్రస్టేసియన్,ਕ੍ਰਾਸਟੀਸੀਅਨ
క్రై ఇయా సి,ਰੋਵੋ IA C
క్రై iia b,ਰੋਵੋ IIA ਬੀ
క్రియోప్రెజర్వేషన్,ਕ੍ਰੋਪੀਰੇਸੇਸ਼ਨ
క్రియోసర్జరీ,ਕ੍ਰੋਸਰਚਰੀ
నిగూ,ਕ੍ਰਿਪਟਿਕ
నిగూ geeption ప్రదర్శన,ਕ੍ਰਿਪਟਿਕ ਦਿੱਖ
నిగూ color రంగు,ਕ੍ਰਿਪਟਿਕ ਰੰਗ
క్రిప్టిక్‌గా - రంగు,Crypy ੰਗ ਨਾਲ - ਰੰਗੀਨ
క్రిప్టోమాగా,ਕ੍ਰਿਪਟੂਗਾਮਾ
క్రిప్టోగామియా,ਕ੍ਰਿਪਟੌਗੀਆ
లైబెర్కుహ్న్ యొక్క క్రిప్ట్స్,ਲੀਬਰਕੁਆਨ ਦੇ ਕ੍ਰਿਪਟਸ
క్రిస్టల్,ਕ੍ਰਿਸਟਲ
స్ఫటికాకార,ਕ੍ਰਿਸਟਲਲਾਈਨ
Ctenophorans,ਸੀਨਟੋਫੋਰੇਨਜ਼
Ctenophore,ਕ੍ਰਿਨਫੋਰ
Ctenoplana,ਕੈਟੇਨੋਪਲਾਨਾ
కోకిల,ਕੁਕੂ
దోసకాయ,ਖੀਰਾ
కుకుర్బిట్,ਕੁਕੁਰਬਿਟ
