English,Marathi
Uncoursed squared rubble masonry,Uncoursed स्क्वेअर मलबे दगडी बांधकाम
Undercroft,अंडरक्रॉफ्ट
Unfilled porosity,अपूर्ण सच्छिद्रता
Uniform flow,एकसमान प्रवाह
Unit frame type scaffold,युनिट फ्रेम प्रकार मचान
Unproductive work,अनुत्पादक काम
Unsaturated soil,असंतृप्त माती
Unsteady flow,अस्थिर प्रवाह
Upper plastic limit,वरची प्लास्टिक मर्यादा
Valley gutter,दरी गटर
Vault,तिजोरी
Vetarium,व्हेटेरिअम
Ventilation,वायुवीजन
Ventilator,व्हेंटिलेटर
Veramdah,वरमदाह
Vestibule,वेस्टिब्युल
Villa,व्हिला
