Kannada,Malayalam
ಸ ೦ ಶಾಡು,മരുഭൂമി കുറ്റിച്ചെടി
ಪುನಃಸ್ಥಾಪನೆ ಮಾಡುವುದು,മറച്ചുവറിയ
ದೇಸಿ -ವೈವಿಧ್ಯ,ദേശി വൈവിധം
ಸಣ್ಣ,പീസ്മിദിന്
Desಮೋಟ್ಯೂಬ್ಯೂಲ್,Desmmotubule
ಚೊಕ್ಕೆಯ,മാലിനനിര്മാര്ജനി
ನಿರ್ವಿಶೀಕರಣ,വിഷാംദം
ನಿರ್ವಿಶೀಕರಣ,വിഷാംശം
ತೊಂದರೆ,ഡിട്രിറ്റിവൂർ
ತೊಂದರೆಗೊಳಗಾದ,ഡിട്രിറ്റിവ്യൂസ്
ಭಂಡರ,ഡിട്രിറ്റസ് ഫീഡർ
ಡೆಟ್ರಿಟಸ್ ಫೀಡಿಂಗ್ ಅಕಶೇರುಕ,ഡിട്രിറ്റസ് ഫീഡിംഗ് അകശൈബ്രേറ്റ്
ಅಪಾಯ,ഡിട്രിറ്റസ് ഫുഡ് ശൃംഖല
ಡ್ಯುಟೊಮಿಯ,ഡ്യൂട്ടൂട്ടീയാത കമ്മീഷൻ
ಅಭಿವೃದ್ಧಿ,വികസനം
ದೆವ್ವದ ಮೀನು,പിശാച് മത്സ്യം
ದೆವ್ವದ ಮೀನು,പിശാച് മത്സ്യം
ವಿನಾಶದ ಅವಧಿ,ഡെവോണിയൻ കാലയളവ്
ಡಿವ್ರೀಸ್ ಸಿದ್ಧಾಂತ,ഡി-വ്രീസ് സിദ്ധാന്തം
ದೀನ್‌ಕಾರ್ಟಿಕೊಸ್ಟೆರಾನ್,ഡി-സൈക്കോർട്ട്സ്റ്റെറോൺ
ಹಿಂಸಾತ್ಮಕ,Dihybrid
ಜಗಳ,Dinucleout സൈഡ്
ಡಯಾಬಿಟಿಸ್ ಇನ್ಸಿಪಿಡಸ್,ഡയബറ്റിസ് ഇൻസിപിഡസ്
ಮಧುಮೇಹ,പ്രമേഹം മെലിറ്റസ്
ಡಯಾಸೆಲ್‌ಮಾರ್ಫರ್,ഡയപെറ്റിൽമോർഫിൻ
ರೋಗನರಣೆ,രോഗനിര്ണയനം
ರೋಗನಿರ್ಣಯ ಮತ್ತು ಚಿಕಿತ್ಸಕ,"ഡയഗ്നോസ്റ്റിക്, ചികിത്സാ എന്നിവ"
ರೋಗನಿರ್ಣಯದ ಚಿತ್ರಣ,ഡയഗ്നോസ്റ്റിക് ചിത്രം
ರೋಗನಿರ್ಣಯದ ಕಿಟ್,ഡയഗ്നോസ്റ്റിക് കിറ്റ്
ವೇಷಭೂಷಣ,ദി ഡയകിനെസിസ്
ದ್ರವ,ഡയാലിസിംഗ് ദ്രാവകം
ವೇಷ,ഡയാലിസിസ്
ಡಿಯಾಂಡ್ರಿಯಾ,ഡൈനിയൻഡ്
ಎಂಡ್ರೇ,ഡൈയാൻഡോർ
ಕಂದಕ,പോസിറ്റി
ಅತಿಸಾರ,അതിസാരം
ಡಯಾಸ್ಟೊಲಿಕ್ ಒತ್ತಡ,ഡയസ്റ്റോളിക് മർദ്ദം
ಡಯಾಟಮ್,ഡിവിയാറ്റി
ಡಯಾಟೆಯೇಸಿಯಸ್ ಭೂಮಿ,ദയോതിക ഭൂമി
ಡೈಆಕ್ಸಿಲ್ಗ್ಲಿಸೆರಾಲ್ (ಡಿಜಿ),Dioxylglyclycle (dg)
ಡಿಬಾಸಿಕ್ ಫಾಸ್ಫೇಟ್,ദിബാസിക് ഫോസ്ഫേറ്റ്
ಪಾಕಶಯಾದ,ദിച്ചാന്തിയം
ಡಿಕ್ಲೋರೊ ಡಿಫೆನಿಲ್ ಟ್ರೈಕ್ಲೋರೊಥೇನ್ (ಡಿಡಿಟಿ),ഡിക്ലോറോ ഡിഫെനൈൽ ട്രൈക്ലോറോഥെയ്ൻ (ഡിഡിടി)
ದ್ವಂದ್ವ,Dichotomous
ಡಿಕಾಂಡಿಲಿಕ್ ತಲೆಬುರುಡೆ,ഡിക്കോണ്ടിലിക് തലയോട്ടി
ಡಿಕೋಟೈಲೆಡಾನ್,ഡികോട്ടിഡൺ
ಡಿಕ್ಟಿಯೋಸೋಮ್,Picticoyosome
ಡಿಕ್ಟಿಯೊಟ,ഡിക്റ്റിയോട്ട
ಡೈನ್ಸ್ಫಾಲ,മനശ്ശമോ
ಆಹಾರ,ഭക്ഷണശാല
ಭೇದಾತ್ಮಕ ಕೊಡುಗೆ,ഡിഫറവ് സംഭാവന
ಡಿಫರೆನ್ಷಿಯಲ್ ಹಸ್ತಕ್ಷೇಪ ಕಾಂಟ್ರಾಸ್ಟ್ ಮೈಕ್ರೋಸ್ಕೋಪ್,ഡിഫറൻഷ്യൽ ഇന്റർഫെൻറ് വൈകല്യമുള്ള മൈക്രോസ്കോപ്പ്
ಭೇದ -ಸಂತಾನೋತ್ಪತ್ತಿ,ഡിഫറൻഷ്യൽ പുനരുൽപാദനം
ವಿಭಿನ್ನ ಜೀವಕೋಶ,വേർതിരിച്ച സെൽ
ಭಿನ್ನತೆ,പതപാദം
ವಿವರ್ಟ್ಡ್ ತರಂಗ,ഡിഫ്രാക്റ്റുചെയ്ത തരംഗം
ಪ್ರಸಾರ,വ്യാപിക്കും
ಹರಡುವ ಸಾಮರ್ಥ್ಯ,വ്യാപിക്കുന്ന ശേഷി
ಜೀರ್ಣುವುದು,ദഹനം
ಜೀರ್ಣಕಾರಿ ರಸ,ദഹന ജ്യൂസ്
ಜೀರ್ಣಾಂಗ ವ್ಯವಸ್ಥೆ,ദഹനവ്യവസ്ഥ
ಜೀರ್ಣಾಂಗವ್ಯೂಹ,ദഹനനാളത്തെ
ಅಂಕ,അക്കം
ಡಿಜಿಟಲ್ ವ್ಯವಕಲನ ಆಂಜಿಯೋಗ್ರಫಿ,ഡിജിറ്റൽ കുറയ്ക്കൽ ആൻജിയോഗ്രാഫി
ಪ್ರತಿಷ್ಠೆಯಂತೆ,ഡിജിറ്റലായി
ಡಿಜಿಟಿಫಾರ್ಮ್ ಗ್ರಂಥಿ,ഡിജിറ്റിഫോം ഗ്രന്ഥി
ಡಿಕೆರಿಯಾನ್,Dikaryon
ಡಿಕೆರಿಯೋಫೇಸ್,ഡിക്കാരോഫേസ്
ಮಧುರ,ഡൈവര്
ಪ್ರಾಬಲ್ಯದ ಮಾರಕ ಆಲೀಲ್,പ്രബലമായ മാരകമായ അലോലെ
ದ್ವಿವರ್ಗಣ,ദിമോർഫിസം
ಇಳಿಜಾರು,ഡൈനിട്രോജൻ
ರಾತ್ರಿಯ ದಿನ,ദിനോഫ്ലേഗെലേറ്റ്
ದೈವಭಕ್ತ,ഡൈയോസിയസ്
ಡಯೋಸ್ಪೈರೋಸ್ ಮೆಲನಾಕ್ಸಿಲಾನ್,ഡയോസ്പൈറോസ് മെലാനോക്സൈലോൺ
ಪಾಯಿಜಾಲ,ഡിവിപ്ടൈഡ്
ದೀಪದೋಂಟ್,ഡിഫ്യോഡോണ്ട്
ದಾಯವಾಷ್ಠಿಕ,ഡിപ്ലോബക്കലസ്
ರಾಯಭಾರಿಗಳ,ഡിലോബ്ലാസ്റ്റിക്
ಡಿಪ್ಲೊಕೊಕಸ್ ನ್ಯುಮೋನಿಯಾ,ഡിപ്ലോക്കസ് ന്യുമോണിയ
ಡಿಪ್ಜೋಟಿ,ഡിപ്ലോയിഡ് സ്റ്റേജ്
ರಾಜಗೀತೆ,ഡിപ്ലോൺമ
ರಾಸಾಯನಿಕ,ഡിലിക്
ರಾಯಭಾರ,ഡിപ്ലോമും
ದಾಯ್ಯಿತ,ഡിപ്ലോസ്റ്റോം
ರಾಜತಕಾಯ,ഡിപ്രോട്ടിൻ സ്റ്റേജ്
ದೀಕ್ಷಿ,ഡിപ്റ്റെറ
ದೀಕ್ಷಿ,ഡിപ്റ്റൻ
ಡಿಪ್ಟೆರೊಕಾರ್ಪಸ್ ಹೋಪಿಯ,ഡിപ്റ്റെറോകാർപസ് ഹോപെരിയ
ಹೊರನೋಟ,ഡിപ്തിയ
ದಿಕ್ಕಿನ ಆಯ್ಕೆ,ദിശാസൂചന തിരഞ്ഞെടുക്കൽ
ಡೈಸ್ಯಾಮರೈಡ್ ಹೈಲುರಾನಿಕ್ ಆಮ್ಲ,ഹയാലുറോണിക് ആസിഡ് തെറ്റായി മാറ്റുക
ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು,പോരായ്മ
ಗತಿ,ഡിസ്ക്
ಡಿಸ್ಕ್,ഡിസ്ക് ഫ്ലോട്ട്
ಪರಾಗವನ್ನು ಹೊರಹಾಕುವುದು,കൂമ്പോളയിൽ നിന്ന് പുറത്ത്
ನಿರಂತರ ವ್ಯತ್ಯಾಸ,വ്യതിയാന വ്യതിയാനം
ಪ್ರತ್ಯೇಕ ರೂಪಾಂತರ,വിവേചനപരമായ പരിവർത്തനം
ರೋಗ,രോഗം
ಅಸಂಗತ ಪ್ರಕ್ರಿಯೆ,ഡിസാർമോണിംഗ് പ്രക്രിയ
ಸೋಂಕುಗಳೆತ,അണുനാശിനി
ಸೋಂಕುರಹಿತ,അണുവിമുക്തമാക്കിയ
ಮೂಳೆಯ ಅಸ್ವಸ್ಥತೆಗಳು,അസ്ഥിയുടെ തകരാറുകൾ
ಪ್ರಸಾರ,കീര്ത്തി
ದೂರದ,വിദൂര
ದೂರ ಸುರುಳಿಯಾಗಿ,തെറ്റാണ്
ಡಿಸ್ಟಲ್ ನೆಫ್ರಾನ್,വിദൂര നെഫ്രോൺ
ದೂರದೃಷ್ಟಿ,വിദൂര ഫലാങ്ക്സ്
ದೂರದ ವರ್ಣದ್ರವ್ಯ,വിദൂര പിഗ്മെന്റ്
ದೈವಿಕ,അരൂണൽ
ದಿವಲನ ಕ್ಯಾಷನ್,അവ്യക്തമായ കലനം
ಕೆಳಮಟ್ಟದ,അവശിഷ്ടമായ
ಬೇರೆಡು,വ്യതിചലിക്കുക
ಅಡ್ಡಲಾಗಿರುವುದು,വ്യത്യാഗങ്ങൾ
ವೈವಿಧ್ಯ,വൈവിധ്യം
ಕಾರ್ಮಿಕರ ವಿಭಾಗ,അധ്വാനത്തിന്റെ വിഭജനം
ವಿಭಾಗ,ഡിവിഷൻ
ವಿಭಾಗ,ഡിവിഷൻ
ಡಿಎನ್‌ಎ ಅವಲಂಬಿತ ಆರ್‌ಎನ್‌ಎ ಪಾಲಿಮರೇಸ್,ഡിഎൻഎ ആശ്രിതൻ ആർഎൻഎ പോളിമറേസ്
ಡಿಎನ್‌ಎ ಬ್ಲಾಟಿಂಗ್,ഡിഎൻഎ ബ്ലോക്കിംഗ്
ಡಿಎನ್‌ಎ ಸೀಳು,ഡിഎൻഎ പിളർപ്പ്
ಡಿಎನ್‌ಎ ಕ್ಲೋಯಿನಿಂಗ್,ഡിഎൻഎ ക്ലോയിനിംഗ്
ಡಿಎನ್‌ಎ ಚಾಲಿತ ಹೈಬ್ರಿಡೈಸೇಶನ್,ഡിഎൻഎ ഡ്രൈവ് ഹൈബ്രിഡൈസേഷൻ
ಡಿಎನ್‌ಎ ಬೆರಳಚ್ಚು,ഡിഎൻഎ വിരലടയാളം
ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ,ഡിഎൻഎ ലൈബ്രറി
ಡಿಎನ್‌ಎ ಕರಗುವಿಕೆ,ഡിഎൻഎ ഉരുകുന്നു
ಡಿಎನ್‌ಎ ಮೆತಿಲೀಕರಣ,ഡിഎൻഎ മെത്തിലൈലേഷൻ
ಡಿಎನ್‌ಎ ಪಾಲಿಮರ,ഡിഎൻഎ പോളിമറേസ്
ಡಿಎನ್‌ಎ ತನಿಖೆ,ഡിഎൻഎ അന്വേഷണം
ಡಿಎನ್‌ಎ ದುರಸ್ತಿ,ഡിഎൻഎ റിപ്പയർ
ಡಿಎನ್‌ಎ ಪುನರಾವರ್ತನೆ,ഡിഎൻഎ ആവർത്തിക്കുക
ಡಿಎನ್‌ಎ ಪುನರಾವರ್ತನೆ,ഡിഎൻഎ റെപ്ലിക്കേഷൻ
ಡಿಎನ್‌ಎ ಅನುಕ್ರಮ,ഡിഎൻഎ ശ്രേണി
ಡಿಎನ್‌ಎ ಸ್ಪ್ಲೈಸಿಂಗ್,ഡിഎൻഎ സ്പ്ലിംഗ്
ಡಿಎನ್‌ಎ ಸೂಪರ್ ಕಾಯಿಲಿಂಗ್,ഡിഎൻഎ സൂപ്പർ കോയിലിംഗ്
ಡಿಎನ್‌ಎ ಪ್ರತಿಲೇಖನ,ഡിഎൻഎ ട്രാൻസ്ക്രിപ്ഷൻ
ಡಿಎನ್‌ಎ ವೆಕ್ಟರ್,ഡിഎൻഎ വെക്റ്റർ
ಡಾಬ್ಸನ್ ಘಟಕ,ഡോബൺ യൂണിറ്റ്
ಶ್ವಾನ ಮೀನು,ഡോഗ് ഫിഷ്
ಗಲಾಟೆ,ഡോളിയോലം
ಡಾಲ್ಫಿನ್ (ಸಸ್ತನಿ),ഡോൾഫിൻ (സസ്തനി)
ಸಾಕು ಪ್ರಾಣಿ,വളർത്തുമൃഗം
ಸಾಕು ಪ್ರಾಣಿಗಳ,വളർത്തുമൃഗങ്ങൾ
ಸಾಕುಪ್ರಾಣಿ,വളർത്തുമൃഗങ്ങൾ
ಸಾಕಾಣಿಕೆ,വടികം
ಸಾಕಾಣಿಕೆ,വടികം
ಪ್ರಬಲ ಜೀನ್,ആധിപത്യം ജീൻ
ಪ್ರಬಲ ಘಟಕ ಅಂಶ,പ്രബലമായ യൂണിറ്റ് ഘടകം
ದಾನನ್ ಸಮತೋಲನ,ഡോണൻ സന്തുലിതാവസ്ഥ
ದಾನಿ ಕೋಶ,ഡോണോർ സെൽ
ಡಾಪ್ಲರ್ ಪರಿಣಾಮ,ഡോപ്ലർ ഇഫക്റ്റ്
ಡಾರ್ಸಲ್ ಆಂತರಿಕ ಮೇಲ್ಮೈ,ഡോർസൽ ആന്തരിക ഉപരിതലം
ಡಾರ್ಸಲ್ ನರ ಬಂಡಿ,ഡോർസൽ നാഡി ചരട്
ಸುಸ್ತಾಗುವಿಕೆ,പ്രവർത്തനരഹിതമായ
ಡಾರ್ಸಲ್ ರೆಕ್ಕೆ,ഡോർസൽ ഫിൻ
ಡಾರ್ಸಲ್ ಟೊಳ್ಳಾದ ನರಮಂಡಲ,ഡോർസൽ പൊള്ളയായ നാഡീവ്യവസ്ഥ
ಡಾರ್ಸಲ್ ಮೂಗಿನ ಹೊಳ್ಳೆ,ഡോർസൽ മൂക്ക്
ಡಾರ್ಸಲ್ ರೂಟ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,ഡോർസൽ റൂട്ട് ഗാംഗ്ലിയൻ
ಡಾರ್ಸಲ್ ಮೇಲ್ಮೈ,ഡോർസൽ ഉപരിതലം
ಡಾರ್ಸಲ್ ಒಳಾಂಗಗಳ ಗೂಡು,ഡോർസൽ വിസ്കോറൽ ഹമ്പ്
ಡಾರ್ಸಿವೆಂಟ್ರಲ್ ಎಲೆ,ഡോർസിവീൻറ് ഇല
ಎರಡು ಬಂಡಿ,ഇരട്ട ബോണ്ട്
ಎರಡು ತೆಂಗಿನಕಾಯಿ,ഇരട്ട തേങ്ങ
ಡಬಲ್ ಹೆಲಿಕ್ಸ್,ഇരട്ട ഹെലിക്സ്
ಡಬಲ್ ಸ್ಟ್ರಾಂಡೆಡ್ ರಚನೆ,ഇരട്ട സഞ്ചരിച്ച ഘടന
ಕೆಳಗಡೆ,താഴേക്ക്
ಕೆಳಮಟ್ಟದ ಸಂಸ್ಕರಣೆ,ഡ own ൺസ്ട്രീം പ്രോസസ്സിംഗ്
ಕೆಳಕಡಿ ಸಿಂಡ್ರೋಮ್,ഡ down ൺ സിൻഡ്രോം
ದಾಸ,കൊകന
ದಾಸ,ഡ്രാക്കോ
ಡ್ರ್ಯಾಗನ್ ನೊಣ,ഡ്രാഗൺ ഈച്ച
ಹಳಿ,തുള്ളി
ಡ್ರಾಪ್ಸಿ,ഡ്രോപ്പ് ചെയ്ത
ಡ್ರೊಸೊಫಿಲಾ ಮೆಲನೊಗಾಸ್ಟರ್,ഡ്രോസോഫില മെലാനോഗാസ്റ്റർ
ಬರಗಾಲ,വരള്ച്ച
ಬರ ನಿರೋಧಕ ಹುಲ್ಲು,വരൾച്ചയെ പ്രതിരോധിക്കുന്ന പുല്ല്
Drugಷಧ,മരുന്ന്
Drugಷಧ,മരുന്ന്
ಮಾದಕ ವ್ಯಸನ,മയക്കുമരുന്ന് ദുരുപയോഗം
ಡ್ರಮ್ ಕೋಲು,ഡ്രം വടി
ಬಿದ್ದ,ഡ്രൂപ്പ്
ಶುಷ್ಕ ಜೀವರಾಶಿ,വരണ്ട ബയോമാസ്
ಒಣ ಶೇಖರಣೆ,വരണ്ട നിക്ഷേപം
ಒಣ ಆಪಿಥೆಕಸ್,ഡ്രൈപിതെക്കസ്
ಹಳ್ಳ,ടി വഷളായ
ನಾಳದ ಎಫೆರೆಂಟ್,Duxtule എഫറന്റ്
ದಾಳದ ಅಪಧಮನಿ,Ducus arteriosus
ಕಸಚಾಲೆ,Ducus എപ്പിഡിഡൈഡിമുസ്
ಕುಡಿನಮ್,ഡുവോഡിനം
ನಕಲು ಮಾಡುವುದು,ഇരട്ടിക്കല്
ಡುರಾಮಾಟರ್,ഡ്യൂറമറ്റർ
ಡ್ರಾಮೆನ್,Dumamen
ಡರ್ಟಾ,ദുരുന്റ
ಧೂಳು ಮಾಲಿನ್ಯ,പൊടി മലിനീകരണം
ಕುಬ್ಜ,കുള്ളൻ
ಕುಬ್ಜತನ,കുള്ളൻ
ಕುಬ್ಜ-ಕಾಂಡದ ಸಸ್ಯ,കുള്ളൻ സ്റ്റെം പ്ലാന്റ്
ದೈನೈನ್,Dynein
ಅಂಕ,അക്കം
ಹದ್ದು,കഴുകന്
ಕಬ್ಬಿಣದ,ഇയർ ഓസിക്കിക്കി
ಕಿವಿಗುದಾಯಿ,ഇയർകോക്കുക
ಮುಂಚಿನ ಜೀವನ,ആദ്യ ജീവിതം
ಆರಂಭಿಕ ಮರ,ആദ്യകാല മരം
ಕಿವಿಗೆ,ഇയർമഫ്
ಭೂಪ್ರದೇಶ,ഭൂമി ഉച്ചകോടി
ತಿನ್ನುವುದು ಮತ್ತು ತಿನ್ನುವುದು,ഭക്ഷണം കഴിക്കുകയും കഴിക്കുകയും ചെയ്യുന്നു
ಭೂಮಿ,ഭൂമി
ಭೂಮಿ,ഭൂമി
ಸ್ರಾವ,Ebenales
ಇಬ್ರಾಕ್ಟೇಟ್ ಗೀತೆ,ഇബ്രാക്ടൈറ്റ്
ಒಂದು ಬಗೆಯ ಶವ,എലിനിസ്
ದಿಟುಕೋಯು,എക്കിനോക്കോക്കസ്
ಪ್ರತಿಧ್ವನಿ,എക്കോളോക്കേഷൻ
ಗ್ರಹಣ,എക്ലിപ്റ്റ ആൽബ
ಪರಿಸರ ವಿಜ್ಞಾನದ ರೂಪ,പാരിസ്ഥിതിക അഡാപ്റ്റേഷൻ
ಪರಿಸರ ವಿಜ್ಞಾನ,പാരിസ്ഥിതിക കാര്യക്ഷമത
ಪರಿಸರಶಾಸ್ತ್ರೀಯ ಪರಸ್ಪರ ಅವಲಂಬನೆ,പാരിസ്ഥിതിക പരസ്പരശ്രാർത്ഥത്വം
ಪರಿಸರ ವಿಜ್ಞಾನದ ಪಿರಮಿ,പാരിസ്ഥിതിക പിരമിഡ്
ಪರಿಸರ ವಿಜ್ಞಾನದ,പാരിസ്ഥിതിക ശുചിത്വം
ಪರಿಸರ ಅನುಕ್ರಮ,പാരിസ്ഥിതിക പിന്തുടർച്ച
ಪರಿಸರ ವಿಜ್ಞಾನದ,പാരിസ്ഥിതിക സുസ്ഥിരത
ಪರಿಸರ ವಿಜ್ಞಾನಿ,അനുഭാശാസ്തജ്ഞന്
ಪರಿಸರ ವಿಜ್ಞಾನ,പരിസ്ഥിതിവിജ്ഞാനം
ಪರಿಸರ ವಿಜ್ಞಾನ ಮತ್ತು ಪರಿಸರ,പരിസ്ഥിതിയും പരിസ്ഥിതിയും
ಪರಿಸರ ಶೌಚಾಲಯ,ഇക്കോസൻ ടോയ്ലറ്റ്
ಪರಿಸರ ವ್ಯವಸ್ಥೆ,ACosystem
ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ವೈವಿಧ್ಯತೆ,ആവാസവ്യവസ്ഥ വൈവിധ്യം
ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ಪ್ರಕ್ರಿಯೆ,ഇക്കോസിസ്റ്റം പ്രോസസ്സ്
ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ಸೇವೆ,ഇക്കോസിസ്റ്റം സേവനം
ಜೀವಕಣ,ഇക്കോടോൺ
ವಲಸೆಗಾರ,ഇക്കോടൂറിസം
ಜೀವರ ರೂಪ,ഇക്കോടൈപ്പ്
ಇಸಿಪಿ ಗ್ರೇಡಿಯಂಟ್,ഇസിപി ഗ്രേഡിയന്റ്
ಉಚ್ಚೆಕಾಯಿ,എക്ടോകാർപസ്
ಬಾಹ್ಯರೇಖೆ,പതിനിധി
ಎಕ್ಟೊಮೈಕೊರಿ iz ೆ,Ecomycorhizee
ಮೇಲ್ನೋಟದ,എക്ടോപരാസിറ്റ്
ಅಪಸ್ಥಾನೀಯ ಗರ್ಭಧಾರಣೆಯ,എക്ടോപിക് ഗർഭധാരണം
ಪ್ರಾಚೀನ ರೂಪ,Eettotherm
ಬಹಿರ್ಮಾಣದ,Eettermic
ಅಂಚಿನ ಪರಿಣಾಮ,എഡ്ജ് ഇഫക്റ്റ്
ಅಂಚಿನ ಪ್ರಭೇದ,എഡ്ജ് സ്പീഷിസുകൾ
ಪರಿಣಾಮಕಾರಿ ಹೊಡೆತ,ഫലപ്രദമായ സ്ട്രോക്ക്
ಪರಿಣಾಮಕಾರಿ,ഫലപ്രാമം
ಪರಿಣಾಮಕಾರಿ,ഫലപ്രാമം
ಬೇಸರಪಡಿಸುವ,പത്തായ
ಎಫೆರೆಂಟ್ ಅಪಧಮನಿಯ,എഫെറന്റ് ആർട്ടീരിയൽ
ದಕ್ಷತೆಯ ಸೂಚ್ಯಂಕ,കാര്യക്ഷമത സൂചിക
ಹೊರಸೂಸುವ,മാലിന്യനിര്ണ്ണി
ಹೊರಸೂಸುವ ಚಿಕಿತ್ಸಾ ಘಟಕ (ಇಟಿಪಿ),മാലിന്യ ചികിത്സാ പ്ലാന്റ് (ഇടിപി)
ಇತ್ತ,ഇഫ്ലൂക്സ്
ಉದ್ಧಟ,സ്വീസ്റ്റഡ്
ಮೊಟ್ಟೆ,മുട്ട
ಮೊಟ್ಟೆಪಟ್ಟೆ,മുട്ട ഉപകരണങ്ങൾ
ಅಹಂ ಕೇಂದ್ರೀಕರಣ,അഹംചേരം
ಐಕ್ಚಾರ್ನಿಯಾ ಕ್ರಾಸ್ಸಿಪ್ಸ್,ഇരിക്കോണിയ ക്രാസിപ്പുകൾ
ಸ್ಖಲನ ನಾಳ,സ്ഖലന ഫോർവേറ്റ്
ಎಲ್ ನಿನೊ ಪರಿಣಾಮ,എൽ നിനോ പ്രഭാവം
Eonoiplast,എലയോപ്ലാസ്റ്റ്
ಜರಿಗೋಳ,എലസ്മോബ്രാഞ്ച്
ಸ್ಥಿತಿಸ್ಥಾಪಕ,ഇലാസ്റ്റിക് ഫൈബർ
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,ഇലാസ്റ്റിക് ഫോഴ്സ്
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,ഇലാസ്തികത
ಎಲಾಸ್ಟಿನ್,എലാസ്റ്റിൻ
ಹಾಯದವನು,എയ്റ്റർ
ವಿದ್ಯುತ್ ಕ್ಷೇತ್ರ,വൈദ്യുത മണ്ഡലം
ವಿದ್ಯುತ್ ಪ್ರಕಾಶಕ,ഇലക്ട്രിക് ലളിനിയർ
ವಿದ್ಯುತ್ ಅಂಗ,വൈദ്യുത അവയവം
ವಿದ್ಯುತ್ ವಿಸರ್ಜನೆ,വൈദ്യുത ഡിസ്ചാർജ്
ವಿದ್ಯುತ್ ಸಂಭಾವ್ಯ ವ್ಯತ್ಯಾಸ,വൈദ്യുത സാധ്യതയുള്ള വ്യത്യാസം
ವಿದ್ಯುತ್ ಸಂಪೇ,വൈദ്യുത സിനാപ്സ്
ಎಲೆಕ್ಟ್ರೋಕಾರ್ಡಿಯೋಗ್ರಾಮ್ (ಇಸಿಜಿ),ഇലക്ട്രോകാർഡിയോഗ്രാം (ഇസിജി)
ವಿದ್ಯುದರ್ಚಿ,ഇലക്ട്രോകാർഡിയോഗ്രാഫ്
ವಿದ್ಯುತ್ಕಂಪನ ಚಿಕಿತ್ಸೆ,ഇലക്ട്രോകാർഡിയോഗ്രാഫി
ಎಲೆಕ್ಟ್ರೋಕೆಮಿಕಲ್ ಪ್ರೋಟಾನ್ ಗ್ರೇಡಿಯಂಟ್,ഇലക്ട്രോകെമിക്കൽ പ്രോട്ടോൺ ഗ്രേഡിയന്റ്
ವಿದ್ಯುತ್ತುತನ,ഇലക്ട്രോസെൻസ്ഫലോഗ്രാം
ವಿದ್ಯುದ್ವವತೆ,ഇലക്ട്രോസെൻസ്ഫലോഗ്രഫി
ವಿದ್ಯುದ್ವಿಭಜಿತ,ഇലക്ട്രോജനിക്
ವಿದ್ಯುತ್ಕಾಂತೀಯ ಮಸೂರ,വൈദ്യുതകാന്തിക ലെൻസ്
ವಿದ್ಯುತ್ಕಾಂತೀಯ ವಿಕಿರಣ,വൈദ്യുതകാന്തിക വികിരണം
ವಿದ್ಯುತ್ಕಾಂತೀಯ ಸಿದ್ಧಾಂತ,വൈദ്യുതകാന്തിക സിദ്ധാന്തം
ವಿದ್ಯುದನಿ,ഇലക്ട്രോൺ സ്വീകരിച്ചവർ
ವಿದ್ಯುತ್ತು ಬಾಂಬು,ഇലക്ട്രോൺ ബോംബാക്രമണം
ಎಲೆಕ್ಟ್ರಾನ್ ಕೊರತೆ,വൈകുത്ത
ಕಾಲ್ಚೀಲ,ഇലക്ട്രോൺ ഡോളർ
ವಿದ್ಯುದನಿ,ഇലക്ട്രോൺ മൈക്രോസ്കോപ്പ്
ವಿದ್ಯುತ್ತುರ ಪಾರದರ್ಶಕತೆ,ഇലക്ട്രോൺ സുതാര്യത
ಎಲೆಕೋಸು ಸರಪಳಿ,ഇലക്ട്രോൺ ട്രാൻസ്പോർട്ട് ശൃംഖല
ವಿದ್ಯುತ್ತುರ ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆ,ഇലക്ട്രോൺ ട്രാൻസ്പോർട്ട് സിസ്റ്റം
ವಿದ್ಯುದ್ವಿಭಜಿತ,വൈദ്യുതഞ്ചേറ്റീവ്
ವಿದ್ಯುದಿವಂಗ್ಯಾಮ,ഇലക്ട്രോനെറ്റീവ് ആറ്റം
ವಿದ್ಯುನ್ಮಾನಿನ ತ್ಯಾಜ್ಯ,ഇലക്ട്രോണിക് മാലിന്യങ്ങൾ
ವಿದ್ಯುನ್ಮವತೆ,ഇലക്ട്രോഫോറെസിസ്
ವಿದ್ಯುಚ್ಚಲನವಾಸ,വൈദ്യുത
ಸ್ಥಾಯೀ ಚುಚ್ಚುವ ವ್ಯಕ್ತಿ,ഇലക്ട്രോസ്റ്റാറ്റിക് പ്രീപിറ്ററ്റർ
ಅಂಶ,മൂലകം
ಅಂಶ,മൂലകം
ಆನೆಫರು,എലിഫാസ്
ದೀರ್ಘವೃತ್ತ ಪಟ್ಟಿ,Elipsoid strip
ದೀರ್ಘವೃತ್ತ,എല്ലിപ്സോൈഡൽ ജോയിന്റ്
ಉದ್ದವಾದ ಹೃದಯ,നീളമേറിയ ഹൃദയം
