Odiya,Telugu
ମ basic ଳିକ ପ୍ରକୃତ ସ୍ଥିର |,ప్రాథమిక నిజమైన స్థిరాంకం
ମ basic ଳିକ କ୍ରମିକ ଆକ୍ସେସ୍ ପଦ୍ଧତି |,ప్రాథమిక సీక్వెన్షియల్ యాక్సెస్ పద్ధతి
ମ Basic ଳିକ ସେବା |,ప్రాథమిక సేవ
ମ Basic ଳିକ ବିବରଣୀ,ప్రాథమిక సబ్‌స్క్రిప్ట్
ମ Basic ଳିକ ତନ୍ତ୍ର ନିର୍ଦ୍ଦେଶ |,ప్రాథమిక సిస్టమ్ సూచన
ମ Basic ଳିକ ଟେଲି କମିଟି ଆକ୍ସେସ୍ ପଦ୍ଧତି |,ప్రాథమిక టెలికమ్యూనికేషన్స్ యాక్సెస్ పద్ధతి
ମ basic ଳିକ ଓଜନ,ప్రాథమిక బరువు
ବ୍ୟାଚ୍,బ్యాచ్
ବ୍ୟାଚ୍ ନିୟନ୍ତ୍ରଣ ରେକର୍ଡ |,బ్యాచ్ కంట్రోల్ రికార్డ్
ସ୍ନାନ ଯୋଗାଯୋଗ |,బ్యాచ్డ్ కమ్యూనికేషన్
ବ୍ୟାଟ୍ କରିବା,బ్యాచ్ చేసిన ఉద్యోగం
ବ୍ୟାଚ୍ ହେଡର୍ ଡକ୍ୟୁମେଣ୍ଟ୍ |,బ్యాచ్ హెడర్ డాక్యుమెంట్
ବ୍ୟାଚିଂ,బ్యాచింగ్
ବ୍ୟାଚ୍ ଅପରେଟିଂ ସିଷ୍ଟମ୍ |,బ్యాచ్ ఆపరేటింగ్ సిస్టమ్
ବ୍ୟାଚ୍ ବିଭାଜନ |,బ్యాచ్ విభజన
ବ୍ୟାଚ୍ ସ୍ଥିତି |,బ్యాచ్ స్థానం
ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ |,బ్యాచ్ ప్రాసెసింగ్
ବ୍ୟାଚ୍ ଅଞ୍ଚଳ |,బ్యాచ్ ప్రాంతం
ବ୍ୟାଚ୍ ଅଧିବେଶନ |,బ్యాచ్ సెషన్
ବ୍ୟାଚ୍ ଟର୍ମିନାଲ୍ |,బ్యాచ్ టెర్మినల్
ବ୍ୟାଚ୍ ଟିକେଟ୍,బ్యాచ్ టికెట్
ସମୁଦାୟ ବ୍ୟାଚ୍,బ్యాచ్ మొత్తం
ବ୍ୟାଚ୍ କାରବାର ଫାଇଲ |,బ్యాచ్ లావాదేవీ ఫైల్
ବ୍ୟାଟେନ୍ ସିଷ୍ଟମ୍ (= cardonnier ସିଷ୍ଟମ୍ = peeek-a-- ବୋମା ସିଷ୍ଟମ୍),బాటెన్ సిస్టమ్ (= కార్డోనియర్ సిస్టమ్ = పీక్-ఎ-- బూ సిస్టమ్)
ବାଉଡ୍,బాడ్
Baudot କୋଡ୍,బౌడోట్ కోడ్
ବାଉଡ୍ କୋଡ୍,బాడ్ కోడ్
ବାଉଡ୍ ହାର,బాడ్ రేటు
ବିଡ୍,పూస
ବିମ୍ ଡିଫଲେସନ୍ |,బీమ్ డిఫ్లెక్షన్
ବିମ୍ ଷ୍ଟୋର୍ |,బీమ్ స్టోర్
Beamwidth (= ଆପେଚର କୋଣ),బీమ్విడ్త్ (= ఎపర్చరు కోణం)
Beat,బీట్
ଆରମ୍ଭ କର |,ప్రారంభించండి
ବ୍ଲକ ଆରମ୍ଭ କରନ୍ତୁ |,ప్రారంభించండి బ్లాక్
ଏକ ଫାଇଲ୍ ଲେବଲ୍ ର ଆରମ୍ଭ |,ఫైల్ లేబుల్ ప్రారంభం
ସୂଚନା ମାର୍କର ଆରମ୍ଭ |,సమాచార మార్కర్ ప్రారంభం
ଟେପ୍ ମାର୍କର ଆରମ୍ଭ |,టేప్ మార్క్ ప్రారంభం
ଭଲ୍ୟୁମ୍ ଲେବଲ୍ ର ଆରମ୍ଭ |,వాల్యూమ్ లేబుల్ ప్రారంభం
ଘଣ୍ଟି ଚରିତ୍ର,బెల్ క్యారెక్టర్
ଜୀବନ୍ତ,బెల్ఫాస్ట్
ବେଞ୍ଚ ମାର୍କ,బెంచ్ మార్క్
ବେଞ୍ଚମାର୍କ ରୁଟିନ୍ |,బెంచ్ మార్క్ దినచర్య
ବେଞ୍ଚମାର୍କ ପରୀକ୍ଷା |,బెంచ్ మార్క్ పరీక్ష
ପକ୍ଷ,బయాస్
ପକ୍ଷପାତର ଶିକାର |,బయాస్ వక్రీకరణ
ପକ୍ଷପାତ ପରୀକ୍ଷା,బయాస్ టెస్టింగ్
ବିବିଡୋ ରୋଗଗ୍ରାଫି |,గ్రంథ పట్టిక
"ବିଚ୍ଛିନ୍ନତା କାର୍ଯ୍ୟ (= ସମାନତା) |
 ଅପରେସନ୍)","బికండిషనల్ ఆపరేషన్ (= సమానత్వం
 ఆపరేషన్)"
ବିଚୋନ୍ସେଡ୍ ଗ୍ରାଫ୍ |,బైకొనెక్ట్ గ్రాఫ్
ବିଡ୍,బిడ్
ଦ୍ୱି-ଅପ୍ରାକୃତିକ ବସ୍ |,ద్వి దిశాత్మక బస్సు
ଦ୍ୱିପାକ୍ଷିକ ପ୍ରବାହ |,ద్వి దిశాత్మక ప్రవాహం
ଦ୍ୱି-ଦିଗ ମୁଦ୍ରଣ |,ద్వి దిశాత్మక ముద్రణ
ବିଫଣ୍ଡମାଳା,విభజన
ବାଇନାରୀ,బైనరీ
ବାଇନାରୀ ଆନୁମାନିକତା |,బైనరీ ఉజ్జాయింపు
ବାଇନାରୀ ଗାଣିତିକ ଅପରେସନ୍ |,బైనరీ అంకగణిత ఆపరేషన్
ବାଇନାରୀ କାର୍ଡ,బైనరీ కార్డు
ବାଇନାରୀ କକ୍ଷ,బైనరీ సెల్
ବାଇନାରୀ ଶୃଙ୍ଖଳା,బైనరీ గొలుసు
ବାଇନାରୀ ପସନ୍ଦ,బైనరీ ఎంపిక
ବାଇନାରୀ ପସନ୍ଦ ମଡେଲ୍ |,బైనరీ ఛాయిస్ మోడల్
ବାଇନାରୀ ଚପ୍ (= ଦ୍ୱିଗୁଣିତ ସନ୍ଧାନ),బైనరీ చాప్ (= డైకోట్మైజింగ్ శోధన)
ବାଇନାରୀ କୋଡ୍,బైనరీ కోడ్
ବାଇନାରୀ କୋଡେଡ୍ ଚରିତ୍ର |,బైనరీ కోడెడ్ అక్షరం
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,బైనరీ కోడెడ్ దశాంశం
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ କୋଡ୍ |,బైనరీ కోడెడ్ దశాంశ కోడ్
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ଅଦଳବଦଳ କୋଡ୍ |,బైనరీ కోడెడ్ దశాంశ ఇంటర్‌చేంజ్ కోడ్
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ପ୍ରତିନିଧିତ୍ୱ |,బైనరీ కోడెడ్ దశాంశ ప్రాతినిధ్యం
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ବ୍ୟବସ୍ଥା |,బైనరీ కోడెడ్ దశాంశ వ్యవస్థ
ବାଇନାରୀ-କୋଡେଡ୍ ଦଶମିକ-ରୁ ଦଶମିକ କନଭର୍ଟର |,బైనరీ-కోడెడ్ దశాంశానికి దశాంశ కన్వర్టర్
ବାଇନାରୀ କୋଡେଡ୍ ଅଙ୍କ |,బైనరీ కోడెడ్ అంకె
ବାଇନାରୀ କୋଡେଡ୍ ନୋଟିସ୍ |,బైనరీ కోడెడ్ సంజ్ఞామానం
ବାଇନିନକୋଡିଂ,బైనరీకోడింగ్
ବାଇନାରୀ ନିୟନ୍ତ୍ରଣ ଅଷ୍ଟାଲ୍ |,బైనరీ కంట్రోల్ ఆక్టల్
ବାଇନାରୀ ରୂପାନ୍ତର,బైనరీ మార్పిడి
ବାଇନାରୀ କାଉଣ୍ଟର |,బైనరీ కౌంటర్
ବାଇନାରୀ ଅଙ୍କ,బైనరీ అంకె
ବାଇନାରୀ ଅଙ୍କ ବିଶିଷ୍ଟ ବର୍ଣ୍ଣ,బైనరీ అంకె పాత్ర
ବାଇନାରୀ ଉପାଦାନ |,బైనరీ ఎలిమెంట్
ବାଇନାରୀ ଉପାଦାନ ଷ୍ଟ୍ରିଙ୍ଗ୍ |,బైనరీ ఎలిమెంట్ స్ట్రింగ్
ବାଇନାରୀ ଅଧା ଆଡର୍ |,బైనరీ హాఫ్ యాడ్డర్
ବାଇନାରୀ ବର୍ଦ୍ଧିତ ପ୍ରତିନିଧିତ୍ୱ |,బైనరీ పెరుగుతున్న ప్రాతినిధ్యం
ବାଇନାରୀ ଲୋଡର୍ |,బైనరీ లోడర్
ବାଇନାରୀ ତର୍କ ନେଟୱାର୍କ |,బైనరీ లాజిక్ నెట్‌వర్క్
ବାଇନାରୀ ନୋଟେସନ୍ |,బైనరీ సంజ్ఞామానం
ବାଇନାରୀ ନମ୍ବର |,బైనరీ సంఖ్య
ବାଇନାରୀ ନମ୍ବର ସିଷ୍ଟମ୍ |,బైనరీ సంఖ్య వ్యవస్థ
ବାଇନାରୀ ସଂଖ୍ୟା,బైనరీ సంఖ్య
ବାଇନାରୀ ସଂଖ୍ୟା ବ୍ୟବସ୍ଥା |,బైనరీ సంఖ్యా వ్యవస్థ
ବାଇନାରୀ ଅପରେସନ୍ କୋଡ୍ |,బైనరీ ఆపరేషన్ కోడ్
ବାଇନାରୀ ଅପରେଟର |,బైనరీ ఆపరేటర్
ବାଇନାରୀ ଯୋଡି |,బైనరీ జత
ବାଇନାରୀ ଚିତ୍ର ତଥ୍ୟ |,బైనరీ పిక్చర్ డేటా
ବାଇନାରୀ ପଏଣ୍ଟ |,బైనరీ పాయింట్
ବାଇନାରୀ ପ୍ରୋଗ୍ରାମ୍ |,బైనరీ ప్రోగ్రామ్
ବାଇନାରୀ ସମ୍ପର୍କ,బైనరీ సంబంధం
ବାଇନାରୀ ସନ୍ଧାନ |,బైనరీ శోధన
ବାଇନାରୀ ସନ୍ଧାନ ଆଲଗୋରିଦମ |,బైనరీ శోధన అల్గోరిథం
ବାଇନାରୀ କ୍ରମିକ ସଙ୍କେତ ହାର |,బైనరీ సీరియల్ సిగ్నలింగ్ రేటు
ବାଇନାରୀ ସମୃଦ୍ଧ ଚ୍ୟାନେଲ |,బైనరీ సిమెట్రిక్ ఛానల్
ବାଇନାରୀ ସିଙ୍କ୍ରୋନସ୍ ଯୋଗାଯୋଗ |,బైనరీ సింక్రోనస్ కమ్యూనికేషన్
ବାଇନାରୀ ସିଙ୍କ୍ରୋନସ୍ ଟ୍ରାନ୍ସମିସନ୍ |,బైనరీ సింక్రోనస్ ట్రాన్స్మిషన్
ବାଇନାରୀ ଗଛ,బైనరీ చెట్టు
ବାନ୍ଧ |,బంధం
ବାଇଣ୍ଡର୍ ଗ୍ରୁପ୍ |,బైండర్ గ్రూప్
ବାଇଣ୍ଡର୍-ହୋଲ୍ କାର୍ଡ |,బైండర్-హోల్ కార్డ్
ବାଧ୍ୟତାମୂଳକ |,బైండింగ్
ବାନ୍ଧିବା ସମୟ,బైండింగ్ సమయం
ବାୟୋମେଡିସିଆଲ୍ ଗଣନା |,బయోమెడికల్ కంప్యూటింగ్
ବାୟୋମେଡିଆିକାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |,బయోమెడికల్ ప్రోగ్రామ్
ବାୟୋନିକ୍ସ,బయోనిక్స్
ବିପୁଟ୍ଏଟ୍ ଗ୍ରାଫ୍ |,బైపార్టైట్ గ్రాఫ్
ବିପୁଟିଟ୍ ଗଛ |,ద్వైపాక్షిక చెట్టు
ଦ୍ୱିପାକ୍ଷଲର୍ |,బైపోలార్
ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି,బైపోలార్ మెమరీ
ଦ୍ୱିପାକ୍ଷଣ ଟ୍ରାନ୍ସସିଜ୍ (= ପୋଲାର ଟ୍ରାନ୍ସମିସନ୍),బైపోలార్ ట్రాన్స్మిషన్ (= ధ్రువ ప్రసారం)
ଶିଚନୀୟ କୋଡ୍,బిక్వరీ కోడ్
ଜନ୍ମ-ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |,పుట్టిన మరణ ప్రక్రియ
ବାୟୁସକାରଣ ଆଲଗୋରିଦମ |,బైసెక్షన్ అల్గోరిథం
ବିସାନ ଯୋଗ୍ୟ |,బిస్టేబుల్
ବିସେଟନାଲ୍ ସର୍କିଟ୍ |,బిస్టేబుల్ సర్క్యూట్
ବିସେଟେବଲ୍ ଉପକରଣ |,బిస్టేబుల్ పరికరం
ବିସ୍ତାନ ଯୋଗ୍ୟ ମଲ୍ଟିଭାଟୋରୋର |,బిస్టేబుల్ మల్టీవిబ్రేటర్
ବିସ୍ ଲେଖକ ଟ୍ରିଗର ସର୍କିଟ୍ (= ବିସେଟେବଲ୍ ସର୍କିଟ୍),బిస్టేబుల్ ట్రిగ్గర్ సర్క్యూట్ (= బిస్టేబుల్ సర్క్యూట్)
ବିସ୍କ୍ରୋନୋସୁସ୍ |,బిసిన్క్రోనస్
ବିଟ୍,బిట్
ବିଟ୍ ବାଜିଙ୍ଗ,బిట్ బమ్మింగ్
ବିଟ୍ ଘନତା |,బిట్ సాంద్రత
ବିଟ୍ ନିର୍ଦ୍ଦେଶ,బిట్ ఇన్స్ట్రక్షన్
ବିଟ୍ ଅବସ୍ଥାନ |,బిట్ స్థానం
ବିଟ୍ ସମାନ୍ତରାଳ |,బిట్ సమాంతరంగా
ବିଟ୍ pattern ାଞ୍ଚା |,బిట్ నమూనా
ବିଟ୍ ଅବସ୍ଥାନ |,బిట్ స్థానం
ବିଟ୍ ହାର |,బిట్ రేటు
ଟିକେ କ୍ରମିକ,బిట్ సీరియల్
ବିଟ୍ ସ୍ଲାଇସ୍,బిట్ స్లైస్
ମାଇକ୍ରୋପ୍ରୋସେସର,బిట్ స్లైస్ మైక్రోప్రాసెసర్
ବିଟ୍ ସ୍ଲିକ୍ ପ୍ରୋସେସର୍ |,బిట్ స్లైసింగ్ ప్రాసెసర్
ପ୍ରତି ସେକେଣ୍ଡରେ ବିଟ୍ |,సెకనుకు బిట్స్
ବିଟ୍ ଷ୍ଟୋରେଜ୍ |,బిట్ నిల్వ
ବିଟ୍ ଷ୍ଟ୍ରିଙ୍ଗ୍ |,బిట్ స్ట్రింగ్
ବିଟ୍ ଷ୍ଟ୍ରିଙ୍ଗ୍ ଅପରେଟର୍ |,బిట్ స్ట్రింగ్ ఆపరేటర్
ବିଟ୍ ଟ୍ରାକ,బిట్ ట్రాక్
ବିରକ୍ତିକର ରିଗ୍ରେସନ୍ ବିଶ୍ଳେଷଣ |,బివారియేట్ రిగ్రెషన్ విశ్లేషణ
କଳା ରେକର୍ଡିଂ |,బ్లాక్ రికార్డింగ్
ଖାଲି,ఖాళీ
ଖାଲି ବର୍ଣ୍ଣ,ఖాళీ పాత్ర
ଖାଲି କୋଇଲ୍ |,ఖాళీ కాయిల్
ଖାଲି ସାଧାରଣ |,ఖాళీ సాధారణం
ଖାଲି ବିଲ୍ଟର୍ |,ఖాళీ ప్రతిష్టుడు
ଖାଲି ଡିସ୍କେଟ୍ |,ఖాళీ డిస్కెట్
ଜଳ,బ్లాంకింగ్
ଖାଲି ନିର୍ଦ୍ଦେଶ |,ఖాళీ సూచన
ବିସ୍ଫୋରଣ,పేలుడు
ରକ୍ତସ୍ରାବ,రక్తస్రావం
ଅନ୍ଧ,బ్లైండ్
ଅନ୍ଧ କି ବୋର୍ଡ |,బ్లైండ్ కీ బోర్డు
ବି-ଲାଇନ୍ (= ଇଣ୍ଡେକ୍ସ ରେଜିଷ୍ଟର),బి-లైన్ (= ఇండెక్స్ రిజిస్టర్)
ବ୍ଲିଙ୍କିଂ |,బ్లింకింగ్
ବ୍ଲିପ୍ ଗଣନା |,బ్లిప్ లెక్కింపు
BLIP (= ଡକ୍ୟୁମେଣ୍ଟ୍ ମାର୍କ),బ్లిప్ (= డాక్యుమెంట్ మార్క్)
ସୁଖ ଶ୍ରେଣୀକରଣ |,బ్లిస్ వర్గీకరణ
ବ୍ଲକ,బ్లాక్
ଶରୀରରେ ଅବରୋଧ କରନ୍ତୁ |,బ్లాక్ బాడీ
ବର୍ଣ୍ଣ ବାତିଲ୍ ବର୍ଣ୍ଣଗୁଡିକୁ ଅବରୋଧ କରନ୍ତୁ |,బ్లాక్ క్యారెక్టర్‌ను బ్లాక్ చేయండి
ବ୍ଲକ୍ ଚେକ୍,బ్లాక్ చెక్
ଯାଞ୍ଚ ବର୍ଣ୍ଣ,బ్లాక్ చెక్ అక్షరం
ଚେକ୍ ପ୍ରଯୁକ୍ତିକୁ ଅବରୋଧ କରନ୍ତୁ |,బ్లాక్ చెక్ విధానం
ନିୟନ୍ତ୍ରଣ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |,బ్లాక్ నియంత్రణ
କଣ୍ଟ୍ରୋଲ୍ ହେଡର୍ ଅବରୋଧ କରନ୍ତୁ |,బ్లాక్ కంట్రోల్ హెడర్
ନିୟନ୍ତ୍ରଣ ୟୁନିଟ୍ ଅବରୋଧ କରନ୍ତୁ |,బ్లాక్ కంట్రోల్ యూనిట్
କପି କରନ୍ତୁ କପି କରନ୍ତୁ |,బ్లాక్ కాపీ
ଚିତ୍ରକୁ ଅବରୋଧ କରନ୍ତୁ |,బ్లాక్ రేఖాచిత్రం
ଅବରୋଧିତ ଫାଇଲ |,బ్లాక్ చేసిన ఫైల్
ତ୍ରୁଟି ହାରକୁ ଅବରୋଧ କରନ୍ତୁ |,బ్లాక్ లోపం రేటు
ବ୍ଲକେଟ୍ |,బ్లాకెట్
ଫାପ୍ (= ଇଣ୍ଟର ବ୍ଲକ୍ ଗ୍ୟାପ୍ |,బ్లాక్ గ్యాప్ (= ఇంటర్ బ్లాక్ గ్యాప్
ମୁଖରେ ଅବରୋଧ କରନ୍ତୁ |,బ్లాక్ హెడ్
ବ୍ଲକ ହେଡର୍,బ్లాక్ హెడర్
ବ୍ଲକ୍ ହେଡିଙ୍ଗ୍ ଷ୍ଟେଟମେଣ୍ଟ,బ్లాక్ హెడింగ్ స్టేట్మెంట్
"ବ୍ଲକକୁ ଅବରୋଧ କରନ୍ତୁ ବର୍ଣ୍ଣ (= ବାତିଲ୍ ବ୍ଲକ୍ କରନ୍ତୁ |
 ବର୍ଣ୍ଣ)","బ్లాక్ విస్మరించండి అక్షరాన్ని విస్మరించండి (= బ్లాక్ రద్దు చేయండి
 అక్షరాలు"
ଅବରୋଧ,నిరోధించడం
କାରକକୁ ଅବରୋଧ କରିବା |,నిరోధించే కారకం
ରେକର୍ଡଗୁଡିକୁ ଅବରୋଧ କରିବା (= ରେକର୍ଡଗୁଡିକ ଗୋଷ୍ଠୀ),రికార్డులను నిరోధించడం (= రికార్డుల సమూహం)
ବ୍ଲକ ଲମ୍ବ,బ్లాక్ పొడవు
ବ୍ଲକ ତାଲିକା,బ్లాక్ జాబితా
ବ୍ଲକ ଆନ୍ଦୋଳନ,బ్లాక్ కదలిక
ମଲ୍ଟିପ୍ଲେକ୍ସର୍ ଚ୍ୟାନେଲକୁ ଅବରୋଧ କରନ୍ତୁ |,మల్టీప్లెక్సర్ ఛానెల్‌ను బ్లాక్ చేయండి
ଏକାଧିକ ଲିଙ୍କ୍ ମୋଡ୍ ଅବରୋଧ କରନ୍ତୁ |,మల్టీప్లెక్సర్ మోడ్‌ను బ్లాక్ చేయండి
ପ୍ୟାରିଟି ସିଷ୍ଟମକୁ ଅବରୋଧ କରନ୍ତୁ |,బ్లాక్ పారిటీ సిస్టమ్
ଉପସର୍ଗକୁ ଅବରୋଧ କରନ୍ତୁ |,బ్లాక్ ఉపసర్గ
ଅବରୋଧ ରେକର୍ଡ କରନ୍ତୁ |,బ్లాక్ రికార్డ్
ପୃଥକକାରୀ ଅବରୋଧ କରନ୍ତୁ |,బ్లాక్ వేరు
ପୃଥକ ପୃଥକତା |,బ్లాక్ విభజన
ବ୍ଲକ ଆକାର,బ్లాక్ పరిమాణం
ସର୍ଟ ସର୍ଟ କରନ୍ତୁ |,బ్లాక్ సార్ట్
ପରିସର,బ్లాక్ నిర్మాణం
ସଂରଚନା ଭାଷା ଅବରୋଧ କରନ୍ତୁ |,నిర్మాణాత్మక భాషను బ్లాక్ చేయండి
ସିଙ୍କ୍ରୋନାଇଜେସନ୍ ଅବରୋଧ କରନ୍ତୁ |,బ్లాక్ సింక్రొనైజేషన్
ସ୍ଥାନାନ୍ତରଣକୁ ଅବରୋଧ କରନ୍ତୁ,బ్లాక్ బదిలీ
ସ୍ଥାନାନ୍ତର କାର୍ଯ୍ୟକୁ ଅବରୋଧ କରନ୍ତୁ |,బ్లాక్ బదిలీ ఫంక్షన్
Blow ଟକା,బ్లో
ବଧିଅ,తిరిగి బ్లో
ଉଡାଇବା,బ్లోయింగ్
ନୀଳ ରିବନ୍ ପ୍ରୋଗ୍ରାମ୍ |,బ్లూ రిబ్బన్ ప్రోగ్రామ్
ବୋଲ୍ଡ ଚେହେରା |,బోల్డ్ ముఖం
ପୁସ୍ତକ,పుస్తకం
ବୁକ୍ ବାର୍ତ୍ତା |,పుస్తక సందేశం
ବୁଲିଅନ୍ ସଂପୂର୍ଣ୍ଣତା,బూలియన్ పూర్తి
ବୁଲିଅନ୍ କନେକ୍ଟିଭ୍ |,బూలియన్ కనెక్టివ్
ବୁଲିଅନ୍ ଡାଟା ପ୍ରକାର |,బూలియన్ డేటా రకం
ବୁଲିଅନ୍ ଫଙ୍କସନ୍ |,బూలియన్ ఫంక్షన్
ବୁଲିଅନ୍ ଅପରେସନ୍ |,బూలియన్ ఆపరేషన్
ବୁଲିଅନ୍ ଅପରେସନ୍ ଟେବୁଲ୍ |,బూలియన్ ఆపరేషన్ టేబుల్
ବୁଲିଅନ୍ ଅପରେଟର୍ |,బూలియన్ ఆపరేటర్
Bootleg ପ୍ରୋଗ୍ରାମ୍ |,బూట్లెగ్ ప్రోగ్రామ్
ବୁଟ ଷ୍ଟ୍ରାପ୍ ଲୋଡର୍ |,బూట్ పట్టీ లోడర్
ବୁଟ୍ ଷ୍ଟ୍ରାପ୍ ମେମୋରୀ |,బూట్ పట్టీ మెమరీ
ବୁଟ୍ ବୁଡ଼ିଯିବା |,బూట్ స్ట్రాపింగ్
ଏକ ସାଲଗ୍ କମ୍ପ୍ୟୁଟରକୁ ବୁଟ୍ କରନ୍ତୁ |,బూట్ స్ట్రాపింగ్ అనలాగ్ కంప్యూటర్
ଭାଷା ସଞ୍ଚାଳକକୁ ଚଲାଇବା |,బూట్ స్ట్రాపింగ్ లాంగ్వేజ్ ప్రాసెసర్
Orrow ଣ,రుణం
Orrow ଣ ଅଙ୍କ,అంకెను తీసుకోండి
ଉଭୟୱେ କମ୍ୟୁନେସନ୍ |,బోథ్వే కమ్యూనికేషన్
ଉଭୟୱେ କାର୍ଯ୍ୟ,బోథ్వే ఆపరేషన్
ତଳ-ଉପର ପଦ୍ଧତି (= ହ୍ରାସ ପଦ୍ଧତି),బాటమ్-అప్ పద్ధతి (= తగ్గింపు పద్ధతి)
ବାଉନ୍ସ କରିବା |,బౌన్స్
ବନ୍ଧା,బౌండ్
ସୀମା,సరిహద్దు
ସୀମା ଆଲାଇନ୍ମେଣ୍ଟ |,సరిహద్దు అమరిక
ସୀମା ପରୀକ୍ଷା,సరిహద్దు పరీక్ష
ବ୍ୟସ୍ତ ଘଣ୍ଟା ସୀମିତ |,బిజీగా ఉన్న గంట
ସୀମା ରେଜିଷ୍ଟର |,బౌండ్స్ రిజిస్టర్
ଶାଖା,శాఖ
ଶାଖା ଏବଂ ବନ୍ଧା ପଦ୍ଧତି |,బ్రాంచ్ మరియు బౌండ్ పద్ధతి
ଶାଖା କେବୁଲ |,బ్రాంచ్ కేబుల్
ଶାଖା,శాఖ
ଶାଖା ନେଟୱାର୍କ |,బ్రాంచింగ్ నెట్‌వర్క్
ଶାଖା ନିର୍ଦ୍ଦେଶନାମା |,బ్రాంచ్ ఇన్స్ట్రక్షన్
ଶାଖା ପଏଣ୍ଟ |,బ్రాంచ్ పాయింట్
ଶାଖା ପ୍ରକ୍ରିୟାକରଣ |,బ్రాంచ్ ప్రాసెసింగ్
ଶାଖା ଟେବୁଲ୍ |,బ్రాంచ్ టేబుల్
ବ୍ରେକ୍,విరామం
ଚାବି ଚାବି |,బ్రేక్ కీ
ବିରତି ବିନ୍ଦୁ,బ్రేక్ పాయింట్
ବ୍ରେକ୍ ପଏଣ୍ଟ ହଲ୍ଟ |,బ్రేక్ పాయింట్ హాల్ట్
ଭାଙ୍ଗନ୍ତୁ ଇନସଲ୍ ନିର୍ଦ୍ଦେଶ |,బ్రేక్ పాయింట్ సూచన
ବ୍ରେକ୍ ପଏଣ୍ଟ ସୁଇଚ୍ |,బ్రేక్ పాయింట్ స్విచ్
ବ୍ରେକ୍ କ୍ରମ |,బ్రేక్ సీక్వెన్స్
ବ୍ରିଜ୍ ଟ୍ୟାପ୍ |,వంతెన ట్యాప్
सرଜେକ୍ଟୱେର୍ |,బ్రిడ్జ్‌వేర్
Eriding,బ్రిడ్జింగ్
ଉଜ୍ଜ୍ୱଳତା ଅନୁପାତ,ప్రకాశం నిష్పత్తి
ପ୍ରଶବଣ ଅଂଶ |,బ్రాడ్ బ్యాండ్
ପ୍ରସାରଣ ମୋଡ୍ |,ప్రసార మోడ్
ପ୍ରସାରଣ ସାଟେଲାଇଟ୍ |,ప్రసార ఉపగ్రహం
ବ୍ରୁସେଲ୍ସ ବର୍ଗୀକରଣ ବ୍ୟବସ୍ଥା |,బ్రస్సెల్స్ వర్గీకరణ వ్యవస్థ
ବ୍ରାଇଟ୍-ଫୋର୍ସ ଆଭିମୁଖ୍ୟ |,బ్రూట్-ఫోర్స్ విధానం
ବି-ଗଛ,బి-ట్రీ
ବବୁଲ୍ ମେମୋରୀ |,బబుల్ మెమరీ
ବବୁଲ୍ ସର୍ଟ |,బబుల్ సార్ట్
ବାଲଟି,బకెట్
ବଫର୍,బఫర్
ବଫର୍ ଚ୍ୟାନେଲ |,బఫర్ ఛానెల్
ବଫର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,బఫర్డ్ యాంప్లిఫైయర్
ବଫେଡ୍ କମ୍ପ୍ୟୁଟର |,బఫర్డ్ కంప్యూటర్
ବଫେଡ୍ ଉପକରଣ,బఫర్డ్ పరికరం
ବଫେଡ୍ ଇନପୁଟ୍,బఫర్డ్ ఇన్పుట్
ବଫର୍ ହୋଇଥିବା ବାର୍ତ୍ତା |,బఫర్డ్ సందేశం
ବଫର,బఫరింగ్
ବଫର୍ I / O ଉପକରଣ |,బఫర్ I/O పరికరం
ବଫର୍ ପରିଚାଳନା,బఫర్ నిర్వహణ
ବଫର୍ ଆଉଟପୁଟ୍,బఫర్ అవుట్పుట్
ବଫର୍ ପ୍ୟାଡ୍ ବର୍ଣ୍ଣ |,బఫర్ ప్యాడ్ పాత్ర
ବଫର୍ ପୁଲ୍,బఫర్ పూల్
ବଫର୍ ପୁଲିଙ୍ଗ୍ |,బఫర్ పూలింగ్
ବଫର୍ ରେଜିଷ୍ଟର |,బఫర్ రిజిస్టర్
ବଫର୍ ଷ୍ଟୋରେଜ୍ |,బఫర్ నిల్వ
ବଫର୍ ଷ୍ଟୋର,బఫర్ స్టోర్
ତ୍ରୁଟି,బగ్
ବଗି,బగ్గీ
ବିଲ୍ଟ-ଇନ୍ ଫଙ୍କସନ୍ |,అంతర్నిర్మిత ఫంక్షన్
ବିଲ୍ଟ-ଇନ୍ ପ୍ରଣାଳୀ |,అంతర్నిర్మిత విధానం
କଦଳୀ ମୋଡ |,పేలుడు మోడ్
ବିସ୍ଫୋରଣ ସଂସ୍ତବା,పేలుడు ప్రసారం
ବସ୍,బస్సు
