English,Kannada
cytomere,1. ಸೈಟೋಮಿಯರ್ 2. ಕೋಶ ವಿಭಜನೆ
cytoplasm,ಸೈಟೋಪ್ಲಾಸಂ
dairy,1. ಡೈರಿ 2. ಡೈರಿ
dairying,ಡೈರಿ ಉದ್ಯಮ
dam,1. ಅಣೆಕಟ್ಟು 2. ತಳಿಗಾರ
day-neutral,ದಿನ ಸಂಪೂರ್ಣ ಸಸ್ಯ
days after flowering,ಹೂಬಿಡುವ ನಂತರ ದಿನ
days after full bloom,ಪೂರ್ಣ ಹೂಬಿಡುವ ನಂತರ ದಿನ
deblossoming,ಅಸಮರ್ಥತೆ
decalcification,ಡಿಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
decant,1. ಹೊರಹಾಕು 2. ಹೊರಹಾಕು
decay,ಕೊಳೆತ
deciduous,ಪತನಶೀಲ
decimal,1. ದಶಮಾಂಶ 2. ದಶಮಾಂಶ
deficiency,ಕೀಳರಿಮೆ
deflocculation (soil),ಅನುರಾನ್ (ಮಣ್ಣು)
defloration,ವಿಪುಷ್ಪನ್
defoliation,ಬಿಲ್ಲಿಂಗ್
deforestation,ಅರಣ್ಯನಾಶ
degeneration,ಅವಮಾನ
degradation,ಅವನತಿ
degree days,ಭಾಗ ದಿನ
degree,1. ಪ್ರಮಾಣ 2. ಭಾಗ
dehiscence,ಅಳಿವು
dehulling,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
dehusking,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
dehydration,ನಿರ್ಜಲೀಕರಣ
dehydrator,ಜಲರಹಿತ
demand,ಬೇಡಿಕೆ
denaturation,1. ಡಿನಾಟರೇಶನ್ 2. ಗುಣಾಕಾರ
denudation,ನಿಂದನೆ
deposit,1. ಠೇವಣಿ (ಮಣ್ಣು) 2. ಠೇವಣಿ (ಅರ್ಥಶಾಸ್ತ್ರ)
deposition,ಠೇವಣಿ
depreciation,1. ಸವಕಳಿ 2. ಸವಕಳಿ
desalinization,ನಿರ್ಲವಣೀಕರಣ
desiccation,1. ನೀರು ಒಣಗಿಸುವುದು 2. ನಿರ್ಜಲೀಕರಣ
design,1. ವಿನ್ಯಾಸ 2. ವಿನ್ಯಾಸ
dessicator,ಒಣ
destoning,ಕರ್ನಲ್ ತೆಗೆಯುವಿಕೆ
desuckering,ಡಿ-ಇಂಟರ್ಕಲೇಶನ್
desynapsis,ಸಂಯೋಗ
detassel,1. ಗಂಡು ಮಂಜರಿ ಉದ್ಧರಣ (ಮೆಕ್ಕೆಜೋಳ) 2. ಬಲ್ಲರ್ ಹೊರತೆಗೆಯುವಿಕೆ
detasseling,ಬಲ್ಲರ್ ಅಥವಾ ಕುಂದನ್ ಕತ್ತರಿಸುವುದು
determinant,ನಿರ್ಣಯಕ
devaluation,ಅಪಮೌಲ್ಯೀಕರಣ
devegetation,ಸಸ್ಯರಹಿತ
deviation,ವಿಚಲನ
diad,ದುಪ್ಪಟ್ಟು
diagnosis,ರೋಗನಿರ್ಣಯ
dichogamy,ವಿಭಿನ್ನ ಪ್ರಬುದ್ಧತೆ
dichotomy,ಕವಲೊಡೆಯುವಿಕೆ
dicotyledon (seed),1. ಡೈಕೋಟಿಲ್ಡನ್ 2. ಡೈಕೋಟಿಲ್ಡನ್ (ಬೀಜ)
die back (disease),ಬೆನ್ನು ರೋಗ
diffusion,1. ಪ್ರಸರಣ 2. ಪ್ರಸರಣ
digestibility,ಜೀರ್ಣಸಾಧ್ಯತೆ
dihybrid,ಡೈಹೈಬ್ರಿಡ್
dike (dyke),1. ಅಣೆಕಟ್ಟು 2. ಚರಂಡಿ 3. ಕುಟುಂಬ
dilute,ಅತ್ಯಲ್ಪ
dioecious,1. ಏಕಪತ್ನಿ 2. ಏಕಪತ್ನಿ
diploid,ಡಿಪ್ಲಾಯ್ಡ್
diploid,1. ಡಿಪ್ಲಾಯ್ಡ್ 2. ಡಿಪ್ಲಾಯ್ಡ್
diplonema,ದ್ವಿಧ್ರುವಿ
disbudding,1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಬಡ್ ತೆಗೆಯುವಿಕೆ
discing,1. ನೇಗಿಲು ಉಳುಮೆ 2. ನೂಲುವ
discount,ರಿಯಾಯಿತಿ
disinfection,ಸೋಂಕುಗಳೆತ
dispersion,1. ಪ್ರಸರಣ 2. ಸ್ಕ್ಯಾಟರಿಂಗ್
dissemination,1. ಚದುರುವಿಕೆ 2. ವ್ಯತ್ಯಾಸ
diversification,ವೈವಿಧ್ಯೀಕರಣ
diversified farming,ವೈವಿಧ್ಯಮಯ ಕೃಷಿ
DNA Ladder,ಡಿಎನ್ಎ ಹೆಜ್ಜೆ
DNA receptor,ಡಿಎನ್ಎ ರಿಸೀವರ್
dockage,ಡಾಕ್ ಬಾಡಿಗೆ
dominant,ಪರಿಣಾಮಕಾರಿ
dormancy,ಸುಪ್ತಾವಸ್ಥೆ
dose,1. ಪ್ರಮಾಣ 2. ಡೋಸೇಜ್ 3. ಡೋಸೇಜ್
douole sigmoid curve,ಡಬಲ್ ಸಿಗ್ಮೋಯ್ಡ್ ಕರ್ವ್
draft (draught),1. ಬಿರುಗಾಳಿ 2. ಹಿಗ್ಗಿಸಿ
drain,1. ಎಕ್ಸಾಸ್ಟ್ ಡ್ರೈನ್ 2. ಎಫ್ಲುಯೆಂಟ್
drainage,ಒಳಚರಂಡಿ
draw,ಎಳೆತ
drenching,1. ಔಷಧಿ ಕೊಡು 2. ಕುಡಿಸು
dressing (seed),ಸೌಂದರ್ಯವರ್ಧಕಗಳು (ಬೀಜಗಳು)
drill (n.),1. ಆಗರ್ 2. ಆಳವಿಲ್ಲದ ದೋಷ 3. ಡ್ರಿಲ್ 4. ಆಗರ್
drilling (ag. engg),1. ರಂಧ್ರ 2. ಡ್ರಿಲ್ 3. ಡ್ರಿಲ್
drilling (agronomy),1. ಕೊರೆಯುವುದು 2. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಬಿತ್ತನೆ 3. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಸುರಿಯುವುದು
drip irrigation,ಹನಿ ನೀರಾವರಿ
dryland farming,ಒಣ ಬೇಸಾಯ
dust,1.ಧೂಳು 2.ಬುಕ್ನೆ
duster,1. ಡಸ್ಟರ್ 2. ಸ್ಕ್ಯಾಟರರ್
dusting,ಚಿಮುಕಿಸಲು
dwarf,1. ಕುಬ್ಜ 2. ವಾಮನ
dwarf pyramid,ವಾಮನ ಪಿರಮಿಡ್
dwarfing,ವಾಮಿನಿ ಭವನ
ecology,ಪರಿಸರ ವಿಜ್ಞಾನ
econometrics,ಅರ್ಥಶಾಸ್ತ್ರ
economic efficiency,ಆರ್ಥಿಕ ದಕ್ಷತೆ
ecotype,ಸಾಂದರ್ಭಿಕ ಪ್ರಕಾರ
ectotrophic,ಹೆಚ್ಚುವರಿ ಶ್ರೇಣೀಕೃತ
edaphic,ಮೃದು
edaphology,ಮಣ್ಣಿನ ವಿಜ್ಞಾನ
edging,1. ಸೇತುವೆ 2. ಅಂಚು 3. ಸ್ಟ್ರಾಂಡ್ ಮುಚ್ಚುವಿಕೆ
edible part,ಆಹಾರ ಭಾಗ
elasticity of demand,ಬೇಡಿಕೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
elasticity of production,ಉತ್ಪಾದನಾ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
electrolysis,ವಿದ್ಯುದ್ವಿಭಜನೆ
electrophoresis,ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್
eluviation,ಆವಿಯಾಗುವಿಕೆ
emasculator,1. ಶಿರಚ್ಛೇದಕ 2. ಕ್ರಿಮಿನಾಶಕ 3. ಶಿರಚ್ಛೇದಕ 4. ಕ್ರಿಮಿನಾಶಕ
embanking,1. ವೀರ್ ಬಂಡಿ 2. ಸ್ಟ್ರಾಬಂಡಿ
embryo,ಭ್ರೂಣ
embryology,1. ಭ್ರೂಣಶಾಸ್ತ್ರ 2. ಭೌತಶಾಸ್ತ್ರ
emergence,1. ನಿರ್ಗಮನ 2. ನಿರ್ಗಮನ
emulsifier,ಎಮಲ್ಸಿಫೈಯರ್
endogenous,ಅಂತರ್ವರ್ಧಕ
endomitosis,ಇಂಟ್ರಾ ಪಾಯಿಂಟ್ ವಿಭಾಗ
endoparasite,ಒಳ-ಪರಾವಲಂಬಿ
endosperm,ಎಂಡೋಸ್ಪರ್ಮ್
enterprise,ಉದ್ಯಮ
entomology,ಕೀಟಶಾಸ್ತ್ರ
environment,ಪರಿಸರ
enzyme,1. ಕಿಣ್ವ 2. ಕಿಣ್ವ
epicotyl grafting,ಕ್ಲಸ್ಟರ್ ಕಸಿ
epiphyte,1. ಎಪಿಫೈಟ್ 2. ಎಪಿಫೈಟ್
equity,ಈಕ್ವಿಟಿ
eradication,ನಿವಾರಣೆ
essential nutrients,ಅಗತ್ಯ ಪೋಷಕಾಂಶಗಳು
estimation,1. ಅಳತೆ 2. ಜಂಪ್ 3. ಮೌಲ್ಯಮಾಪನ
etiolation,ಕೈಚಳಕ
eugenic,ಸುಜನ್ನಿಕ್
evaluation,ಮೌಲ್ಯಮಾಪನ
evaporimeter,ಉಗಿ ಮಾಪಕ
evapo-transpiration,ಆವಿಯಾಗುವಿಕೆ
evergreen revolution,ಶಾಶ್ವತ ಕ್ರಾಂತಿ
evergreen,1. ನಿತ್ಯಹರಿದ್ವರ್ಣ 2. ನಿತ್ಯಹರಿದ್ವರ್ಣ
evolution,ಅಭಿವೃದ್ಧಿ
excise,ಕತ್ತರಿಸಿದ
exhaustion (fertility),ಪರೀಕ್ಷಯ್ (ಫಲವತ್ತತೆ)
exploitation,ಶೋಷಣೆ
exploration,1. ಅನ್ವೇಷಣೆ 2. ಪರಿಶೋಧನೆ
extrusion,1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಹೊರಸೂಸುವಿಕೆ
eye (sugarcane/potato),ಕಣ್ಣು
factor,1. ಅಂಶ 2. ಘಟಕ 3. ಅಂಶ 4. ಸಂಪನ್ಮೂಲ
factor productivity,ಅಂಶ ಉತ್ಪಾದಕತೆ
factorage,ವ್ಯಾಪಾರಿಯ ರಿಯಾಯಿತಿ
factorial block design,ಅಪವರ್ತನೀಯ ಬ್ಲಾಕ್ ವಿನ್ಯಾಸ
facultative,ಪರ್ಯಾಯ
fallow,1. ಪಟ್ಟಿ 2. ಪಲಿಹಾರ್
family,ಒಟ್ಟು
farm appraisal,ಕ್ಷೇತ್ರ ಮೌಲ್ಯಮಾಪನ
farm budgeting,ಕೃಷಿ ಬಜೆಟ್
farm business,ಕೃಷಿ ವ್ಯಾಪಾರ
farm planning,ಕ್ಷೇತ್ರ ಯೋಜನೆ
farmer,1. ರೈತ 2. ರೈತ
farming,1. ಕೃಷಿ 2. ಕೃಷಿ
fasciation,ಘರ್ಷಣೆ
fecundation,ಬಹು ಸಂತಾನೋತ್ಪತ್ತಿ
fermentation,ಹುದುಗುವಿಕೆ
fertility,ಫಲವತ್ತತೆ
fertilizer,ಗೊಬ್ಬರ
fertilizer use efficiency,ರಸಗೊಬ್ಬರ ಬಳಕೆಯ ದಕ್ಷತೆ
fibrous,ನಾರಿನಂತಿರುವ
field,1. ಫಾರ್ಮ್ 2. ಪ್ರದೇಶ 3. ಸ್ಥಳ
field capacity,ಮಣ್ಣಿನ ನೀರನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವುದು
field demonstration,ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ
fixation,1. ನಿಶ್ಚಲತೆ 2. ಸ್ಥಿರೀಕರಣ 3. ಸ್ಥಿರೀಕರಣ
flooding,1. ಮುಳುಗುವಿಕೆ 2. ಒಳಸೇರಿಸುವಿಕೆ
flow diagram,ನಿರ್ವಹಣಾ ಚಿತ್ರ
food value,ಆಹಾರ ಮೌಲ್ಯ
forage (fodder),ಮೇವು
forecasting,ಮುನ್ಸೂಚನೆ
forest,ಅರಣ್ಯ
forestation,ಅರಣ್ಯೀಕರಣ
frond,1. ತಾಡ್ಪರ್ನ್ 2. ಫಾರ್ಮ್
frost resistant,ಹಿಮ ನಿರೋಧಕ
frost,1. ಪಾಲಾ 2. ಬ್ಲೈಟ್
frozen (fruit & vegetable),1. ಹೆಪ್ಪುಗಟ್ಟಿದ 2. ಹೆಪ್ಪುಗಟ್ಟಿದ
fructification,ಕಾರ್ಯ
fruit drop,1. ಹಣ್ಣಿನ ಪತನ 2. ಹಣ್ಣಿನ ಪತನ
fruit -set (fruit setting),ಹಣ್ಣಾಗುತ್ತವೆ
fumigation,1. ಧೂಮೀಕರಣ 2. ಧೂಮೀಕರಣ
fungicide,ಶಿಲೀಂಧ್ರನಾಶಕ
fungistatic,ಶಿಲೀಂಧ್ರನಾಶಕ
fungus,ಶಿಲೀಂಧ್ರ
furow,1. ಖುದ್ 2. ಸೀತಾ
fusion,1. ಫ್ಯೂಷನ್ 2. ಫ್ಯೂಷನ್
fuzz,ಹತ್ತಿ ಉಣ್ಣೆ
fuzzy,ಕೂದಲುಳ್ಳ
gall (Hort),1. ಮರದ ಹುಣ್ಣು 2. ಪಿಟಿಕಾ
gamete,1. ಗ್ಯಾಮೆಟ್‌ಗಳು 2. ಗ್ಯಾಮೆಟ್‌ಗಳು
garden,1. ಉದ್ಯಾನ 2. ಉದ್ಯಾನ
gauge (water),1. ಪಾನ್ಸಾಲ್ 2. ಹೈಡ್ರೋಮೀಟರ್
gene bank,ಜೀನ್ ಸಂಗ್ರಹ
gene tagging,ಜೀನ್ ಟ್ಯಾಗನ್
geneology,ವಂಶಾವಳಿ
genetic map,ಜೀನ್ ನಕ್ಷೆ
genetics,ಆನುವಂಶಿಕ
genome,1. ಜಿನೋಮ್ 2. ಸಂಜೀನ್
genomic library,ಸಂಜಿನಿ ಸಂಗ್ರಹ
genomics,ಜೀನೋಮಿಕ್ಸ್
genotype,ಜೀನೋಟೈಪ್
genotype,1. ಜೀನ್ ರಚನೆ 2. ಜೀನ್ ಪ್ರಕಾರ
genus,ವಂಶಾವಳಿ
genus,1. ಕುಲ 2. ವಂಶ
germ,1. ಸೂಕ್ಷ್ಮಾಣು 2. ಸೂಕ್ಷ್ಮಾಣು
germicide,ಕ್ರಿಮಿನಾಶಕ
germination,ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ
germplasm,1. ಜರ್ಮ್ಪ್ಲಾಸಂ 2. ಜರ್ಮ್ಪ್ಲಾಸಂ
gibberellic acid,ಗಿಬ್ಬರೆಲಿಕ್ ಆಮ್ಲ
ginning,ಕೊಯ್ಲು
glume,ತುಶ್
glutinous,1. ಅಂಟು 2. ಹೊಟ್ಟೆಬಾಕತನ
glycolysis,ಗ್ಲೈಕೋಲಿಸಿಸ್
gneiss,Sundara
golden revolution,ಸುವರ್ಣ ಕ್ರಾಂತಿ
grading,1. ವರ್ಗೀಕರಣ 2. ವರ್ಗೀಕರಣ 3. ಶ್ರೇಣೀಕರಣ
grafted plant,1. ನಾಟಿ ಸಸ್ಯ 2. ಪೆನಂಬ್ರಲ್ ಸಸ್ಯ
graft-incompatible,ಪೆನ್ ಅಸಮಂಜಸ
granna,ಗ್ರಾನಾ
granulation,ಗ್ರಾನುಲೇಷನ್
green manure,ಹಸಿರು ಗೊಬ್ಬರ
green revolution,ಹಸಿರು ಕ್ರಾಂತಿ
growth and development,ಬೆಳವಣಿಗೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ
gummosis,1. ಗಮ್ ರೋಗ
gynodioecious,ಭಿನ್ನಲಿಂಗೀಯ
habit,1. ಪ್ರಕೃತಿ 2. ಪ್ರಕೃತಿ 3. ರೂಪಗುಣ 4. ತೋರಿಕೆ
hail,1. ಓಲ 2. ಕರ್ಕಪಟ 3. ಕರ್ಕ
hairyvetch,ರೋಮಿಲ್ವಾಚ್
halophyte,ಲವಣಯುಕ್ತ ಚೀಲ
harrow,ಹಾರೋ
harvest index,1. ಕೊಯ್ಲು ಸೂಚ್ಯಂಕ 2. ಕೊಯ್ಲು ಸೂಚ್ಯಂಕ
harvest,1. ಕೊಯ್ಲು 2. ಕೊಯ್ಲು ಮಾಡಿದ ಬೆಳೆ 3. ಮುಗಿದ ಬೆಳೆ 4. ಇಳುವರಿ
harvesting,1. ಕೀಳುವುದು 2. ಕೊಯ್ಲು 3. ಕೀಳುವುದು
hatch,1. ಮೊಟ್ಟೆ ಇಡುವುದು 2. ಮೊಟ್ಟೆಯ ಬಲ
hay,ಒಣ ಹುಲ್ಲು
haylage,ಒಣ ಆಹಾರ
haystock,ಗಂಜಿ
haze,ಮಬ್ಬು
hazy,ಮಸುಕಾದ
head (Agro),1. ಬಾಲಿ 2. ಸಿಟ್ಟಾ 3. ಮುಂಡಕ್ 4. ಟಾಪ್ 5. ಹೆಡ್ 6. ಸಿರಾ
head (of channel),ತೋಡು ಕೊನೆಯಲ್ಲಿ
heading back,ಅಗ್ರ ಸಮರುವಿಕೆಯನ್ನು
hedge,ಬೇಲಿ
hedging,ಪಾಲನೆ
helix,ಕುಂಡಲಿನಿ
hematite,ಹೆಮಟೈಟ್
herb,1. ಮೂಲಿಕೆ 2. ಮೂಲಿಕೆ
herbarium,1.ಬೊಟಾನಿಕಲ್ ಕಲೆಕ್ಷನ್ 2.ಬೊಟಾನಿಕಲ್ ಮ್ಯೂಸಿಯಂ
herbicide,ಸಸ್ಯನಾಶಕ
heredity,ಅನುವಂಶಿಕತೆ
heretability,ಅನುವಂಶಿಕತೆ
hermaphrodite,ಉಭಯಲಿಂಗಿ
heterochromatic,ಭಿನ್ನವರ್ಣದ
heterofertilization,ಹೆಟೆರೊಫರ್ಟಿಲೈಸೇಶನ್
heterosis,1. ಹೈಬ್ರಿಡೋಸ್ 2. ಹೆಟೆರೋಸಿಸ್
heterosome,ಲೈಂಗಿಕ ವರ್ಣತಂತುಗಳು
heterotroph,ಪೋಷಿಸಿದರು
hexaploid,ಹೆಕ್ಸಾಡೆಸಿಮಲ್
hibernate,ಶೀತ ಸುಪ್ತ
high density planting,ಹೆಚ್ಚಿನ ಸಾಂದ್ರತೆಯ ನೆಡುವಿಕೆ
hill (rice),1. ಪಿಂಡ್ಲಾಕ್ 2. ಬೆಟ್ಟ (ಭತ್ತ)
histogram,ಹಿಸ್ಟೋಗ್ರಾಮ್
hitech horticulture,ಹೈಟೆಕ್ ತೋಟಗಾರಿಕೆ
hive,1.ಮೊಸರು 2. ಜೇನುಗೂಡು
hoeing,1. ಕಳೆ ಕಿತ್ತಲು 2. ಕಳೆ ಕಿತ್ತಲು
holding,ಹಿಡಿದು
home farm,ಖಾಸಗಿ ಫಾರ್ಮ್
homeostasis,ಹೋಮಿಯೋಸ್ಟಾಸಿಸ್
homestead,ತಾಯ್ನಾಡು
homogeneity,ಏಕರೂಪತೆ
homogenous,1. ಏಕರೂಪದ 2. ಏಕರೂಪದ
homologus,ಸಹಾನುಭೂತಿಯುಳ್ಳ
homozygote,ಹೋಮೋಜೈಗಸ್
hopper,1. ಖುರ್ರಿಕಾ 2. ಆಹಾರ ಧಾರಕ 3. ಹ್ಯಾಪರ್
horizon,1. ಲೇಯರ್ 2. ಹಾರಿಜಾನ್
horticultural crops,ತೋಟಗಾರಿಕಾ ಬೆಳೆಗಳು
horticulture,1. ತೋಟಗಾರಿಕೆ 2. ತೋಟಗಾರಿಕೆ 3. ತೋಟಗಾರಿಕೆ 4. ತೋಟಗಾರಿಕೆ
