Hindi,Assamese
वर्तमान विंडो,বৰ্তমান উইন্ডো
कर्सर,কাৰ্চাৰ
वक्र,বক্ৰ
"1.काटो और चिपकाओ, 2.कर्तन और चिपकाना",কাটি পেষ্ট কৰক
कर्तन विधि,কাটিব পৰা পদ্ধতি
सािबर,চাইবাৰ
सािबर कैफे,চাইবাৰ কেফে
सािबर कैश,চাইবাৰ নগদ ধন
सािबर अपराध,চাইবাৰ অপৰাধ
सािबर डेलिक्स,চাইবাৰ ডেলিক
सािबर कानून,চাইবাৰ আইন
सािबर सेक्स,চাইবাৰ যৌনতা
"1.सािबर विज्ञान,2. साइबरनेटिक्स",চাইবাৰনেটিক্স
"1.सािबरकरण,2. सािबरीकरण",চাইবাৰনেচন
चक्र,চক্ৰ
"1.चक्र स्मृति, 2.चक्र मेमोरी",চক্ৰ স্মৃতিশক্তি
चक्र हरण,চক্ৰ চুৰি
चक्र काल,চক্ৰৰ সময়
चक्रीय,চক্ৰীয়
डेमॉन,ডেমন
डेजी चक्र,ডেইজী চকা
आँकड़ा प्रशासक,ডাটা প্ৰশাসক
आँकड़ा नियतन,তথ্য আবণ্টন
"1.आँकड़ा क्षेत्र, 2.डाटा क्षेत्र",ডাটা এৰিয়া
"1.आँकड़ा सरणी,2. ऑकड़ा व्यूह",ডাটা এৰে
"1.डाटा-बेस, 2. आँकड़ा आधार",ডাটা বেচ
डाटा विभंग,ডাটা ব্ৰেক
"1.आँकडा बस, 2. डाटा बस",ডাটা বাছ
"1.ऑकड़ा वाहक, 2.डाटा वाहक",ডাটা কেৰিয়াৰ
आँकड़ा कोष्ठिका,ডাটা চেল
"1.आँकड़ा प्रणाल, 2. आँकड़ा चैनल",ডাটা চেনেল
आँकड़ा संचार,ডাটা যোগাযোগ
"1.आँकड़ा संपीडन, 2. डाटा संपीडन",তথ্য সংকোচন
आँकड़ा क्षेत्र,ডাটা ফিল্ড
आँकड़ा संचिका,ডাটা ফাইল
"1.आँकड़ा प्रवाह, 2. डाटा प्रवाह",তথ্যৰ প্ৰবাহ
"1.आँकड़ा प्रवाह संचित्र, 2.चार्ट",ডাটা প্ৰবাহ চাৰ্ট
आँकड़ा पदानुक्रम,ডাটা হাইৰাৰ্কি
आँकड़ा स्तर,তথ্যৰ স্তৰ
"1.आँकड़ा संग्रह, 2. आँकड़ा लाइब्रेरी",ডাটা লাইব্ৰেৰী
आँकड़ा कड़ी परत,ডাটা লিংক স্তৰ
आँकड़ा कड़ी परत (डी एल एल),ডাটা লিংক স্তৰ (DLL)
"1.आँकड़ा प्रबंधन, 2.डाटा प्रबंधन",তথ্য ব্যৱস্থাপনা
"1.ऑकड़ा प्रकलन, 2.डाटा प्रकलन",ডাটা মেনিপুলেচন
आँकड़ा प्रकलन भाषा (डी एम एल),ডাটা মেনিপুলেচন ভাষা (DML)
"आँकड़ा माडेम, डाटा माडेम",ডাটা মডেম
"1.आँकड़ा आपरिवर्तन, 2. आँकड़ा आशोधन",তথ্য পৰিৱৰ্তন
"1.आँकड़ा जालक्रम, 2.डाटा नेटवर्क",ডাটা নেটৱৰ্ক
"1.आँकड़ा संक्रिया, 2.डाटा संक्रिया",ডাটা অপাৰেচন
"1.आँकड़ा संगठन्अ,2. डाटा संगठन",ডাটা সংস্থাপন
"1.आँकड़ा निर्गम, 2.डाटा निर्गम",ডাটা আউটপুট
"1.आँकड़ा पथ, 2. डाटा पथ",ডাটা পথ
"1.आँकड़ा तैयारी, 2. डाटा तैयारी",তথ্য প্ৰস্তুত কৰা
"1.आँकड़ा गोपनीयता, 2. डाटा गोपनीयता",ডাটা গোপনীয়তা
"1.ऑकड़ा प्रक्रमक, 2. डाटा प्रक्रमक",ডাটা প্ৰচেছৰ
"1.आँकड़ा रक्षण, 2. डाटा रक्षण",তথ্য সুৰক্ষা
"1.आँकड़ा अभिलेख, 2. डाटा अभिलेख",ডাটা ৰেকৰ্ড
"1.आँकड़ा पुनः-प्राप्ति, 2. डाटा पुन:प्राप्ति",তথ্য উদ্ধাৰ কৰা
"1.आँकड़ा नेमिक, 2. आँकड़ा रुटीन",ডাটা ৰুটিন
"1.आँकड़ा सुरक्षा, 2. डाटा सुरक्षा",ডাটা সুৰক্ষা
"1.आँकड़ा समुच्चय,2. डाटा समुच्चय",ডাটা ছেট
"1.आँकड़ा संकेत, 2.डाटा संकेत",ডাটা সংকেত
"1.आँकड़ा अभिगम, 2. डाटा अभिगम",ডাটা ডুব যোৱা
"1.आँकड़ा स्रोत, 2.डाटा स्रोत",তথ্যৰ উৎস
"1.आँकड़ा विनिर्देश,2. डाटा विनिर्देश",তথ্যৰ নিৰ্দিষ্টকৰণ
"1.आँकड़ा केंद्र, 2. डाटा केंद्र",ডাটা ষ্টেচন
"1.ऑकड़ा भंडारण, 2. डाटा भंडारण",ডাটা সংৰক্ষণ
आँकड़ा भंडारण संरचना,তথ্য সংৰক্ষণ গঠন
"1.ऑकड़ा संरचना, 2. डाटा संरचना",তথ্যৰ গঠন
"1.आँकड़ा स्विच, 2. डाटा स्विच",ডাটা চুইচ
"1.आँकड़ा सारणी, 2.डाटा सारणी",ডাটা টেবুল
"1.आँकड़ा अंतक,2. डाटा अंतक",ডাটা টাৰ্মিনেল
"1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन",ডাটা ট্ৰান্সক্ৰিপচন
"1.आँकड़ा अंतरण,2. डाटा अंतरण",ডাটা ট্ৰেন্সফাৰ
"1.आँकड़ा संचरण, 2. डाटा संचरण",ডাটা ট্ৰেন্সমিছন
"1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली",ডাটা ট্ৰেন্সমিছন চেনেল
"1.आँकड़ा प्रारुप, 2. डाटा प्रारुप",তথ্যৰ ধৰণ
"1.आँकड़ा एकक, 2. डाटा एकक",ডাটা ইউনিট
"1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण",তথ্য বৈধকৰণ
डाटाबेस,ডাটাবেছ
डाटाबेस प्रशासन,ডাটাবেছ প্ৰশাসন
डाटाबेस अभिकल्प,ডাটাবেছ ডিজাইন
डाटाबेस प्रबंधन तंत्र,ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা
"1.आँकड़ाग्रेव, 2. डाटाग्रेव",ডাটাগ্ৰাভ
"1.डेटम, 2. ऑकड़ा",ডাটাম
"1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र",ডেড জ&#39;ন
गतिरोध,ডেডলক
गतिरोध रोकथाम,ডেডলক প্ৰতিৰোধ
दोष मार्जन,ডিবাগ কৰক
"1.निर्णय कोष्ठ, 2. निर्णय पेटी",সিদ্ধান্ত বাকচ
निर्णय निर्धारण प्रक्रम,সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া
निर्णय सहायक तंत्र,সিদ্ধান্ত সমৰ্থন ব্যৱস্থা
निर्णय वृक्ष,সিদ্ধান্ত গছ
"1.कुटवाचक, 2. विकोडक",ডিকোডাৰ
विघटन सिद्धांत,পচন নীতি
विकोडन,ডিক্ৰিপচন
समर्पित प्रणाल,ডেডিকেটেড চেনেল
समर्पित दवारक,নিবেদিত বন্দৰ
प्रतिरक्षण आँकडा नेटवर्क (डी डी एन),প্ৰতিৰক্ষা ডাটা নেটৱৰ্ক (DDN)
प्रतिरक्षण सूचना प्रणाली,প্ৰতিৰক্ষা তথ্য ব্যৱস্থা
एकीकरण,ডিফ্ৰেগমেণ্টেচন
विलंब,পলম কৰা
विलंब गणक,বিলম্ব কাউণ্টাৰ
विलंब काल,বিলম্বৰ সময়
"1.मिटाना, 2. हटाना",বিলোপ
विलोपन अभिलेख,ডিলিচন ৰেকৰ্ড
परिसीमक,সীমা নিৰ্ধাৰণকাৰী
डेल्टा माँडुलन,ডেল্টা মডুলেচন
माँग पृष्ठन,ডিমাণ্ড পেজিং
प्रदर्शन,ডেমো
विमाडुलन,ডিমডুলেচন
वि-बहुसंकेतक,ডিমাল্টিপ্লেক্সাৰ
असमान्यीकरण,ডিনৰ্মেলাইজেচন
"1.घनत्व, 2. सधनता",ঘনত্ব
"1.आश्रिता, 2. निर्भरता",নিৰ্ভৰশীলতা
आश्रित एकक,নিৰ্ভৰশীল একক
विपंक्ति,ডিকিউ
"1.अपनिर्देशन, 2. अपसंदर्भन",ডিৰেফাৰেন্সিং
व्युत्पन्न वृक्ष,ব্যুৎপত্তি গছ
व्युत्पन्न क्षेत्र,ব্যুৎপত্তি কৰা ক্ষেত্ৰ
अवरोही छंटाई,অৱনমিত সজাই পৰাই তোলা
अभिकल्प,ডিজাইন
डेस्क परिकलक,ডেস্ক কেলকুলেটৰ
डेस्कटॉप कंप्यूटर,ডেস্ক টপ কম্পিউটাৰ
डेस्कटॉप प्रस्तुतिकरण,ডেস্কটপ উপস্থাপন
डेस्कटॉप प्रकाशन,ডেস্কটপ প্ৰকাশন (DTP)
डेस्कटॉप वीडियो,ডেস্কটপ ভিডিঅ&#39;
गंतव्य पता,গন্তব্যস্থানৰ ঠিকনা
"1.विनाशक,  2.अपध्वंशक",ধ্বংসকাৰী
निर्धारणात्मक ऑटोमेटा,ডিটাৰ্মিনিষ্ট্ৰিক অটোমেটসমূহ
विकासक,ডেভেলপাৰ
विकास तन्त्र,উন্নয়ন ব্যৱস্থা
युक्ति,ডিভাইচ
युक्ति नियंत्रण एकक,ডিভাইচ নিয়ন্ত্ৰণ একক
युक्ति नियंत्रक,ডিভাইচ নিয়ন্ত্ৰক
युक्ति प्रबंधन,ডিভাইচ ব্যৱস্থাপনা
युक्ति विधा,ডিভাইচ ধৰণ
निदान,নিদান
निदानी तंत्र,ডায়েগনষ্টিক চিষ্টেম
"1.निदान, 2. निदानिकी",ডায়েগনষ্টিকছ
आरेख,ডায়েগ্ৰাম
डायल,ডায়েল কৰক
डायल लाइन,ডায়েল লাইন
डायल टोन,ডায়েল টোন
डायल अप,ডায়েল আপ কৰক
"1.संवाद, 2. वार्तालाप",সংলাপ
वार्तालाप कोष्ठ,সংলাপ বাকচ
डायलअप मॉडम,ডায়েলআপ মডেম
विमा,ব্যাস
शब्दकोश,অভিধান
"1. अवकलन ,2. विभेदन",পাৰ্থক্য
अंकीय,ডিজিটেল
अंकीय प्रणाल,ডিজিটেল চেনেল
अंकीय परिपथ,ডিজিটেল বৰ্তনী
अंकीय कंप्यूटर,ডিজিটেল কম্পিউটাৰ
"1.अंकीय आँकड़ा, 2.अंकीय डाटा",ডিজিটেল ডাটা
अंकीय सुविधा,ডিজিটেল সুবিধা
अंकीय फिल्टर,ডিজিটেল ফিল্টাৰ
अंकीय लाइब्रेरी,ডিজিটেল লাইব্ৰেৰী
अंकीय माडुलन,ডিজিটেল মডুলেচন
"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर",ডিজিটেল মনিটৰ
अंकीय चित्र,ডিজিটেল ছবি
"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक",ডিজিটেল স্বাক্ষৰ
अंकीय स्विच,ডিজিটেল চুইচ
अंकीय अनुरूप रूपांतरक,ডিজিটেলৰ পৰা এনালগলৈ (D/A) ৰূপান্তৰক
अंकरूपण,ডিজিটাইজেচন
अंकीकरण,ডিজিটেলাইজ কৰক
अंकरूपक,ডিজিটাইজাৰ
डायोड,ডাইঅ&#39;ড
प्रत्यक्ष,পোনপটীয়া
प्रत्यक्ष पता,প্ৰত্যক্ষ ঠিকনা
प्रत्यक्ष रुपांतरण,প্ৰত্যক্ষ ৰূপান্তৰ
प्रत्यक्ष युग्मन,প্ৰত্যক্ষ সংযোজন
"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)",প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
प्रत्यक्ष स्मृति अभिगम (डी एम ए),প্ৰত্যক্ষ স্মৃতিশক্তি প্ৰৱেশ (DMA)
प्रत्यक्ष विधि,প্ৰত্যক্ষ পদ্ধতি
निदेश,নিৰ্দেশনা
निर्देशिका,ডাইৰেকটৰী
"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर",ডাইৰেকটৰি চাৰ্ভাৰ
निर्देशिका सेवा,ডাইৰেকটৰি সেৱা
असमर्थ,অক্ষম
असमर्थकारी संकेत,সংকেত নিষ্ক্ৰিয় কৰা
"1.असंबंधन, 2. विसंबंधन",সংযোগ বিচ্ছিন্ন কৰক
"1.असतत , 2. विविक्त",বিচ্ছিন্ন
"1.चक्रिका, 2. डिस्क",ডিস্ক
"1.चक्रिका पता, 2. डिस्क पता",ডিষ্কৰ ঠিকনা
"1.चक्रिका सरणी, 2. डिस्क सरणी",ডিষ্ক এৰে
"1.चक्रिका क्षमता, 2. डिस्क क्षमता",ডিষ্কৰ ক্ষমতা
"1.चक्रिका चालक, 2.डिस्क ड्रािव",ডিষ্ক ড্ৰাইভ
चक्रिका संचिका,ডিষ্ক নথিপত্ৰ
"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी",ডিষ্ক মেমৰি
चक्रिका परिचालन तंत्र (डी ओ एस),ডিষ্ক কাৰ্য্যকৰপ্ৰণালী (DOS)
चक्रिका संकुल,ডিষ্ক পেক
"1.चक्रिका परिसेवक, 2. डिस्क सर्वर",ডিষ্ক চাৰ্ভাৰ
"1.चक्रिका भंडारण, 2. डिस्क भंडारण",ডিষ্ক সংৰক্ষণ
डिस्केट,ডিস্কেট
प्रदर्श संचिका,ফাইল প্ৰদৰ্শন কৰক
प्रदर्श प्रतिबिंब,ছবি প্ৰদৰ্শন কৰক
निपटान,নিষ্পত্তি
दूरी,দূৰত্ব
दूरी फलन,দূৰত্বৰ ফলন
विरूपण,বিকৃতি
वितरित,বিতৰণ কৰা হৈছে
वितरित आँकड़ा,বিতৰণ কৰা তথ্য
वितरित परिसेवक,বিতৰণ কৰা চাৰ্ভাৰ
"1.वितरित प्रणाली, 2. वितरित तंत्र",বিতৰণ কৰা ব্যৱস্থা
वितरक,বিতৰণমূলক
प्रलेख,নথিপত্ৰ
प्रलेख प्रत्यानयित,নথিপত্ৰ উদ্ধাৰ কৰা হৈছে
"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो",নথিপত্ৰ উইন্ডো
प्रलेखन,নথিপত্ৰ
"डोमेन, प्रक्षेत्र",ডমেইন
डोमेन नाम,ডমেইনৰ নাম
"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर",ডট মেট্ৰিক্স প্ৰিন্টাৰ
"अध:, नीचे",তললৈ
"1.अवलिंक , 2.अवकड़ी",ডাউন লিংক
अधोभारण,ডাউন লোডিং
अधोभारण काल,ডাউন টাইম
कर्षण,ড্ৰেগিং কৰা
डीरैम (गतिक रैम),DRAM (ডাইনামিক ৰেম)
अपवाह,ড্ৰিফ্ট
चालक,ড্ৰাইভাৰ
पात,টোপাল
निपात सूची बॉक्स,ড্ৰপ ডাউন তালিকা বাকচ
ड्रम ड्रािव,ড্ৰাম ড্ৰাইভ
"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर",ড্ৰাম প্ৰিন্টাৰ
"1.इम एकक, 2. ड्रम इकाई",ড্ৰাম ইউনিট
"1.द्वैत,2. द्वि",দ্বৈত
द्वैत घनत्व,দ্বৈত ঘনত্ব
"1.मूक पता, 2. छद्म पता",ডামি ঠিকনা
सन्निक्षेप,ভাণ্ডাৰ
दवैध परिपथ,ডুপ্লেক্স বৰ্তনী
दवैधीकरण,ডুপ্লেক্সিং
केय्प्रतिकुंजी,ডুপ্লিকেট কৰক
"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन",ডিভিডি R/W
डी वी डी रॉम,DVD ROM
गतिक अनुदेश,গতিশীল নিৰ্দেশনা
"1.गतिक स्मृति, 2.गतिक मेमोरी",গতিশীল স্মৃতিশক্তি
"1.गति विज्ञान, 2. गतिकी",গতিশীলতা
ई बी सी डी आई सी,ইবিচিডিআইচি
ई व्यवसाय,ই-ব্যৱসায়
प्रतिध्वनि,প্ৰতিধ্বনি
"1.ई-कॉमर्स, 2.ई-वाणिज्य",ই-কমাৰ্চ
संपादन,সম্পাদনা কৰক
संपादक,সম্পাদক
शैक्षिक प्रौद्योगिकी,শৈক্ষিক প্ৰযুক্তি
ई ई पी रॉम,ইইপি ৰম
"1.सार्थक पता , 2.प्रभावी पता",ফলপ্ৰসূ ঠিকনা (ভাসমান ঠিকনা)
सार्थक संकार्य पता,ফলপ্ৰসূ অপাৰেণ্ড ঠিকনা
प्रभावी क्रिया,ফলপ্ৰসূ পদ্ধতি
प्रभावी यू.आई.डी.,ফলপ্ৰসূ UID (ব্যৱহাৰকাৰী চিনাক্তকৰণ)
प्रभावी संचरण संकार्य,ফলপ্ৰসূ সংক্ৰমণ অপাৰেণ্ড
अष्टबिट बािट,আঠ-বিট বাইট
"इलेक्ट्रॉनिक अधिगम, ई अधिगम",ই-লাৰ্নিং
चुनाव एल्गोरिथम,নিৰ্বাচন-algirthm
इलेक्ट्रोनिक डाकसेवा (ई. मेल),বৈদ্যুতিক মেইলিং (ই-মেইল)
"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर",বৈদ্যুতিক প্ৰিন্টাৰ
विद्युत लेखा मशीन,বৈদ্যুতিক একাউণ্টিং মেচিন
इलेक्ट्रोनिकी,ইলেক্ট্ৰনিক
इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.),ইলেক্ট্ৰনিক ক্লিয়াৰেন্স চিষ্টেম (ECS)
इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.),ইলেক্ট্ৰনিক ডাটা বিনিময় (EDI)
इलेक्ट्रोनिक आंकड़ा संसाधन,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
इलेक्ट्रॉनिक विवरणिक,ইলেক্ট্ৰনিক ফাইলিং
इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका",ইলেক্ট্ৰনিক জাৰ্নেল
इलेक्ट्रॉनिक प्रकाशन,ইলেক্ট্ৰনিক প্ৰকাশন
इलेक्ट्रॉनिक स्विच,ইলেক্ট্ৰনিক চুইচ
"तत्व, अवयव",উপাদান
ई-मेल,ই-মেইল
"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता",ই-মেইল ঠিকনা
अंत:स्थापित तंत्र,এম্বেডেড চিস্টেম
अंत:स्थापन,এম্বেডিং
उत्सर्जक युग्मित तर्क (ई.सी.एल.),এমিটাৰ কাপল লজিক (ECL)
रिक्त चिति,খালী ষ্টেক
"1.रिक्त श्रृंखला, 2. रिक्त माला",খালী ষ্ট্ৰিং
यंत्रानुकरण,অনুকৰণ
"1.केप्सूलीकरण, 2. केप्सूलन",এনকেপচুলেচন
कूटलेखक,encipher
कूटलेखन,এনকোড কৰক
"1.कूटलेखक, 2. कोडक",এনকোডাৰ
गूढ आंकडा,এনক্ৰেপ্ট কৰা তথ্য
गूढ फािल सिस्टम,নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা
"1.गोपन, 2. कोडन, 3. कूटलेखन",এনক্ৰিপচন
खंडक अंत,ব্লকৰ শেষ
संचिका-अन्त,ফাইলৰ শেষ (EOF)
प्रयोक्ता,শেষ ব্যৱহাৰকাৰী
प्रवेश,প্ৰৱেশ কৰা
प्रवेश कुंजी,এণ্টাৰ-কি
"1.उद्यम सरवर, 2. उद्यम सेवक",এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ
उद्यम तंत्र,উদ্যোগ ব্যৱস্থা
सत्ता,সত্তা
सत्ता संबंधता,সত্তা-সম্পৰ্ক
प्रवेश काल,প্ৰৱেশৰ সময়
प्रविष्ट चर,প্ৰৱেশ চলক
गणनीय,গণনাযোগ্য
परिवेश,পৰিৱেশ
"1.ईपोच,2. युग,3. निर्देश क्षण",যুগ
ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति),EPROM
एपसिलॉन संवरक,এপ্সিলন বন্ধ কৰা
तुल्यकारक,ইকুৱেলাইজাৰ
उपस्कर,সঁজুলি
तुल्यता वर्ग,সমতুল্যতা শ্ৰেণী
तुल्य संबंध,সমতুল্যতা সম্পৰ্ক
"1.विलोपन, 2.मिटान",মচি পেলাওক
त्रुटि संशोधन कूट,ক&#39;ড সংশোধন কৰাত ত্ৰুটি
त्रुटि संशोधन,ভুল সংশোধন
त्रुटि संसूचन,ভুল ধৰা পেলোৱা
त्रुटि प्रहस्तन,ভুল নিয়ন্ত্ৰণ
त्रुटि संदेश,ভুল বাৰ্তা
त्रुटि दर,ভুলৰ হাৰ
त्रुटि पुनर्डद्धार,ত্ৰুটি পুনৰুদ্ধাৰ
त्रुटि नेमक,ভুল ৰুটিন
पलायन संप्रतीक,পলায়ন চৰিত্ৰ
ईथरनेट,ইথাৰনেট
घटना,কাৰ্যক্ৰম
घटना श्रृंखला,ইভেন্ট শৃংখল
घटना नियंत्रण,ইভেন্ট নিয়ন্ত্ৰণ
घटना गणक,ইভেন্ট কাউণ্টাৰ
अपवाद प्रहस्तन,ব্যতিক্ৰম নিয়ন্ত্ৰণ
विनिमय डिस्क भंडारण,বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ
अपवर्जन,বৰ্জন
अनन्य और (एक्स ऑर),একচেটিয়া বা (XOR)
निष्पाद्य क्रमादेश,এক্সিকিউটেবল প্ৰগ্ৰেম
निष्पादन कथन,কাৰ্য্যবাহী বিবৃতি
चयनिक खोज,বিস্তৃত অনুসন্ধান
विदयमान,উপলব্ধ
निर्गम,প্ৰস্থান
विशेषज्ञ तंत्र,বিশেষজ্ঞ ব্যৱস্থা
"1. अभिव्यक्ति ,2. व्यंजक",অভিব্যক্তি
विस्तारित आलेखीय आव्यूह (एक्स जी ए),সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA)
विस्तारित औदयोगिक मानक (इ.आई.एस.),বৰ্ধিত উদ্যোগ মানদণ্ড (EIS)
अतिदेशित मशीन,বৰ্ধিত মেচিন
विस्तारित स्मृति,বৰ্ধিত স্মৃতিশক্তি
"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता",বৰ্ধিত নিখুঁততা
"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण",বৰ্ধিত সজাই পৰাই তোলা
वाह्य आह्वान,বাহ্যিক কল
वाह्य त्रुटि,বাহ্যিক ভুল
वाह्य फलन,বাহ্যিক কাৰ্য্য
वाह्य अंतरायन,বাহ্যিক বাধা
"1.वाह्य स्मृति, 2. वाह्य मेमोरी",বাহ্যিক স্মৃতিশক্তি
वाह्य स्मृति,বাহ্যিক স্মৃতিশক্তি
वाह्य मॉडेम,বাহ্যিক মডেম
वाह्य संदर्भ,বাহ্যিক উল্লেখ
वाह्य खोज,বাহ্যিক অনুসন্ধান
वाह्य भंडारण युक्ति,বাহ্যিক সংৰক্ষণ ডিভাইচ
निष्कर्षण,নিষ্কাশন
बहिर्वेशन,বহিঃপ্ৰক্ষেপণ
फलक संप्रतीक मुद्रक,মুখ-আখৰ প্ৰিন্টাৰ
विफल-सुरक्षा संक्रिया,বিফল-নিৰাপদ কাৰ্য্য
विफलता दर,বিফলতাৰ হাৰ
विफलता मुक्ति,বিফলতা পুনৰুদ্ধাৰ
मिथ्या कूट,মিছা ক&#39;ড
मिथ्या त्रुटि,মিছা ভুল
"1.निवेशाँक, 2. निवेश-अंक",ফেন-ইন
"1.निर्गताँक, 2. निर्गत-अंक",ফেন-আউট
"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम",fascimile I/O ডিভাইচ
द्रुत फौरिएर अन्तरण,দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT)
घातक त्रुटि,মাৰাত্মক ভুল
दोष संसूचन,ত্ৰুটি ধৰা পেলোৱা
दोष निदान,দোষ নিদান
दोष सहिष्णुता,দোষ সহনশীলতা
फैक्स,ফেক্স
फैक्स संदेश,ফেক্স বাৰ্তা
एफ डी सी,এফ ডি চি
लक्षण संसूचन,বৈশিষ্ট্য ধৰা পেলোৱা
भरण चक्र,ফিড চক্ৰ
पुनर्निवेश,মতামত
"1.प्रदायक,2.पोषक, 3.फीडर",ফিডাৰ
आनयन,লৈ অনা
फिबोनेकी खोज,fibonacci অনুসন্ধান
फिबोनेकी अनुक्रम,fibonacci ক্ৰম
फिबोनेकी श्रेणी,fibonacci শৃংখলা
तंतु प्रकाशिकी,ফাইবাৰ অপটিক্স
फिडो जाल,ফিডো নেট
क्षेत्र,ক্ষেত্ৰ
पंचम पीढ़ी कम्प्यूटर,পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ
"1.संचिका,2. फािल",ফাইল
संचिका अभिगम विधि,ফাইল অভিগম পদ্ধতি
संचिका नियतन सारणी,ফাইল আবণ্টন টেবুল
संचिका संपीडन,ফাইল সংকোচন
संचिका प्रतिलिपिकरण,ফাইল কপি কৰা
संचिका विन्यास,ফাইল বিন্যাস
संचिका विलय,ফাইল মাৰ্জ কৰক
संचिका पुन:प्राप्ति,ফাইল পুনৰুদ্ধাৰ
संचिका भंडारण,নথিপত্ৰ সংৰক্ষণ
संचिका संरचना,নথিপত্ৰ গঠন
संचिका तंत्र,নথিপত্ৰপ্ৰণালী
संचिका अंतरण,ফাইল স্থানান্তৰ
फाील अंतरण प्रोटोकॉल (एफ टी पी),নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP)
फिल्टर,ফিল্টাৰ
अंतिम स्थिति,চূড়ান্ত অৱস্থা
खोज,সন্ধান কৰা
परिमित अवस्था यंत्र,সসীম অৱস্থাৰ যন্ত্ৰ
फायर वॉल,জুইৰ দেৱাল
फर्मवेयर,ফাৰ্মৱেৰ
पहले आो पहले पाो,প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক
प्रथम पीढ़ी कंप्यूटर,প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ
प्रथम निवेश प्रथम निर्गम (फीफो ),প্ৰথম ইন প্ৰথম আউট (FIFO)
प्रथम कोटि तर्क,প্ৰথম ক্ৰমৰ যুক্তি
प्रथम कोटि सिद्धांत,প্ৰথম ক্ৰমৰ তত্ত্ব
नियत विभाजन,স্থিৰ বিভাজন
चिन्ह,পতাকা
नम्य डिस्क,নমনীয় ডিষ্ক
फ्लॉपी डिस्क,ফ্লপি ডিস্ক
फ्लापी डिस्क चालन (एफ डी डी),ফ্লপি ডিষ্ক ড্ৰাইভ (Fdd)
प्रवाह संचित्र,ফ্ল&#39; চাৰ্ট
नियंत्रण प्रवाह,নিয়ন্ত্ৰণৰ প্ৰবাহ
प्रधावन,ফ্লাছ
फोल्डर,ফোল্ডাৰ
फाँट,ফন্ট
फाँट परिवार,ফন্ট পৰিয়াল
वाह्य कुंजी,বিদেশী চাবি
रूप,প্ৰপত্ৰ
प्रतीकात्मक भाषा,আনুষ্ঠানিক ভাষা
प्रतीकात्मक विधि,আনুষ্ঠানিক ব্যৱস্থা
"1.फॉरमैट, 2.आरूप",ফৰ্মেট
आरूपण,ফৰ্মেটিং
फोरट्रॉन,fortran
"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन",fortra প্ৰগ্ৰেমিং
अग्रतिर्यक स्लैश,ফৰৱাৰ্ড স্লেছ
चतुर्थ पीढ़ी कंप्यूटर,চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ
खंड,খণ্ড
फ्रेम,ফ্ৰেম
"1.मुक्त नेट, 2.मुक्त जाल",মুক্ত নেট
