Hindi,Tamil
2. एक्यरी,குதிரைப்படை
अश्वारोही मूर्ति,குதிரையேற்ற சிலை
"काल, संवत्",சகாப்தம்
दास-कारागार,எர்கஸ்டுலம்
यूखेरिस्त,நற்கருணை
"शुभ संदेशवाद, इंजीलवाद",சுவிசேஷம்
इंजीली आंदोलन,சுவிசேஷ இயக்கம்
"इंजीली प्रचारक, इंजीलवादी",சுவிசேஷகர்
एक्सार्क,Exarch
"निष्कासितों का शासक, निर्वासितों का शासक",Exilarch
फैलेंजवादी,ஃபாலாங்கிஸ்ட்
() पितृभूमि,தந்தை நிலம்
(2) स्वदेश,தந்தை நிலம்
पर्व,ஃபெரியா
जड़-पूजा,ஃபெட்டிஷ்
सामंती-क्षेत्र,நிலப்பிரபுத்துவ சொத்துக்கள்
"सामंतवाद, सामंतशाही",நிலப்பிரபுத்துவம் (=நிலப்பிரபுத்துவ அமைப்பு)
सामंती व्यवस्था,நிலப்பிரபுத்துவ அமைப்பு
सामंत,நிலப்பிரபுத்துவம் கொண்டவர்
धर्मत्राता,Fidei defensor (=நம்பிக்கையின் பாதுகாவலர்)
जागीर,ஃபிஃப்
क्षेत्र-व्यवस्था,கள அமைப்பு
पंचदशांश कर,பதினைந்தாவது வரி
नाम मात्र का अध्यक्ष,உருவத் தலை
अवसानमुखी शताब्दी,ஃபின் டி சீக்கிள்
फायर ईटर,நெருப்பு உண்பவர்
पाँच मील अधिनियम,ஐந்து மைல் சட்டம்
"पताका, ध्वज",கொடி
जुपिटर के पुजारी,ஃபிளமன் டயாலிஸ்
मार्स के पुजारी,ஃபிளமன் மார்ஷியலிஸ்
"दीप्त शिला, जलती मशाल",எரியும் ஜோதி
"पार्श्व, बाजू",பக்கவாட்டு
"तुलुग़मा, पार्श्वग्राह",பக்கவாட்டு இயக்கம்
उन्नतिशील सभ्यता,செழிக்கும் நாகரிகம்
नदी संबंधी विश्वास,ஃப்ளூவியலிஸ்டிக் நம்பிக்கை
"लोक-देवता, जन-देवता",நாட்டுப்புற கடவுள்
जन-देवी,நாட்டுப்புற தெய்வம்
लोक-स्मृति,நாட்டுப்புற நினைவகம்
लोक कथा,நாட்டுப்புற புராணம் (=நாட்டுப்புறவியல்)
रसदमारी धावा,இரை தேடும்
धावा,களமிறங்குதல்
"पुरखा, पूर्वज",முன்னோடி
"पूर्वज, पुरखा",முன்னோர்
पूर्वगामी,முன்னோடி
"जोखिम दल, अग्रदल",கெட்ட நம்பிக்கை
निर्माण-अवस्था,உருவாக்கும் நிலை
"किला, दुर्ग, गढ़",கோட்டை
क़िलाबंदी,வலுவூட்டல்
"प्राचीरयुक्त नगर, परकोटेवाला नगर",அரணான நகரம்
"दुर्ग, कोटला, गढ़ी",கோட்டை
फॉर्चूना,Fortuna
रोमन फोरम,மன்றம் ரோமானம்
फ्रांसिस श्रमण,பிரான்சிஸ்கன்
मध्यवर्गीय ज़मींदार,பிராங்க்ளின்
भ्रातृघातक युद्ध,சகோதர யுத்தம்
"स्वतंत्र चर्च, अबद्ध गिरजा",இலவச தேவாலயம்
"उन्मुक्त भूमिधर, स्वतंत्र माफीदार",இலவச உரிமையாளர்
() शस्त्रोपजीवी सैनिक,சுதந்திர சிப்பாய்
(2) स्वच्छंद सैनिक,சுதந்திர சிப்பாய்
() स्वाधीन नागरिक,ஃப்ரீமேன்
(2) पर्ण नागरिक,ஃப்ரீமேன்
दस्तक,இலவச நுழைவு சீட்டு
फ्रांसीसी क्रांति,பிரஞ்சு புரட்சி
भिक्षु,துறவி
फ्रिजी भृतक सैनिक,ஃப்ராசியன் கூலிப்படையினர்
सीमांतवासी व्यक्ति,எல்லைப்புற மனிதன்
"दीर्घ नौपोत, दीर्घ नौका",கேலியன்
"फ्राँसीसी, गॉलीय व्यक्ति",காலிகன் (=கல்லிகனிஸ்ட்)
गैलीयवाद,கல்லிக்கனிசம்
"दुर्ग सेना, गैरिसन",பாதுகாப்பு அரண்
गॉल,கோல்
"() लौह हस्तक, धातु का दस्ताना",கௌண்ட்லெட்
(2) हस्त-कवच,கௌண்ட்லெட்
() सावन-भादों,கெஸெபோ
(2) धारागृह,கெஸெபோ
(3) झरोखा,கெஸெபோ
वंशावली-इतिहास,மரபியல் வரலாறு
"वंशावली-इतिहास, वंशावली अभिलेख",மரபியல் பதிவு
"वंशसारणी, वंशावली",மரபியல் அட்டவணை
वंश-वृक्ष,மரபுவழி மரம்
"वंशावली, वंश-वृक्ष",மரபியல்
2. वंशिकी,மரபியல்
पीढ़ी,தலைமுறை
"जन-संहार, जाति-संहार",இனப்படுகொலை
() सामान्य जन,புறஜாதி
(2) गैर यहूदी,புறஜாதி
(3) ईसाई,புறஜாதி
(4) मूर्त‍ि पूजक,புறஜாதி
"() घेटो, यहूदी बस्ती",கெட்டோ
(2) पृथक बस्ती,கெட்டோ
"टिकटी, फाँसी का तख्ता",கிபெட்
श्रेणी,கில்ட் (=கில்ட்)
"खड्गमल्ल, असिक्रीड़क",கிளாடியேட்டர்
गौरवमय क्रांति,புகழ்பெற்ற புரட்சி
तातारी महासंघ,கோல்டன் ஹார்ட்
"यूरोपीय सहबंध, यूरोपीय संश्रय",மகா கூட்டணி
अमीर,பேரறிஞர்
() तुर्की का सुल्तान,கிராண்ட் சிக்னர்
(2) महासामंत,கிராண்ட் சிக்னர்
महा गृहयुद्ध,பெரும் உள்நாட்டுப் போர்
(महात्मा बुद्ध का) महाभिनिष्क्रमण,பெரிய புறப்பாடு (புத்தரின்)
बृहत्तर भारत,பெரிய இந்தியா
बृहत यूनान,கிரேட் ஹெல்லாஸ்
ग्रेट होर्ड,பெரிய கூட்டம்
महाभिनिष्क्रमण,பெரிய துறவு (=பெரும் புறப்பாடு)
"राज-मुद्रा, राजा की मुहर",பெரிய முத்திரை
महाप्रवासन,பெரிய டிராக்
महायान,பெரிய வாகனம்
"चीन की महाप्राचीर, चीन की विशाल दीवार",சீனப் பெருஞ்சுவர்
"पिंडलीत्राण, पिंडलीकवच",க்ரீவ்
() रक्षक कक्ष,காவலர்-அறை
(2) रक्षक चौकी,காவலர்-அறை
(3) अस्थायी कारावास,காவலர்-அறை
गुप्त वंश,குப்தாக்கள்
() संत चरित संग्रह,ஹாகியோகிராபி
(2) संत चरित लेखन,ஹாகியோகிராபி
() संत चरित,ஹேகியோலஜி
(2) संत साहित्य,ஹேகியோலஜி
दीवाने ख़ास,தனிப்பட்ட பார்வையாளர்களின் மண்டபம்
"दीवाने आम, आम दरबार",பொது பார்வையாளர்களின் மண்டபம்
"शस्त्रांकित पट्टिका, कुल-चिह्नाँकित पट्टिका",குஞ்சு பொரிப்பது
() अवधर्मी,ஹீத்தன்
"(2) क़ाफिर, बुतपरस्त",ஹீத்தன்
देव-पूजा,ஹீத்தனிசம்
हिज़र,ஹெகிரா (ஹெஜேரா)
यूनानी संस्कृति,ஹெலனிசம்
"भूमिदास, दास",ஹெலட்
कुल-चिह्रांकन कला,ஹெரால்ட்ரி
विरासत,பாரம்பரியம்
चित्रात्मक रेखीय अक्षर या प्रतीक,ஹைரோகிளிஃபிக் நேரியல் எழுத்துக்கள்
चित्रात्मक लिपि,ஹைரோகிளிஃபிக் ஸ்கிரிப்ட்
हाई चर्च,உயர் தேவாலயம்
हाई लैन्डर,உயர் லேண்டர்
हिंदू धर्म,இந்து மதம்
() इतिहासज्ञ,வரலாற்றாசிரியர்
(2) इतिहासकार,வரலாற்றாசிரியர்
ऐतिहासिक भौतिकवाद,வரலாற்று பொருள்முதல்வாதம்
ऐतिहासिक युग ऐतिहासिक काल,வரலாற்று சகாப்தம்
ऐतिहासिक सीमांत,வரலாற்று எல்லை
इतिहास-लेखक,வரலாற்றாசிரியர்
2. इतिवृत्त लेखक,வரலாற்றாசிரியர்
इतिहास-लेखनकला,வரலாற்று வரலாறு
2. इतिहास-लेखन,வரலாற்று வரலாறு
इतिहास,வரலாறு
हित्ती साम्राज्य,ஹிட்டிட் பேரரசு
"पवित्र मैत्री, पवित्र सहबंध",புனித கூட்டணி
"() पुण्य पुरी, पवित्र नगर",புனித நகரம்
(2) होली सिटी,புனித நகரம்
() पुण्य भूमि,புனித நிலம்
(2) होली लैंड,புனித நிலம்
"() होली लीग, पवित्र संघ",புனித லீக்
"() सन्  से  ईo की अवधि में, पोप जूलियस द्वितीय (पदकाल सन् - ईo) ने फ्रांसिसियों को इटली से निष्कासित करने के उद्देश्य से इटली के नगर राज्य वेनिस को विजित कर और स्पेन के फर्डिनेन्ड (सन् - ईo) के साथ मिलकर पवित्र संघ की स्थापना की। आगे चलकर इंग्लैंड के राजा हेनरी अष्टम (सन् -) और सम्राट मैक्सिमिलियन प्रथम् (पदकाल सन् - ईo) भी संघ में सम्मिलित हो गए। हेनरी अष्टम् ने ‘एड़ युद्ध’ (बैटिल आफ द स्पर्स) में फ्रांसीसियों को पराजित किया और यह संघ भी उसी के साथ समाप्त हो गया।",புனித லீக்
"पवित्र रोमन साम्राज्य, रोम का धर्म-राज्य",புனித ரோமானியப் பேரரசு (=பேரரசு)
() पोप का अधिकार-क्षेत्र,புனித கடல்
(2) धर्ममंडल,புனித கடல்
जिहाद,புனிதப் போர்
2. धर्म-युद्ध,புனிதப் போர்
बर्तानिया सरकार,உள்நாட்டு அரசாங்கம்
"होम गार्ड, गृह रक्षक दल",ஊர்க்காவல்படை
स्वदेश,தாயகம்
स्वशासन,வீட்டு விதி
होम रूल,வீட்டு விதி
ओर्दु,கூட்டம்
2. झुंड,கூட்டம்
विरोधी देश,விரோத நாடு
शत्रु-प्रदेश,பகை நிலம்
"क्षिप्र अनुघर्षण, सरगर्मी से पीछा करना",ஒருவரை துரத்தி செல்லுதல்
सदन,வீடு
2. घराना,வீடு
हाउस ऑफ कॉमन्स,ஹவுஸ் ஆஃப் காமன்ஸ்
हाउस ऑफ लॉर्डस,ஹவுஸ் ஆஃப் லார்ட்ஸ்
हाउस ऑफ रिप्रेजेन्टेटिव्स,பிரதிநிதிகள் சபை
"हयूजिनात, फ्रांसीसी प्रोटेस्टैन्ट",ஹ்யூஜினோட்ஸ்
"मानवतावाद, मानवता",மனிதநேயம்
मानव (ता) वादी,மனிதநேயவாதி
शतवर्षीय युद्ध,நூறு யேசர்ஸ் போர்
"हंकर, अनुदारदली (य)",ஹங்கர்
"इबादतखाना, उपासना-गृह",இபாதத் கானா (வழிபாட்டு இல்லம்)
"मूर्ति भंजक, बुतशिकन",ஐகானோக்ளாஸ்ட்
मूर्त्तिपूजक,உருவ வழிபாடு செய்பவர்
"इलाही संवत्, इलाही काल",இலாஹி சகாப்தம்
अवैध युद्ध,சட்டவிரோத போர்
"अलंकृत पांडुलिपि, चमकदार पांडुलिपि",ஒளிரும் கையெழுத்துப் பிரதி
सचित्र पांडुलिपि,விளக்கப்பட கையெழுத்துப் பிரதி
2. सचित्र हस्तलेख,விளக்கப்பட கையெழுத்துப் பிரதி
इमाम,இமாம் (இம்மாம்)
इमाम-राज्य,இமாமேட்
2. इमाम पद,இமாமேட்
इमामबाड़ा,இமாம்பரா
"साम्राज्यिक, साम्राज्य संबंधी",ஏகாதிபத்தியம்
साम्राज्यिक नगर,ஏகாதிபத்திய நகரம்
साम्राज्यवाद,ஏகாதிபத்தியம்
साम्राज्यिक अधिमानात्मकता,ஏகாதிபத்திய விருப்பம்
दुःनीति,முறையற்ற தன்மை
झूठा दावेदार; प्रतारक,வஞ்சகர்
कैद,சிறைவாசம்
2. कारावास,சிறைவாசம்
"क्षिप्र आक्रमण, अचानक हमला",ஊடுருவல்
"आक्रमणकारी, धावामार",ஊடுருவல்காரன்
स्वाधीनता,சுதந்திரம்
स्वाधीनता-दिवस,சுதந்திர தினம்
इंडिपेन्डेंस हाल,சுதந்திர மண்டபம்
अमरीकी इंडियन,இந்தியன் அமேரியன் (=சிவப்பு இந்தியன்=அமெரிக்க இந்தியன்)
"भारतीय होम रूल लीग, इंडियन होम रूल लीग",இந்தியன் ஹோம் ரூல் லீக்
औद्योगिक क्रांति,தொழில் புரட்சி
"क़ाफिर, अविश्वासी",காஃபிர்
"2. क़ाफिर, विधर्मी",காஃபிர்
घुसपैठ,ஊடுருவல்
घुसपैठिया,ஊடுருவி
ज्ञापक,தகவல் தருபவர்
2. भेदिया,தகவல் தருபவர்
सूचनादाता,தகவல் தருபவர்
2. मुखबिर,தகவல் தருபவர்
प्रवेश,நுழைவு
2. अंतः प्रवेश,நுழைவு
3. प्रवेशाधिकार,நுழைவு
निवास,குடியிருப்பு
निवासी,வசிப்பிடத்தை
वंशागति,பரம்பரை
2. उत्तराधिकार,பரம்பரை
3. दाय,பரம்பரை
"उत्कीर्ण लेख, अभिलेख",கல்வெட்டு
लक्षण,சின்னம்
अधिमिलन-पत्र,அணுகல் கருவி
इन्स्ट्रूमेंट ऑफ गवर्नमेंट,அரசாங்கத்தின் கருவி
उपप्लव,கிளர்ச்சி (கிளர்ச்சி)
उपप्लवी,கிளர்ச்சியாளர்
विप्लव,கிளர்ச்சி
2. परिद्रोह,கிளர்ச்சி
"एकीकरण, समेकीकरण",ஒருங்கிணைப்பு
अभिलेखों (रिकार्डों) की अविकलता,பதிவுகளின் நேர்மை
राज्यों की अखंडता,மாநிலங்களின் ஒருமைப்பாடு
बुद्धिजीवी वर्ग,புத்திஜீவிகள் (புத்திசாலித்தனம்)
"अंतःस्थता, बीच-बचाव",பரிந்து பேசுதல்
अंतःस्थ,பரிந்து பேசுபவர்
मध्यस्थ,இடைத்தரகர்
अंतर्राष्ट्रीयता,சர்வதேசியம்
"2. अंतर्राष्ट्रीयतावाद, अंतर्राष्ट्रवाद",சர்வதேசியம்
"अंतर्राष्ट्रीयतावादी, अंतर्राष्ट्रवादी",சர்வதேசியவாதி
अन्यान्यध्वंसी युद्ध,உள்நாட்டுப் போர்
नज़रबंद व्यक्ति,பயிற்சியாளர்
2. स्थानबद्ध व्यक्ति,பயிற்சியாளர்
युद्धबंदी शिविर,பயிற்சி முகாம்
नज़रबंदी,அடைப்பு
2. स्थानबद्धता,அடைப்பு
3. नज़रबंदी का दंड,அடைப்பு
अंतरनंसियों,இன்டர்னுன்சியோ
दुभाषिया,மொழிபெயர்ப்பாளர்
2. भाषान्तरकार,மொழிபெயர்ப்பாளர்
3. व्याख्याकार,மொழிபெயர்ப்பாளர்
"अंतः क्षेप, हस्तक्षेप",தலையீடு
निर्वसीयता,குடலிறக்கம்
"निर्वसीयती, इच्छा-पत्र रहित",குடல்
"साजिश, षड़यंत्र",சூழ்ச்சி
"बल-प्रवेष्टा, बल पूर्वक प्रवेश करने या घुस आने वाला",ஊடுருவும் நபர்
2. अतिक्रमी,ஊடுருவும் நபர்
बल-प्रवेश,ஊடுருவல்
आक्रमण,படையெடுப்பு
2. चढ़ाई,படையெடுப்பு
घेर लेना,முதலீடு செய்யுங்கள்
2. खिलअत देना,முதலீடு செய்யுங்கள்
3. मान प्रदान करना,முதலீடு செய்யுங்கள்
4. पद प्रदान करना,முதலீடு செய்யுங்கள்
खिलअत देना,முதலீடு
2. पद-स्थापन,முதலீடு
3. मान-प्रदान,முதலீடு
मान-प्रदान समारोह,முதலீட்டு விழா
राष्ट्रीयता प्रदान करना,தேசியத்துடன் முதலீடு செய்யுங்கள்
अजेय आर्मेडा,வெல்ல முடியாத அர்மடா
राज्य की अनुल्लंघनीयता,மீறல் (அரசு)
अभेद्य राज्य,மீறல் நிலை
अभेद्य दुर्ग,அழிக்க முடியாத கோட்டை
लौह युग,இரும்பு யுகம்
"लौह पट, लोहे का पर्दा, दुर्भेद्य आवरण",இரும்புத்திரை
"आयरन गार्ड, लौहरक्षक दल",இரும்பு பாதுகாப்பு
"आपाती राशन, आपाती रसद",இரும்பு ரேஷன்
आयरन साइड्स,இரும்பு பக்கங்கள்
लोहाग्रयुक्त बाण,இரும்பு முனை அம்பு
इस्थिमियायी खेल,இஸ்த்மியா விளையாட்டுகள்
"जांनिसार, तुर्की पैदल सैनिक",ஜானிசரி
द्वारपाल,காவலாளி
2. फर्राश,காவலாளி
"बरछी, बरछा",ஈட்டி
"जिम क्रो लॉ, जिम क्रो क़ानून",ஜிம் க்ரோ சட்டங்கள்
उद्धत राष्ट्रवादी,ஜிங்கோ
2. जिंगो,ஜிங்கோ
"3. युयुत्सु, युद्धप्रिय",ஜிங்கோ
युयुत्सुवाद,ஜிங்கோயிசம்
संयुक्त कार्यवाही,கூட்டு நடவடிக்கை
संयुक्त नियंत्रण,கூட்டு கட்டுப்பாடு
"संयुक्त संधारण, संयुक्त दख़ल",கூட்டு ஆக்கிரமிப்பு
जूरी,நடுவர் மன்றம்
न्यायोचित उद्देश्य,வெறும் காரணம்
अंतः कोट,வை
पुरालेखपाल,காப்பக காப்பாளர்
"नगाड़ा, नक्कारा",கெட்டில்-டிரம்
संकेत शब्द,முக்கிய வார்த்தை
राजा,அரசன்
"राज्य, राजा",இராச்சியம்
क्षुद्र राज,கிங்லெட்
"भूपकर्त्ता, राजविधाता",கிங் மேக்கர்
राजपद,அரசாட்சி
2. राजतंत्र,அரசாட்சி
गुप्त सलाहकार,சமையலறை அமைச்சரவை
नाइट,மாவீரர்
नाइट पद,அரசாட்சி
नाइट्स हॉसपिटेलर्स,கிங்ட்ஸ் மருத்துவமனைகள்
नाइट्स ऑफ सेन्ट जॉन,செயின்ட் ஜான் மாவீரர்கள்
नाइट टेम्पलर,நைட் டெம்ப்ளர்
कू क्लक्स क्लान,கு க்ளக்ஸ் கிளான் (KKK)
"कोमिंतांग, कूमिंतांग",குமிண்டாங்
"सामान्य धर्मोपासक वर्ग, उपासक वर्ग",பாமர மக்கள்
"भाला, कुंत",லான்ஸ்
"भालाधारी, भालासवार, कुंतधारी",லான்சர்
उत्तर गुप्तवंश,பின்னர் குப்தர்கள்
वैधा उत्तराधिकारी,சட்டப்படியான வாரிசு
अव्यवस्था,சட்டமின்மை (=சீர்குலைவு)
2. अराजकता,சட்டமின்மை (=சீர்குலைவு)
लॉ लॉर्डस,சட்ட அதிபதிகள்
(अशोक द्वार प्रवर्तित) धर्म,பக்தியின் சட்டம்
राष्ट्र संघ,உலக நாடுகள் சங்கம்
() रिक्थ,மரபு (=விருப்பம்)
(2) वसीयत संपदा,மரபு (=விருப்பம்)
"वैध उत्तराधिकारी, कानूनी वारिस",சட்டப்படியான வாரிசு
पोपदूत,சட்டப்படி
2. लीगेट,சட்டப்படி
"3. प्रणिधि, मितार्थ दूत",சட்டப்படி
आख्यान,புராண
2. लेख,புராண
लीजन,படையணி
2. सैन्य दल,படையணி
लीजन ऑफ ऑनर,லெஜியன் ஆஃப் ஹானர்
राजद्रोह,Lese majesty (=lese majeste)
लघु राज्य,குறைவான மாநிலங்கள்
प्रत्यय-पत्र,நம்பிக்கைக் கடிதங்கள்
सीमांत स्वामी,லீஜ்-பிரபு
() सेवाबद्ध सामंत,லீஜ் மனிதன்
"(2) परिचर, खिदमतगार",லீஜ் மனிதன்
आजीवन कारावास,ஆயுள் தண்டனை
वंश परम्परा,பரம்பரை
लिटिल इंग्लैंडर,குட்டி இங்கிலாந்துக்காரர்
हीनयान,சிறிய வாகனம் (=குறைவான வாகனம்)
समुद्र तटवर्त्ती राज्य,கடல்சார் மாநிலம்
प्रार्थना-विधि,வழிபாட்டு முறைகள்
प्रार्थना विधि,வழிபாட்டு முறை
स्थानीय निष्ठा,உள்ளூர் விசுவாசம்
"स्थानीय स्वशासन, स्थानीय स्वायत्त शासन",உள்ளாட்சி-சுய அரசு
लौंग पार्लियामैंट,நீண்ட பாராளுமன்றம்
"लो कंट्रीज़, निम्नतल देश",தாழ்ந்த நாடுகள்
निष्ठावान,விசுவாசமான
निष्ठा,விசுவாசம்
मैकियाविली नीति,மச்சியாவெல்லியன் கொள்கை
मेग्ना कार्टा,மேக்னா கார்ட்டா
"मैगनम कान्सिलियम, उच्च परिषद्",மேக்னம் கான்சிலியம்
राज्यवर्जित कृत्य,மாலும் தடை
परमाधिदेश,மாண்டமஸ்
अधिदेश,ஆணை
अधिदेश वर्ग 'क',"ஆணை, வகுப்பு &#39;ஏ&#39;"
अधिदेश वर्ग 'ख',"ஆணை, வகுப்பு &#39;பி&#39;"
अधिदेश वर्ग 'ग',"ஆணை, வகுப்பு &#39;சி&#39;"
अधिदेश पद्धति,ஆணை அமைப்பு
अधिदेश प्राप्त राज्य,கட்டாய நிலை
"मेंगोनेल, प्रक्षेपास्त्र",மங்கோனல்
घोषणा-पत्र,அறிக்கை
"सैन्यव्यूहन, स्थिति परिवर्तन-कौशल",சூழ்ச்சிகள்
"युद्धपोत, जंगी जहाज",போர் நாயகன்
"मेनर, सामंत-भूमि",மேனர்
2. सामंत गढ़ी,மேனர்
"जनशक्ति, जन बल",மனித சக்தி
2. श्रमिक शक्ति,மனித சக்தி
दासत्वमुक्ति,மனுமிஷன்
दासत्व से मुक्ति,மனுமித்
हस्तलेख ग्रथ,கையெழுத்துப் பிரதி
2. पांडुलिपि,கையெழுத்துப் பிரதி
3. हस्तलिखित ग्रंथ,கையெழுத்துப் பிரதி
लुटेरा,கொள்ளைக்காரன்
"समुद्र तटवर्ती प्रदेश, समुद्र तटवर्ती क्षेत्र",கடல் பெல்ட்
"समुद्री सभ्यता, समुद्री तटवर्ती सभ्यता",கடல் நாகரிகம்
"समुद्री ध्वज, समुद्री पताका",கடல்சார் கொடி
समुद्री शक्तियाँ,கடல்சார் சக்திகள்
समुद्री प्रभुसत्ता,கடல்சார் இறையாண்மை
समुद्री युद्ध,கடல் போர்
मार्क्विस,மார்க்விஸ்
मार्क्विस का पद,மார்க்விசேட்
"मार्शल लॉ, फौजी शासन",இராணுவ சட்டம்
लड़ाकू जातियाँ,தற்காப்பு இனங்கள்
शहीद,தியாகி
"हत्याकांड, जनसंहार",படுகொலை
सैन्य पुंज,சூழ்ச்சி நிறை
मास्टर एट आर्म्स,மாஸ்டர்-அட்-ஆர்ம்ஸ்
"मास्टर आफ सेरीमोनीज, समारोह-अधीक्षक, समारोह प्रबन्धक",விழாக்களின் மாஸ்டர்
राजभवन प्रबन्धक,வீட்டு மாஸ்டர்
मास्टर ऑफ हॉर्स,குதிரையின் மாஸ்டர்
मास्टर ऑफ द रोल्स,மாஸ்டர் ஆஃப் தி ரோல்ஸ்
"तोड़ा, टोटा",பொருத்துக
2. पलीता,பொருத்துக
तोड़ेदार बंदूक,தீப்பெட்டி
"वैवाहिक संबंध, विवाह द्वारा मैत्री",திருமண கூட்டணி
"भूमध्य सागरीय शक्तियाँ, भूमध्य सागरीय राष्ट्र",மத்திய தரைக்கடல் சக்திகள்
"मेन्शेविक, नरम दलीय रूसी साम्यवादी",மென்ஷிவிக்
भृतक सेना,கூலிப்படை
"भृतक सैनिक, भाड़े का सिपाही",கூலிப்படை வீரர்
व्यापारी जहाज़,வியாபாரி
"मध्य युग, मध्य काल",இடைக்காலம்
"पश्चिमी एशिया, (यूरोपीय दृष्टि से) मध्य पूर्व",மத்திய கிழக்கு
मध्य समुद्री मार्ग,நடுத்தர பாதை
मध्यम मार्ग,நடுத்தர பாதை
"मध्य मार्ग, बीच का रास्ता",நடுத்தர வழி (=நடுவழி)
प्रवासी,புலம் பெயர்ந்தவர்
प्रवास,இடம்பெயர்தல்
2. स्थानांतर गमन,இடம்பெயர்தல்
3. देशांतर गमन,இடம்பெயர்தல்
सैन्यवाद,இராணுவவாதம்
2. फ़ौजी शासन व्यवस्था,இராணுவவாதம்
3. सैन्य युद्धवाद,இராணுவவாதம்
4. युद्ध प्रियता,இராணுவவாதம்
सैन्यवादी,இராணுவவாதி
2. युद्धवादी,இராணுவவாதி
सैन्यीकरण,இராணுவமயமாக்கல்
2. सैनिकीकरण,இராணுவமயமாக்கல்
3. फ़ौजी शासन,இராணுவமயமாக்கல்
समरतंत्री,இராணுவ தந்திரவாதி (=தந்திரவாதி)
2. व्यूह कुशन,இராணுவ தந்திரவாதி (=தந்திரவாதி)
"समरतंत्र, समर विद्या, युद्ध विद्या",இராணுவ தந்திரங்கள் (=தந்திரங்கள்)
"नागरिक सेना, सिंहबंदी",மிலிஷியா
2. मिलिशिया,மிலிஷியா
कुशासन,தவறான ஆட்சி
लुप्त कड़ी,விடுபட்ட இணைப்பு
"दूतमंडल, मिशन",பணி
2. सेवादल गठित मंडल,பணி
3. दौत्यकर्म,பணி
मिश्र प्रजाति,கலப்பு இனம்
आधुनिक इतिहास,நவீன வரலாறு
"अस्थायी व्यवस्था, आरज़ी समझौता, कार्यनिर्वाहक व्यवस्था",மோடஸ் விவேண்டி
मठवास,ஒற்றையாட்சி
एकराष्ट्र,மன்னர்
2. राजा,மன்னர்
राजतंत्रवाद,முடியாட்சி
2. राजतंत्र से सिद्धान्त,முடியாட்சி
राजतंत्रवादी,மன்னராட்சியாளர்
"राजतंत्र, एकराट्तंत्र",முடியாட்சி
मठ,மடாலயம்
2. बिहार,மடாலயம்
3. संधाराम,மடாலயம்
मठजीवन,துறவறம்
2. मठतंत्र,துறவறம்
भिक्षु,துறவி
"मूल देश, मातृदेश",தாய் நாடு
मातृभूमि,தாய்நாடு
संसद जननी,பாராளுமன்றங்களின் தாய்
"मकरेकर, कीचड़ उछालने वाला",முக்ராக்கர்கள்
"ममी, चिरशव",மம்மி
"संग्रहालय, अजायबघर",அருங்காட்சியகம்
"तुपक, लंबी बंदूक, तुफंग",மஸ்கட்
"बंदकूची, बरकंदाज़",மஸ்கடியர்
बरकंदाज़ों का दस्ता,மஸ்கெட்ரி
2. बरकंदाज़ी,மஸ்கெட்ரி
सैनिक उपस्थिति अधिकारी,மஸ்டர் மாஸ்டர்
सैनिक नामावली,மஸ்டர்-ரோல்
2. उपस्थिति नामावली,மஸ்டர்-ரோல்
"सैनिक विद्रोह, सैन्य विद्रोह ग़दर, फ़ौजी बग़ावत",கலகம்
"विद्रोह विधि, म्यूटिनी एक्ट",கலகம் சட்டம்
रहस्यपूर्ण जहाज,மர்ம கப்பல்
वर्णन,விவரிப்பு
राष्ट्र,தேசம்
"दैशवासी, देशीय व्यक्ति",பூர்வீகம்
रजवाड़ा,சொந்த மாநிலம்
प्रकृतिवाद,இயற்கைவாதம்
"नैसर्गिक अधिकार, प्राकृतिक अधिकार",இயற்கை உரிமைகள்
"नात्सी, नाज़ी",நாஜி
"नात्सी क्रांति, नाज़ी क्रांति",நாஜி புரட்சி
"नाज़ीवाद, नात्सीवाद",நாசிசம்
निकट पूर्व,கிழக்குக்கு அருகில்
नीग्रो,நீக்ரோ
नीग्रो समर्थक,நீக்ரோபில்
नीग्रो प्रेम,நீக்ரோபிலிசம்
नीग्रो भय,நீக்ரோபோபியா
तटस्थ,நடுநிலை
तटस्थ देश,நடுநிலை நாடு
"न्यूडील, नई नीति, नई व्यवस्था",புதிய ஒப்பந்தம்
नूतन विश्व,புதிய உலகம்
"अभिजात वर्ग, अमीर वर्ग",பெருந்தன்மை
"अभिजात, अमीर",உன்னத
2. मोहर,உன்னத
"खानाबदोश, यायावर",நாடோடி
यायावर दल,நாடோடி கூட்டம்
खानाबदोशी जिंदगी,நாடோடிகள்
"अनाक्रमण अनुबंध, अनाक्रमण समझौता",ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்
अनाक्रमण संधि,ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்
अयोधी राष्ट्र,போர் புரியாத நிலை
असहयोग,ஒத்துழையாமை
असहयोग आंदोलन,ஒத்துழையாமை இயக்கம்
(सिक्के का) मुख्य भाग,முகப்பு
2. परिपूरक भाग,முகப்பு
भीड़शाही,ஓக்லோக்ரசி (=மொபோக்ரசி)
"भीड़तंत्र का समर्थक, भीड़तंत्र का प्रतिपादक",ஓக்லோக்ராட்
"सरकारी दस्ताबेज़, सरकारी प्रलेख",அதிகாரப்பூர்வ ஆவணம்
पुरानी दुनिया,பழைய உலகம்
