Odiya,Telugu
କ୍ଷମତା ବହନ କରିବା |,భార సామర్ధ్యం
କାର୍ଟିଲାଜେନସ୍ ମାଛ |,కార్టిలాజెనస్ ఫిష్
କାର୍ଟିଲାଗମସ୍,కార్టిలాజినస్
କ୍ଲିନବି,కరున్కిల్
କ୍ୟାରିଗାମି |,కారియోగామి
କାର୍ୟାବିନ୍ଲେଣ୍ଟ୍ସ |,కారియోఫిలేసి
କାରୋଫିଲସ୍,కారియోఫిలేసియస్
କାରୋପ୍ସିସ୍ |,కారియోప్సిస్
କେନ୍,కేసైన్
କାସପର୍ିଆନ୍ ଷ୍ଟ୍ରିପ୍ |,కాస్పారియన్ స్ట్రిప్
କ୍ୟାସିୟା,కాసియా
କାଜରୋଗରୀ,కాసోవరీ
କାଷ୍ଟର |,కాస్టర్
କାସୁରିନା |,కాసురినా
କାସୁଆରିନା ଆଲସ୍ |,కాసురినా ఆల్నస్
କାଟାବୋଲିଜିମ୍ |,క్యాటాబోలిజం
କାଟାଲାସ୍,ఉత్ప్రేరక
କାଟାଲଗ୍ |,జాబితా
କାଟାଲିସିସ୍ |,ఉత్ప్రేరక
କାଟାଲାଇଷ୍ଟ |,ఉత్ప్రేరకం
କାଟାଲାଇଟିକ୍ କନଭର୍ଟର୍ |,ఉత్ప్రేరక కన్వర్టర్
ମୋତିଆବିନ୍ଦୁ,కంటి శుక్లాలు
ବିପର୍ଯ୍ୟୟ |,విపత్తు
କ୍ୟାଟେନେକ୍ଲାମାଇନ୍,కాటెకోలమైన్
Catecomine Hormon,కాటెకోలోమిన్ హార్మోన్
କାଟୀଟିଅନ୍ସ |,కాథెటరైజేషన్
ଯୋଡ,కేషన్
କ୍ୟାଟେକିନ୍ |,క్యాట్కిన్
କ୍ୟାଲାଲା |,కాట్లా
ବିଲେଇର ନଖ (ଦ୍ୱନ୍ଦ୍ୱ-ଅନଗୁଏସ୍ କ୍ୟାଟି),పిల్లి గోరు (బిగ్నోనియా-ఉంగూయిస్ కాటి)
ଗୋରୁ ଚରିବା |,పశువుల మేత
ଗୋରୁ ରାଞ୍ଚି |,పశువుల గడ్డిబీడు
ଗୋରୁର ଶାସକ |,పశువుల రుమెన్
ଗୋରୁର ଶ style ଳୀ,పశువుల శైలి
କାଉଡାଲ୍ ମେରୁବ୍ରା |,కాడల్ వెన్నుపూస
ପୁଶୂୟ,కాడెక్స్
କାରଣ ଏଜେଣ୍ଟ,కారణ ఏజెంట్
Cedrus delodara (cedar),సెడ్రస్ డియోడారా
ସେଲାଷ୍ଟ୍ରାଲେସ୍,సెలాస్ట్రెల్స్
କକ୍ଷ ଜୋଲୋଗ୍ରାସିଷ୍ଟ |,సెల్ జీవశాస్త్రవేత్త
କକ୍ଷ ଜୀବ ବିଜ୍ଞାନ |,సెల్ బయాలజీ
ସେଲ୍ ଚକ୍ର,సెల్ చక్రం
ସେଲ୍ ବିସ୍ତାର କରନ୍ତୁ |,సెల్ విస్తరణ
କକ୍ଷ ଲିଭୋପା |,సెల్ ఎన్వలప్
ସେଲ ଭଗ୍ନାଂଶ,సెల్ భిన్నం
ସେଲ୍ ହୋମୋଜେନେଟ୍ |,సెల్ సజాతీయ
ସେଲ୍ ମଧ୍ୟସ୍ଥି ପ୍ରତିରକ୍ଷା |,సెల్ మధ్యవర్తిత్వ రోగనిరోధక శక్తి
ହେଲ୍ ମେମ୍ବ୍ରେନ୍ |,కణ త్వచం
କକ୍ଷ ପ୍ରବନ୍ଧ,కణాల విస్తరణ
କକ୍ଷ ଗଠନ,కణ నిర్మాణం
ସେଲ୍ ସିଦ୍ଧାନ୍ତ |,సెల్ సిద్ధాంతం
କକ୍ଷ କାନ୍ଥ,సెల్ గోడ
ସେଲୋଫାସ୍ ମେମ୍ବ୍ରେନ୍ |,సెల్లోఫేన్ పొర
ସଲୁଲା |,సెల్యులే
ସେଲ୍ୟୁଲାର୍ ପ୍ରତିରକ୍ଷା |,సెల్యులార్ డిఫెన్స్
ସେଲୁଲାର୍ ଶକ୍ତି ସ୍ଥାନାନ୍ତର- ସିଷ୍ଟମ |,సెల్యులార్ ఎనర్జీ బదిలీ-వ్యవస్థ
ସେଲୁଲାର୍ ଏନଜାଇମ୍ |,సెల్యులార్ ఎంజైమ్
ସେଲୁଲାର୍ ସ୍ତର |,సెల్యులార్ స్థాయి
ସେଲ୍ୟୁଲାର ଅକ୍ସିଡେସନ୍ |,సెల్యులార్ ఆక్సీకరణ
ସେଲୁଲାର୍ ପୁଲ୍ |,సెల్యులార్ పూల్
ସେଲୁଲୋଜ୍ |,సెల్యులోజ్
ସେଲୁଲୋଜ୍ ମାଇକ୍ରୋଫିବ୍ରିଲ୍ |,సెల్యులోజ్ మైక్రోఫైబ్రిల్
ସିମ୍ପମ୍,సిమెంటం
ସେଞ୍ଚ୍ରସ୍,సెన్చ్రస్
ସେନୋଜିକ୍ ଯୁଗ |,సెనోజాయిక్ శకం
ଜନଗଣନା,జనాభా లెక్కలు
ଜନଗଣନା,జనాభా లెక్కలు
ସେଣ୍ଟିମଗାନ୍ଗାନ୍ |,సెంటీమోర్గాన్
ସେଣ୍ଟିପେଡା ଅର୍ବିପିଓଲାରାଇଣ୍ଡସ୍ |,సెంటిపెడా ఆర్బిక్యులారిస్
କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ,కేంద్ర అక్షం
କେନ୍ଦ୍ରୀୟ ସେଲ୍ |,సెంట్రల్ సెల్
କେନ୍ଦ୍ରୀୟ କୋର |,సెంట్రల్ కోర్
କେନ୍ଦ୍ରୀୟ ଡଗମା |,సెంట్రల్ డాగ్మా
ସେଣ୍ଟ୍ରାଲ୍ ଡ୍ରଗ୍ ଗବେଷଣା ପ୍ରତିଷ୍ଠାନ |,కేంద్ర researchషధ పరిశోధన సంస్థ
କେନ୍ଦ୍ରୀୟ କ୍ଷେତ୍ର |,కేంద్ర క్షేత్రం
ସେଣ୍ଟ୍ରାଲ୍ ଲାକଟେର |,సెంట్రల్ లాక్టియల్
କେନ୍ଦ୍ରୀୟ ସ୍ନାୟୁ ପ୍ରଣାଳୀ |,కేంద్ర నాడీ వ్యవస్థ
କେନ୍ଦ୍ରୀୟ ସଲ୍କସ୍ |,సెంట్రల్ సల్కస్
ଶତକଡ଼ା,సెంట్రిఫ్యూగేషన్
ସେଣ୍ଟ୍ରିଓନ୍ |,సెంట్రియోల్
ସେଣ୍ଟ୍ରମେରେ |,సెంట్రోమీర్
ସେଣ୍ଟ୍ରୋକ୍,సెంట్రోసోమ్
ସେଣ୍ଟ୍ରୋସପେରେ,సెంట్రోస్పియర్
ସେଫାହୋକର୍ଡେଟ୍,సెఫలోచర్డేట్
ସେଫାହୋକର୍ଡେଟ୍ |,సెఫలోకార్డేట్స్
ସେଫିଫୋଲୋରିନ୍ |,సెఫలోస్పోరిన్
ସେଫାହାଲୋହୋରାକ୍ସ |,సెఫలోథొరాక్స్
ସେରାଟଫାଇଲେଫୋନ୍,సెరాటోఫిలేసి
ଶସ୍ୟ ଶସ୍ୟ |,ధాన్యపు ధాన్యం
ସେରବେଲବ୍ଲକାରୀ ପେଡୁଙ୍କଲ୍ |,సెరెబెల్లార్ పెడన్కిల్
SeerBebelum,సెరెబెల్లమ్
ମୁଦ୍ରା ସଂକୀର୍ଣ୍ଣ,సెరిబ్రల్ జలచరం
ମସ୍ତିଷ୍କ କର୍ଟେକ୍ସ |,సెరెబ్రల్ కార్టెక్స్
ମସ୍ତିଷ୍କ ଗୋଲାର୍ଦ୍ଧ,సెరిబ్రల్ అర్ధగోళం
ମସ୍ତିଷ୍କ ଭେଣ୍ଟ୍ରିକଲ୍ |,సెరిబ్రల్ జఠరిక
ସେରେବ୍ରୋସ୍ପିନାଲ ଫ୍ଲୁଇଡ୍ (CSF),మస్తిష్క వల్కలము
ସେରିବ୍ରମ୍,సెరెబ్రమ్
ସାର୍ଟିଫାଏଡ୍ ବିହନ |,ధృవీకరించబడిన విత్తనం
Cermouss Ginland |,సెరుమెనస్ గ్రంథి
ଗର୍ଭାଶୟ,గర్భాశయ
ଗର୍ଭାଶୟ କ୍ୟାପ୍ |,గర్భాశయ టోపీ
ଗର୍ଭାଶୟ ମେରୁବ୍ରା |,గర్భాశయ వెన్నుపూస
ଗର୍ଭାଶୟ,గర్భాశయ
ସେସିୟମ୍ କ୍ଲୋରାଇଡ୍ |,సీసియం క్లోరైడ్
Cesspool |,సెస్పూల్
ସେଟସେସ୍,సెటాసియన్లు
ଚାଇଟୋପ୍ଟର,చైటోప్టెరస్
ଚେଲାଜା |,చలాజా
ଚେଲାଜା |,చలాజా
ଚାଲାଜାଲ୍ ଶେଷ,చలాజల్ ముగింపు
ଚାଲିନା,చలీనా
ଚାମଲେନ୍ (ଚାଷେଲେଓନ୍),వెన్నుపానము
ଚାନ୍କ୍ରଏଡ୍,చాన్క్రాయిడ్
ଚ୍ୟାନେଲ୍ |,ఛానెల్
ଚ୍ୟାନେଲ୍ |,ఛానెల్
ଚାପେରନ୍ |,చాపెరాన్
ଚାରା,చరా
ଚରିତ୍ରଗତ ଉଦ୍ଭିଦ |,లక్షణ వృక్షసంపద
ଅଙ୍ଗାର,బొగ్గు
ଚାର୍ଗାଫ୍ ର ନିୟମ |,ఛార్గాఫ్ నియమం
ଚାର୍ଜ ହୋଇଥିବା ଉପକରଣ (CCD),ఛార్జ్ కపుల్డ్ పరికరం (సిసిడి)
ଚାର୍ଜ କରିବା,ఛార్జింగ్
ଚୋସ୍ ଗଜାଗମସ୍ |,చాస్మోగామస్
ଚାଥାମାଲସ୍ |,చాతమలస్
ଚେଲୋନିଅ |,చెలోన్
ରାସାୟନିକ ଆନାଲିଜର୍ |,కెమికల్ ఎనలైజర్
ରାସାୟନିକ ବଣ୍ଡ |,రసాయన బంధం
ରାସାୟନିକ ଭାଙ୍ଗିବା,రసాయన విచ్ఛిన్నం
ରାସାୟନିକ ଜଟିଳତା |,రసాయన సంక్లిష్టత
ରାସାୟନିକ ପରିବେଶ |,రసాయన వాతావరణం
ରାସାୟନିକ ବିବର୍ତ୍ତନ |,రసాయన పరిణామం
ରାସାୟନିକ ପଦ୍ଧତି |,రసాయన విధానం
ରାସାୟନିକ ମୁଟାଗେନ୍ |,కెమికల్ మ్యూటాజెన్
ରାସାୟନିକ ଉତ୍ପତ୍ତି |,రసాయన మూలం
ରାସାୟନିକ ଅମ୍ଳଜାନ ଚାହିଦା |,రసాయన ఆక్సిజన్ డిమాండ్
ରାସାୟନିକ ସମ୍ଭାବନା |,రసాయన సామర్థ్యం
ରାସାୟନିକ ସ୍କାଲପେଲ୍ |,రసాయన స్కాల్పెల్
ରାସାୟନିକ ସଙ୍କେତ |,రసాయన సంకేతం
ରାସାୟନିକ ସିନାପ୍ |,రసాయన సినాప్సే
କେମିସ ଲାଗୁଏଣ୍ଟିକ୍ ଅନୁମାନ |,కెమియోస్మోటిక్ పరికల్పన
ରସାୟନ ବିଜ୍ଞାନୀ,రసాయన శాస్త్రవేత్త
ରସାୟନ ବିଜ୍ଞାନ |,రసాయన శాస్త్రం
କେମୋସେସିସ୍,కెమోసింథసిస్
କେମୋ-ଆକ୍ରୁପ୍ଫିକ୍ ଜୀବାଣୁ |,కెమో-అటోరోఫిక్ బ్యాక్టీరియా
ଚମକ,కెమోనాస్టీ
କେମୋସେସିସ୍,కెమోసింథసిస్
କେମୋସେଣ୍ଟିକ୍ ଅଟୋୋଟ୍ରୋଫ୍ |,కెమోసింథటిక్ ఆటోట్రోఫ్
କେମୋସଫେଟିକ୍ ବ୍ୟାକ୍ଟେରିଆ |,కెమోసింథటిక్ బ్యాక్టీరియా
ରେମୋଟାକ୍ସିସ୍,కెమోటాక్సిస్
କେମାଟୋଟୋନୋମି |,కెమోటాక్సానమీ
କେମୋଥେରାପି |,కీమోథెరపీ
ଚାନୋପୋନିସିଆେ |,చెనోపోడియాసి
ଚିୟାସମାଟି,చియాస్మాటా
ଚିଆମାସ୍ ଟାଇପ୍ ହାଇପୋଟେସିସ୍ |,చియాస్మ్నా రకం పరికల్పన
ଚିକିଙ୍ଗୁନିଆ,చికూంగునియా
ଫିଟିସ୍ |,షికోరి
ପିଲାଦିନ,బాల్యం
ଚିଲି ମୋସାକ୍ ଭାଇରସ୍ |,మిరప మొజాయిక్ వైరస్
ସିନ୍ନୋହା ଅଫିସିଆଲ୍ |,సిన్చోనా అఫిసినాలిస్
ଚିରୋପରୋପିଫିକଲି |,చిరోప్టెరోఫిలీ
ଚିଟିନ |,చిటిన్
ଚିତ୍ତାକର୍ଷକ |,చిటినస్
ଚାମାଇମିଆ ଟ୍ରାକୋମାଟିସ୍ |,క్లామిడియా ట్రాకోమాటిస్
ଚାମାଇଡିଆସ୍,క్లామిడియాసిస్
ଚମୋନିଡୋନାସ୍,క్లామిడోమోనాస్
କ୍ଲୋରମ୍ହଲିକଲ |,క్లోరాంఫెనికాల్
ଚଲୋ ତେଲେଲା |,క్లోరెల్లా
ଚ୍ଲିଲେୟା,క్లోరెన్చైమా
କ୍ଲୋରାଇଡ୍ କକ୍ଷ |,క్లోరైడ్ సెల్
କ୍ଲୋରାଇନ୍ |,క్లోరిన్
କ୍ଲୋରୋଫୁଲୋରୋ କାର୍ବନ (CFCS),క్లోరోమోరియు
କ୍ଲୋରୋଫର୍ମ |,క్లోరోఫామ్
କ୍ଲୋରୋଫିସେସିୟା |,క్లోరోఫైసీ
କ୍ଲୋରୋଫାଇଟ ପୂର୍ବଜ,క్లోరోఫైట్ పూర్వీకుడు
ଚୋରୋରୋସାଇସ୍,క్లోరోసిస్
ଚୋରୋରୋସାଇସ୍,క్లోరోసిస్
ଚାନୋସେଟର |,కోనోసైట్
ଚଲେକ୍ଟିଷ୍ଟୋକାଇନ୍ସିସ୍ |,కోలిసిస్టోకినిసిస్
ଚଲେକ୍ଟିଷ୍ଟୋକିନିନ୍ |,కోలెసిస్టోకినిన్
କୋଲେଷ୍ଟ୍ରଲ,కొలెస్ట్రాల్
କୋଲିନର୍ସଗିକ୍,కోలినెర్జిక్
ଚଳାଚଳ,కొండెచ్థియెస్
ଚୋଣ୍ଡ୍ରିନ୍,కొండ్రెన్
ଚାଳିତ ଚାଳିତ |,కొండ్రోసైట్
କୋର୍ଡା ଟେଣ୍ଡିନା |,చోర్డే టెండినే
କିରିଡା,CORDATA
ଚୋରିଓଲାଲ୍ଟାଟିକ୍ ପ୍ଲେଣ୍ଟା |,కొరియోఅల్లాంటోయిక్ మావి
ସୁନ୍ଦରତା,కోరియన్
Chorionic କର୍ଟିକୋଟ୍ରୋପିନ୍ |,కొరియోనిక్ కార్టికోట్రోపిన్
Kyoionic Tondotorpin,కొరియోనిక్ గోనాడోట్రోపిన్
Kyoolionic Horotropin,కొరియోనిక్ థైరోట్రోపిన్
ଚୋରଡ୍ |,కోరోయిడ్
କ୍ରୋମାମାସିଡ୍ |,క్రోమాటిడ్
କ୍ରୋମାସନିନ୍ ଫାଇବର |,క్రోమాటిన్ ఫైబర్
ଚ୍ରୋମାଟିନ୍ |,క్రోమాటిన్
ଚୋରମାଟୋଗ୍ରାଫିକ୍ କ techni ଶଳ |,క్రోమాటోగ్రాఫిక్ టెక్నిక్
ଚ୍ରୋମାଟୋଗ୍ରାଫି,క్రోమాటోగ్రఫీ
ଚ୍ରୋମାଟୋଫୋରେ,క్రోమాటోఫోర్
କ୍ରୋମୋଜେନିକ୍ ସବଷ୍ଟ୍ରେଟ୍ |,క్రోమోజెనిక్ ఉపరితలం
କ୍ରୋମୋନେମା,క్రోమోనెమా
କ୍ରୋମୋସୋସୋଫୋରେ,క్రోమోఫోర్
କ୍ରୋମୋପ୍ଲାଷ୍ଟ,క్రోమోప్లాస్ట్
କ୍ରୋମୋସ୍ଓସୋମାଲ୍ ଆବର୍ଗରେ |,క్రోమోజోమల్ అబెర్రేషన్
କ୍ରୋମୋସୋମାନ୍ ତ୍ରୁଟି |,క్రోమోజోమ్ లోపం
କ୍ରୋମୋଜୋମ୍ ମ୍ୟାପିଂ |,క్రోమోజోమ్ మ్యాపింగ్
ବଂଶର କ୍ରୋମୋଜୋମ୍ ସିଦ୍ଧାନ୍ତ |,వంశపారంపర సిద్ధాంతం
ଉତ୍ତରର କ୍ରୋମୋଜୋମ୍ ସିଦ୍ଧାନ୍ତ |,వారసత్వం యొక్క సిద్ధాంతము
କ୍ରନିକ୍ ବ୍ରୋଙ୍କିଟିସ୍ |,దీర్గకాలిక శ్వాసకోశ సంబంధిత వ్యాది
କ୍ରନିକ୍ ମଇଦାର ଲ୍ୟୁକେମିଆ |,దీర్ఘకాలిక మైయోయిడ్ లుకేమియా
ଇତିହାସ,క్రానికల్
କ୍ରମାନୁକ୍ରମିକ ଭାବରେ |,కాలక్రమానుసారం
ChrysantHemmum ସିନ୍ରମ୍ରିଆଲଫିୟମ୍ |,క్రిసాన్తిమం సినెరరియల్ఫోలియం
ChrysSantmemum idinkum |,క్రిసాన్తిమం సూచిక
ChryantheMemum ଗୋଲମୟମ୍ |,క్రింథెము రోసెమ్
କ୍ରିସୋଫାଟା,క్రిసోఫైటా
CheRessopyte,క్రిసోఫైట్
ଚାଏମ୍ବିକ୍ରନ୍ |,కైలోమిక్రాన్
ଚିେମ୍,చిమ్
ଚିଆମୋଟ୍ରିପ୍ସିନ୍ |,చిమోట్రిప్సిన్
ସିକଦା |,సికాడా
ସିକର୍ ଆରିଏଟିନମ୍ |,CICER ARIETINUM
ସିଚ୍ଲିଡ୍ ମାଛ |,సిచ్లిడ్ చేప
C- HoRizone,సి-హోరిజోన్
ସିଲିଆ,సిలియా
ସିଲିରୀ ଶରୀର,సిలియరీ బాడీ
ସିଲିଆରି ଗ୍ୟାଙ୍ଗଲିଅନ୍ |,సిలియరీ గ్యాంగ్లియన్
ସିଲିଂ ଆନ୍ଦୋଳନ |,సిలియరీ కదలిక
ସିଲିଂ,సిలియరీ
ଦିଲିଜ,సిలియేట్
ସିଲିୟମ୍ (ସିଲିଆ),గోళ్ళు
ସିନ୍ନୋନା |,సిన్చోనా
କ୍ରିଆନା |,సియోనా
CiproflookSacain,సిప్రోఫ్లోక్సాసిన్
ପ୍ରଚାର,ప్రసరణ
ରକ୍ତ ସଞ୍ଚାଳନ ବ୍ୟବସ୍ଥା |,ప్రసరణ వ్యవస్థ
ସୁନ୍ନୋସୋଫିଜାଲ୍ କମିଶର୍ |,సర్కోఎసోఫాగియల్ కమీషర్
ସିରୋହୋଜ୍,సిరోస్
ସିରୋସିସ୍ |,సిరోసిస్
ସିରହାଉସ୍,సిరస్
ସିଷ୍ଟିଷ୍ଟନା |,సిస్టెర్నా
Cistron,సిస్ట్రాన్
ସିଟ୍ରୁଇନାଇନ୍ |,సిట్రూలిన్
ସାଇଟ୍ରସ୍ ଫଳ |,సిట్రస్ పండు
କ୍ଲାନ୍ତୀ,క్లాడిస్టిక్స్
କ୍ଲାନ୍ତ,క్లాడోడ్
କ୍ଲାଡୋଫାରା |,క్లాడోఫోరా
କ୍ଲିୟରିଆ ଗାର୍ଇପିନସ୍ |,క్లారియాస్ గారిపినస్
ଶ୍ରେଣୀ,తరగతి
ଶ୍ରେଣୀ,తరగతి
ବର୍ଗୀକରଣ,వర్గీకరణ
କ୍ଲାସରଗୁଡିକ,క్లావిసెప్స్
କ୍ଲାଭିକଲ୍,క్లావికిల్
କ୍ଲାସ୍ ଅଙ୍କ |,పంజా లేని అంకె
ମାଟି,మట్టి
କ୍ଲିଭେଜ୍ ଫ୍ରୋ |,క్లీవేజ్ కణుపు
କ୍ଲିଅରିଗମ୍,క్లిస్టోగామస్
କ୍ଲେମାଟିସିସ୍ |,క్లెమాటిస్
ଜଳବାୟୁ,వాతావరణం
ଜଳବାୟାବ କ୍ଷେତ୍ର,వాతావరణ జోన్
ଆରୋହଣ ପାରାମିଟର |,వాతావరణ పరామితి
କ୍ଲାଇମାକ୍ସ ସମ୍ପ୍ରଦାୟ |,క్లైమాక్స్ కమ్యూనిటీ
ପର୍ବତାରୋହୀ,అధిరోహకుడు
ଚ climିବା,ఎక్కడం
କ୍ଲିନିକାଲ୍ ଅବଧି |,క్లినికల్ కాలం
କ୍ଲିଟେଲାର୍ |,క్లిటెల్లార్
କ୍ଲାଇଟ୍ ଲୋଗ୍ |,క్లిటెల్లమ్
ଶ୍ରେଷ୍ଠ,క్లిటోరియా
ଶ୍ରେଷ୍ଠ ମୂଲ୍ୟାଙ୍କନ,స్త్రీగుహ్యాంకురము
କ୍ଲାକା,క్లోకా
କ୍ଲୋନାଲ ବେଙ୍ଗ |,క్లోనల్ ఫ్రాగ్
କ୍ଲୋନାଲ ପ୍ରଚାର,క్లోనల్ ప్రచారం
କ୍ଲୋନାଲ୍ ଚୟନ |,క్లోనల్ ఎంపిక
କ୍ଲୋନ,క్లోన్
ଘନ୍ବାଣ,క్లోనింగ్
ବିବାହ ବନ୍ଦ କର |,దగ్గరి వివాహం
ବନ୍ଦ ବ୍ୟବସ୍ଥା,క్లోజ్డ్ సిస్టమ్
କ୍ଲଷ୍ଟର ସର୍ଟିସିୟମ୍,క్లోస్ట్రిడియం
କ୍ଲଷ୍ଟ୍ରିଡିୟମ୍ ବଟିକଲିୟମ୍ |,క్లోస్ట్రిడియం బ్యూటిలిసియం
କ୍ଲଟ୍ ବଷ୍ଟର୍ |,క్లాట్ బస్టర్
ରକ୍ତ ବନ୍ଦ,రక్తం గడ్డకట్టడం
କ୍ଲଭଭର ବିନ୍ |,క్లోవర్ బీన్
କ୍ଲୋଭର-ପତ୍ର ମଡେଲ |,క్లోవర్-లీఫ్ మోడల్
କ୍ଲାଉନ୍ ମାଛ |,విదూషకుడు చేప
Cnidarians,Cnidarians
Cnidoblast,Cnidoblist
Coachervate,కోజర్వేట్
କଠିନ ଆଡଜଷ୍ଟମେଣ୍ଟ୍ ଗଣ୍ଠି |,ముతక సర్దుబాటు నాబ్
କଠିନ ବାଲି |,ముతక ఇసుక
ଉପକୂଳର ଡ୍ୟୁନ୍ |,తీరప్రాంత డూన్
ଉପକୂଳ ପ୍ରବାହିତ ସଂସ୍କୃତି ଫାର୍ମ |,వంశము
ସହଯୋଗୀ,కోబాల్ట్
କୋକେନ୍,కొకైన్
କୋକସିଓଜିଓସ୍,కోకిడియోసిస్
କୋକସ୍ |,కోకస్
Coccyx,కోకిక్స్
କୋଚେଲା,కోక్లియా
କୋଚେଲା,కోక్లియా
ନଡିଆ,కోకన్
କୋଡ୍ ଜେନେଟିକ୍ ପ୍ରୋଗ୍ରାମ୍ |,కోడెడ్ జన్యు కార్యక్రమం
କୋଡ୍ କର,కోడైన్
ସହଯୋଗ,కోడింగ్
ସହଯୋଗ,కోడింగ్
ସହଯୋଗ,కోడింగ్
ସହକଳା ଷ୍ଟାଣ୍ଡିଂ |,కోడింగ్ స్ట్రాండ్
କୋଡୋମିନାନ୍ସ |,కోడోమైనాన్స్
କଡନ୍ |,కోడాన్
Celelnter,సహకారం
Ceelnntoner,కోలెంటెరాన్
ସେଲିଆକ୍ ଗ୍ୟାଙ୍ଗଲିଅନ୍ |,సెలియక్ గ్యాంగ్లియన్
Celeblate,కోలోమేట్
ସହଯୋଗୀ,కోలోమ్
କିକୋମିକ୍ ଏପିଟେଲିୟମ୍ |,కోలోమిక్ ఎపిథీలియం
କାବେୟଲିଫିକ୍ ଫ୍ଲୁଇଡ୍ |,కోయిలోమిక్ ఫ్లూయిడ్
କୋଲୋମୋ ସାକ୍ |,కోలోమో సాక్
କୋଏେନିସିକ୍ |,కోనోసైటిక్
କୋଏନୋପିପିେଟ୍ |,కోనోపోడియాసి
ସହଯୋଗୀ,కోఎంజైమ్
ସହ-ବିବର୍ତ୍ତନ |,సహ పరిణామం
ସହ-ବିଲୁପ୍ତ |,సహ-విస్తరణ
ସହ-ଫ୍ୟାକ୍ଟର୍ |,సహ-కారకం
ଘନିଷ୍ଠ,సమన్వయం
ମାଣ୍ଡୋନ୍ ଫୋର୍ସ |,సమన్వయ శక్తి
ମାଣ୍ଡୋନ୍ ସିଦ୍ଧାନ୍ତ |,సమన్వయ సిద్ధాంతం
କୋହିଅନ୍-ଟେନସନ-ଟ୍ରାନ୍ସପେରେସନ୍ |,సమన్వయ-టెన్షన్-ట్రాన్స్పిరేషన్
କୋର୍ଟ |,కోహోర్ట్
ସ୍ପିରାଲ୍ କିମ୍ବା ଅଦୃଶ୍ୟ ଭାବରେ,స్పైరల్‌గా లేదా హెలిక్‌గా కాయిల్డ్
କୋଇଲା,కాయిల్డ్
କିତାଶକ,కోయిటస్
କିତାସ୍ ବାଧା (ପ୍ରତ୍ୟାହାର),కోయిటస్ అంతరాయం (ఉపసంహరణ)
କଲ୍କିକାଇନ୍ |,కొల్చిసిన్
କଲଚିକମ୍ ଶରତାନେଲ |,కొల్చికమ్ శరదృతువు
ଶୀତଳ ରକ୍ତ,కోల్డ్ బ్లడెడ్
ଥଣ୍ଡା ମରୁଭୂମି,కోల్డ్ ఎడారి
ଥଣ୍ଡା ରିସେପ୍ଟର |,కోల్డ్ రిసెప్టర్
Colleoptern,కోలియోప్టెరాన్
କୋଲେଉଟାଇଲ୍ |,కోలియోప్టైల్
କୋଲେୋରିଶି,కోలియోర్హిజా
କୋଲସ୍,కోలియస్
କଲାଗୋଜେନ |,కొల్లాజెన్
କଲଜେନ୍ ଫାଇବର |,కొల్లాజెన్ ఫైబర్
କଲର,కాలర్
ବନ୍ଧକ ଗ୍ରନ୍ଥି |,అనుషంగిక గ్రంథి
ଟୁବୁଲ ସଂଗ୍ରହ,గొట్టం సేకరించడం
ଡକ୍ଟ ସଂଗ୍ରହ,వాహిక సేకరణ
ସହଦାୟୀଟୋଟମ୍,కొల్లెటోట్రిచమ్
କ୍ଲୋବ୍ଲାଷ୍ଟ କକ୍ଷ |,కొలోబ్లాస్ట్ సెల్
କୋଲଏଡ୍ |,ఘర్షణ
କୋଲଲୋଡାଲ୍ |,ఘర్షణ
କୋଲୋସିସିଆ,కోలోకాసియా
କୋଲନ୍ |,పెద్దప్రేగు
ଉପନିବେଶ ଫର୍ମ |,వలస రూపం
ଉପନିବେଶ ନେଷ୍ଟ୍ଟୋକ |,కలోనియల్ నోస్టాక్
ଉପନିବେଶ,వలసరాజ్యం
କଲୋନୀ,కాలనీ
କୋଲୋଷ୍ଟ୍ରମ୍,కొలొస్ట్రమ్
ରଙ୍ଗ ଅନ୍ଧତା |,రంగు అంధత్వం
ସ୍ତମ୍ଭ କ୍ରୋମାଟୋଗ୍ରାଫି |,కాలమ్ క్రోమాటోగ్రఫీ
ବର୍ଟିନିଙ୍କ ସ୍ତମ୍ଭ |,బెర్టిని కాలమ్
ସ୍ତମ୍ଭର ଏପିଟେଲିୟମ୍ |,స్తంభ ఎపిథీలియం
କ୍ରୋଜ୍ ପ୍ଲେଟ୍ |,దువ్వెన ప్లేట్
ମିଳିତ ପ୍ରତିରୋଧ ଅଭାବ ସିଣ୍ଡ୍ରୋମ |,సంయోజక్రియ
ମିଳିତ ଓଜନ |,సంయుక్త బరువు
Comparly,దువ్వెన-జెల్లీ
ଜଜ୍,దహన
ଜବେଷଣ ପ୍ରକ୍ରିୟା |,దహన ప్రక్రియ
କମାଣ୍ଡ୍,కామా
ପ୍ରଶଂସା,ప్రారంభం
ଆୟୋଗର ବୃତ୍ତି,కమీసురల్ నౌక
ସାଧାରଣ ପିତୃପୁରୁଷ |,సాధారణ పూర్వీకుడు
ସାଧାରଣ କାରୋଟ୍ଡ୍ ଧମନୀ |,సాధారణ కరోటిడ్ ధమని
ସାଧାରଣ ଇଣ୍ଡିଆନ୍ ଟୋଡ୍ |,కామన్ ఇండియన్ టోడ్
ସମ୍ପ୍ରଦାୟ ବିବିଧତା |,కమ్యూనిటీ వైవిధ్యం
