Marathi,Tamil
संग्राहक क्षय,சேகரிப்பான் சிதைவு
कलेक्टर कार्यक्षमता,சேகரிப்பான் திறன்
समांतर लेन्स,இணை லென்ஸ்
वर्ण मसुदा,பாத்திர வரைவு
रंग फुटणे,வண்ண வெடிப்பு
"रंग कोड, वर्ण कोड","வண்ண குறியீடு, எழுத்து குறியீடு"
रंग भिन्नता सिग्नल,வண்ண வேறுபாடு சமிக்ஞை
उतारा,மாற்று மருந்து
रंग मॉनिटर,வண்ண மானிட்டர்
वर्ण पुनरुत्पादन,பாத்திரம் இனப்பெருக்கம்
रंग संपृक्तता,வண்ண செறிவு
रंगीत वाहक वारंवारता,வண்ண கேரியர் அதிர்வெண்
अॅक्रोमॅटिक सिग्नल,நிறமிகு சமிக்ஞை
रंगीत दूरदर्शन,வண்ண தொலைக்காட்சி
रंगीत टेलिव्हिजन बॉडी,வண்ண தொலைக்காட்சி உடல்
"स्तंभ स्पीकर, स्तंभीय आवाज ठेवणारा","நெடுவரிசைப் பேச்சாளர், நெடுவரிசை ஒலி வைப்பாளர்"
"कंघी फिल्टर, कंघी फिल्टर","சீப்பு வடிகட்டி, சீப்பு வடிகட்டி"
कनेक्शन सर्किट,இணைப்பு சுற்று
संयोजन तर्कशास्त्र,கூட்டு தர்க்கம்
आज्ञा,கட்டளை
सामान्य बेस अॅम्प्लीफायर,பொதுவான அடிப்படை பெருக்கி
सामान्य बेस कॉन्फिगरेशन,பொதுவான அடிப்படை கட்டமைப்பு
सामान्य कलेक्टर अॅम्प्लीफायर,பொதுவான சேகரிப்பான் பெருக்கி
सामान्य कलेक्टर कॉन्फिगरेशन,பொதுவான சேகரிப்பான் கட்டமைப்பு
सामान्य कॅपेसिटिव्ह अॅम्प्लिफायर,பொதுவான கொள்ளளவு பெருக்கி
सामान्य एमिटर अॅम्प्लिफायर,பொதுவான உமிழ்ப்பான் பெருக்கி
सामान्य गेट अॅम्प्लीफायर,பொதுவான வாயில் பெருக்கி
भूवैज्ञानिक,புவியியல்
सामान्य मोड सिग्नल,பொதுவான முறை சமிக்ஞை
वस्तुमान परतावा,வெகுஜன வருவாய்
सामान्य स्रोत अॅम्प्लीफायर,பொதுவான மூல பெருக்கி
सामान्य एमिटर कॉन्फिगरेशन,பொதுவான உமிழ்ப்பான் கட்டமைப்பு
biconverter,பைகான்வெர்ட்டர்
संप्रेषण उपग्रह,தகவல் தொடர்பு செயற்கைக்கோள்
संप्रेषण प्रणाली,தொடர்பு அமைப்பு
समुदाय अँटेना प्रणाली,சமூக ஆண்டெனா அமைப்பு
कॉम्पॅक्ट स्वॅच रॉम (सीडी रॉम),காம்பாக்ட் ஸ்வாட்ச் ரோம் (சிடி ரோம்)
संक्षेप भिन्नता,சுருக்க மாறுபாடு
"कंप्रेसर, कंपेंडर","அமுக்கி, கம்பண்டர்"
"तुलना करणारा, तुलना करणारा","ஒப்பீட்டாளர், ஒப்பிடுபவர்"
तुलनात्मक डायोड,ஒப்பீட்டு டையோடு
सुसंगतता,பொருந்தக்கூடிய தன்மை
भरपाई देणारा attenuator,ஈடுசெய்யும் அட்டென்யூட்டர்
भरपाई देणारा पूर्वाग्रह,ஈடுசெய்யும் சார்பு
भरपाई देणारा भार,ஈடுசெய்யும் சுமை
प्रतिशोधात्मक पश्चात्ताप,பழிவாங்கும் வருத்தம்
नुकसानभरपाईची चौकशी,ஈடுசெய்யும் ஆய்வு
संकलक,தொகுப்பி
कंपाइलर डिझाइन,தொகுப்பி வடிவமைப்பு
पुरवणी,துணை
पूरक वितरण,துணை விநியோகம்
पूरक त्रुटी,நிரப்பு பிழை
पूरक सममिती आउटपुट,நிரப்பு சமச்சீர் வெளியீடு
पूर्ण अॅम्प्लीफायर,முழு பெருக்கி
संमिश्र वारंवारता,கலப்பு அதிர்வெண்
संमिश्र शक्ती,கூட்டு வலிமை
पाठपुरावा,பின்தொடர்தல்
पूरक त्रुटी कार्य,நிரப்பு பிழை செயல்பாடு
पूरक लॉजिक सर्किट,நிரப்பு தருக்க சுற்று
घटक,தொகுதி
मिश्र धातु व्हिडिओ सिग्नल,அலாய் வீடியோ சிக்னல்
मिश्रित प्रतिरोधक,கலப்பு மின்தடை
संमिश्र अर्धसंवाहक,கலப்பு குறைக்கடத்தி
संक्षेप,சுருக்கம்
कॉम्प्रेशन वारंवारता,சுருக்க அதிர்வெண்
"कंप्रेसर, कंप्रेसर, कंप्रेसर","அமுக்கி, அமுக்கி, அமுக்கி"
संगणक सहाय्यित डिझाइन,கணினி உதவி வடிவமைப்பு
संगणक सहाय्यित उत्पादन,கணினி உதவி உற்பத்தி
संगणक आलेख,கணினி வரைபடம்
संगणक भाषा,கணினி மொழி
संगणक मेमरी,கணினி நினைவகம்
संगणक नेटवर्क,கணினி வலையமைப்பு
संगणक कार्यक्रम,கணினி நிரல்
संगणक व्हायरस,கணினி வைரஸ்
संगणक व्हायरस,கணினி வைரஸ்
"एकाग्र करणारा, एकाग्र करणारा","செறிவூட்டுபவர், செறிவூட்டுபவர்"
प्रतिबंधात्मक शाखा,கட்டுப்படுத்தப்பட்ட கிளை
प्रतिबंधात्मक उडी,கட்டுப்படுத்தப்பட்ட ஜம்ப்
प्रतिबंधात्मक स्थायीता,கட்டுப்படுத்தப்பட்ட நிரந்தரம்
ड्रायव्हरची काच,டிரைவர் கண்ணாடி
ड्रायव्हर प्लास्टिक,இயக்கி பிளாஸ்டிக்
ड्रायव्हर पॉलिमर,இயக்கி பாலிமர்
वहन कोन,கடத்தல் கோணம்
वहन बँड,கடத்தல் பட்டை
वहन प्रसार,கடத்தல் பரவல்
वाहकता,கடத்துத்திறன்
शंकू अँटेना,கூம்பு ஆண்டெனா
शंकूच्या आकाराचे शिंग,கூம்பு கொம்பு
संयुग्मित प्रतिबाधा,இணை மின்மறுப்பு
स्थिर वेग रेकॉर्डर,நிலையான வேகம் ரெக்கார்டர்
संवर्धन नियम,பாதுகாப்பு விதி
कन्सोल,பணியகம்
स्थिर वर्तमान स्रोत,நிலையான தற்போதைய ஆதாரம்
निश्चित के-फिल्टर,நிலையான கே-வடிப்பான்
स्थिर व्होल्टेज ट्रान्सफॉर्मर,நிலையான மின்னழுத்த மின்மாற்றி
उपभोक्ता इलेक्ट्रॉनिक्स,நுகர்வோர் மின்னணுவியல்
संपर्क करा,தொடர்பு கொள்ளவும்
संपर्क उडी,தொடர்பு ஜம்ப்
संपर्क क्षमता,தொடர்பு திறன்
संपर्क वसंत ऋतु,தொடர்பு வசந்த
सातत्य,தொடர்ச்சி
सातत्य कार्य,தொடர்ச்சியான செயல்பாடு
सतत स्पेक्ट्रम,தொடர்ச்சியான நிறமாலை
सतत वेव्ह ऑसिलेटर,தொடர்ச்சியான அலை ஆஸிலேட்டர்
कॉन्ट्रास्ट,மாறுபாடு
कॉन्ट्रास्ट रेशो,கான்ட்ராஸ்ட் விகிதம்
कंट्रोलर बस,கட்டுப்பாட்டு பேருந்து
कंट्रोलर ग्रिड,கட்டுப்படுத்தி கட்டம்
नियंत्रण की,கட்டுப்பாட்டு விசை
नियंत्रण पॅनेल,கட்டுப்பாட்டு குழு
नियंत्रण कक्ष,கட்டுப்பாட்டு அறை
नियंत्रण मार्ग,கட்டுப்பாட்டு பாதை
नियंत्रण युनिट,கட்டுப்பாட்டு பிரிவு
अभिसरण,ஒன்றிணைதல்
रूपांतरण कार्यक्षमता,மாற்றும் திறன்
रूपांतरण वेळ,மாற்று நேரம்
गंज,அரிப்பு
कॉपी,நகல்
"तांबे, तांबे","தாமிரம், தாமிரம்"
तांबे नुकसान,தாமிர இழப்பு
तांब्याची तार,தாமிர கம்பி
सहप्रोसेसर,இணைசெயலி
कोर,கோர்
कोर नुकसान,முக்கிய இழப்பு
मूळ साहित्य,முக்கிய பொருள்
मंडळ विसर्जन,வட்டம் மூழ்குதல்
कोस्टा-लूप,கோஸ்டா-லூப்
गणित वारंवारता,கணித அதிர்வெண்
मोजणी दर मापक,எண்ணும் விகித அளவுகோல்
कॉम्पवेल ब्रिज,காம்வெல் பாலம்
जोडलेले सर्किट,இணைந்த சுற்று
कपलिंग कॅपेसिटर,இணைப்பு மின்தேக்கி
जोडणी पद्धत,இணைத்தல் முறை
सहसंयोजक बंध,சக பிணைப்பு
मूळ बटण,மூல பொத்தான்
आपटी,விபத்து
शिखर,உச்சம்
शिखर,உச்சம்
अशांतता,கொந்தளிப்பு
गंभीर कोन,முக்கியமான கோணம்
गंभीर जोडणी,முக்கியமான இணைப்பு
गंभीरपणे उदासीन,கடுமையான மனச்சோர்வு
गंभीर वारंवारता,முக்கியமான அதிர்வெண்
गंभीर प्रेरणा,விமர்சன உந்துதல்
गंभीर शर्यत,முக்கியமான இனம்
गंभीर प्रतिकार,விமர்சன எதிர்ப்பு
क्रॉस असेंबलर,குறுக்கு அசெம்பிளர்
क्रॉस कपलिंग,குறுக்கு இணைப்பு
अनुलंब चित्र,செங்குத்து படம்
संक्रमण विकृती,மாற்றம் விலகல்
संक्रमण मॉड्यूलेशन,மாற்றம் பண்பேற்றம்
असंबद्ध सिग्नल,பொருத்தமற்ற சமிக்ஞை
क्रॉसबार एक्सचेंज,குறுக்கு பட்டை பரிமாற்றம்
ट्रान्सव्हर्स फील्ड अॅम्प्लिफायर,குறுக்கு புல பெருக்கி
क्रॉसओव्हर डिटेक्टर,குறுக்குவழி கண்டறிதல்
संक्रमण सर्किट,மாற்றம் சுற்று
क्रिस्टल मायक्रोफोन,படிக ஒலிவாங்கி
क्रिस्टल ऑसिलेटर,படிக ஆஸிலேட்டர்
क्युरी पॉइंट,கியூரி பாயின்ட்
प्रवाह वर्धक,ஸ்ட்ரீம் பெருக்கி
वर्तमान नियंत्रित वर्तमान स्रोत (CCCS),தற்போதைய கட்டுப்படுத்தப்பட்ட தற்போதைய ஆதாரம் (CCCS)
वर्तमान नियंत्रित व्होल्टेज स्रोत (CCVS),தற்போதைய கட்டுப்படுத்தப்பட்ட மின்னழுத்த ஆதாரம் (CCVS)
प्रवाह रिचार्ज,ஸ்ட்ரீம் ரீசார்ஜ்
वर्तमान लाभ,தற்போதைய அந்நியச் செலாவணி
वर्तमान मर्यादा,தற்போதைய வரம்பு
सीमांत वर्तमान प्रतिरोधक,விளிம்பு மின்னோட்ட மின்தடை
प्रवाह प्रतिबिंब,ஸ்ட்ரீம் பிரதிபலிப்பு
प्रवाह मोड तर्कशास्त्र,ஸ்ட்ரீம் முறை தர்க்கம்
प्रवाह प्रवेश,ஸ்ட்ரீம் அணுகல்
प्रवाह स्रोत,ஸ்ட்ரீம் மூல
वर्तमान-व्होल्टेज कनवर्टर,தற்போதைய மின்னழுத்த மாற்றி
वर्तमान हस्तांतरण प्रमाण,தற்போதைய பரிமாற்ற விகிதம்
वर्तमान ट्रान्सफॉर्मर,மின்சார மின்மாற்றி
स्थिर प्रवाह,நிலையான மின்னோட்டம்
"पॉइंटर, कर्सर","சுட்டி, கர்சர்"
कमी ड्रायव्हर व्होल्टेज,குறைந்த இயக்கி மின்னழுத்தம்
"पूर्वाग्रह समाप्त करा, पूर्वाग्रह समाप्त करा","முடிவு சார்பு, முடிவு சார்பு"
शेवटची वारंवारता,இறுதி அதிர்வெண்
शेवटचा झोन,இறுதி மண்டலம்
वक्र ट्रेस,வளைவு சுவடு
सायकल,மிதிவண்டி
चक्र चौर्य,சக்ர சௌரியா
दंडगोलाकार लेन्स,உருளை லென்ஸ்
क्रिस्टल डिस्प्ले,படிக காட்சி
डिजिटल ते अॅनालॉग कनवर्टर,டிஜிட்டல் முதல் அனலாக் மாற்றி
डीसी रिस्टोर सर्किट,DC ரீஸ்டோர் சர்க்யூட்
डिजिटल/एनालॉग कनवर्टर,டிஜிட்டல்/அனலாக் மாற்றி
"डिजिटल अॅनालॉग कनवर्टर, DAC","டிஜிட்டல் அனலாக் மாற்றி, DAC"
वाईट गुंतवणूक,மோசமான முதலீடு
ओलसर दोलन,ஈரப்படுத்தப்பட்ட அலைவு
उदासीन वेळ,மனச்சோர்வடைந்த நேரம்
ओलसर,தணித்தல்
ओलसर भोवरा प्रवाह,தணிக்கும் சுழல் மின்னோட்டம்
ओलसर गुणांक,தணிப்பு குணகம்
गडद प्रवाह,இருண்ட மின்னோட்டம்
डार्लिंग्टन अॅम्प्लीफायर,டார்லிங்டன் பெருக்கி
डार्लिंग्टन सर्किट,டார்லிங்டன் சுற்று
डार्लिंग्टन जोडी,டார்லிங்டன் ஜோடி
dos,செய்ய
"डेटा, विश्वास","தரவு, நம்பிக்கை"
कमावणाऱ्या शरीरावर विश्वास ठेवा,நம்பிக்கை சம்பாதிக்கும் உடல்
डेटा स्टोरेज,தரவு சேமிப்பு
डेटा कोड,தரவு குறியீடு
डेटा लेखक,தரவு எழுத்தாளர்
डेटा मल्टीप्लेक्सर,தரவு மல்டிபிளெக்சர்
"डेटा पोर्ट, डेटा पोर्ट","தரவு துறைமுகம், தரவு துறைமுகம்"
डेटा पिकर,தரவு தேர்வி
माहिती पत्रक,தரவுத்தாள்
dB/ऑक्टो,dB/oct
डीसी अॅम्प्लीफायर,dc பெருக்கி
डीसी मोटर,DC மோட்டார்
dc ऑफसेट,டிசி ஆஃப்செட்
डीसी. वीज पुरवठा,DC. மின்சாரம்
डी.सी. पुनर्वसन,DC. மீள்குடியேற்றம்
डी.सी. पुनर्संचयित करणारा,DC. மீட்டெடுப்பவர்
डीसी ते एसी कन्व्हर्टर,dc to ac மாற்றி
डीसी. मोठा आवाज नियंत्रण,DC. சத்தம் கட்டுப்பாடு
Mh-कनेक्टर,Mh-இணைப்பான்
डायरेक्ट कपल्ड ट्रान्झिस्टर लॉजिक गेट/DC T.L.,நேரடி இணைக்கப்பட்ட டிரான்சிஸ்டர் லாஜிக் கேட்/டிசி டி.எல்.
डीसी. खराब झालेले ऑपरेशनल अॅम्प्लीफायर,DC. சேதமடைந்த செயல்பாட்டு பெருக்கி
मजबुतीकरण नसणे,அல்லாத வலுவூட்டல்
डीमॉर्गनचा कायदा,டிமோர்கனின் சட்டம்
de sauti पूल,de sauti பாலம்
इतर वेळ,ஓய்வு நேரம்
विश्रांती क्षेत्र,ஓய்வு மண்டலம்
दोष क्लिअरन्स,தவறு நீக்கம்
दशक कॅल्क्युलेटर,தசாப்த கால்குலேட்டர்
डेसिबल,டெசிபல்
दशांश कॅल्क्युलेटर,தசம கால்குலேட்டர்
दशांश-बायनरी रूपांतरण,தசம-பைனரி மாற்றம்
पत्ता डीकोडिंग,முகவரி டிகோடிங்
डिकोडर,குறிவிலக்கி
alleles,அல்லீல்கள்
समर्पित अर्ज,அர்ப்பணிக்கப்பட்ட விண்ணப்பம்
समर्पित नियंत्रक,அர்ப்பணிப்பு கட்டுப்படுத்தி
डी.सी. पूर्व-मजबुतीकरण सर्किट,DC. முன் வலுவூட்டல் சுற்று
दोष घनता,குறைபாடு அடர்த்தி
विक्षेपण कॉइल,விலகல் சுருள்
विक्षेपण प्लेट,விலகல் தட்டு
विक्षेपण युनिट,விலகல் அலகு
अपयश,தோல்வி
(चुंबकीय) फैलाव,(காந்த) சிதறல்
डी गॉसन कुंडली,டி காசன் ஜாதகம்
de gosson,டி கோசன்
विलंब सर्किट,தாமத சுற்று
विलंब ओळ,தாமத வரி
विलंब वेळ,தாமத நேரம்
विलंबित स्वयंचलित लाभ नियंत्रक,தாமதமான தானியங்கி ஆதாயக் கட்டுப்படுத்தி
विलंबित स्वयंचलित लाभ नियंत्रक,தாமதமான தானியங்கி ஆதாயக் கட்டுப்படுத்தி
विलंबित स्वयंचलित लाउडनेस कंट्रोलर / विलंबित AVC,தாமதமான தானியங்கி ஒலிக் கட்டுப்படுத்தி / தாமதமான AVC
डेलॉन मेकॅनिकल रेक्टिफायर,டெலோன் மெக்கானிக்கல் ரெக்டிஃபையர்
डेल्टा कनेक्शन,டெல்டா இணைப்பு
डेल्टा तोफा,டெல்டா துப்பாக்கி
डेल्टा तोफा रबरी नळी,டெல்டா துப்பாக்கி குழாய்
डेल्टा मॉड्युलेशन,டெல்டா பண்பேற்றம்
डेल्टा-सिग्मा एनालॉग-अंकी कनवर्टर,delta-sigma அனலாக்-இலக்க மாற்றி
विचुंबकीकरण,demagnetization
विचुंबकीकरण वक्र,demagnetization வளைவு
डिमॅग्नेटायझेशन गुणक,demagnetization பெருக்கி
demodulation,டிமாடுலேஷன்
डिमॉड्युलेटर,demodulator
डी मार्गनचे प्रमेय,டி மார்க்கன் தேற்றம்
मल्टिप्लेक्सर,மல்டிபிளெக்சர்
सामान्यीकृत स्कोअर,இயல்பற்ற மதிப்பெண்
कमी करणे कॅपेसिटर,குறைப்பு மின்தேக்கி
कमी होणे,குறைதல்
कमी करणे मोड mosfet,குறைப்பு முறை mosfet
"डिप्लेशन झोन, डिप्लेशन झोन","குறைப்பு மண்டலம், குறைப்பு மண்டலம்"
रेटिंग,மதிப்பீடு
डिसॅच्युरेटेड वर्ण,செறிவூட்டப்பட்ட எழுத்துக்கள்
असंवेदनशीलता,உணர்வின்மை
डिझाइन नियम,வடிவமைப்பு விதிகள்
चाचणी डिझाइन,சோதனை வடிவமைப்பு
विध्वंसक अनुनाद,அழிவு அதிர்வு
शोधक,கண்டுபிடிப்பான்
पर्यायी वर्तमान ब्रिज डिटेक्टर,மாற்று மின்னோட்டம் பிரிட்ஜ் டிடெக்டர்
वारंवारता विचलन स्थिर,அதிர்வெண் விலகல் மாறிலி
विचलन वारंवारता,விலகல் அதிர்வெண்
साधन,சாதனம்
N विभाजने,N பகிர்வுகள்
द्विभाजन कॅल्क्युलेटर,பிளவு கால்குலேட்டர்
विभाजक,பிரிப்பான்
डी-फ्लिप-फ्लॉप,டி-ஃபிளிப்-ஃப்ளாப்
d फ्लिप फ्लॉप,d ஃபிளிப் ஃப்ளாப்
डायलेक्ट्रिक स्थिरांक,மின்கடத்தா மாறிலி
डायलेक्ट्रिक्स,மின்கடத்தா
डाईक,டைக்
डायोड इरोशन,டையோடு அரிப்பு
डायल,டயல்
टॅपर्ड डायाफ्राम,குறுகலான உதரவிதானம்
डेझी साखळी,டெய்சி சங்கிலி
मुद्रांक आकार,முத்திரை அளவு
डायलेक्ट्रिक शोषण,மின்கடத்தா உறிஞ்சுதல்
डायलेक्ट्रिक कोटिंग,மின்கடத்தா பூச்சு
डायलेक्ट्रिक पॉइंट,மின்கடத்தா புள்ளி
"डायलेक्ट्रिक नुकसान, डायलेक्ट्रिक नुकसान","மின்கடத்தா இழப்பு, மின்கடத்தா இழப்பு"
विभेदक एम्पलीफायर,வேறுபட்ட பெருக்கி
विभेदक एम्पलीफायर,வேறுபட்ட பெருக்கி
विभेदक कॅथोड ट्रेलिंग,வித்தியாசமான கேத்தோடு டிரெயிலிங்
विभेदक ऑपरेटर,வேறுபட்ட ஆபரேட்டர்
विभेदक इनपुट व्होल्टेज,வேறுபட்ட உள்ளீட்டு மின்னழுத்தம்
विभेदक मोड,வேறுபட்ட முறை
विभेदक मोड संकेत,வேறுபட்ட முறை அறிகுறி
विभेदक जोडी,வேறுபட்ட ஜோடி
विभेदक PSK,வேறுபட்ட PSK
विभेदक सर्किट,வேறுபட்ட சுற்று
विभेदक,வித்தியாசமான
डिफ्यूज जंक्शन ट्रान्झिस्टर,பரவலான சந்திப்பு டிரான்சிஸ்டர்
डिफ्यूज रेझिस्टर,பரவலான மின்தடை
प्रसार,பரவல்
प्रसार कॅपेसिटर,பரவல் மின்தேக்கி
डिजिटल फिल्टर,டிஜிட்டல் வடிகட்டி
स्कोअर,மதிப்பெண்
डिजिटल सर्किट,டிஜிட்டல் சுற்று
डिजिटल संप्रेषण,டிஜிட்டல் தொடர்பு
डिजिटल तुलनाकर्ता,டிஜிட்டல் ஒப்பீட்டாளர்
डिजिटल संगणक,டிஜிட்டல் கணினி
डिजिटल विलंब,டிஜிட்டல் தாமதம்
डिजिटल डिझाइन मायक्रोपॉवर,டிஜிட்டல் வடிவமைப்பு மைக்ரோபவர்
डिजिटल प्रदर्शन,டிஜிட்டல் காட்சி
डिजिटल फिल्टर,டிஜிட்டல் வடிகட்டி
डिजिटल फिल्टरिंग,டிஜிட்டல் வடிகட்டுதல்
संख्यात्मक तर्क,எண்ணியல் பகுத்தறிவு
संख्यात्मक तर्क,எண்ணியல் பகுத்தறிவு
डिजिटल पॉलिमीटर,டிஜிட்டல் பாலிமீட்டர்
डिजिटल पॉलिमीटर,டிஜிட்டல் பாலிமீட்டர்
डिजिटल पल्स,டிஜிட்டல் துடிப்பு
डिजिटल सिग्नल प्रोसेसिंग,டிஜிட்டல் சிக்னல் செயலாக்கம்
डिजिटल दूरदर्शन,டிஜிட்டல் தொலைக்காட்சி
डिजिटल अॅनालॉग कनवर्टर,டிஜிட்டல் அனலாக் மாற்றி
विमा,காப்பீடு
आयामी समीकरण,பரிமாண சமன்பாடு
डायोड,டையோடு
डायोड वैशिष्ट्ये,டையோடு பண்புகள்
डायोड वैशिष्ट्यपूर्ण वक्र,டையோடு பண்பு வளைவு
डायोड डिटेक्टर,டையோடு கண்டறிதல்
डायोड गुणक,டையோடு பெருக்கி
डायोड ट्रान्झिस्टर लॉजिक/डीटीएस,டையோடு டிரான்சிஸ்டர் லாஜிக்/டிடிஎஸ்
मुलगी,மகள்
nati स्विच,நாட்டி மாறுதல்
द्विगुणित,டிப்ளாய்டு
द्विध्रुव,இருமுனை
द्विध्रुवीय अँटेना,இருமுனை ஆண்டெனா
dirac,dirac
थेट पत्ता,நேரடி முகவரி
थेट जोडणी,நேரடி இணைப்பு
डायरेक्ट मेमरी ऍक्सेस (DMA),நேரடி நினைவக அணுகல் (DMA)
थेट लेखन मुख्य भाग,நேரடி எழுத்து உடல்
दिशात्मक गेमेट,திசை கேமட்
दिशात्मक लाभ,திசை ஆதாயம்
दिशादर्शकता,திசை
दिशा अँटेना,திசை ஆண்டெனா
अक्षम चौकशी,திறனற்ற ஆய்வு
डिसेम्बल,பிரிக்கவும்
विसर्जन,மூழ்குதல்
"विसर्जन दिवा, विसर्जन दिवा","மூழ்கும் விளக்கு, மூழ்கும் விளக்கு"
कण द्रव्य,குறிப்பிட்ட காாியம்
वितरण कर,விநியோக வரி
अवतल अँटेना,குழிவான ஆண்டெனா
डिस्क,வட்டு
विस्थापन स्थिर (स्थिर),இடப்பெயர்ச்சி மாறிலி (நிலையான)
विस्थापन वर्तमान,இடப்பெயர்ச்சி மின்னோட்டம்
विस्थापन त्रुटी,இடப்பெயர்ச்சி பிழை
प्रदर्शन,கண்காட்சி
क्षय,சிதைவு
विकृती,திரித்தல்
विकृती नुकसान,உருமாற்றம் சேதம்
विरूपण वर्तमान श्रेणी,விலகல் தற்போதைய வரம்பு
विरूपण प्रवाह रॉट,சிதைவு நீரோடை அழுகல்
विकृती संवेदनशीलता,சிதைவு உணர்திறன்
विरूपण लाभ मार्जिन,விலகல் ஆதாய விளிம்பு
विरूपण इनपुट प्रतिरोध,சிதைவு உள்ளீடு எதிர்ப்பு
विकृती लूप लाभ,விலகல் வளைய ஆதாயம்
वितरित अॅम्प्लीफायर,விநியோகிக்கப்பட்ட பெருக்கி
वितरण गुणक,விநியோக பெருக்கி
भिन्नता प्राप्तकर्ता,மாறுபாடு பெறுதல்
शून्य विभागणी चाचणी,பூஜ்ஜிய பிரிவு சோதனை
डी-लेयर,டி-லேயர்
आयनोस्फीअरचा डी-स्तर,அயனோஸ்பியரின் D- அடுக்கு
डी-मॉस,d-moss
डॉल्बी बॉडी,டால்பி உடல்
प्रभावी पोल,பயனுள்ள துருவம்
प्रभावी ध्रुव प्रतिकार,பயனுள்ள துருவ எதிர்ப்பு
देणगीदार कचरा,நன்கொடையாளர் கழிவு
देणगीदार साहित्य,நன்கொடை பொருள்
काळजी न करण्याची स्थिती,கவனிப்பு நிலை
भेसळ,கலப்படம்
डॉपलर प्रभाव,டாப்ளர் விளைவு
डॉपलर रडार,டாப்ளர் ரேடார்
डोसमीटर,டோசிமீட்டர்
पॉइंट मॅट्रिक्स,புள்ளி அணி
पॉइंट नोटेशन,புள்ளி குறிப்பு
दुय्यम समस्या,இரண்டாம் நிலை பிரச்சினை
bilayer कॅपेसिटर,இரு அடுக்கு மின்தேக்கி
binaural klystron,பைனரல் கிளிஸ்ட்ரான்
द्विपक्षीय बार,இருதரப்பு பட்டை
द्विपक्षीय पीसी बोर्ड,இருதரப்பு பிசி வாரியம்
दुहेरी चिन्हांकन,இரட்டை குறியிடுதல்
दुहेरी ट्रान्झिस्टर,இரட்டை டிரான்சிஸ்டர்
ड्युअल ट्यून अॅम्प्लीफायर,இரட்டை டியூன் செய்யப்பட்ட பெருக்கி
डबल लेयर ट्रान्झिस्टर अॅम्प्लिफायर,இரட்டை அடுக்கு டிரான்சிஸ்டர் பெருக்கி
दुप्पट,இரட்டிப்பாகிறது
व्यत्यय वेळ,குறுக்கீடு நேரம்
आउटपुट इलेक्ट्रोड,வெளியீடு மின்முனை
अनुगामी आउटपुट इलेक्ट्रोड,பின்தொடரும் வெளியீட்டு மின்முனை
d राम,டி ராம்
d राम,டி ராம்
रनऑफ सेल,ஓடும் செல்
प्रवाह प्रवाह,ஓடை ஓடை
प्रवाह वेग,ஓடும் வேகம்
छिद्र पाडणे टेप,துளை நாடா
ऑपरेटर बस,நடத்துனர் பேருந்து
ऑपरेटिंग स्टेज,இயக்க நிலை
अधर्म,அக்கிரமம்
कोरडा सेल,உலர் செல்
कोरडे कोरीव काम,உலர் பொறித்தல்
कोरडा चित्रपट,உலர் படம்
कोरडे स्विचिंग,உலர் மாறுதல்
ड्रायस्टास आर्ट डिस्प्लेसर,டிரைஸ்டாஸ் ஆர்ட் டிஸ்ப்ளேசர்
डी.टी.ई.,டி.டி.இ.
dtl (डायोड ट्रान्झिस्टर लॉजिक),dtl (டையோடு டிரான்சிஸ்டர் தர்க்கம்)
"ड्वेगेट फेट, ड्वेगेट एफ. ई.टी.","ட்வைஜெட் ஃபேட், டுவைஜெட் எஃப். இ.டி."
दुहेरी जुळणी,இரட்டை பொருத்தம்
जोडप्याचे प्रसारण,ஜோடி பரிமாற்றம்
दुहेरी वाचन समन्वयक,இரட்டை வாசிப்பு ஒருங்கிணைப்பாளர்
"ड्युअल-डिफरन्स अॅनालॉग, डिजिटल कनवर्टर","இரட்டை வேறுபாடு அனலாக், டிஜிட்டல் மாற்றி"
द्विध्रुवीय बदल,இருமுனை மாற்றம்
डबल फॉलो व्होल्टेज कंट्रोलर,இரட்டை பின்தொடர் மின்னழுத்த கட்டுப்படுத்தி
द्वैत,இருமை
दुहेरी पंक्ती,இரட்டை வரிசை
मूक अँटेना,அமைதியான ஆண்டெனா
डुप्लेक्स ट्रान्समिशन,இரட்டை பரிமாற்றம்
उपयुक्तता प्रमाण,பயன்பாட்டு விகிதம்
उपयुक्तता गुणोत्तर मॉड्यूलेशन,பயன்பாட்டு விகித பண்பேற்றம்
dB-25 कनेक्टर,dB-25 இணைப்பான்
निवासस्थान,குடியிருப்பு
डायनॅमिक वैशिष्ट्ये,மாறும் பண்புகள்
डायनॅमिक वैशिष्ट्ये,மாறும் பண்புகள்
डायनॅमिक प्रवाह,மாறும் மின்னோட்டம்
डायनॅमिक प्रतिबाधा,டைனமிக் மின்மறுப்பு
"डायनॅमिक लोड लाइन, लोड लाइन","டைனமிக் சுமை வரி, சுமை வரி"
डायनॅमिक मेमरी,மாறும் நினைவகம்
व्हेरिएबल मेमरी सेल,மாறி நினைவக செல்
डायनॅमिक मेमरी रिफ्रेशर,டைனமிக் நினைவக புதுப்பிப்பு
डायनॅमिक माउस उलथापालथ,மாறும் சுட்டி தலைகீழ்
डायनॅमिक रॅम डायनॅमिक रॅम,டைனமிக் ரேம் டைனமிக் ரேம்
डायनॅमिक श्रेणी,மாறும் வரம்பு
