Marathi,Malayalam
कलम केलेला वनस्पती,ഒട്ടിച്ച പ്ലാന്റ്
कलम-विसंगत,ഗ്രാഫ്റ്റ്-പൊരുത്തപ്പെടുന്നില്ല
ग्रॅना,ഗ്രന്ന
ग्रॅन्युलेशन,കൃതം
ग्रीन खत,പച്ച വളം
हरित क्रांती,ഹരിത വിപ്ലവം
वाढ आणि विकास,വളർച്ചയും വികസനവും
गमोसिस,ഗംമോസിസ്
गायनोडिओसियस,ഗൈനോഡിയോസിയസ്
पित्त नट,പിത്തസഞ്ചി
लसूण,വെളുത്തുള്ളി
गर्बेरा,ഗെർബെറ
Gherkin,ഗെർക്ക്
आले,ഇഞ്ചിര്
ग्लॅडिओलस,ഗ്ലാഡിയോലസ്
बकरी तण (एजराटम),ആട് കള (ഏജററ്റം)
द्राक्षफळ,ചെറുമധുരനാരങ്ങ
द्राक्षे,മുന്തിരി
हिरवा हरभरा,ചെറുപയർ
ग्रेव्हिया,ഗ്രാമവകാശ
शेंगदाणे,നിലക്കടല
पेरू,പേര
गिनिया गवत,ഗ്വിനിയ പുല്ല്
पित्त मिज,പിത്തസഞ്ചി
गवत हॉपर,പുല്ല് ഹോപ്പർ
Gondhy बग,ഗുണ്ടി ബഗ്
सवय,ശീലം
गारा,ആഹാനം
केशरचना,ഹെയിവിവിച്ച്
हॅलोफाइट,ഹാലോഫൈറ്റ്
हॅरो,ഹാരോ
कापणी निर्देशांक,വിളവെടുപ്പ് സൂചിക
कापणी,വിളവ്
कापणी,വിളവെടുപ്പ്
हॅच,കിളിവാതില്
गवत,വയ്ക്കോല്
गवत,ഭേഹം
गवत,ആഞ്ഞടിക്കല്
धुके,മൂടല്മഞ്ഞ്
हेझी,മഞ്ഞ്മൂടിയ
प्रमुख (कृषी),തല (അഗ്രോ)
प्रमुख (चॅनेलचे),തല (ചാനലിന്റെ)
मागे जात आहे,തിരികെ തലക്കെട്ട്
हेज,കുറ്റിച്ചെടി
हेजिंग,ഹെഡ്ജിംഗ്
हेलिक्स,ഹെലിക്സ്
हेमॅटाइट,ഹെമറ്റൈറ്റ്
औषधी वनस्पती,സസം
हर्बेरियम,ഹെരിബറിയം
औषधी वनस्पती,കളനാശിനി
आनुवंशिकता,വംശപാരന്വരം
आत्मीयता,പാരപാനം
हर्माफ्रोडाइट,ഹെർമാഫ്രോഡൈറ്റ്
हेटरोक्रोमॅटिक,ഹെട്രോക്രോമാറ്റിക്
हेटरोफर्टिलायझेशन,ഹെറ്ററേഷൻലൈസേഷൻ
हेटरोसिस,അറ്റത്തേക്കും
हेटरोसोम,ഹെറ്ററോസോം
हेटरोट्रोफ,ഹെറോട്രോഫ്
हेक्साप्लोइड,ഹെക്സാപ്ലോയിഡ്
हायबरनेट,ഹൈബർനേറ്റ്
उच्च घनतेची लागवड,ഉയർന്ന സാന്ദ്രത നടീൽ
हिल (तांदूळ),ഹിൽ (അരി)
हिस्टोग्राम,ഹിസ്റ്റോഗ്രാം
हिटेक फलोत्पादन,ഹൈക്ക് ഹോർട്ടികൾച്ചർ
पोळे,കൂട്
होईंग,ഹോയിംഗ്
होल्डिंग,പിടിക്കുക
होम फार्म,ഹോം ഫാം
होमिओस्टॅसिस,ഹോമോസ്റ്റാസിസ്
होमस्टीड,ഹോംസ്റ്റേഡ്
एकसंधपणा,ഏകതാന
एकसंध,ഏകതാനമായ
होमोलोगस,ഹോമോനോഗസ്
होमोझीगोटे,ഹോമോസിഗോട്ട്
हॉपर,ഹോപ്പർ
होरायझन,ചക്രവാളം
बागायती पिके,ഹോർട്ടികൾച്ചറൽ വിളകൾ
बागायती,ഹോർട്ടികൾച്ചർ
हॉर्टी-सिल्वी खेडूत शेती,ഹോർട്ടി-സിൽവി ഇടയശ്ത്ഠിംഗ്
होस्ट,ആതിഥേയന്
गरम पाण्याचे उपचार,ചൂടുവെള്ള ചികിത്സ
हुल,തൊണ്ട്
आर्द्रता,ഈർപ്പം
बुरशी,ഹ്യൂമസ്
भुंगा,തൊലി
हस्कर,തൊലി
हस्किंग,ഹസ്കിംഗ്
संकरित,ഹൈബ്രിഡ്
संकरीत,ജലവൈദമാക്കല്
हायड्रेशन,ജലാംശം
हायड्रोलॉजी,ജലവൈകരണം
हायड्रोलिसिस,ജലവിശ്ലേഷണം
हायड्रोमीटर,ഹൈഡ്രെയിൻ
हायड्रोफिलस,ഹൈഡ്രോഫിലസ്
हायड्रोपोनिक्स,ഹൈഡ്രോപോണിക്സ്
हायड्रोस्फीअर,ഹൈഡ്രോഫിയർ
हायड्रोस्कोपीसीटी,ഹൈഡ്രോസ്കോപ്പിറ്റി
हायपरपॅरासाइट,ഹൈപ്പർപാരാസറ്റ്
हायपरप्लासिया,ഹൈപ്പർപ്ലാസിയ
हायफा,എസ്യ്പ്പ്
हायपोकोटाइल,ഹൈപ്പോകോട്ടൈൽ
हायपोथेसिस,അനുമാനസം
हिस्टेरिसिस (पाणी),ഹിസ്റ്റെറിസിസ് (വെള്ളം)
हेझेल नट,ഹാസൽ നട്ട്
भांग,ചെതാവ്
हेनबेन,ഹെൻബെയ്ൻ
मेंदी,ഹെന്ന
हिबिस्कस,ചെമ്പരുത്തി
हॉप,ചാട്ടം
घोडा हरभरा,കുതിര ഗ്രാം
घोडा-डोळा-बीन,കുതിര-കണ്ണ്-ബീൻ
मधमाशी,തേനീച്ച
हॉपर,ഹോപ്പർ
बागायती,ഹോർട്ടികൾച്ചറിസ്റ്റ്
हायड्रोलॉजिस्ट,ജലശാസ്ത്രജ്ഞൻ
सिटू ग्राफ्टिंग मध्ये,സിറ്റു ഒട്ടിക്കൽ
ग्लासमध्ये,വിട്രോയിൽ
व्हिव्हो मध्ये,വിവോയിൽ
अंदाधुंदी,വിവേചനരഹിതമായ
कीटक,പുഴു
कीटक कीटक,പ്രാണികളുടെ കീടങ്ങൾ
कीटक,കീസദമായ
कीटकनाशक,കീടനാശിനി
कीटकनाशक,കീടനാശിനി
इन्सोलेशन,ധിക്കാരി
अघुलनशील,പുള്ളിപ്പുഴ
इन्स्टार (कीटक),ഇൻസ്റ്റാർ (പ്രാണികൾ)
इन्सुलेटर,സുഖാനുസൃതം
एकात्मिक रोग व्यवस्थापन,സംയോജിത രോഗ പരിപാലനം
एकात्मिक पोषक व्यवस्थापन,സംയോജിത പോഷക മാനേജുമെന്റ്
एकात्मिक कीटक व्यवस्थापन,സംയോജിത കീടങ്ങളെ പരിപാലനം
तीव्रता,തീവ്രവാദം
गहन,തീവമായ
इंटरपॉप,ആലോചിക്കുക
परस्परसंवाद (परस्परसंवाद),ഇന്റർ ദുഷ്പീകരണം (ഇന്റർ കൾട്ട്)
व्याज,പലിശ
इंटर्नोड,ഇന്റനോഡ്
इंटरफेस (सेल विभाग),ഇന്റർഫേസ് (സെൽ ഡിവിഷൻ)
इंटरपोलेशन,ഇന്റർപോളേഷൻ
आंतर-वृद्ध,ഇന്റർ-അണുവിമുക്തമാണ്
यादी,സാധനങ്ങൾ
उलटा,വിപരീതം
Incocre,ഇവന്റോക്രെ
आयन,യൻകിട
इरिडिएशन,വികിരണം
सिंचन,ജലസേചനം
आयएसओ les लेल्स,ഐഎസ്ഒ അല്ലെലുകൾ
आयएसओ उत्पादन वक्र,ഐഎസ്ഒ ഉൽപ്പന്ന വക്രത
आयसोबार,ഐസോബാർ
Isogamy,ഇസോഗമി
अलगाव अंतर,ഒറ്റപ്പെടൽ ദൂരം
आयसोप्लॉइड,ഐസോപ്ലോയിഡ്
आयसोक्वांट,ഐസ്കോംകാന്റ്
समस्थानिक,ഐസോടോപ്പ്
भारतीय बर्च,ഇന്ത്യൻ ബിർച്ച്
भारतीय निळा पाइन,ഇന്ത്യൻ നീല പൈൻ
भारतीय चेरी,ഇന്ത്യൻ ചെറി
भारतीय जुनिपर,ഇന്ത്യൻ ജുനൈപ്പർ
भारतीय किनो वृक्ष,ഇന്ത്യൻ കിനോ മരം
भारतीय लॉरल ट्री,ഇന്ത്യൻ ലായറൽ ട്രീ
भारतीय वेडा,ഇന്ത്യൻ ഭ്രാന്തൻ
भारतीय मॅडलर,ഇന്ത്യൻ മാഡ്ലർ
भारतीय पोडो फिलम,ഇന്ത്യൻ പോഡോ ഫൈലം
इंडिगो,ഇൻഡിഗോ
इटालियन बाजरी,ഇറ്റാലിയൻ മില്ലറ്റ്
आयव्हरी ट्री,ആനക്കൊമ്പ് വൃക്ഷം
आयव्ही गॉर्ड/लिटल लबाडी,ഐവി പൊറോട്ട / ലിറ്റിൽ പൊറോട്ട
गूळ,മന്ദബുദ്ധി
जपोनिका तांदूळ,ജാപോണിക്ക അരി
जॅसिड,ജാസിദ്
जावानिका तांदूळ,ജാവാനിക്ക അരി
जेलिंग,ജെല്ലിംഗ്
झूम शेती,Jum കൃഷി
जंपिंग जीन,ചാടുന്ന ജീൻ
जंक डीएनए,ജങ്ക് ഡിഎൻഎ
किशोर टप्पा,ജുവനൈൽ ഘട്ടം
जकारांडा,ജസറന്ദ
फणस,ചക്ക
जामुन,മുൻ
चमेली,ജാസ്മിൻ
जट्टी खट्टी,ജട്ടി ഖട്ടി
जॅट्रोफा,ജാട്ട്രോഫ
Jute,ചണം
जॅसिड्स,ജാസിഡുകൾ
काओलिन,കയോലിൻ
Kaolinite,Koolianite
Kaolinite,Koolianite
कॅरीन्चीमा,കര്യൻചേരിമ
Karyodesma,കരോഡെസ്മ
Karyogamy,കാരിയോബാമി
कॅरोग्राम (इडिओग्राम),കാറിഗ്രാം (IDiOGRAM)
Karyokinesis,കാരിയോകിനിസ്
कॅरोलॉजी,കരിയോളജി
कॅरोलिसिस,കരോലിസിസ്
कॅरियन,കറിയോൺ
कॅरिओटाइप,കാരിരിയോടൈ
केल्प (एकपेशीय वनस्पती),കെൽപ് (ആൽഗ)
केल्विन सायकल,കെൽവിൻ സൈക്കിൾ
केराटिन,കെരാറ്റിൻ
कर्नल,കേർണൽ
खैरा रोग,ഖൈറ രോഗം
खरीफ,ഖാരിഫ്
विनोद,കളിയാക്കാനുള്ള
किनेटोचोर,കിടോചോർ
किचन गार्डन,അടുക്കളത്തോട്ടം
क्लेनफिल्टर सिंड्रोम,ക്ലീൻഫിൽട്ടർ സിൻഡ്രോം
क्लेनो फ्रॅगमेंट,KLENOV ശകലം
नॉचिंग,നോട്ടിയ
कोचचे पोस्ट्युलेट,കൊച്ചിന്റെ പേര്
कोप्पेनचे वर्गीकरण (हवामान),കോപ്പേഴ്സ് ക്ലാസിഫിക്കേഷൻ (കാലാവസ്ഥ)
क्रेब्स सायकल,ക്രെസ് സൈക്കിൾ
कुर्टोसिस,കുട്ടി
केव्हीके (कृषी विगीयन केंद्र),കെവികെ (കൃഷി വിജ്ഞൻ കേന്ദ്ര)
कडम,കടാം
काळे,കലെ
कॅन्स गवत,കന്മാർ പുല്ല്
कारोंडा,കരുണാന്ത
"मूत्रपिंड बीन, राजमाह","കിഡ്നി ബീൻ, രാജ്മ"
किविफ्रीट,Kiwifriuut
नोल खोल,നോൾ ഖോൾ
कोडाम्पुली,കോടംമ്പുലി
कोडो बाजरी,കൊഡോ മില്ലറ്റ്
कोकम बटर ट्री (मॅंगोस्टीन),കോകം വെണ്ണ ട്രീ (മംഗോസ്റ്റിൻ)
खाप्रा बीटल,ഖപ്പുര വണ്ട്
एल.डी. 50 (प्राणघातक डोस 50),L.D.50 (മാരകമായ ഡോസ് 50)
लॅब टू लँड,ലംബമായി
लेबल,മൗലിപ്പ്
श्रम,തൊഴിലാളി
लाख ऑपेरॉन मॉडेल,ലാക് ഓപ്പറൺ മോഡൽ
स्तनपान,മുലയൂട്ടൽ
दुग्धशर्करा,ലാക്ടാനെനിക് ഹോർമോൺ (പ്രോലാക്റ്റിൻ)
दुग्धशर्करा,ലാക്ടോസ്
लॅगिंग स्ट्रँड,ലഗ്ഗുചെയ്യുന്ന സ്ട്രോണ്ട്
लॅम्बडा क्लोनिंग वेक्टर,ലാംഡ ക്ലോണിംഗ് വെക്റ്റർ
लॅमिनेर एअर प्रवाह,ലാമർ എയർ ഫ്ലോ
दिवा ब्रश गुणसूत्र,ലാമ്പ് ബ്രഷ് ക്രോമസോം
जमीन,നിലം
जमीन क्षमता वर्गीकरण,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി വർഗ്ഗീകരണം
जमीन क्षमता नकाशा,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി മാപ്പ്
जमीन अधोगती,ഭൂമി അപകടം
जमीन समकक्ष प्रमाण,ഭൂമി തുല്യമായ അനുപാതം
जमीन समतल,ഭൂമി നില
जमीन पुनर्प्राप्ती,ഭൂമി വീണ്ടെടുക്കൽ
लँडस्केपींग,ലാൻഡ്സ്കേപ്പിംഗ്
जमीन योग्यता,ലാൻഡ് അനുയോജ്യത
जमीन वापर नमुना,ഭൂവിനിയോഗ രീതി
लॅन्जरहन्स पेशी,ലങ്കാൻഹാൻ സെല്ലുകൾ
लॅप्स रेट,കാലഹരണപ്പെടൽ നിരക്ക്
अळ्या,ലാർവ
विलंब,ലേറ്റേഷന്
सुप्त,ലെഡ് വ്യൂ
सुप्त संक्रमण,ഒളിഞ്ഞിരിക്കുന്ന അണുബാധ
बाजूकडील,ലാറ്ററൽ
नंतरच्या माती,ലാറ്ററൈറ്റ് മണ്ണ്
लेटेक्स,ലാത്ക്സ്
लॅथिरिझम,നാതിരിവാദം
लॅटिन स्क्वेअर डिझाइन (एलएसडी),ലാറ്റിൻ സ്ക്വയർ ഡിസൈൻ (എൽഎസ്ഡി)
जाळी,ലാറ്റിസ്
तडजोडीच्या फायद्याचा कायदा,കവർന പ്രയോജനത്തിന്റെ നിയമം
निरंतर परतावा कायदा,നിരന്തരമായ വരുമാനത്തിന്റെ നിയമം
क्षीण परतावा कायदा,വരുമാനം കുറയ്ക്കുന്നതിനുള്ള നിയമം
वाढत्या रीटन्सचा कायदा,വർദ്ധനവ് വർദ്ധിപ്പിക്കാനുള്ള നിയമം
मर्यादित घटकांचा कायदा,പരിമിതപ്പെടുത്തുന്ന രീതി
किमान कायदा,കുറഞ്ഞത് നിയമം
प्रतिस्थापनाचा कायदा,പകരക്കാരന്റെ നിയമം
चल प्रमाणात कायदा,വേരിയബിൾ അനുപാതങ്ങളുടെ നിയമം
थर,അടുക്ക്
लेआउट,കെട്ടിടത്തിന്റെ പ്ളാന്
लीचेट,അയതലിക്കുക
लीचिंग कार्यक्षमता,ലീച്ചിംഗ് കാര്യക്ഷമത
लीचिंग आवश्यकता,ലീച്ച് ആവശ്യകത
अग्रगण्य स्ट्रँड,മുൻനിര സ്ട്രാന്റ്
पानांचे क्षेत्र कालावधी,ഇല വിസ്തൃതി ദൈർഘ്യം
लीफ एरिया इंडेक्स,ഇല ഏരിയ സൂചിക
लीफ एरिया रेशो,ഇല ഏരിയ അനുപാതം
लीफ खाण कामगार,ഇല ഖനിത്തൊഴിലാളി
लीफ टेस्टिंग,ഇല പരിശോധന
पान,ഇല
पत्रक,ലഘുലേഖ
लीज,പാട്ടം
शेंगा,പയർവർഗ്ഗ
लीसा - (कमी उर्जा इनपुट टिकाऊ शेती),ലീസ - (കുറഞ്ഞ energy ർജ്ജ ഇൻപുട്ട് സുസ്ഥിര കാർഷിക മേഖല)
लेन्टिसेल,പന്നികം
लेन्टो केशिका बिंदू,ലെന്റോ കാപ്പിലറി പോയിന്റ്
लेपटोनमा,ലെപ്റ്റോണിമ
लेप्टोस्पायरोसिस,ലെപ്റ്റോസ്പിറോസിസ്
लेरो-मॉर्फिक,ലെറോ-മോർഫിക്
घाव,നിഖേഭം
प्राणघातक उत्परिवर्तन,മാരകമായ മ്യൂട്ടേഷൻ
ल्युकोप्लास्ट,ല്യൂക്കോപ്ലാസ്റ്റ്
स्तरीय टेरेस,ലെവൽ ടെറസ്
लेव्हलर (लेव्हलर),ലെവൽക്കാരൻ (ലെവലിയർ)
समतल (जमीन),(ഭൂമിയുടെ) ലെവലിംഗ്
ले शेती,കള്ള കൃഷി
लिबिगचा किमान कायदा,കുറഞ്ഞത് ലിബിഗിന്റെ നിയമം
बंधन,ഉപക്കുറിത
हलकी भरपाई बिंदू,നേരിയ നഷ്ടപരിഹാര പോയിന്റ്
हलकी संपृक्तता तीव्रता,ലൈറ്റ് സാച്ചുറേഷൻ തീവ്രത
प्रकाश ट्रान्समिशन रेशो,ലൈറ്റ് ട്രാൻസ്മിഷൻ അനുപാതം
हलका सापळा,നേരിയ കെണി
मर्यादा,പരിമിതമാണ്
मर्यादा,പരിമിതപ്പെടുത്താതെ
मर्यादित घटक,പരിമിതപ്പെടുത്തുന്ന ഘടകം
लिमोनाइट,ലിമോണൈറ്റ്
ओळ,നിര
रेखीय प्रतिसाद,ലീനിയർ പ്രതികരണം
दुवा,ലിങ്ക്
दुवा गट,ലിങ്കേജ് ഗ്രൂപ്പ്
लिंकर,ലിങ്കറുകാരന്
लिंट इंडेक्स,ലിന്റ് സൂചിക
लाइन्टर्स,ലിന്ററുകൾ
लिपिड,ലിപിഡ്
लिपोलिसिस,ലിപ്പോളിസിസ്
लिक्विडेशन,ലിക്വിക്റ്റേഷൻ
लिस्टर,തലക്കെട്ട്
लिस्टर,തലക്കെട്ട്
सूची,ലിസ്റ്റിംഗ്
लिथोस्फीयर,ലിത്തോസ്ഫിയർ
कचरा,ലിറ്റർ
लाइव्ह मल्च,തത്സമയ പുതപങ്ങൾ
लिव्हरवॉर्ट,ലിവർവാർട്ട്
पशुधन,കന്നുകാലി
स्थानिक नियंत्रण,പ്രാദേശിക നിയന്ത്രണം
लोकस,ലോക്കസ്
टोळ,വെട്ടുക
लॉजिंग (पीक निवास),താമസം (വിള താമസസ്ഥലം)
Lodicule,ലോഡിക്കുയേറ്റ്
लोस,ലോയസ്സുള്ള
लॉगरथिमिक ट्रान्सफॉर्मेशन,ലോഗർട്ടിമിക് പരിവർത്തനം
लांब -दिवस वनस्पती,ദീർഘനാളത്തിന്റെ ചെടി
लाँग वेव्ह रेडिएशन,നീണ്ട തരംഗ വികിരണം
लूप,ലൂപ്പ്
लोपिंग,ലോപ്പിംഗ്
लाकूड,ചപ്പുചവറുകള്
लक्स,ലക്സ്
लक्झरी वापर (पोषक),ആഡംബര ഉപഭോഗം (പോഷകരീതി)
लक्झरी जीन्स,ആഡംബര ജീനുകൾ
लाइकोपीन,ലൈക്കോപീൻ
लिम्फ,ലിംഫ്
लायसिमीटर,ലിസിമീറ്റർ
सेलचे लिसिस,സെല്ലിന്റെ ലിസിസ്
लायझोनी,ലിസോഗനി
लायसोसोम,ലിസോസോം
लायझोझाइम,ലൈസോസിം
लाख वृक्ष,ലാക് ട്രീ
लाख,ലാക്കി
"बाईची बोट, भेंडी","ലേഡിയുടെ വിരൽ, ഒക്ര"
लँड कॅलट्रॉप्स,ഭൂമി കൽപ്ട്രോപ്പുകൾ
लँटाना,ലാന്താന
लॅथिरस,ലതിറിൽ
लीक,വെളുത്തുള്ളി
गवती चहा,നാരങ്ങ പുല്ല്
लिंबू,നാരങ്ങ
मसूर,പന്തു
लेक्वोरिस,താഴ്ന്ന
कोशिंबिरीसाठी वापरण्यात येणारा एक पाला व त्याचे झाड,ലെറ്റസ്
कमळ,താമസം
चुना,നാരങ്ങ
अलसी,യന്തമായി
लिची,Litki
लहान बाजरी,ചെറിയ മില്ലറ്റ്
लांब खरबूज,നീളമുള്ള തണ്ണിമത്തൻ
लांब मिरपूड,നീളമുള്ള കുരുമുളക്
Loquat,ലോക്വാട്ട്
कमळ,താമര
Lurcerne,മങ്ങിയത്
लाख कीटक,ലാക്കി പ്രാണികൾ
लेडी बर्ड बीटल,ലേഡി പക്ഷി വണ്ട്
लीफ खाण कामगार,ഇല ഖനിത്തൊഴിലാളി
लीफ रोलर,ഇല റോളർ
लीफ वेबर,ഇല വെബ്ബർ
टोळ,വെട്ടുക
मॅक्रो इव्होल्यूशन,മാക്രോ പരിണാമം
मॅक्रोक्लीमेट,മാക്രോക്ലൈമേറ്റ്
मॅक्रोमोलिक्यूल,മാക്രോമോലോൾകൾ
मॅक्रोमेशन,മാക്രോമുട്ടേഷൻ
मॅक्रोन्यूट्रिएंट,മാക്രോണിറ്ററി
मॅक्रोपोरेस,മാക്രോപോളർ
मॅगगॉट,പുഴു
मॅग्मा,മഗ്മ
मॅग्नेशिया,മഗ്ത്രിയ
मॅग्नेशियम,മഗ്നീഷ്യം
चुंबकीय स्टिरर,കാന്തികശരീരം
परिमाण,തീവ്രത
महुआ केक,മഹുവ കേക്ക്
देखभालकर्ता ओळ,പരിപാലകൻ
देखभाल,പരിപാലനം
मका शेलर,ചോളം ഷെല്ലർ
नर निर्जंतुकीकरण,ആൺകുല്യം
विकृती,വൈകല്യങ്ങള്
विकृती,മലിതം
कुपोषण,പോഷകാഹാരക്കുറവ്
गैरवर्तन,ദുരുപയോഗം
माल्टिंग,മാലിംഗ്
व्यवस्थापक,പുൽത്തൊട്ടി
खारफुटी,കണ്ടൽക്കാരൻ
मॅनोमीटर,ഗാനംമീറ്റര്
मॅनोमीटर,ഗാനംമീറ്റര്
मॅन्टिसा (लॉगरिदमचा),മാന്തിസ (ലോഗരിതം)
खत,വളം
खनिज,വളം
सीमान्त,അരികിലുള്ള
सीमान्त खर्च,നാമമാത്രമായ ചിലവ്
सीमान्त जमीन,നാമമാത്ര ഭൂമി
सीमान्त उत्पादन,നാമമാത്ര ഉൽപ്പന്നം
सीमान्त परतावा,നാമമാത്രമായ തിരിച്ചുവരവ്
सागरी,സമുധായം
मार्कर (अनुवांशिक),മാർക്കർ (ജനിതക)
बाजार,ചന്ത
विक्रेता,വിപണനീയമായ
विक्रेता अधिशेष,വിപണന മിച്ചം
विपणन अधिशेष,മാർക്കറ്റുചെയ്ത മിച്ചം
विपणन,മാർക്കറ്റിംഗ്
मार्श,ചതുപ്പുനിലം
मोठा प्रवाह,കൂട്ട ഒഴുക്ക്
वस्तुमान निवड,മാസ് തിരഞ്ഞെടുക്കൽ
मास-स्पेक्ट्रोमीटर,മാസ്-സ്പെക്ട്രോമീറ്റർ
मास्ट,കപ്പല്പായ്മരം
मातृ वारसा,മാതൃ അനന്തരാവകാശം
वीण,ഇണചേരൽ
मॅट्रिक क्षमता,ട്രിക് സാധ്യത
परिपक्वता,പമേയൽ
परिपक्वता (पीक),മെച്യൂരിറ്റി (വിള)
जास्तीत जास्त उपलब्ध पाणी,ലഭ്യമായ പരമാവധി വെള്ളം
जास्तीत जास्त पीक,പരമാവധി ക്രോപ്പിംഗ്
जास्तीत जास्त अवशेष मर्यादा,പരമാവധി ശേഷിക്കുന്ന പരിധി
जास्तीत जास्त टिकाऊ उत्पन्न,പരമാവധി സുസ്ഥിര വിളവ്
जास्तीत जास्त थर्मामीटर,പരമാവധി തെർമോമീറ്റർ
जास्तीत जास्त पाणी धारण करण्याची क्षमता,പരമാവധി വാട്ടർ ഹോൾഡിംഗ് ശേഷി
कुरण बाग,പുൽമേടുകളുടെ ആലോക്കങ്ങൾ
मीली,Mely
म्हणजे विचलन,ശരാശരി വ്യതിയാനം
म्हणजे जीवन (अणु),ശരാശരി ജീവിതം (ന്യൂക്ലിയർ)
म्हणजे समुद्राची पातळी,സമുദ്രനിരപ്പ്
सरासरी चौकोन,ശരാശരി ചതുരം
उपाय,അളക്കുക
मोजमाप,അളവ്
यांत्रिक,യന്തസംബന്ധമായ
यांत्रिक विश्लेषण (माती),മെക്കാനിക്കൽ വിശകലനം (മണ്ണ്)
यांत्रिक प्रतिबिंब,മെക്കാനിക്കൽ ഇൻട്രക്ഷൻ
यांत्रिकी शेती,യന്ത്രവൽകൃത കൃഷി
मध्यम,ശരാശരി
औषधी वनस्पती,Medic ഷധ സസ്യമാണ്
भूमध्य हवामान,മെഡിറ്ററേനിയൻ കാലാവസ്ഥ
मेगागॅमेटोजेनेसिस,മെഗാഗമെറ്റോജെനിസിസ്
मेगास्पोरंगिया,മെഗാസ്പോംഗീരിയ
मेगासपोर (मॅक्रोस्पोर),മെഗാസ്പോർ (മാക്രോസ്കൂർഡ്)
मेगास्पोरोजेनेसिस,മെഗാസ്പോജനെസിസ്
मेयोसिस,മെയോസിസ്
मधुर माती,മെലോ മണ്ണാണ്
डीएनए वितळविणे,ഡിഎൻഎ ഉരുകുന്നു
पडदा फिल्टर,മെംബ്രൺ ഫിൽട്ടർ
मेंडेलियन वारसा,മെൻഡലിയൻ അനന്തരാവകാശം
मेंडेलिझम,മെൻഡലിസം
मेंडेलचा वारसा कायदा,മെൻഡലിന്റെ അനന്തരാവകാശ നിയമം
व्यापारी,വാപാരച്ചരക്കുകള്
बुध,മെർക്കുറി
मेरिस्टेम,കരുതലുള്ളത്
मेसोक्लीमेट,മെസ്യൂക്ലിമേറ്റ്
मेसोडर्म,മഷോഡെർം
मेसोफिल,മെസോഫിൽ
मेसोफाइट,മെസോഫൈറ്റ്
मेसो-पोर्स,മെസോ-സുഷിരങ്ങൾ
मेसोस्फीअर,മെസോസ്ഫിയർ
मेसेंजर आरएनए (एम-आरएनए),മെസഞ്ചർ ആർഎൻഎ (എം-ആർഎൻഎ)
चयापचय,പരിണാമം
चयापचय,മെറ്റബോളിറ്റുകൾ
धातू धरण,മെറ്റൽ ഡാം
मेटामॉर्फिक खडक,മെറ്റ്മോർഫിക് പാറകൾ
मेटामॉर्फोसिस,മാംസം
मेटाफेस,മെറ്റാഫേസ്
मेटास्ट्रस,മെറ്റസ്ട്രാസ്
मेटाक्सेनिया,മെറ്റക്സേനിയ
हवामानशास्त्र,കാലാവസ്ഥാ
मेथेमोग्लोबिनेमिया,മെഥമോഗ്ലോബിനമിയ
पद्धत प्रात्यक्षिक,രീതി പ്രകടനം
मीका,മൈക്ക
मायक्रो बेसिन,മൈക്രോ തടം
सूक्ष्म प्राणी,മൈക്രോ മേന
सूक्ष्मजंतू,സൂക്ഷ്മോവിനോടോ
मायक्रोबियल बायोमास कार्बन,സൂക്ഷ്മജീവ ബയോമാസ് കാർബൺ
मायक्रोबियल डीग्रेडेशन,സൂക്ഷ്മജീവികളമായ അപചയം
सूक्ष्मजीव कीटकनाशक,സൂക്ഷ്മപരിശോധനയുള്ള കീടനാശിനി
मायक्रोबायोलॉजी,മൈക്രോബയോളജി
मायक्रोबायोटिक,മൈക്രോബയോട്ടിക്
मायक्रोक्लीमेट,മൈക്രോക്ലൈമേഷൻ
मायक्रोइन्वायरनमेंट,മൈക്രോൻവിയോൺമെന്റ്
मायक्रोफ्लोरा,മൈക്രോഫ്ലോറ
मायक्रोगामेटोजेनेसिस,മൈക്രോകമെറ്റോജെനിസിസ്
सूक्ष्मकरण,മൈക്രോ സോറിഗേഷൻ
मायक्रोमेटोरोलॉजी,മൈക്രോമീറ്ററോളജി
मायक्रोन्यूट्रिएंट,സൂക്ഷ്മ പോഷകൻ
मायक्रोप्लॉट,മൈക്രോപ്ലോട്ട്
मायक्रोपोर,മൈക്രോപോറെ
मायक्रोपाईल,സൂക്ഷ്മപരിശോധന
मायक्रोस्कोपी,സൂക്ഷ്മതൈ
मायक्रोस्पोरॅंगियम,മൈക്രോസ്പോർച്ചർഗ്യം
मायक्रोस्पोर संस्कृती,മൈക്രോ സോസ്പോർ കൾച്ചർ
मायक्रोस्पोर मदर सेल,മൈക്രോസ്പോർഫ് മാതൃ സെൽ
मायक्रोस्पोर,മൈക്രോ സോസ്പോർ
मायक्रोटोम,മൈക്രോടോം
मायक्रोटोपोग्राफी,മൈക്രോടോപ്പോഗ്രാഫി
मध्य-हंगाम दुरुस्ती,മിഡ് സീസൺ തിരുത്തൽ
स्थलांतर,കുടിയേറ്റം
दूध धान्य स्टेज,പാൽ ധാന്യവേജ്
मिलपीड,മില്ലിപീഡ്
बाजरी,മില്ലറ്റുകൾ
