English,Marathi
Comparator circuit,तुलनात्मक सर्किट
Comparator method,तुलना पद्धत
Comparison,तुलना पद्धत
Comparison anatenna,तुलनात्मक अँटेना
Comparison bridge,तुलना पूल
Comparison element,तुलना युनिट
Comparison of frequencies,वारंवारतांची तुलना
Comparison spectroscope,तुलनात्मक स्पेक्ट्रोस्कोप
Comparison spectrum,स्पेक्ट्रमची तुलना करा
Comparison stars,तुलना तारे
Comparison test,तुलना चाचणी
Compass,"होकायंत्र, होकायंत्र, होकायंत्र"
Compass card,कंपास कार्ड
Compass dial,कंपास डायल
Compass error,सूचक त्रुटी
Compass heading,"होकायंत्र उत्तर-कोन, होकायंत्र अभिमुखता"
Compass needle,"डिकलिस्टी, कुतुबनुमाची सुई"
Compatibililty,"सुसंगतता, सुसंगतता, सुसंगतता, सुसंगतता"
Compatibility equation,सुसंगत समीकरण
Compatible acceleration,सातत्यपूर्ण प्रवेग
Compatible colour television,सुसंगत रंगीत दूरदर्शन
Compatible single side band system,सुसंगत सिंगल साइड बँड यंत्रणा
Compatible stereo system,सुसंगत स्टिरिओ सिस्टम
Compensate,"भरपाई, बदला"
Compensated alternator,प्रतिसंतुलित अल्टरनेटर
Compensated amplifier,भरपाई करणारे अॅम्प्लीफायर
Compensated force,तिरस्करणीय शक्ती
Compensated loop cirection finder,घड्याळाच्या उलट दिशेने निर्धारक
Compensated pendulum,प्रतिकार करणारा पेंडुलम
Compensated semiconductor,भरपाई देणारा सेमीकंडक्टर
Compensated voltmeter,प्रतिसंतुलित व्होल्टमीटर
Compensated volume control,भरपाई करणारा लाउडनेस कंट्रोलर
Compensated wattmeter,प्रतिसंतुलित वॅटमीटर
Compensating base-bar,प्रतिशोधात्मक ग्राउंड पेनल्टी
Compensating error,चुकीची भरपाई
Compensating fluctuations,काउंटरवेलिंग फेरफार
Compensating lead,प्रतिकार
Compensating network,भरपाईचे जाळे
Compensating plate,भरपाई देणारी प्लेट
Compensation,"भरपाई, भरपाई, भरपाई"
Compensation pyrheliometer,परावर्तित सूर्यकिरण मोजले
Compensation signal,भरपाई सिग्नल
Compensation theorem,प्रतिकार प्रमेय
Compensator,प्रतिकार
Compensatory projection,प्रतिउद्देश
Compilation,"संकलन, व्याख्या"
Compilation chart,संकलन तक्ता
Compilation material,संग्रह साहित्य
Compile,"संकलन, व्याख्या"
Compiler,"दुभाषी, संकलक"
Compiler language,भाषेचा अर्थ लावणे
Compiling (=translating),व्याख्या
Complement converter,पूरक कनवर्टर
Complementarity,पूरकता
Complementary,पूरकता
Complementary acceleration,पूरक प्रवेग
Complementary addition,पूरक योग
Complementary angle,पूरक कोन
Complementary antenna,पूरक अँटेना
Complementary basis,पूरक आधार
Complementary chromaticity,पूरक रंगद्रव्य
Complementary colour,पूरक रंग
Complementary event,पूरक कार्यक्रम
Complementary filter,पूरक फिल्टर
Complementary gene,पूरक जनुक
Complementary harmony,पूरक सुसंवाद
Complementary transistor,पूरक ट्रान्झिस्टर
Complemented lattice,पूरक जाळी
Complete,पूर्ण
Complete adder,पूर्ण कंपाइलर
Complete analysis,संपूर्ण विश्लेषण
Complete carry,पूर्ण नफा
Complete enrichment,पूर्ण समृद्धी
Complete lattice,पूर्ण जाळी
Complete spllitting,पूर्ण ब्रेकडाउन
Completed shell,पूर्ण सेल
Complex,"जटिल, जटिल, जटिल, जटिल संघ, जटिल रॉक असोसिएशन"
Complex admittance,संमिश्र प्रवेश
Complex atom,जटिल अणू
Complex cathode,जटिल कॅथोड
Complex characteristic function,जटिल वैशिष्ट्यपूर्ण कार्य
Complex compliance,जटिल पाठपुरावा
Complex constant,जटिल स्थिरांक
Complex coupling,संमिश्र जोडणी
Complex data,जटिल डेटा
Complex dielectric constant,संमिश्र डायलेक्ट्रिक निर्देशांक
Complex displacement,संमिश्र विस्थापन
Complex displays,संमिश्र प्रदर्शन
Complex fault,जटिल दोष
Complex frequency,संमिश्र वारंवारता
Complex function,जटिल कार्य
Complex impedance,संमिश्र प्रतिबाधा
Complex index of refraction (=complex refractive index),संमिश्र अपवर्तक निर्देशांक
Complex mechanism,जटिल यंत्रणा
Complex modulus,संमिश्र मॉड्यूलस
Complex monochromatic component,जटिल मोनोक्रोमॅटिक घटक
Complex note,मिश्र स्वर
Complex number,जटिल संख्या
Complex operator,जटिल ऑपरेटर
Complex plane,संमिश्र विमान
Complex potential,संमिश्र क्षमता
Complex potential well model,संमिश्र विभव कूप मॉडेल्स
Complex quantity,जटिल बेरीज
Complex radiation,संमिश्र विकिरण
Complex refractie index,संमिश्र अपवर्तक निर्देशांक
Complex resistance,संमिश्र प्रतिकार
Complex resultant,संमिश्र परिणाम
Complex structure,संमिश्र रचना
Complex tensor field,"संमिश्र टेन्सर क्षेत्र, जटिल टेन्सर क्षेत्र"
Complex unit,जटिल युनिट
Complex variable,जटिल चल
Complex velocity,संमिश्र वेग
Complex velocity component,संमिश्र वेग घटक
Complex wave,संमिश्र लहर
Complex wave generator,संमिश्र लहर जनरेटर
Complex wave number,जटिल तरंग संख्या
Complex Zeeman effect,जटिल झीमन प्रभाव
Complexion,स्वरूप
Complexion,जटिल आयन
Compliance,पाठपुरावा
Compliance constants,उत्तराधिकार स्थिर
Compllicated shot,"जटिल लघुचित्रे, गुंतागुंतीचे शॉट्स"
Component,"घटक, संबंधित घटक"
Component analysis,घटक विश्लेषण
Component atom,घटक अणू
Component compensating faulure,घटक पूरक अपयश
Component dependent failure,घटक अवलंबून अपयश
Component displacement,घटक विस्थापन
Component equation,घटक समीकरण
Component event,घटक घटना
Component independent faulure,घटक अवलंबून अपयश
Component of displacement,विस्थापन घटक
Component of interaction,परस्परसंवाद घटक
Component of scalar,स्केलर घटक
Component of stress,तणाव घटक
Component of tensor,स्केलर घटक
Component of variance,भिन्नता घटक
Component of vector,वेक्टर घटक
Component of velocity,वेग घटक
Component projection,घटक प्रक्षेपण
Component synthesis,घटक संश्लेषण
Component-partial failure,घटक अपयश
Composite anode,मिश्र धातु एनोड
Composite beam,संयुक्त शिक्षा
Composite cable,मिश्र धातु केबल
Composite circuit,एकत्रित सर्किट
Composite colour signal,मिश्र वर्ण सिग्नल
Composite dislocation,मिश्र दोष
Composite electrode,एकत्रित इलेक्ट्रोड
Composite event,"एकत्रित घटना, मिश्र घटना"
Composite filter,संमिश्र फिल्टर
Composite lattice,मिश्र धातुची जाळी
Composite modulation voltage,मिश्रधातू मॉड्यूलेशन व्होल्टेज
Composite picture,मिश्रित चित्र
Composite picture signal,मिश्रित चित्र सिग्नल
Composite projection,संमिश्र प्रोजेक्शन
Composite pulse,मिश्रित नाडी
Composite receprocal lattice,मिश्रित व्यस्त जाळी
Composite shot,"मॉन्टेज शॉट, मॉन्टेज लघुचित्र"
Composite spectrum,मिश्र धातु स्पेक्ट्रम
Composite synchronization,मिश्रित सिंक्रोनाइझेशन
Composite twin,संयुक्त यमल
Composite video signal,मिश्र धातु व्हिडिओ सिग्नल
Composition (of substances),"रचना, रचना, रचना"
Composition law of acdeleration,त्वरणाचा संयोजन कायदा
Composition of couplex,जोडणी
Composition of forces,बल संयोजन
Composition of vectors,वेक्टर संयोजन
Compostie conductor,संमिश्र ड्रायव्हर
Compound,"मिश्रित, मिश्रित, एकत्रित, खुले"
Compound beam,संयुक्त शिक्षा
Compound burner,कंपाऊंड इग्निटर
Compound circuit,कंपाऊंड सर्किट
Compound crystal,संमिश्र क्रिस्टल
Compound dislocation,मिश्र दोष
Compound engine,"कंपाऊंड इंजिन, द्विपदी इंजिन"
Compound fraction,मिश्रित अंश
Compound frequency distribution,मिश्र वारंवारता वितरण
Compound function,"कंपाऊंड फंक्शन, कंपाऊंड फंक्शन"
Compound generator,कंपाऊंड जनरेटर
Compound horn,"कंपाऊंड हॉर्न, कंपाऊंड हॉर्न"
Compound interferometer,संमिश्र इंटरफेरोमीटर
Compound lattice,मिश्र धातुची जाळी
Compound lens,संमिश्र लेन्स
Compound lever,"संयुक्त लीव्हर, संयुक्त लीव्हर"
Compound microscope,कंपाऊंड मायक्रोस्कोप
Compound modulation,मिश्र मॉड्यूलेशन
Compound motor,कंपाऊंड मोटर
Compound note,मिश्र स्वर
Compound nucleus,"संयुक्त केंद्रक, संलयन केंद्रक"
Compound nucleus model,फ्यूजनल न्यूक्लियस मॉडेल
Compound number,मिश्र संख्या
Compound operation,मिश्र ऑपरेशन
Compound pendulum,asral लोलक
Compound photoelectric effect,एकत्रित फोटोइलेक्ट्रिक प्रभाव
Compound plate,संयुक्त बोर्ड
Compound turbine,कंपाऊंड टर्बाइन
Compound winding,मिश्र कुंडली
Compound would (dynamo),मिश्र धातु कॉइल
Compound-connected transistor,एकत्रित ट्रान्झिस्टर
Compounded elastic corss-section,एकत्रित लवचिक श्रेणी
Compounded velocity,एकत्रित वेग
Compoundign of tensors,"प्रदेशांचे संयोजन, टेन्सर्सचे संयोजन"
Compounding of velocities,वेग संयोजन
Compress,कॉम्प्रेस (सं.) कॉम्प्रेस (v.)
Compressed,संकुचित
Compressed body,संकुचित शरीर
Compressed gas,संकुचित वायू
Compressibility,संकुचितता
Compressibility correction,संकुचितता सुधारणा
Compressibillity coefficient,संकुचितता गुणांक
Compressibillity factor,संकुचितता गुणांक
Compressible,संक्षेप
Compressible body,संकुचित करण्यायोग्य शरीर
Compressible flow,संकुचित प्रवाह
Compressible turbulence,संकुचित अशांतता
Compressing machine,कंप्रेसर मशीन
Compression,संक्षेप
Compression limit,कॉम्प्रेशन मर्यादा
Compression mode,कॉम्प्रेशन मोड
Compression rivet,कॉम्प्रेशन रिव्हेट
Compression strain,कॉम्प्रेशन विरूपण
Compression stress,कॉम्प्रेशन तणाव
Compression stroke,कॉम्प्रेशन टप्पा
Compression system,कॉम्प्रेशन सिस्टम
Compressional force,कॉम्प्रेशन फोर्स
Compressional theory,संक्षेप तत्त्व
Compressive force,संकुचित शक्ती
Compressive strain,कॉम्प्रेशन विरूपण
Compressive stress,कॉम्प्रेशन तणाव
Compressive yield force,कॉम्प्रेशन ड्रॉप फोर्स
Compressor,"कंप्रेसर, कंप्रेसर"
Compromise network,मध्यम मार्ग नेटवर्क
Compromise velocity,मध्यवर्ती वेग
Comprressible fluids,संकुचित द्रव
Compton band,कॉम्प्टन बोर्ड
Compton effect,कॉम्प्टन प्रभाव
Compton electron,"कॉम्प्टन इलेक्ट्रॉन, उलट इलेक्ट्रॉन"
Compton equation,कॉम्प्टन समीकरण
Compton line,कॉम्प्टन लाइन
Compton recoil,कॉम्प्टन मीटर
Compton scatter,कॉम्प्टन रिफ्लेक्स
Compton scattering,कॉम्प्टन स्कॅटरिंग
Compton shift,कॉम्प्टन ट्रान्सफर
Compton wavelength,कॉम्प्टन तरंगलांबी
Compton-scatter,कॉम्प्टन स्कॅटर
Compton-scattered photon,कॉम्प्टन विखुरलेले फोटॉन
Computation,गणना
Computational,संगणकीय
Computational capacity,संगणकीय क्षमता
Computational efficiency,संगणकीय कार्यक्षमता
Computational formula,संगणकीय सूत्र
Computational procedure,संगणकीय पद्धत
Computational scheme,संगणकीय योजना
Computational technique,संगणकीय पद्धत
Computationally,संगणकीयपणे
Computed current,गणना केलेला प्रवाह
Computed distance,गणना केलेले अंतर
Computed equation,गणना केलेले समीकरण
Computed value,गणना मूल्य
Computer,"संगणक, संगणक (मशीन), संगणक (व्यक्ती)"
Computer algorithm,गणना अल्गोरिदम
Computer failure,संगणक निष्क्रिय करणे
Computer organisation,संगणक संस्था
Computer programme,संगणक कार्यक्रम
Computer programming,संगणक प्रोग्रामिंग
Computer reset key,संगणकाची पुनर्रचना की
Computer simulation,संगणक सिम्युलेशन
Computer simulator,संगणक सिम्युलेटर
Computer-limited,संगणक मर्यादित
Computere utillity,गणना उपयुक्तता
Computerize,संगणक फिट करा
Computing,गणना
Computing formula,गणना सूत्र
Computing linkage,गणना बंधनकारक
Computing mechanism,संगणकीय पद्धत
Computing scale,संगणन स्केल
Concave,अवतल
Concave grating,अवतल जाळी
Concave lens,अवतल भिंग
Concave meniscus,अवतल मेनिस्कस
Concave mirror,अवतल आरसा
Concave programming,ओरिएंटेड प्रोग्रामिंग
Concavity,अवतल
Concavo-concave,द्विकोनकेव्ह
Concavo-convex (lens),अवतल
Concentrate,"लक्ष केंद्रित करणे, लक्ष केंद्रित करणे, एकाग्र करणे (ver, ), लक्ष केंद्रित करणे (नाही, )"
Concentrated,"एकाग्र, एकाग्र, एकाग्र"
Concentrated arc,केंद्रित चाप
Concentrated force,केंद्रित शक्ती
Concentrated instantaneous source,केंद्रित तात्काळ स्रोत
Concentrated load,केंद्रित फुगवटा
Concentrated vortices,केंद्रित भ्रम
Concentration,"एकाग्रता, एकाग्रता, एकाग्रता, एकाग्रता"
Concentration overvoltage,एकाग्रता overvoltage
Concentration polarisation,एकाग्रता ध्रुवीयता
Concentric coils,एककेंद्री वर्तुळाकार रिंग
Concentric distribution,केंद्रित वितरण
Concentric groove (=locked groove),"एकाग्र स्लॉट, बद्ध स्लॉट"
Concentric lens,एकाग्र लेन्स
Concentric rings,केंद्रित रिंग
Concentric winding,केंद्रित मिठी मारणे
Conception,"गर्भधारणा, गर्भधारणा"
Conceptual,वैचारिक
Conceptual model,संकल्पनात्मक मॉडेल
Concert,मैफिल
Concertina,कॉन्सर्टिना
Concord,"सुसंगतता, सुदृढता"
Concordance,"जवळीक, संवाद"
Concordant,"सुसंवादित, ट्यून केलेले, तणावरहित"
Concurrent,समवर्ती
Concurrent forces,समवर्ती शक्ती
Concurrent heating,समवर्ती गरम करणे
Concurrent operation,समवर्ती ऑपरेशन
Concurrent optical system,अनुगामी ऑप्टिकल प्रणाली
Concurrent processing,समवर्ती संसाधन
Concurrent reactions,समवर्ती प्रतिक्रिया
Condction,ड्रायव्हिंग
Condensant,द्रव
Condensation,"संक्षेपण, द्रवीकरण"
Condensation coefficient,द्रवीकरण गुणांक
Condensation curve,द्रवीकरण वक्र
Condensation line,कॉम्पॅक्शन वक्र
Condensation nuclei,द्रव केंद्रक
Condensation point,कॉम्पॅक्शन पॉइंट
Condensation pump,द्रवीकरण पंप
Condensation theory,कॉम्पॅक्शनिझम
Condense,"घनीभूत करणे, द्रव करणे, द्रव करणे"
Condensed,"घनरूप, द्रवरूप, संक्षिप्त"
Condensed film,घनरूप चित्रपट
Condensed flow structure,कॉम्पॅक्ट प्रवाह रचना
Condensed instruction deck,कंडेन्स्ड इंस्ट्रक्शन डीएसी
Condensed isotherm,कंडेन्स्ड इसोथर्म
Condensed phase,घनरूप टप्पा
Condensed spark,घनरूप स्पार्क
Condensed state,घनरूप स्थिती
Condensed system,घनरूप प्रणाली
Condenser,"कंडेनसर, कॅपेसिटर, कलेक्टर"
Condenser bank,कॅपेसिटर स्टोरेज
Condenser ionizaiton chamber,कॅपेसिटर आयनीकरण कक्ष
Condenser lens,लेन्स गोळा करणे
Condenser microphone,कॅपेसिटर मायक्रोफोन
Condenser paper,कॅपेसिटर पेपर
Condensing agent,"कंडेनसिंग फॅक्टर, कंडेनसिंग"
Condensing chamber,द्रवीकरण कक्ष
Condensing electroscope,कॅपेसिटर इलेक्ट्रोस्कोप
Condensing lens (=condenser),लेन्स गोळा करणे
Condensing monochromator,"मोनोक्रोमेटर गोळा करणे, मोनोक्रोमेटर गोळा करणे"
Condensing steam engine,द्रवीभूत स्टीम इंजिन
Condensive reactance,प्रतिक्रिया धारण
Condition,"स्थिती, स्थिती, स्थिती, स्थिती, स्थिती"
Condition for interference,हस्तक्षेप प्रतिबंध
Condition number,मर्यादा संख्या
Condition of collinearity,संरेखन प्रतिबंध
Condition of compatibility,सुसंगतता निर्बंध
Condition of consistency,सुसंगतता निर्बंध
Condition of energy equilibrium,ऊर्जा संतुलन-निर्बंध
Condition of equilibrium,शिल्लक निर्बंध
Condition of incompressibility,संकुचितता-निर्बंध
Condition of resonance,अनुनाद प्रतिबंध
Conditional branch (=conditional discrimination),प्रतिबंधात्मक तर्क
Conditional branching,प्रतिबंध शाखा
Conditional break point instruction,"ब्रेक-इन सूचना, ब्रेक-इन सूचना"
Conditional convergence,प्रतिबंधित अभिसरण
Conditional diserimination,सशर्त तपासणी
Conditional entropy,प्रतिबंधित एन्ट्रॉपी
Conditional instability,प्रतिबंधात्मक अस्थिरता
Conditional jump (=conditional discrimination),प्रतिबंधात्मक तर्क
Conditional operation,सशर्त ऑपरेशन
Conditional quantity,मर्यादा रक्कम
Conditional stability,"प्रतिबंधात्मक स्थायीत्व, प्रतिबंधात्मक स्थायीत्व"
Condon parabola,"कॉन्डोन पॅराबोला, कॉन्डोन पॅराबोला"
Condor,कॉन्डोर
Conductance,वाहकता
Conductance ratio,चालकता प्रमाण
Conducting ellipsoid,ड्रायव्हर लंबवर्तुळाकार
Conducting fluid,ड्रायव्हर द्रव
Conducting leads,प्रवाहकीय तार
Conducting medium,वाहन चालवण्याचे माध्यम
Conducting period,चालू वेळ
Conducting sphere,ड्रायव्हर बॉल
Conducting tensor,ड्रायव्हर फील्ड
Conduction band,वहन बँड
Conduction current,वहन प्रवाह
Conduction current density,वहन वर्तमान घनता
Conduction electron (=valence electron),"वहन इलेक्ट्रॉन, व्हॅलेन्स इलेक्ट्रॉन"
Conduction pump,वहन पंप
Conductive coating,ड्रायव्हर कोटिंग
Conductive coupling,प्रवाहकीय जोडणी
Conductive deafness,प्रवाहकीय बहिरेपणा
Conductive discharge,प्रवाहकीय विसर्जन
Conductivity,वाहकता
Conductivity bridge,"चालकता-सेतू, चालकता-सेतू"
Conductivity cell,चालकता सेल
Conductivity coeffieient,चालकता गुणांक
Conductivity m odulation transistor,चालकता मॉड्यूलेशन ट्रान्झिस्टर
Conductivity modulation,चालकता मॉड्यूलेशन
Conductivity quotient,चालकता प्रमाण
Conductivity tensor,चालकता स्पेक्ट्रम
Conductomerter,चालकता मीटर
Conductometric analysis,चालकता विश्लेषण
Conductor,चालक
Cone aerial )=cone antenna),शंकू अँटेना
Cone loudspeaker,शंकू लाउडस्पीकर
Cone of friction,घर्षण शंकू
Cone of silence,शांतता शंकू
Cone of silence marker beacon (=Z marker beacon),z-मार्कर बीकन
Cone sheet,कोन शीट
Conficdence curve,आत्मविश्वास वक्र
Conficence coefficient,आत्मविश्वास गुणांक
Confidence,निष्ठा
Confidence band,ट्रस्ट बार
Confidence belt,निष्ठा मेखेला
Confidence interval,आत्मविश्वास मध्यांतर
Confidence interval estimat,आत्मविश्वास मध्यांतर अंदाज
Confidence limits,निष्ठा मर्यादा
Configuration,"कॉन्फिगरेशन, कॉन्फिगरेशन"
Configuration control,"कॉन्फिगरेशन नियंत्रण, स्थिती नियंत्रण"
Configuration-inter action,कॉन्फिगरेशन-परस्परसंवाद
Configurational,कॉन्फिगरेशन
Configurational co-ordinates,कॉन्फिगरेशन समन्वय
Configurational heat capacity,कॉन्फिगरेशन उष्णता क्षमता
Configurationally excited state,स्पष्टपणे उत्तेजित स्थिती
Confirmatory evidence,पुष्टीकरण पुरावा
Confocal,confocal
Confocal coordinates,confocal समन्वय
Confocal resonator,कॉन्फोकल रेझोनेटर
Confocal surface,confocal पृष्ठ
Conformaer,अनुरूप
Conformation,कॉन्फिगरेशन
Conformational analysis,"रचनात्मक विश्लेषण, रचनात्मक विश्लेषण"
Confusion reflector,"भ्रामक परावर्तक, भ्रम"
Confusion region,अस्पष्टता क्षेत्र
Congruence,एकरूपता
Congruent,एकरूप
Conical coordinates,कोनिक निर्देशांक
Conical flow,शंकूचा प्रवाह
Conical helix,शंकूच्या आकाराची कुंडलिनी
Conical horn,शंकू-शिंग
Conical horn antenna,शंकूच्या आकाराचे अँटेना
Conical mixer,शंकूच्या आकाराचे मिक्सर
Conical pendulum,लोलक
Conical refraction,शंकूचे अपवर्तन
Conical scanning,कोनिक स्कॅनिंग
Conjugate,"संयुग्मित करणे (v.), संयुग्मित होणे (ver.)"
Conjugate arms,संयुग्मित हात
Conjugate axial point,संयुग्मित अक्षीय बिंदू
Conjugate axis,संयुग्मित अक्ष
Conjugate beam,संयुग्मित वाक्य
Conjugate complex structure,संयुग्मित जटिल रचना
Conjugate diameters,संयुग्मित व्यास
Conjugate direction,संयुग्मित दिशा
Conjugate focal length,संयुग्मित फोकस फरक
Conjugate foci,संयुग्मित फोकस
Conjugate forces,संयुग्म बल
Conjugate impedance,संयुग्मित प्रतिबाधा
Conjugate network,संयुग्मित जाळी
Conjugate nucleus,संयुग्म केंद्रक
Conjugate symmetry,संयुग्मित सममिती
Conjugate vectors,संयुग्मित वेक्टर
Conjugated multiple bond,संयुग्मित पॉलिमर बाँड
Conjugated parameter,संयुग्मित पॅरामीटर
Conjugative-substituent blue shift,संयुग्मित-पर्यायी निळा निर्मिती
Conjunct motion,संयुग्म गती
Conjunction,योगायोग ऑपरेशन
Conjunctive search,घटक शोधणे
Connected in parallel,लॅटरल असोसिएटेड
Connected in series,"साखळी संबंधित, श्रेणी संबंधित"
Connected load,संबंधित भार
Connected simple pendulum,संबंधित साधा पेंडुलम
Connecting line,कनेक्टर लाइन
Connecting piece,सुटे भाग
Connection,कनेक्शन
Connection coefficient,बाँडिंग गुणांक
Connection in parallel,साइड कनेक्शन
Connection in series,वर्ग संलग्नता
Connector,"कनेक्टर, कनेक्टर"
Consecutive reactions,सलग प्रतिक्रिया
Conseervative force,संरक्षणात्मक शक्ती
Consequent poles,subdhruv
Conservation,संरक्षण
Conservation of angular momentum,कोनीय संवेग संवर्धन
Conservation of charge,शुल्क संवर्धन
Conservation of energy,ऊर्जा संवर्धन
Conservation of liner momentum,रेखीय गती संवर्धन
Conservation of mass,वस्तुमान संरक्षण
Conservation of parity,समता-संरक्षण
Conservative,संरक्षक
Conservative absorption,संरक्षणात्मक शोषण
Conservative element,संरक्षणात्मक घटक
Conservative field,संरक्षित क्षेत्र
Conservative paths,संरक्षणात्मक मार्ग
Conservative process,संरक्षणात्मक प्रक्रिया
Conservative property,संरक्षणात्मक गुणधर्म
Conservative system,संरक्षक शरीर
Consistency,"सुसंगतता, सातत्य, सातत्य, सुसंगतता"
Consistent,"सुसंगत, विरुद्ध"
Consistent system,परस्परविरोधी शरीर
Consol,कन्सोल
Consol beacon system,कन्सोल बीकन सिस्टम
Consolan,सांत्वन
Console (=display unit),कन्सोल
Console receiver,कन्सोल प्राप्तकर्ता
Consolute,विद्रव्य
Consolute curve,अभिसरण वक्र
Consolute temperature,"संलयन तापमान, संलयन तापमान"
Consonance,संवादात्मक
Consonant (note),संवादात्मक
Consonant sound,व्यंजन ध्वनी
Consrvation of spin,फिरकी संरक्षण
Consstant voltage generator,व्हेरिएबल व्होल्टेज जनरेटर
Constancy,स्थिरता
Constancy of velocity,वेग स्थिरता
Constant,"स्थिर, स्थिर, स्थिर, अचल, न बदलणारा, एकसमान"
Constant acceleration,एकसमान प्रवेग
Constant amplitude,स्थिर कोन
Constant amplitude recording,व्हेरिएबल आयाम रेकॉर्डिंग
Constant average friction,सतत सरासरी घर्षण
Constant boililng point,सतत उकळत्या बिंदू
Constant current generator,व्हेरिएबल वर्तमान जनरेटर
Constant current modulation (=Heising modulation),अपरिवर्तनीय मॉड्युलेशन
Constant deviation prism,निश्चित विचलन प्रिझम
Constant drift,सतत प्रवाह
Constant error,निश्चित त्रुटी
Constant failure rate,सतत अपयश दर
Constant flow calorimeter,स्थिर प्रवाह कॅलरीमीटर
Constant function,स्थिर कार्य
Constant head tank,निश्चित शीर्ष टाकी
Constant heat summation,स्थिर उष्णता साठवण
Constant hydrostatic pressure,स्थिर हायड्रोस्टॅटिक दबाव
Constant level apparatus,स्थिर उपकरणे
Constant life conefficient,स्थिर लिफ्ट गुणांक
Constant lift distribution,सतत hoisting वितरण
Constant load factor,स्थिर लोड गुणांक
Constant luminance system,अपरिवर्तनीय प्रदीपन प्रणाली
Constant of aberration,covariate संख्या
Constant of action,कर्मक
Constant of galvanometer,गॅल्व्हानोमीटर संवेदनशीलता
Constant of gravity,गुरुत्व बिंदू
Constant of instrument,इन्स्ट्रुमेंट स्थिर
Constant of proportionallity,समानुपातिक स्थिरता
Constant parameter,स्थिर मापदंड
Constant parity code,सतत समता कोड
Constant pressure aspirator,स्थिर दाब एस्पिरेटर
Constant pressure gas thermometer,स्थिर दाब गॅस थर्मामीटर
Constant pressure thermometer,"स्थिर दाब थर्मामीटर, स्थिर दाब थर्मामीटर"
Constant proportion,निश्चित प्रमाण
Constant resistance structure,अपरिवर्तनीय प्रतिकार संरचना
Constant stimuli method,सतत उत्तेजित करण्याची पद्धत
Constant temperature bath,फिक्स्चर पूल
Constant temperature regulator,स्थिरीकरण नियामक
Constant term,सतत टर्म
Constant velocity,एकसमान वेग
Constant volume gas thermometer,स्थिर व्हॉल्यूम गॅस-थर्मोमीटर
Constantan,कॉन्स्टंटन
Constants of circuit,सर्किटची वैशिष्ट्ये
Constellation,नक्षत्र
Constitution,"रचना, रचना, रचना"
Constitution of matter,पदार्थाची रचना
Constrained motion,प्रतिबंधित गती
Constraint,मर्यादा
Constriction,अरुंद करणे
Constriction of discharge,विसर्जन अरुंद करणे
Construct,"तयार करणे, बांधणे"
Construction,निर्मिती
Constructive interference,शाश्वत हस्तक्षेप
Consumed energy,ऊर्जा वापरली
Consumption,"खर्च, उपभोग, उपभोग"
Contact,"स्पर्श, स्पर्श, स्पर्श"
Contact action,संवाद
Contact angle,स्पर्शिका कोन
Contact breaker,संपर्क ब्रेकर
Contact cross section,संपर्क क्षेत्र
Contact doublet,स्पर्शक्षम दुहेरी लेन्स
Contact drop,संपर्क संभाव्य ड्रॉप
Contact lens,डोळ्यांच्या लेन्स
Contact line,संपर्क ओळ
Contact maker,"संपर्क, संपर्क"
Contact mass,संपर्क वस्तुमान
Contact microphone,मायक्रोफोनला स्पर्श करा
Contact noise,संपर्क आवाज
Contact of the first order,प्रथम पदवी स्पर्श
Contact pin,संपर्क पिन
Contact point,संपर्क बिंदू
Contact potencial difference,संपर्क क्षमता
Contact potential,संपर्क क्षमता
Contact potential barrier,संभाव्य रोधकाशी संपर्क साधा
Contact pressure,संपर्क दबाव
Contact print,संपर्क प्रिंट संपर्क प्रिंट
Contact printing,स्पर्श मुद्रण
Contact problem,संपर्क समस्या
Contact receptor,स्पर्श स्वीकारणारा
Contact rectifier (dry disc rectifier=metallilc rectifier),धातू सुधारक
Contact resistance,संपर्क प्रतिकार
Contact series,संपर्क श्रेणी
Contact stress,संपर्क तणाव
Contact surface,स्पर्श पृष्ठ
Contact tube,संपर्क ट्यूब
Contact wheel,स्पर्श मंडळ
Contactor,"संपर्क, संपर्क"
Containment,गर्भनिरोधक
Containment time,विलग्नवास कालावधी
Contamination,दूषित होणे
Contast developer,कॉन्ट्रास्ट डेव्हलपर
Content,"सामग्री, भाग, अर्धा"
Continuity,"सातत्य, सातत्य"
Continuity control,सातत्य नियंत्रक
Continuity of state,राज्य सातत्य
Continuity test,सातत्य चाचणी
Continuity theorem,सातत्य प्रमेय
Continuous,"अखंड, अखंड, अखंड, अखंड, अखंड"
Continuous absorption,सतत शोषण
Continuous beam,सतत शिक्षा
Continuous channel,सतत प्रणाली
Continuous convergence,सतत अभिसरण
Continuous current,सतत प्रवाह
Continuous duty machine,सतत मशीन
Continuous duty rating,सतत सीमांकन
Continuous electrode,सतत इलेक्ट्रोड
Continuous emission coefficient,सतत उत्सर्जन गुणांक
Continuous expansion,सतत विस्तार
Continuous filament,सतत फायबर
Continuous flow calorimeter,सतत प्रवाह थर्मोमीटर सतत प्रवाह कॅलरीमीटर
Continuous function,सतत कार्य
Continuous linear antenna array,सतत रेखीय अँटेना अॅरे
Continuous loading,सतत भार
Continuous material,सतत बाब
Continuous matter,सतत बाब
Continuous medium,सतत मीडिया
Continuous oscillation,सतत दोलन
Continuous periodic function,सतत आवर्ती कार्य
Continuous random variable,सतत यादृच्छिक चल
Continuous ratings,सातत्य मर्यादा
