Kannada,Punjabi
ಕ್ಯಾಂಟಿಂಗ್ ಶಸ್ತ್ರಾಸ್ತ್ರ,ਕੈਂਟਿੰਗ ਹਥਿਆਰ
ಬಂಧಿತ,ਬੰਦੀ
ಕ್ಯಾಪ್ಟರ್,ਕੈਪਟਰ
ಕಾರ್ಡಿನಲ್,ਕਾਰਡੀਨਲ
ಕಾರ್ಲ್,ਕਾਰਲ
ಕ್ಯಾರೊಲಿಂಗಿಯನ್ ರಾಜವಂಶ,ਕੈਰੋਲਿੰਗੀਅਨ ਰਾਜਵੰਸ਼
ಕಾರ್ತೂಸಿಯನ್ ಪಂಥ,ਕਾਰਥੁਸੀਅਨ ਸੰਪਰਦਾ
ಕಾರ್ಟೊಸಾ,ਕਾਰਟੋਸਾ
ಕ್ಯಾಸ್ಟೇಲಿಯನ್,ਕੈਸਟਲੀਅਨ
ಕ್ಯಾಸ್ಟೆಲಿಯನ್,ਕੈਸਟਲੀਅਨ
ಜಾತಿ ಪದ್ಧತಿ,ਜਾਤ ਪ੍ਰਣਾਲੀ
ಕೋಟೆ,ਕਿਲ੍ਹਾ
ಕೋಟೆ,ਕਿਲ੍ਹਾ
ಕೋಟೆಯ ಪಟ್ಟಣ,ਕੈਸਲ ਸ਼ਹਿਰ
ಕ್ಯಾಸ್ಟ್ರಾ,ਕਾਸਟਰਾ
ಕ್ಯಾಸ್ಟ್ರಾ,ਕਾਸਟਰਾ
ಕ್ಯಾಥೆಡ್ರಾ,ਕੈਥੇਡਰਾ
ಕ್ಯಾಥೆಡ್ರಲ್,ਗਿਰਜਾਘਰ
ಕ್ಯಾಟೊ ಸ್ಟ್ರೀಟ್ ಪಿತೂರಿ,ਕੈਟੋ ਸਟ੍ਰੀਟ ਸਾਜ਼ਿਸ਼
ಕೌಡಿಲ್ಲೊ,ਕਾਉਡੀਲੋ
ಕ್ಯಾವಲಿಯರ್,ਕੈਵਲੀਅਰ
ಕ್ಯಾವಲಿಯರ್,ਕੈਵਲੀਅਰ
ಕ್ಯಾವಲಿಯರ್ ಸಂಸತ್ತು,ਕੈਵਲੀਅਰ ਸੰਸਦ
ಅದುಲ್ಲಮ್ ಗುಹೆ,ਅਦੁੱਲਮ ਦੀ ਗੁਫਾ
ಗುಹೆ ಚಿತ್ರಕಲೆ,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
ಗುಹೆ ಚಿತ್ರಕಲೆ,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
ಸೆಂಟಮ್ವಿರ್,ਸੇਂਟਮਵੀਰ
ಸೆಂಚುರಿಯನ್,ਸੈਂਚੁਰੀਅਨ
ಶತಮಾನ,ਸਦੀ
ಚೈನ್ ರಕ್ಷಾಕವಚ (=ಚೈನ್ ಮೇಲ್),ਚੇਨ ਆਰਮਰ (= ਚੇਨ ਮੇਲ)
ಚಾಂಟ್ರಿ,ਛੰਤਰੀ
ಚಾಂಟ್ರಿ,ਛੰਤਰੀ
ಅಧ್ಯಾಯ ಪುಸ್ತಕ,ਚੈਪ ਕਿਤਾਬ
ಧರ್ಮಗುರು,ਪਾਦਰੀ
ಅಧ್ಯಾಯ,ਅਧਿਆਇ
ಅಪಘಾತಗಳ ಅಧ್ಯಾಯ,ਹਾਦਸਿਆਂ ਦਾ ਅਧਿਆਇ
ಶುಲ್ಕ,ਚਾਰਜ
ಚಾರ್ಜ್ ಡಿ&#39;ಅಫೇರ್ಸ್,ਚਾਰਜ ਡੀ
ಚಾರ್ಜ್ ವಿಭಜನೆ,ਚਾਰਜ ਵਿਭਾਜਨ
ಚಾರ್ಜರ್,ਚਾਰਜਰ
ರಥ,ਰੱਥ
ಸಾರಥಿ,ਰੱਥ
ಸಾರಥಿ,ਰੱਥ
ಸಾರಥಿ,ਰੱਥ
ಚಾರಿಟಿ ಅಡಿಗೆ,ਚੈਰਿਟੀ ਰਸੋਈ
ಚಾರ್ಟರ್,ਚਾਰਟਰ
ಚಾರ್ಟಿಸ್ಟ್ ಮೂವ್‌ಮೆಂಟ್ (=ಚಾರ್ಟಿಸಂ),ਚਾਰਟਿਸਟ ਅੰਦੋਲਨ (=ਚਾਰਟਿਜ਼ਮ)
ಚಾರ್ಟೋಫಿಲೇಸಿಯಮ್,ਚਾਰਟੋਫਾਈਲੇਸ਼ੀਅਮ
ಚಟೌ,Chateau
ಚೆಕ್ ಪೋಸ್ಟ್,ਚੈੱਕ ਪੋਸਟ
ರಾಸಾಯನಿಕ ಯುದ್ಧ,ਰਸਾਇਣਕ ਯੁੱਧ
ಚೆಸ್ಟರ್,ਚੈਸਟਰ
ಮುಖ್ಯಸ್ಥ,ਮੁੱਖ
ಮುಖ್ಯಸ್ಥ,ਸਰਦਾਰ
ಮುಖ್ಯಸ್ಥ,ਸਰਦਾਰ
ಮುಖ್ಯಸ್ಥ,ਸਰਦਾਰ
ಚಿಫೋನ್,ਸ਼ਿਫੋਨ
ಅಶ್ವದಳ,ਸ਼ਿਸ਼ਟਾਚਾਰ
ಆಯ್ಕೆಮಾಡಿದ ಜನರು,ਚੁਣੇ ਹੋਏ ਲੋਕ
ಕ್ರಿಸ್ಮೋಗ್ರಾಫಿಯನ್,ਕ੍ਰਿਸਮੋਗ੍ਰਾਫੀ
ಕ್ರೈಸ್ತಪ್ರಪಂಚ,ਈਸਾਈ-ਜਗਤ
ಕ್ರಿಶ್ಚಿಯನ್ ಯುಗ,ਈਸਾਈ ਯੁੱਗ
ಕ್ರಿಶ್ಚಿಯನ್ ಸಮಾಜವಾದ,ਈਸਾਈ ਸਮਾਜਵਾਦ
ಕ್ರಾನಿಕಲ್,ਇਤਹਾਸ
ಕ್ರಾನಿಕಲ್,ਇਤਿਹਾਸਕਾਰ
ಕ್ರೈಸ್ ಚೆರ್ಸೋನೀಸ್,Chryse Chersonese
ಸಿಮೆಲಿಯಮ್,ਸਿਮਲੀਅਮ
ಸಿಂಕ್ವೆಸೆಂಟೊ ಶೈಲಿ,Cinquecento ਸ਼ੈਲੀ
ಪ್ರದಕ್ಷಿಣೆ,ਸਰਕਮਨੇਵੀਗੇਸ਼ਨ
ಸಿಸ್ಟರ್ಸಿಯನ್ ಸನ್ಯಾಸಿ,ਸਿਸਟਰਸੀਅਨ ਭਿਕਸ਼ੂ
ಸಿಟಾಡೆಲ್,ਕਿਲਾ
ಉಲ್ಲೇಖ,ਹਵਾਲਾ
ಉಲ್ಲೇಖ,ਹਵਾਲਾ
ನಾಗರಿಕ ಅಸಹಕಾರ,ਸਿਵਲ ਅਣਆਗਿਆਕਾਰੀ
ಅಂತರ್ಯುದ್ಧ,ਸਿਵਲ ਯੁੱਧ
ಸಿವಿಸ್ ರೋಮನಸ್,ਸਿਵਿਸ ਰੋਮਨਸ
ಶಾಸ್ತ್ರೀಯ ವಯಸ್ಸು,ਕਲਾਸੀਕਲ ਉਮਰ
ಕ್ಲೆಫ್ಟ್ (=ಕ್ಲೆಫ್ಟ್),ਕਲੀਫ਼ਟ (=ਕਲੇਫ਼ਟ)
ಕ್ಲೆರಿಕಲಿಸಂ,ਕਲਰਕਵਾਦ
ಕ್ಲರುಚ್,ਕਲਰਚ
ಕ್ಲಿನಿಯಾಕ್ ಚಲನೆ,ਕਲੀਨਿਕ ਅੰਦੋਲਨ
ಕೋಟ್ ರಕ್ಷಾಕವಚ,ਕੋਟ ਸ਼ਸਤ੍ਰ
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
ಕೋಟ್ ಆಫ್ ಮೇಲ್,ਡਾਕ ਦਾ ਕੋਟ
ಕೋಹಾರ್ಟ್,ਸਮੂਹ
ಕಾಮಿಟಿಯಾ,ਕੋਮੀਟੀਆ
ಕಾಮಿಟಿಯಾ ಸೆಂಚುರಿಯಾಟಾ,Comitia Centuriata
ಕಮಿಟಿಯಾ ಕ್ಯುರಿಯಾಟಾ,Comitia Curiata
ಕಮಿಟಿಯಾ ಟ್ರಿಬುಟಾ,ਕੋਮੀਟੀਆ ਟ੍ਰਿਬੂਟਾ
ಸ್ಮರಣಾರ್ಥ ಕಮಾನು,ਯਾਦਗਾਰੀ arch
ಸ್ಮರಣಾರ್ಥ ನಾಣ್ಯ,ਯਾਦਗਾਰੀ ਸਿੱਕਾ
ಸ್ಮರಣಾರ್ಥ ಮುದ್ರೆ,ਯਾਦਗਾਰੀ ਮੋਹਰ
ಸಾಮಾನ್ಯ ಕ್ಷೇತ್ರ,ਆਮ ਖੇਤਰ
ಕಮ್ಯುನಾರ್ಡ್,Communard
ಕಾನ್ಕಾರ್ಡಾಟ್,ਕਨਕੋਰਡੈਟ
ಕಾನ್ಕಾರ್ಡಾಟ್,ਕਨਕੋਰਡੈਟ
ಕಾಂಡೋಟಿಯರ್,ਕੰਡੋਟੀਏਰ
ದೃಢೀಕರಣ ಕಾರ್ಟಾರಮ್,ਪੁਸ਼ਟੀਕਰਣ ਕਾਰਟਾਰਮ
ಸಂಘರ್ಷ,ਟਕਰਾਅ
ಸಭೆ,ਮੰਡਲੀ
ರಾಜ್ಯವನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು,ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ
ವಿಜಯಶಾಲಿ,ਜੇਤੂ
ವಿಜಯಶಾಲಿ,ਵਿਜੇਤਾ
ಕಾನ್ಸಿಲಿಯಮ್,ਕੌਸਿਲਿਅਮ
ಸಂಯೋಜಿತ,ਕੰਸਿਸਟਰੀ
ಪಿತೂರಿ,ਸਾਜ਼ਿਸ਼
ಪಿತೂರಿ,ਸਾਜ਼ਿਸ਼
ದೂತಾವಾಸ,ਕੌਂਸਲੇਟ
ಸಮಾಲೋಚನೆ ಪುಸ್ತಕ,ਸਲਾਹ-ਮਸ਼ਵਰੇ ਦੀ ਕਿਤਾਬ
ಕಾಂಟಿನೆಂಟಲ್ ಸಿಸ್ಟಮ್,ਮਹਾਂਦੀਪੀ ਪ੍ਰਣਾਲੀ
ಕನ್ವೆನ್ಷನ್ ಪಾರ್ಲಿಮೆಂಟ್,ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ
ಕಾಪರ್ ಹೆಡ್ಸ್ (=ಶಾಂತಿ ಪ್ರಜಾಪ್ರಭುತ್ವವಾದಿಗಳು),ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ)
ಕಾಪಿಹೋಲ್ಡ್,ਕਾਪੀਹੋਲਡ
ಕಾರ್ಡನಿಂಗ್,ਘੇਰਾਬੰਦੀ
ಕರೋನಾ,ਕਰੋਨਾ
ಪಟ್ಟಾಭಿಷೇಕ,ਤਾਜਪੋਸ਼ੀ
ಪಟ್ಟಾಭಿಷೇಕದ ಕಲ್ಲು,ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ
ಕಾರ್ಪಸ್,ਕਾਰਪਸ
ಕೋರ್ಸೇರ್,Corsair
ಕೋರ್ಸೇರ್,Corsair
ಕಾರ್ಸೆಟ್ (=ಕಾರ್ಸೆಲೆಟ್),ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ)
ಕಾರ್ಟೆಸ್,ਕੋਰਟੇਸ
ಕೋಟರ್ (=ಕೋಟಿಯರ್),ਕੋਟਰ (=ਕੋਟੀਅਰ)
ಕೋಟರ್ (=ಕೋಟಿಯರ್),ਕੋਟਰ (=ਕੋਟੀਅਰ)
ಕೌಂಟ್ ಪ್ಯಾಲಟಿನೇಟ್,ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ
ಹಳ್ಳಿ ಮನೆ,ਦੇਸ਼ ਦਾ ਘਰ
ಕೌಂಟಿ,ਕਾਉਂਟੀ
ಕೌಂಟಿ ಬರೋ,ਕਾਉਂਟੀ ਬੋਰੋ
ಕೌಂಟಿ ನ್ಯಾಯಾಲಯಗಳು,ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ
ಕೌಂಟಿ ಪ್ಯಾಲಟೈನ್,ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ
ನ್ಯಾಯಾಲಯ,ਅਦਾਲਤ
ನ್ಯಾಯಾಲಯ,ਅਦਾਲਤ
ನ್ಯಾಯಾಲಯದ ಸುತ್ತೋಲೆ,ਅਦਾਲਤੀ ਸਰਕੂਲਰ
ನ್ಯಾಯಾಲಯದ ಶಿಷ್ಟಾಚಾರ,ਅਦਾਲਤੀ ਸ਼ਿਸ਼ਟਾਚਾਰ
ಆಸ್ಥಾನಿಕ,ਦਰਬਾਰੀ
ಕ್ಯಾಸೇಶನ್ ನ್ಯಾಯಾಲಯ,ਕੇਸੇਸ਼ਨ ਦੀ ਅਦਾਲਤ
ನಿರ್ದೇಶಕರ ನ್ಯಾಯಾಲಯ (EIC),ਕੋਰਟ ਆਫ਼ ਡਾਇਰੈਕਟਰਜ਼ (EIC)
ಮಾಲೀಕರ ನ್ಯಾಯಾಲಯ,ਮਾਲਕਾਂ ਦੀ ਅਦਾਲਤ
ಆಸ್ಥಾನ ಕವಿ,ਦਰਬਾਰੀ ਕਵੀ
ಒಪ್ಪಂದದ ಕ್ಯಾಮರೋನಿಯನ್ನರು,ਨੇਮਬੱਧ ਕੈਮਰੋਨੀਅਨ
ಕ್ರೌನ್,ਤਾਜ
ಕ್ರೌನ್,ਤਾਜ
ಕ್ರೌನ್,ਤਾਜ
ಕ್ರೌನ್ ಭೂಮಿ,ਤਾਜ ਜ਼ਮੀਨ
ಕ್ರೌನ್ ಭೂಮಿ,ਤਾਜ ਜ਼ਮੀਨ
ಕ್ರೌನ್ ಪ್ರಿನ್ಸ್,ਕ੍ਰਾਊਨ ਪ੍ਰਿੰਸ
ಧರ್ಮಯುದ್ಧ,ਕਰੂਸੇਡ
ಕ್ರುಸೇಡರ್,ਕਰੂਸੇਡਰ
ಕ್ರಿಪ್ಟೋಗ್ರಾಮ್,ਕ੍ਰਿਪਟੋਗ੍ਰਾਮ
ಕ್ಯುರಾಸ್,ਕੁਇਰਾਸ
ಕ್ಯುರಾಸಿಯರ್,ਕੁਇਰਾਸੀਅਰ
ಆರಾಧನಾ ದೇವತೆ,ਪੰਥ ਦੇਵਤਾ
ಕ್ಯೂರಿಯಾ,ਕਰਿਆ
ಕ್ಯೂರಿಯಾ,ਕਰਿਆ
ಜಾರಿಸಂ,ਜ਼ਾਰਵਾਦ
ಡಾರ್ಕ್ ಖಂಡ,ਹਨੇਰਾ ਮਹਾਂਦੀਪ
ತೀರ್ಪಿನ ದಿನ,ਨਿਰਣੇ ਦਾ ਦਿਨ
ತೀರ್ಪಿನ ದಿನ,ਨਿਰਣੇ ਦਾ ਦਿਨ
ಡೀನ್,ਡੀਨ
ದಶಕ,ਦਹਾਕਾ
ಡೆನಾರಿಯಸ್,ਡੇਨਾਰੀਅਸ
ಪದಚ್ಯುತ ದೊರೆ,ਬਰਖਾਸਤ ਬਾਦਸ਼ਾਹ
ಹಾಳುಮಾಡು,ਉਜਾੜ
ಹಾಳಾಗುವಿಕೆ,ਬਰਬਾਦੀ
ಸಿಂಹಾಸನವನ್ನು ಇಳಿಸು,Dethrone
ಡೈಡೆಮ್,ਡਾਇਡੇਮ
ಡೈಡೆಮ್,ਡਾਇਡੇਮ
ಡೈಡೆಮ್,ਡਾਇਡੇਮ
ಡಯಾಸಿಯಾ,ਡਾਇਸੀਆ
ಡಿಕಾಸ್ಟರಿಯಮ್,ਡਿਕੈਸਟਰੀਅਮ
ಡಿಲುವಿಯಲಿಸ್ಟ್,ਦਿਲੁਵੀਆਵਾਦੀ
ಧರ್ಮಪ್ರಾಂತ್ಯ,ਡਾਇਓਸਿਸ
ಧರ್ಮಪ್ರಾಂತ್ಯ,ਡਾਇਓਸਿਸ
ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ),ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ),ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
ದಿರ್ಹಮ್,ਦਿਰਹਾਮ
ವಿಶ್ವಾಸದ್ರೋಹಿ,ਬੇਵਫ਼ਾ
ವಿಶ್ವಾಸದ್ರೋಹಿ,ਬੇਵਫ਼ਾ
ವಿಳಂಬದ ಸಿದ್ಧಾಂತ,ਭੁੱਲ ਦਾ ਸਿਧਾਂਤ
ಡಾಕ್ಯುಮೆಂಟ್,ਦਸਤਾਵੇਜ਼
ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ,ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ
ಡೋಮ್ಸ್‌ಡೇ ಪುಸ್ತಕ,ਡੋਮੇਸਡੇ ਬੁੱਕ
ಕಾನ್ಸ್ಟಂಟೈನ್ ಕೊಡುಗೆ,Constantine ਦਾ ਦਾਨ
ಡೂಮ್,ਕਿਆਮਤ
ವರದಕ್ಷಿಣೆ ರಾಣಿ,ਦਾਜ ਦੀ ਰਾਣੀ
ಡ್ರ್ಯಾಗನ್,ਡਰੈਗਨ
ಡ್ರೋಮೆಡಿಯನ್,ਡਰੋਮੇਡੇਰੀਅਨ
ಡ್ರೊಮೆಡರಿ,ਡਰੋਮੇਡਰੀ
ಡ್ರೊಮಂಡ್,ਡਰੋਮੰਡ
ದ್ವಂದ್ವ,ਦੋਹਰਾ
ಉಭಯ ಮೈತ್ರಿ,ਦੋਹਰਾ ਗਠਜੋੜ
ಡ್ಯುಯಲ್ ಎಂಟೆಂಟೆ,ਦੋਹਰੀ entente
ಉಭಯ ವ್ಯವಸ್ಥೆ (=ದ್ವಿ ಸರ್ಕಾರ),ਦੋਹਰੀ ਪ੍ਰਣਾਲੀ (= ਦੋਹਰੀ ਸਰਕਾਰ)
ಡ್ಯೂಕ್,ਡਿਊਕ
ಡುಮಾ,ਡੂਮਾ
ಕುಬ್ಜ ಅವತಾರ,ਬੌਣਾ ਅਵਤਾਰ
ರಾಜವಂಶ,ਰਾਜਵੰਸ਼
ರಾಜವಂಶ,ਰਾਜਵੰਸ਼
ಹದ್ದು,ਇੱਲ
ಹಿರಿಯ ಮನುಷ್ಯ,ਬਜ਼ੁਰਗ ਆਦਮੀ
ಅರ್ಲ್,ਅਰਲ
ಅರ್ಲ್ಡಮ್,ਅਰਲਡਮ
ಆರಂಭಿಕ ಗುಪ್ತರು,ਸ਼ੁਰੂਆਤੀ ਗੁਪਤਾ
ಆರಂಭಿಕ (ಐತಿಹಾಸಿಕ) ತಾಣಗಳು,ਸ਼ੁਰੂਆਤੀ (ਇਤਿਹਾਸਕ) ਸਾਈਟਾਂ
ಆರಂಭಿಕ ವೇದ ಕಾಲ,ਸ਼ੁਰੂਆਤੀ ਵੈਦਿਕ ਕਾਲ
ಎಕ್ಲೇಷಿಯಾ,ਉਪਦੇਸ਼ਕ
ಮರುಸ್ಥಾಪನೆಯ ಶಾಸನ,ਬਹਾਲੀ ਦਾ ਹੁਕਮ
ಎಂಟು ಪಟ್ಟು ಮಾರ್ಗ,ਅੱਠ ਗੁਣਾ ਮਾਰਗ
ಹಿರಿಯರು,ਬਜ਼ੁਰਗ
ಹಿರಿಯ ರಾಜಕಾರಣಿ (=ಜೆರೋ),ਬਜ਼ੁਰਗ ਰਾਜਨੇਤਾ (=ਜੀਨਰੋ)
ಆನೆ ಮೇಡು,ਹਾਥੀ ਬੱਕਰਾ
ಹನ್ನೊಂದು ವರ್ಷಗಳ ದಬ್ಬಾಳಿಕೆ,ਗਿਆਰਾਂ ਸਾਲਾਂ ਦਾ ਜ਼ੁਲਮ
ಎಲಿಸೇ (=ಎಲಿಸೀ),ਐਲੀਸੀ (=ਐਲੀਸੀ)
ಆವರಣ ಚಳುವಳಿ,ਘੇਰਾਬੰਦੀ ਅੰਦੋਲਨ
ಎನ್ಸೈಕ್ಲಿಕಲ್,ਐਨਸਾਈਕਲਿਕ
ಎನ್ಸೈಕ್ಲೋಪೀಡಿಸ್ಟ್ ಚಳುವಳಿ,ਐਨਸਾਈਕਲੋਪੀਡਿਸਟ ਲਹਿਰ
ಎಂಟೆಂಟೆ,ਐਂਟੇਨਟੇ
ಎಂಟೆಂಟೆ ಕಾರ್ಡಿಯಾಲ್,ਏਨਟੇਂਟ ਕੋਰਡਿਆਲ
ಸಿಂಹಾಸನ,ਰਾਜਗੱਦੀ
ಪರಿವಾರ,ਦਲ
ಎಫೋಡ್,ਏਫ਼ੋਦ
ಎಫೋರ್,ਈਫੋਰ
ಮಹಾಕಾವ್ಯ ಯುಗ,ਮਹਾਂਕਾਵਿ ਯੁੱਗ
ಮಹಾಕಾವ್ಯದ ನಾಯಕ,ਮਹਾਂਕਾਵਿ ਹੀਰੋ
ಎಪಿಗ್ರಾಫ್,ਐਪੀਗ੍ਰਾਫ
ಎಪಿಸ್ಕೋಪಸಿ,ਐਪੀਸਕੋਪੇਸੀ
ಎಪಿಸ್ಕೋಪೇಟ್,ਐਪੀਸਕੋਪੇਟ
ಸಂಚಿಕೆ,ਪ੍ਰਸੰਗ
ಯುಗ,ਯੁਗ
ಯುಗ ನಿರ್ಮಾಣದ ಘಟನೆ,ਯੁੱਗ ਬਣਾਉਣ ਵਾਲੀ ਘਟਨਾ
ಯುಗಪುರುಷ,ਯੁਗ-ਰਚਨ ਵਾਲਾ ਮਨੁੱਖ
ನಾಮಪದ,ਉਪਨਾਮ
ಇಕ್ವೆರಿ,ਇਕਵੇਰੀ
ಇಕ್ವೆರಿ,ਇਕਵੇਰੀ
ಅಶ್ವಾರೋಹಿ ಪ್ರತಿಮೆ,ਘੋੜਸਵਾਰ ਦੀ ਮੂਰਤੀ
ಯುಗ,ਯੁੱਗ
ಎರ್ಗಸ್ಟುಲಮ್,ਅਰਗਸਟੁਲਮ
ಯೂಕರಿಸ್ಟ್,ਯੂਕੇਰਿਸਟ
ಸುವಾರ್ತಾಬೋಧನೆ,ਈਵੈਂਜਲਿਜ਼ਮ
ಇವಾಂಜೆಲಿಕಲ್ ಚಳುವಳಿ,ਖੁਸ਼ਖਬਰੀ ਦੀ ਲਹਿਰ
ಸುವಾರ್ತಾಬೋಧಕ,ਪ੍ਰਚਾਰਕ
ಎಕ್ಸಾರ್ಚ್,Exarch
ಎಕ್ಸಿಲಾರ್ಚ್,Exilarch
ಫಾಲಂಗಿಸ್ಟ್,ਫਲੰਗਿਸਟ
ತಂದೆ ಭೂಮಿ,ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ
ತಂದೆ ಭೂಮಿ,ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ
ಫೆರಿಯಾ,ਫੇਰੀਆ
ಫೆಟಿಶ್,ਫੈਟਿਸ਼
ಊಳಿಗಮಾನ್ಯ ಹಿಡುವಳಿಗಳು,ਜਾਗੀਰਦਾਰੀ
ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ (=ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ),ਜਾਗੀਰਦਾਰੀ (=ਸਾਮੰਤੀ ਸਿਸਟਮ)
ಊಳಿಗಮಾನ್ಯ ವ್ಯವಸ್ಥೆ,ਜਗੀਰੂ ਸਿਸਟਮ
ಊಳಿಗಮಾನ್ಯ,ਜਾਗੀਰਦਾਰ
ಫಿಡೆ ಡಿಫೆನ್ಸರ್ (=ನಂಬಿಕೆಯ ರಕ್ಷಕ),ਫਿਦੀ ਡਿਫੈਂਸਰ (= ਵਿਸ਼ਵਾਸ ਦਾ ਰਖਵਾਲਾ)
ಫೈಫ್,Fief
ಕ್ಷೇತ್ರ ವ್ಯವಸ್ಥೆ,ਫੀਲਡ ਸਿਸਟਮ
ಹದಿನೈದನೇ ತೆರಿಗೆ,ਪੰਦਰਵਾਂ ਟੈਕਸ
ಚಿತ್ರ ತಲೆ,ਚਿੱਤਰ ਸਿਰ
ಫಿನ್ ಡಿ ಸೈಕಲ್,ਫਿਨ ਡੀ ਸੀਕਲ
ಬೆಂಕಿ ತಿನ್ನುವವನು,ਅੱਗ ਖਾਣ ਵਾਲਾ
ಐದು ಮೈಲಿ ಕಾಯಿದೆ,ਪੰਜ ਮੀਲ ਐਕਟ
ಧ್ವಜ,ਝੰਡਾ
ಫ್ಲೇಮೆನ್ ಡಯಾಲಿಸ್,ਫਲੇਮੇਨ ਡਾਇਲਿਸ
ಫ್ಲೇಮೆನ್ ಮಾರ್ಟಿಯಾಲಿಸ್,ਫਲੇਮੇਨ ਮਾਰਸ਼ਲਿਸ
ಉರಿಯುವ ಟಾರ್ಚ್,ਬਲਦੀ ਮਸ਼ਾਲ
ಪಾರ್ಶ್ವ,ਫਲੈਂਕ
ಪಾರ್ಶ್ವ ಚಲನೆ,ਫਲੈਂਕਿੰਗ ਅੰਦੋਲਨ
ಪ್ರವರ್ಧಮಾನಕ್ಕೆ ಬರುತ್ತಿರುವ ನಾಗರಿಕತೆ,ਵਧਦੀ ਹੋਈ ਸੱਭਿਅਤਾ
ಫ್ಲೂವಿಯಲಿಸ್ಟಿಕ್ ನಂಬಿಕೆ,ਪ੍ਰਵਾਹਵਾਦੀ ਵਿਸ਼ਵਾਸ
ಜನಪದ ದೇವರು,ਲੋਕ ਦੇਵਤਾ
ಜನಪದ ದೇವತೆ,ਲੋਕ ਦੇਵੀ
ಜಾನಪದ ಸ್ಮರಣೆ,ਲੋਕ ਯਾਦ
ಜಾನಪದ ಪುರಾಣ (=ಜಾನಪದ),ਲੋਕ-ਕਥਾ (=ਲੋਕ ਕਥਾ)
ಆಹಾರ ಹುಡುಕುವುದು,ਚਾਰਾ
ಮುನ್ನುಗ್ಗಿ,ਧੜਾਧੜ
ಮುಂದಾಳು,ਪਹਿਲਾਂ ਤੋਂ
ಪೂರ್ವಜ,ਪੂਰਵਜ
ಮುಂದಾಳು,ਅਗਲਾ
ನಿರಾಶಾದಾಯಕ ಭರವಸೆ,ਉਦਾਸ ਉਮੀਦ
ರಚನಾತ್ಮಕ ಹಂತ,ਰਚਨਾਤਮਕ ਪੜਾਅ
ಕೋಟೆ,ਕਿਲਾ
ಕೋಟೆ,ਕਿਲਾਬੰਦੀ
ಕೋಟೆಯ ಪಟ್ಟಣ,ਕਿਲਾਬੰਦ ਸ਼ਹਿਰ
ಕೋಟೆ,ਕਿਲ੍ਹਾ
ಫಾರ್ಚುನಾ,Fortuna
ಫೋರಮ್ ರೋಮನಮ್,ਫੋਰਮ ਰੋਮਨਮ
ಫ್ರಾನ್ಸಿಸ್ಕನ್,ਫਰਾਂਸਿਸਕਨ
ಫ್ರಾಂಕ್ಲಿನ್,ਫਰੈਂਕਲਿਨ
ಭ್ರಾತೃಹತ್ಯಾ ಯುದ್ಧ,ਭਰਾਤਰੀ ਜੰਗ
ಉಚಿತ ಚರ್ಚ್,ਮੁਫ਼ਤ ਚਰਚ
ಫ್ರೀಹೋಲ್ಡರ್,ਫਰੀਹੋਲਡਰ
ಸ್ವತಂತ್ರ ಸೈನಿಕ,ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ
ಸ್ವತಂತ್ರ ಸೈನಿಕ,ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ
ಫ್ರೀಮನ್,ਫ੍ਰੀਮੈਨ
ಫ್ರೀಮನ್,ਫ੍ਰੀਮੈਨ
ಫ್ರೀಪಾಸ್,ਫ੍ਰੀਪਾਸ
