Bengali,Punjabi
নলাকার,ਸਿਲੰਡਰ ਵਾਲਾ
নলাকার পৃষ্ঠ,ਸਿਲੰਡਰ ਸਤਹ
সাইফার,ਸਾਈਫਰ
ডি&#39;আলেমবার্টের নীতি,D&#39;alembert ਦੇ ਅਸੂਲ
স্যাঁতসেঁতে সুরেলা ফাংশন,ਗਿੱਲਾ ਹਾਰਮੋਨਿਕ ਫੰਕਸ਼ਨ
স্যাঁতসেঁতে ধ্রুবক,ਲਗਾਤਾਰ ਗਿੱਲਾ
তথ্য,ਡਾਟਾ
তথ্য উৎপত্তি,ਡਾਟਾ ਉਤਪਤੀ
ডেটা প্রসেসিং সিস্টেম,ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ ਸਿਸਟਮ
ডাটা প্রসেসর,ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ
তথ্য তালিকা,ਡਾਟਾ ਸ਼ੀਟ
দশভুজ,ਡੇਕਗਨ
ডেকাগ্রাম,decagram
ডেকামিটার,decameter
ক্ষয় ধ্রুবক,ਸੜਨ ਨਿਰੰਤਰ
ক্ষয় বক্ররেখা,ਸੜਨ ਵਕਰ
শালীন ফাংশন,ਵਿਨੀਤ ਫੰਕਸ਼ਨ
ডেসিগ্রাম,ਡੇਸੀਗ੍ਰਾਮ
decile,decile
দশমিক,ਦਸ਼ਮਲਵ
দশমিক কোড,ਦਸ਼ਮਲਵ ਕੋਡ
দশমিক কোডেড সংখ্যা,ਦਸ਼ਮਲਵ ਕੋਡਿਡ ਅੰਕ
দশমিক সম্প্রসারণ,ਦਸ਼ਮਲਵ ਵਿਸਥਾਰ
দশমিক ভগ্নাংশ,ਦਸ਼ਮਲਵ ਅੰਸ਼
দশমিক স্বরলিপি,ਦਸ਼ਮਲਵ ਸੰਕੇਤ
দশমিক সংখ্যা পদ্ধতি,ਦਸ਼ਮਲਵ ਨੰਬਰਿੰਗ ਸਿਸਟਮ
দশমিক বিন্দু,ਦਸ਼ਮਲਵ ਬਿੰਦੂ
দশমিক স্কেল,ਦਸ਼ਮਲਵ ਸਕੇਲ
দশমিক সিস্টেম,ਦਸ਼ਮਲਵ ਸਿਸਟਮ
ডেসিমিটার,ਡੈਸੀਮੀਟਰ
পাঠোদ্ধার,ਸਮਝਣਾ
সিদ্ধান্ত মডেল,ਫੈਸਲੇ ਦਾ ਮਾਡਲ
সিদ্ধান্ত তত্ত্ব,ਫੈਸਲੇ ਦੀ ਥਿਊਰੀ
সিদ্ধান্ত পরিবর্তনশীল,ਫੈਸਲਾ ਵੇਰੀਏਬਲ
ডিকোডার,ਡੀਕੋਡਰ
ডিকোডিং,ਡੀਕੋਡਿੰਗ
পচনযোগ্য সেট,ਸੜਨਯੋਗ ਸੈੱਟ
হ্রাস,ਘਟ ਰਿਹਾ ਹੈ
ফাংশন হ্রাস,ਘਟਦੀ ਫੰਕਸ਼ਨ
Dedekind এর কাটা,Dedekind ਦੇ ਕੱਟ
ডেডেকাইন্ডের উপপাদ্য,Dedekind ਦਾ ਪ੍ਰਮੇਯ
অনুমান করা,ਦਾ ਅਨੁਮਾਨ
ডিডাক্টিভ পদ্ধতি,ਕਟੌਤੀ ਵਿਧੀ
ত্রুটিপূর্ণ,ਨੁਕਸਦਾਰ
সংজ্ঞায়িত সমীকরণ,ਪਰਿਭਾਸ਼ਿਤ ਸਮੀਕਰਨ
নির্দিষ্ট অবিচ্ছেদ্য,ਨਿਸ਼ਚਿਤ ਅਟੁੱਟ
নির্দিষ্ট ম্যাট্রিক্স,ਨਿਸ਼ਚਿਤ ਮੈਟ੍ਰਿਕਸ
সংজ্ঞা,ਪਰਿਭਾਸ਼ਾ
বিকৃতি বক্ররেখা,deformation ਕਰਵ
বিকৃত পৃষ্ঠ,ਵਿਗੜਿਆ ਸਤਹ
অধঃপতন,ਪਤਨ
পরিবহন সমস্যায় অধঃপতন,ਆਵਾਜਾਈ ਦੀਆਂ ਸਮੱਸਿਆਵਾਂ ਵਿੱਚ ਵਿਗਾੜ
ডিগ্রী,ਡਿਗਰੀ
ডিফারেনশিয়াল সমীকরণ ডিগ্রী,ਅੰਤਰ ਸਮੀਕਰਨ ਦੀ ਡਿਗਰੀ
স্বাধীনতা ডিগ্রী,ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ
বহুপদ ডিগ্রী,ਬਹੁਪਦ ਦੀ ਡਿਗਰੀ
মুছে ফেলা পাড়া,ਆਂਢ-ਗੁਆਂਢ ਨੂੰ ਹਟਾਇਆ
ডেল্টা ফাংশন,ਡੈਲਟਾ ਫੰਕਸ਼ਨ
চাহিদা এবং ইউটিলিটি বক্ররেখা,ਮੰਗ ਅਤੇ ਉਪਯੋਗਤਾ ਵਕਰ
চাহিদা সমীকরণ,ਮੰਗ ਸਮੀਕਰਨ
চাহিদা ফাংশন,ਮੰਗ ਫੰਕਸ਼ਨ
ডেমোগ্রাফিক অধ্যয়ন,ਜਨਸੰਖਿਆ ਅਧਿਐਨ
জনসংখ্যা,ਜਨਸੰਖਿਆ
De Moivre এর উপপাদ্য,De Moivre ਦਾ ਸਿਧਾਂਤ
প্রদর্শন,ਪ੍ਰਦਰਸ਼ਨ
প্রদর্শন,ਪ੍ਰਦਰਸ਼ਨ
প্রদর্শনমূলক জ্যামিতি,ਪ੍ਰਦਰਸ਼ਨੀ ਜਿਓਮੈਟਰੀ
হর,ਭਾਅ
ঘন সেট,ਸੰਘਣਾ ਸੈੱਟ
ঘনত্ব,ਘਣਤਾ
গণনাযোগ্য সেট,ਗਿਣਤੀਯੋਗ ਸੈੱਟ
প্রস্থান ভেরিয়েবল,ਰਵਾਨਗੀ ਵੇਰੀਏਬਲ
নির্ভরশীল ঘটনা,ਨਿਰਭਰ ਘਟਨਾ
নির্ভরশীল র্যান্ডম পরিবর্তনশীল,ਨਿਰਭਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
নির্ভরশীল পরিবর্তনশীল,ਨਿਰਭਰ ਵੇਰੀਏਬਲ
নির্ভরশীল বৈচিত্র,ਨਿਰਭਰ ਪਰਿਵਰਤਨ
বিষণ্নতা কোণ,ਡਿਪਰੈਸ਼ਨ ਕੋਣ
ডেরিভেশন,ਵਿਉਤਪੱਤੀ
অমৌলিক,ਡੈਰੀਵੇਟਿਵ
প্রাপ্ত সিরিজ,ਪ੍ਰਾਪਤ ਲੜੀ
প্রাপ্ত সেট,ਪ੍ਰਾਪਤ ਸੈੱਟ
অবরোহী,ਉਤਰਦੇ ਹੋਏ
অবরোহী ক্রম,ਘਟਦੇ ਕ੍ਰਮ
অবরোহী সিরিজ,ਘਟਦੀ ਲੜੀ
বর্ণনামূলক জ্যামিতি,ਵਰਣਨਯੋਗ ਜਿਓਮੈਟਰੀ
বর্ণনামূলক মডেল,ਵਰਣਨਯੋਗ ਮਾਡਲ
বর্ণনামূলক পরিসংখ্যান,ਵਰਣਨਯੋਗ ਅੰਕੜੇ
নকশা,ਡਿਜ਼ਾਈਨ
পরীক্ষার নকশা,ਪ੍ਰਯੋਗ ਦੇ ਡਿਜ਼ਾਈਨ
ডেস্ক ক্যালকুলেটর,ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ
সনাক্তকরণ,ਖੋਜ
নির্ধারক,ਨਿਰਣਾਇਕ
নির্ধারক পদমর্যাদা,ਨਿਰਣਾਇਕ ਦਰਜਾ
নির্ধারণ,ਨਿਰਧਾਰਤ ਕਰੋ
নির্ধারক মডেল,ਨਿਰਣਾਇਕ ਮਾਡਲ
নির্ধারক সমস্যা,ਨਿਰਣਾਇਕ ਸਮੱਸਿਆ
বিচ্যুতি,ਭਟਕਣਾ
বিচ্যুতি সহগ,ਭਟਕਣਾ ਗੁਣਾਂਕ
ডায়াডিক সিস্টেম,ਡਾਇਡਿਕ ਸਿਸਟਮ
তির্যক,ਵਿਕਰਣ
একটি ম্যাট্রিক্সের তির্যককরণ,ਇੱਕ ਮੈਟ੍ਰਿਕਸ ਦਾ ਵਿਕਰਣੀਕਰਨ
তির্যক ম্যাট্রিক্স,ਵਿਕਰਣ ਮੈਟ੍ਰਿਕਸ
তির্যক সাদৃশ্য,ਵਿਕਰਣ ਸਮਾਨਤਾ
চিত্র,ਚਿੱਤਰ
ডায়াগ্রামেটিক পদ্ধতি,ਚਿੱਤਰਕਾਰੀ ਢੰਗ
ডায়াগ্রামেটিক উপস্থাপনা,ਚਿੱਤਰਕਾਰੀ ਪੇਸ਼ਕਾਰੀ
ব্যাস,ਵਿਆਸ
একটি সেটের ব্যাস,ਇੱਕ ਸੈੱਟ ਦਾ ਵਿਆਸ
diametrically বিপরীত,ਵਿਆਸ ਦੇ ਉਲਟ
পাশা নিক্ষেপ,ਪਾਸਾ ਸੁੱਟਣਾ
দ্বিমুখী শ্রেণীবিভাগ,ਵਿਭਾਜਨ ਵਰਗੀਕਰਣ
দ্বিধাবিভক্তি,ਦੁਵਿਧਾ
অভিধান আদেশ,ਡਿਕਸ਼ਨਰੀ ਆਰਡਰ
পার্থক্য ক্যালকুলাস,ਅੰਤਰ ਕੈਲਕੂਲਸ
পার্থক্য সমীকরণ,ਅੰਤਰ ਸਮੀਕਰਨ
পার্থক্য সূত্র,ਅੰਤਰ ਫਾਰਮੂਲਾ
পার্থক্য পদ্ধতি,ਅੰਤਰ ਢੰਗ
সেটের পার্থক্য,ਸੈੱਟ ਦਾ ਅੰਤਰ
পার্থক্যযোগ্য,ਵੱਖ ਕਰਨ ਯੋਗ
পার্থক্যযোগ্য বক্ররেখা,ਵਿਭਿੰਨ ਕਰਵ
পার্থক্যযোগ্য ফাংশন,ਵੱਖ ਕਰਨ ਯੋਗ ਫੰਕਸ਼ਨ
ডিফারেনশিয়াল,ਅੰਤਰ
অন্তরীকরণ ক্যালকুলাস,ਵਿਭਾਜਨ ਕੈਲਕੂਲਸ
ডিফারেনশিয়াল সহগ,ਵਿਭਿੰਨ ਗੁਣਾਂਕ
আঙ্গক,ਅੰਤਰ ਸਮੀਕਰਨ
ডিফারেনশিয়াল ফর্ম,ਵਿਭਿੰਨ ਰੂਪ
ডিফারেনশিয়াল সূত্র,ਅੰਤਰ ਫਾਰਮੂਲਾ
ডিফারেনশিয়াল ফাংশন,ਅੰਤਰ ਫੰਕਸ਼ਨ
ডিফারেনশিয়াল জ্যামিতি,ਵਿਭਿੰਨ ਜਿਓਮੈਟਰੀ
উচ্চ ক্রম ডিফারেনশিয়াল,ਉੱਚ ਕ੍ਰਮ ਦਾ ਅੰਤਰ
ডিফারেনশিয়াল ভাগফল,ਫਰਕ ਭਾਗ
পার্থক্য করা,ਵੱਖਰਾ
পৃথকীকরণ,ਭਿੰਨਤਾ
পার্থক্য সূত্র,ਵਿਭਿੰਨਤਾ ਫਾਰਮੂਲਾ
ভেক্টরের পার্থক্য,ਵੈਕਟਰ ਦਾ ਅੰਤਰ
বিস্তার,ਫੈਲਾ
অঙ্ক,ਅੰਕ
ডিজিটাল কম্পিউটার,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
ডিজিটাল তথ্য,ਡਿਜ਼ੀਟਲ ਡਾਟਾ
মাত্রা,ਮਾਪ
মাত্রিকতা,ਆਯਾਮ
মাত্রাহীন,ਅਯਾਮ ਰਹਿਤ
একটি সমীকরণের মাত্রা,ਇੱਕ ਸਮੀਕਰਨ ਦਾ ਮਾਪ
ডায়োফ্যান্টাইন সমীকরণ,diophantine ਸਮੀਕਰਨ
ডুব কোণ,ਡਿੱਪ ਕੋਣ
দ্বিপোলার স্থানাঙ্ক,ਡਿਪੋਲਰ ਕੋਆਰਡੀਨੇਟਸ
ডাইপোল,dipole
ডিপিরামিড (বাইপিরামিড),ਡਿਪਾਈਰਾਮਿਡ (ਬਾਈਪਾਈਰਾਮਿਡ)
ডিরাক ডেল্টা ফাংশন,ਡਾਇਰਾਕ ਡੈਲਟਾ ਫੰਕਸ਼ਨ
সরাসরি সাধারণ স্পর্শক,ਸਿੱਧੀ ਸਾਂਝੀ ਸਪਰਸ਼
নির্দেশিত কোণ,ਨਿਰਦੇਸ਼ਿਤ ਕੋਣ
নির্দেশিত লাইন,ਨਿਰਦੇਸ਼ਿਤ ਲਾਈਨ
নির্দেশমূলক ডেরিভেটিভ,ਦਿਸ਼ਾਤਮਕ ਡੈਰੀਵੇਟਿਵ
দিক কোসাইন,ਦਿਸ਼ਾ ਕੋਸਾਈਨ
ম্যাক্সিমা এর দিক,ਅਧਿਕਤਮ ਦੀ ਦਿਸ਼ਾ
অভিক্ষেপের দিক,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦੀ ਦਿਸ਼ਾ
দিক অনুপাত,ਦਿਸ਼ਾ ਅਨੁਪਾਤ
পরিচালক চক্র,ਡਾਇਰੈਕਟਰ ਸਰਕਲ
পরিচালক ক্ষেত্র,ਨਿਰਦੇਸ਼ਕ ਖੇਤਰ
সরাসরি পণ্য,ਸਿੱਧਾ ਉਤਪਾਦ
সরাসরি প্রমাণ,ਸਿੱਧਾ ਸਬੂਤ
সরাসরি সমানুপাত,ਸਿੱਧਾ ਅਨੁਪਾਤ
directrix,directrix
সরাসরি যোগফল,ਸਿੱਧੀ ਰਕਮ
সংযোগ বিচ্ছিন্ন সেট,ਡਿਸਕਨੈਕਟ ਕੀਤੇ ਸੈੱਟ
বিরতি,ਨਿਰੰਤਰਤਾ
ডেরিভেটিভের বিচ্ছিন্নতা,ਡੈਰੀਵੇਟਿਵ ਦੀ ਖੰਡਨਤਾ
প্রথম ধরনের বিচ্ছিন্নতা,ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ
দ্বিতীয় ধরনের বিচ্ছিন্নতা,ਦੂਜੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ
অবিচ্ছিন্ন বিতরণ,ਲਗਾਤਾਰ ਵੰਡ
অবিচ্ছিন্ন ফাংশন,ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
অবিচ্ছিন্ন বৈচিত্র্য,ਲਗਾਤਾਰ ਪਰਿਵਰਤਨ
বিযুক্ত,ਵੱਖਰਾ
বিচ্ছিন্ন বন্টন,ਵੱਖਰੀ ਵੰਡ
বিচ্ছিন্ন সম্ভাব্যতা বন্টন,ਵੱਖਰੀ ਸੰਭਾਵਨਾ ਵੰਡ
বিচ্ছিন্ন এলোমেলো পরিবর্তনশীল,ਵੱਖਰਾ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
বিচ্ছিন্ন নমুনা স্থান,ਵੱਖ ਨਮੂਨਾ ਸਪੇਸ
বিযুক্ত সেট,ਵੱਖਰਾ ਸੈੱਟ
পৃথক স্থান,ਵੱਖਰੀ ਸਪੇਸ
বিচ্ছিন্ন টপোলজি,ਡਿਸਕਰੀਟ ਟੌਪੋਲੋਜੀ
বিযুক্ত বৈচিত্র,ਵੱਖ ਵੱਖ
বৈষম্যমূলক,ਵਿਤਕਰਾ ਕਰਨ ਵਾਲਾ
বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ),ਪੱਖਪਾਤੀ ਵਿਸ਼ਲੇਸ਼ਣ (= ਵਿਤਕਰੇ ਵਾਲਾ ਵਿਸ਼ਲੇਸ਼ਣ)
বিচ্ছিন্ন করা,ਟੁੱਟਣਾ
বিচ্ছিন্ন ঘটনা,ਵੱਖ-ਵੱਖ ਘਟਨਾਵਾਂ
বিচ্ছিন্ন সেট,ਵੱਖ-ਵੱਖ ਸੈੱਟ
বিচ্ছিন্ন ইউনিয়ন,ਯੂਨੀਅਨ ਨੂੰ ਤੋੜੋ
বিচ্ছিন্নতা,ਵਿਛੋੜਾ
বিচ্ছুরণ,ਫੈਲਾਅ
বিচ্ছুরণ চার্ট,ਫੈਲਾਅ ਚਾਰਟ
বিচ্ছুরণ ধ্রুবক,ਫੈਲਾਅ ਸਥਿਰ
বিচ্ছুরণ চিত্র,ਫੈਲਾਅ ਚਿੱਤਰ
বিচ্ছুরণ ম্যাট্রিক্স (=কোভারিয়েন্স ম্যাট্রিক্স),ਡਿਸਪਰਸ਼ਨ ਮੈਟਰਿਕਸ (=ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ)
উত্পাটন,ਵਿਸਥਾਪਨ
প্রদর্শন,ਡਿਸਪਲੇ
প্রদর্শন ইউনিট (= কনসোল),ਡਿਸਪਲੇ ਯੂਨਿਟ (=ਕੰਸੋਲ)
ভিন্ন,ਭਿੰਨ
অপব্যয়কারী শক্তি,dissipative ਤਾਕਤਾਂ
দূরত্ব ফাংশন,ਦੂਰੀ ਫੰਕਸ਼ਨ
দূরত্ব মডুলাস,ਦੂਰੀ ਮਾਡਿਊਲਸ
বিতরণ-মুক্ত পদ্ধতি,ਵੰਡ-ਮੁਕਤ ਢੰਗ
বন্টনমূলক আইন,ਵੰਡਣ ਵਾਲਾ ਕਾਨੂੰਨ
বিচ্যুত,ਵੱਖ ਕਰਨਾ
বিচ্যুতি,ਭਿੰਨਤਾ
ভিন্নতা উপপাদ্য,ਵਿਭਿੰਨਤਾ ਪ੍ਰਮੇਯ
divergent,ਵੱਖਰੇ
ভিন্ন সিরিজ,ਵੱਖ-ਵੱਖ ਲੜੀ
বিভক্ত পার্থক্য,ਵੰਡਿਆ ਅੰਤਰ
বিভাজ্যতা,ਵੰਡਣਯੋਗਤਾ
বিভাজ্য,ਵੰਡਣਯੋਗ
বিভাগ,ਵੰਡ
বিভাগ অ্যালগরিদম,ਡਿਵੀਜ਼ਨ ਐਲਗੋਰਿਦਮ
বিভাগ রিং,ਡਿਵੀਜ਼ਨ ਰਿੰਗ
ডোডেকাগন,dodecagon
dodecahedron,dodecahedron
ডোমেইন,ਡੋਮੇਨ
একটি ফাংশনের ডোমেইন,ਇੱਕ ਫੰਕਸ਼ਨ ਦਾ ਡੋਮੇਨ
সংজ্ঞার ডোমেইন,ਪਰਿਭਾਸ਼ਾ ਦਾ ਡੋਮੇਨ
অস্তিত্বের ডোমেইন,ਮੌਜੂਦਗੀ ਦਾ ਡੋਮੇਨ
প্রভাবশালী কৌশল,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਰਣਨੀਤੀ
ডপলার এফেক্ট,ਡੋਪਲਰ ਪ੍ਰਭਾਵ
বিন্দু পণ্য,ਬਿੰਦੀ ਉਤਪਾਦ
বিন্দুযুক্ত বক্ররেখা,ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ
ডবল পার্থক্য,ਡਬਲ ਫਰਕ
ডবল সূচকীয় বন্টন,ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ
ডবল হেলিক্স,ਡਬਲ ਹੈਲਿਕਸ
ডবল অবিচ্ছেদ্য,ਡਬਲ ਅਟੁੱਟ
ডবল ইন্টিগ্রেশন,ਡਬਲ ਏਕੀਕਰਣ
দ্বিগুণ সীমা,ਡਬਲ ਸੀਮਾ
ডবল নমুনা পরিকল্পনা,ਡਬਲ ਨਮੂਨਾ ਯੋਜਨਾ
ডবল ক্রম,ਡਬਲ ਕ੍ਰਮ
ডবল সিরিজ,ਡਬਲ ਸੀਰੀਜ਼
ডবল প্রত্যয় স্বরলিপি,ਡਬਲ ਪਿਛੇਤਰ ਸੰਕੇਤ
ডবল সমষ্টি,ਡਬਲ ਸਮੇਸ਼ਨ
নিম্নগামী ত্বরণ,ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ
নিম্নগামী স্থানচ্যুতি,ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ
নিম্নগামী গতি,ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ
নিম্নগামী বেগ,ਹੇਠਾਂ ਵੱਲ ਗਤੀ
টানুন,ਖਿੱਚੋ
ড্র্যাগ বল,ਡਰੈਗ ਫੋਰਸ
দ্বৈত,ਦੋਹਰਾ
দ্বৈত ভিত্তি,ਦੋਹਰਾ ਆਧਾਰ
দ্বৈত অভ্যন্তরীণ পণ্য,ਦੋਹਰਾ ਅੰਦਰੂਨੀ ਉਤਪਾਦ
ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা,ਦੋਹਰੀ ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ
দ্বৈত অপারেশন,ਦੋਹਰਾ ਕਾਰਵਾਈ
দ্বৈত সমস্যা,ਦੋਹਰੀ ਸਮੱਸਿਆ
ডুয়াল সিমপ্লেক্স অ্যালগরিদম,ਦੋਹਰਾ ਸਿੰਪਲੈਕਸ ਐਲਗੋਰਿਦਮ
ডুয়াল সিমপ্লেক্স কৌশল,ਦੋਹਰੀ ਸਿੰਪਲੈਕਸ ਤਕਨੀਕ
দ্বৈত স্থান,ਦੋਹਰੀ ਸਪੇਸ
দ্বৈত পরিবর্তনশীল,ਦੋਹਰਾ ਵੇਰੀਏਬਲ
দ্বৈত ভেক্টর স্থান,ਦੋਹਰੀ ਵੈਕਟਰ ਸਪੇਸ
ডামি সূচক,ਡਮੀ ਸੂਚਕਾਂਕ
ডামি সাবস্ক্রিপ্ট,ਡਮੀ ਸਬਸਕ੍ਰਿਪਟ
ডামি প্রত্যয়,ਡਮੀ ਪਿਛੇਤਰ
ডামি পরিবর্তনশীল,ਡਮੀ ਵੇਰੀਏਬਲ
সদৃশ প্রক্রিয়া,ਡੁਪਲੀਕੇਟਰ ਪ੍ਰਕਿਰਿਆ
গতিশীল,ਗਤੀਸ਼ੀਲ
গতিশীল সিস্টেম,ਗਤੀਸ਼ੀਲ ਸਿਸਟਮ
গতিশীল চাহিদা ফাংশন,ਗਤੀਸ਼ੀਲ ਮੰਗ ਫੰਕਸ਼ਨ
গতিশীল মডেল,ਗਤੀਸ਼ੀਲ ਮਾਡਲ
গতিশীল প্রোগ্রামিং,ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
গতিশীল প্রোগ্রামিং পদ্ধতি,ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਪਹੁੰਚ
গতিশীল প্রোগ্রামিং কৌশল,ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਤਕਨੀਕ
গতিবিদ্যা,ਗਤੀਸ਼ੀਲਤਾ
একটি কণার গতিবিদ্যা,ਇੱਕ ਕਣ ਦੀ ਗਤੀਸ਼ੀਲਤਾ
অনমনীয় শরীরের গতিশীলতা,ਸਖ਼ਤ ਸਰੀਰ ਦੀ ਗਤੀਸ਼ੀਲਤਾ
পৃথিবী,ਧਰਤੀ
ভূমিকম্পের তীব্রতা,ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ
উদ্ভটতা,ਸਨਕੀਤਾ
গ্রহন,ਗ੍ਰਹਿਣ
অর্থনৈতিক পূর্বাভাস,ਆਰਥਿਕ ਪੂਰਵ ਅਨੁਮਾਨ
অর্থনীতিবিদ,ਅਰਥ ਸ਼ਾਸਤਰੀ
অর্থনীতি,ਅਰਥ ਗਣਿਤ
অর্থনীতি,ਅਰਥ ਸ਼ਾਸਤਰ
প্রান্ত,ਕਿਨਾਰਾ
একটি উত্তল সেটের প্রান্ত,ਇੱਕ ਕਨਵੈਕਸ ਸੈੱਟ ਦਾ ਕਿਨਾਰਾ
দক্ষতা ফ্যাক্টর,ਕੁਸ਼ਲਤਾ ਕਾਰਕ
eigen উপাদান,eigen ਤੱਤ
eigen ফাংশন,eigen ਫੰਕਸ਼ਨ
eigen মান,eigen ਮੁੱਲ
eigen মান সমীকরণ,eigen ਮੁੱਲ ਸਮੀਕਰਨ
eigen ভেক্টর,eigen ਵੈਕਟਰ
ইলাস্টিক,ਲਚਕੀਲੇ
ইলাস্টিক ধ্রুবক,ਲਚਕੀਲੇ ਸਥਿਰ
ইলাস্টিক ভারসাম্য,ਲਚਕੀਲੇ ਸੰਤੁਲਨ
স্থিতিস্থাপকতা,ਲਚਕਤਾ
স্থিতিস্থাপকতা পৃষ্ঠ,ਲਚਕੀਲਾ ਸਤਹ
ইলেকট্রনিক কম্পিউটার,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ
উপাদান,ਤੱਤ
প্রাথমিক কলাম অপারেশন,ਮੁੱਢਲੀ ਕਾਲਮ ਕਾਰਵਾਈ
প্রাথমিক ঘটনা,ਮੁੱਢਲੀ ਘਟਨਾ
প্রাথমিক ফাংশন,ਮੁੱਢਲੀ ਫੰਕਸ਼ਨ
প্রাথমিক অপারেশন,ਮੁੱਢਲੀ ਕਾਰਵਾਈ
প্রাথমিক ফলাফল,ਮੁੱਢਲਾ ਨਤੀਜਾ
প্রাথমিক সম্ভাব্যতা আইন,ਮੁਢਲੀ ਸੰਭਾਵਨਾ ਕਾਨੂੰਨ
প্রাথমিক সারি অপারেশন,ਮੁੱਢਲੀ ਕਤਾਰ ਕਾਰਵਾਈ
নিষ্কাশন করা,ਨੂੰ ਖਤਮ
নির্মূল পদ্ধতি,ਖ਼ਤਮ ਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ
উপবৃত্ত,ਅੰਡਾਕਾਰ
উপবৃত্তাকার,ਅੰਡਾਕਾਰ
উপবৃত্তাকার,ਅੰਡਾਕਾਰ
উপবৃত্তাকার পৃষ্ঠ,ਅੰਡਾਕਾਰ ਸਤਹ
উপবৃত্তাকার শরীর,ਅੰਡਾਕਾਰ ਸਰੀਰ
এমবেডিং,ਏਮਬੈਡਿੰਗ
নিঃসরণ,ਨਿਕਾਸ
গবেষণামূলক তথ্য,ਅਨੁਭਵੀ ਡਾਟਾ
গবেষণামূলক সূত্র,ਅਨੁਭਵੀ ਫਾਰਮੂਲਾ
অভিজ্ঞতামূলক সম্ভাবনা,ਅਨੁਭਵੀ ਸੰਭਾਵਨਾ
অভিজ্ঞতামূলক সম্পর্ক,ਅਨੁਭਵੀ ਸਬੰਧ
ফাঁকা সেট,ਖਾਲੀ ਸੈੱਟ
ঘিরা,ਨੱਥੀ
এনকোডিং,ਇੰਕੋਡਿੰਗ
এন্ডোমরফিজম,endomorphism
শেষপ্রান্ত,ਅੰਤ ਬਿੰਦੂ
ক্লাস ব্যবধানের শেষ বিন্দু,ਕਲਾਸ ਅੰਤਰਾਲ ਦਾ ਅੰਤ ਬਿੰਦੂ
শক্তি,ਊਰਜਾ
শক্তি ভরবেগ উপাদান,ਊਰਜਾ ਮੋਮੈਂਟਮ ਕੰਪੋਨੈਂਟ
পরিবর্তনশীল প্রবেশ করান,ਵੇਰੀਏਬਲ ਦਾਖਲ ਕਰਨਾ
গণনাযোগ্য সেট,ਅਣਗਿਣਤ ਸੈੱਟ
গণনা,ਗਣਨਾ
সমান,ਬਰਾਬਰ
সমতা,ਸਮਾਨਤਾ
সমান সম্ভাবনা,ਬਰਾਬਰ ਸੰਭਾਵਨਾ
সমান সম্ভাব্যতা নির্বাচন পদ্ধতি (=epsem),ਬਰਾਬਰ ਸੰਭਾਵਨਾ ਚੋਣ ਵਿਧੀ (= epsem)
সমান করা,ਬਰਾਬਰ
সমীকরণ,ਸਮੀਕਰਨ
প্রথম ডিগ্রির সমীকরণ,ਪਹਿਲੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ
দ্বিতীয় ডিগ্রির সমীকরণ,ਦੂਜੀ ਡਿਗਰੀ ਦਾ ਸਮੀਕਰਨ
তৃতীয় ডিগ্রির সমীকরণ,ਤੀਜੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ
বিষুবরেখা,ਭੂਮੱਧ
সমপরিমাণ,ਬਰਾਬਰ
সমবাহু,ਬਰਾਬਰ
ভারসাম্য,ਸੰਤੁਲਨ
বাহিনীর ভারসাম্য,ਤਾਕਤਾਂ ਦਾ ਸੰਤੁਲਨ
