Kannada,Tamil
ಸಿಲಿಯದಾರ್ಧ,குறுக்குவழி
ನುಗ್ಗುವ,சிலியேட்
ಸಿಲಿಯಂ (ಸಿಲಿಯಾ),சிலிமம் (சிலியா)
ಸಿಂಚು,சின்சோனா
ಸಿಯೋನ,சியோனா
ಸಿಪ್ರೊಫ್ಲಾಕ್ಸಾಸ್,சிப்ரோஃப்ளோக்சசின்
ಪ್ರಸರಣ,சுழற்சி
ರಕ್ತಪರಿಚಲನೆ,சுற்றோட்ட அமைப்பு
ಪರಸ್ಪರ ಕ್ರಿಯಾಶೀಲ ಆಯೋಗ,சுற்றறிக்கை கமிஷர்
ಸಿರೊಹಸ್,சிரோஸ்
ಸಿರಹತೆ,சிரோசிஸ்
ಸೈರ್ರಿನ,சிரஸ்
ಗುದ್ದು,சிஸ்டெர்னா
ಗೈರು,சிஸ்ட்ரான்
ಸಿಟ್ರಾ,சிட்ரூலின்
ಸಿಟ್ರಸ್ ಹಣ್ಣು,சிட்ரஸ் பழங்கள்
ವ್ಯಾಪಕವಾದ,கிளாடிக்ஸ்
ಕ್ಲಾಡೋಡ್,கிளாடோட்
ಕ್ಲಾಸೆಫೊರಾ,கிளாடோபோரா
ಕ್ಲಾರಿಯಾಸ್ ಗ್ಯಾರೀಪಿನಸ್,கிளாரியாஸ் கரிபினஸ்
ವರ್ಗ,வர்க்கம்
ವರ್ಗ,வர்க்கம்
ವರ್ಗೀಕರಣ,வகைப்பாடு
ಕ್ಲಾವಿಸೆಪ್ಸ್,கிளாவிசெப்ஸ்
ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ,கிளாவிகல்
ಪಂಜುರಹಿತ ಅಂಕಿಯ,கிளாச்லெஸ் இலக்க
ಮಣ್ಣಿನ,களிமண்
ಸೀಳು ಉಬ್ಬು,பிளத்தல்
ಕ್ಸೂಯಿ,கிளீஸ்டோகமஸ்
ಕಾದು,க்ளிமேடிஸ்
ವಶ,காலநிலை
ಹವಾಮಾನ ವಲಯ,காலநிலை மண்டலம்
ಹವಾಮಾನದ ನಿಯತಾಂಕ,காலநிலை அளவுரு
ಪರಾಕಾಷ್ಠೆ ಸಮುದಾಯ,க்ளைமாக்ஸ் சமூகம்
ಪರ್ವತಾರೋಹಣ,ஏறுபவர்
ಹತ್ತುವುದು,ஏறும்
ಕ್ಲಿನಿಕಲ್ ಅವಧಿ,மருத்துவ காலம்
ಚಿರತೆ,கிளிடெல்லர்
ಕಣ್ಣುಹಣ್ಣು,கிளிடெல்லம்
ಕ್ಲೈಟ್ರೀ,கிளிட்டோரியா
ಚಂದ್ರನಾಡಿ,கிளிட்டோரிஸ்
ಗಡಿಯಾರದ,க்ளோகா
ತಾರಯ ಕಪ್ಪೆ,குளோனல் தவளை
ಕ್ಲೋನಲ್ ಪ್ರಸಾರ,குளோனல் பரப்புதல்
ಕ್ಲೋನಲ್ ಆಯ್ಕೆ,குளோனல் தேர்வு
ತದ್ರೂಪಿ,குளோன்
ಅಬೀಜ,குளோனிங்
ಮದುವೆ ಮುಚ್ಚಿ,திருமணத்தை மூடு
ಮುಚ್ಚಿದ ವ್ಯವಸ್ಥೆ,மூடிய அமைப்பு
ನುಗ್ಗಿ,க்ளோஸ்ட்ரிடியம்
ಕ್ಲೋಸ್ಟ್ರಿಡಿಯಮ್ ಬ್ಯುಟೈಲಿಸಿಯಮ್,க்ளோஸ்ட்ரிடியம் பியூட்டிலிசியம்
ಹೆಪ್ಪುಗಟ್ಟಿದ ಬಸ್ಟರ್,க்ளோட் பஸ்டர்
ರಕ್ತದ ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ,இரத்தம் உறைதல்
ಕ್ಲೋವರ್ ಹುರುಳಿ,க்ளோவர் பீன்
ಕ್ಲೋವರ್-ಎಲೆ ಮಾದರಿ,க்ளோவர்-இலை மாதிரி
ಕಾಗರ ಮೀನು,கோமாளி மீன்
ಸಿನಿಡೇರಿಯನ್ನರು,சினிடேரியன்ஸ்
ಸಿಎನ್‌ಡೋಬ್ಲಾಸ್ಟ್,Cnidoplast
ಸ ೦ ಚಿಸು,Coacevate
ಒರಟಾದ ಹೊಂದಾಣಿಕೆ ಗುಬ್ಬಿ,கரடுமுரடான சரிசெய்தல் குமிழ்
ಒರಟಾದ ಮರಳು,சொரசொரப்பான மண்
ಕರಾವಳಿ ದಿಬ್ಬ,கடலோர மணல்
ಕರಾವಳಿ ಸೀಗಡಿ ಸಂಸ್ಕೃತಿ ಫಾರ್ಮ್,கடலோர இறால் கலாச்சார பண்ணை
ಚಮಚ,கோபால்ட்
ಕಶೇನು,கோகோயின்
ಕಕ್ಷಿಯಿಸ್,கோசிடியோசிஸ்
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,கோகஸ்
ಕಂಡಯಿಗಳು,கோசிக்ஸ்
ಕೋಕ್ಲಿಯಾ,கோக்லியா
ಕೋಕ್ಲಿಯಾ,கோக்லியா
ಕೋಕೂನ್,COCOON
ಕೋಡೆಡ್ ಆನುವಂಶಿಕ ಕಾರ್ಯಕ್ರಮ,குறியிடப்பட்ட மரபணு திட்டம்
ಕೋಡಿನ್,கோடீன்
ಕೋಡಿಂಗ್,குறியீட்டு முறை
ಕೋಡಿಂಗ್,குறியீட்டு முறை
ಕೋಡಿಂಗ್,குறியீட்டு முறை
ಎಳೆಗ,குறியீட்டு ஸ்ட்ராண்ட்
ಚಾಚು,குறியீட்டு
ಕೋಡಾನ್,கோடான்
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,கோலண்டரேட்
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,கோலெண்டெரோன்
ಉದರದ ಮರಳು,செலியாக் கேங்க்லியன்
ಸಹಕೋನ,கோலோமேட்
ಕೋಲಾಹಲ,கோலோம்
ಕೋಲಿಕಾ ಎಪಿತೀಲಿಯಂ,கோலமிக் எபிட்டிலியம்
ಕೋಲೋರಿಕ್ ದ್ರವ,கோலமிக் திரவம்
ಕೊಯೆಲೋಮೊ ಚೀಲ,கோலோமோ சாக்
ಕೊಯೆನೊಸೈಟಿಕ್,கோனோசைடிக்
ಕೊಯೆನೋಪೊಡಿಯಾಸಿ,கோயனோபோடியாசே
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,கோஎன்சைம்
ಸಹ-ವಿಕಸನ,இணை பரிணாமம்
ಸಹ-ವಿಸ್ತರಣೆ,இணை அழிவு
ಸಹಕಾರ,இணை காரணி
ಒಗ್ಗಟ್ಟು,ஒத்திசைவு
ಒಗ್ಗಟ್ಟು ಬಲ,ஒத்திசைவு சக்தி
ಒಗ್ಗೂಡಿಸುವಿಕೆ ಸಿದ್ಧಾಂತ,ஒத்திசைவு கோட்பாடு
ಒಗ್ಗಟ್ಟು-ತೆಳುವಾದ-ಪ್ರಸರಣ,ஒத்திசைவு-பதற்றம்-தடுப்பு
ಸಹಕಾರ,கோஹார்ட்
ಸುರುಳಿಯಾಗಿ ಅಥವಾ ಹೀರಿಕೊಳ್ಳುವಿಕೆಯಿಂದ ಸುರುಳಿಯಾಗಿ,சுழல் அல்லது ஹெலிகலாக சுருண்டது
ಸುರುಳಿಯಾಗಿರುವ,சுருண்ட
ಕಹಳೆ,கோயிட்டஸ்
ಕೋಯಿಟಸ್ ಇಂಟರಪ್ಟಸ್ (ವಾಪಸಾತಿ),கோயிட்டஸ் குறுக்கீடு (திரும்பப் பெறுதல்)
ಕೊಂಚುಸಾದ,கொல்கிசின்
ಕೋಲ್ಚಿಕಮ್ ಶರತ್ಕಾಲ,கொல்கிகம் இலையுதிர் காலம்
ತಣ್ಣನೆಯ ರಕ್ತದ,குளிர் இரத்தம்
ತೌಡು ಮರುಭೂಮಿ,குளிர் பாலைவனம்
ಶೀತಲ ಗ್ರಾಹಕ,குளிர் ஏற்பி
ಕೊಲಿಯಪ್ಟರ,கோலியோப்டரன்
ಕೊಲಿಯೊಪ್ಟಿನ,கோலியோப்டைல்
ಕೊಲಿಯರ್ಹಿಜಾ,கோலோஹிசா
ಕೊಲಿಯಸ್,கோலியஸ்
ಕಾಲಜ,கொலாஜன்
ಕಾಲಜನ ನಾರು,கொலாஜன் ஃபைபர்
ಕತ್ತುಪಟ್ಟಿ,காலர்
ಮೇಲಾಧಾರ ಗ್ರಂಥಿ,இணை சுரப்பி
ಟ್ಯೂಬುಲ್ ಸಂಗ್ರಹಿಸುವುದು,குழாய் சேகரித்தல்
ನಾಳವನ್ನು ಸಂಗ್ರಹಿಸುವುದು,சேகரிக்கும் குழாய்
ಕೊಲೆಟೊಟ್ರಿಚಮ್,கோலெட்டோட்ரிச்சம்
ಕೊಲೊಬ್ಲಾಸ್ಟ್ ಕೋಶ,கோலோபிளாஸ்ட் செல்
ಕೊಲರೆ,கூழ்
ಕೊಲರೆ,கூழ்
ಕೊಲೊಕಾಸಿಯಾ,கொலோகாசியா
ಪಲಗರು,பெருங்குடல்
ವಸಾಹತುಶಾಹಿ ರೂಪ,காலனித்துவ வடிவம்
ವಸಾಹತುಶಾಹಿ ನಾಸ್ಟಾಕ್,காலனித்துவ நாஸ்டாக்
ಸಮರೀಕರಣ,காலனித்துவம்
ವಸಾಹತು,காலனி
ಕೊಲೆಗಡುಕ,கொலஸ்ட்ரம்
ಬಣ್ಣ ಕುರುಡುತನ,வண்ண குருட்டுத்தன்மை
ಕಾಲಮ್ ಕ್ರೊಕ್ಕಳ ನಿರೂಪಣೆ,நெடுவரிசை நிறமூர்த்தம்
ಬರ್ಟಿನಿಯ ಕಾಲಮ್,பெர்டினியின் நெடுவரிசை
ಸ್ತನಪಭಲ,நெடுவரிசை எபிட்டிலியம்
ಬಾಚಣಿಗೆ,சீப்புத் தட்டு
ಸಂಯೋಜಿತ ರೋಗನಿರೋಧಕ ಕೊರತೆ ಸಿಂಡ್ರೋಮ್,ஒருங்கிணைந்த நோயெதிர்ப்பு குறைபாடு நோய்க்குறி
ಸಂಯೋಜಿತ ತೂಕ,ஒருங்கிணைந்த எடை
ಬೆಸುಗದ ಜೆಲ್ಲಿ,சீப்பு-ஜெல்லி
ದಹನ,எரிப்பு
ದಹನ ಪ್ರಕ್ರಿಯೆ,எரிப்பு செயல்முறை
ಅಲ್ಪವಿರಾಮ,கமா
ಆರಂಭದ ಆರಂಭ,துவக்கவாதம்
ಕಾಗರ ಹಡಗು,கமிஷரல் கப்பல்
ಸಾಮಾನ್ಯ ಪೂರ್ವಜ,பொதுவான மூதாதையர்
ಸಾಮಾನ್ಯ ಶೀರ್ಷಧಮನಿ ಅಪಧಮನಿ,பொதுவான கரோடிட் தமனி
ಸಾಮಾನ್ಯ ಭಾರತೀಯ ಟೋಡ್,பொது இந்திய தேரை
ಸಮುದಾಯ ವೈವಿಧ್ಯತೆ,சமூக பன்முகத்தன்மை
ಸಮುದಾಯ ಸಂವಹನ,சமூக தொடர்பு
ಸಂಕುಚಿತಗೊಳಿಸುವಿಕೆ,சுருக்கம்
ಒಡನಾಡಿ ಕೋಶ,தோழர் செல்
ತುಲನಾತ್ಮಕ ಅಂಗರಚನೆ,ஒப்பீட்டு உடற்கூறியல்
ತುಲನಾತ್ಮಕ ರೂಪವಿಜ್ಞಾನ,ஒப்பீட்டு உருவவியல்
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,பொருந்தக்கூடிய தன்மை
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,பொருந்தக்கூடிய தன்மை
ಸರಿದೂಗನೆ ಪುನರುತ್ಪಾದನೆ,ஈடுசெய்யும் மீளுருவாக்கம்
ಸಮರ್ಥ ಕೋಶ,திறமையான செல்
ಸಮರ್ಥ ಹೋಸ್ಟ್,திறமையான புரவலன்
ಸ್ಪರ್ಧೆ,போட்டி
ಸ್ಪರ್ಧಾತ್ಮಕ ಪ್ರತಿಬಂಧ,போட்டி தடுப்பு
ಸ್ಪರ್ಧಾತ್ಮಕ ಪ್ರತಿರೋಧಕ,போட்டி தடுப்பான்
ಪೂರಕತೆ,நிரப்புத்தன்மை
ಪೂರಕ ಫಿಲ್ಟರ್,நிரப்பு வடிகட்டி
ಪೂರಕ ಜೀನ್,நிரப்பு மரபணு
ಪೂರಕ ಜೋಡಿ,நிரப்பு ஜோடி
ಸಂಪೂರ್ಣ ಜೀರ್ಣಾಂಗವ್ಯೂಹ,முழுமையான செரிமான பாதை
ಸಂಪೂರ್ಣ ಸಂಪರ್ಕ,முழுமையான இணைப்பு
ಸಂಪೂರ್ಣ ಆಕ್ಸಿಡೀಕರಣ,முழுமையான ஆக்சிஜனேற்றம்
ಸಂಕೀರ್ಣ,சிக்கலான
ಸಂಕೀರ್ಣ,சிக்கலான
ಸಂಕೀರ್ಣ,சிக்கலான
ಸಂಕೀರ್ಣ ಅಂಗಾಂಶ,சிக்கலான திசு
ಸಂಯೋಜಿತ,கூட்டு
ಸಂಯುಕ್ತ ಕೋರಿಎಂಬಿ,CORRYMB கூட்டு
ಕಾಂಪೌಂಡ್,கலவை எபிட்டிலியம்
ಕಾಂಪೌಂಡ್ ಕಣ್ಣುಗಳು,கூட்டு கண்கள்
ಸಂಯುಕ್ತ ಉಕ್ಕು,கூட்டு அம்பல்
ಕಂಪಲ್ಸಿವ್ ಕ್ರಿಯೆ,கட்டாய நடவடிக்கை
ಕಂಪ್ಯೂಟೇಶನಲ್ ಜೀವಶಾಸ್ತ್ರ,கணக்கீட்டு உயிரியல்
ಕಂಪ್ಯೂಟೆಡ್ ಟೊಮೊಗ್ರಫಿ,கணக்கிடப்பட்ட டோமோகிராபி
ಗಣಕಯಂತ್ರ ಪರದೆ,கணினி திரை
ಕೇಂದ್ರೀಕರಿಸಿದ,செறிவூட்டப்பட்ட சிறுநீர்
ಏಕಾಗ್ರತೆ,செறிவு
ಏಕಾಗ್ರತೆ ಗ್ರೇಡಿಯಂಟ್,செறிவு சாய்வு
ಕಲ್ಪನಾ,கருத்து
ಘನೀಕರಣ,நெய்யுதல்
ಘನೀಕರಣ,நெய்யுதல்
ಘನೀಕರಣ ಡಿಕೋಂಡೆನ್ಸೇಷನ್ ಚಕ್ರ,மின்தேக்கி டிகண்டென்சேஷன் சுழற்சி
ಮಂದಬುದ್ಧಿಯ ಸ್ಥಿತಿ,ஒடுக்கப்பட்ட நிலை
ದನಕ ಮಸೂರ,மின்தேக்கி லென்ஸ்
ಷರತ್ತುಬದ್ಧ,நிபந்தனை
ಷರತ್ತುಬದ್ಧ,நிபந்தனை
ನರ ಪ್ರಚೋದನೆಯ ವಹನ,நரம்பு தூண்டுதல் கடத்தல்
ನೀರಿನ ವಾಹಕ,நீர் கடத்தல்
ವಾಹಕ ವಿದ್ಯುದ್ವಿಚ್ g ೇದ್ಯ ಜೆಲ್,கடத்தும் எலக்ட்ரோலைட் ஜெல்
ಸಮಾಧಿ,கூம்பு
ಅನುಗುಣವಾಗಿ,ஒத்துப்போகிறது
ರೂಪರೇಖೆ,கன்ஃபார்மர்
ಸಂಯೋಗದ,பிறவி
ಶಂಕುವಿನಾಕಾರದ ಮೂಲ,கூம்பு வேர்
ಶಂಕುವಿನಾಕಾರದ,கூம்பு
ಕೋನೀದಿ,கொனிடியா
ಗೋಪುರ,கூம்பு
ಕನ್ಯೆ,கோனிஃபெரி
ಕೋನಿಫರೋಪ್ಸಿಡ,கோனிஃபெரோப்சிடா
ನಾಳದ ಬಂಡಲ್,இணைக்கும் வாஸ்குலர் மூட்டை
ಸಂಯೋಜಿತ,இணைந்த
ಸಂಯೋಗ,இணைவு
ಚಿರತೆ,கான்ஜுன்டிவா
ಸಂಯೋಗದ ಅಂಗಾಂಶ,ஒருங்கிணைந்த திசு
ಸಂಯೋಜಕ ಅಂಗಾಂಶದ,இணைப்பு திசு
ಕೊನೆಲ್ ಅವರ ಪ್ರಯೋಗ,கோனலின் சோதனை
ಸಂರಕ್ಷಣಾ ಅರಣ್ಯ,பாதுகாப்பு வனவியல்
ಸಂಪ್ರದಾಯಬದ್ಧ ಬೇಸಾಯ,கன்சர்வேஷனல் உழவு
ಸ್ಥಿರತೆ,நிலைத்தன்மை
ಸಂಪ್ರದಾಯ,தொகுதி
ರಚನಾತ್ಮಕ ಕಿಣ್ವ,அமைப்புரீதியான நொதி
ಗ್ರಾಹಕ,நுகர்வோர்
ಸಂಪರ್ಕ ಪ್ರತಿಬಂಧಕ,தொடர்பு தடுப்பு
ಸಾಂಕ್ರಾಮಿಕ ರೋಗ,தொற்று நோய்
ಕಲುಷಿತಗೊಳಿಸು,மாசுபடுத்துங்கள்
ಮಾಲಿನ್ಯ,மாசுபாடு
ಸಮಕಾಲೀನ ಜೀವಿ,தற்கால உயிரியல்
ಖಂಡ,கண்டம்
ಬಾಹ್ಯರೇಖೆ ಉಳುಮೆ,விளிம்பு உழுதல்
ಸಂಕುಚಿತತೆ,ஒப்பந்தம்
ಗುತ್ತಿಗೆ ನಾರು,சுருக்க ஃபைபர்
ಗುತ್ತಿಗೆ ಪ್ರೋಟೀನ್,சுருக்க புரதம்
ಸಂಕೋಚಕ ಪ್ರತಿಕ್ರಿಯೆ,சுருக்கமான பதில்
ಸಂಕೋಚಕ ನಿರ್ವಾತ,சுருக்க வெற்றிடம்
ಕಾಂಟ್ರಾಸ್ಟ್ ಏಜೆಂಟ್,மாறுபட்ட முகவர்
ಕಾಂಟ್ರಾಸ್ಟ್ ಏಜೆಂಟ್,மாறுபட்ட முகவர்
ಕಾಂಟ್ರಾಸ್ಟ್ ಏಜೆಂಟ್,மாறுபட்ட முகவர்
ವ್ಯತಿರಿಕ್ತ ಲಕ್ಷಣ,மாறுபட்ட பண்பு
ಕೇಂದ್ರಾಪಗಾಮಿ ಬಲದ,மையவிலக்கு விசை
ನಿಯಂತ್ರಣ,கட்டுப்பாட்டு காரணி
ನಿಯಂತ್ರಿತ ಪ್ರಯೋಗ,கட்டுப்படுத்தப்பட்ட சோதனை
ಗಾಡಿ,கோனஸ்
ಕನ್ಯೆ,கோனஸ் தமனி
ಸಾಂಪ್ರದಾಯಿಕ ಬೇಸಾಯ,வழக்கமான உழவு
ಒಮ್ಮುಖವಾಗಿಸು,மாற்றப்பட்டது
ಒಗ್ಗೂಡಿ,ஒருங்கிணைந்த
ಒಮ್ಮುಖ (ವಿಕಾಸ),குவிந்த (பரிணாமம்)
ಕಾಸಿನ,Convolvulaceae
ಸುರುಳಿಯಾಕಾರದ ಕೊಳವೆಯ,சுருண்ட குழாய்
ಸಮಾಲೋಚನೆ,ஒருங்கிணைப்பு
ಕೊಲೆಗುಂದೆಯ,கோபாலிமர்
ತಾಮ್ರ,தாமிரம்
ನುಗ್ಗಿ,காப்ரோலைட்
ಕಾಲ್ಚಾಪನಕ,கோப்ரோபிலஸ்
ಹದಿಕಟ್ಟಿಸು,சமாளிக்கவும்
ಕವಣೆ,சமாளிப்பு
ಕವಣೆ,சமாளிப்பு
ಕಪೃತ್ವ,கோபூலேட்டரி பேட்
ಹವಳದ ಬಂಡೆಯ ಸಮುದಾಯ,பவளப்பாறை சமூகம்
ಹವಳದ,பவளம்
ಕರ್ಟೇಟ್,கோர்டேட்
ಕೋರ್ ಪ್ರದೇಶ,மைய பகுதி
ಕೋರೆ ವಲಯ,மைய மண்டலம்
ತಿರುಳು,கோர்ரெசர்
ಕೊಳೆ,கோரிபாஸ்பின்
ಗಾಡಿ,கார்க்
ಕಾರ್ಕ್ ಕ್ಯಾಂಬಿಯಂ,கார்க் காம்பியம்
ಚರಿತ್ರೆ,கார்க் திருகு
ಗಂಡಿ,கோர்ம்
ಜೋಳದ ಕೊರೆ,சோளம் துளைப்பான்
ಕಾರ್ನಾ,கார்னியா
ಕಾರ್ನಾಜೆನ್ ಕೋಶ,கார்னீஜென் செல்
ಕಾರ್ನಿಯಲ್ ಲೆನ್ಸ್,கார்னியல் லென்ஸ்
ಹುಲ್ಲುಗಾವಲು,கொரோலா
ಕರೋನ,கொரோனா
ಕರೋನಾ ನುಗ್ಗುವ ಕಿಣ್ವ,கொரோனா ஊடுருவும் நொதி
ಕರೋನ ರೇಡಿಯಾಟಾ,கொரோனா ரேடியாடா
ಕೊರೊನಾರಿಯ,கொரோனாரியா
ಪರಿಧಮನಿಯ,கரோனரி தமனி
ಪರಿಧಮನಿಯ ಬೈಪಾಸ್,கரோனரி தமனி பைபாஸ்
ಪರಿಧಮನಿಯ ಕಾಯಿಲೆ,கரோனரி தமனி நோய்
ಪರಿಧಮನಿಯ ಸಲ್ಕಸ್,கரோனரி சல்கஸ்
ಕಾರ್ಪೋರಾ ಕಾವರ್ನೊಸಾ (ಶಿಶ್ನ),கார்போரா கேவர்னோசா (ஆண்குறியின்)
ಕಾರ್ಪ್‌ವಾಲ್ಜೆಮಿನಾ,கார்போரா குவாட்ரிகெமினா
ದಳ,கார்பஸ்
ಕಾರ್ಪಸ್ ಅಲ್ಬಿಕಾನ್ಸ್,கார்பஸ் அல்பிகான்ஸ்
ಕಾರ್ಪಸ್ ಕ್ಯಾಲೋಸಮ್,கார்பஸ் கால்சம்
ಕಾರು ಲುಟಿಯಮ್,கார்பஸ் லியூடியம்
ಕಾರ್ಪಸ್ ಸ್ಪಂಜಿಯಾಸಂ,கார்பஸ் ஸ்போங்கியோசம்
ಕರಿಚಾಲ,கார்பஸ் ஸ்ட்ரைட்டம்
ನಾಶಮಾಡು,அரிப்பு
ಕಂದುಬಣ್ಣ,கோர்டெக்ஸ்
ಕಾರ್ಟಿಕಲ್ ನೆಫ್ರಾನ್,கார்டிகல் நெஃப்ரான்
ಆರ್ಟಿಕೊಸ್ಟೆರಾನ್,கார்டிகோஸ்டிரோன்
ಆರ್ಟಿಕೊಟ್ರೋಫಿಕ್,கார்டிகோட்ரோபிக்
ನಾರುಬಟ್ಟೆ,கார்டிசோல்
ನುಗ್ಗಿ,கார்டிசோன்
ಕರ್ಮ,கோர்வஸ்
ಕೋರಿಎಂಬಿ,கோரிம்ப்
ಕಾಸ್ಮಿಕ್ ಮೂಲ,அண்ட தோற்றம்
ಕಾಸ್ಮಿಕ್ ಕಿರಣ,காஸ்மிக் ரே
ಕಾಸ್ಮಜ,காஸ்மிட்
ಕಾಸ್ಮೊಜಾನ್ ಸಿದ್ಧಾಂತ,காஸ்மோசோவன் கோட்பாடு
ಹತ್ತಿ ಬೋಲ್ವರ್ಮ್,பருத்தி போல் புழு
ಸಮಾಲೋಚನೆ,ஆலோசனை
ಪ್ರತಿಲಶವಾಕೃತಿ,எதிர்-நடப்பு அமைப்பு
ಸೋದರಸಂಬಂಧಿ ವಿವಾಹ,உறவினர் திருமணம்
ಕೋವೆಲನ್ಸಿಯ ಬಂಡಿ,சக பிணைப்பு
ಹೊದಿಕೆ,கவர்
ಎಪಿಥೀಲಿಯಂ ಅನ್ನು ಒಳಗೊಂಡಿದೆ,எபிட்டிலியத்தை உள்ளடக்கியது
ಕೌಪರ್‌ನ ಗ್ರಂಥಿ,கபரின் சுரப்பி
ಕಾದು,காக்ஸா
ಕಾದು,காக்ஸா
ಕಾಕ್ಸಲ್ ಮೂಳೆ,காக்ஸல் எலும்பு
ಕಾಕ್ಸಲ್ ಪ್ರಕ್ರಿಯೆ,கோக்ஸல் செயல்முறை
ಬಿರುಕು,கிராக்
ಕ್ರ್ಯಾಕರ್ ಸ್ಫೋಟಕ,கிராக்கர் வெடிப்பு
ಕಪಾಲದ ಮೂಳೆ,கிரானியல் எலும்பு
ಕಪಾಲದ ಮೆನಿಂಜುಗಳು,கிரானியல் மெனிங்க்கள்
ಕಪಾಲದ ನರ,கிரானியல் நரம்பு
ಕ್ರ್ಯಾನಿಯೋಸಸ್ಯಲ್ ಹೊರಹರಿವು,கிரானியோசாக்ரல் வெளிச்செல்லும்
ಕಾಂಡ,கிரானியம்
ಕ್ರಾಸ್ಲೂಸಿಯನ್ ಆಸಿಡ್ ಚಯಾಪಚಯ,கிராசுலேசியன் அமில வளர்சிதை மாற்றம்
ಮೀನು,நண்டு மீன்
ರಾಸಾಯನಿಕ,கிரியேட்டினின்
ಜೀವಿ,உயிரினம்
ಬಳ್ಳಿ,க்ரீப்பர்
ಚಿರತೆ,கிரெனுலேஷன்
ಚಿರತೆ,கிரெனுலேஷன்
ಕ್ರಿಟೇಶಿಯಸ್ ಅವಧಿ,கிரெட்டேசியஸ் காலம்
ಕ್ರೆಟಿನ್ ತತ್ತ್ವ,கிரெட்டினிசம்
ಕ್ರಿ-ಚಾಟ್ ಸಿಂಡ್ರೋಮ್,CRI-DU-CHAT CINDROME
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,கிறிஸ்டே
ವಿಮರ್ಶಾತ್ಮಕ ಲಿಂಕ್ ಪ್ರಭೇದಗಳು,சிக்கலான இணைப்பு இனங்கள்
ನಿರ್ಣಾಯಕ ಪ್ರಕ್ರಿಯೆ,சிக்கலான செயல்முறை
ವಿಮರ್ಶಾತ್ಮಕವಾಗಿ ಅಳಿವಿನಂಚಿನಲ್ಲಿರುವ ಪ್ರಭೇದಗಳು,ஆபத்தான ஆபத்தான உயிரினங்கள்
ಬೆಳೆ,பயிர்
ಬೆಳೆ ಎಂಜಿನಿಯರಿಂಗ್,பயிர் பொறியியல்
ಬೆಳೆಭೂಮಿ,பயிர்நிலம்
ಶಿಲುಬೆ,குறுக்கு
ಮಿಶ್ರ ತಳಿ,கலப்பினம்
ಅಡ್ಡ ಸೇತುವೆ,குறுக்கு-பாலம்
ಒಂದಕ್ಕೊಂದು ಸಂಯೋಜಿಸಿದ,குறுக்கு இணைக்கப்பட்டுள்ளது
ಅಡ್ಡ ಪರಾಗಸ್ಪರ್ಶ,குறுக்கு மகரந்தச் சேர்க்கை
ಅಡ್ಡ -ಪರಾಗಸ್ಪರ್ಶ,குறுக்கு மகரந்தச் சேர்க்கை
ದಾಟಿದೆ,கடந்து
ಕ್ರೊಟಲೇರಿಯ,க்ரோடலேரியா
ಚಾಚು,க்ரோட்டன்
ಕಿರೀಟ ಪಿತ್ತದ ಗೆಡ್ಡೆ,கிரீடம் கால் கட்டி
ಕಿರೀಟ ಕಸಿ,கிரீடம் ஒட்டுதல்
ಶಿಲಸಕ್ತ,சிலுவை
ಕಚ್ಚಾ ಜನನ ಪ್ರಮಾಣ,கச்சா பிறப்பு விகிதம்
ಕಚ್ಚಾ ಸಾವಿನ ಪ್ರಮಾಣ,கச்சா இறப்பு விகிதம்
ಕಠಿಣಚೋನೆ,ஓட்டப்பந்தயம்
ಕ್ರೈ ಐಎ ಸಿ,அழுகிறேன் ia c
ಕ್ರೈ ಐಯಾ ಬಿ,க்ரை iia b
ಕ್ರೈಪ್ರೆಸರ್ವ,கிரையோபிரசர்வேஷன்
ಕ್ರದಾವಿತ್ತ,கிரையோசர்ஜரி
ರಹಸ್ಯವಾದ,ரிப்டிக்
ರಹಸ್ಯ ನೋಟ,கிரிப்டிக் தோற்றம்
ರಹಸ್ಯವಾದ ಬಣ್ಣ,ரகசிய நிறம்
ರಹಸ್ಯವಾಗಿ - ಬಣ್ಣ,இரகசியமாக - வண்ணம்
ಕ್ರಿಪ್ಟಾಗಾಮ,கிரிப்டோகாமே
ಕ್ರಿಪ್ಟಾಗಾಮ,கிரிப்டோகாமியா
ಲೈಬರ್‌ಕುನ್‌ನ ಕ್ರಿಪ್ಟ್‌ಗಳು,லிபர்குனின் கிரிப்ட்கள்
ಸ್ಫಟಿಕ,படிக
ಸ್ಫಟಿಕದ,படிக
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,Ctenophorans
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,Ctenophore
ಒಂದು ಬಗೆಯ ಸಿನ್ -ಕಾಲ್ಪನಿಕ,Ctenoplana
ಕೋಗಿಲೆ,கொக்கு
ಸೌತೆಕಾಯಿ,வெள்ளரி
