Punjabi,Kannada
ਕੈਂਟਿੰਗ ਹਥਿਆਰ,ಕ್ಯಾಂಟಿಂಗ್ ಶಸ್ತ್ರಾಸ್ತ್ರ
ਬੰਦੀ,ಬಂಧಿತ
ਕੈਪਟਰ,ಕ್ಯಾಪ್ಟರ್
ਕਾਰਡੀਨਲ,ಕಾರ್ಡಿನಲ್
ਕਾਰਲ,ಕಾರ್ಲ್
ਕੈਰੋਲਿੰਗੀਅਨ ਰਾਜਵੰਸ਼,ಕ್ಯಾರೊಲಿಂಗಿಯನ್ ರಾಜವಂಶ
ਕਾਰਥੁਸੀਅਨ ਸੰਪਰਦਾ,ಕಾರ್ತೂಸಿಯನ್ ಪಂಥ
ਕਾਰਟੋਸਾ,ಕಾರ್ಟೊಸಾ
ਕੈਸਟਲੀਅਨ,ಕ್ಯಾಸ್ಟೇಲಿಯನ್
ਕੈਸਟਲੀਅਨ,ಕ್ಯಾಸ್ಟೆಲಿಯನ್
ਜਾਤ ਪ੍ਰਣਾਲੀ,ಜಾತಿ ಪದ್ಧತಿ
ਕਿਲ੍ਹਾ,ಕೋಟೆ
ਕਿਲ੍ਹਾ,ಕೋಟೆ
ਕੈਸਲ ਸ਼ਹਿਰ,ಕೋಟೆಯ ಪಟ್ಟಣ
ਕਾਸਟਰਾ,ಕ್ಯಾಸ್ಟ್ರಾ
ਕਾਸਟਰਾ,ಕ್ಯಾಸ್ಟ್ರಾ
ਕੈਥੇਡਰਾ,ಕ್ಯಾಥೆಡ್ರಾ
ਗਿਰਜਾਘਰ,ಕ್ಯಾಥೆಡ್ರಲ್
ਕੈਟੋ ਸਟ੍ਰੀਟ ਸਾਜ਼ਿਸ਼,ಕ್ಯಾಟೊ ಸ್ಟ್ರೀಟ್ ಪಿತೂರಿ
ਕਾਉਡੀਲੋ,ಕೌಡಿಲ್ಲೊ
ਕੈਵਲੀਅਰ,ಕ್ಯಾವಲಿಯರ್
ਕੈਵਲੀਅਰ,ಕ್ಯಾವಲಿಯರ್
ਕੈਵਲੀਅਰ ਸੰਸਦ,ಕ್ಯಾವಲಿಯರ್ ಸಂಸತ್ತು
ਅਦੁੱਲਮ ਦੀ ਗੁਫਾ,ಅದುಲ್ಲಮ್ ಗುಹೆ
ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ,ಗುಹೆ ಚಿತ್ರಕಲೆ
ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ,ಗುಹೆ ಚಿತ್ರಕಲೆ
ਸੇਂਟਮਵੀਰ,ಸೆಂಟಮ್ವಿರ್
ਸੈਂਚੁਰੀਅਨ,ಸೆಂಚುರಿಯನ್
ਸਦੀ,ಶತಮಾನ
ਚੇਨ ਆਰਮਰ (= ਚੇਨ ਮੇਲ),ಚೈನ್ ರಕ್ಷಾಕವಚ (=ಚೈನ್ ಮೇಲ್)
ਛੰਤਰੀ,ಚಾಂಟ್ರಿ
ਛੰਤਰੀ,ಚಾಂಟ್ರಿ
ਚੈਪ ਕਿਤਾਬ,ಅಧ್ಯಾಯ ಪುಸ್ತಕ
ਪਾਦਰੀ,ಧರ್ಮಗುರು
ਅਧਿਆਇ,ಅಧ್ಯಾಯ
ਹਾਦਸਿਆਂ ਦਾ ਅਧਿਆਇ,ಅಪಘಾತಗಳ ಅಧ್ಯಾಯ
ਚਾਰਜ,ಶುಲ್ಕ
ਚਾਰਜ ਡੀ,ಚಾರ್ಜ್ ಡಿ&#39;ಅಫೇರ್ಸ್
ਚਾਰਜ ਵਿਭਾਜਨ,ಚಾರ್ಜ್ ವಿಭಜನೆ
ਚਾਰਜਰ,ಚಾರ್ಜರ್
ਰੱਥ,ರಥ
ਰੱਥ,ಸಾರಥಿ
ਰੱਥ,ಸಾರಥಿ
ਰੱਥ,ಸಾರಥಿ
ਚੈਰਿਟੀ ਰਸੋਈ,ಚಾರಿಟಿ ಅಡಿಗೆ
ਚਾਰਟਰ,ಚಾರ್ಟರ್
ਚਾਰਟਿਸਟ ਅੰਦੋਲਨ (=ਚਾਰਟਿਜ਼ਮ),ಚಾರ್ಟಿಸ್ಟ್ ಮೂವ್‌ಮೆಂಟ್ (=ಚಾರ್ಟಿಸಂ)
ਚਾਰਟੋਫਾਈਲੇਸ਼ੀਅਮ,ಚಾರ್ಟೋಫಿಲೇಸಿಯಮ್
Chateau,ಚಟೌ
ਚੈੱਕ ਪੋਸਟ,ಚೆಕ್ ಪೋಸ್ಟ್
ਰਸਾਇਣਕ ਯੁੱਧ,ರಾಸಾಯನಿಕ ಯುದ್ಧ
ਚੈਸਟਰ,ಚೆಸ್ಟರ್
ਮੁੱਖ,ಮುಖ್ಯಸ್ಥ
ਸਰਦਾਰ,ಮುಖ್ಯಸ್ಥ
ਸਰਦਾਰ,ಮುಖ್ಯಸ್ಥ
ਸਰਦਾਰ,ಮುಖ್ಯಸ್ಥ
ਸ਼ਿਫੋਨ,ಚಿಫೋನ್
ਸ਼ਿਸ਼ਟਾਚਾਰ,ಅಶ್ವದಳ
ਚੁਣੇ ਹੋਏ ਲੋਕ,ಆಯ್ಕೆಮಾಡಿದ ಜನರು
ਕ੍ਰਿਸਮੋਗ੍ਰਾਫੀ,ಕ್ರಿಸ್ಮೋಗ್ರಾಫಿಯನ್
ਈਸਾਈ-ਜਗਤ,ಕ್ರೈಸ್ತಪ್ರಪಂಚ
ਈਸਾਈ ਯੁੱਗ,ಕ್ರಿಶ್ಚಿಯನ್ ಯುಗ
ਈਸਾਈ ਸਮਾਜਵਾਦ,ಕ್ರಿಶ್ಚಿಯನ್ ಸಮಾಜವಾದ
ਇਤਹਾਸ,ಕ್ರಾನಿಕಲ್
ਇਤਿਹਾਸਕਾਰ,ಕ್ರಾನಿಕಲ್
Chryse Chersonese,ಕ್ರೈಸ್ ಚೆರ್ಸೋನೀಸ್
ਸਿਮਲੀਅਮ,ಸಿಮೆಲಿಯಮ್
Cinquecento ਸ਼ੈਲੀ,ಸಿಂಕ್ವೆಸೆಂಟೊ ಶೈಲಿ
ਸਰਕਮਨੇਵੀਗੇਸ਼ਨ,ಪ್ರದಕ್ಷಿಣೆ
ਸਿਸਟਰਸੀਅਨ ਭਿਕਸ਼ੂ,ಸಿಸ್ಟರ್ಸಿಯನ್ ಸನ್ಯಾಸಿ
ਕਿਲਾ,ಸಿಟಾಡೆಲ್
ਹਵਾਲਾ,ಉಲ್ಲೇಖ
ਹਵਾਲਾ,ಉಲ್ಲೇಖ
ਸਿਵਲ ਅਣਆਗਿਆਕਾਰੀ,ನಾಗರಿಕ ಅಸಹಕಾರ
ਸਿਵਲ ਯੁੱਧ,ಅಂತರ್ಯುದ್ಧ
ਸਿਵਿਸ ਰੋਮਨਸ,ಸಿವಿಸ್ ರೋಮನಸ್
ਕਲਾਸੀਕਲ ਉਮਰ,ಶಾಸ್ತ್ರೀಯ ವಯಸ್ಸು
ਕਲੀਫ਼ਟ (=ਕਲੇਫ਼ਟ),ಕ್ಲೆಫ್ಟ್ (=ಕ್ಲೆಫ್ಟ್)
ਕਲਰਕਵਾਦ,ಕ್ಲೆರಿಕಲಿಸಂ
ਕਲਰਚ,ಕ್ಲರುಚ್
ਕਲੀਨਿਕ ਅੰਦੋਲਨ,ಕ್ಲಿನಿಯಾಕ್ ಚಲನೆ
ਕੋਟ ਸ਼ਸਤ੍ਰ,ಕೋಟ್ ರಕ್ಷಾಕವಚ
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್
ਡਾਕ ਦਾ ਕੋਟ,ಕೋಟ್ ಆಫ್ ಮೇಲ್
ਸਮੂਹ,ಕೋಹಾರ್ಟ್
ਕੋਮੀਟੀਆ,ಕಾಮಿಟಿಯಾ
Comitia Centuriata,ಕಾಮಿಟಿಯಾ ಸೆಂಚುರಿಯಾಟಾ
Comitia Curiata,ಕಮಿಟಿಯಾ ಕ್ಯುರಿಯಾಟಾ
ਕੋਮੀਟੀਆ ਟ੍ਰਿਬੂਟਾ,ಕಮಿಟಿಯಾ ಟ್ರಿಬುಟಾ
ਯਾਦਗਾਰੀ arch,ಸ್ಮರಣಾರ್ಥ ಕಮಾನು
ਯਾਦਗਾਰੀ ਸਿੱਕਾ,ಸ್ಮರಣಾರ್ಥ ನಾಣ್ಯ
ਯਾਦਗਾਰੀ ਮੋਹਰ,ಸ್ಮರಣಾರ್ಥ ಮುದ್ರೆ
ਆਮ ਖੇਤਰ,ಸಾಮಾನ್ಯ ಕ್ಷೇತ್ರ
Communard,ಕಮ್ಯುನಾರ್ಡ್
ਕਨਕੋਰਡੈਟ,ಕಾನ್ಕಾರ್ಡಾಟ್
ਕਨਕੋਰਡੈਟ,ಕಾನ್ಕಾರ್ಡಾಟ್
ਕੰਡੋਟੀਏਰ,ಕಾಂಡೋಟಿಯರ್
ਪੁਸ਼ਟੀਕਰਣ ਕਾਰਟਾਰਮ,ದೃಢೀಕರಣ ಕಾರ್ಟಾರಮ್
ਟਕਰਾਅ,ಸಂಘರ್ಷ
ਮੰਡਲੀ,ಸಭೆ
ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ,ರಾಜ್ಯವನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು
ਜੇਤੂ,ವಿಜಯಶಾಲಿ
ਵਿਜੇਤਾ,ವಿಜಯಶಾಲಿ
ਕੌਸਿਲਿਅਮ,ಕಾನ್ಸಿಲಿಯಮ್
ਕੰਸਿਸਟਰੀ,ಸಂಯೋಜಿತ
ਸਾਜ਼ਿਸ਼,ಪಿತೂರಿ
ਸਾਜ਼ਿਸ਼,ಪಿತೂರಿ
ਕੌਂਸਲੇਟ,ದೂತಾವಾಸ
ਸਲਾਹ-ਮਸ਼ਵਰੇ ਦੀ ਕਿਤਾਬ,ಸಮಾಲೋಚನೆ ಪುಸ್ತಕ
ਮਹਾਂਦੀਪੀ ਪ੍ਰਣਾਲੀ,ಕಾಂಟಿನೆಂಟಲ್ ಸಿಸ್ಟಮ್
ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ,ಕನ್ವೆನ್ಷನ್ ಪಾರ್ಲಿಮೆಂಟ್
ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ),ಕಾಪರ್ ಹೆಡ್ಸ್ (=ಶಾಂತಿ ಪ್ರಜಾಪ್ರಭುತ್ವವಾದಿಗಳು)
ਕਾਪੀਹੋਲਡ,ಕಾಪಿಹೋಲ್ಡ್
ਘੇਰਾਬੰਦੀ,ಕಾರ್ಡನಿಂಗ್
ਕਰੋਨਾ,ಕರೋನಾ
ਤਾਜਪੋਸ਼ੀ,ಪಟ್ಟಾಭಿಷೇಕ
ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ,ಪಟ್ಟಾಭಿಷೇಕದ ಕಲ್ಲು
ਕਾਰਪਸ,ಕಾರ್ಪಸ್
Corsair,ಕೋರ್ಸೇರ್
Corsair,ಕೋರ್ಸೇರ್
ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ),ಕಾರ್ಸೆಟ್ (=ಕಾರ್ಸೆಲೆಟ್)
ਕੋਰਟੇਸ,ಕಾರ್ಟೆಸ್
ਕੋਟਰ (=ਕੋਟੀਅਰ),ಕೋಟರ್ (=ಕೋಟಿಯರ್)
ਕੋਟਰ (=ਕੋਟੀਅਰ),ಕೋಟರ್ (=ಕೋಟಿಯರ್)
ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ,ಕೌಂಟ್ ಪ್ಯಾಲಟಿನೇಟ್
ਦੇਸ਼ ਦਾ ਘਰ,ಹಳ್ಳಿ ಮನೆ
ਕਾਉਂਟੀ,ಕೌಂಟಿ
ਕਾਉਂਟੀ ਬੋਰੋ,ಕೌಂಟಿ ಬರೋ
ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ,ಕೌಂಟಿ ನ್ಯಾಯಾಲಯಗಳು
ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ,ಕೌಂಟಿ ಪ್ಯಾಲಟೈನ್
ਅਦਾਲਤ,ನ್ಯಾಯಾಲಯ
ਅਦਾਲਤ,ನ್ಯಾಯಾಲಯ
ਅਦਾਲਤੀ ਸਰਕੂਲਰ,ನ್ಯಾಯಾಲಯದ ಸುತ್ತೋಲೆ
ਅਦਾਲਤੀ ਸ਼ਿਸ਼ਟਾਚਾਰ,ನ್ಯಾಯಾಲಯದ ಶಿಷ್ಟಾಚಾರ
ਦਰਬਾਰੀ,ಆಸ್ಥಾನಿಕ
ਕੇਸੇਸ਼ਨ ਦੀ ਅਦਾਲਤ,ಕ್ಯಾಸೇಶನ್ ನ್ಯಾಯಾಲಯ
ਕੋਰਟ ਆਫ਼ ਡਾਇਰੈਕਟਰਜ਼ (EIC),ನಿರ್ದೇಶಕರ ನ್ಯಾಯಾಲಯ (EIC)
ਮਾਲਕਾਂ ਦੀ ਅਦਾਲਤ,ಮಾಲೀಕರ ನ್ಯಾಯಾಲಯ
ਦਰਬਾਰੀ ਕਵੀ,ಆಸ್ಥಾನ ಕವಿ
ਨੇਮਬੱਧ ਕੈਮਰੋਨੀਅਨ,ಒಪ್ಪಂದದ ಕ್ಯಾಮರೋನಿಯನ್ನರು
ਤਾਜ,ಕ್ರೌನ್
ਤਾਜ,ಕ್ರೌನ್
ਤਾਜ,ಕ್ರೌನ್
ਤਾਜ ਜ਼ਮੀਨ,ಕ್ರೌನ್ ಭೂಮಿ
ਤਾਜ ਜ਼ਮੀਨ,ಕ್ರೌನ್ ಭೂಮಿ
ਕ੍ਰਾਊਨ ਪ੍ਰਿੰਸ,ಕ್ರೌನ್ ಪ್ರಿನ್ಸ್
ਕਰੂਸੇਡ,ಧರ್ಮಯುದ್ಧ
ਕਰੂਸੇਡਰ,ಕ್ರುಸೇಡರ್
ਕ੍ਰਿਪਟੋਗ੍ਰਾਮ,ಕ್ರಿಪ್ಟೋಗ್ರಾಮ್
ਕੁਇਰਾਸ,ಕ್ಯುರಾಸ್
ਕੁਇਰਾਸੀਅਰ,ಕ್ಯುರಾಸಿಯರ್
ਪੰਥ ਦੇਵਤਾ,ಆರಾಧನಾ ದೇವತೆ
ਕਰਿਆ,ಕ್ಯೂರಿಯಾ
ਕਰਿਆ,ಕ್ಯೂರಿಯಾ
ਜ਼ਾਰਵਾਦ,ಜಾರಿಸಂ
ਹਨੇਰਾ ਮਹਾਂਦੀਪ,ಡಾರ್ಕ್ ಖಂಡ
ਨਿਰਣੇ ਦਾ ਦਿਨ,ತೀರ್ಪಿನ ದಿನ
ਨਿਰਣੇ ਦਾ ਦਿਨ,ತೀರ್ಪಿನ ದಿನ
ਡੀਨ,ಡೀನ್
ਦਹਾਕਾ,ದಶಕ
ਡੇਨਾਰੀਅਸ,ಡೆನಾರಿಯಸ್
ਬਰਖਾਸਤ ਬਾਦਸ਼ਾਹ,ಪದಚ್ಯುತ ದೊರೆ
ਉਜਾੜ,ಹಾಳುಮಾಡು
ਬਰਬਾਦੀ,ಹಾಳಾಗುವಿಕೆ
Dethrone,ಸಿಂಹಾಸನವನ್ನು ಇಳಿಸು
ਡਾਇਡੇਮ,ಡೈಡೆಮ್
ਡਾਇਡੇਮ,ಡೈಡೆಮ್
ਡਾਇਡੇਮ,ಡೈಡೆಮ್
ਡਾਇਸੀਆ,ಡಯಾಸಿಯಾ
ਡਿਕੈਸਟਰੀਅਮ,ಡಿಕಾಸ್ಟರಿಯಮ್
ਦਿਲੁਵੀਆਵਾਦੀ,ಡಿಲುವಿಯಲಿಸ್ಟ್
ਡਾਇਓਸਿਸ,ಧರ್ಮಪ್ರಾಂತ್ಯ
ਡਾਇਓਸਿਸ,ಧರ್ಮಪ್ರಾಂತ್ಯ
ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ),ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ)
ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ),ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ)
ਦਿਰਹਾਮ,ದಿರ್ಹಮ್
ਬੇਵਫ਼ਾ,ವಿಶ್ವಾಸದ್ರೋಹಿ
ਬੇਵਫ਼ਾ,ವಿಶ್ವಾಸದ್ರೋಹಿ
ਭੁੱਲ ਦਾ ਸਿਧਾਂਤ,ವಿಳಂಬದ ಸಿದ್ಧಾಂತ
ਦਸਤਾਵੇਜ਼,ಡಾಕ್ಯುಮೆಂಟ್
ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ,ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ
ਡੋਮੇਸਡੇ ਬੁੱਕ,ಡೋಮ್ಸ್‌ಡೇ ಪುಸ್ತಕ
Constantine ਦਾ ਦਾਨ,ಕಾನ್ಸ್ಟಂಟೈನ್ ಕೊಡುಗೆ
ਕਿਆਮਤ,ಡೂಮ್
ਦਾਜ ਦੀ ਰਾਣੀ,ವರದಕ್ಷಿಣೆ ರಾಣಿ
ਡਰੈਗਨ,ಡ್ರ್ಯಾಗನ್
ਡਰੋਮੇਡੇਰੀਅਨ,ಡ್ರೋಮೆಡಿಯನ್
ਡਰੋਮੇਡਰੀ,ಡ್ರೊಮೆಡರಿ
ਡਰੋਮੰਡ,ಡ್ರೊಮಂಡ್
ਦੋਹਰਾ,ದ್ವಂದ್ವ
ਦੋਹਰਾ ਗਠਜੋੜ,ಉಭಯ ಮೈತ್ರಿ
ਦੋਹਰੀ entente,ಡ್ಯುಯಲ್ ಎಂಟೆಂಟೆ
ਦੋਹਰੀ ਪ੍ਰਣਾਲੀ (= ਦੋਹਰੀ ਸਰਕਾਰ),ಉಭಯ ವ್ಯವಸ್ಥೆ (=ದ್ವಿ ಸರ್ಕಾರ)
ਡਿਊਕ,ಡ್ಯೂಕ್
ਡੂਮਾ,ಡುಮಾ
ਬੌਣਾ ਅਵਤਾਰ,ಕುಬ್ಜ ಅವತಾರ
ਰਾਜਵੰਸ਼,ರಾಜವಂಶ
ਰਾਜਵੰਸ਼,ರಾಜವಂಶ
ਇੱਲ,ಹದ್ದು
ਬਜ਼ੁਰਗ ਆਦਮੀ,ಹಿರಿಯ ಮನುಷ್ಯ
ਅਰਲ,ಅರ್ಲ್
ਅਰਲਡਮ,ಅರ್ಲ್ಡಮ್
ਸ਼ੁਰੂਆਤੀ ਗੁਪਤਾ,ಆರಂಭಿಕ ಗುಪ್ತರು
ਸ਼ੁਰੂਆਤੀ (ਇਤਿਹਾਸਕ) ਸਾਈਟਾਂ,ಆರಂಭಿಕ (ಐತಿಹಾಸಿಕ) ತಾಣಗಳು
ਸ਼ੁਰੂਆਤੀ ਵੈਦਿਕ ਕਾਲ,ಆರಂಭಿಕ ವೇದ ಕಾಲ
ਉਪਦੇਸ਼ਕ,ಎಕ್ಲೇಷಿಯಾ
ਬਹਾਲੀ ਦਾ ਹੁਕਮ,ಮರುಸ್ಥಾಪನೆಯ ಶಾಸನ
ਅੱਠ ਗੁਣਾ ਮਾਰਗ,ಎಂಟು ಪಟ್ಟು ಮಾರ್ಗ
ਬਜ਼ੁਰਗ,ಹಿರಿಯರು
ਬਜ਼ੁਰਗ ਰਾਜਨੇਤਾ (=ਜੀਨਰੋ),ಹಿರಿಯ ರಾಜಕಾರಣಿ (=ಜೆರೋ)
ਹਾਥੀ ਬੱਕਰਾ,ಆನೆ ಮೇಡು
ਗਿਆਰਾਂ ਸਾਲਾਂ ਦਾ ਜ਼ੁਲਮ,ಹನ್ನೊಂದು ವರ್ಷಗಳ ದಬ್ಬಾಳಿಕೆ
ਐਲੀਸੀ (=ਐਲੀਸੀ),ಎಲಿಸೇ (=ಎಲಿಸೀ)
ਘੇਰਾਬੰਦੀ ਅੰਦੋਲਨ,ಆವರಣ ಚಳುವಳಿ
ਐਨਸਾਈਕਲਿਕ,ಎನ್ಸೈಕ್ಲಿಕಲ್
ਐਨਸਾਈਕਲੋਪੀਡਿਸਟ ਲਹਿਰ,ಎನ್ಸೈಕ್ಲೋಪೀಡಿಸ್ಟ್ ಚಳುವಳಿ
ਐਂਟੇਨਟੇ,ಎಂಟೆಂಟೆ
ਏਨਟੇਂਟ ਕੋਰਡਿਆਲ,ಎಂಟೆಂಟೆ ಕಾರ್ಡಿಯಾಲ್
ਰਾਜਗੱਦੀ,ಸಿಂಹಾಸನ
ਦਲ,ಪರಿವಾರ
ਏਫ਼ੋਦ,ಎಫೋಡ್
ਈਫੋਰ,ಎಫೋರ್
ਮਹਾਂਕਾਵਿ ਯੁੱਗ,ಮಹಾಕಾವ್ಯ ಯುಗ
ਮਹਾਂਕਾਵਿ ਹੀਰੋ,ಮಹಾಕಾವ್ಯದ ನಾಯಕ
ਐਪੀਗ੍ਰਾਫ,ಎಪಿಗ್ರಾಫ್
ਐਪੀਸਕੋਪੇਸੀ,ಎಪಿಸ್ಕೋಪಸಿ
ਐਪੀਸਕੋਪੇਟ,ಎಪಿಸ್ಕೋಪೇಟ್
ਪ੍ਰਸੰਗ,ಸಂಚಿಕೆ
ਯੁਗ,ಯುಗ
ਯੁੱਗ ਬਣਾਉਣ ਵਾਲੀ ਘਟਨਾ,ಯುಗ ನಿರ್ಮಾಣದ ಘಟನೆ
ਯੁਗ-ਰਚਨ ਵਾਲਾ ਮਨੁੱਖ,ಯುಗಪುರುಷ
ਉਪਨਾਮ,ನಾಮಪದ
ਇਕਵੇਰੀ,ಇಕ್ವೆರಿ
ਇਕਵੇਰੀ,ಇಕ್ವೆರಿ
ਘੋੜਸਵਾਰ ਦੀ ਮੂਰਤੀ,ಅಶ್ವಾರೋಹಿ ಪ್ರತಿಮೆ
ਯੁੱਗ,ಯುಗ
ਅਰਗਸਟੁਲਮ,ಎರ್ಗಸ್ಟುಲಮ್
ਯੂਕੇਰਿਸਟ,ಯೂಕರಿಸ್ಟ್
ਈਵੈਂਜਲਿਜ਼ਮ,ಸುವಾರ್ತಾಬೋಧನೆ
ਖੁਸ਼ਖਬਰੀ ਦੀ ਲਹਿਰ,ಇವಾಂಜೆಲಿಕಲ್ ಚಳುವಳಿ
ਪ੍ਰਚਾਰਕ,ಸುವಾರ್ತಾಬೋಧಕ
Exarch,ಎಕ್ಸಾರ್ಚ್
Exilarch,ಎಕ್ಸಿಲಾರ್ಚ್
ਫਲੰਗਿਸਟ,ಫಾಲಂಗಿಸ್ಟ್
ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ,ತಂದೆ ಭೂಮಿ
ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ,ತಂದೆ ಭೂಮಿ
ਫੇਰੀਆ,ಫೆರಿಯಾ
ਫੈਟਿਸ਼,ಫೆಟಿಶ್
ਜਾਗੀਰਦਾਰੀ,ಊಳಿಗಮಾನ್ಯ ಹಿಡುವಳಿಗಳು
ਜਾਗੀਰਦਾਰੀ (=ਸਾਮੰਤੀ ਸਿਸਟਮ),ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ (=ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ)
ਜਗੀਰੂ ਸਿਸਟਮ,ಊಳಿಗಮಾನ್ಯ ವ್ಯವಸ್ಥೆ
ਜਾਗੀਰਦਾਰ,ಊಳಿಗಮಾನ್ಯ
ਫਿਦੀ ਡਿਫੈਂਸਰ (= ਵਿਸ਼ਵਾਸ ਦਾ ਰਖਵਾਲਾ),ಫಿಡೆ ಡಿಫೆನ್ಸರ್ (=ನಂಬಿಕೆಯ ರಕ್ಷಕ)
Fief,ಫೈಫ್
ਫੀਲਡ ਸਿਸਟਮ,ಕ್ಷೇತ್ರ ವ್ಯವಸ್ಥೆ
ਪੰਦਰਵਾਂ ਟੈਕਸ,ಹದಿನೈದನೇ ತೆರಿಗೆ
ਚਿੱਤਰ ਸਿਰ,ಚಿತ್ರ ತಲೆ
ਫਿਨ ਡੀ ਸੀਕਲ,ಫಿನ್ ಡಿ ಸೈಕಲ್
ਅੱਗ ਖਾਣ ਵਾਲਾ,ಬೆಂಕಿ ತಿನ್ನುವವನು
ਪੰਜ ਮੀਲ ਐਕਟ,ಐದು ಮೈಲಿ ಕಾಯಿದೆ
ਝੰਡਾ,ಧ್ವಜ
ਫਲੇਮੇਨ ਡਾਇਲਿਸ,ಫ್ಲೇಮೆನ್ ಡಯಾಲಿಸ್
ਫਲੇਮੇਨ ਮਾਰਸ਼ਲਿਸ,ಫ್ಲೇಮೆನ್ ಮಾರ್ಟಿಯಾಲಿಸ್
ਬਲਦੀ ਮਸ਼ਾਲ,ಉರಿಯುವ ಟಾರ್ಚ್
ਫਲੈਂਕ,ಪಾರ್ಶ್ವ
ਫਲੈਂਕਿੰਗ ਅੰਦੋਲਨ,ಪಾರ್ಶ್ವ ಚಲನೆ
ਵਧਦੀ ਹੋਈ ਸੱਭਿਅਤਾ,ಪ್ರವರ್ಧಮಾನಕ್ಕೆ ಬರುತ್ತಿರುವ ನಾಗರಿಕತೆ
ਪ੍ਰਵਾਹਵਾਦੀ ਵਿਸ਼ਵਾਸ,ಫ್ಲೂವಿಯಲಿಸ್ಟಿಕ್ ನಂಬಿಕೆ
ਲੋਕ ਦੇਵਤਾ,ಜನಪದ ದೇವರು
ਲੋਕ ਦੇਵੀ,ಜನಪದ ದೇವತೆ
ਲੋਕ ਯਾਦ,ಜಾನಪದ ಸ್ಮರಣೆ
ਲੋਕ-ਕਥਾ (=ਲੋਕ ਕਥਾ),ಜಾನಪದ ಪುರಾಣ (=ಜಾನಪದ)
ਚਾਰਾ,ಆಹಾರ ಹುಡುಕುವುದು
ਧੜਾਧੜ,ಮುನ್ನುಗ್ಗಿ
ਪਹਿਲਾਂ ਤੋਂ,ಮುಂದಾಳು
ਪੂਰਵਜ,ಪೂರ್ವಜ
ਅਗਲਾ,ಮುಂದಾಳು
ਉਦਾਸ ਉਮੀਦ,ನಿರಾಶಾದಾಯಕ ಭರವಸೆ
ਰਚਨਾਤਮਕ ਪੜਾਅ,ರಚನಾತ್ಮಕ ಹಂತ
ਕਿਲਾ,ಕೋಟೆ
ਕਿਲਾਬੰਦੀ,ಕೋಟೆ
ਕਿਲਾਬੰਦ ਸ਼ਹਿਰ,ಕೋಟೆಯ ಪಟ್ಟಣ
ਕਿਲ੍ਹਾ,ಕೋಟೆ
Fortuna,ಫಾರ್ಚುನಾ
ਫੋਰਮ ਰੋਮਨਮ,ಫೋರಮ್ ರೋಮನಮ್
ਫਰਾਂਸਿਸਕਨ,ಫ್ರಾನ್ಸಿಸ್ಕನ್
ਫਰੈਂਕਲਿਨ,ಫ್ರಾಂಕ್ಲಿನ್
ਭਰਾਤਰੀ ਜੰਗ,ಭ್ರಾತೃಹತ್ಯಾ ಯುದ್ಧ
ਮੁਫ਼ਤ ਚਰਚ,ಉಚಿತ ಚರ್ಚ್
ਫਰੀਹੋਲਡਰ,ಫ್ರೀಹೋಲ್ಡರ್
ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ,ಸ್ವತಂತ್ರ ಸೈನಿಕ
ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ,ಸ್ವತಂತ್ರ ಸೈನಿಕ
ਫ੍ਰੀਮੈਨ,ಫ್ರೀಮನ್
ਫ੍ਰੀਮੈਨ,ಫ್ರೀಮನ್
ਫ੍ਰੀਪਾਸ,ಫ್ರೀಪಾಸ್
