Tamil,Telugu
இருமைக் குறியீடு,బైనరీ సంజ్ఞామానం
இரும எண்,బైనరీ సంఖ్య
பைரான் எண் அமைப்பு,బైనరీ సంఖ్య వ్యవస్థ
பைரான் எண்,బైనరీ సంఖ్య
பைனரி எண் அமைப்பு,బైనరీ సంఖ్యా వ్యవస్థ
பைனரி செயல்பாட்டு குறியீடு,బైనరీ ఆపరేషన్ కోడ్
இருமல் ஆபரேட்டர்,బైనరీ ఆపరేటర్
இரும ஜோடி,బైనరీ జత
பைனரி படத் தரவு,బైనరీ పిక్చర్ డేటా
இரும புள்ளி,బైనరీ పాయింట్
இருமர் நிரல்,బైనరీ ప్రోగ్రామ్
பைனரி உறவு,బైనరీ సంబంధం
இருமுத் தேடல்,బైనరీ శోధన
பைனரி தேடல் வழிமுறை,బైనరీ శోధన అల్గోరిథం
பைனரி தொடர் சமிக்ஞை வீதம்,బైనరీ సీరియల్ సిగ్నలింగ్ రేటు
பைனரி சமச்சீர் சேனல்,బైనరీ సిమెట్రిక్ ఛానల్
பைனரி ஒத்திசைவு தொடர்பு,బైనరీ సింక్రోనస్ కమ్యూనికేషన్
பைனரி ஒத்திசைவு பரிமாற்றம்,బైనరీ సింక్రోనస్ ట్రాన్స్మిషన్
ஈரான் மரம்,బైనరీ చెట్టు
கட்டுதல்,బంధం
பைண்டர் குழு,బైండర్ గ్రూప్
பைண்டர்-துளை அட்டை,బైండర్-హోల్ కార్డ్
பிணைப்பு,బైండింగ్
பிணைப்பு நேரம்,బైండింగ్ సమయం
பயோமெடிக்கல் கம்ப்யூட்டிங்,బయోమెడికల్ కంప్యూటింగ్
பயோமெடிக்கல் திட்டம்,బయోమెడికల్ ప్రోగ్రామ్
பயோனிக்ஸ்,బయోనిక్స్
இரு கட்சி வரைபடம்,బైపార్టైట్ గ్రాఫ్
இரு கட்சி மரம்,ద్వైపాక్షిక చెట్టు
இருமுனை,బైపోలార్
இருமுனை நினைவகம்,బైపోలార్ మెమరీ
இருமுனை பரிமாற்றம் (= துருவ பரிமாற்றம்),బైపోలార్ ట్రాన్స్మిషన్ (= ధ్రువ ప్రసారం)
இரு குறியீடு,బిక్వరీ కోడ్
பிறப்பு-இறப்பு செயல்முறை,పుట్టిన మరణ ప్రక్రియ
இருசக்கர வழிமுறை,బైసెక్షన్ అల్గోరిథం
பிஸ்டபிள்,బిస్టేబుల్
பிஸ்டபிள் சுற்று,బిస్టేబుల్ సర్క్యూట్
பிஸ்டபிள் சாதனம்,బిస్టేబుల్ పరికరం
பிஸ்டபிள் மல்டிவிபிரேட்டர்,బిస్టేబుల్ మల్టీవిబ్రేటర్
பிஸ்டபிள் தூண்டுதல் சுற்று (= பிஸ்டபிள் சுற்று),బిస్టేబుల్ ట్రిగ్గర్ సర్క్యూట్ (= బిస్టేబుల్ సర్క్యూట్)
பிசின்ரானஸ்,బిసిన్క్రోనస్
பிட்,బిట్
பிட் பம்மிங்,బిట్ బమ్మింగ్
பிட் அடர்த்தி,బిట్ సాంద్రత
பிட் வழிமுறை,బిట్ ఇన్స్ట్రక్షన్
பிட் இடம்,బిట్ స్థానం
பிட் இணை,బిట్ సమాంతరంగా
பிட் முறை,బిట్ నమూనా
பிட் நிலை,బిట్ స్థానం
பிட் வீதம்,బిట్ రేటు
பிட் சீரியல்,బిట్ సీరియల్
பிட் துண்டு,బిట్ స్లైస్
பிட் ஸ்லைஸ் நுண்செயலி,బిట్ స్లైస్ మైక్రోప్రాసెసర్
பிட் ஸ்லைசிங் செயலி,బిట్ స్లైసింగ్ ప్రాసెసర్
வினாடிக்கு பிட்கள்,సెకనుకు బిట్స్
பிட் சேமிப்பு,బిట్ నిల్వ
பிட் சரம்,బిట్ స్ట్రింగ్
பிட் சரம் ஆபரேட்டர்,బిట్ స్ట్రింగ్ ఆపరేటర్
பிட் டிராக்,బిట్ ట్రాక్
பிவாரேட் பின்னடைவு பகுப்பாய்வு,బివారియేట్ రిగ్రెషన్ విశ్లేషణ
கருப்பு பதிவு,బ్లాక్ రికార్డింగ్
வெற்று,ఖాళీ
வெற்று எழுத்து,ఖాళీ పాత్ర
வெற்று சுருள்,ఖాళీ కాయిల్
வெற்று பொதுவானது,ఖాళీ సాధారణం
வெற்று டெலீட்டர்,ఖాళీ ప్రతిష్టుడు
வெற்று வட்டு,ఖాళీ డిస్కెట్
வெற்று,బ్లాంకింగ్
வெற்று வழிமுறை,ఖాళీ సూచన
குண்டு வெடிப்பு,పేలుడు
இரத்தம்,రక్తస్రావం
குருட்டு,బ్లైండ్
குருட்டு விசை பலகை,బ్లైండ్ కీ బోర్డు
பி-லைன் (= குறியீட்டு பதிவு),బి-లైన్ (= ఇండెక్స్ రిజిస్టర్)
ஒளிரும்,బ్లింకింగ్
எண்ணுதல் எண்ணுதல்,బ్లిప్ లెక్కింపు
Blip (= ஆவண குறி),బ్లిప్ (= డాక్యుమెంట్ మార్క్)
ஆனந்த வகைப்பாடு,బ్లిస్ వర్గీకరణ
தொகுதி,బ్లాక్
தொகுதி உடல்,బ్లాక్ బాడీ
தொகுதி ரத்துசெய் எழுத்தை,బ్లాక్ క్యారెక్టర్‌ను బ్లాక్ చేయండి
தொகுதி சோதனை,బ్లాక్ చెక్
தொகுதி காசோலை எழுத்து,బ్లాక్ చెక్ అక్షరం
தொகுதி சோதனை நடைமுறை,బ్లాక్ చెక్ విధానం
தொகுதி கட்டுப்பாடு,బ్లాక్ నియంత్రణ
தொகுதி கட்டுப்பாட்டு தலைப்பு,బ్లాక్ కంట్రోల్ హెడర్
தொகுதி கட்டுப்பாட்டு அலகு,బ్లాక్ కంట్రోల్ యూనిట్
தொகுதி நகல்,బ్లాక్ కాపీ
தொகுதி வரைபடம்,బ్లాక్ రేఖాచిత్రం
தடுக்கப்பட்ட கோப்பு,బ్లాక్ చేసిన ఫైల్
தொகுதி பிழை வீதம்,బ్లాక్ లోపం రేటు
தடுப்பு,బ్లాకెట్
தொகுதி இடைவெளி (= இடைநிலை இடைவெளி,బ్లాక్ గ్యాప్ (= ఇంటర్ బ్లాక్ గ్యాప్
தொகுதி தலை,బ్లాక్ హెడ్
தொகுதி தலைப்பு,బ్లాక్ హెడర్
தொகுதி தலைப்பு அறிக்கை,బ్లాక్ హెడింగ్ స్టేట్మెంట్
"பிளாக் புறக்கணிப்பு தன்மையை (= தொகுதி ரத்துசெய்
 எழுத்து)","బ్లాక్ విస్మరించండి అక్షరాన్ని విస్మరించండి (= బ్లాక్ రద్దు చేయండి
 అక్షరాలు"
தடுப்பு,నిరోధించడం
தடுக்கும் காரணி,నిరోధించే కారకం
பதிவுகளைத் தடுப்பது (= பதிவுகளின் குழு),రికార్డులను నిరోధించడం (= రికార్డుల సమూహం)
தொகுதி நீளம்,బ్లాక్ పొడవు
தொகுதி பட்டியல்,బ్లాక్ జాబితా
தொகுதி இயக்கம்,బ్లాక్ కదలిక
மல்டிபிளெக்சர் சேனலைத் தடுக்கும்,మల్టీప్లెక్సర్ ఛానెల్‌ను బ్లాక్ చేయండి
மல்டிபிளெக்சர் பயன்முறையைத் தடுக்கும்,మల్టీప్లెక్సర్ మోడ్‌ను బ్లాక్ చేయండి
தொகுதி சமநிலை அமைப்பு,బ్లాక్ పారిటీ సిస్టమ్
தொகுதி முன்னொட்டு,బ్లాక్ ఉపసర్గ
தொகுதி பதிவு,బ్లాక్ రికార్డ్
பிளாக் பிரிப்பான்,బ్లాక్ వేరు
தொகுதி பிரிப்பு,బ్లాక్ విభజన
தொகுதி அளவு,బ్లాక్ పరిమాణం
தொகுதி வரிசை,బ్లాక్ సార్ట్
தொகுதி அமைப்பு,బ్లాక్ నిర్మాణం
கட்டமைக்கப்பட்ட மொழியைத் தடுக்கும்,నిర్మాణాత్మక భాషను బ్లాక్ చేయండి
தொகுதி ஒத்திசைவு,బ్లాక్ సింక్రొనైజేషన్
தொகுதி பரிமாற்றம்,బ్లాక్ బదిలీ
தொகுதி பரிமாற்ற செயல்பாடு,బ్లాక్ బదిలీ ఫంక్షన్
அடி,బ్లో
மீண்டும் ஊதி,తిరిగి బ్లో
வீசுதல்,బ్లోయింగ్
நீல நாடா திட்டம்,బ్లూ రిబ్బన్ ప్రోగ్రామ్
தைரியமான முகம்,బోల్డ్ ముఖం
நூல்,పుస్తకం
புத்தக செய்தி,పుస్తక సందేశం
பூலியன் நிறைவு,బూలియన్ పూర్తి
பூலியன் இணைப்பு,బూలియన్ కనెక్టివ్
பூலியன் தரவு வகை,బూలియన్ డేటా రకం
பூலியன் செயல்பாடு,బూలియన్ ఫంక్షన్
பூலியன் செயல்பாடு,బూలియన్ ఆపరేషన్
பூலியன் செயல்பாட்டு அட்டவணை,బూలియన్ ఆపరేషన్ టేబుల్
பூலியன் ஆபரேட்டர்,బూలియన్ ఆపరేటర్
பூட்லெக் நிரல்,బూట్లెగ్ ప్రోగ్రామ్
துவக்க பட்டா ஏற்றி,బూట్ పట్టీ లోడర్
துவக்க பட்டா நினைவகம்,బూట్ పట్టీ మెమరీ
துவக்க ஸ்ட்ராப்பிங்,బూట్ స్ట్రాపింగ్
துவக்க ஸ்ட்ராப்பிங் அனலாக் கணினி,బూట్ స్ట్రాపింగ్ అనలాగ్ కంప్యూటర్
துவக்க ஸ்ட்ராப்பிங் மொழி செயலி,బూట్ స్ట్రాపింగ్ లాంగ్వేజ్ ప్రాసెసర్
கடன் வாங்கவும்,రుణం
கடன் இலக்க,అంకెను తీసుకోండి
போவே தொடர்பு,బోథ్వే కమ్యూనికేషన్
போவே செயல்பாடு,బోథ్వే ఆపరేషన్
பாட்டம்-அப் முறை (= குறைப்பு முறை),బాటమ్-అప్ పద్ధతి (= తగ్గింపు పద్ధతి)
துள்ளல்,బౌన్స్
கட்டுப்பட்ட,బౌండ్
எல்லை,సరిహద్దు
எல்லை சீரமைப்பு,సరిహద్దు అమరిక
எல்லை சோதனை,సరిహద్దు పరీక్ష
பரபரப்பான மணிநேரம்,బిజీగా ఉన్న గంట
வரம்புகள் பதிவு,బౌండ్స్ రిజిస్టర్
கிளை,శాఖ
கிளை மற்றும் கட்டுப்பட்ட முறை,బ్రాంచ్ మరియు బౌండ్ పద్ధతి
கிளை கேபிள்,బ్రాంచ్ కేబుల్
கிளைகள்,శాఖ
கிளை நெட்வொர்க்,బ్రాంచింగ్ నెట్‌వర్క్
கிளை அறிவுறுத்தல்,బ్రాంచ్ ఇన్స్ట్రక్షన్
கிளை புள்ளி,బ్రాంచ్ పాయింట్
கிளை செயலாக்கம்,బ్రాంచ్ ప్రాసెసింగ్
கிளை அட்டவணை,బ్రాంచ్ టేబుల్
இடைவெளி,విరామం
Break விசை,బ్రేక్ కీ
முறிவு புள்ளி,బ్రేక్ పాయింట్
பிரேக் பாயிண்ட் ஹால்ட்,బ్రేక్ పాయింట్ హాల్ట్
பிரேக் பாயிண்ட் வழிமுறை,బ్రేక్ పాయింట్ సూచన
பிரேக் பாயிண்ட் சுவிட்ச்,బ్రేక్ పాయింట్ స్విచ్
இடைவெளி வரிசை,బ్రేక్ సీక్వెన్స్
பிரிட்ஜ் குழாய்,వంతెన ట్యాప్
பிரிட்ஜ்வேர்,బ్రిడ్జ్‌వేర్
பாலம்,బ్రిడ్జింగ్
பிரகாச விகிதம்,ప్రకాశం నిష్పత్తి
பிராட் பேண்ட்,బ్రాడ్ బ్యాండ్
ஒளிபரப்பு முறை,ప్రసార మోడ్
ஒளிபரப்பு செயற்கைக்கோள்,ప్రసార ఉపగ్రహం
பிரஸ்ஸல்ஸ் வகைப்பாடு அமைப்பு,బ్రస్సెల్స్ వర్గీకరణ వ్యవస్థ
முரட்டுத்தனமான-சக்தி அணுகுமுறை,బ్రూట్-ఫోర్స్ విధానం
பி-மரம்,బి-ట్రీ
குமிழி நினைவகம்,బబుల్ మెమరీ
குமிழி வரிசை,బబుల్ సార్ట్
வாளி,బకెట్
இடையக,బఫర్
இடையக சேனல்,బఫర్ ఛానెల్
இடையக பெருக்கி,బఫర్డ్ యాంప్లిఫైయర్
இடையக கணினி,బఫర్డ్ కంప్యూటర్
இடையக சாதனம்,బఫర్డ్ పరికరం
இடையக உள்ளீடு,బఫర్డ్ ఇన్పుట్
இடையக செய்தி,బఫర్డ్ సందేశం
இடையக,బఫరింగ్
இடையக I/O சாதனம்,బఫర్ I/O పరికరం
இடையக மேலாண்மை,బఫర్ నిర్వహణ
இடையக வெளியீடு,బఫర్ అవుట్పుట్
இடையக பேட் எழுத்து,బఫర్ ప్యాడ్ పాత్ర
இடையக குளம்,బఫర్ పూల్
இடையக பூலிங்,బఫర్ పూలింగ్
இடையக பதிவு,బఫర్ రిజిస్టర్
இடையக சேமிப்பு,బఫర్ నిల్వ
இடையக கடை,బఫర్ స్టోర్
பிழை,బగ్
தரமற்ற,బగ్గీ
உள்ளமைக்கப்பட்ட செயல்பாடு,అంతర్నిర్మిత ఫంక్షన్
உள்ளமைக்கப்பட்ட செயல்முறை,అంతర్నిర్మిత విధానం
வெடிப்பு பயன்முறை,పేలుడు మోడ్
வெடிப்பு பரிமாற்றம்,పేలుడు ప్రసారం
பேருந்து,బస్సు
பஸ் பட்டி,బస్ బార్
பஸ் கட்டுப்படுத்தி,బస్ కంట్రోలర్
பேருந்து ஓட்டுனர்,బస్సు డ్రైవర్
பஸ் விரிவாக்கம்,బస్ ఎక్స్‌టెండర్
வணிக தரவு செயலாக்கம்,వ్యాపార డేటా ప్రాసెసింగ్
வணிக தகவல் அமைப்பு,వ్యాపార సమాచార వ్యవస్థ
வணிக இயந்திரம்,వ్యాపార యంత్రం
வணிக இயந்திர கடிகாரம்,బిజినెస్ మెషిన్ క్లాకింగ్
வணிக திட்டமிடல் மொழி,వ్యాపార ప్రణాళిక భాష
வணிக சேவை,వ్యాపార సేవ
பஸ்ஸ்பேக்,బస్బ్యాక్
பஸ் முடித்தல்,బస్సు ముగింపు
பஸ் வேர்,బస్ సామాను
பஸ் கம்பி,బస్ వైర్
பிஸியான நேரம்,బిజీ గంట
பிஸியான சமிக்ஞை,బిజీ సిగ్నల్
பிஸியான தொனி,బిజీ టోన్
பைபாஸ் செயல்முறை,బైపాస్ విధానం
துணை தயாரிப்பு,ఉప ఉత్పత్తి
பைட்,బైట్
பைட் கையாளுதல்,బైట్ మానిప్యులేషన్
பைட் பயன்முறை,బైట్ మోడ్
பைட் மல்டிபிளெக்சர் சேனல்,బైట్ మల్టీప్లెక్సర్ ఛానల్
பைட் மல்டிபிளெக்சர் பயன்முறை,బైట్ మల్టీప్లెక్సర్ మోడ్
பைட் மல்டிபிளெக்சிங்,బైట్ మల్టీప్లెక్సింగ్
கேபிள்,కేబుల్
கேபிள் வார்ப்பு,కేబుల్ కాస్టింగ్
கேபிள் தொலைக்காட்சி சேவை,కేబుల్ టెలివిజన్ సేవ
கேபிள் வால்ட்,కేబుల్ ఖజానా
கேச்,కాష్
கேச்-கேச் நினைவகம்,కాష్-కాష్ మెమరీ
கணக்கீடு,లెక్కింపు
கணக்கீட்டு பஞ்ச்,లెక్కింపు పంచ్
கால்குலேட்டர்,కాలిక్యులేటర్
கால்குலேட்டர் சிப்,కాలిక్యులేటర్ చిప్
இயற்கணித தர்க்கத்துடன் கால்குலேட்டர்,బీజగణిత తర్కంతో కాలిక్యులేటర్
எண்கணித தர்க்கத்துடன் கால்குலேட்டர்,అంకగణిత తర్కంతో కాలిక్యులేటర్
நிரல் இல்லாத கால்குலேட்டர்,ప్రోగ్రామబిలిటీ లేకుండా కాలిక్యులేటర్
நிரல் திறன் கொண்ட கால்குலேட்டர்,ప్రోగ్రామబిలిటీతో కాలిక్యులేటర్
மாறுபாடுகளின் கால்குலஸ்,వైవిధ్యాల కాలిక్యులస్
அழைப்பு,కాల్
குறிப்பு மூலம் அழைக்கவும்,సూచన ద్వారా కాల్ చేయండి
மதிப்பு மூலம் அழைக்கவும்,విలువ ద్వారా కాల్ చేయండి
இயக்கும் குறியீட்டை அழைக்கவும்,కాల్ డైరెక్టింగ్ కోడ్
ஸ்தாபனத்தை அழைக்கவும்,కాల్ స్థాపన
அழைப்பு பகிர்தல்,కాల్ ఫార్వార్డింగ్
கையெழுத்து சதித்திட்டம்,కాలిగ్రాఫిక్ ప్లాటర్
அழைப்பு,కాలింగ్
அழைப்பு வாதம்,కాలింగ్ ఆర్గ్యుమెంట్
அழைப்பு நிரல்,కాలింగ్ ప్రోగ్రామ్
அழைப்பு வரிசை,కాలింగ్ సీక్వెన్స్
துணை நிரல் அழைப்பு,సబ్‌ప్రోగ్రామ్ అని పిలుస్తుంది
அழைப்பு எண்,కాల్ నంబర్
அழைப்பு செயலி,కాల్ ప్రాసెసర్
முன்னேற்ற சமிக்ஞையை அழைக்கவும்,కాల్ ప్రోగ్రెస్ సిగ్నల్
அழைப்பு கடை,కాల్ స్టోర్
அழைப்பில் காத்திருக்கவும்,కాల్ నిరీక్షణ లో ఉంది
ரத்துசெய்,రద్దు చేయండి
எழுத்தை ரத்துசெய்,అక్షరాన్ని రద్దు చేయండి
விசையை ரத்துசெய்,కీని రద్దు చేయండి
பதிவு செய்யப்பட்ட பத்தி,తయారుగా ఉన్న పేరా
பதிவு செய்யப்பட்ட மென்பொருள்,తయారుగా ఉన్న సాఫ్ట్‌వేర్
நியமன தலைமுறை,కానోనిక్ జనరేషన్
மின்தேக்கி சேமிப்பு,కెపాసిటర్ నిల్వ
திறன்,సామర్థ్యం
கேப்ஸ்டன்,క్యాప్స్టాన్
பிடிப்பு,క్యాప్చర్
அட்டை,కార్డు
அட்டை கூண்டு,కార్డ్ కేజ్
அட்டை சேஸ்,కార్డ్ చట్రం
அட்டை சோதனை,కార్డ్ చెకింగ్
அட்டை குறியீடு,కార్డ్ కోడ్
அட்டை நெடுவரிசை,కార్డ్ కాలమ్
அட்டை சுழற்சி,కార్డ్ చక్రం
அட்டை தளம்,కార్డ్ డెక్
அட்டை பிழை சோதனை,కార్డ్ లోపం తనిఖీ
அட்டை புலம்,కార్డ్ ఫీల్డ్
அட்டை கோப்பு,కార్డ్ ఫైల్
அட்டை வடிவம்,కార్డ్ ఫారం
அட்டை வடிவம்,కార్డ్ ఫార్మాట్
அட்டை ஹாப்பர்,కార్డ్ హాప్పర్
அட்டை படம்,కార్డ్ చిత్రం
அட்டை உள்ளீடு,కార్డ్ ఇన్పుట్
அட்டை நெரிசல்,కార్డ్ జామ్
அட்டை ஏற்றி,కార్డ్ లోడర్
அட்டை பொதி,కార్డ్ ప్యాక్
அட்டை பாதை,కార్డ్ మార్గం
அட்டை திட்டமிடப்பட்ட கால்குலேட்டர்,కార్డ్ ప్రోగ్రామ్డ్ కాలిక్యులేటర్
அட்டை திட்டமிடப்பட்ட கணினி,కార్డ్ ప్రోగ్రామ్డ్ కంప్యూటర్
அட்டை பஞ்ச்,కార్డ్ పంచ్
அட்டை குத்தும் நுட்பம்,కార్డ్ పంచ్ టెక్నిక్
அட்டை வாசகர்,కార్డ్ రీడర్
அட்டை இனப்பெருக்கம்,కార్డ్ పునరుత్పత్తిదారు
அட்டை வரிசை,కార్డ్ వరుస
அட்டை தொகுப்பு,కార్డ్ సెట్
அட்டை சார்ட்டர்,కార్డ్ సార్టర్
அட்டை அடுக்கு,కార్డ్ స్టాకర్
அட்டை சேமிப்பு,కార్డ్ నిల్వ
அட்டை-க்கு-வட்டு பயன்பாடு,కార్డ్-టు-డిస్క్ యుటిలిటీ
அட்டை-க்கு-காந்த நாடா மாற்றம்,కార్డ్-టు-మాగ్నెటిక్ టేప్ మార్పిడి
அட்டை-க்கு-அச்சு நிரல்,కార్డ్-టు-ప్రింట్ ప్రోగ్రామ్
டேப் மாற்றி அட்டை,కార్డ్ టు టేప్ కన్వర్టర్
அட்டை பாதை,కార్డ్ ట్రాక్
அட்டை சரிபார்ப்பு,కార్డ్ ధృవీకరించడం
கேரட்,కేరెట్
கொணர்வி,రంగులరాట్నం
அறை,క్యారేజ్
வண்டி கட்டுப்பாட்டு தன்மை,క్యారేజ్ నియంత్రణ పాత్ర
வண்டி கட்டுப்பாட்டு நாடா,క్యారేజ్ కంట్రోల్ టేప్
வண்டி வருவாய்,క్యారేజ్ రిటర్న్
வண்டி திரும்பும் தன்மை,క్యారేజ్ రిటర్న్ క్యారెక్టర్
கார்,క్యారియర్
கார் துளை,క్యారియర్ హోల్
கேரியர் சுமை,క్యారియర్ లోడ్
கேரியர் ரிட்டர்ன் கேரக்டர்,క్యారియర్ రిటర్న్ క్యారెక్టర్
கேரியரின் கேரியர்,క్యారియర్ క్యారియర్
கார் சிக்னல்,క్యారియర్ సిగ్నల్
கார் அமைப்பு,క్యారియర్ సిస్టమ్
கேரியர்-க்கு-இரைச்சல் விகிதம்,క్యారియర్-టు-శబ్దం నిష్పత్తి
கேரியர் அலை,క్యారియర్ వేవ్
எடுத்துச் செல்லுங்கள்,క్యారీ
முழுமையான சமிக்ஞையை கொண்டு செல்லுங்கள்,పూర్తి సిగ్నల్ తీసుకెళ్లండి
நிறைவு உணர்திறன் கொண்டு செல்லுங்கள்,పూర్తి సెన్సింగ్‌ను మోయండి
எடுத்துச் செல்வது,అంకెను తీసుకెళ్లండి
கொடியை எடுத்துச் செல்லுங்கள்,జెండా మోయండి
நேரத்தைக் கொண்டு செல்லுங்கள்,సమయం తీసుకువెళుతుంది
கார்ட்ரிட்ஜ்,గుళిక
கார்ட்ரிட்ஜ் வட்டு,గుళిక డిస్క్
அடுக்கை இணைப்பு,క్యాస్కేడ్ కనెక్షన్
அடுக்கைக் கட்டுப்பாடு,క్యాస్కేడ్ నియంత్రణ
அடுக்கு ஒன்றிணைத்தல்,క్యాస్కేడ్ విలీనం
அடுக்கை ஒன்றிணைத்தல்,క్యాస్కేడ్ విలీనం
பண போன்ற ஆவணம்,నగదులాంటి పత్రం
கேஷ் போன்ற டெண்டர் (= கேஷ் போன்ற ஆவணம்),క్యాష్లైక్ టెండర్ (= క్యాష్లైక్ డాక్యుమెంట్)
கேசட்,క్యాసెట్
ஒன்பதை வெளியேற்றுவது,నైన్స్ అవుట్
கேடா மொழி (= பொருள் மொழி),కాటా భాష (= ఆబ్జెక్ట్ లాంగ్వేజ్)
அட்டவணை,జాబితా
பட்டியலிடப்பட்ட தரவு தொகுப்பு,కేటలాగ్ డేటా సెట్
அட்டவணை அடைவு,కేటలాగ్ డైరెక్టరీ
பட்டியலிடப்பட்ட செயல்முறை,జాబితా చేయబడిన విధానం
பேரழிவு பிழை,విపత్తు లోపం
கேடெனா,కాటెనా
Catenate,కాటేనేట్
கதட் ரே சேமிப்பு,కాథోడ్ రే స్టోరేజ్
கதட் ரே குழாய்,కాథోడ్ రే ట్యూబ్
கதை கதிர் குழாய் காட்சி,కాథోడ్ రే ట్యూబ్ ప్రదర్శన
செல்,సెల్
செல்லுலார் மொபைல் தொலைபேசி நெட்வொர்க்,సెల్యులార్ మొబైల్ టెలిఫోన్ నెట్‌వర్క్
செல்லுலார் விகிதம்,సెల్యులార్ నిష్పత్తి
செல்லுலார் பிளவு,సెల్యులార్ స్ప్లిటింగ్
மையப்படுத்துதல்,కేంద్రీకృతమై
மைய வரி,సెంటర్ లైన్
மத்திய கட்டுப்பாட்டு அலகு,సెంట్రల్ కంట్రోల్ యూనిట్
மையப்படுத்தப்பட்ட தானியங்கி செய்தி கணக்கியல்,కేంద్రీకృత స్వయంచాలక సందేశాన్ని అనుసరించుట
மையப்படுத்தப்பட்ட தரவு செயலாக்கம்,కేంద్రీకృత డేటా ప్రాసెసింగ్
மையப்படுத்தப்பட்ட நெட்வொர்க்,కేంద్రీకృత నెట్‌వర్క్
மைய நினைவகம்,కేంద్ర జ్ఞాపకం
மத்திய அலுவலகம்,కేంద్ర కార్యాలయం
மத்திய அலுவலக குறியீடு,సెంట్రల్ ఆఫీస్ కోడ్
மத்திய அலுவலக பணி ஆணை,కేంద్ర కార్యాలయ పని ఉత్తర్వు
மத்திய செயலாக்க அலகு,సెంట్రల్ ప్రాసెసింగ్ యూనిట్
மத்திய செயலாக்க அலகு லூப்,కేంద్ర ప్రాసెసింగ్ యూనిట్ లూప్
மத்திய செயலி,సెంట్రల్ ప్రాసెసర్
மத்திய ஸ்கேனிங் லூப்,సెంట్రల్ స్కానింగ్ లూప్
மத்திய நிலையம் (= கட்டுப்பாட்டு நிலையம்),సెంట్రల్ స్టేషన్ (= నియంత్రణ స్టేషన్)
மத்திய அலுவலக பணி ஆணை,కేంద్ర కార్యాలయ పని ఉత్తర్వు
சான்றளிக்கப்பட்ட நாடா,సర్టిఫైడ్ టేప్
சாட்,చాడ్
சாட்லெஸ் டேப்,చాడ్లెస్ టేప్
சங்கிலி,గొలుసు
சங்கிலி சேர்த்தல் திட்டம்,గొలుసు చేర్పుల కార్యక్రమం
சங்கிலி குறியீடு,గొలుసు కోడ్
சங்கிலி கோப்பு,గొలుసు ఫైల్
சங்கிலி பட்டியல்,గొలుసు జాబితా
சங்கிலி பதிவு,గొలుసు రికార్డు
சங்கிலி,గొలుసు
சங்கிலி வழிதல்,గొలుసు ఓవర్ఫ్లో
சங்கிலி தேடல்,గొలుసు శోధన
சங்கிலி இணைப்பு,గొలుసు లింక్
சங்கிலி பராமரிப்பு திட்டம்,గొలుసు నిర్వహణ కార్యక్రమం
சங்கிலி அச்சுப்பொறி,గొలుసు ప్రింటర్
தன்மையை மாற்றவும்,అక్షరాన్ని మార్చండి
டம்பை மாற்றவும்,డంప్ మార్చండి
கோப்பை மாற்றவும்,ఫైల్‌ను మార్చండి
பதிவை மாற்றவும்,రికార్డ్ మార్చండి
அடையாளத்தை மாற்றவும்,మార్పు గుర్తు
டேப்பை மாற்றவும்,టేప్ మార్చండి
சேனல்,ఛానెల్
சேனல் தாட்டர்,ఛానల్ అడాప్టర్
சேனல் முகவரி சொல்,ఛానెల్ చిరునామా పదం
சேனல் இணைக்கப்பட்டது,ఛానల్-అటాచ్డ్
சேனல் இணைக்கப்பட்ட நிலையம்,ఛానల్-అటాచ్డ్ స్టేషన్
சேனல் வங்கி,ఛానల్ బ్యాంక్
சேனல் பிஸியான தொனி,ఛానెల్ బిజీ టోన్
சேனல் திறன்,ఛానెల్ సామర్థ్యం
சேனல் கட்டளை,ఛానెల్ ఆదేశం
சேனல் கட்டளை சொல்,ఛానెల్ కమాండ్ పదం
சேனல் கட்டுப்படுத்தி,ఛానెల్ కంట్రోలర్
சேனல் கட்டுப்பாட்டு சொல்,ఛానెల్ నియంత్రణ పదం
சேனல் தரவு,ఛానెల్ డేటా
சேனல் முடிவு,ఛానెల్ ముగింపు
சேனல் பிழை,ఛానెల్ లోపం
சேனல் தாமதம்,ఛానెల్ జాప్యం
சேனல் மாஸ்க்,ఛానల్ మాస్క్
சேனல் ஓவர்லோட்,ఛానెల్ ఓవర్‌లోడ్
சேனல் அச்சுப்பொறி,ఛానల్ ప్రింటర్
சேனல் நிரல்,ఛానెల్ ప్రోగ్రామ్
சேனல் நிரல் மொழிபெயர்ப்பு,ఛానల్ ప్రోగ్రామ్ అనువాదం
சேனல் வரிசை,ఛానల్ క్యూ
சேனல் நம்பகத்தன்மை,ఛానెల్ విశ్వసనీయత
சேனல் சேவை பிரிவு,ఛానెల్ సేవా యూనిట్
சேனல் தொகுப்பு,ఛానెల్ సెట్
சேனல் நிலை சொல்,ఛానెల్ స్థితి పదం
சேனல் ஒத்திசைவு,ఛానెల్ సింక్రొనైజర్
சேனல்-டு-சேனல் அடாப்டர்,ఛానల్-టు-ఛానల్ అడాప్టర్
எழுத்து,పాత్ర
எழுத்து முகவரி,అక్షర చిరునామా
எழுத்து ஏற்பாடு,అక్షర అమరిక
எழுத்து சட்டசபை,అక్షర అసెంబ్లీ
எழுத்து-ஒரு நேர அச்சுப்பொறி,క్యారెక్టర్-ఎట్-ఎ-టైమ్ ప్రింటర్
