Telugu,Odiya
కనెక్షన్,ସଂଯୋଗ
కనెక్టివిటీ,ସଂଯୋଗ
కనెక్టర్,ସଂଯୋଜକ |
స్థిరత్వం,ସ୍ଥିରତା
స్థిరంగా,କ୍ରମାଗତ ଭାବରେ |
కన్సోల్,କନସୋଲ୍ |
స్థిరాంకం,ସ୍ଥିର
స్థిరమైన వ్యాప్తి,ନିରନ୍ତର ପ୍ରଶସ୍ତତା |
మైక్రోఫోన్‌ను సంప్రదించండి,ମାଇକ୍ରୋଫୋନ୍ ସହିତ ଯୋଗାଯୋଗ କରନ୍ତୁ |
కంటైనర్ ఫార్మాట్,ପାତ୍ର ଫର୍ମାଟ୍ |
కాలుష్యం,ପ୍ରଦୂଷଣ
విషయము,ବିଷୟବସ୍ତୁ
పరస్పర,ସଂଲଗ୍ନ
కొనసాగింపు,ନିରନ୍ତରତା
కొనసాగింపు బూత్,ନିରନ୍ତରତା ବୁଥ୍ |
కొనసాగింపు నాబ్,ନିରନ୍ତର ଗଣ୍ଠି |
నిరంతర,ନିରନ୍ତର |
నిరంతర ఆర్క్,କ୍ରମାଗତ ଆର୍କ
నిరంతర వేవ్,କ୍ରମାଗତ ତରଙ୍ଗ |
ఆకృతి రేఖ,ବିଷୟବସ୍ତୁ ଧାଡ଼ି
ఆకృతి ప్రణాళిక,ବିଷୟବସ୍ତୁ ଯୋଜନା
ఒప్పందం,ଚୁକ୍ତିନାମା
సంకోచం,ସଂକୋଚନ
కాంట్రాస్ట్ రేషియో,ବିପରୀତ ଅନୁପାତ
కంట్రోల్ సర్క్యూట్,କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |
కంట్రోల్ ఎలక్ట్రోడ్,ଇଲେକ୍ଟ୍ରୋଡ୍ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
నియంత్రణ పరికరాలు,ନିୟନ୍ତ୍ରଣ ଉପକରଣ |
కంట్రోల్ గ్రిడ్,କଣ୍ଟ୍ରୋଲ୍ ଗ୍ରୀଡ୍
నియంత్రణ రేఖ,ନିୟନ୍ତ୍ରଣ ରେଖା
నియంత్రణ ప్యానెల్,କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |
నియంత్రణ గది,ନିୟନ୍ତ୍ରଣ କକ୍ଷ |
నియంత్రణ పట్టిక,ନିୟନ୍ତ୍ରଣ ଟେବୁଲ୍ |
కంట్రోల్ టవర్,ନିୟନ୍ତ୍ରଣ ଟାୱାର |
నియంత్రిక,ନିୟନ୍ତ୍ରକ
కన్వర్జెన్స్,ଏକତ୍ରିତତା
కన్వర్జెంట్ లెన్స్,ଏକତ୍ରିତ ଲେନ୍ସ |
కన్వర్టర్,Contenker
కుంభాకార లెన్స్,କନଭକ୍ସ ଲେନ୍ସ |
కన్విల్యూషన్,ଦୋଷ
కన్వల్యూషన్ కోడెడ్,Convolution cended
కన్వల్యూషనల్ ఇంటర్‌లీవ్,ଦୋଷୀ ଜଣା
కన్వల్యూషనల్ ఇంటర్‌లీవింగ్,ଦୋଷୀ ଅସହଯୋଗୀ |
కుకీ,କୁକି |
కుకీయర్,କୁକିଅର୍
కోప్రాసెసర్,ତମ୍ବାସେସୋର
త్రాడు,କର୍ଡ
కరోనా,କରୋନା |
కరోనా ఉత్సర్గ,କରୋନା ଡିସଚାର୍ଜ |
సహసంబంధం,ସମ୍ପର୍କ |
కొసైన్ భాగం,କସିନ୍ ଉପାଦାନ |
కొసైన్ వేవ్,କସିନ୍ ତରଙ୍ଗ |
విశ్వ శబ్దం,କସମିକ୍ ଶବ୍ଦ
కౌంటర్,କାଉଣ୍ଟର
కౌంటర్ సవ్యదిశలో,ଘଣ୍ଟା ବୁଲାଇ କାଉଣ୍ଟର କରନ୍ତୁ |
కప్లర్,କପଟର୍ |
కలపడం,ଯୋଡିଙ୍ଗ୍
కప్లింగ్ కండెన్సర్,ସହଯୋଗୀ କଣ୍ଡେନ୍ସର୍ |
కలపడం నెట్‌వర్క్,Coupling ନେଟୱାର୍କ
కలపడం నిరోధకత,ସହଯୋଗ ପ୍ରତିରୋଧ
సమయోజనీయ బంధం,ସହଯୋଗୀ ବଣ୍ଡ |
కవరేజ్,କଭରେଜ୍
క్రాష్,ଦୁର୍ଘଟଣା
క్రిటికల్ బ్యాండ్,ଜଟିଳ ବ୍ୟାଣ୍ଡ |
క్లిష్ట పరిస్థితి,ଗୁରୁତର ଅବସ୍ଥା |
క్లిష్టమైన కలపడం,ଗୁରୁତର ଚିନ୍ତା |
క్లిష్టమైన ఫ్రీక్వెన్సీ,ଅହଂକାରୀ ଫ୍ରିକ୍ୱେନ୍ସି |
క్లిష్టమైన పరామితి,ଗୁରୁତର ପାରାମିଟର |
క్రోకోడైల్ క్లిప్,କୁମ୍ଭୀର କ୍ଲିପ୍ |
క్రాస్ ఫేడింగ్,କ୍ରସ୍ କ୍ଷୀଣ |
క్రాస్ మాడ్యులేషన్,କ୍ରସ୍ ମୋଡୁଲେସନ୍ |
క్రాస్ టాక్,କ୍ରସ୍ ଟକ୍ |
క్రాస్ఫేడ్,କ୍ରସଫେଡ୍
క్రిప్టోగ్రఫీ,କ୍ରିପ୍ଟୋଗ୍ରାଫି
క్రిస్టల్,ସ୍ଫଟିକ୍
క్రిస్టల్ ఫిల్టర్,ସ୍ଫଟିକ୍ ଫିଲ୍ଟର୍ |
క్యూ,କ୍ୟୁ
క్యూ మార్కులు,କ୍ୟୁ ମାର୍କ
క్యూయింగ్ పరికరం,କ୍ୟୁରିଂ ଉପକରଣ
ప్రస్తుత కాలువ,ସାମ୍ପ୍ରତିକ ଡ୍ରେନ୍ |
ప్రస్తుత మీటర్,ସାମ୍ପ୍ରତିକ ମିଟର
ప్రస్తుత ట్రాన్స్ఫార్మర్,ସାମ୍ପ୍ରତିକ ଟ୍ରାନ୍ସଫର୍ମର |
కర్సర్,କର୍ସର୍
వక్రరేఖ,ବକ୍ର
ఫ్రీక్వెన్సీని కత్తిరించండి,ଫ୍ରିକ୍ୱେନ୍ସି କାଟନ୍ତୁ |
కట్టర్,କଟର
సైబర్ కేఫ్,ସାଇବର କାଫେ |
సైబర్ భద్రతా,ସାଇବର ସୁରକ୍ଷା |
సైబర్ స్థలం,ସାଇବର ସ୍ଥାନ |
చక్రం,ଚକ୍ର
చక్రీయ,ସାଇକ୍ଲିକ୍ |
డి.సి. భాగం,D.C. ଉପାଦାନ
డి.సి. ప్లేట్ శక్తి,D.C. ଥାଳି ଶକ୍ତି
డి.సి. పునరుద్ధరణ,D.C. ପୁନରୁଦ୍ଧାର
డంపర్ డయోడ్,ଡ୍ୟାମ୍ପର୍ ଡିଏଡ୍ |
డంపింగ్,ବନ୍ଧପ
చీకటి,ଅନ୍ଧାର
సమాచారం,ତଥ୍ୟ
డేటా ప్రసారం,ଡାଟା ପ୍ରସାରଣ |
డేటా కుదింపు,ତଥ୍ୟ ସଙ୍କୋଚନ |
డేటా డ్రిల్లింగ్,ଡାଟା ଡ୍ରିଲିଂ |
డేటా గుప్తీకరణ,ତଥ୍ୟ ଏନକ୍ରିପସନ୍
సమాచార దస్తా,ଡାଟା ଫାଇଲ୍ |
డేటా నిర్వహణ,ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ
డేటా మైనింగ్,ତଥ୍ୟ ଖଣି
డేటా ప్రాసెసింగ్,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |
డేటా ప్రాసెసర్,ଡାଟା ସଞ୍ଚାଳକ |
డేటా తగ్గించిన బిట్ సిస్టమ్,ଡାଟା ହ୍ରାସ ବିଟ୍ ସିଷ୍ଟମ୍ |
డేటా సేవ,ଡାଟା ସେବା |
సమాచార పట్టిక,ତଥ୍ୟ ଫର୍ଦ୍ଦ
డేటా నిల్వ,ତଥ୍ୟ ସଂରକ୍ଷଣ
డేటా స్ట్రీమ్,ଡାଟା ଷ୍ଟ୍ରିମ୍ |
డేటా పరివర్తన,ତଥ୍ୟ ଟ୍ରାନ୍ସଫର୍ମାେସନ୍
డేటా ప్రసారం,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |
డేటాబేస్,ଡାଟାବେସ୍ |
డేటాకాస్టింగ్,ଡେସ୍କାଷ୍ଟିଂ |
డేటాగ్రామ్,ଡାଟାଗ୍ରାମ୍
DB మీటర్,DB ମିଟର
చనిపోయిన గాలి,ମୃତ ପବନ
డెడ్ షార్ట్ సర్క్యూట్,ମୃତ ସର୍ଟ ସର୍କିଟ୍ |
డెడ్ స్పాట్,ମୃତ ସ୍ପଟ୍
డెడ్లాక్,ଜଳଖିଆ
డీబగ్ ప్రోగ్రామ్,କିବଗ୍ ପ୍ରୋଗ୍ରାମ୍
డీబగ్గింగ్,ତ୍ରୁଟି ନିବାରଣ କରୁଛି |
ధ్వని క్షయం,ଶବ୍ଦର କ୍ଷୟ |
డిసిబెల్,ଡେକ୍ସିବେଲ୍ (DB)
దశాంశం,ଦଶମିକ
దశాంశ కోడ్,ଦଶମିକ କୋଡ୍ |
దశాంశ అంకె,ଦଶମିକ ଅଙ୍କ |
డెసిఫరింగ్,ଡିସପିଅର୍ କରିବା
డీకోడర్,ଡେକୋଡର୍
డీకోడింగ్,ଡିକୋଡିଂ
డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్,ଡିଜିଟାଲ୍ ଟ୍ରାନ୍ସମିସନ୍ ରେ ଡିକୋଡିଂ |
డికంప్రెషన్,ସଙ୍କଳନ
డికప్లింగ్,ସଜାଇବା
డికప్లింగ్ సర్క్యూట్,ସିକ୍ୟୁପିଙ୍ଗ୍ ସର୍କିଟ୍ |
డికప్లింగ్ నెట్‌వర్క్,ନେଟୱର୍କ ନେଟୱାର୍କ |
డిక్రిప్షన్,ଡିକ୍ରିପ୍ସନ୍
అంకితమైన పంక్తి,ଉତ୍ସର୍ଗୀକୃତ ରେଖା |
డి-ఎంబెడింగ్,ଦେ-ଏମ୍ବେଡିଂ |
డి-ఎంఫాసిస్,ଡି-ଫାଟିସ୍ |
డిఫాల్ట్,ଡିଫଲ୍ଟ |
నాణ్యతలో లోపం,ଗୁଣବତ୍ତାରେ ତ୍ରୁଟି |
లోపభూయిష్ట,ତ୍ରୁଟିଯୁକ୍ତ
లోపభూయిష్ట యూనిట్,ତ୍ରୁଟିପୂର୍ଣ୍ଣ ଏକକ
నిర్వచనం,ସଂଜ୍ଞା
విక్షేపం,ଡିସଲେନେକସନ |
వైకల్యం,ବିକଳାଙ୍ଗ
డీఫ్రాగ్మెంటేషన్,ନବିଣ୍ଡେସନ୍
డి-గాస్సింగ్ కాయిల్,ଡି-ଗସିଂ କୋଇଲ୍ |
డిగ్రీ,ଡିଗ୍ରୀ
డి-ఇంటర్‌లీవర్,ଡି-ଇଣ୍ଟରଲିଭେଭର |
ఆలస్యం లైన్,ବିଳମ୍ବ ରେଖା
సమయం ఆలస్యం,ବିଳମ୍ବ ସମୟ
ఫ్రేమ్ మెమరీ ఆలస్యం,ବିଳମ୍ବିତ ଫ୍ରେମ୍ ମେମୋରୀ |
ఆలస్యం స్కానింగ్,ବିଳମ୍ବିତ ସ୍କାନିଂ |
ఆలస్యం సమకాలీకరణ సిగ్నల్,ବିଳମ୍ବିତ ସିଙ୍କ୍ରୋନାଇଜେସନ୍ ସିଗନାଲ୍ |
డెలివరీ,ବିତରଣ
బట్వాడా వ్యవస్థ,ବିତରଣ ବ୍ୟବସ୍ଥା
డెమోడ్యులేషన్,ଡେମୋଡୁଲେସନ୍
డెమోడ్యులేటర్ కార్డ్,ଡେମୋଡୁଲେଟର କାର୍ଡ |
డెమల్టిప్లెక్సర్,Demultipleter
ఫీల్డ్ యొక్క లోతు,କ୍ଷେତ୍ରର ଗଭୀରତା |
అవరోహణ,ଅବତରଣ
డిజైన్ స్పెసిఫికేషన్,ଡିଜାଇନ୍ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ
డెస్క్‌టాప్,ଡେସ୍କଟପ
డిటెక్టర్ అవుట్పుట్,ଡିଟ୍ଟର୍ ଆଉଟପୁଟ୍
విచలనం,ବ୍ୟତିକ୍ରମ
పరికరం,ଉପକରଣ
పరికర డ్రైవర్,ଉପକରଣ ଡ୍ରାଇଭର |
విశ్లేషణ,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |
రేఖాచిత్రం,ଚିତ୍ର
డైలాగ్ ట్రాక్,ସଂଳାପ ଟ୍ରାକ୍ |
వ్యాసమైన మోడ్,ଡାଇମେଟ୍ରାଲ୍ ମୋଡ୍ |
డైమండ్ స్టైలస్,ହୀରା ଷ୍ଟାଇଲସ୍ |
ఉదరవితానం,ଡାଇଫ୍ରାଗମ୍ |
డయాఫ్రాగ్మాటిక్ అబ్జార్బర్,ଡାଇଫ୍ରାଗମେଟିକ୍ ଶୋଷକ |
డైకోటిక్ లిజనింగ్,ଡିକଟିକ୍ ଶୁଣିବା |
విద్యుద్వాహక,DiWeLictericorick
విద్యుద్వాహక విచ్ఛిన్నం- డౌన్,Divelostic Brock- ତଳକୁ |
విద్యుద్వాహక నష్టం,Divelostic କ୍ଷତି |
తేడా ఫ్రీక్వెన్సీ,ପାର୍ଥକ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି |
తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD),ପାର୍ଥକ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି ବିକୃତି (DFD)
తేడా టోన్,ପାର୍ଥକ୍ୟ ସ୍ୱର୍ଣ୍ଣ |
అవకలన యాంప్లిఫైయర్,ଭିନ୍ନ ଭିନ୍ନ ଏମ୍ପ୍ଲିଫାୟର୍ |
విక్షేపం,ଭିନ୍ନ
డిఫ్యూజర్,ଭିନ୍ନ
అంకె,ଅଙ୍କ
డిజిటల్,ଡିଜିଟାଲ୍ |
డిజిటల్ ఆర్టిఫ్యాక్ట్,ଡିଜିଟାଲ୍ କଳାକୃତି |
డిజిటల్ ఆడియో,ଡିଜିଟାଲ୍ ଅଡିଓ |
డిజిటల్ ఆడియో ఫిల్టర్,ଡିଜିଟାଲ୍ ଅଡିଓ ଫିଲ୍ଟର |
డిజిటల్ ఆడియో వర్క్ స్టేషన్,ଡିଜିଟାଲ୍ ଅଡିଓ କାର୍ଯ୍ୟ ଷ୍ଟେସନ୍ |
డిజిటల్ కెమెరా,ଡିଜିଟାଲ୍ କ୍ୟାମେରା
డిజిటల్ కంప్యూటర్,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
డిజిటల్ డేటా,ଡିଜିଟାଲ୍ ଡାଟା |
డిజిటల్ ఎడిటింగ్,ଡିଜିଟାଲ୍ ଏଡିଟିଂ |
డిజిటల్ ఎక్సైటర్,ଡିଜିଟାଲ୍ ଉତ୍ତେଜନା |
డిజిటల్ ఫిల్టర్,ଡିଜିଟାଲ୍ ଫିଲ୍ଟର |
డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్,ଡିଜିଟାଲ୍ ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନାଇଜେରିଜର୍ |
డిజిటల్ వారసత్వం,ଡିଜିଟାଲ୍ ହେରିଟେଜ୍ |
డిజిటల్ చిత్రం,ଡିଜିଟାଲ୍ ଇମେଜ୍ |
డిజిటల్ లైబ్రరీ,ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |
డిజిటల్ మీటర్,ଡିଜିଟାଲ୍ ମିଟର |
డిజిటల్ మాడ్యులేషన్,ଡିଜିଟାଲ୍ ମୋଡୁଲେସନ୍ |
డిజిటల్ మల్టీప్లెక్స్,ଡିଜିଟାଲ୍ ମଲ୍ଟିପ୍ସକ୍ସ |
డిజిటల్ నెట్‌వర్క్,ଡିଜିଟାଲ୍ ନେଟୱାର୍କ |
డిజిటల్ అవుట్పుట్,ଡିଜିଟାଲ୍ ଆଉଟପୁଟ୍ |
డిజిటల్ ప్లేబ్యాక్,ଡିଜିଟାଲ୍ ପ୍ଲେକ୍ |
డిజిటల్ రేడియో మొండియాల్ (DRM),ଡିଜିଟାଲ୍ ରେଡିଓ ମୁଣ୍ଡିଆଲ୍ (DRM)
డిజిటల్ రికార్డింగ్,ଡିଜିଟାଲ୍ ରେକର୍ଡିଂ |
డిజిటల్ విప్లవం,ଡିଜିଟାଲ୍ ବିପ୍ଳବ |
డిజిటల్ సిగ్నల్,ଡିଜିଟାଲ୍ ସିଗନାଲ୍ |
డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP),ଡିଜିଟାଲ୍ ସିଗନାଲ୍ ପ୍ରକ୍ରିୟାକରଣ (DSP)
డిజిటల్ సంతకం,ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |
డిజిటల్ టెక్నాలజీ,ଡିଜିଟାଲ୍ ଟେକ୍ନୋଲୋଜି |
డిజిటల్ టు అనలాగ్ కన్వర్టర్,ଆନାଗଲ୍ କନଭର୍ଟର ପାଇଁ ଡିଜିଟାଲ୍ |
డిజిటల్ వీడియో,ଡିଜିଟାଲ୍ ଭିଡିଓ |
డిజిటల్ వోల్టమీటర్,ଡିଜିଟାଲ୍ ଭୋଲ୍ଟୋମିଟର |
డిజిటలైజేషన్,ଡିଜିଟାଲ୍ାଇଜେସନ୍ |
డిజిటలైజేషన్,ଡିଜିଟାଇଜେସନ୍
డిజిటలైజ్డ్ వీడియో,ଡିଜିଟାଇଜଡ୍ ଭିଡିଓ |
డిజిటైజర్,ଅଗ୍ରଗାମୀ
మసక,ଅନ୍ଧ
పరిమాణం,ପରିମାପ
మసకబారిన,ଡିମର୍
డయోడ్,ଡାୟୋଡ୍
ముంచు,ବୁଡ଼ାନ୍ତୁ |
డిప్లెక్సర్,Dlixer
డైపోల్ యాంటెన్నా,ଡିପୋଲ୍ ଆଣ୍ଟେନା |
ప్రత్యక్ష ప్రసారం,ସିଧାସଳଖ ପ୍ରସାରଣ
ప్రత్యక్ష కరెంట్,ସିଧାସଳଖ ସାମ୍ପ୍ରତିକ (D c)
ప్రత్యక్ష పికప్,ସିଧାସଳଖ ଉଠାଇବା
ప్రత్యక్ష పఠన పరికరం,ସିଧାସଳଖ ପଠନ ଉପକରଣ |
ప్రత్యక్ష రికార్డింగ్,ସିଧାସଳଖ ରେକର୍ଡିଂ |
డైరెక్షనల్ యాంటెన్నా,ଦିଗଦର୍ଶନ ଆଣ୍ଟେନା |
డైరెక్షనల్ కప్లర్,ଦିଗଦର୍ଶନ କପଟ
డైరెక్షనల్ మైక్రోఫోన్,ଦିଗଦର୍ଶନ ମାଇକ୍ରୋଫୋନ୍ |
డైరెక్టివిటీ,ନିର୍ଦ୍ଦେଶନାପତି
డైరెక్టరీ,ଡିରେକ୍ଟୋରୀ
డిసేబుల్,ଅକ୍ଷମ କରନ୍ତୁ |
డిస్క్ యాంటెన్నా,ଡିସ୍କ ଆଣ୍ଟେନା |
డిస్క్ ఆధారిత నిల్వ,ଡିସ୍କ ଆଧାରିତ ଷ୍ଟୋରେଜ୍ |
వివిక్త,ପ୍ରତିରୋଧ
డిస్క్,ଡିସ୍କ
డిస్క్ డ్రైవ్,ଡିସ୍କ ଡ୍ରାଇଭ
డిస్క్ కోటా,ଡିସ୍କ କୋଟା
డిస్కెట్,ଡିସ୍କେଟ୍
తొలగుట,ସ୍ଥାନାନ୍ତର
చెదరగొట్టడం,ବିଚ୍ଛେଦ
స్థానభ్రంశం,ବିସ୍ଥାପନ
ప్రదర్శన,ପ୍ରଦର୍ଶନ
ప్రదర్శన యూనిట్ (కన్సోల్),ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ (କନସୋଲ୍)
వెదజల్లడం,ରୂପାନ୍ତର
వైరుధ్యం,ବିସୋନ୍ସ
పరిశుద్ధమైన నీరు,ଡିଷ୍ଟିଲ୍ ପାଣି |
వక్రీకరణ,ବିକୃତି
పంపిణీ,ବଣ୍ଟନ
పంపిణీ యాంప్లిఫైయర్,ବଣ୍ଟନ ଏମ୍ପଲିଫାୟର୍ |
విభజన,ବିଭାଜନ
విభజన,ଡିଭିସିଆସର
పత్రం,ଡକ୍ୟୁମେଣ୍ଟ୍
డాల్బీ డిజిటల్,ଡଲବି ଡିଜିଟାଲ୍ |
డొమైన్,ଡୋମେନ୍
డొమైన్ కంట్రోలర్,ଡୋମେନ୍ ନିୟନ୍ତ୍ରକ |
డాప్లర్ ప్రభావం,ଡୋପେଲର ପ୍ରଭାବ
ద్వారం),ଡବଲ୍ ପୋଲ୍ (ଡିପୋଲ୍)
డబుల్ పోల్ సింగిల్ త్రో స్విచ్,ଡବଲ୍ ପୋଲ୍ ସିଙ୍ଗଲ୍ ଥ୍ରୋ ସୁଇଚ୍ |
డబుల్ సైడెడ్ డిస్క్,ଡବଲ୍ ସାଇଡ୍ ଡିସ୍କ |
డబుల్,ଦ୍ୱନ୍ଦ୍ୱ
డౌన్ రాబోయే వేవ్,ତଳକୁ ଆସୁଥିବା ତରଙ୍ଗ |
డౌన్ స్ట్రీమ్,ତଳେ ସ୍ରୋତ |
డౌన్‌లింక్,ଅଦୃଶ୍ୟ
డౌన్‌లోడ్,ଡାଉନଲୋଡ୍ କରନ୍ତୁ |
డౌన్‌లోడ్,ଡାଉନଲୋଡ୍ କରିବା
డ్రాయింగ్,ଚିତ୍ରାଙ୍କନ
డ్రిల్లింగ్ బిట్,ଡ୍ରିଲିଂ ବିଟ୍
డ్రిల్లింగ్ మెషిన్,ଡ୍ରିଲିଂ ମେସିନ୍ |
డ్రైవ్,ଡ୍ରାଇଭ୍
డ్రమ్,ଡ୍ରମ୍
పొడి బల్బ్ ఉష్ణోగ్రత,ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |
పొడి సెల్,ଶୁଖିଲା କୋଷ
డ్రై టంకము,ଶୁଖିଲା ସୋଲିୟର |
ద్వంద్వ ఛానల్ మోడ్,ଡୁଆଲ୍ ଚ୍ୟାନେଲ ମୋଡ୍ |
డబ్బింగ్,ଅଳିଆ
డడ్,ଡୁଡ୍
డంప్,ଡମ୍ପ୍ |
డ్యూప్లెక్స్,ଡୁପ୍ଲେକ୍ସ
వ్యవధి,ଅବଧି
దుమ్ము,ଧୂଳି
డస్ట్ బగ్,ଧୂଳି ବଗ୍
డస్ట్ ప్రూఫ్,ଧୂଳି ପ୍ରମାଣ
డస్టర్,ଡଷ୍ଟର୍
డైనమిక్,ଗତିଶୀଳତା |
డైనమిక్ బిట్ కేటాయింపు,ଗତିଶୀଳ ବିଟ୍ ଆବଣ୍ଟନ |
డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM),ଡାଇନାମିକ୍ ଇଣ୍ଟରମୋଡୁଲେସନ୍ ବିକୃତ (DIM)
డైనమిక్ పరిమాణీకరణ,ଡାଇନାମିକ୍ ପରିମାଣ
డైనమిక్ పరిధి,ଗତିଶୀଳ ପରିସର
డైనమిక్ పరిధి నియంత్రణ,ଡାଇନାମିକ୍ ରେଞ୍ଜ ନିୟନ୍ତ୍ରଣ |
డైనమో,ଡାଇନାମୋ |
చెవి ఫోన్,କାନ ଫୋନ୍
భూమి,ପୃଥିବୀ
భూమి ఉబ్బెత్తు,ପୃଥିବୀ ବଲଜ |
భూమి నిరోధకత,ପୃଥିବୀ ପ୍ରତିରୋଧ
ఎర్త్ రాడ్,ପୃଥିବୀ ରୋଡ୍ |
ఎర్త్ ఉపగ్రహం,ପୃଥିବୀ ଉପଗ୍ରହ |
ఎర్త్ స్టేషన్,ପୃଥିବୀ କେନ୍ଦ୍ର |
ఎర్త్ టెర్మినల్,ପୃଥିବୀ ଟର୍ମିନାଲ୍ |
ఎర్తింగ్,ଘିଅ |
ఎకో,ଇକୋ
ఎకో చాంబర్,ଇକୋ ଚାମ୍ବର |
ఎడ్డీ కరెంట్,ଏଡି କରେଣ୍ଟ୍ |
ఎడ్డీ కరెంట్ నష్టం,ଏଡି ସାମ୍ପ୍ରତିକ କ୍ଷତି |
ఎడ్జ్వైస్ మీటర్,ଧାରବାହୀ ମିଟର
ఎడిటింగ్,ସମ୍ପାଦନା
ప్రభావవంతమైన యాంటెన్నా ఎత్తు,ପ୍ରଭାବଶାଳୀ ଆଣ୍ଟେନନା ଉଚ୍ଚତା |
ప్రభావవంతమైన యాంటెన్నా పొడవు,ପ୍ରଭାବଶାଳୀ ଆଣ୍ଟେନନା ଲମ୍ବ |
ప్రభావవంతమైన వోల్టేజ్,ପ୍ରଭାବଶାଳୀ ଭୋଲଟେଜ୍ |
సామర్థ్యం,ଦକ୍ଷତା
స్థితిస్థాపకత,ଇଲାସ୍ଟିସିଟି |
విద్యుత్ ఉత్సర్గ,ବ electric ଦ୍ୟୁତିକ ଡିସଚାର୍ଜ
ఎలక్ట్రిక్ ఫీల్డ్,ବ electric ଳିକ କ୍ଷେତ୍ର
ఎలక్ట్రిక్ ఫ్లాష్,ବ electrical ଳିକ ଫ୍ଲାସ
విద్యుత్ హీటర్,ବ electric ଦ୍ୟୁତିକ ହିଟର |
ఎలక్ట్రిక్ మీటర్,ଇଲେକ୍ଟ୍ରିକ୍ ମିଟର
విద్యుత్ మోటారు,ଇଲେକ୍ଟ୍ରିକ୍ ମୋଟର
విద్యుదాఘాతం,ବ electric ଦ୍ୟୁତିକ ଶକ୍
ఎలక్ట్రిక్ స్పార్క్,ଇଲେକ୍ଟ୍ରିକ୍ ସ୍ପାର୍କ |
విద్యుత్ ఉపకరణం,ବ electrical ଦ୍ୟୁତିକ ଉପକରଣ |
విద్యుత్ శబ్దం,ବ electrical ଦ୍ୟୁତିକ ଶବ୍ଦ
విద్యుత్ తుఫాను,ବ electrical ଦୁତିକ storm ଡ |
విద్యుత్తుతో పనిచేసే సంగీత పరికరం,ବ als ତିକ ଭାବରେ ବାଦ୍ୟଯନ୍ତ୍ରିତ ବାଦ୍ୟଯନ୍ତ୍ର |
విద్యుత్,ବିଦ୍ୟୁତ୍
విద్యుత్ సరఫరా,ବିଦ୍ୟୁତ୍ ଯୋଗାଣ |
ఎలెక్ట్రోడైనమిక్,ଇଲେକ୍ଟ୍ରୋଡାମନ |
ఎలక్ట్రోలైటిక్ కెపాసిటర్,ଇଲେକ୍ଟ୍ରୋଲାଇଟିକ୍ କ୍ୟାପେସିଟର |
విద్యుదయస్కాంత,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ |
విద్యుదయస్కాంత భంగం,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ବିଶୃଙ୍ଖଳା |
విద్యుదయస్కాంత ఇంటర్‌ఫెరెన్స్,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଅନ୍ତ incer କଣ୍ଟାକ୍ଟ |
విద్యుదయస్కాంత వర్ణపటం,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ସ୍ପେକ୍ଟ୍ରମ୍ |
విద్యుదయస్కాంత తరంగం,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ତରଙ୍ଗ |
విద్యుదయస్కాంత తరంగ ప్రచారం,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ତରଙ୍ଗ ପ୍ରସାରଣ |
ఎలక్ట్రాన్ మల్టిపుల్ ఫోటోట్యూబ్,ଇଲେକ୍ଟ୍ରନ୍ ଏକାଧିକ ଫଟୋ |
ఎలక్ట్రానిక్ కాలిక్యులేటర్,ଇଲେକ୍ଟ୍ରୋନିକ୍ କାଲକୁଲେଟର |
ఎలక్ట్రనిక్ డేటా ప్రాసెసింగ్ (ఇడిపి),ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ପ୍ରକ୍ରିୟାକରଣ (EDP)
ఇ-మెయిల్,ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ (ଇ-ମେଲ୍)
