Bengali,Punjabi
বিলম্ব,ਦੇਰੀ
বিলম্ব পাল্টা,ਦੇਰੀ ਕਾਊਂਟਰ
বিলম্ব সময়,ਦੇਰੀ ਦਾ ਸਮਾਂ
মুছে ফেলা,ਮਿਟਾਓ
মুছে ফেলার রেকর্ড,ਮਿਟਾਉਣ ਦਾ ਰਿਕਾਰਡ
ডিলিমিটার,ਡੀਲੀਮੀਟਰ
ডেল্টা মড্যুলেশন,ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ
চাহিদা পেজিং,ਮੰਗ ਪੇਜਿੰਗ
ডেমো,ਡੈਮੋ
demodulation,demodulation
demultiplexer,demultiplexer
অস্বাভাবিককরণ,ਅਸਧਾਰਨਕਰਨ
ঘনত্ব,ਘਣਤਾ
নির্ভরতা,ਨਿਰਭਰਤਾ
নির্ভরশীল ইউনিট,ਨਿਰਭਰ ਇਕਾਈ
ডিকিউ,ਡੀਕਿਊ
ডিরেফারেন্সিং,ਸੰਦਰਭ
উদ্ভূত গাছ,ਵਿਉਤਪੰਨ ਰੁੱਖ
প্রাপ্ত ক্ষেত্র,ਪ੍ਰਾਪਤ ਖੇਤਰ
অবরোহী সাজানোর,ਘਟਦੀ ਲੜੀ
নকশা,ਡਿਜ਼ਾਈਨ
ডেস্ক ক্যালকুলেটর,ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ
ডেস্কটপ কম্পিউটার,ਡੈਸਕ ਟਾਪ ਕੰਪਿਊਟਰ
ডেস্কটপ উপস্থাপনা,ਡੈਸਕਟਾਪ ਪੇਸ਼ਕਾਰੀ
ডেস্কটপ প্রকাশনা (DTP),ਡੈਸਕਟਾਪ ਪਬਲਿਸ਼ਿੰਗ (DTP)
ডেস্কটপ ভিডিও,ਡੈਸਕਟਾਪ ਵੀਡੀਓ
গন্তব্য ঠিকানা,ਮੰਜ਼ਿਲ ਪਤਾ
ধ্বংসকারী,ਵਿਨਾਸ਼ਕਾਰੀ
নির্ধারক স্বয়ংক্রিয়,ਨਿਰਧਾਰਕ ਆਟੋਮੈਟਿਕ
বিকাশকারী,ਵਿਕਾਸਕਾਰ
উন্নয়ন ব্যবস্থা,ਵਿਕਾਸ ਸਿਸਟਮ
যন্ত্র,ਜੰਤਰ
ডিভাইস নিয়ন্ত্রণ ইউনিট,ਜੰਤਰ ਕੰਟਰੋਲ ਯੂਨਿਟ
ডিভাইস নিয়ামক,ਜੰਤਰ ਕੰਟਰੋਲਰ
যন্ত্র ব্যবস্থাপনা,ਜੰਤਰ ਪ੍ਰਬੰਧਨ
ডিভাইস মোড,ਜੰਤਰ ਮੋਡ
রোগ নির্ণয়,ਨਿਦਾਨ
ডায়াগনস্টিক সিস্টেম,ਡਾਇਗਨੌਸਟਿਕ ਸਿਸਟਮ
কারণ নির্ণয়,ਡਾਇਗਨੌਸਟਿਕਸ
চিত্র,ਚਿੱਤਰ
ডায়াল,ਡਾਇਲ
ডায়াল লাইন,ਡਾਇਲ ਲਾਈਨ
ডায়াল টোন,ਡਾਇਲ ਟੋਨ
ডায়াল আপ,ਡਾਇਲ ਕਰੋ
ডায়ালগ,ਡਾਇਲਾਗ
সংলাপ বাক্স,ਡਾਇਲਾਗ ਬਾਕਸ
ডায়ালআপ মডেম,ਡਾਇਲਅੱਪ ਮਾਡਮ
মাত্রা,ਮਾਪ
অভিধান,ਸ਼ਬਦਕੋਸ਼
পৃথকীকরণ,ਭਿੰਨਤਾ
ডিজিটাল,ਡਿਜੀਟਲ
ডিজিটাল চ্যানেল,ਡਿਜ਼ੀਟਲ ਚੈਨਲ
ডিজিটাল সার্কিট,ਡਿਜ਼ੀਟਲ ਸਰਕਟ
ডিজিটাল কম্পিউটার,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
ডিজিটাল তথ্য,ਡਿਜ਼ੀਟਲ ਡਾਟਾ
ডিজিটাল সুবিধা,ਡਿਜੀਟਲ ਸਹੂਲਤ
ডিজিটাল ফিল্টার,ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ
ডিজিটাল লাইব্রেরি,ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ
ডিজিটাল মড্যুলেশন,ਡਿਜ਼ੀਟਲ ਮੋਡੂਲੇਸ਼ਨ
ডিজিটাল মনিটর,ਡਿਜ਼ੀਟਲ ਮਾਨੀਟਰ
ডিজিটাল ছবি,ਡਿਜ਼ੀਟਲ ਤਸਵੀਰ
ডিজিটাল স্বাক্ষর,ਡਿਜੀਟਲ ਦਸਤਖਤ
ডিজিটাল সুইচ,ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ
ডিজিটাল থেকে এনালগ (D/A) রূপান্তরকারী,ਡਿਜੀਟਲ ਤੋਂ ਐਨਾਲਾਗ (D/A) ਕਨਵਰਟਰ
ডিজিটাইজেশন,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
ডিজিটাইজ করা,digitize
ডিজিটাইজার,ਡਿਜੀਟਾਈਜ਼ਰ
ডায়োড,ਡਾਇਓਡ
সরাসরি,ਸਿੱਧਾ
সরাসরি ঠিকানা,ਸਿੱਧਾ ਪਤਾ
সরাসরি রূপান্তর,ਸਿੱਧਾ ਪਰਿਵਰਤਨ
সরাসরি সংযোগ,ਸਿੱਧੀ ਜੋੜੀ
সরাসরি মেমরি অ্যাক্সেস (DMA),ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)
সরাসরি মেমরি অ্যাক্সেস (DMA),ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)
সরাসরি পদ্ধতি,ਸਿੱਧੀ ਵਿਧੀ
নির্দেশ,ਨਿਰਦੇਸ਼
ডিরেক্টরি,ਡਾਇਰੈਕਟਰੀ
ডিরেক্টরি সার্ভার,ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ
ডিরেক্টরি সেবা,ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ
নিষ্ক্রিয়,ਅਯੋਗ
অক্ষম সংকেত,ਅਸਮਰੱਥ ਸਿਗਨਲ
সংযোগ বিচ্ছিন্ন,ਡਿਸਕਨੈਕਟ ਕਰੋ
বিযুক্ত,ਵੱਖਰਾ
ডিস্ক,ਡਿਸਕ
ডিস্ক ঠিকানা,ਡਿਸਕ ਪਤਾ
ডিস্ক অ্যারে,ਡਿਸਕ ਐਰੇ
ডিস্ক ক্ষমতা,ਡਿਸਕ ਸਮਰੱਥਾ
তথ্য ধারণ করে যে চাকতি,ਡਿਸਕ ਡਰਾਈਵ
ডিস্ক ফাইল,ਡਿਸਕ ਫਾਈਲ
ডিস্ক মেমরি,ਡਿਸਕ ਮੈਮੋਰੀ
ডিস্ক অপারেটিং সিস্টেম (DOS),ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DOS)
ডিস্ক প্যাক,ਡਿਸਕ ਪੈਕ
ডিস্ক সার্ভার,ਡਿਸਕ ਸਰਵਰ
ডিস্ক স্টোরেজ,ਡਿਸਕ ਸਟੋਰੇਜ਼
ডিস্কেট,ਡਿਸਕੇਟ
প্রদর্শন ফাইল,ਡਿਸਪਲੇ ਫਾਇਲ
প্রদর্শন চিত্র,ਡਿਸਪਲੇ ਚਿੱਤਰ
নিষ্পত্তি,ਨਿਪਟਾਰੇ
দূরত্ব,ਦੂਰੀ
দূরত্ব ফাংশন,ਦੂਰੀ ਫੰਕਸ਼ਨ
বিকৃতি,ਵਿਗਾੜ
বিতরণ করা,ਵੰਡਿਆ
বিতরণ করা তথ্য,ਵੰਡਿਆ ਡਾਟਾ
বিতরণ করা সার্ভার,ਵੰਡਿਆ ਸਰਵਰ
বিতরণ ব্যবস্থা,ਵੰਡਿਆ ਸਿਸਟਮ
বিতরণকারী,ਵੰਡਣ ਵਾਲਾ
নথি,ਦਸਤਾਵੇਜ਼
নথি উদ্ধার করা হয়েছে,ਦਸਤਾਵੇਜ਼ ਮੁੜ ਪ੍ਰਾਪਤ ਕੀਤਾ
নথি উইন্ডো,ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ
ডকুমেন্টেশন,ਦਸਤਾਵੇਜ਼
ডোমেইন,ਡੋਮੇਨ
ডোমেন নাম,ਡੋਮੇਨ ਨਾਮ
ডট ম্যাট্রিক্স প্রিন্টার,ਡਾਟ ਮੈਟਰਿਕਸ ਪ੍ਰਿੰਟਰ
নিচে,"ਥੱਲੇ, ਹੇਠਾਂ, ਨੀਂਵਾ"
ডাউন লিঙ্ক,ਡਾਊਨ ਲਿੰਕ
ডাউন লোড হচ্ছে,ਡਾਊਨ ਲੋਡਿੰਗ
ডাউন সময়,ਘੱਟ ਸਮਾਂ
টেনে আনা,ਖਿੱਚਣਾ
DRAM (গতিশীল RAM),DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ)
প্রবাহ,ਵਹਿਣਾ
ড্রাইভার,ਡਰਾਈਵਰ
ড্রপ,ਸੁੱਟੋ
ড্রপ ডাউন তালিকা বাক্স,ਡ੍ਰੌਪ ਡਾਊਨ ਸੂਚੀ ਬਾਕਸ
ড্রাম ড্রাইভ,ਡਰੱਮ ਡਰਾਈਵ
ড্রাম প্রিন্টার,ਡਰੱਮ ਪ੍ਰਿੰਟਰ
ড্রাম ইউনিট,ਡਰੱਮ ਯੂਨਿਟ
দ্বৈত,ਦੋਹਰਾ
দ্বৈত ঘনত্ব,ਦੋਹਰੀ ਘਣਤਾ
ডামি ঠিকানা,ਨਕਲੀ ਪਤਾ
ডাম্প,ਡੰਪ
ডুপ্লেক্স সার্কিট,ਡੁਪਲੈਕਸ ਸਰਕਟ
ডুপ্লেক্সিং,ਡੁਪਲੈਕਸਿੰਗ
নকল,ਡੁਪਲੀਕੇਟ
ডিভিডি R/W,DVD R/W
ডিভিডি রম,DVD ROM
গতিশীল নির্দেশ,ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ
গতিশীল মেমরি,ਗਤੀਸ਼ੀਲ ਮੈਮੋਰੀ
গতিবিদ্যা,ਗਤੀਸ਼ੀਲਤਾ
ইবিসিডিআইসি,ਈ.ਬੀ.ਸੀ.ਡੀ.ਆਈ.ਸੀ
ই-ব্যবসা,ਈ-ਕਾਰੋਬਾਰ
প্রতিধ্বনি,echo
ই-কমার্স,ਈ-ਕਾਮਰਸ
সম্পাদনা,ਸੰਪਾਦਿਤ ਕਰੋ
সম্পাদক,ਸੰਪਾਦਕ
শিক্ষাবিষয়ক প্রযুক্তি,ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ
ইইপি রম,EEP ਰੋਮ
কার্যকর ঠিকানা (ভাসমান ঠিকানা),ਪ੍ਰਭਾਵੀ ਪਤਾ (ਫਲੋਟਿੰਗ ਪਤਾ)
কার্যকর অপারেন্ড ঠিকানা,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਸੰਚਾਲਨ ਪਤਾ
কার্যকর পদ্ধতি,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵਿਧੀ
কার্যকর ইউআইডি (ব্যবহারকারী সনাক্তকরণ),ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID (ਉਪਭੋਗਤਾ ਪਛਾਣ)
কার্যকরী ট্রান্সমিশন অপারেন্ড,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਸੰਚਾਲਨ
আট-বিট বাইট,ਅੱਠ-ਬਿੱਟ ਬਾਈਟ
ই-লার্নিং,ਈ-ਲਰਨਿੰਗ
নির্বাচন-সংলগ্নতা,ਚੋਣ-ਅਲਗਰਥਮ
বৈদ্যুতিক মেইলিং (ই-মেইল),ਇਲੈਕਟ੍ਰਿਕ ਮੇਲਿੰਗ (ਈ-ਮੇਲ)
বৈদ্যুতিক প্রিন্টার,ਇਲੈਕਟ੍ਰਿਕ ਪ੍ਰਿੰਟਰ
বৈদ্যুতিক অ্যাকাউন্টিং মেশিন,ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ
বৈদ্যুতিক,ਇਲੈਕਟ੍ਰਾਨਿਕ
ইলেকট্রনিক ক্লিয়ারেন্স সিস্টেম (ECS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਕਲੀਅਰੈਂਸ ਸਿਸਟਮ (ECS)
ইলেকট্রনিক ডেটা ইন্টারচেঞ্জ (EDI),ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਇੰਟਰਚੇਂਜ (EDI)
ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
ইলেকট্রনিক ফাইলিং,ਇਲੈਕਟ੍ਰਾਨਿਕ ਫਾਈਲਿੰਗ
ইলেকট্রনিক ফান্ড ট্রান্সফার সিস্টেম (EFTS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਸਿਸਟਮ (EFTS)
ইলেকট্রনিক জার্নাল,ਇਲੈਕਟ੍ਰਾਨਿਕ ਰਸਾਲੇ
ইলেকট্রনিক প্রকাশনা,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਕਾਸ਼ਨ
ইলেকট্রনিক সুইচ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ
উপাদান,ਤੱਤ
ই-মেইল,ਈ - ਮੇਲ
ই-মেইল ঠিকানা,ਈਮੇਲ ਖਾਤਾ
এমবেডেড সিস্টেম,ਏਮਬੈਡਡ ਸਿਸਟਮ
এমবেডিং,ਏਮਬੈਡਿੰਗ
ইমিটার কাপল লজিক (ইসিএল),ਐਮੀਟਰ ਜੋੜੇ ਤਰਕ (ECL)
খালি স্ট্যাক,ਖਾਲੀ ਸਟੈਕ
খালি স্ট্রিং,ਖਾਲੀ ਸਤਰ
অনুকরণ,ਇਮੂਲੇਸ਼ਨ
encapsulation,encapsulation
এনসিফার,ਐਨਸਾਈਫਰ
এনকোড,ਇੰਕੋਡ
এনকোডার,ਏਨਕੋਡਰ
এনক্রিপ্ট করা তথ্য,ਐਨਕ੍ਰਿਪਟਡ ਡੇਟਾ
এনক্রিপ্টিং ফাইল সিস্টেম,ਐਨਕ੍ਰਿਪਟਿੰਗ ਫਾਈਲ ਸਿਸਟਮ
জোড়া লাগানো,ਇਨਕ੍ਰਿਪਸ਼ਨ
ব্লকের শেষ,ਬਲਾਕ ਦਾ ਅੰਤ
ফাইলের শেষ (EOF),ਫਾਈਲ ਦਾ ਅੰਤ (EOF)
শেষ ব্যবহারকারী,ਆਖਰੀ ਉਪਭੋਗਤਾ
প্রবেশ করা,ਦਾਖਲ ਕਰੋ
এন্টার কী,ਐਂਟਰ-ਕੁੰਜੀ
এন্টারপ্রাইজ সার্ভার,ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਰਵਰ
এন্টারপ্রাইজ সিস্টেম,ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਿਸਟਮ
সত্তা,ਹਸਤੀ
সত্তা-সম্পর্ক,ਹਸਤੀ-ਰਿਸ਼ਤਾ
প্রবেশের সময়,ਦਾਖਲਾ ਸਮਾਂ
এন্ট্রি ভেরিয়েবল,ਇੰਦਰਾਜ਼ ਵੇਰੀਏਬਲ
গণনাযোগ্য,ਅਣਗਿਣਤ
পরিবেশ,ਵਾਤਾਵਰਣ
যুগ,ਯੁੱਗ
EPROM,EPROM
epsilon বন্ধ,epsilon ਬੰਦ
সমানকারী,ਬਰਾਬਰੀ ਕਰਨ ਵਾਲਾ
সরঞ্জাম,ਉਪਕਰਨ
সমতা শ্রেণী,ਸਮਾਨਤਾ ਵਰਗ
সমতা সম্পর্ক,ਸਮਾਨਤਾ ਸਬੰਧ
মুছে ফেলা,ਮਿਟਾਓ
ত্রুটি সংশোধন কোড,ਗਲਤੀ ਠੀਕ ਕਰਨ ਵਾਲਾ ਕੋਡ
ত্রুটি সংশোধন,ਗਲਤੀ ਸੁਧਾਰ
ত্রুটি সনাক্তকরণ,ਗਲਤੀ ਖੋਜ
শিল্প খাত,ਗਲਤੀ ਹੈਂਡਲਿੰਗ
ভুল বার্তা,ਗਲਤੀ ਸੁਨੇਹਾ
ত্রুটি হার,ਗਲਤੀ ਦਰ
ত্রুটি পুনরুদ্ধার,ਗਲਤੀ ਰਿਕਵਰੀ
ত্রুটির রুটিন,ਗਲਤੀ ਰੁਟੀਨ
পালাবার চরিত্র,ਬਚਣ ਦਾ ਕਿਰਦਾਰ
ইথারনেট,ਈਥਰਨੈੱਟ
ঘটনা,ਘਟਨਾ
ইভেন্ট চেইন,ਘਟਨਾ ਲੜੀ
ঘটনা নিয়ন্ত্রণ,ਘਟਨਾ ਨਿਯੰਤਰਣ
ইভেন্ট কাউন্টার,ਘਟਨਾ ਕਾਊਂਟਰ
ব্যতিক্রম হ্যান্ডলিং,ਅਪਵਾਦ ਹੈਂਡਲਿੰਗ
বিনিময়যোগ্য ডিস্ক স্টোরেজ,ਐਕਸਚੇਂਜਯੋਗ ਡਿਸਕ ਸਟੋਰੇਜ
বর্জন,ਬੇਦਖਲੀ
একচেটিয়া বা (XOR),ਵਿਸ਼ੇਸ਼ ਜਾਂ (XOR)
এক্সিকিউটেবল প্রোগ্রাম,ਚੱਲਣਯੋਗ ਪ੍ਰੋਗਰਾਮ
নির্বাহী বিবৃতি,ਕਾਰਜਕਾਰੀ ਬਿਆਨ
সম্পূর্ণ অনুসন্ধান,ਪੂਰੀ ਖੋਜ
বিদ্যমান,ਮੌਜੂਦ ਹੈ
প্রস্থান,ਨਿਕਾਸ
দক্ষ পদ্ধতি,ਮਾਹਰ ਸਿਸਟਮ
অভিব্যক্তি,ਸਮੀਕਰਨ
বর্ধিত গ্রাফিক অ্যারে (XGA),ਵਿਸਤ੍ਰਿਤ ਗ੍ਰਾਫਿਕ ਐਰੇ (XGA)
বর্ধিত শিল্প মান (EIS),ਵਿਸਤ੍ਰਿਤ ਉਦਯੋਗ ਮਿਆਰ (EIS)
বর্ধিত মেশিন,ਵਿਸਤ੍ਰਿਤ ਮਸ਼ੀਨ
বর্ধিত মেমরি,ਵਿਸਤ੍ਰਿਤ ਮੈਮੋਰੀ
বর্ধিত নির্ভুলতা,ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ
বর্ধিত বাছাই,ਵਿਸਤ੍ਰਿਤ ਛਾਂਟੀ
বাহ্যিক কল,ਬਾਹਰੀ ਕਾਲ
বাহ্যিক ত্রুটি,ਬਾਹਰੀ ਗਲਤੀ
বাহ্যিক ফাংশন,ਬਾਹਰੀ ਫੰਕਸ਼ਨ
বাহ্যিক বাধা,ਬਾਹਰੀ ਰੁਕਾਵਟ
বাহ্যিক স্মৃতি,ਬਾਹਰੀ ਮੈਮੋਰੀ
বাহ্যিক স্মৃতি,ਬਾਹਰੀ ਮੈਮੋਰੀ
বাহ্যিক মডেম,ਬਾਹਰੀ ਮਾਡਮ
বাহ্যিক রেফারেন্স,ਬਾਹਰੀ ਹਵਾਲਾ
বাহ্যিক অনুসন্ধান,ਬਾਹਰੀ ਖੋਜ
বাহ্যিক স্টোরেজ ডিভাইস,ਬਾਹਰੀ ਸਟੋਰੇਜ਼ ਜੰਤਰ
নিষ্কাশন,ਕੱਢਣਾ
এক্সট্রাপোলেশন,ਐਕਸਟਰਪੋਲੇਸ਼ਨ
মুখ-চরিত্রের প্রিন্টার,ਚਿਹਰਾ-ਚਰਿੱਤਰ ਪ੍ਰਿੰਟਰ
ব্যর্থ-নিরাপদ অপারেশন,ਅਸਫਲ-ਸੁਰੱਖਿਅਤ ਕਾਰਵਾਈ
ব্যর্থতার হার,ਅਸਫਲਤਾ ਦੀ ਦਰ
ব্যর্থতা পুনরুদ্ধার,ਅਸਫਲਤਾ ਰਿਕਵਰੀ
মিথ্যা কোড,ਗਲਤ ਕੋਡ
মিথ্যা ত্রুটি,ਗਲਤ ਗਲਤੀ
ফ্যান-ইন,ਪੱਖਾ-ਵਿੱਚ
ফ্যান-আউট,ਪੱਖਾ-ਬਾਹਰ
ফ্যাসিমাইল I/O ডিভাইস,fascimile I/O ਡਿਵਾਈਸ
ফাস্ট ফোরিয়ার ট্রান্সফর্ম (FFT),ਫਾਸਟ ਫੋਰੀਅਰ ਟ੍ਰਾਂਸਫਾਰਮ (FFT)
মারাত্মক ত্রুটি,ਘਾਤਕ ਗਲਤੀ
ত্রুটি সনাক্তকরণ,ਨੁਕਸ ਖੋਜ
ত্রুটি নির্ণয়,ਨੁਕਸ ਨਿਦਾਨ
দোষ সহনশীলতা,ਨੁਕਸ ਸਹਿਣਸ਼ੀਲਤਾ
ফ্যাক্স,ਫੈਕਸ
ফ্যাক্স বার্তা,ਫੈਕਸ ਸੁਨੇਹਾ
এফডিসি,FDC
বৈশিষ্ট্য সনাক্তকরণ,ਵਿਸ਼ੇਸ਼ਤਾ ਖੋਜ
ফিড চক্র,ਫੀਡ ਚੱਕਰ
প্রতিক্রিয়া,ਸੁਝਾਅ
ফিডার,ਫੀਡਰ
আনা,ਪ੍ਰਾਪਤ ਕਰੋ
ফিবোনাচি অনুসন্ধান,ਫਿਬੋਨਾਚੀ ਖੋਜ
ফিবোনাচি ক্রম,ਫਿਬੋਨਾਚੀ ਕ੍ਰਮ
ফিবোনাচি সিরিজ,ਫਿਬੋਨਾਚੀ ਲੜੀ
ফাইবার অপটিক,ਫਾਈਬਰ ਆਪਟਿਕਸ
ফিডো নেট,ਫਿਡੋ ਜਾਲ
ক্ষেত্র,ਖੇਤਰ
পঞ্চম প্রজন্মের কম্পিউটার,ਪੰਜਵੀਂ ਪੀੜ੍ਹੀ ਦੇ ਕੰਪਿਊਟਰ
ফাইল,ਫਾਈਲ
ফাইল অ্যাক্সেস পদ্ধতি,ਫਾਇਲ ਪਹੁੰਚ ਵਿਧੀ
ফাইল বরাদ্দ টেবিল,ਫਾਇਲ ਵੰਡ ਸਾਰਣੀ
ফাইল কম্প্রেশন,ਫਾਈਲ ਕੰਪਰੈਸ਼ਨ
ফাইল কপি করা,ਫਾਇਲ ਦੀ ਨਕਲ
ফাইল বিন্যাস,ਫਾਈਲ ਲੇਆਉਟ
ফাইল মার্জ,ਫਾਈਲ ਅਭੇਦ
ফাইল পুনরুদ্ধার,ਫਾਇਲ ਰਿਕਵਰੀ
ফাইল স্টোরেজ,ਫਾਇਲ ਸਟੋਰੇਜ਼
ফাইল গঠন,ਫਾਇਲ ਬਣਤਰ
নথি ব্যবস্থা,ਫਾਇਲ ਸਿਸਟਮ
ফাইল স্থানান্তর,ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ
ফাইল ট্রান্সফার প্রোটোকল (FTP),ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ ਪ੍ਰੋਟੋਕੋਲ (FTP)
ছাঁকনি,ਫਿਲਟਰ
চূড়ান্ত অবস্থা,ਅੰਤਮ ਰਾਜ
অনুসন্ধান,ਲੱਭੋ
সসীম রাষ্ট্র মেশিন,ਸੀਮਿਤ ਰਾਜ ਮਸ਼ੀਨ
আগুন প্রাচীর,ਅੱਗ ਦੀ ਕੰਧ
ফার্মওয়্যার,ਫਰਮਵੇਅਰ
আগে আসলে আগে পাবেন,ਪਹਿਲਾਂ ਆਓ ਪਹਿਲਾਂ ਸੇਵਾ ਕਰੋ
প্রথম প্রজন্মের কম্পিউটার,ਪਹਿਲੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ
ফার্স্ট ইন ফার্স্ট আউট (ফিফো),ਫਸਟ ਇਨ ਫਸਟ ਆਊਟ (FIFO)
প্রথম আদেশ যুক্তি,ਪਹਿਲਾ ਆਰਡਰ ਤਰਕ
প্রথম আদেশ তত্ত্ব,ਪਹਿਲੀ ਆਰਡਰ ਥਿਊਰੀ
স্থির পার্টিশন,ਸਥਿਰ ਭਾਗ
পতাকা,ਝੰਡਾ
নমনীয় ডিস্ক,ਲਚਕਦਾਰ ਡਿਸਕ
ফ্লপি ডিস্ক,ਫਲਾਪੀ ਡਿਸਕ
ফ্লপি ডিস্ক ড্রাইভ (এফডিডি),ਫਲਾਪੀ ਡਿਸਕ ਡਰਾਈਵ (Fdd)
ফ্লো চার্ট,ਵਹਾਅ ਚਾਰਟ
নিয়ন্ত্রণ প্রবাহ,ਕੰਟਰੋਲ ਦਾ ਵਹਾਅ
ফ্লাশ,ਫਲੱਸ਼
ফোল্ডার,ਫੋਲਡਰ
ফন্ট,ਫੌਂਟ
ফন্ট পরিবার,ਫੌਂਟ ਪਰਿਵਾਰ
বিদেশী চাবি,ਵਿਦੇਸ਼ੀ ਕੁੰਜੀ
ফর্ম,ਫਾਰਮ
অানুষ্ঠানিক ভাষা,ਰਸਮੀ ਭਾਸ਼ਾ
আনুষ্ঠানিক ব্যবস্থা,ਰਸਮੀ ਸਿਸਟਮ
বিন্যাস,ਫਾਰਮੈਟ
বিন্যাস,ਫਾਰਮੈਟਿੰਗ
ফরট্রান,fortran
ফরট্রান প্রোগ্রামিং,fortran ਪ੍ਰੋਗਰਾਮਿੰਗ
ফরোয়ার্ড স্ল্যাশ,ਅੱਗੇ ਸਲੈਸ਼
চতুর্থ প্রজন্মের কম্পিউটার,ਚੌਥੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ
টুকরা,ਟੁਕੜਾ
ফ্রেম,ਫਰੇਮ
বিনামূল্যে নেট,ਮੁਫ਼ਤ ਨੈੱਟ
ফ্রি সফটওয়্যার ফাউন্ডেশন,ਮੁਫਤ ਸਾਫਟਵੇਅਰ ਫਾਊਂਡੇਸ਼ਨ
বিনামূল্যে সঞ্চয়স্থান,ਮੁਫ਼ਤ ਸਟੋਰੇਜ਼
বিনামূল্যের,ਮੁਫ਼ਤਵੇਅਰ
সামনের অংশ,ਅਗਰਾਂਤ
সম্মুখ প্যানেল,ਸਾਹਮਣੇ ਪੈਨਲ
ফাংশন,ਫੰਕਸ਼ਨ
ফাংশন কী,ਫੰਕਸ਼ਨ ਕੁੰਜੀ
ফাংশন রেফারেন্স,ਫੰਕਸ਼ਨ ਦਾ ਹਵਾਲਾ
কার্যকরী নির্ভরতা,ਕਾਰਜਾਤਮਕ ਨਿਰਭਰਤਾ
কার্যকরী পরীক্ষা,ਕਾਰਜਾਤਮਕ ਟੈਸਟਿੰਗ
ঝাপসা যুক্তিবিজ্ঞান,ਫਜ਼ੀ ਤਰਕ
ঝাপসা সেট,ਫਜ਼ੀ ਸੈੱਟ
লাভ করা,ਲਾਭ
খেলা গাছ,ਖੇਡ ਦਾ ਰੁੱਖ
ফাঁক চরিত্র,ਪਾੜਾ ਅੱਖਰ
আবর্জনা,ਕੂੜਾ
আবর্জনা সংগ্রহ,ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ
আবর্জনা সংগ্রহ,ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ
আবর্জনার মধ্যে আবর্জনা আউট (GIGO),ਕੂੜਾ ਬਾਹਰ ਕੂੜਾ (GIGO)
গেট,ਕਪਾਟ
প্রবেশপথ,ਗੇਟਵੇ
সাধারণ প্রোগ্রাম,ਆਮ ਪ੍ਰੋਗਰਾਮ
সাধারণ প্রোগ্রাম,ਆਮ ਪ੍ਰੋਗਰਾਮ
সাধারণ উদ্দেশ্য কম্পিউটার,ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ
সাধারণ উদ্দেশ্য কম্পিউটার,ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ
সাধারণ রেজিস্টার,ਆਮ ਰਜਿਸਟਰ
সাধারণীকরণ,ਸਧਾਰਣਕਰਨ
সাধারণীকরণ,ਸਧਾਰਣਕਰਨ
