Odiya,Malayalam
ନିୟନ୍ତ୍ରଣ ବିଭାଗ,നിയന്ത്രണ വിഭാഗം
ନିୟନ୍ତ୍ରଣ କ୍ରମ |,ശ്രേണി നിയന്ത്രിക്കുക
ନିୟନ୍ତ୍ରଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ,നിയന്ത്രണ സവിശേഷത
ନିୟନ୍ତ୍ରଣ ଷ୍ଟାକ,നിയന്ത്രണ സ്റ്റാക്ക്
ନିୟନ୍ତ୍ରଣ ମାନକ,നിലപാട് നിയന്ത്രിക്കുക
ନିୟନ୍ତ୍ରଣ ବକ୍ତବ୍ୟ,നിയന്ത്രണ പ്രസ്താവന
ନିୟନ୍ତ୍ରଣ ଷ୍ଟେସନ |,നിയന്ത്രണ കേന്ദ്രം
ନିୟନ୍ତ୍ରଣ ଷ୍ଟୋରେଜ୍ |,നിയന്ത്രണ സംഭരണം
ନିୟନ୍ତ୍ରଣ ଷ୍ଟୋରେଜ୍ ସେଭ୍ |,നിയന്ത്രണ സംഭരണം സംരക്ഷിക്കുക
ନିୟନ୍ତ୍ରଣ ସୁଇଚ୍,നിയന്ത്രണ സ്വിച്ച്
ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା,നിയന്ത്രണ സംവിധാനം
ନିୟନ୍ତ୍ରଣ ଟେପ୍,നിയന്ത്രണ ടേപ്പ്
ନିୟନ୍ତ୍ରଣ କ techni ଶଳ |,നിയന്ത്രണ രീതി
କଣ୍ଟ୍ରୋଲ୍ ଟର୍ମିନାଲ୍ |,ടെർമിനൽ നിയന്ത്രിക്കുക
ସମୁଦାୟ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |,മൊത്തം നിയന്ത്രിക്കുക
ସ୍ଥାନାନ୍ତର ବିବୃତ୍ତି ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |,ട്രാൻസ്ഫർ ട്രാൻസ്ഫർട്ട് സ്റ്റേറ്റ്മെന്റ്
ନିୟନ୍ତ୍ରଣ ୟୁନିଟ୍ |,നിയന്ത്രണ യൂണിറ്റ്
ନିୟନ୍ତ୍ରଣ ଭେରିଏବଲ୍ |,വേരിയബിൾ നിയന്ത്രിക്കുക
ଭଲ୍ୟୁମ୍ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |,വോളിയം നിയന്ത്രിക്കുക
ନିୟନ୍ତ୍ରଣ ଶବ୍ଦ |,വാക്ക് നിയന്ത്രിക്കുക
ସମ୍ମିଳନୀ,സമ്മേളനം
ସମ୍ମିଳନୀ ଉପକରଣଗୁଡ଼ିକ,കൺവെൻഷൻ ഉപകരണങ്ങൾ
ଏକତ୍ରିତତା,ഒത്തുപണി
ବାର୍ତ୍ତାଳାପ |,സംഭാഷണം
କଥାବାର୍ତ୍ତା |,സംഭാഷണം
ବାର୍ତ୍ତାଳାପିକ ବୀଜ ବର୍ଣ୍ଣିତ ଭାଷା |,സംഭാഷണ ആൽജിബ്രൈക്ക് ഭാഷ
କଥାବାର୍ତ୍ତା ସଂକଳନ |,സംഭാഷണ കംപൈലർ
କଥାବାର୍ତ୍ତା ଗଣନା,സംഭാഷണ കമ്പ്യൂട്ടിംഗ്
କଥାବାର୍ତ୍ତା ଭାଷା |,സംഭാഷണ ഭാഷ
କଥାବାର୍ତ୍ତା ମୋଡ୍,സംഭാഷണ മോഡ്
ବାର୍ତ୍ତାଳାପିକରଣ ପ୍ରଣାଳୀ |,സംഭാഷണ സംവിധാനം
ବାର୍ତ୍ତାଳାପିକରଣ ଟର୍ମିନାଲ୍ |,സംഭാഷണ ടെർമിനൽ
ବାର୍ତ୍ତାଳାପ ସମୟାନୁବର୍ତ୍ତୀ ସମୟ ବାଣ୍ଟିବା |,സംഭാഷണ സമയ പങ്കിടൽ
ରୂପାନ୍ତର,വിനിമയം
ରୂପାନ୍ତର ମୂଲ୍ୟ,പരിവർത്തനച്ചെലവ്
ରୂପାନ୍ତର ଉପକରଣ,പരിവർത്തന ഉപകരണം
ରୂପାନ୍ତର ମୋଡ୍,പരിവർത്തന മോഡ്
ରୂପାନ୍ତର ରୁଟିନ୍ |,പരിവർത്തന പതിവ്
ରୂପାନ୍ତର,മാറ്റുക
Convercer,കൺവെർട്ടർ
କନଭକ୍ସ ପ୍ରୋଗ୍ରାମିଂ |,കോൺവെക്സ് പ്രോഗ്രാമിംഗ്
ଠିକଣା ଠିକଣା ସ୍ମୃତିକୁ ସଂଯୋଜନା କରନ୍ତୁ |,പ്രസംഗിച്ച മെമ്മറി ഏകോപിപ്പിക്കുക
ତଥ୍ୟକୁ ସମନ୍ୱୟ କରନ୍ତୁ |,ഡാറ്റ ഏകോപിപ്പിക്കുക
ଜ୍ୟାମେଟ୍ରି ଭାଷା ସମନ୍ୱୟ କରନ୍ତୁ |,ജ്യാമമെട്രി ഭാഷ ഏകോപിപ്പിക്കുക
ଗ୍ରାଫିକ୍ସ ସଂଯୋଜନା |,ഗ്രാഫിക്സ് ഏകോപിപ്പിക്കുക
ନେଟୱାର୍କ ସଂଯୋଜନା କରନ୍ତୁ |,നെറ്റ്വർക്ക് കോർഡിനേറ്റ് ചെയ്യുക
ସମୟ ସ୍କେଲକୁ ସମନ୍ୱୟ କରନ୍ତୁ |,സമയ സ്കെയിൽ ഏകോപിപ്പിക്കുക
କପି କରନ୍ତୁ |,പകര്ത്തുക
କର୍ଡଲେସ୍ ପ୍ଲଗ୍ |,കോർഡ്ലെസ്സ് പ്ലഗ്
କର୍ଡୋନିଅର୍ ସିଷ୍ଟମ୍ |,കോർഡോണിയർ സിസ്റ്റം
ମୂଳ,കാന്വ്
ମୂଳ ଡମ୍ପ,പ്രധാന ഡമ്പ്
ମୂଳ ପ୍ରତିଛବି |,കോർ ചിത്രം
ମୂଳ ପ୍ରତିଛବି ଲାଇବ୍ରେରୀ |,കോർ ഇമേജ് ലൈബ്രറി
ମୂଳ ମେମୋରୀ |,കോർ മെമ്മറി
ମୂଳ ନେଟୱାର୍କ |,കോർ നെറ്റ്വർക്ക്
ସହଭାଗୀ |,സഹവാസി
ମୂଳ ସଂରକ୍ଷଣ,കോർ സ്റ്റോറേജ്
ମୂଳ ବ୍ୟବସ୍ଥା,കോർ സിസ്റ്റം
ସହ-ରୁଟିନ୍ |,കോ-ദിനചര്യ
ସଠିକ୍ ଏବଂ କପି କରନ୍ତୁ |,ശരിയും പകർപ്പും
ସଠିକ୍ ବ feature ଶିଷ୍ଟ୍ୟ ସଂଶୋଧନ କରିବା |,സവിശേഷത പൂർത്തിയാക്കുക
ସଂଶୋଧନ,തിരുത്ത്
ସଂଶୋଧନ ସୂଚନା,തിരുത്തൽ വിവരങ്ങൾ
ସଂଶୋଧନ ରକ୍ଷଣାବେକ୍ଷଣ |,തിരുത്തൽ പരിപാലനം
ସଂଶୋଧନ ରକ୍ଷଣାବେକ୍ଷଣ ସମୟ |,തിരുത്തൽ പരിപാലന സമയം
ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,ചെലവ് വിശകലനം
ମୂଲ୍ୟ-କେନ୍ଦ୍ର ଆକାଉଣ୍ଟିଂ |,ചെലവ് കേന്ദ്ര അക്ക ing ണ്ടിംഗ്
ଗଣନା,എണ്ണുക
କାଉଣ୍ଟର,കൗണ്ടര്
କାଉଣ୍ଟର ପ୍ରତିରୋଧକ |,ക counter ണ്ടർ തടവ്
ଗଣନା-କି-ଡାଟା ଉପକରଣ |,എണ്ണം-കീ-ഡാറ്റ ഉപകരണം
ଦେଶ କୋଡ୍,രാജ്യ കോഡ്
ଜଟିଳ ପଥ ପଦ୍ଧତି |,ഗുരുതരമായ പാത്ത് രീതി
କ୍ରସ୍ ବାର୍ ସୁଇଚ୍ |,ക്രോസ് ബാർ സ്വിച്ച്
କ୍ରସ୍ ବାର୍ ସିଷ୍ଟମ୍ |,ക്രോസ് ബാർ സിസ്റ്റം
କ୍ରସ୍ ଚେକ୍ |,ക്രോസ് ചെക്ക്
କ୍ରସ୍ କମ୍ପାଇଲ୍ର୍ |,ക്രോസ് കംപൈലർ
କ୍ରୁଡ୍ ଡୋମେନ୍ ଯୋଗାଯୋଗ |,ക്രോസ് ഡൊമെയ്ൻ കമ്മ്യൂണിക്കേഷൻ
କ୍ରସ୍ ଅଗ୍ନି,ക്രോസ് ഫയർ
କ୍ରସ୍ ପାଦ,ക്രോസ് പാദം
କ୍ରସ୍ ଟେଷ୍ଟ୍ କ୍ରୋକ୍ |,ക്രോസ് ഫുട് ടെസ്റ്റ്
କ୍ରସ୍ ପଏଣ୍ଟ ଆରେ |,ക്രോസ് പോയിന്റ് അറേ
କ୍ରସ୍ ବିଭାଗୀୟ ପରୀକ୍ଷା |,ക്രോസ് സെക്ഷണൽ പരിശോധന
ଏକ ଆରେ କ୍ରସ୍ ବିଭାଗ |,ഒരു അറേയുടെ ക്രോസ് സെക്ഷൻ
କ୍ରସ୍ ସଫ୍ଟୱେର୍ |,ക്രോസ് സോഫ്റ്റ്വെയർ
କ୍ରସ୍ ସବାର୍ ଲିଙ୍କ୍ |,ക്രോസ് സുബെറ ലിങ്ക്
କ୍ରସ୍ ଟକ୍ |,ക്രോസ് ടോക്ക്
କ୍ରସ୍ ଟ୍ରାକିଂ |,ക്രോസ് ട്രാക്കിംഗ്
ଭିଡ଼,കൂടുന്തോ
କ୍ରାସୋଗେନିକ୍ସ |,ക്രഗോണിക്സ്
କ୍ରାସୋଗେନିକ୍ ଷ୍ଟୋରେଜ୍ |,ക്രയോജനിക് സംഭരണം
କ୍ରାଇଗେନିକ୍ ଷ୍ଟୋର୍ |,ക്രയോജനിക് സ്റ്റോർ
କ୍ରିଟାଟାଟ,ക്രോസ്റ്റേറ്റ്
କାନ୍ଦୁଛି,ക്രക്ട്രോൺ
କ୍ରିପ୍ଟୋଗ୍ରାଫିକ୍,ക്രിപ്റ്റോഗ്രാഫിക്
କ୍ରିପ୍ଟୋଗ୍ରାଫିକ୍ ଆଲଗୋରିଦମ |,ക്രിപ്റ്റോഗ്രാഫിക് അൽഗോരിതം
କ୍ରିପ୍ଟୋଗ୍ରାଫି,ക്രിപ്റ്റോഗ്രഫി
ସଂକଳନ ସୂଚକାଙ୍କ |,സ്യൂമാലേറ്റീവ് സൂചിക
ମୁଦ୍ରା ପ୍ରତୀକ,കറൻസി ചിഹ്നം
ସାମ୍ପ୍ରତିକ ବିମ୍ ସ୍ଥିତି |,നിലവിലെ ബീം സ്ഥാനം
ସାମ୍ପ୍ରତିକ ସଂଯୋଗ ଗୋଷ୍ଠୀ |,നിലവിലെ കണക്റ്റ് ഗ്രൂപ്പ്
ସାମ୍ପ୍ରତିକ ପି generation େଇ |,നിലവിലെ തലമുറ
"ସାମ୍ପ୍ରତିକ ନିର୍ଦ୍ଦେଶନାମା |
 ପଞ୍ଜିକରଣ କର |","നിലവിലെ നിർദ്ദേശം
 പട്ടികയുണ്ടാക്കുക"
"ସାମ୍ପ୍ରତିକ ରେଖା
 ସୂଚକ","നിലവിലെ വരി
 പോയിന്തം"
"ସାମ୍ପ୍ରତିକ ଲୁପ୍ (=
 ସାମ୍ପ୍ରତିକ ଆଣ୍ଟିବାଡ୍)","നിലവിലെ ലൂപ്പ് (=
 നിലവിലെ ആന്റിനോഡ്)"
ସାମ୍ପ୍ରତିକ ମୋଡ୍ ଲଜିକ୍ |,നിലവിലെ മോഡ് ലോജിക്
ସାମ୍ପ୍ରତିକ ରେକର୍ଡ |,നിലവിലെ റെക്കോർഡ്
କର୍ସର୍,കഴ്സർ
କର୍ସର୍ କଣ୍ଟ୍ରୋଲ୍ କୀ |,കഴ്സർ നിയന്ത്രണ കീ
ପରଦା,ശേഖരിക്കുക
ବକ୍ର ଅନୁସରଣକାରୀ |,കർവ് അനുയായി
କୁଶ,തലയണ
ଗ୍ରାହକ ପ୍ରବେଶ କ୍ଷେତ୍ର |,ഉപഭോക്തൃ ആക്സസ് ഏരിയ
ଗ୍ରାହକ ସୂଚନା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |,ഉപഭോക്തൃ വിവര നിയന്ത്രണ സംവിധാനം
ଗ୍ରାହକ ପରିସର ଉପକରଣ |,ഉപഭോക്തൃ പരിസരം ഉപകരണങ്ങൾ
ଗ୍ରାହକ ସୁଇଚ୍ ସିଷ୍ଟମ୍ |,ഉപഭോക്തൃ സ്വിച്ചിംഗ് സിസ്റ്റം
କଟା ଫର୍ମ,മുറിക്കുക
ଫର୍ମ ଫର୍ମ ମୋଡ୍ କାଟନ୍ତୁ |,ഫോം മോഡ് മുറിക്കുക
କଟ୍ ପଦ୍ଧତି |,രീതി മുറിക്കുക
ବିଛିନ୍ନ ହେବା,വിച്ഛേദിക്കുക
ସାଇବରସନ୍,സൈബർനേഷൻ
ସାଇବରନେଟିକ୍ |,സൈബർനെറ്റിക്സ്
ଚକ୍ର,ആവൃത്തി
ଚକ୍ର ଗଣନା,സൈക്കിൾ എണ്ണം
ଚକ୍ର ସୂଚକାଙ୍କ,സൈക്കിൾ സൂചിക
ଚକ୍ର ସ୍ମୃତି,സൈക്കിൾ മെമ്മറി
ଚକ୍ର ମାଇକ୍ରୋପ୍ରୋଗ୍ରାମିଂ |,സൈക്കിൾ മൈക്രോപ്രമിംഗ്
ଚକ୍ର ପୁନ res ସେଟ୍ |,സൈക്കിൾ പുന .സജ്ജമാക്കുക
ଚକ୍ର ସେୟାର୍,സൈക്കിൾ പങ്കിടൽ
ଚକ୍ର ଚୋରି,സൈക്കിൾ മോഷ്ടിക്കുക
ଚକ୍ର ଚୋରି,സൈക്കിൾ മോഷ്ടിക്കുന്നു
ଚକ୍ର ସମୟ,സൈക്കിൾ സമയം
ସାଇକ୍ଲିକ୍ କୋଡ୍ |,ചാക്രിക കോഡ്
ସାଇକ୍ଲିକ୍ ଅନାବଶ୍ୟକ ଯାଞ୍ଚ |,സൈക്ലിക് ആവർത്തന പരിശോധന
ସାଇକ୍ଲିକ୍ ସିଫ୍ଟ |,ചാക്രിക മാറ്റം
ସାଇକ୍ଲିକ୍ ଷ୍ଟୋରେଜ୍ |,ചാക്രിക സംഭരണം
ସାଇକ୍ଲିକ୍ ସ୍ଥାନାନ୍ତର |,ചാക്രിക കൈമാറ്റം
ସିଲିଣ୍ଡର ଧାରଣା |,സിലിണ്ടർ ആശയം
ବର୍ଣ୍ଣ,കഥാപാതം
କୋଡେଡ୍ ଦଶମିକ |,കോഡ് ചെയ്ത ദശാംശ
ଡେଜି ଶୃଙ୍ଖଳା |,ഡെയ്സി ചെയിൻ
ଡେଜି ପ୍ରିଣ୍ଟ୍ ଚକ |,ഡെയ്സി പ്രിന്റ് വീൽ
ଡେଜି ଚକ,ഡെയ്സി ചക്രം
ବନ୍ଧପ,നനഞ്ഞ
ତଥ୍ୟ,ഡാറ്റ
ଭଏସ୍ ଉପରେ ଡାଟା |,ശബ്ദത്തിന് മുകളിലുള്ള ഡാറ്റ
ଡାଟା ଆକ୍ସେସ୍ ବ୍ୟବସ୍ଥା |,ഡാറ്റ ആക്സസ് ക്രമീകരണം
ତଥ୍ୟ ଅଧିଗ୍ରହଣ,ഡാറ്റ ഏറ്റെടുക്കൽ
ଡାଟା ଅଧିଗ୍ରହଣ କମ୍ପ୍ୟୁଟର |,ഡാറ്റ ഏറ്റെടുക്കൽ കമ്പ്യൂട്ടർ
ଡାଟା ଆଡାପସନ୍ ୟୁନିଟ୍ |,ഡാറ്റ അണ്ടക്ഷൻ യൂണിറ്റ്
ଡାଟା ପ୍ରଶାସକ,ഡാറ്റ അഡ്മിനിസ്ട്രേറ്റർ
ଡାଟା ଏଗ୍ରିଗେଟ୍ |,ഡാറ്റ അഗ്രഗേറ്റ്
ତଥ୍ୟ କ୍ଷେତ୍ର |,ഡാറ്റ ഏരിയ
ତଥ୍ୟ ଆରେ,ഡാറ്റ അറേ
ଡାଟା ଗୁଣ,ഡാറ്റ ആട്രിബ്യൂട്ട്
ଡାଟା ବ୍ୟାଙ୍କ |,ഡാറ്റ ബാങ്ക്
ଡାଟାବେସ୍ |,ഡാറ്റാബേസ്
ଡାଟାବେସ୍ ପ୍ରଶାସନ,ഡാറ്റാബേസ് അഡ്മിനിസ്ട്രേഷൻ
ଡାଟାବେସ୍ ପରିଚାଳନା,ഡാറ്റാബേസ് മാനേജുമെന്റ്
ଡାଟାବେସ୍ ମ୍ୟାନେଜମେଣ୍ଟ ସିଷ୍ଟମ |,ഡാറ്റാബേസ് മാനേജുമെന്റ് സിസ്റ്റം
ତଥ୍ୟ ବ୍ଲକ,ഡാറ്റ ബ്ലോക്ക്
ଡାଟା ବ୍ରେକ୍ (= ସିଧାସଳଖ ମେମୋରୀ ପ୍ରବେଶ),ഡാറ്റ ബ്രേക്ക് (= നേരിട്ടുള്ള മെമ്മറി ആക്സസ്)
ଡାଟା ବଫର୍ ରେଜିଷ୍ଟର |,ഡാറ്റ ബഫർ രജിസ്റ്റർ
ତଥ୍ୟ କ୍ୟାପଚର |,ഡാറ്റ ക്യാപ്ചർ
ଡାଟା କାର୍ଡ |,ഡാറ്റ കാർഡ്
ଡାଟା ବାହକ |,ഡാറ്റ കാരിയർ
ଡାଟା ସେଲ୍ |,ഡാറ്റ സെൽ
ଡାଟା ଚ୍ୟାନେଲ |,ഡാറ്റ ചാനൽ
ଡାଟା ଚ୍ୟାନେଲ ମିଲିଟକ୍ସର୍ |,ഡാറ്റ ചാനൽ മൾട്ടിപ്പിൾ എക്സ്സ്റ്റർ
ଡାଟା ସର୍କିଟ |,ഡാറ്റ സർക്യൂട്ട്
ଡାଟା ସର୍କିଟ୍ ସ୍ୱଚ୍ଛତା |,ഡാറ്റ സർക്യൂട്ട് സുതാര്യത
ତଥ୍ୟ କୋଡ୍,ഡാറ്റ കോഡ്
ତଥ୍ୟ ସଂଗ୍ରହ,ഡാറ്റ ശേഖരണം
ତଥ୍ୟ ସଂଗ୍ରହ ଷ୍ଟେସନ୍ |,ഡാറ്റ ശേഖരണ സ്റ്റേഷൻ
ତଥ୍ୟ ସଂଗ୍ରହ ସିଷ୍ଟମ୍ |,ഡാറ്റ ശേഖരണ സംവിധാനം
"ତଥ୍ୟ
 ଯୋଗାଯୋଗ |","ഡാറ്റ
 വാര്ത്താവിനിമയം"
"ତଥ୍ୟ
 ଯୋଗାଯୋଗ |
 ଚ୍ୟାନେଲ୍ |","ഡാറ്റ
 വാര്ത്താവിനിമയം
 ചാനല്"
"ତଥ୍ୟ
 ଯୋଗାଯୋଗ |
 ଉପକରଣ","ഡാറ്റ
 വാര്ത്താവിനിമയം
 സജ്ജീകരണം"
"ତଥ୍ୟ
 ଯୋଗାଯୋଗ |
 ଇଣ୍ଟରଫେସ୍","ഡാറ്റ
 വാര്ത്താവിനിമയം
 ഇന്റർഫേസ്"
"ତଥ୍ୟ
 ଯୋଗାଯୋଗ |
 ନେଟୱର୍କ","ഡാറ്റ
 വാര്ത്താവിനിമയം
 നെറ്റ്വർക്ക്"
"ତଥ୍ୟ
 ଯୋଗାଯୋଗ |
 ସେବା","ഡാറ്റ
 വാര്ത്താവിനിമയം
 സേവനം"
ତଥ୍ୟ ସଙ୍କଳନ,ഡാറ്റ കോംപാക്ഷൻ
ତଥ୍ୟ ସଙ୍କୋଚନ |,ഡാറ്റ കംപ്രഷൻ
ଡାଟା ସଂଯୋଗ |,ഡാറ്റ കണക്ഷൻ
ଡାଟା ସ୍ଥିର |,ഡാറ്റ സ്ഥിരാങ്കം
"ତଥ୍ୟ
 ପ୍ରଦୂଷଣ","ഡാറ്റ
 മലിനമാക്കല്"
ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ |,ഡാറ്റ നിയന്ത്രണം
ଡାଟା ନିୟନ୍ତ୍ରଣ ବ୍ଲକ |,ഡാറ്റ നിയന്ത്രണ ബ്ലോക്ക്
ଡାଟା ରୂପାନ୍ତର |,ഡാറ്റ പരിവർത്തനം
ଡାଟା କନଭର୍ଟର |,ഡാറ്റ കൺവെർട്ടർ
ଡାଟା ଘୋଷଣା,ഡാറ്റ പ്രഖ്യാപനം
"ଡାଟା ଘୋଷଣା
 ଷ୍ଟେଟମେଣ୍ଟ","ഡാറ്റ പ്രഖ്യാപനം
 പ്രസ്താവന"
ତଥ୍ୟ ସଂଜ୍ଞା,ഡാറ്റ നിർവചനം
"ତଥ୍ୟ ସଂଜ୍ଞା
 ନାମ","ഡാറ്റ നിർവചനം
 പേര്"
"ତଥ୍ୟ ସଂଜ୍ଞା
 ଷ୍ଟେଟମେଣ୍ଟ","ഡാറ്റ നിർവചനം
 പ്രസ്താവന"
ଡାଟା ବିଳମ୍ବ |,ഡാറ്റ കാലതാമസം
ଡାଟା ଡିଲିମିଟର |,ഡാറ്റ ഡിലിമിറ്റർ
ଡାଟା ଘନତା |,ഡാറ്റ സാന്ദ്രത
"ତଥ୍ୟ ବର୍ଣ୍ଣନା
 ପ୍ରବେଶ","ഡാറ്റ വിവരണം
 പവേശം"
"ତଥ୍ୟ ବର୍ଣ୍ଣନା
 ଭାଷା","ഡാറ്റ വിവരണം
 ഭാഷ"
ଡାଟା ଡିଜାଇନ୍ |,ഡാറ്റ ഡിസൈൻ
ଡାଟା ଉପକରଣ |,ഡാറ്റ ഉപകരണം
ଡାଟା ଅଭିଧାନ |,ഡാറ്റ നിഘണ്ടു
ଡାଟା ନିର୍ଦ୍ଦେଶିତ ପ୍ରସାରଣ |,ഡാറ്റ സംവിധാനം ചെയ്ത ട്രാൻസ്മിഷൻ
ଡାଟା ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ |,ഡാറ്റ പ്രദർശന യൂണിറ്റ്
ଡାଟା ବଣ୍ଟନ ସିଷ୍ଟମ୍ |,ഡാറ്റ വിതരണ സംവിധാനം
ତଥ୍ୟ ବିଭାଜନ |,ഡാറ്റ ഡിവിഷൻ
ତଥ୍ୟ ଉପାଦାନ |,ഡാറ്റ ഘടകം
ଡାଟା ଉପାଦାନ ଶୃଙ୍ଖଳା |,ഡാറ്റ ഘടക ശൃംഖല
"ତଥ୍ୟ ଏନକ୍ରିପସନ୍
 ଚାବି","ഡാറ്റ എൻക്രിപ്ഷൻ
 താക്കോല്"
"ତଥ୍ୟ ଏନକ୍ରିପସନ୍
 ମାନକ","ഡാറ്റ എൻക്രിപ്ഷൻ
 സ്റ്റാൻഡേർഡ്"
ତଥ୍ୟ ପ୍ରବେଶ,ഡാറ്റ എൻട്രി
ଡାଟା ଏଣ୍ଟ୍ରି ଡିଭାଇସ୍ |,ഡാറ്റ എൻട്രി ഉപകരണം
ତଥ୍ୟ ତ୍ରୁଟି |,ഡാറ്റ പിശക്
ତଥ୍ୟ ମୂଲ୍ୟାଙ୍କନ,ഡാറ്റ വിലയിരുത്തൽ
ଡାଟା ପରୀକ୍ଷା,ഡാറ്റ പരീക്ഷ
ତଥ୍ୟ ବିନିମୟ,ഡാറ്റ കൈമാറ്റം
ଡାଟା କ୍ଷେତ୍ର |,ഡാറ്റ ഫീൽഡ്
ଡାଟା ଫାଇଲ୍ |,ഡാറ്റ ഫയൽ
ତଥ୍ୟ ପ୍ରବାହ |,ഡാറ്റ ഒഴുക്ക്
ଡାଟା ଫ୍ଲୋ ଚାର୍ଟ |,ഡാറ്റ ഫ്ലോ ചാർട്ട്
ଡାଟା ଫ୍ଲୋ ନିୟନ୍ତ୍ରଣ |,ഡാറ്റ ഫ്ലോ നിയന്ത്രണം
ଡାଟା ପ୍ରବାହ ଚିତ୍ର |,ഡാറ്റ ഫ്ലോ ഡയഗ്രം
ଡାଟା ଫର୍ମାଟ୍ |,ഡാറ്റ ഫോർമാറ്റ്
ଡାଟା ଫର୍ମାଟ୍ ଆଇଟମ୍ |,ഡാറ്റ ഫോർമാറ്റ് ഇനം
ଡାଟା ଜେନେରେଟର,ഡാറ്റ ജനറേറ്റർ
ଡାଟାଗ୍ରାମ୍,ഡാറ്റാഗ്രാം
ଡାଟାଗ୍ରାମ୍ ସେବା |,ഡാറ്റാഗ്രാം സേവനം
ଡାଟା ଗ୍ରାଫିକ୍ସ |,ഡാറ്റ ഗ്രാഫിക്സ്
ଡାଟା ଗ୍ରାଫୋପସ୍କୋପ୍ |,ഡാറ്റ ഗ്രാഫോസ്
ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ,ഡാറ്റ കൈകാര്യം ചെയ്യൽ
"ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ
 କ୍ଷମତା","ഡാറ്റ കൈകാര്യം ചെയ്യൽ
 താണി"
ଡାଟା ହାଇରାର୍କି |,ഡാറ്റ ശ്രേണി
ଡାଟା ହୋଷ୍ଟ (= ହୋଷ୍ଟ),ഡാറ്റ ഹോസ്റ്റ് (= ഹോസ്റ്റ്)
ଡାଟା ସ୍ୱାଧୀନତା |,ഡാറ്റ സ്വാതന്ത്ര്യം
ଡାଟା ଇନପୁଟ୍,ഡാറ്റ ഇൻപുട്ട്
ଡାଟ୍ଟ ଇନପୁଟ୍ ଷ୍ଟେସନ୍ |,ഡാറ്റ ഇൻപുട്ട് സ്റ്റേഷൻ
ଡାଟା ଅଖଣ୍ଡତା,ഡാറ്റ സമഗ്രത
ଡାଟା ଅଦଳବଦଳ |,ഡാറ്റ ഇന്റർചേഞ്ച്
ଭଏସ୍ ରେ ଡାଟା |,ശബ്ദത്തിലെ ഡാറ്റ
"ଡାଟା I / O
 ନିର୍ଦ୍ଦେଶ","ഡാറ്റ I / O
 നിര്ദ്ദേശം"
ଡାଟା ଆଇଟମ୍ |,ഡാറ്റ ഇനം
ତଥ୍ୟ ସ୍ତର,ഡാറ്റ ലെവൽ
ଡାଟା ଲାଇବ୍ରେରୀ |,ഡാറ്റ ലൈബ്രറി
"ଡାଟା ଲିଙ୍କ୍ ନିୟନ୍ତ୍ରଣ |
 ବର୍ଣ୍ଣ","ഡാറ്റ ലിങ്ക് നിയന്ത്രണം
 കഥാപാതം"
"ଡାଟା ଲିଙ୍କ୍ ଏସ୍କେପ୍ |
 ବର୍ଣ୍ଣ","ഡാറ്റ ലിങ്ക് എസ്കേപ്പ്
 കഥാപാതം"
ଡାଟା ଲିଙ୍କ୍ ସ୍ତର |,ഡാറ്റ ലിങ്ക് ലെയർ
ଡାଟା ତାଲିକା |,ഡാറ്റ പട്ടിക
ଡାଟା ଲଗିଂ |,ഡാറ്റ ലോഗിംഗ്
ତଥ୍ୟ ପରିଚାଳନା,ഡാറ്റ മാനേജുമെന്റ്
"ତଥ୍ୟ ପରିଚାଳନା
 ପ୍ରୋଗ୍ରାମ୍","ഡാറ്റ മാനേജുമെന്റ്
 കാരപരിപാടി"
"ତଥ୍ୟ ପରିଚାଳନା
 ସିଷ୍ଟମ୍","ഡാറ്റ മാനേജുമെന്റ്
 ഏര്പ്പാട്"
ଡାଟା ମନିପୁଟ କରୁଛି |,ഡാറ്റ കൈകാര്യം ചെയ്യുന്നു
"ଡାଟା ମନିପୁଲେସନ୍
 ଭାଷା","ഡാറ്റ കൃത്രിമത്വം
 ഭാഷ"
ଡାଟା ମାସ୍କିଂ |,ഡാറ്റ മാസ്കിംഗ്
ଡାଟାମାଟିକ୍ କମ୍ପ୍ୟୁଟର |,ഡാറ്റാമാറ്റിക് കമ്പ്യൂട്ടർ
ଡାଟାମସନ,ഡാറ്റാമേഷൻ
ଡାଟା ମାଧ୍ୟମ |,ഡാറ്റ മാധ്യമം
ତଥ୍ୟ ସ୍ଥାନାନ୍ତରଣ,ഡാറ്റ മൈഗ്രേഷൻ
ଡାଟା ମୋଡ୍ |,ഡാറ്റ മോഡ്
"ତଥ୍ୟ ଘୁଞ୍ଚାନ୍ତୁ |
 ନିର୍ଦ୍ଦେଶ","ഡാറ്റ നീക്കം
 നിര്ദ്ദേശം"
