Marathi,Bengali
थेट पद्धत,সরাসরি পদ্ধতি
निर्देश,নির্দেশ
निर्देशिका,ডিরেক্টরি
निर्देशिका सर्व्हर,ডিরেক্টরি সার্ভার
निर्देशिका सेवा,ডিরেক্টরি সেবা
अक्षम करा,নিষ্ক্রিয়
सिग्नल अक्षम करणे,অক্ষম সংকেত
डिस्कनेक्ट करा,সংযোগ বিচ্ছিন্ন
स्वतंत्र,বিযুক্ত
डिस्क,ডিস্ক
डिस्क पत्ता,ডিস্ক ঠিকানা
डिस्क अॅरे,ডিস্ক অ্যারে
डिस्क क्षमता,ডিস্ক ক্ষমতা
डिस्क ड्राइव्ह,তথ্য ধারণ করে যে চাকতি
डिस्क फाइल,ডিস্ক ফাইল
डिस्क मेमरी,ডিস্ক মেমরি
डिस्क ऑपरेटिंग सिस्टम (DOS),ডিস্ক অপারেটিং সিস্টেম (DOS)
डिस्क पॅक,ডিস্ক প্যাক
डिस्क सर्व्हर,ডিস্ক সার্ভার
डिस्क स्टोरेज,ডিস্ক স্টোরেজ
डिस्केट,ডিস্কেট
फाइल प्रदर्शित करा,প্রদর্শন ফাইল
प्रतिमा प्रदर्शित करा,প্রদর্শন চিত্র
विल्हेवाट,নিষ্পত্তি
अंतर,দূরত্ব
अंतर कार्य,দূরত্ব ফাংশন
विकृती,বিকৃতি
वितरित केले,বিতরণ করা
वितरित डेटा,বিতরণ করা তথ্য
वितरित सर्व्हर,বিতরণ করা সার্ভার
वितरित प्रणाली,বিতরণ ব্যবস্থা
वितरणात्मक,বিতরণকারী
दस्तऐवज,নথি
दस्तऐवज पुनर्प्राप्त,নথি উদ্ধার করা হয়েছে
दस्तऐवज विंडो,নথি উইন্ডো
दस्तऐवजीकरण,ডকুমেন্টেশন
डोमेन,ডোমেইন
डोमेनचे नाव,ডোমেন নাম
डॉट मॅट्रिक्स प्रिंटर,ডট ম্যাট্রিক্স প্রিন্টার
खाली,নিচে
डाउन लिंक,ডাউন লিঙ্ক
डाउन लोडिंग,ডাউন লোড হচ্ছে
खाली वेळ,ডাউন সময়
ड्रॅग करणे,টেনে আনা
DRAM (डायनॅमिक रॅम),DRAM (গতিশীল RAM)
वाहून जाणे,প্রবাহ
चालक,ড্রাইভার
थेंब,ড্রপ
ड्रॉप डाउन सूची बॉक्स,ড্রপ ডাউন তালিকা বাক্স
ड्रम ड्राइव्ह,ড্রাম ড্রাইভ
ड्रम प्रिंटर,ড্রাম প্রিন্টার
ड्रम युनिट,ড্রাম ইউনিট
दुहेरी,দ্বৈত
दुहेरी घनता,দ্বৈত ঘনত্ব
डमी पत्ता,ডামি ঠিকানা
डंप,ডাম্প
डुप्लेक्स सर्किट,ডুপ্লেক্স সার্কিট
डुप्लेक्सिंग,ডুপ্লেক্সিং
नक्कल,নকল
DVD R/W,ডিভিডি R/W
डीव्हीडी रॉम,ডিভিডি রম
डायनॅमिक सूचना,গতিশীল নির্দেশ
डायनॅमिक मेमरी,গতিশীল মেমরি
गतिशीलता,গতিবিদ্যা
EBCDIC,ইবিসিডিআইসি
ई-व्यवसाय,ই-ব্যবসা
प्रतिध्वनी,প্রতিধ্বনি
ई-कॉमर्स,ই-কমার্স
सुधारणे,সম্পাদনা
संपादक,সম্পাদক
शैक्षणिक तंत्रज्ञान,শিক্ষাবিষয়ক প্রযুক্তি
ईईपी रोम,ইইপি রম
प्रभावी पत्ता (फ्लोटिंग पत्ता),কার্যকর ঠিকানা (ভাসমান ঠিকানা)
प्रभावी ऑपरेंड पत्ता,কার্যকর অপারেন্ড ঠিকানা
प्रभावी प्रक्रिया,কার্যকর পদ্ধতি
प्रभावी UID (वापरकर्ता ओळख),কার্যকর ইউআইডি (ব্যবহারকারী সনাক্তকরণ)
प्रभावी ट्रान्समिशन ऑपरेंड,কার্যকরী ট্রান্সমিশন অপারেন্ড
आठ-बिट बाइट,আট-বিট বাইট
ई-लर्निंग,ই-লার্নিং
निवडणूक-अल्गिर्म,নির্বাচন-সংলগ্নতা
इलेक्ट्रिक मेलिंग (ई-मेल),বৈদ্যুতিক মেইলিং (ই-মেইল)
इलेक्ट्रिक प्रिंटर,বৈদ্যুতিক প্রিন্টার
इलेक्ट्रिकल अकाउंटिंग मशीन,বৈদ্যুতিক অ্যাকাউন্টিং মেশিন
इलेक्ट्रॉनिक,বৈদ্যুতিক
इलेक्ट्रॉनिक क्लिअरन्स सिस्टम (ECS),ইলেকট্রনিক ক্লিয়ারেন্স সিস্টেম (ECS)
इलेक्ट्रॉनिक डेटा इंटरचेंज (EDI),ইলেকট্রনিক ডেটা ইন্টারচেঞ্জ (EDI)
इलेक्ट्रॉनिक डेटा प्रोसेसिंग,ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
इलेक्ट्रॉनिक फाइलिंग,ইলেকট্রনিক ফাইলিং
इलेक्ट्रॉनिक निधी हस्तांतरण प्रणाली (EFTS),ইলেকট্রনিক ফান্ড ট্রান্সফার সিস্টেম (EFTS)
इलेक्ट्रॉनिक जर्नल्स,ইলেকট্রনিক জার্নাল
इलेक्ट्रॉनिक प्रकाशन,ইলেকট্রনিক প্রকাশনা
इलेक्ट्रॉनिक स्विच,ইলেকট্রনিক সুইচ
घटक,উপাদান
ई-मेल,ই-মেইল
ई-मेल पत्ता,ই-মেইল ঠিকানা
एम्बेडेड प्रणाली,এমবেডেড সিস্টেম
एम्बेडिंग,এমবেডিং
एमिटर कपल लॉजिक (ECL),ইমিটার কাপল লজিক (ইসিএল)
रिक्त स्टॅक,খালি স্ট্যাক
रिक्त स्ट्रिंग,খালি স্ট্রিং
अनुकरण,অনুকরণ
encapsulation,encapsulation
कूटलेखन,এনসিফার
एन्कोड,এনকোড
एन्कोडर,এনকোডার
एन्क्रिप्ट केलेला डेटा,এনক্রিপ্ট করা তথ্য
एन्क्रिप्टिंग फाइल सिस्टम,এনক্রিপ্টিং ফাইল সিস্টেম
एनक्रिप्शन,জোড়া লাগানো
ब्लॉकचा शेवट,ব্লকের শেষ
फाइलचा शेवट (EOF),ফাইলের শেষ (EOF)
अंतिम वापरकर्ता,শেষ ব্যবহারকারী
प्रविष्ट करा,প্রবেশ করা
एंटर-की,এন্টার কী
एंटरप्राइझ सर्व्हर,এন্টারপ্রাইজ সার্ভার
एंटरप्राइझ प्रणाली,এন্টারপ্রাইজ সিস্টেম
अस्तित्व,সত্তা
अस्तित्व-संबंध,সত্তা-সম্পর্ক
प्रवेश वेळ,প্রবেশের সময়
एंट्री व्हेरिएबल,এন্ট্রি ভেরিয়েবল
असंख्य,গণনাযোগ্য
वातावरण,পরিবেশ
युग,যুগ
EPROM,EPROM
एप्सिलॉन बंद करणे,epsilon বন্ধ
तुल्यकारक,সমানকারী
उपकरणे,সরঞ্জাম
समतुल्य वर्ग,সমতা শ্রেণী
समतुल्य संबंध,সমতা সম্পর্ক
पुसून टाका,মুছে ফেলা
कोड दुरुस्त करताना त्रुटी,ত্রুটি সংশোধন কোড
त्रुटी सुधारणे,ত্রুটি সংশোধন
त्रुटी शोधणे,ত্রুটি সনাক্তকরণ
त्रुटी हाताळणी,শিল্প খাত
त्रुटी संदेश,ভুল বার্তা
त्रुटी दर,ত্রুটি হার
त्रुटी पुनर्प्राप्ती,ত্রুটি পুনরুদ্ধার
त्रुटी नित्यक्रम,ত্রুটির রুটিন
सुटलेले पात्र,পালাবার চরিত্র
इथरनेट,ইথারনেট
कार्यक्रम,ঘটনা
कार्यक्रम साखळी,ইভেন্ট চেইন
घटना नियंत्रण,ঘটনা নিয়ন্ত্রণ
कार्यक्रम काउंटर,ইভেন্ট কাউন্টার
अपवाद हाताळणी,ব্যতিক্রম হ্যান্ডলিং
एक्सचेंज करण्यायोग्य डिस्क स्टोरेज,বিনিময়যোগ্য ডিস্ক স্টোরেজ
बहिष्कार,বর্জন
अनन्य किंवा (XOR),একচেটিয়া বা (XOR)
एक्झिक्युटेबल प्रोग्राम,এক্সিকিউটেবল প্রোগ্রাম
कार्यकारी विधान,নির্বাহী বিবৃতি
संपूर्ण शोध,সম্পূর্ণ অনুসন্ধান
अस्तित्वात आहे,বিদ্যমান
बाहेर पडा,প্রস্থান
तज्ञ प्रणाली,দক্ষ পদ্ধতি
अभिव्यक्ती,অভিব্যক্তি
विस्तारित ग्राफिक अॅरे (XGA),বর্ধিত গ্রাফিক অ্যারে (XGA)
विस्तारित उद्योग मानक (EIS),বর্ধিত শিল্প মান (EIS)
विस्तारित मशीन,বর্ধিত মেশিন
विस्तारित मेमरी,বর্ধিত মেমরি
विस्तारित अचूकता,বর্ধিত নির্ভুলতা
विस्तारित वर्गीकरण,বর্ধিত বাছাই
बाह्य कॉल,বাহ্যিক কল
बाह्य त्रुटी,বাহ্যিক ত্রুটি
बाह्य कार्य,বাহ্যিক ফাংশন
बाह्य व्यत्यय,বাহ্যিক বাধা
बाह्य मेमरी,বাহ্যিক স্মৃতি
बाह्य मेमरी,বাহ্যিক স্মৃতি
बाह्य मोडेम,বাহ্যিক মডেম
बाह्य संदर्भ,বাহ্যিক রেফারেন্স
बाह्य शोध,বাহ্যিক অনুসন্ধান
बाह्य स्टोरेज डिव्हाइस,বাহ্যিক স্টোরেজ ডিভাইস
काढणे,নিষ্কাশন
एक्सट्रापोलेशन,এক্সট্রাপোলেশন
चेहरा-वर्ण प्रिंटर,মুখ-চরিত্রের প্রিন্টার
अयशस्वी-सुरक्षित ऑपरेशन,ব্যর্থ-নিরাপদ অপারেশন
अपयशाचा दर,ব্যর্থতার হার
अपयश पुनर्प्राप्ती,ব্যর্থতা পুনরুদ্ধার
खोटा कोड,মিথ্যা কোড
खोटी चूक,মিথ্যা ত্রুটি
फॅन-इन,ফ্যান-ইন
बाहेर,ফ্যান-আউট
फॅसिमाईल I/O डिव्हाइस,ফ্যাসিমাইল I/O ডিভাইস
फास्ट फोरियर ट्रान्सफॉर्म (FFT),ফাস্ট ফোরিয়ার ট্রান্সফর্ম (FFT)
गंभीर त्रुटी,মারাত্মক ত্রুটি
दोष शोधणे,ত্রুটি সনাক্তকরণ
दोष निदान,ত্রুটি নির্ণয়
चुकीची सहनशीलता,দোষ সহনশীলতা
फॅक्स,ফ্যাক্স
फॅक्स संदेश,ফ্যাক্স বার্তা
FDC,এফডিসি
वैशिष्ट्य शोध,বৈশিষ্ট্য সনাক্তকরণ
फीड सायकल,ফিড চক্র
अभिप्राय,প্রতিক্রিয়া
फीडर,ফিডার
आणणे,আনা
फिबोनाची शोध,ফিবোনাচি অনুসন্ধান
फिबोनाची क्रम,ফিবোনাচি ক্রম
फिबोनाची मालिका,ফিবোনাচি সিরিজ
फायबर ऑप्टिक्स,ফাইবার অপটিক
फिडो नेट,ফিডো নেট
फील्ड,ক্ষেত্র
पाचव्या पिढीचे संगणक,পঞ্চম প্রজন্মের কম্পিউটার
फाइल,ফাইল
फाइल प्रवेश पद्धत,ফাইল অ্যাক্সেস পদ্ধতি
फाइल वाटप सारणी,ফাইল বরাদ্দ টেবিল
फाइल कॉम्प्रेशन,ফাইল কম্প্রেশন
फाइल कॉपी करणे,ফাইল কপি করা
फाइल लेआउट,ফাইল বিন্যাস
फाइल विलीनीकरण,ফাইল মার্জ
फाइल पुनर्प्राप्ती,ফাইল পুনরুদ্ধার
फाइल स्टोरेज,ফাইল স্টোরেজ
फाइल संरचना,ফাইল গঠন
फाइल सिस्टम,নথি ব্যবস্থা
फाइल हस्तांतरण,ফাইল স্থানান্তর
फाइल ट्रान्सफर प्रोटोकॉल (FTP),ফাইল ট্রান্সফার প্রোটোকল (FTP)
फिल्टर,ছাঁকনি
अंतिम स्थिती,চূড়ান্ত অবস্থা
शोधणे,অনুসন্ধান
मर्यादित राज्य मशीन,সসীম রাষ্ট্র মেশিন
आग भिंत,আগুন প্রাচীর
फर्मवेअर,ফার্মওয়্যার
प्रथम येणाऱ्यास प्रथम सेवा,আগে আসলে আগে পাবেন
पहिल्या पिढीचा संगणक,প্রথম প্রজন্মের কম্পিউটার
फर्स्ट इन फर्स्ट आउट (FIFO),ফার্স্ট ইন ফার্স্ট আউট (ফিফো)
प्रथम ऑर्डर तर्क,প্রথম আদেশ যুক্তি
प्रथम ऑर्डर सिद्धांत,প্রথম আদেশ তত্ত্ব
निश्चित विभाजन,স্থির পার্টিশন
झेंडा,পতাকা
लवचिक डिस्क,নমনীয় ডিস্ক
फ्लॉपी डिस्क,ফ্লপি ডিস্ক
फ्लॉपी डिस्क ड्राइव्ह (Fdd),ফ্লপি ডিস্ক ড্রাইভ (এফডিডি)
प्रवाह चार्ट,ফ্লো চার্ট
नियंत्रण प्रवाह,নিয়ন্ত্রণ প্রবাহ
फ्लश,ফ্লাশ
फोल्डर,ফোল্ডার
फॉन्ट,ফন্ট
फॉन्ट कुटुंब,ফন্ট পরিবার
परदेशी की,বিদেশী চাবি
फॉर्म,ফর্ম
औपचारिक भाषा,অানুষ্ঠানিক ভাষা
औपचारिक प्रणाली,আনুষ্ঠানিক ব্যবস্থা
स्वरूप,বিন্যাস
स्वरूपन,বিন্যাস
फोरट्रान,ফরট্রান
फोरट्रान प्रोग्रामिंग,ফরট্রান প্রোগ্রামিং
पुढे झुकणारी तिरकी रेष,ফরোয়ার্ড স্ল্যাশ
चौथ्या पिढीचा संगणक,চতুর্থ প্রজন্মের কম্পিউটার
तुकडा,টুকরা
फ्रेम,ফ্রেম
मोफत नेट,বিনামূল্যে নেট
मोफत सॉफ्टवेअर फाउंडेशन,ফ্রি সফটওয়্যার ফাউন্ডেশন
विनामूल्य संचयन,বিনামূল্যে সঞ্চয়স্থান
फ्रीवेअर,বিনামূল্যের
समोरचे टोक,সামনের অংশ
समोरची बाजू,সম্মুখ প্যানেল
कार्य,ফাংশন
फंक्शन की,ফাংশন কী
कार्य संदर्भ,ফাংশন রেফারেন্স
कार्यात्मक अवलंबित्व,কার্যকরী নির্ভরতা
कार्यात्मक चाचणी,কার্যকরী পরীক্ষা
अस्पष्ट तर्क,ঝাপসা যুক্তিবিজ্ঞান
अस्पष्ट संच,ঝাপসা সেট
मिळवणे,লাভ করা
खेळाचे झाड,খেলা গাছ
अंतर वर्ण,ফাঁক চরিত্র
कचरा,আবর্জনা
कचरा गोळा करणे,আবর্জনা সংগ্রহ
कचरा गोळा करणे,আবর্জনা সংগ্রহ
कचरा बाहेर कचरा (GIGO),আবর্জনার মধ্যে আবর্জনা আউট (GIGO)
गेट,গেট
प्रवेशद्वार,প্রবেশপথ
सामान्य कार्यक्रम,সাধারণ প্রোগ্রাম
सामान्य कार्यक्रम,সাধারণ প্রোগ্রাম
सामान्य उद्देश संगणक,সাধারণ উদ্দেশ্য কম্পিউটার
सामान्य उद्देश संगणक,সাধারণ উদ্দেশ্য কম্পিউটার
सामान्य नोंदणी,সাধারণ রেজিস্টার
सामान्यीकरण,সাধারণীকরণ
सामान्यीकरण,সাধারণীকরণ
सामान्य हेतूची भाषा,সাধারণ-উদ্দেশ্য ভাষা
सामान्य उद्देश ऑपरेटिंग सिस्टम,সাধারণ উদ্দেশ্য অপারেটিং সিস্টেম
सामान्य-उद्देश रजिस्टर,সাধারণ-উদ্দেশ্য নিবন্ধক
व्युत्पन्न त्रुटी,উৎপন্ন ত্রুটি
निर्मिती कार्य,উৎপন্ন ফাংশন
सामान्य वर्ग,জেনেরিক ক্লাস
सामान्य कार्य,জেনেরিক ফাংশন
सामान्य नाव,জেনেরিক নাম
gigo,গিগো
जागतिक,বিশ্বব্যাপী
जागतिक कोड,গ্লোবাল কোড
जागतिक लॉक,গ্লোবাল লক
जागतिक नेटवर्क,বিশ্বব্যাপী নেটওয়ার্ক
जागतिक नेटवर्क,বিশ্বব্যাপী নেটওয়ার্ক
जागतिक वापरकर्ता,বিশ্বব্যাপী ব্যবহারকারী
जागतिक चल,বিশ্ব পরিবর্তনশীল
जागतिकीकरण,বিশ্বায়ন
गोफर,গোফার
गोफर क्लायंट,গোফার ক্লায়েন্ট
गोफर सर्व्हर,গোফার সার্ভার
गोफर साइट,গোফার সাইট
गोफर जागा,গোফার স্থান
मोहक अध:पतन,সাবলীল পতন
व्याकरण तपासक,ব্যাকরণ পরীক্ষক
व्याकरण डौलदार निर्गमन,ব্যাকরণ মার্জিত প্রস্থান
एकूण,সর্বমোট
आलेख,চিত্রলেখ
आलेख प्लॉटिंग,গ্রাফ প্লটিং
ग्राफिक वर्ण,গ্রাফিক চরিত্র
ग्राफिक नियंत्रक,গ্রাফিক নিয়ামক
ग्राफिक डेटा संरचना,গ্রাফিক তথ্য কাঠামো
ग्राफिक प्रदर्शन कार्यक्रम,গ্রাফিক ডিসপ্লে প্রোগ্রাম
ग्राफिक प्रदर्शन रिझोल्यूशन,গ্রাফিক ডিসপ্লে রেজোলিউশন
ग्राफिक भाषा,গ্রাফিক ভাষা
ग्राफिक भाषा,গ্রাফিক ভাষা
ग्राफिक पॅनेल,গ্রাফিক প্যানেল
ग्राफिकल अॅनिमेशन,গ্রাফিকাল অ্যানিমেশন
ग्राफिकल इंटरफेस स्वरूप (GIF),গ্রাফিক্যাল ইন্টারফেস ফরম্যাট (GIF)
ग्राफिकल यूजर इंटरफेस (GUI),গ্রাফিক্যাল ইউজার ইন্টারফেস (GUI)
ग्राफिक्स,গ্রাফিক্স
ग्राफिक्स अनुप्रयोग,গ্রাফিক্স অ্যাপ্লিকেশন
ग्राफिक्स कर्सर,গ্রাফিক্স কার্সার
ग्राफिक्स मोड,গ্রাফিক্স মোড
ग्राफिक्स पॅकेज,গ্রাফিক্স প্যাকেজ
ग्राफिक्स सॉफ्टवेअर,গ্রাফিক্স সফটওয়্যার
ग्राफिक्स सॉफ्टवेअर,গ্রাফিক্স সফটওয়্যার
ग्राफिक्स सॉफ्टवेअर पॅकेज,গ্রাফিক্স সফটওয়্যার প্যাকেজ
राखाडी स्केल,ধূসর স্কেল
लोभी पद्धत,লোভী পদ্ধতি
grep,grep
ग्रिड,গ্রিড
ग्रिड चार्ट,গ্রিড চার্ট
ग्रिड संगणन,গ্রিড কম্পিউটিং
ग्रिड मॉड्यूलेशन,গ্রিড মড্যুলেশন
जमिनीची लाट,স্থল তরঙ্গ
गट,দল
गट पत्ता,গ্রুপ ঠিকানা
गट कोड,শঙ্ঘবদ্ধ কোড
गट संवाद,গ্রুপ যোগাযোগ
गट संवाद,গ্রুপ যোগাযোগ
गट ओळख,গ্রুপ সনাক্তকরণ
गटाचे नाव,দলের নাম
ग्रुपवेअर,গ্রুপওয়্যার
वाढ,বৃদ্ধি
रक्षक,প্রহরী
मार्गदर्शित माध्यम,নির্দেশিত মিডিয়া
गनझिप,বন্দুক
खाच,টাট্টু
हॅकर,হ্যাকার
हॅकरचा शब्दकोश,হ্যাকারের অভিধান
अर्धा जोडणारा,অর্ধেক যোগকারী
अर्धा पूल,অর্ধেক সেতু
अर्धा डुप्लेक्स,অর্ধেক দ্বৈত
अर्धा डुप्लेक्स लाइन,হাফ ডুপ্লেক্স লাইন
अर्धा डुप्लेक्स मोड,হাফ ডুপ্লেক্স মোড
अर्धी तीव्रता,অর্ধেক তীব্রতা
अर्धा राउटर,অর্ধেক রাউটার
अर्धा वजा करणारा,অর্ধেক বিয়োগকারী
अर्धा टोनिंग,অর্ধেক টোনিং
अर्धा शब्द,অর্ধেক শব্দ
मिल्टोनियस सायकल,বন্ধুত্বপূর্ণ চক্র
हॅमिंग कोड,হ্যামিং কোড
हात,হাত
हात प्रत,হাত কপি
हाताळणे,হাতল
हाताळणी,হ্যান্ডলিং
फाशी देणे,স্তব্ধ
आनंदी नेट,সুখী নেট
हार्ड कॉपी डिव्हाइस,হার্ড কপি ডিভাইস
हार्ड डिस्क,হার্ড ডিস্ক
हार्ड डिस्क क्रॅश,হার্ড ডিস্ক ক্র্যাশ
कठीण त्रुटी,কঠিন ত্রুটি
हार्डवेअर प्रवाह नियंत्रण,হার্ডওয়্যার প্রবাহ নিয়ন্ত্রণ
हार्मोनिक,সুরেলা
हार्मोनिक मध्यम,সুরেলা গড়
हॅश,হ্যাশ
हॅश आकृती,হ্যাশ ডায়াগ্রাম
हॅश टेबल,হ্যাশ টেবিল
हॅशिंग तंत्र,হ্যাশিং কৌশল
शीर्षलेख,হেডার
ढीग,গাদা
ढीग क्रमवारी,গাদা সাজানোর
मदत,সাহায্য
मदत स्क्रीन,সাহায্য পর্দা
हेल्पनेट,হেল্পনেট
हर्ट्झ,হার্টজ
ह्युरिस्टिक,হিউরিস্টিক
ह्युरिस्टिक पद्धत,হিউরিস্টিক পদ্ধতি
हेक्साडेसिमल संख्या,হেক্সাডেসিমেল সংখ্যা
लपलेली ओळ,লুকানো লাইন
श्रेणीबद्ध डेटा बेस,অনুক্রমিক ডেটা বেস
श्रेणीबद्ध फाइल सिस्टम,অনুক্রমিক ফাইল সিস্টেম
श्रेणीबद्ध स्थलाकृति,অনুক্রমিক টপোগ্রাফি
उच्च स्तरीय भाषा,উচ্চ স্তরের ভাষা
उच्च मेमरी क्षेत्र,উচ্চ মেমরি এলাকা
उच्च कार्यक्षमता,উচ্চ পারদর্শিতা
दाबा,আঘাত
हिट दर,লক্ষ্যভেদ হার
हिट प्रमाण,আক্রমণ অনুপাত
छिद्र,গর্ত
होम डिरेक्टरी,হোম ডিরেক্টরি
मुख्यपृष्ठ,হোম পেজ
एकसंध समन्वय,সমজাতীয় স্থানাঙ্ক
हॉप,খোঁড়ান
हॉप संख्या,হপ গণনা
हॉर्न,শিং
होस्ट संगणक,হোস্ট কম্পিউটার
होस्ट संगणक,হোস্ট কম্পিউটার
होस्ट भाषा,হোস্ট ভাষা
गरम की,গরম চাবি
हायपर टेक्स्ट मार्कअप भाषा (HTML),হাইপার টেক্সট মার্কআপ ভাষা (HTML)
गृहीतक,অনুমান
मी पॉड,আমি পোদ
I/O बफर,I/O বাফার
I/O पोर्ट,I/O পোর্ট
I/O युनिट,I/O ইউনিট
ओळखकर्ता,শনাক্তকারী
ओळख,পরিচয়
प्रतिमा,ইমেজ
प्रतिमा सेन्सर,ছবি সনাক্তকারী যন্ত্র
प्रभाव प्रिंटर,প্রভাব প্রিন্টার
अडथळा,প্রতিবন্ধকতা
अत्यावश्यक कार्यक्रम भाषा,অপরিহার্য প্রোগ্রাম ভাষা
अनिवार्य विधान,অপরিহার্য বিবৃতি
अंतर्निहित पत्ता,অন্তর্নিহিত ঠিকানা
अशक्य घटना,অসম্ভব ঘটনা
निष्क्रिय नोड,নিষ্ক্রিয় নোড
विसंगती,অসঙ্গতি
वाढ,বৃদ্ধি
निर्देशांक,সূচক
निर्देशांक डेटा आयटम,সূচক ডেটা আইটেম
अनुक्रमणिका फाइल,ইনডেক্স ফাইল
इंडेक्स रजिस्टर,সূচক রেজিস্টার
अनुक्रमणिका,সূচক অনুক্রমিক
अनुक्रमित पत्ता,সূচিবদ্ধ ঠিকানা
अनुक्रमित भाषा,সূচিবদ্ধ ভাষা
अनुक्रमित अनुक्रम फाइल,ইনডেক্সড সিকোয়েন্স ফাইল
अनुक्रमित अनुक्रमिक sccess पद्धत (ISAM),সূচীকৃত অনুক্রমিক স্কেস পদ্ধতি (ISAM)
अप्रत्यक्ष संबोधन,পরোক্ষ সম্বোধন
माहितीशास्त्र,তথ্যবিদ্যা
माहिती,তথ্য
माहिती बिट,তথ্য বিট
माहिती व्यवस्थापन,তথ্য ব্যবস্থাপনা
माहिती व्यवस्थापन प्रणाली (IMS),তথ্য ব্যবস্থাপনা সিস্টেম (IMS)
माहिती उत्खनन,তথ্য আহরণ
माहिती प्रणाली,তথ্য পদ্ধতি
माहिती तंत्रज्ञान (IT),তথ্য প্রযুক্তি (আইটি)
पायाभूत सुविधा व्यवस्थापन,অবকাঠামো ব্যবস্থাপনা
वारसा,উত্তরাধিকার
अनुवांशिक त्रुटी,উত্তরাধিকারসূত্রে প্রাপ্ত ত্রুটি
आरंभिक,প্রাথমিক
प्रारंभिक पत्ता,প্রাথমিক ঠিকানা
प्रारंभिक अवस्था,প্রারম্ভিক অবস্থা
आरंभ करणे,আরম্ভ
इंक जेट प्रिंटर,ইঙ্কজেট প্রিন্টার
असंख्य,অসংখ্য
i-node टेबल,i-নোড টেবিল
अकार्यक्षम वेळ,অকার্যকর সময়
इनपुट बफर रजिस्टर,ইনপুট বাফার রেজিস্টার
इनपुट आउटपुट प्रोसेसर (I/O प्रोसेसर),ইনপুট আউটপুট প্রসেসর (I/O প্রসেসর)
इनपुट आउटपुट रजिस्टर (I/O रजिस्टर),ইনপুট আউটপুট রেজিস্টার (I/O রেজিস্টার)
इनपुट आउटपुट स्टेटमेंट (I/O स्टेटमेंट),ইনপুট আউটপুট বিবৃতি (I/O বিবৃতি)
इनपुट/आउटपुट (I/O),ইনপুট/আউটপুট (I/O)
इनपुट/आउटपुट बफर (I/O बफर),ইনপুট/আউটপুট বাফার (I/O বাফার)
इनपुट/आउटपुट डिव्हाइस (I/O डिव्हाइस),ইনপুট/আউটপুট ডিভাইস (I/O ডিভাইস)
घाला,ঢোকান
प्रवेश क्रमवारी,সন্নিবেশ বাছাই
स्थापना वेळ,ইনস্টলেশন সময়
उदाहरण,দৃষ্টান্ত
सूचना,নির্দেশ
सूचना काउंटर,নির্দেশ কাউন্টার
सूचना चक्र,নির্দেশ চক্র
सूचना संच,নির্দেশনাবলী
पूर्णांक प्रोग्रामिंग,পূর্ণসংখ্যা প্রোগ্রামিং
पूर्णांक व्हेरिएबल,পূর্ণসংখ্যা পরিবর্তনশীল
एकात्मिक मोडेम,ইন্টিগ্রেটেড মডেম
एकात्मिक सेवा डिजिटल नेटवर्क (ISDN),ইন্টিগ্রেটেড সার্ভিস ডিজিটাল নেটওয়ার্ক (ISDN)
सचोटी,অখণ্ডতা
बुद्धिमान नियंत्रक,বুদ্ধিমান নিয়ামক
बुद्धिमान टर्मिनल,বুদ্ধিমান টার্মিনাল
इंटर ब्लॉक,আন্তঃ ব্লক
आंतर ब्लॉक अंतर,আন্তঃ ব্লক ফাঁক
इंटर कम्युनिकेशन सिस्टम,আন্তঃযোগাযোগ ব্যবস্থা
परस्परसंवाद,মিথষ্ক্রিয়া
परस्पर ग्राफिक्स,ইন্টারেক্টিভ গ্রাফিক্স
परस्परसंवादी कीबोर्ड प्रिंटर,ইন্টারেক্টিভ কীবোর্ড প্রিন্টার
इंटरकॉम सेवा,ইন্টারকম পরিষেবা
इंटरफेस,ইন্টারফেস
इंटरलीव्हिंग,ইন্টারলিভিং
इंटरमीडिएट बफर,মধ্যবর্তী বাফার
अंतर्गत ब्लॉक,অভ্যন্তরীণ ব্লক
अंतर्गत संवाद,অভ্যন্তরীণ যোগাযোগ
अंतर्गत विखंडन,অভ্যন্তরীণ বিভাজন
अंतर्गत मेमरी,অভ্যন্তরীণ মেমরি
अंतर्गत क्रमवारी,অভ্যন্তরীণ সাজানোর
अंतर्गत टाइमर,অভ্যন্তরীণ টাইমার
आंतरराष्ट्रीय मानकीकरण संस्था (ISO),প্রমিতকরণের জন্য আন্তর্জাতিক সংস্থা (ISO)
आंतरराष्ट्रीय तांत्रिक समर्थन संस्था,আন্তর্জাতিক প্রযুক্তিগত সহায়তা সংস্থা
इंटरनेट,ইন্টারনেট
इंटरनेट अभियांत्रिकी टास्क फोर्स (IETF),ইন্টারনেট ইঞ্জিনিয়ারিং টাস্ক ফোর্স (IETF)
इंटरनेट एक्सप्लोरर,ইন্টারনেট এক্সপ্লোরার
इंटरनेट शोधाशोध,ইন্টারনেট হান্ট
इंटरनेट मासिक अहवाल,ইন্টারনেট মাসিক রিপোর্ট
इंटरनेट पॅकेट एक्सचेंज,ইন্টারনেট প্যাকেট বিনিময়
इंटरनेट प्रोटोकॉल (IP),ইন্টারনেট প্রোটোকল (আইপি)
इंटरनेट प्रोटोकॉल रिमूव्ह (आयपी),ইন্টারনেট প্রোটোকল রিমুভ (আইপি)
