English,Odiya
disbudding,1. ନିଷ୍କାସନ 2. ବୁଡ୍ ଅପସାରଣ |
discing,1. ହଳ ହଳ କରିବା 2. ଘୂର୍ଣ୍ଣନ |
discount,ରିହାତି
disinfection,ନିରାକରଣ
dispersion,1. ବିଚ୍ଛେଦ 2. ବିଛାଇବା |
dissemination,1. ବିଛାଇବା 2. ଭିନ୍ନତା |
diversification,ବିବିଧକରଣ
diversified farming,ବିବିଧ କୃଷି |
DNA Ladder,dna step
DNA receptor,DNA | ରସିଦ
dockage,ଡକ୍ ନିଯୁକ୍ତି |
dominant,ପ୍ରଭାବଶାଳୀ |
dormancy,ଶୋଇବା
dose,1. ପରିମାଣ 2. ଡୋଜ୍ 3. ଡୋଜ
douole sigmoid curve,ଡବଲ୍ ସିଗମଏଡ୍ ବକ୍ର
draft (draught),1. ଗସ୍ତ 2. ବିସ୍ତାର
drain,1. ନିଷ୍କାସନ ଡ୍ରେନ୍ 2. ପ୍ରବାହିତ
drainage,ଜଳ ନିଷ୍କାସନ
draw,ଟ୍ରାକ୍ସନ୍
drenching,1. medicine ଷଧ ଦିଅ
dressing (seed),ପ୍ରସାଧନ ସାମଗ୍ରୀ (ମଞ୍ଜି)
drill (n.),1. ଆଗର୍ 2. ଅସ୍ଥାୟୀ ଦୋଷ 3. ଡ୍ରିଲ୍ 4. ଆଗର୍ |
drilling (ag. engg),1. ଛିଦ୍ର 2. ଡ୍ରିଲ୍ 3. ଡ୍ରିଲ୍ |
drilling (agronomy),1. ଡ୍ରିଲିଂ 2. ଡ୍ରିଲ ସହିତ ବୁଣିବା 3. ଡ୍ରିଲ ସହିତ ing ାଳିବା |
drip irrigation,ଡ୍ରପ୍ ଜଳସେଚନ
dryland farming,ଶୁଖିଲା ଚାଷ
dust,1. ଧୂଳି 2. ବୁକନି |
duster,1. ଧୂଳି 2. ଛିନ୍ନଛତ୍ରକାରୀ |
dusting,ଛିଞ୍ଚିବା ପାଇଁ |
dwarf,1. ବଧୂ 2. ଭାମନା |
dwarf pyramid,ଭାମନା ପିରାମିଡ୍ |
dwarfing,ଭାମିନୀ ଭବନ
ecology,ପରିବେଶ
econometrics,ଅର୍ଥନୀତି
economic efficiency,ଅର୍ଥନ efficiency ତିକ ଦକ୍ଷତା |
ecotype,ପରିସ୍ଥିତି ପ୍ରକାର |
ectotrophic,ଅତିରିକ୍ତ ସ୍ତରୀୟ |
edaphic,ନରମ
edaphology,ମୃତ୍ତିକା ବିଜ୍ଞାନ |
edging,1. ବ୍ରିଜ୍ 2. ଏଡିଙ୍ଗ୍ 3. ଷ୍ଟ୍ରାଣ୍ଡ୍ ବନ୍ଦ |
edible part,ଖାଦ୍ୟ ଅଂଶ
elasticity of demand,ଚାହିଦା
elasticity of production,ଉତ୍ପାଦନ ଇଲାସ୍ଟିସିଟି |
electrolysis,ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍
electrophoresis,ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |
eluviation,ବାଷ୍ପୀକରଣ
emasculator,1. ଡିକାପିଟେଟର୍ 2. ଷ୍ଟେରିଲାଇଜର୍ 3. ଡେକାପିଟେଟର୍ 4. ଷ୍ଟେରିଲାଇଜର |
embanking,1. ୱେର୍ ବାଣ୍ଡି 2. ଷ୍ଟ୍ରବାବାଣ୍ଡି |
embryo,ଭ୍ରୁଣ
embryology,1. ଭ୍ରୁଣ ବିଜ୍ଞାନ 2. ପଦାର୍ଥ ବିଜ୍ଞାନ |
emergence,1. ପ୍ରସ୍ଥାନ 2. ପ୍ରସ୍ଥାନ
emulsifier,ଏମୁଲେସିଫାୟର୍ |
endogenous,ଏଣ୍ଡୋଜେନସ୍ |
endomitosis,ଆନ୍ତ a- ବିନ୍ଦୁ ବିଭାଜନ |
endoparasite,ଆନ୍ତ a- ପରଜୀବୀ |
endosperm,ଏଣ୍ଡୋସ୍ପର୍ମ |
enterprise,ଉଦ୍ୟୋଗ
entomology,ଏଣ୍ଟୋମୋଲୋଜି |
environment,ପରିବେଶ
enzyme,1. ଏନଜାଇମ୍ 2. ଏନଜାଇମ୍ |
epicotyl grafting,କ୍ଲଷ୍ଟର ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |
epiphyte,1. ଏପିଫାଇଟ୍ 2. ଏପିଫାଇଟ୍ |
equity,ଇକ୍ୱିଟି
eradication,ବିଲୋପ
essential nutrients,ଜରୁରୀ ପୋଷକ ତତ୍ତ୍ୱ |
estimation,1. ମାପ 2. ଡେଇଁବା 3. ମୂଲ୍ୟାଙ୍କନ |
etiolation,ସୁନ୍ଦରତା
eugenic,ସୁଜନିକ୍ |
evaluation,ମୂଲ୍ୟାଙ୍କନ
evaporimeter,ବାଷ୍ପ ଗେଜ୍ |
evapo-transpiration,ବାଷ୍ପୀକରଣ
evergreen revolution,ଅନନ୍ତ ବିପ୍ଳବ |
evergreen,1. ଚିର ସବୁଜ 2. ଚିର ସବୁଜ |
evolution,ବିକାଶ
excise,ବିଛିନ୍ନ ହେବା
exhaustion (fertility),ପାରିକଶାୟ (ଉର୍ବରତା)
exploitation,ଶୋଷଣ
exploration,1. ଅନୁସନ୍ଧାନ 2. ଅନୁସନ୍ଧାନ
extrusion,1. ନିର୍ବାହ 2. ନିର୍ଗମନ
eye (sugarcane/potato),ଆଖି
factor,1. କାରକ 2. ଉପାଦାନ 3. କାରକ 4. ଉତ୍ସ |
factor productivity,କାରକ ଉତ୍ପାଦକତା |
factorage,ବ୍ୟବସାୟୀଙ୍କ ରିହାତି
factorial block design,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ବ୍ଲକ୍ ଡିଜାଇନ୍ |
facultative,ବିକଳ୍ପ
fallow,1. ପାଟି 2. ପାଲିହାର |
family,ମୋଟ
farm appraisal,କ୍ଷେତ୍ର ମୂଲ୍ୟାଙ୍କନ |
farm budgeting,ଚାଷ ବଜେଟ୍
farm business,କୃଷି ବ୍ୟବସାୟ
farm planning,କ୍ଷେତ୍ର ଯୋଜନା
farmer,1. କୃଷକ 2. କୃଷକ
farming,1. କୃଷି 2. ଚାଷ
fasciation,ଧକ୍କା |
fecundation,ଏକାଧିକ ପ୍ରଜନନ |
fermentation,fermentation
fertility,ଉର୍ବରତା |
fertilizer,ସାର
fertilizer use efficiency,ସାର ବ୍ୟବହାର ଦକ୍ଷତା |
fibrous,ଫାଇବ୍ରସ୍ |
field,1. ଚାଷ 2. କ୍ଷେତ୍ର 3. ସ୍ଥାନ
field capacity,ମୃତ୍ତିକା ଜଳ ଧାରଣ
field demonstration,କ୍ଷେତ୍ର ପ୍ରଦର୍ଶନ
fixation,1. ଅସ୍ଥିରତା 2. ସ୍ଥିରତା 3. ସ୍ଥିରତା |
flooding,1. ଅବନତି 2. ଗର୍ଭଧାରଣ
flow diagram,ପ୍ରବାହ ଚିତ୍ର
food value,ଖାଦ୍ୟ ମୂଲ୍ୟ
forage (fodder),ଖାଇବାକୁ |
forecasting,ପୂର୍ବାନୁମାନ
forest,ଜଙ୍ଗଲ
forestation,ବୃକ୍ଷରୋପଣ
frond,1. ତାଡପର୍ନ୍ 2. ଫର୍ମ |
frost resistant,ବରଫ ପ୍ରତିରୋଧକ |
frost,1. ପାଲା 2. ବ୍ଲାଇଟ୍ |
frozen (fruit & vegetable),1. ଫ୍ରିଜ୍
fructification,କାର୍ଯ୍ୟ
fruit drop,1. ଫଳ ପତନ 2. ଫଳ ପତନ |
fruit -set (fruit setting),ଫଳ ପାଅ |
fumigation,1. ଧୂମପାନ
fungicide,ଫଙ୍ଗିସାଇଡ୍ |
fungistatic,ଆଣ୍ଟିଫଙ୍ଗାଲ୍ |
fungus,କବକ
furow,1. ଖୁଦ୍ 2. ସୀତା |
fusion,1. ଫ୍ୟୁଜନ୍ 2. ଫ୍ୟୁଜନ୍ |
fuzz,ସୂତା ଲୋମ
fuzzy,ଲୋମଶାଳୀ |
gall (Hort),1. ବୃକ୍ଷ ଅଲସର 2. ପିଟିକା |
gamete,1. ଗ୍ୟାମେଟସ୍
garden,1. ଉଦ୍ୟାନ 2. ଉଦ୍ୟାନ
gauge (water),1. ପାନ୍ସଲ୍ 2. ହାଇଡ୍ରୋମିଟର |
gene bank,ଜିନ୍ ସଂଗ୍ରହ
gene tagging,ଜିନ୍ ଟ୍ୟାଗନ୍ |
geneology,ବଂଶାନୁକ୍ରମିକ
genetic map,ଜିନ୍ ମାନଚିତ୍ର
genetics,ଜେନେଟିକ୍ସ
genome,1. ଜେନୋମ୍ 2. ସାଙ୍ଗେନ |
genomic library,ସଞ୍ଜିନୀ ସଂଗ୍ରହ |
genomics,ଜେନୋମିକ୍ସ
genotype,ଜେନୋଟାଇପ୍
genotype,1. ଜିନ୍ ଗଠନ 2. ଜିନ୍ ପ୍ରକାର |
genus,ଲିନେଜ୍ |
genus,ବଂଶ 2. ବଂଶ
germ,1. ଜର୍ମ 2. ଜର୍ମ
germicide,ଜୀବାଣୁ
germination,ଅଙ୍କୁର
germplasm,1. ଜର୍ମପ୍ଲାସ୍ 2. ଜର୍ମପ୍ଲାସ୍ |
gibberellic acid,ଗିବରେଲିକ୍ ଏସିଡ୍ |
ginning,ସଂଗ୍ରହ
glume,ତୁଷ
glutinous,1. ଗ୍ଲୁଟେନ୍ 2. ଗ୍ଲୁଟନ୍ |
glycolysis,ଗ୍ଲାଇକୋଲିସିସ୍
gneiss,ଭଲ
golden revolution,ସୁବର୍ଣ୍ଣ ବିପ୍ଳବ |
grading,1. ବର୍ଗୀକରଣ 2. ବର୍ଗୀକରଣ 3. ସ୍ତରକରଣ
grafted plant,1. ଗ୍ରାଫ୍ଟେଡ୍ ପ୍ଲାଣ୍ଟ 2. ପେନୁମ୍ବ୍ରାଲ୍ ପ୍ଲାଣ୍ଟ |
graft-incompatible,କଲମ ଅସଙ୍ଗତ |
granna,ଗ୍ରାନା
granulation,ଗ୍ରାନ୍ୟୁଲେସନ୍
green manure,ସବୁଜ ଖତ
green revolution,ସବୁଜ ବିପ୍ଳବ |
growth and development,ଅଭିବୃଦ୍ଧି ଏବଂ ବିକାଶ
gummosis,1. ଗୁଣ୍ଡ ରୋଗ
gynodioecious,ହେଟେରୋଜକ୍ସୁଆଲ୍ |
habit,1. ପ୍ରକୃତି 2. ପ୍ରକୃତି 3. ରୂପଗୁନା 4. ଦୃଶ୍ୟ |
hail,1. ଓଲା 2. କରକାପତ୍ 3. କର୍କା |
hairyvetch,ରୋମିଲୱାଚ୍ |
halophyte,ସାଲାଇନ୍ ସିଷ୍ଟ୍ |
harrow,harrow
harvest index,1. ଅମଳ ସୂଚକାଙ୍କ 2. ଅମଳ ସୂଚକାଙ୍କ |
harvest,1. ଅମଳ 2. ଅମଳ ହୋଇଥିବା ଫସଲ 3. ସମାପ୍ତ ଫସଲ 4. ଅମଳ |
harvesting,1. କାଟିବା 2. ଅମଳ 3. ଅମଳ କରିବା |
hatch,1. ଅଣ୍ଡା ଦେବା 2. ଅଣ୍ଡା ବଳ |
hay,ଶୁଖିଲା ଘାସ |
haylage,ଶୁଖିଲା ଫିଡ୍ |
haystock,ganji
haze,କୁହୁଡି
hazy,ଦୁର୍ବଳ
head (Agro),1. ବାଲି 2. ସୀତା 3. ମୁଣ୍ଡକ 4. ଶୀର୍ଷ 5. ମୁଣ୍ଡ 6. ସିରା |
head (of channel),ଗଭୀରର ଶେଷ
heading back,ଉପର ଛେଦନ
hedge,ବାଡ଼
hedging,ହେପାଜତ
helix,କୁଣ୍ଡାଲିନି |
hematite,ହେମାଟାଇଟ୍ |
herb,1. b ଷଧ 2. b ଷଧ |
herbarium,1. ବଟାନିକାଲ୍ କଲେକ୍ସନ୍ 2. ବଟାନିକାଲ୍ ସଂଗ୍ରହାଳୟ |
herbicide,b ଷଧୀୟ
heredity,ବଂଶାନୁକ୍ରମିକ
heretability,ବଂଶାନୁକ୍ରମିକ
hermaphrodite,ସମଲିଙ୍ଗୀ
heterochromatic,ହେଟେରୋକ୍ରୋମାଟିକ୍ |
heterofertilization,ହେଟେରୋଫର୍ଟିଲାଇଜେସନ୍ |
heterosis,1. ହାଇବ୍ରିଡୋଜ 2. ହେଟେରୋସିସ୍ |
heterosome,ସେକ୍ସକ୍ରୋମୋଜୋମ୍ |
heterotroph,ପୋଷଣ
hexaploid,ଷୋଡେସିମାଲ୍ |
hibernate,ଶୀତଳତା
high density planting,ଉଚ୍ଚ ସାନ୍ଦ୍ରତା ବୃକ୍ଷ ରୋପଣ |
hill (rice),1. ପିଣ୍ଡଲକ୍ 2. ପାହାଡ (ଧାନ)
histogram,ହିଷ୍ଟୋଗ୍ରାମ୍ |
hitech horticulture,ଉଚ୍ଚ ବ tech ଷୟିକ ଉଦ୍ୟାନ କୃଷି |
hive,1.curd 2. hive
hoeing,1. ତୃଣକ 2. ତୃଣକ
holding,ଧରିବା
home farm,ଘରୋଇ ଚାଷ
homeostasis,ହୋମିଓଷ୍ଟାସିସ୍ |
homestead,ମାତୃଭୂମି
homogeneity,ଏକତା
homogenous,1. ସମଲିଙ୍ଗୀ 2. ସମଲିଙ୍ଗୀ |
homologus,ସହାନୁଭୂତି
homozygote,ସମଲିଙ୍ଗୀ
hopper,1. ଖୁରଲିକା 2. ଖାଦ୍ୟ ପାତ୍ର 3. ହାପର୍ |
horizon,1. ସ୍ତର 2. ରାଶି
horticultural crops,ଉଦ୍ୟାନ କୃଷି ଫସଲ |
horticulture,1. ଉଦ୍ୟାନ କୃଷି 2. ଉଦ୍ୟାନ କୃଷି 3. ଉଦ୍ୟାନ କୃଷି 4. ଉଦ୍ୟାନ କୃଷି
