Punjabi,Odiya
1. ਤੂੜੀ 2. ਕੁੱਟੀ 3. ਸ਼ਲਕ ਸਹਪਾਤਰਾ,1. ନଡ଼ା 2. କୁଟି 3. ଶାଲକ ସାହାପାତ୍ର |
1. ਨਿਭਾਗ 2. ਕੈਲਜਾ,1. ନିବାଗ 2. କ ail ଲାଜା |
ਕਾਇਮੋਗ੍ਰਾਫੀ,ଚିମୋଗ୍ରାଫି
1. ਕੀਜ਼ਮਾ 2. ਵਿਅਸਤ,1. କିଆଜମା 2. ବ୍ୟସ୍ତ
ਸੁਪਰ ਕੂਲਿੰਗ ਘੰਟੇ,ସୁପରକୋଲିଂ ଘଣ୍ଟା |
ਠੰਡ ਦਾ ਨੁਕਸਾਨ,ବରଫର କ୍ଷତି |
1. ਵੀਚਰੋਤਕੀ 2. ਚਿਮੇਰਾ,1. ଭିଚିରୋଟାକି 2. ଚିମେରା |
ਹਰਾ ਦਲੀਆ,ସବୁଜ ପୋଖରୀ |
1. ਪੱਤੇ 2. ਹਰੇ,1. ପତ୍ର 2. ସବୁଜ
ਸਾਇਨੋਸਿਸ,ସିଆନୋସିସ୍ |
ਜੈਵਿਕ ਵੰਡ ਵਿਗਿਆਨ,ଜ bi ବିକ ବଣ୍ଟନ ବିଜ୍ science ାନ |
1. ਕ੍ਰੋਮੇਟਿਡਜ਼ 2. ਅੱਧੇ ਕ੍ਰੋਮੋਸੋਮਜ਼,1. କ୍ରୋମାଟିଡସ୍ 2. ଅଧା କ୍ରୋମୋଜୋମ୍ |
chromatin,କ୍ରୋମାଟିନ୍
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,କ୍ରୋମାଟୋଗ୍ରାଫି |
chromatinlation,କ୍ରୋମାଟିନେସନ୍
ਅਟਲ ਬਿੰਦੂ,atrial point
chromatogenesis,କ୍ରୋମାଟୋଜେନେସିସ୍
1. ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ 2. ਪਿਗਮੈਂਟਪ੍ਰੋਟੀਨ,1. କ୍ରୋମୋପ୍ରୋଟେନ୍ 2. ପିଗମେଣ୍ଟ୍ରୋଟିନ୍ |
1. ਕ੍ਰੋਮੋਸੋਮਜ਼ 2. ਕ੍ਰੋਮੋਸੋਮਜ਼,1. କ୍ରୋମୋଜୋମ୍ 2. କ୍ରୋମୋଜୋମ୍ |
1. ਪੁਰਾਣੀ 2. ਪੁਰਾਣੀ 3. ਪੁਰਾਣੀ 4. ਪੁਰਾਣੀ,1. କ୍ରନିକ୍ 2. କ୍ରନିକ୍ 3. କ୍ରନିକ୍ 4. ପୁରୁଣା |
citrange,citrange
ਪਤਝੜ ਤਿਉਹਾਰ,ପତିତପାବନ ପର୍ବ |
ਵਰਗੀਕਰਨ,ବର୍ଗୀକରଣ
1. ਮਿੱਟੀ 2. ਮਿੱਟੀ,1. ମାଟି 2. ମାଟି
1. ਸਫਾਈ 2. ਰਗੜਨਾ 3. ਸਫਾਈ 4. ਸ਼ੁੱਧੀਕਰਨ,1. ସଫା କରିବା 2. ସ୍କ୍ରବିଂ 3. ସଫା କରିବା 4. ଶୁଦ୍ଧତା |
ਲਗਾਤਾਰ ਪਰਾਗਣ,ସ୍ଥାୟୀ ପ୍ରଦୂଷଣ |
cruciferous ਫਲ,କ୍ରୁଶବିହୀନ ଫଳ |
ਜਲਵਾਯੂ,ଜଳବାୟୁ
ਜਲਵਾਯੂ ਵਿਗਿਆਨ,ଜଳବାୟୁ
ਕੱਟਣਾ,କେଶ
ਗੰਢ (ਮਿੱਟੀ),ଗୁଣ୍ଡ (ମାଟି)
ਕਲੋਨ,କ୍ଲୋନ୍ |
1. ਬੱਦਲ 2. ਬੱਦਲ,1. କ୍ଲାଉଡ୍ 2. କ୍ଲାଉଡ୍ |
ਝੁੰਡ,ump ୁଲା |
ਝੁੰਡ,ଗୁଣ୍ଡ |
1. ਮੋਟਾ 2. ਮੋਟਾ 3. ਕੱਚਾ 4. ਮੋਟਾ,1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |
1. ਕਵਰ 2. ਚਮੜਾ,1. କଭର 2. ଚମଡା
ਕੋਯਾ,କୋୟା
1. ਕੋਐਨਜ਼ਾਈਮ 2. ਕੋ-ਐਨਜ਼ਾਈਮ,1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |
ਤਾਲਮੇਲ,ମିଳନ
1. ਫਾਈਬਰ (ਜੂਟ ਜੂਟ) 2. ਨਾਰੀਅਲ ਮੋਟੇ,1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |
ਮੁਲੰਕੁਰ ਚੋਲਾ,ମୁଲାନକୁର ଚୋଲା |
,
ਕੋਲਾਇਡ (ਮਿੱਟੀ),କୋଲଏଡ୍ (ମାଟି)
1.ਕਾਲਮ 2.ਕੋਲੁਮੇਲਾ,1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା
1. ਜੁਰਮਾਨਾ 2. ਕਾਲਮ 3. ਕਾਲਮ,1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ
ਸਾਂਝ,ଯୋଗାଯୋଗ
ਵਪਾਰਕ ਬੈਂਕ,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |
1. ਵਸਤੂ 2. ਵਪਾਰਕ ਮਾਲ,1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ
ਭਾਈਚਾਰਾ,ସମ୍ପ୍ରଦାୟ
ਮਿਸ਼ਰਣ (ਮਿੱਟੀ ਦਾ),ସଙ୍କୋଚନ (ମାଟିର)
1. ਅਨੁਕੂਲਤਾ 2. ਅਨੁਕੂਲਤਾ,1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |
ਅਨੁਕੂਲਤਾ,ସୁସଙ୍ଗତତା
1. ਮੁਆਵਜ਼ਾ 2. ਮੁਆਵਜ਼ਾ,1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ
ਪ੍ਰਤੀਯੋਗੀ ਪਰਸਪਰ ਪ੍ਰਭਾਵ,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
ਪੂਰਕ ਫਸਲ,ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |
1. ਸੰਯੁਕਤ 2. ਗੁੰਝਲਦਾਰ,1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ
ਸੰਵਿਧਾਨਕ,ବିଧାନସଭା
ਰਚਨਾ,ରଚନା
ਖਾਦ,କମ୍ପୋଷ୍ଟ
ਮਿਸ਼ਰਿਤ ਵਿਆਜ,ଯ ound ଗିକ ଆଗ୍ରହ |
ਗਣਨਾ,ଗଣନା
1. ਕੰਪਿਊਟਰ 2. ਕੰਪਿਊਟਰ,1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର
1. ਇਕਾਗਰਤਾ 2. ਇਕਾਗਰਤਾ,1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା
1. ਆਪਟੀਮਾਈਜ਼ਰ 2. ਰੀਵਾਈਟਲਾਈਜ਼ਰ,1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ
ਚਾਲਕਤਾ,କଣ୍ଡକ୍ଟିଭିଟି
1. ਸੰਰਚਨਾ 2. ਸੰਰਚਨਾ,1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ
1. ਅਨੁਕੂਲਤਾ 2. ਸੰਰਚਨਾ 3. ਅਨੁਕੂਲਤਾ,1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |
1. ਏਕੀਕਰਣ 2. ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ,1. ଏକୀକରଣ 2. ହାଇବ୍ରିଡାଇଜେସନ୍ |
ਸੰਜੋਗ,ସଂଯୋଗ
1. ਜੋੜਨ ਵਾਲਾ 2. ਜੋੜਨ ਵਾਲਾ,1. ଯୋଗୀ 2. ସଂଯୋଜକ |
ਸੁਰੱਖਿਆ,ସୁରକ୍ଷା
ਏਕੀਕਰਨ,ଏକୀକରଣ
1. ਸਮੱਗਰੀ 2. ਸਮੱਗਰੀ,1. ଉପାଦାନ 2. ଉପାଦାନଗୁଡ଼ିକ |
ਖਪਤਕਾਰ,ଗ୍ରାହକ
ਖਪਤ,ବ୍ୟବହାର
ਗੰਦਗੀ,ପ୍ରଦୂଷଣ
ਕੰਟੂਰ ਲਾਉਣਾ,କଣ୍ଟୁର ରୋପଣ |
ਕੰਟੋਰ ਲਾਈਨ,ବିଷୟବସ୍ତୁ ରେଖା |
1. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 2. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 3. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ,1. ଚୁକ୍ତିନାମା ଚାଷ 2. ଚୁକ୍ତିନାମା ଚାଷ 3. ଚୁକ୍ତିନାମା ଚାଷ |
ਨਿਯੰਤਰਿਤ ਵਾਯੂਮੰਡਲ ਸਟੋਰੇਜ਼,ନିୟନ୍ତ୍ରିତ ବାୟୁମଣ୍ଡଳ ସଂରକ୍ଷଣ |
ਸਹਿਕਾਰੀ ਬੈਂਕ,ସମବାୟ ବ୍ୟାଙ୍କ
ਸਹਿਕਾਰੀ ਸਭਾ ਦੇ ਮੈਂਬਰ,ସମବାୟ ସମାଜର ସଦସ୍ୟ |
ਗੁਲਮਾਵਨ,ଗୁଲମାଭାନ୍ |
ਘਣ,କ୍ୟୁବ୍
1. ਦਲਪੁੰਜ 2. ਕੋਰੋਲਾ,1. ଡାଲପୁଞ୍ଜ 2. କରୋଲା |
1. ਕਾਰਟੈਕਸ 2. ਕਾਰਟੈਕਸ,1. କର୍ଟେକ୍ସ 2. କର୍ଟେକ୍ସ
ਲਾਗਤ,ମୂଲ୍ୟ
cotyledon,କୋଟିଲଡନ୍ |
ਕ੍ਰੈਡਿਟ ਕਮੇਟੀ,କ୍ରେଡିଟ୍ କମିଟି
1. ਉਧਾਰ 2. ਕ੍ਰੈਡਿਟ,1. ending ଣ 2. କ୍ରେଡିଟ୍
1. ਰਿਣਦਾਤਾ 2. ਲੈਣਦਾਰ,1. ender ଣଦାତା 2. କ୍ରେଡିଟର୍
1. ਕਰੈਸਟ 2. ਸਿਰਾ 3. ਸਪਾਇਰ,1. କ୍ରେଷ୍ଟ 2. ଭର୍ଟେକ୍ସ 3. ସ୍ପାୟର୍ |
ਵਾਪਸੀ,ପ୍ରତ୍ୟାହାର
ਸਮੱਸਿਆ,ସମସ୍ୟା
ਟੈਸਟ,ପରୀକ୍ଷା
ਨਾਜ਼ੁਕ,ଗୁରୁତର
ਫਸਲ ਬੀਮਾ,ଫସଲ ବୀମା |
ਫਸਲ ਕਰਜ਼ਾ,ଫସଲ loan ଣ
1. ਫਸਲ 2. ਫਸਲ,1. ଫସଲ 2. ଫସଲ
ਕਾਸ਼ਤ ਖੇਤਰ,ଚାଷ କ୍ଷେତ୍ର
ਪਾਰ ਅਸੰਗਤ,କ୍ରସ୍ ଅସଙ୍ଗତ |
1. ਤਾਜ 2. ਸਿਖਰ (ਪੌਦਾ),1. ମୁକୁଟ 2. ଶିଖର (ଉଦ୍ଭିଦ)
ਨਰਮ ਕਣ,ନରମ କଣିକା |
ਛਾਲੇ,ଭୂତଳ
1. ਕ੍ਰਿਪਟੋਗਾਮ 2. ਗੈਰ-ਫਲੋਰੀਫਾਰਮ,1. କ୍ରିପ୍ଟୋଗାମ 2. ଅଣ-ଫ୍ଲୋରିଫର୍ମ |
ਛਾਂਟੀ (ਫਲ),ଛେଦନ (ଫଳ)
ਕਲਮ,କଲମ
ਕਿਸਮ ਦੀ ਕਿਸਮ,କୃଷି ପ୍ରକାର
1. ਟ੍ਰੈਕਸ਼ਨ 2. ਖੇਤੀਬਾੜੀ 3. ਖੇਤੀ,1. ଟ୍ରାକ୍ସନ୍ 2. କୃଷି 3. ଚାଷ
1. ਕਿਸਾਨ 2. ਕਾਸ਼ਤਕਾਰ,1. କୃଷକ 2. କୃଷକ
1. ਕਾਸ਼ਤ 2. ਕਾਸ਼ਤ 3. ਪਾਲਣ,1. ଚାଷ 2. ଚାଷ 3. ପାଳିବା |
1.ਸਰੋਤ 2.ਤਿਆਰੀ,1. ଉତ୍ସ 2. ପ୍ରସ୍ତୁତି
1.ਕੁੰਤਲਨ 2.ਕੁੰਚਨ,1. କୁଣ୍ଟାଲାନ୍ 2. କୁଞ୍ଚନ୍ |
ਆਸਣ,ସ୍ଥିତି
1. ਐਪੀਡਰਰਮਿਸ 2. ਛੱਲੀ,1. ଏପିଡର୍ମିସ୍ 2. କଟିକଲ୍ |
1. ਕਲਮ 2. ਕੱਟਣਾ 3. ਕੱਟਣਾ 4. ਕੱਟਣਾ 5. ਕੱਟਣਾ,1. କଲମ 2. କାଟିବା 3. କାଟିବା 4. କାଟିବା 5. କାଟିବା |
1. ਕੀੜਾ ਸਰੀਰ 2. ਸਿਸਟ 3. ਗੰਢ 4. ਵਿਗੜਿਆ ਗੰਢ 5. ਨਿਓਪਲਾਜ਼ਮ,1. ପୋକ କର୍ପସ୍ 2. ସିଷ୍ଟ 3. ସିଷ୍ଟ 4. ବିକୃତ ଲମ୍ପ 5. ନିଓପ୍ଲାଜମ୍ |
cytochrome,ସାଇଟୋକ୍ରୋମ୍ |
ਸੈੱਲ ਜੋੜਨਾ,କକ୍ଷ ଯୋଡି
ਸੈੱਲ ਪ੍ਰਜਨਨ,କକ୍ଷ ପ୍ରଜନନ |
ਸੈੱਲ ਜੈਨੇਟਿਕਸ,କୋଷ ଜେନେଟିକ୍ସ |
cytoplasmic ਡਿਵੀਜ਼ਨ,ସାଇଟୋପ୍ଲାଜାମିକ୍ ବିଭାଜନ |
ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨ,କୋଷ ଜୀବ ବିଜ୍ଞାନ |
ਸੈੱਲ lysis,ସେଲ୍ ଲାଇସିସ୍ |
1. ਸਾਇਟੋਮੇਰ 2. ਸੈੱਲ ਸੈਗਮੈਂਟੇਸ਼ਨ,1. ସାଇଟୋମେର୍ 2. ସେଲ୍ ସେଗମେଣ୍ଟେସନ୍ |
cytoplasm,ସାଇଟୋପ୍ଲାଜମ୍ |
1. ਡੇਅਰੀ 2. ਡੇਅਰੀ,1. ଦୁଗ୍ଧ 2. ଦୁଗ୍ଧ
ਡੇਅਰੀ ਉਦਯੋਗ,ଦୁଗ୍ଧ ଶିଳ୍ପ
1. ਡੈਮ 2. ਬਰੀਡਰ,1. ବନ୍ଧ 2. ପ୍ରଜନକ
ਦਿਨ ਦਾ ਸੰਪੂਰਨ ਪੌਦਾ,ଦିନ ସଂପୂର୍ଣ୍ଣ ଉଦ୍ଭିଦ |
ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,ଫୁଲର ଦିନ ପରେ |
ਪੂਰੇ ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,ପୂର୍ଣ୍ଣ ଫୁଲର ଦିନ ପରେ |
ਅਕੁਸ਼ਲਤਾ,ଅପାରଗତା |
decalcification,decalcification
1. ਡਿਸਲੋਜ 2. ਡਿਸਲੋਜ,1. ସ୍ଥାନାନ୍ତର 2. ସ୍ଥାନାନ୍ତର
ਸੜਨ,କ୍ଷୟ
ਪਤਝੜ,ପତଳା
1. ਦਸ਼ਮਲਵ 2. ਦਸ਼ਮਲਵ,1. ଦଶମିକ 2. ଦଶମିକ
ਘਟੀਆਪਨ,ତୁଚ୍ଛତା
ਅਨੁਰਾਨ (ਮਿੱਟੀ),ଅନୁରାନ୍ (ମୃତ୍ତିକା)
ਵਿਪੁਸ਼ਪਨ,ଭିପୁଷ୍ପନ୍ |
ਬਿਲਿੰਗ,ବିଲିଂ
ਕਟਾਈ,ଜଙ୍ଗଲ ନଷ୍ଟ
ਬਦਨਾਮੀ,ଅପମାନ
ਪਤਨ,ଅବନତି |
ਭਾਗ ਦਿਨ,ପାର୍ଟ ଦିନ
1. ਮਾਤਰਾ 2. ਹਿੱਸਾ,1. ପରିମାଣ 2. ଭାଗ
dehiscence,ଅବହେଳା |
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,ହଳ ଅପସାରଣ |
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,ହଳ ଅପସାରଣ |
ਡੀਹਾਈਡਰੇਸ਼ਨ,ଡିହାଇଡ୍ରେସନ୍
ਨਿਹਾਈਡ੍ਰਸ,ଆନ୍ହାଇଡ୍ରସ୍
ਮੰਗ,ଚାହିଦା
1. ਵਿਨਾਸ਼ਕਾਰੀ 2. ਗੁਣਾ,1. ଅବନତି 2. ଗୁଣନ
ਖੰਡਨ,ନିନ୍ଦା
1. ਜਮ੍ਹਾ (ਮਿੱਟੀ) 2. ਜਮ੍ਹਾ (ਆਰਥਿਕਤਾ),1. ଜମା (ମୃତ୍ତିକା) 2. ଜମା (ଅର୍ଥନୀତି)
ਜਮ੍ਹਾ,ଜମା
1. ਘਟਾਓ 2. ਘਟਾਓ,1. ଅବନତି 2. ଅବନତି
ਡੀਸਲੀਨੇਸ਼ਨ,ନିଷ୍କାସନ
1. ਪਾਣੀ ਸੁਕਾਉਣਾ 2. ਡੀਹਾਈਡਰੇਸ਼ਨ,1. ଜଳ ଶୁଖିବା 2. ଡିହାଇଡ୍ରେସନ୍ |
1. ਡਿਜ਼ਾਈਨ 2. ਡਿਜ਼ਾਈਨ,1. ଡିଜାଇନ୍ 2. ଡିଜାଇନ୍
ਸੁੱਕਣ ਵਾਲਾ,ଶୁଖୁଆ |
ਕਰਨਲ ਹਟਾਉਣ,କର୍ଣ୍ଣଲ ଅପସାରଣ
ਡੀ-ਇੰਟਰਕਲੇਸ਼ਨ,ଡି-ଇଣ୍ଟରକାଲେସନ୍ |
ਸੰਜੋਗ,ସଂଯୋଗ
1. ਨਰ ਮੰਜਰੀ ਐਕਸਟਰੈਕਸ਼ਨ (ਮੱਕੀ) 2. ਬੱਲਰ ਐਕਸਟਰੈਕਸ਼ਨ,1. ପୁରୁଷ ମଞ୍ଜରୀ ନିଷ୍କାସନ (ମକା) 2. ବଲାର୍ ନିଷ୍କାସନ |
ਬੱਲਰ ਜਾਂ ਕੁੰਦਨ ਕੱਟਣਾ,ବଲାର୍ କିମ୍ବା କୁନ୍ଦନ କାଟିବା |
ਨਿਰਧਾਰਕ,ନିର୍ଣ୍ଣୟକାରୀ
devaluation,ମୂଲ୍ୟ ହ୍ରାସ
de-vegetate,ଡି-ଶାକାହାରୀ |
ਭਟਕਣਾ,ବ୍ୟତିକ୍ରମ
ਡਬਲ,ଦୁଇଥର |
ਨਿਦਾਨ,ନିରାକରଣ
ਵੱਖਰੀ ਪਰਿਪੱਕਤਾ,ଭିନ୍ନ ପରିପକ୍ .ତା |
ਵੰਡ,ବିଭାଜନ
1. ਡਾਇਕੋਟਾਈਲਡਨ 2. ਡਾਇਕੋਟਾਈਲਡਨ (ਬੀਜ),1. ଡିକୋଟିଲଡନ୍ 2. ଡିକୋଟିଲଡନ୍ (ବିହନ)
ਪਿੱਠ ਦੀ ਬਿਮਾਰੀ,ପିଠି ରୋଗ
1. ਫੈਲਾਅ 2. ਪ੍ਰਸਾਰ,1. ବିଭାଜନ 2. ବିଭେଦ |
ਪਾਚਨ ਸਮਰੱਥਾ,ହଜମ ଯୋଗ୍ୟତା |
ਡਾਇਹਾਈਬ੍ਰਿਡ,ଡିହାଇବ୍ରିଡ୍ |
1. ਡੈਮ 2. ਡਰੇਨ 3. ਪਰਿਵਾਰ,1. ଡ୍ୟାମ୍ 2. ଡ୍ରେନ୍ 3. ପରିବାର |
ਮਾਮੂਲੀ,ଅଳ୍ପ
1. ਮੋਨੋਗੈਮਸ 2. ਮੋਨੋਗੈਮਸ,1. ଏକମାତ୍ର 2. ଏକମାତ୍ର |
ਡਿਪਲੋਇਡ,ଡିପ୍ଲଏଡ୍ |
1. ਡਿਪਲੋਇਡ 2. ਡਿਪਲੋਇਡ,1. ଡିପ୍ଲଏଡ୍ 2. ଡିପ୍ଲଏଡ୍ |
dipole,ଡିପୋଲ୍
1. ਕੱਢਣਾ 2. ਬਡ ਹਟਾਉਣਾ,1. ନିଷ୍କାସନ 2. ବୁଡ୍ ଅପସାରଣ |
1. ਹਲ ਵਾਹੁਣਾ 2. ਕਤਾਈ,1. ହଳ ହଳ କରିବା 2. ଘୂର୍ଣ୍ଣନ |
ਛੂਟ,ରିହାତି
ਕੀਟਾਣੂਨਾਸ਼ਕ,ନିରାକରଣ
1. ਫੈਲਾਅ 2. ਖਿੰਡਾਉਣਾ,1. ବିଚ୍ଛେଦ 2. ବିଛାଇବା |
1. ਖਿੰਡਾਉਣਾ 2. ਪਰਿਵਰਤਨ,1. ବିଛାଇବା 2. ଭିନ୍ନତା |
ਵਿਭਿੰਨਤਾ,ବିବିଧକରଣ
ਵਿਭਿੰਨ ਖੇਤੀਬਾੜੀ,ବିବିଧ କୃଷି |
ਡੀਐਨਏ ਕਦਮ,dna step
ਡੀ.ਐਨ.ਏ ਪ੍ਰਾਪਤਕਰਤਾ,DNA | ରସିଦ
ਡੌਕ ਕਿਰਾਏ &#39;ਤੇ,ଡକ୍ ନିଯୁକ୍ତି |
ਅਸਰਦਾਰ,ପ୍ରଭାବଶାଳୀ |
ਸੁਸਤਤਾ,ଶୋଇବା
1. ਮਾਤਰਾ 2. ਖੁਰਾਕ 3. ਖੁਰਾਕ,1. ପରିମାଣ 2. ଡୋଜ୍ 3. ଡୋଜ
ਡਬਲ ਸਿਗਮੋਇਡ ਕਰਵ,ଡବଲ୍ ସିଗମଏଡ୍ ବକ୍ର
1. ਝੱਖੜ 2. ਖਿੱਚੋ,1. ଗସ୍ତ 2. ବିସ୍ତାର
1. ਐਗਜ਼ੌਸਟ ਡਰੇਨ 2. ਗੰਦਾ ਪਾਣੀ,1. ନିଷ୍କାସନ ଡ୍ରେନ୍ 2. ପ୍ରବାହିତ
ਡਰੇਨੇਜ,ଜଳ ନିଷ୍କାସନ
ਖਿੱਚ,ଟ୍ରାକ୍ସନ୍
1. ਦਵਾਈ ਦਿਓ 2. ਭਿੱਜੋ,1. medicine ଷଧ ଦିଅ
ਕਾਸਮੈਟਿਕਸ (ਬੀਜ),ପ୍ରସାଧନ ସାମଗ୍ରୀ (ମଞ୍ଜି)
1. auger 2. ਘੱਟ ਨੁਕਸ 3. ਡ੍ਰਿਲ 4. auger,1. ଆଗର୍ 2. ଅସ୍ଥାୟୀ ଦୋଷ 3. ଡ୍ରିଲ୍ 4. ଆଗର୍ |
1. ਮੋਰੀ 2. ਡ੍ਰਿਲ 3. ਡ੍ਰਿਲ,1. ଛିଦ୍ର 2. ଡ୍ରିଲ୍ 3. ଡ୍ରିଲ୍ |
1. ਡ੍ਰਿਲਿੰਗ 2. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਬਿਜਾਈ 3. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਡੋਲ੍ਹਣਾ,1. ଡ୍ରିଲିଂ 2. ଡ୍ରିଲ ସହିତ ବୁଣିବା 3. ଡ୍ରିଲ ସହିତ ing ାଳିବା |
ਤੁਪਕਾ ਸਿੰਚਾਈ,ଡ୍ରପ୍ ଜଳସେଚନ
ਸੁੱਕੀ ਖੇਤੀ,ଶୁଖିଲା ଚାଷ
1.ਧੂੜ 2.ਬੁਕਨੀ,1. ଧୂଳି 2. ବୁକନି |
1. ਡਸਟਰ 2. ਸਕੈਟਰਰ,1. ଧୂଳି 2. ଛିନ୍ନଛତ୍ରକାରୀ |
ਛਿੜਕਣ ਲਈ,ଛିଞ୍ଚିବା ପାଇଁ |
1. ਬੌਣਾ 2. ਵਾਮਨ,1. ବଧୂ 2. ଭାମନା |
ਵਾਮਨ ਪਿਰਾਮਿਡ,ଭାମନା ପିରାମିଡ୍ |
ਵਾਮਿਨੀ ਭਵਨ,ଭାମିନୀ ଭବନ
ਵਾਤਾਵਰਣ,ପରିବେଶ
ਅਰਥ ਗਣਿਤ,ଅର୍ଥନୀତି
ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ,ଅର୍ଥନ efficiency ତିକ ଦକ୍ଷତା |
ਸਥਿਤੀ ਦੀ ਕਿਸਮ,ପରିସ୍ଥିତି ପ୍ରକାର |
ਵਾਧੂ ਪੱਧਰੀ,ଅତିରିକ୍ତ ସ୍ତରୀୟ |
ਨਰਮ,ନରମ
ਮਿੱਟੀ ਵਿਗਿਆਨ,ମୃତ୍ତିକା ବିଜ୍ଞାନ |
1. ਬ੍ਰਿਜਿੰਗ 2. ਕਿਨਾਰਾ 3. ਸਟ੍ਰੈਂਡ ਕਲੋਜ਼ਰ,1. ବ୍ରିଜ୍ 2. ଏଡିଙ୍ଗ୍ 3. ଷ୍ଟ୍ରାଣ୍ଡ୍ ବନ୍ଦ |
ਭੋਜਨ ਦਾ ਹਿੱਸਾ,ଖାଦ୍ୟ ଅଂଶ
ਮੰਗ ਦੀ ਲਚਕਤਾ,ଚାହିଦା
ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ,ଉତ୍ପାଦନ ଇଲାସ୍ଟିସିଟି |
ਇਲੈਕਟ੍ਰੋਲਾਈਸਿਸ,ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍
ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ,ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |
ਵਾਸ਼ਪੀਕਰਨ,ବାଷ୍ପୀକରଣ
1. ਡੀਕੈਪੀਟੇਟਰ 2. ਨਸਬੰਦੀ 3. ਡੀਕੈਪੀਟੇਟਰ 4. ਨਸਬੰਦੀ,1. ଡିକାପିଟେଟର୍ 2. ଷ୍ଟେରିଲାଇଜର୍ 3. ଡେକାପିଟେଟର୍ 4. ଷ୍ଟେରିଲାଇଜର |
1. ਵੀਰ ਬੰਦੀ 2. ਤੂੜੀ,1. ୱେର୍ ବାଣ୍ଡି 2. ଷ୍ଟ୍ରବାବାଣ୍ଡି |
ਭਰੂਣ,ଭ୍ରୁଣ
1. ਭਰੂਣ ਵਿਗਿਆਨ 2. ਭੌਤਿਕ ਵਿਗਿਆਨ,1. ଭ୍ରୁଣ ବିଜ୍ଞାନ 2. ପଦାର୍ଥ ବିଜ୍ଞାନ |
1. ਨਿਕਾਸ 2. ਨਿਕਾਸ,1. ପ୍ରସ୍ଥାନ 2. ପ୍ରସ୍ଥାନ
emulsifier,ଏମୁଲେସିଫାୟର୍ |
ਅੰਤਰਜਾਤੀ,ଏଣ୍ଡୋଜେନସ୍ |
ਅੰਤਰ-ਪੁਆਇੰਟ ਡਿਵੀਜ਼ਨ,ଆନ୍ତ a- ବିନ୍ଦୁ ବିଭାଜନ |
ਅੰਤਰ-ਪਰਜੀਵੀ,ଆନ୍ତ a- ପରଜୀବୀ |
ਐਂਡੋਸਪਰਮ,ଏଣ୍ଡୋସ୍ପର୍ମ |
ਉੱਦਮ,ଉଦ୍ୟୋଗ
ਕੀਟ ਵਿਗਿਆਨ,ଏଣ୍ଟୋମୋଲୋଜି |
ਵਾਤਾਵਰਣ,ପରିବେଶ
1. ਐਨਜ਼ਾਈਮ 2. ਐਨਜ਼ਾਈਮ,1. ଏନଜାଇମ୍ 2. ଏନଜାଇମ୍ |
ਕਲੱਸਟਰ ਗ੍ਰਾਫਟਿੰਗ,କ୍ଲଷ୍ଟର ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |
