Assamese,Marathi
ফ্ৰী চাৰ্চ,मोफत चर्च
ফ্ৰীহোল্ডাৰ,फ्रीहोल्डर
ফ্ৰীলান্স সৈনিক,फ्रीलान्स सैनिक
ফ্ৰীলান্স সৈনিক,फ्रीलान्स सैनिक
ফ্ৰীমেন,फ्रीमॅन
ফ্ৰীমেন,फ्रीमॅन
ফ্ৰীপাছ,मोफत पास
ফৰাচী বিপ্লৱ,फ्रेंच क्रांती
ফ্ৰাইয়াৰ,तपस्वी
ফ্ৰিয়াছিয়ান ভাড়াতীয়া,फ्रियाशियन भाडोत्री
সীমান্ত&#39;এ মানুহ,सीमावर्ती माणूस
গেলিয়ন,गॅलिओन
গ্যালিকান (=গ্যালিকানিষ্ট),गॅलिकन (=गॅलिकनिस्ट)
গ্যালিকানিজম,गॅलिकनिझम
গেৰিছন,गॅरिसन
গল,गॉल
গাউণ্টলেট,गॉन्टलेट
গাউণ্টলেট,गॉन्टलेट
গেজেবো,गॅझेबो
গেজেবো,गॅझेबो
গেজেবো,गॅझेबो
বংশাৱলীৰ ইতিহাস,वंशावळीचा इतिहास
বংশাৱলীৰ ৰেকৰ্ড,वंशावळी रेकॉर्ड
বংশাৱলীৰ তালিকা,वंशावळी सारणी
বংশাৱলীৰ গছ,वंशावळीचे झाड
বংশাৱলী,वंशावळी
বংশাৱলী,वंशावळी
প্ৰজন্ম,पिढी
গণহত্যা,नरसंहार
অনা-ইহুদী,परराष्ट्रीय
অনা-ইহুদী,परराष्ट्रीय
অনা-ইহুদী,परराष्ट्रीय
অনা-ইহুদী,परराष्ट्रीय
গেট্টো,वस्ती
গেট্টো,वस्ती
গিবেট,गिबेट
গিল্ড (=গিল্ড),गिल्ड (=गिल्ड)
গ্লেডিয়েটাৰ,ग्लॅडिएटर
গৌৰৱময় বিপ্লৱ,गौरवशाली क्रांती
গোল্ডেন হৰ্ড,गोल्डन हॉर्डे
গ্ৰেণ্ড এলায়েন্স,महाआघाडी
গ্ৰেণ্ডী,ग्रँडी
গ্ৰেণ্ড চাইন&#39;ৰ,ग्रँड सिग्नर
গ্ৰেণ্ড চাইন&#39;ৰ,ग्रँड सिग्नर
মহান গৃহযুদ্ধ,महान गृहयुद्ध
মহান প্ৰস্থান (বুদ্ধৰ),महान प्रस्थान (बुद्धाचे)
বৃহত্তৰ ভাৰত,ग्रेटर इंडिया
গ্ৰেট হেলাছ,ग्रेट हेलास
গ্ৰেট হৰ্ড,ग्रेट होर्डे
মহান পৰিত্যাগ (=মহান প্ৰস্থান),महान त्याग (=महान प्रस्थान)
গ্ৰেট ছিল,ग्रेट सील
গ্ৰেট ট্ৰেক,ग्रेट ट्रॅक
গ্ৰেট ভেহিকেল,उत्तम वाहन
চীনৰ গ্ৰেট ৱাল,चीनची महान भिंत
গ্ৰেভ,ग्रीव्ह
গাৰ্ড-চেম্বাৰ,गार्ड-चेंबर
গাৰ্ড-চেম্বাৰ,गार्ड-चेंबर
গাৰ্ড-চেম্বাৰ,गार्ड-चेंबर
গুপ্তাছ,गुप्ता
হেজিঅ’গ্ৰাফী,हॅगिओग्राफी
হেজিঅ’গ্ৰাফী,हॅगिओग्राफी
হেজিঅ’লজি,हॅगिओलॉजी
হেজিঅ’লজি,हॅगिओलॉजी
ব্যক্তিগত দৰ্শকৰ হল,खाजगी प्रेक्षकांचा हॉल
ৰাজহুৱা দৰ্শকৰ হল,सार्वजनिक प्रेक्षकांचा हॉल
হেচমেণ্ট,हॅचमेंट
হেথেন,हिथन
হেথেন,हिथन
হেথেনিজম,हिथिनिझम
হেগিৰা (হেজেৰা),हेगिरा (हेजेरा)
হেলেনিজম,हेलेनिझम
হেলট,हेलोट
হেৰাল্ড্ৰি,हेरलड्री
ঐতিহ্য,वारसा
হাইৰ’গ্লিফিক ৰৈখিক আখৰ,चित्रलिपी रेखीय वर्ण
হাইৰ&#39;গ্লিফিক লিপি,चित्रलिपी लिपी
হাই চাৰ্চ,उच्च चर्च
হাই লেণ্ডাৰ,उंच लँडर
হিন্দু ধৰ্ম,हिंदू धर्म
ইতিহাসবিদ,इतिहासकार
ইতিহাসবিদ,इतिहासकार
ঐতিহাসিক বস্তুবাদ,ऐतिहासिक भौतिकवाद
ঐতিহাসিক যুগ,ऐतिहासिक युग
ঐতিহাসিক সীমান্ত,ऐतिहासिक सीमा
ইতিহাসবিদ,इतिहासकार
ইতিহাসবিদ,इतिहासकार
ইতিহাস লেখা,इतिहासलेखन
ইতিহাস লেখা,इतिहासलेखन
ইতিহাস,इतिहास
হিট্টী সাম্ৰাজ্য,हिटाइट साम्राज्य
পবিত্ৰ মিত্ৰতা,पवित्र युती
পবিত্ৰ নগৰ,पवित्र शहर
পবিত্ৰ নগৰ,पवित्र शहर
পবিত্ৰ ভূমি,पवित्र भूमी
পবিত্ৰ ভূমি,पवित्र भूमी
হলি লীগ,होली लीग
হলি লীগ,होली लीग
পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire),पवित्र रोमन साम्राज्य (=द एम्पायर)
পবিত্ৰ সাগৰ,पवित्र समुद्र
পবিত্ৰ সাগৰ,पवित्र समुद्र
পবিত্ৰ যুদ্ধ,पवित्र युद्ध
পবিত্ৰ যুদ্ধ,पवित्र युद्ध
গৃহ চৰকাৰ,गृह सरकार
হোম গাৰ্ড,होमगार्ड
গৃহভূমি,जन्मभुमी
গৃহ শাসন,घरचा नियम
হোম ৰুল,होम रूल
হৰ্ড,होर्डे
হৰ্ড,होर्डे
শত্ৰুতাপূৰ্ণ দেশ,शत्रु देश
শত্ৰুতাপূৰ্ণ ভূমি,प्रतिकूल जमीन
hot pursuit,गरम पाठलाग
ঘৰ,घर
ঘৰ,घर
হাউচ অৱ কমনছ,हाऊस ऑफ कॉमन्स
হাউচ অৱ লৰ্ডছ,हाऊस ऑफ लॉर्ड्स
প্ৰতিনিধি সদন,प्रतिनिधीगृह
হুগুয়েনট,Huguenots
মানৱতাবাদ,मानवतावाद
মানৱতাবাদী,मानवतावादी
শত Yesrs&#39; যুদ্ধ,शंभर येसर्स युद्ध
হাংকাৰ,हुंकार
ইবাদাত খানা (পূজাৰ ঘৰ),इबादत खाना (पूजागृह)
আইকনক্লাষ্ট,आयकॉनोक्लास्ट
মূৰ্তিপূজক,मूर्तिपूजक
ইলাহি যুগ,इलाही युग
অবৈধ যুদ্ধ,बेकायदेशीर युद्ध
আলোকিত পাণ্ডুলিপি,प्रकाशित हस्तलिखित
সচিত্ৰ পাণ্ডুলিপি,सचित्र हस्तलिखित
সচিত্ৰ পাণ্ডুলিপি,सचित्र हस्तलिखित
ইমাম (ইমাউম),इमाम (इम्माम)
ইমামত,इमामते
ইমামত,इमामते
ইমাম্বৰা,इमामबारा
ইম্পেৰিয়েল,शाही
ইম্পেৰিয়েল চিটি,शाही शहर
সাম্ৰাজ্যবাদ,साम्राज्यवाद
ইম্পেৰিয়েল পছন্দ,शाही प्राधान्य
নীতিহীনতা,बेधडकपणा
ভণ্ড,ढोंगी
কাৰাবাস,तुरुंगवास
কাৰাবাস,तुरुंगवास
আক্ৰমণ,घुसखोरी
আক্ৰমণকাৰী,घुसखोर
স্বাধীনতা,स्वातंत्र्य
স্বাধীনতা দিৱস,स्वातंत्र्यदिन
স্বাধীনতা প্ৰেক্ষাগৃহ,इंडिपेंडन्स हॉल
ভাৰতীয় আমেৰিকান (=ৰেড ইণ্ডিয়ান=আমেৰিকান ইণ্ডিয়ান),भारतीय अमेरिकन (=रेड इंडियन=अमेरिकन भारतीय)
ইণ্ডিয়ান হোম ৰুল লীগ,इंडियन होम रूल लीग
ঔদ্যোগিক বিপ্লৱ,औद्योगिक क्रांती
কাফিৰ,काफिर
কাফিৰ,काफिर
অনুপ্ৰৱেশ,घुसखोरी
অনুপ্ৰৱেশকাৰী,घुसखोर
তথ্যদাতা,माहिती देणारा
তথ্যদাতা,माहिती देणारा
তথ্যদাতা,माहिती देणारा
তথ্যদাতা,माहिती देणारा
প্ৰৱেশ,प्रवेश
প্ৰৱেশ,प्रवेश
প্ৰৱেশ,प्रवेश
বাসস্থান,वस्ती
বাসিন্দা,रहिवासी
উত্তৰাধিকাৰ,वारसा
উত্তৰাধিকাৰ,वारसा
উত্তৰাধিকাৰ,वारसा
শিলালিপি,शिलालेख
চিহ্ন,बोधचिन्ह
যোগদানৰ যন্ত্ৰ,प्रवेशाचे साधन
চৰকাৰৰ আহিলা,शासनाचे साधन
বিদ্ৰোহ (বিদ্ৰোহ),बंड (बंड)
বিদ্ৰোহী,बंडखोर
বিদ্ৰোহ,बंड
বিদ্ৰোহ,बंड
সংহতি,एकत्रीकरण
ৰেকৰ্ডৰ অখণ্ডতা,रेकॉर्डची अखंडता
ৰাজ্যসমূহৰ অখণ্ডতা,राज्यांची अखंडता
বুদ্ধিমান (Intelligentzia),बुद्धिमत्ता (बुद्धिमान)
মধ্যস্থতা,मध्यस्थी
মধ্যস্থতাকাৰী,मध्यस्थी करणारा
মধ্যস্থতাকাৰী,मध्यस्थ
আন্তৰ্জাতিকতাবাদ,आंतरराष्ट्रीयवाद
আন্তৰ্জাতিকতাবাদ,आंतरराष्ट्रीयवाद
আন্তৰ্জাতিকতাবাদী,आंतरराष्ट्रीयवादी
আন্তঃসংযোগী যুদ্ধ,परस्पर युद्ध
ইণ্টাৰনী,इंटर्नी
ইণ্টাৰনী,इंटर्नी
ইণ্টাৰনী শিবিৰ,इंटर्नी कॅम्प
আৱদ্ধ কৰি ৰখা,नजरबंदी
আৱদ্ধ কৰি ৰখা,नजरबंदी
আৱদ্ধ কৰি ৰখা,नजरबंदी
Internuncio,Internuncio
ব্যাখ্যাকৰোতা,दुभाषी
ব্যাখ্যাকৰোতা,दुभाषी
ব্যাখ্যাকৰোতা,दुभाषी
হস্তক্ষেপ,हस्तक्षेप
ইনটেষ্টেচি,Intestacy
ইনটেষ্টেট,Intestate
কুটিলতা,कारस्थान
অনুপ্ৰৱেশকাৰী,घुसखोर
অনুপ্ৰৱেশকাৰী,घुसखोर
অনুপ্ৰৱেশ,घुसखोरी
আক্ৰমণ,आक्रमण
আক্ৰমণ,आक्रमण
বিনিয়োগ কৰা,गुंतवणूक करा
বিনিয়োগ কৰা,गुंतवणूक करा
বিনিয়োগ কৰা,गुंतवणूक करा
বিনিয়োগ কৰা,गुंतवणूक करा
বিনিয়োগ,गुंतवणूक
বিনিয়োগ,गुंतवणूक
বিনিয়োগ,गुंतवणूक
বিনিয়োগ অনুষ্ঠান,गुंतवणूक समारंभ
জাতীয়তাৰ সৈতে বিনিয়োগ কৰক,राष्ट्रीयत्वासह गुंतवणूक करा
অজেয় আৰ্মাডা,अजिंक्य आरमार
অলংঘনীয়তা (ৰাষ্ট্ৰৰ),उल्लंघन (राज्याचे)
অলংঘিত অৱস্থা,उल्लंघन स्थिती
অক্ষম দুৰ্গ,अभेद्य किल्ला
লোৰ যুগ,लोह वय
লোহাৰ পৰ্দা,लोखंडी पडदा
লোহাৰ ৰক্ষক,लोखंडी रक्षक
লোহাৰ ৰেচন,लोखंडी शिधा
লোহাৰ কাষ,लोखंडी बाजू
লোহাৰ টিপযুক্ত কাঁড়,लोखंडी टिपलेला बाण
ইষ্টমিয়ান খেল,इस्थमियन खेळ
জেনিছাৰী,जॅनिसरी
জেনিটৰ,रखवालदार
জেনিটৰ,रखवालदार
জেভেলিন,भाला
জিম ক&#39;ৰ&#39; ল&#39;ছ,जिम क्रो कायदे
জিংগো,जिंगो
জিংগো,जिंगो
জিংগো,जिंगो
জিংগোবাদ,जिंगोइझम
যৌথ ব্যৱস্থা,संयुक्त कारवाई
যৌথ নিয়ন্ত্ৰণ,संयुक्त नियंत्रण
যৌথ দখল,संयुक्त वहिवाट
জুৰী,ज्युरी
মাত্ৰ কাৰণ,फक्त कारण
ৰাখক,ठेवा
আৰ্কাইভৰ ৰক্ষক,अभिलेखागाराचा रक्षक
কেটলি-ড্ৰাম,केटल-ड्रम
মূল শব্দ,मुख्य शब्द
ৰজা,राजा
ৰাজ্য,राज्य
কিংলেট,किंगलेट
ৰজা নিৰ্মাতা,किंग मेकर
ৰজাৰ পদ,राजेशाही
ৰজাৰ পদ,राजेशाही
পাকঘৰৰ কেবিনেট,किचन कॅबिनेट
ৰজা,नाइट
ৰজাৰত্ব,राजत्व
Kinghts হস্পিতালৰ লোক,Kinghts हॉस्पिटलर्स
নাইটছ অৱ চেণ্ট জন,सेंट जॉनचे शूरवीर
নাইট টেম্পলাৰ,नाइट टेम्पलर
কু ক্লাক্স ক্লান (KKK),कु क्लक्स क्लान (KKK)
কুমিনতাং,कुमिंतंग
লেইটি,सामान्य
লেন্স,लान्स
লেন্সাৰ,लान्सर
পিছলৈ গুপ্তাছ,नंतर गुप्ता
বৈধ উত্তৰাধিকাৰী,कायदेशीर वारस
আইন-শৃংখলাহীনতা (=বিকাৰ),अराजकता (=विकार)
আইন-শৃংখলাহীনতা (=বিকাৰ),अराजकता (=विकार)
আইন প্ৰভুসকল,कायद्याचे प्रभू
ধৰ্মপৰায়ণতাৰ নিয়ম,धार्मिकतेचा कायदा
লীগ অৱ নেচনছ,लीग ऑफ नेशन्स
লিগেচি (=উইল),वारसा (= मृत्युपत्र)
লিগেচি (=উইল),वारसा (= मृत्युपत्र)
আইনী উত্তৰাধিকাৰী,कायदेशीर वारस
লেগেট,लेगेट
লেগেট,लेगेट
লেগেট,लेगेट
কিংবদন্তী,दंतकथा
কিংবদন্তী,दंतकथा
লিজিয়ন,फौज
লিজিয়ন,फौज
লিজিয়ন অৱ অনাৰ,लीजन ऑफ ऑनर
লেচে মহিমা (=lese majeste),Lese majeste (=lese majeste)
ক্ষুদ্ৰ ৰাজ্য,कमी राज्ये
বিশ্বাসযোগ্যতাৰ পত্ৰ,विश्वासपत्रे
লিয়েজ-লৰ্ড,लीज-स्वामी
লিয়েজ মানুহ,लीग माणूस
লিয়েজ মানুহ,लीग माणूस
আজীৱন কাৰাদণ্ড,जन्मठेप
বংশ,वंश
লিটিল ইংলেণ্ডৰ,लिटल इंग्‍लंडर
লিটল ভেহিকেল (=ক্ষুদ্ৰ বাহন),लहान वाहन (= कमी वाहन)
উপকূলীয় অৱস্থা,किनारी राज्य
লিটাৰ্জী,धार्मिक विधी
লিটাৰ্জী,पूजाविधी
স্থানীয় আনুগত্য,स्थानिक निष्ठा
স্থানীয়-আত্ম চৰকাৰ,स्थानिक स्वराज्य संस्था
দীঘলীয়া সংসদ,लांब संसद
নিম্ন দেশ,कमी देश
অনুগত,निष्ठावंत
আনুগত্য,निष्ठा
মেকিয়াভেলিয়ান নীতি,मॅकियाव्हेलियन धोरण
মেগনা কাৰ্টা,मॅग्ना कार्टा
মেগনাম কনচিলিয়াম,मॅग्नम कॉन्सिलियम
মালুম প্ৰহিবিটাম,मलम निषेध
মাণ্ডামছ,मंदामस
আদেশ,आज्ञापत्र
"আদেশ, ক্লাছ &#39;ক&#39;।","आदेश, वर्ग &#39;अ&#39;"
"আদেশ, ক্লাছ &#39;খ&#39;।","आदेश, वर्ग &#39;ब&#39;"
"আদেশ, শ্ৰেণী &#39;গ&#39;।","आदेश, वर्ग &#39;क&#39;"
আদেশ ব্যৱস্থা,आदेश प्रणाली
বাধ্যতামূলক ৰাজ্য,अनिवार्य राज्य
মেংগোনেল,मँगोनेल
ইস্তাহাৰ,जाहीरनामा
কৌশল,युक्ती
যুদ্ধৰ মানুহ,मॅन ऑफ वॉर
মেন&#39;ৰ,मनोर
মেন&#39;ৰ,मनोर
মানুহ-শক্তি,मनुष्य-शक्ती
মানুহ-শক্তি,मनुष्य-शक्ती
মানুমিচন,मॅन्युमिशन
মনুমিত,मनुमित
পাণ্ডুলিপি,हस्तलिखित
পাণ্ডুলিপি,हस्तलिखित
পাণ্ডুলিপি,हस्तलिखित
মাৰাউডাৰ,लुटारू
সামুদ্ৰিক বেল্ট,सागरी पट्टा
সামুদ্ৰিক সভ্যতা,सागरी सभ्यता
সামুদ্ৰিক পতাকা,सागरी ध्वज
সামুদ্ৰিক শক্তিসমূহ,सागरी शक्ती
সামুদ্ৰিক সাৰ্বভৌমত্ব,सागरी सार्वभौमत्व
সামুদ্ৰিক যুদ্ধ,सागरी युद्ध
মাৰ্কিছ,मार्क्विस
মাৰ্কিজেট,Marquisate
সামৰিক আইন,मार्शल लॉ
যুদ্ধ দৌৰ,मार्शल रेस
শ্বহীদ,हुतात्मा
হত্যাকাণ্ড,नरसंहार
কৌশলৰ ভৰ,युक्तीचा वस्तुमान
মাষ্টাৰ-এট-আৰ্মছ,मास्टर-एट-आर्म्स
অনুষ্ঠানৰ মাষ্টাৰ,समारंभांचा गुरु
মাষ্টাৰ অৱ হাউচহ’ল্ড,गृहस्थ
ঘোঁৰাৰ মাষ্টাৰ,घोड्याचा मास्टर
মাষ্টাৰ অৱ দ্য ৰোলছ,मास्टर ऑफ द रोल्स
মিল থকা,जुळवा
মিল থকা,जुळवा
মেচলক,मॅचलॉक
বৈবাহিক মিত্ৰতা,वैवाहिक युती
ভূমধ্যসাগৰীয় শক্তিসমূহ,भूमध्य शक्ती
মেনশ্বেভিক,मेन्शेविक
ভাড়াতীয়া সেনাবাহিনী,भाडोत्री सैन्य
ভাড়াতীয়া সৈনিক,भाडोत्री सैनिक
ব্যৱসায়ী,व्यापारी
মধ্যযুগ,मध्यम वयोगटातील
মৈদ্ধ পূৰ্ব,मध्य पूर्व
মধ্যম অংশ,मधला रस्ता
মধ্যম পথ,मधला मार्ग
মধ্যম পথ (=মধ্যম পথ),मध्यम मार्ग (=मध्यम मार्ग)
প্ৰব্ৰজনকাৰী,स्थलांतरित
প্ৰব্ৰজন,स्थलांतर
প্ৰব্ৰজন,स्थलांतर
প্ৰব্ৰজন,स्थलांतर
সামৰিকতাবাদ,सैन्यवाद
সামৰিকতাবাদ,सैन्यवाद
সামৰিকতাবাদ,सैन्यवाद
সামৰিকতাবাদ,सैन्यवाद
সামৰিকবাদী,सैन्यवादी
সামৰিকবাদী,सैन्यवादी
সামৰিককৰণ,सैन्यीकरण
সামৰিককৰণ,सैन्यीकरण
সামৰিককৰণ,सैन्यीकरण
সামৰিক কৌশলবিদ (=কৌশলবিদ),लष्करी रणनीतीकार (=रणनीती)
সামৰিক কৌশলবিদ (=কৌশলবিদ),लष्करी रणनीतीकार (=रणनीती)
সামৰিক কৌশল (=কৌশল),लष्करी डावपेच (=रणनीती)
মিলিচীয়া,मिलिशिया
মিলিচীয়া,मिलिशिया
অপশাসন,कुशासन
লিংক হেৰাই গৈছে,गहाळ लिंक
উদ্দেশ্য,मिशन
উদ্দেশ্য,मिशन
উদ্দেশ্য,मिशन
মিশ্ৰ জাতিৰ,मिश्र शर्यत
আধুনিক ইতিহাস,आधुनिक इतिहास
মডাছ ভিভেণ্ডি,मोडस विवेंडी
মনাচিজম,एकतावाद
মনাৰ্ক,सम्राट
মনাৰ্ক,सम्राट
ৰাজতন্ত্ৰবাদ,राजेशाही
ৰাজতন্ত্ৰবাদ,राजेशाही
ৰাজতন্ত্ৰবাদী,राजसत्तावादी
ৰাজতন্ত্ৰ,राजेशाही
মঠ,मठ
মঠ,मठ
মঠ,मठ
মঠ-মন্দিৰ,संन्यासी
মঠ-মন্দিৰ,संन्यासी
সন্ন্যাসী,संन्यासी
মাতৃ দেশ,मातृ देश
মাতৃভূমি,मातृभूमी
সংসদৰ মাতৃ,संसदेची जननी
মাকৰেকাৰছ,मुक्रकर्स
মামী,मम्मी
সংগ্ৰাহালয়,संग्रहालय
মাস্কেট,मस्केट
মাস্কেটিয়াৰ,मस्केटियर
মাস্কেট্ৰি,कस्तुरी
মাস্কেট্ৰি,कस्तुरी
মাষ্টাৰ মাষ্টাৰ,मस्टर मास्टर
মাষ্টাৰ-ৰোল,मस्टर-रोल
মাষ্টাৰ-ৰোল,मस्टर-रोल
বিদ্ৰোহ,विद्रोह
বিদ্ৰোহ আইন,विद्रोह कायदा
ৰহস্য জাহাজ,गूढ जहाज
বৰ্ণনা,आख्यान
জাতি,राष्ट्र
স্থানীয়,मुळ
থলুৱা ৰাজ্য,मूळ राज्य
প্ৰকৃতিবাদ,निसर्गवाद
প্ৰাকৃতিক অধিকাৰ,नैसर्गिक हक्क
নাজী,नाझी
নাজী বিপ্লৱ,नाझी क्रांती
নাজীবাদ,नाझीवाद
পূবৰ ওচৰত,पूर्वे जवळ
নিগ্ৰো,निग्रो
নেগ্ৰ&#39;ফিল,निग्रोफिल
নিগ্ৰোফিলিজম,निग्रोफिलिझम
নিগ্ৰোফ’বিয়া,नेग्रोफोबिया
নিৰপেক্ষ,तटस्थ
নিৰপেক্ষ দেশ,तटस्थ देश
নিউ ডিল,नवीन करार
নতুন পৃথিৱী,नवीन जग
আভিজাত্য,कुलीनता
নোবেল,नोबल
নোবেল,नोबल
যাযাবৰী,भटक्या
যাযাবৰী গোট,भटक्यांचा जमाव
যাযাবৰীতা,भटक्या
অ-আগ্ৰাসন চুক্তি,गैर-आक्रमकता करार
অ-আগ্ৰাসন চুক্তি,गैर-आक्रमकता करार
অযুদ্ধপ্ৰায় অৱস্থা,युद्धविरहित राज्य
অসহযোগিতা,असहकार
অসহযোগ আন্দোলন,असहकार चळवळ
আগফালৰ অংশ,उलट
আগফালৰ অংশ,उलट
অক্ল&#39;ক্ৰেচি (=মব&#39;ক্ৰেচি),ऑक्लोक्रसी (=मोबोक्रसी)
অক্লক্ৰেট,ऑक्लोक्रॅट
চৰকাৰী নথি,अधिकृत दस्तऐवज
পুৰণি পৃথিৱী,जुने जग
অলিগাৰ্চি,कुलीन वर्ग
আক্ৰমণ,हल्ला
মুকলি আলোচনা,ओपन वाटाघाटी
মুকলি প্ৰশ্ন,खुला प्रश्न
ৰেকৰ্ডসমূহ খোলা,रेकॉर्ड उघडा
অৰিয়েণ্ট,ओरिएंट
প্ৰাচ্যবাদ,प्राच्यविद्या
প্ৰাচ্যবাদ,प्राच्यविद्या
প্ৰাচ্যবিদ,ओरिएंटलिस्ट
মূলত,मूळ
মূলত,मूळ
অৰ্থগ্ৰাফী,ऑर्थोग्राफी
শত্ৰুতাৰ প্ৰাদুৰ্ভাৱ,शत्रुत्वाचा उद्रेक
আউট-পোষ্ট,आउट-पोस्ट
অভাৰ-লৰ্ড,अतिप्रभु
অভাৰ-ৰাইড,ओव्हर-राईड
অভাৰ-ৰাইড,ओव्हर-राईड
পৌত্তলিক,मूर्तिपूजक
পৌত্তলিক,मूर्तिपूजक
পৌত্তলিকতাবাদ,मूर्तिपूजक
পৌত্তলিকতাবাদ,मूर्तिपूजक
পেগোডা,पॅगोडा
পেগোডা,पॅगोडा
পেগোডা,पॅगोडा
প্ৰাসাদৰ কুটিলতা,राजवाड्याचे कारस्थान
পেলেটিনেট,पॅलेटिनेट
কল-পাত,ताडपत्री
পাম দেওবাৰ,पाम रविवार
পেনেগিৰিষ্ট,Panegyrist
ত্ৰাস,घबराट
ত্ৰাস,घबराट
আতংক-মংগাৰ,घाबरणारा
পোপৰ পদ,पोपपद
পোপৰ পদ,पोपपद
পোপৰ পদ,पोपपद
পোপৰ পদ,पोपपद
পোপৰ ম&#39;হ,पोपचा बैल
পোপবাদ,पोपवाद
পোপবাদ,पोपवाद
পোপবাদী,पोपवादी
পোপৰ ৰাজ্য,पोप राज्य
পেপিজম (=পেপিষ্ট্ৰি),पापवाद (=पॅपिस्ट्री)
পেপিষ্ট,पापिस्ट
পেপিৰাছ,पॅपिरस
দৃষ্টান্ত,बोधकथा
পেৰামাউণ্ট,परम
Paramountcy (=পৰম শক্তি),सर्वोच्चता (=सर्वोच्च शक्ती)
পেৰামাউণ্ট লেডী,सर्वोत्कृष्ट महिला
পৰম প্ৰভু,परम स्वामी
পাৰ্চমেণ্ট,चर्मपत्र
পাৰ্চমেণ্ট,चर्मपत्र
পাৰ্চমেণ্ট,चर्मपत्र
ক্ষমা কৰিব,क्षमा करा
পাৰ্লিছ,पारले
পাৰ্লিছ,पारले
সংসদ (=সংসদ),संसद (=संसद)
সংসদ,संसद
সংসদ,संसद
সংসদ,संसद
সংসদ আইন,संसद कायदा
সংসদ সদস্য,संसदपटू
সংসদ সদস্য,संसदपटू
সংসদীয় এজেণ্ট,संसदीय प्रतिनिधी
পাৰ্নেলিজম,पारनेलिझम
পেৰ’ল,पॅरोल
পেৰ’ল,पॅरोल
পেৰিচাইড,पॅरिसाइड
পেৰিচাইড,पॅरिसाइड
পাৰ্টিছান,पक्षपाती
পাৰ্টিছান,पक्षपाती
পাৰ্টিছান,पक्षपाती
উত্তীৰ্ণ,पास
পাছ ৱৰ্ড (=watch word),पास शब्द (=वॉच शब्द)
পেট্ৰিয়াৰ্ক,कुलपिता
পিতৃপুৰুষসকল,कुलपिता
পেট্ৰিচিয়ান,पॅट्रिशियन
পৈতৃকত্ব,घराणेशाही
পেক্স ব্ৰিটানিকা,पॅक्स ब्रिटानिका
পেক্স ৰোমানা,पॅक्स रोमाना
বংশবৃক্ষ,वंशावळ
বংশবৃক্ষ,वंशावळ
বংশবৃক্ষ ব্যক্তি,वंशानुगत व्यक्ती
সহকৰ্মী,समवयस्क
সহকৰ্মী,समवयस्क
পিৰেজ,पिरेज
পিৰেজ,पिरेज
পিৰেজ,पिरेज
আয়াৰলেণ্ডৰ সমনীয়া,आयर्लंडचे समवयस्क
স্কটলেণ্ডৰ সমনীয়া,स्कॉटलंडचे समवयस्क
উপদ্বীপীয় অভিযান,द्वीपकल्प मोहीम
উপদ্বীপীয় যুদ্ধ,द्वीपकल्पीय युद्ध
পেনেণ্ট,पेनंट
জনসাধাৰণৰ চনদ (=ৰাষ্ট্ৰীয় চনদ),लोकांची सनद (=राष्ट्रीय सनद)
জনমূখ (=জনপ্ৰিয় ফ্ৰণ্ট),लोकांचा मोर्चा (=लोकप्रिय आघाडी)
পাৰ্ফিডি,लबाडी
সময়কাল,कालावधी
সময়কাল,कालावधी
পেৰিফেৰী,परिघ
স্থায়ী বন্দোবস্ত,कायमस्वरूपी तोडगा
চিৰন্তন ফিফ,शाश्वत जागीर
ফালানক্স,फॅलान्क्स
ফালানক্স,फॅलान्क्स
ফ্ৰাউন,फारो
চিত্ৰচিত্ৰ,चित्रचित्र
পিক্টোগ্ৰাফ,चित्रचित्र
পিক্টোগ্ৰাফ,चित्रचित्र
তীৰ্থযাত্ৰী,यात्रेकरू
তীৰ্থযাত্ৰী পিতৃসকল,यात्रेकरू पिता
লুটপাত,लुटणे
লুটপাত,लुटणे
স্তম্ভ,खांब
স্তম্ভ আদেশ (অশোকৰ),स्तंभलेख (अशोकाचे)
স্তম্ভ আদেশ (অশোকৰ),स्तंभलेख (अशोकाचे)
স্তম্ভ আদেশ (অশোকৰ),स्तंभलेख (अशोकाचे)
পাইৰেট,समुद्री डाकू
পাইৰেট,समुद्री डाकू
পিটচড যুদ্ধ,खडबडीत लढाई
পটভূমি,प्लॉट
পলিছ,पोलिस
পলিছ,पोलिस
পলিটাৰ্চ,पोलिटार्क
ৰাজনৈতিক এজেন্ট,पोलिटिकल एजंट
ৰাজনৈতিক আশ্ৰয়,राजकीय आश्रय
ৰাজনৈতিক আৱাসী,राजकीय निवासी
ৰাজনৈতিক সন্ত্ৰাসবাদ,राजकीय दहशतवाद
ভোটগ্ৰহণ কৰ,मतदान कर
পণ্টুন,पोंटून
প্ৰধানমন্ত্ৰী,प्रीमियर
প্ৰধানমন্ত্ৰী,प्रीमियर
প্ৰিমিয়াৰ লীগ,प्रीमियरशिप
ৰাষ্ট্ৰপতিত্ব,अध्यक्षपद
ৰাষ্ট্ৰপতিত্ব,अध्यक्षपद
ৰাষ্ট্ৰপতি,राष्ट्रपती
ৰাষ্ট্ৰপতি,राष्ट्रपती
প্ৰেচিডিয়াম,प्रेसीडियम
প্ৰধানমন্ত্ৰী,पंतप्रधान
