Gujarati,Malayalam
ડેટા રૂટિન,ഡാറ്റ ദിനചര്യ
ડેટા સુરક્ષા,ഡാറ്റ സുരക്ഷ
ડેટા સેટ,ഡാറ്റ സെറ്റ്
ડેટા સિગ્નલ,ഡാറ്റ സിഗ്നൽ
ડેટા સિંક,ഡാറ്റ സിങ്ക്
માહિતીનું પ્રાપ્તિસ્થાન,വിവര ഉറവിടം
ડેટા સ્પષ્ટીકરણ,ഡാറ്റ സ്പെസിഫിക്കേഷൻ
ડેટા સ્ટેશન,ഡാറ്റ സ്റ്റേഷൻ
માહિતી સંગ્રાહક,ഡാറ്റ സംഭരണം
માહિતી સંગ્રહ માળખું,ഡാറ്റ സംഭരണ ഘടന
ડેટા માળખું,ഡാറ്റ ഘടന
ડેટા સ્વીચ,ഡാറ്റ സ്വിച്ച്
ડેટા ટેબલ,ഡാറ്റ പട്ടിക
ડેટા ટર્મિનલ,ഡാറ്റ ടെർമിനൽ
ડેટા ટ્રાન્સક્રિપ્શન,ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ
ડેટા ટ્રાન્સફર,ഡാറ്റ കൈമാറ്റം
ડેટા ટ્રાન્સમિશન,ഡാറ്റ ട്രാൻസ്മിഷൻ
ડેટા ટ્રાન્સમિશન ચેનલ,ഡാറ്റ ട്രാൻസ്മിഷൻ ചാനൽ
ડેટા પ્રકાર,ഡാറ്റ തരം
ડેટા યુનિટ,ഡാറ്റ യൂണിറ്റ്
માહિતી માન્યતા,ഡാറ്റ മൂല്യനിർണ്ണയം
ડેટાબેઝ,ഡാറ്റാബേസ്
ડેટાબેઝ વહીવટ,ഡാറ്റാബേസ് അഡ്മിനിസ്ട്രേഷൻ
ડેટાબેઝ ડિઝાઇન,ഡാറ്റാബേസ് ഡിസൈൻ
ડેટાબેઝ મેનેજમેન્ટ સિસ્ટમ,ഡാറ്റാബേസ് മാനേജ്മെന്റ് സിസ്റ്റം
ડેટાગ્રાવ,ഡാറ്റഗ്രേവ്
ડેટમ,ഡാറ്റ
મૃત્યુ ક્ષેત્ર,മരിച്ച മേഖല
મડાગાંઠ,സ്തംഭനാവസ്ഥ
ડેડલોક નિવારણ,സ്തംഭനാവസ്ഥ തടയൽ
ડિબગ,ഡീബഗ്
નિર્ણય બોક્સ,തീരുമാന പെട്ടി
નિર્ણય લેવાની પ્રક્રિયા,തീരുമാനമെടുക്കൽ പ്രക്രിയ
નિર્ણય સપોર્ટ સિસ્ટમ,തീരുമാന പിന്തുണാ സംവിധാനം
નિર્ણય વૃક્ષ,തീരുമാന വൃക്ഷം
ડીકોડર,ഡീകോഡർ
વિઘટન સિદ્ધાંત,വിഘടന തത്വം
ડિક્રિપ્શન,ഡീക്രിപ്ഷൻ
સમર્પિત ચેનલ,സമർപ്പിത ചാനൽ
સમર્પિત બંદર,സമർപ്പിത തുറമുഖം
સંરક્ષણ ડેટા નેટવર્ક (DDN),പ്രതിരോധ ഡാറ്റ ശൃംഖല (DDN)
સંરક્ષણ માહિતી સિસ્ટમ,പ്രതിരോധ വിവര സംവിധാനം
ડિફ્રેગમેન્ટેશન,defragmentation
વિલંબ,കാലതാമസം
વિલંબ કાઉન્ટર,കാലതാമസം കൗണ്ടർ
વિલંબ સમય,കാലതാമസം സമയം
કાઢી નાખો,ഇല്ലാതാക്കുക
કાઢી નાખવાનો રેકોર્ડ,ഇല്ലാതാക്കൽ രേഖ
સીમાંકક,ഡിലിമിറ്റർ
ડેલ્ટા મોડ્યુલેશન,ഡെൽറ്റ മോഡുലേഷൻ
માંગ પેજીંગ,ഡിമാൻഡ് പേജിംഗ്
ડેમો,ഡെമോ
ડિમોડ્યુલેશન,demodulation
demultiplexer,demultiplexer
વિકૃતિકરણ,ഡീനോർമലൈസേഷൻ
ઘનતા,സാന്ദ്രത
નિર્ભરતા,ആശ്രിതത്വം
આશ્રિત એકમ,ആശ്രിത യൂണിറ്റ്
ડેક્યુ,dequeue
સંદર્ભ,dereferencing
વ્યુત્પન્ન વૃક્ષ,ഡെറിവേഷൻ ട്രീ
વ્યુત્પન્ન ક્ષેત્ર,ഉരുത്തിരിഞ്ഞ ഫീൽഡ്
ઉતરતા ક્રમ,അവരോഹണ തരം
ડિઝાઇન,ഡിസൈൻ
ડેસ્ક કેલ્ક્યુલેટર,ഡെസ്ക് കാൽക്കുലേറ്റർ
ડેસ્ક ટોપ કમ્પ્યુટર,ഡെസ്ക്ടോപ്പ് കമ്പ്യൂട്ടർ
ડેસ્કટોપ પ્રસ્તુતિ,ഡെസ്ക്ടോപ്പ് അവതരണം
ડેસ્કટોપ પબ્લિશિંગ (DTP),ഡെസ്ക്ടോപ്പ് പബ്ലിഷിംഗ് (DTP)
ડેસ્કટોપ વિડિઓ,ഡെസ്ക്ടോപ്പ് വീഡിയോ
ગંતવ્ય સરનામું,ലക്ഷ്യസ്ഥാന വിലാസം
વિનાશક,വിനാശകൻ
નિર્ણાયક ઓટોમેટો,ഡിറ്റർമിനിസ്‌ട്രിക് ഓട്ടോമാറ്റുകൾ
વિકાસકર્તા,ഡെവലപ്പർ
વિકાસ પ્રણાલી,വികസന സംവിധാനം
ઉપકરણ,ഉപകരണം
ઉપકરણ નિયંત્રણ એકમ,ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്
ઉપકરણ નિયંત્રક,ഉപകരണ കൺട്രോളർ
ઉપકરણ સંચાલન,ഉപകരണ മാനേജ്മെന്റ്
ઉપકરણ મોડ,ഉപകരണ മോഡ്
નિદાન,രോഗനിർണയം
ડાયગ્નોસ્ટિક સિસ્ટમ,ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം
ડાયગ્નોસ્ટિક્સ,ഡയഗ്നോസ്റ്റിക്സ്
રેખાકૃતિ,ഡയഗ്രം
ડાયલ,ഡയൽ ചെയ്യുക
ડાયલ લાઇન,ഡയൽ ലൈൻ
ડાયલ ટોન,ഡയൽ ടോണ്
ડાયલ કરો,ഡയൽ അപ്
સંવાદ,ഡയലോഗ്
સંવાદ બોક્સ,ഡയലോഗ് ബോക്സ്
ડાયલઅપ મોડેમ,ഡയലപ്പ് മോഡം
પરિમાણ,വ്യാസം
શબ્દકોશ,നിഘണ്ടു
તફાવત,വ്യത്യാസം
ડિજિટલ,ഡിജിറ്റൽ
ડિજિટલ ચેનલ,ഡിജിറ്റൽ ചാനൽ
ડિજિટલ સર્કિટ,ഡിജിറ്റൽ സർക്യൂട്ട്
ડિજિટલ કમ્પ્યુટર,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
ડિજિટલ ડેટા,ഡിജിറ്റൽ ഡാറ്റ
ડિજિટલ સુવિધા,ഡിജിറ്റൽ സൗകര്യം
ડિજિટલ ફિલ્ટર,ഡിജിറ്റൽ ഫിൽട്ടർ
ડિજિટલ પુસ્તકાલય,ഡിജിറ്റൽ ലൈബ്രറി
ડિજિટલ મોડ્યુલેશન,ഡിജിറ്റൽ മോഡുലേഷൻ
ડિજિટલ મોનિટર,ഡിജിറ്റൽ മോണിറ്റർ
ડિજિટલ ચિત્ર,ഡിജിറ്റൽ ചിത്രം
ડિજિટલ હસ્તાક્ષર,ഡിജിറ്റൽ ഒപ്പ്
ડિજિટલ સ્વીચ,ഡിജിറ്റൽ സ്വിച്ച്
ડિજિટલ થી એનાલોગ (D/A) કન્વર્ટર,ഡിജിറ്റൽ ടു അനലോഗ് (D/A) കൺവെർട്ടർ
ડિજિટાઇઝેશન,ഡിജിറ്റൈസേഷൻ
ડિજિટાઇઝ કરો,ഡിജിറ്റൈസ് ചെയ്യുക
ડિજિટાઇઝર,ഡിജിറ്റൈസർ
ડાયોડ,ഡയോഡ്
પ્રત્યક્ષ,നേരിട്ട്
સીધું સરનામું,നേരിട്ടുള്ള വിലാസം
સીધું રૂપાંતર,നേരിട്ടുള്ള പരിവർത്തനം
સીધું જોડાણ,നേരിട്ടുള്ള സംയോജനം
ડાયરેક્ટ મેમરી એક્સેસ (DMA),ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)
ડાયરેક્ટ મેમરી એક્સેસ (DMA),ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)
સીધી પદ્ધતિ,നേരിട്ടുള്ള രീതി
નિર્દેશ,നിർദ്ദേശം
ડિરેક્ટરી,ഡയറക്ടറി
ડિરેક્ટરી સર્વર,ഡയറക്ടറി സെർവർ
ડિરેક્ટરી સેવા,ഡയറക്ടറി സേവനം
નિષ્ક્રિય,പ്രവർത്തനരഹിതമാക്കുക
નિષ્ક્રિય સંકેત,സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു
ડિસ્કનેક્ટ,വിച്ഛേദിക്കുക
અલગ,വ്യതിരിക്തമായ
ડિસ્ક,ഡിസ്ക്
ડિસ્ક સરનામું,ഡിസ്ക് വിലാസം
ડિસ્ક એરે,ഡിസ്ക് അറേ
ડિસ્ક ક્ષમતા,ഡിസ്ക് ശേഷി
ડિસ્ક ડ્રાઇવ,ഡിസ്ക് ഡ്രൈവ്
ડિસ્ક ફાઇલ,ഡിസ്ക് ഫയൽ
ડિસ્ક મેમરી,ഡിസ്ക് മെമ്മറി
ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DOS),ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DOS)
ડિસ્ક પેક,ഡിസ്ക് പായ്ക്ക്
ડિસ્ક સર્વર,ഡിസ്ക് സെർവർ
ડિસ્ક સંગ્રહ,ഡിസ്ക് സംഭരണം
ડિસ્કેટ,ഡിസ്കെറ്റ്
ડિસ્પ્લે ફાઇલ,ഫയൽ പ്രദർശിപ്പിക്കുക
પ્રદર્શિત છબી,ചിത്രം പ്രദർശിപ്പിക്കുക
નિકાલ,നിർമാർജനം
અંતર,ദൂരം
અંતર કાર્ય,ദൂരം പ്രവർത്തനം
વિકૃતિ,വളച്ചൊടിക്കൽ
વિતરિત,വിതരണം ചെയ്തു
વિતરિત ડેટા,വിതരണം ചെയ്ത ഡാറ്റ
વિતરિત સર્વર,വിതരണം ചെയ്ത സെർവർ
વિતરણ સિસ્ટમ,വിതരണം ചെയ്ത സംവിധാനം
વિતરણકારી,വിതരണക്കാരൻ
દસ્તાવેજ,പ്രമാണം
દસ્તાવેજ પુનઃપ્રાપ્ત,പ്രമാണം വീണ്ടെടുത്തു
દસ્તાવેજ વિન્ડો,പ്രമാണ വിൻഡോ
દસ્તાવેજીકરણ,പ്രമാണീകരണം
ડોમેન,ഡൊമെയ്ൻ
ડોમેન નામ,ഡൊമെയ്ൻ നാമം
ડોટ મેટ્રિક્સ પ્રિન્ટર,ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ
નીચે,താഴേക്ക്
ડાઉન લિંક,ഡൗൺ ലിങ്ക്
ડાઉન લોડિંગ,ഡൗൺലോഡ് ചെയ്യുന്നു
ડાઉન સમય,സമയക്കുറവ്
ખેંચીને,വലിച്ചിടുന്നു
DRAM (ડાયનેમિક રેમ),DRAM (ഡൈനാമിക് റാം)
ડ્રિફ્ટ,ഡ്രിഫ്റ്റ്
ડ્રાઈવર,ഡ്രൈവർ
ડ્રોપ,ഡ്രോപ്പ്
ડ્રોપ ડાઉન સૂચિ બોક્સ,ഡ്രോപ്പ് ഡൗൺ ലിസ്റ്റ് ബോക്സ്
ડ્રમ ડ્રાઇવ,ഡ്രം ഡ്രൈവ്
ડ્રમ પ્રિન્ટર,ഡ്രം പ്രിന്റർ
ડ્રમ યુનિટ,ഡ്രം യൂണിറ്റ്
દ્વિ,ഇരട്ട
બેવડી ઘનતા,ഇരട്ട സാന്ദ്രത
બનાવટી સરનામું,ഡമ്മി വിലാസം
ડમ્પ,തള്ളുക
ડુપ્લેક્સ સર્કિટ,ഡ്യുപ്ലെക്സ് സർക്യൂട്ട്
દ્વિગુણિત,ഡ്യൂപ്ലെക്സിംഗ്
ડુપ્લિકેટ,തനിപ്പകർപ്പ്
ડીવીડી આર/ડબલ્યુ,ഡിവിഡി R/W
ડીવીડી રોમ,ഡിവിഡി റോം
ગતિશીલ સૂચના,ചലനാത്മക നിർദ്ദേശം
ગતિશીલ મેમરી,ഡൈനാമിക് മെമ്മറി
ગતિશીલતા,ചലനാത്മകത
EBCDIC,EBCDIC
ઈ-વ્યવસાય,ഇ-ബിസിനസ്
પડઘો,പ്രതിധ്വനി
ઈ-કોમર્સ,ഇ-കൊമേഴ്‌സ്
ફેરફાર કરો,തിരുത്തുക
સંપાદક,എഡിറ്റർ
શૈક્ષણિક ટેકનોલોજી,വിദ്യാഭ്യാസ സാങ്കേതികവിദ്യ
EEP રોમ,ഇഇപി റോം
અસરકારક સરનામું (ફ્લોટિંગ સરનામું),ഫലപ്രദമായ വിലാസം (ഫ്ലോട്ടിംഗ് വിലാസം)
અસરકારક ઓપરેન્ડ સરનામું,ഫലപ്രദമായ പ്രവർത്തന വിലാസം
અસરકારક પ્રક્રિયા,ഫലപ്രദമായ നടപടിക്രമം
અસરકારક UID (વપરાશકર્તા ઓળખ),ഫലപ്രദമായ യുഐഡി (ഉപയോക്തൃ തിരിച്ചറിയൽ)
અસરકારક ટ્રાન્સમિશન ઓપરેન્ડ,ഫലപ്രദമായ ട്രാൻസ്മിഷൻ പ്രവർത്തനം
આઠ-બીટ બાઈટ,എട്ട്-ബിറ്റ് ബൈറ്റ്
ઈ-લર્નિંગ,ഇലക്ട്രോണിക് പഠനം
ચૂંટણી-અલગર્થમ,തിരഞ്ഞെടുപ്പ്-അൽഗിർതം
ઇલેક્ટ્રિક મેઇલિંગ (ઇ-મેલ),ഇലക്ട്രിക് മെയിലിംഗ് (ഇ-മെയിൽ)
ઇલેક્ટ્રિક પ્રિન્ટર,ഇലക്ട്രിക് പ്രിന്റർ
ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન,ഇലക്ട്രിക്കൽ അക്കൗണ്ടിംഗ് മെഷീൻ
ઇલેક્ટ્રોનિક,ഇലക്ട്രോണിക്
ઇલેક્ટ્રોનિક ક્લિયરન્સ સિસ્ટમ (ECS),ഇലക്ട്രോണിക് ക്ലിയറൻസ് സിസ്റ്റം (ECS)
ઇલેક્ટ્રોનિક ડેટા ઇન્ટરચેન્જ (EDI),ഇലക്ട്രോണിക് ഡാറ്റ ഇന്റർചേഞ്ച് (EDI)
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ,ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്
ઇલેક્ટ્રોનિક ફાઇલિંગ,ഇലക്ട്രോണിക് ഫയലിംഗ്
ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર સિસ્ટમ (EFTS),ഇലക്ട്രോണിക് ഫണ്ട് ട്രാൻസ്ഫർ സിസ്റ്റം (EFTS)
ઇલેક્ટ્રોનિક જર્નલ્સ,ഇലക്ട്രോണിക് ജേണലുകൾ
ઇલેક્ટ્રોનિક પ્રકાશન,ഇലക്ട്രോണിക് പ്രസിദ്ധീകരണം
ઇલેક્ટ્રોનિક સ્વીચ,ഇലക്ട്രോണിക് സ്വിച്ച്
તત્વ,ഘടകം
ઈ-મેલ,ഇ-മെയിൽ
ઈ - મેઈલ સરનામું,ഈ - മെയില് വിലാസം
એમ્બેડેડ સિસ્ટમ,എംബഡഡ് സിസ്റ്റം
એમ્બેડિંગ,ഉൾച്ചേർക്കൽ
એમિટર કપલ લોજિક (ECL),എമിറ്റർ ദമ്പതികളുടെ യുക്തി (ECL)
ખાલી સ્ટેક,ശൂന്യമായ സ്റ്റാക്ക്
ખાલી શબ્દમાળા,ശൂന്യമായ ചരട്
અનુકરણ,അനുകരണം
એન્કેપ્સ્યુલેશન,എൻക്യാപ്സുലേഷൻ
સંકેતલિપી,എൻസിഫർ
એન્કોડ,എൻകോഡ്
એન્કોડર,എൻകോഡർ
એન્ક્રિપ્ટેડ ડેટા,എൻക്രിപ്റ്റ് ചെയ്ത ഡാറ്റ
એન્ક્રિપ્ટીંગ ફાઇલ સિસ્ટમ,എൻക്രിപ്റ്റിംഗ് ഫയൽ സിസ്റ്റം
એન્ક્રિપ્શન,എൻക്രിപ്ഷൻ
બ્લોકનો અંત,ബ്ലോക്കിന്റെ അവസാനം
ફાઇલનો અંત (EOF),ഫയലിന്റെ അവസാനം (EOF)
અંતિમ વપરાશકર્તા,അന്തിമ ഉപയോക്താവ്
દાખલ કરો,നൽകുക
એન્ટર-કી,എന്റർ-കീ
એન્ટરપ્રાઇઝ સર્વર,എന്റർപ്രൈസ് സെർവർ
એન્ટરપ્રાઇઝ સિસ્ટમ,എന്റർപ്രൈസ് സിസ്റ്റം
એન્ટિટી,സ്ഥാപനം
અસ્તિત્વ-સંબંધ,സ്ഥാപന-ബന്ധം
પ્રવેશ સમય,പ്രവേശന സമയം
પ્રવેશ ચલ,എൻട്രി വേരിയബിൾ
ગણી શકાય તેવું,എണ്ണാവുന്നത്
પર્યાવરણ,പരിസ്ഥിതി
યુગ,യുഗം
EPROM,EPROM
એપ્સીલોન બંધ,എപ്സിലോൺ അടച്ചുപൂട്ടൽ
બરાબરી,സമനില
સાધનસામગ્રી,ഉപകരണങ്ങൾ
સમાનતા વર્ગ,തുല്യതാ ക്ലാസ്
સમાનતા સંબંધ,തുല്യതാ ബന്ധം
ભુસવું,മായ്ക്കുക
કોડ સુધારવામાં ભૂલ,കോഡ് തിരുത്തുന്നതിൽ പിശക്
ભૂલ સુધારણા,തെറ്റ് തിരുത്തൽ
ભૂલ શોધ,പിശക് കണ്ടെത്തൽ
ભૂલ હેન્ડલિંગ,പിശക് കൈകാര്യം ചെയ്യൽ
ક્ષતી સંદેશ,പിശക് സന്ദേശം
ભૂલ દર,പിശക് നിരക്ക്
ભૂલ પુનઃપ્રાપ્તિ,പിശക് വീണ്ടെടുക്കൽ
ભૂલ નિયમિત,പിശക് പതിവ്
એસ્કેપ પાત્ર,രക്ഷപ്പെടുന്ന സ്വഭാവം
ઈથરનેટ,ഇഥർനെറ്റ്
ઘટના,സംഭവം
ઘટના સાંકળ,ഇവന്റ് ചെയിൻ
ઘટના નિયંત્રણ,ഇവന്റ് നിയന്ത്രണം
ઇવેન્ટ કાઉન્ટર,ഇവന്റ് കൗണ്ടർ
અપવાદ હેન્ડલિંગ,ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ
વિનિમયક્ષમ ડિસ્ક સંગ્રહ,കൈമാറ്റം ചെയ്യാവുന്ന ഡിസ്ക് സംഭരണം
બાકાત,ഒഴിവാക്കൽ
વિશિષ્ટ અથવા (XOR),എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ (XOR)
એક્ઝિક્યુટેબલ પ્રોગ્રામ,എക്സിക്യൂട്ടബിൾ പ്രോഗ്രാം
એક્ઝિક્યુટિવ નિવેદન,എക്സിക്യൂട്ടീവ് പ്രസ്താവന
સંપૂર્ણ શોધ,സമഗ്രമായ തിരയൽ
અસ્તિત્વમાં છે,നിലവിലുണ്ട്
બહાર નીકળો,പുറത്ത്
નિષ્ણાત સિસ્ટમ,വിദഗ്ധ സംവിധാനം
અભિવ્યક્તિ,ആവിഷ്കാരം
વિસ્તૃત ગ્રાફિક એરે (XGA),വിപുലീകൃത ഗ്രാഫിക് അറേ (XGA)
વિસ્તૃત ઉદ્યોગ ધોરણ (EIS),വിപുലമായ വ്യവസായ നിലവാരം (EIS)
વિસ્તૃત મશીન,വിപുലീകരിച്ച യന്ത്രം
વિસ્તૃત મેમરી,വിപുലീകരിച്ച മെമ്മറി
વિસ્તૃત ચોકસાઇ,വിപുലമായ കൃത്യത
વિસ્તૃત વર્ગીકરણ,വിപുലീകരിച്ച സോർട്ടിംഗ്
બાહ્ય કૉલ,ബാഹ്യ കോൾ
બાહ્ય ભૂલ,ബാഹ്യ പിശക്
બાહ્ય કાર્ય,ബാഹ്യ പ്രവർത്തനം
બાહ્ય વિક્ષેપ,ബാഹ്യ തടസ്സം
બાહ્ય મેમરી,ബാഹ്യ മെമ്മറി
બાહ્ય મેમરી,ബാഹ്യ മെമ്മറി
બાહ્ય મોડેમ,ബാഹ്യ മോഡം
બાહ્ય સંદર્ભ,ബാഹ്യ റഫറൻസ്
બાહ્ય શોધ,ബാഹ്യ തിരയൽ
બાહ્ય સંગ્રહ ઉપકરણ,ബാഹ്യ സംഭരണ ഉപകരണം
નિષ્કર્ષણ,വേർതിരിച്ചെടുക്കൽ
એક્સ્ટ્રાપોલેશન,എക്സ്ട്രാപോളേഷൻ
ફેસ કેરેક્ટર પ્રિન્ટર,മുഖപ്രകൃതി പ്രിന്റർ
નિષ્ફળ-સલામત કામગીરી,പരാജയപ്പെടാത്ത പ്രവർത്തനം
નિષ્ફળતા દર,പരാജയതോത്
નિષ્ફળતા પુનઃપ્રાપ્તિ,പരാജയം വീണ്ടെടുക്കൽ
ખોટો કોડ,തെറ്റായ കോഡ്
ખોટી ભૂલ,തെറ്റായ പിശക്
ફેન-ઇન,ഫാൻ-ഇൻ
ફેન-આઉટ,ഫാൻ ഔട്ട്
ફેસિમિલ I/O ઉપકરણ,ഫാസിമൈൽ I/O ഉപകരണം
ફાસ્ટ ફોરિયર ટ્રાન્સફોર્મ (FFT),ഫാസ്റ്റ് ഫോറിയർ ട്രാൻസ്ഫോർമേഷൻ (FFT)
જીવલેણ ભૂલ,മാരകമായ തെറ്റ്
ખામી શોધ,തെറ്റ് കണ്ടെത്തൽ
ખામી નિદાન,തെറ്റ് രോഗനിർണയം
સહનશીલતા દોષ,തെറ്റ് സഹിഷ്ണുത
ફેક્સ,ഫാക്സ്
ફેક્સ સંદેશ,ഫാക്സ് സന്ദേശം
FDC,FDC
લક્ષણ શોધ,സവിശേഷത കണ്ടെത്തൽ
ફીડ ચક્ર,ഫീഡ് സൈക്കിൾ
પ્રતિસાદ,പ്രതികരണം
ફીડર,ഫീഡർ
મેળવો,കൊണ്ടുവരിക
ફિબોનાકી શોધ,ഫിബൊനാച്ചി തിരയൽ
ફિબોનાકી ક્રમ,ഫിബൊനാച്ചി സീക്വൻസ്
ફિબોનાકી શ્રેણી,ഫിബൊനാച്ചി പരമ്പര
ફાઇબર ઓપ્ટિક્સ,ഫൈബർ ഒപ്റ്റിക്സ്
ફિડો નેટ,ഫിഡോ നെറ്റ്
ક્ષેત્ર,വയൽ
પાંચમી પેઢીના કમ્પ્યુટર્સ,അഞ്ചാം തലമുറ കമ്പ്യൂട്ടറുകൾ
ફાઇલ,ഫയൽ
ફાઇલ એક્સેસ પદ્ધતિ,ഫയൽ ആക്സസ് രീതി
ફાઈલ ફાળવણી ટેબલ,ഫയൽ അലോക്കേഷൻ പട്ടിക
ફાઇલ કમ્પ્રેશન,ഫയൽ കംപ്രഷൻ
ફાઇલ નકલ,ഫയൽ പകർത്തൽ
ફાઇલ લેઆઉટ,ഫയൽ ലേഔട്ട്
ફાઇલ મર્જ,ഫയൽ ലയിപ്പിക്കുക
ફાઇલ પુનઃપ્રાપ્તિ,ഫയൽ വീണ്ടെടുക്കൽ
ફાઇલ સંગ્રહ,ഫയൽ സംഭരണം
ફાઇલ માળખું,ഫയൽ ഘടന
ફાઇલ સિસ્ટમ,ഫയൽ സിസ്റ്റം
ફાઇલ ટ્રાન્સફર,ഫയൽ കൈമാറ്റം
ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP),ഫയൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (FTP)
ફિલ્ટર,ഫിൽട്ടർ
અંતિમ સ્થિતિ,അന്തിമ അവസ്ഥ
શોધો,കണ്ടെത്തുക
મર્યાદિત રાજ્ય મશીન,പരിമിതമായ സംസ്ഥാന യന്ത്രം
આગ દિવાલ,അഗ്നി മതിൽ
ફર્મવેર,ഫേംവെയർ
વહેલા તે પહેલાં,ആദ്യം വരുന്നവർക്ക് ആദ്യം നൽകുക
પ્રથમ પેઢીના કમ્પ્યુટર,ആദ്യ തലമുറ കമ്പ്യൂട്ടർ
ફર્સ્ટ ઇન ફર્સ્ટ આઉટ (FIFO),ഫസ്റ്റ് ഇൻ ഫസ്റ്റ് ഔട്ട് (FIFO)
પ્રથમ ઓર્ડર તર્ક,ആദ്യ ഓർഡർ യുക്തി
પ્રથમ ઓર્ડર સિદ્ધાંત,ആദ്യ ക്രമ സിദ്ധാന്തം
નિશ્ચિત પાર્ટીશન,നിശ്ചിത പാർട്ടീഷൻ
ધ્વજ,പതാക
લવચીક ડિસ્ક,ഫ്ലെക്സിബിൾ ഡിസ്ക്
ફ્લોપી ડિસ્ક,ഫ്ലോപ്പി ഡിസ്ക്
ફ્લોપી ડિસ્ક ડ્રાઇવ (Fdd),ഫ്ലോപ്പി ഡിസ്ക് ഡ്രൈവ് (Fdd)
ફ્લો ચાર્ટ,ഫ്ലോ ചാർട്ട്
નિયંત્રણનો પ્રવાહ,നിയന്ത്രണത്തിന്റെ ഒഴുക്ക്
ફ્લશ,ഫ്ലഷ്
ફોલ્ડર,ഫോൾഡർ
ફોન્ટ,ഫോണ്ട്
ફોન્ટ કુટુંબ,ഫോണ്ട് കുടുംബം
બહાર ની ચાવી,വിദേശ കീ
ફોર્મ,രൂപം
ઔપચારિક ભાષા,ഔപചാരിക ഭാഷ
ઔપચારિક સિસ્ટમ,ഔപചാരിക സംവിധാനം
ફોર્મેટ,ഫോർമാറ്റ്
ફોર્મેટિંગ,ഫോർമാറ്റിംഗ്
ફોરટ્રાન,ഫോർട്രാൻ
ફોરટ્રાન પ્રોગ્રામિંગ,ഫോർട്രാൻ പ്രോഗ്രാമിംഗ്
ફોરવર્ડ સ્લેશ,ഫോർവേഡ് സ്ലാഷ്
ચોથી પેઢીના કમ્પ્યુટર,നാലാം തലമുറ കമ്പ്യൂട്ടർ
ટુકડો,ശകലം
ફ્રેમ,ഫ്രെയിം
મફત નેટ,സ്വതന്ത്ര വല
મફત સોફ્ટવેર ફાઉન્ડેશન,സ്വതന്ത്ര സോഫ്റ്റ്‌വെയർ ഫൌണ്ടേഷൻ
મફત સંગ્રહ,സൗജന്യ സംഭരണം
ફ્રીવેર,ഫ്രീവെയർ
આગળનો છેડો,ഫ്രണ്ട് എൻഡ്
ફ્રન્ટ પેનલ,ഫ്രണ്ട് പാനൽ
કાર્ય,പ്രവർത്തനം
કાર્ય કી,ഫംഗ്ഷൻ കീ
કાર્ય સંદર્ભ,ഫംഗ്ഷൻ റഫറൻസ്
કાર્યાત્મક નિર્ભરતા,പ്രവർത്തനപരമായ ആശ്രിതത്വം
કાર્યાત્મક પરીક્ષણ,ഫങ്ഷണൽ ടെസ്റ്റിംഗ്
અસ્પષ્ટ તર્ક,അവ്യക്തമായ യുക്തി
અસ્પષ્ટ સમૂહ,അവ്യക്തമായ സെറ്റ്
લાભ,നേട്ടം
રમત વૃક્ષ,കളി മരം
ગેપ પાત્ર,വിടവ് പ്രതീകം
કચરો,മാലിന്യം
કચરો સંગ્રહ,മാലിന്ന്യ ശേഖരണം
કચરો સંગ્રહ,മാലിന്ന്യ ശേഖരണം
ગાર્બેજ ઇન ગાર્બેજ આઉટ (GIGO),മാലിന്യത്തിൽ മാലിന്യം (GIGO)
દરવાજો,ഗേറ്റ്
પ્રવેશદ્વાર,കവാടം
સામાન્ય કાર્યક્રમ,പൊതു പരിപാടി
સામાન્ય કાર્યક્રમ,പൊതു പരിപാടി
સામાન્ય હેતુ કમ્પ્યુટર,പൊതു ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ
સામાન્ય હેતુ કમ્પ્યુટર,പൊതു ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ
સામાન્ય રજીસ્ટર,പൊതു രജിസ്റ്റർ
સામાન્યીકરણ,പൊതുവൽക്കരണം
સામાન્યીકરણ,പൊതുവൽക്കരണം
સામાન્ય હેતુની ભાષા,പൊതു-ഉദ്ദേശ്യ ഭാഷ
