English,Assamese
dependent unit,নিৰ্ভৰশীল একক
dequeue,ডিকিউ
dereferencing,ডিৰেফাৰেন্সিং
derivation tree,ব্যুৎপত্তি গছ
derived field,ব্যুৎপত্তি কৰা ক্ষেত্ৰ
descending sort,অৱনমিত সজাই পৰাই তোলা
design,ডিজাইন
desk calculator,ডেস্ক কেলকুলেটৰ
desk top computer,ডেস্ক টপ কম্পিউটাৰ
desktop presentation,ডেস্কটপ উপস্থাপন
desktop publishing (DTP),ডেস্কটপ প্ৰকাশন (DTP)
desktop video,ডেস্কটপ ভিডিঅ&#39;
destination address,গন্তব্যস্থানৰ ঠিকনা
destructer,ধ্বংসকাৰী
deterministric automats,ডিটাৰ্মিনিষ্ট্ৰিক অটোমেটসমূহ
developer,ডেভেলপাৰ
development system,উন্নয়ন ব্যৱস্থা
device,ডিভাইচ
device control unit,ডিভাইচ নিয়ন্ত্ৰণ একক
device controller,ডিভাইচ নিয়ন্ত্ৰক
device management,ডিভাইচ ব্যৱস্থাপনা
device mode,ডিভাইচ ধৰণ
diagnosis,নিদান
diagnostic system,ডায়েগনষ্টিক চিষ্টেম
diagnostics,ডায়েগনষ্টিকছ
diagram,ডায়েগ্ৰাম
dial,ডায়েল কৰক
dial line,ডায়েল লাইন
dial tone,ডায়েল টোন
dial up,ডায়েল আপ কৰক
dialog,সংলাপ
dialog box,সংলাপ বাকচ
dialup modem,ডায়েলআপ মডেম
diamension,ব্যাস
dictionary,অভিধান
differentiation,পাৰ্থক্য
digital,ডিজিটেল
digital channel,ডিজিটেল চেনেল
digital circuit,ডিজিটেল বৰ্তনী
digital computer,ডিজিটেল কম্পিউটাৰ
digital data,ডিজিটেল ডাটা
digital facility,ডিজিটেল সুবিধা
digital filter,ডিজিটেল ফিল্টাৰ
digital library,ডিজিটেল লাইব্ৰেৰী
digital modulation,ডিজিটেল মডুলেচন
digital monitor,ডিজিটেল মনিটৰ
digital picture,ডিজিটেল ছবি
digital signature,ডিজিটেল স্বাক্ষৰ
digital switch,ডিজিটেল চুইচ
digital to analog (D/A) converter,ডিজিটেলৰ পৰা এনালগলৈ (D/A) ৰূপান্তৰক
digitization,ডিজিটাইজেচন
digitize,ডিজিটেলাইজ কৰক
digitizer,ডিজিটাইজাৰ
diode,ডাইঅ&#39;ড
direct,পোনপটীয়া
direct address,প্ৰত্যক্ষ ঠিকনা
direct conversion,প্ৰত্যক্ষ ৰূপান্তৰ
direct coupling,প্ৰত্যক্ষ সংযোজন
direct memory access (DMA),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
direct memory acess (DMA),প্ৰত্যক্ষ স্মৃতিশক্তি প্ৰৱেশ (DMA)
direct method,প্ৰত্যক্ষ পদ্ধতি
directive,নিৰ্দেশনা
directory,ডাইৰেকটৰী
directory server,ডাইৰেকটৰি চাৰ্ভাৰ
directory service,ডাইৰেকটৰি সেৱা
disable,অক্ষম
disabling signal,সংকেত নিষ্ক্ৰিয় কৰা
disconnect,সংযোগ বিচ্ছিন্ন কৰক
discrete,বিচ্ছিন্ন
disk,ডিস্ক
disk address,ডিষ্কৰ ঠিকনা
disk array,ডিষ্ক এৰে
disk capacity,ডিষ্কৰ ক্ষমতা
disk drive,ডিষ্ক ড্ৰাইভ
disk file,ডিষ্ক নথিপত্ৰ
disk memory,ডিষ্ক মেমৰি
disk operating system (DOS),ডিষ্ক কাৰ্য্যকৰপ্ৰণালী (DOS)
disk pack,ডিষ্ক পেক
disk server,ডিষ্ক চাৰ্ভাৰ
disk storage,ডিষ্ক সংৰক্ষণ
diskette,ডিস্কেট
display file,ফাইল প্ৰদৰ্শন কৰক
display image,ছবি প্ৰদৰ্শন কৰক
disposal,নিষ্পত্তি
distance,দূৰত্ব
distance function,দূৰত্বৰ ফলন
distortion,বিকৃতি
distributed,বিতৰণ কৰা হৈছে
distributed data,বিতৰণ কৰা তথ্য
distributed server,বিতৰণ কৰা চাৰ্ভাৰ
distributed system,বিতৰণ কৰা ব্যৱস্থা
distributive,বিতৰণমূলক
document,নথিপত্ৰ
document retrieved,নথিপত্ৰ উদ্ধাৰ কৰা হৈছে
document window,নথিপত্ৰ উইন্ডো
documentation,নথিপত্ৰ
domain,ডমেইন
domain name,ডমেইনৰ নাম
dot matrix printer,ডট মেট্ৰিক্স প্ৰিন্টাৰ
down,তললৈ
down link,ডাউন লিংক
down loading,ডাউন লোডিং
down time,ডাউন টাইম
dragging,ড্ৰেগিং কৰা
DRAM (dynamic RAM),DRAM (ডাইনামিক ৰেম)
drift,ড্ৰিফ্ট
driver,ড্ৰাইভাৰ
drop,টোপাল
drop down list box,ড্ৰপ ডাউন তালিকা বাকচ
drum drive,ড্ৰাম ড্ৰাইভ
drum printer,ড্ৰাম প্ৰিন্টাৰ
drum unit,ড্ৰাম ইউনিট
dual,দ্বৈত
dual density,দ্বৈত ঘনত্ব
dummy address,ডামি ঠিকনা
dump,ভাণ্ডাৰ
duplex circuit,ডুপ্লেক্স বৰ্তনী
duplexing,ডুপ্লেক্সিং
duplicate,ডুপ্লিকেট কৰক
DVD R/W,ডিভিডি R/W
DVD ROM,DVD ROM
dynamic instruction,গতিশীল নিৰ্দেশনা
dynamic memory,গতিশীল স্মৃতিশক্তি
dynamics,গতিশীলতা
EBCDIC,ইবিচিডিআইচি
e-business,ই-ব্যৱসায়
echo,প্ৰতিধ্বনি
e-commerce,ই-কমাৰ্চ
edit,সম্পাদনা কৰক
editor,সম্পাদক
educational technology,শৈক্ষিক প্ৰযুক্তি
EEP rom,ইইপি ৰম
effective address (floating address),ফলপ্ৰসূ ঠিকনা (ভাসমান ঠিকনা)
effective operand address,ফলপ্ৰসূ অপাৰেণ্ড ঠিকনা
effective procedure,ফলপ্ৰসূ পদ্ধতি
effective UID (user identification),ফলপ্ৰসূ UID (ব্যৱহাৰকাৰী চিনাক্তকৰণ)
efffective transmission operand,ফলপ্ৰসূ সংক্ৰমণ অপাৰেণ্ড
eight-bit byte,আঠ-বিট বাইট
e-learning,ই-লাৰ্নিং
election-algirthm,নিৰ্বাচন-algirthm
electric mailing (e-mail),বৈদ্যুতিক মেইলিং (ই-মেইল)
electric printer,বৈদ্যুতিক প্ৰিন্টাৰ
electrical accounting machine,বৈদ্যুতিক একাউণ্টিং মেচিন
electronic,ইলেক্ট্ৰনিক
electronic clearance system (ECS),ইলেক্ট্ৰনিক ক্লিয়াৰেন্স চিষ্টেম (ECS)
electronic data interchange (EDI),ইলেক্ট্ৰনিক ডাটা বিনিময় (EDI)
electronic data processing,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
electronic filing,ইলেক্ট্ৰনিক ফাইলিং
electronic funds transfer System (EFTS),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
electronic journals,ইলেক্ট্ৰনিক জাৰ্নেল
electronic publishing,ইলেক্ট্ৰনিক প্ৰকাশন
electronic switch,ইলেক্ট্ৰনিক চুইচ
element,উপাদান
e-mail,ই-মেইল
e-mail address,ই-মেইল ঠিকনা
embedded system,এম্বেডেড চিস্টেম
embedding,এম্বেডিং
emitter couple logic (ECL),এমিটাৰ কাপল লজিক (ECL)
empty stack,খালী ষ্টেক
empty string,খালী ষ্ট্ৰিং
emulation,অনুকৰণ
encapsulation,এনকেপচুলেচন
encipher,encipher
encode,এনকোড কৰক
encoder,এনকোডাৰ
encrepted data,এনক্ৰেপ্ট কৰা তথ্য
encripting file system,নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা
encryption,এনক্ৰিপচন
end of block,ব্লকৰ শেষ
end of file (EOF),ফাইলৰ শেষ (EOF)
end-user,শেষ ব্যৱহাৰকাৰী
enter,প্ৰৱেশ কৰা
enter-key,এণ্টাৰ-কি
enterprise server,এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ
enterprise system,উদ্যোগ ব্যৱস্থা
entity,সত্তা
entity-relationship,সত্তা-সম্পৰ্ক
entry time,প্ৰৱেশৰ সময়
entry variable,প্ৰৱেশ চলক
enumerable,গণনাযোগ্য
environment,পৰিৱেশ
epoch,যুগ
EPROM,EPROM
epsilon closure,এপ্সিলন বন্ধ কৰা
equalizer,ইকুৱেলাইজাৰ
equipment,সঁজুলি
equivalence class,সমতুল্যতা শ্ৰেণী
equivalence relation,সমতুল্যতা সম্পৰ্ক
erase,মচি পেলাওক
error correcting code,ক&#39;ড সংশোধন কৰাত ত্ৰুটি
error correction,ভুল সংশোধন
error detection,ভুল ধৰা পেলোৱা
error handling,ভুল নিয়ন্ত্ৰণ
error message,ভুল বাৰ্তা
error rate,ভুলৰ হাৰ
error recovery,ত্ৰুটি পুনৰুদ্ধাৰ
error routine,ভুল ৰুটিন
escape character,পলায়ন চৰিত্ৰ
ethernet,ইথাৰনেট
event,কাৰ্যক্ৰম
event chain,ইভেন্ট শৃংখল
event control,ইভেন্ট নিয়ন্ত্ৰণ
event counter,ইভেন্ট কাউণ্টাৰ
exception handling,ব্যতিক্ৰম নিয়ন্ত্ৰণ
exchangeable disk storage,বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ
exclusion,বৰ্জন
exclusive Or (XOR),একচেটিয়া বা (XOR)
executable program,এক্সিকিউটেবল প্ৰগ্ৰেম
executive statement,কাৰ্য্যবাহী বিবৃতি
exhaustive search,বিস্তৃত অনুসন্ধান
exist,উপলব্ধ
exit,প্ৰস্থান
expert system,বিশেষজ্ঞ ব্যৱস্থা
expression,অভিব্যক্তি
extended graphic array (XGA),সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA)
extended industry standard (EIS),বৰ্ধিত উদ্যোগ মানদণ্ড (EIS)
extended machine,বৰ্ধিত মেচিন
extended memory,বৰ্ধিত স্মৃতিশক্তি
extended precision,বৰ্ধিত নিখুঁততা
extended sorting,বৰ্ধিত সজাই পৰাই তোলা
external call,বাহ্যিক কল
external error,বাহ্যিক ভুল
external function,বাহ্যিক কাৰ্য্য
external interrupt,বাহ্যিক বাধা
external memory,বাহ্যিক স্মৃতিশক্তি
external memory,বাহ্যিক স্মৃতিশক্তি
external modem,বাহ্যিক মডেম
external reference,বাহ্যিক উল্লেখ
external searching,বাহ্যিক অনুসন্ধান
external storage device,বাহ্যিক সংৰক্ষণ ডিভাইচ
extraction,নিষ্কাশন
extrapolation,বহিঃপ্ৰক্ষেপণ
face-character printer,মুখ-আখৰ প্ৰিন্টাৰ
fail-safe operation,বিফল-নিৰাপদ কাৰ্য্য
failure rate,বিফলতাৰ হাৰ
failure recovery,বিফলতা পুনৰুদ্ধাৰ
false code,মিছা ক&#39;ড
false error,মিছা ভুল
fan-in,ফেন-ইন
fan-out,ফেন-আউট
fascimile I/O device,fascimile I/O ডিভাইচ
fast fourier transform (FFT),দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT)
fatal error,মাৰাত্মক ভুল
fault detection,ত্ৰুটি ধৰা পেলোৱা
fault diagnosis,দোষ নিদান
fault tolerance,দোষ সহনশীলতা
fax,ফেক্স
fax message,ফেক্স বাৰ্তা
FDC,এফ ডি চি
feature detection,বৈশিষ্ট্য ধৰা পেলোৱা
feed cycle,ফিড চক্ৰ
feedback,মতামত
feeder,ফিডাৰ
fetch,লৈ অনা
fibonacci search,fibonacci অনুসন্ধান
fibonacci sequence,fibonacci ক্ৰম
fibonacci series,fibonacci শৃংখলা
fibre optics,ফাইবাৰ অপটিক্স
fido net,ফিডো নেট
field,ক্ষেত্ৰ
fifth generation computers,পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ
file,ফাইল
file access method,ফাইল অভিগম পদ্ধতি
file allocation table,ফাইল আবণ্টন টেবুল
file compression,ফাইল সংকোচন
file copying,ফাইল কপি কৰা
file layout,ফাইল বিন্যাস
file merge,ফাইল মাৰ্জ কৰক
file recovery,ফাইল পুনৰুদ্ধাৰ
file storage,নথিপত্ৰ সংৰক্ষণ
file structure,নথিপত্ৰ গঠন
file system,নথিপত্ৰপ্ৰণালী
file transfer,ফাইল স্থানান্তৰ
file transfer protocol (FTP),নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP)
filter,ফিল্টাৰ
final state,চূড়ান্ত অৱস্থা
find,সন্ধান কৰা
finite state machine,সসীম অৱস্থাৰ যন্ত্ৰ
fire wall,জুইৰ দেৱাল
firmware,ফাৰ্মৱেৰ
first come first serve,প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক
first generation computer,প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ
first in first out (FIFO),প্ৰথম ইন প্ৰথম আউট (FIFO)
first order logic,প্ৰথম ক্ৰমৰ যুক্তি
first order theory,প্ৰথম ক্ৰমৰ তত্ত্ব
fixed partition,স্থিৰ বিভাজন
flag,পতাকা
flexible disk,নমনীয় ডিষ্ক
floppy disk,ফ্লপি ডিস্ক
flopy disk drive (Fdd),ফ্লপি ডিষ্ক ড্ৰাইভ (Fdd)
flow chart,ফ্ল&#39; চাৰ্ট
flow of control,নিয়ন্ত্ৰণৰ প্ৰবাহ
flush,ফ্লাছ
folder,ফোল্ডাৰ
font,ফন্ট
font family,ফন্ট পৰিয়াল
foreign key,বিদেশী চাবি
form,প্ৰপত্ৰ
formal language,আনুষ্ঠানিক ভাষা
formal system,আনুষ্ঠানিক ব্যৱস্থা
format,ফৰ্মেট
formatting,ফৰ্মেটিং
fortran,fortran
fortran programming,fortra প্ৰগ্ৰেমিং
forward slash,ফৰৱাৰ্ড স্লেছ
fourth generation computer,চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ
fragment,খণ্ড
frame,ফ্ৰেম
free net,মুক্ত নেট
free software foundation,মুক্ত চফ্টৱেৰ ভেটি
free storage,বিনামূলীয়া সংৰক্ষণ
freeware,ফ্ৰীৱেৰ
front end,আগশাৰীৰ
front panel,ফ্ৰন্ট পেনেল
function,অনুষ্ঠান
function key,ফাংচন কি&#39;
function reference,ফাংচন ৰেফাৰেন্স
functional dependency,কাৰ্য্যকৰী নিৰ্ভৰশীলতা
functional testing,কাৰ্য্যকৰী পৰীক্ষণ
fuzzy logic,অস্পষ্ট যুক্তি
fuzzy set,অস্পষ্ট ছেট
gain,লাভ কৰা
game tree,খেলা গছ
gap character,ফাঁক চৰিত্ৰ
garbage,আৱৰ্জনা
garbage collection,জাবৰ সংগ্ৰহ
garbage collection,জাবৰ সংগ্ৰহ
garbage in garbage out (GIGO),জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO)
gate,গেট
gateway,গেটৱে
general program,সাধাৰণ কাৰ্যসূচী
general program,সাধাৰণ কাৰ্যসূচী
general purpose computer,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
general purpose computer,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
general register,সাধাৰণ পঞ্জীয়ন
generalization,সাধাৰণীকৰণ
generalization,সাধাৰণীকৰণ
general-purpose language,সাধাৰণ উদ্দেশ্যৰ ভাষা
general-purpose operating sysem,সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem
general-purpose regisgter,সাধাৰণ উদ্দেশ্যৰ পঞ্জীয়ন
generated error,সৃষ্টি কৰা ভুল
generating function,জেনেৰেটিং ফাংচন
generic class,জেনেৰিক ক্লাছ
generic function,জেনেৰিক ফাংচন
generic name,জেনেৰিক নাম
gigo,gigo
global,সাৰ্বজনীন
global code,গ্লোবেল ক&#39;ড
global lock,গ্লোবেল লক
global network,গ্লোবেল নেটৱৰ্ক
global network,গ্লোবেল নেটৱৰ্ক
global user,গ্লোবেল ব্যৱহাৰকাৰী
global variable,গ্লোবেল ভেৰিয়েবল
globalisation,বিশ্বায়ন
gopher,gopher
gopher client,gopher ক্লায়েন্ট
gopher server,gopher চাৰ্ভাৰ
gopher site,gopher চাইট
gopher space,gopher স্থান
graceful degradation,graceful অৱক্ষয়
grammar checker,ব্যাকৰণ পৰীক্ষক
grammar graceful exit,ব্যাকৰণ graceful প্ৰস্থান
grand total,সৰ্বমুঠ
graph,গ্ৰাফ
graph plotting,গ্ৰাফ প্লটিং
graphic character,গ্ৰাফিক চৰিত্ৰ
graphic controller,গ্রাফিক নিয়ন্ত্রক
graphic data structure,গ্ৰাফিক ডাটা গঠন
graphic display program,গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম
graphic display resolution,গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন
graphic language,গ্ৰাফিক ভাষা
graphic language,গ্ৰাফিক ভাষা
graphic panel,গ্ৰাফিক পেনেল
graphical animation,গ্ৰাফিকেল এনিমেচন
graphical interface format (GIF),চিত্ৰাঙ্কিত আন্তঃপৃষ্ঠ বিন্যাস (GIF)
graphical user interface (GUI),চিত্ৰাঙ্কিত ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI)
graphics,গ্রাফিক্স
graphics application,গ্ৰাফিক্স এপ্লিকেচন
graphics cursor,গ্ৰাফিক্স কাৰ্চাৰ
graphics mode,গ্ৰাফিক্স মোড
graphics package,গ্ৰাফিক্স পেকেজ
graphics software,গ্ৰাফিক্স চফ্টৱেৰ
graphics software,গ্ৰাফিক্স চফ্টৱেৰ
graphics software package,গ্ৰাফিক্স চফ্টৱেৰ পেকেজ
gray scale,ধূসৰ স্কেল
greedy method,লোভী পদ্ধতি
grep,grep
grid,গ্ৰিড
grid chart,গ্ৰীড চাৰ্ট
grid computing,গ্ৰীড কম্পিউটিং
grid modulation,গ্ৰীড মডুলেচন
ground wave,মাটিৰ তৰংগ
group,গোট
group address,গোটৰ ঠিকনা
group code,গ্ৰুপ ক&#39;ড
group communication,গোটৰ যোগাযোগ
group communication,গোটৰ যোগাযোগ
group identification,গোট চিনাক্তকৰণ
group name,গোটৰ নাম
groupware,গ্ৰুপৱেৰ
growth,বৃদ্ধি
guard,ৰক্ষা কৰা
guided media,নিৰ্দেশিত মাধ্যম
gunzip,গুনজিপ
hack,হেক কৰক
hacker,হেকাৰ
hacker's dictionary,hacker&#39;s অভিধান
half adder,হাফ এডাৰ
half bridge,আধা দলং
half duplex,হাফ ডুপ্লেক্স
half duplex line,হাফ ডুপ্লেক্স লাইন
half duplex mode,হাফ ডুপ্লেক্স মোড
half intensity,আধা তীব্ৰতা
half router,হাফ ৰাউটাৰ
half subtracter,আধা বিয়োগকাৰী
half toning,হাফ টোনিং
half word,আধা শব্দ
hamiltonious cycle,hamiltonious চক্ৰ
hamming code,হামিং কোড
hand,হাত
hand copy,হাতৰ কপি
handle,চম্ভালা
handling,হেণ্ডলিং
hang,ওলমা
happy net,সুখী নেট
hard copy device,হাৰ্ড কপি ডিভাইচ
hard disk,হাৰ্ড ডিস্ক
hard disk crash,হাৰ্ড ডিষ্ক ক্ৰেচ
hard error,কঠিন ভুল
hardware flow control,হাৰ্ডৱেৰ প্ৰবাহ নিয়ন্ত্ৰণ
harmonic,হাৰমনিক
harmonic mean,হাৰমনিক গড়
hash,hash
hash diagram,হেচ ডায়াগ্ৰাম
hash table,হেচ টেবুল
hashing technique,হেচিং কৌশল
header,হেডাৰ
heap,ঢেৰ
heap sort,heap sort
help,সহায়
help screen,সহায় পৰ্দা
helpnet,হেল্পনেট
hertz,হাৰ্টজ
heuristic,heuristic
heuristic method,হিউৰিষ্টিক পদ্ধতি
hexadecimal numbers,ষড়দশমিক সংখ্যা
hidden line,লুকাই থকা ৰেখা
hierarchical data base,স্তৰভিত্তিক তথ্য ভিত্তি
hierarchical file system,স্তৰভিত্তিক নথিপত্ৰপ্ৰণালী
hierarchical topography,স্তৰভিত্তিক ভূ-প্ৰকৃতি
high level language,উচ্চ পৰ্যায়ৰ ভাষা
high memory area,উচ্চ স্মৃতিশক্তি এলেকা
high performance,উচ্চ পৰিৱেশন
hit,মৰা
hit rate,হিট হাৰ
hit ratio,হিট ৰেচিঅ&#39;
hole,ফুটা
home directory,হোম ডাইৰেকটৰী
home page,হোম পেজ
homogeneous coordinate,সমজাতীয় স্থানাংক
hop,জঁপিওৱা
hop count,হপ গণনা
horn,শিঙ
host computer,গৃহস্থ কম্পিউটাৰ
host computer,গৃহস্থ কম্পিউটাৰ
host language,গৃহস্থ ভাষা
hot key,হট কী
hyper text markup language (HTML),হাইপাৰ টেক্সট মাৰ্কআপ ভাষা (HTML)
hypothesis,অনুমান
I pod,মই পড
I/O buffer,I/O বাফাৰ
I/O port,I/O পৰ্টে
I/O unit,I/O একক
identifier,চিনাক্তকৰ্তা
identity,পৰিচয়
image,ছৱি
image sensor,ইমেজ চেন্সৰ
impact printer,ইমপেক্ট প্ৰিন্টাৰ
impedence,ইম্পিডেন্স
imperative programme language,আৱশ্যকীয় প্ৰগ্ৰেম ভাষা
imperative statement,আৱশ্যকীয় বক্তব্য
implicit address,অন্তৰ্নিহিত ঠিকনা
impossible event,অসম্ভৱ পৰিঘটনা
inactive node,নিষ্ক্ৰিয় ন&#39;ড
inconsistency,অসামঞ্জস্যতা
increment,বৃদ্ধি কৰক
index,সূচী
index data item,সূচী তথ্য বস্তু
index file,সূচী নথিপত্ৰ
index register,সূচী পঞ্জীয়ন
index sequential,সূচী ক্ৰমিক
indexed addressing,সূচীভুক্ত ঠিকনাকৰণ
indexed language,সূচীভুক্ত ভাষা
indexed sequence file,সূচীভুক্ত ক্ৰম নথিপত্ৰ
indexed sequential sccess method (ISAM),সূচীভুক্ত ক্ৰমিক sccess পদ্ধতি (ISAM)
indirect addressing,পৰোক্ষ সম্বোধন
Informatics,তথ্যবিজ্ঞান
Information,তথ্য
information bit,তথ্য বিট
information management,তথ্য ব্যৱস্থাপনা
information management system (IMS),তথ্য ব্যৱস্থাপনা ব্যৱস্থা (IMS)
information retrieval,তথ্য উদ্ধাৰ কৰা
information system,তথ্য ব্যৱস্থা
information technology (IT),তথ্য প্ৰযুক্তি (IT)
infrastructure management,আন্তঃগাঁথনি ব্যৱস্থাপনা
Inheritance,উত্তৰাধিকাৰ
inherited error,উত্তৰাধিকাৰী সূত্ৰে পোৱা ভুল
Initial,প্ৰাৰম্ভিক
initial address,প্ৰাৰম্ভিক ঠিকনা
initial state,প্ৰাৰম্ভিক অৱস্থা
Initialization,আৰম্ভণি
ink jet printer,ইংক জেট প্ৰিন্টাৰ
Innumerable,অসংখ্য
i-node table,i-node টেবুল
inoperable time,অকাৰ্য্যকৰী সময়
input buffer register,ইনপুট বাফাৰ ৰেজিষ্টাৰ
input output processor (I/O processor),ইনপুট আউটপুট প্ৰচেছৰ (I/O প্ৰচেছৰ)
input output register (I/O register),ইনপুট আউটপুট ৰেজিষ্টাৰ (I/O ৰেজিষ্টাৰ)
input output statement (I/O statement),ইনপুট আউটপুট বিবৃতি (I/O বিবৃতি)
input/output (I/O),ইনপুট/আউটপুট (I/O)
input/output buffer (I/O buffer),ইনপুট/আউটপুট বাফাৰ (I/O বাফাৰ)
input/output device (I/O device),ইনপুট/আউটপুট ডিভাইচ (I/O ডিভাইচ)
Insert,প্ৰবিষ্ট কৰা
insertion sort,সন্নিৱিষ্ট কৰা সজাই পৰাই তোলা
installation time,সংস্থাপনৰ সময়
Instance,উদাহৰণ
Instruction,নিৰ্দেশনা
instruction counter,নিৰ্দেশনা কাউণ্টাৰ
instruction cycle,নিৰ্দেশনা চক্ৰ
instruction set,নিৰ্দেশনা ছেট
integer programming,পূৰ্ণসংখ্যা প্ৰগ্ৰেমিং
integer variable,পূৰ্ণসংখ্যা চলক
integrated modem,সংহত মডেম
integrated services digital network (ISDN),ডিজিটেল নেটৱৰ্ক (ISDN)
Integrity,একতা
intelligent controller,বুদ্ধিমান নিয়ন্ত্ৰক
intelligent terminal,বুদ্ধিমান টাৰ্মিনেল
inter block,inter ব্লক
inter block gap,আন্তঃব্লক ব্যৱধান
inter communication system,আন্তঃ যোগাযোগ ব্যৱস্থা
Interaction,ভাৱ-বিনিময়
interactive graphics,ইন্টাৰেক্টিভ গ্ৰাফিক্স
interactive keyboard printer,ইন্টাৰেক্টিভ কিবৰ্ড প্ৰিন্টাৰ
intercom service,ইন্টাৰকম সেৱা
Interface,আন্তঃপৃষ্ঠ
Interleaving,ইন্টাৰলিভিং
intermediate buffer,মধ্যৱৰ্তী বাফাৰ
internal block,অভ্যন্তৰীণ ব্লক
internal communication,আভ্যন্তৰীণ যোগাযোগ
internal fragmentation,আভ্যন্তৰীণ খণ্ডিতকৰণ
internal memory,আভ্যন্তৰীণ স্মৃতিশক্তি
internal sort,অভ্যন্তৰীণ সজাই পৰাই তোলা
internal timer,অভ্যন্তৰীণ টাইমাৰ
international organization for standardization (ISO),আন্তৰ্জাতিক প্ৰামাণিককৰণ সংস্থা (ISO)
international technical support organization,আন্তঃৰাষ্ট্ৰীয় কাৰিকৰী সহায়ক সংস্থা
Internet,ইণ্টাৰনেট
internet engineering task force (IETF),ইণ্টাৰনেট অভিযান্ত্ৰিক টাস্ক ফ&#39;ৰ্চ (IETF)
internet explorer,ইন্টাৰনেট এক্সপ্ল&#39;ৰাৰ
internet hunt,ইন্টাৰনেট হান্ট
internet monthly report,ইণ্টাৰনেটৰ মাহেকীয়া প্ৰতিবেদন
internet packet exchange,ইণ্টাৰনেট পেকেট বিনিময়
internet protocol (IP),ইণ্টাৰনেট প্ৰট&#39;কল (IP)
internet protocol remove (IP),ইন্টাৰনেট প্ৰটোকল আঁতৰোৱা (IP)
internet relay chat (IRC),ইন্টাৰনেট ৰিলে চেট (IRC)
internet service provider,ইণ্টাৰনেট সেৱা প্ৰদানকাৰী
internet services list,ইণ্টাৰনেট সেৱাৰ তালিকা
internet society,ইণ্টাৰনেট সমাজ
internet tools,ইণ্টাৰনেট সঁজুলি
internet working,ইণ্টাৰনেটৰ কাম কৰা
internet working,ইণ্টাৰনেটৰ কাম কৰা
Interpolation,আন্তঃপ্ৰক্ষেপণ
Interpret,ব্যাখ্যা
Interpreter,ব্যাখ্যাকৰোতা
interprocess communication,আন্তঃপ্ৰক্ৰিয়া যোগাযোগ
Interrupt,মাজতে বাধা দিয়া
interrupt handler,বাধা নিয়ন্ত্ৰক
interrupt mask,interrupt মাস্ক
interrupt signal,বাধা সংকেত
interrupt vector,interrupt ভেক্টৰ
Interruption,বাধাগ্ৰস্ততা
Intersect,ছেদ কৰক
Intranet,ইন্ট্ৰানেট
Invariant,অপৰিৱৰ্তিত
inventory master file,ইনভেণ্টৰী মাষ্টাৰ ফাইল
inverse multiplexer,ইনভাৰ্ছ মাল্টিপ্লেক্সাৰ
inverse scanning,বিপৰীত স্কেনিং
inverted file,ওলোটা ফাইল
inverted list file,ওলোটা তালিকা নথিপত্ৰ
inverted page table,ওলোটা পৃষ্ঠা টেবুল
Inverter,ইনভাৰ্টাৰ
internet working,ইণ্টাৰনেটৰ কাম কৰা
Interpolation,আন্তঃপ্ৰক্ষেপণ
Interpret,ব্যাখ্যা
Interpreter,ব্যাখ্যাকৰোতা
interprocess communication,আন্তঃপ্ৰক্ৰিয়া যোগাযোগ
Interrupt,মাজতে বাধা দিয়া
interrupt handler,বাধা নিয়ন্ত্ৰক
interrupt mask,interrupt মাস্ক
interrupt signal,বাধা সংকেত
interrupt vector,interrupt ভেক্টৰ
Interruption,বাধাগ্ৰস্ততা
Intersect,ছেদ কৰক
Intranet,ইন্ট্ৰানেট
Invariant,অপৰিৱৰ্তিত
inventory master file,ইনভেণ্টৰী মাষ্টাৰ ফাইল
inverse multiplexer,ইনভাৰ্ছ মাল্টিপ্লেক্সাৰ
inverse scanning,বিপৰীত স্কেনিং
inverted file,ওলোটা ফাইল
inverted list file,ওলোটা তালিকা নথিপত্ৰ
inverted page table,ওলোটা পৃষ্ঠা টেবুল
Inverter,ইনভাৰ্টাৰ
job management,চাকৰি ব্যৱস্থাপনা
job oriented language,চাকৰিমুখী ভাষা
job priority,চাকৰিৰ অগ্ৰাধিকাৰ
job scheduling,চাকৰিৰ সময়সূচী
