Marathi,Assamese
विलंब वेळ,বিলম্বৰ সময়
हटवा,বিলোপ
हटवणे रेकॉर्ड,ডিলিচন ৰেকৰ্ড
परिसीमक,সীমা নিৰ্ধাৰণকাৰী
डेल्टा मॉड्युलेशन,ডেল্টা মডুলেচন
मागणी पेजिंग,ডিমাণ্ড পেজিং
डेमो,ডেমো
demodulation,ডিমডুলেচন
demultiplexer,ডিমাল্টিপ্লেক্সাৰ
विकृतीकरण,ডিনৰ্মেলাইজেচন
घनता,ঘনত্ব
अवलंबित्व,নিৰ্ভৰশীলতা
अवलंबून युनिट,নিৰ্ভৰশীল একক
पंक्ती,ডিকিউ
संदर्भ देणे,ডিৰেফাৰেন্সিং
व्युत्पन्न झाड,ব্যুৎপত্তি গছ
व्युत्पन्न फील्ड,ব্যুৎপত্তি কৰা ক্ষেত্ৰ
उतरत्या क्रमवारी,অৱনমিত সজাই পৰাই তোলা
डिझाइन,ডিজাইন
डेस्क कॅल्क्युलेटर,ডেস্ক কেলকুলেটৰ
डेस्कटॉप संगणक,ডেস্ক টপ কম্পিউটাৰ
डेस्कटॉप सादरीकरण,ডেস্কটপ উপস্থাপন
डेस्कटॉप प्रकाशन (DTP),ডেস্কটপ প্ৰকাশন (DTP)
डेस्कटॉप व्हिडिओ,ডেস্কটপ ভিডিঅ&#39;
गंतव्य पत्ता,গন্তব্যস্থানৰ ঠিকনা
विनाशक,ধ্বংসকাৰী
निर्धारक ऑटोमॅट्स,ডিটাৰ্মিনিষ্ট্ৰিক অটোমেটসমূহ
विकसक,ডেভেলপাৰ
विकास प्रणाली,উন্নয়ন ব্যৱস্থা
साधन,ডিভাইচ
डिव्हाइस नियंत्रण युनिट,ডিভাইচ নিয়ন্ত্ৰণ একক
डिव्हाइस नियंत्रक,ডিভাইচ নিয়ন্ত্ৰক
डिव्हाइस व्यवस्थापन,ডিভাইচ ব্যৱস্থাপনা
डिव्हाइस मोड,ডিভাইচ ধৰণ
निदान,নিদান
निदान प्रणाली,ডায়েগনষ্টিক চিষ্টেম
निदान,ডায়েগনষ্টিকছ
आकृती,ডায়েগ্ৰাম
डायल,ডায়েল কৰক
डायल लाइन,ডায়েল লাইন
डायल टोन,ডায়েল টোন
डायल करा,ডায়েল আপ কৰক
संवाद,সংলাপ
डायलॉग बॉक्स,সংলাপ বাকচ
डायलअप मॉडेम,ডায়েলআপ মডেম
आकारमान,ব্যাস
शब्दकोश,অভিধান
भिन्नता,পাৰ্থক্য
डिजिटल,ডিজিটেল
डिजिटल चॅनेल,ডিজিটেল চেনেল
डिजिटल सर्किट,ডিজিটেল বৰ্তনী
डिजिटल संगणक,ডিজিটেল কম্পিউটাৰ
डिजिटल डेटा,ডিজিটেল ডাটা
डिजिटल सुविधा,ডিজিটেল সুবিধা
डिजिटल फिल्टर,ডিজিটেল ফিল্টাৰ
डिजिटल लायब्ररी,ডিজিটেল লাইব্ৰেৰী
डिजिटल मॉड्यूलेशन,ডিজিটেল মডুলেচন
डिजिटल मॉनिटर,ডিজিটেল মনিটৰ
डिजिटल चित्र,ডিজিটেল ছবি
डिजिटल स्वाक्षरी,ডিজিটেল স্বাক্ষৰ
डिजिटल स्विच,ডিজিটেল চুইচ
डिजिटल ते अॅनालॉग (D/A) कनवर्टर,ডিজিটেলৰ পৰা এনালগলৈ (D/A) ৰূপান্তৰক
डिजिटायझेशन,ডিজিটাইজেচন
डिजीटल करा,ডিজিটেলাইজ কৰক
डिजिटायझर,ডিজিটাইজাৰ
डायोड,ডাইঅ&#39;ড
थेट,পোনপটীয়া
थेट पत्ता,প্ৰত্যক্ষ ঠিকনা
थेट रूपांतरण,প্ৰত্যক্ষ ৰূপান্তৰ
थेट जोडणी,প্ৰত্যক্ষ সংযোজন
डायरेक्ट मेमरी ऍक्सेस (DMA),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
डायरेक्ट मेमरी ऍक्सेस (DMA),প্ৰত্যক্ষ স্মৃতিশক্তি প্ৰৱেশ (DMA)
थेट पद्धत,প্ৰত্যক্ষ পদ্ধতি
निर्देश,নিৰ্দেশনা
निर्देशिका,ডাইৰেকটৰী
निर्देशिका सर्व्हर,ডাইৰেকটৰি চাৰ্ভাৰ
निर्देशिका सेवा,ডাইৰেকটৰি সেৱা
अक्षम करा,অক্ষম
सिग्नल अक्षम करणे,সংকেত নিষ্ক্ৰিয় কৰা
डिस्कनेक्ट करा,সংযোগ বিচ্ছিন্ন কৰক
स्वतंत्र,বিচ্ছিন্ন
डिस्क,ডিস্ক
डिस्क पत्ता,ডিষ্কৰ ঠিকনা
डिस्क अॅरे,ডিষ্ক এৰে
डिस्क क्षमता,ডিষ্কৰ ক্ষমতা
डिस्क ड्राइव्ह,ডিষ্ক ড্ৰাইভ
डिस्क फाइल,ডিষ্ক নথিপত্ৰ
डिस्क मेमरी,ডিষ্ক মেমৰি
डिस्क ऑपरेटिंग सिस्टम (DOS),ডিষ্ক কাৰ্য্যকৰপ্ৰণালী (DOS)
डिस्क पॅक,ডিষ্ক পেক
डिस्क सर्व्हर,ডিষ্ক চাৰ্ভাৰ
डिस्क स्टोरेज,ডিষ্ক সংৰক্ষণ
डिस्केट,ডিস্কেট
फाइल प्रदर्शित करा,ফাইল প্ৰদৰ্শন কৰক
प्रतिमा प्रदर्शित करा,ছবি প্ৰদৰ্শন কৰক
विल्हेवाट,নিষ্পত্তি
अंतर,দূৰত্ব
अंतर कार्य,দূৰত্বৰ ফলন
विकृती,বিকৃতি
वितरित केले,বিতৰণ কৰা হৈছে
वितरित डेटा,বিতৰণ কৰা তথ্য
वितरित सर्व्हर,বিতৰণ কৰা চাৰ্ভাৰ
वितरित प्रणाली,বিতৰণ কৰা ব্যৱস্থা
वितरणात्मक,বিতৰণমূলক
दस्तऐवज,নথিপত্ৰ
दस्तऐवज पुनर्प्राप्त,নথিপত্ৰ উদ্ধাৰ কৰা হৈছে
दस्तऐवज विंडो,নথিপত্ৰ উইন্ডো
दस्तऐवजीकरण,নথিপত্ৰ
डोमेन,ডমেইন
डोमेनचे नाव,ডমেইনৰ নাম
डॉट मॅट्रिक्स प्रिंटर,ডট মেট্ৰিক্স প্ৰিন্টাৰ
खाली,তললৈ
डाउन लिंक,ডাউন লিংক
डाउन लोडिंग,ডাউন লোডিং
खाली वेळ,ডাউন টাইম
ड्रॅग करणे,ড্ৰেগিং কৰা
DRAM (डायनॅमिक रॅम),DRAM (ডাইনামিক ৰেম)
वाहून जाणे,ড্ৰিফ্ট
चालक,ড্ৰাইভাৰ
थेंब,টোপাল
ड्रॉप डाउन सूची बॉक्स,ড্ৰপ ডাউন তালিকা বাকচ
ड्रम ड्राइव्ह,ড্ৰাম ড্ৰাইভ
ड्रम प्रिंटर,ড্ৰাম প্ৰিন্টাৰ
ड्रम युनिट,ড্ৰাম ইউনিট
दुहेरी,দ্বৈত
दुहेरी घनता,দ্বৈত ঘনত্ব
डमी पत्ता,ডামি ঠিকনা
डंप,ভাণ্ডাৰ
डुप्लेक्स सर्किट,ডুপ্লেক্স বৰ্তনী
डुप्लेक्सिंग,ডুপ্লেক্সিং
नक्कल,ডুপ্লিকেট কৰক
DVD R/W,ডিভিডি R/W
डीव्हीडी रॉम,DVD ROM
डायनॅमिक सूचना,গতিশীল নিৰ্দেশনা
डायनॅमिक मेमरी,গতিশীল স্মৃতিশক্তি
गतिशीलता,গতিশীলতা
EBCDIC,ইবিচিডিআইচি
ई-व्यवसाय,ই-ব্যৱসায়
प्रतिध्वनी,প্ৰতিধ্বনি
ई-कॉमर्स,ই-কমাৰ্চ
सुधारणे,সম্পাদনা কৰক
संपादक,সম্পাদক
शैक्षणिक तंत्रज्ञान,শৈক্ষিক প্ৰযুক্তি
ईईपी रोम,ইইপি ৰম
प्रभावी पत्ता (फ्लोटिंग पत्ता),ফলপ্ৰসূ ঠিকনা (ভাসমান ঠিকনা)
प्रभावी ऑपरेंड पत्ता,ফলপ্ৰসূ অপাৰেণ্ড ঠিকনা
प्रभावी प्रक्रिया,ফলপ্ৰসূ পদ্ধতি
प्रभावी UID (वापरकर्ता ओळख),ফলপ্ৰসূ UID (ব্যৱহাৰকাৰী চিনাক্তকৰণ)
प्रभावी ट्रान्समिशन ऑपरेंड,ফলপ্ৰসূ সংক্ৰমণ অপাৰেণ্ড
आठ-बिट बाइट,আঠ-বিট বাইট
ई-लर्निंग,ই-লাৰ্নিং
निवडणूक-अल्गिर्म,নিৰ্বাচন-algirthm
इलेक्ट्रिक मेलिंग (ई-मेल),বৈদ্যুতিক মেইলিং (ই-মেইল)
इलेक्ट्रिक प्रिंटर,বৈদ্যুতিক প্ৰিন্টাৰ
इलेक्ट्रिकल अकाउंटिंग मशीन,বৈদ্যুতিক একাউণ্টিং মেচিন
इलेक्ट्रॉनिक,ইলেক্ট্ৰনিক
इलेक्ट्रॉनिक क्लिअरन्स सिस्टम (ECS),ইলেক্ট্ৰনিক ক্লিয়াৰেন্স চিষ্টেম (ECS)
इलेक्ट्रॉनिक डेटा इंटरचेंज (EDI),ইলেক্ট্ৰনিক ডাটা বিনিময় (EDI)
इलेक्ट्रॉनिक डेटा प्रोसेसिंग,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
इलेक्ट्रॉनिक फाइलिंग,ইলেক্ট্ৰনিক ফাইলিং
इलेक्ट्रॉनिक निधी हस्तांतरण प्रणाली (EFTS),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
इलेक्ट्रॉनिक जर्नल्स,ইলেক্ট্ৰনিক জাৰ্নেল
इलेक्ट्रॉनिक प्रकाशन,ইলেক্ট্ৰনিক প্ৰকাশন
इलेक्ट्रॉनिक स्विच,ইলেক্ট্ৰনিক চুইচ
घटक,উপাদান
ई-मेल,ই-মেইল
ई-मेल पत्ता,ই-মেইল ঠিকনা
एम्बेडेड प्रणाली,এম্বেডেড চিস্টেম
एम्बेडिंग,এম্বেডিং
एमिटर कपल लॉजिक (ECL),এমিটাৰ কাপল লজিক (ECL)
रिक्त स्टॅक,খালী ষ্টেক
रिक्त स्ट्रिंग,খালী ষ্ট্ৰিং
अनुकरण,অনুকৰণ
encapsulation,এনকেপচুলেচন
कूटलेखन,encipher
एन्कोड,এনকোড কৰক
एन्कोडर,এনকোডাৰ
एन्क्रिप्ट केलेला डेटा,এনক্ৰেপ্ট কৰা তথ্য
एन्क्रिप्टिंग फाइल सिस्टम,নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা
एनक्रिप्शन,এনক্ৰিপচন
ब्लॉकचा शेवट,ব্লকৰ শেষ
फाइलचा शेवट (EOF),ফাইলৰ শেষ (EOF)
अंतिम वापरकर्ता,শেষ ব্যৱহাৰকাৰী
प्रविष्ट करा,প্ৰৱেশ কৰা
एंटर-की,এণ্টাৰ-কি
एंटरप्राइझ सर्व्हर,এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ
एंटरप्राइझ प्रणाली,উদ্যোগ ব্যৱস্থা
अस्तित्व,সত্তা
अस्तित्व-संबंध,সত্তা-সম্পৰ্ক
प्रवेश वेळ,প্ৰৱেশৰ সময়
एंट्री व्हेरिएबल,প্ৰৱেশ চলক
असंख्य,গণনাযোগ্য
वातावरण,পৰিৱেশ
युग,যুগ
EPROM,EPROM
एप्सिलॉन बंद करणे,এপ্সিলন বন্ধ কৰা
तुल्यकारक,ইকুৱেলাইজাৰ
उपकरणे,সঁজুলি
समतुल्य वर्ग,সমতুল্যতা শ্ৰেণী
समतुल्य संबंध,সমতুল্যতা সম্পৰ্ক
पुसून टाका,মচি পেলাওক
कोड दुरुस्त करताना त्रुटी,ক&#39;ড সংশোধন কৰাত ত্ৰুটি
त्रुटी सुधारणे,ভুল সংশোধন
त्रुटी शोधणे,ভুল ধৰা পেলোৱা
त्रुटी हाताळणी,ভুল নিয়ন্ত্ৰণ
त्रुटी संदेश,ভুল বাৰ্তা
त्रुटी दर,ভুলৰ হাৰ
त्रुटी पुनर्प्राप्ती,ত্ৰুটি পুনৰুদ্ধাৰ
त्रुटी नित्यक्रम,ভুল ৰুটিন
सुटलेले पात्र,পলায়ন চৰিত্ৰ
इथरनेट,ইথাৰনেট
कार्यक्रम,কাৰ্যক্ৰম
कार्यक्रम साखळी,ইভেন্ট শৃংখল
घटना नियंत्रण,ইভেন্ট নিয়ন্ত্ৰণ
कार्यक्रम काउंटर,ইভেন্ট কাউণ্টাৰ
अपवाद हाताळणी,ব্যতিক্ৰম নিয়ন্ত্ৰণ
एक्सचेंज करण्यायोग्य डिस्क स्टोरेज,বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ
बहिष्कार,বৰ্জন
अनन्य किंवा (XOR),একচেটিয়া বা (XOR)
एक्झिक्युटेबल प्रोग्राम,এক্সিকিউটেবল প্ৰগ্ৰেম
कार्यकारी विधान,কাৰ্য্যবাহী বিবৃতি
संपूर्ण शोध,বিস্তৃত অনুসন্ধান
अस्तित्वात आहे,উপলব্ধ
बाहेर पडा,প্ৰস্থান
तज्ञ प्रणाली,বিশেষজ্ঞ ব্যৱস্থা
अभिव्यक्ती,অভিব্যক্তি
विस्तारित ग्राफिक अॅरे (XGA),সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA)
विस्तारित उद्योग मानक (EIS),বৰ্ধিত উদ্যোগ মানদণ্ড (EIS)
विस्तारित मशीन,বৰ্ধিত মেচিন
विस्तारित मेमरी,বৰ্ধিত স্মৃতিশক্তি
विस्तारित अचूकता,বৰ্ধিত নিখুঁততা
विस्तारित वर्गीकरण,বৰ্ধিত সজাই পৰাই তোলা
बाह्य कॉल,বাহ্যিক কল
बाह्य त्रुटी,বাহ্যিক ভুল
बाह्य कार्य,বাহ্যিক কাৰ্য্য
बाह्य व्यत्यय,বাহ্যিক বাধা
बाह्य मेमरी,বাহ্যিক স্মৃতিশক্তি
बाह्य मेमरी,বাহ্যিক স্মৃতিশক্তি
बाह्य मोडेम,বাহ্যিক মডেম
बाह्य संदर्भ,বাহ্যিক উল্লেখ
बाह्य शोध,বাহ্যিক অনুসন্ধান
बाह्य स्टोरेज डिव्हाइस,বাহ্যিক সংৰক্ষণ ডিভাইচ
काढणे,নিষ্কাশন
एक्सट्रापोलेशन,বহিঃপ্ৰক্ষেপণ
चेहरा-वर्ण प्रिंटर,মুখ-আখৰ প্ৰিন্টাৰ
अयशस्वी-सुरक्षित ऑपरेशन,বিফল-নিৰাপদ কাৰ্য্য
अपयशाचा दर,বিফলতাৰ হাৰ
अपयश पुनर्प्राप्ती,বিফলতা পুনৰুদ্ধাৰ
खोटा कोड,মিছা ক&#39;ড
खोटी चूक,মিছা ভুল
फॅन-इन,ফেন-ইন
बाहेर,ফেন-আউট
फॅसिमाईल I/O डिव्हाइस,fascimile I/O ডিভাইচ
फास्ट फोरियर ट्रान्सफॉर्म (FFT),দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT)
गंभीर त्रुटी,মাৰাত্মক ভুল
दोष शोधणे,ত্ৰুটি ধৰা পেলোৱা
दोष निदान,দোষ নিদান
चुकीची सहनशीलता,দোষ সহনশীলতা
फॅक्स,ফেক্স
फॅक्स संदेश,ফেক্স বাৰ্তা
FDC,এফ ডি চি
वैशिष्ट्य शोध,বৈশিষ্ট্য ধৰা পেলোৱা
फीड सायकल,ফিড চক্ৰ
अभिप्राय,মতামত
फीडर,ফিডাৰ
आणणे,লৈ অনা
फिबोनाची शोध,fibonacci অনুসন্ধান
फिबोनाची क्रम,fibonacci ক্ৰম
फिबोनाची मालिका,fibonacci শৃংখলা
फायबर ऑप्टिक्स,ফাইবাৰ অপটিক্স
फिडो नेट,ফিডো নেট
फील्ड,ক্ষেত্ৰ
पाचव्या पिढीचे संगणक,পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ
फाइल,ফাইল
फाइल प्रवेश पद्धत,ফাইল অভিগম পদ্ধতি
फाइल वाटप सारणी,ফাইল আবণ্টন টেবুল
फाइल कॉम्प्रेशन,ফাইল সংকোচন
फाइल कॉपी करणे,ফাইল কপি কৰা
फाइल लेआउट,ফাইল বিন্যাস
फाइल विलीनीकरण,ফাইল মাৰ্জ কৰক
फाइल पुनर्प्राप्ती,ফাইল পুনৰুদ্ধাৰ
फाइल स्टोरेज,নথিপত্ৰ সংৰক্ষণ
फाइल संरचना,নথিপত্ৰ গঠন
फाइल सिस्टम,নথিপত্ৰপ্ৰণালী
फाइल हस्तांतरण,ফাইল স্থানান্তৰ
फाइल ट्रान्सफर प्रोटोकॉल (FTP),নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP)
फिल्टर,ফিল্টাৰ
अंतिम स्थिती,চূড়ান্ত অৱস্থা
शोधणे,সন্ধান কৰা
मर्यादित राज्य मशीन,সসীম অৱস্থাৰ যন্ত্ৰ
आग भिंत,জুইৰ দেৱাল
फर्मवेअर,ফাৰ্মৱেৰ
प्रथम येणाऱ्यास प्रथम सेवा,প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক
पहिल्या पिढीचा संगणक,প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ
फर्स्ट इन फर्स्ट आउट (FIFO),প্ৰথম ইন প্ৰথম আউট (FIFO)
प्रथम ऑर्डर तर्क,প্ৰথম ক্ৰমৰ যুক্তি
प्रथम ऑर्डर सिद्धांत,প্ৰথম ক্ৰমৰ তত্ত্ব
निश्चित विभाजन,স্থিৰ বিভাজন
झेंडा,পতাকা
लवचिक डिस्क,নমনীয় ডিষ্ক
फ्लॉपी डिस्क,ফ্লপি ডিস্ক
फ्लॉपी डिस्क ड्राइव्ह (Fdd),ফ্লপি ডিষ্ক ড্ৰাইভ (Fdd)
प्रवाह चार्ट,ফ্ল&#39; চাৰ্ট
नियंत्रण प्रवाह,নিয়ন্ত্ৰণৰ প্ৰবাহ
फ्लश,ফ্লাছ
फोल्डर,ফোল্ডাৰ
फॉन्ट,ফন্ট
फॉन्ट कुटुंब,ফন্ট পৰিয়াল
परदेशी की,বিদেশী চাবি
फॉर्म,প্ৰপত্ৰ
औपचारिक भाषा,আনুষ্ঠানিক ভাষা
औपचारिक प्रणाली,আনুষ্ঠানিক ব্যৱস্থা
स्वरूप,ফৰ্মেট
स्वरूपन,ফৰ্মেটিং
फोरट्रान,fortran
फोरट्रान प्रोग्रामिंग,fortra প্ৰগ্ৰেমিং
पुढे झुकणारी तिरकी रेष,ফৰৱাৰ্ড স্লেছ
चौथ्या पिढीचा संगणक,চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ
तुकडा,খণ্ড
फ्रेम,ফ্ৰেম
मोफत नेट,মুক্ত নেট
मोफत सॉफ्टवेअर फाउंडेशन,মুক্ত চফ্টৱেৰ ভেটি
विनामूल्य संचयन,বিনামূলীয়া সংৰক্ষণ
फ्रीवेअर,ফ্ৰীৱেৰ
समोरचे टोक,আগশাৰীৰ
समोरची बाजू,ফ্ৰন্ট পেনেল
कार्य,অনুষ্ঠান
फंक्शन की,ফাংচন কি&#39;
कार्य संदर्भ,ফাংচন ৰেফাৰেন্স
कार्यात्मक अवलंबित्व,কাৰ্য্যকৰী নিৰ্ভৰশীলতা
कार्यात्मक चाचणी,কাৰ্য্যকৰী পৰীক্ষণ
अस्पष्ट तर्क,অস্পষ্ট যুক্তি
अस्पष्ट संच,অস্পষ্ট ছেট
मिळवणे,লাভ কৰা
खेळाचे झाड,খেলা গছ
अंतर वर्ण,ফাঁক চৰিত্ৰ
कचरा,আৱৰ্জনা
कचरा गोळा करणे,জাবৰ সংগ্ৰহ
कचरा गोळा करणे,জাবৰ সংগ্ৰহ
कचरा बाहेर कचरा (GIGO),জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO)
गेट,গেট
प्रवेशद्वार,গেটৱে
सामान्य कार्यक्रम,সাধাৰণ কাৰ্যসূচী
सामान्य कार्यक्रम,সাধাৰণ কাৰ্যসূচী
सामान्य उद्देश संगणक,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
सामान्य उद्देश संगणक,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
सामान्य नोंदणी,সাধাৰণ পঞ্জীয়ন
सामान्यीकरण,সাধাৰণীকৰণ
सामान्यीकरण,সাধাৰণীকৰণ
सामान्य हेतूची भाषा,সাধাৰণ উদ্দেশ্যৰ ভাষা
सामान्य उद्देश ऑपरेटिंग सिस्टम,সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem
सामान्य-उद्देश रजिस्टर,সাধাৰণ উদ্দেশ্যৰ পঞ্জীয়ন
व्युत्पन्न त्रुटी,সৃষ্টি কৰা ভুল
निर्मिती कार्य,জেনেৰেটিং ফাংচন
सामान्य वर्ग,জেনেৰিক ক্লাছ
सामान्य कार्य,জেনেৰিক ফাংচন
सामान्य नाव,জেনেৰিক নাম
gigo,gigo
जागतिक,সাৰ্বজনীন
जागतिक कोड,গ্লোবেল ক&#39;ড
जागतिक लॉक,গ্লোবেল লক
जागतिक नेटवर्क,গ্লোবেল নেটৱৰ্ক
जागतिक नेटवर्क,গ্লোবেল নেটৱৰ্ক
जागतिक वापरकर्ता,গ্লোবেল ব্যৱহাৰকাৰী
जागतिक चल,গ্লোবেল ভেৰিয়েবল
जागतिकीकरण,বিশ্বায়ন
गोफर,gopher
गोफर क्लायंट,gopher ক্লায়েন্ট
गोफर सर्व्हर,gopher চাৰ্ভাৰ
गोफर साइट,gopher চাইট
गोफर जागा,gopher স্থান
मोहक अध:पतन,graceful অৱক্ষয়
व्याकरण तपासक,ব্যাকৰণ পৰীক্ষক
व्याकरण डौलदार निर्गमन,ব্যাকৰণ graceful প্ৰস্থান
एकूण,সৰ্বমুঠ
आलेख,গ্ৰাফ
आलेख प्लॉटिंग,গ্ৰাফ প্লটিং
ग्राफिक वर्ण,গ্ৰাফিক চৰিত্ৰ
ग्राफिक नियंत्रक,গ্রাফিক নিয়ন্ত্রক
ग्राफिक डेटा संरचना,গ্ৰাফিক ডাটা গঠন
ग्राफिक प्रदर्शन कार्यक्रम,গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম
ग्राफिक प्रदर्शन रिझोल्यूशन,গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন
ग्राफिक भाषा,গ্ৰাফিক ভাষা
ग्राफिक भाषा,গ্ৰাফিক ভাষা
ग्राफिक पॅनेल,গ্ৰাফিক পেনেল
ग्राफिकल अॅनिमेशन,গ্ৰাফিকেল এনিমেচন
ग्राफिकल इंटरफेस स्वरूप (GIF),চিত্ৰাঙ্কিত আন্তঃপৃষ্ঠ বিন্যাস (GIF)
ग्राफिकल यूजर इंटरफेस (GUI),চিত্ৰাঙ্কিত ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI)
ग्राफिक्स,গ্রাফিক্স
ग्राफिक्स अनुप्रयोग,গ্ৰাফিক্স এপ্লিকেচন
ग्राफिक्स कर्सर,গ্ৰাফিক্স কাৰ্চাৰ
ग्राफिक्स मोड,গ্ৰাফিক্স মোড
ग्राफिक्स पॅकेज,গ্ৰাফিক্স পেকেজ
ग्राफिक्स सॉफ्टवेअर,গ্ৰাফিক্স চফ্টৱেৰ
ग्राफिक्स सॉफ्टवेअर,গ্ৰাফিক্স চফ্টৱেৰ
ग्राफिक्स सॉफ्टवेअर पॅकेज,গ্ৰাফিক্স চফ্টৱেৰ পেকেজ
राखाडी स्केल,ধূসৰ স্কেল
लोभी पद्धत,লোভী পদ্ধতি
grep,grep
ग्रिड,গ্ৰিড
ग्रिड चार्ट,গ্ৰীড চাৰ্ট
ग्रिड संगणन,গ্ৰীড কম্পিউটিং
ग्रिड मॉड्यूलेशन,গ্ৰীড মডুলেচন
जमिनीची लाट,মাটিৰ তৰংগ
गट,গোট
गट पत्ता,গোটৰ ঠিকনা
गट कोड,গ্ৰুপ ক&#39;ড
गट संवाद,গোটৰ যোগাযোগ
गट संवाद,গোটৰ যোগাযোগ
गट ओळख,গোট চিনাক্তকৰণ
गटाचे नाव,গোটৰ নাম
ग्रुपवेअर,গ্ৰুপৱেৰ
वाढ,বৃদ্ধি
रक्षक,ৰক্ষা কৰা
मार्गदर्शित माध्यम,নিৰ্দেশিত মাধ্যম
गनझिप,গুনজিপ
खाच,হেক কৰক
हॅकर,হেকাৰ
हॅकरचा शब्दकोश,hacker&#39;s অভিধান
अर्धा जोडणारा,হাফ এডাৰ
अर्धा पूल,আধা দলং
अर्धा डुप्लेक्स,হাফ ডুপ্লেক্স
अर्धा डुप्लेक्स लाइन,হাফ ডুপ্লেক্স লাইন
अर्धा डुप्लेक्स मोड,হাফ ডুপ্লেক্স মোড
अर्धी तीव्रता,আধা তীব্ৰতা
अर्धा राउटर,হাফ ৰাউটাৰ
अर्धा वजा करणारा,আধা বিয়োগকাৰী
अर्धा टोनिंग,হাফ টোনিং
अर्धा शब्द,আধা শব্দ
मिल्टोनियस सायकल,hamiltonious চক্ৰ
हॅमिंग कोड,হামিং কোড
हात,হাত
हात प्रत,হাতৰ কপি
हाताळणे,চম্ভালা
हाताळणी,হেণ্ডলিং
फाशी देणे,ওলমা
आनंदी नेट,সুখী নেট
हार्ड कॉपी डिव्हाइस,হাৰ্ড কপি ডিভাইচ
हार्ड डिस्क,হাৰ্ড ডিস্ক
हार्ड डिस्क क्रॅश,হাৰ্ড ডিষ্ক ক্ৰেচ
कठीण त्रुटी,কঠিন ভুল
हार्डवेअर प्रवाह नियंत्रण,হাৰ্ডৱেৰ প্ৰবাহ নিয়ন্ত্ৰণ
हार्मोनिक,হাৰমনিক
हार्मोनिक मध्यम,হাৰমনিক গড়
हॅश,hash
हॅश आकृती,হেচ ডায়াগ্ৰাম
हॅश टेबल,হেচ টেবুল
हॅशिंग तंत्र,হেচিং কৌশল
शीर्षलेख,হেডাৰ
ढीग,ঢেৰ
ढीग क्रमवारी,heap sort
मदत,সহায়
मदत स्क्रीन,সহায় পৰ্দা
हेल्पनेट,হেল্পনেট
हर्ट्झ,হাৰ্টজ
ह्युरिस्टिक,heuristic
ह्युरिस्टिक पद्धत,হিউৰিষ্টিক পদ্ধতি
हेक्साडेसिमल संख्या,ষড়দশমিক সংখ্যা
लपलेली ओळ,লুকাই থকা ৰেখা
श्रेणीबद्ध डेटा बेस,স্তৰভিত্তিক তথ্য ভিত্তি
श्रेणीबद्ध फाइल सिस्टम,স্তৰভিত্তিক নথিপত্ৰপ্ৰণালী
श्रेणीबद्ध स्थलाकृति,স্তৰভিত্তিক ভূ-প্ৰকৃতি
उच्च स्तरीय भाषा,উচ্চ পৰ্যায়ৰ ভাষা
उच्च मेमरी क्षेत्र,উচ্চ স্মৃতিশক্তি এলেকা
उच्च कार्यक्षमता,উচ্চ পৰিৱেশন
दाबा,মৰা
हिट दर,হিট হাৰ
हिट प्रमाण,হিট ৰেচিঅ&#39;
छिद्र,ফুটা
होम डिरेक्टरी,হোম ডাইৰেকটৰী
मुख्यपृष्ठ,হোম পেজ
एकसंध समन्वय,সমজাতীয় স্থানাংক
हॉप,জঁপিওৱা
हॉप संख्या,হপ গণনা
हॉर्न,শিঙ
होस्ट संगणक,গৃহস্থ কম্পিউটাৰ
होस्ट संगणक,গৃহস্থ কম্পিউটাৰ
होस्ट भाषा,গৃহস্থ ভাষা
गरम की,হট কী
हायपर टेक्स्ट मार्कअप भाषा (HTML),হাইপাৰ টেক্সট মাৰ্কআপ ভাষা (HTML)
गृहीतक,অনুমান
मी पॉड,মই পড
I/O बफर,I/O বাফাৰ
I/O पोर्ट,I/O পৰ্টে
I/O युनिट,I/O একক
ओळखकर्ता,চিনাক্তকৰ্তা
ओळख,পৰিচয়
प्रतिमा,ছৱি
प्रतिमा सेन्सर,ইমেজ চেন্সৰ
प्रभाव प्रिंटर,ইমপেক্ট প্ৰিন্টাৰ
