Marathi,Telugu
शास्त्रीय भौतिकशास्त्र,క్లాసికల్ ఫిజిక్స్
वर्गीकरण,వర్గీకరణ
क्लीनिंग एजंट,శుభ్రపరిచే ఏజెంట్
स्पष्ट,క్లియర్
साफ चॅनेल,ఛానెల్ క్లియర్
क्लिक करा,క్లిక్ చేయండి
ग्राहक,క్లయింట్
क्लायंट रिलेशनशिप (सर्व्हर संबंध),క్లయింట్ సంబంధం (సర్వర్ సంబంధం)
क्लिफ प्रभाव,క్లిఫ్ ప్రభావం
क्लिप बोर्ड,క్లిప్ బోర్డు
क्लिपिंग,క్లిప్పింగ్
घड्याळ नाडी,క్లాక్ పల్స్
क्लोक्ड फ्लिप फ्लॉप,క్లాక్డ్ ఫ్లిప్ ఫ్లాప్
घड्याळाच्या बाजूने माइक,క్లాక్ఫేస్డ్ మైక్
घड्याळ-वारंवारता,గడియారం-ఫ్రీక్వెన్సీ
घड्याळाच्या दिशेने,సవ్యదిశలో
बंद परिक्रमा,క్లోజ్డ్ సర్క్యూట్
बंद पळवाट,నిర్భంద వలయం
क्लस्टर,క్లస్టర్
क्लस्टरिंग,క్లస్టరింగ్
गोंधळ,అస్తవ్యస్తంగా
गोंधळ तोटा,అయోమయ నష్టం
कोटिंग,పూత
कोएक्सियल केबल,ఏకాక్షక కేబుల్
कोएक्सियल लाइन,ఏకాక్షక రేఖ
कोएक्सियल ट्रान्समिशन लाइन,ఏకాక్షక ప్రసార రేఖ
सह-चॅनेल,కో-ఛానెల్
सह-चॅनेल हस्तक्षेप,కో-ఛానెల్ జోక్యం
कोक्लीया,కోక్లియా
कोड,కోడ్
कोड क्रमांक,కోడ్ సంఖ్య
कोड दर,కోడ్ రేటు
कोड शब्द,కోడ్ పదం
कोडेक (कोडिंग डिकोडिंग),కోడెక్ (కోడింగ్ డీకోడింగ్)
कोड केलेले ऑडिओ,కోడెడ్ ఆడియో
कोडर,కోడర్
कोडिंग,కోడింగ్
कोडिंग डिकोडिंग तंत्र,కోడింగ్ డీకోడింగ్ టెక్నిక్
कोडिंग त्रुटी,కోడింగ్ లోపం
कोडिंग दर,కోడింగ్ రేటు
कोडिंग तंत्र,కోడింగ్ టెక్నిక్
गुणांक,గుణకం
जबरदस्ती,బలవంతపు
सुसंगत मॉड्यूलेशन,పొందికైన మాడ్యులేషన్
कॉइल,కాయిల్
सहयोग,సహకారం
कोसळणे,కూలిపోతుంది
जिल्हाधिकारी,కలెక్టర్
जिल्हाधिकारी करंट,కలెక్టర్ కరెంట్
बेस कंडक्टन्स टू कलेक्टर,బేస్ కండక్టెన్స్ నుండి కలెక్టర్
कलेक्टर-बेस जंक्शन,కలెక్టర్-బేస్ జంక్షన్
रंग,రంగు
रंग विश्लेषक,కలర్ ఎనలైజర్
रंग शिल्लक,రంగు సమతుల్యత
रंग फुटला,రంగు పేలుడు
रंग चार्ट,రంగు చార్ట్
रंग संयोजन,రంగు కలయిక
रंग स्थिर,రంగు స్థిరాంకం
कलर कंट्रोल (क्रोम कंट्रोल),రంగు నియంత్రణ (క్రోమ్ నియంత్రణ)
रंग खोली,రంగు లోతు
रंग थकवा,రంగు అలసట
रंग फिल्टर,కలర్ ఫిల్టర్
कलर किलर सर्किट,కలర్ కిల్లర్ సర్క్యూట్
रंग किनेस्कोप,కలర్ కైన్‌కోప్
रंग मिक्सर,కలర్ మిక్సర్
रंग नमुना,రంగు నమూనా
रंग समज,రంగు అవగాహన
रंग चित्र स्क्रीन,కలర్ పిక్చర్ స్క్రీన్
रंग जागा,రంగు స్థలం
रंग सबकारियर,రంగు సబ్‌కారియర్
रंग तापमान,రంగు ఉష్ణోగ్రత
रंग संप्रेषण,రంగు ప్రసారం
रंग ट्यूब,కలర్ ట్యూబ్
रंगरंगोटी,రంగు
रंगहीन,రంగులేని
संयोजन,కలయిక
संयोजक,కాంబినర్
प्रक्रिया एकत्रित,కలయిక ప్రక్రియ
ज्वलन,దహన
आज्ञा,కమాండ్
प्रारंभ,ప్రారంభం
व्यावसायिक प्रसारण,వాణిజ్య ప్రసారం
व्यावसायिक टेलिव्हिजन,వాణిజ్య టెలివిజన్
सामान्य कलेक्टर सर्किट,సాధారణ కలెక్టర్ సర్క్యూట్
संप्रेषण,కమ్యూనికేషన్
संप्रेषण उपग्रह,కమ్యూనికేషన్ ఉపగ్రహం
कम्युनिटी रेडिओ सेंटर,కమ్యూనిటీ రేడియో సెంటర్
कम्युनिटी रेडिओ स्टेशन,కమ్యూనిటీ రేడియో స్టేషన్
कॉम्पॅक्ट डिस्क (सीडी),కాంపాక్ట్ డిస్క్ (సిడి)
कॉम्पॅक्ट डिस्क प्लेयर,కాంపాక్ట్ డిస్క్ ప్లేయర్
कॉम्पॅन्डर,కంపాండర్
कंपँडिंग,కంపాండింగ్
सुसंगतता,అనుకూలత
सुसंगत,అనుకూలంగా
कंपाईलर,కంపైలర్
पूरक,పరిపూరకరమైనది
पूरक ट्रान्झिस्टर,కాంప్లిమెంటరీ ట్రాన్సిస్టర్
कॉम्प्लेक्स वेव्ह,సంక్లిష్ట తరంగం
घटक,భాగం
संमिश्र,మిశ్రమ
संमिश्र सर्किट,మిశ్రమ సర్క్యూట్
संमिश्र डिजिटल,మిశ్రమ డిజిటల్
संमिश्र रेडिओ फ्रिक्वेन्सी सिग्नल,మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్
संमिश्र सिग्नल,మిశ్రమ సిగ్నల్
संमिश्र व्हिडिओ,మిశ్రమ వీడియో
संमिश्र व्हिडिओ सिग्नल,మిశ్రమ వీడియో సిగ్నల్
रचना,కూర్పు
संकुचित डेटा,కంప్రెస్డ్ డేటా
संकुचित डिजिटलाइज्ड व्हिडिओ,కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో
संकुचित व्हिडिओ,కంప్రెస్డ్ వీడియో
कम्प्रेशन,కుదింపు
कॉम्प्रेशन आर्टिफॅक्ट,కంప్రెషన్ ఆర్టిఫ్యాక్ట్
कॉम्प्रेशन धोका,కుదింపు ప్రమాదం
कॉम्प्रेशन तंत्र,కంప్రెషన్ టెక్నిక్
कंप्रेसर,కంప్రెసర్
गणना,కంప్యూట్
संगणक,కంప్యూటర్
संगणक आधारित मल्टीमीडिया,కంప్యూటర్ ఆధారిత మల్టీమీడియా
संगणक प्रोग्रामिंग,కంప్యూటర్ ప్రోగ్రామింగ్
संगणक तंत्रज्ञान,"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం"
अवतल लेन्स,పుటాకార లెన్స్
अवतल आरसा,పుటాకార అద్దం
लपवून ठेवणे,దాచడం
एकाग्र,సాంద్రీకృత
एकाग्रता,ఏకాగ్రత
कॉन्सेन्ट्रिक लेन्स,కేంద్రీకృత లెన్స్
कंडेन्सर मायक्रोफोन,కండెన్సర్ మైక్రోఫోన్
समतोल स्थिती,సమతుల్యత యొక్క పరిస్థితి
वाहक,ప్రసరణ
वाहक चालू,ప్రసరణ ప్రస్తుత
वाहकता,వాహకత
कंडक्टर,కండక్టర్
कॉन्फिगरेशन,ఆకృతీకరణ
कनेक्शन,కనెక్షన్
कनेक्टिव्हिटी,కనెక్టివిటీ
कनेक्टर,కనెక్టర్
सुसंगतता,స్థిరత్వం
सातत्याने,స్థిరంగా
कन्सोल,కన్సోల్
स्थिर,స్థిరాంకం
सतत मोठेपणा,స్థిరమైన వ్యాప్తి
मायक्रोफोनशी संपर्क साधा,మైక్రోఫోన్‌ను సంప్రదించండి
कंटेनर स्वरूप,కంటైనర్ ఫార్మాట్
दूषित,కాలుష్యం
सामग्री,విషయము
संमिश्र,పరస్పర
सातत्य,కొనసాగింపు
सातत्य बूथ,కొనసాగింపు బూత్
सातत्य नॉब,కొనసాగింపు నాబ్
सतत,నిరంతర
सतत कंस,నిరంతర ఆర్క్
सतत लाट,నిరంతర వేవ్
समोच्च ओळ,ఆకృతి రేఖ
समोच्च योजना,ఆకృతి ప్రణాళిక
करार,ఒప్పందం
आकुंचन,సంకోచం
कॉन्ट्रास्ट गुणोत्तर,కాంట్రాస్ట్ రేషియో
नियंत्रण सर्किट,కంట్రోల్ సర్క్యూట్
इलेक्ट्रोड नियंत्रित करा,కంట్రోల్ ఎలక్ట్రోడ్
नियंत्रण उपकरणे,నియంత్రణ పరికరాలు
नियंत्रण ग्रीड,కంట్రోల్ గ్రిడ్
नियंत्रण ओळ,నియంత్రణ రేఖ
नियंत्रण पॅनेल,నియంత్రణ ప్యానెల్
नियंत्रण कक्ष,నియంత్రణ గది
नियंत्रण सारणी,నియంత్రణ పట్టిక
नियंत्रण टॉवर,కంట్రోల్ టవర్
नियंत्रक,నియంత్రిక
अभिसरण,కన్వర్జెన్స్
कन्व्हर्जंट लेन्स,కన్వర్జెంట్ లెన్స్
कन्व्हर्टर,కన్వర్టర్
बहिर्गोल लेन्स,కుంభాకార లెన్స్
कन्व्होल्यूशन,కన్విల్యూషన్
कन्व्होल्यूशन कोड,కన్వల్యూషన్ కోడెడ్
कॉन्व्होल्यूशनल इंटरलीव्ह,కన్వల్యూషనల్ ఇంటర్‌లీవ్
कॉन्व्होल्यूशनल इंटरलीव्हिंग,కన్వల్యూషనల్ ఇంటర్‌లీవింగ్
कुकी,కుకీ
कुकीयर,కుకీయర్
कॉप्रोसेसर,కోప్రాసెసర్
दोरखंड,త్రాడు
कोरोना,కరోనా
कोरोना डिस्चार्ज,కరోనా ఉత్సర్గ
परस्परसंबंध,సహసంబంధం
कोसाइन घटक,కొసైన్ భాగం
कोसाइन वेव्ह,కొసైన్ వేవ్
वैश्विक आवाज,విశ్వ శబ్దం
काउंटर,కౌంటర్
घड्याळाच्या दिशेने काउंटर,కౌంటర్ సవ్యదిశలో
कपलर,కప్లర్
जोड्या,కలపడం
कपलिंग कंडेन्सर,కప్లింగ్ కండెన్సర్
कपलिंग नेटवर्क,కలపడం నెట్‌వర్క్
कपलिंग प्रतिकार,కలపడం నిరోధకత
सहसंयोजक बंध,సమయోజనీయ బంధం
कव्हरेज,కవరేజ్
आपटी,క్రాష్
गंभीर बँड,క్రిటికల్ బ్యాండ్
चिंताजनक स्थिती,క్లిష్ట పరిస్థితి
गंभीर जोड्या,క్లిష్టమైన కలపడం
गंभीर वारंवारता,క్లిష్టమైన ఫ్రీక్వెన్సీ
गंभीर मापदंड,క్లిష్టమైన పరామితి
मगर क्लिप,క్రోకోడైల్ క్లిప్
क्रॉस फिकट,క్రాస్ ఫేడింగ్
क्रॉस मॉड्यूलेशन,క్రాస్ మాడ్యులేషన్
क्रॉस टॉक,క్రాస్ టాక్
क्रॉसफेड,క్రాస్ఫేడ్
क्रिप्टोग्राफी,క్రిప్టోగ్రఫీ
क्रिस्टल,క్రిస్టల్
क्रिस्टल फिल्टर,క్రిస్టల్ ఫిల్టర్
क्यू,క్యూ
क्यू मार्क्स,క్యూ మార్కులు
क्यूइंग डिव्हाइस,క్యూయింగ్ పరికరం
चालू नाले,ప్రస్తుత కాలువ
चालू मीटर,ప్రస్తుత మీటర్
वर्तमान ट्रान्सफॉर्मर,ప్రస్తుత ట్రాన్స్ఫార్మర్
कर्सर,కర్సర్
वक्र,వక్రరేఖ
वारंवारता कट करा,ఫ్రీక్వెన్సీని కత్తిరించండి
कटर,కట్టర్
सायबर कॅफे,సైబర్ కేఫ్
सायबर सुरक्षा,సైబర్ భద్రతా
सायबर स्पेस,సైబర్ స్థలం
चक्र,చక్రం
चक्रीय,చక్రీయ
डी.सी. घटक,డి.సి. భాగం
डी.सी. प्लेट पॉवर,డి.సి. ప్లేట్ శక్తి
डी.सी. जीर्णोद्धार,డి.సి. పునరుద్ధరణ
डॅम्पर डायोड,డంపర్ డయోడ్
ओलसर,డంపింగ్
गडद,చీకటి
डेटा,సమాచారం
डेटा प्रसारण,డేటా ప్రసారం
डेटा कॉम्प्रेशन,డేటా కుదింపు
डेटा ड्रिलिंग,డేటా డ్రిల్లింగ్
डेटा कूटबद्धीकरण,డేటా గుప్తీకరణ
डेटा फाइल,సమాచార దస్తా
डेटा हाताळणी,డేటా నిర్వహణ
डेटा खाण,డేటా మైనింగ్
डेटा प्रक्रिया,డేటా ప్రాసెసింగ్
डेटा प्रोसेसर,డేటా ప్రాసెసర్
डेटा कमी बिट सिस्टम,డేటా తగ్గించిన బిట్ సిస్టమ్
डेटा सेवा,డేటా సేవ
माहिती पत्रक,సమాచార పట్టిక
डेटा संचयन,డేటా నిల్వ
डेटा प्रवाह,డేటా స్ట్రీమ్
डेटा परिवर्तन,డేటా పరివర్తన
डेटा ट्रान्समिशन,డేటా ప్రసారం
डेटाबेस,డేటాబేస్
डेटाकास्टिंग,డేటాకాస్టింగ్
डेटाग्राम,డేటాగ్రామ్
डीबी मीटर,DB మీటర్
मृत हवा,చనిపోయిన గాలి
मृत शॉर्ट सर्किट,డెడ్ షార్ట్ సర్క్యూట్
मृत जागा,డెడ్ స్పాట్
डेडलॉक,డెడ్లాక్
डीबग प्रोग्राम,డీబగ్ ప్రోగ్రామ్
डीबगिंग,డీబగ్గింగ్
आवाजाचा क्षय,ధ్వని క్షయం
डेसिबल (डीबी),డిసిబెల్
दशांश,దశాంశం
दशांश कोड,దశాంశ కోడ్
दशांश अंक,దశాంశ అంకె
उलगडा,డెసిఫరింగ్
डीकोडर,డీకోడర్
डीकोडिंग,డీకోడింగ్
डिजिटल ट्रान्समिशनमध्ये डीकोडिंग,డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్
विघटन,డికంప్రెషన్
डीकोपलिंग,డికప్లింగ్
डिकॉपलिंग सर्किट,డికప్లింగ్ సర్క్యూట్
डिकॉपलिंग नेटवर्क,డికప్లింగ్ నెట్‌వర్క్
डिक्रिप्शन,డిక్రిప్షన్
समर्पित ओळ,అంకితమైన పంక్తి
डी-एम्बेडिंग,డి-ఎంబెడింగ్
डी-जोर,డి-ఎంఫాసిస్
डीफॉल्ट,డిఫాల్ట్
गुणवत्तेत दोष,నాణ్యతలో లోపం
सदोष,లోపభూయిష్ట
सदोष युनिट,లోపభూయిష్ట యూనిట్
व्याख्या,నిర్వచనం
विक्षेप,విక్షేపం
विकृती,వైకల్యం
डीफ्रॅगमेंटेशन,డీఫ్రాగ్మెంటేషన్
डी-गॉसिंग कॉइल,డి-గాస్సింగ్ కాయిల్
पदवी,డిగ్రీ
डी-इंटरलीव्हर,డి-ఇంటర్‌లీవర్
विलंब ओळ,ఆలస్యం లైన్
विलंब वेळ,సమయం ఆలస్యం
विलंब फ्रेम मेमरी,ఫ్రేమ్ మెమరీ ఆలస్యం
विलंब स्कॅनिंग,ఆలస్యం స్కానింగ్
विलंब सिंक्रोनाइझेशन सिग्नल,ఆలస్యం సమకాలీకరణ సిగ్నల్
वितरण,డెలివరీ
वितरण प्रणाली,బట్వాడా వ్యవస్థ
डिमोड्युलेशन,డెమోడ్యులేషన్
डेमोड्युलेटर कार्ड,డెమోడ్యులేటర్ కార్డ్
डेमल्टिप्लेक्सर,డెమల్టిప్లెక్సర్
फील्डची खोली,ఫీల్డ్ యొక్క లోతు
उतरत्या,అవరోహణ
डिझाइन तपशील,డిజైన్ స్పెసిఫికేషన్
डेस्कटॉप,డెస్క్‌టాప్
डिटेक्टर आउटपुट,డిటెక్టర్ అవుట్పుట్
विचलन,విచలనం
साधन,పరికరం
डिव्हाइस ड्राइव्हर,పరికర డ్రైవర్
डायग्नोस्टिक्स,విశ్లేషణ
आकृती,రేఖాచిత్రం
संवाद ट्रॅक,డైలాగ్ ట్రాక్
व्यासाचा मोड,వ్యాసమైన మోడ్
डायमंड स्टाईलस,డైమండ్ స్టైలస్
डायाफ्राम,ఉదరవితానం
डायाफ्रामॅटिक शोषक,డయాఫ్రాగ్మాటిక్ అబ్జార్బర్
डायकोटिक ऐकणे,డైకోటిక్ లిజనింగ్
डायलेक्ट्रिक,విద్యుద్వాహక
डायलेक्ट्रिक ब्रेक- डाउन,విద్యుద్వాహక విచ్ఛిన్నం- డౌన్
डायलेक्ट्रिक तोटा,విద్యుద్వాహక నష్టం
फरक वारंवारता,తేడా ఫ్రీక్వెన్సీ
फरक वारंवारता विकृती (डीएफडी),తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD)
फरक टोन,తేడా టోన్
विभेदक एम्पलीफायर,అవకలన యాంప్లిఫైయర్
विवर्तन,విక్షేపం
डिफ्यूझर,డిఫ్యూజర్
अंक,అంకె
डिजिटल,డిజిటల్
डिजिटल कलाकृती,డిజిటల్ ఆర్టిఫ్యాక్ట్
डिजिटल ऑडिओ,డిజిటల్ ఆడియో
डिजिटल ऑडिओ फिल्टर,డిజిటల్ ఆడియో ఫిల్టర్
डिजिटल ऑडिओ वर्क स्टेशन,డిజిటల్ ఆడియో వర్క్ స్టేషన్
डिजिटल कॅमेरा,డిజిటల్ కెమెరా
डिजिटल संगणक,డిజిటల్ కంప్యూటర్
डिजिटल डेटा,డిజిటల్ డేటా
डिजिटल संपादन,డిజిటల్ ఎడిటింగ్
डिजिटल एक्झिटर,డిజిటల్ ఎక్సైటర్
डिजिटल फिल्टर,డిజిటల్ ఫిల్టర్
डिजिटल फ्रेम सिंक्रोनाइझर,డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్
डिजिटल वारसा,డిజిటల్ వారసత్వం
डिजिटल प्रतिमा,డిజిటల్ చిత్రం
डिजिटल लायब्ररी,డిజిటల్ లైబ్రరీ
डिजिटल मीटर,డిజిటల్ మీటర్
डिजिटल मॉड्यूलेशन,డిజిటల్ మాడ్యులేషన్
डिजिटल मल्टिप्लेक्स,డిజిటల్ మల్టీప్లెక్స్
डिजिटल नेटवर्क,డిజిటల్ నెట్‌వర్క్
डिजिटल आउटपुट,డిజిటల్ అవుట్పుట్
डिजिटल प्लेबॅक,డిజిటల్ ప్లేబ్యాక్
डिजिटल रेडिओ मोंडिएल (डीआरएम),డిజిటల్ రేడియో మొండియాల్ (DRM)
डिजिटल रेकॉर्डिंग,డిజిటల్ రికార్డింగ్
डिजिटल क्रांती,డిజిటల్ విప్లవం
डिजिटल सिग्नल,డిజిటల్ సిగ్నల్
डिजिटल सिग्नल प्रक्रिया (डीएसपी),డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP)
डिजिटल स्वाक्षरी,డిజిటల్ సంతకం
डिजिटल तंत्रज्ञान,డిజిటల్ టెక్నాలజీ
डिजिटल टू एनालॉग कन्व्हर्टर,డిజిటల్ టు అనలాగ్ కన్వర్టర్
डिजिटल व्हिडिओ,డిజిటల్ వీడియో
डिजिटल व्होल्टमीटर,డిజిటల్ వోల్టమీటర్
डिजिटलायझेशन,డిజిటలైజేషన్
डिजिटलायझेशन,డిజిటలైజేషన్
डिजिटलाइज्ड व्हिडिओ,డిజిటలైజ్డ్ వీడియో
डिजिटायझर,డిజిటైజర్
अंधुक,మసక
परिमाण,పరిమాణం
डिमर,మసకబారిన
डायोड,డయోడ్
बुडविणे,ముంచు
डिप्लेक्सर,డిప్లెక్సర్
द्विध्रुवीय अँटेना,డైపోల్ యాంటెన్నా
थेट प्रसारण,ప్రత్యక్ష ప్రసారం
थेट करंट (डी सी),ప్రత్యక్ష కరెంట్
डायरेक्ट पिक अप,ప్రత్యక్ష పికప్
थेट वाचन साधन,ప్రత్యక్ష పఠన పరికరం
थेट रेकॉर्डिंग,ప్రత్యక్ష రికార్డింగ్
दिशात्मक ten न्टीना,డైరెక్షనల్ యాంటెన్నా
दिशात्मक कपलर,డైరెక్షనల్ కప్లర్
दिशात्मक मायक्रोफोन,డైరెక్షనల్ మైక్రోఫోన్
निर्देश,డైరెక్టివిటీ
निर्देशिका,డైరెక్టరీ
अक्षम करा,డిసేబుల్
डिस्क अँटेना,డిస్క్ యాంటెన్నా
डिस्क आधारित स्टोरेज,డిస్క్ ఆధారిత నిల్వ
वेगळा,వివిక్త
डिस्क,డిస్క్
डिस्क ड्राइव्ह,డిస్క్ డ్రైవ్
डिस्क कोटा,డిస్క్ కోటా
डिस्केट,డిస్కెట్
विस्थापन,తొలగుట
फैलाव,చెదరగొట్టడం
विस्थापन,స్థానభ్రంశం
प्रदर्शन,ప్రదర్శన
प्रदर्शन युनिट (कन्सोल),ప్రదర్శన యూనిట్ (కన్సోల్)
अपव्यय,వెదజల్లడం
असंतोष,వైరుధ్యం
डिस्टिल्ड वॉटर,పరిశుద్ధమైన నీరు
विकृती,వక్రీకరణ
वितरण,పంపిణీ
वितरण एम्पलीफायर,పంపిణీ యాంప్లిఫైయర్
विभागणी,విభజన
विभाजक,విభజన
दस्तऐवज,పత్రం
डॉल्बी डिजिटल,డాల్బీ డిజిటల్
डोमेन,డొమైన్
डोमेन नियंत्रक,డొమైన్ కంట్రోలర్
डॉपलर प्रभाव,డాప్లర్ ప్రభావం
डबल पोल (द्विध्रुवीय),ద్వారం)
डबल पोल सिंगल थ्रो स्विच,డబుల్ పోల్ సింగిల్ త్రో స్విచ్
डबल साइड डिस्क,డబుల్ సైడెడ్ డిస్క్
दुहेरी,డబుల్
खाली येणारी लाट,డౌన్ రాబోయే వేవ్
खाली प्रवाह,డౌన్ స్ట్రీమ్
डाउनलिंक,డౌన్‌లింక్
डाउनलोड करा,డౌన్‌లోడ్
डाउनलोड करीत आहे,డౌన్‌లోడ్
रेखांकन,డ్రాయింగ్
ड्रिलिंग बिट,డ్రిల్లింగ్ బిట్
ड्रिलिंग मशीन,డ్రిల్లింగ్ మెషిన్
चालवा,డ్రైవ్
ड्रम,డ్రమ్
कोरडे बल्ब तापमान,పొడి బల్బ్ ఉష్ణోగ్రత
कोरडे सेल,పొడి సెల్
कोरडे सोल्डर,డ్రై టంకము
ड्युअल चॅनेल मोड,ద్వంద్వ ఛానల్ మోడ్
डबिंग,డబ్బింగ్
डड,డడ్
डंप,డంప్
दुहेरी,డ్యూప్లెక్స్
कालावधी,వ్యవధి
धूळ,దుమ్ము
धूळ बग,డస్ట్ బగ్
धूळ पुरावा,డస్ట్ ప్రూఫ్
डस्टर,డస్టర్
डायनॅमिक,డైనమిక్
डायनॅमिक बिट वाटप,డైనమిక్ బిట్ కేటాయింపు
डायनॅमिक इंटरमोडुलेशन विकृती (डीआयएम),డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM)
डायनॅमिक क्वांटिझेशन,డైనమిక్ పరిమాణీకరణ
डायनॅमिक श्रेणी,డైనమిక్ పరిధి
डायनॅमिक श्रेणी नियंत्रण,డైనమిక్ పరిధి నియంత్రణ
डायनामो,డైనమో
कान फोन,చెవి ఫోన్
पृथ्वी,భూమి
पृथ्वी बल्ज,భూమి ఉబ్బెత్తు
पृथ्वी प्रतिकार,భూమి నిరోధకత
पृथ्वी रॉड,ఎర్త్ రాడ్
पृथ्वी उपग्रह,ఎర్త్ ఉపగ్రహం
पृथ्वी स्टेशन,ఎర్త్ స్టేషన్
पृथ्वी टर्मिनल,ఎర్త్ టెర్మినల్
अर्थिंग,ఎర్తింగ్
प्रतिध्वनी,ఎకో
इको चेंबर,ఎకో చాంబర్
एडी करंट,ఎడ్డీ కరెంట్
एडी चालू तोटा,ఎడ్డీ కరెంట్ నష్టం
एजवाइज मीटर,ఎడ్జ్వైస్ మీటర్
संपादन,ఎడిటింగ్
प्रभावी अँटेना उंची,ప్రభావవంతమైన యాంటెన్నా ఎత్తు
प्रभावी अँटेना लांबी,ప్రభావవంతమైన యాంటెన్నా పొడవు
प्रभावी व्होल्टेज,ప్రభావవంతమైన వోల్టేజ్
कार्यक्षमता,సామర్థ్యం
लवचिकता,స్థితిస్థాపకత
इलेक्ट्रिक डिस्चार्ज,విద్యుత్ ఉత్సర్గ
विद्युत क्षेत्र,ఎలక్ట్రిక్ ఫీల్డ్
इलेक्ट्रिक फ्लॅश,ఎలక్ట్రిక్ ఫ్లాష్
विद्युत उष्मक,విద్యుత్ హీటర్
इलेक्ट्रिक मीटर,ఎలక్ట్రిక్ మీటర్
विद्युत मोटर,విద్యుత్ మోటారు
विजेचा धक्का,విద్యుదాఘాతం
इलेक्ट्रिक स्पार्क,ఎలక్ట్రిక్ స్పార్క్
विद्युत उपकरण,విద్యుత్ ఉపకరణం
विद्युत आवाज,విద్యుత్ శబ్దం
विद्युत वादळ,విద్యుత్ తుఫాను
इलेक्ट्रिकली ऑपरेट केलेले संगीत वाद्य,విద్యుత్తుతో పనిచేసే సంగీత పరికరం
वीज,విద్యుత్
वीजपुरवठा,విద్యుత్ సరఫరా
इलेक्ट्रोडायनामिक,ఎలెక్ట్రోడైనమిక్
इलेक्ट्रोलाइटिक कॅपेसिटर,ఎలక్ట్రోలైటిక్ కెపాసిటర్
इलेक्ट्रोमॅग्नेटिक,విద్యుదయస్కాంత
इलेक्ट्रोमॅग्नेटिक त्रास,విద్యుదయస్కాంత భంగం
इलेक्ट्रोमॅग्नेटिक इंटरफेरेन्स,విద్యుదయస్కాంత ఇంటర్‌ఫెరెన్స్
इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम,విద్యుదయస్కాంత వర్ణపటం
इलेक्ट्रोमॅग्नेटिक वेव्ह,విద్యుదయస్కాంత తరంగం
इलेक्ट्रोमॅग्नेटिक वेव्ह प्रसार,విద్యుదయస్కాంత తరంగ ప్రచారం
इलेक्ट्रॉन एकाधिक फोटोट्यूब,ఎలక్ట్రాన్ మల్టిపుల్ ఫోటోట్యూబ్
इलेक्ट्रॉनिक कॅल्क्युलेटर,ఎలక్ట్రానిక్ కాలిక్యులేటర్
इलेक्ट्रॉनिक डेटा प्रक्रिया (ईडीपी),ఎలక్ట్రనిక్ డేటా ప్రాసెసింగ్ (ఇడిపి)
इलेक्ट्रॉनिक मेल (ई-मेल),ఇ-మెయిల్
इलेक्ट्रॉनिक स्विचिंग सिस्टम,ఎలక్ట్రానిక్ స్విచింగ్ సిస్టమ్
इलेक्ट्रॉनिक्स,ఎలక్ట్రానిక్స్
इलेक्ट्रोप्लेटिंग,ఎలక్ట్రోప్లేటింగ్
इलेक्ट्रोस्टेटिक,ఎలెక్ట్రోస్టాటిక్
उत्थान,ఎలివేషన్
एम्बेड केलेले,పొందుపరచబడింది
एम्बेड केलेले ऑडिओ,పొందుపరిచిన ఆడియో
एम्बेडेड प्रणाली,పొందుపర్చిన వ్యవస్థ
प्रतीक,చిహ్నం
उदयोन्मुख ट्रेंड,అభివృద్ధి చెందుతున్న పోకడలు
उत्सर्जन,ఉద్గార
एमिटर,ఉద్గారిణి
एमिटर अनुयायी,ఉద్గారిణి అనుచరుడు
एमिटर टर्मिनल,ఉద్గారిణి టెర్మినల్
एमिटर-बेस-जंक्शन,ఉద్గారిణి-బేస్-జంక్షన్
सक्षम करा,ఎనేబుల్
Enamelled वायर,ఎనామెల్డ్ వైర్
एन्किफर,ఎన్‌సిఫర్
संलग्न,ఆవరణ
एन्कोड,ఎన్కోడ్
एन्कोडर,ఎన్కోడర్
एन्कोडिंग,ఎన్కోడింగ్
कूटबद्धीकरण,గుప్తీకరణ
शेवटचा चिन्ह,ముగింపు గుర్తు
अंतिम वापरकर्ता,తుది వినియోగదారుడు
ऊर्जा,శక్తి
उर्जा विखुरलेले,శక్తి వ్యాప్తి
उर्जा वितरण,శక్తి పంపిణీ
अंमलबजावणी,అమలు
इंजिन,ఇంజిన్
अभियंता,ఇంజనీర్
अभियांत्रिकी,ఇంజనీరింగ్
अभियांत्रिकी स्टोअर,ఇంజనీరింగ్ స్టోర్
खोदकाम,చెక్కడం
वाढविण्यासाठी,మెరుగుపరచండి
एकत्रित,సమిష్టి
की प्रविष्ट करा,కీని నమోదు చేయండి
एंटरप्राइझ आर्किटेक्चर,ఎంటర్ప్రైజ్ ఆర్కిటెక్చర్
एन्थॅल्पी,ఎంథాల్పీ
