Assamese,Punjabi
বিনিময়যোগ্য,ਵਟਾਂਦਰੇਯੋਗ
বিনিময়যোগ্য এচিডিটি,ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ
বিনিময়যোগ্য ছডিয়াম শতাংশ (ESP),ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP)
ই এছ পি.,ਈ.ਐੱਸ.ਪੀ.
বিনিময় এচিডিটি,ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ
এক্সচেঞ্জ কমপ্লেক্স,ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ
নিষ্কাশন,ਨਿਕਾਸ
উন্মুক্ত ফিনিচিং,ਪ੍ਰਗਟ ਮੁਕੰਮਲ
নয়ন,ਆਈ
চকুৰ ভ্ৰূ,ਅੱਖ ਦਾ ਭਾਂਡਾ
মুখামুখি,ਸਾਹਮਣਾ ਕਰਨਾ
বন্ধনৰ সন্মুখীন হোৱা,ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
সুৰক্ষাৰ কাৰক,ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ
পৰি যোৱা,ਗਿਰਾਵਟ
ফেচিয়া,ਫੇਸੀਆ
ফেচিয়া বৰ্ড,ਫੇਸੀਆ ਬੋਰਡ
দোষ,ਨੁਕਸ
পথাৰ আৰ্দ্ৰতা,ਖੇਤ ਦੀ ਨਮੀ
চূড়ান্ত আৰ্দ্ৰতাৰ সমতুল্য,ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ
ফিলেট (মৰ্টাৰৰ),ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ)
চূড়ান্ত,ਫਾਈਨਲ
চূড়ান্ত জোখ-মাখ,ਅੰਤਮ ਮਾਪ
চূড়ান্ত পেমেণ্টq,ਅੰਤਿਮ ਭੁਗਤਾਨq
চূড়ান্ত প্ৰি ষ্ট্ৰেছ,ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ
চূড়ান্ত উত্তেজনা,ਅੰਤਮ ਤਣਾਅ
আৰ্থিক সম্ভাৱনীয়তা,ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ
মিহি গোটা পদাৰ্থ,ਵਧੀਆ ਕੁੱਲ
ছিন্নভিন্ন শিল,ਫਿਸਰਡ ਚੱਟਾਨ
পতাকা শিল,ਝੰਡਾ ਪੱਥਰ
ফ্লেমিছ বন্ধন,ਫਲੇਮਿਸ਼ ਬਾਂਡ
ফিচফিচাই থকা,ਫਲੈਸ਼ਿੰਗ
ঝলমলীয়া ধাৰা,ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ
সমতল চাল,ਫਲੈਟ ਛੱਤ
ফ্লেচে,ਫਲੇਚੇ
ফ্লেমিছ বাগিচাৰ দেৱালৰ বন্ধন,ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ
ফ্লিন্ট,Flint
ফ্লিণ্টৰ দেৱাল,Flint ਕੰਧ
ভাসমান মজিয়া,ਫਲੋਟਿੰਗ ਮੰਜ਼ਿਲ
ফ্লকুলেচন,ਫਲੋਕੂਲੇਸ਼ਨ
ফ্লকুলেচন সীমা,ਫਲੋਕੂਲੇਸ਼ਨ ਸੀਮਾ
ফ্লকুলেচন অনুপাত,ਫਲੋਕੂਲੇਸ਼ਨ ਅਨੁਪਾਤ
ফ্লকুলেছ,ਫਲੋਕੂਲਸ
মজিয়া,ਮੰਜ਼ਿਲ
মজিয়াৰ ছীল,ਮੰਜ਼ਿਲ ਸੀਲ
বৈ অহা,ਪ੍ਰਵਾਹ
উঠা-নমা,ਉਤਰਾਅ-ਚੜ੍ਹਾਅ
ফুটিং,ਫੁੱਟਿੰਗ
ভেঁটি,ਬੁਨਿਆਦ
ফ্ৰী ফ&#39;ল বেৰ&#39; টপিং মিক্সাৰ,ਫਰੀ ਫਾਲ ਬੈਰੋ ਟਾਪਿੰਗ ਮਿਕਸਰ
ফ্ৰী ফ&#39;ল মিক্সাৰ (ড্ৰাম টাইপ),ਫਰੀ ਫਾਲ ਮਿਕਸਰ (ਡਰੱਮ ਦੀ ਕਿਸਮ)
মুক্ত শিল,ਮੁਫ਼ਤ ਪੱਥਰ
ফ্ৰেছেট,ਫਰੈੱਸਟ
ঘৰ্ষণৰ স্তূপ,ਰਗੜ ਢੇਰ
ভেকুলী,ਡੱਡੂ
গেবল,ਗੇਬਲ
গেবলেট,ਗੈਬਲੇਟ
গাম্ব্ৰেলৰ চাল,Gambrel ਛੱਤ
জোখ লোৱা,ਗੇਜ
গেজিং অংশ,ਗੇਜਿੰਗ ਸੈਕਸ਼ਨ
গেজিং ষ্টেচন,ਗੇਜਿੰਗ ਸਟੇਸ਼ਨ
সাধাৰণ স্থান পৰিকল্পনা,ਆਮ ਟਿਕਾਣਾ ਯੋਜਨਾ
সাধাৰণ বায়ু চলাচল,ਆਮ ਹਵਾਦਾਰੀ
G দিগন্ত বা গ্লে দিগন্ত,G ਹੋਰੀਜ਼ਨ ਜਾਂ ਗਲੇ ਹੋਰੀਜ਼ਨ
হিমবাহৰ টিল,ਤੱਕ ਗਲੇਸ਼ੀਅਲ
গ্নেইছ,ਗਨੀਸ
সামগ্ৰীৰ চোতাল,ਮਾਲ ਵਿਹੜਾ
গ্ৰেডিয়েণ্ট ৰেজিষ্টেন্স,ਗਰੇਡੀਐਂਟ ਪ੍ਰਤੀਰੋਧ
গ্ৰেনাইট,ਗ੍ਰੇਨਾਈਟ
দানাদাৰ গঠন,ਦਾਣੇਦਾਰ ਬਣਤਰ
গ্ৰেনুলেচন,ਗ੍ਰੇਨੂਲੇਸ਼ਨ
গ্ৰেনুল,ਗ੍ਰੈਨਿਊਲ
মহাকৰ্ষণীয় পানীমুক্ত পানী,ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਪਾਣੀ ਮੁਕਤ ਪਾਣੀ
মহাকৰ্ষণীয় চোতাল,ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਯਾਰਡ
মহান মাটিৰ গোট,ਮਹਾਨ ਮਿੱਟੀ ਸਮੂਹ
গ্ৰীলেজ ফাউণ্ডেচন,ਗ੍ਰਿਲੇਜ ਬੁਨਿਆਦ
গ্ৰাউণ্ড হেণ্ড মল্ডিং,ਜ਼ਮੀਨੀ ਹੱਥ ਮੋਲਡਿੰਗ
গ্ৰুপ কৰা ডক,ਸਮੂਹਬੱਧ ਡੌਕ
গ্ৰুপ হাউছিং,ਗਰੁੱਪ ਹਾਊਸਿੰਗ
অতিথিশালা,ਮਹਿਮਾਨ ਕਮਰਾ
নালা,ਗਟਰ
নালা বাহক,ਗਟਰ ਚੁੱਕਣ ਵਾਲਾ
নালা পৰীক্ষা,ਗਟਰ ਚੈੱਕ
হাতুৰীৰে ড্ৰেছিং,ਹੈਮਰ ਡਰੈਸਿੰਗ
বন্দৰ,ਬੰਦਰਗਾਹ
আশ্ৰয়ৰ বন্দৰ,ਪਨਾਹ ਦੀ ਬੰਦਰਗਾਹ
কঠিন কেৰাহী,ਹਾਰਡ ਪੈਨ
হেডাৰ,ਸਿਰਲੇਖ
হেডাৰ বণ্ড,ਹੈਡਰ ਬਾਂਡ
হেডাৰ পাঠ্যক্ৰম,ਹੈਡਰ ਕੋਰਸ
হেড গেটৰ গঠন,ਮੁੱਖ ਗੇਟ ਬਣਤਰ
খালৰ মূৰ,ਨਹਿਰ ਦਾ ਮੁਖੀ
হেড ৰেগুলেটৰ,ਹੈੱਡ ਰੈਗੂਲੇਟਰ
হেৰিং হাড়ৰ বন্ধন,ਹੈਰਿੰਗ ਹੱਡੀ ਬੰਧਨ
হৃদয়স্পৰ্শী,ਦਿਲਦਾਰ
তিয়াই থোৱাৰ তাপ,ਗਿੱਲਾ ਕਰਨ ਦੀ ਗਰਮੀ
উচ্চ এলুমিনা চিমেণ্ট,ਉੱਚ ਐਲੂਮਿਨਾ ਸੀਮਿੰਟ
কঁকাল,ਕਮਰ
হিপ কেপিং,ਹਿੱਪ ਕੈਪਿੰਗ
হিপড এণ্ড,ਛੁਪੇ ਸਿਰੇ
ডকাইত,ਹੁੱਡ
হুড মল্ডিং,ਹੁੱਡ ਮੋਲਡਿੰਗ
হুক’ৰ আইন,ਹੁੱਕ ਦਾ ਕਾਨੂੰਨ
হুপ লোহা,ਹੂਪ ਲੋਹਾ
দিগন্ত,ਹੋਰੀਜ਼ਨ
আৰ্দ্ৰকৰণ,ਨਮੀ
"আৰ্দ্ৰতা, নিৰপেক্ষ","ਨਮੀ, ਪੂਰਨ"
"আৰ্দ্ৰতা, আপেক্ষিক","ਨਮੀ, ਰਿਸ਼ਤੇਦਾਰ"
হাম্প চোতাল,ਹੰਪ ਵਿਹੜਾ
হাইড্ৰলিক চাপ,ਹਾਈਡ੍ਰੌਲਿਕ ਦਬਾਅ
জলসিঞ্চন,ਹਾਈਡ੍ਰੇਸ਼ਨ
হাইড্ৰ’লাইছিছ,ਹਾਈਡ੍ਰੌਲਿਸਿਸ
হাইড্ৰ’লাইটিক এচিডিটি,ਹਾਈਡਰੋਲਾਈਟਿਕ ਐਸਿਡਿਟੀ
জলৰূপী মাটি,ਹਾਈਡ੍ਰੋਮੋਰਫਿਕ ਮਿੱਟੀ
হাইড্ৰফিলিক কলয়ড,ਹਾਈਡ੍ਰੋਫਿਲਿਕ ਕੋਲਾਇਡ
হাইড্ৰ’ফ’বিক কলয়ড,ਹਾਈਡ੍ਰੋਫੋਬਿਕ ਕੋਲਾਇਡ
হাইড্ৰ’ষ্টেটিক চাপৰ অনুপাত,ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ ਦਬਾਅ ਅਨੁਪਾਤ
হাইগ্ৰ’স্কেপ্টিক সহগ,ਹਾਈਗਰੋਸਕੈਪਟਿਕ ਗੁਣਾਂਕ
হাইগ্ৰস্কোপিক আৰ্দ্ৰতা,ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ
হাইড্ৰস্কোপিচিটি,ਹਾਈਡ੍ਰੋਸਕੋਪੀਸੀਟੀ
হাইগ্ৰস্কোপিক আৰ্দ্ৰতা,ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ
হাইপাৰবেৰিক চেম্বাৰ,ਹਾਈਪਰਬਰਿਕ ਚੈਂਬਰ
হাইপাৰষ্টেটিক ফ্ৰেম,ਹਾਈਪਰਸਟੈਟਿਕ ਫਰੇਮ
হাইপছ’মিটাৰ,ਹਾਈਪਸੋਮੀਟਰ
আলোকসজ্জা,ਪ੍ਰਕਾਸ਼
ইম্বিবেচন আৰ্দ্ৰতা,ਇਮਬਿਬੇਸ਼ਨ ਨਮੀ
অপৰিপক্ক মাটি,ਅਸ਼ੁੱਧ ਮਿੱਟੀ
জব্দ কৰা ডক,ਜਬਤ ਡੌਕ
ভূমিৰ ৰাজহ বৃদ্ধি,ਜ਼ਮੀਨੀ ਮਾਲੀਏ ਵਿੱਚ ਵਾਧਾ
স্বতন্ত্ৰ মৰাপাট,ਸੁਤੰਤਰ ਪਾੜ
কঠিন,ਇੰਡਿਊਰੇਟਿਡ
প্ৰাৰম্ভিক প্ৰিষ্ট্ৰেছ,ਸ਼ੁਰੂਆਤੀ ਪ੍ਰੀਸਟਰੈਸ
প্ৰাৰম্ভিক উত্তেজনা,ਸ਼ੁਰੂਆਤੀ ਤਣਾਅ
অভ্যন্তৰীণ জলপথ বন্দৰ,ਅੰਦਰੂਨੀ ਜਲ ਮਾਰਗ ਬੰਦਰਗਾਹ
ইনচুলেটিং বৰ্ড,ਇੰਸੂਲੇਟਿੰਗ ਬੋਰਡ
মধ্যৱৰ্তী বন্দৰ,ਵਿਚਕਾਰਲਾ ਪੋਰਟ
আভ্যন্তৰীণ ঘৰ্ষণ,ਅੰਦਰੂਨੀ ਰਗੜ
ইন্ট্ৰাজ’নেল মাটি,ਇੰਟਰਾਜ਼ੋਨਲ ਮਿੱਟੀ
আয়ন,ਆਇਨ
আয়ন বিনিময়,ਆਇਨ ਐਕਸਚੇਂਜ
লোহাৰ কেৰাহী,ਲੋਹੇ ਦਾ ਪੈਨ
জলসিঞ্চিত মাটি,ਸਿੰਜਾਈ ਵਾਲੀ ਜ਼ਮੀਨ
জলসিঞ্চন,ਸਿੰਚਾਈ
জলসিঞ্চনৰ চেছ,ਸਿੰਚਾਈ ਸੈੱਸ
জাম্ব,ਜਾਮ
জগল কৰক,ਜੌਗਲ
জগল পিন,ਜੌਗਲ ਪਿੰਨ
জৌলে,ਜੂਲ
জাম্পাৰ,ਜੰਪਰ
কিলোগ্ৰাম,ਕਿਲੋਗ੍ਰਾਮ
কিলোগ্ৰাম বল,ਕਿਲੋਗ੍ਰਾਮ ਬਲ
কিলোগ্ৰাম বল মিটাৰ,ਕਿਲੋਗ੍ਰਾਮ ਫੋਰਸ ਮੀਟਰ
কিলোৱাট ঘন্টা,ਕਿਲੋਵਾਟ ਘੰਟਾ
ৰজা বন্ধ,ਰਾਜਾ ਬੰਦ
পাকঘৰ,ਰਸੋਈ
লেচযুক্ত স্তম্ভ,ਲੇਸਡ ਕਾਲਮ
পিছ পৰি থকা,ਪਛੜ ਰਿਹਾ ਹੈ
লেমেলা শিপা,ਲਮੇਲਾ ਜੜ੍ਹ
লেমিনাৰ প্ৰবাহ,ਲੈਮਿਨਰ ਵਹਾਅ
লেম্পৰ ফুটা,ਲੈਂਪ ਮੋਰੀ
ভূমি বৃদ্ধি,ਜ਼ਮੀਨ ਦਾ ਵਾਧਾ
ভূমি পিছলি যোৱা,ਲੈਂਡ ਸਲਾਈਡਿੰਗ
লেটাৰাইট,ਲੈਟਰਾਈਟ
লেটাৰাইট মাটি,ਲੈਟਰਾਈਟ ਮਿੱਟੀ
বৃহৎ সংখ্যকৰ নিয়ম,ਵੱਡੀ ਗਿਣਤੀ ਦਾ ਕਾਨੂੰਨ
বিন্যাস পৰিকল্পনা,ਖਾਕਾ ਯੋਜਨਾ
লেজাৰ,ਲੇਜ਼ਰ
চূণৰ কেৰাহী,ਚੂਨਾ ਪੈਨ
লিণ্টেল,ਲਿੰਟਲ
তৰল সীমা,ਤਰਲ ਸੀਮਾ
লাইভ লোড,ਲਾਈਵ ਲੋਡ
লোম,ਲੋਮ
স্থানীয় এক্সজেষ্ট ভেণ্টিলেচন,ਸਥਾਨਕ ਨਿਕਾਸ ਹਵਾਦਾਰੀ
লোকো চোতাল,ਲੋਕੋ ਵਿਹੜਾ
ল&#39;ছ,ਲੋਸ
প্লাষ্টিকৰ সীমা কম কৰা,ਘੱਟ ਪਲਾਸਟਿਕ ਸੀਮਾ
কম তাপত চিমেণ্ট,ਘੱਟ ਗਰਮੀ ਸੀਮਿੰਟ
মেচিন মল্ডিং,ਮਸ਼ੀਨ ਮੋਲਡਿੰਗ
বৃহৎ গঠন,ਮੈਕਰੋਸਟ੍ਰਕਚਰ
মূল মূৰ নিয়ন্ত্ৰক,ਮੁੱਖ ਹੈੱਡ ਰੈਗੂਲੇਟਰ
মূল বন্দৰ,ਮੁੱਖ ਪੋਰਟ
মেকআপ এয়াৰ,ਮੇਕਅਪ ਏਅਰ
মানচাৰ্ড,ਮਾਨਸਾਰਡ
মাৰ্শ্বেলিং গজ,ਮਾਰਸ਼ਲਿੰਗ ਯਾਰਡ
শিলৰ কাম,ਚਿਣਾਈ
পৰিপক্ক উষ্ণতা,ਪਰਿਪੱਕ ਤਾਪਮਾਨ
মেজেনিন মজিয়া,ਮੇਜ਼ਾਨਾਈਨ ਮੰਜ਼ਿਲ
যান্ত্ৰিক বিশ্লেষণ,ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ
যান্ত্ৰিক বায়ু চলাচল,ਮਕੈਨੀਕਲ ਹਵਾਦਾਰੀ
মেট্ৰিক ব্যৱস্থা,ਮੈਟ੍ਰਿਕ ਸਿਸਟਮ
অণুগাঁথনি,ਮਾਈਕਰੋਸਟ੍ਰਕਚਰ
মিলি সমতুল্য,ਮਿਲਿ ਬਰਾਬਰ
প্ৰতি লিটাৰত মিলি সমতুল্য,ਮਿਲੀ ਬਰਾਬਰ ਪ੍ਰਤੀ ਲੀਟਰ
খনিজ পদাৰ্থ,ਖਣਿਜ
খনিজ মাটি,ਖਣਿਜ ਮਿੱਟੀ
সৰু বন্দৰ,ਮਾਮੂਲੀ ਪੋਰਟ
মাইট্ৰেড বন্ধ,Mitred ਬੰਦ
চলন্ত মাটিৰ কলয়ড,ਮੋਬਾਈਲ ਮਿੱਟੀ ਕੋਲਾਇਡ
আৰ্দ্ৰতা,ਨਮੀ ਸਮੱਗਰੀ
আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট,ਨਮੀ ਗਰੇਡੀਐਂਟ
মনোলিথ,ਮੋਨੋਲਿਥ
মনোৰেল,ਮੋਨੋਰੇਲ
ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ,ਨੈਸ਼ਨਲ ਹਾਰਬਰ ਕੌਂਸਲ
প্ৰাকৃতিক বিচনা,ਕੁਦਰਤੀ ਬਿਸਤਰਾ
প্ৰাকৃতিক ফিনিচিং,ਕੁਦਰਤੀ ਮੁਕੰਮਲ
প্ৰাকৃতিক বন্দৰ,ਕੁਦਰਤੀ ਬੰਦਰਗਾਹ
প্ৰাকৃতিক বায়ু চলাচল,ਕੁਦਰਤੀ ਹਵਾਦਾਰੀ
নৌসেনাৰ বন্দৰ,ਨੇਵਲ ਬੰਦਰਗਾਹ
নিউটন,ਨਿਊਟਨ
নন ইউনিফৰ্ম প্ৰবাহ,ਗੈਰ ਇਕਸਾਰ ਵਹਾਅ
পানীৰ হাৰ দখল কৰে,ਪਾਣੀ ਦੀ ਦਰ &#39;ਤੇ ਕਬਜ਼ਾ ਕਰਦਾ ਹੈ
তেলৰ ৰং,ਤੇਲ ਰੰਗਤ
তেলৰ কুঁৱাৰ চিমেণ্ট,ਤੇਲ ਖੂਹ ਸੀਮਿੰਟ
মুকলি চেনেলৰ প্ৰবাহ,ਚੈਨਲ ਦਾ ਪ੍ਰਵਾਹ ਖੋਲ੍ਹੋ
অনুকূল আৰ্দ্ৰতা,ਸਰਵੋਤਮ ਨਮੀ
জৈৱিক মাটি,ਜੈਵਿਕ ਮਿੱਟੀ
অভিবিন্যাস,ਸਥਿਤੀ
অৰ্থোগনেল,ਆਰਥੋਗੋਨਲ
অৰ্টষ্টেইন,ਓਰਟਸਟਾਈਨ
বাহিৰৰ সংকেত,ਬਾਹਰੀ ਸੰਕੇਤ
অক্সিডেচন,ਆਕਸੀਕਰਨ
পেণ্ট্ৰি,ਪੈਂਟਰੀ
পেৰাপেট,ਪੈਰਾਪੇਟ
পেৰাপেটৰ দেৱাল,ਪੈਰਾਪੇਟ ਕੰਧ
অভিভাৱকৰ সামগ্ৰী,ਮਾਪੇ ਸਮੱਗਰੀ
শিলগুটি ঢালাই প্লাষ্টাৰ,ਪੇਬਲ ਕਾਸਟ ਪਲਾਸਟਰ
পেডালফাৰ,ਪੈਡਲਫਰ
পেড&#39;কেল,ਪੈਡੋਕਲ
পেড’জেনেছিছ,ਪੀਡੋਜਨੇਸਿਸ
পেড’লজি,ਪੈਡੌਲੋਜੀ
পেড’স্ফিয়াৰ,ਪੀਡੋਸਫੀਅਰ
পেনেট্ৰ’মিটাৰ,ਪੈਨੇਟ੍ਰੋਮੀਟਰ
পেণ্ট ছাদ,ਪੈਂਟ ਛੱਤ
পেপটাইজিং এজেণ্ট,ਪੈਪਟਾਈਜ਼ਿੰਗ ਏਜੰਟ
বিশ্লেষণৰ সময়ছোৱা,ਵਿਸ਼ਲੇਸ਼ਣ ਦੀ ਮਿਆਦ
পাৰ্পেণ্ড,ਪਰਪੇਂਡ
পাৰ্চৰ্পচন,ਸ਼ੋਸ਼ਣ
ঘাট,ਪੀਅਰ
পিলাষ্টাৰ,ਪਿਲਾਸਟਰ
চূড়া,ਪਿੱਚ
পিচড ছাদ,ਟੋਏ ਵਾਲੀ ਛੱਤ
সাধাৰণ কংক্ৰিট,ਸਾਦਾ ਕੰਕਰੀਟ
সমতল কোণ,ਪਲੇਨ ਕੋਣ
সাধাৰণ চোতাল,ਸਾਦਾ ਵਿਹੜਾ
প্লেনছল,ਪਲੈਨਸੋਲ
প্লাষ্টিকৰ স্থায়িত্ব,ਪਲਾਸਟਿਕ ਇਕਸਾਰਤਾ
প্লাষ্টিচিটি,ਪਲਾਸਟਿਕਤਾ
প্লাষ্টিচিটি সূচকাংক,ਪਲਾਸਟਿਕਤਾ ਸੂਚਕਾਂਕ
প্লাষ্টিচিটিৰ সীমা,ਪਲਾਸਟਿਕ ਸੀਮਾ
প্লাষ্টিচিটিৰ পৰিসৰ,ਪਲਾਸਟਿਕ ਸੀਮਾ
প্লেটি গঠন,ਪਲੇਟੀ ਬਣਤਰ
প্লিন্থ,ਪਲਿੰਥ
হাল বোৱা মাটি,ਹਲ ਮਿੱਟੀ
প্লামৰ শিল,Plum ਪੱਥਰ
পডজোলে,ਪੋਡਜ਼ੋਲ
আঙুলিয়াই দি,ਇਸ਼ਾਰਾ
বহুভুজীয়া বেৰ,ਬਹੁਭੁਜ ਕੰਧ
ছিদ্ৰৰ স্থান,ਪੋਰ ਸਪੇਸ
বন্দৰ,ਪੋਰਟ
পজিটিভ ভেন্টিলেচন,ਸਕਾਰਾਤਮਕ ਹਵਾਦਾਰੀ
প্ৰেয়ৰী মাটি,ਪ੍ਰੈਰੀ ਮਿੱਟੀ
নিখুঁততা,ਸ਼ੁੱਧਤਾ
প্ৰাথমিক কণা,ਪ੍ਰਾਇਮਰੀ ਕਣ
প্ৰিজমেটিক গঠন,ਪ੍ਰਿਜ਼ਮੈਟਿਕ ਬਣਤਰ
উৎপাদনশীল কাম,ਲਾਭਕਾਰੀ ਕੰਮ
প্ৰকল্পৰ ন্যায্যতা,ਪ੍ਰੋਜੈਕਟ ਜਾਇਜ਼ਤਾ
সুৰক্ষামূলক কাম,ਸੁਰੱਖਿਆ ਦਾ ਕੰਮ
ছ্যুড’-মাইচেলিয়াম,ਸੂਡੋ-ਮਾਈਸੀਲੀਅਮ
পুখুৰী,ਛੱਪੜ
পাগিং,ਪੁੱਗਿੰਗ
পিউমিচ,ਪਿਊਮਿਸ
পাঞ্চিয়ন,ਪੰਚ
পুতলা,ਕਠਪੁਤਲੀ
পুটলগ,ਪੁਟਲੌਗ
পুটলগ মৰাপাট,ਪੁਟਲੌਗ ਸਕੈਫੋਲਡ
পৰিমাণ জৰীপকাৰী,ਮਾਤਰਾ ਸਰਵੇਖਣ
শিলৰ ৰস,ਖੱਡ ਦਾ ਰਸ
ঘাট,ਕਵੇ
কুইন বন্ধ,ਰਾਣੀ ਬੰਦ
কুইইন,ਕੋਇਨ
ৰাফ্ট ফাউণ্ডেচন,ਬੇੜਾ ਬੁਨਿਆਦ
ৰেকাৰ,ਰੇਕਰ
ৰেকিং,ਰੈਕਿੰਗ
ৰেকিং বণ্ড,ਰੈਕਿੰਗ ਬਾਂਡ
ৰেকিং ফ্লেছিং,ਰੈਕਿੰਗ ਫਲੈਸ਼ਿੰਗ
দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ,ਤੇਜ਼ੀ ਨਾਲ ਵੱਖ-ਵੱਖ ਵਹਾਅ
আদায়যোগ্য পেমেণ্ট,ਰਿਕਵਰੀਯੋਗ ਭੁਗਤਾਨ
ৰঙা মাটি,ਲਾਲ ਧਰਤੀ
ৰঙা লোম,ਲਾਲ ਦੋਮਟ
নিয়ন্ত্ৰক,ਰੈਗੂਲੇਟਰ
ৰেগুৰ বা ক’লা কপাহী মাটি,ਰੈਗੂਰ ਜਾਂ ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ
ৰিপেমেণ্ট চুক্তি,ਮੁੜ ਅਦਾਇਗੀ ਦਾ ਇਕਰਾਰਨਾਮਾ
অৱশিষ্ট সংকোচন,ਬਕਾਇਆ ਸੰਕੁਚਨ
অৱশিষ্ট মাটি,ਬਕਾਇਆ ਮਿੱਟੀ
প্ৰকাশ কৰা,ਪ੍ਰਗਟ
পিন প্ৰকাশ কৰক,ਪਿੰਨ ਪ੍ਰਗਟ ਕਰੋ
টাই প্ৰকাশ কৰক,ਟਾਈ ਪ੍ਰਗਟ ਕਰੋ
ৰিজ,ਰਿਜ
ৰিজ কেপিং,ਰਿਜ ਕੈਪਿੰਗ
নদী,ਨਦੀ
ৰোড ষ্টেড,ਸੜਕ ਦੀ ਸਥਿਤੀ
ৰুক্ষ প্লাষ্টাৰ,ਮੋਟਾ ਪਲਾਸਟਰ
ধ্বংসাৱশেষ,ਮਲਬਾ
ধ্বংসাৱশেষৰ শিলৰ কাম,ਮਲਬੇ ਦੀ ਚਿਣਾਈ
ধ্বংসাৱশেষৰ দেৱাল,ਮਲਬੇ ਦੀ ਕੰਧ
চলি থকা জোখ-মাখ,ਚੱਲ ਰਿਹਾ ਮਾਪ
নিৰাপদ বহন ক্ষমতা,ਸੁਰੱਖਿਅਤ ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ
নিমখৰ গ্লেজ,ਲੂਣ ਗਲੇਜ਼
নমুনাৰ আকাৰ,ਨਮੂਨਾ ਦਾ ਆਕਾਰ
নমুনা বিতৰণ,ਨਮੂਨਾ ਵੰਡ
নমুনা সংগ্ৰহৰ ভুল,ਨਮੂਨਾ ਲੈਣ ਵਿੱਚ ਗੜਬੜ
বালি,ਰੇਤ
বালিৰ ফিনিচিং,ਰੇਤ ਮੁਕੰਮਲ
বালিৰ হাতৰ মল্ডিং,ਰੇਤ ਹੱਥ ਮੋਲਡਿੰਗ
ছেণ্ডিং,ਸੈਂਡਿੰਗ
সংপৃক্ত মাটি,ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ
সংপৃক্ত মাটিৰ পেষ্ট,ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ ਦਾ ਪੇਸਟ
চেচুৰেচন এক্সট্ৰেক্ট,ਸੰਤ੍ਰਿਪਤ ਐਬਸਟਰੈਕਟ
চেচুৰেচন শতাংশ,ਸੰਤ੍ਰਿਪਤ ਪ੍ਰਤੀਸ਼ਤਤਾ
চচৰ গম্বুজ,ਸਾਸਰ ਗੁੰਬਦ
মৰাপাট,ਸਕੈਫੋਲਡ
শ্বিষ্ট,ਸ਼ਿਸਟ
সাগৰীয় বন্দৰ,ਸਮੁੰਦਰੀ ਬੰਦਰਗਾਹ
গোপন নালা,ਗੁਪਤ ਗਟਰ
দ্বিতীয়,ਦੂਜਾ
পলস বিশ্লেষণ,ਸੈਡੀਮੈਂਟੇਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ
অৰ্ধকৃত্ৰিম বন্দৰ,ਅਰਧ-ਨਕਲੀ ਬੰਦਰਗਾਹ
অৰ্ধ জোৱাৰ-ভাটাৰ ডক,ਸੈਮੀ ਟਾਈਡਲ ਡੌਕ
চেনিল,ਬਜ਼ੁਰਗ
শ্বেল,ਸ਼ੈਲ
শ্বীটৰ স্তূপ,ਸ਼ੀਟ ਦੇ ਢੇਰ
সংকোচনৰ সীমা,ਸੁੰਗੜਨ ਦੀ ਸੀਮਾ
শ্বাটাৰিং,ਸ਼ਟਰਿੰਗ
চিয়ালিটিক মাটি,ਸਿਏਲੀਟਿਕ ਮਿੱਟੀ
ছিয়েৰ’জেম,ਸੀਰੋਜ਼ਮ
চিল,ਸਿਲ
পলি,ਗਾਦ
একক ফ্লেমিছ তেজ,ਸਿੰਗਲ ਫਲੇਮਿਸ਼ ਲਹੂ
একক দানাযুক্ত গঠন,ਸਿੰਗਲ ਦਾਣੇਦਾਰ ਬਣਤਰ
