Hindi,Gujarati
आँकड़ा संचिका,ડેટા ફાઇલ
"1.आँकड़ा प्रवाह, 2. डाटा प्रवाह",માહિતી પ્રવાહ
"1.आँकड़ा प्रवाह संचित्र, 2.चार्ट",ડેટા ફ્લો ચાર્ટ
आँकड़ा पदानुक्रम,ડેટા વંશવેલો
आँकड़ा स्तर,ડેટા સ્તર
"1.आँकड़ा संग्रह, 2. आँकड़ा लाइब्रेरी",ડેટા લાઇબ્રેરી
आँकड़ा कड़ी परत,ડેટા લિંક સ્તર
आँकड़ा कड़ी परत (डी एल एल),ડેટા લિંક લેયર (DLL)
"1.आँकड़ा प्रबंधन, 2.डाटा प्रबंधन",માહિતી વ્યવસ્થાપન
"1.ऑकड़ा प्रकलन, 2.डाटा प्रकलन",ડેટા મેનીપ્યુલેશન
आँकड़ा प्रकलन भाषा (डी एम एल),ડેટા મેનીપ્યુલેશન લેંગ્વેજ (DML)
"आँकड़ा माडेम, डाटा माडेम",ડેટા મોડેમ
"1.आँकड़ा आपरिवर्तन, 2. आँकड़ा आशोधन",ડેટા ફેરફાર
"1.आँकड़ा जालक्रम, 2.डाटा नेटवर्क",ડેટા નેટવર્ક
"1.आँकड़ा संक्रिया, 2.डाटा संक्रिया",માહિતી કામગીરી
"1.आँकड़ा संगठन्अ,2. डाटा संगठन",ડેટા સંસ્થા
"1.आँकड़ा निर्गम, 2.डाटा निर्गम",ડેટા આઉટપુટ
"1.आँकड़ा पथ, 2. डाटा पथ",ડેટા પાથ
"1.आँकड़ा तैयारी, 2. डाटा तैयारी",ડેટાની તૈયારી
"1.आँकड़ा गोपनीयता, 2. डाटा गोपनीयता",ડેટા ગોપનીયતા
"1.ऑकड़ा प्रक्रमक, 2. डाटा प्रक्रमक",ડેટા પ્રોસેસર
"1.आँकड़ा रक्षण, 2. डाटा रक्षण",ડેટા જાણવણી
"1.आँकड़ा अभिलेख, 2. डाटा अभिलेख",ડેટા રેકોર્ડ
"1.आँकड़ा पुनः-प्राप्ति, 2. डाटा पुन:प्राप्ति",માહિતી પુનઃપ્રાપ્તિ
"1.आँकड़ा नेमिक, 2. आँकड़ा रुटीन",ડેટા રૂટિન
"1.आँकड़ा सुरक्षा, 2. डाटा सुरक्षा",ડેટા સુરક્ષા
"1.आँकड़ा समुच्चय,2. डाटा समुच्चय",ડેટા સેટ
"1.आँकड़ा संकेत, 2.डाटा संकेत",ડેટા સિગ્નલ
"1.आँकड़ा अभिगम, 2. डाटा अभिगम",ડેટા સિંક
"1.आँकड़ा स्रोत, 2.डाटा स्रोत",માહિતીનું પ્રાપ્તિસ્થાન
"1.आँकड़ा विनिर्देश,2. डाटा विनिर्देश",ડેટા સ્પષ્ટીકરણ
"1.आँकड़ा केंद्र, 2. डाटा केंद्र",ડેટા સ્ટેશન
"1.ऑकड़ा भंडारण, 2. डाटा भंडारण",માહિતી સંગ્રાહક
आँकड़ा भंडारण संरचना,માહિતી સંગ્રહ માળખું
"1.ऑकड़ा संरचना, 2. डाटा संरचना",ડેટા માળખું
"1.आँकड़ा स्विच, 2. डाटा स्विच",ડેટા સ્વીચ
"1.आँकड़ा सारणी, 2.डाटा सारणी",ડેટા ટેબલ
"1.आँकड़ा अंतक,2. डाटा अंतक",ડેટા ટર્મિનલ
"1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन",ડેટા ટ્રાન્સક્રિપ્શન
"1.आँकड़ा अंतरण,2. डाटा अंतरण",ડેટા ટ્રાન્સફર
"1.आँकड़ा संचरण, 2. डाटा संचरण",ડેટા ટ્રાન્સમિશન
"1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली",ડેટા ટ્રાન્સમિશન ચેનલ
"1.आँकड़ा प्रारुप, 2. डाटा प्रारुप",ડેટા પ્રકાર
"1.आँकड़ा एकक, 2. डाटा एकक",ડેટા યુનિટ
"1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण",માહિતી માન્યતા
डाटाबेस,ડેટાબેઝ
डाटाबेस प्रशासन,ડેટાબેઝ વહીવટ
डाटाबेस अभिकल्प,ડેટાબેઝ ડિઝાઇન
डाटाबेस प्रबंधन तंत्र,ડેટાબેઝ મેનેજમેન્ટ સિસ્ટમ
"1.आँकड़ाग्रेव, 2. डाटाग्रेव",ડેટાગ્રાવ
"1.डेटम, 2. ऑकड़ा",ડેટમ
"1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र",મૃત્યુ ક્ષેત્ર
गतिरोध,મડાગાંઠ
गतिरोध रोकथाम,ડેડલોક નિવારણ
दोष मार्जन,ડિબગ
"1.निर्णय कोष्ठ, 2. निर्णय पेटी",નિર્ણય બોક્સ
निर्णय निर्धारण प्रक्रम,નિર્ણય લેવાની પ્રક્રિયા
निर्णय सहायक तंत्र,નિર્ણય સપોર્ટ સિસ્ટમ
निर्णय वृक्ष,નિર્ણય વૃક્ષ
"1.कुटवाचक, 2. विकोडक",ડીકોડર
विघटन सिद्धांत,વિઘટન સિદ્ધાંત
विकोडन,ડિક્રિપ્શન
समर्पित प्रणाल,સમર્પિત ચેનલ
समर्पित दवारक,સમર્પિત બંદર
प्रतिरक्षण आँकडा नेटवर्क (डी डी एन),સંરક્ષણ ડેટા નેટવર્ક (DDN)
प्रतिरक्षण सूचना प्रणाली,સંરક્ષણ માહિતી સિસ્ટમ
एकीकरण,ડિફ્રેગમેન્ટેશન
विलंब,વિલંબ
विलंब गणक,વિલંબ કાઉન્ટર
विलंब काल,વિલંબ સમય
"1.मिटाना, 2. हटाना",કાઢી નાખો
विलोपन अभिलेख,કાઢી નાખવાનો રેકોર્ડ
परिसीमक,સીમાંકક
डेल्टा माँडुलन,ડેલ્ટા મોડ્યુલેશન
माँग पृष्ठन,માંગ પેજીંગ
प्रदर्शन,ડેમો
विमाडुलन,ડિમોડ્યુલેશન
वि-बहुसंकेतक,demultiplexer
असमान्यीकरण,વિકૃતિકરણ
"1.घनत्व, 2. सधनता",ઘનતા
"1.आश्रिता, 2. निर्भरता",નિર્ભરતા
आश्रित एकक,આશ્રિત એકમ
विपंक्ति,ડેક્યુ
"1.अपनिर्देशन, 2. अपसंदर्भन",સંદર્ભ
व्युत्पन्न वृक्ष,વ્યુત્પન્ન વૃક્ષ
व्युत्पन्न क्षेत्र,વ્યુત્પન્ન ક્ષેત્ર
अवरोही छंटाई,ઉતરતા ક્રમ
अभिकल्प,ડિઝાઇન
डेस्क परिकलक,ડેસ્ક કેલ્ક્યુલેટર
डेस्कटॉप कंप्यूटर,ડેસ્ક ટોપ કમ્પ્યુટર
डेस्कटॉप प्रस्तुतिकरण,ડેસ્કટોપ પ્રસ્તુતિ
डेस्कटॉप प्रकाशन,ડેસ્કટોપ પબ્લિશિંગ (DTP)
डेस्कटॉप वीडियो,ડેસ્કટોપ વિડિઓ
गंतव्य पता,ગંતવ્ય સરનામું
"1.विनाशक,  2.अपध्वंशक",વિનાશક
निर्धारणात्मक ऑटोमेटा,નિર્ણાયક ઓટોમેટો
विकासक,વિકાસકર્તા
विकास तन्त्र,વિકાસ પ્રણાલી
युक्ति,ઉપકરણ
युक्ति नियंत्रण एकक,ઉપકરણ નિયંત્રણ એકમ
युक्ति नियंत्रक,ઉપકરણ નિયંત્રક
युक्ति प्रबंधन,ઉપકરણ સંચાલન
युक्ति विधा,ઉપકરણ મોડ
निदान,નિદાન
निदानी तंत्र,ડાયગ્નોસ્ટિક સિસ્ટમ
"1.निदान, 2. निदानिकी",ડાયગ્નોસ્ટિક્સ
आरेख,રેખાકૃતિ
डायल,ડાયલ
डायल लाइन,ડાયલ લાઇન
डायल टोन,ડાયલ ટોન
डायल अप,ડાયલ કરો
"1.संवाद, 2. वार्तालाप",સંવાદ
वार्तालाप कोष्ठ,સંવાદ બોક્સ
डायलअप मॉडम,ડાયલઅપ મોડેમ
विमा,પરિમાણ
शब्दकोश,શબ્દકોશ
"1. अवकलन ,2. विभेदन",તફાવત
अंकीय,ડિજિટલ
अंकीय प्रणाल,ડિજિટલ ચેનલ
अंकीय परिपथ,ડિજિટલ સર્કિટ
अंकीय कंप्यूटर,ડિજિટલ કમ્પ્યુટર
"1.अंकीय आँकड़ा, 2.अंकीय डाटा",ડિજિટલ ડેટા
अंकीय सुविधा,ડિજિટલ સુવિધા
अंकीय फिल्टर,ડિજિટલ ફિલ્ટર
अंकीय लाइब्रेरी,ડિજિટલ પુસ્તકાલય
अंकीय माडुलन,ડિજિટલ મોડ્યુલેશન
"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर",ડિજિટલ મોનિટર
अंकीय चित्र,ડિજિટલ ચિત્ર
"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक",ડિજિટલ હસ્તાક્ષર
अंकीय स्विच,ડિજિટલ સ્વીચ
अंकीय अनुरूप रूपांतरक,ડિજિટલ થી એનાલોગ (D/A) કન્વર્ટર
अंकरूपण,ડિજિટાઇઝેશન
अंकीकरण,ડિજિટાઇઝ કરો
अंकरूपक,ડિજિટાઇઝર
डायोड,ડાયોડ
प्रत्यक्ष,પ્રત્યક્ષ
प्रत्यक्ष पता,સીધું સરનામું
प्रत्यक्ष रुपांतरण,સીધું રૂપાંતર
प्रत्यक्ष युग्मन,સીધું જોડાણ
"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)",ડાયરેક્ટ મેમરી એક્સેસ (DMA)
प्रत्यक्ष स्मृति अभिगम (डी एम ए),ડાયરેક્ટ મેમરી એક્સેસ (DMA)
प्रत्यक्ष विधि,સીધી પદ્ધતિ
निदेश,નિર્દેશ
निर्देशिका,ડિરેક્ટરી
"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर",ડિરેક્ટરી સર્વર
निर्देशिका सेवा,ડિરેક્ટરી સેવા
असमर्थ,નિષ્ક્રિય
असमर्थकारी संकेत,નિષ્ક્રિય સંકેત
"1.असंबंधन, 2. विसंबंधन",ડિસ્કનેક્ટ
"1.असतत , 2. विविक्त",અલગ
"1.चक्रिका, 2. डिस्क",ડિસ્ક
"1.चक्रिका पता, 2. डिस्क पता",ડિસ્ક સરનામું
"1.चक्रिका सरणी, 2. डिस्क सरणी",ડિસ્ક એરે
"1.चक्रिका क्षमता, 2. डिस्क क्षमता",ડિસ્ક ક્ષમતા
"1.चक्रिका चालक, 2.डिस्क ड्रािव",ડિસ્ક ડ્રાઇવ
चक्रिका संचिका,ડિસ્ક ફાઇલ
"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी",ડિસ્ક મેમરી
चक्रिका परिचालन तंत्र (डी ओ एस),ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DOS)
चक्रिका संकुल,ડિસ્ક પેક
"1.चक्रिका परिसेवक, 2. डिस्क सर्वर",ડિસ્ક સર્વર
"1.चक्रिका भंडारण, 2. डिस्क भंडारण",ડિસ્ક સંગ્રહ
डिस्केट,ડિસ્કેટ
प्रदर्श संचिका,ડિસ્પ્લે ફાઇલ
प्रदर्श प्रतिबिंब,પ્રદર્શિત છબી
निपटान,નિકાલ
दूरी,અંતર
दूरी फलन,અંતર કાર્ય
विरूपण,વિકૃતિ
वितरित,વિતરિત
वितरित आँकड़ा,વિતરિત ડેટા
वितरित परिसेवक,વિતરિત સર્વર
"1.वितरित प्रणाली, 2. वितरित तंत्र",વિતરણ સિસ્ટમ
वितरक,વિતરણકારી
प्रलेख,દસ્તાવેજ
प्रलेख प्रत्यानयित,દસ્તાવેજ પુનઃપ્રાપ્ત
"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो",દસ્તાવેજ વિન્ડો
प्रलेखन,દસ્તાવેજીકરણ
"डोमेन, प्रक्षेत्र",ડોમેન
डोमेन नाम,ડોમેન નામ
"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर",ડોટ મેટ્રિક્સ પ્રિન્ટર
"अध:, नीचे",નીચે
"1.अवलिंक , 2.अवकड़ी",ડાઉન લિંક
अधोभारण,ડાઉન લોડિંગ
अधोभारण काल,ડાઉન સમય
कर्षण,ખેંચીને
डीरैम (गतिक रैम),DRAM (ડાયનેમિક રેમ)
अपवाह,ડ્રિફ્ટ
चालक,ડ્રાઈવર
पात,ડ્રોપ
निपात सूची बॉक्स,ડ્રોપ ડાઉન સૂચિ બોક્સ
ड्रम ड्रािव,ડ્રમ ડ્રાઇવ
"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर",ડ્રમ પ્રિન્ટર
"1.इम एकक, 2. ड्रम इकाई",ડ્રમ યુનિટ
"1.द्वैत,2. द्वि",દ્વિ
द्वैत घनत्व,બેવડી ઘનતા
"1.मूक पता, 2. छद्म पता",બનાવટી સરનામું
सन्निक्षेप,ડમ્પ
दवैध परिपथ,ડુપ્લેક્સ સર્કિટ
दवैधीकरण,દ્વિગુણિત
केय्प्रतिकुंजी,ડુપ્લિકેટ
"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन",ડીવીડી આર/ડબલ્યુ
डी वी डी रॉम,ડીવીડી રોમ
गतिक अनुदेश,ગતિશીલ સૂચના
"1.गतिक स्मृति, 2.गतिक मेमोरी",ગતિશીલ મેમરી
"1.गति विज्ञान, 2. गतिकी",ગતિશીલતા
ई बी सी डी आई सी,EBCDIC
ई व्यवसाय,ઈ-વ્યવસાય
प्रतिध्वनि,પડઘો
"1.ई-कॉमर्स, 2.ई-वाणिज्य",ઈ-કોમર્સ
संपादन,ફેરફાર કરો
संपादक,સંપાદક
शैक्षिक प्रौद्योगिकी,શૈક્ષણિક ટેકનોલોજી
ई ई पी रॉम,EEP રોમ
"1.सार्थक पता , 2.प्रभावी पता",અસરકારક સરનામું (ફ્લોટિંગ સરનામું)
सार्थक संकार्य पता,અસરકારક ઓપરેન્ડ સરનામું
प्रभावी क्रिया,અસરકારક પ્રક્રિયા
प्रभावी यू.आई.डी.,અસરકારક UID (વપરાશકર્તા ઓળખ)
प्रभावी संचरण संकार्य,અસરકારક ટ્રાન્સમિશન ઓપરેન્ડ
अष्टबिट बािट,આઠ-બીટ બાઈટ
"इलेक्ट्रॉनिक अधिगम, ई अधिगम",ઈ-લર્નિંગ
चुनाव एल्गोरिथम,ચૂંટણી-અલગર્થમ
इलेक्ट्रोनिक डाकसेवा (ई. मेल),ઇલેક્ટ્રિક મેઇલિંગ (ઇ-મેલ)
"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर",ઇલેક્ટ્રિક પ્રિન્ટર
विद्युत लेखा मशीन,ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન
इलेक्ट्रोनिकी,ઇલેક્ટ્રોનિક
इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.),ઇલેક્ટ્રોનિક ક્લિયરન્સ સિસ્ટમ (ECS)
इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.),ઇલેક્ટ્રોનિક ડેટા ઇન્ટરચેન્જ (EDI)
इलेक्ट्रोनिक आंकड़ा संसाधन,ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ
इलेक्ट्रॉनिक विवरणिक,ઇલેક્ટ્રોનિક ફાઇલિંગ
इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस),ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર સિસ્ટમ (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका",ઇલેક્ટ્રોનિક જર્નલ્સ
इलेक्ट्रॉनिक प्रकाशन,ઇલેક્ટ્રોનિક પ્રકાશન
इलेक्ट्रॉनिक स्विच,ઇલેક્ટ્રોનિક સ્વીચ
"तत्व, अवयव",તત્વ
ई-मेल,ઈ-મેલ
"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता",ઈ - મેઈલ સરનામું
अंत:स्थापित तंत्र,એમ્બેડેડ સિસ્ટમ
अंत:स्थापन,એમ્બેડિંગ
उत्सर्जक युग्मित तर्क (ई.सी.एल.),એમિટર કપલ લોજિક (ECL)
रिक्त चिति,ખાલી સ્ટેક
"1.रिक्त श्रृंखला, 2. रिक्त माला",ખાલી શબ્દમાળા
यंत्रानुकरण,અનુકરણ
"1.केप्सूलीकरण, 2. केप्सूलन",એન્કેપ્સ્યુલેશન
कूटलेखक,સંકેતલિપી
कूटलेखन,એન્કોડ
"1.कूटलेखक, 2. कोडक",એન્કોડર
गूढ आंकडा,એન્ક્રિપ્ટેડ ડેટા
गूढ फािल सिस्टम,એન્ક્રિપ્ટીંગ ફાઇલ સિસ્ટમ
"1.गोपन, 2. कोडन, 3. कूटलेखन",એન્ક્રિપ્શન
खंडक अंत,બ્લોકનો અંત
संचिका-अन्त,ફાઇલનો અંત (EOF)
प्रयोक्ता,અંતિમ વપરાશકર્તા
प्रवेश,દાખલ કરો
प्रवेश कुंजी,એન્ટર-કી
"1.उद्यम सरवर, 2. उद्यम सेवक",એન્ટરપ્રાઇઝ સર્વર
उद्यम तंत्र,એન્ટરપ્રાઇઝ સિસ્ટમ
सत्ता,એન્ટિટી
सत्ता संबंधता,અસ્તિત્વ-સંબંધ
प्रवेश काल,પ્રવેશ સમય
प्रविष्ट चर,પ્રવેશ ચલ
गणनीय,ગણી શકાય તેવું
परिवेश,પર્યાવરણ
"1.ईपोच,2. युग,3. निर्देश क्षण",યુગ
ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति),EPROM
एपसिलॉन संवरक,એપ્સીલોન બંધ
तुल्यकारक,બરાબરી
उपस्कर,સાધનસામગ્રી
तुल्यता वर्ग,સમાનતા વર્ગ
तुल्य संबंध,સમાનતા સંબંધ
"1.विलोपन, 2.मिटान",ભુસવું
त्रुटि संशोधन कूट,કોડ સુધારવામાં ભૂલ
त्रुटि संशोधन,ભૂલ સુધારણા
त्रुटि संसूचन,ભૂલ શોધ
त्रुटि प्रहस्तन,ભૂલ હેન્ડલિંગ
त्रुटि संदेश,ક્ષતી સંદેશ
त्रुटि दर,ભૂલ દર
त्रुटि पुनर्डद्धार,ભૂલ પુનઃપ્રાપ્તિ
त्रुटि नेमक,ભૂલ નિયમિત
पलायन संप्रतीक,એસ્કેપ પાત્ર
ईथरनेट,ઈથરનેટ
घटना,ઘટના
घटना श्रृंखला,ઘટના સાંકળ
घटना नियंत्रण,ઘટના નિયંત્રણ
घटना गणक,ઇવેન્ટ કાઉન્ટર
अपवाद प्रहस्तन,અપવાદ હેન્ડલિંગ
विनिमय डिस्क भंडारण,વિનિમયક્ષમ ડિસ્ક સંગ્રહ
अपवर्जन,બાકાત
अनन्य और (एक्स ऑर),વિશિષ્ટ અથવા (XOR)
निष्पाद्य क्रमादेश,એક્ઝિક્યુટેબલ પ્રોગ્રામ
निष्पादन कथन,એક્ઝિક્યુટિવ નિવેદન
चयनिक खोज,સંપૂર્ણ શોધ
विदयमान,અસ્તિત્વમાં છે
निर्गम,બહાર નીકળો
विशेषज्ञ तंत्र,નિષ્ણાત સિસ્ટમ
"1. अभिव्यक्ति ,2. व्यंजक",અભિવ્યક્તિ
विस्तारित आलेखीय आव्यूह (एक्स जी ए),વિસ્તૃત ગ્રાફિક એરે (XGA)
विस्तारित औदयोगिक मानक (इ.आई.एस.),વિસ્તૃત ઉદ્યોગ ધોરણ (EIS)
अतिदेशित मशीन,વિસ્તૃત મશીન
विस्तारित स्मृति,વિસ્તૃત મેમરી
"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता",વિસ્તૃત ચોકસાઇ
"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण",વિસ્તૃત વર્ગીકરણ
वाह्य आह्वान,બાહ્ય કૉલ
वाह्य त्रुटि,બાહ્ય ભૂલ
वाह्य फलन,બાહ્ય કાર્ય
वाह्य अंतरायन,બાહ્ય વિક્ષેપ
"1.वाह्य स्मृति, 2. वाह्य मेमोरी",બાહ્ય મેમરી
वाह्य स्मृति,બાહ્ય મેમરી
वाह्य मॉडेम,બાહ્ય મોડેમ
वाह्य संदर्भ,બાહ્ય સંદર્ભ
वाह्य खोज,બાહ્ય શોધ
वाह्य भंडारण युक्ति,બાહ્ય સંગ્રહ ઉપકરણ
निष्कर्षण,નિષ્કર્ષણ
बहिर्वेशन,એક્સ્ટ્રાપોલેશન
फलक संप्रतीक मुद्रक,ફેસ કેરેક્ટર પ્રિન્ટર
विफल-सुरक्षा संक्रिया,નિષ્ફળ-સલામત કામગીરી
विफलता दर,નિષ્ફળતા દર
विफलता मुक्ति,નિષ્ફળતા પુનઃપ્રાપ્તિ
मिथ्या कूट,ખોટો કોડ
मिथ्या त्रुटि,ખોટી ભૂલ
"1.निवेशाँक, 2. निवेश-अंक",ફેન-ઇન
"1.निर्गताँक, 2. निर्गत-अंक",ફેન-આઉટ
"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम",ફેસિમિલ I/O ઉપકરણ
द्रुत फौरिएर अन्तरण,ફાસ્ટ ફોરિયર ટ્રાન્સફોર્મ (FFT)
घातक त्रुटि,જીવલેણ ભૂલ
दोष संसूचन,ખામી શોધ
दोष निदान,ખામી નિદાન
दोष सहिष्णुता,સહનશીલતા દોષ
फैक्स,ફેક્સ
फैक्स संदेश,ફેક્સ સંદેશ
एफ डी सी,FDC
लक्षण संसूचन,લક્ષણ શોધ
भरण चक्र,ફીડ ચક્ર
पुनर्निवेश,પ્રતિસાદ
"1.प्रदायक,2.पोषक, 3.फीडर",ફીડર
आनयन,મેળવો
फिबोनेकी खोज,ફિબોનાકી શોધ
फिबोनेकी अनुक्रम,ફિબોનાકી ક્રમ
फिबोनेकी श्रेणी,ફિબોનાકી શ્રેણી
तंतु प्रकाशिकी,ફાઇબર ઓપ્ટિક્સ
फिडो जाल,ફિડો નેટ
क्षेत्र,ક્ષેત્ર
पंचम पीढ़ी कम्प्यूटर,પાંચમી પેઢીના કમ્પ્યુટર્સ
"1.संचिका,2. फािल",ફાઇલ
संचिका अभिगम विधि,ફાઇલ એક્સેસ પદ્ધતિ
संचिका नियतन सारणी,ફાઈલ ફાળવણી ટેબલ
संचिका संपीडन,ફાઇલ કમ્પ્રેશન
संचिका प्रतिलिपिकरण,ફાઇલ નકલ
संचिका विन्यास,ફાઇલ લેઆઉટ
संचिका विलय,ફાઇલ મર્જ
संचिका पुन:प्राप्ति,ફાઇલ પુનઃપ્રાપ્તિ
संचिका भंडारण,ફાઇલ સંગ્રહ
संचिका संरचना,ફાઇલ માળખું
संचिका तंत्र,ફાઇલ સિસ્ટમ
संचिका अंतरण,ફાઇલ ટ્રાન્સફર
फाील अंतरण प्रोटोकॉल (एफ टी पी),ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP)
फिल्टर,ફિલ્ટર
अंतिम स्थिति,અંતિમ સ્થિતિ
खोज,શોધો
परिमित अवस्था यंत्र,મર્યાદિત રાજ્ય મશીન
फायर वॉल,આગ દિવાલ
फर्मवेयर,ફર્મવેર
पहले आो पहले पाो,વહેલા તે પહેલાં
प्रथम पीढ़ी कंप्यूटर,પ્રથમ પેઢીના કમ્પ્યુટર
प्रथम निवेश प्रथम निर्गम (फीफो ),ફર્સ્ટ ઇન ફર્સ્ટ આઉટ (FIFO)
प्रथम कोटि तर्क,પ્રથમ ઓર્ડર તર્ક
प्रथम कोटि सिद्धांत,પ્રથમ ઓર્ડર સિદ્ધાંત
नियत विभाजन,નિશ્ચિત પાર્ટીશન
चिन्ह,ધ્વજ
नम्य डिस्क,લવચીક ડિસ્ક
फ्लॉपी डिस्क,ફ્લોપી ડિસ્ક
फ्लापी डिस्क चालन (एफ डी डी),ફ્લોપી ડિસ્ક ડ્રાઇવ (Fdd)
प्रवाह संचित्र,ફ્લો ચાર્ટ
नियंत्रण प्रवाह,નિયંત્રણનો પ્રવાહ
प्रधावन,ફ્લશ
फोल्डर,ફોલ્ડર
फाँट,ફોન્ટ
फाँट परिवार,ફોન્ટ કુટુંબ
वाह्य कुंजी,બહાર ની ચાવી
रूप,ફોર્મ
प्रतीकात्मक भाषा,ઔપચારિક ભાષા
प्रतीकात्मक विधि,ઔપચારિક સિસ્ટમ
"1.फॉरमैट, 2.आरूप",ફોર્મેટ
आरूपण,ફોર્મેટિંગ
फोरट्रॉन,ફોરટ્રાન
"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन",ફોરટ્રાન પ્રોગ્રામિંગ
अग्रतिर्यक स्लैश,ફોરવર્ડ સ્લેશ
चतुर्थ पीढ़ी कंप्यूटर,ચોથી પેઢીના કમ્પ્યુટર
खंड,ટુકડો
फ्रेम,ફ્રેમ
"1.मुक्त नेट, 2.मुक्त जाल",મફત નેટ
मुक्त सॉफ्टवेयर न्यास,મફત સોફ્ટવેર ફાઉન્ડેશન
मुक्त भंडारण,મફત સંગ્રહ
फ्रीवेयर,ફ્રીવેર
अग्रांत,આગળનો છેડો
"1.अग्र पट्टिका, 2.अग्र पैनल",ફ્રન્ટ પેનલ
"1.प्रकार्य,2. फलन",કાર્ય
प्रकार्य कुंजी,કાર્ય કી
प्रकार्य संदर्भ,કાર્ય સંદર્ભ
प्रकार्यात्मक निर्भरता,કાર્યાત્મક નિર્ભરતા
प्रकार्य परीक्षण,કાર્યાત્મક પરીક્ષણ
"1.अस्पष्ट तर्क, 2.फज्जी लॉजिक",અસ્પષ્ટ તર્ક
"1.अस्पष्ट समुच्चय, 2.फज्जी सेट",અસ્પષ્ટ સમૂહ
लब्धि,લાભ
खेल तरू,રમત વૃક્ષ
अंतराल संप्रतीक,ગેપ પાત્ર
कचरा,કચરો
कचरा संग्रहण,કચરો સંગ્રહ
कचरा संग्रहण,કચરો સંગ્રહ
कचरा अंदर कचरा बाहर (गीगो),ગાર્બેજ ઇન ગાર્બેજ આઉટ (GIGO)
द्वार,દરવાજો
दवार पथ (नेटवर्क के संदर्भ में),પ્રવેશદ્વાર
व्यापक क्रमादेश,સામાન્ય કાર્યક્રમ
व्यापक क्रमादेश,સામાન્ય કાર્યક્રમ
व्यापक उद्देश्य कंप्यूटर,સામાન્ય હેતુ કમ્પ્યુટર
व्यापकीकृत उद्देश्य कंप्यूटर,સામાન્ય હેતુ કમ્પ્યુટર
सामान्य पंजी,સામાન્ય રજીસ્ટર
व्यापकीकरण,સામાન્યીકરણ
व्यापकीकरण,સામાન્યીકરણ
व्यापक उद्देशीय भाषा,સામાન્ય હેતુની ભાષા
व्यापक उद्देश्य संक्रिया प्रणाली,સામાન્ય હેતુ ઓપરેટિંગ સિસ્ટમ
व्यापक उद्देश्य पंजी,સામાન્ય હેતુ રજીસ્ટર
जनित त्रुटि,જનરેટ કરેલ ભૂલ
जनन प्रकार्य,જનરેટીંગ ફંક્શન
वर्ग सामान्य,સામાન્ય વર્ગ
वर्ग प्रकार्य,સામાન્ય કાર્ય
सामान्य वर्गनाम,સામાન્ય નામ
गीगो,ગીગો
"1.सार्वत्रिक, 2.वैश्विक",વૈશ્વિક
सार्वत्रिक कूट,વૈશ્વિક કોડ
सार्वत्रिक ताला,વૈશ્વિક લોક
"1.सार्वत्रिक जालक्रम,2.सार्वत्रिक नेटवर्क",વૈશ્વિક નેટવર્ક
सार्वत्रिक जालक्रम,વૈશ્વિક નેટવર્ક
"1.विश्व प्रयोक्ता, 2.सार्व प्रयोक्ता, 3.सार्वत्रिक प्रयोगकर्ता",વૈશ્વિક વપરાશકર્તા
सार्वत्रिक चर,વૈશ્વિક ચલ
"1.वैश्वीकरण, 2.भूमण्डलीकरण",વૈશ્વિકરણ
गोफर (नेटवर्क में एक प्रोटोकॉल),ગોફર
गोफर ग्राही,ગોફર ક્લાયંટ
