Odiya,Tamil
ଡିସ୍କ ସର୍ଭର |,வட்டு சேவையகம்
ଡିସ୍କ ସଂରକ୍ଷଣ,வட்டு சேமிப்பு
ଡିସ୍କେଟ୍ |,வட்டு
ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,காட்சி கோப்பு
ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,காட்சி படத்தை
ନିଷ୍କାସନ,அகற்றல்
ଦୂରତା,தூரம்
ଦୂରତା କାର୍ଯ୍ୟ,தூர செயல்பாடு
ବିକୃତି,திரித்தல்
ବଣ୍ଟିତ |,விநியோகிக்கப்பட்டது
ବଣ୍ଟିତ ତଥ୍ୟ |,விநியோகிக்கப்பட்ட தரவு
ବଣ୍ଟିତ ସର୍ଭର |,விநியோகிக்கப்பட்ட சேவையகம்
ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |,விநியோகிக்கப்பட்ட அமைப்பு
ବଣ୍ଟନକାରୀ,விநியோகிக்கக்கூடிய
ଡକ୍ୟୁମେଣ୍ଟ୍,ஆவணம்
ଡକ୍ୟୁମେଣ୍ଟ ପୁନରୁଦ୍ଧାର ହେଲା |,ஆவணம் மீட்டெடுக்கப்பட்டது
ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |,ஆவண சாளரம்
ଡକ୍ୟୁମେଣ୍ଟେସନ୍,ஆவணங்கள்
ଡୋମେନ୍,களம்
ଡୋମେନ୍ ନାମ,டொமைன் பெயர்
ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |,டாட் மேட்ரிக்ஸ் பிரிண்டர்
ତଳକୁ,கீழ்
ଡାଉନ୍ ଲିଙ୍କ୍ |,கீழ் இணைப்பு
ଡାଉନ୍ ଲୋଡିଙ୍ଗ୍ |,பதிவிறக்கம்
ଡାଉନ୍ ଟାଇମ୍ |,செயலற்ற நேரம்
ଡ୍ରାଗ୍,இழுத்தல்
DRAM (ଗତିଶୀଳ RAM),DRAM (டைனமிக் ரேம்)
drift,சறுக்கல்
ଡ୍ରାଇଭର |,இயக்கி
ଡ୍ରପ୍,கைவிட
ତାଲିକା ବାକ୍ସ ଡ୍ରପ୍ କରନ୍ତୁ |,கீழ்தோன்றும் பட்டியல் பெட்டி
ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |,டிரம் டிரைவ்
ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |,டிரம் பிரிண்டர்
ଡ୍ରମ୍ ୟୁନିଟ୍ |,டிரம் அலகு
ଡୁଆଲ୍ |,இரட்டை
ଦ୍ୱ ual ତ ଘନତା |,இரட்டை அடர்த்தி
ଡମି ଠିକଣା,போலி முகவரி
ଡମ୍ପିଂ,திணிப்பு
ଡୁପ୍ଲେକ୍ସ ସର୍କିଟ |,இரட்டை சுற்று
ନକଲ,டூப்ளெக்சிங்
ନକଲ,நகல்
DVD R / W,டிவிடி ஆர்/டபிள்யூ
DVD ROM,டிவிடி ரோம்
ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ,மாறும் அறிவுறுத்தல்
ଗତିଶୀଳ ସ୍ମୃତି,மாறும் நினைவகம்
ଗତିଶୀଳତା |,இயக்கவியல்
EBCDIC |,EBCDIC
ଇ-ବ୍ୟବସାୟ |,மின் வணிகம்
ଇକୋ,எதிரொலி
ଇ-ବାଣିଜ୍ୟ |,மின் வணிகம்
ସମ୍ପାଦନ କରନ୍ତୁ |,தொகு
ସମ୍ପାଦକ,ஆசிரியர்
ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,கல்வி தொழில்நுட்பம்
EEP ରୋମ୍,EEP ரோம்
ପ୍ରଭାବଶାଳୀ ଠିକଣା (ଭାସମାନ ଠିକଣା),பயனுள்ள முகவரி (மிதக்கும் முகவரி)
ପ୍ରଭାବଶାଳୀ ଅପରେଣ୍ଡ୍ ଠିକଣା |,பயனுள்ள செயல்பாட்டு முகவரி
ପ୍ରଭାବଶାଳୀ ପ୍ରଣାଳୀ |,பயனுள்ள செயல்முறை
ପ୍ରଭାବଶାଳୀ UID (ବ୍ୟବହାରକାରୀ ପରିଚୟ),பயனுள்ள UID (பயனர் அடையாளம்)
ପ୍ରଭାବଶାଳୀ ଟ୍ରାନ୍ସମିସନ୍ ଅପରେଣ୍ଡ୍ |,பயனுள்ள பரிமாற்ற செயல்பாடு
ଆଠ-ବିଟ୍ ବାଇଟ୍ |,எட்டு பிட் பைட்
ଇ-ଶିକ୍ଷା,மின் கற்றல்
ନିର୍ବାଚନ-ଆଲଗିର୍ଥମ୍ |,தேர்தல்-அல்கிரிதம்
ଇଲେକ୍ଟ୍ରିକ୍ ମେଲିଂ (ଇ-ମେଲ୍),மின் அஞ்சல் (மின்னஞ்சல்)
ଇଲେକ୍ଟ୍ରିକ୍ ପ୍ରିଣ୍ଟର୍,மின்சார அச்சுப்பொறி
ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |,மின் கணக்கியல் இயந்திரம்
ଇଲେକ୍ଟ୍ରୋନିକ୍ |,மின்னணு
ଇଲେକ୍ଟ୍ରୋନିକ୍ କ୍ଲିୟରାନ୍ସ ସିଷ୍ଟମ୍ (ECS),மின்னணு அனுமதி அமைப்பு (ECS)
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଆଦାନ ପ୍ରଦାନ (EDI),மின்னணு தரவு பரிமாற்றம் (EDI)
ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,மின்னணு தரவு செயலாக்கம்
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଫାଇଲ୍,மின்னணு தாக்கல்
ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ସିଷ୍ଟମ୍ (EFTS),மின்னணு நிதி பரிமாற்ற அமைப்பு (EFTS)
ବ electronic ଦ୍ୟୁତିକ ପତ୍ରିକା,மின்னணு இதழ்கள்
ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |,மின்னணு வெளியீடு
ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |,மின்னணு சுவிட்ச்
ଉପାଦାନ,உறுப்பு
ଇ-ମେଲ୍ |,மின்னஞ்சல்
ଈମୈଲ ଠିକଣା,மின்னஞ்சல் முகவரி
ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |,உட்பொதிக்கப்பட்ட அமைப்பு
ଏମ୍ବେଡିଂ,உட்பொதித்தல்
ନିର୍ଗତ ଦମ୍ପତି ତର୍କ (ECL),உமிழ்ப்பான் ஜோடி தர்க்கம் (ECL)
ଖାଲି ଷ୍ଟାକ |,வெற்று அடுக்கு
ଖାଲି ଷ୍ଟ୍ରିଙ୍ଗ୍ |,வெற்று சரம்
ଅନୁକରଣ,முன்மாதிரி
ଏନକାପସୁଲେସନ୍ |,அடைப்பு
ଏନକାଇଫର୍,குறியாக்கி
ଏନକୋଡ୍,குறியாக்கம்
ଏନକୋଡର୍ |,குறியாக்கி
ସଂଗୁପ୍ତ ତଥ୍ୟ,மறைகுறியாக்கப்பட்ட தரவு
ଏନକ୍ରିପ୍ଟିଂ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |,என்கிரிப்ட் கோப்பு முறைமை
ଏନକ୍ରିପସନ୍,குறியாக்கம்
ବ୍ଲକର ଶେଷ,தொகுதியின் முடிவு
ଫାଇଲର ଶେଷ (EOF),கோப்பின் முடிவு (EOF)
ଶେଷ-ଉପଭୋକ୍ତା |,கடைசி பயனாளி
ପ୍ରବେଶ କର |,நுழைய
ଏଣ୍ଟର୍-କି,நுழைவு விசை
ଏଣ୍ଟରପ୍ରାଇଜ୍ ସର୍ଭର |,நிறுவன சேவையகம்
ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |,நிறுவன அமைப்பு
ସଂସ୍ଥା,நிறுவனம்
ସଂସ୍ଥା-ସମ୍ପର୍କ |,நிறுவனம்-உறவு
ପ୍ରବେଶ ସମୟ,நுழைவு நேரம்
ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |,நுழைவு மாறி
ଅସଂଖ୍ୟ |,எண்ணத்தக்க
ପରିବେଶ,சூழல்
ଯୁଗ,சகாப்தம்
EPROM,EPROM
ଏପସିଲନ୍ ବନ୍ଦ |,எப்சிலன் மூடல்
ସମାନତା,சமநிலைப்படுத்தி
ଉପକରଣ,உபகரணங்கள்
ସମାନତା ଶ୍ରେଣୀ,சமநிலை வகுப்பு
ସମାନତା ସମ୍ପର୍କ,சமமான உறவு
ଲିଭାନ୍ତୁ,அழிக்க
ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍,பிழை திருத்தும் குறியீடு
ତ୍ରୁଟି ସଂଶୋଧନ,பிழை திருத்தம்
ତ୍ରୁଟି ଚିହ୍ନଟ,பிழை கண்டறிதல்
ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ,பிழை கையாளுதல்
ତ୍ରୁଟି ସନ୍ଦେଶ |,பிழை செய்தி
ତ୍ରୁଟି ହାର,பிழை விகிதம்
ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର,பிழை மீட்பு
ତ୍ରୁଟି ରୁଟିନ୍ |,பிழை வழக்கமான
ପଳାୟନ ଚରିତ୍ର |,தப்பிக்கும் தன்மை
ଇଥରନେଟ୍ |,ஈதர்நெட்
ଇଭେଣ୍ଟ,நிகழ்வு
ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |,நிகழ்வு சங்கிலி
ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |,நிகழ்வு கட்டுப்பாடு
ଇଭେଣ୍ଟ କାଉଣ୍ଟର,நிகழ்வு கவுண்டர்
ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |,விதிவிலக்கு கையாளுதல்
ଅଦଳବଦଳ ଡିସ୍କ ସଂରକ୍ଷଣ ସ୍ଥାନ |,பரிமாற்றக்கூடிய வட்டு சேமிப்பு
ବହିଷ୍କାର,விலக்குதல்
ସ୍ୱତନ୍ତ୍ର କିମ୍ବା (XOR),பிரத்தியேக அல்லது (XOR)
ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍,இயங்கக்கூடிய நிரல்
କାର୍ଯ୍ୟନିର୍ବାହୀ ବିବୃତ୍ତି,நிர்வாக அறிக்கை
ସମ୍ପୁର୍ଣ୍ଣ ସନ୍ଧାନ |,முழுமையான தேடல்
ବିଦ୍ୟମାନ ଅଛି |,உள்ளன
ପ୍ରସ୍ଥାନ,வெளியேறு
ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |,நிபுணர் அமைப்பு
ଅଭିବ୍ୟକ୍ତି,வெளிப்பாடு
ବିସ୍ତୃତ ଗ୍ରାଫିକ୍ ଆରେ (XGA),நீட்டிக்கப்பட்ட வரைகலை வரிசை (XGA)
ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS),விரிவாக்கப்பட்ட தொழில் தரநிலை (EIS)
ବିସ୍ତୃତ ଯନ୍ତ୍ର,நீட்டிக்கப்பட்ட இயந்திரம்
ବିସ୍ତୃତ ସ୍ମୃତି,நீட்டிக்கப்பட்ட நினைவகம்
ବିସ୍ତୃତ ସଠିକତା |,நீட்டிக்கப்பட்ட துல்லியம்
ବିସ୍ତୃତ ସର୍ଟିଂ,நீட்டிக்கப்பட்ட வரிசையாக்கம்
ବାହ୍ୟ କଲ୍,வெளிப்புற அழைப்பு
ବାହ୍ୟ ତ୍ରୁଟି |,வெளிப்புற பிழை
ବାହ୍ୟ କାର୍ଯ୍ୟ,வெளிப்புற செயல்பாடு
ବାହ୍ୟ ବାଧା,வெளிப்புற குறுக்கீடு
ବାହ୍ୟ ସ୍ମୃତି,வெளிப்புற நினைவகம்
ବାହ୍ୟ ସ୍ମୃତି,வெளிப்புற நினைவகம்
ବାହ୍ୟ ମୋଡେମ୍ |,வெளிப்புற மோடம்
ବାହ୍ୟ ସନ୍ଦର୍ଭ,வெளிப்புற குறிப்பு
ବାହ୍ୟ ସନ୍ଧାନ |,வெளிப்புற தேடல்
ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ,வெளிப்புற சேமிப்பக சாதனம்
ନିଷ୍କାସନ,பிரித்தெடுத்தல்
ବହିଷ୍କାର,எக்ஸ்ட்ராபோலேஷன்
ଚେହେରା-ଅକ୍ଷର ପ୍ରିଣ୍ଟର୍ |,முக எழுத்து அச்சுப்பொறி
ବିଫଳ-ନିରାପଦ କାର୍ଯ୍ୟ,தோல்வி-பாதுகாப்பான செயல்பாடு
ବିଫଳତା ହାର,தோல்வி விகிதம்
ବିଫଳତା ପୁନରୁଦ୍ଧାର,தோல்வி மீட்பு
ମିଥ୍ୟା କୋଡ୍,தவறான குறியீடு
ମିଥ୍ୟା ତ୍ରୁଟି |,தவறான பிழை
ପ୍ରଶଂସକ,ரசிகர்-இன்
ପ୍ରଶଂସକ,ரசிகர்-அவுட்
ଆକର୍ଷଣୀୟ I / O ଉପକରଣ |,பாசிமைல் I/O சாதனம்
ଦ୍ରୁତ ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ (FFT),வேகமான நான்கு உருமாற்றம் (FFT)
ସାଂଘାତିକ ତ୍ରୁଟି |,கொடிய பிழை
ତ୍ରୁଟି ଚିହ୍ନଟ,தவறு கண்டறிதல்
ତ୍ରୁଟି ନିଦାନ,தவறு கண்டறிதல்
ଦୋଷ ସହନଶୀଳତା |,தவறு சகிப்புத்தன்மை
ଫ୍ୟାକ୍ସ,தொலைநகல்
ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |,தொலைநகல் செய்தி
FDC,FDC
ବ feature ଶିଷ୍ଟ୍ୟ ଚିହ୍ନଟ,அம்சம் கண்டறிதல்
ଫିଡ୍ ଚକ୍ର |,உணவு சுழற்சி
ମତାମତ,பின்னூட்டம்
ଫିଡର୍ |,ஊட்டி
ଆଣ |,எடுக்க
ଫାଇବୋନାକ୍ସି ସନ୍ଧାନ |,ஃபைபோனச்சி தேடல்
ଫାଇବୋନାକ୍ସି କ୍ରମ |,ஃபைபோனச்சி வரிசை
ଫାଇବୋନାକ୍ସି ସିରିଜ୍ |,ஃபைபோனச்சி தொடர்
ଫାଇବର ଅପ୍ଟିକ୍ସ |,ஃபைபர் ஆப்டிக்ஸ்
ଫିଡୋ ନେଟ୍ |,fido net
କ୍ଷେତ୍ର,களம்
ପଞ୍ଚମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟରଗୁଡିକ |,ஐந்தாம் தலைமுறை கணினிகள்
ଫାଇଲ୍ |,கோப்பு
ଫାଇଲ୍ ପ୍ରବେଶ ପଦ୍ଧତି |,கோப்பு அணுகல் முறை
ଫାଇଲ୍ ଆବଣ୍ଟନ ସାରଣୀ |,கோப்பு ஒதுக்கீடு அட்டவணை
ଫାଇଲ୍ ସଙ୍କୋଚନ |,கோப்பு சுருக்கம்
ଫାଇଲ୍ କପି,கோப்பு நகலெடுக்கிறது
ଫାଇଲ୍ ଲେଆଉଟ୍ |,கோப்பு தளவமைப்பு
ଫାଇଲ୍ ମିଶ୍ରଣ |,கோப்பு ஒன்றிணைத்தல்
ଫାଇଲ୍ ପୁନରୁଦ୍ଧାର,கோப்பு மீட்பு
ଫାଇଲ୍ ଷ୍ଟୋରେଜ୍ |,கோப்பு சேமிப்பு
ଫାଇଲ୍ ଗଠନ,கோப்பு அமைப்பு
ଫାଇଲ୍ ସିଷ୍ଟମ୍ |,கோப்பு முறை
ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର |,கோப்பு பரிமாற்றம்
ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (FTP),கோப்பு பரிமாற்ற நெறிமுறை (FTP)
ଫିଲ୍ଟର୍,வடிகட்டி
ଅନ୍ତିମ ଅବସ୍ଥା |,இறுதி நிலை
ଖୋଜ |,கண்டுபிடிக்க
ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |,வரையறுக்கப்பட்ட நிலை இயந்திரம்
ଅଗ୍ନି କାନ୍ଥ,தீ சுவர்
ଫର୍ମୱେୟାର |,நிலைபொருள்
ପ୍ରଥମେ ସେବା କର |,முதலில் வருபவர்களுக்கு முன்னுரிமை
ପ୍ରଥମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |,முதல் தலைமுறை கணினி
ପ୍ରଥମରେ ପ୍ରଥମ (FIFO),ஃபர்ஸ்ட் இன் ஃபர்ஸ்ட் அவுட் (FIFO)
ପ୍ରଥମ କ୍ରମ ତର୍କ |,முதல் வரிசை தர்க்கம்
ପ୍ରଥମ କ୍ରମ ସିଦ୍ଧାନ୍ତ |,முதல் வரிசை கோட்பாடு
ସ୍ଥିର ବିଭାଜନ,நிலையான பகிர்வு
ପତାକା,கொடி
ନମନୀୟ ଡିସ୍କ |,நெகிழ்வான வட்டு
ଫ୍ଲପି ଡିସ୍କ |,நெகிழ் வட்டு
ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ (Fdd),நெகிழ் வட்டு இயக்கி (Fdd)
ଫ୍ଲୋ ଚାର୍ଟ,ஓட்ட விளக்கப்படம்
ନିୟନ୍ତ୍ରଣ ପ୍ରବାହ |,கட்டுப்பாட்டு ஓட்டம்
ଫ୍ଲାଶ୍,பறிப்பு
ଫୋଲ୍ଡର,கோப்புறை
ଫଣ୍ଟ,எழுத்துரு
ଫଣ୍ଟ ପରିବାର,எழுத்துரு குடும்பம்
ବିଦେଶୀ ଚାବି |,வெளிநாட்டு விசை
ଫର୍ମ,வடிவம்
ଆନୁଷ୍ଠାନିକ ଭାଷା |,முறையான மொழி
ଆନୁଷ୍ଠାନିକ ବ୍ୟବସ୍ଥା |,முறையான அமைப்பு
ଫର୍ମାଟ୍,வடிவம்
ଫର୍ମାଟିଂ,வடிவமைத்தல்
fortran,ஃபோர்ட்ரான்
fortran ପ୍ରୋଗ୍ରାମିଂ |,fortran நிரலாக்க
ଅଗ୍ରଗାମୀ ସ୍ଲାସ୍ |,முன்னோக்கி சாய்வு
ଚତୁର୍ଥ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |,நான்காம் தலைமுறை கணினி
ଖଣ୍ଡ,துண்டு
ଫ୍ରେମ୍,சட்டகம்
ମାଗଣା ଜାଲ,இலவச வலை
ମାଗଣା ସଫ୍ଟୱେର୍ ଫାଉଣ୍ଡେସନ୍ |,இலவச மென்பொருள் அடித்தளம்
ମାଗଣା ସଂରକ୍ଷଣ,இலவச சேமிப்பு
ମାଗଣା |,இலவச மென்பொருள்
ସାମନା ପ। ଖ,முன் முனை
ଆଗ ପ୍ୟାନେଲ୍ |,முன் குழு
କାର୍ଯ୍ୟ,செயல்பாடு
ଫଙ୍କସନ୍ କୀ,செயல்பாட்டு விசை
ଫଙ୍କସନ୍ ରେଫରେନ୍ସ,செயல்பாடு குறிப்பு
କାର୍ଯ୍ୟକ୍ଷମ ନିର୍ଭରଶୀଳତା |,செயல்பாட்டு சார்பு
କାର୍ଯ୍ୟକ୍ଷମ ପରୀକ୍ଷଣ |,செயல்பாட்டு சோதனை
ଅସ୍ପଷ୍ଟ ତର୍କ,தெளிவற்ற தர்க்கம்
ଅସ୍ପଷ୍ଟ ସେଟ୍ |,தெளிவற்ற தொகுப்பு
ଲାଭ,ஆதாயம்
ଖେଳ ବୃକ୍ଷ,விளையாட்டு மரம்
ଫାଙ୍କ ବର୍ଣ୍ଣ,இடைவெளி பாத்திரம்
ଅଳିଆ,குப்பை
ଅଳିଆ ସଂଗ୍ରହ,குப்பை சேகரிப்பு
ଅଳିଆ ସଂଗ୍ରହ,குப்பை சேகரிப்பு
ଅଳିଆ ଆବର୍ଜନା (GIGO),குப்பையில் குப்பை (GIGO)
ଫାଟକ,வாயில்
ଗେଟୱେ,நுழைவாயில்
ସାଧାରଣ ପ୍ରୋଗ୍ରାମ୍,பொது திட்டம்
ସାଧାରଣ ପ୍ରୋଗ୍ରାମ୍,பொது திட்டம்
ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |,பொது நோக்கம் கணினி
ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |,பொது நோக்கம் கணினி
ସାଧାରଣ ରେଜିଷ୍ଟର |,பொது பதிவு
ସାଧାରଣକରଣ,பொதுமைப்படுத்தல்
ସାଧାରଣକରଣ,பொதுமைப்படுத்தல்
ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ଭାଷା |,பொது நோக்க மொழி
ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ଅପରେଟିଂ ସିସେମ୍ |,பொது நோக்க இயக்க முறைமை
ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ରେଜିଷ୍ଟର |,பொது நோக்கப் பதிவேடு
ସୃଷ୍ଟି ହୋଇଥିବା ତ୍ରୁଟି |,உருவாக்கப்பட்ட பிழை
କାର୍ଯ୍ୟ ସୃଷ୍ଟି,செயல்பாடு உருவாக்கும்
ଜେନେରିକ୍ କ୍ଲାସ୍ |,பொதுவான வகுப்பு
ଜେନେରିକ୍ ଫଙ୍କସନ୍,பொதுவான செயல்பாடு
ସାଧାରଣ ନାମ,பொதுப்பெயர்
ଜିଗୋ,ஜிகோ
ବିଶ୍ global ସ୍ତରୀୟ,உலகளாவிய
ଗ୍ଲୋବାଲ୍ କୋଡ୍,உலகளாவிய குறியீடு
ଗ୍ଲୋବାଲ୍ ଲକ୍ |,உலகளாவிய பூட்டு
ଗ୍ଲୋବାଲ୍ ନେଟୱାର୍କ |,உலகளாவிய நெட்வொர்க்
ଗ୍ଲୋବାଲ୍ ନେଟୱାର୍କ |,உலகளாவிய நெட்வொர்க்
ବିଶ୍ global ବ୍ୟବହାରକାରୀ |,உலகளாவிய பயனர்
ଗ୍ଲୋବାଲ୍ ଭେରିଏବଲ୍ |,உலகளாவிய மாறி
ଜଗତୀକରଣ,உலகமயமாக்கல்
ଗୋଫର୍,கோபர்
ଗୋଫର୍ କ୍ଲାଏଣ୍ଟ |,கோபர் வாடிக்கையாளர்
ଗୋଫର୍ ସର୍ଭର |,கோபர் சர்வர்
ଗୋଫର୍ ସାଇଟ୍ |,கோபர் தளம்
ଗୋଫର୍ ସ୍ପେସ୍ |,கோபர் விண்வெளி
ଅନୁଗୁଳ ଅବନତି |,அழகான சீரழிவு
ବ୍ୟାକରଣ ଯାଞ୍ଚକାରୀ |,இலக்கண சரிபார்ப்பவர்
ବ୍ୟାକରଣ ଅନୁଗୁଳ ପ୍ରସ୍ଥାନ,இலக்கணம் நேர்த்தியான வெளியேற்றம்
ସର୍ବ ମୋଟ,பெரும் மொத்தம்
ଗ୍ରାଫ୍,வரைபடம்
ଗ୍ରାଫ୍ ପ୍ଲଟିଂ,வரைபடம் வரைதல்
ଗ୍ରାଫିକ୍ ବର୍ଣ୍ଣ,வரைகலை பாத்திரம்
ଗ୍ରାଫିକ୍ ନିୟନ୍ତ୍ରକ |,வரைகலை கட்டுப்படுத்தி
ଗ୍ରାଫିକ୍ ଡାଟା ଗଠନ,வரைகலை தரவு அமைப்பு
ଗ୍ରାଫିକ୍ ପ୍ରଦର୍ଶନ ପ୍ରୋଗ୍ରାମ୍,வரைகலை காட்சி நிரல்
ଗ୍ରାଫିକ୍ ପ୍ରଦର୍ଶନ ରେଜୋଲୁସନ,கிராஃபிக் காட்சி தீர்மானம்
ଗ୍ରାଫିକ୍ ଭାଷା,வரைகலை மொழி
ଗ୍ରାଫିକ୍ ଭାଷା,வரைகலை மொழி
ଗ୍ରାଫିକ୍ ପ୍ୟାନେଲ୍ |,வரைகலை குழு
ଆଲେଖୀକ ଆନିମେସନ୍ |,வரைகலை அனிமேஷன்
ଆଲେଖୀକ ଇଣ୍ଟରଫେସ୍ ଫର୍ମାଟ୍ (GIF),வரைகலை இடைமுக வடிவம் (GIF)
ଆଲେଖୀକ ବ୍ୟବହାରକାରୀ ଅନ୍ତରାପୃଷ୍ଠ (GUI),வரைகலை பயனர் இடைமுகம் (GUI)
ଗ୍ରାଫିକ୍ସ,கிராபிக்ஸ்
ଗ୍ରାଫିକ୍ସ ପ୍ରୟୋଗ |,கிராபிக்ஸ் பயன்பாடு
ଗ୍ରାଫିକ୍ସ କର୍ସର୍ |,கிராபிக்ஸ் கர்சர்
ଗ୍ରାଫିକ୍ସ ମୋଡ୍ |,கிராபிக்ஸ் முறை
ଗ୍ରାଫିକ୍ସ ପ୍ୟାକେଜ୍ |,கிராபிக்ஸ் தொகுப்பு
ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ |,வரைகலை மென்பொருள்
ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ |,வரைகலை மென்பொருள்
ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ ପ୍ୟାକେଜ୍ |,வரைகலை மென்பொருள் தொகுப்பு
ଧୂସର ସ୍କେଲ,சாம்பல் அளவு
ଲୋଭୀ ପଦ୍ଧତି |,பேராசை முறை
grep,grep
ଗ୍ରୀଡ୍,கட்டம்
ଗ୍ରୀଡ୍ ଚାର୍ଟ |,கட்ட விளக்கப்படம்
ଗ୍ରୀଡ୍ ଗଣନା,கட்டம் கம்ப்யூட்டிங்
ଗ୍ରୀଡ୍ ମଡ୍ୟୁଲେସନ୍,கட்டம் பண்பேற்றம்
ଭୂତଳ ତରଙ୍ଗ |,தரை அலை
ଗୋଷ୍ଠୀ,குழு
ଗୋଷ୍ଠୀ ଠିକଣା,குழு முகவரி
ଗୋଷ୍ଠୀ କୋଡ୍,குழு குறியீடு
ଗୋଷ୍ଠୀ ଯୋଗାଯୋଗ |,குழு தொடர்பு
ଗୋଷ୍ଠୀ ଯୋଗାଯୋଗ |,குழு தொடர்பு
ଗୋଷ୍ଠୀ ପରିଚୟ,குழு அடையாளம்
ଗୋଷ୍ଠୀ ନାମ,குழு பெயர்
ଗୋଷ୍ଠୀ ସଫ୍ଟୱେର୍ |,குழுபொருள்
ଅଭିବୃଦ୍ଧି |,வளர்ச்சி
ରାକ୍ଷୀ,காவலர்
ଗାଇଡ୍ ମିଡିଆ |,வழிகாட்டப்பட்ட ஊடகங்கள்
ବନ୍ଧୁକ,துப்பாக்கி சிப்
ହ୍ୟାକ୍,ஊடுருவு
ହ୍ୟାକର,ஹேக்கர்
ହ୍ୟାକରର ଅଭିଧାନ |,ஹேக்கர் அகராதி
ଅଧା ଆଡର୍ |,அரை சேர்ப்பான்
ଅଧା ସେତୁ |,அரை பாலம்
ଅଧା ଡୁପ୍ଲେକ୍ସ |,அரை இரட்டை
ଅଧା ଡୁପ୍ଲେକ୍ସ ଲାଇନ |,அரை இரட்டை வரி
ଅଧା ଡୁପ୍ଲେକ୍ସ ମୋଡ୍ |,அரை இரட்டை முறை
ଅଧା ତୀବ୍ରତା |,பாதி தீவிரம்
ଅଧା ରାଉଟର |,அரை திசைவி
ଅଧା ସବଟ୍ରାକ୍ଟର |,அரை கழிப்பான்
ଅଧା ଟୋନିଂ |,அரை டோனிங்
ଅଧା ଶବ୍ଦ |,அரை வார்த்தை
ହାମିଲଟନ୍ ଚକ୍ର |,வலிமிகுந்த சுழற்சி
ହାମିଂ କୋଡ୍ |,ஹாமிங் குறியீடு
ହାତ,கை
ହାତ କପି,கை நகல்
ନିୟନ୍ତ୍ରଣ,கைப்பிடி
ନିୟନ୍ତ୍ରଣ,கையாளுதல்
ଟାଙ୍ଗନ୍ତୁ |,தொங்கும்
